,Regione Puglia,,,
20/01/2006 22.00,3,"3,26414919",45,"36,82376099"
20/01/2006 23.00,3,"19,68352376",35,"36,82376099"
21/01/2006 0.00,3,"39,36964784",40,"36,82376099"
21/01/2006 1.00,3,"62,75210768",59,"62,37253952"
21/01/2006 2.00,3,"61,79817264",61,"62,37253952"
21/01/2006 3.00,2,"29,81341448",13,"62,37253952"
21/01/2006 4.00,2,"27,34355024",10,"62,37253952"
21/01/2006 5.00,2,"25,30591272",7,"62,37253952"
21/01/2006 6.00,2,"35,58635432",19,"62,37253952"
21/01/2006 7.00,2,"54,04856896",41,"62,37253952"
21/01/2006 8.00,3,"85,10795736",150,"62,37253952"
21/01/2006 9.00,4,"86,8821404",142,"62,37253952"
21/01/2006 10.00,6,"73,75805768",83,"62,37253952"
21/01/2006 11.00,5,"76,29151504",77,"62,37253952"
21/01/2006 12.00,5,"75,14158088",71,"62,37253952"
21/01/2006 13.00,6,"71,70223704",64,"62,37253952"
21/01/2006 14.00,4,"68,06689408",59,"62,37253952"
21/01/2006 15.00,4,"43,44754232",28,"62,37253952"
21/01/2006 16.00,4,"56,92465672",45,"62,37253952"
21/01/2006 17.00,5,"73,32196872",65,"62,37253952"
21/01/2006 18.00,5,"113,59228328",184,"62,37253952"
21/01/2006 19.00,6,"123,42499184",279,"62,37253952"
21/01/2006 20.00,6,"134,74636448",427,"62,37253952"
21/01/2006 21.00,5,"105,2483344",229,"62,37253952"
21/01/2006 22.00,5,"111,0147352",269,"62,37253952"
21/01/2006 23.00,5,"102,86934752",177,"62,37253952"
22/01/2006 0.00,5,"88,59014912",122,"62,37253952"
22/01/2006 1.00,,"77,26491424",90,"43,65187073"
22/01/2006 2.00,4,"74,62375392",83,"43,65187073"
22/01/2006 3.00,4,"62,19273296",52,"43,65187073"
22/01/2006 4.00,4,"43,12049472",28,"43,65187073"
22/01/2006 5.00,3,"28,98148416",12,"43,65187073"
22/01/2006 6.00,2,"26,71928224",8,"43,65187073"
22/01/2006 7.00,4,"32,8893636",15,"43,65187073"
22/01/2006 8.00,4,"47,59815016",33,"43,65187073"
22/01/2006 9.00,5,"71,07794992",68,"43,65187073"
22/01/2006 10.00,5,"59,29716192",54,"43,65187073"
22/01/2006 11.00,6,"62,19661432",58,"43,65187073"
22/01/2006 12.00,6,"61,410094",58,"43,65187073"
22/01/2006 13.00,5,"58,6456288",53,"43,65187073"
22/01/2006 14.00,6,"71,10391488",74,"43,65187073"
22/01/2006 15.00,4,"40,99197984",26,"43,65187073"
22/01/2006 16.00,5,"37,40076584",22,"43,65187073"
22/01/2006 17.00,5,"39,59287384",25,"43,65187073"
22/01/2006 18.00,3,"29,66674496",14,"43,65187073"
22/01/2006 19.00,4,"78,72243184",77,"43,65187073"
22/01/2006 20.00,5,"61,79687248",56,"43,65187073"
22/01/2006 21.00,5,"25,30719376",9,"43,65187073"
22/01/2006 22.00,4,"23,36297656",7,"43,65187073"
22/01/2006 23.00,3,"16,63612462",1,"43,65187073"
23/01/2006 0.00,4,"13,46931535",0,"43,65187073"
23/01/2006 1.00,5,"10,18440375",0,"27,20388985"
23/01/2006 2.00,5,"8,82033898",0,"27,20388985"
23/01/2006 3.00,6,"7,11882914",0,"27,20388985"
23/01/2006 4.00,6,"6,67625468",0,"27,20388985"
23/01/2006 5.00,6,"16,88011686",26,"27,20388985"
23/01/2006 6.00,6,"12,99299026",2,"27,20388985"
23/01/2006 7.00,5,"11,13444214",0,"27,20388985"
23/01/2006 8.00,6,"19,65625864",5,"27,20388985"
23/01/2006 9.00,5,"39,63310232",34,"27,20388985"
23/01/2006 10.00,6,"42,48194408",36,"27,20388985"
23/01/2006 11.00,6,"38,31187208",30,"27,20388985"
23/01/2006 12.00,6,"37,87838344",29,"27,20388985"
23/01/2006 13.00,5,"38,68306776",32,"27,20388985"
23/01/2006 14.00,3,"38,10292872",30,"27,20388985"
23/01/2006 15.00,4,"24,67252448",10,"27,20388985"
23/01/2006 16.00,4,"25,31367544",11,"27,20388985"
23/01/2006 17.00,3,"28,43377264",15,"27,20388985"
23/01/2006 18.00,4,"39,630502",32,"27,20388985"
23/01/2006 19.00,4,"42,11202944",35,"27,20388985"
23/01/2006 20.00,4,"61,35170152",66,"27,20388985"
23/01/2006 21.00,4,"74,24607656",97,"27,20388985"
23/01/2006 22.00,4,"67,6502884",81,"27,20388985"
23/01/2006 23.00,4,"38,02505296",25,"27,20388985"
24/01/2006 0.00,4,"12,22464924",0,"27,20388985"
24/01/2006 1.00,,"8,44914903",0,"35,39559174"
24/01/2006 2.00,5,"10,1805071",2,"35,39559174"
24/01/2006 3.00,6,"7,26289261",0,"35,39559174"
24/01/2006 4.00,5,"6,93063672",0,"35,39559174"
24/01/2006 5.00,5,"6,36736152",0,"35,39559174"
24/01/2006 6.00,5,"6,57631826",0,"35,39559174"
24/01/2006 7.00,5,"9,8106154",0,"35,39559174"
24/01/2006 8.00,5,"15,9651197",2,"35,39559174"
24/01/2006 9.00,6,"19,94309688",5,"35,39559174"
24/01/2006 10.00,5,"18,37656851",3,"35,39559174"
24/01/2006 11.00,3,"17,22016223",2,"35,39559174"
24/01/2006 12.00,7,"17,37590228",2,"35,39559174"
24/01/2006 13.00,7,"17,30581983",3,"35,39559174"
24/01/2006 14.00,7,"18,24418163",3,"35,39559174"
24/01/2006 15.00,5,"13,61207866",0,"35,39559174"
24/01/2006 16.00,5,"13,7211009",0,"35,39559174"
24/01/2006 17.00,4,"18,90480249",4,"35,39559174"
24/01/2006 18.00,4,"23,9924452",9,"35,39559174"
24/01/2006 19.00,4,"21,91456008",6,"35,39559174"
24/01/2006 20.00,4,"26,2857936",12,"35,39559174"
24/01/2006 21.00,4,"26,3039576",12,"35,39559174"
24/01/2006 22.00,4,"20,71791576",5,"35,39559174"
24/01/2006 23.00,4,"16,08193525",1,"35,39559174"
25/01/2006 0.00,4,"13,1578257",1,"35,39559174"
25/01/2006 1.00,4,"6,74114796",0,"28,05657005"
25/01/2006 2.00,4,"4,96695727",0,"28,05657005"
25/01/2006 3.00,4,"4,57759568",0,"28,05657005"
25/01/2006 4.00,3,"6,49974266",0,"28,05657005"
25/01/2006 5.00,4,"5,19408375",0,"28,05657005"
25/01/2006 6.00,5,"5,76385019",0,"28,05657005"
25/01/2006 7.00,3,"8,93844513",0,"28,05657005"
25/01/2006 8.00,3,"18,55437113",4,"28,05657005"
25/01/2006 9.00,2,"33,84978032",22,"28,05657005"
25/01/2006 10.00,3,"34,99971448",21,"28,05657005"
25/01/2006 11.00,3,"57,93440304",56,"28,05657005"
25/01/2006 12.00,"0,73145793","80,7587692",102,"28,05657005"
25/01/2006 13.00,4,"87,154696",151,"28,05657005"
25/01/2006 14.00,5,"59,24785144",65,"28,05657005"
25/01/2006 15.00,4,"27,08139592",12,"28,05657005"
25/01/2006 16.00,4,"28,2637576",14,"28,05657005"
25/01/2006 17.00,4,"34,6466828",22,"28,05657005"
25/01/2006 18.00,4,"47,59815016",38,"28,05657005"
25/01/2006 19.00,4,"74,03451376",84,"28,05657005"
25/01/2006 20.00,4,"90,95357232",147,"28,05657005"
25/01/2006 21.00,4,"84,64460328",118,"28,05657005"
25/01/2006 22.00,3,"72,80412264",81,"28,05657005"
25/01/2006 23.00,3,"56,32893488",49,"28,05657005"
26/01/2006 0.00,3,"40,4300048",26,"28,05657005"
26/01/2006 1.00,,"25,27344696",9,"32,73775101"
26/01/2006 2.00,3,"17,10724525",1,"32,73775101"
26/01/2006 3.00,2,"16,96838051",2,"32,73775101"
26/01/2006 4.00,2,"17,60304214",3,"32,73775101"
26/01/2006 5.00,2,"16,78797184",2,"32,73775101"
26/01/2006 6.00,2,"24,1520972",6,"32,73775101"
26/01/2006 7.00,2,"42,17694184",27,"32,73775101"
26/01/2006 8.00,2,"68,4705364",66,"32,73775101"
26/01/2006 9.00,4,"88,5849676",112,"32,73775101"
26/01/2006 10.00,11,"69,74891872",74,"32,73775101"
26/01/2006 11.00,8,"52,70917472",50,"32,73775101"
26/01/2006 12.00,5,"40,73370688",30,"32,73775101"
26/01/2006 13.00,6,"43,28660928",33,"32,73775101"
26/01/2006 14.00,4,"51,45023744",44,"32,73775101"
26/01/2006 15.00,4,"36,40530216",21,"32,73775101"
26/01/2006 16.00,4,"47,43721712",34,"32,73775101"
26/01/2006 17.00,4,"64,44193328",53,"32,73775101"
26/01/2006 18.00,3,"109,32102824",149,"32,73775101"
26/01/2006 19.00,4,"100,67073872",143,"32,73775101"
26/01/2006 20.00,4,"84,26822608",104,"32,73775101"
26/01/2006 21.00,4,"86,8055648",102,"32,73775101"
26/01/2006 22.00,3,"80,09037224",89,"32,73775101"
26/01/2006 23.00,3,"61,2725256",51,"32,73775101"
27/01/2006 0.00,3,"60,28744408",49,"32,73775101"
27/01/2006 1.00,3,"38,25736096",22,"33,94314957"
27/01/2006 2.00,4,"29,8588436",12,"33,94314957"
27/01/2006 3.00,4,"27,6602348",11,"33,94314957"
27/01/2006 4.00,3,"26,3896152",9,"33,94314957"
27/01/2006 5.00,3,"27,3111036",9,"33,94314957"
27/01/2006 6.00,3,"35,03734264",17,"33,94314957"
27/01/2006 7.00,3,"51,4359548",39,"33,94314957"
27/01/2006 8.00,3,"76,41740112",89,"33,94314957"
27/01/2006 9.00,4,"90,19951776",145,"33,94314957"
27/01/2006 10.00,7,"77,9423932",92,"33,94314957"
27/01/2006 11.00,10,"57,69169376",57,"33,94314957"
27/01/2006 12.00,8,"37,93937624",26,"33,94314957"
27/01/2006 13.00,6,"45,88756024",36,"33,94314957"
27/01/2006 14.00,5,"41,32294704",29,"33,94314957"
27/01/2006 15.00,5,"30,31957824",15,"33,94314957"
27/01/2006 16.00,5,"34,35206272",19,"33,94314957"
27/01/2006 17.00,6,"43,10361176",30,"33,94314957"
27/01/2006 18.00,5,"62,80531864",56,"33,94314957"
27/01/2006 19.00,5,"79,64392024",89,"33,94314957"
27/01/2006 20.00,5,"84,2033328",115,"33,94314957"
27/01/2006 21.00,5,"80,24222328",99,"33,94314957"
27/01/2006 22.00,5,"65,93577888",62,"33,94314957"
27/01/2006 23.00,5,"47,94468104",34,"33,94314957"
28/01/2006 0.00,5,"32,83227128",16,"33,94314957"
28/01/2006 1.00,,"33,79786952",18,"30,15344048"
28/01/2006 2.00,4,"29,30853176",12,"30,15344048"
28/01/2006 3.00,5,"19,45379696",2,"30,15344048"
28/01/2006 4.00,5,"22,76595456",5,"30,15344048"
28/01/2006 5.00,4,"20,3155736",2,"30,15344048"
28/01/2006 6.00,5,"23,27731896",5,"30,15344048"
28/01/2006 7.00,3,"25,69915376",11,"30,15344048"
28/01/2006 8.00,5,"40,3534292",27,"30,15344048"
28/01/2006 9.00,5,"65,90853288",75,"30,15344048"
28/01/2006 10.00,4,"61,7254784",65,"30,15344048"
28/01/2006 11.00,6,"63,48541704",71,"30,15344048"
28/01/2006 12.00,6,"65,24141696",78,"30,15344048"
28/01/2006 13.00,6,"56,96360416",58,"30,15344048"
28/01/2006 14.00,6,"53,68127376",53,"30,15344048"
28/01/2006 15.00,6,"28,03921232",12,"30,15344048"
28/01/2006 16.00,5,"29,94060072",15,"30,15344048"
28/01/2006 17.00,5,"39,83818344",26,"30,15344048"
28/01/2006 18.00,6,"56,02783312",50,"30,15344048"
28/01/2006 19.00,5,"75,38300912",91,"30,15344048"
28/01/2006 20.00,5,"76,46283024",90,"30,15344048"
28/01/2006 21.00,5,"75,92290056",94,"30,15344048"
28/01/2006 22.00,5,"60,75597968",56,"30,15344048"
28/01/2006 23.00,5,"64,50034488",63,"30,15344048"
29/01/2006 0.00,5,"49,3385864",37,"30,15344048"
29/01/2006 1.00,4,"27,6693168",11,"25,60317039"
29/01/2006 2.00,4,"20,033936",6,"25,60317039"
29/01/2006 3.00,5,"14,58807626",1,"25,60317039"
29/01/2006 4.00,5,"13,95731129",1,"25,60317039"
29/01/2006 5.00,4,"14,66205537",3,"25,60317039"
29/01/2006 6.00,4,"8,98257409",0,"25,60317039"
29/01/2006 7.00,4,"9,99361483",0,"25,60317039"
29/01/2006 8.00,4,"21,46030712",5,"25,60317039"
29/01/2006 9.00,4,"30,37538952",15,"25,60317039"
29/01/2006 10.00,4,"30,27284896",16,"25,60317039"
29/01/2006 11.00,5,"29,11645224",14,"25,60317039"
29/01/2006 12.00,5,"30,29491344",16,"25,60317039"
29/01/2006 13.00,5,"35,8498088",23,"25,60317039"
29/01/2006 14.00,5,"29,62781664",15,"25,60317039"
29/01/2006 15.00,5,"18,27273544",3,"25,60317039"
29/01/2006 16.00,5,"19,20330584",3,"25,60317039"
29/01/2006 17.00,5,"24,23255416",8,"25,60317039"
29/01/2006 18.00,5,"34,79723368",22,"25,60317039"
29/01/2006 19.00,5,"53,6618096",42,"25,60317039"
29/01/2006 20.00,5,"64,94941632",60,"25,60317039"
29/01/2006 21.00,5,"80,952168",98,"25,60317039"
29/01/2006 22.00,6,"80,30451624",94,"25,60317039"
29/01/2006 23.00,4,"58,71832304",50,"25,60317039"
30/01/2006 0.00,5,"54,62872712",43,"25,60317039"
30/01/2006 1.00,,"44,49363576",30,"41,14530182"
30/01/2006 2.00,4,"30,3052956",12,"41,14530182"
30/01/2006 3.00,4,"21,59139384",4,"41,14530182"
30/01/2006 4.00,4,"23,42528864",5,"41,14530182"
30/01/2006 5.00,4,"22,13260456",4,"41,14530182"
30/01/2006 6.00,4,"22,01710064",4,"41,14530182"
30/01/2006 7.00,4,"35,44746664",19,"41,14530182"
30/01/2006 8.00,5,"68,6535148",68,"41,14530182"
30/01/2006 9.00,5,"82,74453416",107,"41,14530182"
30/01/2006 10.00,6,"79,47388608",88,"41,14530182"
30/01/2006 11.00,6,"70,29404904",71,"41,14530182"
30/01/2006 12.00,7,"51,93433672",43,"41,14530182"
30/01/2006 13.00,6,"36,33390808",23,"41,14530182"
30/01/2006 14.00,6,"34,83098048",20,"41,14530182"
30/01/2006 15.00,5,"31,80434184",16,"41,14530182"
30/01/2006 16.00,5,"34,202812",18,"41,14530182"
30/01/2006 17.00,6,"64,42376928",56,"41,14530182"
30/01/2006 18.00,7,"94,79397728",121,"41,14530182"
30/01/2006 19.00,7,"98,36572712",156,"41,14530182"
30/01/2006 20.00,7,"101,66360208",194,"41,14530182"
30/01/2006 21.00,8,"105,0276896",248,"41,14530182"
30/01/2006 22.00,7,"86,85229408",184,"41,14530182"
30/01/2006 23.00,7,"75,50369456",109,"41,14530182"
31/01/2006 0.00,7,"76,4148008",155,"41,14530182"
31/01/2006 1.00,7,"64,29786408",127,"46,80979156"
31/01/2006 2.00,8,"57,78385216",81,"46,80979156"
31/01/2006 3.00,6,"53,27763144",45,"46,80979156"
31/01/2006 4.00,7,"46,07185792",32,"46,80979156"
31/01/2006 5.00,6,"47,04655728",32,"46,80979156"
31/01/2006 6.00,7,"48,9284624",37,"46,80979156"
31/01/2006 7.00,7,"56,08234424",55,"46,80979156"
31/01/2006 8.00,7,"68,51206504",125,"46,80979156"
31/01/2006 9.00,8,"79,76850616",166,"46,80979156"
31/01/2006 10.00,10,"82,56281768",132,"46,80979156"
31/01/2006 11.00,8,"72,81840528",88,"46,80979156"
31/01/2006 12.00,11,"59,96167752",63,"46,80979156"
31/01/2006 13.00,10,"46,96348088",38,"46,80979156"
31/01/2006 14.00,9,"53,19975568",45,"46,80979156"
31/01/2006 15.00,9,"41,5747192",28,"46,80979156"
31/01/2006 16.00,9,"41,3696572",27,"46,80979156"
31/01/2006 17.00,8,"48,49887424",38,"46,80979156"
31/01/2006 18.00,9,"51,38792536",44,"46,80979156"
31/01/2006 19.00,8,"51,55017768",45,"46,80979156"
31/01/2006 20.00,8,"72,69900088",100,"46,80979156"
31/01/2006 21.00,8,"73,93717384",126,"46,80979156"
31/01/2006 22.00,8,"70,59255048",103,"46,80979156"
31/01/2006 23.00,8,"52,74292152",50,"46,80979156"
01/02/2006 0.00,8,"44,74932752",36,"46,80979156"
01/02/2006 1.00,,"28,78418488",14,"51,07421112"
01/02/2006 2.00,5,"19,4953256",3,"51,07421112"
01/02/2006 3.00,5,"19,68092344",2,"51,07421112"
01/02/2006 4.00,5,"19,69518696",2,"51,07421112"
01/02/2006 5.00,5,"18,06377296",0,"51,07421112"
01/02/2006 6.00,6,"21,39799504",4,"51,07421112"
01/02/2006 7.00,5,"30,8750716",17,"51,07421112"
01/02/2006 8.00,5,"50,83373216",52,"51,07421112"
01/02/2006 9.00,7,"58,34322688",74,"51,07421112"
01/02/2006 10.00,9,"62,75988952",83,"51,07421112"
01/02/2006 11.00,,,,"51,07421112"
01/02/2006 12.00,,"53,64492664",65,"51,07421112"
01/02/2006 13.00,,,,"51,07421112"
01/02/2006 14.00,,"62,380912",61,"51,07421112"
01/02/2006 15.00,,"54,5158044",45,"51,07421112"
01/02/2006 16.00,,"62,44062376",56,"51,07421112"
01/02/2006 17.00,,"86,47461672",92,"51,07421112"
01/02/2006 18.00,,"116,87983344",228,"51,07421112"
01/02/2006 19.00,,"125,03958024",283,"51,07421112"
01/02/2006 20.00,,"103,47405576",190,"51,07421112"
01/02/2006 21.00,,"102,0775692",186,"51,07421112"
01/02/2006 22.00,,"93,09246936",133,"51,07421112"
01/02/2006 23.00,,"84,51611688",95,"51,07421112"
02/02/2006 0.00,,"77,1130632",79,"51,07421112"
02/02/2006 1.00,,"51,13875352",37,"70,79499054"
02/02/2006 2.00,,"41,0789376",25,"70,79499054"
02/02/2006 3.00,,"34,09378976",18,"70,79499054"
02/02/2006 4.00,,"32,8102068",16,"70,79499054"
02/02/2006 5.00,,"40,07697312",26,"70,79499054"
02/02/2006 6.00,,"47,00891",31,"70,79499054"
02/02/2006 7.00,,"69,13893336",75,"70,79499054"
02/02/2006 8.00,,"98,01139528",255,"70,79499054"
02/02/2006 9.00,,"129,10841184",497,"70,79499054"
02/02/2006 10.00,,"136,0960644",292,"70,79499054"
02/02/2006 11.00,,"95,36763464",108,"70,79499054"
02/02/2006 12.00,,"75,77755032",71,"70,79499054"
02/02/2006 13.00,,"65,76446368",57,"70,79499054"
02/02/2006 14.00,,"63,25827144",54,"70,79499054"
02/02/2006 15.00,,"52,04335896",39,"70,79499054"
02/02/2006 16.00,,"56,95192184",44,"70,79499054"
02/02/2006 17.00,,"71,04032176",62,"70,79499054"
02/02/2006 18.00,,"104,77584096",114,"70,79499054"
02/02/2006 19.00,,"125,44054576",213,"70,79499054"
02/02/2006 20.00,,"134,10257496",348,"70,79499054"
02/02/2006 21.00,,"117,31202192",263,"70,79499054"
02/02/2006 22.00,,"113,4223256",270,"70,79499054"
02/02/2006 23.00,,"91,58304096",126,"70,79499054"
03/02/2006 0.00,,"90,0878952",160,"70,79499054"
03/02/2006 1.00,,"79,66466544",120,"91,59651184"
03/02/2006 2.00,,,,"91,59651184"
03/02/2006 3.00,,"61,79687248",58,"91,59651184"
03/02/2006 4.00,,"57,2530236",62,"91,59651184"
03/02/2006 5.00,,"48,34572304",32,"91,59651184"
03/02/2006 6.00,,"57,41135632",47,"91,59651184"
03/02/2006 7.00,,"72,1071604",84,"91,59651184"
03/02/2006 8.00,,"86,43436912",156,"91,59651184"
03/02/2006 9.00,,"138,43231808",384,"91,59651184"
03/02/2006 10.00,,"167,58897968",359,"91,59651184"
03/02/2006 11.00,,"87,17025968",97,"91,59651184"
03/02/2006 12.00,,"64,805328",52,"91,59651184"
03/02/2006 13.00,,"80,88727472",68,"91,59651184"
03/02/2006 14.00,,"68,75995584",57,"91,59651184"
03/02/2006 15.00,,"43,80575552",28,"91,59651184"
03/02/2006 16.00,,"35,09185376",19,"91,59651184"
03/02/2006 17.00,,"67,00911832",55,"91,59651184"
03/02/2006 18.00,,"98,17882912",107,"91,59651184"
03/02/2006 19.00,,"134,41801672",240,"91,59651184"
03/02/2006 20.00,,"126,33088768",274,"91,59651184"
03/02/2006 21.00,,"117,84677008",220,"91,59651184"
03/02/2006 22.00,,"115,10433112",218,"91,59651184"
03/02/2006 23.00,,"115,30034936",185,"91,59651184"
04/02/2006 0.00,,"101,16912064",125,"91,59651184"
04/02/2006 1.00,,"97,68172824",135,"88,13526154"
04/02/2006 2.00,,"75,32329736",71,"88,13526154"
04/02/2006 3.00,,"64,09800272",52,"88,13526154"
04/02/2006 4.00,,"34,34816224",17,"88,13526154"
04/02/2006 5.00,,"37,23853264",21,"88,13526154"
04/02/2006 6.00,,"36,44034912",22,"88,13526154"
04/02/2006 7.00,,"43,2372988",29,"88,13526154"
04/02/2006 8.00,,"66,52501904",68,"88,13526154"
04/02/2006 9.00,,"86,66539608",125,"88,13526154"
04/02/2006 10.00,,"97,77388664",145,"88,13526154"
04/02/2006 11.00,,"96,4033268",126,"88,13526154"
04/02/2006 12.00,,"75,8515256",78,"88,13526154"
04/02/2006 13.00,8,"65,39716848",61,"88,13526154"
04/02/2006 14.00,7,"74,04489592",74,"88,13526154"
04/02/2006 15.00,7,"43,46832576",28,"88,13526154"
04/02/2006 16.00,7,"45,3009204",30,"88,13526154"
04/02/2006 17.00,7,"45,61370448",29,"88,13526154"
04/02/2006 18.00,7,"63,47891624",50,"88,13526154"
04/02/2006 19.00,7,"93,77903032",97,"88,13526154"
04/02/2006 20.00,9,"124,62293632",178,"88,13526154"
04/02/2006 21.00,8,"121,8078796",173,"88,13526154"
04/02/2006 22.00,10,"114,08938416",195,"88,13526154"
04/02/2006 23.00,9,"103,87125464",133,"88,13526154"
05/02/2006 0.00,9,"81,65431176",89,"88,13526154"
05/02/2006 1.00,,"73,19218216",74,"39,65961075"
05/02/2006 2.00,8,,,"39,65961075"
05/02/2006 3.00,8,"70,5860688",62,"39,65961075"
05/02/2006 4.00,9,"58,26665128",44,"39,65961075"
05/02/2006 5.00,8,"48,50795624",33,"39,65961075"
05/02/2006 6.00,9,"39,38391136",23,"39,65961075"
05/02/2006 7.00,9,"35,75766952",20,"39,65961075"
05/02/2006 8.00,10,"27,86919728",11,"39,65961075"
05/02/2006 9.00,9,"21,30067424",5,"39,65961075"
05/02/2006 10.00,8,"24,89056896",9,"39,65961075"
05/02/2006 11.00,8,"29,05545944",13,"39,65961075"
05/02/2006 12.00,8,"32,33387024",18,"39,65961075"
05/02/2006 13.00,8,"34,72195824",21,"39,65961075"
05/02/2006 14.00,10,"37,59284536",25,"39,65961075"
05/02/2006 15.00,10,"22,81008352",7,"39,65961075"
05/02/2006 16.00,9,"23,56155688",8,"39,65961075"
05/02/2006 17.00,9,"25,94444424",10,"39,65961075"
05/02/2006 18.00,9,"30,5687692",16,"39,65961075"
05/02/2006 19.00,9,"29,19562816",15,"39,65961075"
05/02/2006 20.00,8,"37,30862656",25,"39,65961075"
05/02/2006 21.00,9,"36,6856396",24,"39,65961075"
05/02/2006 22.00,9,"30,11711656",16,"39,65961075"
05/02/2006 23.00,10,"23,85227648",8,"39,65961075"
06/02/2006 0.00,10,"18,24158896",2,"39,65961075"
06/02/2006 1.00,10,"16,37135278",6,"40,85836029"
06/02/2006 2.00,10,"13,34341971",1,"40,85836029"
06/02/2006 3.00,9,"11,44852829",2,"40,85836029"
06/02/2006 4.00,10,"9,86123178",0,"40,85836029"
06/02/2006 5.00,11,"8,9176789",0,"40,85836029"
06/02/2006 6.00,11,"9,56012619",0,"40,85836029"
06/02/2006 7.00,12,,,"40,85836029"
06/02/2006 8.00,11,,,"40,85836029"
06/02/2006 9.00,13,"26,59857768",13,"40,85836029"
06/02/2006 10.00,15,"24,7335364",11,"40,85836029"
06/02/2006 11.00,17,"29,09568792",17,"40,85836029"
06/02/2006 12.00,16,"31,84068896",20,"40,85836029"
06/02/2006 13.00,16,"33,44873832",22,"40,85836029"
06/02/2006 14.00,12,"37,3410732",25,"40,85836029"
06/02/2006 15.00,13,"25,2514016",9,"40,85836029"
06/02/2006 16.00,13,"27,13330672",11,"40,85836029"
06/02/2006 17.00,13,"28,12617008",13,"40,85836029"
06/02/2006 18.00,12,"17,39148508",8,"40,85836029"
06/02/2006 19.00,11,"2,79042442",0,"40,85836029"
06/02/2006 20.00,10,"15,97161094",8,"40,85836029"
06/02/2006 21.00,11,"33,81605264",20,"40,85836029"
06/02/2006 22.00,12,"23,70432592",8,"40,85836029"
06/02/2006 23.00,11,"8,57114802",1,"40,85836029"
07/02/2006 0.00,10,"14,42195023",0,"40,85836029"
07/02/2006 1.00,,"9,59776582",0,"36,1257515"
07/02/2006 2.00,6,,,"36,1257515"
07/02/2006 3.00,7,,,"36,1257515"
07/02/2006 4.00,6,,,"36,1257515"
07/02/2006 5.00,6,,,"36,1257515"
07/02/2006 6.00,7,,,"36,1257515"
07/02/2006 7.00,6,,,"36,1257515"
07/02/2006 8.00,7,,,"36,1257515"
07/02/2006 9.00,7,,,"36,1257515"
07/02/2006 10.00,8,,,"36,1257515"
07/02/2006 11.00,8,,,"36,1257515"
07/02/2006 12.00,10,,,"36,1257515"
07/02/2006 13.00,9,,,"36,1257515"
07/02/2006 14.00,7,,,"36,1257515"
07/02/2006 15.00,7,,,"36,1257515"
07/02/2006 16.00,7,,,"36,1257515"
07/02/2006 17.00,5,,,"36,1257515"
07/02/2006 18.00,5,,,"36,1257515"
07/02/2006 19.00,5,,,"36,1257515"
07/02/2006 20.00,8,"95,22488472",108,"36,1257515"
07/02/2006 21.00,6,"119,87664488",149,"36,1257515"
07/02/2006 22.00,6,"91,58952264",92,"36,1257515"
07/02/2006 23.00,6,"70,49521056",64,"36,1257515"
08/02/2006 0.00,5,"50,16143472",38,"36,1257515"
08/02/2006 1.00,5,"31,68753776",17,"46,07936096"
08/02/2006 2.00,6,"24,59726816",8,"46,07936096"
08/02/2006 3.00,6,"19,36163856",3,"46,07936096"
08/02/2006 4.00,5,"17,93399214",1,"46,07936096"
08/02/2006 5.00,6,"26,47009128",13,"46,07936096"
08/02/2006 6.00,5,"27,10994208",11,"46,07936096"
08/02/2006 7.00,5,"46,81423016",33,"46,07936096"
08/02/2006 8.00,6,"86,8029836",90,"46,07936096"
08/02/2006 9.00,8,"127,90010432",200,"46,07936096"
08/02/2006 10.00,14,"122,29846056",161,"46,07936096"
08/02/2006 11.00,15,"110,98362696",127,"46,07936096"
08/02/2006 12.00,11,"90,82378576",92,"46,07936096"
08/02/2006 13.00,10,"63,16223168",53,"46,07936096"
08/02/2006 14.00,8,"61,7501432",51,"46,07936096"
08/02/2006 15.00,10,"44,10297592",30,"46,07936096"
08/02/2006 16.00,8,"40,27815376",26,"46,07936096"
08/02/2006 17.00,10,"54,17187384",41,"46,07936096"
