,Regione Puglia,,,
14/02/2006 22.00,9,"136,02476592",177,"37,70600128"
14/02/2006 23.00,9,"115,47936992",116,"37,70600128"
15/02/2006 0.00,9,"100,1632748",93,"37,70600128"
15/02/2006 1.00,,"75,6983744",63,"73,47863007"
15/02/2006 2.00,7,,,"73,47863007"
15/02/2006 3.00,7,"45,86937712",31,"73,47863007"
15/02/2006 4.00,6,"40,79469968",25,"73,47863007"
15/02/2006 5.00,6,"32,01590464",15,"73,47863007"
15/02/2006 6.00,6,"43,75126352",28,"73,47863007"
15/02/2006 7.00,6,"77,60496344",68,"73,47863007"
15/02/2006 8.00,7,"118,62287",163,"73,47863007"
15/02/2006 9.00,10,"162,14176816",329,"73,47863007"
15/02/2006 10.00,15,"139,6198804",162,"73,47863007"
15/02/2006 11.00,18,"99,755732",90,"73,47863007"
15/02/2006 12.00,13,"88,2111716",76,"73,47863007"
15/02/2006 13.00,12,"87,83997592",79,"73,47863007"
15/02/2006 14.00,12,"72,3278052",61,"73,47863007"
15/02/2006 15.00,11,"49,59167784",35,"73,47863007"
15/02/2006 16.00,11,"56,48598656",42,"73,47863007"
15/02/2006 17.00,11,"81,80746296",69,"73,47863007"
15/02/2006 18.00,12,"130,31794304",125,"73,47863007"
15/02/2006 19.00,11,"182,63649616",290,"73,47863007"
15/02/2006 20.00,11,"137,99360968",165,"73,47863007"
15/02/2006 21.00,11,"125,51714048",135,"73,47863007"
15/02/2006 22.00,11,"123,29906752",135,"73,47863007"
15/02/2006 23.00,12,"130,33748368",141,"73,47863007"
16/02/2006 0.00,12,"66,72099904",54,"73,47863007"
16/02/2006 1.00,12,"42,95826152",27,"36,74100113"
16/02/2006 2.00,12,"37,76678",22,"36,74100113"
16/02/2006 3.00,11,"35,62268232",20,"36,74100113"
16/02/2006 4.00,12,"37,89136592",21,"36,74100113"
16/02/2006 5.00,11,"51,776004",41,"36,74100113"
16/02/2006 6.00,12,"54,2341668",39,"36,74100113"
16/02/2006 7.00,11,"79,99045112",68,"36,74100113"
16/02/2006 8.00,13,"112,18409528",119,"36,74100113"
16/02/2006 9.00,13,"141,4666812",243,"36,74100113"
16/02/2006 10.00,14,"141,30312872",241,"36,74100113"
16/02/2006 11.00,13,"105,38330248",121,"36,74100113"
16/02/2006 12.00,15,"86,72768904",84,"36,74100113"
16/02/2006 13.00,15,"68,06169344",59,"36,74100113"
16/02/2006 14.00,14,"76,23570376",70,"36,74100113"
16/02/2006 15.00,13,"51,23867464",38,"36,74100113"
16/02/2006 16.00,13,"60,44059528",50,"36,74100113"
16/02/2006 17.00,13,"82,91714952",77,"36,74100113"
16/02/2006 18.00,14,"114,85380176",134,"36,74100113"
16/02/2006 19.00,15,"148,95673088",260,"36,74100113"
16/02/2006 20.00,14,"137,04741824",185,"36,74100113"
16/02/2006 21.00,14,"126,62942736",160,"36,74100113"
16/02/2006 22.00,14,"112,46311344",131,"36,74100113"
16/02/2006 23.00,14,"70,27586592",59,"36,74100113"
17/02/2006 0.00,13,"69,29338472",57,"36,74100113"
17/02/2006 1.00,,"70,1175332",57,"23,99905014"
17/02/2006 2.00,11,,,"23,99905014"
17/02/2006 3.00,9,"66,4899912",55,"23,99905014"
17/02/2006 4.00,9,"67,15838816",53,"23,99905014"
17/02/2006 5.00,9,"59,4542136",47,"23,99905014"
17/02/2006 6.00,10,"62,82348264",48,"23,99905014"
17/02/2006 7.00,9,"85,11313888",86,"23,99905014"
17/02/2006 8.00,11,"113,38722128",139,"23,99905014"
17/02/2006 9.00,11,"117,9012812",157,"23,99905014"
17/02/2006 10.00,12,"94,5175212",101,"23,99905014"
17/02/2006 11.00,12,"82,64589408",79,"23,99905014"
17/02/2006 12.00,12,"68,28233824",61,"23,99905014"
17/02/2006 13.00,12,"69,162298",62,"23,99905014"
17/02/2006 14.00,11,"66,605476",58,"23,99905014"
17/02/2006 15.00,12,"45,59552136",33,"23,99905014"
17/02/2006 16.00,11,"48,83632312",37,"23,99905014"
17/02/2006 17.00,10,"59,00644232",49,"23,99905014"
17/02/2006 18.00,11,"66,06168408",59,"23,99905014"
17/02/2006 19.00,11,"76,6510284",74,"23,99905014"
17/02/2006 20.00,11,"91,62716992",94,"23,99905014"
17/02/2006 21.00,11,"108,21656144",127,"23,99905014"
17/02/2006 22.00,11,"122,43599072",157,"23,99905014"
17/02/2006 23.00,12,"97,54806032",97,"23,99905014"
18/02/2006 0.00,10,"95,42862744",98,"23,99905014"
18/02/2006 1.00,11,"71,66068928",63,"27,00827026"
18/02/2006 2.00,10,"66,5626472",61,"27,00827026"
18/02/2006 3.00,12,"46,96998168",32,"27,00827026"
18/02/2006 4.00,11,"45,64095048",32,"27,00827026"
18/02/2006 5.00,11,"60,85461976",52,"27,00827026"
18/02/2006 6.00,10,"52,82727896",38,"27,00827026"
18/02/2006 7.00,9,"66,70023472",58,"27,00827026"
18/02/2006 8.00,10,"93,01069312",129,"27,00827026"
18/02/2006 9.00,13,"129,11359336",267,"27,00827026"
18/02/2006 10.00,13,"125,81181792",179,"27,00827026"
18/02/2006 11.00,13,"100,09968168",106,"27,00827026"
18/02/2006 12.00,12,"67,25442792",59,"27,00827026"
18/02/2006 13.00,13,"60,64307608",52,"27,00827026"
18/02/2006 14.00,13,"69,60356848",63,"27,00827026"
18/02/2006 15.00,12,"42,45207864",28,"27,00827026"
18/02/2006 16.00,12,"36,12496472",21,"27,00827026"
18/02/2006 17.00,12,"35,79399752",22,"27,00827026"
18/02/2006 18.00,12,"46,26005608",35,"27,00827026"
18/02/2006 19.00,12,"76,6873564",77,"27,00827026"
18/02/2006 20.00,12,"83,75038",84,"27,00827026"
18/02/2006 21.00,13,"90,94319016",101,"27,00827026"
18/02/2006 22.00,12,"89,59599496",102,"27,00827026"
18/02/2006 23.00,13,"77,77885984",74,"27,00827026"
19/02/2006 0.00,12,"52,8843904",40,"27,00827026"
19/02/2006 1.00,,"42,90115008",30,"24,69474983"
19/02/2006 2.00,8,,,"24,69474983"
19/02/2006 3.00,8,"29,96784672",15,"24,69474983"
19/02/2006 4.00,8,"43,9537252",31,"24,69474983"
19/02/2006 5.00,7,"21,7640092",5,"24,69474983"
19/02/2006 6.00,8,"18,24418163",2,"24,69474983"
19/02/2006 7.00,9,"21,013836",5,"24,69474983"
19/02/2006 8.00,8,"34,62331816",20,"24,69474983"
19/02/2006 9.00,8,"44,98423584",32,"24,69474983"
19/02/2006 10.00,10,"46,80644832",36,"24,69474983"
19/02/2006 11.00,10,"46,68056224",34,"24,69474983"
19/02/2006 12.00,9,"34,25732312",19,"24,69474983"
19/02/2006 13.00,9,"42,18992432",29,"24,69474983"
19/02/2006 14.00,9,"43,79797368",30,"24,69474983"
19/02/2006 15.00,9,"25,09304976",9,"24,69474983"
19/02/2006 16.00,9,"26,78287536",11,"24,69474983"
19/02/2006 17.00,9,"29,5460404",13,"24,69474983"
19/02/2006 18.00,10,"61,65280328",52,"24,69474983"
19/02/2006 19.00,9,"65,04025544",56,"24,69474983"
19/02/2006 20.00,9,"68,21874512",61,"24,69474983"
19/02/2006 21.00,10,"69,56334",63,"24,69474983"
19/02/2006 22.00,9,"66,17848816",59,"24,69474983"
19/02/2006 23.00,9,"48,37686952",36,"24,69474983"
20/02/2006 0.00,9,"42,6039488",29,"24,69474983"
20/02/2006 1.00,8,"37,66033896",23,"25,90625"
20/02/2006 2.00,10,"31,99254",16,"25,90625"
20/02/2006 3.00,8,"22,2416268",6,"25,90625"
20/02/2006 4.00,9,"21,23058032",6,"25,90625"
20/02/2006 5.00,9,"23,56933872",11,"25,90625"
20/02/2006 6.00,8,"20,36360304",4,"25,90625"
20/02/2006 7.00,9,"44,94530752",33,"25,90625"
20/02/2006 8.00,9,"74,48746656",72,"25,90625"
20/02/2006 9.00,9,"79,51283352",80,"25,90625"
20/02/2006 10.00,10,"63,38545768",57,"25,90625"
20/02/2006 11.00,11,"51,12837136",43,"25,90625"
20/02/2006 12.00,11,"38,5039516",27,"25,90625"
20/02/2006 13.00,12,"42,70647024",32,"25,90625"
20/02/2006 14.00,12,"44,71168024",34,"25,90625"
20/02/2006 15.00,10,"30,96592984",16,"25,90625"
20/02/2006 16.00,10,"32,53893224",18,"25,90625"
20/02/2006 17.00,9,"45,30352072",34,"25,90625"
20/02/2006 18.00,10,"73,79700512",74,"25,90625"
20/02/2006 19.00,10,"108,573398",140,"25,90625"
20/02/2006 20.00,10,"96,48510304",114,"25,90625"
20/02/2006 21.00,9,"78,83403528",80,"25,90625"
20/02/2006 22.00,10,"80,68091256",78,"25,90625"
20/02/2006 23.00,9,"41,48516112",29,"25,90625"
21/02/2006 0.00,9,"35,37997304",23,"25,90625"
21/02/2006 1.00,,"28,65959896",14,"22,40847969"
21/02/2006 2.00,8,,,"22,40847969"
21/02/2006 3.00,8,"15,03065264",1,"22,40847969"
21/02/2006 4.00,7,"20,9372604",18,"22,40847969"
21/02/2006 5.00,7,"13,888529",0,"22,40847969"
21/02/2006 6.00,8,"20,79839184",5,"22,40847969"
21/02/2006 7.00,7,"34,03667832",19,"22,40847969"
21/02/2006 8.00,8,"58,95453152",49,"22,40847969"
21/02/2006 9.00,7,"85,52976368",96,"22,40847969"
21/02/2006 10.00,8,"89,2455636",99,"22,40847969"
21/02/2006 11.00,8,"87,04177328",96,"22,40847969"
21/02/2006 12.00,8,"50,43919096",40,"22,40847969"
21/02/2006 13.00,7,"32,18461952",19,"22,40847969"
21/02/2006 14.00,8,"59,1972408",54,"22,40847969"
21/02/2006 15.00,8,"41,09970192",29,"22,40847969"
21/02/2006 16.00,8,"55,88636424",47,"22,40847969"
21/02/2006 17.00,8,"62,30303624",54,"22,40847969"
21/02/2006 18.00,8,"86,23968928",91,"22,40847969"
21/02/2006 19.00,8,"98,05162376",121,"22,40847969"
21/02/2006 20.00,9,"120,25554592",183,"22,40847969"
21/02/2006 21.00,8,"120,6397432",212,"22,40847969"
21/02/2006 22.00,8,"109,05239224",154,"22,40847969"
21/02/2006 23.00,8,"90,13460536",100,"22,40847969"
22/02/2006 0.00,8,"71,13766168",67,"22,40847969"
22/02/2006 1.00,8,"39,4410228",26,"39,28760147"
22/02/2006 2.00,7,"28,51813008",12,"39,28760147"
22/02/2006 3.00,8,"21,88081328",7,"39,28760147"
22/02/2006 4.00,7,"17,24871413",2,"39,28760147"
22/02/2006 5.00,8,"30,60899768",16,"39,28760147"
22/02/2006 6.00,7,"38,05878064",22,"39,28760147"
22/02/2006 7.00,7,"74,22401208",65,"39,28760147"
22/02/2006 8.00,7,"96,30988736",103,"39,28760147"
22/02/2006 9.00,8,"107,37159128",151,"39,28760147"
22/02/2006 10.00,8,"89,18847128",100,"39,28760147"
22/02/2006 11.00,8,"81,80486264",84,"39,28760147"
22/02/2006 12.00,8,"86,47721704",98,"39,28760147"
22/02/2006 13.00,9,"86,5148452",92,"39,28760147"
22/02/2006 14.00,8,"64,20182432",58,"39,28760147"
22/02/2006 15.00,8,"44,11985888",32,"39,28760147"
22/02/2006 16.00,8,"47,35934136",37,"39,28760147"
22/02/2006 17.00,8,"69,92543456",66,"39,28760147"
22/02/2006 18.00,8,"103,19117536",119,"39,28760147"
22/02/2006 19.00,8,"105,156176",139,"39,28760147"
22/02/2006 20.00,8,"90,5810956",113,"39,28760147"
22/02/2006 21.00,9,"88,8536036",117,"39,28760147"
22/02/2006 22.00,7,"79,90867488",88,"39,28760147"
22/02/2006 23.00,9,"64,50942688",57,"39,28760147"
23/02/2006 0.00,7,"73,12598872",69,"39,28760147"
23/02/2006 1.00,,"80,83406376",77,"33,11381149"
23/02/2006 2.00,7,,,"33,11381149"
23/02/2006 3.00,7,"64,75471736",50,"33,11381149"
23/02/2006 4.00,7,"60,80399",51,"33,11381149"
23/02/2006 5.00,,"39,35666536",25,"33,11381149"
23/02/2006 6.00,7,"36,76999704",21,"33,11381149"
23/02/2006 7.00,8,"45,98490016",40,"33,11381149"
23/02/2006 8.00,7,"67,8397676",117,"33,11381149"
23/02/2006 9.00,8,"84,64332224",232,"33,11381149"
23/02/2006 10.00,9,"85,34416584",136,"33,11381149"
23/02/2006 11.00,8,"73,29342256",77,"33,11381149"
23/02/2006 12.00,8,"68,96501784",64,"33,11381149"
23/02/2006 13.00,8,"64,80144664",61,"33,11381149"
23/02/2006 14.00,8,"57,1245372",48,"33,11381149"
23/02/2006 15.00,8,"33,92505576",20,"33,11381149"
23/02/2006 16.00,8,"30,65314576",16,"33,11381149"
23/02/2006 17.00,8,"35,53054304",22,"33,11381149"
23/02/2006 18.00,9,"31,07235176",17,"33,11381149"
23/02/2006 19.00,7,"32,13270872",20,"33,11381149"
23/02/2006 20.00,8,"29,2371568",17,"33,11381149"
23/02/2006 21.00,8,"24,81399336",11,"33,11381149"
23/02/2006 22.00,8,"22,74519024",9,"33,11381149"
23/02/2006 23.00,8,"16,2545487",2,"33,11381149"
24/02/2006 0.00,8,"15,5978245",2,"33,11381149"
24/02/2006 1.00,8,"12,03646064",0,"104,1332016"
24/02/2006 2.00,7,"15,10463366",4,"104,1332016"
24/02/2006 3.00,8,"9,73404171",0,"104,1332016"
24/02/2006 4.00,8,"7,30312682",0,"104,1332016"
24/02/2006 5.00,8,"7,54842495",0,"104,1332016"
24/02/2006 6.00,8,"11,11237957",0,"104,1332016"
24/02/2006 7.00,8,"26,03530248",10,"104,1332016"
24/02/2006 8.00,8,"47,72145504",36,"104,1332016"
24/02/2006 9.00,8,"73,05721408",70,"104,1332016"
24/02/2006 10.00,8,"71,76192968",68,"104,1332016"
24/02/2006 11.00,8,"59,4477128",52,"104,1332016"
24/02/2006 12.00,8,"44,48845424",34,"104,1332016"
24/02/2006 13.00,8,"33,34879808",20,"104,1332016"
24/02/2006 14.00,8,"48,86486928",40,"104,1332016"
24/02/2006 15.00,8,"47,40477048",38,"104,1332016"
24/02/2006 16.00,8,"54,18195008",48,"104,1332016"
24/02/2006 17.00,8,"69,65417912",72,"104,1332016"
24/02/2006 18.00,8,"62,7391252",61,"104,1332016"
24/02/2006 19.00,9,"104,6603944",130,"104,1332016"
24/02/2006 20.00,8,"115,42229672",185,"104,1332016"
24/02/2006 21.00,10,"93,3546428",157,"104,1332016"
24/02/2006 22.00,8,"86,96001616",148,"104,1332016"
24/02/2006 23.00,10,"73,8034868",88,"104,1332016"
25/02/2006 0.00,9,"65,54123768",76,"104,1332016"
25/02/2006 1.00,,"54,59498032",52,"22,41267967"
25/02/2006 2.00,8,,,"22,41267967"
25/02/2006 3.00,8,"38,15872088",22,"22,41267967"
25/02/2006 4.00,7,"33,48378528",18,"22,41267967"
25/02/2006 5.00,7,"36,23138664",22,"22,41267967"
25/02/2006 6.00,8,"52,22247512",46,"22,41267967"
25/02/2006 7.00,7,"59,67355824",70,"22,41267967"
25/02/2006 8.00,9,"66,6184776",85,"22,41267967"
25/02/2006 9.00,8,"94,89391752",162,"22,41267967"
25/02/2006 10.00,9,"86,40842328",99,"22,41267967"
25/02/2006 11.00,8,"61,1440392",57,"22,41267967"
25/02/2006 12.00,9,"68,2836384",68,"22,41267967"
25/02/2006 13.00,8,"69,35825888",66,"22,41267967"
25/02/2006 14.00,8,"69,31024856",65,"22,41267967"
25/02/2006 15.00,8,"36,44813096",23,"22,41267967"
25/02/2006 16.00,6,"31,28649576",17,"22,41267967"
25/02/2006 17.00,8,"28,87116176",14,"22,41267967"
25/02/2006 18.00,8,"29,64858096",15,"22,41267967"
25/02/2006 19.00,8,"36,0185428",24,"22,41267967"
25/02/2006 20.00,8,"37,1450932",25,"22,41267967"
25/02/2006 21.00,7,"37,05033448",28,"22,41267967"
25/02/2006 22.00,8,"33,92505576",24,"22,41267967"
25/02/2006 23.00,6,"22,10015792",8,"22,41267967"
26/02/2006 0.00,7,"19,87560328",5,"22,41267967"
26/02/2006 1.00,7,"19,36943952",5,"19,22912979"
26/02/2006 2.00,7,"30,38967216",16,"19,22912979"
26/02/2006 3.00,7,"31,02432232",18,"19,22912979"
26/02/2006 4.00,7,"21,95478856",7,"19,22912979"
26/02/2006 5.00,7,"23,42138816",15,"19,22912979"
26/02/2006 6.00,7,"17,03846296",3,"19,22912979"
26/02/2006 7.00,7,"19,2565168",5,"19,22912979"
26/02/2006 8.00,7,"26,35976888",13,"19,22912979"
26/02/2006 9.00,7,"32,69728408",22,"19,22912979"
26/02/2006 10.00,7,"41,37745816",36,"19,22912979"
26/02/2006 11.00,8,"51,63711632",54,"19,22912979"
26/02/2006 12.00,8,"54,76629552",55,"19,22912979"
26/02/2006 13.00,8,"50,28603976",45,"19,22912979"
26/02/2006 14.00,7,"56,4600216",53,"19,22912979"
26/02/2006 15.00,7,"22,34026688",8,"19,22912979"
26/02/2006 16.00,7,"23,38764136",9,"19,22912979"
26/02/2006 17.00,7,"22,52844592",7,"19,22912979"
26/02/2006 18.00,7,"27,7705572",14,"19,22912979"
26/02/2006 19.00,8,"50,16793552",40,"19,22912979"
26/02/2006 20.00,6,"107,68571376",139,"19,22912979"
26/02/2006 21.00,8,"101,46374072",133,"19,22912979"
26/02/2006 22.00,7,"81,64262944",93,"19,22912979"
26/02/2006 23.00,7,"73,49200288",70,"19,22912979"
27/02/2006 0.00,7,"65,93967936",62,"19,22912979"
27/02/2006 1.00,,"51,03103144",39,"29,85795021"
27/02/2006 2.00,7,,,"29,85795021"
27/02/2006 3.00,7,"34,66744712",19,"29,85795021"
27/02/2006 4.00,6,"25,59663232",10,"29,85795021"
27/02/2006 5.00,6,"20,808774",4,"29,85795021"
27/02/2006 6.00,7,"27,9237084",12,"29,85795021"
27/02/2006 7.00,7,"49,42296296",38,"29,85795021"
27/02/2006 8.00,7,"77,35835368",87,"29,85795021"
27/02/2006 9.00,8,"98,85372688",130,"29,85795021"
27/02/2006 10.00,9,"63,06229144",55,"29,85795021"
27/02/2006 11.00,9,"53,76953168",45,"29,85795021"
27/02/2006 12.00,8,"43,37746752",32,"29,85795021"
27/02/2006 13.00,9,"46,84019512",36,"29,85795021"
27/02/2006 14.00,8,"53,30229624",42,"29,85795021"
27/02/2006 15.00,8,"36,57791752",22,"29,85795021"
27/02/2006 16.00,7,"40,01858064",26,"29,85795021"
27/02/2006 17.00,8,"58,84290896",49,"29,85795021"
27/02/2006 18.00,8,"86,6524136",87,"29,85795021"
27/02/2006 19.00,8,"111,52608048",129,"29,85795021"
27/02/2006 20.00,8,"117,28211824",152,"29,85795021"
27/02/2006 21.00,8,"114,59818648",139,"29,85795021"
27/02/2006 22.00,8,"73,42062792",64,"29,85795021"
27/02/2006 23.00,7,"72,85863376",66,"29,85795021"
28/02/2006 0.00,8,"72,69770072",89,"29,85795021"
28/02/2006 1.00,7,"50,37169736",37,"30,34839058"
28/02/2006 2.00,8,"43,1698052",30,"30,34839058"
28/02/2006 3.00,8,"34,96076704",19,"30,34839058"
28/02/2006 4.00,8,"29,98084832",14,"30,34839058"
28/02/2006 5.00,8,"22,70236144",8,"30,34839058"
28/02/2006 6.00,8,"29,48374744",27,"30,34839058"
28/02/2006 7.00,7,"11,15131745",0,"30,34839058"
28/02/2006 8.00,8,"16,20263216",3,"30,34839058"
28/02/2006 9.00,8,"35,583754",24,"30,34839058"
28/02/2006 10.00,8,"48,8428048",41,"30,34839058"
28/02/2006 11.00,,,,"30,34839058"
28/02/2006 12.00,6,"42,73589592",35,"30,34839058"
28/02/2006 13.00,7,"68,80018432",69,"30,34839058"
28/02/2006 14.00,9,"81,28831672",86,"30,34839058"
28/02/2006 15.00,8,"41,37095736",30,"30,34839058"
28/02/2006 16.00,8,"40,81028248",30,"30,34839058"
28/02/2006 17.00,8,"62,50291672",57,"30,34839058"
28/02/2006 18.00,8,"100,9744408",121,"30,34839058"
28/02/2006 19.00,8,"127,69370392",195,"30,34839058"
28/02/2006 20.00,8,"132,60356696",225,"30,34839058"
28/02/2006 21.00,8,"124,6605836",174,"30,34839058"
28/02/2006 22.00,9,"119,08486656",155,"30,34839058"
28/02/2006 23.00,8,"95,11972472",98,"30,34839058"
01/03/2006 0.00,8,"79,07674456",73,"30,34839058"
01/03/2006 1.00,,"54,74683136",43,"34,80096054"
01/03/2006 2.00,6,,,"34,80096054"
01/03/2006 3.00,7,"22,92818776",6,"34,80096054"
01/03/2006 4.00,7,"27,92630872",12,"34,80096054"
01/03/2006 5.00,7,"15,56407387",0,"34,80096054"
01/03/2006 6.00,7,"20,64005912",5,"34,80096054"
01/03/2006 7.00,7,"39,2450428",26,"34,80096054"
01/03/2006 8.00,7,"69,55553904",67,"34,80096054"
01/03/2006 9.00,8,"101,4092296",126,"34,80096054"
01/03/2006 10.00,11,"108,43720624",143,"34,80096054"
01/03/2006 11.00,8,"83,26756176",91,"34,80096054"
01/03/2006 12.00,8,"64,82611144",64,"34,80096054"
01/03/2006 13.00,8,"61,9123764",58,"34,80096054"
01/03/2006 14.00,8,"60,21216864",54,"34,80096054"
01/03/2006 15.00,8,"41,70580592",30,"34,80096054"
01/03/2006 16.00,8,"54,11996304",46,"34,80096054"
01/03/2006 17.00,9,"73,93067304",67,"34,80096054"
01/03/2006 18.00,8,"107,01333984",124,"34,80096054"
01/03/2006 19.00,9,"95,10416104",103,"34,80096054"
01/03/2006 20.00,7,"83,89704952",84,"34,80096054"
01/03/2006 21.00,8,"91,98406384",97,"34,80096054"
01/03/2006 22.00,7,"81,74777032",79,"34,80096054"
01/03/2006 23.00,8,"68,07727624",58,"34,80096054"
02/03/2006 0.00,8,"60,96494216",50,"34,80096054"
02/03/2006 1.00,7,"48,65980728",34,"29,04327011"
02/03/2006 2.00,7,"39,16716704",33,"29,04327011"
02/03/2006 3.00,8,"27,62908832",11,"29,04327011"
02/03/2006 4.00,7,"24,66086128",10,"29,04327011"
02/03/2006 5.00,8,"20,89313144",8,"29,04327011"
02/03/2006 6.00,7,"22,4920988",6,"29,04327011"
02/03/2006 7.00,8,"52,79611336",39,"29,04327011"
02/03/2006 8.00,7,"81,33502688",77,"29,04327011"
02/03/2006 9.00,8,"90,75889248",98,"29,04327011"
02/03/2006 10.00,9,"73,53741288",69,"29,04327011"
02/03/2006 11.00,8,"81,06379056",80,"29,04327011"
02/03/2006 12.00,9,"78,08516224",80,"29,04327011"
02/03/2006 13.00,7,"58,75985168",52,"29,04327011"
02/03/2006 14.00,9,"76,76523216",76,"29,04327011"
02/03/2006 15.00,8,"53,79419648",46,"29,04327011"
02/03/2006 16.00,8,"51,55795952",41,"29,04327011"
02/03/2006 17.00,8,"59,08951872",51,"29,04327011"
02/03/2006 18.00,8,"86,68487936",92,"29,04327011"
02/03/2006 19.00,8,"121,57677616",172,"29,04327011"
02/03/2006 20.00,9,"108,50596176",146,"29,04327011"
02/03/2006 21.00,8,"74,53809632",75,"29,04327011"
02/03/2006 22.00,8,"89,0158368",88,"29,04327011"
02/03/2006 23.00,7,"80,75358768",71,"29,04327011"
03/03/2006 0.00,7,"64,00454416",53,"29,04327011"
03/03/2006 1.00,,"46,92195224",33,"36,04679108"
03/03/2006 2.00,6,,,"36,04679108"
03/03/2006 3.00,6,"22,57777552",6,"36,04679108"
03/03/2006 4.00,6,"21,53558256",5,"36,04679108"
03/03/2006 5.00,6,"23,75103608",7,"36,04679108"
03/03/2006 6.00,6,"30,03534032",14,"36,04679108"
03/03/2006 7.00,6,"57,5709892",46,"36,04679108"
03/03/2006 8.00,5,"73,8346524",74,"36,04679108"
03/03/2006 9.00,7,"87,54795616",97,"36,04679108"
03/03/2006 10.00,9,"74,81841464",74,"36,04679108"
03/03/2006 11.00,8,"68,15645216",66,"36,04679108"
03/03/2006 12.00,7,"41,55007352",28,"36,04679108"
03/03/2006 13.00,7,"73,11562568",76,"36,04679108"
03/03/2006 14.00,7,"61,2024508",52,"36,04679108"
03/03/2006 15.00,7,"54,9505932",42,"36,04679108"
03/03/2006 16.00,8,"72,34726936",64,"36,04679108"
03/03/2006 17.00,7,"63,32316472",55,"36,04679108"
03/03/2006 18.00,7,"78,09036288",77,"36,04679108"
03/03/2006 19.00,7,"95,31440456",106,"36,04679108"
03/03/2006 20.00,7,"106,0334972",132,"36,04679108"
03/03/2006 21.00,8,"106,99259464",130,"36,04679108"
03/03/2006 22.00,7,"109,10558408",130,"36,04679108"
03/03/2006 23.00,7,"84,2980724",80,"36,04679108"
04/03/2006 0.00,7,"57,98891416",46,"36,04679108"
04/03/2006 1.00,6,"56,0226516",46,"29,76353073"
04/03/2006 2.00,7,"40,55459072",27,"29,76353073"
04/03/2006 3.00,6,"26,013238",11,"29,76353073"
04/03/2006 4.00,7,"35,3293624",20,"29,76353073"
04/03/2006 5.00,6,"22,6426688",7,"29,76353073"
04/03/2006 6.00,6,"17,6536547",2,"29,76353073"
04/03/2006 7.00,6,"41,75123504",28,"29,76353073"
04/03/2006 8.00,7,"52,62869864",41,"29,76353073"
04/03/2006 9.00,7,"60,82217312",53,"29,76353073"
04/03/2006 10.00,7,"69,50104704",64,"29,76353073"
04/03/2006 11.00,8,"65,8955504",60,"29,76353073"
04/03/2006 12.00,8,"58,75855152",50,"29,76353073"
04/03/2006 13.00,8,"75,8826912",73,"29,76353073"
04/03/2006 14.00,8,"70,95076368",64,"29,76353073"
04/03/2006 15.00,7,"36,91146592",23,"29,76353073"
04/03/2006 16.00,8,"40,06919128",27,"29,76353073"
04/03/2006 17.00,7,"46,26263728",34,"29,76353073"
04/03/2006 18.00,7,"60,6054288",52,"29,76353073"
04/03/2006 19.00,7,"67,66973344",62,"29,76353073"
04/03/2006 20.00,8,"97,04577792",104,"29,76353073"
04/03/2006 21.00,7,"90,83286776",94,"29,76353073"
04/03/2006 22.00,7,"77,58808048",73,"29,76353073"
04/03/2006 23.00,8,"69,28818408",61,"29,76353073"
05/03/2006 0.00,7,"46,77400168",33,"29,76353073"
05/03/2006 1.00,,"42,811592",29,"24,20770073"
05/03/2006 2.00,7,,,"24,20770073"
05/03/2006 3.00,7,"36,36507368",21,"24,20770073"
05/03/2006 4.00,7,"16,19614283",2,"24,20770073"
05/03/2006 5.00,7,"14,64129678",2,"24,20770073"
05/03/2006 6.00,7,"9,72625414",0,"24,20770073"
05/03/2006 7.00,7,"13,8145499",1,"24,20770073"
05/03/2006 8.00,7,"19,36293872",3,"24,20770073"
05/03/2006 9.00,7,"27,07099464",11,"24,20770073"
05/03/2006 10.00,7,"33,78878752",20,"24,20770073"
05/03/2006 11.00,8,"25,95094504",11,"24,20770073"
05/03/2006 12.00,8,"26,64530696",12,"24,20770073"
05/03/2006 13.00,8,"30,08855128",16,"24,20770073"
05/03/2006 14.00,8,"30,32866024",17,"24,20770073"
05/03/2006 15.00,8,"17,05014146",2,"24,20770073"
05/03/2006 16.00,8,"18,32854672",3,"24,20770073"
05/03/2006 17.00,7,"23,0956216",8,"24,20770073"
05/03/2006 18.00,8,"44,20031584",31,"24,20770073"
05/03/2006 19.00,8,"64,36665784",59,"24,20770073"
05/03/2006 20.00,7,"54,79096032",47,"24,20770073"
05/03/2006 21.00,8,"60,0759004",53,"24,20770073"
05/03/2006 22.00,7,"60,10444656",50,"24,20770073"
05/03/2006 23.00,7,"47,78892952",37,"24,20770073"
06/03/2006 0.00,7,"53,21015696",43,"24,20770073"
06/03/2006 1.00,7,"48,19127168",35,"15,7631197"
06/03/2006 2.00,7,"39,4319408",26,"15,7631197"
06/03/2006 3.00,7,"27,40714336",11,"15,7631197"
06/03/2006 4.00,7,"19,44989648",6,"15,7631197"
06/03/2006 5.00,7,"12,90603059",0,"15,7631197"
06/03/2006 6.00,7,"18,70882058",4,"15,7631197"
06/03/2006 7.00,7,"31,77969616",16,"15,7631197"
06/03/2006 8.00,7,"63,89424088",55,"15,7631197"
06/03/2006 9.00,8,"96,10482536",112,"15,7631197"
06/03/2006 10.00,8,"89,3779696",97,"15,7631197"
06/03/2006 11.00,5,"76,55887",75,"15,7631197"
