,Provincia di TARANTO
02/12/2013 10.00.00,42
02/12/2013 11.00.00,36
02/12/2013 12.00.00,27
02/12/2013 13.00.00,17
02/12/2013 14.00.00,22
02/12/2013 15.00.00,27
02/12/2013 16.00.00,43
02/12/2013 17.00.00,39
02/12/2013 18.00.00,44
02/12/2013 19.00.00,37
02/12/2013 20.00.00,42
02/12/2013 21.00.00,30
02/12/2013 22.00.00,14
02/12/2013 23.00.00,7
03/12/2013 00.00.00,6
03/12/2013 01.00.00,4
03/12/2013 02.00.00,4
03/12/2013 03.00.00,1
03/12/2013 04.00.00,1
03/12/2013 05.00.00,1
03/12/2013 06.00.00,5
03/12/2013 07.00.00,9
03/12/2013 08.00.00,20
03/12/2013 09.00.00,22
03/12/2013 10.00.00,22
03/12/2013 11.00.00,20
03/12/2013 12.00.00,20
03/12/2013 13.00.00,24
03/12/2013 14.00.00,28
03/12/2013 15.00.00,19
03/12/2013 16.00.00,36
03/12/2013 17.00.00,40
03/12/2013 18.00.00,34
03/12/2013 19.00.00,33
03/12/2013 20.00.00,32
03/12/2013 21.00.00,28
03/12/2013 22.00.00,18
03/12/2013 23.00.00,11
04/12/2013 00.00.00,5
04/12/2013 01.00.00,3
04/12/2013 02.00.00,8
04/12/2013 03.00.00,1
04/12/2013 04.00.00,2
04/12/2013 05.00.00,1
04/12/2013 06.00.00,2
04/12/2013 07.00.00,9
04/12/2013 08.00.00,29
04/12/2013 09.00.00,51
04/12/2013 10.00.00,27
04/12/2013 11.00.00,27
04/12/2013 12.00.00,23
21/02/2014 18.00.00,33
21/02/2014 19.00.00,39
21/02/2014 20.00.00,53
21/02/2014 21.00.00,33
21/02/2014 22.00.00,30
21/02/2014 23.00.00,13
22/02/2014 00.00.00,14
22/02/2014 01.00.00,11
22/02/2014 02.00.00,10
22/02/2014 03.00.00,5
22/02/2014 04.00.00,6
22/02/2014 05.00.00,6
22/02/2014 06.00.00,10
22/02/2014 07.00.00,35
22/02/2014 08.00.00,46
22/02/2014 09.00.00,40
22/02/2014 10.00.00,24
22/02/2014 11.00.00,17
22/02/2014 12.00.00,18
22/02/2014 13.00.00,15
22/02/2014 14.00.00,11
22/02/2014 15.00.00,8
22/02/2014 16.00.00,5
22/02/2014 17.00.00,7
22/02/2014 18.00.00,18
22/02/2014 19.00.00,40
22/02/2014 20.00.00,78
22/02/2014 21.00.00,40
22/02/2014 22.00.00,35
22/02/2014 23.00.00,22
23/02/2014 00.00.00,16
23/02/2014 01.00.00,10
23/02/2014 02.00.00,5
23/02/2014 03.00.00,5
23/02/2014 04.00.00,1
23/02/2014 05.00.00,1
23/02/2014 06.00.00,5
23/02/2014 07.00.00,2
23/02/2014 08.00.00,2
23/02/2014 09.00.00,7
23/02/2014 10.00.00,6
23/02/2014 11.00.00,13
23/02/2014 12.00.00,14
23/02/2014 13.00.00,31
23/02/2014 14.00.00,28
23/02/2014 15.00.00,4
23/02/2014 16.00.00,5
23/02/2014 17.00.00,18
23/02/2014 18.00.00,20
23/02/2014 19.00.00,12
23/02/2014 20.00.00,7
23/02/2014 21.00.00,9
23/02/2014 22.00.00,7
23/02/2014 23.00.00,5
24/02/2014 00.00.00,4
24/02/2014 01.00.00,2
24/02/2014 02.00.00,2
24/02/2014 03.00.00,1
24/02/2014 04.00.00,1
24/02/2014 05.00.00,1
24/02/2014 06.00.00,3
24/02/2014 07.00.00,7
24/02/2014 08.00.00,20
24/02/2014 09.00.00,27
24/02/2014 10.00.00,18
24/02/2014 11.00.00,16
24/02/2014 12.00.00,16
24/02/2014 13.00.00,13
24/02/2014 14.00.00,20
24/02/2014 15.00.00,13
24/02/2014 16.00.00,18
24/02/2014 17.00.00,30
24/02/2014 18.00.00,28
24/02/2014 19.00.00,29
24/02/2014 20.00.00,26
24/02/2014 21.00.00,23
24/02/2014 22.00.00,9
24/02/2014 23.00.00,6
25/02/2014 00.00.00,9
25/02/2014 01.00.00,5
25/02/2014 02.00.00,3
25/02/2014 03.00.00,2
25/02/2014 04.00.00,5
25/02/2014 05.00.00,4
25/02/2014 06.00.00,6
25/02/2014 07.00.00,13
25/02/2014 08.00.00,32
25/02/2014 09.00.00,25
25/02/2014 10.00.00,17
25/02/2014 11.00.00,24
25/02/2014 12.00.00,14
25/02/2014 13.00.00,18
25/02/2014 14.00.00,32
25/02/2014 15.00.00,9
25/02/2014 16.00.00,14
25/02/2014 17.00.00,22
25/02/2014 18.00.00,31
25/02/2014 19.00.00,36
25/02/2014 20.00.00,42
25/02/2014 21.00.00,42
25/02/2014 22.00.00,35
25/02/2014 23.00.00,18
26/02/2014 00.00.00,14
26/02/2014 01.00.00,9
26/02/2014 02.00.00,6
26/02/2014 03.00.00,5
26/02/2014 04.00.00,8
26/02/2014 05.00.00,6
26/02/2014 06.00.00,4
26/02/2014 07.00.00,31
26/02/2014 08.00.00,62
26/02/2014 09.00.00,49
26/02/2014 10.00.00,21
26/02/2014 11.00.00,21
26/02/2014 12.00.00,14
26/02/2014 13.00.00,15
26/02/2014 14.00.00,14
26/02/2014 15.00.00,8
26/02/2014 16.00.00,7
26/02/2014 17.00.00,14
26/02/2014 18.00.00,28
26/02/2014 19.00.00,41
26/02/2014 20.00.00,51
26/02/2014 21.00.00,63
26/02/2014 22.00.00,35
26/02/2014 23.00.00,24
27/02/2014 00.00.00,18
27/02/2014 01.00.00,14
27/02/2014 02.00.00,5
27/02/2014 03.00.00,7
27/02/2014 04.00.00,2
27/02/2014 05.00.00,3
27/02/2014 06.00.00,3
27/02/2014 07.00.00,27
27/02/2014 08.00.00,66
27/02/2014 09.00.00,80
27/02/2014 10.00.00,41
27/02/2014 11.00.00,19
27/02/2014 12.00.00,20
27/02/2014 13.00.00,23
27/02/2014 14.00.00,16
27/02/2014 15.00.00,15
27/02/2014 16.00.00,9
27/02/2014 17.00.00,15
27/02/2014 18.00.00,25
27/02/2014 19.00.00,39
27/02/2014 20.00.00,42
27/02/2014 21.00.00,56
27/02/2014 22.00.00,50
27/02/2014 23.00.00,21
28/02/2014 00.00.00,11
28/02/2014 01.00.00,11
28/02/2014 02.00.00,10
28/02/2014 03.00.00,2
28/02/2014 04.00.00,2
28/02/2014 05.00.00,3
28/02/2014 06.00.00,8
28/02/2014 07.00.00,65
28/02/2014 08.00.00,72
28/02/2014 09.00.00,58
28/02/2014 10.00.00,23
28/02/2014 11.00.00,22
28/02/2014 12.00.00,18
28/02/2014 13.00.00,24
28/02/2014 14.00.00,15
28/02/2014 15.00.00,7
28/02/2014 16.00.00,11
28/02/2014 17.00.00,13
28/02/2014 18.00.00,32
28/02/2014 19.00.00,37
28/02/2014 20.00.00,24
28/02/2014 21.00.00,21
28/02/2014 22.00.00,12
28/02/2014 23.00.00,13
01/03/2014 00.00.00,10
01/03/2014 01.00.00,3
01/03/2014 02.00.00,3
01/03/2014 03.00.00,1
01/03/2014 04.00.00,10
01/03/2014 05.00.00,2
01/03/2014 06.00.00,16
01/03/2014 07.00.00,28
01/03/2014 08.00.00,33
01/03/2014 09.00.00,14
01/03/2014 10.00.00,14
01/03/2014 11.00.00,13
01/03/2014 12.00.00,11
01/03/2014 13.00.00,11
01/03/2014 14.00.00,9
01/03/2014 15.00.00,4
01/03/2014 16.00.00,7
01/03/2014 17.00.00,6
01/03/2014 18.00.00,9
01/03/2014 19.00.00,14
01/03/2014 20.00.00,12
01/03/2014 21.00.00,19
01/03/2014 22.00.00,25
01/03/2014 23.00.00,26
02/03/2014 00.00.00,17
02/03/2014 01.00.00,20
02/03/2014 02.00.00,18
02/03/2014 03.00.00,9
02/03/2014 04.00.00,14
02/03/2014 05.00.00,9
02/03/2014 06.00.00,18
02/03/2014 07.00.00,6
02/03/2014 08.00.00,28
02/03/2014 09.00.00,21
02/03/2014 10.00.00,10
02/03/2014 11.00.00,12
02/03/2014 12.00.00,11
02/03/2014 13.00.00,9
02/03/2014 14.00.00,8
02/03/2014 15.00.00,3
02/03/2014 16.00.00,3
02/03/2014 17.00.00,5
02/03/2014 18.00.00,16
02/03/2014 19.00.00,22
02/03/2014 20.00.00,32
02/03/2014 21.00.00,32
02/03/2014 22.00.00,20
02/03/2014 23.00.00,13
03/03/2014 00.00.00,11
03/03/2014 01.00.00,7
03/03/2014 02.00.00,5
03/03/2014 03.00.00,2
03/03/2014 04.00.00,3
03/03/2014 05.00.00,2
03/03/2014 06.00.00,1
03/03/2014 07.00.00,8
03/03/2014 08.00.00,18
03/03/2014 09.00.00,25
03/03/2014 10.00.00,22
03/03/2014 11.00.00,12
03/03/2014 12.00.00,19
03/03/2014 13.00.00,14
03/03/2014 14.00.00,11
03/03/2014 15.00.00,10
03/03/2014 16.00.00,12
03/03/2014 17.00.00,23
03/03/2014 18.00.00,35
03/03/2014 19.00.00,32
03/03/2014 20.00.00,36
03/03/2014 21.00.00,27
03/03/2014 22.00.00,20
03/03/2014 23.00.00,32
04/03/2014 00.00.00,10
04/03/2014 01.00.00,4
04/03/2014 02.00.00,4
04/03/2014 03.00.00,2
04/03/2014 04.00.00,2
04/03/2014 05.00.00,2
04/03/2014 06.00.00,1
04/03/2014 07.00.00,7
04/03/2014 08.00.00,13
04/03/2014 09.00.00,19
04/03/2014 10.00.00,32
04/03/2014 11.00.00,22
04/03/2014 12.00.00,21
04/03/2014 13.00.00,13
04/03/2014 14.00.00,10
04/03/2014 15.00.00,10
04/03/2014 16.00.00,12
04/03/2014 17.00.00,16
04/03/2014 18.00.00,48
04/03/2014 19.00.00,68
04/03/2014 20.00.00,46
04/03/2014 21.00.00,90
04/03/2014 22.00.00,56
04/03/2014 23.00.00,24
05/03/2014 00.00.00,13
05/03/2014 01.00.00,8
05/03/2014 02.00.00,9
05/03/2014 03.00.00,7
05/03/2014 04.00.00,5
05/03/2014 05.00.00,3
05/03/2014 06.00.00,12
05/03/2014 07.00.00,25
05/03/2014 08.00.00,49
05/03/2014 09.00.00,80
05/03/2014 10.00.00,31
05/03/2014 11.00.00,44
05/03/2014 12.00.00,33
05/03/2014 13.00.00,33
05/03/2014 14.00.00,45
05/03/2014 15.00.00,22
05/03/2014 16.00.00,25
05/03/2014 17.00.00,30
05/03/2014 18.00.00,37
05/03/2014 19.00.00,36
05/03/2014 20.00.00,23
05/03/2014 21.00.00,28
05/03/2014 22.00.00,14
05/03/2014 23.00.00,10
06/03/2014 00.00.00,6
06/03/2014 01.00.00,4
06/03/2014 02.00.00,1
06/03/2014 03.00.00,1
06/03/2014 04.00.00,1
06/03/2014 05.00.00,1
06/03/2014 06.00.00,2
06/03/2014 07.00.00,14
06/03/2014 08.00.00,45
06/03/2014 09.00.00,39
06/03/2014 10.00.00,33
06/03/2014 11.00.00,25
06/03/2014 12.00.00,20
06/03/2014 13.00.00,30
06/03/2014 14.00.00,21
06/03/2014 15.00.00,15
06/03/2014 16.00.00,22
06/03/2014 17.00.00,27
06/03/2014 18.00.00,33
06/03/2014 19.00.00,22
06/03/2014 20.00.00,32
06/03/2014 21.00.00,40
06/03/2014 22.00.00,28
06/03/2014 23.00.00,10
07/03/2014 00.00.00,9
07/03/2014 01.00.00,6
07/03/2014 02.00.00,1
07/03/2014 03.00.00,1
07/03/2014 04.00.00,1
07/03/2014 05.00.00,1
07/03/2014 06.00.00,2
07/03/2014 07.00.00,8
07/03/2014 08.00.00,29
07/03/2014 09.00.00,40
07/03/2014 10.00.00,39
07/03/2014 11.00.00,35
07/03/2014 12.00.00,34
07/03/2014 13.00.00,37
07/03/2014 14.00.00,31
07/03/2014 15.00.00,15
07/03/2014 16.00.00,13
07/03/2014 17.00.00,21
07/03/2014 18.00.00,25
07/03/2014 19.00.00,35
07/03/2014 20.00.00,39
07/03/2014 21.00.00,32
07/03/2014 22.00.00,17
07/03/2014 23.00.00,6
08/03/2014 00.00.00,7
08/03/2014 01.00.00,3
08/03/2014 02.00.00,6
08/03/2014 03.00.00,1
08/03/2014 04.00.00,2
08/03/2014 05.00.00,1
08/03/2014 06.00.00,1
08/03/2014 07.00.00,4
08/03/2014 08.00.00,12
08/03/2014 09.00.00,26
08/03/2014 10.00.00,24
08/03/2014 11.00.00,19
08/03/2014 12.00.00,19
08/03/2014 13.00.00,26
08/03/2014 14.00.00,20
08/03/2014 15.00.00,9
08/03/2014 16.00.00,9
08/03/2014 17.00.00,15
08/03/2014 18.00.00,15
08/03/2014 19.00.00,12
08/03/2014 20.00.00,12
08/03/2014 21.00.00,16
08/03/2014 22.00.00,12
08/03/2014 23.00.00,9
09/03/2014 00.00.00,10
09/03/2014 01.00.00,8
09/03/2014 02.00.00,7
09/03/2014 03.00.00,3
09/03/2014 04.00.00,1
09/03/2014 05.00.00,1
09/03/2014 06.00.00,1
09/03/2014 07.00.00,3
09/03/2014 08.00.00,4
09/03/2014 09.00.00,6
09/03/2014 10.00.00,8
09/03/2014 11.00.00,9
09/03/2014 12.00.00,13
09/03/2014 13.00.00,12
09/03/2014 14.00.00,8
09/03/2014 15.00.00,3
09/03/2014 16.00.00,5
09/03/2014 17.00.00,5
09/03/2014 18.00.00,13
09/03/2014 19.00.00,12
09/03/2014 20.00.00,16
09/03/2014 21.00.00,12
09/03/2014 22.00.00,6
09/03/2014 23.00.00,7
10/03/2014 00.00.00,3
10/03/2014 01.00.00,5
10/03/2014 02.00.00,3
10/03/2014 03.00.00,1
10/03/2014 04.00.00,2
10/03/2014 05.00.00,3
10/03/2014 06.00.00,2
10/03/2014 07.00.00,13
10/03/2014 08.00.00,33
10/03/2014 09.00.00,42
10/03/2014 10.00.00,29
10/03/2014 11.00.00,19
10/03/2014 12.00.00,16
10/03/2014 13.00.00,43
10/03/2014 14.00.00,33
10/03/2014 15.00.00,26
10/03/2014 16.00.00,38
10/03/2014 17.00.00,42
10/03/2014 18.00.00,65
10/03/2014 19.00.00,47
10/03/2014 20.00.00,30
10/03/2014 21.00.00,33
10/03/2014 22.00.00,26
10/03/2014 23.00.00,9
11/03/2014 00.00.00,5
11/03/2014 01.00.00,4
11/03/2014 02.00.00,2
11/03/2014 03.00.00,2
11/03/2014 04.00.00,2
11/03/2014 05.00.00,5
11/03/2014 06.00.00,2
11/03/2014 07.00.00,16
11/03/2014 08.00.00,41
11/03/2014 09.00.00,51
11/03/2014 10.00.00,16
11/03/2014 11.00.00,23
11/03/2014 12.00.00,29
11/03/2014 13.00.00,31
11/03/2014 14.00.00,23
11/03/2014 15.00.00,16
11/03/2014 16.00.00,21
11/03/2014 17.00.00,31
11/03/2014 18.00.00,33
11/03/2014 19.00.00,36
11/03/2014 20.00.00,24
11/03/2014 21.00.00,22
11/03/2014 22.00.00,6
11/03/2014 23.00.00,3
12/03/2014 00.00.00,5
12/03/2014 01.00.00,3
12/03/2014 02.00.00,1
12/03/2014 03.00.00,1
12/03/2014 04.00.00,1
12/03/2014 05.00.00,0
12/03/2014 06.00.00,2
12/03/2014 07.00.00,21
12/03/2014 08.00.00,55
12/03/2014 09.00.00,57
12/03/2014 10.00.00,24
12/03/2014 11.00.00,14
12/03/2014 12.00.00,12
12/03/2014 13.00.00,19
12/03/2014 14.00.00,22
12/03/2014 15.00.00,10
12/03/2014 16.00.00,11
12/03/2014 17.00.00,14
12/03/2014 18.00.00,24
12/03/2014 19.00.00,30
12/03/2014 20.00.00,22
12/03/2014 21.00.00,18
12/03/2014 22.00.00,8
12/03/2014 23.00.00,5
13/03/2014 00.00.00,8
13/03/2014 01.00.00,9
13/03/2014 02.00.00,3
13/03/2014 03.00.00,2
13/03/2014 04.00.00,1
13/03/2014 05.00.00,1
13/03/2014 06.00.00,7
13/03/2014 07.00.00,24
13/03/2014 08.00.00,36
13/03/2014 09.00.00,32
13/03/2014 10.00.00,16
13/03/2014 11.00.00,15
13/03/2014 12.00.00,15
13/03/2014 13.00.00,18
13/03/2014 14.00.00,20
13/03/2014 15.00.00,8
13/03/2014 16.00.00,12
13/03/2014 17.00.00,20
13/03/2014 18.00.00,21
13/03/2014 19.00.00,29
13/03/2014 20.00.00,41
13/03/2014 21.00.00,58
13/03/2014 22.00.00,38
13/03/2014 23.00.00,31
14/03/2014 00.00.00,38
14/03/2014 01.00.00,16
14/03/2014 02.00.00,4
14/03/2014 03.00.00,3
14/03/2014 04.00.00,4
14/03/2014 05.00.00,2
14/03/2014 06.00.00,6
14/03/2014 07.00.00,54
14/03/2014 08.00.00,83
14/03/2014 09.00.00,64
14/03/2014 10.00.00,32
14/03/2014 11.00.00,17
14/03/2014 12.00.00,14
14/03/2014 13.00.00,26
14/03/2014 14.00.00,19
14/03/2014 15.00.00,9
14/03/2014 16.00.00,9
14/03/2014 17.00.00,19
14/03/2014 18.00.00,26
14/03/2014 19.00.00,60
14/03/2014 20.00.00,39
14/03/2014 21.00.00,49
14/03/2014 22.00.00,83
14/03/2014 23.00.00,97
15/03/2014 00.00.00,23
15/03/2014 01.00.00,15
15/03/2014 02.00.00,15
15/03/2014 03.00.00,11
15/03/2014 04.00.00,5
15/03/2014 05.00.00,4
15/03/2014 06.00.00,14
15/03/2014 07.00.00,21
15/03/2014 08.00.00,79
15/03/2014 09.00.00,69
15/03/2014 10.00.00,20
15/03/2014 11.00.00,13
15/03/2014 12.00.00,18
15/03/2014 13.00.00,16
15/03/2014 14.00.00,10
15/03/2014 15.00.00,7
15/03/2014 16.00.00,7
15/03/2014 17.00.00,12
15/03/2014 18.00.00,13
15/03/2014 19.00.00,29
15/03/2014 20.00.00,64
15/03/2014 21.00.00,78
15/03/2014 22.00.00,62
15/03/2014 23.00.00,79
16/03/2014 00.00.00,53
16/03/2014 01.00.00,46
16/03/2014 02.00.00,73
16/03/2014 03.00.00,78
16/03/2014 04.00.00,24
16/03/2014 05.00.00,16
16/03/2014 06.00.00,10
16/03/2014 07.00.00,44
16/03/2014 08.00.00,28
16/03/2014 09.00.00,11
16/03/2014 10.00.00,9
16/03/2014 11.00.00,9
16/03/2014 12.00.00,11
16/03/2014 13.00.00,8
16/03/2014 14.00.00,8
16/03/2014 15.00.00,4
16/03/2014 16.00.00,3
16/03/2014 17.00.00,4
16/03/2014 18.00.00,9
16/03/2014 19.00.00,7
16/03/2014 20.00.00,10
16/03/2014 21.00.00,12
16/03/2014 22.00.00,3
16/03/2014 23.00.00,5
17/03/2014 00.00.00,3
17/03/2014 01.00.00,1
17/03/2014 02.00.00,1
17/03/2014 03.00.00,1
17/03/2014 04.00.00,1
17/03/2014 05.00.00,2
17/03/2014 06.00.00,6
17/03/2014 07.00.00,27
17/03/2014 08.00.00,54
17/03/2014 09.00.00,31
17/03/2014 10.00.00,26
17/03/2014 11.00.00,12
17/03/2014 12.00.00,21
17/03/2014 13.00.00,15
17/03/2014 14.00.00,22
17/03/2014 15.00.00,11
17/03/2014 16.00.00,14
17/03/2014 17.00.00,20
17/03/2014 18.00.00,33
17/03/2014 19.00.00,68
17/03/2014 20.00.00,175
17/03/2014 21.00.00,143
17/03/2014 22.00.00,162
17/03/2014 23.00.00,56
18/03/2014 00.00.00,94
18/03/2014 01.00.00,42
18/03/2014 02.00.00,9
18/03/2014 03.00.00,4
18/03/2014 04.00.00,4
18/03/2014 05.00.00,2
18/03/2014 06.00.00,15
18/03/2014 07.00.00,27
18/03/2014 08.00.00,44
18/03/2014 09.00.00,69
18/03/2014 10.00.00,48
18/03/2014 11.00.00,28
18/03/2014 12.00.00,21
18/03/2014 13.00.00,19
18/03/2014 14.00.00,17
18/03/2014 15.00.00,8
18/03/2014 16.00.00,13
18/03/2014 17.00.00,27
18/03/2014 18.00.00,27
18/03/2014 19.00.00,23
18/03/2014 20.00.00,56
18/03/2014 21.00.00,34
18/03/2014 22.00.00,28
18/03/2014 23.00.00,32
19/03/2014 00.00.00,53
19/03/2014 01.00.00,17
19/03/2014 02.00.00,1
19/03/2014 03.00.00,6
19/03/2014 04.00.00,2
19/03/2014 05.00.00,2
19/03/2014 06.00.00,12
19/03/2014 07.00.00,49
19/03/2014 08.00.00,58
19/03/2014 09.00.00,47
19/03/2014 10.00.00,38
19/03/2014 11.00.00,21
19/03/2014 12.00.00,17
19/03/2014 13.00.00,17
19/03/2014 14.00.00,16
19/03/2014 15.00.00,12
19/03/2014 16.00.00,16
19/03/2014 17.00.00,15
19/03/2014 18.00.00,22
19/03/2014 19.00.00,52
19/03/2014 20.00.00,56
19/03/2014 21.00.00,57
19/03/2014 22.00.00,17
19/03/2014 23.00.00,7
20/03/2014 00.00.00,4
20/03/2014 01.00.00,3
20/03/2014 02.00.00,2
20/03/2014 03.00.00,1
20/03/2014 04.00.00,1
20/03/2014 05.00.00,1
20/03/2014 06.00.00,2
20/03/2014 07.00.00,11
20/03/2014 08.00.00,29
20/03/2014 09.00.00,36
20/03/2014 10.00.00,24
20/03/2014 11.00.00,22
20/03/2014 12.00.00,23
20/03/2014 13.00.00,27
20/03/2014 14.00.00,27
20/03/2014 15.00.00,13
20/03/2014 16.00.00,21
20/03/2014 17.00.00,27
20/03/2014 18.00.00,38
20/03/2014 19.00.00,30
20/03/2014 20.00.00,33
20/03/2014 21.00.00,31
20/03/2014 22.00.00,14
20/03/2014 23.00.00,16
21/03/2014 00.00.00,12
21/03/2014 01.00.00,14
21/03/2014 02.00.00,7
21/03/2014 03.00.00,15
21/03/2014 04.00.00,2
21/03/2014 05.00.00,1
21/03/2014 06.00.00,2
21/03/2014 07.00.00,31
21/03/2014 08.00.00,85
21/03/2014 09.00.00,87
21/03/2014 10.00.00,20
21/03/2014 11.00.00,14
21/03/2014 12.00.00,13
21/03/2014 13.00.00,13
21/03/2014 14.00.00,20
21/03/2014 15.00.00,16
21/03/2014 16.00.00,7
21/03/2014 17.00.00,20
21/03/2014 18.00.00,21
21/03/2014 19.00.00,26
21/03/2014 20.00.00,30
21/03/2014 21.00.00,36
21/03/2014 22.00.00,17
21/03/2014 23.00.00,16
22/03/2014 00.00.00,24
22/03/2014 01.00.00,17
22/03/2014 02.00.00,19
22/03/2014 03.00.00,7
22/03/2014 04.00.00,3
22/03/2014 05.00.00,2
22/03/2014 06.00.00,2
22/03/2014 07.00.00,17
22/03/2014 08.00.00,31
22/03/2014 09.00.00,26
22/03/2014 10.00.00,22
22/03/2014 11.00.00,16
22/03/2014 12.00.00,15
22/03/2014 13.00.00,20
22/03/2014 14.00.00,16
22/03/2014 15.00.00,7
22/03/2014 16.00.00,6
22/03/2014 17.00.00,8
22/03/2014 18.00.00,13
22/03/2014 19.00.00,19
22/03/2014 20.00.00,35
22/03/2014 21.00.00,47
22/03/2014 22.00.00,28
22/03/2014 23.00.00,22
23/03/2014 00.00.00,35
23/03/2014 01.00.00,18
23/03/2014 02.00.00,10
23/03/2014 03.00.00,7
23/03/2014 04.00.00,5
23/03/2014 05.00.00,3
23/03/2014 06.00.00,7
23/03/2014 07.00.00,4
23/03/2014 08.00.00,6
23/03/2014 09.00.00,12
23/03/2014 10.00.00,7
23/03/2014 11.00.00,10
23/03/2014 12.00.00,12
23/03/2014 13.00.00,12
23/03/2014 14.00.00,7
23/03/2014 15.00.00,2
23/03/2014 16.00.00,2
23/03/2014 17.00.00,4
23/03/2014 18.00.00,14
23/03/2014 19.00.00,15
23/03/2014 20.00.00,12
23/03/2014 21.00.00,17
23/03/2014 22.00.00,9
23/03/2014 23.00.00,3
24/03/2014 00.00.00,3
24/03/2014 01.00.00,1
24/03/2014 02.00.00,1
24/03/2014 03.00.00,1
24/03/2014 04.00.00,1
24/03/2014 05.00.00,1
24/03/2014 06.00.00,1
24/03/2014 07.00.00,4
24/03/2014 08.00.00,16
24/03/2014 09.00.00,31
24/03/2014 10.00.00,21
24/03/2014 11.00.00,12
24/03/2014 12.00.00,13
24/03/2014 13.00.00,15
24/03/2014 14.00.00,27
24/03/2014 15.00.00,10
24/03/2014 16.00.00,19
24/03/2014 17.00.00,18
24/03/2014 18.00.00,15
24/03/2014 19.00.00,18
24/03/2014 20.00.00,9
24/03/2014 21.00.00,13
24/03/2014 22.00.00,5
24/03/2014 23.00.00,2
25/03/2014 00.00.00,4
25/03/2014 01.00.00,5
25/03/2014 02.00.00,1
25/03/2014 03.00.00,1
25/03/2014 04.00.00,1
25/03/2014 05.00.00,2
25/03/2014 06.00.00,2
25/03/2014 07.00.00,18
25/03/2014 08.00.00,22
25/03/2014 09.00.00,34
25/03/2014 10.00.00,12
25/03/2014 11.00.00,14
25/03/2014 12.00.00,12
25/03/2014 13.00.00,11
25/03/2014 14.00.00,11
25/03/2014 15.00.00,6
25/03/2014 16.00.00,10
25/03/2014 17.00.00,16
25/03/2014 18.00.00,27
25/03/2014 19.00.00,35
25/03/2014 20.00.00,31
25/03/2014 21.00.00,33
25/03/2014 22.00.00,21
25/03/2014 23.00.00,9
26/03/2014 00.00.00,9
26/03/2014 01.00.00,7
26/03/2014 02.00.00,1
26/03/2014 03.00.00,1
26/03/2014 04.00.00,1
26/03/2014 05.00.00,1
26/03/2014 06.00.00,2
26/03/2014 07.00.00,31
26/03/2014 08.00.00,24
26/03/2014 09.00.00,21
26/03/2014 10.00.00,17
26/03/2014 11.00.00,12
26/03/2014 12.00.00,10
26/03/2014 13.00.00,15
26/03/2014 14.00.00,11
26/03/2014 15.00.00,8
26/03/2014 16.00.00,10
26/03/2014 17.00.00,16
26/03/2014 18.00.00,22
26/03/2014 19.00.00,25
26/03/2014 20.00.00,31
26/03/2014 21.00.00,26
26/03/2014 22.00.00,9
26/03/2014 23.00.00,5
27/03/2014 00.00.00,8
27/03/2014 01.00.00,4
27/03/2014 02.00.00,2
27/03/2014 03.00.00,1
27/03/2014 04.00.00,2
27/03/2014 05.00.00,2
27/03/2014 06.00.00,3
27/03/2014 07.00.00,5
27/03/2014 08.00.00,14
27/03/2014 09.00.00,20
27/03/2014 10.00.00,26
27/03/2014 11.00.00,17
27/03/2014 12.00.00,14
27/03/2014 13.00.00,13
27/03/2014 14.00.00,13
27/03/2014 15.00.00,10
27/03/2014 16.00.00,11
27/03/2014 17.00.00,16
27/03/2014 18.00.00,41
27/03/2014 19.00.00,52
27/03/2014 20.00.00,33
27/03/2014 21.00.00,28
27/03/2014 22.00.00,15
27/03/2014 23.00.00,5
28/03/2014 00.00.00,10
28/03/2014 01.00.00,15
28/03/2014 02.00.00,6
28/03/2014 03.00.00,6
28/03/2014 04.00.00,2
28/03/2014 05.00.00,3
28/03/2014 06.00.00,9
28/03/2014 07.00.00,33
28/03/2014 08.00.00,30
28/03/2014 09.00.00,30
28/03/2014 10.00.00,17
28/03/2014 11.00.00,16
28/03/2014 12.00.00,19
28/03/2014 13.00.00,36
28/03/2014 14.00.00,29
28/03/2014 15.00.00,15
28/03/2014 16.00.00,15
28/03/2014 17.00.00,12
28/03/2014 18.00.00,17
28/03/2014 19.00.00,23
28/03/2014 20.00.00,23
28/03/2014 21.00.00,16
28/03/2014 22.00.00,11
28/03/2014 23.00.00,5
29/03/2014 00.00.00,7
29/03/2014 01.00.00,6
29/03/2014 02.00.00,6
29/03/2014 03.00.00,2
29/03/2014 04.00.00,3
29/03/2014 05.00.00,4
29/03/2014 06.00.00,4
29/03/2014 07.00.00,9
29/03/2014 08.00.00,14
29/03/2014 09.00.00,20
29/03/2014 10.00.00,14
29/03/2014 11.00.00,16
29/03/2014 12.00.00,18
29/03/2014 13.00.00,20
29/03/2014 14.00.00,15
29/03/2014 15.00.00,9
29/03/2014 16.00.00,10
29/03/2014 17.00.00,18
29/03/2014 18.00.00,19
29/03/2014 19.00.00,24
29/03/2014 20.00.00,21
29/03/2014 21.00.00,42
29/03/2014 22.00.00,32
29/03/2014 23.00.00,18
30/03/2014 00.00.00,24
30/03/2014 01.00.00,42
30/03/2014 02.00.00,24
30/03/2014 03.00.00,18
30/03/2014 04.00.00,34
30/03/2014 05.00.00,27
30/03/2014 06.00.00,32
30/03/2014 07.00.00,46
30/03/2014 08.00.00,48
30/03/2014 09.00.00,31
30/03/2014 10.00.00,14
