NetC,SIMAGE Brindisi,
Stat,Mesagne,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3 293K,ug/m3 293K
Field,Aver,Aver
21/11/2006 3.00,"0,939484","6,698317"
21/11/2006 4.00,"0,929498","7,181128"
21/11/2006 5.00,"0,815944","7,10585"
21/11/2006 6.00,"0,77789","10,942357"
21/11/2006 7.00,"0,596965","18,255869"
21/11/2006 8.00,"0,292622","28,489582"
21/11/2006 9.00,"0,898324","34,550641"
21/11/2006 10.00,"0,578121","19,161776"
21/11/2006 11.00,"0,615445","14,808713"
21/11/2006 12.00,"0,545668","11,910563"
21/11/2006 13.00,"0,33086","9,796338"
21/11/2006 14.00,"0,367634","11,225297"
21/11/2006 15.00,"0,295118","11,338204"
21/11/2006 16.00,"0,763034","16,602374"
21/11/2006 17.00,"0,880149","22,842529"
21/11/2006 18.00,"0,866024","26,891897"
21/11/2006 19.00,"1,25028","30,245601"
21/11/2006 20.00,"1,23375","31,661573"
21/11/2006 21.00,"1,124519","25,343539"
21/11/2006 22.00,"0,605581","19,975523"
21/11/2006 23.00,"0,57879","17,464165"
22/11/2006 0.00,"0,747325","14,046863"
22/11/2006 1.00,,"7,613318"
22/11/2006 2.00,"1,304831",
22/11/2006 3.00,"1,290919","5,565275"
22/11/2006 4.00,"1,429226","7,007212"
22/11/2006 5.00,"1,030296","7,743107"
22/11/2006 6.00,"1,708999","12,597141"
22/11/2006 7.00,"1,716588","21,276008"
22/11/2006 8.00,"1,715323","26,462289"
22/11/2006 9.00,"1,666722","26,80754"
22/11/2006 10.00,"1,154148","17,138399"
22/11/2006 11.00,"0,866605","11,636717"
22/11/2006 12.00,"0,654945","8,336232"
22/11/2006 13.00,"0,532086","9,382318"
22/11/2006 14.00,"0,7956","12,36093"
22/11/2006 15.00,"1,356233","10,667208"
22/11/2006 16.00,"1,405737","12,242826"
22/11/2006 17.00,"1,535552","18,06118"
22/11/2006 18.00,"1,184592","13,381055"
22/11/2006 19.00,"1,262824","17,085183"
22/11/2006 20.00,"1,248099","22,26239"
22/11/2006 21.00,"1,46265","19,987226"
22/11/2006 22.00,"1,442595","19,987226"
22/11/2006 23.00,"1,357678","20,854203"
23/11/2006 0.00,"1,651816","19,828874"
23/11/2006 1.00,"1,505199","15,273353"
23/11/2006 2.00,"1,628148","10,855398"
23/11/2006 3.00,"1,707464","10,068892"
23/11/2006 4.00,"1,526428","12,088377"
23/11/2006 5.00,"1,587225","12,08319"
23/11/2006 6.00,"1,834297","15,9184"
23/11/2006 7.00,"2,226993","27,932789"
23/11/2006 8.00,"2,192123","38,123672"
23/11/2006 9.00,"2,131868","25,68617"
23/11/2006 10.00,"1,953542","14,781464"
23/11/2006 11.00,"1,406641","12,36093"
23/11/2006 12.00,"1,303747","12,377796"
23/11/2006 13.00,"1,337172","12,578975"
23/11/2006 14.00,"1,787774","15,596524"
23/11/2006 15.00,"1,604118","12,050743"
23/11/2006 16.00,"1,592194","11,195443"
23/11/2006 17.00,"1,777837","21,33572"
23/11/2006 18.00,"1,35822","22,438887"
23/11/2006 19.00,"2,037917","29,508412"
23/11/2006 20.00,"1,94749","33,826435"
23/11/2006 21.00,"2,064206","28,393524"
23/11/2006 22.00,"2,064928","25,404533"
23/11/2006 23.00,"2,193387","24,486945"
24/11/2006 0.00,"1,912078","18,058585"
24/11/2006 1.00,,"16,167591"
24/11/2006 2.00,"1,385588",
24/11/2006 3.00,"1,485548","8,972189"
24/11/2006 4.00,"1,229762","7,704169"
24/11/2006 5.00,"0,856723","8,554276"
24/11/2006 6.00,"0,934409","11,589999"
24/11/2006 7.00,"1,187479","27,083977"
24/11/2006 8.00,"1,80073","41,415085"
24/11/2006 9.00,"1,553184","31,875734"
24/11/2006 10.00,"1,61738","20,856783"
24/11/2006 11.00,"0,761199","18,207836"
24/11/2006 12.00,"0,690757","16,606271"
24/11/2006 13.00,"0,650646","12,97352"
24/11/2006 14.00,"0,544439","10,669803"
24/11/2006 15.00,"0,509579","10,845013"
24/11/2006 16.00,"0,575404","17,758781"
24/11/2006 17.00,"0,770797","35,46825"
24/11/2006 18.00,"0,918112","55,983702"
24/11/2006 19.00,"1,646353","53,246482"
24/11/2006 20.00,"3,387868","48,34312"
24/11/2006 21.00,"3,665203","47,343756"
24/11/2006 22.00,"3,696079","42,044554"
24/11/2006 23.00,"3,057021","40,554589"
25/11/2006 0.00,"2,283237","33,555178"
25/11/2006 1.00,"1,723949","25,517456"
25/11/2006 2.00,"1,753919","21,118957"
25/11/2006 3.00,"1,620639","19,674441"
25/11/2006 4.00,"1,589944","16,537479"
25/11/2006 5.00,"1,471151","13,538097"
25/11/2006 6.00,"1,478667","18,798375"
25/11/2006 7.00,"2,169876","32,588259"
25/11/2006 8.00,"2,129766","39,495533"
25/11/2006 9.00,"2,215601","51,259437"
25/11/2006 10.00,"1,113142","30,279349"
25/11/2006 11.00,"0,525243","12,074096"
25/11/2006 12.00,"0,491832","21,209816"
25/11/2006 13.00,"0,545796","15,869075"
25/11/2006 14.00,"0,710043","14,011822"
25/11/2006 15.00,"0,729781","12,253201"
25/11/2006 16.00,"0,727608","13,628954"
25/11/2006 17.00,"0,914218","18,33114"
25/11/2006 18.00,"1,494421","27,671917"
25/11/2006 19.00,"1,981727","38,173003"
25/11/2006 20.00,"2,312845","50,892141"
25/11/2006 21.00,"3,466822","53,86687"
25/11/2006 22.00,"4,000848","48,367788"
25/11/2006 23.00,"3,235755","50,48462"
26/11/2006 0.00,"2,832746","38,733677"
26/11/2006 1.00,,"27,256591"
26/11/2006 2.00,"1,387057",
26/11/2006 3.00,"1,421965","19,908049"
26/11/2006 4.00,"1,088658","13,107209"
26/11/2006 5.00,"1,181108","13,469315"
26/11/2006 6.00,"1,418941","14,601057"
26/11/2006 7.00,"1,353076","19,799027"
26/11/2006 8.00,"1,30227","16,129954"
26/11/2006 9.00,"0,958814","16,079328"
26/11/2006 10.00,"1,281224","13,561464"
26/11/2006 11.00,"0,800827","8,094316"
26/11/2006 12.00,"0,538895","10,50627"
26/11/2006 13.00,"0,585719","12,412849"
26/11/2006 14.00,"0,876813","15,055309"
26/11/2006 15.00,"0,686283","15,604315"
26/11/2006 16.00,"1,031205","9,589976"
26/11/2006 17.00,"1,166767","15,701648"
26/11/2006 18.00,"1,248111","25,273447"
26/11/2006 19.00,"1,525074","39,441023"
26/11/2006 20.00,"1,320143","40,89464"
26/11/2006 21.00,"1,602765","36,124964"
26/11/2006 22.00,"1,90769","24,393506"
26/11/2006 23.00,"2,074687","31,290375"
27/11/2006 0.00,"1,458999","18,529715"
27/11/2006 1.00,"1,480375","16,197444"
27/11/2006 2.00,"0,868309","11,308359"
27/11/2006 3.00,"1,287391","10,092255"
27/11/2006 4.00,"1,182396","8,743765"
27/11/2006 5.00,"0,784572","8,394638"
27/11/2006 6.00,"0,99465","10,89174"
27/11/2006 7.00,"1,34137","25,669307"
27/11/2006 8.00,"1,11695","33,26704"
27/11/2006 9.00,"0,815439","25,501873"
27/11/2006 10.00,"1,076444","15,667909"
27/11/2006 11.00,"1,044798","18,255869"
27/11/2006 12.00,"1,035756","18,524525"
27/11/2006 13.00,"1,111651","17,58357"
27/11/2006 14.00,"0,883818","13,801569"
27/11/2006 15.00,"0,940971","12,18442"
27/11/2006 16.00,"0,603143","13,029333"
27/11/2006 17.00,"0,889566","22,94507"
27/11/2006 18.00,"0,920254","23,705606"
27/11/2006 19.00,"0,891243","18,577736"
27/11/2006 20.00,"0,973844","17,087776"
27/11/2006 21.00,"1,13635","20,137775"
27/11/2006 22.00,"1,001447","14,171457"
27/11/2006 23.00,"0,924953","11,104588"
28/11/2006 0.00,"1,067432","9,069529"
28/11/2006 1.00,,"9,666552"
28/11/2006 2.00,"0,555548",
28/11/2006 3.00,"0,657307","8,848892"
28/11/2006 4.00,"0,693251","7,678211"
28/11/2006 5.00,"0,814804","7,41734"
28/11/2006 6.00,"0,787481","10,772334"
28/11/2006 7.00,"0,64055","14,575097"
28/11/2006 8.00,"0,69143","21,522599"
28/11/2006 9.00,"0,628892","16,647803"
28/11/2006 10.00,"0,454882","14,630911"
28/11/2006 11.00,"0,284271","13,194166"
28/11/2006 12.00,"0,256827","12,259692"
28/11/2006 13.00,"0,274556","16,183163"
28/11/2006 14.00,"0,229869","13,051396"
28/11/2006 15.00,"0,276499","10,484207"
28/11/2006 16.00,"0,235698","12,497204"
28/11/2006 17.00,"0,412016","15,590032"
28/11/2006 18.00,"0,36988","21,510917"
28/11/2006 19.00,"0,362958","24,982727"
28/11/2006 20.00,"0,55227","38,40143"
28/11/2006 21.00,"0,554941","33,975686"
28/11/2006 22.00,"0,187126","14,228563"
28/11/2006 23.00,"0,501268","12,189608"
29/11/2006 0.00,"0,541948","10,17661"
29/11/2006 1.00,"0,387608","7,39917"
29/11/2006 2.00,"0,446017","7,687297"
29/11/2006 3.00,"0,427802","8,356998"
29/11/2006 4.00,"0,431688","6,917658"
29/11/2006 5.00,"0,597199","7,226551"
29/11/2006 6.00,"0,607763","9,37453"
29/11/2006 7.00,,
29/11/2006 8.00,,
29/11/2006 9.00,,
29/11/2006 10.00,,
29/11/2006 11.00,,
29/11/2006 12.00,,
29/11/2006 13.00,"0,0221","14,506315"
29/11/2006 14.00,"0,04918","14,311637"
29/11/2006 15.00,"0,004736","13,18897"
29/11/2006 16.00,"0,014207","14,306439"
29/11/2006 17.00,"0,018944","16,820419"
29/11/2006 18.00,"0,036308","18,94374"
29/11/2006 19.00,"0,004736","15,693867"
29/11/2006 20.00,"0,012629","13,68087"
29/11/2006 21.00,"0,009471","12,411547"
29/11/2006 22.00,"0,009471","8,506252"
29/11/2006 23.00,"0,064602","7,370616"
30/11/2006 0.00,"0,047359","7,181128"
30/11/2006 1.00,,"6,715191"
30/11/2006 2.00,"0,26325",
30/11/2006 3.00,"0,337996","7,047446"
30/11/2006 4.00,"0,51702","9,063042"
30/11/2006 5.00,"0,395422","6,516618"
30/11/2006 6.00,"0,830405","8,802169"
30/11/2006 7.00,"0,472538","13,596505"
30/11/2006 8.00,"0,544367","13,482296"
30/11/2006 9.00,"0,354403","13,387544"
30/11/2006 10.00,"0,535069","15,308395"
30/11/2006 11.00,"0,463057","11,630227"
30/11/2006 12.00,"0,549107","11,274608"
30/11/2006 13.00,"0,507905","12,881375"
30/11/2006 14.00,,
30/11/2006 15.00,,
30/11/2006 16.00,,
30/11/2006 17.00,"1,565059","19,410967"
30/11/2006 18.00,"1,409121","18,959314"
30/11/2006 19.00,"1,580002","15,652335"
30/11/2006 20.00,"1,751454","19,017722"
30/11/2006 21.00,"1,633653","20,634857"
30/11/2006 22.00,"1,623661","13,578339"
30/11/2006 23.00,"1,469762","8,812553"
01/12/2006 0.00,"1,443207","9,135723"
01/12/2006 1.00,"1,519751","7,004616"
01/12/2006 2.00,"1,586034","5,674296"
01/12/2006 3.00,"1,826828","8,040317"
01/12/2006 4.00,"1,29723","8,978679"
01/12/2006 5.00,"1,786921","10,716521"
01/12/2006 6.00,"2,165861","13,778204"
01/12/2006 7.00,"1,825778","21,5317"
01/12/2006 8.00,"1,528573","32,693384"
01/12/2006 9.00,"2,131685","33,082743"
01/12/2006 10.00,"1,591674","18,834717"
01/12/2006 11.00,"1,617149","12,839842"
01/12/2006 12.00,"1,35262","11,569227"
01/12/2006 13.00,"1,206733","10,490696"
01/12/2006 14.00,"1,558999","9,756105"
01/12/2006 15.00,"1,522181","9,269402"
01/12/2006 16.00,"1,509909","16,174079"
01/12/2006 17.00,"1,721928","28,599905"
01/12/2006 18.00,"1,800844","47,730537"
01/12/2006 19.00,"1,697324","34,667446"
01/12/2006 20.00,"2,410016","46,269116"
01/12/2006 21.00,"2,861509","51,432054"
01/12/2006 22.00,"2,858479","46,437852"
01/12/2006 23.00,"2,462136","35,099634"
02/12/2006 0.00,"2,338963","27,00092"
02/12/2006 1.00,,"19,992406"
02/12/2006 2.00,"0,394297",
02/12/2006 3.00,"0,383431","12,598443"
02/12/2006 4.00,"0,325079","11,867739"
02/12/2006 5.00,"0,341648","11,388818"
02/12/2006 6.00,"0,410867","14,639992"
02/12/2006 7.00,"0,410867","23,980762"
02/12/2006 8.00,"0,407805","27,79002"
02/12/2006 9.00,"0,701847","37,418929"
02/12/2006 10.00,"0,541619","32,63759"
02/12/2006 11.00,"0,386974","24,80361"
02/12/2006 12.00,"0,407805","16,725667"
02/12/2006 13.00,"0,146841","14,222073"
02/12/2006 14.00,"0,205853","16,203923"
02/12/2006 15.00,"0,186883","16,76721"
02/12/2006 16.00,"0,244695","20,74128"
02/12/2006 17.00,"0,370165","28,81665"
02/12/2006 18.00,"0,843105","58,269249"
02/12/2006 19.00,"2,369867","56,288703"
02/12/2006 20.00,"2,081708","50,764957"
02/12/2006 21.00,"1,756448","50,494999"
02/12/2006 22.00,"1,441995","46,517029"
02/12/2006 23.00,"0,821853","42,793427"
03/12/2006 0.00,"0,777368","36,406599"
03/12/2006 1.00,"1,01552","33,989948"
03/12/2006 2.00,"0,577819","29,340978"
03/12/2006 3.00,"0,67135","27,417525"
03/12/2006 4.00,"0,488129","25,670607"
03/12/2006 5.00,"0,749033","20,0573"
03/12/2006 6.00,"0,516885","18,872353"
03/12/2006 7.00,"0,67141","23,525209"
03/12/2006 8.00,"0,555066","27,046349"
03/12/2006 9.00,"0,654121","31,909464"
03/12/2006 10.00,"0,647097","30,494792"
03/12/2006 11.00,"0,667508","25,160542"
03/12/2006 12.00,"0,371245","18,828229"
03/12/2006 13.00,"0,298484","13,238293"
03/12/2006 14.00,"0,355276","11,161692"
03/12/2006 15.00,"0,366021","11,387528"
03/12/2006 16.00,"0,200571","13,704223"
03/12/2006 17.00,"0,358278","24,939899"
03/12/2006 18.00,"0,519046","48,626058"
03/12/2006 19.00,"1,319228","58,485992"
03/12/2006 20.00,"1,967465","58,043425"
03/12/2006 21.00,"1,19718","54,875315"
03/12/2006 22.00,"1,701038","53,977191"
03/12/2006 23.00,"1,853402","47,181526"
04/12/2006 0.00,"1,102988","33,928955"
04/12/2006 1.00,,"28,641434"
04/12/2006 2.00,"1,207799",
04/12/2006 3.00,"1,145524","21,266908"
04/12/2006 4.00,"0,824035","16,942419"
04/12/2006 5.00,"0,925151","15,740587"
04/12/2006 6.00,"0,949478","19,635494"
04/12/2006 7.00,"0,955605","31,103499"
04/12/2006 8.00,"1,147011","47,204887"
04/12/2006 9.00,"1,477006","51,1699"
04/12/2006 10.00,"1,195845","40,580555"
04/12/2006 11.00,"0,962504","28,987965"
04/12/2006 12.00,"0,748853","21,495354"
04/12/2006 13.00,"0,605922","20,306491"
04/12/2006 14.00,"0,476018","17,58876"
04/12/2006 15.00,"0,554115","16,568635"
04/12/2006 16.00,"0,702934","18,188379"
04/12/2006 17.00,"0,688837","32,97112"
04/12/2006 18.00,"1,223859","41,814828"
04/12/2006 19.00,"0,910043","39,966651"
04/12/2006 20.00,"1,123516","41,186658"
04/12/2006 21.00,"1,155219","46,933653"
04/12/2006 22.00,"0,863114","37,303426"
04/12/2006 23.00,"0,865373","39,929023"
05/12/2006 0.00,"0,842712","30,579151"
05/12/2006 1.00,"0,581","19,987226"
05/12/2006 2.00,"0,589505","18,908697"
05/12/2006 3.00,"0,44836","18,184482"
05/12/2006 4.00,"0,609848","14,699691"
05/12/2006 5.00,"0,548702","12,168847"
05/12/2006 6.00,"0,504033","20,388266"
05/12/2006 7.00,"0,743856","36,845272"
05/12/2006 8.00,"2,122542","48,327559"
05/12/2006 9.00,"2,744286","52,55214"
05/12/2006 10.00,"0,967501","40,013378"
05/12/2006 11.00,"0,237206","16,824314"
05/12/2006 12.00,"0,186886","17,250015"
05/12/2006 13.00,"0,222871","16,721781"
05/12/2006 14.00,"0,225905","17,181224"
05/12/2006 15.00,"0,149711","18,697145"
05/12/2006 16.00,"0,321608","23,666697"
05/12/2006 17.00,"0,283422","33,926355"
05/12/2006 18.00,"0,643692","54,332806"
05/12/2006 19.00,"0,766518","49,477473"
05/12/2006 20.00,"0,562978","43,895312"
05/12/2006 21.00,"0,934252","45,160751"
05/12/2006 22.00,"0,762056","28,599905"
05/12/2006 23.00,"0,524494","25,625178"
06/12/2006 0.00,"0,720123","24,621913"
06/12/2006 1.00,,"23,167015"
06/12/2006 2.00,"0,554896",
06/12/2006 3.00,"0,462234","9,757402"
06/12/2006 4.00,"0,37907","7,874189"
06/12/2006 5.00,"0,714589","9,28368"
06/12/2006 6.00,"0,387764","16,821721"
06/12/2006 7.00,"0,38167","26,461009"
06/12/2006 8.00,"0,562334","35,385171"
06/12/2006 9.00,"0,609381","36,449432"
06/12/2006 10.00,"1,017846","30,559686"
06/12/2006 11.00,"0,547368","26,836086"
06/12/2006 12.00,"0,261945","16,998222"
06/12/2006 13.00,"0,17206","15,610805"
06/12/2006 14.00,"0,135766","14,418053"
06/12/2006 15.00,"0,209251","16,135142"
06/12/2006 16.00,"0,267141","17,392778"
06/12/2006 17.00,"0,216509","35,542205"
06/12/2006 18.00,"0,408016","45,033563"
06/12/2006 19.00,"0,517257","41,478679"
06/12/2006 20.00,"0,499782","40,385875"
06/12/2006 21.00,"0,341791","36,877718"
06/12/2006 22.00,"0,256747","28,756939"
06/12/2006 23.00,"0,381938","21,980753"
07/12/2006 0.00,"0,322972","14,957975"
07/12/2006 1.00,"0,331934","10,815166"
07/12/2006 2.00,"0,493688","10,385571"
07/12/2006 3.00,"0,18362","7,187617"
07/12/2006 4.00,"0,357205","5,351126"
07/12/2006 5.00,"0,428","7,875488"
07/12/2006 6.00,"0,360341","8,921573"
07/12/2006 7.00,"0,282197","13,70812"
07/12/2006 8.00,"0,309261","24,313029"
07/12/2006 9.00,"0,310875","28,13007"
07/12/2006 10.00,"0,274222","25,731599"
07/12/2006 11.00,"0,229145","18,890521"
07/12/2006 12.00,"0,074829","16,776293"
07/12/2006 13.00,"0,059684","22,507681"
07/12/2006 14.00,"0,105297","24,030092"
07/12/2006 15.00,"0,085941","18,201358"
07/12/2006 16.00,"0,057354","21,115056"
07/12/2006 17.00,"0,174301","27,752392"
07/12/2006 18.00,"0,31159","38,75834"
07/12/2006 19.00,"0,376204","41,735651"
07/12/2006 20.00,"0,441801","36,232685"
07/12/2006 21.00,"0,464743","35,653828"
07/12/2006 22.00,"0,25361","25,762747"
07/12/2006 23.00,"0,250653","19,978143"
08/12/2006 0.00,"0,308813","20,083266"
08/12/2006 1.00,,"15,33825"
08/12/2006 2.00,"0,552965",
08/12/2006 3.00,"0,552518","10,673698"
08/12/2006 4.00,"0,674456","7,874189"
08/12/2006 5.00,"0,753515","9,418657"
08/12/2006 6.00,"0,503832","7,776849"
08/12/2006 7.00,"0,436387","9,290168"
08/12/2006 8.00,"0,753962","12,917716"
08/12/2006 9.00,"0,730736","13,395336"
08/12/2006 10.00,"0,601204","12,481631"
08/12/2006 11.00,"0,388147","11,61076"
08/12/2006 12.00,"0,473013","12,089679"
08/12/2006 13.00,"0,341695","16,516719"
08/12/2006 14.00,"0,406014","10,49978"
08/12/2006 15.00,"0,248343","7,683404"
08/12/2006 16.00,"0,559218","9,270701"
08/12/2006 17.00,"0,797287","15,560188"
08/12/2006 18.00,"0,836593","20,829537"
08/12/2006 19.00,"0,900466","21,570628"
08/12/2006 20.00,"0,948705","24,397388"
08/12/2006 21.00,"0,750835","26,319539"
08/12/2006 22.00,"0,785228","19,66144"
08/12/2006 23.00,"0,791481","14,80612"
09/12/2006 0.00,"0,899127","10,166232"
09/12/2006 1.00,"0,556538","8,489381"
09/12/2006 2.00,"0,559218","10,142871"
09/12/2006 3.00,"0,734309","7,997488"
09/12/2006 4.00,"0,832574","6,31285"
09/12/2006 5.00,"0,725375","7,086383"
09/12/2006 6.00,"0,681156","8,844998"
09/12/2006 7.00,"0,606564","12,123418"
09/12/2006 8.00,"0,91074","16,543968"
09/12/2006 9.00,"0,577084","18,976186"
09/12/2006 10.00,"0,749942","16,280509"
09/12/2006 11.00,"0,388594","11,11367"
09/12/2006 12.00,"0,214397","10,674991"
09/12/2006 13.00,"0,20189","10,75676"
09/12/2006 14.00,"0,23271","8,69834"
09/12/2006 15.00,"0,329189","8,607487"
09/12/2006 16.00,"0,269783","9,676934"
09/12/2006 17.00,"0,497132","12,183116"
09/12/2006 18.00,"0,460953","15,140967"
09/12/2006 19.00,"0,518572","17,539436"
09/12/2006 20.00,"0,270229","16,819118"
09/12/2006 21.00,"0,61907","15,348635"
09/12/2006 22.00,"0,291668","14,464782"
09/12/2006 23.00,"0,27157","12,183116"
10/12/2006 0.00,"0,368941","11,379736"
10/12/2006 1.00,,"12,067607"
10/12/2006 2.00,"0,539777",
10/12/2006 3.00,"0,467138","8,454338"
10/12/2006 4.00,"0,848971","9,371933"
10/12/2006 5.00,"0,75638","12,604932"
10/12/2006 6.00,"0,808112","20,887949"
10/12/2006 7.00,"1,238572","29,017811"
10/12/2006 8.00,"1,286003","33,339715"
10/12/2006 9.00,"1,301892","29,355261"
10/12/2006 10.00,"1,107271","30,32866"
10/12/2006 11.00,"0,733561","14,956673"
10/12/2006 12.00,"0,603933","7,179829"
10/12/2006 13.00,"0,515165","6,918956"
10/12/2006 14.00,"0,743239","6,10519"
10/12/2006 15.00,"0,722689","6,207723"
10/12/2006 16.00,"1,001897","8,637339"
10/12/2006 17.00,"0,872269","20,673786"
10/12/2006 18.00,"1,669628","52,790929"
10/12/2006 19.00,"1,992562","64,288781"
10/12/2006 20.00,"2,440465","60,676801"
10/12/2006 21.00,"2,365914","57,794232"
10/12/2006 22.00,"1,971177","47,489126"
10/12/2006 23.00,"1,678111","42,245736"
11/12/2006 0.00,"1,584325","34,815417"
11/12/2006 1.00,"1,765565","39,653865"
11/12/2006 2.00,"1,823867","25,988572"
11/12/2006 3.00,"1,837129","15,6147"
11/12/2006 4.00,"1,701288","16,268821"
11/12/2006 5.00,"1,69197","23,109904"
11/12/2006 6.00,"1,653978","22,527144"
11/12/2006 7.00,"1,923388","26,928244"
11/12/2006 8.00,"2,324457","39,416356"
11/12/2006 9.00,"1,855647","47,093286"
11/12/2006 10.00,"1,858395","43,027055"
11/12/2006 11.00,"1,499499","27,703063"
11/12/2006 12.00,"1,338092","23,921069"
11/12/2006 13.00,"1,271426","30,608997"
11/12/2006 14.00,"1,318618","29,718655"
11/12/2006 15.00,"1,472618","23,021646"
11/12/2006 16.00,"1,257448","23,212426"
11/12/2006 17.00,"1,346933","18,826926"
11/12/2006 18.00,"0,897358","19,353856"
11/12/2006 19.00,"1,265572","20,379166"
11/12/2006 20.00,"1,06677","15,901524"
11/12/2006 21.00,"0,905363","21,019037"
11/12/2006 22.00,"1,36127","14,336293"
11/12/2006 23.00,"1,01456","9,745722"
12/12/2006 0.00,"1,180747","7,366722"
12/12/2006 1.00,,"5,757361"
12/12/2006 2.00,"0,56573",
12/12/2006 3.00,"0,465027","4,729447"
12/12/2006 4.00,"0,511046","5,253786"
12/12/2006 5.00,"0,638434","6,486766"
12/12/2006 6.00,"0,255403","6,645106"
12/12/2006 7.00,"0,466845","10,08836"
12/12/2006 8.00,"0,597391","13,116291"
12/12/2006 9.00,"0,649067","14,773672"
12/12/2006 10.00,"0,570763","12,826864"
12/12/2006 11.00,"0,735651","11,343403"
12/12/2006 12.00,"0,968269","9,483553"
12/12/2006 13.00,"1,443335","9,785956"
12/12/2006 14.00,"1,256912","9,824892"
12/12/2006 15.00,"1,232668","8,258359"
12/12/2006 16.00,"0,954837","11,174672"
12/12/2006 17.00,"1,094348","12,616611"
12/12/2006 18.00,"1,005649","16,900887"
12/12/2006 19.00,"1,058338","23,196843"
12/12/2006 20.00,"0,959185","28,644016"
12/12/2006 21.00,"1,258163","24,26112"
12/12/2006 22.00,"1,137476","25,68487"
12/12/2006 23.00,"1,118533","29,281285"
13/12/2006 0.00,"1,199964","12,318098"
13/12/2006 1.00,"0,926779","8,899509"
13/12/2006 2.00,"1,154125","7,696381"
13/12/2006 3.00,"1,240084","8,887829"
13/12/2006 4.00,"1,583233","10,28433"
13/12/2006 5.00,"1,533374","10,371288"
13/12/2006 6.00,"1,436425","16,900887"
13/12/2006 7.00,"1,416468","25,743282"
13/12/2006 8.00,"1,503797","32,589561"
13/12/2006 9.00,"1,180902","28,479182"
13/12/2006 10.00,"0,92672","18,63355"
13/12/2006 11.00,"0,908283","17,40057"
13/12/2006 12.00,"1,215125","15,621178"
13/12/2006 13.00,"0,768682","17,574477"
13/12/2006 14.00,"1,303377","14,970956"
13/12/2006 15.00,"1,434399","9,827489"
13/12/2006 16.00,"1,133813","16,332414"
13/12/2006 17.00,"1,355589","30,929581"
13/12/2006 18.00,"1,33757","35,882255"
13/12/2006 19.00,"1,309601","36,963393"
13/12/2006 20.00,"1,07743","29,269602"
13/12/2006 21.00,"1,194841","31,378636"
13/12/2006 22.00,"1,320294","25,002191"
13/12/2006 23.00,"1,631246","32,396162"
14/12/2006 0.00,"0,944591","18,873655"
14/12/2006 1.00,,"9,404382"
14/12/2006 2.00,"0,640216",
14/12/2006 3.00,"0,589496","7,441999"
14/12/2006 4.00,"0,535546","6,960489"
14/12/2006 5.00,"0,775029","8,798277"
14/12/2006 6.00,"0,795484","15,783419"
14/12/2006 7.00,"0,817136","25,723818"
14/12/2006 8.00,"0,609951","28,122288"
14/12/2006 9.00,"0,605765","31,913362"
14/12/2006 10.00,"0,465567","31,145026"
14/12/2006 11.00,"0,653494","25,997655"
14/12/2006 12.00,"0,397862","15,837931"
14/12/2006 13.00,"0,412576","13,475806"
14/12/2006 14.00,"0,364966","11,274608"
14/12/2006 15.00,"0,241516","22,893159"
14/12/2006 16.00,"0,353722","21,460307"
14/12/2006 17.00,"0,550619","26,76471"
14/12/2006 18.00,"0,490688","39,635703"
14/12/2006 19.00,"0,593683","41,774599"
14/12/2006 20.00,"0,502889","44,391112"
14/12/2006 21.00,"0,724788","37,245014"
14/12/2006 22.00,"0,722036","27,544731"
14/12/2006 23.00,"0,487578","23,883423"
15/12/2006 0.00,"0,675145","19,069627"
15/12/2006 1.00,"0,525976","14,98782"
15/12/2006 2.00,"0,640575","10,903418"
15/12/2006 3.00,"0,421307","10,125997"
15/12/2006 4.00,"0,669762","11,780782"
15/12/2006 5.00,"0,549183","12,845042"
15/12/2006 6.00,"0,494994","15,469334"
15/12/2006 7.00,"0,623828","25,208553"
15/12/2006 8.00,"0,687945","29,649881"
15/12/2006 9.00,"0,703136","27,224164"
15/12/2006 10.00,"0,489731","19,792546"
15/12/2006 11.00,"0,36389","20,74388"
15/12/2006 12.00,"0,530522","19,003437"
15/12/2006 13.00,"0,390565","20,214352"
15/12/2006 14.00,"0,349535","21,791255"
15/12/2006 15.00,"0,315562","22,971035"
15/12/2006 16.00,"0,369512","26,891897"
15/12/2006 17.00,"0,421068","29,377324"
15/12/2006 18.00,"0,418916","34,150898"
15/12/2006 19.00,"0,276924","32,698584"
15/12/2006 20.00,"0,457672","39,533179"
15/12/2006 21.00,"0,557916","38,213231"
15/12/2006 22.00,"0,511981","34,058743"
15/12/2006 23.00,"0,522866","34,383206"
16/12/2006 0.00,"0,431595","18,864561"
16/12/2006 1.00,,"15,653628"
16/12/2006 2.00,"0,563344",
16/12/2006 3.00,"0,709834","13,940435"
16/12/2006 4.00,"0,665563","13,358992"
16/12/2006 5.00,"0,709774","13,066969"
16/12/2006 6.00,"0,481461","13,987165"
16/12/2006 7.00,"0,716253","22,089776"
16/12/2006 8.00,"0,620272","28,144352"
16/12/2006 9.00,"0,97684","30,72062"
16/12/2006 10.00,"0,950384","23,256554"
16/12/2006 11.00,"0,77648","22,307819"
16/12/2006 12.00,"0,650147","15,146166"
16/12/2006 13.00,"0,5793","16,139038"
16/12/2006 14.00,"0,683379","15,191593"
16/12/2006 15.00,"0,420213","9,859935"
16/12/2006 16.00,"0,656085","18,855479"
