TARANTO -  V. Machiavelli,,,,,,
,SO2,NO2,CO,PM10,BENZENE,PM2.5
02/10/2011 9.00,"2,893321","10,471226",,"36,5","2,473852","18,4"
02/10/2011 10.00,"2,927637","9,670445",,"36,5","0,966252","18,4"
02/10/2011 11.00,"2,882485","11,30187",,"36,5","0,785531","18,4"
02/10/2011 12.00,"2,933055","13,438161",,"36,5","1,070189","18,4"
02/10/2011 13.00,"2,980012","14,196126",,"36,5","1,118395","18,4"
02/10/2011 14.00,"3,32136","11,026722",,"36,5","1,00327","18,4"
02/10/2011 15.00,"2,875261","6,395913",,"36,5","0,66822","18,4"
02/10/2011 16.00,"3,27079","5,62368",,"36,5","3,075815","18,4"
02/10/2011 17.00,"3,140753","8,764531",,"36,5","0,689933","18,4"
02/10/2011 18.00,"2,739806","9,923531",,"36,5","0,765801","18,4"
02/10/2011 19.00,"2,667562","14,176655",,"36,5","2,847549","18,4"
02/10/2011 20.00,"2,936667","16,192248",,"36,5","0,813905","18,4"
02/10/2011 21.00,"2,732581","14,3947",,"36,5","0,982168","18,4"
02/10/2011 22.00,"2,642278","14,273992",,"36,5","0,711442","18,4"
02/10/2011 23.00,"2,786763","20,728297",,"36,5","3,452206","18,4"
03/10/2011 0.00,"2,459865","9,242147",,"36,5","5,220769","18,4"
03/10/2011 1.00,,"4,336192",,"39,799992","3,869176","17,79999"
03/10/2011 2.00,"2,698266",,,"39,799992","0,683627","17,79999"
03/10/2011 3.00,"2,909576","5,033149",,"39,799992","0,448243","17,79999"
03/10/2011 4.00,"2,638665","5,288829",,"39,799992","2,661743","17,79999"
03/10/2011 5.00,"2,871649","14,292167",,"39,799992","0,561994","17,79999"
03/10/2011 6.00,"2,763284","37,57338",,"39,799992","3,279825","17,79999"
03/10/2011 7.00,"2,86623","33,681064",,"39,799992","7,026453","17,79999"
03/10/2011 8.00,"3,142559","35,85501",,"39,799992","8,498053","17,79999"
03/10/2011 9.00,"2,808436","25,207253",,"39,799992","2,544534","17,79999"
03/10/2011 10.00,,,,"39,799992",,"17,79999"
03/10/2011 11.00,"3,386378","31,343608",,"39,799992","1,387696","17,79999"
03/10/2011 12.00,"4,282188","34,487051",,"39,799992","1,190398","17,79999"
03/10/2011 13.00,"4,719256","28,192362",,"39,799992","1,06429","17,79999"
03/10/2011 14.00,"3,852344","30,293632",,"39,799992","1,125819","17,79999"
03/10/2011 15.00,"5,690921","19,832775",,"39,799992","0,92369","17,79999"
03/10/2011 16.00,"4,150345","18,787988",,"39,799992","0,804803","17,79999"
03/10/2011 17.00,"4,101581","21,810719",,"39,799992","0,874417","17,79999"
03/10/2011 18.00,"3,563373","23,959997",,"39,799992","1,069375","17,79999"
03/10/2011 19.00,"3,659095","28,024928",,"39,799992","1,213789","17,79999"
03/10/2011 20.00,"3,382767","39,116556",,"39,799992","3,605265","17,79999"
03/10/2011 21.00,"3,241893","48,807755",,"39,799992","1,873314","17,79999"
03/10/2011 22.00,"3,232863","62,101874",,"39,799992","1,852465","17,79999"
03/10/2011 23.00,"3,019746","55,454154",,"39,799992","2,102139","17,79999"
04/10/2011 0.00,"3,220219","41,613664",,"39,799992","2,043153","17,79999"
04/10/2011 1.00,"2,869843","25,956145",,"38,400002","3,510684","20,1"
04/10/2011 2.00,"3,137141","17,137097",,"38,400002","1,182262","20,1"
04/10/2011 3.00,"2,893321","21,370748",,"38,400002","0,787056","20,1"
04/10/2011 4.00,"2,452641","22,925606",,"38,400002","0,986287","20,1"
04/10/2011 5.00,"2,969176","34,135319",,"38,400002","1,010186","20,1"
04/10/2011 6.00,"3,496549","72,923523",,"38,400002","1,711102","20,1"
04/10/2011 7.00,"3,859511","89,055184",,"38,400002","2,816073","20,1"
04/10/2011 8.00,"3,090183","72,157787",,"38,400002","3,44763","20,1"
04/10/2011 9.00,"3,097408","55,291942",,"38,400002","2,802343","20,1"
04/10/2011 10.00,"2,848169","50,376896",,"38,400002","2,162142","20,1"
04/10/2011 11.00,"3,073928","40,635064",,"38,400002","2,042136","20,1"
04/10/2011 12.00,"3,406245","27,825068",,"38,400002","1,14565","20,1"
04/10/2011 13.00,"3,324972","29,730338",,"38,400002","1,033425","20,1"
04/10/2011 14.00,"3,548924","21,886013",,"38,400002","1,084122","20,1"
04/10/2011 15.00,"3,953484","31,472093",,"38,400002","0,889112","20,1"
04/10/2011 16.00,"4,255096","31,117762",,"38,400002","3,397288","20,1"
04/10/2011 17.00,"3,559761","22,226044",,"38,400002","0,985981","20,1"
04/10/2011 18.00,"3,529058","30,499974",,"38,400002","1,093783","20,1"
04/10/2011 19.00,"2,963759","31,501939",,"38,400002","1,263622","20,1"
04/10/2011 20.00,"2,828303","31,181374",,"38,400002","1,557535","20,1"
04/10/2011 21.00,"3,334002","65,464642",,"38,400002","1,414138","20,1"
04/10/2011 22.00,"3,117274","53,982373",,"38,400002","2,471818","20,1"
04/10/2011 23.00,"3,370123","28,779002",,"38,400002","2,245027","20,1"
05/10/2011 0.00,"2,927637","43,727896",,"38,400002","1,693813","20,1"
05/10/2011 1.00,,"19,070929",,"28,4","1,326676","15,5"
05/10/2011 2.00,"3,064898",,,"28,4","1,185313","15,5"
05/10/2011 3.00,"3,079347","10,186996",,"28,4","1,090834","15,5"
05/10/2011 4.00,"2,89874","20,874966",,"28,4","2,324201","15,5"
05/10/2011 5.00,"2,987237","36,831009",,"28,4","0,931928","15,5"
05/10/2011 6.00,"3,4821","71,597113",,"28,4","1,432444","15,5"
05/10/2011 7.00,"3,157008","58,239403",,"28,4","1,929249","15,5"
05/10/2011 8.00,"3,052256","73,298624",,"28,4","1,500075","15,5"
05/10/2011 9.00,"2,96737","64,155109",,"28,4","2,474869","15,5"
05/10/2011 10.00,"2,961952","40,862194",,"28,4","1,438038","15,5"
05/10/2011 11.00,"2,792181","34,952983",,"28,4","1,512787","15,5"
05/10/2011 12.00,"2,801213","18,514143",,"28,4","4,348183","15,5"
05/10/2011 13.00,"2,960146","11,255141",,"28,4","0,906147","15,5"
05/10/2011 14.00,"2,95834","13,808058",,"28,4","0,719019","15,5"
05/10/2011 15.00,"3,05948","27,233246",,"28,4","2,593248","15,5"
05/10/2011 16.00,"3,220219","21,423959",,"28,4","0,659626","15,5"
05/10/2011 17.00,"3,303299","28,275419",,"28,4","2,917773","15,5"
05/10/2011 18.00,"3,157008","30,255984",,"28,4","3,091629","15,5"
05/10/2011 19.00,"3,05045","37,988705",,"28,4","0,914893","15,5"
05/10/2011 20.00,"3,019746","50,205581",,"28,4","1,378035","15,5"
05/10/2011 21.00,"3,079347","40,590937",,"28,4","4,40005","15,5"
05/10/2011 22.00,"2,844558","40,140566",,"28,4","1,314472","15,5"
05/10/2011 23.00,"3,212996","35,494194",,"28,4","1,527534","15,5"
06/10/2011 0.00,"2,665757","18,970989",,"28,4","4,226143","15,5"
06/10/2011 1.00,"2,736194","21,382431",,"32,900002","4,798003","20,200001"
06/10/2011 2.00,"2,548362","23,592703",,"32,900002","0,942352","20,200001"
06/10/2011 3.00,"2,846363","15,349926",,"32,900002","0,759445","20,200001"
06/10/2011 4.00,"2,662145","15,52774",,"32,900002","0,720341","20,200001"
06/10/2011 5.00,"3,048644","29,904252",,"32,900002","0,97032","20,200001"
06/10/2011 6.00,"3,610331","76,837907",,"32,900002","1,165584","20,200001"
06/10/2011 7.00,"4,280382","68,116223",,"32,900002","2,48148","20,200001"
06/10/2011 8.00,"3,55073","72,042262",,"32,900002","3,384067","20,200001"
06/10/2011 9.00,"3,818028","82,426545",,"32,900002","3,19999","20,200001"
06/10/2011 10.00,"3,272596","64,001941",,"32,900002","4,448358","20,200001"
06/10/2011 11.00,"3,189481","30,994265",,"32,900002",,"20,200001"
06/10/2011 12.00,"3,102825","20,25848",,"32,900002","1,17911","20,200001"
06/10/2011 13.00,"2,94931","16,162393",,"32,900002","0,774293","20,200001"
06/10/2011 14.00,"2,710909","14,184438",,"32,900002","0,868162","20,200001"
06/10/2011 15.00,"2,784958","21,103394",,"32,900002","0,67239","20,200001"
06/10/2011 16.00,"3,191322","21,922341",,"32,900002","0,702849","20,200001"
06/10/2011 17.00,"2,89874","20,959325",,"32,900002","2,956419","20,200001"
06/10/2011 18.00,"2,90777","22,921706",,"32,900002","0,96498","20,200001"
06/10/2011 19.00,"3,155202","26,759509",,"32,900002","1,013796","20,200001"
06/10/2011 20.00,"3,16965","39,809618",,"32,900002","1,166499","20,200001"
06/10/2011 21.00,"3,259954","37,204786",,"32,900002","3,590518","20,200001"
06/10/2011 22.00,"2,853588","26,17417",,"32,900002","1,026102","20,200001"
06/10/2011 23.00,"2,795794","20,505071",,"32,900002","0,909706","20,200001"
07/10/2011 0.00,"2,604351","26,107978",,"32,900002","1,011203","20,200001"
07/10/2011 1.00,,"23,836694",,,"1,461429",
07/10/2011 2.00,"2,613381",,,,"0,922622",
07/10/2011 3.00,"2,783152","21,908079",,,"0,940115",
07/10/2011 4.00,"2,664039","40,002748",,,"1,245825",
07/10/2011 5.00,"2,420131","58,713122",,,"4,858209",
07/10/2011 6.00,"2,808436","69,044194",,,"2,593858",
07/10/2011 7.00,"2,951115","79,124774",,,"4,178344",
07/10/2011 8.00,"2,972788","70,673023",,,"3,549838",
07/10/2011 9.00,"2,844558","21,96387",,,"2,195703",
07/10/2011 10.00,"2,548362","18,068972",,,"1,217857",
07/10/2011 11.00,"2,127549","21,544664",,,"1,016644",
07/10/2011 12.00,"2,580871","13,488785",,,"3,307131",
07/10/2011 13.00,"2,257585","15,780826",,,"0,721561",
07/10/2011 14.00,"2,136579","21,462908",,,"2,11536",
07/10/2011 15.00,"2,208821","23,526509",,,"0,730359",
07/10/2011 16.00,"2,18173","21,482371",,,"0,621184",
07/10/2011 17.00,"2,031827","12,861905",,,"2,306963",
07/10/2011 18.00,"2,253973","17,819781",,,"0,482821",
07/10/2011 19.00,"2,382205","14,530972",,,"0,542722",
07/10/2011 20.00,"2,450835","19,268198",,,"2,375356",
07/10/2011 21.00,"2,490568","6,918956",,,"0,205332",
07/10/2011 22.00,"2,073366","10,005297",,,"0,523297",
07/10/2011 23.00,"2,080591","7,269382",,,"0,465328",
08/10/2011 0.00,"2,412908","25,756264",,,"0,544349",
08/10/2011 1.00,"2,640472","11,715883",,"27,700001","1,757376","7,2"
08/10/2011 2.00,"2,512241","8,768424",,"27,700001","3,147106","7,2"
08/10/2011 3.00,"2,851782","10,206464",,"27,700001","0,701221","7,2"
08/10/2011 4.00,"2,606157","19,121529",,"27,700001","0,830126","7,2"
08/10/2011 5.00,"2,318992","25,966507",,"27,700001","0,773378","7,2"
08/10/2011 6.00,"2,546557","38,538997",,"27,700001","1,299726","7,2"
08/10/2011 7.00,"2,197985","30,191092",,"27,700001","1,511262","7,2"
08/10/2011 8.00,,,,"27,700001","0,615285","7,2"
08/10/2011 9.00,"2,577259","46,384641",,"27,700001","2,017728","7,2"
08/10/2011 10.00,"2,728969","37,307324",,"27,700001","1,448208","7,2"
08/10/2011 11.00,"2,499599","38,05878",,"27,700001","4,572432","7,2"
08/10/2011 12.00,"2,862618","44,814202",,"27,700001","2,013151","7,2"
08/10/2011 13.00,"2,582677","28,728391",,"27,700001","2,112818","7,2"
08/10/2011 14.00,"2,662145","25,143659",,"27,700001","3,602214","7,2"
08/10/2011 15.00,"2,510435","30,363706",,"27,700001","0,812685","7,2"
08/10/2011 16.00,"2,59532","23,844494",,"27,700001","1,136599","7,2"
08/10/2011 17.00,"2,318992","15,605606",,"27,700001","0,952471","7,2"
08/10/2011 18.00,"2,313573","18,115691",,"27,700001","0,653575","7,2"
08/10/2011 19.00,"2,826497","37,141192",,"27,700001","0,76214","7,2"
08/10/2011 20.00,"2,309961","37,217768",,"27,700001","1,574824","7,2"
08/10/2011 21.00,"2,730775","60,278361",,"27,700001","3,585942","7,2"
08/10/2011 22.00,"2,570035","46,208126",,"27,700001","2,673693","7,2"
08/10/2011 23.00,"2,730775","40,869994",,"27,700001","1,376509","7,2"
09/10/2011 0.00,"2,647696","36,962095",,"27,700001","2,22367","7,2"
09/10/2011 1.00,,"19,222769",,"39,700001","1,190398","18,29999"
09/10/2011 2.00,"4,2262",,,"39,700001","3,231314","18,29999"
09/10/2011 3.00,"9,77083","31,530487",,"39,700001","5,228397","18,29999"
09/10/2011 4.00,"4,753572","27,822468",,"39,700001","4,604722","18,29999"
09/10/2011 5.00,"3,846925","28,937335",,"39,700001","1,141684","18,29999"
09/10/2011 6.00,"3,71147","24,453197",,"39,700001","0,796769","18,29999"
09/10/2011 7.00,"5,783031","42,384604",,"39,700001","1,258995","18,29999"
09/10/2011 8.00,"17,564007","40,484515",,"39,700001","2,804377","18,29999"
09/10/2011 9.00,"14,325726","42,984205",,"39,700001","5,360098","18,29999"
09/10/2011 10.00,"16,639299","41,537091",,"39,700001","2,743357","18,29999"
09/10/2011 11.00,"19,111799","34,183348",,"39,700001","2,134683","18,29999"
09/10/2011 12.00,"12,969373","32,440292",,"39,700001","1,801615","18,29999"
09/10/2011 13.00,"11,594959","29,046358",,"39,700001","4,720405","18,29999"
09/10/2011 14.00,"11,138021","22,798419",,"39,700001","4,01715","18,29999"
09/10/2011 15.00,"16,507455","40,914121",,"39,700001","1,742121","18,29999"
09/10/2011 16.00,"10,536597","11,647102",,"39,700001","2,758104","18,29999"
09/10/2011 17.00,"5,730654","33,769321",,"39,700001","0,680373","18,29999"
09/10/2011 18.00,"5,786644","53,216636",,"39,700001","1,646523","18,29999"
09/10/2011 19.00,"12,611776","66,175887",,"39,700001","3,224907","18,29999"
09/10/2011 20.00,"16,379232","61,985065",,"39,700001","3,572212","18,29999"
09/10/2011 21.00,"9,967691","33,191766",,"39,700001","3,378474","18,29999"
09/10/2011 22.00,"4,863742","27,701762",,"39,700001","2,444359","18,29999"
09/10/2011 23.00,"3,626585","15,731503",,"39,700001","2,576569","18,29999"
10/10/2011 0.00,"3,566985","30,580451",,"39,700001","3,978504","18,29999"
10/10/2011 1.00,"3,391797","13,644527",,"51,299992","1,233621","18,4"
10/10/2011 2.00,"3,010715","8,530913",,"51,299992","4,99708","18,4"
10/10/2011 3.00,"3,081153","37,408564",,"51,299992","3,67198","18,4"
10/10/2011 4.00,"7,141194","50,54821",,"51,299992","6,148273","18,4"
10/10/2011 5.00,"6,147856","28,207945",,"51,299992","10,500524","18,4"
10/10/2011 6.00,"6,270669","22,346747",,"51,299992","6,889666","18,4"
10/10/2011 7.00,"11,342102","49,398296",,"51,299992","2,734204","18,4"
10/10/2011 8.00,"12,449229","36,006861",,"51,299992","7,266465","18,4"
10/10/2011 9.00,"9,754575","19,482343",,"51,299992","3,01693","18,4"
10/10/2011 10.00,"8,217611","17,17214",,"51,299992","1,001135","18,4"
10/10/2011 11.00,"9,507144","24,137814",,"51,299992","1,071918","18,4"
10/10/2011 12.00,"9,375301","22,189716",,"51,299992","1,587537","18,4"
10/10/2011 13.00,"7,043667","20,508972",,"51,299992","0,990355","18,4"
10/10/2011 14.00,"8,114665","20,971006",,"51,299992","1,446682","18,4"
10/10/2011 15.00,"9,877388","32,318305",,"51,299992","1,498041","18,4"
10/10/2011 16.00,"24,622129","59,748831",,"51,299992","2,181465","18,4"
10/10/2011 17.00,"33,596473","59,538568",,"51,299992","4,437171","18,4"
10/10/2011 18.00,"40,058592","65,36862",,"51,299992","4,368015","18,4"
10/10/2011 19.00,"48,482097","62,532764",,"51,299992","3,704931","18,4"
10/10/2011 20.00,"46,125179","64,064251",,"51,299992","4,641588","18,4"
10/10/2011 21.00,"40,165144","64,030511",,"51,299992","4,28157","18,4"
10/10/2011 22.00,"31,783181","54,033002",,"51,299992","5,18314","18,4"
10/10/2011 23.00,"25,093498","50,193901",,"51,299992","3,495429","18,4"
11/10/2011 0.00,"17,199188","23,905486",,"51,299992","3,082018","18,4"
11/10/2011 1.00,,"42,915433",,"55,599991","1,966878","14,9"
11/10/2011 2.00,"14,17041",,,"55,599991","10,721722","14,9"
11/10/2011 3.00,"15,024679","27,111241",,"55,599991","4,245975","14,9"
11/10/2011 4.00,"8,457818","40,369012",,"55,599991","3,609333","14,9"
11/10/2011 5.00,"11,79362","45,189295",,"55,599991","1,831617","14,9"
11/10/2011 6.00,"18,25754","71,424478",,"55,599991","2,971165","14,9"
11/10/2011 7.00,"30,238999","69,440052",,"55,599991","11,865847","14,9"
11/10/2011 8.00,"40,692518","73,441369",,"55,599991","7,892937","14,9"
11/10/2011 9.00,"41,882724","60,675521",,"55,599991","4,789561","14,9"
11/10/2011 10.00,"29,657437","35,797896",,"55,599991","4,249535","14,9"
11/10/2011 11.00,"27,972381","31,530487",,"55,599991","1,85094","14,9"
11/10/2011 12.00,"12,044667","14,764588",,"55,599991","1,88806","14,9"
11/10/2011 13.00,"9,252489","18,389548",,"55,599991","1,022288","14,9"
11/10/2011 14.00,"11,248193","31,677156",,"55,599991","1,218366","14,9"
11/10/2011 15.00,"13,397408","19,774363",,"55,599991","1,720255","14,9"
11/10/2011 16.00,"6,631883","13,257762",,"55,599991","1,177127","14,9"
11/10/2011 17.00,"5,931129","26,17547",,"55,599991","0,71846","14,9"
11/10/2011 18.00,"14,107193","58,997358",,"55,599991","1,386679","14,9"
11/10/2011 19.00,"14,786274","49,620222",,"55,599991","3,513226","14,9"
11/10/2011 20.00,"5,364023","57,890272",,"55,599991","3,29508","14,9"
11/10/2011 21.00,"4,430286","63,302395",,"55,599991","5,008725","14,9"
11/10/2011 22.00,"4,358043","50,731209",,"55,599991","4,722948","14,9"
11/10/2011 23.00,"4,489886","37,697986",,"55,599991","4,502259","14,9"
12/10/2011 0.00,"6,454889","66,20833",,"55,599991","1,568722","14,9"
12/10/2011 1.00,"32,80181","62,001936",,"24,5","7,225785","10,9"
12/10/2011 2.00,"19,370066","24,826976",,"24,5","10,785284","10,9"
12/10/2011 3.00,"8,851541","27,520065",,"24,5","0,993304","10,9"
12/10/2011 4.00,"5,510314","24,297446",,"24,5","1,258537","10,9"
12/10/2011 5.00,"4,42848","31,718683",,"24,5","1,342287","10,9"
12/10/2011 6.00,"4,168406","47,274983",,"24,5","1,717204","10,9"
12/10/2011 7.00,"4,200915","50,087456",,"24,5","1,986201","10,9"
12/10/2011 8.00,"3,628391","51,150433",,"24,5","1,622623","10,9"
12/10/2011 9.00,"4,356237","42,163959",,"24,5","1,927215","10,9"
12/10/2011 10.00,"4,77705","21,878213",,"24,5","1,775173","10,9"
12/10/2011 11.00,"5,793867","22,529746",,"24,5","1,184296","10,9"
12/10/2011 12.00,"5,187028","33,368281",,"24,5","1,005457","10,9"
12/10/2011 13.00,"5,32429","29,758902",,"24,5","0,777242","10,9"
12/10/2011 14.00,"4,070878","30,239101",,"24,5","0,711086","10,9"
12/10/2011 15.00,"4,130478","31,857551",,"24,5","0,609336","10,9"
12/10/2011 16.00,"3,343033","26,509018",,"24,5","0,702188","10,9"
12/10/2011 17.00,"3,212996","30,241701",,"24,5",,"10,9"
12/10/2011 18.00,"3,278014","38,446859",,"24,5",,"10,9"
12/10/2011 19.00,"3,814416","57,713757",,"24,5",,"10,9"
12/10/2011 20.00,"4,076297","66,142139",,"24,5","2,734713","10,9"
12/10/2011 21.00,"3,301493","55,667017",,"24,5","3,862057","10,9"
12/10/2011 22.00,"2,463477","31,264431",,"24,5","1,677541","10,9"
12/10/2011 23.00,"2,781345","27,548611",,"24,5","4,049745","10,9"
13/10/2011 0.00,"2,613381","22,06381",,"24,5","1,062104","10,9"
13/10/2011 1.00,,"16,473885",,"27,6","0,6491","15,6"
13/10/2011 2.00,"2,315379",,,"27,6","0,635066","15,6"
13/10/2011 3.00,"2,277452","11,156504",,"27,6","0,784971","15,6"
13/10/2011 4.00,"2,423744","12,612716",,"27,6","2,600164","15,6"
13/10/2011 5.00,"2,875261","23,632931",,"27,6","0,613404","15,6"
13/10/2011 6.00,"2,851782","33,110007",,"27,6","1,06185","15,6"
13/10/2011 7.00,"2,821079","30,374089",,"27,6","1,644489","15,6"
13/10/2011 8.00,"2,490568","30,13788",,"27,6","1,416681","15,6"
13/10/2011 9.00,"1,967664","36,688775",,"27,6","1,415664","15,6"
13/10/2011 10.00,"1,647134","46,480681",,"27,6","1,576858","15,6"
13/10/2011 11.00,"1,621849","30,23132",,"27,6","1,746697","15,6"
13/10/2011 12.00,"1,490007","25,549902",,"27,6","1,119259","15,6"
13/10/2011 13.00,"1,426794","18,18318",,"27,6","0,92008","15,6"
13/10/2011 14.00,"1,728408","23,443452",,"27,6","0,7119","15,6"
13/10/2011 15.00,"1,625462","19,168258",,"27,6","2,675829","15,6"
13/10/2011 16.00,"1,644","19,54584",,"27,6","0,824278","15,6"
13/10/2011 17.00,"1,4882","20,397349",,"27,6","0,839839","15,6"
13/10/2011 18.00,"1,302175","30,280649",,"27,6","0,821431","15,6"
13/10/2011 19.00,"1,713959","40,50268",,"27,6","0,754919","15,6"
13/10/2011 20.00,"1,937912","36,323524",,"27,6","1,649065","15,6"
13/10/2011 21.00,"1,511679","37,187923",,"27,6","3,323556","15,6"
13/10/2011 22.00,"2,040858","30,031458",,"27,6","5,068219","15,6"
13/10/2011 23.00,"1,659777","15,204571",,"27,6","2,266384","15,6"
14/10/2011 0.00,"1,755499","7,536744",,"27,6","1,285488","15,6"
14/10/2011 1.00,"4,004054","10,471226",,"24,29999","0,899435","12,1"
14/10/2011 2.00,"2,779539","3,374468",,"24,29999","2,104681","12,1"
14/10/2011 3.00,"3,525446","3,008469",,"24,29999","0,591843","12,1"
14/10/2011 4.00,"2,019184","3,14085",,"24,29999","0,567079","12,1"
14/10/2011 5.00,"1,587534","4,790447",,"24,29999","0,629981","12,1"
14/10/2011 6.00,"1,531546","6,902083",,"24,29999","0,478702","12,1"
14/10/2011 7.00,"1,462916","8,961808",,"24,29999","0,690238","12,1"
14/10/2011 8.00,"1,728408","8,006575",,"24,29999","0,854178","12,1"
14/10/2011 9.00,"1,74105","8,98387",,"24,29999","0,928775","12,1"
14/10/2011 10.00,"1,572115","7,757525",,"24,29999",,"12,1"
14/10/2011 11.00,"1,775366","8,890425",,"24,29999","0,846907","12,1"
14/10/2011 12.00,"1,641717","9,631508",,"24,29999","1,004593","12,1"
14/10/2011 13.00,"1,686868","9,172062",,"24,29999","1,131158","12,1"
14/10/2011 14.00,"1,712153","6,759317",,"24,29999","0,796311","12,1"
14/10/2011 15.00,"1,625462","8,153233",,"24,29999","0,680119","12,1"
14/10/2011 16.00,"1,849414","7,129211",,"24,29999","0,887434","12,1"
14/10/2011 17.00,"2,019184","8,843702",,"24,29999","0,843042","12,1"
14/10/2011 18.00,"1,603789","10,440081",,"24,29999","0,869637","12,1"
14/10/2011 19.00,"2,084203","10,745084",,"24,29999","0,981303","12,1"
14/10/2011 20.00,"1,84219","6,049382",,"24,29999","1,44414","12,1"
14/10/2011 21.00,"1,849414","4,870914",,"24,29999","1,032255","12,1"
14/10/2011 22.00,"1,67242","4,368637",,"24,29999","0,844161","12,1"
14/10/2011 23.00,"1,768141","3,736574",,"24,29999","0,744597","12,1"
15/10/2011 0.00,"1,90179","2,88517",,"24,29999","0,555079","12,1"
15/10/2011 1.00,,"2,185617",,"40,200001","0,553909",20
15/10/2011 2.00,"1,650747",,,"40,200001","0,610556",20
15/10/2011 3.00,"1,936105",,,"40,200001","0,697967",20
15/10/2011 4.00,"1,854832",,,"40,200001","3,856769",20
15/10/2011 5.00,"1,853026",,,"40,200001","5,353946",20
15/10/2011 6.00,"1,452079",,,"40,200001","0,66222",20
15/10/2011 7.00,"1,777171",,,"40,200001","0,70295",20
15/10/2011 8.00,"2,013767",,,"40,200001","0,814719",20
15/10/2011 9.00,"1,923463",,,"40,200001","0,777344",20
15/10/2011 10.00,"2,004736",,,"40,200001","0,752682",20
15/10/2011 11.00,"1,712153",,,"40,200001","0,773479",20
15/10/2011 12.00,"2,226882",,,"40,200001","1,016339",20
15/10/2011 13.00,"2,183537",,,"40,200001","0,847873",20
15/10/2011 14.00,"2,315379",,,"40,200001","0,849703",20
15/10/2011 15.00,"2,109488",,,"40,200001","0,631404",20
15/10/2011 16.00,"2,141997",,,"40,200001","0,69817",20
15/10/2011 17.00,"2,351501",,,"40,200001","0,708798",20
15/10/2011 18.00,"2,174507",,,"40,200001","0,794887",20
15/10/2011 19.00,"3,967932",,,"40,200001","2,184516",20
15/10/2011 20.00,"8,288048",,,"40,200001","3,875278",20
15/10/2011 21.00,"12,526886",,,"40,200001","3,233551",20
15/10/2011 22.00,"14,414225",,,"40,200001","4,02732",20
15/10/2011 23.00,"13,70264",,,"40,200001","7,818187",20
16/10/2011 0.00,"6,384451",,,"40,200001","8,857562",20
16/10/2011 1.00,"3,879435",,,"34,900002","4,913127",19
16/10/2011 2.00,"3,200353",,,"34,900002","1,851448",19
16/10/2011 3.00,"2,869843",,,"34,900002","2,194177",19
16/10/2011 4.00,"2,804824",,,"34,900002","3,678489",19
16/10/2011 5.00,"3,061286",,,"34,900002","6,632874",19
16/10/2011 6.00,"2,812049",,,"34,900002","8,020063",19
16/10/2011 7.00,"2,636859",,,"34,900002","7,646314",19
16/10/2011 8.00,"3,343033",,,"34,900002","11,368015",19
16/10/2011 9.00,"3,615749",,,"34,900002","6,529648",19
16/10/2011 10.00,"4,195497",,,"34,900002","2,719458",19
16/10/2011 11.00,"4,475438",,,"34,900002","1,252435",19
16/10/2011 12.00,"4,087133",,,"34,900002","1,387696",19
16/10/2011 13.00,"4,007665",,,"34,900002","1,289556",19
16/10/2011 14.00,"3,684379",,,"34,900002","3,65764",19
16/10/2011 15.00,"3,749398",,,"34,900002","0,827584",19
16/10/2011 16.00,"3,252729",,,"34,900002","7,497325",19
16/10/2011 17.00,"2,978207",,,"34,900002","1,029662",19
16/10/2011 18.00,"2,671175",,,"34,900002","0,904011",19
16/10/2011 19.00,"2,620606",,,"34,900002","0,951353",19
16/10/2011 20.00,"2,936667",,,"34,900002","1,205653",19
16/10/2011 21.00,"2,676593",,,"34,900002","1,443631",19
16/10/2011 22.00,"2,557393",,,"34,900002","0,95837",19
16/10/2011 23.00,"2,833721",,,"34,900002","0,778564",19
17/10/2011 0.00,"2,970982",,,"34,900002","3,962842",19
17/10/2011 1.00,,,,"35,200001","0,674474","17,1"
17/10/2011 2.00,"2,873455",,,"35,200001","0,812278","17,1"
17/10/2011 3.00,"3,043225",,,"35,200001","0,595453","17,1"
17/10/2011 4.00,"2,970982",,,"35,200001","0,603284","17,1"
17/10/2011 5.00,"3,162426",,,"35,200001","5,40027","17,1"
17/10/2011 6.00,"3,158813",,,"35,200001","0,717341","17,1"
17/10/2011 7.00,"3,700634",,,"35,200001","0,992744","17,1"
17/10/2011 8.00,"4,172018",,,"35,200001","0,882807","17,1"
17/10/2011 9.00,"5,279138",,,"35,200001","1,25752","17,1"
17/10/2011 10.00,"6,102704",,,"35,200001","0,951658","17,1"
17/10/2011 11.00,"6,458501",,,"35,200001","0,989999","17,1"
17/10/2011 12.00,"5,996146",,,"35,200001","1,071308","17,1"
17/10/2011 13.00,"8,013525",,,"35,200001","0,866891","17,1"
17/10/2011 14.00,"7,838337",,,"35,200001","3,678489","17,1"
17/10/2011 15.00,"5,831795",,,"35,200001","0,80643","17,1"
17/10/2011 16.00,"5,754134",,,"35,200001","0,983897","17,1"
17/10/2011 17.00,"5,488642",,,"35,200001","0,887892","17,1"
17/10/2011 18.00,"5,257465",,,"35,200001","0,953082","17,1"
17/10/2011 19.00,"5,840825",,,"35,200001","6,13912","17,1"
17/10/2011 20.00,"9,415034","54,694898",,"35,200001","7,119","17,1"
17/10/2011 21.00,"5,820958","50,877878",,"35,200001","8,040402","17,1"
17/10/2011 22.00,"4,943209","33,734275",,"35,200001","1,371424","17,1"
17/10/2011 23.00,"4,775245","45,220443",,"35,200001","5,395185","17,1"
