,Provincia Bari,,,,,
,Monopoli,,,,,
Parm,O3,NO2,CO,Benzene,PM10,BENZENE
,,,,,,
,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
07/11/2010 0.00,"4,33444074","55,97525312","1,6710993",,"59,09645081","3,12559695"
07/11/2010 1.00,"5,80805547","48,94209496","1,36435014",,,"2,64447459"
07/11/2010 2.00,"6,20835422","49,5559808","1,33806425",,"56,41025162","1,876963"
07/11/2010 3.00,"8,08159538","52,20949264","1,23132462",,,"1,35105908"
07/11/2010 4.00,"10,45301198","47,3242944","1,14139128",,"41,75823975","1,30692229"
07/11/2010 5.00,"17,18722425","32,14309088","0,96452564",,,"1,00092428"
07/11/2010 6.00,"14,85765078","38,09642792","0,93543675",,"37,85102081","0,7330953"
07/11/2010 7.00,"13,26388319","40,07827328","0,99432634",,,"0,77275931"
07/11/2010 8.00,"11,49055362","50,2821584","1,24457649",,"33,69963074","1,08997585"
07/11/2010 9.00,"12,96011052","55,32698952","1,67736001",,,"1,7631668"
07/11/2010 10.00,"35,0825538","36,4409992","1,269617",,"26,61782074","2,04927941"
07/11/2010 11.00,"48,3079674","25,96780888","0,93504182",,,"0,75437704"
07/11/2010 12.00,"49,4319105","23,50444544","0,90415534",,"25,64101982","0,74070551"
07/11/2010 13.00,"54,05729805","22,82176584","0,8831632",,,"0,74146114"
07/11/2010 14.00,"62,0551932","19,83342456","0,82559706",,"14,16361046","0,63544296"
07/11/2010 15.00,"64,6743489","15,03779396","0,76550286",,,"0,37960034"
07/11/2010 16.00,"63,21355005","14,50307066","0,76034774",,"13,91940975","0,36844283"
07/11/2010 17.00,"59,11334625","16,60367607","0,79956863",,,"0,40387613"
07/11/2010 18.00,"56,5076967","20,17347376","0,8241944",,"23,68741989","0,54685921"
07/11/2010 19.00,"52,66602495","22,57194392","0,87313139",,,"0,42904891"
07/11/2010 20.00,"44,6127885","30,95812888","0,94296032",,"26,37360954","0,82054814"
07/11/2010 21.00,"44,705955","28,7167104","0,90273287",,,"0,85588584"
07/11/2010 22.00,"43,12026915","29,50581192","0,95642889",,"37,11843109","0,78423921"
07/11/2010 23.00,"62,42915595","13,64452721","0,76179001",,,"0,48354282"
08/11/2010 0.00,"64,89238245","10,76519478","0,70327555",,"19,29179955","0,18716665"
08/11/2010 1.00,"62,3117103","9,97739151","0,68216459",,,"0,131791"
08/11/2010 2.00,,"8,61267857","0,69993899",,"16,60560989","0,10044401"
08/11/2010 3.00,"50,89673925",,"0,69456601",,,"0,15087195"
08/11/2010 4.00,"53,1594882","29,84781136",,,"10,50061035","0,12847558"
08/11/2010 5.00,"42,49316085","24,99115928","0,75041495",,,"0,21566197"
08/11/2010 6.00,"38,61707535","25,22801784","0,72336015",,"26,86202049","0,19826008"
08/11/2010 7.00,"30,7204464","37,19960432","0,81892161",,,"0,35986342"
08/11/2010 8.00,"12,23309462","64,99417624","1,25275246",,"18,55920982","0,95442399"
08/11/2010 9.00,"33,29573205","56,35683096","1,51038872",,,"2,55780077"
08/11/2010 10.00,"60,6821544","24,45644936","0,83414816",,"10,7448101","0,79353561"
08/11/2010 11.00,"60,6504339","22,34934888","0,80397233",,,"0,40008678"
08/11/2010 12.00,"60,1697985","26,98468696","0,82364219",,"5,61660624","0,52123691"
08/11/2010 13.00,"64,2504114","23,25397344","0,83221193",,,"0,41591232"
08/11/2010 14.00,"62,7565554","26,08268184","0,89362956",,"6,59340715","1,25380235"
08/11/2010 15.00,"65,77668615","20,61409416","0,79052357",,,"0,43133411"
08/11/2010 16.00,"57,62758995","28,9061896","0,93606935",,"6,83760691","0,39153178"
08/11/2010 17.00,"46,24032945","41,62469888","1,05037216",,,"1,05624501"
08/11/2010 18.00,"53,1034686","32,88806344","0,94892396",,"10,50061035","0,85941687"
08/11/2010 19.00,"53,40317745","32,22161672","0,95915382",,,"0,81310472"
08/11/2010 20.00,"57,38052915","26,30590784","0,88738866",,"10,98900986","0,71373874"
08/11/2010 21.00,"56,2336236","26,1417244","0,86319743",,,"0,63364795"
08/11/2010 22.00,"62,01399645","16,76784995","0,77993838",,"10,50061035","0,39597912"
08/11/2010 23.00,"62,46291135","14,59132093","0,75284397",,,"0,31237969"
09/11/2010 0.00,"66,12433485","10,21034959","0,70528984",,"5,86080599","0,1800985"
09/11/2010 1.00,"66,6853089","11,32717747","0,68625374",,,"0,21754952"
09/11/2010 2.00,"66,41257245","10,90276892","0,67013829",,"4,88400507","0,12287699"
09/11/2010 3.00,"69,12557295","8,06822127","0,66526044",,,"0,11606207"
09/11/2010 4.00,"68,34724365","7,63343438","0,65801297",,"9,03540897","0,09784354"
09/11/2010 5.00,"65,38043925","9,69510574","0,65951349",,,"0,0480563"
09/11/2010 6.00,"60,5741451","13,58546935","0,68581803",,"11,72161007","0,04472766"
09/11/2010 7.00,"55,03002015","19,95996072","0,75515533",,,"0,21671456"
09/11/2010 8.00,"44,7214761","34,47341736","0,88683528",,"6,83760691","0,38270219"
09/11/2010 9.00,"44,14498095","34,10029056","1,06561735",,,"1,00496381"
09/11/2010 10.00,"55,5477825","20,31167312","0,837169",,"13,18680954","0,71568324"
09/11/2010 11.00,"59,53592715","15,5504547","0,79374246",,,"0,37532995"
09/11/2010 12.00,"59,87547615","18,8665166","0,81044973",,"7,57020807","0,39670526"
09/11/2010 13.00,"63,34585845","16,79770583","0,78884597",,,"0,3299504"
09/11/2010 14.00,"63,02318715","20,37788568","0,80993596",,"16,11721039","0,40197535"
09/11/2010 15.00,"64,2355686","15,8035404","0,76080209",,,"0,31120912"
09/11/2010 16.00,"61,07163825","19,03782989","0,8056709",,"23,68741989","0,29870816"
09/11/2010 17.00,"57,26170695","21,33700224","0,80213512",,,"0,50694297"
09/11/2010 18.00,"54,1936563","26,01583832","0,86382886",,"25,64101982","0,44781053"
09/11/2010 19.00,"52,28597745","28,1781","0,88176054",,,"0,69219563"
09/11/2010 20.00,"53,5827474","28,1138568","0,8989606",,"16,84980965","0,76343749"
09/11/2010 21.00,"59,46977295","20,09689816","0,79056318",,,"0,46915125"
09/11/2010 22.00,"63,45522435","13,8158405","0,75059203",,"20,75702095","0,38034173"
09/11/2010 23.00,"68,337129","9,21943456","0,71307087",,,"0,23049186"
10/11/2010 0.00,"67,54665015","8,91573248","0,73670989",,"13,91940975","0,16290204"
10/11/2010 1.00,"69,03240645","7,94232754","0,73208833",,,"0,13178388"
10/11/2010 2.00,,"6,08442376","0,70661328",,"15,38461018","0,09505492"
10/11/2010 3.00,"66,95194065",,"0,70367165",,,"0,09830627"
10/11/2010 4.00,"68,8555497","27,4460908",,,"13,67521","0,12654531"
10/11/2010 5.00,"63,74549685","20,38436736","0,70205114",,,"0,14216541"
10/11/2010 6.00,"61,1033787","19,8840352","0,72140412",,"15,14041042","0,20999118"
10/11/2010 7.00,"60,906951","19,12868048","0,68548251",,,"0,15028311"
10/11/2010 8.00,"52,79294685","26,84516832","0,77557429",,"17,82661057","0,31409028"
10/11/2010 9.00,"47,4992742","33,1009264","0,97684784",,,"0,693175"
10/11/2010 10.00,"51,6075777","28,36044744","0,86529094",,"21,48962021","0,75013106"
10/11/2010 11.00,"53,06430675","26,61286032","0,88051749",,,"0,56697852"
10/11/2010 12.00,"54,14842965","26,44284528","0,85332289",,"45,1770401","0,50410656"
10/11/2010 13.00,"59,08836885","20,98722096","0,78807474",,,"0,41046222"
10/11/2010 14.00,"56,52862425","23,42917","0,83639894",,"38,82783127","0,5799056"
10/11/2010 15.00,"60,4263156","16,38368135","0,74911131",,,"0,3185183"
10/11/2010 16.00,"58,037343","18,80486416","0,83845283",,"34,18803024","0,32132624"
10/11/2010 17.00,"48,4180116","27,47788736","0,87658678",,,"0,56744024"
10/11/2010 18.00,"23,8026243","61,44579104","1,23436643",,"45,90964127","1,11317261"
10/11/2010 19.00,"37,0577235","40,67076384","1,00520744",,,"1,35129502"
10/11/2010 20.00,"35,3559486","42,79407808","1,01316555",,"35,89743042","0,97931608"
10/11/2010 21.00,"55,31893605","24,24553664","0,79891623",,,"0,76965543"
10/11/2010 22.00,"63,60169725","14,64323746","0,72699262",,"19,53602028","0,38307746"
10/11/2010 23.00,"66,14727735","9,84501037","0,68887965",,,"0,29333941"
11/11/2010 0.00,"69,86204715","8,95791311","0,66174563",,"13,91940975","0,21696678"
11/11/2010 1.00,"71,13381975","7,11688273","0,66210096",,,"0,15483825"
11/11/2010 2.00,"62,061258","17,6841511","0,6819677",,"16,60560989","0,15033396"
11/11/2010 3.00,"63,4032546","15,33629731","0,6754705",,,"0,15110179"
11/11/2010 4.00,"63,79341675","11,59972351","0,67493693",,"10,98900986","0,1485959"
11/11/2010 5.00,"59,76950175","15,27790101","0,66593148",,,"0,22406442"
11/11/2010 6.00,"55,158957","19,78216384","0,69336257",,"6,10500622","0,17682986"
11/11/2010 7.00,"38,78313915","37,01400648","0,83906562",,,"0,30928801"
11/11/2010 8.00,"16,52433762","69,76970216","1,24015182",,"9,27960968","1,08596379"
11/11/2010 9.00,"17,54567189","66,79822472","1,36569222",,,"1,6562445"
11/11/2010 10.00,"19,90764017","54,22443472","1,09411325",,"31,74603081","1,61799107"
11/11/2010 11.00,"12,55778685","65,18367456","1,31636146",,,"1,75589016"
11/11/2010 12.00,"36,10592895","44,0212188","1,05842813",,"25,88521957","1,54533557"
11/11/2010 13.00,"53,02516485","28,94903752","0,86465951",,,"0,87882224"
11/11/2010 14.00,"56,22350895","24,34417672","0,88209606",,"19,29179955","0,49674145"
11/11/2010 15.00,"52,9374048","23,82826176","0,82915147",,,"0,54705244"
11/11/2010 16.00,"53,38833465","22,02163208","0,89110151",,"14,65200996","0,45212972"
11/11/2010 17.00,"35,694141","37,49875584","0,92268",,,"0,7615713"
11/11/2010 18.00,"16,89492882","60,473692","1,12028031",,"19,04759979","0,94427942"
11/11/2010 19.00,"6,55667523","90,21508144","1,98588696",,,"2,27638263"
11/11/2010 20.00,"10,8418295","63,59767056","1,30014699",,"29,05982971","3,50995481"
11/11/2010 21.00,"13,49676752","53,57160144","1,21742267",,,"2,4329274"
11/11/2010 22.00,"21,78019305","43,01017232","1,11822642",,"24,66422081","2,17812212"
11/11/2010 23.00,"31,8767883","29,73033808","0,99037582",,,"1,76754295"
12/11/2010 0.00,"39,6377373","23,01514552","0,88114892",,"28,57142067","1,05970892"
12/11/2010 1.00,"46,20386085","16,30581515","0,77764799",,,"0,66277483"
12/11/2010 2.00,,"9,6457857","0,7092788",,"17,58241081","0,41579943"
12/11/2010 3.00,"48,2586909",,"0,70815341",,,"0,31010466"
12/11/2010 4.00,"50,32836375","26,07099952",,,"12,94260979","0,25386049"
12/11/2010 5.00,"51,88973055","17,02613438","0,68651004",,,"0,2141924"
12/11/2010 6.00,"52,04633805","15,50048075","0,68931303",,"21,0012207","0,1984706"
12/11/2010 7.00,"44,90711085","23,09497152","0,72721048",,,"0,23393644"
12/11/2010 8.00,"43,2681186","26,56288064","0,79358519",,"16,36141014","0,3928549"
12/11/2010 9.00,"46,8512184","27,63688928","0,89447885",,,"0,63243569"
12/11/2010 10.00,"50,55451695","25,9639084","0,83886757",,"13,91940975","0,53704719"
12/11/2010 11.00,"56,705481","24,24163616","0,82105472",,,"0,50542968"
12/11/2010 12.00,"68,89941975","12,97936918","0,73870437",,"7,81440783","0,34804994"
12/11/2010 13.00,"73,5747621","9,1636271","0,71820619",,,"0,19822652"
12/11/2010 14.00,"69,26394615","14,51345664","0,77537624",,"8,54700947","0,24750119"
12/11/2010 15.00,"69,85259085","16,75811787","0,76485046",,,"0,23238653"
12/11/2010 16.00,"61,92557805","26,12161016","0,84658919",,"6,83760691","0,27239735"
12/11/2010 17.00,"37,3965942","57,41655696","1,2157043",,,"0,67759659"
12/11/2010 18.00,"7,33769978","83,36297056","1,43901849",,"21,24542046","2,59966659"
12/11/2010 19.00,"5,72367495","79,5407296","1,59805031",,,"2,13580984"
12/11/2010 20.00,"9,39792431","69,7255732","1,46066186",,"31,25761986","2,99103971"
12/11/2010 21.00,"12,68807033","59,95517672","1,33837996",,,"2,37371258"
12/11/2010 22.00,"22,06775235","41,48323","1,0843389",,"42,49084091","2,29945734"
12/11/2010 23.00,"31,9172868","31,44354744","0,9258989",,,"1,09179323"
13/11/2010 0.00,"29,4047838","32,491572","0,89643372",,"24,66422081","0,89652618"
13/11/2010 1.00,"34,5000138","32,1943516","0,79865993",,,"0,70216528"
13/11/2010 2.00,"30,15137265","33,61422192","0,8021957",,"21,97801971","0,60193179"
13/11/2010 3.00,"36,4393932","28,30268592","0,77308585",,,"0,48469712"
13/11/2010 4.00,"37,8596736","25,01647416","0,77413318",,"16,36141014","0,4496635"
13/11/2010 5.00,"35,1669423","28,96265096","0,75298261",,,"0,35117824"
13/11/2010 6.00,"26,13555735","37,6006272","0,79143227",,"22,95482063","0,44091527"
13/11/2010 7.00,"21,0842373","43,48844","0,82194362",,,"0,50831694"
13/11/2010 8.00,"12,64959476","56,79357","1,05442053",,"24,17580986","0,78198656"
13/11/2010 9.00,"29,69910615","43,50595392","1,07715085",,,"1,20312829"
13/11/2010 10.00,"44,80991445","29,2520704","0,91213326",,"21,48962021","0,78506095"
13/11/2010 11.00,"54,7404459","24,10341768","0,86530958",,,"0,54755789"
13/11/2010 12.00,"58,44845265","23,04241064","0,86446029",,"14,89620972","0,43722356"
13/11/2010 13.00,"58,65768825","28,49153416","0,8410601",,,"0,45126324"
13/11/2010 14.00,"68,71783485","19,2260204","0,81262245",,"14,40781021","0,44138105"
13/11/2010 15.00,"65,42229435","24,03722424","0,81461693",,,"0,34685904"
13/11/2010 16.00,"56,9856189","33,76997344","0,96549259",,"12,21000957","0,4140685"
13/11/2010 17.00,"20,67516255","78,27466056","1,46611173",,,"1,48338806"
13/11/2010 18.00,"10,13102097","88,38768744","1,92022407",,"33,69963074","3,14785094"
13/11/2010 19.00,"11,80173971","77,41546512","1,79572984",,,"4,46517003"
13/11/2010 20.00,"8,95509815","66,21741648","1,57984252",,"73,2600708","3,4717929"
13/11/2010 21.00,"6,28598366","74,8722948","1,63276847",,,"3,60883264"
13/11/2010 22.00,"10,48473647","56,63523728","1,42693161",,"84,73748016","3,09403436"
13/11/2010 23.00,"8,96454846","62,34846536","1,41662253",,,"2,86628127"
14/11/2010 0.00,"10,28694419","60,68460472","1,2916355",,"81,07447052","2,38867773"
14/11/2010 1.00,"12,60099456","47,75973328","1,2127219",,,"1,81910078"
14/11/2010 2.00,,"59,47757824","1,21019385",,"66,91085052","1,49028231"
14/11/2010 3.00,"19,91978573",,"1,08088234",,,"1,56985239"
14/11/2010 4.00,"18,62439033","65,21222072",,,"49,08423996","1,34496928"
14/11/2010 5.00,"26,2631376","44,84276696","0,92698468",,,"0,79736563"
14/11/2010 6.00,"20,43416655","44,08481192","0,94347409",,"41,02563095","0,89318432"
14/11/2010 7.00,"23,20047345","35,50457808","0,85225575",,,"0,5988096"
14/11/2010 8.00,"20,95462215","38,13147488","0,95060389",,"31,01342964","0,80108276"
14/11/2010 9.00,"24,22925505","42,14839568","1,1066137",,,"1,05081525"
14/11/2010 10.00,"40,5794172","36,96792728","1,1123222",,"24,17580986","1,28899157"
14/11/2010 11.00,"46,8107199","30,2384712","1,05357125",,,"0,74225237"
14/11/2010 12.00,"49,748517","35,4364344","1,10693058",,"19,29179955","0,90637176"
14/11/2010 13.00,"59,6905197","25,06448448","0,93832013",,,"0,69162"
14/11/2010 14.00,"61,1600766","23,3986736","0,89248437",,"11,47741032","0,52939833"
14/11/2010 15.00,"64,32400695","20,89703192","0,8512888",,,"0,37932575"
14/11/2010 16.00,"67,01067345","13,48813517","0,81275992",,"10,7448101","0,37790195"
14/11/2010 17.00,"39,31843755","44,40602792","1,063998",,,"0,51186525"
14/11/2010 18.00,"12,74275128","75,60753528","1,57462915",,"32,47863007","1,62645047"
14/11/2010 19.00,"5,04323432","66,57434864","1,56503188",,,"2,32223611"
14/11/2010 20.00,"5,25317216","72,61139304","1,86386253",,"50,79365158","2,99228351"
14/11/2010 21.00,"7,55236178","67,17655216","1,47681575",,,"3,32937019"
14/11/2010 22.00,"9,45395388","57,07327648","1,65241736",,"60,07326126","2,56449364"
14/11/2010 23.00,"5,62984412","64,97991272","1,60285011",,,"2,89816524"
15/11/2010 0.00,"6,00651807","63,05452872","1,43508778",,"53,47985077","2,64728558"
15/11/2010 1.00,"10,98224757","44,45665768","1,01697743",,,"1,5202716"
15/11/2010 2.00,"18,55890246","32,01913592","0,90994073",,"46,39804077","0,87382369"
15/11/2010 3.00,"28,65819495","28,54019456","0,79249824",,,"0,61535517"
15/11/2010 4.00,"17,58144623","32,31440608","0,88191898",,"29,05982971","0,3753625"
15/11/2010 5.00,"11,97589922","37,84073616","0,90512345",,,"0,61922079"
15/11/2010 6.00,"5,01960753","44,91999264","1,00348906",,"34,67642975","0,67765456"
15/11/2010 7.00,"4,88055005","50,7837716","1,30950893",,,"0,73882406"
15/11/2010 8.00,"5,4712097","63,83064776","1,77088854",,"42,24663162","1,79150449"
15/11/2010 9.00,"6,92727441","95,64214048","3,74241804",,,"7,44167579"
15/11/2010 10.00,"16,33261812","48,7448148","1,39434773",,"50,06105042","3,74712531"
15/11/2010 11.00,"27,6469893","34,47276728","1,14344517",,,"1,55889523"
15/11/2010 12.00,"30,5192706","35,02826064","1,14573556",,"35,16482162","1,32612224"
15/11/2010 13.00,"34,5114651","31,9620436","1,1037909",,,"1,08805169"
15/11/2010 14.00,"45,3229287","26,2578784","1,00082354",,"21,73381996","0,98965084"
15/11/2010 15.00,"38,24512755","39,83493304","1,04221599",,,"0,75281188"
15/11/2010 16.00,"20,6258661","62,22712984","1,64256379",,"36,63003159","1,51385942"
15/11/2010 17.00,"12,53078652","84,15207208","1,79604672",,,"3,30228951"
15/11/2010 18.00,"6,84829436","92,59731872","2,26706321",,"43,22343063","3,92157539"
15/11/2010 19.00,"7,20336645","91,47011824","2,3091465",,,"3,97878978"
15/11/2010 20.00,"6,8597696","92,8984396","2,15443916",,"46,39804077","5,37900758"
15/11/2010 21.00,"9,27439191","77,48620912","1,70994506",,,"3,49146677"
15/11/2010 22.00,"23,02024515","54,0291048","1,19793106",,"40,29304123","1,81613419"
15/11/2010 23.00,"12,95808959","63,01233088","1,49727548",,,"1,94140418"
16/11/2010 0.00,"12,55711653","60,2900444","1,41292948",,"43,46763992","1,60352627"
16/11/2010 1.00,"25,08586815","34,43446992","1,15790049",,,"1,01290352"
16/11/2010 2.00,,"46,9660812","1,23495942",,"33,21123123","0,84170683"
16/11/2010 3.00,"20,2545966",,"1,08538507",,,"0,89277243"
16/11/2010 4.00,"19,53568838","48,45149488",,,"28,08300972","0,63927298"
16/11/2010 5.00,"12,02586","50,07514616","1,07169981",,,"0,90520729"
16/11/2010 6.00,"19,68149894","49,317172","1,01731295",,"42,73503113","0,85334945"
16/11/2010 7.00,"7,17366489","65,49060792","1,34943931",,,"1,04333522"
16/11/2010 8.00,"13,1896233","66,74501376","1,53424442",,"27,59461975","1,88817034"
16/11/2010 9.00,"13,77015833","69,14673432","2,089664",,,"3,11804776"
16/11/2010 10.00,"32,6308185","44,74282672","1,25526071",,"30,28083038","2,14102603"
16/11/2010 11.00,"38,56508565","41,67725976","1,10947843",,,"1,25098322"
16/11/2010 12.00,"44,34480015","35,37932296","1,02691022",,"22,71062088","0,97207301"
16/11/2010 13.00,"41,49274815","40,62728496","1,1049559",,,"1,05207836"
16/11/2010 14.00,"40,53283395","45,43458832","1,13989076",,"23,68741989","1,41117089"
16/11/2010 15.00,"43,87090785","36,48705928","0,97779615",,,"0,9694044"
16/11/2010 16.00,"42,7530495","35,8102304","1,07952046",,"22,71062088","0,80882519"
16/11/2010 17.00,"29,25896925","52,35226168","1,19783203",,,"1,21289352"
16/11/2010 18.00,"28,58258445","50,10174208","1,21189242",,"26,86202049","1,54354361"
16/11/2010 19.00,"55,08268815","20,54985096","0,88448664",,,"0,63112376"
16/11/2010 20.00,"38,57725515","32,27482768","0,97623622",,"21,97801971","0,58834162"
16/11/2010 21.00,"37,4398059","36,54612096","1,01160562",,,"0,70955073"
16/11/2010 22.00,"24,4641663","52,4372692","1,09891305",,"12,45421028","1,14336022"
16/11/2010 23.00,"31,84169625","39,43389104","0,98074011",,,"0,9890447"
17/11/2010 0.00,"39,52839135","28,4499864","0,91614202",,"10,50061035","0,79906402"
17/11/2010 1.00,"43,75751205","28,70892856","0,87838437",,,"0,61279844"
17/11/2010 2.00,"48,1338039","23,37595904","0,80432765",,"8,05860806","0,47502036"
17/11/2010 3.00,"49,93076025","21,29287328","0,7918272",,,"0,33086163"
17/11/2010 4.00,"42,0496524","18,49661726","0,78708682",,"7,32600689","0,30197273"
17/11/2010 5.00,"32,88935055","29,80691368","0,8439027",,,"0,34023837"
17/11/2010 6.00,"24,5465199","42,19835624","0,78866772",,"5,37240601","0,43093443"
17/11/2010 7.00,"9,62676477","68,97346888","1,58432544",,,"0,68342603"
17/11/2010 8.00,"15,00819149","80,72699176","1,59119778",,"8,79120922","3,44887989"
17/11/2010 9.00,"40,0913604","43,26391384","1,10341577",,,"1,33411891"
17/11/2010 10.00,"47,62549785","36,21970432","0,92992747",,"9,03540897","0,84921941"
17/11/2010 11.00,"52,13679135","35,48769512","0,92023001",,,"0,61425173"
17/11/2010 12.00,"58,9297464","26,02622048","0,86825237",,"12,21000957","0,52579002"
17/11/2010 13.00,"64,13970885","17,78408942","0,84119757",,,"0,45375998"
