,Provincia Bari,,,,,
,Monopoli,,,,,
Parm,O3,NO2,CO,Benzene,PM10,BENZENE
,,,,,,
,,,,,,,
,,,,,,,,,
,,,,,,,,
,,,,,,,,
24/10/2010 6.00,"40,57468905","38,81220424","0,82800628",,"13,18680954","0,49849882"
24/10/2010 7.00,"28,6676313","42,88686744","0,88262963",,,"0,78626609"
24/10/2010 8.00,"41,433357","32,69468376","0,83148147",,"29,7924099","0,98682866"
24/10/2010 9.00,"53,9452389","20,92037744","0,7631915",,,"0,67474391"
24/10/2010 10.00,"58,5814194","24,90745192","0,7955587",,"15,14041042","0,67888411"
24/10/2010 11.00,"66,28904205","25,08006728","0,76915514",,,"0,59668305"
24/10/2010 12.00,"70,01729805","23,31431616","0,75240943",,"8,05860806","0,50477575"
24/10/2010 13.00,"73,52075745","21,79062424","0,70837126",,,"0,52936884"
24/10/2010 14.00,"75,43452105","14,64323746","0,72355704",,"4,88400507","0,34945137"
24/10/2010 15.00,"72,52034475","17,02613438","0,72723028",,,"0,36160249"
24/10/2010 16.00,"70,37911125","16,71594489","0,70086633",,"3,90720391","0,34456469"
24/10/2010 17.00,"64,15862145","22,71469384","0,67965634",,,"0,35110298"
24/10/2010 18.00,"40,79812905","49,76236208","0,95320999",,"12,94260979","0,81460581"
24/10/2010 19.00,"43,21140075","47,46188192","1,04320391",,,"1,64414627"
24/10/2010 20.00,"59,5163562","26,15145648","0,75047436",,"18,55920982","1,18123838"
24/10/2010 21.00,"62,80110375","22,25914072","0,71087834",,,"0,56990239"
24/10/2010 22.00,"53,33837985","29,84844232","0,76554247",,"15,87300968","0,59449244"
24/10/2010 23.00,"53,6981781","28,16511752","0,70730412",,,"0,59866417"
25/10/2010 0.00,"57,77474115","19,1552764","0,65684681",,"22,71062088","0,35597848"
25/10/2010 1.00,"51,11950095","18,61602548","0,68408101",,,"0,31081147"
25/10/2010 2.00,,"14,5374618","0,60145455",,"25,39682007","0,29268446"
25/10/2010 3.00,"38,97888855",,"0,62592188",,,"0,33433163"
25/10/2010 4.00,"53,11426155","35,96531272",,,"22,46640968","0,30704857"
25/10/2010 5.00,"59,2335051","23,38764136","0,61367773",,,"0,16700767"
25/10/2010 6.00,"54,4562382","25,61414624","0,67327797",,"15,62880993","0,25775051"
25/10/2010 7.00,"54,92608065","28,29813536","0,7187584",,,"0,3070679"
25/10/2010 8.00,"43,92964065","45,56307472","1,10446194",,"12,21000957","0,64190904"
25/10/2010 9.00,"29,0841474","60,0324024","1,12381492",,,"1,75208252"
25/10/2010 10.00,"34,44465255","59,9993248","1,08117942",,"18,07081032","1,56455992"
25/10/2010 11.00,"33,56505705","59,31144456","1,0068862",,,"1,25003741"
25/10/2010 12.00,"48,6056613","41,18860992","0,91094845",,"30,52503014","1,03013761"
25/10/2010 13.00,"49,21523355","40,54745896","0,92038845",,,"1,03068984"
25/10/2010 14.00,"56,32948335","26,01388808","0,74109378",,"19,53602028","0,5737019"
25/10/2010 15.00,"33,4212774","46,20422568","0,97167408",,,"0,77087685"
25/10/2010 16.00,"33,1391046","40,4209228","0,87721821",,"10,7448101","0,88353299"
25/10/2010 17.00,"20,20127025","54,74683136","1,06225982",,,"0,83832836"
25/10/2010 18.00,"6,28395873","89,3779696","2,02891857",,"7,08180714","3,12849438"
25/10/2010 19.00,"7,18581444","90,14370648","2,17582507",,,"4,50773351"
25/10/2010 20.00,"14,09486054","59,94481368","1,38285384",,"21,24542046","2,6993814"
25/10/2010 21.00,"23,41649205","35,99127768","0,86858905",,,"1,36658561"
25/10/2010 22.00,"41,0816385","18,39473634","0,70884425",,"13,91940975","0,67665688"
25/10/2010 23.00,"42,8597022","15,72631472","0,66652446",,,"0,39000018"
26/10/2010 0.00,"47,1664683","11,9352298","0,63346526",,"9,27960968","0,29377164"
26/10/2010 1.00,"50,61660135","9,73144522","0,63690201",,,"0,17797398"
26/10/2010 2.00,"52,53642975","9,28627426","0,60949072",,"5,37240601","0,15193472"
26/10/2010 3.00,"55,01789055","12,47903702","0,59327742",,,"0,16007885"
26/10/2010 4.00,"51,1937748","16,5186609","0,58277145",,"12,21000957","0,13392771"
26/10/2010 5.00,"58,49637255","16,20328415","0,58741281",,,"0,22007372"
26/10/2010 6.00,"52,3737375","23,66407832","0,66374011",,"9,03540897","0,21759834"
26/10/2010 7.00,"21,6364134","50,02321624","0,88480119",,,"0,52021584"
26/10/2010 8.00,"15,74601032","52,76563608","1,14251667",,"22,71062088","1,16731972"
26/10/2010 9.00,"35,0076216","38,24632872","0,88786281",,,"1,41217162"
26/10/2010 10.00,"42,95827515","30,6395132","0,77592961",,"21,97801971","0,45741304"
26/10/2010 11.00,"40,64355645","29,4422188","0,71478925",,,"0,72345821"
26/10/2010 12.00,"48,93844725","20,80747384","0,70278276",,"21,48962021","0,47044386"
26/10/2010 13.00,"46,0270041","22,62773608","0,71907412",,,"0,48605786"
26/10/2010 14.00,"48,36400695","17,10465066","0,67351446",,"19,29179955","0,41749477"
26/10/2010 15.00,"56,50500345","12,59000185","0,71646801",,,"0,33598222"
26/10/2010 16.00,"44,1848211","27,47853744","0,69442854",,"20,75702095","0,56522114"
26/10/2010 17.00,"37,2244656","33,20927944","0,71431509",,,"0,42436969"
26/10/2010 18.00,"43,52393745","30,1982236","0,74289021",,"16,11721039","0,46032471"
26/10/2010 19.00,"35,6968542","33,63693648","0,79184701",,,"0,68208258"
26/10/2010 20.00,"43,64275965","19,14684448","0,69201932",,"9,27960968","0,49691434"
26/10/2010 21.00,"42,7226856","18,92037573","0,675234",,,"0,38928828"
26/10/2010 22.00,"48,4747095","10,85929386","0,59225105",,"6,34920597","0,33602189"
26/10/2010 23.00,"52,84964475","7,07535026","0,566776",,,"0,27751591"
27/10/2010 0.00,"52,37846565","7,9819155","0,57722255",,"10,50061035","0,2391384"
27/10/2010 1.00,"48,2438481","7,96828486","0,57864502",,,"0,23516193"
27/10/2010 2.00,,"5,12205298","0,60099904",,"6,59340715","0,31256275"
27/10/2010 3.00,"41,89102995",,"0,58798482",,,"0,26535157"
27/10/2010 4.00,"43,4058135","29,96784672",,,"5,12820482","0,31799861"
27/10/2010 5.00,"43,9085535","16,26356186","0,5942199",,,"0,34748551"
27/10/2010 6.00,"43,74266925","14,73213973","0,59795839",,"3,66300392",
27/10/2010 7.00,"41,04654645","19,14684448","0,64922421",,,"0,41426987"
27/10/2010 8.00,"38,4550614","22,14233664","0,74516196",,"2,686203","0,64284773"
27/10/2010 9.00,"40,10622315","18,84964129","0,6636807",,,"0,75281289"
27/10/2010 10.00,"43,5698424","16,21690333","0,6592968",,"4,63980484","0,53987242"
27/10/2010 11.00,"45,1096233","14,47840394","0,6313135",,,"0,50250072"
27/10/2010 12.00,"44,38462035","16,11826898","0,67329777",,"5,61660624","0,49415827"
27/10/2010 13.00,"44,33534385","18,78020892","0,72077269",,,"0,61396697"
27/10/2010 14.00,"47,9360196","18,60824364","0,70943724",,"3,90720391","0,59209943"
27/10/2010 15.00,"44,1321531","21,86134912","0,74241606",,,"0,53874253"
27/10/2010 16.00,"52,75109175","18,63808422","0,72000262",,"10,50061035","0,67844884"
27/10/2010 17.00,"58,8716919","14,29735475","0,67936043",,,"0,60560825"
27/10/2010 18.00,"50,0948091","22,86004408","0,6981414",,"13,91940975","0,53824623"
27/10/2010 19.00,"62,71739355","11,12924532","0,63137292",,,"0,47906802"
27/10/2010 20.00,"59,4839574","9,36090344","0,64758506",,"7,81440783","0,44926789"
27/10/2010 21.00,"60,52688355","7,48288159","0,61132793",,,"0,36054786"
27/10/2010 22.00,"63,7657461","4,56331878","0,59746443",,"4,63980484","0,31608767"
27/10/2010 23.00,"52,26100005","12,01699266","0,61891208",,,"0,30993177"
28/10/2010 0.00,"43,40312025","18,00602674","0,64434636",,"11,96580982","0,37394582"
28/10/2010 1.00,"46,52182395","14,42129824","0,61221682",,,"0,40613285"
28/10/2010 2.00,"41,1586056","21,20333432","0,61340163",,"12,45421028","0,35998546"
28/10/2010 3.00,"41,3057568","20,43692824","0,60018936",,,"0,34576271"
28/10/2010 4.00,"34,22863395","27,65828456","0,6121178",,"13,67521","0,37925252"
28/10/2010 5.00,"39,60871005","24,67577488","0,61634325",,,"0,35493402"
28/10/2010 6.00,"36,29357865","25,3123944","0,64243226",,"17,33819962","0,41787208"
28/10/2010 7.00,"28,4374482","35,13728288","0,70252529",,,"0,53005226"
28/10/2010 8.00,"26,81329875","38,46307304","0,84791263",,"24,42000961","0,66269449"
28/10/2010 9.00,"56,09590875","9,2278703","0,64944207",,,"0,81226671"
28/10/2010 10.00,"58,484223","10,894337","0,6553859",,"18,55920982","0,49021943"
28/10/2010 11.00,"61,11688485","9,11625348","0,65649265",,,"0,4758543"
28/10/2010 12.00,"62,6303118","9,8034779","0,66358167",,"11,47741032","0,52239425"
28/10/2010 13.00,"64,5487836","11,1091349","0,67888628",,,"0,57274287"
28/10/2010 14.00,"70,0118916","8,71391323","0,63828486",,"13,67521","0,39078225"
28/10/2010 15.00,"68,1805215","11,21036574","0,68370588",,,"0,43276706"
28/10/2010 16.00,"68,7637398","12,46800095","0,65165324",,"11,72161007","0,58393903"
28/10/2010 17.00,"71,3707659","11,8249074","0,64106921",,,"0,46279805"
28/10/2010 18.00,"71,6070138","11,79116634","0,6327348",,"12,69841003","0,47694351"
28/10/2010 19.00,"72,83559465","10,45630545","0,63403844",,,"0,35922983"
28/10/2010 20.00,"74,2936803","8,82618014","0,62902195",,"9,76801014","0,35052431"
28/10/2010 21.00,"57,1834032","17,5984935","0,67189511",,,"0,3960676"
28/10/2010 22.00,"54,22404015","16,88726009","0,66275219",,"21,97801971","0,57932083"
28/10/2010 23.00,"58,50985875","13,40636275","0,63917259",,,"0,41497261"
29/10/2010 0.00,"61,87358835","10,1091264","0,61482293",,"26,12940979","0,34229576"
29/10/2010 1.00,"61,9633833","8,41280765","0,5808958",,,"0,2796872"
29/10/2010 2.00,,"9,70224324","0,58727417",,"13,91940975","0,28756285"
29/10/2010 3.00,"60,78272235",,"0,59639845",,,"0,27159697"
29/10/2010 4.00,"57,55265775","27,82636848",,,"14,40781021","0,27185224"
29/10/2010 5.00,"53,200665","20,78540936","0,62309792",,,"0,27055454"
29/10/2010 6.00,"46,78979235","25,70953592","0,651002",,"7,81440783","0,33157048"
29/10/2010 7.00,"41,6716398","33,30791952","0,7152634",,,"0,45796019"
29/10/2010 8.00,"43,49425185","33,71806264","0,84990711",,"16,84980965","0,71068774"
29/10/2010 9.00,"45,7050111","28,77252168","0,75586598",,,"0,93971207"
29/10/2010 10.00,"53,40249915","21,9814036","0,68808861",,"18,55920982","0,70051265"
29/10/2010 11.00,"55,9433511","23,16116496","0,68755621",,,"0,5645784"
29/10/2010 12.00,"60,7078101","23,77765112","0,72590801",,"21,97801971","0,54525845"
29/10/2010 13.00,"68,5355916","20,238998","0,74960527",,,"0,68278024"
29/10/2010 14.00,"72,1774242","16,89634209","0,69976075",,"18,80340958","0,56548556"
29/10/2010 15.00,"74,9957208","16,10204375","0,69024153",,,"0,48203359"
29/10/2010 16.00,"64,5879255","25,70630464","0,74719605",,"16,36141014","0,59133974"
29/10/2010 17.00,"38,7115785","56,9343888","0,99106783",,,"0,89252327"
29/10/2010 18.00,"11,43654099","95,26576328","1,54230156",,"42,00244141","2,10405299"
29/10/2010 19.00,"7,86625707","91,05674384","1,68464592",,,"3,78158432"
29/10/2010 20.00,"12,05960343","70,66912608","1,47365627",,"66,66664886","3,39237131"
29/10/2010 21.00,"20,3963613","49,23671504","1,29246615",,,"4,00925198"
29/10/2010 22.00,"24,99541485","39,89332552","1,08761721",,"79,36508179","2,68986025"
29/10/2010 23.00,"25,7015052","38,087996","1,06277358",,,"2,06472764"
30/10/2010 0.00,"26,6951748","36,90498424","1,00820848",,"61,05006027","1,99470007"
30/10/2010 1.00,"32,84075235","31,7595628","0,8854734",,,"1,51417977"
30/10/2010 2.00,"38,18100825","28,56485936","0,79755434",,"58,6080513","1,01325134"
30/10/2010 3.00,"34,89691905","25,29293024","0,73880339",,,"0,83686998"
30/10/2010 4.00,"34,41089715","28,50774792","0,76676689",,"42,97924042","0,74038312"
30/10/2010 5.00,"33,1667952","32,67586968","0,77164474",,,"0,62967047"
30/10/2010 6.00,"18,67095762","50,27825792","0,82105472",,"29,54821968","0,79221249"
30/10/2010 7.00,"9,79012535","69,92868496","1,16003361",,,"1,14046583"
30/10/2010 8.00,"12,49365957","71,1000144","1,38095838",,"43,9560318","2,12883627"
30/10/2010 9.00,"33,33283905","53,85908976","1,04294645",,,"1,75303239"
30/10/2010 10.00,"45,1838772","42,60262952","0,95617142",,"30,03663063","1,39560978"
30/10/2010 11.00,"53,52064305","35,895888","0,9178604",,,"1,18275575"
30/10/2010 12.00,"59,7303399","32,01005392","0,88282768",,"16,11721039","0,9432736"
30/10/2010 13.00,"61,5232464","32,08792968","0,86001698",,,"0,88011383"
30/10/2010 14.00,"74,873547","23,71145768","0,77938617",,"10,98900986","0,70720451"
30/10/2010 15.00,"79,7567883","17,58161818","0,76690436",,,"0,56478892"
30/10/2010 16.00,"69,7209408","24,525224","0,87008957",,"18,31501007","0,67123017"
30/10/2010 17.00,"36,48461985","54,20432048","1,15333952",,,"1,30613412"
30/10/2010 18.00,"23,72364225","71,74959728","1,37825325",,"29,30401993","2,12905696"
30/10/2010 19.00,"35,80687845","59,74363304","1,1909795",,,"2,29228037"
30/10/2010 20.00,"30,23711775","63,95588376","1,21317625",,"30,03663063","1,67420371"
30/10/2010 21.00,"40,2148908","49,27306216","1,02653509",,,"1,47090337"
30/10/2010 22.00,"43,96746585","39,99456592","1,04361749",,"26,37360954","1,40406105"
30/10/2010 23.00,"45,46874325","39,46761872","0,8910421",,,"0,96891014"
31/10/2010 0.00,"41,17211175","44,17565104","0,94357311",,"32,23442078","0,99074309"
31/10/2010 1.00,"54,0701259","28,09632376","0,78434208",,,"0,84099391"
31/10/2010 2.00,,"17,36877243","0,75685274",,"25,39682007","0,59981948"
31/10/2010 3.00,"63,17911635",,"0,71147133",,,"0,43094867"
31/10/2010 4.00,"63,05019945","33,00163624",,,"22,46640968","0,36712886"
31/10/2010 5.00,"59,5372638","25,0358236","0,70350855",,,"0,33545135"
31/10/2010 6.00,"57,4102347","25,2169856","0,73903989",,"22,95482063",
31/10/2010 7.00,"59,68242","22,34284808","0,73291781",,,"0,50420623"
31/10/2010 8.00,"58,4248119","21,69716568","0,73971093",,"18,31501007","0,44294113"
31/10/2010 9.00,"58,6873938","21,33117064","0,78282175",,,"0,60465837"
31/10/2010 10.00,"58,19057895","24,06447024","0,80724947",,"10,7448101","0,5928032"
31/10/2010 11.00,"60,06651735","21,11960784","0,79204389",,,"0,64303079"
31/10/2010 12.00,"60,85765455","22,72767632","0,82267407",,"5,37240601","0,68693774"
31/10/2010 13.00,"63,0454713","21,01448608","0,78005721",,,"0,64320572"
31/10/2010 14.00,"64,19911995","18,8963591","0,74223898",,"8,30280876","0,52424316"
31/10/2010 15.00,"67,48723905","12,95210979","0,70497412",,,"0,36566744"
31/10/2010 16.00,"65,29944225","13,99819176","0,71670451",,"6,59340715","0,34391177"
31/10/2010 17.00,"63,98174475","16,29023235","0,73807294",,,"0,45360641"
31/10/2010 18.00,"60,83403375","20,3493204","0,77411221",,"20,75702095","0,45886125"
31/10/2010 19.00,"57,66202365","22,96323472","0,78448071",,,"0,58057581"
31/10/2010 20.00,"60,88602345","20,05146904","0,77440812",,"26,37360954","0,53255917"
31/10/2010 21.00,"61,6744674","19,6205616","0,76220475",,,"0,59481482"
31/10/2010 22.00,"61,9863258","17,54917154","0,74689898",,"15,62880993","0,41378171"
31/10/2010 23.00,"63,92572515","14,59067085","0,75464157",,,"0,44342014"
01/11/2010 0.00,"65,2521807","13,79961718","0,71004886",,"18,80340958","0,31967463"
01/11/2010 1.00,"66,04265955","12,15780954","0,68500835",,,"0,26050964"
01/11/2010 2.00,"67,70932245","11,98325159","0,68135491",,"21,97801971","0,22842023"
01/11/2010 3.00,"70,01594145","10,85085047","0,6806629",,,"0,18741581"
01/11/2010 4.00,"70,5478683","9,5335188","0,68925478",,"13,91940975","0,18213555"
01/11/2010 5.00,"69,62779425","8,73727596","0,67849251",,,"0,12706296"
01/11/2010 6.00,"67,93344075","10,26357011","0,68271796",,"18,07081032","0,14872608"
01/11/2010 7.00,"66,70420155","10,59257751","0,69458698",,,"0,14634528"
01/11/2010 8.00,"65,1617274","11,52510198","0,70728432",,"16,84980965","0,2026281"
01/11/2010 9.00,"63,4174191","13,08514675","0,74551729",,,"0,34747737"
01/11/2010 10.00,"63,2189565","16,17797692","0,75934118",,"16,36141014","0,38728479"
01/11/2010 11.00,"62,6147907","18,52387664","0,77598903",,,"0,36148045"
01/11/2010 12.00,"63,46196745","18,20589574","0,76654903",,"8,79120922","0,43788562"
01/11/2010 13.00,"66,13446945","14,89956783","0,70765945",,,"0,38877571"
01/11/2010 14.00,"65,69297595","12,6490597","0,683389",,"5,12820482","0,31373942"
01/11/2010 15.00,"66,78116865","9,8943285","0,66460804",,,"0,21574638"
01/11/2010 16.00,"67,4757678","11,96637628","0,7007277",,"9,52380943","0,2748951"
01/11/2010 17.00,"66,674496","13,98651326","0,71544048",,,"0,30744622"
01/11/2010 18.00,"68,1616089","14,78535834","0,70728432",,"23,68741989","0,37786635"
01/11/2010 19.00,"68,5929678","14,2363543","0,71293224",,,"0,30627362"
01/11/2010 20.00,"66,9397911","15,85869204","0,72563074",,"20,75702095","0,38130076"
01/11/2010 21.00,"68,3755926","15,67893536","0,72008068",,,"0,30771776"
01/11/2010 22.00,"70,8098118","13,96380062","0,69622497",,"24,66422081","0,32239103"
01/11/2010 23.00,"74,8148142","11,16883328","0,69132848",,,"0,24544176"
02/11/2010 0.00,"73,1791935","12,03905522","0,67525264",,"23,93161964","0,23280452"
02/11/2010 1.00,"73,81102995","10,40763358","0,655662",,,"0,20157347"
02/11/2010 2.00,,"9,57829784","0,65001525",,"13,91940975","0,11201848"
02/11/2010 3.00,"76,2695283",,"0,65672914",,,"0,12396416"
02/11/2010 4.00,"74,64537885","27,94382264",,,"22,46640968","0,13963105"
02/11/2010 5.00,"74,8620558","18,67118668","0,64521545",,,"0,1488766"
02/11/2010 6.00,"73,701684","16,98524244","0,67383134",,"27,8388195","0,16596728"
02/11/2010 7.00,"71,08250835","18,11699348","0,6986738",,,"0,20548078"
02/11/2010 8.00,"64,53799065","23,65176504","0,74002781",,"24,17580986","0,36491282"
02/11/2010 9.00,"61,4165937","26,24361488","0,78999116",,,"0,49185069"
02/11/2010 10.00,"60,4087596","27,20533176","0,82291057",,"13,18680954","0,57038242"
02/11/2010 11.00,"56,0034405","33,3241524","0,8637112",,,"0,68917819"
02/11/2010 12.00,"52,0355451","36,22555504","0,91207501",,"12,94260979","0,82277741"
02/11/2010 13.00,"49,8619128","38,09577784","0,92125754",,,"0,92244137"
02/11/2010 14.00,"63,82178565","23,95481704","0,81635511",,"43,22343063","0,81848669"
02/11/2010 15.00,"67,09031385","19,73608464","0,74614872",,,"0,51243477"
02/11/2010 16.00,"53,52132135","26,1605576","0,7069686",,"70,32967377","0,35821384"
02/11/2010 17.00,"42,5316444","37,59349544","0,77322332",,,"0,33634021"
02/11/2010 18.00,"21,5959149","59,66965776","1,04829729",,"56,16604996","0,84421882"
02/11/2010 19.00,"23,68853025","57,89547472","1,0642741",,,"1,37136755"
02/11/2010 20.00,"42,49248255","35,01852856","0,85363977",,"36,63003159","0,839085"
02/11/2010 21.00,"45,75630255","34,10805328","0,85205887",,,"0,57040276"
02/11/2010 22.00,"49,23885435","32,79202368","0,79216272",,"23,19902039","0,65969637"
02/11/2010 23.00,"38,36730135","33,65510048","0,80175999",,,"0,47292127"
03/11/2010 0.00,"28,1296197","31,24106664","0,79030571",,"12,94260979","0,64886126"
03/11/2010 1.00,"39,422397","18,11958615","0,77249403",,,"0,54014701"
03/11/2010 2.00,"42,6200628","11,8132289","0,73447891",,"12,69841003","0,38187842"
03/11/2010 3.00,"33,11346885","17,17862977","0,72563074",,,"0,41413562"
03/11/2010 4.00,"34,1267094","24,3506584","0,70045159",,"12,94260979","0,25181937"
03/11/2010 5.00,"37,34326785","21,9995676","0,6866277",,,"0,28050894"
03/11/2010 6.00,"31,5237531","29,7946004","0,72383431",,"8,05860806","0,27139967"
03/11/2010 7.00,"10,60084148","53,6098988","0,90368118",,,"0,52308175"
03/11/2010 8.00,"7,05958281","62,86891176","1,17980133",,"21,0012207","0,98241895"
03/11/2010 9.00,"9,45327957","73,34663352","1,57253564",,,"1,9525505"
03/11/2010 10.00,"20,86484715","65,22585328","1,17687834",,"16,60560989","1,78403259"
03/11/2010 11.00,"44,04710625","34,57270752","0,88934353",,,"1,23136326"
03/11/2010 12.00,"46,66761855","30,0879012","0,85662101",,"29,7924099","0,65192039"
03/11/2010 13.00,"55,0840248","18,27533767","0,76427728",,,"0,44201566"
03/11/2010 14.00,"42,25352145","29,63299816","0,89428196",,"22,95482063","0,61907638"
03/11/2010 15.00,"47,63291925","24,07032096","0,76534442",,,"0,56773313"
03/11/2010 16.00,"44,67353625","29,82962824","0,80770499",,"33,69963074","0,3752313"
03/11/2010 17.00,"23,363844","54,04728792","1,04395301",,,"0,72356397"
03/11/2010 18.00,"9,21026264","90,4551904","1,16761776",,"62,51525116","1,27151137"
03/11/2010 19.00,"10,33217283","65,21482104","1,24710338",,,"1,77256896"
03/11/2010 20.00,"18,72564057","54,87208648","1,20083307",,"62,27106094","1,72742637"
03/11/2010 21.00,"20,93706615","49,79413952","1,07920358",,,"1,33357583"
03/11/2010 22.00,"7,57598856","59,93053104","1,31300393",,"56,16604996","2,07102795"
03/11/2010 23.00,"38,58196335","29,05674048","0,84198861",,,"1,36531843"
04/11/2010 0.00,"39,7430334","28,51099832","0,76897806",,"34,67642975","0,41437868"
04/11/2010 1.00,"29,74702605","24,68032544","0,78055",,,"0,44368456"
04/11/2010 2.00,,"27,33511832","0,80855427",,"52,50305176","0,62410036"
04/11/2010 3.00,"23,53531425",,"0,82460914",,,"0,57909709"
04/11/2010 4.00,"24,79966545","47,04720736",,,"60,80585098","0,5747484"
04/11/2010 5.00,"21,049644","35,40199928","0,80741024",,,"0,52837828"
04/11/2010 6.00,"13,15047741","38,90434352","0,82940894",,"56,89865112",
04/11/2010 7.00,"8,91999612","42,26454968","0,90968443",,,"0,57948152"
04/11/2010 8.00,"5,58799101","49,7493796","1,09050058",,"41,26984024","1,17064531"
04/11/2010 9.00,"13,42859039","46,402806","1,27350694",,,"1,21778631"
04/11/2010 10.00,"26,4649917","30,82379176","0,88644151",,"22,22220993","1,40808938"
04/11/2010 11.00,"31,43260155","32,81343808","0,88885073",,,"0,75286883"
04/11/2010 12.00,"34,2164844","32,86471792","0,92963156",,"12,69841003","1,23292029"
04/11/2010 13.00,"64,6932615","13,23504946","0,70795536",,,"0,5235394"
04/11/2010 14.00,"67,1787522","12,14937762","0,73038976",,"10,01220989","0,22784054"
04/11/2010 15.00,"58,1210532","16,41808397","0,74054041",,,"0,29398622"
04/11/2010 16.00,"53,39779095","24,85489104","0,79518357",,"32,96702957","0,36329274"
04/11/2010 17.00,"50,74081005","24,92821624","0,78608026",,,"0,62367017"
04/11/2010 18.00,"45,54231885","26,65048848","0,78669305",,"60,56166077","0,54042465"
04/11/2010 19.00,"45,33846975","26,74004656","0,80928356",,,"0,48021621"
04/11/2010 20.00,"52,252242","18,32724465","0,7650089",,"39,80464172","0,47217988"
04/11/2010 21.00,"48,67857855","22,15660016","0,78995155",,,"0,4931311"
04/11/2010 22.00,"43,75212555","24,57323432","0,76394176",,"39,80464172","0,41415698"
04/11/2010 23.00,"41,95650585","23,25397344","0,75957767",,,"0,44773628"
05/11/2010 0.00,"44,9685369","22,50638144","0,76656884",,"34,67642975","0,40206281"
05/11/2010 1.00,"46,08100875","20,27144464","0,72888924",,,"0,36710446"
05/11/2010 2.00,"59,23013355","12,27137852","0,70428328",,"27,59461975","0,24457121"
05/11/2010 3.00,"58,0926843","13,8502412","0,69950445",,,"0,19184485"
05/11/2010 4.00,"50,02324845","18,55697718","0,69719309",,"26,12940979","0,18007714"
05/11/2010 5.00,"26,6944965","30,61679864","0,73046898",,,"0,29012468"
05/11/2010 6.00,"43,5739122","18,00732116","0,71565834",,"35,16482162","0,26335724"
05/11/2010 7.00,"39,12943125","24,00022704","0,7520343",,,"0,27744269"
05/11/2010 8.00,"30,35254845","32,13075848","0,86588276",,"35,65322113","0,46000334"
05/11/2010 9.00,"26,03700435","34,03797848","1,0068862",,,"0,82389204"
05/11/2010 10.00,"25,2546252","33,73232616","0,88140522",,"38,33943176","1,10959582"
05/11/2010 11.00,"32,20418775","22,42850568","0,82245738",,,"0,62753985"
05/11/2010 12.00,"42,00646065","20,85290296","0,81937596",,"20,51280975","0,53949918"
05/11/2010 13.00,"53,0205564","19,27957552","0,79165711",,,"0,50834643"
05/11/2010 14.00,"54,4214853","19,08603332","0,77779827",,"11,23320961","0,48362825"
05/11/2010 15.00,"64,8140787","11,5601432","0,70290042",,,"0,34306054"
05/11/2010 16.00,"55,87382535","19,65107712","0,76362721",,"12,21000957","0,32710076"
05/11/2010 17.00,"42,49451745","32,56684744","0,81585999",,,"0,51598715"
05/11/2010 18.00,"39,5871042","36,97700928","0,82960582",,"46,39804077","0,64818393"
05/11/2010 19.00,"49,69247745","23,92755192","0,78805493",,,"0,59924183"
05/11/2010 20.00,"49,94831625","25,16377464","0,79631012",,"37,6068306","0,60106734"
05/11/2010 21.00,"37,8536088","34,2761372","0,93466669",,,"0,85265789"
05/11/2010 22.00,"42,79356795","27,71669616","0,80869174",,"30,76922989","0,74318801"
05/11/2010 23.00,"44,54529765","26,797158","0,73477482",,,"0,45422576"
06/11/2010 0.00,"43,2654054","27,05608104","0,75584501",,"29,7924099","0,36790687"
06/11/2010 1.00,"44,0113359","23,2364404","0,72375509",,,"0,36674749"
06/11/2010 2.00,,"19,44534592","0,70604126",,"33,21123123","0,3501592"
06/11/2010 3.00,"46,10598615",,"0,71374191",,,"0,35229694"
06/11/2010 4.00,"48,99179355","35,03344216",,,"20,51280975","0,29467168"
06/11/2010 5.00,"57,2448492","19,48104296","0,68135491",,,"0,21996795"
06/11/2010 6.00,"53,1000771","21,93402424","0,71172763",,"22,95482063","0,29542426"
06/11/2010 7.00,"48,32889495","25,2903108","0,72999483",,,"0,30759572"
06/11/2010 8.00,"45,83191305","30,9879752","0,78890422",,"15,38461018","0,34594984"
06/11/2010 9.00,"44,89968945","30,20407432","0,84275867",,,"0,6329208"
06/11/2010 10.00,"45,0934239","30,07491872","0,83726803",,"11,72161007","0,52811895"
06/11/2010 11.00,"55,4242521","18,03198787","0,75639839",,,"0,41294268"
06/11/2010 12.00,"63,5996823","14,01571715","0,71546029",,"9,76801014","0,33359736"
06/11/2010 13.00,"69,52856295","11,15131745","0,71014905",,,"0,22875584"
06/11/2010 14.00,"68,10556935","13,8424498","0,73455697",,"6,34920597","0,21224892"
06/11/2010 15.00,"66,2762142","15,87426528","0,71933158",,,"0,19978253"
06/11/2010 16.00,"62,70997215","19,39085392","0,75807715",,"7,81440783","0,27821154"
06/11/2010 17.00,"49,63645785","34,2975516","0,90595177",,,"0,4356889"
06/11/2010 18.00,"19,39056011","71,65940824","1,38814643",,"26,61782074","1,71540339"
06/11/2010 19.00,"16,35017612","60,33222312","1,29173453",,,"2,03603705"
06/11/2010 20.00,"6,72611258","68,3569636","2,06507784",,"33,69963074","2,42641555"
06/11/2010 21.00,"5,42800797","84,0748464","2,39086543",,,"6,1629661"
06/11/2010 22.00,"8,28545645","72,88394864","1,54585598",,"42,97924042","3,6804274"
06/11/2010 23.00,"5,55356529","67,9715044","1,70749507",,,"3,59560452"
