Stat,BR-CASALE,,,,,  ,
Parm,SO2,NO2,NOX,PM10,,,
26/02/2014 13.00,"5,4","15,9","19,3",,,,
26/02/2014 14.00,"5,6","25,7","32,4","28,8",,,
26/02/2014 15.00,"16,3","38,2","51,0",,,,
26/02/2014 16.00,"5,2","12,2","14,2","15,4",,,
26/02/2014 17.00,"4,3","12,3","14,1",,,,
26/02/2014 18.00,"2,6","14,4","15,8","8,8",,,
26/02/2014 19.00,"2,6","27,3","28,8",,,,
26/02/2014 20.00,"2,5","54,6","58,8","12,5",,,
26/02/2014 21.00,"2,3","57,4","60,9",,,,
26/02/2014 22.00,"2,1","36,4","38,3","15,9",,,
26/02/2014 23.00,"1,9","26,1","27,2",,,,
27/02/2014 0.00,"1,6","20,6","21,1","23,4",,,
27/02/2014 1.00,"1,6","18,0","18,5",,,,
27/02/2014 2.00,,"16,2","16,6","22,2",,,
27/02/2014 3.00,"2,1",,,,,,
27/02/2014 4.00,"1,5","11,5","11,9","19,8",,,
27/02/2014 5.00,"1,4","12,1","12,5",,,,
27/02/2014 6.00,"1,3","13,4","14,2","19,5",,,
27/02/2014 7.00,"1,3","29,4","33,1",,,,
27/02/2014 8.00,"2,4","52,1","73,2","13,9",,,
27/02/2014 9.00,"2,7","55,4","79,2",,,,
27/02/2014 10.00,"2,6","35,8","45,4","16,1",,,
27/02/2014 11.00,"2,6","16,6","19,4",,,,
27/02/2014 12.00,"2,6","11,4","13,2","25,2",,,
27/02/2014 13.00,"2,6","11,3","13,1",,,,
27/02/2014 14.00,"2,6","12,3","14,4","23,0",,,
27/02/2014 15.00,"2,6","10,5","12,2",,,,
27/02/2014 16.00,"2,6","11,5","12,8","12,2",,,
27/02/2014 17.00,"2,6","17,4","19,1",,,,
27/02/2014 18.00,"2,4","26,0","28,1","8,5",,,
27/02/2014 19.00,"2,2","37,6","39,6",,,,
27/02/2014 20.00,"2,4","46,8","49,3","6,8",,,
27/02/2014 21.00,"2,5","45,6","48,7",,,,
27/02/2014 22.00,"2,4","37,4","39,1","14,2",,,
27/02/2014 23.00,"2,5","29,6","31,0",,,,
28/02/2014 0.00,"1,9","20,2","20,6","26,6",,,
28/02/2014 1.00,"2,3","14,9","15,2",,,,
28/02/2014 2.00,"2,6","10,9","11,3","29,8",,,
28/02/2014 3.00,"2,3","8,0","8,3",,,,
28/02/2014 4.00,"2,4","10,7","11,0","31,0",,,
28/02/2014 5.00,"1,9","6,8","7,1",,,,
28/02/2014 6.00,"2,1","10,8","11,6","23,2",,,
28/02/2014 7.00,"2,1","23,7","26,0",,,,
28/02/2014 8.00,"2,5","39,7","46,0","23,0",,,
28/02/2014 9.00,"2,7","49,5","73,1",,,,
28/02/2014 10.00,"3,3","37,7","52,0","20,5",,,
28/02/2014 11.00,"2,6","16,2","19,5",,,,
28/02/2014 12.00,"2,7","7,8","9,4","25,9",,,
28/02/2014 13.00,"3,0","10,8","12,6",,,,
28/02/2014 14.00,"3,4","19,9","22,1","13,9",,,
28/02/2014 15.00,"2,7","22,5","28,3",,,,
28/02/2014 16.00,"2,6","18,3","21,4","6,8",,,
28/02/2014 17.00,"2,6","21,8","24,9",,,,
28/02/2014 18.00,"2,6","21,0","22,6","3,4",,,
28/02/2014 19.00,"2,6","26,2","28,2",,,,
28/02/2014 20.00,"2,6","30,0","32,2","1,7",,,
28/02/2014 21.00,"2,6","32,0","34,6",,,,
28/02/2014 22.00,"2,6","32,8","34,8","3,7",,,
28/02/2014 23.00,"2,6","19,5","20,4",,,,
01/03/2014 0.00,"2,4","18,1","18,9","17,1",,,
01/03/2014 1.00,"2,5","15,2","16,1",,,,
01/03/2014 2.00,,"16,3","16,6","19,3",,,
01/03/2014 3.00,"2,6",,,,,,
01/03/2014 4.00,"2,6","16,4","17,2","20,5",,,
01/03/2014 5.00,"2,6","12,1","12,5",,,,
01/03/2014 6.00,"2,6","6,7","7,0","14,2",,,
01/03/2014 7.00,"2,6","11,0","12,0",,,,
01/03/2014 8.00,"2,6","18,9","21,9","12,9",,,
01/03/2014 9.00,"2,6","16,1","19,7",,,,
01/03/2014 10.00,"2,6","12,8","15,4","7,6",,,
01/03/2014 11.00,"2,7","12,7","15,6",,,,
01/03/2014 12.00,"2,6","11,0","13,5","13,9",,,
01/03/2014 13.00,"2,6","9,4","11,4",,,,
01/03/2014 14.00,"2,7","8,6","10,6","15,1",,,
01/03/2014 15.00,"2,6","6,4","7,6",,,,
01/03/2014 16.00,"2,6","8,1","9,1","8,3",,,
01/03/2014 17.00,"2,6","12,5","13,6",,,,
01/03/2014 18.00,"2,6","9,6","10,8","4,2",,,
01/03/2014 19.00,"2,6","10,7","12,1",,,,
01/03/2014 20.00,"2,6","13,8","15,2","2,0",,,
01/03/2014 21.00,"2,6","18,5","20,0",,,,
01/03/2014 22.00,"2,6","14,5","15,8","1,5",,,
01/03/2014 23.00,"2,6","10,6","11,2",,,,
02/03/2014 0.00,"2,6","11,2","11,6","15,6",,,
02/03/2014 1.00,"2,6","11,1","11,4",,,,
02/03/2014 2.00,"2,6","9,4","9,7","8,5",,,
02/03/2014 3.00,"2,6","9,3","9,7",,,,
02/03/2014 4.00,"2,6","9,2","9,7","10,5",,,
02/03/2014 5.00,"2,6","8,5","8,8",,,,
02/03/2014 6.00,"2,7","8,7","9,6","6,6",,,
02/03/2014 7.00,"2,7","13,8","14,9",,,,
02/03/2014 8.00,"2,8","15,8","18,0","3,7",,,
02/03/2014 9.00,"3,4","23,5","30,4",,,,
02/03/2014 10.00,"3,5","13,9","17,1","3,4",,,
02/03/2014 11.00,"3,0","7,1","8,9",,,,
02/03/2014 12.00,"2,6","7,2","9,2","13,9",,,
02/03/2014 13.00,"2,6","6,7","8,8",,,,
02/03/2014 14.00,"2,7","5,4","6,7","14,2",,,
02/03/2014 15.00,"2,6","3,8","4,5",,,,
02/03/2014 16.00,"2,6","3,8","4,5","7,8",,,
02/03/2014 17.00,"2,6","5,8","6,3",,,,
02/03/2014 18.00,"2,6","12,3","13,5","3,9",,,
02/03/2014 19.00,"2,6","24,6","26,5",,,,
02/03/2014 20.00,"3,1","27,5","29,7","2,0",,,
02/03/2014 21.00,"3,1","27,2","29,0",,,,
02/03/2014 22.00,"3,3","23,0","24,2","1,0",,,
02/03/2014 23.00,"2,6","33,6","34,7",,,,
03/03/2014 0.00,"2,6","28,6","29,8","10,3",,,
03/03/2014 1.00,"2,6","26,1","26,9",,,,
03/03/2014 2.00,,"24,3","24,6","7,1",,,
03/03/2014 3.00,"2,6",,,,,,
03/03/2014 4.00,"2,6","8,6","8,9","19,5",,,
03/03/2014 5.00,"2,6","8,4","8,7",,,,
03/03/2014 6.00,"2,6","10,4","11,0","11,0",,,
03/03/2014 7.00,"2,6","9,2","10,1",,,,
03/03/2014 8.00,"2,6","8,2","9,3","11,5",,,
03/03/2014 9.00,"2,6","7,5","9,4",,,,
03/03/2014 10.00,"4,1","5,7","7,1","14,4",,,
03/03/2014 11.00,"4,2","7,5","9,6",,,,
03/03/2014 12.00,"4,1","6,8","8,5","16,1",,,
03/03/2014 13.00,"3,5","4,2","5,3",,,,
03/03/2014 14.00,"2,7","3,7","4,5","12,2",,,
03/03/2014 15.00,"2,6","2,4","2,9",,,,
03/03/2014 16.00,"2,6","2,7","3,3","6,8",,,
03/03/2014 17.00,"3,0","3,1","3,5",,,,
03/03/2014 18.00,"3,4","6,3","7,3","3,9",,,
03/03/2014 19.00,"3,3","13,6","14,8",,,,
03/03/2014 20.00,"3,8","62,0","70,3","2,0",,,
03/03/2014 21.00,"3,6","56,9","64,2",,,,
03/03/2014 22.00,"4,4","73,0","86,0","5,9",,,
03/03/2014 23.00,"3,9","53,7","57,8",,,,
04/03/2014 0.00,"3,3","19,3","19,9","21,0",,,
04/03/2014 1.00,"3,3","11,9","12,5",,,,
04/03/2014 2.00,"3,3","13,7","14,1","23,4",,,
04/03/2014 3.00,"3,3","14,3","14,7",,,,
04/03/2014 4.00,"3,3","10,3","10,6","20,0",,,
04/03/2014 5.00,"3,3","7,2","7,5",,,,
04/03/2014 6.00,"3,3","9,9","10,3","15,4",,,
04/03/2014 7.00,"3,3","11,4","11,9",,,,
04/03/2014 8.00,"3,4","20,7","22,7","17,8",,,
04/03/2014 9.00,"3,3","24,8","27,5",,,,
04/03/2014 10.00,"4,2","40,6","47,1","16,1",,,
04/03/2014 11.00,"3,4","34,5","39,0",,,,
04/03/2014 12.00,"3,3","27,3","30,9","12,2",,,
04/03/2014 13.00,"3,3","17,5","21,0",,,,
04/03/2014 14.00,"3,3","14,4","18,0","11,0",,,
04/03/2014 15.00,"3,3","7,3","8,9",,,,
04/03/2014 16.00,"3,4","7,9","9,5","10,5",,,
04/03/2014 17.00,"3,7","12,6","14,4",,,,
04/03/2014 18.00,"3,3","19,0","20,8","7,6",,,
04/03/2014 19.00,"3,3","33,0","36,0",,,,
04/03/2014 20.00,"3,3","31,8","34,2","5,6",,,
04/03/2014 21.00,"3,3","33,2","35,7",,,,
04/03/2014 22.00,"3,5","18,8","20,0","11,2",,,
04/03/2014 23.00,"4,1","21,1","21,8",,,,
05/03/2014 0.00,"3,3","23,8","24,7","13,9",,,
05/03/2014 1.00,"3,3","27,1","28,1",,,,
05/03/2014 2.00,,"17,4","17,7","11,0",,,
05/03/2014 3.00,"3,3",,,,,,
05/03/2014 4.00,"3,3","14,7","15,0","14,9",,,
05/03/2014 5.00,"3,3","10,3","10,7",,,,
05/03/2014 6.00,"3,3","15,6","16,4","16,4",,,
05/03/2014 7.00,"3,3","30,6","33,5",,,,
05/03/2014 8.00,"4,5","46,6","64,9","13,7",,,
05/03/2014 9.00,"5,2","54,9","101,6",,,,
05/03/2014 10.00,"4,5","32,0","49,5","12,2",,,
05/03/2014 11.00,"5,1","7,7","9,2",,,,
05/03/2014 12.00,"5,2","7,1","9,3","24,4",,,
05/03/2014 13.00,"4,3","6,5","7,9",,,,
05/03/2014 14.00,"3,3","9,8","11,6","16,6",,,
05/03/2014 15.00,"3,3","12,1","14,3",,,,
05/03/2014 16.00,"3,6","10,8","14,0","39,1",,,
05/03/2014 17.00,"4,1","13,5","14,9",,,,
05/03/2014 18.00,"3,2","8,9","10,0","19,3",,,
05/03/2014 19.00,"4,3","25,7","29,0",,,,
05/03/2014 20.00,"3,3","6,5","7,1","9,5",,,
05/03/2014 21.00,"3,3","5,0","5,4",,,,
05/03/2014 22.00,"3,2","4,4","4,9","4,6",,,
05/03/2014 23.00,"3,2","3,5","3,9",,,,
06/03/2014 0.00,"3,3","2,8","3,2","2,2",,,
06/03/2014 1.00,"3,2","3,2","3,6",,,,
06/03/2014 2.00,"3,0","3,2","3,4",,,,
06/03/2014 3.00,"3,2","11,4","11,8",,,,
06/03/2014 4.00,"2,8","5,3","5,7",,,,
06/03/2014 5.00,"3,2","3,0","3,3",,,,
06/03/2014 6.00,"3,2","3,1","3,4",,,,
06/03/2014 7.00,"2,5","6,8","7,4",,,,
06/03/2014 8.00,"2,9","5,7","6,2",,,,
06/03/2014 9.00,"3,2","4,9","5,9",,,,
06/03/2014 10.00,"3,3","4,8","6,0",,,,
06/03/2014 11.00,"4,2","26,4","62,4",,,,
06/03/2014 12.00,"3,3","7,6","8,9",,,,
06/03/2014 13.00,"3,6","4,8","6,2",,,,
06/03/2014 14.00,"3,3","5,4","6,8",,,,
06/03/2014 15.00,"3,3","3,8","4,7",,,,
06/03/2014 16.00,"3,3","2,9","3,4",,,,
06/03/2014 17.00,"3,3","4,5","6,1",,,,
06/03/2014 18.00,"3,1","3,5","4,2",,,,
06/03/2014 19.00,"3,2","6,2","6,8",,,,
06/03/2014 20.00,"3,1","4,0","4,7",,,,
06/03/2014 21.00,"3,0","5,3","6,6",,,,
06/03/2014 22.00,"3,2","9,8","11,7",,,,
06/03/2014 23.00,"3,3","6,3","7,0",,,,
07/03/2014 0.00,"3,3","3,3","3,8",,,,
07/03/2014 1.00,"3,3","6,4","6,7",,,,
07/03/2014 2.00,,"4,1","4,4",,,,
07/03/2014 3.00,"3,2",,,,,,
07/03/2014 4.00,"3,1","8,2","8,4","14,7",,,
07/03/2014 5.00,"3,1","13,8","14,1",,,,
07/03/2014 6.00,"3,1","18,1","23,4","13,9",,,
07/03/2014 7.00,"3,1","14,3","16,5",,,,
07/03/2014 8.00,"3,1","11,2","13,5","11,7",,,
07/03/2014 9.00,"3,3","10,1","13,1",,,,
07/03/2014 10.00,"3,3","6,4","8,1","16,4",,,
07/03/2014 11.00,"3,5","5,4","7,4",,,,
07/03/2014 12.00,"3,3","3,7","4,9","15,6",,,
07/03/2014 13.00,"3,3","4,4","5,6",,,,
07/03/2014 14.00,"3,6","4,4","6,0","9,3",,,
07/03/2014 15.00,"3,3","6,7","8,7",,,,
07/03/2014 16.00,"3,5","5,5","6,9","12,5",,,
07/03/2014 17.00,"4,5","10,0","11,2",,,,
07/03/2014 18.00,"3,5","22,7","25,1","6,1",,,
07/03/2014 19.00,"3,3","23,5","25,0",,,,
07/03/2014 20.00,"3,2","19,5","20,4","3,4",,,
07/03/2014 21.00,"2,9","10,2","11,1",,,,
07/03/2014 22.00,"2,4","9,2","9,6","2,7",,,
07/03/2014 23.00,"2,2","6,3","6,6",,,,
08/03/2014 0.00,"2,1","5,3","5,6","4,6",,,
08/03/2014 1.00,"2,0","3,4","3,7",,,,
08/03/2014 2.00,"2,0","3,2","3,5","4,4",,,
08/03/2014 3.00,"2,0","4,6","5,0",,,,
08/03/2014 4.00,"2,0","6,5","6,7","5,9",,,
08/03/2014 5.00,"2,0","6,4","6,7",,,,
08/03/2014 6.00,"2,0","6,5","6,7","6,8",,,
08/03/2014 7.00,"2,0","7,4","8,0",,,,
08/03/2014 8.00,"2,0","6,9","8,3","9,0",,,
08/03/2014 9.00,"2,2","5,2","7,1",,,,
08/03/2014 10.00,"2,9","5,6","7,6","12,2",,,
08/03/2014 11.00,"3,5","5,1","7,1",,,,
08/03/2014 12.00,"3,3","3,9","5,0","19,0",,,
08/03/2014 13.00,"3,6","5,3","7,1",,,,
08/03/2014 14.00,"3,3","4,2","5,5","24,7",,,
08/03/2014 15.00,"4,1","6,2","9,9",,,,
08/03/2014 16.00,"2,9","3,8","4,7","20,3",,,
08/03/2014 17.00,"2,0","3,0","3,9",,,,
08/03/2014 18.00,"2,0","2,8","3,4","15,9",,,
08/03/2014 19.00,"2,0","4,2","4,9",,,,
08/03/2014 20.00,"2,0","3,0","3,7","9,5",,,
08/03/2014 21.00,"2,0","3,4","4,0",,,,
08/03/2014 22.00,"2,0","4,3","4,7","8,1",,,
08/03/2014 23.00,"2,1","5,1","5,8",,,,
09/03/2014 0.00,"2,1","4,2","4,7","8,3",,,
09/03/2014 1.00,"2,0","2,3","2,5",,,,
09/03/2014 2.00,,"1,7","2,0","21,0",,,
09/03/2014 3.00,"2,1",,,,,,
09/03/2014 4.00,"2,1","2,5","2,9","17,8",,,
09/03/2014 5.00,"2,0","2,6","2,9",,,,
09/03/2014 6.00,"2,1","3,0","3,4","16,1",,,
09/03/2014 7.00,"2,1","4,0","5,3",,,,
09/03/2014 8.00,"2,7","4,2","4,9","18,8",,,
09/03/2014 9.00,"2,0","3,7","4,6",,,,
09/03/2014 10.00,"2,2","4,1","5,4","25,2",,,
09/03/2014 11.00,"2,1","3,4","4,1",,,,
09/03/2014 12.00,"2,2","2,6","3,3","21,2",,,
09/03/2014 13.00,"2,0","2,9","4,2",,,,
09/03/2014 14.00,"2,1","3,2","3,8","25,6",,,
09/03/2014 15.00,"2,0","2,5","3,0",,,,
09/03/2014 16.00,"2,0","2,7","3,0","24,7",,,
09/03/2014 17.00,"2,7","4,3","4,9",,,,
09/03/2014 18.00,"3,2","6,3","6,9","19,5",,,
09/03/2014 19.00,"2,8","8,3","9,2",,,,
09/03/2014 20.00,"3,0","9,4","9,8","9,5",,,
09/03/2014 21.00,"3,0","4,8","5,1",,,,
09/03/2014 22.00,"2,9","5,8","6,3","15,6",,,
09/03/2014 23.00,"3,1","3,5","3,8",,,,
10/03/2014 0.00,"2,4","2,3","2,6","14,2",,,
10/03/2014 1.00,"2,3","2,6","3,2",,,,
10/03/2014 2.00,"2,0","1,8","2,0","17,8",,,
10/03/2014 3.00,"2,0","1,7","1,9",,,,
10/03/2014 4.00,"2,1","1,7","2,0","15,1",,,
10/03/2014 5.00,"2,5","3,3","3,6",,,,
10/03/2014 6.00,"2,2","10,5","12,0","16,1",,,
10/03/2014 7.00,"2,2","15,5","16,7",,,,
10/03/2014 8.00,"2,6","21,1","23,1","11,7",,,
10/03/2014 9.00,"3,1","15,6","18,6",,,,
10/03/2014 10.00,"3,4","10,2","12,4","15,6",,,
10/03/2014 11.00,"3,9","7,5","9,4",,,,
10/03/2014 12.00,"4,3","3,7","4,6","18,3",,,
10/03/2014 13.00,"5,4","4,1","5,1",,,,
10/03/2014 14.00,"5,2","4,9","6,8","11,2",,,
10/03/2014 15.00,"8,2","7,2","8,9",,,,
10/03/2014 16.00,"4,8","4,3","5,3","15,4",,,
10/03/2014 17.00,"3,8","5,2","6,2",,,,
10/03/2014 18.00,"3,1","4,5","5,0","11,7",,,
10/03/2014 19.00,"3,2","5,5","6,5",,,,
10/03/2014 20.00,"2,8","29,9","31,2","5,6",,,
10/03/2014 21.00,"2,5","35,2","37,2",,,,
10/03/2014 22.00,"2,1","6,9","7,6","2,4",,,
10/03/2014 23.00,"2,2","4,5","4,9",,,,
11/03/2014 0.00,"2,4","3,7","4,0","11,0",,,
11/03/2014 1.00,"2,4","2,7","3,0",,,,
11/03/2014 2.00,,"2,7","3,0","13,4",,,
11/03/2014 3.00,"2,6",,,,,,
11/03/2014 4.00,"2,1","2,6","2,9","15,1",,,
11/03/2014 5.00,"2,0","3,4","3,6",,,,
11/03/2014 6.00,"2,0","3,6","4,1","16,6",,,
11/03/2014 7.00,"2,3","7,3","8,3",,,,
11/03/2014 8.00,"2,3","7,6","8,9","19,3",,,
11/03/2014 9.00,"2,7","6,9","8,6",,,,
11/03/2014 10.00,"2,0","4,7","5,7","20,5",,,
11/03/2014 11.00,"2,2","3,2","4,1",,,,
11/03/2014 12.00,"2,0","3,5","4,2","24,4",,,
11/03/2014 13.00,"2,2","3,8","4,7",,,,
11/03/2014 14.00,"2,2","3,7","4,8","15,9",,,
11/03/2014 15.00,"2,0","2,9","3,5",,,,
11/03/2014 16.00,"2,0","3,2","3,9","8,5",,,
11/03/2014 17.00,"2,0","4,0","4,8",,,,
11/03/2014 18.00,"2,0","3,9","4,5","12,0",,,
11/03/2014 19.00,"2,0","4,4","4,6",,,,
11/03/2014 20.00,"2,4","4,3","4,9","5,9",,,
11/03/2014 21.00,"2,2","3,5","3,7",,,,
11/03/2014 22.00,"2,2","5,1","5,6","10,0",,,
11/03/2014 23.00,"2,3","3,7","3,9",,,,
12/03/2014 0.00,"2,0","2,9","3,1","11,7",,,
12/03/2014 1.00,"2,0","2,1","2,3",,,,
12/03/2014 2.00,"2,0","1,8","2,0","15,6",,,
12/03/2014 3.00,"2,0","2,1","2,2",,,,
12/03/2014 4.00,"2,0","2,2","2,4","18,1",,,
12/03/2014 5.00,"2,0","2,4","2,6",,,,
12/03/2014 6.00,"2,0","3,8","4,0","10,0",,,
12/03/2014 7.00,"2,0","4,5","4,7",,,,
12/03/2014 8.00,"2,0","6,1","7,1","8,5",,,
12/03/2014 9.00,"3,1","6,2","7,6",,,,
12/03/2014 10.00,"5,1","5,4","6,7","9,8",,,
12/03/2014 11.00,"3,1","5,4","6,6",,,,
12/03/2014 12.00,"2,6","7,5","9,4","28,1",,,
12/03/2014 13.00,"3,1","7,5","9,2",,,,
12/03/2014 14.00,"3,1","4,7","5,4","19,3",,,
12/03/2014 15.00,"3,1","3,8","4,0",,,,
12/03/2014 16.00,"3,1","3,8","4,1","21,0",,,
12/03/2014 17.00,"2,0","5,2","5,7",,,,
12/03/2014 18.00,"2,0","6,2","6,8","16,8",,,
12/03/2014 19.00,"2,0","6,4","7,1",,,,
12/03/2014 20.00,"2,0","7,8","8,2","9,0",,,
12/03/2014 21.00,"1,9","9,8","10,3",,,,
12/03/2014 22.00,"2,0","12,7","12,9","15,9",,,
12/03/2014 23.00,"2,0","11,3","11,5",,,,
13/03/2014 0.00,"2,0","8,0","8,2","17,8",,,
13/03/2014 1.00,"2,0","6,6","6,9",,,,
13/03/2014 2.00,,"4,5","4,7","20,0",,,
13/03/2014 3.00,"2,0",,,,,,
13/03/2014 4.00,"1,9","4,8","5,1","26,1",,,
13/03/2014 5.00,"2,0","4,0","4,2",,,,
13/03/2014 6.00,"2,0","4,9","5,1","25,6",,,
13/03/2014 7.00,"2,0","6,3","6,6",,,,
13/03/2014 8.00,"2,1","6,7","7,4","17,6",,,
13/03/2014 9.00,"3,1","5,6","6,4",,,,
13/03/2014 10.00,"3,3","6,3","7,6","20,5",,,
13/03/2014 11.00,"3,3","8,4","9,8",,,,
13/03/2014 12.00,"3,0","9,8","11,5","27,4",,,
13/03/2014 13.00,"2,9","7,1","8,4",,,,
13/03/2014 14.00,"4,1","5,4","6,6","24,2",,,
13/03/2014 15.00,"8,7","6,0","7,1",,,,
13/03/2014 16.00,"5,6","3,9","4,4","31,0",,,
13/03/2014 17.00,"4,2","5,0","5,8",,,,
13/03/2014 18.00,"3,2","6,1","6,8","25,2",,,
13/03/2014 19.00,"2,2","22,5","23,7",,,,
13/03/2014 20.00,"2,0","34,2","35,7","12,5",,,
13/03/2014 21.00,"2,0","29,3","29,8",,,,
13/03/2014 22.00,"2,0","24,8","26,4","26,4",,,
13/03/2014 23.00,"2,0","23,7","24,3",,,,
14/03/2014 0.00,"2,0","17,2","17,5","29,3",,,
14/03/2014 1.00,"2,0","12,2","12,5",,,,
14/03/2014 2.00,"2,0","11,4","11,8","39,6",,,
14/03/2014 3.00,"2,0","7,6","8,1",,,,
14/03/2014 4.00,"2,0","6,3","6,5","29,3",,,
14/03/2014 5.00,"2,0","6,5","6,8",,,,
14/03/2014 6.00,"2,0","7,7","7,9","24,2",,,
14/03/2014 7.00,"2,0","19,9","21,5",,,,
14/03/2014 8.00,"2,0","26,1","29,5","20,0",,,
14/03/2014 9.00,"1,6","14,5","17,2",,,,
14/03/2014 10.00,"1,3","8,6","9,5","18,3",,,
14/03/2014 11.00,"1,3","6,1","7,2",,,,
14/03/2014 12.00,"1,8","6,3","6,8","25,6",,,
14/03/2014 13.00,"2,1","5,8","6,4",,,,
14/03/2014 14.00,"2,6","7,0","8,0","30,0",,,
14/03/2014 15.00,"2,6","6,5","6,7",,,,
14/03/2014 16.00,"2,5","8,0","8,9","25,6",,,
14/03/2014 17.00,"2,6","6,4","6,9",,,,
14/03/2014 18.00,"1,6","11,4","12,0","22,2",,,
14/03/2014 19.00,"1,3","16,8","17,4",,,,
14/03/2014 20.00,"1,3","29,2","29,8","11,0",,,
14/03/2014 21.00,"1,3","35,6","36,4",,,,
14/03/2014 22.00,"1,3","40,5","42,6","18,8",,,
14/03/2014 23.00,"1,3","42,4","45,6",,,,
15/03/2014 0.00,"1,3","39,2","40,6","31,3",,,
15/03/2014 1.00,"1,3","25,2","25,9",,,,
15/03/2014 2.00,,"16,8","17,0","33,9",,,
15/03/2014 3.00,"1,4",,,,,,
15/03/2014 4.00,"1,3","9,8","10,0","28,3",,,
15/03/2014 5.00,"1,3","10,7","10,9",,,,
15/03/2014 6.00,"1,3","12,6","13,0","22,0",,,
15/03/2014 7.00,"1,4","21,0","22,9",,,,
15/03/2014 8.00,"2,3","32,0","38,5","34,7",,,
15/03/2014 9.00,"2,5","33,4","44,6",,,,
15/03/2014 10.00,"3,4","39,9","51,5","34,9",,,
15/03/2014 11.00,"3,1","23,2","27,0",,,,
15/03/2014 12.00,"2,7","12,6","13,8","45,7",,,
15/03/2014 13.00,"2,6","12,3","13,7",,,,
15/03/2014 14.00,"5,4","19,0","21,9","27,1",,,
15/03/2014 15.00,"4,6","14,1","15,8",,,,
15/03/2014 16.00,"4,7","13,0","14,2","27,6",,,
15/03/2014 17.00,"3,3","10,8","11,1",,,,
15/03/2014 18.00,"2,6","11,7","12,6","22,7",,,
15/03/2014 19.00,"2,6","20,4","21,8",,,,
15/03/2014 20.00,"2,5","24,6","26,1","14,2",,,
15/03/2014 21.00,"2,1","19,6","20,9",,,,
15/03/2014 22.00,"1,8","21,0","22,1","24,9",,,
15/03/2014 23.00,"2,0","16,1","16,5",,,,
16/03/2014 0.00,"1,8","15,1","15,8","25,6",,,
16/03/2014 1.00,"1,6","13,1","13,4",,,,
16/03/2014 2.00,"2,0","12,0","12,3","32,0",,,
16/03/2014 3.00,"2,5","11,8","12,2",,,,
16/03/2014 4.00,"2,6","10,2","10,5","30,5",,,
16/03/2014 5.00,"2,3","10,1","10,4",,,,
16/03/2014 6.00,"1,9","12,0","12,7","28,8",,,
16/03/2014 7.00,"1,9","10,5","11,5",,,,
16/03/2014 8.00,"2,0","11,8","13,2","24,4",,,
16/03/2014 9.00,"2,6","9,6","11,0",,,,
16/03/2014 10.00,"3,0","9,7","11,2","32,0",,,
16/03/2014 11.00,"4,6","5,9","6,9",,,,
16/03/2014 12.00,"4,3","4,8","5,2","38,8",,,
16/03/2014 13.00,"3,7","4,6","5,1",,,,
16/03/2014 14.00,"2,6","3,3","3,7","61,1",,,
16/03/2014 15.00,"2,6","3,2","3,7",,,,
16/03/2014 16.00,"2,6","3,2","3,5","30,5",,,
16/03/2014 17.00,"2,8","3,8","4,0",,,,
16/03/2014 18.00,"2,4","4,1","4,5","15,1",,,
16/03/2014 19.00,"2,1","4,4","4,8",,,,
16/03/2014 20.00,"2,6","4,8","5,1","8,8",,,
16/03/2014 21.00,"2,6","3,9","4,2",,,,
16/03/2014 22.00,"1,7","3,3","3,7","20,3",,,
16/03/2014 23.00,"1,9","4,7","4,9",,,,
17/03/2014 0.00,"1,6","8,9","9,2","23,4",,,
17/03/2014 1.00,"1,6","6,6","6,9",,,,
17/03/2014 2.00,,"7,9","8,2","24,4",,,
17/03/2014 3.00,"1,8",,,,,,
17/03/2014 4.00,"1,7","7,9","8,2","23,4",,,
17/03/2014 5.00,"1,5","7,5","7,8",,,,
17/03/2014 6.00,"1,3","10,6","11,0","27,1",,,
17/03/2014 7.00,"1,3","15,9","17,1",,,,
17/03/2014 8.00,"1,3","25,9","28,6","32,5",,,
17/03/2014 9.00,"1,7","11,8","13,5",,,,
17/03/2014 10.00,"2,4","8,3","9,2","32,0",,,
17/03/2014 11.00,"2,6","7,0","7,6",,,,
17/03/2014 12.00,"2,6","6,5","7,1","31,0",,,
17/03/2014 13.00,"2,6","7,0","7,7",,,,
17/03/2014 14.00,"2,9","6,6","7,3","30,3",,,
17/03/2014 15.00,"2,6","6,4","6,8",,,,
17/03/2014 16.00,"2,6","7,4","7,9","21,2",,,
17/03/2014 17.00,"5,9","25,0","28,2",,,,
17/03/2014 18.00,"5,2","18,6","19,9","26,6",,,
17/03/2014 19.00,"3,1","39,6","41,1",,,,
17/03/2014 20.00,"2,6","75,0","78,1","16,4",,,
17/03/2014 21.00,"2,6","90,3","103,7",,,,
17/03/2014 22.00,"2,6","58,3","60,7","28,3",,,
17/03/2014 23.00,"2,6","46,2","47,8",,,,
18/03/2014 0.00,"2,6","38,7","39,7","35,7",,,
18/03/2014 1.00,"2,6","31,5","32,3",,,,
18/03/2014 2.00,"2,6","25,6","25,9","46,9",,,
18/03/2014 3.00,"2,1","20,1","20,4",,,,
18/03/2014 4.00,"2,1","17,0","17,5","47,6",,,
18/03/2014 5.00,"2,2","19,6","19,9",,,,
18/03/2014 6.00,"2,5","22,5","23,2","47,1",,,
18/03/2014 7.00,"2,5","30,6","32,3",,,,
18/03/2014 8.00,"2,5","39,5","51,4","50,5",,,
18/03/2014 9.00,"2,5","22,5","26,1",,,,
