,,,Provincia di Lecce,,,
04/11/2009 21.00,"0,9","13,5","17,1","0,4","68,3","7,2"
04/11/2009 22.00,"0,9","11,3","14,0","0,4","69,9","7,2"
04/11/2009 23.00,"0,9","7,8","11,3","0,4","73,2","7,2"
05/11/2009 0.00,"0,8","6,2","9,6","0,3","74,2","7,2"
05/11/2009 1.00,"0,7","5,4","8,7","0,3","74,8","13,3"
05/11/2009 2.00,"0,7","4,8","7,7","0,3","74,5","13,3"
05/11/2009 3.00,"0,6","3,8","7,4","0,4","72,8","13,3"
05/11/2009 4.00,"0,4","4,8","7,5","0,3","72,7","13,3"
05/11/2009 5.00,"0,6","5,4","8,5","0,3","69,9","13,3"
05/11/2009 6.00,"0,3","5,9","8,8","0,3","67,7","13,3"
05/11/2009 7.00,"0,5","10,8","14,5","0,4","61,9","13,3"
05/11/2009 8.00,"0,6","18,7","24,8","0,4","53,5","13,3"
05/11/2009 9.00,"0,4","12,8","17,1","0,4","61,1","13,3"
05/11/2009 10.00,"0,4","12,3","15,6","0,4","69,3","13,3"
05/11/2009 11.00,"0,4","9,9","13,6","0,4","74,7","13,3"
05/11/2009 12.00,"0,5","9,2","13,2","0,4","77,0","13,3"
05/11/2009 13.00,"0,6","11,0","15,3","0,4","74,3","13,3"
05/11/2009 14.00,"0,8","13,6","19,6","0,4","70,1","13,3"
05/11/2009 15.00,"0,6","12,4","15,9","0,4","67,0","13,3"
05/11/2009 16.00,"0,6","17,9","21,5","0,4","57,4","13,3"
05/11/2009 17.00,"0,7","32,1","38,5","0,6","38,1","13,3"
05/11/2009 18.00,"0,9","51,8","65,1","0,7","20,1","13,3"
05/11/2009 19.00,"0,8","43,6","52,5","0,7","29,5","13,3"
05/11/2009 20.00,"0,8","38,2","45,9","0,7","28,6","13,3"
05/11/2009 21.00,"0,7","27,2","34,6","0,6","32,5","13,3"
05/11/2009 22.00,"0,6","29,0","35,4","0,7","23,8","13,3"
05/11/2009 23.00,"0,7","23,1","29,4","0,6","26,1","13,3"
06/11/2009 0.00,"0,6","16,4","21,2","0,6","33,9","13,3"
06/11/2009 1.00,"0,5","8,5","14,5","0,4","49,2","3,7"
06/11/2009 2.00,"0,4",,,"0,4","64,4","3,7"
06/11/2009 3.00,"0,4","3,9","7,7",,"67,2","3,7"
06/11/2009 4.00,"0,2","4,4","7,3","0,1","68,7","3,7"
06/11/2009 5.00,"0,2","4,4","7,6","0,1",,"3,7"
06/11/2009 6.00,"0,2","4,8","8,6","0,1","70,2","3,7"
06/11/2009 7.00,"0,3","5,4","8,3","0,1","71,3","3,7"
06/11/2009 8.00,"0,2","11,2","16,7","0,1","64,1","3,7"
06/11/2009 9.00,"0,3","8,8","12,9","0,1","67,3","3,7"
06/11/2009 10.00,"0,2","8,7","12,6","0,1","66,7","3,7"
06/11/2009 11.00,"0,2","9,3","13,6","0,1","64,7","3,7"
06/11/2009 12.00,"0,1","8,4","12,1","0,1","63,6","3,7"
06/11/2009 13.00,"0,2","9,8","15,0","0,1","62,0","3,7"
06/11/2009 14.00,"0,2","9,9","15,8","0,1","62,6","3,7"
06/11/2009 15.00,"0,1","6,2","9,0","0,1","66,2","3,7"
06/11/2009 16.00,"0,3","8,1","11,0","0,1","64,7","3,7"
06/11/2009 17.00,"0,2","8,2","11,8","0,1","64,7","3,7"
06/11/2009 18.00,"0,2","9,5","13,7","0,1","63,6","3,7"
06/11/2009 19.00,"0,1","8,7","12,7","0,1","64,7","3,7"
06/11/2009 20.00,"0,2","8,7","12,2","0,1","68,6","3,7"
06/11/2009 21.00,"0,1","10,5","13,7","0,1","63,1","3,7"
06/11/2009 22.00,"0,2","11,0","15,1","0,1","55,5","3,7"
06/11/2009 23.00,"0,2","11,1","15,4","0,1","48,8","3,7"
07/11/2009 0.00,"0,2","9,3","12,7","0,1","46,2","3,7"
07/11/2009 1.00,"0,1","7,8","11,1","0,1","49,1","3,0"
07/11/2009 2.00,"0,1","6,8","9,9","0,1","51,5","3,0"
07/11/2009 3.00,"0,1","4,9","8,5","0,1","60,6","3,0"
07/11/2009 4.00,"0,2","4,5","7,9","0,1","62,1","3,0"
07/11/2009 5.00,"0,1","5,3","9,2","0,1","62,5","3,0"
07/11/2009 6.00,"0,2","9,6","13,5","0,1","48,7","3,0"
07/11/2009 7.00,"0,2","13,3","17,2","0,1","47,6","3,0"
07/11/2009 8.00,"0,2","40,5","62,8","0,2","18,3","3,0"
07/11/2009 9.00,"0,2","41,3","58,2","0,3","15,1","3,0"
07/11/2009 10.00,"0,2","31,5","42,3","0,2","31,7","3,0"
07/11/2009 11.00,"0,1","27,5","34,1","0,2","45,2","3,0"
07/11/2009 12.00,"0,2","29,9","35,7","0,2","58,6","3,0"
07/11/2009 13.00,"0,4","41,7","56,6","0,2","53,5","3,0"
07/11/2009 14.00,"0,4","39,7","55,7","0,2","49,9","3,0"
07/11/2009 15.00,"0,4","22,4","27,2","0,1","63,9","3,0"
07/11/2009 16.00,"0,3","15,5","19,9","0,1","69,6","3,0"
07/11/2009 17.00,"0,3","17,7","22,3","0,1","63,9","3,0"
07/11/2009 18.00,"0,5","28,4","35,6","0,2","50,1","3,0"
07/11/2009 19.00,"0,4","24,8","30,9","0,2","53,0","3,0"
07/11/2009 20.00,"0,3","24,8","30,9","0,1","51,8","3,0"
07/11/2009 21.00,"0,5","35,7","41,3","0,2","35,0","3,0"
07/11/2009 22.00,"0,5","21,5","25,4","0,1","44,5","3,0"
07/11/2009 23.00,"0,5","14,0","18,1","0,1","55,6","3,0"
08/11/2009 0.00,"0,2","11,2","15,2","0,1","59,1","3,0"
08/11/2009 1.00,"0,4","13,5","17,6","0,1","44,6","7,2"
08/11/2009 2.00,"0,6",,,"0,1","43,1","7,2"
08/11/2009 3.00,"0,4","8,4","12,2",,"44,3","7,2"
08/11/2009 4.00,"0,3","8,5","12,5","0,1","44,7","7,2"
08/11/2009 5.00,"0,4","11,7","16,4","0,1",,"7,2"
08/11/2009 6.00,"0,5","9,6","13,8","0,1","31,7","7,2"
08/11/2009 7.00,"0,6","13,3","19,5","0,1","22,6","7,2"
08/11/2009 8.00,"0,7","13,5","22,4","0,2","27,5","7,2"
08/11/2009 9.00,"0,8","10,0","15,3","0,1","43,8","7,2"
08/11/2009 10.00,"0,8","7,4","11,4","0,1","65,9","7,2"
08/11/2009 11.00,"0,8","7,0","10,5","0,1","75,7","7,2"
08/11/2009 12.00,"0,7","6,4","9,9","0,1","78,6","7,2"
08/11/2009 13.00,"0,7","6,3","10,1","0,1","82,0","7,2"
08/11/2009 14.00,"0,7","4,8","8,5","0,1","83,1","7,2"
08/11/2009 15.00,"0,7","5,4","7,8","0,1","83,1","7,2"
08/11/2009 16.00,"0,5","6,9","10,2","0,1","77,7","7,2"
08/11/2009 17.00,"0,5","10,2","13,4","0,1","65,6","7,2"
08/11/2009 18.00,"0,6","25,5","30,3","0,2","42,7","7,2"
08/11/2009 19.00,"0,6","25,7","31,7","0,2","40,0","7,2"
08/11/2009 20.00,"0,5","19,1","23,6","0,1","49,2","7,2"
08/11/2009 21.00,"0,6","33,3","40,4","0,1","27,7","7,2"
08/11/2009 22.00,"0,6","28,1","34,9","0,1","27,3","7,2"
08/11/2009 23.00,"0,5","33,0","42,3","0,2","15,1","7,2"
09/11/2009 0.00,"0,7","37,9","54,6","0,3","4,5","7,2"
09/11/2009 1.00,"0,7","26,8","36,5","0,2","13,6","7,3"
09/11/2009 2.00,"0,6","11,7","17,3","0,2","25,9","7,3"
09/11/2009 3.00,"0,6","9,4","13,8","0,1","32,6","7,3"
09/11/2009 4.00,"0,5","8,3","12,2","0,1","31,9","7,3"
09/11/2009 5.00,"0,5","10,9","16,1","0,1","35,0","7,3"
09/11/2009 6.00,"0,7","16,3","21,4","0,1","21,0","7,3"
09/11/2009 7.00,"0,8","34,9","61,1","0,2","10,1","7,3"
09/11/2009 8.00,"0,8","44,8","84,5","0,3","12,0","7,3"
09/11/2009 9.00,"0,9","32,6","55,1","0,2","21,8","7,3"
09/11/2009 10.00,"0,6","24,0","35,2","0,2","37,8","7,3"
09/11/2009 11.00,"0,7","27,1","40,3","0,2","38,4","7,3"
09/11/2009 12.00,"0,7","30,7","43,5","0,2","37,1","7,3"
09/11/2009 13.00,"0,7","14,5","19,8","0,1","64,7","7,3"
09/11/2009 14.00,"0,4","13,4","19,3","0,1","64,5","7,3"
09/11/2009 15.00,"0,6","10,4","15,1","0,1","68,9","7,3"
09/11/2009 16.00,"0,5","13,1","17,0","0,1","67,3","7,3"
09/11/2009 17.00,"0,6","23,6","29,2","0,1","49,7","7,3"
09/11/2009 18.00,"0,5","41,2","51,1","0,2","22,4","7,3"
09/11/2009 19.00,"0,8","47,5","63,6","0,3","15,2","7,3"
09/11/2009 20.00,"0,9","50,1","70,9","0,3","8,8","7,3"
09/11/2009 21.00,"0,8","31,6","46,1","0,3","30,3","7,3"
09/11/2009 22.00,"0,9","14,8","19,5","0,1","58,4","7,3"
09/11/2009 23.00,"0,6","11,5","15,0","0,1","62,7","7,3"
10/11/2009 0.00,"0,7","10,1","13,7","0,1","59,1","7,3"
10/11/2009 1.00,"0,5","6,9","10,3","0,1","66,4","15,4"
10/11/2009 2.00,"0,4",,,"0,1","66,9","15,4"
10/11/2009 3.00,"0,5","5,1","7,6",,"54,7","15,4"
10/11/2009 4.00,"0,5","4,3","7,4","0,1","47,4","15,4"
10/11/2009 5.00,"0,5","8,2","13,0","0,2",,"15,4"
10/11/2009 6.00,"0,6","13,7","19,1","0,1","31,3","15,4"
10/11/2009 7.00,"0,7","32,8","52,8","0,2","13,2","15,4"
10/11/2009 8.00,"1,1","48,9","118,1","0,5","6,7","15,4"
10/11/2009 9.00,"0,7","24,2","42,8","0,2","29,9","15,4"
10/11/2009 10.00,"0,6","21,6","41,1","0,2","51,2","15,4"
10/11/2009 11.00,"0,9","19,3","35,8","0,1","67,0","15,4"
10/11/2009 12.00,"0,7","11,7","16,9","0,1","71,7","15,4"
10/11/2009 13.00,"0,7","12,0","17,9","0,1","73,0","15,4"
10/11/2009 14.00,"0,7","12,3","18,4","0,2","73,7","15,4"
10/11/2009 15.00,"0,9","9,4","13,3","0,1","75,4","15,4"
10/11/2009 16.00,"0,8","18,5","23,0","0,2","57,9","15,4"
10/11/2009 17.00,"1,0","43,1","59,5","0,3","28,3","15,4"
10/11/2009 18.00,"1,6","68,8","148,3","0,7","4,4","15,4"
10/11/2009 19.00,"1,4","59,3","107,6","0,7","11,6","15,4"
10/11/2009 20.00,"1,3","35,0","48,3","0,4","27,4","15,4"
10/11/2009 21.00,"1,6","51,8","70,8","0,6","10,8","15,4"
10/11/2009 22.00,"1,6","27,6","37,6","0,3","20,5","15,4"
10/11/2009 23.00,"1,1","29,9","42,4","0,4","13,8","15,4"
11/11/2009 0.00,"1,3","27,2","43,6","0,5","8,4","15,4"
11/11/2009 1.00,"1,0","15,7","26,2","0,3","14,8","17,3"
11/11/2009 2.00,"1,1","15,5","23,1","0,2","8,9","17,3"
11/11/2009 3.00,"1,2","11,8","17,7","0,3","6,2","17,3"
11/11/2009 4.00,"1,1","10,8","22,6","0,3","3,4","17,3"
11/11/2009 5.00,"1,0","6,1","11,6","0,2","29,8","17,3"
11/11/2009 6.00,"1,1","10,4","15,4","0,2","26,9","17,3"
11/11/2009 7.00,"1,1","14,2","21,0","0,2","28,4","17,3"
11/11/2009 8.00,"1,0","23,0","44,5","0,2","23,6","17,3"
11/11/2009 9.00,"1,0","20,1","34,4","0,2","34,4","17,3"
11/11/2009 10.00,"0,9","20,2","35,0","0,2","43,0","17,3"
11/11/2009 11.00,"0,9","16,0","24,6","0,2",,"17,3"
11/11/2009 12.00,"1,6",,,"0,2",,"17,3"
11/11/2009 13.00,,,,,,"17,3"
11/11/2009 14.00,,,,"0,1","49,6","17,3"
11/11/2009 15.00,"4,7","11,7","17,0","0,1","57,1","17,3"
11/11/2009 16.00,"4,6","14,4","21,1","0,1","52,0","17,3"
11/11/2009 17.00,"4,4","21,8","31,0","0,2","39,0","17,3"
11/11/2009 18.00,"4,7","23,6","34,3","0,2","37,4","17,3"
11/11/2009 19.00,"4,5","21,4","32,8","0,2","35,7","17,3"
11/11/2009 20.00,"4,7","24,8","38,1","0,2","26,0","17,3"
11/11/2009 21.00,"5,0","27,8","41,2","0,4","18,1","17,3"
11/11/2009 22.00,"4,7","17,0","26,4","0,3","27,4","17,3"
11/11/2009 23.00,"4,6","13,7","21,7","0,2","31,5","17,3"
12/11/2009 0.00,"4,6","12,4","20,2","0,2","30,1","17,3"
12/11/2009 1.00,"4,5","10,4","18,6","0,2","29,2","22,2"
12/11/2009 2.00,"4,5",,,"0,2","28,9","22,2"
12/11/2009 3.00,"4,5","9,5","17,1",,"29,5","22,2"
12/11/2009 4.00,"4,4","9,4","16,6","0,1","33,9","22,2"
12/11/2009 5.00,"4,5","6,5","12,5","0,1",,"22,2"
12/11/2009 6.00,"4,5","6,7","12,2","0,1","33,0","22,2"
12/11/2009 7.00,"4,5","11,7","20,6","0,1","27,9","22,2"
12/11/2009 8.00,"4,7","20,4","43,7","0,1","23,5","22,2"
12/11/2009 9.00,"4,8","15,9","31,6","0,1","36,8","22,2"
12/11/2009 10.00,"4,6","13,2","25,0","0,1","46,2","22,2"
12/11/2009 11.00,"5,0","11,4","20,5","0,1","57,4","22,2"
12/11/2009 12.00,"4,8","12,5","20,2","0,1","58,1","22,2"
12/11/2009 13.00,"5,4","19,3","29,9","0,1","49,6","22,2"
12/11/2009 14.00,"5,7","18,3","29,1","0,1","54,5","22,2"
12/11/2009 15.00,"4,8",,,"0,1","62,9","22,2"
12/11/2009 16.00,,,,"0,1","56,6","22,2"
12/11/2009 17.00,,"59,4","88,6","0,3","18,0","22,2"
12/11/2009 18.00,"5,0","65,6","111,4","0,4","9,1","22,2"
12/11/2009 19.00,"5,5","65,3","145,0","0,6","7,5","22,2"
12/11/2009 20.00,"4,9","46,2","110,4","0,5","9,4","22,2"
12/11/2009 21.00,"4,9","45,4","89,8","0,5","8,1","22,2"
12/11/2009 22.00,"4,6","40,3","97,6","0,4","6,0","22,2"
12/11/2009 23.00,"4,2","21,8","44,7","0,2","10,4","22,2"
13/11/2009 0.00,"4,3","28,2","63,3","0,3","4,2","22,2"
13/11/2009 1.00,"4,4","22,6","55,8","0,3","2,6","43,4"
13/11/2009 2.00,"4,3","18,7","53,7","0,3","2,7","43,4"
13/11/2009 3.00,"4,4","12,8","32,0","0,2","3,7","43,4"
13/11/2009 4.00,"3,9","10,0","22,9","0,2","5,2","43,4"
13/11/2009 5.00,"4,3","13,2","34,2","0,2","3,6","43,4"
13/11/2009 6.00,"4,3","19,8","63,7","0,3","2,7","43,4"
13/11/2009 7.00,"6,0","48,1","252,3","0,4","3,6","43,4"
13/11/2009 8.00,"6,7","49,4","290,8","1,1","5,1","43,4"
13/11/2009 9.00,"5,9","55,8","192,5","1,0","9,9","43,4"
13/11/2009 10.00,"5,0","44,7","96,9","0,3","34,6","43,4"
13/11/2009 11.00,"4,8","20,6","42,6","0,1","60,7","43,4"
13/11/2009 12.00,"4,7","19,5","35,7","0,1","67,5","43,4"
13/11/2009 13.00,"6,4","31,5","49,3","0,1","57,2","43,4"
13/11/2009 14.00,"6,3","33,1","50,9","0,1","58,5","43,4"
13/11/2009 15.00,"5,2","24,8","33,0","0,1","71,5","43,4"
13/11/2009 16.00,"4,8","47,1","62,6","0,2","36,0","43,4"
13/11/2009 17.00,"5,2","66,3","129,6","0,5","10,6","43,4"
13/11/2009 18.00,"6,7","76,4","245,2","1,2","5,0","43,4"
13/11/2009 19.00,"6,3","76,3","231,1","1,2","6,9","43,4"
13/11/2009 20.00,"6,8","81,7","327,3","1,4","5,9","43,4"
13/11/2009 21.00,"5,5","68,9","167,8","0,6","5,3","43,4"
13/11/2009 22.00,"5,5","63,5","182,8","0,6","4,3","43,4"
13/11/2009 23.00,"4,6","40,0","73,7","0,3","9,4","43,4"
14/11/2009 0.00,"4,6","40,7","68,7","0,4","6,3","43,4"
14/11/2009 1.00,"4,4","37,3","81,8","0,4","3,4","47,4"
14/11/2009 2.00,"4,5",,,"0,3","3,6","47,4"
14/11/2009 3.00,"4,1","22,8","44,1",,"6,0","47,4"
14/11/2009 4.00,"4,4","13,3","27,6","0,0","26,8","47,4"
14/11/2009 5.00,"4,0","11,3","19,5","0,0",,"47,4"
14/11/2009 6.00,"4,1","15,8","25,1","0,0","17,2","47,4"
14/11/2009 7.00,"4,4","22,1","39,9","0,0","14,8","47,4"
14/11/2009 8.00,"4,9","40,3","109,0","0,1","11,5","47,4"
14/11/2009 9.00,"4,9","38,1","102,2","0,2","15,3","47,4"
14/11/2009 10.00,"4,7","42,3","79,9","0,1","34,6","47,4"
14/11/2009 11.00,"5,8","34,8","57,8","0,0","51,6","47,4"
14/11/2009 12.00,"5,8","33,8","54,6","0,0","55,4","47,4"
14/11/2009 13.00,"5,2","19,2","30,3","0,0","80,7","47,4"
14/11/2009 14.00,"4,8","24,2","32,3","0,0","83,9","47,4"
14/11/2009 15.00,"4,8","15,8","19,4","0,0","88,3","47,4"
14/11/2009 16.00,"4,6","18,5","24,2","0,0","75,6","47,4"
14/11/2009 17.00,"4,5","26,5","31,0","0,0","62,4","47,4"
14/11/2009 18.00,"4,9","55,6","69,9","0,1","27,0","47,4"
14/11/2009 19.00,"5,4","72,5","129,1","0,4","8,1","47,4"
14/11/2009 20.00,"5,2","67,6","117,5","0,5","10,1","47,4"
14/11/2009 21.00,"4,9","59,9","85,4","0,3","14,3","47,4"
14/11/2009 22.00,"4,9","61,5","106,1","0,5","9,1","47,4"
14/11/2009 23.00,"5,0","57,6","106,1","0,5","7,6","47,4"
15/11/2009 0.00,"4,8","52,5","109,2","0,6","7,2","47,4"
15/11/2009 1.00,"4,3","50,4","89,3","0,3","6,8","42,0"
15/11/2009 2.00,"4,5","41,4","75,0","0,4","5,8","42,0"
15/11/2009 3.00,"4,3","29,3","45,6","0,2","14,9","42,0"
15/11/2009 4.00,"4,2","24,8","41,8","0,2","7,7","42,0"
15/11/2009 5.00,"4,4","25,9","47,7","0,1","8,1","42,0"
15/11/2009 6.00,"4,4","22,1","37,2","0,0","14,2","42,0"
15/11/2009 7.00,"4,2","21,4","42,9","0,1","5,8","42,0"
15/11/2009 8.00,"4,3","23,4","41,8","0,1","18,0","42,0"
15/11/2009 9.00,"4,2","22,0","37,6","0,1","32,5","42,0"
15/11/2009 10.00,"4,0","16,6","29,5","0,0","51,7","42,0"
15/11/2009 11.00,"4,1","10,5","17,8","0,0","72,0","42,0"
15/11/2009 12.00,"4,2","12,3","18,6","0,0","69,6","42,0"
15/11/2009 13.00,"4,2","11,2","16,9","0,0","72,8","42,0"
15/11/2009 14.00,"4,1","14,7","19,8","0,0","70,9","42,0"
15/11/2009 15.00,"4,0","10,3","15,4","0,0","81,2","42,0"
15/11/2009 16.00,"3,8","14,3","17,9","0,0","75,9","42,0"
15/11/2009 17.00,"4,3","31,3","37,3","0,0","51,2","42,0"
15/11/2009 18.00,"4,7","59,8","92,5","0,2","12,7","42,0"
15/11/2009 19.00,"4,8","53,8","85,6","0,3","12,4","42,0"
15/11/2009 20.00,"4,2","30,2","49,4","0,1","15,0","42,0"
15/11/2009 21.00,"4,7","38,6","94,9","0,2","6,1","42,0"
15/11/2009 22.00,"4,3","31,5","68,3","0,2","7,3","42,0"
15/11/2009 23.00,"3,9","25,7","48,4","0,1","14,9","42,0"
16/11/2009 0.00,"3,8","23,8","40,3","0,1","15,6","42,0"
16/11/2009 1.00,"4,3","27,4","86,2","0,2","4,4","36,2"
16/11/2009 2.00,"4,1",,,"0,1","4,1","36,2"
16/11/2009 3.00,"4,1","18,6","37,8",,"6,2","36,2"
16/11/2009 4.00,"3,9","17,8","30,9","0,2","7,3","36,2"
16/11/2009 5.00,"3,9","13,1","24,5","0,1",,"36,2"
16/11/2009 6.00,"3,9","19,0","37,4","0,1","14,5","36,2"
16/11/2009 7.00,"4,1","28,1","80,9","0,2","4,8","36,2"
16/11/2009 8.00,"4,6","37,3","108,2","0,3","7,6","36,2"
16/11/2009 9.00,"3,9","29,4","63,2","0,1","23,1","36,2"
16/11/2009 10.00,"4,0","18,4","37,1","0,1","48,5","36,2"
16/11/2009 11.00,"3,9","15,2","26,0","0,0","60,0","36,2"
16/11/2009 12.00,"3,9","14,4","22,2","0,0","67,3","36,2"
16/11/2009 13.00,"4,1","15,4","23,4","0,0","66,6","36,2"
16/11/2009 14.00,"3,9","15,8","22,3","0,0","64,4","36,2"
16/11/2009 15.00,"4,1","16,1","21,8","0,0","61,5","36,2"
16/11/2009 16.00,"4,0","20,4","25,6","0,0","54,1","36,2"
16/11/2009 17.00,"4,0","33,6","40,3","0,1","32,5","36,2"
16/11/2009 18.00,"3,8","38,7","49,9","0,1","24,0","36,2"
16/11/2009 19.00,"3,8","48,7","68,9","0,3","13,4","36,2"
16/11/2009 20.00,"3,8","51,3","78,4","0,3","11,3","36,2"
16/11/2009 21.00,"4,0","51,6","83,2","0,4","9,3","36,2"
16/11/2009 22.00,"3,8","36,9","54,6","0,3","16,2","36,2"
16/11/2009 23.00,"3,8","18,1","30,3","0,1","31,7","36,2"
17/11/2009 0.00,"3,8","11,3","21,3","0,0","43,5","36,2"
17/11/2009 1.00,"3,5","9,0","18,0","0,1","34,5","20,5"
17/11/2009 2.00,"3,7","6,3","14,1","0,0","51,5","20,5"
17/11/2009 3.00,"3,6","5,8","12,8","0,0","59,8","20,5"
17/11/2009 4.00,"3,5","6,1","11,6","0,0","61,0","20,5"
17/11/2009 5.00,"3,7","5,5","11,9","0,0","63,9","20,5"
17/11/2009 6.00,"3,5","7,2","14,5","0,0","61,2","20,5"
17/11/2009 7.00,"3,4","12,8","20,1","0,0","62,0","20,5"
17/11/2009 8.00,"3,7","28,4","48,6","0,0","43,1","20,5"
17/11/2009 9.00,"3,6","21,4","31,8","0,0","47,9","20,5"
17/11/2009 10.00,"3,4","20,5","32,4","0,0","42,8","20,5"
17/11/2009 11.00,"3,5","18,0","32,0","0,1","46,4","20,5"
17/11/2009 12.00,"3,4","16,0","26,8","0,0","52,3","20,5"
17/11/2009 13.00,"3,5","15,4","24,5","0,0","61,4","20,5"
17/11/2009 14.00,"3,5","18,8","29,4","0,0","69,0","20,5"
17/11/2009 15.00,"3,6","17,9","23,6","0,0","68,6","20,5"
17/11/2009 16.00,"3,7","23,5","30,8","0,1","47,5","20,5"
17/11/2009 17.00,"3,9","40,3","57,2","0,1","18,7","20,5"
17/11/2009 18.00,"3,8","42,2","62,7","0,1","11,3","20,5"
17/11/2009 19.00,"4,1","38,9","78,9","0,3","8,1","20,5"
17/11/2009 20.00,"3,7","27,2","50,7","0,1","7,7","20,5"
17/11/2009 21.00,"3,7","22,9","50,5","0,1","7,5","20,5"
17/11/2009 22.00,"3,6","16,8","32,8","0,1","9,7","20,5"
17/11/2009 23.00,"3,5","14,6","28,3","0,1","14,2","20,5"
18/11/2009 0.00,"3,3","11,4","21,1","0,1","28,4","20,5"
18/11/2009 1.00,"3,2","9,1","17,9","0,1","33,9","12,7"
18/11/2009 2.00,"3,3",,,"0,0","53,2","12,7"
18/11/2009 3.00,"3,5","6,8","13,5",,"56,3","12,7"
18/11/2009 4.00,"3,3","5,9","11,6","0,1","55,0","12,7"
18/11/2009 5.00,"3,3","5,6","11,5","0,1",,"12,7"
18/11/2009 6.00,"3,3","8,6","15,1","0,1","46,4","12,7"
18/11/2009 7.00,"3,4","17,4","25,4","0,1","34,2","12,7"
18/11/2009 8.00,"3,5","34,5","63,7","0,1","16,5","12,7"
18/11/2009 9.00,"3,4","23,5","41,0","0,1","26,6","12,7"
18/11/2009 10.00,"3,3","22,2","39,8","0,2","32,5","12,7"
18/11/2009 11.00,"3,3","23,4","39,6","0,2","38,7","12,7"
18/11/2009 12.00,"3,5","21,1","35,3","0,2","45,7","12,7"
18/11/2009 13.00,"4,2","30,0","47,6","0,1","38,2","12,7"
18/11/2009 14.00,"5,3","29,1","46,1","0,1","46,1","12,7"
18/11/2009 15.00,"4,4","20,8","29,7","0,1","56,3","12,7"
18/11/2009 16.00,"3,8","19,4","30,0","0,1","51,0","12,7"
18/11/2009 17.00,"3,5","20,8","30,5","0,1","43,3","12,7"
18/11/2009 18.00,"3,6","24,8","34,4","0,2","38,4","12,7"
18/11/2009 19.00,"3,8","25,2","36,4","0,2","36,0","12,7"
18/11/2009 20.00,"3,6","22,7","31,8","0,1","41,4","12,7"
18/11/2009 21.00,"3,5","21,1","29,8","0,1","51,6","12,7"
18/11/2009 22.00,"3,5","14,7","21,3","0,1","65,1","12,7"
18/11/2009 23.00,"3,5","12,2","18,6","0,1","66,8","12,7"
19/11/2009 0.00,"3,6","9,1","14,2","0,1","72,1","12,7"
19/11/2009 1.00,"3,7","8,1","14,1","0,1","72,4","13,6"
19/11/2009 2.00,"3,5","7,2","12,0","0,1","72,6","13,6"
19/11/2009 3.00,"3,5","7,1","12,1","0,1","73,1","13,6"
19/11/2009 4.00,"3,7","7,0","11,9","0,1","74,1","13,6"
19/11/2009 5.00,"3,4","7,6","12,7","0,1","72,9","13,6"
19/11/2009 6.00,"3,4","8,2","12,9","0,1","72,4","13,6"
19/11/2009 7.00,"3,4","13,6","19,9","0,1","66,5","13,6"
19/11/2009 8.00,"3,4","25,5","38,3","0,1","55,7","13,6"
19/11/2009 9.00,"3,3","22,8","33,2","0,1","58,5","13,6"
19/11/2009 10.00,"3,4","21,1","33,3","0,1","58,1","13,6"
19/11/2009 11.00,"3,6","22,4","33,1","0,1","57,0","13,6"
19/11/2009 12.00,"3,3","16,8","27,3","0,1","60,9","13,6"
19/11/2009 13.00,"3,3","18,1","28,8","0,1","60,6","13,6"
19/11/2009 14.00,"3,4","16,7","26,7","0,1","64,5","13,6"
19/11/2009 15.00,"3,3","16,3","24,7","0,1","66,0","13,6"
19/11/2009 16.00,"3,3","18,9","25,8","0,1","64,5","13,6"
19/11/2009 17.00,"3,5","18,5","26,4","0,1","61,5","13,6"
19/11/2009 18.00,"3,3","21,0","30,2","0,1","59,6","13,6"
19/11/2009 19.00,"3,4","18,8","26,5","0,1","62,0","13,6"
19/11/2009 20.00,"3,3","17,1","25,8","0,1","65,0","13,6"
19/11/2009 21.00,"3,7","14,4","22,1","0,1","67,4","13,6"
19/11/2009 22.00,"3,6","11,2","17,1","0,1","69,7","13,6"
19/11/2009 23.00,"3,5","8,8","15,3","0,1","69,1","13,6"
20/11/2009 0.00,"3,3","8,2","13,5","0,1","68,8","13,6"
20/11/2009 1.00,"3,5","7,6","13,5","0,1","67,3","13,6"
20/11/2009 2.00,"3,2",,,"0,1","66,2","13,6"
20/11/2009 3.00,"3,5","7,2","12,5",,"65,2","13,6"
20/11/2009 4.00,"3,3","7,4","12,3","0,2","63,3","13,6"
20/11/2009 5.00,"3,4","7,3","11,8","0,2",,"13,6"
20/11/2009 6.00,"3,6","8,5","12,9","0,2","59,3","13,6"
20/11/2009 7.00,"3,4","13,6","20,2","0,2","52,1","13,6"
20/11/2009 8.00,"3,8","23,3","38,4","0,2","41,0","13,6"
20/11/2009 9.00,"3,8","19,5","32,7","0,2","47,9","13,6"
20/11/2009 10.00,"3,6","16,9","30,8","0,2","53,0","13,6"
20/11/2009 11.00,"4,1","15,7","27,9","0,4","54,3","13,6"
20/11/2009 12.00,"2,5","14,4","22,7","0,3","53,5","13,6"
20/11/2009 13.00,"0,3","14,4","22,2","0,2","54,2","13,6"
20/11/2009 14.00,"0,4","15,6","26,1","0,2","53,4","13,6"
20/11/2009 15.00,"0,4","14,4","23,1","0,2","53,1","13,6"
20/11/2009 16.00,"0,4","18,5","28,3","0,2","47,6","13,6"
20/11/2009 17.00,"0,4","23,7","34,2","0,3","40,6","13,6"
