,Bari,,,
19/02/2009 9.00,,,,
19/02/2009 10.00,,,,
19/02/2009 11.00,,,,
19/02/2009 12.00,,,,
19/02/2009 13.00,,,,
19/02/2009 14.00,,,,
19/02/2009 15.00,,,,
19/02/2009 16.00,,,,
19/02/2009 17.00,,,,
19/02/2009 18.00,,,,
19/02/2009 19.00,,,,
19/02/2009 20.00,,,,
19/02/2009 21.00,,,,
19/02/2009 22.00,,,,
19/02/2009 23.00,,,,
20/02/2009 0.00,,,,
20/02/2009 1.00,,,,
20/02/2009 2.00,,,,
20/02/2009 3.00,,,,
20/02/2009 4.00,,,,
20/02/2009 5.00,,,,
20/02/2009 6.00,,,,
20/02/2009 7.00,,,,
20/02/2009 8.00,,,,
20/02/2009 9.00,,,,
20/02/2009 10.00,,,,
20/02/2009 11.00,,,,
20/02/2009 12.00,,,,
20/02/2009 13.00,,,,
20/02/2009 14.00,,,,
20/02/2009 15.00,,,,
20/02/2009 16.00,,,,
20/02/2009 17.00,"0,44790511",,,
20/02/2009 18.00,"0,55988087",,,
20/02/2009 19.00,"0,52376009",,,
20/02/2009 20.00,"0,5400148",,,
20/02/2009 21.00,"0,43345659",,,
20/02/2009 22.00,"0,54723855",,,
20/02/2009 23.00,"0,55446332",,,
21/02/2009 0.00,"0,55446332",,,
21/02/2009 1.00,,,,
21/02/2009 2.00,,,,
21/02/2009 3.00,,,,
21/02/2009 4.00,,,,
21/02/2009 5.00,,,,
21/02/2009 6.00,,,,
21/02/2009 7.00,,,,
21/02/2009 8.00,,,,
21/02/2009 9.00,,,,
21/02/2009 10.00,,,,
21/02/2009 11.00,,,,
21/02/2009 12.00,,,,
21/02/2009 13.00,,,,
21/02/2009 14.00,,,,
21/02/2009 15.00,,,,
21/02/2009 16.00,,,,
21/02/2009 17.00,,,,
21/02/2009 18.00,,,,
21/02/2009 19.00,,,,
21/02/2009 20.00,,,,
21/02/2009 21.00,,,,
21/02/2009 22.00,,,,
21/02/2009 23.00,,,,
22/02/2009 0.00,,,,
22/02/2009 1.00,,,,
22/02/2009 2.00,,,,
22/02/2009 3.00,,,,
22/02/2009 4.00,,,,
22/02/2009 5.00,,,,
22/02/2009 6.00,,,,
22/02/2009 7.00,,,,
22/02/2009 8.00,,,,
22/02/2009 9.00,,,,
22/02/2009 10.00,,,,
22/02/2009 11.00,,,,
22/02/2009 12.00,,,,
22/02/2009 13.00,,,,
22/02/2009 14.00,,,,
22/02/2009 15.00,,,,
22/02/2009 16.00,,,,
22/02/2009 17.00,,,,
22/02/2009 18.00,,,,
22/02/2009 19.00,,,,
22/02/2009 20.00,,,,
22/02/2009 21.00,,,,
22/02/2009 22.00,,,,
22/02/2009 23.00,,,,
23/02/2009 0.00,,,,
23/02/2009 1.00,,,,
23/02/2009 2.00,,,,
23/02/2009 3.00,"0,34495928",,,
23/02/2009 4.00,"0,46415982",,,
23/02/2009 5.00,"0,4298442",,,
23/02/2009 6.00,"0,56710564",,,
23/02/2009 7.00,"0,45151749",,,
23/02/2009 8.00,"0,72603935","32,55451504",,
23/02/2009 9.00,"0,82717898","29,30983192",,
23/02/2009 10.00,"0,84704608","14,89308042",,
23/02/2009 11.00,"1,04571398","22,16245088",,
23/02/2009 12.00,"0,97708275","13,78079736",,
23/02/2009 13.00,"1,10712044","13,0449068",,
23/02/2009 14.00,"1,11434419","10,38426894",,
23/02/2009 15.00,"0,81453666","7,695083",,
23/02/2009 16.00,"1,01501075","10,83333464",,
23/02/2009 17.00,"0,85065846","14,16627186",,
23/02/2009 18.00,"0,82356762","26,60765968",,
23/02/2009 19.00,"0,71159083","27,39157968",,
23/02/2009 20.00,"0,8434337","29,4941296",,
23/02/2009 21.00,"1,01501075","42,99588968",,
23/02/2009 22.00,"0,80731291","36,79078048",,
23/02/2009 23.00,"0,8795555","35,47473176",,
24/02/2009 0.00,"0,80189433","24,85034048",,
24/02/2009 1.00,"0,75674258","20,0767648",,
24/02/2009 2.00,"0,70978464","15,16433203",,
24/02/2009 3.00,"0,73687549","11,97027294",,
24/02/2009 4.00,"0,87233073","12,13121171",,
24/02/2009 5.00,"0,73868168","15,42260499",,
24/02/2009 6.00,"0,97166519","18,3687752",,
24/02/2009 7.00,"0,97166519","29,4603828",,
24/02/2009 8.00,"1,34010293","36,15221072",,
24/02/2009 9.00,"1,03307165","41,82392928",,
24/02/2009 10.00,"0,78563962","16,68284626",,
24/02/2009 11.00,"1,35455145","16,88660618",,
24/02/2009 12.00,"1,08183477","22,1040584",,
24/02/2009 13.00,"0,98250133","9,9274233",,
24/02/2009 14.00,"0,85065846","11,4666942",,
24/02/2009 15.00,"0,66643908","11,60167566",,
24/02/2009 16.00,"0,70256089","14,89437102",,
24/02/2009 17.00,"0,7711911","19,82369248",,
24/02/2009 18.00,"0,63212347","20,97618872",,
24/02/2009 19.00,"0,70617226","22,01838168",,
24/02/2009 20.00,"0,67005147","25,97170936",,
24/02/2009 21.00,"0,59961506","26,0469848",,
24/02/2009 22.00,"0,78202724","20,89963224",,
24/02/2009 23.00,"0,61767495","20,75426288",,
25/02/2009 0.00,"0,5905841","14,23245956",,
25/02/2009 1.00,,"14,12733206",,
25/02/2009 2.00,"0,65921533",,,
25/02/2009 3.00,"0,52556628","7,32648764",,
25/02/2009 4.00,"0,56891183","8,75674394",,
25/02/2009 5.00,"0,54543236","6,59189342",,
25/02/2009 6.00,"0,57974797","9,16427527",,
25/02/2009 7.00,"0,66824528","9,30833874",,
25/02/2009 8.00,"0,87594312","18,84120746",,
25/02/2009 9.00,"0,76577252","31,3643524",,
25/02/2009 10.00,"0,83620994","30,25986648",,
25/02/2009 11.00,"0,79647575","24,13911472",,
25/02/2009 12.00,"0,59961506","22,7802372",,
25/02/2009 13.00,"0,67366385","16,25714328",,
25/02/2009 14.00,"0,63934824","11,70549918",,
25/02/2009 15.00,,"30,89713608",,
25/02/2009 16.00,,,,
25/02/2009 17.00,"1,33468436","8,30767824",,
25/02/2009 18.00,"1,42498786","9,80802082","1,1946411",
25/02/2009 19.00,"1,52251612","8,73467946","1,19090145",
25/02/2009 20.00,"1,86386302","6,98644609","1,15543652",
25/02/2009 21.00,"1,3816423","4,45429845","1,13111248",
25/02/2009 22.00,"1,24618705","4,6606587","1,10848003",
25/02/2009 23.00,"1,90179","4,76189336","1,12682179",
26/02/2009 0.00,"1,71576545","4,63340314","1,10033202",
26/02/2009 1.00,"1,89637142","3,02663864","1,08324962",
26/02/2009 2.00,"1,62546195","2,76965819","1,08490276",
26/02/2009 3.00,"1,45027251","3,01365807","1,06671827",
26/02/2009 4.00,"1,22993234","8,2492762","1,0628994",
26/02/2009 5.00,"0,69894851","11,09291158","1,01928763",
26/02/2009 6.00,"0,64476681","16,58680076","1,01983867",
26/02/2009 7.00,"0,7007547","17,75099079","1,05349319",
26/02/2009 8.00,"0,7711911","21,25004448","1,14563654",
26/02/2009 9.00,"0,95360429","18,30389148","1,10635507",
26/02/2009 10.00,"1,08364096","11,19544258","1,08580796",
26/02/2009 11.00,"1,24257467","10,55429162","1,06534008",
26/02/2009 12.00,"1,06558006","11,91316723","1,0642776",
26/02/2009 13.00,"1,02765308","10,54650978","1,04231502",
26/02/2009 14.00,"0,93012481","11,50433192","1,06191614",
26/02/2009 15.00,"0,74951883","6,74763729","1,03605547",
26/02/2009 16.00,"0,72423316","9,75091511","1,04369205",
26/02/2009 17.00,"0,79467058","10,49718592","1,05278487",
26/02/2009 18.00,"0,63392966","15,52254332","1,11029044",
26/02/2009 19.00,"0,69894851","20,5972112","1,1124154",
26/02/2009 20.00,"0,82717898","26,7049996","1,231758",
26/02/2009 21.00,"0,73145793","21,4667888","1,13961465",
26/02/2009 22.00,"0,67185766","14,59716018","1,12981351",
26/02/2009 23.00,"0,51111776","10,18440375","1,06191614",
27/02/2009 0.00,"0,59600268","13,9547167","1,06935467",
27/02/2009 1.00,,,"1,02908877",
27/02/2009 2.00,"0,37927388",,"1,0379451",
27/02/2009 3.00,"0,46957738",,,
27/02/2009 4.00,"0,39372341",,"1,08423405",
27/02/2009 5.00,"0,40455955",,"1,07325276",
27/02/2009 6.00,"0,29077657",,"1,05168162",
27/02/2009 7.00,"0,36482536",,"1,10249659",
27/02/2009 8.00,"0,48222072",,"1,20601616",
27/02/2009 9.00,"0,39914097",,"1,28221881",
27/02/2009 10.00,"0,70797845",,"1,2558467",
27/02/2009 11.00,"1,28953261","19,12282976","1,10922679",
27/02/2009 12.00,"0,95902185","16,88401351","1,08435171",
27/02/2009 13.00,"0,789252","14,62052482","1,05286293",
27/02/2009 14.00,"0,60683882","16,03391154","1,03078152",
27/02/2009 15.00,"0,49847441","15,46933427","1,00484279",
27/02/2009 16.00,"0,38469245","22,71276272","0,99791454",
27/02/2009 17.00,"0,39372341","20,0586008","0,98980614",
27/02/2009 18.00,"0,76035497","35,2865336","1,08128194",
27/02/2009 19.00,"0,67908141","34,89587376","1,07899854",
27/02/2009 20.00,"0,61225739","41,22688816","1,21188077",
27/02/2009 21.00,"0,56529945","18,78410366","1,1626001",
27/02/2009 22.00,"0,52195389","17,85352179","1,13717398",
27/02/2009 23.00,"0,52737247","16,80225257","1,14343236",
28/02/2009 0.00,"0,3774687","11,53028923","1,11769052",
28/02/2009 1.00,"0,31786844",,"1,0469191",
28/02/2009 2.00,"0,42623182",,"1,07986413",
28/02/2009 3.00,"0,35760161",,"1,05286293",
28/02/2009 4.00,"0,38649865",,"1,03936174",
28/02/2009 5.00,"0,42442563",,"0,99673439",
28/02/2009 6.00,"0,54543236",,"0,99075095",
28/02/2009 7.00,"0,50028061",,"0,98091136",
28/02/2009 8.00,"0,40455955",,"1,31480968",
28/02/2009 9.00,"0,56168707",,"1,42832612",
28/02/2009 10.00,"0,54723855",,"1,18062848",
28/02/2009 11.00,"0,39372341","8,66589335","1,02015439",
28/02/2009 12.00,"0,47318976","9,1993165","1,03093879",
28/02/2009 13.00,"0,35037684","12,79312317","1,0602234",
28/02/2009 14.00,"0,36843774","13,2979925","1,08112466",
28/02/2009 15.00,"0,3214798","11,37324711","1,05939741",
28/02/2009 16.00,"0,36843774","9,83657271","1,02660965",
28/02/2009 17.00,"0,32689838","9,70938074","1,05628686",
28/02/2009 18.00,"0,42442563","28,44025432","1,14925736",
28/02/2009 19.00,"0,61948114","70,4238356","1,26238002",
28/02/2009 20.00,"0,50389299","47,03877544","1,41033735",
28/02/2009 21.00,"0,43345659","22,3207836","1,31351071",
28/02/2009 22.00,"0,53098384","18,89571858","1,15484703",
28/02/2009 23.00,"0,47680214","10,17271378","1,00440941",
01/03/2009 0.00,"0,47680214","10,88005436","1,06325473",
01/03/2009 1.00,,"11,01244124","1,02216168",
01/03/2009 2.00,"0,33231695",,"1,04892639",
01/03/2009 3.00,"0,37927388","7,37970242",,
01/03/2009 4.00,"0,38830484","6,66197778","1,01857931",
01/03/2009 5.00,"0,46957738","6,2077229","1,01204599",
01/03/2009 6.00,"0,38469245","6,88650967","1,02290961",
01/03/2009 7.00,"0,32509219","10,46992654","1,01968256",
01/03/2009 8.00,"0,39191722","14,20390766","1,09631743",
01/03/2009 9.00,"0,44790511","18,2935055","1,17275657",
01/03/2009 10.00,"0,45332267","22,7439092","1,35153281",
01/03/2009 11.00,"0,59419649","24,50771008","1,28993344",
01/03/2009 12.00,"0,68991856","15,94695378","1,23675701",
01/03/2009 13.00,"0,75854877","15,40054242","1,22203491",
01/03/2009 14.00,"0,58516655","15,47971834","1,11036966",
01/03/2009 15.00,"0,64296062","41,29698208","1,49429541",
01/03/2009 16.00,"0,37566251","12,55950545","1,09049126",
01/03/2009 17.00,"0,42081426","10,03125446","1,01007714",
01/03/2009 18.00,"0,38649865","13,26813854","1,04003045",
01/03/2009 19.00,"0,45332267","28,32993192","1,19160977",
01/03/2009 20.00,"0,41358949","15,75227394","1,0370399",
01/03/2009 21.00,"0,51292293","26,06904928","1,31933571",
01/03/2009 22.00,"0,55446332","33,4033092","1,36235683",
01/03/2009 23.00,"0,43526278","30,85558832","1,25131951",
02/03/2009 0.00,"0,51111776","26,62454264","1,22514429",
02/03/2009 1.00,"0,59419649","17,18381894","1,20007233",
02/03/2009 2.00,"0,37385632","12,92550049","1,14059908",
02/03/2009 3.00,"0,59419649","8,40502007","1,0611286",
02/03/2009 4.00,"0,51472913","6,48027659","1,03896914",
02/03/2009 5.00,"0,45512886","8,14155221","1,06101094",
02/03/2009 6.00,"0,58877791","10,95013872","1,05699635",
02/03/2009 7.00,"0,5020868","20,53881872","1,01098234",
02/03/2009 8.00,"0,6104512","22,38957736","1,04625039",
02/03/2009 9.00,"0,64657199","23,19684288","1,07754229",
02/03/2009 10.00,"0,54723855","21,06704696","1,0321201",
02/03/2009 11.00,"0,78383343","36,24046864","1,12701867",
02/03/2009 12.00,"0,74771264","37,31380808","1,18483995",
02/03/2009 13.00,"1,0601625","47,36194168","1,33720564",
02/03/2009 14.00,"0,83620994","46,06795744","1,36330164",
02/03/2009 15.00,"0,21853398","18,87884326","1,13134898",
02/03/2009 16.00,"0,35579542","31,83808864","1,24081121",
02/03/2009 17.00,"0,45332267","28,6673808","1,14075519",
02/03/2009 18.00,"0,68269379","39,18533104","1,29591571",
02/03/2009 19.00,"0,66463289","33,61617216","1,361885",
02/03/2009 20.00,"0,62128733","32,42342832","1,34251921",
02/03/2009 21.00,"0,36482536","16,90478357","1,13583539",
02/03/2009 22.00,"0,27271669","13,41739882","1,19916712",
02/03/2009 23.00,"0,29438896","10,26875737","1,16606481",
03/03/2009 0.00,"0,34315309","13,26425144","1,19601813",
03/03/2009 1.00,,"10,4258014","1,22656326",
03/03/2009 2.00,"0,34495928",,"1,20558278",
03/03/2009 3.00,"0,43887415","8,14285046",,
03/03/2009 4.00,"0,43887415","4,31282957","1,20798384",
03/03/2009 5.00,"0,2889714","4,23625588","1,17358256",
03/03/2009 6.00,"0,40275336","7,47444585","1,13855101",
03/03/2009 7.00,"0,49847441","27,74849272","1,26974049",
03/03/2009 8.00,"0,79286439","30,38447152","1,2500217",
03/03/2009 9.00,"0,40094717","32,7271304","1,34082646",
03/03/2009 10.00,"0,35218303","20,043018","1,22069749",
03/03/2009 11.00,"0,30703128","15,4758236","1,16972524",
03/03/2009 12.00,"0,16435229","21,30845608","1,14504588",
03/03/2009 13.00,"0,35218303","23,32274808","1,19393278",
03/03/2009 14.00,"0,24201346","33,6758648","1,26383744",
03/03/2009 15.00,"0,26007436","36,69084024","1,33071077",
03/03/2009 16.00,"0,31064367","43,83043944","1,30248864",
03/03/2009 17.00,"0,36302018","51,61895232","1,3346473",
03/03/2009 18.00,"0,29258276","51,5281132","1,37617256",
03/03/2009 19.00,"0,29077657","42,73503552","1,3573182",
03/03/2009 20.00,"0,47499595","36,9088656","1,30784182",
03/03/2009 21.00,"0,45151749","44,75450904","1,38345381",
03/03/2009 22.00,"0,6808876","55,64625528","1,43946468",
03/03/2009 23.00,"0,52917764","45,85899496","1,37199953",
04/03/2009 0.00,"0,32689838","16,20652882","1,18798895",
04/03/2009 1.00,"0,31244986","9,84436029","1,14173961",
04/03/2009 2.00,"0,34495928","7,90404166","1,15102932",
04/03/2009 3.00,"0,40094717","6,5516592","1,11753324",
04/03/2009 4.00,"0,37205013","4,69440358","1,1036779",
04/03/2009 5.00,"0,31786844","7,70806357","1,08313079",
04/03/2009 6.00,"0,55807468","17,66403112","1,09509767",
04/03/2009 7.00,"0,41900807","21,37983104","1,17586596",
04/03/2009 8.00,"0,44429272","30,34034256","1,29579805",
04/03/2009 9.00,"0,58877791","33,19436584","1,34645574",
04/03/2009 10.00,"0,36482536","19,99240736","1,19168899",
04/03/2009 11.00,"0,2889714","15,76654511","1,17928989",
04/03/2009 12.00,"0,180607","8,73078663","1,1167457",
04/03/2009 13.00,"0,19686171","7,77944618","1,11182591",
04/03/2009 14.00,"0,13906763","6,91636173","1,13579578",
04/03/2009 15.00,"0,1083644","6,0000625","1,13532396",
04/03/2009 16.00,"0,11739434","5,3005095","1,12115406",
04/03/2009 17.00,"0,14990377","5,82225414","1,13390732",
04/03/2009 18.00,"0,16977086","6,00655182","1,15571262",
04/03/2009 19.00,"0,17338223","6,25833928","1,13752814",
04/03/2009 20.00,"0,12100673","6,32972189","1,14252715",
04/03/2009 21.00,"0,08488492","3,78070085","1,14795838",
04/03/2009 22.00,"0,15532234","3,89102134","1,16610326",
04/03/2009 23.00,"0,09391588","2,85661595","1,14748656",
05/03/2009 0.00,"0,14629138","3,27712785","1,13831451",
05/03/2009 1.00,,"3,61068007","1,16039709",
05/03/2009 2.00,"0,28174663",,"1,40982592",
05/03/2009 3.00,"0,08488492","2,30891399",,
05/03/2009 4.00,"0,1788008","2,42442556","1,51649332",
05/03/2009 5.00,"0,21131023","2,78134051","1,45493355",
05/03/2009 6.00,"0,26729811","4,29076509","1,4563898",
05/03/2009 7.00,"0,17518842","4,85534045","1,45450134",
05/03/2009 8.00,"0,17157604","4,86182978","1,47252855",
05/03/2009 9.00,"0,13003667","5,71972314","1,43383657",
05/03/2009 10.00,"0,05960027","5,82485064","1,43568659",
05/03/2009 11.00,"0,0523755","4,4504037","1,44285017",
05/03/2009 12.00,"0,03612181","6,59059517","1,45040753",
05/03/2009 13.00,"0,05057033","4,16227678","1,44481902",
05/03/2009 14.00,"0,05598788","5,06040436","1,44096054",
05/03/2009 15.00,"0,02347846","5,0785741","1,42191046",
05/03/2009 16.00,,,,
05/03/2009 17.00,,,"3,20597981",
05/03/2009 18.00,,,,
05/03/2009 19.00,,,"0,73447309",
05/03/2009 20.00,,,"0,70243326",
05/03/2009 21.00,,,,
05/03/2009 22.00,,,,
05/03/2009 23.00,,,,
06/03/2009 0.00,,,,
06/03/2009 1.00,,,,
06/03/2009 2.00,,,,
06/03/2009 3.00,,,,
06/03/2009 4.00,,,,
06/03/2009 5.00,,,,
06/03/2009 6.00,,,,
06/03/2009 7.00,,,,
06/03/2009 8.00,,,,
06/03/2009 9.00,,,,
06/03/2009 10.00,,,,
06/03/2009 11.00,,,,
06/03/2009 12.00,,,"0,460994",
06/03/2009 13.00,,,"0,75997843",
06/03/2009 14.00,"6,45308264",,"0,7628921",
06/03/2009 15.00,"6,11173574","8,07146594","0,77222025",
06/03/2009 16.00,"6,1370204","7,46795652","0,77678589",
06/03/2009 17.00,"6,48559206","7,96504019","0,79119228",
06/03/2009 18.00,"6,50907052","12,59454858","0,87479384",
06/03/2009 19.00,"5,87333467",,"0,92277553",
06/03/2009 20.00,,,"0,79780482",
06/03/2009 21.00,"6,20926299","6,93582971","0,81020391",
06/03/2009 22.00,"6,73121688","14,21169906","0,85975952",
06/03/2009 23.00,"6,75108398","23,19296152","0,90919629",
07/03/2009 0.00,"6,7456654","19,62121168","0,87715646",
07/03/2009 1.00,"7,14480638","17,68090452","0,89604927",
07/03/2009 2.00,"6,50004058",,"0,88955439",
07/03/2009 3.00,"6,89195678","17,1202239",,
07/03/2009 4.00,"7,07256378","13,54977614","0,8504302",
07/03/2009 5.00,"6,97684272","17,71465706","0,84503741",
07/03/2009 6.00,"6,73482927","12,63997579","0,80374865",
07/03/2009 7.00,"6,92988478","9,93780738","0,78997252",
07/03/2009 8.00,"6,8359689","16,26752735","0,78351726",
07/03/2009 9.00,"6,87931446","11,74963387","0,77611718",
07/03/2009 10.00,"6,66439286","10,5478023","0,77560458",
07/03/2009 11.00,"6,48378587","7,20189216","0,75907439",
07/03/2009 12.00,"6,38264624","7,38489159","0,77938384",
07/03/2009 13.00,"6,60659777","4,43093572","0,78367337",
07/03/2009 14.00,"6,51629529","6,97606202","0,79650584",
07/03/2009 15.00,"6,49823439","4,92153198","0,79752871",
07/03/2009 16.00,"6,48920444","4,38161759","0,7592305",
07/03/2009 17.00,"6,88834542","4,72685022","0,71554067",
07/03/2009 18.00,"6,79442954","6,49455158","0,73809391",
07/03/2009 19.00,"6,84319367","6,40499924","0,74722518",
07/03/2009 20.00,"6,73121688","5,03444705","0,76859943",
07/03/2009 21.00,"6,82513277","11,22140181","0,84850212",
07/03/2009 22.00,"6,84499884","19,25781696","0,92234215",
07/03/2009 23.00,"6,57589556","13,16431502","0,93694543",
08/03/2009 0.00,"7,07798236","14,1610846","0,97272374",
08/03/2009 1.00,"6,85041742","11,29538091","0,95516952",
08/03/2009 2.00,"6,69690229","12,5634021","0,96556016",
08/03/2009 3.00,"6,89015059","15,48360544","0,96493106",
08/03/2009 4.00,"7,04005436","14,84505862","0,95292573",
08/03/2009 5.00,"6,817908","11,57312377","0,92560881",
08/03/2009 6.00,"6,81610282","11,85605197","0,9132901",
08/03/2009 7.00,"6,9443333","10,83333464","0,88849191",
08/03/2009 8.00,"6,73844165","5,51076449","0,90793576",
08/03/2009 9.00,"6,61021016","4,22327531","0,87841583",
08/03/2009 10.00,"6,77456244","4,22327531","0,88136794",
08/03/2009 11.00,"6,53074279","4,13502122","0,86491464",
08/03/2009 12.00,"6,52351904","3,44325579","0,85413024",
08/03/2009 13.00,"6,66258667","3,02534039","0,83134051",
08/03/2009 14.00,"6,52171285","3,28880826","0,82535707",
08/03/2009 15.00,"6,65897429","2,9747221","0,81264459",
08/03/2009 16.00,"6,51810047","2,89036084","0,82201119",
08/03/2009 17.00,"6,76914488","3,3043815","0,80095381",
08/03/2009 18.00,"6,71857456","4,73853254","0,81764244",
08/03/2009 19.00,"6,53977375","8,08055367","0,81453305",
08/03/2009 20.00,"6,63188344","27,21118248","0,87617204",
08/03/2009 21.00,"6,75469636","41,1399304","1,06648178",
08/03/2009 22.00,"7,0870123","34,612936","1,09025593",
08/03/2009 23.00,"7,30193491","35,6447468","1,089508",
09/03/2009 0.00,"7,0346368","42,46116064","1,0179106",
09/03/2009 1.00,"7,07075759","42,75708088","1,05333475",
09/03/2009 2.00,"6,92446621",,"0,93139537",
09/03/2009 3.00,"6,79984709","7,33427522",,
09/03/2009 4.00,"6,86486594","7,43291338","0,84078633",
09/03/2009 5.00,"6,93710853","9,12144647","0,80807779",
09/03/2009 6.00,"6,96058801","10,99556593","0,79780482",
09/03/2009 7.00,"6,64633196","9,290169","0,8006381",
09/03/2009 8.00,"6,67342281","11,00854458","0,79508804",
09/03/2009 9.00,"6,97503653","11,91445783","0,7925297",
09/03/2009 10.00,"7,11952172","8,60359466","0,77847863",
09/03/2009 11.00,"7,15022495","6,52310539","0,7510056",
09/03/2009 12.00,"6,94072092","5,89363675","0,72156256",
09/03/2009 13.00,"6,70954461","4,9591697","0,69708008",
09/03/2009 14.00,"6,64813815","5,76904127","0,68176965",
09/03/2009 15.00,"6,31040262","5,62108498","0,66767781",
09/03/2009 16.00,"6,61201635","6,07663618","0,65626314",
09/03/2009 17.00,"6,43321554","6,63342397","0,68255603",
09/03/2009 18.00,"6,46572497","7,12012739","0,66574974",
09/03/2009 19.00,"6,69148371","6,27391443","0,66909562",
09/03/2009 20.00,"6,64452577","4,20251099","0,65815277",
09/03/2009 21.00,"6,62104731","4,3024455","0,672205",
09/03/2009 22.00,"7,01296351","4,41276407","0,67417152",
09/03/2009 23.00,"6,80165329","6,2674251","0,71483235",
10/03/2009 0.00,"6,69690229","3,92736081","0,71290428",
10/03/2009 1.00,"6,50726433","4,62301906","0,76104091",
10/03/2009 2.00,"6,57228317","5,6587227","0,76690669",
10/03/2009 3.00,"6,77275625","6,93582971","0,74962624",
10/03/2009 4.00,"6,66439286","10,30510258","0,7507295",
10/03/2009 5.00,"6,87570207","11,03190922","0,7428972",
10/03/2009 6.00,"6,88112065","16,19873742","0,74018042",
10/03/2009 7.00,"6,68967752","20,603712","0,79607246",
10/03/2009 8.00,"7,26220174","23,4538348","0,90348896",
10/03/2009 9.00,"7,04908532","18,34671454","0,88837308",
10/03/2009 10.00,"7,16647966","10,66980319","0,7925297",
10/03/2009 11.00,"6,98767886","9,46538086","0,76509511",
10/03/2009 12.00,,"9,59776582","0,72597092",
10/03/2009 13.00,"4,62353523","10,09874233","0,73348866",
10/03/2009 14.00,"4,53503793","11,10978498","0,78855472",
10/03/2009 15.00,"4,55851639","8,49846716","0,75663372",
10/03/2009 16.00,"4,50252851","15,68088942","0,77654939",
10/03/2009 17.00,"4,57296491","29,8770076","0,88207626",
10/03/2009 18.00,"4,34720616","42,989408","0,86766987",
10/03/2009 19.00,"4,60005575","38,39492936","0,84236141",
10/03/2009 20.00,"4,26773982","38,86346496","0,90931396",
10/03/2009 21.00,"4,60728052","31,72776624","0,87912415",
10/03/2009 22.00,"4,22620045","23,5823212","0,80410164",
10/03/2009 23.00,"4,34540099","19,56670056","0,83023842",
11/03/2009 0.00,"4,52961935","10,35052787","0,736047",
11/03/2009 1.00,,"6,56853069","0,68188732",
11/03/2009 2.00,"4,46460152",,"0,60462219",
11/03/2009 3.00,"4,11783605","5,55878628",,
11/03/2009 4.00,"4,71745112","3,82742439","0,61823987",
11/03/2009 5.00,"4,41041882","3,14344654","0,59769393",
11/03/2009 6.00,"4,60366814","6,09740433","0,5821074",
11/03/2009 7.00,"4,74995952","11,08123309","0,57966672",
11/03/2009 8.00,"4,59102581","20,87756776","0,62505046",
11/03/2009 9.00,"4,70480777","20,211752","0,65012243",
11/03/2009 10.00,"4,55129264","14,05465503","0,60836067",
11/03/2009 11.00,"4,42486733","10,90860626","0,60340127",
11/03/2009 12.00,"4,04739965","6,91765806","0,59273569",
11/03/2009 13.00,"4,15395684","4,40238191","0,60005655",
11/03/2009 14.00,"4,20272097","10,63606213","0,64059739",
11/03/2009 15.00,"4,01127784","13,6847576","0,68940506",
11/03/2009 16.00,"4,10519372","10,2752467","0,62768802",
11/03/2009 17.00,"4,10880509","13,5991","0,71392598",
11/03/2009 18.00,"4,37068564","24,0599388","0,7255387",
11/03/2009 19.00,"4,45376437","26,87113328","0,74344708",
11/03/2009 20.00,"4,49891612","42,20808832","0,79375062",
11/03/2009 21.00,"4,20452717","33,49936808","0,79056201",
11/03/2009 22.00,"4,55309883","19,00343683","0,73707104",
11/03/2009 23.00,"4,52781316","5,46014811","0,65795589",
12/03/2009 0.00,"4,24426136","3,74436138","0,68027379",
12/03/2009 1.00,"4,03295113","3,22910606","0,68712166",
12/03/2009 2.00,"4,09074521","3,71710582","0,68413111",
12/03/2009 3.00,"4,11241748","3,43936105","0,69267172",
12/03/2009 4.00,"4,11241748","2,83974446","0,71550106",
12/03/2009 5.00,"4,0925514","4,92282831","0,72030319",
12/03/2009 6.00,"4,33275866","6,67495643","0,73246579",
12/03/2009 7.00,"4,50794708","10,10004058","0,73026161",
12/03/2009 8.00,"4,4844676","19,9482784","0,78800367",
12/03/2009 9.00,"4,85110017","18,21562974","0,91608377",
12/03/2009 10.00,"4,38874655","10,72171973","0,78143074",
12/03/2009 11.00,"4,592832","9,41865731","0,79729338",
12/03/2009 12.00,"4,47182528","11,15909929","0,76273366",
12/03/2009 13.00,"4,43931585","7,93778654","0,77529119",
12/03/2009 14.00,"4,41222501","9,44072179","0,7721422",
12/03/2009 15.00,"4,4320921","7,75089237","0,78257244",
12/03/2009 16.00,"4,30927918","9,52638322","0,74517944",
12/03/2009 17.00,"4,53503793","7,24083004","0,73892106",
12/03/2009 18.00,"4,42486733","9,71716831","0,7455336",
12/03/2009 19.00,"4,35443093","9,56142444","0,75494097",
12/03/2009 20.00,"4,4140312","8,99555274","0,74014081",
12/03/2009 21.00,"4,2334242","16,67505486","0,75427226",
12/03/2009 22.00,"4,44834681","17,41224749","0,71813862",
12/03/2009 23.00,"4,32914628","13,22011674","0,70018947",
13/03/2009 0.00,"4,3237277","7,20708515","0,70152805",
13/03/2009 1.00,,"7,65614703","0,6939707",
13/03/2009 2.00,"4,42486733",,"0,68861752",
13/03/2009 3.00,"4,0546234","13,26813854",,
13/03/2009 4.00,"4,2153633","9,30963698","0,68487787",
13/03/2009 5.00,"4,1449269","11,38622577","0,63697657",
