,TARANTO,,,,
,Talsano,,,,
Parm,SO2,NOX,NO2,PM10,O3
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K
,,,,,
,,,,,
18/01/2009 22.00,"0,184039","45,645709","40,731104","50,80938",
18/01/2009 23.00,"0,153366","43,233339","39,18015","50,80938",
19/01/2009 0.00,"0,151561","33,115649","30,314377","50,80938",
19/01/2009 1.00,"0,128105","12,790764","11,492653","26,16334",
19/01/2009 2.00,"0,086607","7,644369","6,615254","26,16334",
19/01/2009 3.00,"0,057738","6,248823","5,493893","26,16334",
19/01/2009 4.00,"0,095629","7,427774","6,549062","26,16334",
19/01/2009 5.00,"0,041499","6,790959","5,441978","26,16334",
19/01/2009 6.00,"0,003608","7,51467","6,005253","26,16334",
19/01/2009 7.00,"0,077585","25,036797","19,495324","26,16334",
19/01/2009 8.00,"0,885914","114,52675","62,948089","26,16334",
19/01/2009 9.00,"0,12991","84,167157","47,578686","26,16334",
19/01/2009 10.00,"0,102845","61,480472","41,416384","26,16334",
19/01/2009 11.00,"0,144345","72,651315","48,941444","26,16334",
19/01/2009 12.00,"0,185844","38,738038","31,145026","26,16334",
19/01/2009 13.00,"0,27245","23,256038","18,85807","26,16334",
19/01/2009 14.00,"0,175018","19,891682","15,975504","26,16334",
19/01/2009 15.00,"0,138931","24,982324","20,73998","26,16334",
19/01/2009 16.00,"0,086607","39,154355","32,63887","26,16334",
19/01/2009 17.00,"0,111867","35,205042","31,154106","26,16334",
19/01/2009 18.00,"0,14254","33,639632","30,825759","26,16334",
19/01/2009 19.00,"0,122693","33,782286","30,477909","26,16334",
19/01/2009 20.00,"0,045108","45,075054","41,437149","26,16334",
19/01/2009 21.00,"0,164192","39,63551","36,402701","26,16334",
19/01/2009 22.00,"0,14254","37,806797","34,895873","26,16334",
19/01/2009 23.00,"0,14254","35,254355","32,6895","26,16334",
20/01/2009 0.00,"0,12991","34,948242","32,013304","26,16334",
20/01/2009 1.00,,"19,618037","16,758117","27,200781",
20/01/2009 2.00,"0,155171",,,"27,200781",
20/01/2009 3.00,"0,169605","10,604065","7,74051","27,200781",
20/01/2009 4.00,"0,187648","6,879154","4,603553","27,200781",
20/01/2009 5.00,"0,22193","6,056872","4,180446","27,200781",
20/01/2009 6.00,"0,171409","8,388833","6,493255","27,200781",
20/01/2009 7.00,"0,160583","14,753087","12,874886","27,200781",
20/01/2009 8.00,"0,571965","80,145228","44,741524","27,200781",
20/01/2009 9.00,"0,14254","81,234703","50,423608","27,200781",
20/01/2009 10.00,"0,010826","31,486644","25,939262","27,200781",
20/01/2009 11.00,,"17,45209","13,867759","27,200781",
20/01/2009 12.00,,"15,920362","12,554308","27,200781",
20/01/2009 13.00,"0,027064","18,295124","14,916443","27,200781",
20/01/2009 14.00,,"17,478031","14,11825","27,200781",
20/01/2009 15.00,,"17,811353","15,599117","27,200781",
20/01/2009 16.00,,"15,533865","13,030635","27,200781",
20/01/2009 17.00,,"16,467687","13,27074","27,200781",
20/01/2009 18.00,,"18,509125","15,417416","27,200781",
20/01/2009 19.00,,"24,021259","19,952178","27,200781",
20/01/2009 20.00,,"24,746269","20,925577","27,200781",
20/01/2009 21.00,,"20,89296","17,085183","27,200781",
20/01/2009 22.00,,"13,297881","10,790502","27,200781",
20/01/2009 23.00,,"9,933528","7,928701","27,200781",
21/01/2009 0.00,,"8,902434","7,039657","27,200781",
21/01/2009 1.00,,"5,596445","3,754743",,
21/01/2009 2.00,,"4,71969","2,81768",,
21/01/2009 3.00,,"4,623715","2,677509",,
21/01/2009 4.00,,"4,711908","2,663234",,
21/01/2009 5.00,,"3,414935","1,530191",,
21/01/2009 6.00,,"5,50047","3,332935",,
21/01/2009 7.00,,"11,792094","8,94234",,
21/01/2009 8.00,,"33,762841","25,244899",,
21/01/2009 9.00,,"15,577963","12,64386",,
21/01/2009 10.00,"0,442055","6,190459","3,809255",,
21/01/2009 11.00,"0,454685","8,706592","3,292701",,
21/01/2009 12.00,"0,230952","14,980056","8,303787",,
21/01/2009 13.00,"0,010826","16,641481","8,633444",,
21/01/2009 14.00,,"13,256377","5,945553",,
21/01/2009 15.00,,"10,194222","4,059744",,
21/01/2009 16.00,,"11,39003","4,879999",,
21/01/2009 17.00,,"16,410619","9,443316",,
21/01/2009 18.00,,"17,550661","11,297976",,
21/01/2009 19.00,,"19,594692","13,140948",,
21/01/2009 20.00,,"24,869478","17,85223",,
21/01/2009 21.00,,"24,586732","18,024847",,
21/01/2009 22.00,,"18,273075","12,436204",,
21/01/2009 23.00,,"12,648095","7,305723",,
22/01/2009 0.00,,"8,837585","3,522424",,
22/01/2009 1.00,,"6,691092","1,414681","40,746571",
22/01/2009 2.00,,,,"40,746571",
22/01/2009 3.00,,"6,517297","1,118767","40,746571",
22/01/2009 4.00,,"6,087999","0,870872","40,746571",
22/01/2009 5.00,,"5,557536","0,442574","40,746571",
22/01/2009 6.00,,"7,287701","1,953297","40,746571",
22/01/2009 7.00,,"11,971076","6,283","40,746571",
22/01/2009 8.00,,"52,755711","36,94133","40,746571",
22/01/2009 9.00,,"39,989612","26,900978","40,746571",
22/01/2009 10.00,,"10,72987","4,28687","40,746571",
22/01/2009 11.00,,"11,515838","4,526977","40,746571",
22/01/2009 12.00,,"11,661098","5,534127","40,746571",
22/01/2009 13.00,,"19,41699","11,143526","40,746571",
22/01/2009 14.00,,"30,415349","20,495989","40,746571",
22/01/2009 15.00,,"21,960371","16,098797","40,746571",
22/01/2009 16.00,,"12,969746","7,64317","40,746571",
22/01/2009 17.00,,"15,290034","9,841765","40,746571",
22/01/2009 18.00,,"16,808792","11,44982","40,746571",
22/01/2009 19.00,,"24,547824","18,978781","40,746571",
22/01/2009 20.00,,"35,688837","30,006793","40,746571",
22/01/2009 21.00,,"17,396321","12,215567","40,746571",
22/01/2009 22.00,,"12,139681","7,099361","40,746571",
22/01/2009 23.00,,"13,667519","8,625659","40,746571",
23/01/2009 0.00,,"14,705098","9,449807","40,746571",
23/01/2009 1.00,,"8,086637","2,803403","16,11762",
23/01/2009 2.00,,"7,243604","1,933829","16,11762",
23/01/2009 3.00,,"6,050386","0,983787","16,11762",
23/01/2009 4.00,,"6,567878","1,720978","16,11762",
23/01/2009 5.00,,"11,035957","5,113615","16,11762",
23/01/2009 6.00,,"9,417334","3,001978","16,11762",
23/01/2009 7.00,,"9,631335","4,228468","16,11762",
23/01/2009 8.00,,"13,541713","8,188275","16,11762",
23/01/2009 9.00,,"18,289936","12,921613","16,11762",
23/01/2009 10.00,,"23,284584","16,424572","16,11762",
23/01/2009 11.00,,"32,271308","24,503808","16,11762",
23/01/2009 12.00,,"38,643355","28,114487","16,11762",
23/01/2009 13.00,,"32,417864","23,852277","16,11762",
23/01/2009 14.00,,"26,733239","19,42395","16,11762",
23/01/2009 15.00,,"27,153459","20,183206","16,11762",
23/01/2009 16.00,,"28,180661","21,318837","16,11762",
23/01/2009 17.00,,"23,271601","17,477144","16,11762",
23/01/2009 18.00,,"20,164065","14,834672","16,11762",
23/01/2009 19.00,,"26,550357","21,209816","16,11762",
23/01/2009 20.00,,"202,598955","111,267808","16,11762",
23/01/2009 21.00,,"137,035731","80,039761","16,11762",
23/01/2009 22.00,,"18,270482","12,453077","16,11762",
23/01/2009 23.00,,"23,751494","18,490777","16,11762",
24/01/2009 0.00,,"19,191317","14,446607","16,11762",
24/01/2009 1.00,,"14,426248","9,874212","16,857821",
24/01/2009 2.00,,,,"16,857821",
24/01/2009 3.00,,"6,650886","1,779382","16,857821",
24/01/2009 4.00,,"5,71058","1,323829","16,857821",
24/01/2009 5.00,,"8,259134","3,941638","16,857821",
24/01/2009 6.00,,"13,086473","8,385552","16,857821",
24/01/2009 7.00,,"21,748961","16,479072","16,857821",
24/01/2009 8.00,,"28,499717","21,808137","16,857821",
24/01/2009 9.00,,"35,266036","22,876296","16,857821",
24/01/2009 10.00,,"37,926125","24,730936","16,857821",
24/01/2009 11.00,,"57,043525","39,492933","16,857821",
24/01/2009 12.00,,"27,066558","18,129971","16,857821",
24/01/2009 13.00,,"21,496041","14,451804","16,857821",
24/01/2009 14.00,,"41,184116","32,599944","16,857821",
24/01/2009 15.00,,"26,373973","18,904802","16,857821",
24/01/2009 16.00,,"17,107095","10,734698","16,857821",
24/01/2009 17.00,,"22,442845","16,081934","16,857821",
24/01/2009 18.00,,"23,85524","17,40835","16,857821",
24/01/2009 19.00,,"19,688073","13,273335","16,857821",
24/01/2009 20.00,,"23,244374","16,502436","16,857821",
24/01/2009 21.00,,"24,357178","17,404455","16,857821",
24/01/2009 22.00,,"20,885177","14,808713","16,857821",
24/01/2009 23.00,,"14,484612","9,242147","16,857821",
25/01/2009 0.00,,"14,718067","9,307042","16,857821",
25/01/2009 1.00,,"8,473135","3,164213","20,8395",
25/01/2009 2.00,,"6,903796","1,595084","20,8395",
25/01/2009 3.00,,"7,279919","1,97666","20,8395",
25/01/2009 4.00,,"8,63396","3,296596","20,8395",
25/01/2009 5.00,,"9,277258","3,570446","20,8395",
25/01/2009 6.00,,"7,346064","1,953297","20,8395",
25/01/2009 7.00,,"9,237054","3,844298","20,8395",
25/01/2009 8.00,,"15,265392","9,769085","20,8395",
25/01/2009 9.00,,"36,955976","29,051558","20,8395",
25/01/2009 10.00,,"22,916238","16,909972","20,8395",
25/01/2009 11.00,,"13,476864","7,434211","20,8395",
25/01/2009 12.00,,"15,277065","8,803467","20,8395",
25/01/2009 13.00,,"14,03067","7,534148","20,8395",
25/01/2009 14.00,,"13,117603","6,658083","20,8395",
25/01/2009 15.00,,"13,832234","7,352447","20,8395",
25/01/2009 16.00,,"12,885444","7,112339","20,8395",
25/01/2009 17.00,,"20,231503","14,642587","20,8395",
25/01/2009 18.00,,"52,955438","46,840195","20,8395",
25/01/2009 19.00,,"95,016341","75,225955","20,8395",
25/01/2009 20.00,,"128,72081","94,853669","20,8395",
25/01/2009 21.00,,"55,203109","45,660431","20,8395",
25/01/2009 22.00,,"33,766703","27,130706","20,8395",
25/01/2009 23.00,,"34,560469","29,215091","20,8395",
26/01/2009 0.00,,"52,402947","41,743451","20,8395",
26/01/2009 1.00,,"48,807736","33,504549","26,26523",
26/01/2009 2.00,,,,"26,26523",
26/01/2009 3.00,,"23,038146","17,85872","26,26523",
26/01/2009 4.00,,"37,319122","32,00682","26,26523",
26/01/2009 5.00,,"70,861492","62,213497","26,26523",
26/01/2009 6.00,,"61,817675","51,259437","26,26523",
26/01/2009 7.00,,"64,888921","51,582603","26,26523",
26/01/2009 8.00,,"69,71366","46,530008","26,26523",
26/01/2009 9.00,,"81,237285","46,417087","26,26523",
26/01/2009 10.00,,"29,643647","19,555036","26,26523",
26/01/2009 11.00,,"21,966853","13,534202","26,26523",
26/01/2009 12.00,,"19,525936","11,277203","26,26523",
26/01/2009 13.00,,"20,532394","12,611423","26,26523",
26/01/2009 14.00,,"22,665918","14,581586","26,26523",
26/01/2009 15.00,,"19,167972","12,462161","26,26523",
26/01/2009 16.00,,"17,514346","10,78272","26,26523",
26/01/2009 17.00,,"19,939675","14,203907","26,26523",
26/01/2009 18.00,,"31,240205","25,134578","26,26523",
26/01/2009 19.00,,"29,044445","24,16376","26,26523",
26/01/2009 20.00,,"24,66197","20,919097","26,26523",
26/01/2009 21.00,,"20,047319","12,930697","26,26523",
26/01/2009 22.00,"0,673006","13,356245","6,554256","26,26523",
26/01/2009 23.00,"3,698827","10,698742","4,205105","26,26523",
27/01/2009 0.00,"4,932972","10,658538","4,184339","26,26523",
27/01/2009 1.00,"5,064686","9,930935","3,45234","11,63275",
27/01/2009 2.00,"5,292029","9,643007","3,123979","11,63275",
27/01/2009 3.00,"5,30466","13,012546","6,562041","11,63275",
27/01/2009 4.00,"5,232487","8,880385","2,929299","11,63275",
27/01/2009 5.00,"5,165728","7,155409","1,181063","11,63275",
27/01/2009 6.00,"5,167532","9,212411","3,367978","11,63275",
27/01/2009 7.00,"5,13325","19,362517","13,602994","11,63275",
27/01/2009 8.00,"5,356984","30,615076","21,187751","11,63275",
27/01/2009 9.00,"5,517567","29,023682","19,965161","11,63275",
27/01/2009 10.00,"5,624022","29,200082","20,072883","11,63275",
27/01/2009 11.00,"5,189183","15,666157","8,639936","11,63275",
27/01/2009 12.00,"5,190989","13,5041","7,196701","11,63275",
27/01/2009 13.00,"4,496331","8,868713","5,37319","11,63275",
27/01/2009 14.00,"5,817082","21,280751","14,538764","11,63275",
27/01/2009 15.00,"5,080926","16,921627","10,184403","11,63275",
27/01/2009 16.00,"4,56309","14,977463","8,528317","11,63275",
27/01/2009 17.00,"5,198205","22,84102","16,248059","11,63275",
27/01/2009 18.00,"5,169337","32,535891","25,78221","11,63275",
27/01/2009 19.00,"5,106186","30,912087","24,109248","11,63275",
27/01/2009 20.00,"5,257747","25,536117","18,728289","11,63275",
27/01/2009 21.00,"5,084534","19,846292","13,577035","11,63275",
27/01/2009 22.00,"4,591958","15,865891","9,70938","11,63275",
27/01/2009 23.00,"4,665935","12,082616","5,75217","11,63275",
28/01/2009 0.00,"5,129642","11,39522","5,521148","11,63275",
28/01/2009 1.00,"5,185575","8,460166","2,911127","14,45448",
28/01/2009 2.00,"5,147685",,,"14,45448",
28/01/2009 3.00,"5,154902","7,422587","1,245957","14,45448",
28/01/2009 4.00,"5,162119","7,211179","1,367958","14,45448",
28/01/2009 5.00,"5,124228","7,722188","2,31151","14,45448",
28/01/2009 6.00,"4,590154","11,249958","5,802786","14,45448",
28/01/2009 7.00,"5,059274","21,413042","15,853504","14,45448",
28/01/2009 8.00,"5,122424","51,952901","40,962132","14,45448",
28/01/2009 9.00,"5,611391","49,642975","40,820663","14,45448",
28/01/2009 10.00,"4,997927","40,064832","26,91006","14,45448",
28/01/2009 11.00,"5,252334","35,652529","25,446061","14,45448",
28/01/2009 12.00,"5,499525","24,720324","15,791202","14,45448",
28/01/2009 13.00,"10,585861","40,189321","26,890597","14,45448",
28/01/2009 14.00,"10,221389","26,003027","17,14488","14,45448",
28/01/2009 15.00,"6,385438","14,718067","8,022147","14,45448",
28/01/2009 16.00,"5,452613","15,915176","9,874212","14,45448",
28/01/2009 17.00,"5,266768","21,017468","15,657523","14,45448",
28/01/2009 18.00,"5,035818","34,720008","29,122933","14,45448",
28/01/2009 19.00,"5,13325","44,949245","39,544842","14,45448",
28/01/2009 20.00,"5,093556","49,733777","43,624056","14,45448",
28/01/2009 21.00,"5,705215","64,890219","56,923354","14,45448",
28/01/2009 22.00,"10,113134","64,416829","57,110255","14,45448",
28/01/2009 23.00,"7,388633","42,195756","35,82256","14,45448",
29/01/2009 0.00,"10,369341","50,17734","43,765524","14,45448",
29/01/2009 1.00,"8,832079","23,100402","16,59199",,
29/01/2009 2.00,"9,254285","36,044219","30,244301",,
29/01/2009 3.00,"7,675517","15,101972","8,986467",,
29/01/2009 4.00,"9,108137","50,814153","44,714278",,
29/01/2009 5.00,"10,441518","43,622433","37,960158",,
29/01/2009 6.00,"13,28149","46,862277","41,525406",,
29/01/2009 7.00,"9,086485","20,357312","15,253884",,
29/01/2009 8.00,"8,971009","32,161064","25,674507",,
29/01/2009 9.00,"7,244288","34,922335","27,093058",,
29/01/2009 10.00,"16,0944","82,193168","50,345752",,
29/01/2009 11.00,"20,020559","65,838306","39,098391",,
29/01/2009 12.00,"18,494134","52,470403","32,815389",,
29/01/2009 13.00,"12,325205","37,680988","25,159224",,
29/01/2009 14.00,"13,532293","28,215669","18,197461",,
29/01/2009 15.00,"8,783361","19,4611","11,727571",,
29/01/2009 16.00,"9,252481","25,870735","17,809396",,
29/01/2009 17.00,"11,199326","37,572042","30,263766",,
29/01/2009 18.00,,"50,432842","43,971907",,
29/01/2009 19.00,,"53,576704","49,65917",,
29/01/2009 20.00,"3,715066","58,961928","39,087779",,
29/01/2009 21.00,"4,770585","29,097618","25,302011",,
29/01/2009 22.00,"0,368079","15,222592","12,963146",,
29/01/2009 23.00,"0,7127","16,825651","13,946925",,
30/01/2009 0.00,"0,135323","11,526215","8,259658",,
30/01/2009 1.00,,"13,600075","10,120807",,
30/01/2009 2.00,"1,517421",,,,
30/01/2009 3.00,"5,097164","21,767126","17,684801",,
30/01/2009 4.00,"0,50701","12,428908","8,210338",,
30/01/2009 5.00,"0,613464","15,214811","10,611395",,
30/01/2009 6.00,"1,551703","16,968319","12,050743",,
30/01/2009 7.00,"4,142686","21,877352","16,858053",,
30/01/2009 8.00,"6,26455","32,615009","25,571947",,
30/01/2009 9.00,"7,247896","34,01056","26,065147",,
30/01/2009 10.00,"14,232365","48,863511","33,376063",,
30/01/2009 11.00,"19,508154","53,498906","29,360441",,
30/01/2009 12.00,"17,795862","57,754252","30,653146",,
30/01/2009 13.00,"17,113842","44,377251","28,489582",,
30/01/2009 14.00,"15,654151","39,517501","25,915898",,
30/01/2009 15.00,"8,835686","25,84221","17,257797",,
30/01/2009 16.00,"6,540608","25,245607","17,618613",,
30/01/2009 17.00,"5,295638","30,46074","23,736772",,
30/01/2009 18.00,"1,097019","22,9305","17,814584",,
30/01/2009 19.00,"5,043035","29,887466","25,39025",,
30/01/2009 20.00,"11,002648","60,755442","54,537868",,
30/01/2009 21.00,"11,825411","67,158619","60,134311",,
30/01/2009 22.00,"12,37392","80,789838","67,646385",,
30/01/2009 23.00,"18,941584","47,431652","42,971244",,
31/01/2009 0.00,"20,778367","48,618374","44,192534",,
31/01/2009 1.00,"8,362958","42,841628","37,691483",,
31/01/2009 2.00,"16,056518","66,423224","59,415283",,
31/01/2009 3.00,"21,388241","54,724536","48,005692",,
31/01/2009 4.00,"20,605172","60,720454","51,62285",,
31/01/2009 5.00,"20,726063","32,82382","26,832204",,
31/01/2009 6.00,"17,882459","53,672668","44,850546",,
31/01/2009 7.00,"10,833053","47,670269","40,335246",,
31/01/2009 8.00,"14,414592","52,948976","42,572782",,
31/01/2009 9.00,"8,287177","28,923817","18,978781",,
31/01/2009 10.00,"11,36712","29,379064","18,332442",,
31/01/2009 11.00,"28,327598","55,743958","31,682334",,
31/01/2009 12.00,"22,804617","28,364826","16,612761",,
31/01/2009 13.00,"18,781009","29,372583","16,458309",,
31/01/2009 14.00,"7,895643","16,620731","7,525062",,
31/01/2009 15.00,"6,163509","15,318568","6,887808",,
31/01/2009 16.00,"5,456221","14,536492","6,864445",,
31/01/2009 17.00,"3,731305","23,154873","15,700357",,
31/01/2009 18.00,"3,07995","33,685002","27,680999",,
31/01/2009 19.00,"2,527833","59,649159","50,966136",,
31/01/2009 20.00,"2,100212","47,772753","41,560456",,
31/01/2009 21.00,"2,20847","78,980534","69,486761",,
31/01/2009 22.00,"2,630678","75,037741","64,852059",,
31/01/2009 23.00,"2,112842","66,217016","56,546977",,
01/02/2009 0.00,"1,840392","43,74174","38,481887",,
01/02/2009 1.00,,"41,525235","35,71872",,
01/02/2009 2.00,"0,70368",,,,
01/02/2009 3.00,"0,981542","34,848399","28,61937",,
01/02/2009 4.00,"1,502987","18,177099","12,915124",,
01/02/2009 5.00,"1,311731","15,40287","10,787907",,
01/02/2009 6.00,"1,01402","17,138222","12,95276",,
01/02/2009 7.00,"1,030259","13,507991","9,447211",,
01/02/2009 8.00,"1,264818","12,11504","7,553616",,
01/02/2009 9.00,"2,262599","10,336887","6,199935",,
01/02/2009 10.00,"2,800283","12,094289","7,313511",,
01/02/2009 11.00,"2,931998","12,513212","7,187617",,
01/02/2009 12.00,"3,749347","12,567685","6,140233",,
01/02/2009 13.00,"3,072733","13,584513","7,140893",,
01/02/2009 14.00,"1,945042","10,930902","5,846913",,
01/02/2009 15.00,"1,827762","9,107356","4,986423",,
01/02/2009 16.00,"1,860239","8,798676","4,684019",,
01/02/2009 17.00,"2,100212","9,524982","5,937764",,
01/02/2009 18.00,"1,807915","9,62874","6,724276",,
01/02/2009 19.00,"1,840392","17,165459","13,968999",,
01/02/2009 20.00,"1,984736","20,64134","16,098797",,
01/02/2009 21.00,"1,367664","23,90323","18,655611",,
01/02/2009 22.00,"1,977519","20,339149","14,869716",,
01/02/2009 23.00,"1,800697","10,421192","4,441318",,
02/02/2009 0.00,"1,685222","8,111279","2,378998",,
02/02/2009 1.00,"0,891327","6,997178","1,586",,
02/02/2009 2.00,"1,051911","7,145033","1,399106",,
02/02/2009 3.00,"0,900349","8,344734","2,101256",,
02/02/2009 4.00,"1,268427","7,845398","1,797553",,
02/02/2009 5.00,"0,579182","7,800006","1,754723",,
02/02/2009 6.00,"0,48175","10,685774","5,085063",,
02/02/2009 7.00,"0,331993","15,240749","9,757402",,
02/02/2009 8.00,"1,176408","79,878045","52,7507",,
02/02/2009 9.00,"1,798893","51,238271","35,96273",,
02/02/2009 10.00,"0,750592","11,709088","5,797595",,
