NetC,Foggia,,,
,Stat,Manfredonia - Zona 167 - Viale Michelangelo,,,
Parm,SO2,NO2,CO,PM10



24/09/2009 8.00,"4,48085522","40,75967184","2,73019964",
24/09/2009 9.00,,,,
24/09/2009 10.00,"4,79872365","18,88143785","2,65069305",
24/09/2009 11.00,"5,82637673","12,30901433","2,55736257",
24/09/2009 12.00,,,,
24/09/2009 13.00,,,,
24/09/2009 14.00,"3,14255949","7,35114862","0,51507446",
24/09/2009 15.00,"3,33219643",,,
24/09/2009 16.00,"3,34845114","9,44202004",,
24/09/2009 17.00,"4,10158134","20,4012312","0,91809806",
24/09/2009 18.00,"4,61992285","13,2525653","0,70920074",
24/09/2009 19.00,"5,3640231","13,37456619","0,64620337",
24/09/2009 20.00,"6,05574786","18,23120298","1,05171424",
24/09/2009 21.00,"6,05032928","28,18588184","0,72018087",
24/09/2009 22.00,"5,90945648","14,63609806","0,76259968",
24/09/2009 23.00,"5,81192821","7,5951485","0,78396695",
25/09/2009 0.00,"5,71620715","6,07533985","0,75935982",
25/09/2009 1.00,,"3,19665942","0,62309792","24,20000076"
25/09/2009 2.00,"5,69092148",,"0,68814919","24,20000076"
25/09/2009 3.00,"5,33512607","5,21484998",,"24,20000076"
25/09/2009 4.00,"5,34957458","4,91633898","0,70750217","24,20000076"
25/09/2009 5.00,"4,98836059","6,59967908","0,68333075","24,20000076"
25/09/2009 6.00,"4,72286867","10,21424625","0,65366869","24,20000076"
25/09/2009 7.00,"4,54948645","16,52190748","1,0212623","24,20000076"
25/09/2009 8.00,"4,60186296","19,70558824","0,93646312","24,20000076"
25/09/2009 9.00,"4,32553389","19,49662576","0,96126713","24,20000076"
25/09/2009 10.00,"4,38874655","16,06116137","0,86485639","24,20000076"
25/09/2009 11.00,"4,0726843","13,00596892","0,99638023","24,20000076"
25/09/2009 12.00,"4,32553389","13,94822738","1,08982838","24,20000076"
25/09/2009 13.00,"4,15395684","14,54784778","1,21116196","24,20000076"
25/09/2009 14.00,"4,3435948","12,96574044","1,22854027","24,20000076"
25/09/2009 15.00,"4,58921962","9,91444656","1,27072259","24,20000076"
25/09/2009 16.00,"4,53142554","12,78143511","1,18924132","24,20000076"
25/09/2009 17.00,"4,47182528","16,21171607","1,26017701","24,20000076"
25/09/2009 18.00,"4,90889425","28,802368","1,43945187","24,20000076"
25/09/2009 19.00,"5,08588886","27,2410288","1,34572645","24,20000076"
25/09/2009 20.00,"5,28816812","25,94444424","1,51007184","24,20000076"
25/09/2009 21.00,"4,71925629","12,22595131","1,27569947","24,20000076"
25/09/2009 22.00,"4,50072231","10,69705302","1,13469719","24,20000076"
25/09/2009 23.00,"4,17924251","20,407732","1,13370927","24,20000076"
26/09/2009 0.00,"4,55851639","10,34273647","1,04693541","24,20000076"
26/09/2009 1.00,"4,67771693","11,98194952","0,92362715","36,79999161"
26/09/2009 2.00,"4,01127784","4,15578554","0,95348726","36,79999161"
26/09/2009 3.00,"4,21355813","4,62042448","1,01458802","36,79999161"
26/09/2009 4.00,"3,73675598","5,19408375","1,08437851","36,79999161"
26/09/2009 5.00,"2,62421697","11,78857366","1,13370927","36,79999161"
26/09/2009 6.00,"1,93610561","9,81710664","1,12541563","36,79999161"
26/09/2009 7.00,"1,42860024","15,91580539","1,34746463","36,79999161"
26/09/2009 8.00,"1,22451478","21,92234192","1,51007184","36,79999161"
26/09/2009 9.00,"1,18658678","14,81391214","1,37290008","36,79999161"
26/09/2009 10.00,"1,15227219","9,92093398","1,24370624","36,79999161"
26/09/2009 11.00,"1,3635814","16,2753111","1,40042903","36,79999161"
26/09/2009 12.00,"1,42860024","11,14742079","1,36298709","36,79999161"
26/09/2009 13.00,"1,17936303","7,47184935","1,30168829","36,79999161"
26/09/2009 14.00,"1,17394446","5,81057374","1,22131261","36,79999161"
26/09/2009 15.00,"1,15588355","5,64055105","1,41105383","36,79999161"
26/09/2009 16.00,"1,59475872","6,0597647","1,41358188","36,79999161"
26/09/2009 17.00,"1,58392157","8,98127584","1,45580381","36,79999161"
26/09/2009 18.00,"2,0625299","17,66533319","1,45177524","36,79999161"
26/09/2009 19.00,"1,88553529","15,84960813","1,84456897","36,79999161"
26/09/2009 20.00,"1,88914767","14,46348078","1,16617549","36,79999161"
26/09/2009 21.00,"1,53335226","15,74578462","1,09287019","36,79999161"
26/09/2009 22.00,"1,08544715","11,37065253","0,85375744","36,79999161"
26/09/2009 23.00,"0,74048787","9,51989198","1,0156936","36,79999161"
27/09/2009 0.00,"0,73868168","4,49712725","0,87571769","36,79999161"
27/09/2009 1.00,,"4,35176554","0,91446326","38,59999084"
27/09/2009 2.00,"0,70797845",,"0,95680402","38,59999084"
27/09/2009 3.00,"0,42803801","2,73721346",,"38,59999084"
27/09/2009 4.00,"0,45693505","2,9033395","0,94760168","38,59999084"
27/09/2009 5.00,"0,24743102","2,4425953","0,93879312","38,59999084"
27/09/2009 6.00,"0,1986679","5,23561622","0,91699131","38,59999084"
27/09/2009 7.00,"0,24923721","17,61471873","1,18169795","38,59999084"
27/09/2009 8.00,"0,17338223","21,73674408","1,30599413","38,59999084"
27/09/2009 9.00,"0,2889714","12,47773494","1,22526312","38,59999084"
27/09/2009 10.00,"0,3214798","10,51406123","1,19125561","38,59999084"
27/09/2009 11.00,"0,5400148","11,8612507","1,21645456","38,59999084"
27/09/2009 12.00,"0,61586978","9,97414685","1,09417383","38,59999084"
27/09/2009 13.00,"0,65379676","4,73333955","1,08335098","38,59999084"
27/09/2009 14.00,"0,93554339","3,32514773","1,11277655","38,59999084"
27/09/2009 15.00,"1,05835631","4,45429845","1,18548886","38,59999084"
27/09/2009 16.00,"1,87650535","5,46014811","1,27269726","38,59999084"
27/09/2009 17.00,"2,08781557","5,91699948","1,22230053","38,59999084"
27/09/2009 18.00,"2,99987948","9,55363686","1,33415451","38,59999084"
27/09/2009 19.00,"3,37554199","18,4414637","1,39316292","38,59999084"
27/09/2009 20.00,"3,75842825","17,08389017","1,24291753","38,59999084"
27/09/2009 21.00,"4,29844305","14,23116705","1,18466054","38,59999084"
27/09/2009 22.00,"4,12867219","9,52248847","1,25093506","38,59999084"
27/09/2009 23.00,"4,32734009","7,47444585","1,22032469","38,59999084"
28/09/2009 0.00,"4,13047838","5,03185055","1,10436292","38,59999084"
28/09/2009 1.00,"3,81802852","4,06493686","0,99104686","45,5"
28/09/2009 2.00,"2,79760021","2,30372291","1,09504175","45,5"
28/09/2009 3.00,"3,19854738","2,19859542","1,1305894","45,5"
28/09/2009 4.00,"3,02335896","6,5516592","1,05858774","45,5"
28/09/2009 5.00,"2,44902855","16,66207429","1,10041357","45,5"
28/09/2009 6.00,"2,71452047","24,04955664","1,25192298","45,5"
28/09/2009 7.00,"2,44541718","17,97423018","1,42819564","45,5"
28/09/2009 8.00,"2,62782935","23,80166584","1,58693155","45,5"
28/09/2009 9.00,"2,52127114","23,7354724","1,55766558","45,5"
28/09/2009 10.00,"2,02279673","13,79248542","1,23411013","45,5"
28/09/2009 11.00,"1,98125736","8,6360413","1,61367063","45,5"
28/09/2009 12.00,"2,01196059","8,90340199","1,62172893","45,5"
28/09/2009 13.00,"1,52070993","8,16491302","1,54127403","45,5"
28/09/2009 14.00,"1,73563152","10,95923219","1,63784321","45,5"
28/09/2009 15.00,"2,01918434","8,09093392","1,38459202","45,5"
28/09/2009 16.00,"1,78258946","6,84108438","1,16759679","45,5"
28/09/2009 17.00,"1,92346329","10,38686161","1,30074114","45,5"
28/09/2009 18.00,"2,80663016","24,20528904","1,46551991","45,5"
28/09/2009 19.00,"3,5705975","39,42544","1,44588966","45,5"
28/09/2009 20.00,"3,58504602","19,38370304","1,39158202","45,5"
28/09/2009 21.00,"3,82525329","16,97226378","1,32392464","45,5"
28/09/2009 22.00,"3,47126406","16,45831054","1,25958519","45,5"
28/09/2009 23.00,"3,03419509","8,24019038","1,36978021","45,5"
29/09/2009 0.00,"2,50501643","5,8352328","1,29635608","45,5"
29/09/2009 1.00,,"4,33229755","1,31598633",
29/09/2009 2.00,"2,38039834",,"1,25247519",
29/09/2009 3.00,"2,07697842","4,32321173",,
29/09/2009 4.00,"1,73924391","6,39461708","1,34576606",
29/09/2009 5.00,"1,59295253","9,28367967","1,41073811",
29/09/2009 6.00,"1,7031221","33,11520904","1,11953005",
29/09/2009 7.00,"1,32384822","33,95232088","0,43023683",
29/09/2009 8.00,"0,64476681","30,78614448","0,22240549",
29/09/2009 9.00,"0,18241319",,"0,42371982",
29/09/2009 10.00,,"12,95275987","0,7254723",
29/09/2009 11.00,,"15,47322902","0,57348989",
29/09/2009 12.00,,"13,14873987","1,35611476",
29/09/2009 13.00,"0,11378196","19,2902636","1,39758526",
29/09/2009 14.00,"0,26729811","8,29729799","0,8496112",
29/09/2009 15.00,"0,38469245","8,70482741","0,74553709",
29/09/2009 16.00,"0,58336035","7,66393461","0,73898047",
29/09/2009 17.00,"0,57613559","8,04421229","0,82314706",
29/09/2009 18.00,"0,78022104","20,65432264","0,82381927",
29/09/2009 19.00,"1,88553529","56,84549992","1,00735919",
29/09/2009 20.00,"1,29495119","29,7485212","0,32967869",
29/09/2009 21.00,"1,28772642","19,9391964","0,27588365",
29/09/2009 22.00,"1,21006626","10,02346689",,
29/09/2009 23.00,"1,30217494","8,70223282",,
30/09/2009 0.00,"1,53877083","6,29987174",,
30/09/2009 1.00,"1,4719458","4,64897829",,
30/09/2009 2.00,"1,14685361","3,20963807",,
30/09/2009 3.00,"1,42318166","5,44197838","0,41984853",
30/09/2009 4.00,"1,93249323","7,37450943","1,03457243",
30/09/2009 5.00,"1,721183","12,35573405","1,17703678",
30/09/2009 6.00,"2,4923741","31,90816344","1,1720599",
30/09/2009 7.00,"3,01794038","62,33548288","1,55016065",
30/09/2009 8.00,"1,30578732","47,18282552","1,69542916",
30/09/2009 9.00,"0,94096196","39,808318","1,57484584",
30/09/2009 10.00,"1,13962884","15,53033663","1,39004189",
30/09/2009 11.00,"1,06558006","9,23825438","1,42701083",
30/09/2009 12.00,"0,92290106","8,52961555","1,36626424",
30/09/2009 13.00,"0,8434337","9,2927655","1,42250811",
30/09/2009 14.00,"1,07822238","7,95725453","1,41630681",
30/09/2009 15.00,"1,26786034","13,73667414","1,41674136",
30/09/2009 16.00,"1,48278193","9,51989198","1,35169009",
30/09/2009 17.00,"1,68686841","10,10782815","1,461729",
30/09/2009 18.00,"2,46347707","10,80997","1,54482961",
30/09/2009 19.00,"3,20396595","24,12223176","1,51844469",
30/09/2009 20.00,"3,74578592","42,57798384","1,88430129",
30/09/2009 21.00,"4,00947165","28,76343968","1,59329128",
30/09/2009 22.00,"4,09796896","13,70293307","1,44111083",
30/09/2009 23.00,"3,4622331","8,95142378","1,48203029",
01/10/2009 0.00,"3,05406219","6,81253057","1,35548216",
01/10/2009 1.00,,"5,92738355","1,37862838","53,90000153"
01/10/2009 2.00,"2,36775601",,"1,35378476","53,90000153"
01/10/2009 3.00,"1,90179","5,64704229",,"53,90000153"
01/10/2009 4.00,"2,08420319","6,48287118","1,33664178","53,90000153"
01/10/2009 5.00,"1,7934256","10,08965842","1,35038762","53,90000153"
01/10/2009 6.00,"1,86386302","28,30528624","1,45303926","53,90000153"
01/10/2009 7.00,"2,20159753","31,75243104","1,69712773","53,90000153"
01/10/2009 8.00,"1,85302587","26,56873136","1,7821238","53,90000153"
01/10/2009 9.00,"1,60378866","22,40255984","1,51773404","53,90000153"
01/10/2009 10.00,"0,7711911","15,47192694","1,61920088","53,90000153"
01/10/2009 11.00,"0,96805281","19,07093043","1,68993968","53,90000153"
01/10/2009 12.00,"1,04932535","10,66461594","1,68602878","53,90000153"
01/10/2009 13.00,"1,0601625","7,33946821","1,55071403","53,90000153"
01/10/2009 14.00,"1,2010353","6,66327602","1,04006307","53,90000153"
01/10/2009 15.00,"1,07641721","6,29078592","1,46196549","53,90000153"
01/10/2009 16.00,"1,60017628","6,85406303","1,29062894","53,90000153"
01/10/2009 17.00,"2,81566112","10,8839491","1,45844952","53,90000153"
01/10/2009 18.00,"3,4116638","16,6218439","1,62449348","53,90000153"
01/10/2009 19.00,"4,24426136","25,19168984","1,80590029","53,90000153"
01/10/2009 20.00,"4,66868698","26,96717304","1,53728507","53,90000153"
01/10/2009 21.00,"4,97210588","29,38250704","1,6313262","53,90000153"
01/10/2009 22.00,"5,25746489","21,71597976","1,53120261","53,90000153"
01/10/2009 23.00,"5,14187674","20,425896","1,44991823","53,90000153"
02/10/2009 0.00,"4,94140367","9,15259486","1,16356822","53,90000153"
02/10/2009 1.00,"5,39111395","7,16165794","1,26238934","39,90000153"
02/10/2009 2.00,"5,59339423","5,78721292","1,28502063","39,90000153"
02/10/2009 3.00,"5,73426704","4,5101059","1,3191062","39,90000153"
02/10/2009 4.00,"6,15327511","9,87940342","1,32471451","39,90000153"
02/10/2009 5.00,"6,20023305","13,64581781","1,38530267","39,90000153"
02/10/2009 6.00,"6,45308264","30,19499232","1,49391795","39,90000153"
02/10/2009 7.00,"6,15146891","46,77530184","1,79887068","39,90000153"
02/10/2009 8.00,"6,41696083","46,53389272","1,98434683","39,90000153"
02/10/2009 9.00,"6,34833062","40,38327552","1,97249762","39,90000153"
02/10/2009 10.00,"6,3338821","30,05870496","1,7656542","39,90000153"
02/10/2009 11.00,"6,35555539","24,3143304","1,57295038","39,90000153"
02/10/2009 12.00,"6,61562873","27,77445768","1,68140839","39,90000153"
02/10/2009 13.00,"6,85764219","23,9470352","1,55967987","39,90000153"
02/10/2009 14.00,"7,19176432","20,42849632","1,58160051","39,90000153"
02/10/2009 15.00,"7,15744972","21,18255088","1,40295708","39,90000153"
02/10/2009 16.00,"6,98587267","14,22337565","1,43933304","39,90000153"
02/10/2009 17.00,"7,11229797","20,57774704","1,5665522","39,90000153"
02/10/2009 18.00,"7,41029829","14,65297337","1,45288082","39,90000153"
02/10/2009 19.00,"7,2296913","11,54716454","1,31788179","39,90000153"
02/10/2009 20.00,"6,86125355","4,83587246","1,3122327","39,90000153"
02/10/2009 21.00,"6,93349615","6,5373823","1,373888","39,90000153"
02/10/2009 22.00,"6,79984709","3,23429714","1,3479784","39,90000153"
02/10/2009 23.00,"6,61924112","6,12336164","1,5344017","39,90000153"
03/10/2009 0.00,"6,26525087","3,90399999","1,33968476","39,90000153"
03/10/2009 1.00,,"2,9150199","1,36867462",15
03/10/2009 2.00,"5,84805002",,"1,36172307",15
03/10/2009 3.00,"5,07144034","2,62819122",,15
03/10/2009 4.00,"4,83484546","2,01819057","1,35181008",15
03/10/2009 5.00,"4,5043347","2,65933962","1,35042723",15
03/10/2009 6.00,"4,26954601","6,32193431","1,37894293",15
03/10/2009 7.00,"4,04198107","18,52582114","1,57753233",15
03/10/2009 8.00,"3,97515705","28,16899888","1,75305472",15
03/10/2009 9.00,"3,94626002","22,6945796","1,60822076",15
03/10/2009 10.00,"3,27981992","10,59841676","1,57891402",15
03/10/2009 11.00,"2,85539429","4,78395593","1,4398468",15
03/10/2009 12.00,"2,55016818","6,13244555","1,44375771",15
03/10/2009 13.00,"2,31537949","4,99291458","1,47764523",15
03/10/2009 14.00,"1,75549862","2,98251159","1,45134069",15
03/10/2009 15.00,"1,52973987","2,88906259","1,47776289",15
03/10/2009 16.00,"0,93554339","4,35176554","1,50284418",15
03/10/2009 17.00,"0,73145793","6,86704169","1,63136581",15
03/10/2009 18.00,"0,83440375","10,86188654","1,59068518",15
03/10/2009 19.00,"0,92290106","18,72049907","1,48281899",15
03/10/2009 20.00,"0,81634285","14,89956783","1,4990521",15
03/10/2009 21.00,"0,93554339","10,56857235","1,40465565",15
03/10/2009 22.00,"0,94457333","7,60293607","1,40623539",15
03/10/2009 23.00,"1,01501075","4,87091369","1,18564613",15
04/10/2009 0.00,"1,01862212","3,86116928","1,18335574",15
04/10/2009 1.00,"1,02765308","3,51593474","1,21602001","17,5"
04/10/2009 2.00,"0,99694985","2,34395713","1,06798696","17,5"
04/10/2009 3.00,"1,02042831","3,24597946","1,07971734","17,5"
04/10/2009 4.00,"1,30217494","2,1583612","0,9883627","17,5"
04/10/2009 5.00,"1,26244176","2,85531962","0,91639949","17,5"
04/10/2009 6.00,"1,31481828","2,55161562","1,12565213","17,5"
04/10/2009 7.00,"1,38344849","2,80340308","1,2895618","17,5"
04/10/2009 8.00,"1,41776411","5,47831785","1,42440356","17,5"
04/10/2009 9.00,"1,30578732","7,88717017","1,41160604","17,5"
04/10/2009 10.00,"1,46291585","5,6132974","1,48898068","17,5"
04/10/2009 11.00,"1,14143504","7,51727656","1,36235566","17,5"
04/10/2009 12.00,"1,06919244","9,1850415","1,22581533","17,5"
04/10/2009 13.00,"0,97708275","7,5899555","1,37242592","17,5"
04/10/2009 14.00,"0,82356762","2,54772279","1,25377883","17,5"
04/10/2009 15.00,"0,88316789","3,95591462","1,33660217","17,5"
04/10/2009 16.00,"1,08905954","4,6580622","1,40753902","17,5"
04/10/2009 17.00,"1,40150939","6,29468066","1,3718341","17,5"
04/10/2009 18.00,"1,79703798","11,1188689","1,34315996","17,5"
04/10/2009 19.00,"2,21965844","28,06517728","1,49221938","17,5"
04/10/2009 20.00,"2,48876172","16,69452284","1,21463716","17,5"
04/10/2009 21.00,"2,77412073","11,9066779","1,15950004","17,5"
04/10/2009 22.00,"2,96556386","11,3836331","1,28320323","17,5"
04/10/2009 23.00,"3,18951642","5,7755306","1,07651825","17,5"
05/10/2009 0.00,"3,05406219","3,45363795","0,93026299","17,5"
05/10/2009 1.00,,,"0,94317818","23,2999897"
05/10/2009 2.00,"2,94931017",,"0,99898634","23,2999897"
05/10/2009 3.00,"2,77773312",,,"23,2999897"
05/10/2009 4.00,"2,89151508",,"1,02521165","23,2999897"
05/10/2009 5.00,"2,58087141",,"0,94463909","23,2999897"
05/10/2009 6.00,"2,47611939",,"1,18639756","23,2999897"
05/10/2009 7.00,"2,73077518",,"1,48503133","23,2999897"
05/10/2009 8.00,"2,79760021",,"1,53827183","23,2999897"
05/10/2009 9.00,"2,52849591",,"1,67133696","23,2999897"
05/10/2009 10.00,"2,47611939",,"1,43747719","23,2999897"
05/10/2009 11.00,"2,70007195",,"1,59957063","23,2999897"
05/10/2009 12.00,"3,13533473","7,13959538","1,51974949","23,2999897"
05/10/2009 13.00,"3,45500834","5,29272192","1,29868608","23,2999897"
05/10/2009 14.00,"4,02211398","5,41602106","1,28355972","23,2999897"
05/10/2009 15.00,"4,68855306","4,4387233","1,14156952","23,2999897"
05/10/2009 16.00,"4,28399453","5,08506342","1,31041647","23,2999897"
05/10/2009 17.00,"4,80956081","6,80085016","1,28679842","23,2999897"
05/10/2009 18.00,"5,3640231","7,22914772","1,25504285","23,2999897"
05/10/2009 19.00,"5,64396354","11,41477766","1,26748389","23,2999897"
05/10/2009 20.00,"6,2815066","37,04775328","1,82738755","23,2999897"
05/10/2009 21.00,"6,44224549","15,53552389","1,37538852","23,2999897"
05/10/2009 22.00,"6,59937402","8,90989323","1,42325837","23,2999897"
05/10/2009 23.00,"6,66439286","12,01958533","1,60209868","23,2999897"
06/10/2009 0.00,"5,85707996","6,41278682","1,10440253","23,2999897"
06/10/2009 1.00,"5,48864222","4,37383002","1,09650383","27,60000038"
06/10/2009 2.00,"5,32970749","3,74955246","1,11870057","27,60000038"
06/10/2009 3.00,"4,85471154","2,22844747","1,08457539","27,60000038"
06/10/2009 4.00,"4,39055274","2,92929872","1,27214389","27,60000038"
06/10/2009 5.00,"4,15215167","8,46342402","1,1927969","27,60000038"
06/10/2009 6.00,"4,13228457","20,1780052","1,36958216","27,60000038"
06/10/2009 7.00,"4,59644439","20,26756328","1,85732572","27,60000038"
06/10/2009 8.00,"3,93903525","20,01967248","1,59550245","27,60000038"
06/10/2009 9.00,"3,18229267","15,55758454","1,49063964","27,60000038"
06/10/2009 10.00,"3,18048647","14,34537654","1,70186695","27,60000038"
06/10/2009 11.00,"3,12630478","9,87550868","1,48704561","27,60000038"
06/10/2009 12.00,"3,30691076","11,16948336","1,35864164","27,60000038"
06/10/2009 13.00,"3,23466817","15,73799322","1,24129818","27,60000038"
06/10/2009 14.00,"3,38999051","8,93065755","1,35623242","27,60000038"
06/10/2009 15.00,"4,38874655","7,05912694","1,31401049","27,60000038"
06/10/2009 16.00,"5,33693226","9,21229706","1,46820523","27,60000038"
06/10/2009 17.00,"5,42904195","10,45306078","1,37147761","27,60000038"
06/10/2009 18.00,"6,16049886","13,48358843","1,37104423","27,60000038"
06/10/2009 19.00,"6,34110585","19,00084416","1,45489511","27,60000038"
06/10/2009 20.00,"7,04727913","30,388372","1,75194914","27,60000038"
06/10/2009 21.00,"7,20079528","13,06827144","1,21609923","27,60000038"
06/10/2009 22.00,"7,41571687","16,26882178","1,35019073","27,60000038"
06/10/2009 23.00,"7,06172765","9,67953059","1,29805465","27,60000038"
07/10/2009 0.00,"7,15925489","5,29402017","1,23162169","27,60000038"
07/10/2009 1.00,,"5,25118946","1,15874978","47,5"
07/10/2009 2.00,"6,19842686",,"1,19224353","47,5"
07/10/2009 3.00,"5,87875325","4,62042448",,"47,5"
07/10/2009 4.00,"5,17077378","4,57629743","1,22664481","47,5"
07/10/2009 5.00,"4,81317217","11,86774002","1,24975026","47,5"
07/10/2009 6.00,"4,96307594","21,68613344","1,5550187","47,5"
07/10/2009 7.00,"4,87457863","37,30342592","1,4528016","47,5"
07/10/2009 8.00,"4,72828725","43,86288608","1,73962577","47,5"
07/10/2009 9.00,"3,16965034","34,6960124","1,50422703","47,5"
07/10/2009 10.00,"3,12991615","12,63737165","1,46240004","47,5"
07/10/2009 11.00,"3,33400262","6,15191545","1,46307108","47,5"
07/10/2009 12.00,"3,35748109","12,02607466","1,58653778","47,5"
07/10/2009 13.00,"3,99682932","13,33562831","1,49691899","47,5"
07/10/2009 14.00,"3,88665975","11,43165298","1,27099869","47,5"
07/10/2009 15.00,"4,38874655","9,13053038","1,33225905","47,5"
07/10/2009 16.00,"4,91431181","5,12659589","1,39521565","47,5"
07/10/2009 17.00,"5,21231315","8,84110521","1,44506018","47,5"
07/10/2009 18.00,"5,97266811","12,85153094","1,22001014","47,5"
07/10/2009 19.00,"6,42960316","28,39614448","1,50481885","47,5"
07/10/2009 20.00,"7,2134376","32,9049464","1,4398468","47,5"
07/10/2009 21.00,"7,70288207","28,9217724","1,21163612","47,5"
07/10/2009 22.00,"7,43016539","15,45894829","1,05056904","47,5"
07/10/2009 23.00,"7,14661257","14,35446046","1,02805542","47,5"
08/10/2009 0.00,"6,93891473","7,10974332","0,92066455","47,5"
08/10/2009 1.00,"6,07922632","6,61914898","0,85668042","34,20000076"
08/10/2009 2.00,"5,94377107","6,51921256","0,98844076","34,20000076"
08/10/2009 3.00,"5,6150665","6,24016954","1,01999828","34,20000076"
08/10/2009 4.00,"5,37486026","5,41861565","0,9518283","34,20000076"
08/10/2009 5.00,"5,30984141","18,32854672","1,06111462","34,20000076"
08/10/2009 6.00,"5,17980474","33,87056376","1,22589455","34,20000076"
08/10/2009 7.00,"6,48920444","52,94278288","1,81794755","34,20000076"
08/10/2009 8.00,"5,42362337","29,73683888","1,75846615","34,20000076"
08/10/2009 9.00,"4,74634815","25,67708928","1,52531703","34,20000076"
08/10/2009 10.00,"4,47363147","11,38493326","1,20705417","34,20000076"
08/10/2009 11.00,"4,05823578","7,21487273","1,44146615","34,20000076"
08/10/2009 12.00,"4,13228457","6,4750836","1,34738541","34,20000076"
08/10/2009 13.00,"4,20091478","10,86448112","1,38234007","34,20000076"
08/10/2009 14.00,"4,16118161","10,1065299","1,48530743","34,20000076"
08/10/2009 15.00,"4,55129264","6,8475737","1,53270313","34,20000076"
08/10/2009 16.00,"5,28275057","7,01110515","1,47468263","34,20000076"
08/10/2009 17.00,"5,4723875","9,93131805","1,43238148","34,20000076"
08/10/2009 18.00,"5,98169907","16,73994814","1,5662761","34,20000076"
08/10/2009 19.00,"6,39528856","19,62641232","1,65806528","34,20000076"
08/10/2009 20.00,"7,0346368","34,62331816","1,68101229","34,20000076"
08/10/2009 21.00,"7,18092818","30,2533848","1,25768857","34,20000076"
08/10/2009 22.00,"6,7456654","10,48420726","1,39209578","34,20000076"
08/10/2009 23.00,"6,60840498","11,50693415","1,50620054","34,20000076"
09/10/2009 0.00,"6,30679126","8,32974272","1,43941226","34,20000076"
09/10/2009 1.00,,"6,07663618","1,18726665",46
09/10/2009 2.00,"5,62770985",,"1,13477641",46
09/10/2009 3.00,"5,35860554","7,3563397",,46
09/10/2009 4.00,"5,38027781","9,89497858","1,09721448",46
09/10/2009 5.00,"5,2935867","13,692549","1,24512987",46
09/10/2009 6.00,"5,52295681","29,39158904","1,51303443",46
09/10/2009 7.00,"6,09367484","49,86423344","2,22006128",46
09/10/2009 8.00,"5,77038884","43,3294572","2,05721758",46
09/10/2009 9.00,"5,37305305","28,61156952","1,4749599",46
09/10/2009 10.00,"5,6349336","13,3070745","1,53238741",46
09/10/2009 11.00,"5,87875325","8,39982899","1,49099496",46
09/10/2009 12.00,"6,11715432","7,37840418","1,66240957",46
09/10/2009 13.00,"5,78844873","7,46406178","1,53266468",46
09/10/2009 14.00,"6,07019638","5,57436143","1,4097898",46
09/10/2009 15.00,"6,43863412","4,07012794","1,28644193",46
09/10/2009 16.00,"6,69690229","5,96761586","1,35836554",46
09/10/2009 17.00,"6,91001769","8,39463791","1,57026506",46
09/10/2009 18.00,"7,464481","14,85673521","1,50888703",46
09/10/2009 19.00,"7,67217884","15,02157064","1,60806348",46
09/10/2009 20.00,"8,40002439","30,95942904","1,85444234",46
09/10/2009 21.00,"8,93100822","33,57334336","1,58969726",46
09/10/2009 22.00,"8,8100015","29,18264568","1,96526996",46
09/10/2009 23.00,"9,08091199","23,73417224","1,67536553",46
10/10/2009 0.00,"9,00325184","19,74711688","1,39446539",46
10/10/2009 1.00,"9,12425755","9,70418966","1,39284604",38
10/10/2009 2.00,"8,78110446","5,69765866","1,36962177",38
10/10/2009 3.00,"8,44336994","3,68076634","1,32499062",38
10/10/2009 4.00,"8,00630097","3,41729657","1,40730136",38
10/10/2009 5.00,"7,38681983","7,20319041","1,46457276",38
10/10/2009 6.00,"7,30012872","16,65039579","1,29311738",38
10/10/2009 7.00,"7,2152438","26,0872324","1,89709882",38
10/10/2009 8.00,"8,25192681","35,63954616","2,61198592",38
10/10/2009 9.00,"6,55783466","22,09885776","1,93311945",38
10/10/2009 10.00,"6,31943358","15,68348401","2,04430239",38
10/10/2009 11.00,"6,05574786","16,0507773","2,01993292",38
10/10/2009 12.00,"6,00878992","12,72563339","2,0417359",38
10/10/2009 13.00,"6,53977375","8,97867934","1,77027575",38
10/10/2009 14.00,"6,79804192","6,06495769","1,80641405",38
10/10/2009 15.00,"7,3561166","8,50625282","1,81549872",38
10/10/2009 16.00,"7,41571687","8,15323262","1,84911014",38
10/10/2009 17.00,"7,48615327","6,44393521","1,75044862",38
10/10/2009 18.00,"6,69148371","8,9773811","1,72750045",38
10/10/2009 19.00,"7,85639721","23,38894152","1,75499095",38
10/10/2009 20.00,"8,78110446","33,15673768","2,39795445",38
10/10/2009 21.00,"9,06104489","20,28442712","1,72742123",38
10/10/2009 22.00,"9,02492411","10,13118897","1,53254585",38
10/10/2009 23.00,"8,94003918","7,7859355","1,15788185",38
11/10/2009 0.00,"9,00325184","6,90467941","1,03994541",38
11/10/2009 1.00,,"7,61980756","0,89325443","20,7999897"
11/10/2009 2.00,"8,18148939",,"1,04353943","20,7999897"
11/10/2009 3.00,"8,28804862","5,43289255",,"20,7999897"
11/10/2009 4.00,"8,17607183","4,24404154","0,95783038","20,7999897"
11/10/2009 5.00,"8,02616807","5,27455218","0,90865806","20,7999897"
11/10/2009 6.00,"8,03339182","6,76321244","1,02035477","20,7999897"
11/10/2009 7.00,"7,47531714","5,03963622","1,13904147","20,7999897"
