,ARPA Puglia,,
18/02/2009 14.00,"3,74759212","16,82172246",
18/02/2009 15.00,"3,72591883","17,78733409",
18/02/2009 16.00,"3,56698512","20,38566752",
18/02/2009 17.00,"3,63742152","21,442124",
18/02/2009 18.00,"3,72953121","15,13188348",
18/02/2009 19.00,"3,55614899","11,72237449",
18/02/2009 20.00,"3,67173714","12,19739942",
18/02/2009 21.00,"3,56156654","10,22463223",
18/02/2009 22.00,"3,66631856","8,31676406",
18/02/2009 23.00,"3,64103391","7,53933913",
19/02/2009 0.00,"3,67354333","5,42510689",
19/02/2009 1.00,,"4,56202053",
19/02/2009 2.00,"3,66270618",,
19/02/2009 3.00,"3,60130073","3,23948822",
19/02/2009 4.00,"3,6428401","3,21482915",
19/02/2009 5.00,"3,57420887","5,56527561",
19/02/2009 6.00,"3,57782126","11,52120532",
19/02/2009 7.00,"3,68257327","16,44663586",
19/02/2009 8.00,"3,66451237","12,42582797",
19/02/2009 9.00,"3,6952156","12,48422618",
19/02/2009 10.00,"3,7132765","14,38560694",
19/02/2009 11.00,"3,67173714","12,24671181",
19/02/2009 12.00,"3,76745921","11,14222398",
19/02/2009 13.00,"3,69340941","13,608182",
19/02/2009 14.00,"3,70244037","18,17539743",
19/02/2009 15.00,"3,66993095","17,62510471",
19/02/2009 16.00,"3,70063418","23,25267328",
19/02/2009 17.00,"3,77468296","22,07549312",
19/02/2009 18.00,"3,7132765","12,23762981",
19/02/2009 19.00,"3,70063418","16,74384479",
19/02/2009 20.00,"3,77107058","17,91062558",
19/02/2009 21.00,"3,77648915","12,38948467",
19/02/2009 22.00,"3,79996762","9,21229706",
19/02/2009 23.00,"3,76384683","7,84433946",
20/02/2009 0.00,"3,78371291","5,42899972",
20/02/2009 1.00,"3,81802852","3,97278802",
20/02/2009 2.00,"3,74036735","4,25572195",
20/02/2009 3.00,"3,73494979","3,76902044",
20/02/2009 4.00,"3,67534952","5,66261744",
20/02/2009 5.00,"3,70966412","6,56333961",
20/02/2009 6.00,"3,74397973","11,25773554",
20/02/2009 7.00,"3,86137408","12,66203836",
20/02/2009 8.00,"3,80538619","23,19556184",
20/02/2009 9.00,"3,88485356","29,70179192",
20/02/2009 10.00,"3,91736196","23,76661888",
20/02/2009 11.00,"3,88485356","18,99564543",
20/02/2009 12.00,"3,93722906","17,37850834",
20/02/2009 13.00,"3,98960456","17,3927795",
20/02/2009 14.00,"3,99682932","15,59392975",
20/02/2009 15.00,"3,94987138","16,60756317",
20/02/2009 16.00,"3,93542286","14,92422498",
20/02/2009 17.00,"3,96070752","17,04495229",
20/02/2009 18.00,"3,96973848","21,78865488",
20/02/2009 19.00,"3,92278054","17,10724525",
20/02/2009 20.00,"3,89207731","13,2032529",
20/02/2009 21.00,"3,89930106","21,9197416",
20/02/2009 22.00,"3,92278054","17,7315209",
20/02/2009 23.00,"3,88846492","10,10782815",
21/02/2009 0.00,"3,88846492","9,54974403",
21/02/2009 1.00,,"8,09223217",
21/02/2009 2.00,"3,87040402",,
21/02/2009 3.00,"3,93000429","7,0266803",
21/02/2009 4.00,"3,85595652","6,4011045",
21/02/2009 5.00,"3,8740164","8,58412667",
21/02/2009 6.00,"3,80538619","11,62243616",
21/02/2009 7.00,"3,96973848","14,52318107",
21/02/2009 8.00,"3,88846492","19,32141008",
21/02/2009 9.00,"3,94264763","20,50507192",
21/02/2009 10.00,"4,0365625","23,9158696",
21/02/2009 11.00,"3,92639292","15,51345941",
21/02/2009 12.00,"3,96793229","15,61339774",
21/02/2009 13.00,"4,07449049","16,73994814",
21/02/2009 14.00,"3,96793229","17,47714459",
21/02/2009 15.00,"4,04559346","10,66200988",
21/02/2009 16.00,"3,98057461","10,63345798",
21/02/2009 17.00,"3,92639292","10,7892095",
21/02/2009 18.00,"3,92097434","12,31291098",
21/02/2009 19.00,"3,89568969","15,23312388",
21/02/2009 20.00,"3,95348377","21,05926512",
21/02/2009 21.00,"3,85776169","19,18512272",
21/02/2009 22.00,"3,89568969","15,05271521",
21/02/2009 23.00,"3,94987138","26,83608632",
22/02/2009 0.00,"3,87762879","18,59849626",
22/02/2009 1.00,"3,90471963","11,16558862",
22/02/2009 2.00,"3,88665873","11,09680633",
22/02/2009 3.00,"3,88304736","9,28497792",
22/02/2009 4.00,"3,89930106","8,67757376",
22/02/2009 5.00,"3,86498646","10,64514604",
22/02/2009 6.00,"3,89749588","7,67042394",
22/02/2009 7.00,"3,91013821","9,87161585",
22/02/2009 8.00,"3,94084144","11,50173734",
22/02/2009 9.00,"3,93000429","10,97999269",
22/02/2009 10.00,"3,92278054","13,08774134",
22/02/2009 11.00,"3,95348377","15,13448762",
22/02/2009 12.00,"3,95890133","20,09494792",
22/02/2009 13.00,"3,93361667","16,42976055",
22/02/2009 14.00,"3,93903525","19,33179224",
22/02/2009 15.00,"3,89749588","11,1681832",
22/02/2009 16.00,"3,9119444","11,09940091",
22/02/2009 17.00,"3,94445382","10,6295728",
22/02/2009 18.00,"3,90833202","10,81905391",
22/02/2009 19.00,"3,91736196","18,18967051",
22/02/2009 20.00,"3,87221021","15,61729439",
22/02/2009 21.00,"3,82886465","17,74061437",
22/02/2009 22.00,"3,87040402","13,33174313",
22/02/2009 23.00,"3,87040402","10,90990833",
23/02/2009 0.00,"3,91736196","8,85148737",
23/02/2009 1.00,,"9,3927",
23/02/2009 2.00,"3,8938835",,
23/02/2009 3.00,"3,87040402","5,52763789",
23/02/2009 4.00,"3,94084144","10,32457056",
23/02/2009 5.00,"3,87762879","14,51280465",
23/02/2009 6.00,"3,9119444","22,90224192",
23/02/2009 7.00,"4,01308403","37,45137648",
23/02/2009 8.00,"4,01489023","46,5105472",
23/02/2009 9.00,"4,11783605","49,71108224",
23/02/2009 10.00,"4,13770315","43,95112488",
23/02/2009 11.00,"4,20452717","30,73618392",
23/02/2009 12.00,"4,3417886","31,69011896",
23/02/2009 13.00,"4,50614089","20,0676828",
23/02/2009 14.00,"4,35804332","20,43627816",
23/02/2009 15.00,"4,24606653","20,09752912",
23/02/2009 16.00,"4,1449269","21,82630216",
23/02/2009 17.00,"4,06184817","24,48694576",
23/02/2009 18.00,"4,00405409","49,0297028",
23/02/2009 19.00,"3,99502313","101,10812784",
23/02/2009 20.00,"4,0726843","104,8576172",
23/02/2009 21.00,"4,08893901","91,54539368",
23/02/2009 22.00,"4,09074521","75,45178376",
23/02/2009 23.00,"4,11241748","58,91430304",
24/02/2009 0.00,"3,97154467","51,21012848",
24/02/2009 1.00,"4,01308403","28,48958392",
24/02/2009 2.00,"3,93542286","32,1301084",
24/02/2009 3.00,"3,96612609","30,33126056",
24/02/2009 4.00,"3,96251371","34,2638048",
24/02/2009 5.00,"3,98057461","43,16332352",
24/02/2009 6.00,"4,11602986","66,87673144",
24/02/2009 7.00,"4,49530475","87,72185256",
24/02/2009 8.00,"5,15271288","103,32748184",
24/02/2009 9.00,"4,77885758","96,75635848",
24/02/2009 10.00,"4,20272097","63,62946712",
24/02/2009 11.00,"4,35804332","51,72669352",
24/02/2009 12.00,"4,20813955","29,45260096",
24/02/2009 13.00,"4,18466007","18,82823071",
24/02/2009 14.00,"4,25870886","18,7996769",
24/02/2009 15.00,"4,18466007","20,65302248",
24/02/2009 16.00,"4,05101102","22,9333884",
24/02/2009 17.00,"4,01127784","37,90822976",
24/02/2009 18.00,"4,06545953","52,20949264",
24/02/2009 19.00,"3,9643199","54,61056312",
24/02/2009 20.00,"4,0726843","47,22565432",
24/02/2009 21.00,"3,93903525","40,07827328",
24/02/2009 22.00,"3,95348377","27,49282008",
24/02/2009 23.00,"3,90833202","23,55767552",
25/02/2009 0.00,"3,9643199","36,64541112",
25/02/2009 1.00,,"22,27925496",
25/02/2009 2.00,"3,8740164",,
25/02/2009 3.00,"3,88485356","10,79309469",
25/02/2009 4.00,"3,89568969","13,14354306",
25/02/2009 5.00,"3,88304736","11,31095415",
25/02/2009 6.00,"3,95528996","28,392244",
25/02/2009 7.00,"4,00766546","30,04444144",
25/02/2009 8.00,"4,03475732","43,61497616",
25/02/2009 9.00,"3,96612609","52,65336344",
25/02/2009 10.00,"3,95709615","35,2255408",
25/02/2009 11.00,"4,00044171","31,18525536",
25/02/2009 12.00,"3,95528996","24,2831648",
25/02/2009 13.00,"3,95167757","22,8749768",
25/02/2009 14.00,"3,97696223","28,5207304",
25/02/2009 15.00,"4,02392017","20,93986072",
25/02/2009 16.00,"4,13950832","25,8510048",
25/02/2009 17.00,"4,30024924","24,7491192",
25/02/2009 18.00,"4,32914628","22,79710104",
25/02/2009 19.00,"4,16659917","20,09752912",
25/02/2009 20.00,"4,59102581","16,5193129",
25/02/2009 21.00,"4,46460152","12,38040076",
25/02/2009 22.00,"4,47543766","10,81516682",
25/02/2009 23.00,"4,80233604","10,34403854",
26/02/2009 0.00,"4,66146221","10,8917405",
26/02/2009 1.00,"4,84748779","6,99423366",
26/02/2009 2.00,"4,47182528","5,42640514",
26/02/2009 3.00,"4,40319506","4,11555323",
26/02/2009 4.00,"4,36346189","4,30634024",
26/02/2009 5.00,"4,12325361","9,67563776",
26/02/2009 6.00,"4,0726843","25,25658312",
26/02/2009 7.00,"4,04739965","26,86853296",
26/02/2009 8.00,"4,04198107","39,73434272",
26/02/2009 9.00,"4,13047838","40,14706704",
26/02/2009 10.00,"4,25870886","26,16248872",
26/02/2009 11.00,"4,33637003","20,03523616",
26/02/2009 12.00,"4,29121828","20,63225816",
26/02/2009 13.00,"4,20633336","23,56545736",
26/02/2009 14.00,"4,24064897","26,28059296",
26/02/2009 15.00,"4,17563013","23,62905048",
26/02/2009 16.00,"4,06907192","24,92691608",
26/02/2009 17.00,"3,98960456","28,83351448",
26/02/2009 18.00,"3,984187","36,73364992",
26/02/2009 19.00,"3,98779938","48,8583876",
26/02/2009 20.00,"3,90652583","43,75644504",
26/02/2009 21.00,"3,93903525","40,9322872",
26/02/2009 22.00,"3,8938835","30,75826752",
26/02/2009 23.00,"3,88304736","31,1138804",
27/02/2009 0.00,"3,94084144","35,9198836",
27/02/2009 1.00,,"37,15935672",
27/02/2009 2.00,"3,88846492",,
27/02/2009 3.00,"3,92458673","33,32935304",
27/02/2009 4.00,"3,8758226","11,3641632",
27/02/2009 5.00,"3,83789561","17,35124895",
27/02/2009 6.00,"3,95348377","41,87972144",
27/02/2009 7.00,"3,93361667","47,35025936",
27/02/2009 8.00,"3,92819911","46,27043824",
27/02/2009 9.00,"4,04017488","43,82003816",
27/02/2009 10.00,"4,07629669","37,89654744",
27/02/2009 11.00,"4,28218834","40,7544712",
27/02/2009 12.00,"4,21716949","31,13074424",
27/02/2009 13.00,"4,0546234","27,58495936",
27/02/2009 14.00,"4,05823578","28,72709256",
27/02/2009 15.00,"3,97876842","27,35913304",
27/02/2009 16.00,"3,91916815","27,63168864",
27/02/2009 17.00,"3,91013821","35,35012672",
27/02/2009 18.00,"3,92819911","50,5663772",
27/02/2009 19.00,"4,02933875","82,16957664",
27/02/2009 20.00,"4,08532663","92,82379512",
27/02/2009 21.00,"3,946259","70,0435388",
27/02/2009 22.00,"3,92639292","55,39706432",
27/02/2009 23.00,"3,89207731","46,28210144",
28/02/2009 0.00,"3,89207731","41,4683164",
28/02/2009 1.00,"3,91555679","42,7077704",
28/02/2009 2.00,"3,90291344","35,98609616",
28/02/2009 3.00,"3,92097434","32,01200416",
28/02/2009 4.00,"3,89568969","26,56223056",
28/02/2009 5.00,"3,91013821","37,2826616",
28/02/2009 6.00,"3,96251371","41,74475336",
28/02/2009 7.00,"3,93181048","48,68577224",
28/02/2009 8.00,"3,92639292","46,91028904",
28/02/2009 9.00,"3,95348377","49,43592632",
28/02/2009 10.00,"3,98599319","37,39686536",
28/02/2009 11.00,"3,99321694","22,2779548",
28/02/2009 12.00,"3,99502313","25,60699536",
28/02/2009 13.00,"4,02211398","23,81982984",
28/02/2009 14.00,"4,04920482","25,97300952",
28/02/2009 15.00,"3,99682932","17,36552968",
28/02/2009 16.00,"3,90652583","15,30449884",
28/02/2009 17.00,"3,946259","29,89907208",
28/02/2009 18.00,"4,04198107","58,6858764",
28/02/2009 19.00,"3,9119444","64,23687128",
28/02/2009 20.00,"4,06545953","70,09676888",
28/02/2009 21.00,"3,88485356","25,86528744",
28/02/2009 22.00,"3,88846492","31,28909608",
28/02/2009 23.00,"3,94445382","49,9602732",
01/03/2009 0.00,"3,88665873","60,67422256",
01/03/2009 1.00,,"59,11546456",
01/03/2009 2.00,"3,83428323",,
01/03/2009 3.00,"3,8740164","28,85039744",
01/03/2009 4.00,"3,85956788","24,34547688",
01/03/2009 5.00,"3,85053794","29,12813456",
01/03/2009 6.00,"3,94084144","42,26129928",
01/03/2009 7.00,"4,07990805","67,66973344",
01/03/2009 8.00,"4,08713282","74,46022056",
01/03/2009 9.00,"4,1828549","87,18456144",
01/03/2009 10.00,"3,97154467","69,928054",
01/03/2009 11.00,"3,98599319","49,30485872",
01/03/2009 12.00,"4,03836869","37,1476744",
01/03/2009 13.00,"4,05823578","43,02443584",
01/03/2009 14.00,"4,03295113","62,70797872",
01/03/2009 15.00,"3,96973848","34,3222164",
01/03/2009 16.00,"3,92639292","15,56537594",
01/03/2009 17.00,"3,8758226","23,63553216",
01/03/2009 18.00,"3,88665873","29,27608512",
01/03/2009 19.00,"3,93903525","40,54810904",
01/03/2009 20.00,"3,93000429","34,3741272",
01/03/2009 21.00,"3,95528996","46,19384352",
01/03/2009 22.00,"3,95167757","54,164092",
01/03/2009 23.00,"3,984187","54,13294552",
02/03/2009 0.00,"3,87943498","54,81172464",
02/03/2009 1.00,"3,94084144","50,600124",
02/03/2009 2.00,"3,92639292","30,57395072",
02/03/2009 3.00,"3,86679265","17,74970019",
02/03/2009 4.00,"3,88304736","18,45703694",
02/03/2009 5.00,"3,91916815","26,42856264",
02/03/2009 6.00,"3,9823808","44,57411184",
02/03/2009 7.00,"3,96070752","46,76882016",
02/03/2009 8.00,"3,98779938","54,18743752",
02/03/2009 9.00,"3,97515705","56,97268616",
02/03/2009 10.00,"3,96251371","61,68524992",
02/03/2009 11.00,"3,97515705","63,3452292",
02/03/2009 12.00,"3,97515705","65,60743112",
02/03/2009 13.00,"4,01669642","63,69696072",
02/03/2009 14.00,"4,17743632","67,67883456",
02/03/2009 15.00,"4,11422367","62,07332856",
02/03/2009 16.00,"3,98960456","56,17190232",
02/03/2009 17.00,"3,95528996","56,90259224",
02/03/2009 18.00,"4,00766546","71,45952776",
02/03/2009 19.00,"4,52600697","84,27210744",
02/03/2009 20.00,"4,13047838","67,58147552",
02/03/2009 21.00,"4,08893901","70,44590008",
02/03/2009 22.00,"3,88846492","56,95840352",
02/03/2009 23.00,"4,04559346","65,26868208",
03/03/2009 0.00,"4,04017488","69,68014408",
03/03/2009 1.00,,"51,22051064",
03/03/2009 2.00,"3,85415033",,
03/03/2009 3.00,"3,90110725","40,93746872",
03/03/2009 4.00,"3,9119444","24,18064336",
03/03/2009 5.00,"3,89027111","20,33893824",
03/03/2009 6.00,"3,94806519","38,63633848",
03/03/2009 7.00,"4,60908671","87,58168384",
03/03/2009 8.00,"4,66146221","86,54599168",
03/03/2009 9.00,"4,24787272","81,86975592",
03/03/2009 10.00,"4,00212484","63,79590672",
03/03/2009 11.00,"3,94264763","43,95632552",
03/03/2009 12.00,"3,85234413","40,12240224",
03/03/2009 13.00,"3,91375059","40,99067968",
03/03/2009 14.00,"3,89749588","42,19380568",
03/03/2009 15.00,"3,93361667","40,62078416",
03/03/2009 16.00,"3,93000429","45,34244904",
03/03/2009 17.00,"4,00044171","56,41459248",
03/03/2009 18.00,"4,02030779","59,49056072",
03/03/2009 19.00,"3,97335086","57,60735544",
03/03/2009 20.00,"3,99321694","62,63270328",
03/03/2009 21.00,"4,00044171","69,80473",
03/03/2009 22.00,"4,02030779","77,1896388",
03/03/2009 23.00,"3,94445382","71,77751248",
04/03/2009 0.00,"3,91916815","51,72927472",
04/03/2009 1.00,"3,84692556","27,99768368",
04/03/2009 2.00,"3,89930106","25,30719376",
04/03/2009 3.00,"3,83428323","19,605648",
04/03/2009 4.00,"3,81080375","17,01899306",
04/03/2009 5.00,"3,85776169","28,15473536",
04/03/2009 6.00,"3,95167757","47,29574824",
04/03/2009 7.00,"3,91736196","41,1036024",
04/03/2009 8.00,"3,93361667","49,69161808",
04/03/2009 9.00,"3,96612609","47,00760984",
04/03/2009 10.00,"3,93542286","46,85237456",
04/03/2009 11.00,"3,90833202","34,11585424",
04/03/2009 12.00,"3,85776169","19,8872856",
04/03/2009 13.00,"3,78371291","16,5945826",
04/03/2009 14.00,"3,78190671","19,9547792",
04/03/2009 15.00,"3,85053794","18,28961075",
04/03/2009 16.00,"3,75842825","16,32852971",
04/03/2009 17.00,"3,81441614","18,06507503",
04/03/2009 18.00,"3,76565302","14,48164861",
04/03/2009 19.00,"3,76204064","11,80414499",
04/03/2009 20.00,"3,77648915","9,75999711",
04/03/2009 21.00,"3,78190671","7,06691261",
04/03/2009 22.00,"3,80177381","10,72171973",
04/03/2009 23.00,"3,76384683","6,63861505",
05/03/2009 0.00,"3,80358","16,25714328",
05/03/2009 1.00,,"10,1688286",
05/03/2009 2.00,"3,67173714",,
05/03/2009 3.00,"3,65367623","7,62110581",
05/03/2009 4.00,"3,76745921","9,70678615",
05/03/2009 5.00,"3,76023444","9,41736098",
05/03/2009 6.00,"3,74397973","9,5718066",
05/03/2009 7.00,"3,71869508","13,83790306",
05/03/2009 8.00,"3,80177381","23,1812792",
05/03/2009 9.00,"3,74036735","23,9067876",
05/03/2009 10.00,"3,81080375","24,4518988",
05/03/2009 11.00,"3,72953121","23,54727424",
05/03/2009 12.00,,,
05/03/2009 13.00,,"26,00956696",
05/03/2009 14.00,,"43,12309504",
05/03/2009 15.00,,,
05/03/2009 16.00,"5,20870178","18,44795303",
05/03/2009 17.00,"5,2032832","24,37142272",
05/03/2009 18.00,"5,17980474","16,35967428",
05/03/2009 19.00,"5,24301638","22,41034168",
05/03/2009 20.00,"5,20508939","19,57060104",
05/03/2009 21.00,"5,17438616","10,0520207",
05/03/2009 22.00,"5,21953791","6,75542486",
05/03/2009 23.00,"5,17619236","15,37847986",
06/03/2009 0.00,"5,16174384","10,30769525",
06/03/2009 1.00,"5,22134411","12,88916675",
06/03/2009 2.00,"5,17980474","11,08511827",
06/03/2009 3.00,"5,20689559","9,20061474",
06/03/2009 4.00,"5,27913818","18,25586969",
06/03/2009 5.00,"5,27191341","27,3020216",
06/03/2009 6.00,"5,22676166","27,79392184",
06/03/2009 7.00,"5,25927109","27,10216024",
06/03/2009 8.00,"5,34415703","29,41885416",
06/03/2009 9.00,"5,28816812","27,90034376",
06/03/2009 10.00,"5,23398643","26,6959176",
06/03/2009 11.00,"5,23037405","19,77956352",
06/03/2009 12.00,"5,17077378","15,78860768",
06/03/2009 13.00,"5,20508939","13,01505283",
06/03/2009 14.00,"5,24301638","13,01245825",
06/03/2009 15.00,"5,21592553","12,293443",
06/03/2009 16.00,"5,24662876","12,40765058",
06/03/2009 17.00,"5,08588886","15,5887425",
06/03/2009 18.00,"5,13465197","20,78800968",
06/03/2009 19.00,"5,17257997","33,15673768",
06/03/2009 20.00,"5,12200965","17,5355409",
06/03/2009 21.00,"5,06782796","18,86456254",
06/03/2009 22.00,"5,18160992","24,90355144",
06/03/2009 23.00,"5,21592553","34,24694096",
07/03/2009 0.00,"5,14548913","29,7082736",
07/03/2009 1.00,,"22,12740392",
07/03/2009 2.00,"5,0768579",,
07/03/2009 3.00,"5,15813145","34,81151632",
07/03/2009 4.00,"5,13645918","31,8212248",
07/03/2009 5.00,"5,12742822","26,29357544",
07/03/2009 6.00,"5,12381584","38,02763416",
07/03/2009 7.00,"5,13465197","41,58640152",
07/03/2009 8.00,"5,15632526","29,2280748",
07/03/2009 9.00,"5,14368293","18,9255649",
07/03/2009 10.00,"5,14007055","14,70358783",
07/03/2009 11.00,"5,10756113","12,26748378",
07/03/2009 12.00,"5,17438616","10,11821222",
07/03/2009 13.00,"5,23398643","12,22076406",
07/03/2009 14.00,"5,22134411","14,5296704",
07/03/2009 15.00,"5,19605843","11,06824296",
07/03/2009 16.00,"5,1328468","10,08446542",
07/03/2009 17.00,"5,08047028","7,96244561",
07/03/2009 18.00,"5,10756113","9,88199801",
07/03/2009 19.00,"5,08588886","11,46539213",
07/03/2009 20.00,"5,12381584","12,69318484",
07/03/2009 21.00,"5,19605843","18,75294571",
07/03/2009 22.00,"5,17799855","22,72702624",
07/03/2009 23.00,"5,14368293","17,05793286",
08/03/2009 0.00,"5,16355003","12,28695176",
08/03/2009 1.00,"5,07866409",,
08/03/2009 2.00,"5,08227647",,
08/03/2009 3.00,"5,10756113",,
08/03/2009 4.00,"5,0949188",,
08/03/2009 5.00,"5,11839828",,
08/03/2009 6.00,"5,09311261",,
08/03/2009 7.00,"5,10033738",,
08/03/2009 8.00,"5,14187674",,
08/03/2009 9.00,"5,13465197",,
08/03/2009 10.00,"5,14368293",,
08/03/2009 11.00,"5,10033738",,
08/03/2009 12.00,"5,03170717",,
08/03/2009 13.00,"5,12200965",,
08/03/2009 14.00,"5,14729532",,
08/03/2009 15.00,"5,12381584",,
08/03/2009 16.00,"5,12742822",,
08/03/2009 17.00,"5,11659209",,
08/03/2009 18.00,"5,13645918",,
08/03/2009 19.00,"5,12200965",,
08/03/2009 20.00,"5,0949188",,
08/03/2009 21.00,"5,17257997","41,30996456",
08/03/2009 22.00,"5,18341611","35,21255832",
08/03/2009 23.00,"5,26468966","32,76217736",
09/03/2009 0.00,"5,11117351","26,14950624",
09/03/2009 1.00,,"23,03851016",
09/03/2009 2.00,"5,10214357",,
09/03/2009 3.00,"5,14007055","16,48816642",
09/03/2009 4.00,"5,15993765","12,75808194",
09/03/2009 5.00,"5,19967082","30,56098736",
09/03/2009 6.00,"5,3116476","51,64231696",
09/03/2009 7.00,"6,13340801","92,14113464",
09/03/2009 8.00,"6,35736056","92,956182",
09/03/2009 9.00,"5,33331987","55,2932236",
09/03/2009 10.00,"5,17799855","18,64263287",
09/03/2009 11.00,"5,2032832","13,55367279",
09/03/2009 12.00,"5,19425326","13,98457067",
09/03/2009 13.00,"5,1653552","12,6983721",
09/03/2009 14.00,"5,13826436","11,79116634",
09/03/2009 15.00,"5,16896759","10,56596821",
09/03/2009 16.00,"5,19967082","8,23629754",
09/03/2009 17.00,"5,12381584","10,42190474",
09/03/2009 18.00,"5,16174384","15,89114059",
09/03/2009 19.00,"5,20147701","15,16303952",
09/03/2009 20.00,"5,08769505",,
09/03/2009 21.00,"5,17077378",,
09/03/2009 22.00,"5,14548913",,
09/03/2009 23.00,"5,12923442",,
10/03/2009 0.00,"5,14007055",,
10/03/2009 1.00,"5,19605843",,
10/03/2009 2.00,"5,17619236",,
10/03/2009 3.00,"5,17980474",,
10/03/2009 4.00,"5,12381584",,
10/03/2009 5.00,"5,18883468",,
10/03/2009 6.00,"5,18883468","13,74056888",
10/03/2009 7.00,"5,18160992","29,7420204",
10/03/2009 8.00,"5,26649585","36,6337288",
10/03/2009 9.00,"5,25746489","31,34100688",
10/03/2009 10.00,"5,22676166","20,42199552",
10/03/2009 11.00,"5,28636295","22,8996416",
10/03/2009 12.00,"5,21773172","20,73868008",
10/03/2009 13.00,"5,21050695","18,0585857",
10/03/2009 14.00,"5,23398643","20,6465408",
10/03/2009 15.00,"5,26468966","17,33956854",
10/03/2009 16.00,"5,21773172","16,73605339",
10/03/2009 17.00,"5,19786463","22,93598872",
10/03/2009 18.00,"5,19967082","28,90878992",
10/03/2009 19.00,"5,1852223","35,68627544",
10/03/2009 20.00,"5,21411934","44,9790352",
10/03/2009 21.00,"5,25565972","31,30207856",
10/03/2009 22.00,"5,23940501","20,4843076",
10/03/2009 23.00,"5,26468966","25,30201224",
11/03/2009 0.00,"5,20147701","18,23250505",
11/03/2009 1.00,,,
11/03/2009 2.00,"5,16896759",,
11/03/2009 3.00,"5,19064088",,
11/03/2009 4.00,"5,18160992",,
11/03/2009 5.00,"5,12923442","6,77489285",
11/03/2009 6.00,"5,23218024","22,04694696",
11/03/2009 7.00,"5,25927109","41,53967224",
11/03/2009 8.00,"5,26468966","54,11088104",
11/03/2009 9.00,"5,22134411","36,8569548",
11/03/2009 10.00,"5,25927109","35,6538288",
11/03/2009 11.00,"5,17619236","28,8361148",
11/03/2009 12.00,"5,27191341","29,18264568",
11/03/2009 13.00,"5,28455574","18,97099019",
11/03/2009 14.00,"5,24662876","24,94638024",
11/03/2009 15.00,"5,25204734","19,07872183",
11/03/2009 16.00,"5,16716241","17,93139564",
11/03/2009 17.00,"5,21953791","27,31240376",
11/03/2009 18.00,"5,17438616","34,17296568",
11/03/2009 19.00,"5,35679935","62,03308096",
11/03/2009 20.00,"5,32067755","64,10708472",
11/03/2009 21.00,"5,31525897","52,03687728",
11/03/2009 22.00,"5,20508939",,
11/03/2009 23.00,"5,21773172",,
12/03/2009 0.00,"5,15993765",,
12/03/2009 1.00,"5,13826436",,
12/03/2009 2.00,"5,12923442",,
12/03/2009 3.00,"5,13465197",,
12/03/2009 4.00,"5,14729532",,
12/03/2009 5.00,"5,12381584",,
12/03/2009 6.00,"5,11839828","12,15067014",
12/03/2009 7.00,"5,21050695","19,59784704",
12/03/2009 8.00,"5,23218024","23,71470808",
12/03/2009 9.00,"5,21953791","16,74773954",
12/03/2009 10.00,"5,23218024","16,13124764",
12/03/2009 11.00,"5,29719908","13,88722693",
12/03/2009 12.00,"5,25565972","13,76003878",
12/03/2009 13.00,"5,23940501","15,51345941",
12/03/2009 14.00,"5,27733199","13,61726591",
12/03/2009 15.00,"5,24843495","15,60301366",
12/03/2009 16.00,"5,21592553","12,78014451",
12/03/2009 17.00,"5,22134411","15,58225317",
12/03/2009 18.00,"5,19605843","20,29480928",
12/03/2009 19.00,"5,16355003","20,85290296",
12/03/2009 20.00,"5,18160992","18,89961523",
12/03/2009 21.00,"5,21953791","13,35509821",
12/03/2009 22.00,"5,23940501","15,44596963",
12/03/2009 23.00,"5,10033738","11,52250739",
13/03/2009 0.00,"5,18341611","9,37842501",
13/03/2009 1.00,,,
13/03/2009 2.00,"5,14729532",,
13/03/2009 3.00,"5,15993765",,
13/03/2009 4.00,"5,15993765",,
13/03/2009 5.00,"5,17438616","7,57438226",
13/03/2009 6.00,"5,19967082","17,36812235",
13/03/2009 7.00,"5,21773172","31,6070808",
13/03/2009 8.00,"5,29178051","39,16976736",
13/03/2009 9.00,"5,32609612","23,96389904",
13/03/2009 10.00,"5,24482257","24,78804752",
13/03/2009 11.00,"5,31887135","20,238998",
13/03/2009 12.00,"5,57713952","21,01513616",
13/03/2009 13.00,"5,83901906","23,12416776",
13/03/2009 14.00,"5,34054464","21,68095192",
13/03/2009 15.00,"5,34415703","20,54011888",
13/03/2009 16.00,"5,39472633","20,95802472",
13/03/2009 17.00,"5,27913818","27,91072592",
13/03/2009 18.00,"5,29719908","41,02182616",
13/03/2009 19.00,"5,32428993","55,82665248",
13/03/2009 20.00,"5,32970749","55,38798232",
13/03/2009 21.00,"5,55546623","90,39287832",
13/03/2009 22.00,"5,49406079","109,83755504",
13/03/2009 23.00,"5,27733199","67,1596692",
14/03/2009 0.00,"5,22495649","40,21326048",
14/03/2009 1.00,"5,22134411","32,1547732",
14/03/2009 2.00,"5,25385251","25,10213176",
14/03/2009 3.00,"5,24121018","21,59399416",
14/03/2009 4.00,"5,1653552","17,56410235",
14/03/2009 5.00,"5,27010824","20,61799464",
14/03/2009 6.00,"5,28636295","38,2288148",
14/03/2009 7.00,"5,28816812","55,22184864",
14/03/2009 8.00,"5,25565972","43,20615232",
14/03/2009 9.00,"5,25024114","30,86468944",
14/03/2009 10.00,"5,29539289","22,93468856",
14/03/2009 11.00,"5,26468966","18,63873813",
14/03/2009 12.00,"5,23759882","15,83662947",
