MASSAFRA,,,,
,SO2,NO2,O3,BENZENE
22/01/2011 11.00,"5,018024",,"24,298402","2,193211"
22/01/2011 12.00,"4,137918",,"25,586613","2,305386"
22/01/2011 13.00,"3,984137",,"22,788068","2,688846"
22/01/2011 14.00,"7,090533",,"5,797476","2,952351"
22/01/2011 15.00,"4,835851",,"15,071213","3,805919"
22/01/2011 16.00,"4,260944",,"24,511469","2,696016"
22/01/2011 17.00,"3,842182",,"22,638601","2,865906"
22/01/2011 18.00,"7,211192",,"6,307143","3,454037"
22/01/2011 19.00,"8,462741",,"0,095666","4,969418"
22/01/2011 20.00,"12,404288",,,"6,048557"
22/01/2011 21.00,"10,407489",,"4,443617","5,609212"
22/01/2011 22.00,"5,633152",,"5,736656","3,756289"
22/01/2011 23.00,"5,110293",,"9,119029","3,614825"
23/01/2011 0.00,"3,326423",,"13,510499","3,190329"
23/01/2011 1.00,"1,87614",,"20,825206","2,212534"
23/01/2011 2.00,"2,119827",,"21,677412","1,960929"
23/01/2011 3.00,"1,861944",,"25,588268","1,870924"
23/01/2011 4.00,"1,017327",,"23,291785","1,866958"
23/01/2011 5.00,"0,731055",,"22,332249","1,818854"
23/01/2011 6.00,"1,620625",,"23,860759","1,766224"
23/01/2011 7.00,"0,397467",,"28,883929","1,739578"
23/01/2011 8.00,"0,726323",,"32,76674","1,747511"
23/01/2011 9.00,"3,099298",,"37,723855","1,851347"
23/01/2011 10.00,"3,127689",,"34,298518","2,099647"
23/01/2011 11.00,"4,211262",,"28,807141","2,276555"
23/01/2011 12.00,"2,962078",,"29,755126","2,630928"
23/01/2011 13.00,"2,401365",,"27,044121","2,99598"
23/01/2011 14.00,"1,01023",,"24,370261","3,409391"
23/01/2011 15.00,"4,121357",,"28,23735","3,359202"
23/01/2011 16.00,"2,469975",,"30,79891","3,235331"
23/01/2011 17.00,"4,727021",,"31,44136","3,503717"
23/01/2011 18.00,"3,593768",,"27,07632","4,028744"
23/01/2011 19.00,"3,350082",,"21,541153","4,584839"
23/01/2011 20.00,"5,559811",,"13,464257","5,067558"
23/01/2011 21.00,"5,73725",,"9,801119","5,123442"
23/01/2011 22.00,"5,122123",,"8,762295","4,632587"
23/01/2011 23.00,"5,103196",,"14,136437","4,219482"
24/01/2011 0.00,"5,167075",,"15,320599","3,704626"
24/01/2011 1.00,"5,865008",,"20,50481","2,99654"
24/01/2011 2.00,,,"21,001923",
24/01/2011 3.00,"3,94155",,"21,148915","2,486616"
24/01/2011 4.00,"3,148983",,,"2,288352"
24/01/2011 5.00,"4,123723",,"22,279361",
24/01/2011 6.00,"4,379236",,"19,581434",
24/01/2011 7.00,"3,227056",,"21,415228","3,166582"
24/01/2011 8.00,"4,277505",,"12,813219","3,97108"
24/01/2011 9.00,"4,168675",,"12,963016","2,752561"
24/01/2011 10.00,"3,85638",,"13,740987","3,242857"
24/01/2011 11.00,"4,107162",,"28,769736","2,497803"
24/01/2011 12.00,"4,71046",,"37,146243","2,069341"
24/01/2011 13.00,"2,789369",,"40,448206","2,151209"
24/01/2011 14.00,"4,755411",,"35,23595","3,001167"
24/01/2011 15.00,"5,306662",,"44,491912","2,540822"
24/01/2011 16.00,"8,148078",,"47,946872","2,67293"
24/01/2011 17.00,"5,417859",,"49,281349","2,553585"
24/01/2011 18.00,"5,656811",,"43,394203","3,211076"
24/01/2011 19.00,"6,555843",,"30,010786","4,407271"
24/01/2011 20.00,"6,106327",,"13,429314","4,613671"
24/01/2011 21.00,"6,641017",,"9,777024","5,201294"
24/01/2011 22.00,"4,913926",,"22,40419","4,946027"
24/01/2011 23.00,"5,469905",,"17,227377","3,728576"
25/01/2011 0.00,"3,437618",,"28,785836","2,966996"
25/01/2011 1.00,"2,517293",,"37,904083","2,166057"
25/01/2011 2.00,"1,320159",,"42,415694","1,516296"
25/01/2011 3.00,"0,508664",,"41,73115","1,466666"
25/01/2011 4.00,"0,227125",,"46,519788","1,297895"
25/01/2011 5.00,"0,167978",,"50,885628","1,137209"
25/01/2011 6.00,"0,955813",,"52,868417","1,144684"
25/01/2011 7.00,"0,477907",,"51,458232","1,210993"
25/01/2011 8.00,"0,582005",,"50,788151","1,466972"
25/01/2011 9.00,"1,445552",,"50,743882","1,624861"
25/01/2011 10.00,"1,251549",,"46,010806","2,125784"
25/01/2011 11.00,"1,942386",,"41,189927","2,003998"
25/01/2011 12.00,"2,865077",,"41,165787","2,049509"
25/01/2011 13.00,"5,744348",,"41,272879","2,181617"
25/01/2011 14.00,"4,329554",,"43,05998","2,602859"
25/01/2011 15.00,"4,000698",,"44,298617","2,290894"
25/01/2011 16.00,"4,585069",,"49,89906","2,32354"
25/01/2011 17.00,"4,414726",,"52,72747","2,492463"
25/01/2011 18.00,"5,524322",,"42,093542","3,485208"
25/01/2011 19.00,"8,484033",,"19,099023","5,387608"
25/01/2011 20.00,"5,997497",,"24,054374","4,851141"
25/01/2011 21.00,"3,80906",,"20,553487","5,332029"
25/01/2011 22.00,"8,453278",,"20,475363","4,797392"
25/01/2011 23.00,"4,514092",,"26,175676","4,293011"
26/01/2011 0.00,"4,192334",,"26,024277","3,370745"
26/01/2011 1.00,"3,63162",,"26,859424","3,062441"
26/01/2011 2.00,,,"23,14605","2,368694"
26/01/2011 3.00,"1,73892",,"29,482469","1,699814"
26/01/2011 4.00,"0,205831",,,"1,425681"
26/01/2011 5.00,"0,321758",,"34,814605","1,427309"
26/01/2011 6.00,"0,660081",,"32,783935","1,647133"
26/01/2011 7.00,"3,328787",,"20,851281","2,636776"
26/01/2011 8.00,"14,90029",,"5,464935","5,387252"
26/01/2011 9.00,"18,169924",,"5,323769","5,408457"
26/01/2011 10.00,"25,683947",,"5,962265","6,73793"
26/01/2011 11.00,"28,9654",,"11,450728","5,097763"
26/01/2011 12.00,"19,251129",,"18,095296","4,272213"
26/01/2011 13.00,"12,752071",,"23,519653","4,09373"
26/01/2011 14.00,"8,453278",,"30,804337","3,291673"
26/01/2011 15.00,"9,340481",,"34,62881","3,685201"
26/01/2011 16.00,"7,185167",,"39,299485","3,160632"
26/01/2011 17.00,"9,785266",,"36,408012","3,641216"
26/01/2011 18.00,"10,738706",,"21,490599","5,705065"
26/01/2011 19.00,"13,026508",,"10,056911","6,012402"
26/01/2011 20.00,"14,375061",,"10,192397","4,933467"
26/01/2011 21.00,"15,482288",,"7,661943","5,057541"
26/01/2011 22.00,"17,341874",,"8,598186","5,666063"
26/01/2011 23.00,"9,640948",,"23,200813","4,314928"
27/01/2011 0.00,"5,273538",,"34,27428","2,963843"
27/01/2011 1.00,"5,46754",,"34,20208","2,578705"
27/01/2011 2.00,"4,258578",,"42,399477","2,274063"
27/01/2011 3.00,"3,596132",,"47,504202","1,60986"
27/01/2011 4.00,"2,219193",,"46,570382","1,481108"
27/01/2011 5.00,"1,691601",,"47,285151","1,300184"
27/01/2011 6.00,"0,925058",,"48,068846","1,173974"
27/01/2011 7.00,"1,788602",,"42,158519","1,195534"
27/01/2011 8.00,"3,369008",,"27,001767","2,526991"
27/01/2011 9.00,"5,141049",,"17,826757","3,114613"
27/01/2011 10.00,"6,359475",,"13,773488","4,667013"
27/01/2011 11.00,"8,969037",,"18,066902","3,796156"
27/01/2011 12.00,"5,394199",,"25,046527","3,468427"
27/01/2011 13.00,"5,195466",,"29,273414","2,570874"
27/01/2011 14.00,"5,50303",,"17,182581","2,954487"
27/01/2011 15.00,"5,025123",,"22,035793","3,112071"
27/01/2011 16.00,"4,894999",,"27,45934","2,555212"
27/01/2011 17.00,"5,538518",,"29,257992","2,887771"
27/01/2011 18.00,"4,353213",,"36,119196","2,845261"
27/01/2011 19.00,"1,966042",,"33,41996","2,680964"
27/01/2011 20.00,"3,444715",,"32,906427","2,738527"
27/01/2011 21.00,"3,650549",,"34,810556","2,763697"
27/01/2011 22.00,"2,921858",,"38,713734","2,311539"
27/01/2011 23.00,"1,653749",,"45,229283","1,985133"
28/01/2011 0.00,"4,674972",,"48,708962","1,621352"
28/01/2011 1.00,"8,043982",,"52,473407","1,446377"
28/01/2011 2.00,,,"52,88801","1,352"
28/01/2011 3.00,"12,908221",,"59,437654","1,178906"
28/01/2011 4.00,"9,236382",,,"1,024933"
28/01/2011 5.00,"8,190664",,"63,529819","0,877468"
28/01/2011 6.00,"6,915457",,"65,908036","0,883671"
28/01/2011 7.00,"6,451745",,"61,766279","0,910266"
28/01/2011 8.00,"5,171806",,"53,9207","1,020254"
28/01/2011 9.00,"6,726187",,"53,388035","1,161414"
28/01/2011 10.00,"6,861041",,"49,928626","1,679626"
28/01/2011 11.00,"8,424887",,"43,681782","1,635743"
28/01/2011 12.00,"8,874404",,"32,05592","1,717204"
28/01/2011 13.00,"6,766408",,"26,461939","2,372966"
28/01/2011 14.00,"6,141816",,"23,512871","2,473496"
28/01/2011 15.00,"5,569273",,"25,636289","2,635505"
28/01/2011 16.00,"7,353143",,"25,896636","2,816124"
28/01/2011 17.00,"6,021155",,"24,632305","3,412848"
28/01/2011 18.00,"7,301095",,"20,038318","3,931417"
28/01/2011 19.00,"9,981633",,"19,431646","4,340657"
28/01/2011 20.00,"8,812889",,"20,566196","4,081831"
28/01/2011 21.00,"10,681927",,"19,531965","4,10512"
28/01/2011 22.00,"9,170137",,"22,228629","3,521973"
28/01/2011 23.00,"11,637744",,"11,942748","4,723558"
29/01/2011 0.00,"6,390233",,"11,086056","4,897465"
29/01/2011 1.00,"3,884769",,"22,206325","3,296656"
29/01/2011 2.00,"3,274374",,"32,426132","2,294809"
29/01/2011 3.00,"3,7925",,"34,325033","1,784631"
29/01/2011 4.00,"3,508594",,"37,45004","1,741867"
29/01/2011 5.00,"2,969176",,"37,942884","1,694474"
29/01/2011 6.00,"2,919491",,"38,885582","1,791496"
29/01/2011 7.00,"2,280705",,"35,868843","1,960318"
29/01/2011 8.00,"2,197899",,"22,097258","2,2464"
29/01/2011 9.00,"6,366573",,"10,51121","3,488361"
29/01/2011 10.00,"8,647278",,"10,236527","5,123391"
29/01/2011 11.00,"4,788533",,"23,613978","3,73539"
29/01/2011 12.00,"2,285437",,"31,156234","2,73634"
29/01/2011 13.00,"3,825621",,"32,841751","2,523431"
29/01/2011 14.00,"1,331988",,"33,593346","2,62864"
29/01/2011 15.00,"1,000767",,"41,481935","2,671964"
29/01/2011 16.00,"1,892701",,"44,855362","2,465767"
29/01/2011 17.00,"2,74205",,"48,028926","2,687473"
29/01/2011 18.00,"2,384804",,"45,399138","3,665166"
29/01/2011 19.00,"4,651313",,"37,50975","4,384439"
29/01/2011 20.00,"3,06381",,"28,424521","3,883211"
29/01/2011 21.00,"6,697797",,"18,148198","4,84992"
29/01/2011 22.00,"4,677338",,"23,677678","4,445764"
29/01/2011 23.00,"4,336653",,"25,660968","3,28369"
30/01/2011 0.00,"6,946214",,"26,709539","3,372423"
30/01/2011 1.00,"6,759309",,"29,321812","2,463835"
30/01/2011 2.00,,,"32,170574","1,890705"
30/01/2011 3.00,"3,335886",,"28,798722","2,021847"
30/01/2011 4.00,"5,477003",,,"1,984726"
30/01/2011 5.00,"3,203396",,"20,949195","1,864364"
30/01/2011 6.00,"4,977805",,"18,843821","1,799022"
30/01/2011 7.00,"3,350082",,"18,50563","1,698695"
30/01/2011 8.00,"6,643381",,"12,959943","2,319065"
30/01/2011 9.00,"6,253012",,"10,605582","2,659404"
30/01/2011 10.00,"6,080304",,"11,103541","2,882025"
30/01/2011 11.00,"11,252108",,"5,102877","4,542685"
30/01/2011 12.00,"9,636216",,"10,731286","4,461477"
30/01/2011 13.00,"7,769538",,"14,305409","4,475919"
30/01/2011 14.00,"7,620488",,"15,067758","4,521073"
30/01/2011 15.00,"6,018789",,"28,327763","4,328657"
30/01/2011 16.00,"5,221491",,"33,294375","3,582687"
30/01/2011 17.00,"6,927287",,"26,22643","4,233262"
30/01/2011 18.00,"8,644912",,"20,530706","5,176733"
30/01/2011 19.00,"6,986434",,"11,710177","4,940179"
30/01/2011 20.00,"7,726954",,"6,971444","4,656334"
30/01/2011 21.00,"8,455642",,"3,380292","4,913635"
30/01/2011 22.00,"7,788466",,"4,308899","5,093644"
30/01/2011 23.00,"6,910726",,"5,739521","4,779595"
31/01/2011 0.00,"5,115025",,"5,014476","4,356116"
31/01/2011 1.00,"3,196299",,"8,159574","3,145988"
31/01/2011 2.00,"1,473942",,"12,111627","2,741273"
31/01/2011 3.00,"1,665576",,"18,246106","2,313828"
31/01/2011 4.00,"3,924989",,"19,529125","2,229722"
31/01/2011 5.00,"1,499965",,"19,563186","2,347643"
31/01/2011 6.00,"0,600933",,"27,49567","1,954165"
31/01/2011 7.00,"0,899032",,"27,118553","1,509787"
31/01/2011 8.00,"1,689235",,"13,827724","1,709729"
31/01/2011 9.00,"2,455781",,"15,800101","2,037966"
31/01/2011 10.00,"3,697864",,"15,917698","2,303556"
31/01/2011 11.00,"2,398997",,"14,056429","2,666269"
31/01/2011 12.00,"3,12059",,"6,785723","3,106121"
31/01/2011 13.00,"1,656113",,"6,087443","4,047202"
31/01/2011 14.00,"3,359544",,"4,211577","4,457663"
31/01/2011 15.00,"2,453414",,"10,004622","4,546041"
31/01/2011 16.00,"2,178973",,"21,587456","2,850498"
31/01/2011 17.00,"2,687635",,"20,755362","4,345641"
31/01/2011 18.00,"3,267276",,"17,537285","3,968944"
31/01/2011 19.00,"1,161646",,"20,317419","3,600485"
31/01/2011 20.00,"3,709693",,"20,426905","3,633944"
31/01/2011 21.00,"2,798832",,"20,30525","3,78502"
31/01/2011 22.00,"2,446316",,"22,185975","3,269095"
31/01/2011 23.00,"1,88797",,"19,757018","3,496344"
01/02/2011 0.00,"4,490433",,"25,579252","2,853905"
01/02/2011 1.00,"6,910726",,"33,356022","2,267961"
01/02/2011 2.00,,,"41,269028","1,850838"
01/02/2011 3.00,"5,924156",,"39,904928","1,650845"
01/02/2011 4.00,"6,210426",,,"1,670728"
01/02/2011 5.00,"6,520358",,"30,850661","1,729408"
01/02/2011 6.00,"6,338183",,"31,929795","1,83421"
01/02/2011 7.00,"6,960408",,"19,735754","2,035475"
01/02/2011 8.00,"17,107648",,"3,568722","4,493004"
01/02/2011 9.00,"14,306454",,"9,142478","4,707184"
01/02/2011 10.00,"13,38376",,"7,834315","6,301993"
01/02/2011 11.00,"11,372765",,"13,240577","3,586654"
01/02/2011 12.00,"8,831817",,"15,785996","3,522278"
01/02/2011 13.00,"7,185167",,"28,144682","2,292979"
01/02/2011 14.00,"5,351612",,"30,37547","2,168854"
01/02/2011 15.00,"5,902861",,"36,45743","2,297759"
01/02/2011 16.00,"6,331085",,"39,129992","1,922486"
01/02/2011 17.00,"6,728551",,"37,681641","2,805394"
01/02/2011 18.00,"7,402829",,"29,809011","2,77463"
01/02/2011 19.00,"9,236382",,"30,38363","3,006913"
01/02/2011 20.00,"9,385432",,"29,115408","3,222568"
01/02/2011 21.00,"8,41779",,"30,164381","3,630588"
01/02/2011 22.00,"7,594462",,"24,719805","3,574145"
01/02/2011 23.00,"9,979267",,"31,167705","3,182345"
02/02/2011 0.00,"9,380701",,"35,577973","2,346982"
02/02/2011 1.00,"7,317655",,"35,630142","1,833244"
02/02/2011 2.00,"6,50143",,"40,450382","1,55901"
02/02/2011 3.00,"7,845247",,"47,771214","1,476125"
02/02/2011 4.00,"7,466708",,"48,296098","1,336948"
02/02/2011 5.00,"5,616591",,"46,92274","1,377577"
02/02/2011 6.00,"5,685413",,"45,922348","1,623132"
02/02/2011 7.00,"8,538449",,"36,605736","1,404782"
02/02/2011 8.00,"8,76084",,"26,214618","2,315811"
02/02/2011 9.00,"8,316055",,"21,417203","1,785343"
02/02/2011 10.00,"9,14648",,"19,831932","2,727492"
02/02/2011 11.00,"7,963539",,"27,334513","2,918536"
02/02/2011 12.00,"8,531351",,"31,505959","2,77702"
02/02/2011 13.00,"12,65034",,"24,472844","2,461445"
02/02/2011 14.00,"8,846013",,"28,457658","2,505634"
02/02/2011 15.00,"5,798765",,"40,625621","2,098071"
02/02/2011 16.00,"6,122888",,"35,735279","2,503498"
02/02/2011 17.00,"6,468305",,"37,054052","2,548805"
02/02/2011 18.00,"8,240347",,"28,962991","2,846634"
02/02/2011 19.00,"11,020252",,"20,779841","4,247653"
02/02/2011 20.00,"9,56997",,"20,18565","3,837242"
02/02/2011 21.00,"10,639345",,"22,766121","5,347589"
02/02/2011 22.00,"8,796329",,"52,569427","4,177582"
02/02/2011 23.00,"7,738781",,"63,454507","2,50304"
03/02/2011 0.00,"4,587433",,"66,914418","2,127716"
03/02/2011 1.00,"5,240416",,"65,333221","1,789411"
03/02/2011 2.00,,,"58,542178","1,743036"
03/02/2011 3.00,"5,271174",,"62,174873","1,652472"
03/02/2011 4.00,"5,72069",,,"1,630912"
03/02/2011 5.00,"5,086635",,"62,507501","1,605995"
03/02/2011 6.00,"4,660778",,"53,647786","1,686542"
03/02/2011 7.00,"5,38237",,"54,232837","1,870365"
03/02/2011 8.00,"4,814558",,"47,879182","1,854296"
03/02/2011 9.00,"5,8863",,"49,009471","2,023982"
03/02/2011 10.00,"5,327954",,"45,496653","2,220721"
03/02/2011 11.00,"4,909195",,"47,550785","2,435461"
03/02/2011 12.00,"3,920258",,"53,576843","2,419392"
03/02/2011 13.00,"5,753811",,"53,709928","2,08424"
03/02/2011 14.00,"8,396497",,"55,234009","1,986862"
03/02/2011 15.00,"5,853179",,"60,079546","1,986404"
03/02/2011 16.00,"6,24355",,"60,127385","1,872958"
03/02/2011 17.00,"4,268043",,"61,808452","2,211721"
03/02/2011 18.00,"6,617357",,"58,891084","2,963487"
03/02/2011 19.00,"6,565308",,"46,352749","3,552432"
03/02/2011 20.00,"8,928817",,"44,536162","4,28996"
03/02/2011 21.00,"6,709627",,"47,832162","3,971843"
03/02/2011 22.00,"6,096864",,"56,9932","2,825429"
03/02/2011 23.00,"5,337416",,"59,814909","2,636827"
04/02/2011 0.00,"6,816091",,"59,616447","2,107021"
04/02/2011 1.00,"5,493564",,"60,56499","1,679423"
04/02/2011 2.00,"5,420222",,"57,422802","1,520313"
04/02/2011 3.00,"3,66711",,"54,524587","1,473226"
04/02/2011 4.00,"3,75228",,"55,598277","1,538263"
04/02/2011 5.00,"4,632388",,"57,698612","1,586367"
04/02/2011 6.00,"5,034586",,"52,932778","1,528805"
04/02/2011 7.00,"5,377636",,"49,726831","1,503889"
04/02/2011 8.00,"5,909959",,"37,610199","1,82882"
04/02/2011 9.00,"5,69703",,"39,981556","1,769834"
04/02/2011 10.00,"5,758542",,"39,84446","2,520838"
04/02/2011 11.00,"6,156013",,"47,017522","2,276351"
04/02/2011 12.00,"4,525921",,"48,607737","2,952351"
04/02/2011 13.00,"4,963609",,"56,105205","2,33132"
04/02/2011 14.00,"5,566908",,"56,046213","1,724832"
04/02/2011 15.00,"6,345281",,"59,327091","2,054136"
04/02/2011 16.00,"4,161576",,"59,445854","1,902349"
04/02/2011 17.00,"5,517224",,"57,471421","2,195855"
04/02/2011 18.00,"5,533787",,"54,137198","3,106935"
04/02/2011 19.00,"6,641017",,"53,692413","2,649895"
04/02/2011 20.00,"4,991999",,"54,365965","2,755053"
04/02/2011 21.00,"6,333452",,"40,13936","2,915586"
04/02/2011 22.00,"4,984901",,"35,137575","2,730594"
04/02/2011 23.00,"5,751447",,"45,822675","2,480361"
05/02/2011 0.00,"5,917057",,"54,014425","1,968708"
05/02/2011 1.00,"6,470673",,"52,912846","1,479633"
05/02/2011 2.00,,,"53,032427","1,423088"
05/02/2011 3.00,"6,808995",,"50,079946","1,34244"
05/02/2011 4.00,"7,667806",,,"1,391663"
05/02/2011 5.00,"7,097632",,"38,895438","1,320168"
05/02/2011 6.00,"7,156776",,"41,351821","1,312845"
05/02/2011 7.00,"6,934385",,"47,131358","1,34783"
05/02/2011 8.00,"6,241183",,"43,425645","1,452785"
05/02/2011 9.00,"6,281403",,"38,321136","1,549806"
05/02/2011 10.00,"6,165475",,"44,088462","1,833854"
05/02/2011 11.00,"7,849979",,"42,950415","1,60803"
05/02/2011 12.00,"8,415423",,"36,530005","1,807514"
05/02/2011 13.00,"7,360242",,"36,395166","2,237654"
05/02/2011 14.00,"6,960408",,"45,202111","2,03639"
05/02/2011 15.00,"6,103963",,"47,582166","2,190465"
05/02/2011 16.00,"5,895765",,"51,4398","2,029067"
05/02/2011 17.00,"5,763277",,"56,528046","1,742426"
05/02/2011 18.00,"7,885467",,"52,763022","2,256418"
05/02/2011 19.00,"7,41939",,"41,082956","3,113088"
05/02/2011 20.00,"11,824649",,"27,34774","4,735457"
05/02/2011 21.00,"10,277364",,"32,689453","5,326639"
05/02/2011 22.00,"11,902724",,"32,635028","4,20621"
05/02/2011 23.00,"14,32538",,"10,018114","6,424796"
06/02/2011 0.00,"7,977735",,"8,857335","5,960586"
06/02/2011 1.00,"1,736553",,"29,802527","4,745525"
06/02/2011 2.00,"0,118295",,"31,111147","2,664642"
06/02/2011 3.00,"0,014196",,"30,838212","3,098138"
06/02/2011 4.00,"0,267345",,"46,318214","1,750664"
06/02/2011 5.00,,,"43,544206","1,376103"
06/02/2011 6.00,"0,018927",,"38,895438","1,515482"
06/02/2011 7.00,"0,063879",,"35,674651","1,634929"
06/02/2011 8.00,"6,200963",,"15,126678","2,289063"
06/02/2011 9.00,"6,061376",,"13,559749","5,028302"
06/02/2011 10.00,"2,330387",,"22,076729","4,177632"
06/02/2011 11.00,"9,6788",,"14,282698","6,238735"
06/02/2011 12.00,"0,383273",,"42,156007","3,157124"
06/02/2011 13.00,,,"53,910826","1,987065"
06/02/2011 14.00,"0,06861",,"56,619856","2,28586"
06/02/2011 15.00,,,"62,016769","2,201195"
06/02/2011 16.00,,,"64,876084","1,799022"
06/02/2011 17.00,,,"67,802808","1,702204"
06/02/2011 18.00,,,"65,438198","1,652574"
06/02/2011 19.00,"0,236588",,"65,446333","1,735002"
06/02/2011 20.00,"0,565445",,"65,499103","2,333964"
06/02/2011 21.00,,,"63,431006","2,358118"
06/02/2011 22.00,,,"57,507692","2,491497"
06/02/2011 23.00,"0,014196",,"60,06562","2,100003"
07/02/2011 0.00,"4,270406",,"63,24579","1,984269"
07/02/2011 1.00,"5,569273",,"66,369922","1,641285"
07/02/2011 2.00,,,"69,68978","1,44892"
07/02/2011 3.00,"5,424954",,"70,227533","1,31493"
07/02/2011 4.00,"5,107927",,,"1,257622"
07/02/2011 5.00,"5,808227",,"71,324066","1,282844"
07/02/2011 6.00,"5,753811",,"71,647352","1,318591"
07/02/2011 7.00,"4,925756",,"69,613471","1,154905"
07/02/2011 8.00,"5,462809",,"62,370044","1,355051"
07/02/2011 9.00,"7,095264",,"54,551421","1,504651"
07/02/2011 10.00,"7,686732",,"41,700728","2,210043"
07/02/2011 11.00,"5,443882",,"49,34028","1,824549"
07/02/2011 12.00,"6,160744",,"39,578886","2,363101"
07/02/2011 13.00,"6,326354",,"45,341422","2,453156"
07/02/2011 14.00,"6,267206",,"46,8429","1,970743"
07/02/2011 15.00,"6,555843",,"52,847131","2,021643"
07/02/2011 16.00,"6,212793",,"59,334671","1,697475"
07/02/2011 17.00,"5,141049",,"64,224877","1,735409"
07/02/2011 18.00,"5,323223",,"69,210961","2,365288"
07/02/2011 19.00,"6,047179",,"67,82755","2,183041"
07/02/2011 20.00,"6,593698",,"62,892953","2,775393"
07/02/2011 21.00,"12,80885",,"34,882774","4,121901"
07/02/2011 22.00,"27,725677",,"12,212863","8,332229"
07/02/2011 23.00,"8,812889",,"48,649392","5,481274"
08/02/2011 0.00,"5,337416",,"68,248294","2,106461"
08/02/2011 1.00,"4,95651",,"68,760111","1,789361"
08/02/2011 2.00,"4,360311",,"67,528076","1,474243"
08/02/2011 3.00,"4,55668",,"64,560835","1,528144"
08/02/2011 4.00,"3,740451",,"58,675423","1,2294"
08/02/2011 5.00,"3,962844",,"62,942112","1,073342"
08/02/2011 6.00,"4,488068",,"61,004885","1,048374"
08/02/2011 7.00,"4,689168",,"47,616999","1,411291"
08/02/2011 8.00,"12,823047",,"26,036507","2,773308"
08/02/2011 9.00,"27,304558",,"14,167522","4,623689"
08/02/2011 10.00,"57,592526",,"5,225368","12,48342"
08/02/2011 11.00,"27,576635",,"9,536397","9,266904"
08/02/2011 12.00,"35,40771",,"17,620466","4,640469"
08/02/2011 13.00,"90,861473",,"10,525215","5,702268"
08/02/2011 14.00,"73,55036",,"12,78492","8,560139"
08/02/2011 15.00,"35,911632",,"26,673528","5,004047"
08/02/2011 16.00,"31,638848",,"28,359603","3,097782"
08/02/2011 17.00,"22,494748",,"20,056054","3,575823"
08/02/2011 18.00,"12,662168",,"23,480472","4,477342"
08/02/2011 19.00,"12,018651",,"13,35143","4,584839"
08/02/2011 20.00,"30,013489",,"4,411653","7,444084"
08/02/2011 21.00,"54,701418",,"4,190595",
08/02/2011 22.00,"52,070569",,"3,967951",
08/02/2011 23.00,"59,078292",,"2,9205",
09/02/2011 0.00,"37,48968",,"4,802268",
09/02/2011 1.00,"13,674765",,"29,893539","3,940773"
09/02/2011 2.00,,,"49,535192","2,260181"
09/02/2011 3.00,"12,700021",,"33,834521","2,236281"
09/02/2011 4.00,"8,372838",,,"2,375814"
09/02/2011 5.00,"6,756941",,"53,157294","1,900214"
09/02/2011 6.00,"8,585767",,"53,045833","1,634115"
09/02/2011 7.00,"5,935986",,"63,038709","1,838075"
09/02/2011 8.00,"10,892496",,"16,664153","2,89545"
09/02/2011 9.00,"9,808924",,"29,938925","4,042677"
