MASSAFRA,,,,
,SO2,NO2,O3,BENZENE
30/10/2011 20.00,"1,964523","9,859285","75,901271","0,675949"
30/10/2011 21.00,"1,946467","9,769085","75,085056","0,732138"
30/10/2011 22.00,"1,954592","11,014384","78,662531","0,655253"
30/10/2011 23.00,"1,657566","14,406377","64,115151","0,777802"
31/10/2011 0.00,"1,58173","31,131394","31,813806","1,322456"
31/10/2011 1.00,"1,616036","19,262347","44,220113","1,107564"
31/10/2011 2.00,,"7,45887","70,000182","0,609895"
31/10/2011 3.00,"1,264842",,"74,568787","0,464108"
31/10/2011 4.00,"1,256717","7,88652",,"0,499754"
31/10/2011 5.00,"1,214285","6,06885","65,440869","0,574656"
31/10/2011 6.00,"1,486031","9,734041","66,04162","0,490804"
31/10/2011 7.00,"1,345192","19,729583","53,22299","0,830838"
31/10/2011 8.00,"1,327136","17,848334","50,702505","1,004542"
31/10/2011 9.00,"1,443599","13,726938","55,138469","0,857484"
31/10/2011 10.00,"1,672914","25,005442","54,518282","1,006728"
31/10/2011 11.00,"1,477906","16,763966","59,344587","0,917334"
31/10/2011 12.00,"1,433668","24,475263","57,57612","0,955726"
31/10/2011 13.00,"1,356026","26,294875","59,415569","1,003169"
31/10/2011 14.00,"1,51131","22,979467","61,050551","1,010288"
31/10/2011 15.00,"1,08157","14,671141","76,086308","0,687899"
31/10/2011 16.00,"1,105947","19,760098","75,22447","0,664304"
31/10/2011 17.00,"1,347901","28,100223","65,68083","1,156736"
31/10/2011 18.00,"1,61062","40,588337","46,672965","1,049697"
31/10/2011 19.00,"1,939244","41,79016","19,688869","1,669761"
31/10/2011 20.00,"1,553742","27,562243","38,19651","1,151803"
31/10/2011 21.00,"1,580827","30,032089","42,607117","1,301099"
31/10/2011 22.00,"1,874241","39,648682","38,424637","1,213434"
31/10/2011 23.00,"1,814655","21,509616","54,704156","1,141684"
01/11/2011 0.00,"1,890492","13,480993","75,164478","0,703154"
01/11/2011 1.00,"1,842642","11,38818","75,338541","0,604301"
01/11/2011 2.00,"1,678331","8,670434","71,477977","0,514399"
01/11/2011 3.00,"1,55916","3,630798","79,1374","0,441073"
01/11/2011 4.00,"1,688262","3,977329","76,700568","0,4038"
01/11/2011 5.00,"1,710832","4,017563","75,39937","0,408071"
01/11/2011 6.00,"1,734305","5,268063","75,763539","0,417428"
01/11/2011 7.00,"1,831809","11,36935","64,800392","0,580504"
01/11/2011 8.00,"1,942855","15,641951","56,914536","0,755987"
01/11/2011 9.00,"1,846254","20,349969","44,951819","0,896384"
01/11/2011 10.00,"1,805627","21,768539","57,941145","0,776378"
01/11/2011 11.00,"1,892297","20,123494","58,683003","1,059968"
01/11/2011 12.00,"1,90584","20,387617","59,726511","0,991168"
01/11/2011 13.00,"1,927507","18,67378","60,649198","1,275928"
01/11/2011 14.00,"1,903131","23,434369","56,263088","1,169143"
01/11/2011 15.00,"1,920285","12,848926","70,849334","0,91891"
01/11/2011 16.00,"1,717151","24,472011","70,648254","0,764937"
01/11/2011 17.00,"1,840837","21,367517","75,237133","1,155515"
01/11/2011 18.00,"1,803821","16,950202","80,811229","0,884637"
01/11/2011 19.00,"1,7966","15,311639","69,043702","0,864247"
01/11/2011 20.00,"1,454433","16,146168","69,002302","0,848331"
01/11/2011 21.00,"1,687359","16,495297","70,720918","0,788785"
01/11/2011 22.00,"1,568187","9,935859","77,68494","0,738139"
01/11/2011 23.00,"1,465266","11,839187","75,482163","0,648795"
02/11/2011 0.00,"1,949175","13,456977","67,373244","0,659524"
02/11/2011 1.00,"1,948272","5,165532","80,435226","0,437259"
02/11/2011 2.00,,"3,804063","87,58513","0,380053"
02/11/2011 3.00,"1,97987",,"79,673098","0,37807"
02/11/2011 4.00,"1,980773","3,340723",,"0,441581"
02/11/2011 5.00,"1,938341","4,072722","86,793436","0,39546"
02/11/2011 6.00,"1,949175","4,542553","85,271684","0,496754"
02/11/2011 7.00,"1,994316","6,070148","78,724213","0,507483"
02/11/2011 8.00,"1,950077","9,333","64,587463","0,529247"
02/11/2011 9.00,"1,941952","16,321388","55,176494","0,805464"
02/11/2011 10.00,"1,897715","13,567953","64,627189","0,691865"
02/11/2011 11.00,"1,848963","8,1117","68,750491","0,526399"
02/11/2011 12.00,"1,909451","11,422568","65,975707","0,615031"
02/11/2011 13.00,"1,858894","10,966364","67,486463","0,698526"
02/11/2011 14.00,"1,861602","10,89628","73,001419","0,597437"
02/11/2011 15.00,"1,879658","10,874867","79,159363","0,519382"
02/11/2011 16.00,"1,996121","20,906763","70,942302","0,738596"
02/11/2011 17.00,"1,997024","18,469367","68,265508","1,012881"
02/11/2011 18.00,"1,947369","15,963816","70,247761","0,83811"
02/11/2011 19.00,"1,942855","13,551728","77,226129","0,723545"
02/11/2011 20.00,"1,920285","13,175991","75,068998","0,704323"
02/11/2011 21.00,"1,916674","15,898281","69,403655","0,719426"
02/11/2011 22.00,"1,946467","12,93978","67,79656","0,681034"
02/11/2011 23.00,"1,950077","10,22398","67,869224","0,671932"
03/11/2011 0.00,"1,945564","13,891123","59,747638","0,656067"
03/11/2011 1.00,"1,940147","7,793072","64,021346","0,603386"
03/11/2011 2.00,"1,948272","6,634722","68,153127","0,377765"
03/11/2011 3.00,"1,946467","2,739808","70,289138","0,372781"
03/11/2011 4.00,"1,950077","2,601584","70,366041","0,349441"
03/11/2011 5.00,"1,950077","7,111692","62,37625","0,483024"
03/11/2011 6.00,"1,943757","11,114974","56,957629","0,565096"
03/11/2011 7.00,"2,073764","26,749129","41,047344","1,083613"
03/11/2011 8.00,"2,204671","34,64668","24,005675","1,529822"
03/11/2011 9.00,"2,718372","45,531278","17,451454","2,172464"
03/11/2011 10.00,"1,93473","27,695931","50,286787","1,371933"
03/11/2011 11.00,"2,006955","28,122937","54,438841","1,0589"
03/11/2011 12.00,"2,167656","26,562229","49,713087","1,02356"
03/11/2011 13.00,"2,160433","26,041133","54,083135","0,98588"
03/11/2011 14.00,"2,171268","24,228002","65,68252","1,016898"
03/11/2011 15.00,"1,881464","15,477768","77,916461","0,869382"
03/11/2011 16.00,"1,966329","23,991794","79,049524","0,87223"
03/11/2011 17.00,"2,069249","28,624551","76,897454","1,141023"
03/11/2011 18.00,"2,625613",,,
03/11/2011 19.00,"3,69612","71,634741","3,66621","3,519328"
03/11/2011 20.00,"3,354856","67,382265","3,801401","3,045559"
03/11/2011 21.00,"2,707539","63,805981","4,784914","2,652387"
03/11/2011 22.00,"2,020497","39,479319","24,779656","1,913638"
03/11/2011 23.00,"1,954592","34,916639","35,26033","1,387391"
04/11/2011 0.00,"1,946467","34,414354","36,067245","1,200874"
04/11/2011 1.00,"1,950077","22,522613","45,633688","0,955827"
04/11/2011 2.00,,"11,615306","63,863364","0,749631"
04/11/2011 3.00,"1,917576",,"70,769913","0,620421"
04/11/2011 4.00,"1,907645","9,915094",,"0,615285"
04/11/2011 5.00,"1,946467","14,102676","59,121525","0,888655"
04/11/2011 6.00,"1,941952","14,519936","59,526253","0,683678"
04/11/2011 7.00,"1,814655","35,793998","37,043999","1,198585"
04/11/2011 8.00,"2,158627","43,44691","13,750601","1,387544"
04/11/2011 9.00,"2,522462","45,551391","8,205247","2,682592"
04/11/2011 10.00,"1,967231","51,025827","27,87805","2,08485"
04/11/2011 11.00,"1,951883","38,058149","40,644293","1,53984"
04/11/2011 12.00,"1,938341","27,013901","52,699122","1,091343"
04/11/2011 13.00,"1,929313","23,696543","58,06705","0,97032"
04/11/2011 14.00,"1,940147","26,08333","55,715564","1,227621"
04/11/2011 15.00,"1,938341","20,78994","64,164147","0,783954"
04/11/2011 16.00,"1,927507","20,824337","67,815997","0,74302"
04/11/2011 17.00,"1,946467","25,661525","66,799525","0,883214"
04/11/2011 18.00,"1,948272","35,862788","52,392392","1,287674"
04/11/2011 19.00,"2,100847","42,090632","34,016567","1,668134"
04/11/2011 20.00,"2,041261","36,83944","36,253979","1,919435"
04/11/2011 21.00,"1,946467","27,873097","53,231429","1,575791"
04/11/2011 22.00,"1,943757","19,110518","68,676161","1,002355"
04/11/2011 23.00,"1,804724","14,187032","78,02968","0,736155"
05/11/2011 0.00,"1,65576","12,849576","81,105269","0,636439"
05/11/2011 1.00,"1,535686","12,530303","80,406497","0,600742"
05/11/2011 2.00,"1,829101","6,851468","85,870746","0,478956"
05/11/2011 3.00,"1,654857","5,162935","93,249652","0,369018"
05/11/2011 4.00,"1,144768","6,225893","92,153758","0,307439"
05/11/2011 5.00,"1,513116","5,563979","92,22388","0,314812"
05/11/2011 6.00,"1,509505","9,402436","92,480736","0,367493"
05/11/2011 7.00,"1,316302","21,939225","83,226075","0,576588"
05/11/2011 8.00,"1,272065","25,63751","69,526166","0,731986"
05/11/2011 9.00,"1,78396","22,813333","76,211353","0,895062"
05/11/2011 10.00,"1,844448","23,816598","73,703562","0,827635"
05/11/2011 11.00,"1,696387","19,727652","79,782945","0,868416"
05/11/2011 12.00,"1,746042","16,381738","84,484198","0,710527"
05/11/2011 13.00,"1,84174","19,504407","81,506622","0,743529"
05/11/2011 14.00,"1,513116","15,952139","82,814585","0,927707"
05/11/2011 15.00,"1,494157","10,689921","94,992766","0,633133"
05/11/2011 16.00,"1,566381","12,281765","94,42241","0,581012"
05/11/2011 17.00,"1,416514","15,063751","93,277521","0,726748"
05/11/2011 18.00,"1,644024","19,237052","83,10103","0,917436"
05/11/2011 19.00,"1,787571","23,152732","77,377369","1,035865"
05/11/2011 20.00,"1,926605","21,358416","80,376931","0,982829"
05/11/2011 21.00,"1,471587","17,843786","88,616824","0,876908"
05/11/2011 22.00,"1,49867","14,378475","95,736317","0,849297"
05/11/2011 23.00,"1,982578","9,816456","102,77129","0,76397"
06/11/2011 0.00,"2,231755","8,89886","108,446725","0,67361"
06/11/2011 1.00,"2,103556","8,403722","105,932207","0,680678"
06/11/2011 2.00,,"9,85669","96,17063","0,636337"
06/11/2011 3.00,"2,054804",,"95,797983","0,694764"
06/11/2011 4.00,"2,053901","6,919606",,"0,560469"
06/11/2011 5.00,"2,015983","7,326487","94,419039","0,633794"
06/11/2011 6.00,"1,964523","10,451759","93,254721","0,689119"
06/11/2011 7.00,"2,046679","16,12671","78,924456","1,095665"
06/11/2011 8.00,"2,183004","20,5479","72,818056","1,312947"
06/11/2011 9.00,"2,010566","14,066334","79,580153","0,639998"
06/11/2011 10.00,"1,972648","19,901567","66,206369","0,790006"
06/11/2011 11.00,"2,10175","18,44665","62,035741","0,775259"
06/11/2011 12.00,"2,000635","20,858085","61,726496","0,796362"
06/11/2011 13.00,"2,173976","21,278608","66,538437","1,282081"
06/11/2011 14.00,"2,016886","18,124785","67,693479","0,989744"
06/11/2011 15.00,"1,970842","14,484253","73,665533","0,663796"
06/11/2011 16.00,"1,990704","10,292121","81,312293","1,049595"
06/11/2011 17.00,"1,9573","7,98451","85,048626","0,937928"
06/11/2011 18.00,"2,077374","10,344038","84,356619","1,081122"
06/11/2011 19.00,"1,995219","8,656157","81,890205","0,736257"
06/11/2011 20.00,"1,954592","11,479023","73,991697","0,817719"
06/11/2011 21.00,"2,009663","10,429046","75,389233","0,784717"
06/11/2011 22.00,"1,951883","10,580901","70,353354","0,740579"
06/11/2011 23.00,"1,95098","10,834636","61,211068","0,766767"
07/11/2011 0.00,"1,950077","13,632198","59,604834","0,643761"
07/11/2011 1.00,"1,911256","11,579613","54,775997","0,563876"
07/11/2011 2.00,"1,949175","7,626945","50,279207","0,4128"
07/11/2011 3.00,"1,940147","2,727477","69,47039","0,356153"
07/11/2011 4.00,"1,930216","2,807946","89,781142","0,224045"
07/11/2011 5.00,"1,93473","8,754147","76,725925","0,473413"
07/11/2011 6.00,"1,927507","27,353282","39,881328","0,542976"
07/11/2011 7.00,"2,263354","46,488482","28,260811","1,33644"
07/11/2011 8.00,"2,420444","42,712299","18,936026","1,820074"
07/11/2011 9.00,"2,497182","52,264652","15,421907","1,629234"
07/11/2011 10.00,"2,010566","41,945283","24,670648","1,799683"
07/11/2011 11.00,"1,918479","29,183295","34,695066","1,397358"
07/11/2011 12.00,"1,903131","18,507653","45,17151","0,979168"
07/11/2011 13.00,"1,990704","19,622512","51,179911","0,75797"
07/11/2011 14.00,"2,074666","22,824366","51,181605","0,920893"
07/11/2011 15.00,"1,843545","15,325271","62,986301","0,637862"
07/11/2011 16.00,"1,924799","19,293495","64,993885","0,701425"
07/11/2011 17.00,"1,927507","27,05478","58,317982","0,890129"
07/11/2011 18.00,"1,975357","36,666175","43,948036","1,317879"
07/11/2011 19.00,"1,964523","38,990017","30,233747","1,469718"
07/11/2011 20.00,"2,016886","38,472803","24,285355","1,423342"
07/11/2011 21.00,"2,155017","40,075692","22,213547","1,481769"
07/11/2011 22.00,"1,920285","29,267002","30,644398","1,307608"
07/11/2011 23.00,"1,925702","19,601747","46,129687","0,902943"
08/11/2011 0.00,"1,910354","16,906077","50,5048","0,706713"
08/11/2011 1.00,"1,926605","13,397931","53,088626","0,66405"
08/11/2011 2.00,,"11,01893","47,506097","0,536112"
08/11/2011 3.00,"1,930216",,"41,161418","0,685204"
08/11/2011 4.00,"1,938341","5,20836",,"0,576792"
08/11/2011 5.00,"1,938341","8,486136","43,222213","0,627235"
08/11/2011 6.00,"1,945564","12,03711","42,19393","0,576029"
08/11/2011 7.00,"2,05029","24,373371","30,782971","0,98349"
08/11/2011 8.00,"2,281411","37,57338","14,352209","1,541874"
08/11/2011 9.00,"2,56038","32,19045","10,303237","1,692695"
08/11/2011 10.00,"2,370789","35,22099","20,344531","1,552501"
08/11/2011 11.00,"2,052999","30,151494","38,087503","1,277505"
08/11/2011 12.00,"2,118904","26,012587","46,951807","1,079647"
08/11/2011 13.00,"2,022302","27,834149","45,048158","0,923233"
08/11/2011 14.00,"2,267737",,,
08/11/2011 15.00,"1,929313","15,028712","28,870404","0,579792"
08/11/2011 16.00,"1,948272","28,612219","41,723292","0,748817"
08/11/2011 17.00,"1,936536","31,787477","31,077012","0,974998"
08/11/2011 18.00,"1,994316","36,569464","21,903465","1,131768"
08/11/2011 19.00,"2,052999","30,703757","14,929297","1,535161"
08/11/2011 20.00,"1,946467","27,798453","19,756466","1,13065"
08/11/2011 21.00,"1,945564","27,470105","22,096101","1,142396"
08/11/2011 22.00,"1,94466","17,97423","37,256924","0,877925"
08/11/2011 23.00,"1,535686","9,590626","50,943322","0,526399"
09/11/2011 0.00,"1,931118","10,101338","48,753231","0,585487"
09/11/2011 1.00,"1,859796","7,460817","45,64131","0,502957"
09/11/2011 2.00,"1,950077","9,422552","33,564518","0,618946"
09/11/2011 3.00,"1,949175","6,523105","44,558924","0,617726"
09/11/2011 4.00,"1,89952","6,987744","52,127933","0,511398"
09/11/2011 5.00,"1,89952","6,692478","47,486664","0,530772"
09/11/2011 6.00,"1,914868","7,451733","48,449891","0,549129"
09/11/2011 7.00,"1,950077","11,95534","41,905814","0,71073"
09/11/2011 8.00,"1,947369","17,820433","33,286536","0,926436"
09/11/2011 9.00,"1,847157","25,09565","23,835002","0,931928"
09/11/2011 10.00,"1,947369","26,003504","18,373296","1,19706"
09/11/2011 11.00,"1,949175","20,393449","22,153557","1,165329"
09/11/2011 12.00,"1,948272","18,778906","33,872926","0,996609"
09/11/2011 13.00,"1,948272","24,972994","38,354515","0,823312"
09/11/2011 14.00,"1,949175","19,098178","43,804395","0,768699"
09/11/2011 15.00,"1,950077","18,329198","44,444012","0,614166"
09/11/2011 16.00,"1,929313","20,028103","37,566189","0,734477"
09/11/2011 17.00,"1,950077","13,248028","31,294148","0,90096"
09/11/2011 18.00,"1,948272","14,181843","35,217236","0,74063"
09/11/2011 19.00,"1,87063","21,068997","11,475176","0,81538"
09/11/2011 20.00,"1,950077","26,226081","19,614512","0,732189"
09/11/2011 21.00,"1,950077","33,432524","6,669139","1,136192"
09/11/2011 22.00,"1,887784","20,000858","23,320413","0,953387"
09/11/2011 23.00,"2,148696","10,151955","40,21084","0,512771"
10/11/2011 0.00,"2,405998","8,17984","44,516691","0,352289"
10/11/2011 1.00,"2,35183","7,334275","45,886336","0,369476"
10/11/2011 2.00,,"5,512063","41,964106","0,384375"
10/11/2011 3.00,"2,336482",,"46,016449","0,315931"
10/11/2011 4.00,"2,424055","5,598372",,"0,343949"
10/11/2011 5.00,"2,282313","4,506861","35,536615","0,366018"
10/11/2011 6.00,"2,43218","3,743063","55,827942","0,372985"
10/11/2011 7.00,"2,275993","4,378373","61,567634","0,387833"
10/11/2011 8.00,"2,180295","9,535466","56,933969","0,479261"
10/11/2011 9.00,"2,266965","10,552349","43,546679","0,595504"
10/11/2011 10.00,"2,63441","11,513413","48,865609","0,902079"
10/11/2011 11.00,"2,018691","9,727552","53,50604",
10/11/2011 12.00,"2,389748","12,366772","50,96866",
10/11/2011 13.00,"2,606423","31,925047","16,663125",
10/11/2011 14.00,,,,
10/11/2011 15.00,"2,645244","27,804954","2,920969",
10/11/2011 16.00,"2,51253","22,84318","15,180252",
10/11/2011 17.00,"2,436694","11,153909","59,632725",
10/11/2011 18.00,"2,30037","11,406345","62,287533",
10/11/2011 19.00,"2,167656","11,355079","62,021377",
10/11/2011 20.00,"2,34551","10,28433","63,311604",
10/11/2011 21.00,"2,356344","9,492636","66,486908",
10/11/2011 22.00,"2,052095","8,24733","70,154793",
10/11/2011 23.00,"1,248591","6,986446","71,566698",
11/11/2011 0.00,"0,657248","5,644446","74,592455",
11/11/2011 1.00,"0,657248","4,15968","81,611378",
11/11/2011 2.00,"0,664471","3,359543","87,489651",
11/11/2011 3.00,"0,668083","3,180436","83,498989",
11/11/2011 4.00,"0,659957","2,900095","82,727561",
11/11/2011 5.00,"0,666276","2,380947","84,63967",
11/11/2011 6.00,"0,680722","3,070765","82,114961",
11/11/2011 7.00,"0,661763","4,308937","78,759707",
11/11/2011 8.00,"0,673499","6,303764","71,152674",
11/11/2011 9.00,"0,667179","8,625009","66,632219",
11/11/2011 10.00,"0,769121","7,582914",,
11/11/2011 11.00,"0,650929","9,511456","51,715906",
11/11/2011 12.00,"0,651832","9,688614","53,908231",
11/11/2011 13.00,"0,650026","9,822946","55,224652",
11/11/2011 14.00,"0,652734","9,562072","57,641196",
11/11/2011 15.00,"0,707012",,,
11/11/2011 16.00,"0,655442","7,450435","53,489142",
11/11/2011 17.00,"0,659054","9,402436","60,225022",
11/11/2011 18.00,"0,708709","9,488743","56,58163",
11/11/2011 19.00,"0,672596","11,168833","56,100018",
11/11/2011 20.00,"0,670791","10,101986","61,126582",
11/11/2011 21.00,"0,672596","10,73599","58,388963",
11/11/2011 22.00,"0,659957","9,210999","55,740061",
11/11/2011 23.00,"0,655442","8,431625","49,438476",
12/11/2011 0.00,"0,657248","7,924806","45,698768",
12/11/2011 1.00,"0,676207","10,50562","42,852999",
12/11/2011 2.00,,"6,985798","43,358275",
12/11/2011 3.00,"0,656345",,"42,563167",
12/11/2011 4.00,"0,693361","5,648339",,
12/11/2011 5.00,"0,671693","4,639892","42,169432",
12/11/2011 6.00,"0,679819","5,59902","38,813303",
12/11/2011 7.00,"0,682527","8,658105","33,278933",
12/11/2011 8.00,"0,666276","13,732777","29,001813",
12/11/2011 9.00,"0,668985","15,887243","25,233378",
12/11/2011 10.00,"0,92719","13,097475","31,612711",
12/11/2011 11.00,"0,650929","12,856718","37,430987",
12/11/2011 12.00,"0,716834","14,397944","37,530698",
12/11/2011 13.00,"0,686138","14,407029","35,430999",
12/11/2011 14.00,"0,65454","14,197416","34,815883",
12/11/2011 15.00,"0,743918","8,756744","47,412312",
12/11/2011 16.00,"0,663568","7,042903","57,976636",
12/11/2011 17.00,"0,798088","7,559457","61,320915",
12/11/2011 18.00,"0,772808","8,029285","61,841408",
12/11/2011 19.00,"0,932606","7,633434","66,14385",
12/11/2011 20.00,"1,003026","7,579573","66,736161",
12/11/2011 21.00,"1,047264","8,843702","65,369051",
12/11/2011 22.00,"0,859479","8,360242","62,122765",
12/11/2011 23.00,"0,803504","5,562681","64,225836",
13/11/2011 0.00,"0,928093","5,708691","62,805491",
13/11/2011 1.00,"1,142059","5,430296","57,474731",
13/11/2011 2.00,"1,118586","4,61069","52,558015",
13/11/2011 3.00,"0,998512","4,868319","43,254333",
13/11/2011 4.00,"1,076154","3,987063","40,053694",
13/11/2011 5.00,"1,174561","3,295298","37,770655",
13/11/2011 6.00,"1,242272","3,962404","37,953158",
13/11/2011 7.00,"1,236855","6,199935","35,832356",
13/11/2011 8.00,"1,367763","12,07734","29,676942",
13/11/2011 9.00,"1,181783","15,621178","31,299236",
13/11/2011 10.00,"0,772808","9,123391","46,122065",
13/11/2011 11.00,"1,049069","6,052627","55,293081",
13/11/2011 12.00,"0,736696","7,742457","55,171426",
13/11/2011 13.00,"0,899203","9,320669","54,318024",
13/11/2011 14.00,"0,7701","8,356349","55,614156",
13/11/2011 15.00,"0,853159","5,144116","60,835929",
13/11/2011 16.00,"0,84413","4,772275","63,821108",
13/11/2011 17.00,"0,768295","8,159074","60,166726",
13/11/2011 18.00,"0,848645","14,114353","49,304968",
13/11/2011 19.00,"1,096016","15,858692","41,173249",
13/11/2011 20.00,"1,332553","20,678986","34,990784",
13/11/2011 21.00,"1,946467","34,659014","11,041712",
13/11/2011 22.00,"1,257619","21,983984","26,494876",
13/11/2011 23.00,"1,415612","17,867151","33,281467",
14/11/2011 0.00,"1,163727","10,913153","48,202331",
14/11/2011 1.00,"1,282899","7,809946","49,339622",
14/11/2011 2.00,,"4,895574","49,206974",
14/11/2011 3.00,"1,189908",,"50,117811",
14/11/2011 4.00,"1,194423","4,549042",,
14/11/2011 5.00,"1,270258","9,307691","38,492228",
14/11/2011 6.00,"1,098724","10,680839","36,716999",
14/11/2011 7.00,"1,260328","6,404999","52,271574",
14/11/2011 8.00,"1,262134","10,95144","43,179143",
14/11/2011 9.00,"1,24498","15,216248","35,009376",
14/11/2011 10.00,"0,8342","13,791185","44,408522",
14/11/2011 11.00,"0,825171","14,018961","49,608308",
14/11/2011 12.00,"0,729474","9,469923","48,103458","1,23596"
14/11/2011 13.00,"1,120392","9,494583","56,597672","1,026102"
14/11/2011 14.00,"0,936218","10,73599","55,511075","1,386832"
14/11/2011 15.00,"0,939829","5,5192","63,429907","1,024882"
14/11/2011 16.00,"0,994901","7,670423","66,495348","0,999914"
14/11/2011 17.00,"1,128517","11,014384","63,478906","1,241554"
14/11/2011 18.00,"1,175464","18,841858","49,91925","1,695695"
14/11/2011 19.00,"1,259425","21,606307","39,327034","2,188991"
14/11/2011 20.00,"1,320816","26,428561","27,728484","2,440241"
14/11/2011 21.00,"1,307274","23,314315","31,663403","2,554399"
14/11/2011 22.00,"1,272065","22,718593","33,950651","2,602045"
14/11/2011 23.00,"1,304566","13,407664","43,294032","2,038271"
15/11/2011 0.00,"1,311789","9,582188","50,051057","1,562163"
15/11/2011 1.00,"1,282899","5,171371","54,802173","1,098767"
15/11/2011 2.00,"1,300954","3,56201","55,038759","0,915656"
15/11/2011 3.00,"1,429154","3,061032","54,767539","0,756343"
15/11/2011 4.00,"1,330748","2,371213","56,322221",
15/11/2011 5.00,"1,309982","2,637925","55,950453",
15/11/2011 6.00,"1,291927","6,074041","53,288046",
15/11/2011 7.00,"1,803821","29,573304","24,219461",
15/11/2011 8.00,"1,301858","25,499273","26,096913",
15/11/2011 9.00,"1,403875","20,238997","35,317784",
15/11/2011 10.00,"1,245883","22,25979","33,126837",
15/11/2011 11.00,"1,051778","22,254608","31,389629",
15/11/2011 12.00,"0,752946","8,267446","51,691945",
15/11/2011 13.00,"0,928093","8,835914","59,117297",
15/11/2011 14.00,"0,869221",,,
15/11/2011 15.00,"0,667179","9,867073","58,838474","0,924707"
15/11/2011 16.00,"0,74753","13,386892","56,716812","1,124599"
15/11/2011 17.00,"0,696972","17,229897","51,754468","1,654252"
15/11/2011 18.00,"0,710515","20,0599","49,077678","1,712272"
15/11/2011 19.00,"0,793573","17,697781","51,949642","1,966064"
15/11/2011 20.00,"0,880243","18,22926","51,644624","2,025152"
15/11/2011 21.00,"0,744821","26,055416","43,806089","2,221128"
15/11/2011 22.00,"0,891077","31,512322","25,626274","2,698304"
15/11/2011 23.00,"0,703292","26,388315","23,823172","2,817497"
16/11/2011 0.00,"0,829686","22,684196","20,525357","2,750273"
16/11/2011 1.00,"0,748433","8,206446","39,921884","1,347118"
16/11/2011 2.00,,"7,223306","43,457962","0,994168"
16/11/2011 3.00,"0,824269",,"46,530184","0,945098"
16/11/2011 4.00,"0,657248","4,864424",,"0,85967"
16/11/2011 5.00,"0,657248","5,925435","49,713087","0,854534"
16/11/2011 6.00,"0,659054","10,160393","41,845822","1,02778"
16/11/2011 7.00,"0,837811","14,346678","39,370128","1,277962"
16/11/2011 8.00,"0,8342","18,824984","32,897869","1,566383"
16/11/2011 9.00,"0,676207","23,497963","26,646976","1,925791"
16/11/2011 10.00,"0,650026","20,34802","40,875814","1,455174"
16/11/2011 11.00,"0,650026","13,449197","48,471018","1,032407"
16/11/2011 12.00,"0,650026","12,370017","49,392011","0,865569"
16/11/2011 13.00,"0,650929","12,901493","47,789985","1,468446"
16/11/2011 14.00,"0,650026","12,872289","52,70333","1,058341"
16/11/2011 15.00,"0,650026","20,442129","50,057823","1,389019"
16/11/2011 16.00,"0,652734","30,661577","42,264892","1,962301"
16/11/2011 17.00,"0,651832","26,601178","44,891849","1,885416"
16/11/2011 18.00,"0,679819","30,675191","36,866564","2,313726"
16/11/2011 19.00,"0,709612","25,801693","45,768889","2,413188"
16/11/2011 20.00,"0,743918","27,59404","45,452026","2,351456"
16/11/2011 21.00,"0,777323","26,464258","45,658209","2,338388"
16/11/2011 22.00,"0,885661","28,457136","37,907534","2,339608"
16/11/2011 23.00,"0,935315","13,498509","52,34509","1,720662"
17/11/2011 0.00,"1,054487","8,855382","54,952576","1,33766"
17/11/2011 1.00,"1,140253","4,511402","61,947861","0,975252"
17/11/2011 2.00,"1,23866","3,823531","63,048824","0,922368"
17/11/2011 3.00,"1,208867","5,828095","60,344161","1,046544"
17/11/2011 4.00,"1,190811","5,596424","58,434587","1,235248"
17/11/2011 5.00,"1,237757","6,724924","58,432053","1,056002"
17/11/2011 6.00,"1,230535","8,677573","53,533909","1,174279"
17/11/2011 7.00,"1,246786","12,70357","44,090836","1,253096"
17/11/2011 8.00,"1,230535","14,787302","39,313511","1,403206"
17/11/2011 9.00,"1,005735","19,231201","33,502833","1,453547"
17/11/2011 10.00,"0,664471","15,847666","46,389077","1,389222"
17/11/2011 11.00,"0,723154","11,612061","53,27789","1,164465"
17/11/2011 12.00,"0,737599","9,961816","58,568932","1,056765"
17/11/2011 13.00,"0,667179","10,835277","60,26474","1,152719"
17/11/2011 14.00,"0,66086","16,019629","57,586272","1,323778"
17/11/2011 15.00,"0,658152","13,482936","60,394016","1,337304"
17/11/2011 16.00,"0,681624","14,569258","62,383849","1,439716"
17/11/2011 17.00,"0,692458","17,311656","57,106335","1,518737"
17/11/2011 18.00,"0,789962","23,120935","45,490907","1,902044"
17/11/2011 19.00,"0,850451","23,53106","40,984821","2,408917"
17/11/2011 20.00,"0,974135","24,185825","44,954353","2,375864"
17/11/2011 21.00,"0,853159","22,85033","48,350181","2,330862"
17/11/2011 22.00,"0,933509","18,421996","50,054429","3,993403"
17/11/2011 23.00,"1,064418","13,124725","54,904414","2,601944"
18/11/2011 0.00,"1,064418","12,812593","52,04514","1,837566"
18/11/2011 1.00,"1,012054","22,850961","34,209223","1,727832"
18/11/2011 2.00,,"19,197455","29,573002","1,864771"
18/11/2011 3.00,"1,042749",,"42,416992","1,558502"
18/11/2011 4.00,"0,968719","9,706785",,"1,394154"
18/11/2011 5.00,"0,976845","9,218786","38,999197","1,519805"
18/11/2011 6.00,"0,8983","5,737244","54,969471","1,430614"
18/11/2011 7.00,"1,369568","33,924425","34,346098","1,831617"
