, Brindisi,,,,,
,Via Taranto,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
,,,,,,,,
29/11/2007 4.00,"0,43682693","19,39106424","8,66848794","0,24460606","82,180833","1,1405655"
29/11/2007 5.00,"0,53088824","21,03303248","9,91574481","0,25320021","79,37811735","1,3297275"
29/11/2007 6.00,"0,82596062","19,63360144","9,37972326","0,25988934","78,0093279","2,2196025"
29/11/2007 7.00,"0,86419168","36,42033048","23,57453936","0,4066427","55,3632849","1,4893965"
29/11/2007 8.00,"0,98652458","37,23224216","23,1293684","0,38622256","56,3215632","1,802124"
29/11/2007 9.00,"1,07671519","47,19297824","26,41558016","0,50830426","50,19421995","2,2775715"
29/11/2007 10.00,"1,05580567","37,31136072","22,376614","0,39915699","54,5843172","2,087901"
29/11/2007 11.00,"1,12473895","48,65210192","24,68810728","0,45505981","45,6752457","3,46797"
29/11/2007 12.00,"0,96591914","61,44963416","31,415594","0,45155464","38,9903199","2,778444"
29/11/2007 13.00,"0,68202257","42,10887464","18,87494852","0,32739624","51,37458165","2,3874075"
29/11/2007 14.00,"0,5772909","28,67739968","12,17013812","0,28996651","63,93609915","2,018745"
29/11/2007 15.00,"0,56683614","21,39617864","8,79308342","0,25271315","69,9485703","1,05478155"
29/11/2007 16.00,"0,52671956","34,0883788","17,94048146","0,31459496","62,8243854","1,57060395"
29/11/2007 17.00,"0,83170158","52,86467768","31,16060968","0,42715278","46,9151382","1,294641"
29/11/2007 18.00,"1,10139676","64,141864","37,72135088","0,52163814","35,1739248","2,208924"
29/11/2007 19.00,"1,2752285","68,8265508","42,74539856","0,59698582","27,5460822","2,262825"
29/11/2007 20.00,"2,13500336","97,17579392","50,25619344","0,83959928","22,4737149","2,4728355"
29/11/2007 21.00,"1,20852754","70,42960984","39,64998528","0,64057442","33,1956828","3,6495045"
29/11/2007 22.00,"0,8286577","58,14206536","37,2125868","0,54546885","36,12101115","3,106935"
29/11/2007 23.00,"0,90362891","39,54344864","26,97107352","0,43255712","43,196139","2,6223345"
30/11/2007 0.00,"1,31367314","39,39041216","25,9119976","0,4033653","44,2693293","1,9226385"
30/11/2007 1.00,,"37,92094456","23,7263904","0,42919094","46,0248096","1,8372105"
30/11/2007 2.00,"0,16972611",,,"0,35703074","45,14355825","2,3009625"
30/11/2007 3.00,"0,11859135","20,28597584","11,29407884",,"44,06968965","1,7833095"
30/11/2007 4.00,"0,17680647","21,6011068","13,82232982","0,32076784",,"1,5117705"
30/11/2007 5.00,"0,15694242","23,77094","14,8839965","0,30474989","35,31199875","1,8119889"
30/11/2007 6.00,"0,95424195","39,15177544","21,60565736","0,35881194","34,24407525","1,246842"
30/11/2007 7.00,"2,17320289","75,14278544","39,2943724","0,54604934","16,45395602","2,1962115"
30/11/2007 8.00,"4,21660404","182,97197568","51,27242144","0,99901376","16,40570096","2,1362085"
30/11/2007 9.00,"2,90029179","132,86206936","51,21662928","0,99718934","20,6192427","3,9698595"
30/11/2007 10.00,"0,67084066","80,73406616","41,56173672","0,65764357","30,75146865","3,0454065"
30/11/2007 11.00,"0,24033032","56,86454344","29,85494312","0,64064566","39,1572615","3,8244285"
30/11/2007 12.00,"0,17778991","55,21739368","25,96002704","0,53470222","47,60706405","3,07134"
30/11/2007 13.00,"0,5286488","47,00235184","18,75424778","0,49421117","58,0280862","2,401137"
30/11/2007 14.00,"0,37662256","51,91139272","21,71858008","0,48642528","55,29403845","2,1829905"
30/11/2007 15.00,"0,11583833","51,04760848","24,72575456","0,45243064","51,68009595","2,714373"
30/11/2007 16.00,"0,05113374","48,80903888","23,802966","0,4798401","55,51684005","1,570248"
30/11/2007 17.00,,"30,61119648","19,92363272","0,40277312","61,14461535","2,513007"
30/11/2007 18.00,"1,54051499","27,98869728","24,9385984","0,46791482","57,61226835","2,0009475"
30/11/2007 19.00,"3,07198478","29,40499216","23,68744296","0,4490049","58,00963245","1,595673"
30/11/2007 20.00,"3,3374889","53,47296136","38,29240792","0,53185464","31,1410323","3,01032"
30/11/2007 21.00,"3,7121456","77,6589392","50,358734","0,67117018","21,16278045","2,724543"
30/11/2007 22.00,"3,11426859","50,43152384","38,19636816","0,53043202","32,0251764","4,014099"
30/11/2007 23.00,"3,10246834","31,32192512","26,1235604","0,45812581","40,68573075","2,6792865"
01/12/2007 0.00,"1,22328726","22,18344464","20,40253136","0,39405283","48,794907","2,566908"
01/12/2007 1.00,,"17,89954746","17,50959314","0,35854446","49,96998195","1,1944665"
01/12/2007 2.00,"0,00480024","13,79202845","14,24674029","0,33344998","52,3889793","0,4827699"
01/12/2007 3.00,"0,01258639","8,59375359","10,1688286","0,30830995","60,105759","1,5327207"
01/12/2007 4.00,"0,0062932","7,37978655","8,38295559","0,28806384","64,8479538","0,9119439"
01/12/2007 5.00,"0,00393376","6,60289698","8,45044728","0,28735136","61,01262615","0,37166265"
01/12/2007 6.00,"0,00550706","11,82062643","12,02737673","0,30368234","58,16859405","1,10807235"
01/12/2007 7.00,"0,04208753","26,98483992","23,52520976","0,34230459","44,09530545","1,8725004"
01/12/2007 8.00,"0,00708035","34,1752792","29,43701816","0,42947126","38,0985549",
01/12/2007 9.00,"0,27710809","55,93850448","35,9198836","0,72447653","32,03369505","1,9654542"
01/12/2007 10.00,"0,06470459","36,83146784","23,59920416","0,54404739","45,4796958","2,8460745"
01/12/2007 11.00,0,"31,6604256","18,81654074","0,47556755","63,26414325","4,228686"
01/12/2007 12.00,0,"32,33876496","13,61338073","0,38706702","73,59648765","2,528262"
01/12/2007 13.00,0,"36,83796864","14,61533756","0,39520915","79,72165635","2,7830205"
01/12/2007 14.00,0,"36,470922","14,03388498","0,34283837","84,82502595","2,3426595"
01/12/2007 15.00,0,"33,93144184","12,94496847","0,28850885","86,42302095","1,907892"
01/12/2007 16.00,0,"45,03482736","22,1403864","0,32241472","73,0061073","1,0127286"
01/12/2007 17.00,"0,0078665","51,51191856","34,05096096","0,43231768","63,3053001","1,3917645"
01/12/2007 18.00,"0,27927125","72,08064096","50,37429768","0,58507106","46,28437905","4,2464835"
01/12/2007 19.00,"1,54956222","146,2014624","76,3200612","1,09734885","22,740207","3,499497"
01/12/2007 20.00,"1,68408386","156,3593448","71,55686768","1,33308629","19,15678202","6,860682"
01/12/2007 21.00,"2,92467843","230,9726592","80,43690312","1,75121043","17,17845224","8,0205705"
01/12/2007 22.00,"3,82621334","269,8717256","70,89365224","1,84625293","16,43976957","4,064949"
01/12/2007 23.00,"1,54208829","167,78828656","64,2329708","1,23497429","16,81939812","6,8815305"
02/12/2007 0.00,"1,3863266","72,54106968","47,20619016","0,76412195","30,52723065","6,2428545"
02/12/2007 1.00,,"56,57403416","40,4209228","0,6499009","38,6796984","3,7959525"
02/12/2007 2.00,"0,29679925",,,"0,55174451","49,5683685","4,2444495"
02/12/2007 3.00,"0,31058265","20,73990376","21,81852032",,"51,54244095","3,1318515"
02/12/2007 4.00,"0,7981833","23,97716832","26,61674168","0,5702725",,"4,0237605"
02/12/2007 5.00,"0,54819656","24,44277856","27,13848824","0,69228995","26,49250275","2,9894715"
02/12/2007 6.00,"0,32783605","37,45011456","30,2962136","0,80000174","15,91630152","2,8084455"
02/12/2007 7.00,"0,61138379","60,09528808","34,09378976","0,75752859","14,75846138","3,576789"
02/12/2007 8.00,"0,59477313","51,63124648","35,5071784","0,75553482","21,17291505","5,4231525"
02/12/2007 9.00,"0,6080165","40,2269504","33,418892","0,65716819","31,2016803","3,0037095"
02/12/2007 10.00,"1,28616329","42,47332096","28,81014984","0,75022042","38,60354925","2,407239"
02/12/2007 11.00,"0,01186229","42,19835624","27,12422472","0,65920518","50,8015977","4,89685602"
02/12/2007 12.00,"0,00049223","35,860038","18,55048786","0,52339131","69,48415425","2,322828"
02/12/2007 13.00,"0,00654541","43,5368136","21,237062","0,58035701","69,430389","2,652336"
02/12/2007 14.00,"0,00172178","46,63920568","23,40580536","0,47708712","70,31662785","2,4026625"
02/12/2007 15.00,"0,00024611","28,77338208","12,03776271","0,36676134","79,084992","2,171295"
02/12/2007 16.00,"0,01978879","33,83935992","16,85027436","0,40135166","67,12953555","2,144853"
02/12/2007 17.00,"0,2306139","45,30979208","25,37598752","0,48430536","48,2397783","1,9053495"
02/12/2007 18.00,"0,78477008","61,5466108","35,59801752","0,64848645","31,0623495","2,3172345"
02/12/2007 19.00,"1,85588872","75,66160664","42,6039488","0,69915429","26,12753745","2,219094"
02/12/2007 20.00,"2,10107013","92,11631688","47,47614544","0,94186118","21,5683041","2,575044"
02/12/2007 21.00,"1,66973297","57,2043632","35,52144192","0,68445034","30,55168935","2,4901245"
02/12/2007 22.00,"1,56643832","57,2069444","35,4215208","0,57758067","32,90203875","2,8837035"
02/12/2007 23.00,"1,10119845","36,53187656","27,0697136","0,5253629","36,6896061","2,2521465"
03/12/2007 0.00,"0,3401326","19,58300992","16,71788748","0,48696373","48,8961333","2,3294385"
03/12/2007 1.00,,"21,32096056","19,2071872","0,58320459","44,32628655","2,258757"
03/12/2007 2.00,"0,11149574","20,18351176","17,8055","0,53714334","40,66885305","2,488599"
03/12/2007 3.00,"0,15917779","14,08384745","12,17793143","0,45343629","43,85806005","1,987218"
03/12/2007 4.00,"0,10420792","10,73505975","7,85472353","0,36282051","47,5975479","1,401426"
03/12/2007 5.00,"0,1086573","9,5859401","6,63602046","0,33761858","49,40184585","1,81387035"
03/12/2007 6.00,"0,05195345","16,68168758","13,08643926","0,3238899","42,2440053","1,6320816"
03/12/2007 7.00,"0,18360816","38,4552912","26,23258264","0,46831778","32,9656992","0,99467685"
03/12/2007 8.00,"0,57661256","84,42265832","43,5189364","0,63435949","22,74242145","1,813311"
03/12/2007 9.00,"0,89873714","80,70553912","38,25346048","0,66810768","29,9900769","3,0698145"
03/12/2007 10.00,"0,00527823","42,60171176","23,28381976","0,45427725","54,26593515","2,2511295"
03/12/2007 11.00,0,"38,26850792","18,91518656","0,40706552","70,3392711","2,712339"
03/12/2007 12.00,0,"35,68105568","16,5271043","0,35723864","77,6993847","2,0863755"
03/12/2007 13.00,0,"34,27902432","14,72824498","0,33961235","81,90781725","1,1719908"
03/12/2007 14.00,0,"39,92605896","19,57968304","0,39032341","79,13803905","1,0188306"
03/12/2007 15.00,0,"34,54750736","17,29154675","0,31055835","77,97311865","1,11956445"
03/12/2007 16.00,0,"44,94534576","26,13912408","0,37823344","66,0593976","1,21312845"
03/12/2007 17.00,0,"36,0065928","22,3610312","0,39643555","68,13744945","0,637659"
03/12/2007 18.00,0,"31,58580024","22,8260296","0,37674541","64,8001935","1,0572732"
03/12/2007 19.00,0,"31,51907144","21,06056528","0,42575586","71,54307405","0,7911243"
03/12/2007 20.00,0,"43,99726144","30,55448656","0,47044354","63,63409605","1,55229795"
03/12/2007 21.00,0,"30,8939048","19,16047704","0,41020978","75,53223615","1,06759575"
03/12/2007 22.00,0,"21,33652424","12,29603567","0,31817605","83,63433015","2,11022415"
03/12/2007 23.00,0,"14,94633726","6,48806417","0,26113093","89,8549995","0,5655537"
04/12/2007 0.00,"0,04260315","13,6415789","5,88844567","0,26113093","86,8192878",
04/12/2007 1.00,,"11,75707538","4,85793503","0,26538245","88,50193065","1,59002865"
04/12/2007 2.00,"1,90881035",,,"0,2628584","83,1470115","1,02406815"
04/12/2007 3.00,"1,3629773","8,77922142","5,12270114",,"72,83459715","0,52299225"
04/12/2007 4.00,"0,60094123","5,88567136","5,22783055","0,26060299",,"0,2272995"
04/12/2007 5.00,"1,4390967","2,56411819","4,07272252","0,21497858","86,13885315","1,0598157"
04/12/2007 6.00,"1,96057769","14,7271475","14,07931218","0,26541632","72,8352156","1,0128303"
04/12/2007 7.00,"2,71292479","49,33430352","37,50978808","0,43864707","35,49390285","0,81090495"
04/12/2007 8.00,"3,31097164","79,23735256","51,94601904","0,68347739","29,97696975","0,74215575"
04/12/2007 9.00,"2,90893324","70,5502188","43,13865872","0,68098254","35,91269325","0,984456"
04/12/2007 10.00,"0,39051173","46,69105912","29,34617904","0,48115293","50,9498262","3,4410195"
04/12/2007 11.00,"0,04488123","35,1298452","18,78020892","0,41458744","57,0960222","1,8616185"
04/12/2007 12.00,"0,05223109","39,10248408","19,68740512","0,42688414","56,13014295","1,766529"
04/12/2007 13.00,"0,01948979","38,96499216","19,4953256","0,42929022","56,6447931","1,61703"
04/12/2007 14.00,"0,07099677","41,87540032","22,1741332","0,42648352","61,20885435","2,444868"
04/12/2007 15.00,"0,76025327","33,4567496","23,3253484","0,36508643","60,6055464","0,99813465"
04/12/2007 16.00,"1,98346425","22,992756","15,00339326","0,3551047","75,51942825","1,68043995"
04/12/2007 17.00,"2,22736018","15,64540462","11,39401717","0,32173378","81,0860967","0,97748955"
04/12/2007 18.00,"2,16944915","15,28873822","13,39662876","0,30961461","79,39080555","0,2861838"
04/12/2007 19.00,"2,38772989","13,58062243","13,47190994","0,30827725","77,8547952","0,923436"
04/12/2007 20.00,"2,18949523","14,20057505","13,77820469","0,31603043","76,3223958","2,580129"
04/12/2007 21.00,"2,39552621","10,8504891","12,27527518","0,30030331","75,93965505","0,68998365"
04/12/2007 22.00,"2,15163029","5,79358562","9,40567866","0,26158411","76,2236433","0,7259346"
04/12/2007 23.00,"1,94498708","0,62384545","6,30765932","0,2402868","80,52675855","0,80683695"
05/12/2007 0.00,"0,86995095","6,66126078","9,84306395","0,24157861","77,20608105","1,6730667"
05/12/2007 1.00,,"3,91167476","6,58929692","0,21582654","81,8479872","1,61474175"
05/12/2007 2.00,"0,16046938",,,"0,20709341","86,5359978","0,51867"
05/12/2007 3.00,"0,0292001",,,"0,21586976","87,4124811","0,51241545"
05/12/2007 4.00,"0,05196158","1,24379806","3,07855326","0,21939011","86,7817818","0,4408695"
05/12/2007 5.00,"0,00194654","2,62507658","3,0941265","0,21872202","85,30055415","1,0025586"
05/12/2007 6.00,"0,02721594","7,32531367","5,92738355","0,24318227","77,7538881","0,442395"
05/12/2007 7.00,"0,00535349","9,5405454","7,77684968","0,25374216","73,70736975","1,340406"
05/12/2007 8.00,"0,10987566","11,44580178","9,63280705","0,28853922","71,2638738","1,1303955"
05/12/2007 9.00,"0,02249909","13,3497599","10,34533106","0,28604554","71,4310947","0,8735013"
05/12/2007 10.00,0,"16,99944669","9,20710598","0,27748994","70,83357225","0,3248298"
05/12/2007 11.00,"0,00048714","20,74770472","9,01761531","0,27517262","72,43156725","1,428885"
05/12/2007 12.00,"0,00048714","23,65811288","7,92740438","0,26746499","75,51942825","0,9993042"
05/12/2007 13.00,"0,00146041","27,15864072","9,61074257","0,28751488","75,4271595","1,540755"
05/12/2007 14.00,"0,00535349","28,42708064","9,31612631","0,30449059","76,7109021","1,2213153"
05/12/2007 15.00,"0,00194654","29,75777528","9,6315088","0,28657931","77,8014489","1,610928"
05/12/2007 16.00,0,"30,77589616","11,17207794","0,30952584","76,37284935","1,34421975"
05/12/2007 17.00,"0,00146041","26,94593072","12,18311678","0,30435744","75,66645975","0,98064225"
05/12/2007 18.00,"0,01924266","21,97851648","11,69512466","0,30604987","76,0441731","1,768563"
05/12/2007 19.00,"0,00243368","19,31582704","12,36093086","0,30867904","77,6536992","1,0338822"
05/12/2007 20.00,"0,04597247","17,04484139","11,38752784","0,30172827","81,26917785","1,3367448"
05/12/2007 21.00,"0,0069634","15,83865428","12,80610182","0,29424373","80,7105579",
05/12/2007 22.00,"0,01314066","10,43934792","8,83721238","0,27922792","82,2840543","0,6340995"
05/12/2007 23.00,"0,02837633","7,37459738","7,63408446","0,2616285","80,73651285","1,25645265"
06/12/2007 0.00,"0,80417343","3,00379406","5,87416877","0,25605947","83,184318","0,6692877"
06/12/2007 1.00,,"0,92992988","4,53995605","0,23944","84,45722775","1,14427755"
06/12/2007 2.00,"0,13743941",,,"0,2362315","84,0701778","2,238417"
06/12/2007 3.00,"0,06513885","0,79504593","4,3024455",,"82,06853445","1,028187"
06/12/2007 4.00,"0,02427477","3,56019562","6,11427582","0,22838605",,"0,74673225"
06/12/2007 5.00,"0,01034899","2,15816618","4,82029731","0,22116664","80,74592925","0,4933467"
06/12/2007 6.00,"0,18834128","5,21383854","6,22459439","0,22137454","80,7381288","1,49788845"
06/12/2007 7.00,"0,13994327","10,98796955","11,46020487","0,26886192","75,8416008","0,56875725"
06/12/2007 8.00,"0,09139271","14,17722953","19,22537032","0,31902752","69,3072177","2,8646856"
06/12/2007 9.00,"0,02374288","29,80964784","23,3162664","0,42078018","62,85301365","1,5432975"
06/12/2007 10.00,"0,00167398","23,21842936","14,85414062","0,33263822","78,3026328","1,00850805"
06/12/2007 11.00,"0,0108819","26,920004","13,41090949","0,32846613","82,22198985","1,94247"
06/12/2007 12.00,"0,03576586","31,65266288","13,29929458","0,29003192","85,5317547","1,60874145"
06/12/2007 13.00,"0,05722557","35,94175688","14,66335744","0,2964676","86,3322285","1,1596851"
06/12/2007 14.00,"0,07746692","42,39032104","16,60367607","0,32094421","85,60271685","1,3548474"
06/12/2007 15.00,"0,02069798","45,02056384","17,38758842","0,29918904","82,1921646","2,167227"
06/12/2007 16.00,0,"45,37464712","20,93466008","0,31350989","78,409086","1,01369475"
06/12/2007 17.00,"0,01171889","39,8858496","20,66990544","0,35789038","79,36211745","2,244519"
06/12/2007 18.00,"0,02960182","34,38925112","20,36100272","0,30809621","80,2818324","1,835685"
06/12/2007 19.00,"0,04497377","37,53443376","23,02164632","0,39193174","75,0993012","1,283454"
06/12/2007 20.00,"0,0827177","36,7342044","23,25007296","0,37244834","76,7180043","2,20531365"
06/12/2007 21.00,"0,07092253","39,84954072","25,83024048","0,40178499","74,56494045","1,74034125"
06/12/2007 22.00,"0,07267279","33,13251264","23,05667416","0,33006395","78,6503613","3,118122"
06/12/2007 23.00,"0,1158963","26,22742024","17,60952","0,32123154","81,14333325","1,23570585"
07/12/2007 0.00,"0,18316679","28,39335296","20,64524064","0,32327437","52,6043595","1,53917865"
07/12/2007 1.00,,"25,82664592","19,29414496","0,30445555","50,86573695","2,25423135"
07/12/2007 2.00,"0,87791406","21,16920512","16,27012385","0,26748602","52,44398145","0,89694315"
07/12/2007 3.00,"0,79235182","19,1978184","14,97224678","0,26340269","52,778922","1,3401009"
07/12/2007 4.00,"0,8419804","21,60240696","15,78990975","0,26007506","51,00411015","0,95582745"
07/12/2007 5.00,"0,75450722","20,28207536","16,13903904","0,27427677","46,89456975","2,439783"
07/12/2007 6.00,"0,68199105","29,1378284","22,04694696","0,30068408","40,50211095","2,7718335"
07/12/2007 7.00,"0,87438609","50,4484068","37,12172856","0,34595226","25,9622517","1,7668341"
07/12/2007 8.00,"1,40522755","70,52429208","43,36708536","0,49880141","21,10261125","2,626911"
07/12/2007 9.00,"1,67059132","110,74994232","56,01355048","1,05538728","37,14053595","3,27474"
07/12/2007 10.00,"2,59653321","95,98001","50,81816848","1,54637827","80,47484865",
07/12/2007 11.00,"0,39181349","58,7516492","31,8393888","0,7337119","28,61773635","7,9290405"
07/12/2007 12.00,"0,01031136",,,"0,51429026","43,11360585","4,921263"
07/12/2007 13.00,"0,00611827","57,79706408","28,52203056","0,40426933","55,1590767","1,8778905"
07/12/2007 14.00,"0,00203909","55,43658536","26,99573832","0,40808635","63,9962484","2,8290906"
07/12/2007 15.00,0,"58,50521152","30,19109184","0,3815015","63,50517915","1,04674725"
07/12/2007 16.00,0,"56,72835168","32,79722432","0,38074698","57,47604975","1,214298"
07/12/2007 17.00,"0,0132566","71,62283168","47,2905476","0,46524944","41,69077185","1,3991886"
07/12/2007 18.00,"0,63598909","64,33252864","46,5650392","0,57819971","30,6238884","2,0223045"
07/12/2007 19.00,"1,16445076","61,427302","46,10430456","0,65746486","30,702651","3,4694955"
07/12/2007 20.00,"1,49587276","52,22266632","43,03093664","0,71165422","35,4906111","2,380797"
07/12/2007 21.00,"1,48941379","47,68975408","40,70904208","0,62604333","38,7904608","2,3691015"
07/12/2007 22.00,"1,37282186","28,70592672","26,04180328","0,58325949","47,97111165","3,5478045"
07/12/2007 23.00,"1,20694102","27,57886008","24,39738768","0,57722326","50,0091837","1,711611"
08/12/2007 0.00,"0,47747336","25,88241896","21,4849528","0,57549229","51,21202905","1,711611"
08/12/2007 1.00,,"22,74243696","22,15206872","0,44851784","51,5491242","1,561095"
08/12/2007 2.00,"0,25941229",,,"0,43515942","54,44305125","1,3948155"
08/12/2007 3.00,"0,03723542","12,38610808","10,76584486",,"66,31110675","1,31848965"
08/12/2007 4.00,"0,01943182","6,0036953","6,57502002","0,31696717",,"1,3714245"
08/12/2007 5.00,"0,00061732","4,61982411","4,92931764","0,27748643","76,8151608","0,86470425"
08/12/2007 6.00,"0,02830616","6,91546882","5,32517047","0,24850835","77,55221355","1,2521304"
08/12/2007 7.00,"0,01111988","14,44570492","11,6250403","0,26760398","69,9655278","0,53987445"
08/12/2007 8.00,"0,03263045","12,43150278","10,4997805","0,26684712","63,5553933","0,78954795"
08/12/2007 9.00,"0,02847397","17,48710994","12,94757262","0,30641779","63,1315755","0,6654231"
08/12/2007 10.00,"0,00617828","12,15524746","8,06368027","0,30535024","72,68253825","0,8131932"
08/12/2007 11.00,0,"12,50931927","8,54259421","0,29689275","77,0228004","1,0247292"
08/12/2007 12.00,"0,00061732","17,04224681","10,64514604","0,3321465","74,9479206","0,6642027"
08/12/2007 13.00,0,"18,20693014","9,76389186","0,34055843","79,24393365","0,8470593"
08/12/2007 14.00,0,"22,61014568","11,06824296","0,43416662","78,5325765","1,2532491"
08/12/2007 15.00,0,"17,19399269","5,97799802","0,27423589","81,7019532","0,61452225"
08/12/2007 16.00,0,"29,03924568","14,51150258","0,37198347","68,5877409","1,07807085"
08/12/2007 17.00,0,"41,34625432","27,35913304","0,47395922","63,01313235","1,07959635"
08/12/2007 18.00,0,"26,7967756","15,94824438","0,36259275","81,3994314","1,0167966"
08/12/2007 19.00,0,"31,84848992","21,7211804","0,38564907","68,62343145","1,3786452"
08/12/2007 20.00,0,"31,03789752","24,6206328","0,42036787","62,9253723","0,62723475"
08/12/2007 21.00,0,"28,440044","20,7841092","0,3349497","70,7831985","0,8099388"
08/12/2007 22.00,"0,00308863","19,26135416","14,28827275","0,3175465","81,5635401","0,8307873"
08/12/2007 23.00,"0,00791836","26,13013768","22,17023272","0,37772653","63,86719185","1,00393155"
09/12/2007 0.00,"0,30507254","44,54977208","32,00422232","0,44395914","45,3382104","0,8482797"
09/12/2007 1.00,,"30,56450544","25,04243912","0,48731413","45,0456636","2,45732625"
09/12/2007 2.00,"1,09747419","19,36901888","19,60174752","0,437416","54,16067895","1,13644665"
09/12/2007 3.00,"0,4397569","15,27057996","15,15394605","0,43924158","55,57629105","1,20997575"
09/12/2007 4.00,"0,77586828","9,37583042","9,30314766","0,37265157","67,4261721","0,9304533"
09/12/2007 5.00,"1,19711782","13,35105624","12,88396802","0,33641904","52,89920055","0,9659466"
09/12/2007 6.00,"1,29750691","12,88155317","12,07409645","0,28763402","56,4859911","1,74074805"
09/12/2007 7.00,"1,22880449","11,15268453","11,44463163","0,2842071","61,45699245","0,5755203"
09/12/2007 8.00,"1,07666536","10,64816126","10,29861134","0,30414837","62,99673345","0,71357805"
09/12/2007 9.00,"1,17690698","21,35208792","18,55437113","0,38863098","53,65694145","1,77380055"
09/12/2007 10.00,"0,58478822","32,05989976","22,63488696","0,46999853","48,1979232","1,4934645"
09/12/2007 11.00,"0,01954471","23,46226672","16,29477909","0,39846787","59,9300793","1,7405955"
09/12/2007 12.00,"0,01058697","25,947274","14,43233622","0,38685094","67,24492635","2,3996115"
09/12/2007 13.00,"0,0088835","28,1469344","15,05271521","0,37558909","65,94921375","1,73271375"
09/12/2007 14.00,"0,01591707","27,21441376","13,7288923","0,39210227","64,97242185","2,344185"
09/12/2007 15.00,"0,00414631","32,46975608","18,15852594","0,37340843","61,5119148","1,6795755"
09/12/2007 16.00,"0,0100683","35,8392928","21,62772184","0,4751167","57,6219042","2,1657015"
09/12/2007 17.00,"0,02420867","47,59635288","34,10937256","0,55911109","38,8296027","1,7793432"
09/12/2007 18.00,"0,16849961","59,23152296","36,26123296","0,6760419","28,5465747","1,6927965"
09/12/2007 19.00,"0,16679715","44,33836224","30,10413408","0,56592053","33,0395142","1,5677055"
09/12/2007 20.00,"0,48958177","37,73546144","27,10086008","0,72193379","38,5285173","1,438038"
09/12/2007 21.00,"0,41177313","34,95344408","24,45838048","0,61323621","41,7043179","2,249604"
09/12/2007 22.00,"0,07366334","23,27160208","19,11635573","0,39722162","59,8993962","1,3376601"
09/12/2007 23.00,"0,16872132","12,70645986","11,83529147","0,32075032","72,59691285","1,0571715"
10/12/2007 0.00,"0,8078509","10,09954154","10,1519552","0,37274034","69,1885152","1,24343505"
10/12/2007 1.00,,"11,02558242","11,18116186","0,37950656","66,7611588","0,7704792"
10/12/2007 2.00,"0,14230067",,,"0,32667091","69,43467825","0,71266275"
10/12/2007 3.00,"0,0385026","10,22923824","12,18701343",,"61,172286","1,6462179"
10/12/2007 4.00,"0,04166547","5,8934532","7,38099876","0,27381074",,"2,1229875"
10/12/2007 5.00,"0,05389592","4,42008894","4,85923328","0,24234715","60,90585375","0,924453"
10/12/2007 6.00,"0,11147337","10,75581069","8,590616","0,25527107","62,0726694","1,1211408"
10/12/2007 7.00,"0,52195288","34,68498016","25,61089584","0,37287933","42,6018684","0,54770535"
10/12/2007 8.00,"2,10296684","71,87441264","47,65266128","0,63759718","24,9655896","1,39415445"
10/12/2007 9.00,"1,16640645","58,7814764","41,15941368","0,64758008","37,5445434","1,5931305"
10/12/2007 10.00,"0,02986217","59,13944104","34,41955632","0,60640107","45,00997305","2,9935395"
10/12/2007 11.00,"0,01026865","43,48884152","24,22997296","0,45608298","59,83250385","2,2704525"
10/12/2007 12.00,,,,"0,40148949","68,0042433","2,785563"
10/12/2007 13.00,"0,05835444","61,1432744","24,26240048","0,46918443","65,07807705","2,423511"
10/12/2007 14.00,"0,06930753","58,54022024","20,05471944","0,42047533","70,4272506","1,885518"
10/12/2007 15.00,"0,0205373","63,00443432","24,10666808","0,34409046","67,38732945","1,438038"
10/12/2007 16.00,"0,03918704","91,9684428","43,73438056","0,62155354","44,3415882","1,16512605"
10/12/2007 17.00,"0,07202699","88,31227816","44,00953648","0,67209173","39,2808717","1,5738075"
10/12/2007 18.00,"0,27506596","97,53767816","50,84671464","0,75676589","27,3852054","3,501531"
10/12/2007 19.00,"0,17127094","82,27485136","48,58843232","0,85262482","32,76893235","2,467242"
10/12/2007 20.00,"0,18194639","88,91666136","54,0537696","0,81813144","29,6023686","4,4102205"
10/12/2007 21.00,"0,69677619","120,06224272","64,21220648","0,99924619","21,71028825","3,5091585"
10/12/2007 22.00,"0,98242505","122,03361032","59,48017856","0,94585691","20,23534485","3,514752"
10/12/2007 23.00,"0,38282016","69,71236128","42,01080816","0,61567149","30,19693845","2,643183"
11/12/2007 0.00,"0,46629959","73,10654368","43,95502536","0,75970691","18,21527369","2,160108"
11/12/2007 1.00,,"49,21369456","31,27091296","0,57373562","27,9019104","1,7212725"
11/12/2007 2.00,"0,80030476","20,14848392","10,3323524","0,28383685","60,8713203","1,44256365"
11/12/2007 3.00,"0,55727735","12,15265288","4,20640382","0,21378021","70,5789504","1,43107155"
11/12/2007 4.00,"0,52566798","10,84400551","2,994192","0,20633888","71,29948455","1,0408995"
11/12/2007 5.00,"0,09691908","12,39907718","4,83327597","0,22367434","63,71688855","1,2410451"
11/12/2007 6.00,"0,38530774","22,87084688","11,42905839","0,29756318","50,21357145","0,46420965"
11/12/2007 7.00,"1,04327521","39,26976496","27,3876792","0,37608782","44,9476692","0,47102355"
11/12/2007 8.00,"1,58012002","78,04801208","41,96019752","0,6645593","30,59039235",
