,ARPA Puglia,,,,,
,S.Maria Cerrate,,,,,
Parm,SO2,NO2,CO,O3,,BENZENE
22/08/2008 13.00,"1,03679082","6,43355305",,"105,32197515",,"0,5468409"
22/08/2008 14.00,"0,93993988","6,2388713",,"104,3651133",,"0,4400559"
22/08/2008 15.00,"1,27114932","6,33880771",,"103,7434314",,"0,4355811"
22/08/2008 16.00,"1,09953769","6,2077229",,"101,24463405",,"0,4435137"
22/08/2008 17.00,"1,15650392","6,73855146",,"103,7312619",,"0,45454815"
22/08/2008 18.00,"1,15848402","7,34855212",,"102,2865627",,"0,4693455"
22/08/2008 19.00,"1,22873025","7,57178768",,"99,81477765",,"0,3754764"
22/08/2008 20.00,"1,26185902","24,25851912",,"70,63000245",,"0,71317125"
22/08/2008 21.00,"0,98428006","32,20538384",,"47,1105285",,"1,11885255"
22/08/2008 22.00,"1,27190698","31,21122032",,"43,453494",,"1,714662"
22/08/2008 23.00,"1,00607945","22,83474832",,"46,91727285",,"1,255995"
23/08/2008 0.00,"1,2969679","22,29223744",,"42,9358713",,"0,9840492"
23/08/2008 1.00,,"23,44865328",,"38,7490446",,"1,0065249"
23/08/2008 2.00,"1,12285139",,,"40,70057355",,"0,9934056"
23/08/2008 3.00,"1,26094169","14,37523051",,"39,1409823",,"1,1181915"
23/08/2008 4.00,"1,36427296","15,38756377",,"32,3120574",,"1,132938"
23/08/2008 5.00,"1,14907677","15,02157064",,"29,6983281",,"1,2697245"
23/08/2008 6.00,"1,28065827","19,49662576",,"24,20463675",,"1,3256595"
23/08/2008 7.00,"1,43585857","21,81071936",,"31,41332985",,"1,3439655"
23/08/2008 8.00,"1,40979286","18,04560705",,"56,4396672",,"1,858059"
23/08/2008 9.00,"1,50558104","12,99299026",,"79,37261115",,"1,2596562"
23/08/2008 10.00,"2,03949282","12,78014451",,"87,3245814",,"0,6313536"
23/08/2008 11.00,"2,06892175","12,62569506",,"91,1884176",,"0,51505965"
23/08/2008 12.00,"3,27924734","11,85994862",,"103,40286495",,"0,5547735"
23/08/2008 13.00,"6,14227523","6,58280759",,"109,8371988",,"0,5157207"
23/08/2008 14.00,"4,3742726","5,70674449",,"114,734844",,"0,43736085"
23/08/2008 15.00,"2,90556086","5,81446657",,"115,09978935",,"0,434259"
23/08/2008 16.00,"2,25012979","6,21421223",,"115,7700894",,"0,2098071"
23/08/2008 17.00,"2,56002088","6,96048878",,"113,78751825",,"0,432225"
23/08/2008 18.00,"2,30786793","6,28040376",,"113,0414481",,"0,44000505"
23/08/2008 19.00,"2,03392983","8,23370105",,"99,01741605",,"0,19470465"
23/08/2008 20.00,"1,35313274","18,37656851",,"83,32155405",,"0,5902668"
23/08/2008 21.00,"1,62683795","11,42256906",,"106,49096535",,"0,85290705"
23/08/2008 22.00,"1,21872704","11,6458008",,"84,3284106",,"0,6774237"
23/08/2008 23.00,"1,30140914","10,62437598",,"82,22011455",,"0,74856285"
24/08/2008 0.00,"1,73889101","9,65876436",,"78,66713925",,"0,6486426"
24/08/2008 1.00,"1,6165754","9,44894913",,"69,7202226",,"0,6090813"
24/08/2008 2.00,"1,46422575","10,74767895",,"62,6617929",,"0,55411245"
24/08/2008 3.00,"1,29006552","10,48290519",,"59,20611375",,"0,68744115"
24/08/2008 4.00,"1,2341773","10,65163537",,"56,41806135",,"0,59347035"
24/08/2008 5.00,"1,45445441","13,17080435",,"51,18653295",,"0,5891481"
24/08/2008 6.00,"1,00152126","13,7133095",,"42,6250503",,"0,63191295"
24/08/2008 7.00,"1,06342402","16,71529481",,"37,68816345",,"0,66160935"
24/08/2008 8.00,"1,57990543","9,87550868",,"71,462496",,"0,65855835"
24/08/2008 9.00,"1,22009592","7,14738104",,"82,3985274",,"0,506466"
24/08/2008 10.00,"1,25192802","10,68147978",,"90,7816371",,"0,48882105"
24/08/2008 11.00,"1,43319403","7,14997754",,"97,1105352",,"0,48902445"
24/08/2008 12.00,"1,87934074","6,27780726",,"101,3838252",,"0,4421916"
24/08/2008 13.00,"1,21360136","6,2077229",,"94,59948855",,"0,4611078"
24/08/2008 14.00,"1,62458123","5,79499858",,"93,8859369",,"0,4644639"
24/08/2008 15.00,"1,01660744","5,60291333",,"93,45076755",,"0,44041185"
24/08/2008 16.00,"1,08124796","5,9260853",,"95,6995914",,"0,42820785"
24/08/2008 17.00,"1,19737919","6,70221199",,"93,49940565",,"0,43217415"
24/08/2008 18.00,"0,8712222","6,64899912",,"95,9496048",,"0,2199771"
24/08/2008 19.00,"0,94449705","7,42512772",,"96,24153315",,"0,42098715"
24/08/2008 20.00,"1,17707987","8,09482866",,"87,032673",,"0,44051355"
24/08/2008 21.00,"0,94292477","7,6237023",,"83,5796871",,"0,1940436"
24/08/2008 22.00,"1,20109226","8,49587258",,"78,1751922",,"0,30240495"
24/08/2008 23.00,"0,80656745","8,80736032",,"78,22385025",,"0,28135305"
25/08/2008 0.00,"0,96361767","8,62695547",,"80,2956378",,"0,260352"
25/08/2008 1.00,,"8,92287189",,"79,11581475",,"0,26253855"
25/08/2008 2.00,"1,83857226",,,"85,40010465",,"0,25409745"
25/08/2008 3.00,"1,36343393","6,70221199",,"83,782419",,"0,30881205"
25/08/2008 4.00,"1,36017343","6,99942474",,"80,92272615",,"0,2447919"
25/08/2008 5.00,"1,58511247","7,10455224",,"79,69153185",,"0,2426562"
25/08/2008 6.00,"1,48378368","6,90597766",,"78,3657546",,"0,2545551"
25/08/2008 7.00,"1,40608691","7,66134002",,"76,97916975",,"0,13221"
25/08/2008 8.00,"1,68562665","7,9196149",,"75,40607235",,"0,2789631"
25/08/2008 9.00,"1,5791315","8,22850997",,"70,83002115",,"0,27830205"
25/08/2008 10.00,"1,86954296","7,30312682",,"74,8114227",,"0,1575333"
25/08/2008 11.00,"1,8823114","7,89755233",,"78,43739505",,"0,31796505"
25/08/2008 12.00,"1,64351878","8,41799873",,"82,94449905",,"0,1519398"
25/08/2008 13.00,"1,94561253","9,05525494",,"84,4446393",,"0,3218805"
25/08/2008 14.00,"2,06840511","9,12014822",,"80,16725955",,"0,32091435"
25/08/2008 15.00,"2,00483041","9,25382953",,"79,9429218",,"0,3283893"
25/08/2008 16.00,"1,98553995","9,2732956",,"77,0683662",,"0,45922635"
25/08/2008 17.00,"2,2585658","8,57374451",,"82,016046",,"0,31603275"
25/08/2008 18.00,"2,24145478","7,86510569",,"80,8119039",,"0,1577367"
25/08/2008 19.00,"2,00238859","7,69378666",,"78,7266102",,"0,31084605"
25/08/2008 20.00,"1,79293337","11,71459265",,"69,11635605",,"0,34400025"
25/08/2008 21.00,"2,25096678","9,30833874",,"68,0230362",,"0,6256584"
25/08/2008 22.00,"1,66579922","9,85214786",,"65,5755303",,"0,3562551"
25/08/2008 23.00,"1,90594546","10,76714694",,"64,1281179",,"0,3210669"
26/08/2008 0.00,"2,51991955","13,47450452",,"50,2405239",,"0,4734135"
26/08/2008 1.00,"2,60385256","14,29605268",,"48,62012505",,"0,60333525"
26/08/2008 2.00,"1,79918284","11,43684023",,"50,24593035",,"0,5690115"
26/08/2008 3.00,"2,25232142","10,26746677",,"56,74915155",,"0,44692065"
26/08/2008 4.00,"2,67069488","6,49974266",,"75,8047332",,"0,32193135"
26/08/2008 5.00,"2,24715812","7,09287183",,"80,5848729",,"0,12982005"
26/08/2008 6.00,"2,61228146","6,5970845",,"84,0567714",,"0,246114"
26/08/2008 7.00,"2,78940828","6,62304181",,"81,1889589",,"0,2678778"
26/08/2008 8.00,"2,04775187","6,39721166",,"78,83607585",,"0,31237155"
26/08/2008 9.00,"2,56690902","6,53608405",,"80,11862145",,"0,3052017"
26/08/2008 10.00,"2,24118629","6,63861505",,"85,4149674",,"0,3130326"
26/08/2008 11.00,"1,89154983","5,99876616",,"91,7249529",,"0,18361935"
26/08/2008 12.00,"2,1129548","5,93516922",,"93,6710355",,"0,33749145"
26/08/2008 13.00,"2,27215089","5,69116934",,"91,0411068",,"0,3190329"
26/08/2008 14.00,"2,15234524","5,91440298",,"93,11425095",,"0,32732145"
26/08/2008 15.00,"2,46802814","5,52374506",,"91,48437585",,"0,33433875"
26/08/2008 16.00,"2,19853026","5,60421158",,"88,1232996",,"0,1638387"
26/08/2008 17.00,"2,11675838","6,14931895",,"84,05539485",,"0,4394457"
26/08/2008 18.00,"2,92741721","6,93582971",,"82,5552945",,"0,3414069"
26/08/2008 19.00,"2,77473907","6,96957269",,"89,70451665",,"0,3243213"
26/08/2008 20.00,"2,87362706","10,98129476",,"84,23650095",,"0,47824425"
26/08/2008 21.00,"2,41124496","9,75999711",,"85,4379498",,"0,4652775"
26/08/2008 22.00,"1,29443557","9,10716957",,"86,3596398",,"0,6775254"
26/08/2008 23.00,"1,03499378","8,82293547",,"81,0416481",,"0,59509755"
27/08/2008 0.00,"1,25503699","8,5477872",,"85,8325608",,"0,27016605"
27/08/2008 1.00,,"6,70350833",,"94,0926987",,"0,5255856"
27/08/2008 2.00,"1,0337388",,,"91,72900275",,"0,38305305"
27/08/2008 3.00,"0,94149487","6,193446",,"88,7219991",,"0,3593061"
27/08/2008 4.00,"0,95635731","4,70219116",,"88,4503599",,"0,3374406"
27/08/2008 5.00,"0,83684659","6,80604124",,"86,21370555",,"0,29376045"
27/08/2008 6.00,"0,87796593","7,14997754",,"84,52840935",,"0,3146598"
27/08/2008 7.00,"1,64812172","7,05912694",,"86,67048075",,"0,31664295"
27/08/2008 8.00,"1,22870787","7,3083179",,"83,90134095",,"0,33423705"
27/08/2008 9.00,"1,7350437","7,55750886",,"91,4884257",,"0,32793165"
27/08/2008 10.00,"1,07342519","6,33750946",,"98,2673559",,"0,3531024"
27/08/2008 11.00,"1,98084751","5,60031874",,"100,7026923",,"0,1697373"
27/08/2008 12.00,,"5,07727585",,,,
27/08/2008 13.00,,"4,80082933",,,,
27/08/2008 14.00,"1,15877183","4,93970171",,"94,93600515",,
27/08/2008 15.00,"2,33854675","5,03963622",,,,
27/08/2008 16.00,"1,19366612","5,30959532",,"84,5351724",,"0,2409273"
27/08/2008 17.00,"1,83096002","6,19214775",,"82,64042115",,"0,56682495"
27/08/2008 18.00,"1,20591487","6,64510629",,"90,40591875",,"0,5183649"
27/08/2008 19.00,"1,70460082","6,32453081",,"90,5897181",,"0,258318"
27/08/2008 20.00,"1,34815351","7,29793574",,"89,9815623",,"0,47799"
27/08/2008 21.00,"1,63931145","7,30702157",,"88,36523325",,"0,2263842"
27/08/2008 22.00,"1,69732317","6,6399133",,"85,47308175",,"0,45536175"
27/08/2008 23.00,"1,87675349","12,53744288",,"71,74496805",,"0,26080965"
28/08/2008 0.00,"1,54712651","10,56727028",,"79,9726473",,"0,7340706"
28/08/2008 1.00,"1,17866334","8,4738081",,"85,416324",,"0,6485409"
28/08/2008 2.00,"1,20086343","8,73727596",,"79,89697695",,"0,2648268"
28/08/2008 3.00,"1,94765772","5,87546702",,"92,7912405",,"0,6424389"
28/08/2008 4.00,"1,80581368","5,0785741",,"102,223002",,"0,48577005"
28/08/2008 5.00,"2,11757808","6,16229761",,"96,54425445",,"0,4487004"
28/08/2008 6.00,"2,07680045","6,89819008",,"89,80721925",,"0,4683285"
28/08/2008 7.00,"1,73913509","6,66716886",,"88,0300533",,"0,56952"
28/08/2008 8.00,"1,34234644","7,2057869",,"89,21123295",,"0,61330185"
28/08/2008 9.00,"1,3994398","7,41734014",,"92,67231855",,"0,46288755"
28/08/2008 10.00,"1,49699654","6,6567867",,"100,66620375",,"0,4407678"
28/08/2008 11.00,"1,23818631","5,84302038",,"101,99463435",,"0,65998215"
28/08/2008 12.00,"0,90441098","5,35891345",,"101,48654775",,"0,48993975"
28/08/2008 13.00,"1,22012134","5,8547027",,"100,81080135",,"0,65652435"
28/08/2008 14.00,"1,46925888","6,2245963",,"104,1881169",,"0,746478"
28/08/2008 15.00,"0,88766811","6,16359586",,"106,5247806",,"0,68672925"
28/08/2008 16.00,"0,75139418","6,23368022",,"106,97339625",,"0,8240751"
28/08/2008 17.00,"0,89992194","5,69376583",,"111,13452735",,"0,55482435"
28/08/2008 18.00,"1,03905161","6,39072234",,"108,0114147",,"0,61238655"
28/08/2008 19.00,"0,84346217","7,49780858",,"103,84072755",,"0,40654575"
28/08/2008 20.00,"0,74379617","8,77491368",,"100,0323723",,"0,40613895"
28/08/2008 21.00,"0,76122348","11,65229013",,"86,86914285",,"0,495279"
28/08/2008 22.00,"1,19923013","15,52125081",,"74,08163175",,"0,6563718"
28/08/2008 23.00,"1,0673832","13,1098039",,"71,07867795",,"0,5281281"
29/08/2008 0.00,"0,98581776","13,87684094",,"60,47377665",,"0,29365875"
29/08/2008 1.00,,"13,11499116",,"60,6481197",,"0,5727744"
29/08/2008 2.00,"2,0582524",,,"60,65488275",,"0,64198125"
29/08/2008 3.00,"2,03303283","7,83006255",,"63,9483684",,"0,66516885"
29/08/2008 4.00,"2,00343407","7,47444585","0,44720851","56,36128365",,"0,5772492"
29/08/2008 5.00,"1,68438083","8,88393592","0,35632293","56,6099604",,"0,52095825"
29/08/2008 6.00,"1,93154132","11,64839538","0,3484144","54,0408393",,"0,52329735"
29/08/2008 7.00,"1,74758636","15,32396874","0,20207918","51,48251115",,"1,1887713"
29/08/2008 8.00,"1,48837747","13,8145499","0,07603563","64,5159858",,"0,847161"
29/08/2008 9.00,"1,27171477","13,11239658","0,39753347","83,72701785",,"0,72964665"
29/08/2008 10.00,"1,35944933","10,55039497","0,58465174","102,45148935",,"0,6624738"
29/08/2008 11.00,"1,59396241","9,06304252","0,62624773","106,6045008",,"0,71215425"
29/08/2008 12.00,"1,79532637","6,93063672","0,7751467","114,6754329",,"0,68642415"
29/08/2008 13.00,"2,0503737","6,14542421","0,79519542","115,30379805",,"0,21128175"
29/08/2008 14.00,"1,44804223","5,7158284","0,93823805","111,85488195",,"0,28928565"
29/08/2008 15.00,"1,40647235","5,58863834","0,75206118","111,13321065",,"0,295947"
29/08/2008 16.00,"1,12630411","5,60550982","0,73359277","109,7911941",,"0,29843865"
29/08/2008 17.00,"1,41707661","5,84561687","0,66621902","115,82816385",,"0,26874225"
29/08/2008 18.00,"1,69617803","6,00265899","0,63988413","115,18082625",,"0,23955435"
29/08/2008 19.00,"1,39637558","7,66004178","0,57024446","108,9587205",,"0,23131665"
29/08/2008 20.00,"1,61261317","14,07541553","0,33648562","85,8379872",,"0,21758715"
29/08/2008 21.00,"1,20279878","14,46607537","0,22050555","71,82604485",,"0,2662506"
29/08/2008 22.00,"1,31221781","16,43884446","0,15821027","69,2285349",,"0,2708271"
29/08/2008 23.00,"1,30190543","12,7437993","0,20404726","71,2760034",,"0,28928565"
30/08/2008 0.00,"1,06983417","8,96050961","0,15375552","82,31743065",,"0,15255"
30/08/2008 1.00,"1,30829931","8,9773811","0,14026395","77,7400428",,"0,2712339"
30/08/2008 2.00,"1,99725681","8,73208488","0,16163835","73,4126484",,"0,24270705"
30/08/2008 3.00,"1,47252956","7,20838149","0,17929384","78,66713925",,"0,22877415"
30/08/2008 4.00,"1,43590332","7,21487273","0,17485661","79,91317635",,"0,24331725"
30/08/2008 5.00,"1,327843","8,53610488","0,05751582","78,53064135",,"0,26264025"
30/08/2008 6.00,"1,53147386","11,09160951","0,04571669","71,83414455",,"0,2094003"
30/08/2008 7.00,"1,4039624","11,37844393","0,01856186","74,54517",,0
30/08/2008 8.00,"1,26885598","11,7470412","0,06482634","79,18743525",,"0,20894265"
30/08/2008 9.00,"1,52317005","8,7074239","0,32631234","94,12647405",,"0,29925225"
30/08/2008 10.00,"1,41766952","6,28300026","0,5343343","100,15400745",,"0,28338705"
30/08/2008 11.00,"1,69694484","5,71063732","0,67096344","99,37962825",,"0,26274195"
30/08/2008 12.00,"1,64046778","5,88325459","0,63415626","103,69611",,"0,2974725"
30/08/2008 13.00,"1,36486078","5,81836131","0,54228605","100,17698985",,"0,24891075"
30/08/2008 14.00,"1,63672421","5,56268102","0,57097096","102,03249945",,"0,27799695"
30/08/2008 15.00,"1,16306256","5,5081699","0,76736549","103,31229195",,"0,26762355"
30/08/2008 16.00,"1,65775983","5,64704229","0,66104595","104,6178399",,"0,25480935"
30/08/2008 17.00,"1,93107452","6,17397802","0,78378173","104,62049325",,"0,2645217"
30/08/2008 18.00,"1,37750819","7,76646561","0,72726571","104,61247335",,"0,31084605"
30/08/2008 19.00,"1,16829909","11,41218499","0,5093683","95,5063158",,"0,38701935"
30/08/2008 20.00,"1,45025217","12,70097624","0,27368693","92,88989325",,"0,29437065"
30/08/2008 21.00,"0,67658671","12,22725338","0,21982227","91,67358165",,"0,4015116"
30/08/2008 22.00,"0,77190707","12,1883155","0,21469125","86,80969185",,"0,30921885"
30/08/2008 23.00,"1,18686646","11,90278316","0,19771904","81,86604195",,"0,34816995"
31/08/2008 0.00,"0,82986895","10,04552946","0,23568254","83,12424855",,"0,1298709"
31/08/2008 1.00,,"10,97869062","0,23345867","74,93305785",,"0,32579595"
31/08/2008 2.00,"2,32631936",,"0,29749778","52,40555775",,"0,26009775"
31/08/2008 3.00,"2,35295256","11,50693415",,"43,8832569",,"0,3154734"
31/08/2008 4.00,"2,79259861","9,02280639","0,50100309","47,8700649",,"0,24341895"
31/08/2008 5.00,"2,62754866","9,68861642","0,39028136","47,6470638",,"0,28653975"
31/08/2008 6.00,"2,78684951","8,83591413","0,3241819","50,3256705",,"0,3181176"
31/08/2008 7.00,"2,04156546","9,65357328","0,18617336","49,01880585",,"0,3881889"
31/08/2008 8.00,"2,03179616","7,75478711","0,15393539","63,4915932",,"0,46980315"
31/08/2008 9.00,"2,47565361","6,12076514","0,47914046","75,3452448",,"0,34501725"
31/08/2008 10.00,"2,30178627","5,50297691","0,61710579","81,9633381",,"0,3225924"
31/08/2008 11.00,"2,5126358","5,80797724","0,72987853","85,23252465",,"0,3530007"
31/08/2008 12.00,"2,69864204","5,4030405","0,77262149","88,3571136",,"0,3871719"
31/08/2008 13.00,"2,8019845","5,36929752","0,82907093","89,3031426",,"0,4227669"
31/08/2008 14.00,"3,12953579","5,16293536","0,72488182","92,16550875",,"0,40013865"
31/08/2008 15.00,"2,90335397","5,33944546","0,76967462","89,9585799",,"0,2027898"
31/08/2008 16.00,"2,01173787","5,35372237","0,78103226","87,1597146",,"0,33403365"
31/08/2008 17.00,"2,28403148","6,63082938","0,88364106","90,76677435",,"0,3491361"
31/08/2008 18.00,"2,48740911","9,0682336","0,75806003","85,5339093",,"0,403749"
31/08/2008 19.00,"2,70969073","10,31937183","0,67206136","86,3731659",,"0,36474705"
31/08/2008 20.00,"2,49718451","12,33756814","0,39139213","76,6439898",,"0,35793315"
31/08/2008 21.00,"2,20687271","17,38499575","0,26341904","64,0362282",,"0,4208346"
31/08/2008 22.00,"1,76428855","19,51608992","0,20453432","55,63961235",,"0,23090985"
31/08/2008 23.00,"2,04597416","22,13648592","0,16738608","50,6594739",,"0,47671875"
01/09/2008 0.00,"1,58832212","19,31102792","0,24561288","51,10409955",,"0,5824359"
01/09/2008 1.00,"2,04604026","13,15133446","0,23523754","57,73571895",,"0,58940235"
01/09/2008 2.00,"2,47923141","11,46410153","0,25573243","58,86014085",,"0,5466375"
01/09/2008 3.00,"1,80645134","9,28887266","0,24774798","60,1115844",,"0,4884651"
01/09/2008 4.00,"1,76409735","8,32714814","0,25193293","61,52115165",,"0,4919229"
01/09/2008 5.00,"1,72903628","9,85863719","0,19718994","60,05618325",,"0,4300893"
01/09/2008 6.00,"1,46703267","14,64258738","0,15820443","52,70017935",,"0,4140207"
01/09/2008 7.00,"1,71862627","15,62117958","0,1428756","52,0758042",,"0,4878549"
01/09/2008 8.00,"1,45514496","13,4199934","0,16350014","63,4078032",,"0,63170955"
01/09/2008 9.00,"1,69275989","8,40631832","0,4562535","81,04569795",,"0,52929765"
01/09/2008 10.00,"1,46300027","7,04874287","0,64768053","91,0005684",,"0,40125735"
01/09/2008 11.00,"1,42193787","5,96502127","0,76348306","96,81453705",,"0,3526956"
01/09/2008 12.00,"1,71849507","5,53802005","0,80895914","100,75406355",,"0,34918695"
01/09/2008 13.00,"1,36815179","5,39914766","0,92467757","103,85960025",,"0,35447535"
01/09/2008 14.00,"1,72226408","5,67948893","0,95708606","107,982966",,"0,37949355"
01/09/2008 15.00,"1,59643372","5,99097858","0,90546163","108,30465975",,"0,38396835"
01/09/2008 16.00,"1,95239999","5,96242478","0,84709083","106,34361465",,"0,1841787"
01/09/2008 17.00,"1,79028815","6,34529704","0,88923578","102,73529805",,"0,3475089"
01/09/2008 18.00,"1,42071747","6,0883185","0,74473782","101,84333355",,"0,37451025"
01/09/2008 19.00,"2,03006726","6,60097733","0,57858982","96,0793596",,"0,31359195"
01/09/2008 20.00,"1,98095328","8,0558927","0,43985712","76,6061646",,"0,1603809"
01/09/2008 21.00,"1,44345556","20,19618832","0,44357253","53,9354235",,"0,4478868"
01/09/2008 22.00,"0,85641468","16,35577954","0,359452","46,3591317",,"0,6165054"
01/09/2008 23.00,"1,28792982","16,75811787","0,33660709","38,07738795",,"0,6149799"
02/09/2008 0.00,"1,24072475","16,35447746","0,46381163","36,86781945",,"0,7854291"
02/09/2008 1.00,,"19,73023392","0,46107851",,,"1,01399985"
02/09/2008 2.00,"1,87158103",,"0,43123144",,,"0,904113"
02/09/2008 3.00,"1,5408089","11,82750007",,,,"0,79137855"
02/09/2008 4.00,"1,73547287","11,55884113","0,5592419",,,"0,80165025"
02/09/2008 5.00,"1,73815063","11,55495594","0,52254101",,,"0,8216343"
02/09/2008 6.00,"1,91300141","15,55109522","0,52087194",,,"0,88819695"
02/09/2008 7.00,"2,12509371","23,56285704","0,4117527",,,"0,926487"
02/09/2008 8.00,"2,22570653","14,75809895","0,30318944",,,"1,00118565"
02/09/2008 9.00,"1,64757153","13,13445914","0,53404698",,,"0,69476355"
02/09/2008 10.00,"1,39659932","11,1487133","0,55800032",,,"0,6212853"
02/09/2008 11.00,"1,71713229","8,5880195","0,5392656",,,"0,49573665"
02/09/2008 12.00,"1,71638582","6,28429659","0,56903792",,,"0,58014765"
02/09/2008 13.00,"1,63985351","5,90402082","0,59431694",,,"0,39861315"
02/09/2008 14.00,,"5,90272258",,,,"0,34440705"
02/09/2008 15.00,,"4,89816925",,,,"0,17700885"
02/09/2008 16.00,"1,51864135","5,11491357","0,23760274",,,"0,34105095"
02/09/2008 17.00,"2,01245689","5,83133997",,,,"0,24860565"
02/09/2008 18.00,"2,25548023","7,23044597",,,,"0,27148815"
02/09/2008 19.00,"2,0279936","7,92845981","0,380184",,,"0,3502548"
02/09/2008 20.00,"1,36386209","11,40828834","0,23291438",,,"0,3283893"
02/09/2008 21.00,"1,30788539","9,63021246","0,20236885",,,"0,29965905"
02/09/2008 22.00,"1,16305035","11,16039945","0,18581128",,,"0,36250965"
02/09/2008 23.00,"0,9355261","17,62120806","0,28735603",,,"0,4222584"
03/09/2008 0.00,"0,89859679","22,11184024","0,38566075",,,"0,5037201"
03/09/2008 1.00,"1,21736934","15,90411925","0,41437837",,,"0,5611806"
03/09/2008 2.00,"1,19373121","16,74643746","0,39876104",,,"0,58635135"
03/09/2008 3.00,"1,13940205","24,31042992","0,58189293",,,"0,8829594"
03/09/2008 4.00,"0,70843406","25,49539192","0,5956216",,,"1,176669"
03/09/2008 5.00,"0,91873949","19,34607488","0,57232117",,,"1,182771"
03/09/2008 6.00,"0,90098776","17,72243698","0,49905954",,,"0,93904695"
03/09/2008 7.00,"1,02750866","22,618004","0,47407952",,,"0,81517635"
03/09/2008 8.00,"1,07136068","19,01512489","0,38016181",,,"1,0714095"
03/09/2008 9.00,"0,88480526","10,64774062","0,5844123",,,"0,6330825"
03/09/2008 10.00,"1,32105554","9,33689254","0,71871829",,,"0,49512645"
03/09/2008 11.00,"1,95886099","8,22721172","0,72295813",,,"0,50590665"
03/09/2008 12.00,,,,,,
03/09/2008 13.00,,,,,,
03/09/2008 14.00,,,,,,
03/09/2008 15.00,,,,,,
03/09/2008 16.00,"0,8262047","14,89048583",,,,
03/09/2008 17.00,"0,95058583","11,86514544",,,,
03/09/2008 18.00,"1,082028","11,75222846",,,,
03/09/2008 19.00,"1,17051513","9,75221336",,,,
03/09/2008 20.00,"0,93914255","11,64969746",,,,
03/09/2008 21.00,"0,86925329","8,36219127",,,,
03/09/2008 22.00,"1,37673019","16,89050284",,,,
03/09/2008 23.00,"1,42504277","24,0871848",,,,
04/09/2008 0.00,"1,41813023","19,75749904",,,,
04/09/2008 1.00,,"14,03388498",,,,
04/09/2008 2.00,"1,42449258",,,,,
04/09/2008 3.00,"1,47338485","9,11495714",,,,
04/09/2008 4.00,"1,16325375","9,30963698",,,,
04/09/2008 5.00,"1,51219967","7,11882914",,,,
04/09/2008 6.00,"1,53360244","6,55036095",,,,
04/09/2008 7.00,"1,33819301","7,61721298",,,,
04/09/2008 8.00,"1,46293416","5,81965956",,,,
04/09/2008 9.00,"1,23007472","4,80472216",,,,
04/09/2008 10.00,"1,86407354","6,65289386",,,,
04/09/2008 11.00,"1,41880856","7,5354463",,,,
04/09/2008 12.00,"1,15884709","7,12531847",,,,
04/09/2008 13.00,"2,03894059","6,60357382",,,,
04/09/2008 14.00,"1,55183216","6,51791431",,,,
04/09/2008 15.00,"1,02298098","6,0000625",,,,
04/09/2008 16.00,"1,53668903","5,87157418",,,,
04/09/2008 17.00,"1,45351776","5,69895691",,,,
04/09/2008 18.00,"0,81641811","6,42706372",,,,
04/09/2008 19.00,"1,0290962","10,55039497",,,,
04/09/2008 20.00,"0,824428","12,6970815",,,,
04/09/2008 21.00,"0,96959661","11,03580588",,,,
04/09/2008 22.00,"0,44769154","12,13250231",,,,
04/09/2008 23.00,"0,79713986","14,70228576",,,,
05/09/2008 0.00,"0,68890665","12,8658002",,,,
05/09/2008 1.00,"0,94117451","10,88005436",,,,
05/09/2008 2.00,"1,05216379","10,83333464",,,,
05/09/2008 3.00,"0,95356259","9,47446668",,,,
05/09/2008 4.00,"0,65187158","9,5744031",,,,
05/09/2008 5.00,"0,90949395","9,62631772",,,,
05/09/2008 6.00,"1,35481587","8,09612691",,,,
05/09/2008 7.00,"1,28297093","9,66525369",,,,
05/09/2008 8.00,"1,30072775","10,0039989",,,,
05/09/2008 9.00,"0,94734669","9,1564877",,,,
05/09/2008 10.00,"1,1670431","4,69570183",,,,
05/09/2008 11.00,"0,89991991","3,91178566",,,,
05/09/2008 12.00,"1,1719247","3,64572321",,,,
05/09/2008 13.00,"1,02135886","3,29529758",,,,
05/09/2008 14.00,"1,1679767","3,41859482",,,,
05/09/2008 15.00,,"3,12289446",,,,
05/09/2008 16.00,"1,15324952","3,51334015",,,,
05/09/2008 17.00,"1,14404771","3,63793563",,,,
05/09/2008 18.00,"1,30826473","5,0136789",,,,
05/09/2008 19.00,"1,00434852","9,21748814",,,,
05/09/2008 20.00,"0,9645584","7,40955257",,,,
05/09/2008 21.00,"1,3645628","7,14089362",,,,
05/09/2008 22.00,"0,88902377","5,41212632",,,,
05/09/2008 23.00,"0,85610958","4,99031809",,,,
06/09/2008 0.00,"0,81440852","6,00265899",,,,
06/09/2008 1.00,,"8,07925542",,,,
06/09/2008 2.00,"1,75037599",,,,,
06/09/2008 3.00,"1,63047271","7,26419086",,,,
06/09/2008 4.00,"1,24689285","6,68663684",,,,
06/09/2008 5.00,"1,53423501","6,0714451",,"16,32245559",,
06/09/2008 6.00,"1,897124","6,02212698",,"6,37348635",,
06/09/2008 7.00,"1,61774088","7,66121192",,,,
06/09/2008 8.00,"1,69534409","5,87416877",,"14,12545586",,
06/09/2008 9.00,"1,70508084","5,06170261","0,48484381","28,27930455",,
06/09/2008 10.00,"1,43504802","7,38489159","0,74080517","50,6500176",,
06/09/2008 11.00,"1,50443996","7,71585114","0,84333104","70,1151129",,
06/09/2008 12.00,"2,17773058","5,19927674","0,69350584","87,9881583",,
