Stat,TA-Paolo VI -CISI,,,,,,,
,,,,,
Parm,SO2,NOX,NO2,PM10 biorario,IPA TOT,PM10,PM2.5,CO
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3,mg/m3 293K
,,,,,,
,,,,
,,,,
,,,,
13/01/2014 15.00,"1,5","17,6","15,6",,"7,5","24,0","19,7","0,2"
13/01/2014 16.00,,"17,2","13,8","12,5","7,3","24,0","19,7","0,2"
13/01/2014 17.00,,,,,"6,8","24,0","19,7",
13/01/2014 18.00,"2,3",,,,"48,3","24,0","19,7","0,5"
13/01/2014 19.00,"2,9","65,5","49,9",,"40,6","24,0","19,7","0,4"
13/01/2014 20.00,"2,1","27,0","23,4","42,5","13,5","24,0","19,7","0,4"
13/01/2014 21.00,"1,3","23,1","18,9",,"11,4","24,0","19,7","0,4"
13/01/2014 22.00,"1,3","15,9","12,8","33,9","11,3","24,0","19,7","0,3"
13/01/2014 23.00,"1,7","12,5","10,3",,"6,6","24,0","19,7","0,4"
14/01/2014 0.00,"1,8","7,8","6,3","35,2","4,0","24,0","19,7","0,3"
14/01/2014 1.00,"1,5","11,4","10,0",,"6,1","17,6","13,4","0,4"
14/01/2014 2.00,"1,7",,,"30,8","2,9","17,6","13,4","0,3"
14/01/2014 3.00,"2,3","5,3","3,9",,"2,5","17,6","13,4",
14/01/2014 4.00,"2,5","5,4","3,9","31,3","2,8","17,6","13,4","0,3"
14/01/2014 5.00,"1,7","6,1","4,2",,"2,8","17,6","13,4","0,3"
14/01/2014 6.00,"1,6","10,5","8,8","23,0","4,5","17,6","13,4","0,3"
14/01/2014 7.00,"2,2","45,1","25,7",,"33,4","17,6","13,4","0,3"
14/01/2014 8.00,"3,7","92,1","43,3","31,5","72,2","17,6","13,4","0,4"
14/01/2014 9.00,,"105,7","47,3",,"65,3","17,6","13,4","0,6"
14/01/2014 10.00,"3,8","63,3","34,6","34,7","40,3","17,6","13,4","0,5"
14/01/2014 11.00,"2,0","33,5","21,8",,"14,7","17,6","13,4","0,4"
14/01/2014 12.00,"2,1","15,0","9,8","20,3","7,4","17,6","13,4","0,3"
14/01/2014 13.00,"2,5","14,6","8,1",,"7,2","17,6","13,4","0,2"
14/01/2014 14.00,"2,3","14,0","8,0","12,7","11,2","17,6","13,4","0,2"
14/01/2014 15.00,"1,6","11,5","7,2",,"7,3","17,6","13,4","0,2"
14/01/2014 16.00,"2,2","19,8","13,0","10,3","13,3","17,6","13,4","0,2"
14/01/2014 17.00,"1,8","19,9","14,8",,"11,9","17,6","13,4","0,2"
14/01/2014 18.00,"2,0","26,3","20,8","11,7","20,4","17,6","13,4","0,3"
14/01/2014 19.00,"2,4","29,6","23,6",,"20,3","17,6","13,4","0,3"
14/01/2014 20.00,"1,9","19,2","16,1","9,5","11,7","17,6","13,4","0,2"
14/01/2014 21.00,"2,3","17,8","15,0",,"12,3","17,6","13,4","0,2"
14/01/2014 22.00,"1,9","12,7","9,7","13,4","6,2","17,6","13,4","0,2"
14/01/2014 23.00,"1,2","12,1","9,6",,"6,1","17,6","13,4","0,2"
15/01/2014 0.00,"1,6","10,5","8,7","13,9","4,5","17,6","13,4","0,2"
15/01/2014 1.00,"2,1","5,4","3,4",,"2,5","13,5","8,6","0,2"
15/01/2014 2.00,"1,9","5,0","3,7","16,1","2,0","13,5","8,6","0,2"
15/01/2014 3.00,"1,3","4,4","3,0",,"1,7","13,5","8,6","0,2"
15/01/2014 4.00,"2,5","5,5","4,3","18,1","1,7","13,5","8,6","0,2"
15/01/2014 5.00,"2,6","8,4","6,9",,"3,1","13,5","8,6","0,2"
15/01/2014 6.00,"2,0","18,0","16,0","15,9","4,8","13,5","8,6","0,2"
15/01/2014 7.00,"2,1","28,1","24,1",,"13,5","13,5","8,6","0,2"
15/01/2014 8.00,"2,4","53,6","42,5","21,5","26,0","13,5","8,6","0,3"
15/01/2014 9.00,"3,2","80,9","50,1",,"27,8","13,5","8,6","0,3"
15/01/2014 10.00,"2,6","10,1","7,4","11,5","4,3","13,5","8,6","0,2"
15/01/2014 11.00,"2,6","9,3","6,4",,"3,5","13,5","8,6","0,2"
15/01/2014 12.00,"2,5","8,4","6,1","11,2","3,0","13,5","8,6","0,2"
15/01/2014 13.00,"2,5","7,7","5,3",,"2,4","13,5","8,6","0,2"
15/01/2014 14.00,"2,6","23,8","16,8","6,6","13,8","13,5","8,6","0,2"
15/01/2014 15.00,"3,2","43,6","31,1",,"16,4","13,5","8,6","0,2"
15/01/2014 16.00,"2,6","44,8","32,3","10,3","19,5","13,5","8,6","0,3"
15/01/2014 17.00,"4,0","71,2","47,8",,"49,7","13,5","8,6","0,3"
15/01/2014 18.00,"3,9","58,4","37,0","17,6","31,2","13,5","8,6","0,3"
15/01/2014 19.00,"2,5","7,9","6,4",,"2,8","13,5","8,6","0,2"
15/01/2014 20.00,"0,9","7,6","6,0","16,6","2,8","13,5","8,6","0,2"
15/01/2014 21.00,"1,6","11,6","9,1",,"7,8","13,5","8,6","0,3"
15/01/2014 22.00,"1,4","14,8","12,2","17,3","6,2","13,5","8,6","0,3"
15/01/2014 23.00,"1,1","10,3","8,6",,"2,4","13,5","8,6","0,3"
16/01/2014 0.00,"1,0","6,8","5,0","18,8","2,0","13,5","8,6","0,2"
16/01/2014 1.00,,"14,0","11,6",,"4,2","19,7","11,5","0,4"
16/01/2014 2.00,"1,3",,,"14,9","2,3","19,7","11,5","0,3"
16/01/2014 3.00,"1,2","3,9","2,9",,"1,5","19,7","11,5",
16/01/2014 4.00,"0,7","3,8","2,7","19,8","1,5","19,7","11,5","0,2"
16/01/2014 5.00,"1,3","4,1","2,9",,"1,4","19,7","11,5","0,2"
16/01/2014 6.00,"1,2","4,6","2,6","12,0","1,5","19,7","11,5","0,3"
16/01/2014 7.00,"2,0","30,9","22,7",,"15,8","19,7","11,5","0,4"
16/01/2014 8.00,"2,8","79,1","44,7","25,2","40,7","19,7","11,5","0,4"
16/01/2014 9.00,"2,9","74,2","38,5",,"31,2","19,7","11,5","0,4"
16/01/2014 10.00,"3,9","58,9","32,0","25,9","21,3","19,7","11,5","0,4"
16/01/2014 11.00,"3,9","51,7","29,7",,"15,4","19,7","11,5","0,4"
16/01/2014 12.00,"3,2","21,1","13,7","24,4","5,4","19,7","11,5","0,3"
16/01/2014 13.00,"2,6","7,5","4,6",,"2,4","19,7","11,5","0,2"
16/01/2014 14.00,"3,4","15,4","10,5","14,2","3,0","19,7","11,5","0,3"
16/01/2014 15.00,"4,6","24,5","17,1",,"10,4","19,7","11,5","0,2"
16/01/2014 16.00,"3,3","34,1","24,1","17,1","13,6","19,7","11,5","0,2"
16/01/2014 17.00,"2,4","45,3","36,1",,"29,3","19,7","11,5","0,3"
16/01/2014 18.00,"2,5","81,2","62,3","22,7","47,2","19,7","11,5","0,4"
16/01/2014 19.00,"2,0","68,1","50,7",,"31,2","19,7","11,5","0,3"
16/01/2014 20.00,"1,5","55,3","46,1","26,1","38,3","19,7","11,5","0,4"
16/01/2014 21.00,"1,8","47,9","38,9",,"21,8","19,7","11,5","0,5"
16/01/2014 22.00,"0,7","36,9","32,9","36,4","17,4","19,7","11,5","0,5"
16/01/2014 23.00,"0,7","27,7","24,7",,"14,6","19,7","11,5","0,5"
17/01/2014 0.00,"0,7","18,1","15,6","44,4","7,7","19,7","11,5","0,4"
17/01/2014 1.00,"0,9","10,7","8,7",,"4,6","14,2","8,1","0,4"
17/01/2014 2.00,"0,7","7,5","6,2","32,7","4,0","14,2","8,1","0,3"
17/01/2014 3.00,"0,7","6,0","4,9",,"2,9","14,2","8,1","0,3"
17/01/2014 4.00,"0,7","6,3","4,8","22,5","2,9","14,2","8,1","0,3"
17/01/2014 5.00,"0,7","8,6","6,5",,"3,8","14,2","8,1","0,2"
17/01/2014 6.00,"0,7","8,5","6,3","19,5","3,8","14,2","8,1","0,3"
17/01/2014 7.00,"0,8","22,0","18,9",,"12,2","14,2","8,1","0,3"
17/01/2014 8.00,"1,0","45,7","33,8","22,2","24,7","14,2","8,1","0,3"
17/01/2014 9.00,"1,9","49,3","32,1",,"28,8","14,2","8,1","0,4"
17/01/2014 10.00,"1,7","29,8","18,3","14,4","16,3","14,2","8,1","0,3"
17/01/2014 11.00,"2,4","14,4","8,1",,"10,5","14,2","8,1","0,2"
17/01/2014 12.00,"2,3","12,1","7,0","10,3","5,8","14,2","8,1","0,2"
17/01/2014 13.00,"2,3","10,1","5,9",,"5,6","14,2","8,1","0,2"
17/01/2014 14.00,"1,9","11,5","6,8","7,6","7,8","14,2","8,1","0,2"
17/01/2014 15.00,"1,9","11,3","7,4",,"7,0","14,2","8,1","0,2"
17/01/2014 16.00,"2,0","13,8","9,3","11,5","9,8","14,2","8,1","0,2"
17/01/2014 17.00,"0,9","11,9","8,6",,"7,4","14,2","8,1","0,2"
17/01/2014 18.00,"0,8","15,5","12,1","11,2","10,0","14,2","8,1","0,2"
17/01/2014 19.00,"0,9","14,4","10,9",,"9,9","14,2","8,1","0,2"
17/01/2014 20.00,"0,7","10,5","8,1","18,8","6,6","14,2","8,1","0,2"
17/01/2014 21.00,"0,7","8,3","5,8",,"5,3","14,2","8,1","0,2"
17/01/2014 22.00,"0,7","8,0","5,8","17,1","5,1","14,2","8,1","0,2"
17/01/2014 23.00,"0,7","5,1","3,5",,"3,3","14,2","8,1","0,2"
18/01/2014 0.00,"0,7","4,0","2,1","11,5","2,3","14,2","8,1","0,2"
18/01/2014 1.00,,"3,1","2,0",,"2,1","15,9","5,6","0,2"
18/01/2014 2.00,"1,3","2,8","1,9","21,2","2,1","15,9","5,6","0,2"
18/01/2014 3.00,"1,0","2,8","1,8",,"1,8","15,9","5,6",
18/01/2014 4.00,"0,7","3,0","2,0","13,2","2,1","15,9","5,6","0,2"
18/01/2014 5.00,"0,7","3,5","2,2",,"2,3","15,9","5,6","0,2"
18/01/2014 6.00,"0,7","7,2","6,1","20,0","3,2","15,9","5,6","0,2"
18/01/2014 7.00,"0,7","20,1","18,5",,"8,8","15,9","5,6","0,2"
18/01/2014 8.00,"1,3","56,7","41,9","24,9","36,5","15,9","5,6","0,3"
18/01/2014 9.00,"0,9","23,5","19,2",,"12,9","15,9","5,6","0,2"
18/01/2014 10.00,"0,7","13,6","10,0","24,7","8,1","15,9","5,6","0,2"
18/01/2014 11.00,"0,9","11,8","8,2",,"8,1","15,9","5,6","0,2"
18/01/2014 12.00,"1,0","9,8","6,5","17,8","6,7","15,9","5,6","0,2"
18/01/2014 13.00,"0,8","9,2","6,2",,"6,7","15,9","5,6","0,2"
18/01/2014 14.00,"1,3","8,3","5,7","12,0","6,3","15,9","5,6","0,2"
18/01/2014 15.00,"1,2","6,6","4,1",,"4,7","15,9","5,6","0,2"
18/01/2014 16.00,"1,4","5,4","2,8","18,3","3,8","15,9","5,6","0,2"
18/01/2014 17.00,"0,7","4,9","3,5",,"4,6","15,9","5,6","0,2"
18/01/2014 18.00,"1,0","6,0","4,7","21,0","5,9","15,9","5,6","0,2"
18/01/2014 19.00,"1,2","4,8","3,1",,"6,8","15,9","5,6","0,2"
18/01/2014 20.00,"0,9","3,8","2,7","22,7","4,6","15,9","5,6","0,2"
18/01/2014 21.00,"0,8","5,0","3,7",,"5,2","15,9","5,6","0,2"
18/01/2014 22.00,"0,7","3,4","2,3","18,6","3,8","15,9","5,6","0,2"
18/01/2014 23.00,"1,0","2,8","1,2",,"3,2","15,9","5,6","0,2"
19/01/2014 0.00,"1,2","3,1","2,0","21,5","3,3","15,9","5,6","0,2"
19/01/2014 1.00,"1,6","3,3","2,1",,"2,8","22,0","9,2","0,2"
19/01/2014 2.00,"1,0","2,6","1,6","21,7","2,7","22,0","9,2","0,2"
19/01/2014 3.00,"1,2","2,1","0,9",,"2,1","22,0","9,2","0,2"
19/01/2014 4.00,"1,5","1,6","0,5","25,4","1,8","22,0","9,2","0,2"
19/01/2014 5.00,"1,8","2,0","0,7",,"1,5","22,0","9,2","0,2"
19/01/2014 6.00,"1,4","2,5","1,4","20,5","2,0","22,0","9,2","0,2"
19/01/2014 7.00,"1,6","2,7","1,1",,"1,9","22,0","9,2","0,2"
19/01/2014 8.00,"1,2","3,3","1,4","27,1","2,1","22,0","9,2","0,2"
19/01/2014 9.00,"0,7","2,9","1,1",,"2,4","22,0","9,2","0,2"
19/01/2014 10.00,"1,4","3,2","1,3","23,2","3,0","22,0","9,2","0,2"
19/01/2014 11.00,"1,6","5,8","3,7",,"5,3","22,0","9,2","0,2"
19/01/2014 12.00,"1,6","5,7","3,6","23,9","5,5","22,0","9,2","0,2"
19/01/2014 13.00,"1,7","4,1","2,7",,"4,0","22,0","9,2","0,2"
19/01/2014 14.00,"2,2","4,0","2,0","20,5","4,5","22,0","9,2","0,2"
19/01/2014 15.00,"2,3","2,7","1,5",,"2,4","22,0","9,2","0,2"
19/01/2014 16.00,"2,6","4,4","3,0","23,9","3,0","22,0","9,2","0,2"
19/01/2014 17.00,"2,6","4,3","2,9",,"3,2","22,0","9,2","0,2"
19/01/2014 18.00,"2,6","4,6","2,9","23,9","3,7","22,0","9,2","0,2"
19/01/2014 19.00,"2,6","4,7","2,9",,"4,1","22,0","9,2","0,2"
19/01/2014 20.00,"2,5","4,2","2,3","30,8","3,8","22,0","9,2","0,2"
19/01/2014 21.00,"2,6","4,4","3,0",,"4,5","22,0","9,2","0,2"
19/01/2014 22.00,"2,6","2,9","1,6","33,0","3,4","22,0","9,2","0,2"
19/01/2014 23.00,"2,6","2,1","1,0",,"2,9","22,0","9,2","0,2"
20/01/2014 0.00,"2,6","2,5","1,4","39,6","2,7","22,0","9,2","0,2"
20/01/2014 1.00,,"1,6","0,8",,"2,1","44,5","12,0","0,2"
20/01/2014 2.00,"2,6",,,"45,4","1,9","44,5","12,0","0,2"
20/01/2014 3.00,"2,6","2,0","0,8",,"1,7","44,5","12,0",
20/01/2014 4.00,"2,6","9,3","7,0","48,8","3,3","44,5","12,0","0,2"
20/01/2014 5.00,"2,6","3,2","1,6",,"2,7","44,5","12,0","0,2"
20/01/2014 6.00,"2,6","6,0","4,7","40,5","6,2","44,5","12,0","0,2"
20/01/2014 7.00,"2,6","13,7","11,4",,"8,9","44,5","12,0","0,2"
20/01/2014 8.00,"2,6","23,8","18,9","52,0","16,4","44,5","12,0","0,2"
20/01/2014 9.00,"2,6","37,5","25,4",,"28,8","44,5","12,0","0,3"
20/01/2014 10.00,"5,0","36,3","21,9",,"23,7","44,5","12,0","0,3"
20/01/2014 11.00,"3,1","12,9","8,5",,"8,6","44,5","12,0","0,2"
20/01/2014 12.00,"2,6","11,9","7,8","67,6","10,3","44,5","12,0","0,2"
20/01/2014 13.00,"4,7","26,3","17,5",,"10,6","44,5","12,0","0,4"
20/01/2014 14.00,"3,2","20,6","13,6","54,5","13,1","44,5","12,0","0,2"
20/01/2014 15.00,"3,0","11,0","6,6",,"9,4","44,5","12,0","0,2"
20/01/2014 16.00,"2,2","18,3","12,2","53,5","17,3","44,5","12,0","0,2"
20/01/2014 17.00,"2,1","27,3","20,9",,"18,2","44,5","12,0","0,2"
20/01/2014 18.00,"2,3","43,9","36,7","68,1","33,2","44,5","12,0","0,2"
20/01/2014 19.00,"2,0","40,0","32,9",,"26,3","44,5","12,0","0,3"
20/01/2014 20.00,"2,0","14,5","11,7","79,6","11,7","44,5","12,0","0,2"
20/01/2014 21.00,"2,0","5,6","3,9",,"4,2","44,5","12,0","0,2"
20/01/2014 22.00,"2,0","5,1","3,1","43,5","3,7","44,5","12,0","0,2"
20/01/2014 23.00,"2,0","5,2","3,9",,"2,3","44,5","12,0","0,2"
21/01/2014 0.00,"2,0","2,7","1,3","27,1","1,8","44,5","12,0","0,2"
21/01/2014 1.00,"2,0","2,8","1,9",,"1,5",,,"0,2"
21/01/2014 2.00,"2,0",,,"23,7","1,4",,,"0,2"
21/01/2014 3.00,"2,0",,,,"1,4",,,"0,2"
21/01/2014 4.00,"2,0",,,"14,9","1,5",,,"0,2"
21/01/2014 5.00,"2,0","2,2","1,2",,"1,7",,,"0,2"
21/01/2014 6.00,"2,0","2,3","1,4","16,1","1,9",,,"0,2"
21/01/2014 7.00,"2,0","5,5","4,0",,"2,7",,,"0,2"
21/01/2014 8.00,"1,9","6,3","4,8","10,7","3,3",,,"0,2"
21/01/2014 9.00,"2,0","14,2","10,3",,"8,3",,,"0,2"
21/01/2014 10.00,"2,0","10,9","7,5","12,2","8,5",,,"0,2"
21/01/2014 11.00,"2,0","11,8","8,0",,"7,3",,,"0,2"
21/01/2014 12.00,"2,0","11,4","7,3","7,3","6,0",,,"0,2"
21/01/2014 13.00,"2,0","12,3","8,3",,"7,3",,,"0,2"
21/01/2014 14.00,"2,2","25,2","19,1","12,9","13,2",,,"0,2"
21/01/2014 15.00,"2,1","29,2","22,9",,"14,3",,,"0,2"
21/01/2014 16.00,"2,0","21,9","14,5","9,8","15,0",,,"0,2"
21/01/2014 17.00,"2,0","16,6","12,1",,"10,6",,,"0,2"
21/01/2014 18.00,"2,0","20,2","15,9","11,2","12,2",,,"0,2"
21/01/2014 19.00,"2,0","17,0","11,8",,"9,1",,,"0,2"
21/01/2014 20.00,"4,6","15,7","13,7","11,7","3,0",,,"0,5"
21/01/2014 21.00,"5,9","19,8","17,5",,"1,8",,,"0,2"
21/01/2014 22.00,"4,3","11,1","9,3","16,4","1,9",,,"0,2"
21/01/2014 23.00,"2,1","7,0","5,7",,"2,0",,,"0,2"
22/01/2014 0.00,"2,0","4,5","3,3","19,8","2,2",,,"0,2"
22/01/2014 1.00,,"4,6","3,7",,"3,1",,,"0,2"
22/01/2014 2.00,"2,0",,,"13,4","4,9",,,"0,2"
22/01/2014 3.00,"2,0","6,7","5,6",,"3,6",,,
22/01/2014 4.00,"2,0","8,5","6,7","15,1","1,7",,,"0,3"
22/01/2014 5.00,"1,9","6,2","4,7",,"3,0",,,"0,3"
22/01/2014 6.00,"1,9","9,7","8,1","11,2","3,1",,,"0,3"
22/01/2014 7.00,"1,9","15,7","11,3",,"11,9",,,"0,2"
22/01/2014 8.00,"2,1","28,0","15,0","8,1","17,4",,,"0,3"
22/01/2014 9.00,"2,4","54,8","29,4",,"26,7",,,"0,3"
22/01/2014 10.00,"2,4","21,2","13,9","7,3","5,1",,,"0,2"
22/01/2014 11.00,"4,5","28,6","18,5",,"3,9",,,"0,3"
22/01/2014 12.00,"4,2","22,6","13,9","12,5","2,4",,,"0,2"
22/01/2014 13.00,"16,2","37,2","23,1",,"2,7",,,"0,3"
22/01/2014 14.00,"8,7","15,2","9,9","7,3","2,5",,,"0,2"
22/01/2014 15.00,"4,0","4,9","2,8",,"2,9",,,"0,2"
22/01/2014 16.00,"2,4","8,9","6,9","4,9","3,0",,,"0,2"
22/01/2014 17.00,"2,0","14,6","11,9",,"11,1",,,"0,2"
22/01/2014 18.00,"2,0","28,2","21,7","12,9","11,3",,,"0,3"
22/01/2014 19.00,"2,0","25,9","22,7",,"4,9",,,"0,3"
22/01/2014 20.00,"1,8","13,6","12,0","12,0","4,6",,,"0,2"
22/01/2014 21.00,"1,4","25,8","20,1",,"17,8",,,"0,3"
22/01/2014 22.00,"0,4","18,3","14,6","20,8","8,4",,,"0,3"
22/01/2014 23.00,"0,5","13,7","12,2",,"3,9",,,"0,3"
23/01/2014 0.00,"0,2","9,2","7,6","20,0","3,9",,,"0,2"
23/01/2014 1.00,"0,3","10,2","8,8",,"4,8",,,"0,2"
23/01/2014 2.00,"0,1","2,5","1,2","19,5","2,1",,,"0,2"
23/01/2014 3.00,"0,4","2,7","1,6",,"1,9",,,"0,2"
23/01/2014 4.00,"0,6","2,8","1,3","14,7","1,3",,,"0,2"
23/01/2014 5.00,"0,7","2,5","1,5",,"2,4",,,"0,2"
23/01/2014 6.00,"1,2","2,0","0,9","12,0","2,1",,,"0,2"
23/01/2014 7.00,"0,3","28,7","21,8",,"9,7",,,"0,2"
23/01/2014 8.00,"1,3","62,4","29,3","10,0","33,2",,,"0,3"
23/01/2014 9.00,"1,3","54,5","33,2",,"25,3",,,"0,3"
23/01/2014 10.00,"2,1","86,0","36,3","12,9","35,4",,,"0,3"
23/01/2014 11.00,"1,6","43,3","27,4",,"18,8",,,"0,3"
23/01/2014 12.00,"2,3","73,8","45,9","13,2","33,3",,,"0,5"
23/01/2014 13.00,"6,0","62,2","39,1",,"20,0",,,"0,5"
23/01/2014 14.00,"6,8","30,7","20,9","15,9","13,6",,,"0,4"
23/01/2014 15.00,"2,0","20,0","14,1",,"16,6",,,"0,3"
23/01/2014 16.00,,,,"16,8",,,,
23/01/2014 17.00,"1,7","59,6","45,8",,"51,0",,,"0,4"
23/01/2014 18.00,"1,7","80,8","58,5","24,9","56,1",,,"0,5"
23/01/2014 19.00,"0,1","54,3","41,7",,"35,2",,,"0,3"
23/01/2014 20.00,"0,8","43,5","36,2","23,0","23,5",,,"0,4"
23/01/2014 21.00,"0,3","39,3","33,8",,"23,2",,,"0,4"
23/01/2014 22.00,,"32,3","26,1","29,3","19,2",,,"0,4"
23/01/2014 23.00,"0,2","13,6","12,4",,"7,0",,,"0,3"
24/01/2014 0.00,"0,4","8,2","6,8","25,6","4,6",,,"0,3"
24/01/2014 1.00,,"7,9","6,7",,"4,7",,,"0,3"
24/01/2014 2.00,"1,3",,,"19,0","4,4",,,"0,3"
24/01/2014 3.00,"1,1","4,5","3,6",,"3,0",,,
24/01/2014 4.00,"1,4","9,7","8,4","19,0","5,1",,,"0,3"
24/01/2014 5.00,"1,7","8,1","6,3",,"3,9",,,"0,3"
24/01/2014 6.00,"1,3","12,7","11,0","25,2","5,2",,,"0,3"
24/01/2014 7.00,"1,8","36,2","30,0",,"22,1",,,"0,3"
24/01/2014 8.00,"1,5","50,8","40,9","16,1","26,0",,,"0,3"
24/01/2014 9.00,"1,6","64,5","45,9",,"49,9",,,"0,4"
24/01/2014 10.00,"1,4","48,0","31,7","26,1","27,5",,,"0,3"
24/01/2014 11.00,"4,9","17,9","13,2",,"11,2",,,"0,2"
24/01/2014 12.00,"1,9","10,5","6,7","22,7","6,9",,,"0,2"
24/01/2014 13.00,"1,9","15,9","11,3",,"15,6",,,"0,2"
24/01/2014 14.00,"2,1","24,8","19,0","17,3","15,2",,,"0,2"
24/01/2014 15.00,"2,0","14,6","11,1",,"9,5",,,"0,2"
24/01/2014 16.00,"2,0","33,5","24,5","9,5","19,9",,,"0,2"
24/01/2014 17.00,"2,3","51,6","40,1",,"24,4",,,"0,3"
24/01/2014 18.00,"2,5","33,5","28,7","7,1","17,8",,,"0,4"
24/01/2014 19.00,"2,7","26,4","23,2",,"8,9",,,"0,3"
24/01/2014 20.00,"2,7","29,1","25,3","3,9","15,2",,,"0,3"
24/01/2014 21.00,"2,1","13,7","11,5",,"3,6",,,"0,3"
24/01/2014 22.00,"2,5","10,7","9,4","7,3","3,9",,,"0,3"
24/01/2014 23.00,"2,7","5,7","4,7",,"2,3",,,"0,2"
25/01/2014 0.00,"2,5","2,7","1,8","10,5","2,1",,,"0,2"
25/01/2014 1.00,"3,4","3,1","1,8",,"2,6",,,"0,3"
25/01/2014 2.00,"2,2","2,0","1,1","6,1","2,3",,,"0,2"
25/01/2014 3.00,"2,1",,,,"1,6",,,"0,2"
25/01/2014 4.00,"2,0",,,"8,5","1,5",,,"0,2"
25/01/2014 5.00,"2,0",,,,"1,7",,,"0,2"
25/01/2014 6.00,"2,6","2,3","1,1","8,3","1,9",,,"0,2"
25/01/2014 7.00,"2,4",,,,"1,6",,,"0,2"
25/01/2014 8.00,"2,5","3,9","2,5","8,8","2,0",,,"0,3"
25/01/2014 9.00,"2,8","8,2","4,7",,"3,0",,,"0,3"
25/01/2014 10.00,"2,3","3,7","1,0","4,6","2,2",,,"0,3"
25/01/2014 11.00,"2,3","3,8","1,5",,"2,4",,,"0,3"
25/01/2014 12.00,"2,1","2,3","0,6","3,4","1,8",,,"0,3"
25/01/2014 13.00,"2,1",,,,"2,0",,,"0,3"
25/01/2014 14.00,"2,2","2,9","0,6","4,2","1,8",,,"0,3"
25/01/2014 15.00,"2,0","2,4","0,6",,"2,0",,,"0,3"
25/01/2014 16.00,"2,4","2,6","1,2","3,7","1,7",,,"0,3"
25/01/2014 17.00,"3,2","2,8","1,5",,"1,7",,,"0,3"
25/01/2014 18.00,"3,3","2,7","1,7","12,5","1,7",,,"0,3"
25/01/2014 19.00,"4,3","3,0","1,8",,"1,9",,,"0,3"
25/01/2014 20.00,"4,0","2,8","1,8","9,0","1,9",,,"0,3"
25/01/2014 21.00,"3,3","4,3","3,3",,"1,9",,,"0,4"
25/01/2014 22.00,"3,3","3,7","2,6","14,7","1,7",,,"0,4"
25/01/2014 23.00,"3,3","3,3","2,2",,"1,7",,,"0,3"
26/01/2014 0.00,"3,3","3,5","2,3","12,7","1,5",,,"0,3"
26/01/2014 1.00,,"1,6","0,7",,"1,3","8,5","5,0","0,2"
26/01/2014 2.00,"2,8",,,"15,6","1,4","8,5","5,0","0,2"
26/01/2014 3.00,"2,3","3,0","1,8",,"1,4","8,5","5,0",
26/01/2014 4.00,"2,6","6,6","5,6","8,8","1,4","8,5","5,0","0,3"
26/01/2014 5.00,"2,0","3,1","2,1",,"1,5","8,5","5,0","0,3"
26/01/2014 6.00,"2,3","2,6","1,1","15,6","1,4","8,5","5,0","0,2"
26/01/2014 7.00,"2,0","2,5","1,4",,"1,3","8,5","5,0","0,3"
26/01/2014 8.00,"2,6","5,3","4,1","9,0","1,7","8,5","5,0","0,4"
26/01/2014 9.00,"3,2","8,9","6,1",,"2,1","8,5","5,0","0,4"
26/01/2014 10.00,"2,3","3,7","1,4","12,0","1,7","8,5","5,0","0,3"
26/01/2014 11.00,"2,1","3,7","1,4",,"1,9","8,5","5,0","0,3"
26/01/2014 12.00,"2,0","3,7","1,3","8,3","1,7","8,5","5,0","0,3"
26/01/2014 13.00,"2,5","3,2","0,9",,"1,7","8,5","5,0","0,3"
26/01/2014 14.00,"2,7","2,5","0,5","5,9","1,6","8,5","5,0","0,2"
26/01/2014 15.00,"2,1","2,2","0,7",,"1,7","8,5","5,0","0,2"
26/01/2014 16.00,"2,0","3,9","1,7","9,0","1,9","8,5","5,0","0,3"
26/01/2014 17.00,"2,0","3,7","2,0",,"1,7","8,5","5,0","0,3"
26/01/2014 18.00,"2,0","4,1","3,1","12,9","1,8","8,5","5,0","0,3"
26/01/2014 19.00,"2,0","3,8","2,7",,"1,8","8,5","5,0","0,3"
26/01/2014 20.00,"2,0","3,5","2,4","7,6","1,8","8,5","5,0","0,2"
26/01/2014 21.00,"1,9","6,0","4,6",,"1,8","8,5","5,0","0,2"
26/01/2014 22.00,"1,9","6,1","5,0","6,3","1,8","8,5","5,0","0,3"
26/01/2014 23.00,"2,0","3,2","2,2",,"1,9","8,5","5,0","0,3"
27/01/2014 0.00,"1,9",,,"12,2","1,5","8,5","5,0","0,3"
27/01/2014 1.00,"1,9",,,,"1,2","16,0","9,9","0,2"
27/01/2014 2.00,"1,9",,,"9,3","1,5","16,0","9,9","0,3"
27/01/2014 3.00,"2,0","1,5","0,8",,"1,3","16,0","9,9","0,3"
27/01/2014 4.00,"2,6","6,2","5,0","15,1","1,4","16,0","9,9","0,3"
27/01/2014 5.00,"2,5","5,7","4,6",,"1,5","16,0","9,9","0,3"
27/01/2014 6.00,"2,0","6,1","4,8","13,7","1,7","16,0","9,9","0,5"
27/01/2014 7.00,"2,0","6,3","4,8",,"1,9","16,0","9,9","0,3"
27/01/2014 8.00,"1,9","16,4","13,5","15,1","3,9","16,0","9,9","0,3"
27/01/2014 9.00,"2,3","35,7","24,2",,"11,9","16,0","9,9","0,3"
27/01/2014 10.00,"2,0","18,5","11,9","19,5","5,3","16,0","9,9","0,3"
