"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
24/11/2012 13.00,"0,45446171","19,51739008","31,44125304","0,3753863",,"0,98316441"
24/11/2012 14.00,"0,67988586","30,6395132","55,54228072","0,49274724","7,57020807","1,02323014"
24/11/2012 15.00,"0,34694548","19,5323228","31,47626176","0,35528889",,"0,90222036"
24/11/2012 16.00,"0,31035382","23,15596432","36,31851648","0,27410703","5,61660624","0,75623001"
24/11/2012 17.00,"0,76707428","35,7213224","66,14244696","0,68936312",,"1,23783647"
24/11/2012 18.00,"3,61853075","53,4625792","133,67201168","0,92090221","3,90720391","1,59210638"
24/11/2012 19.00,"2,28450846","65,76251344","146,6625412","1,04047315",,"2,00558299"
24/11/2012 20.00,"2,0536637","52,72475752","107,17549656","0,74762827","24,17580986","2,2187289"
24/11/2012 21.00,"0,93377075","43,46832576","75,12660992","0,7726746",,"5,10966225"
24/11/2012 22.00,"0,6776271","41,84532456","72,9625892","0,59915717","56,16604996","2,4177619"
24/11/2012 23.00,"0,43277825","34,8699088","58,49224816","0,53578117",,"1,08405895"
25/11/2012 0.00,"0,07499053","27,45907328","39,60505328","0,44551464","67,88764954","0,86475002"
25/11/2012 1.00,"0,08492967","21,98595416","29,25585616","0,38964357",,"0,72330057"
25/11/2012 2.00,,"20,60306192","27,98869728","0,35808722","58,36384964","0,50561274"
25/11/2012 3.00,,,,"0,31436244",,"4,46211394"
25/11/2012 4.00,,"35,33066256","39,52140328","0,28238202","33,94382095","0,18119075"
25/11/2012 5.00,,"19,3454248","21,5771112","0,26153318",,"8,55681935"
25/11/2012 6.00,"0,07499053","14,62636406","16,81203436",,"20,02441978","31,04727093"
25/11/2012 7.00,"0,06460086","20,84187072","26,12495616","0,43488052",,"0,14809961"
25/11/2012 8.00,"0,13913984","22,02683272","31,17797064","0,47981224","11,72161007","18,21148002"
25/11/2012 9.00,"0,07002147","20,229916","33,64611408","0,45970784",,"0,81073308"
25/11/2012 10.00,"0,32571256","27,22089544","45,44533376","0,6106266","17,82661057","5,4713939"
25/11/2012 11.00,"0,50099251","20,799692","30,97302336","0,55266785",,"5,98949743"
25/11/2012 12.00,"0,80682881","19,37722136","29,29216504","0,42088887","9,52380943","6,40411002"
25/11/2012 13.00,"0,74493826","25,86073688","39,8702668","0,54018371",,"5,94667359"
25/11/2012 14.00,"0,64871582","31,39421784","47,24683928","0,57695227","6,34920597","1,81157803"
25/11/2012 15.00,"0,59947472","21,59592528","31,25123848","0,41773172",,
25/11/2012 16.00,"0,88723995","20,64782184","34,68366088","0,47486682","3,17460299","0,32085435"
25/11/2012 17.00,"1,23734831","26,93342624","48,82198312","0,52876438",,"0,90027383"
25/11/2012 18.00,"2,60660761","50,1225064","98,86575336","0,86710834","15,38461018",
25/11/2012 19.00,"3,53857116","54,957094","128,32458744","1,15941383",,
25/11/2012 20.00,"1,53053517","52,93175064","84,59515896","0,79387061","30,52503014",
25/11/2012 21.00,"0,47388742","35,66486104","49,3887764","0,58324444",,
25/11/2012 22.00,"0,48382656","33,18593392","48,56455144","0,54066602","30,03663063",
25/11/2012 23.00,"0,57056243","25,844504","32,66428296","0,45914631",,
26/11/2012 0.00,"0,45039676","25,3915512","35,77378768","0,59711609","25,64101982",
26/11/2012 1.00,"0,67627246","18,87884326","30,76358288","0,38442088",,
26/11/2012 2.00,"0,55700988","13,53550497","17,19853369","0,45755725","13,43101025",
26/11/2012 3.00,"1,18855875","13,31227323","29,20396448","0,3736656",,
26/11/2012 4.00,"2,14039956","12,1636507","41,4629628","0,36769381","18,07081032",
26/11/2012 5.00,"2,62377356","14,51604931","43,17108624","0,3624082",,
26/11/2012 6.00,"0,83619266","17,52581646","26,37980664","0,43745401","11,23320961",
26/11/2012 7.00,"0,9965644","29,09178744","47,61579792","0,64729497",,
26/11/2012 8.00,"2,0089401","40,7940496","81,49148584","0,76500191","17,58241081",
26/11/2012 9.00,"2,41913078","41,54940432","98,6738268","1,06408188",,
26/11/2012 10.00,"2,26417964","40,14056624","81,24961784","0,74785311","9,52380943",
26/11/2012 11.00,"1,79074377","26,97560496","48,76167864","0,54203256",,
26/11/2012 12.00,"1,27619872","15,83597748","22,73207392","0,51203847","16,84980965",
26/11/2012 13.00,"1,61772258","16,0968565","22,10887664","0,35605429",,
26/11/2012 14.00,"1,05122612","18,44600279","26,84931736","0,37917372","8,54700947",
26/11/2012 15.00,"1,32331023","16,16628886","22,75606952","0,29138165",,
26/11/2012 16.00,,"45,60590352","69,66178888","0,5949457","4,39560509","0,45111069"
26/11/2012 17.00,"7,06893004","53,71567064","81,474622","0,85098474",,"3,72178066"
26/11/2012 18.00,"5,26554801","34,3345488","41,63741368","0,52958803","3,17460299","0,81884365"
26/11/2012 19.00,"4,61893433","28,20469592","33,98721488","0,48284823",,"0,53724449"
26/11/2012 20.00,"4,65056404","25,87436944","32,1934912","0,43083914","17,09399986","0,87967246"
26/11/2012 21.00,"4,64197853","20,06315136","24,79619264","0,40687625",,"0,23390898"
26/11/2012 22.00,"4,20005745","13,17794567","16,00207292","0,38321394","27,10622025","0,1213342"
26/11/2012 23.00,"4,38396563","10,96896618","12,36470706","0,33874472",,
27/11/2012 0.00,"4,40249232","13,9566593","17,19658727","0,77672181","16,36141014","0,11062824"
27/11/2012 1.00,"4,85842054","11,66396671","15,07992488","0,56993664",,"0,13431112"
27/11/2012 2.00,,"7,30572332","8,93615455","0,50065992","12,21000957","0,18930031"
27/11/2012 3.00,"4,97228996",,,"0,48105879",,"0,31290649"
27/11/2012 4.00,"4,88553274","33,47015272","35,75759304","0,45715532","13,43101025","0,12538898"
27/11/2012 5.00,"5,02560923","22,57452512","25,26635344","0,483129",,
27/11/2012 6.00,"5,39297303","19,97034288","25,23912656",,"10,01220989","0,12847151"
27/11/2012 7.00,"6,9107784","49,45994104","107,15343208","1,0440264",,"0,47949719"
27/11/2012 8.00,"9,26543138","54,8928508","159,94742312","1,19487293","10,25640965","1,34862641"
27/11/2012 9.00,"7,36715817","53,7844644","109,72727088","1,01015752",,"0,7954852"
27/11/2012 10.00,"7,13806468","38,95627344","70,3102628","0,58301959","14,16361046","1,03620706"
27/11/2012 11.00,"6,14848707","22,57582528","30,82581848","0,41226904",,"0,47852393"
27/11/2012 12.00,"6,30618614","15,87362476","21,91951216","0,32063363","8,05860806","0,3073913"
27/11/2012 13.00,"7,10914527","14,83207806","19,55188256","0,25730889",,"0,43067204"
27/11/2012 14.00,"7,2654897","20,00020832","26,04323728","0,37171888","5,86080599","0,38411683"
27/11/2012 15.00,"6,65999434","22,28315544","27,37718232","0,33935402",,"1,07611109"
27/11/2012 16.00,"6,93517827","31,27156304","40,56935136","0,40857715","3,66300392","0,8279275"
27/11/2012 17.00,"7,10010821","34,211894","46,03545344","0,43411978",,"1,04512819"
27/11/2012 18.00,"6,99437275","27,80950464","35,34190512","0,39276694","16,11721039","0,42418358"
27/11/2012 19.00,"6,43722659","22,18061488","26,84671704","0,36854892",,"0,31744841"
27/11/2012 20.00,"6,29127489","20,9554244","26,32858416","0,33221024","13,18680954","0,3004157"
27/11/2012 21.00,"6,58769683","18,91712915","23,16848792","0,29448987",,"0,25013013"
27/11/2012 22.00,"6,86152509","14,89113591","18,12003165","0,27874955","15,38461018","0,49425793"
27/11/2012 23.00,"7,13445026","11,59647694","13,4794566","0,22332002",,
28/11/2012 0.00,"7,51853252","9,44202004","11,41986167","0,26178482","24,90842056","0,10738401"
28/11/2012 1.00,"7,54067363","8,76907252","11,99312516","0,16955993",,
28/11/2012 2.00,"6,85113237","4,4530002","5,26571683","0,20857228","13,67521","0,10657346"
28/11/2012 3.00,"6,64553565","2,61780906","3,35786778","0,1844929",,
28/11/2012 4.00,"7,16336866","2,11877515","3,06150778","0,19207938","8,05860806","0,56514487"
28/11/2012 5.00,"7,07706401","2,82157282","3,43049893","0,16531234",,"1,02290572"
28/11/2012 6.00,"7,16020579","3,03766897","4,03683428","0,1592322","4,39560509","0,31339262"
28/11/2012 7.00,"7,29440911","6,11167932","7,42647759","0,1884073",,"0,45451662"
28/11/2012 8.00,"7,52982935","6,89948833","9,83301257","0,18937891","4,39560509",
28/11/2012 9.00,"7,70289224","9,36090344","15,38017389","0,24188895",,
28/11/2012 10.00,"8,13351649","6,75412662","11,29470406","0,20195159","3,41880298","0,11403418"
28/11/2012 11.00,"8,38068512","7,43226522","12,49700026","0,19314302",,"0,11744113"
28/11/2012 12.00,"8,4484641","5,16877652","9,42900697","0,2034358","2,44200301",
28/11/2012 13.00,"9,2265708","6,73465863","10,6864223","0,17717786",,"0,24283112"
28/11/2012 14.00,"9,79908078","6,1765726","10,4983618","0,22556847","1,22100103","0,40293337"
28/11/2012 15.00,"9,6576476","4,0376813","6,36749727","0,15449531",,"0,25661859"
28/11/2012 16.00,"9,80947248","4,7320413","7,4803023","0,17468826","0,24420001",
28/11/2012 17.00,"10,2102732","5,3984995","7,39859107","0,16050438",,
28/11/2012 18.00,"9,68430724","5,4127764","7,41285842","0,20231856","11,47741032",
28/11/2012 19.00,"9,57134092","6,8501702","10,02302139","0,21170264",,
28/11/2012 20.00,"9,48503626","8,43227563","11,26941213","0,21422603","14,89620972","0,40504262"
28/11/2012 21.00,"9,66532901","8,31481765","11,61570592","0,2090942",,"0,10884443"
28/11/2012 22.00,"9,66487746","17,80290733","23,76963984","0,31449408","20,75702095","0,33756264"
28/11/2012 23.00,"9,79184991","4,40887315","5,94792608","0,13743156",,"0,12376788"
29/11/2012 0.00,"9,09236748","4,69505366","6,95632444","0,18516743","10,7448101","0,23326014"
29/11/2012 1.00,"9,44256024","7,52960514","9,15599249","0,60547264",,"0,13869134"
29/11/2012 2.00,,"4,28232934","6,45439385","0,28016386","6,34920597","0,33967088"
29/11/2012 3.00,"10,37203722",,,"0,26081787",,
29/11/2012 4.00,"10,41993792","28,56095888","29,78760248","0,233353","3,17460299","0,40017526"
29/11/2012 5.00,"10,9007145","15,0643937","16,0824859","0,14876351",,"0,523456"
29/11/2012 6.00,"10,42580601","14,91514298","17,84507458",,"1,46520102","0,12328074"
29/11/2012 7.00,"10,48635819","22,66278304","26,0847468","0,27218711",,"0,66928465"
29/11/2012 8.00,"10,04398963","28,71476016","35,4741964","0,39432571","2,44200301","0,44462223"
29/11/2012 9.00,"9,48865068","26,44412632","34,43207992","0,29489063",,"0,4047182"
29/11/2012 10.00,"9,73717497","19,89701768","26,8687624","0,23567135","2,686203","0,6769091"
29/11/2012 11.00,"9,56546774","12,32264498","16,23942095","0,1615622",,"0,38314356"
29/11/2012 12.00,"10,0471525","11,77298895","14,81209766","0,16825629","2,93040299","0,30771572"
29/11/2012 13.00,"10,27578834","12,07409645","17,23938739","0,21565432",,"0,62629911"
29/11/2012 14.00,"10,27036773","9,82424414","15,2589072","0,188151","2,44200301","0,92055077"
29/11/2012 15.00,"9,94774279","6,0571682","8,61839736","0,14655001",,"1,03701761"
29/11/2012 16.00,"8,00835125","7,29209458","9,96530385","0,17106278","2,686203","0,44040371"
29/11/2012 17.00,"4,18921318","11,07019702","15,48003956","0,2302506",,"0,78883402"
29/11/2012 18.00,"4,09341788","13,36029502","17,48321902","0,20115007","10,25640965","0,87788864"
29/11/2012 19.00,"4,04055015","13,17080435","17,23549456","0,20680032",,"0,78121058"
29/11/2012 20.00,"4,05726963","18,13905796","23,13866072","0,28840041","14,16361046","1,07692266"
29/11/2012 21.00,"4,2633179","17,51737307","21,9934492","0,26195491",,"1,12915476"
29/11/2012 22.00,"4,62480852","11,48486202","14,7161229","0,23559562","11,96580982","0,93547321"
29/11/2012 23.00,"4,37673578","6,82550922","8,56911174","0,15638028",,"0,66279619"
30/11/2012 0.00,"4,74590678","3,99549875","5,31759513","0,19558137","7,57020807","0,91795539"
30/11/2012 1.00,"5,0685368","3,22326681","4,3066041","0,17675963",,"0,99630303"
30/11/2012 2.00,"4,67315771","1,00195874","1,77620594","0,15278509","5,12820482","0,71957021"
30/11/2012 3.00,"4,68671331","2,19989366","3,97263314","0,12054139",,"0,63376084"
30/11/2012 4.00,"4,98900842","1,03959646","1,92730365","0,18300403","4,1514039","0,6334354"
30/11/2012 5.00,"5,08435115","1,32253231","2,34687484","0,16791029",,"1,50532272"
30/11/2012 6.00,"4,7350625","3,22131848","4,25277938","0,24865061","2,686203","2,09512373"
30/11/2012 7.00,"4,55612542","7,41669006","9,3395139","0,30180607",,"2,02472394"
30/11/2012 8.00,"4,78521891","21,15335464","32,94897976","0,36130961","3,41880298","1,38301525"
30/11/2012 9.00,"4,78747868","28,31826872","46,79354232","0,5069847",,"1,78529977"
30/11/2012 10.00,"4,17972457","14,78795292","21,64649768","0,23174646","1,46520102","1,62049289"
30/11/2012 11.00,"4,00123904","6,7138924","10,90431573","0,2014751",,"0,81284234"
30/11/2012 12.00,"3,30582257","5,87287052","9,64624841","0,13541261","2,19780207","0,73741348"
30/11/2012 13.00,"2,25524327","6,49520166","9,80512796","0,18119362",,"0,64479122"
30/11/2012 14.00,"4,08664059","9,09743558","13,85168858","0,21300977","3,17460299","0,69702332"
30/11/2012 15.00,"2,32889746","8,99685099","11,78820274","0,15845049",,"0,6686358"
30/11/2012 16.00,"4,27009621","15,80872957","18,78862363","0,22381165","2,44200301","0,70188967"
30/11/2012 17.00,"4,65463103","28,47855168","35,45668248","0,3633437",,"1,25048896"
30/11/2012 18.00,"4,33200201","31,54411864","38,05451688","0,36216355","6,34920597","1,58821229"
30/11/2012 19.00,"5,09293667","37,43971328","46,6865468","0,28986482",,"1,30969565"
30/11/2012 20.00,"3,10564748","60,9143124","81,46232784","0,52108237","5,61660624","1,49786099"
30/11/2012 21.00,"3,42918162","45,46120336","59,57650512","0,93562898",,"2,96019817"
30/11/2012 22.00,"3,61128157","34,07302544","43,5523964","0,69367013","16,11721039","8,11219712"
30/11/2012 23.00,"3,14360395","22,70886224","27,32205936","0,5310303",,"5,33529794"
01/12/2012 0.00,"3,67137915","20,9405108","25,44858616","0,47504623","10,50061035","2,59230249"
01/12/2012 1.00,"3,67725335","12,58740726","16,20764351","0,35852293",,"3,40936131"
01/12/2012 2.00,,"9,35830694","10,57358562","0,39483365","15,38461018","2,3725054"
01/12/2012 3.00,"4,36860283",,,"0,31423662",,"1,84872497"
01/12/2012 4.00,"3,57468076","34,81994824","36,57338608","0,23775204","15,87300968","1,72885017"
01/12/2012 5.00,"3,6564679","19,10272699","22,07903032","0,35050773",,"1,94296935"
01/12/2012 6.00,"2,99810481","13,8158405","15,93527911",,"9,52380943","4,49001432"
01/12/2012 7.00,"2,89417657","15,33370273","18,01433055","0,46093342",,"0,98332611"
01/12/2012 8.00,"3,03696438","27,98600136","36,96312816","0,55484989","7,32600689","4,9312296"
01/12/2012 9.00,"3,30672668","36,39752032","58,82556712","0,50423064",,"1,96892319"
01/12/2012 10.00,"3,09254343","26,28839392","38,2996544","0,4221727","5,37240601","1,48958871"
01/12/2012 11.00,"2,87971686","19,44534592","28,24809832","0,38684058",,"1,30742469"
01/12/2012 12.00,"1,93080603","15,27919161","22,4629408","0,34202886","3,17460299","1,23167243"
01/12/2012 13.00,"2,19785701","14,76524027","20,61151296","0,27951146",,"1,19274167"
01/12/2012 14.00,"2,82097494","21,15530488","31,858222","0,36197482","1,70940197","1,22988759"
01/12/2012 15.00,"3,19376036","12,29019642","16,5150281","0,24684137",,"0,99062614"
01/12/2012 16.00,"2,62712559","15,20975924","18,55192377","0,26279371","2,686203","0,95834554"
01/12/2012 17.00,"3,09435166","24,65306032","29,50615608","0,33095786",,"1,20750241"
01/12/2012 18.00,"2,41158769","35,75246888","45,4407832","0,48380237","3,17460299","1,72901187"
01/12/2012 19.00,"4,09748486","39,8634792","47,60218448","0,53159766",,"2,51476438"
01/12/2012 20.00,"3,22222822","38,40401136","45,17296936","0,5156057","9,76801014","2,30924291"
01/12/2012 21.00,"3,10248461","36,38453784","43,2651184","0,44836889",,"1,71652209"
01/12/2012 22.00,"2,40074342","37,35210544","42,2294836","0,43649055","19,29179955","1,75934593"
01/12/2012 23.00,"2,3980321","31,04443656","35,28225072","0,35568149",,"1,38917929"
02/12/2012 0.00,"2,86435304","20,66990544","23,76640856","0,3476162","14,89620972","1,26979162"
02/12/2012 1.00,"2,95111128","16,39406734","19,3469544","0,29185464",,"1,13515608"
02/12/2012 2.00,"2,82413781","13,16107036","14,86203336","0,25129866","8,05860806","0,96256304"
02/12/2012 3.00,"3,21409426","8,42124339","9,93871749","0,21883011",,"0,77683138"
02/12/2012 4.00,"2,90456929","7,71325465","9,01267662","0,19257334","6,83760691","0,74649732"
02/12/2012 5.00,"3,16529351","6,83264672","10,14817709","0,22032247",,"0,7716396"
02/12/2012 6.00,"2,9267104","8,7885405","10,35050684","0,23742351","5,37240601","0,89394809"
02/12/2012 7.00,"5,54570303","15,48231484","18,69134872","0,17450186",,"0,72816793"
02/12/2012 8.00,"5,8475466","23,13975056","38,67836424","0,2711223","13,67521","0,76920693"
02/12/2012 9.00,"3,83359777","17,68545317","21,67244352","0,30353143",,"1,01528127"
02/12/2012 10.00,"3,78344035","12,86190546","17,96309851","0,28235639","7,57020807","1,08227513"
02/12/2012 11.00,"3,57377665","9,20061474","14,40290289","0,28967609",,"1,06508071"
02/12/2012 12.00,"3,69713468","9,83916921","16,24979546","0,27211022","5,12820482","1,02177075"
02/12/2012 13.00,"3,93391058","6,45821211","10,99899414","0,27368413",,"0,86507342"
02/12/2012 14.00,"4,03603162","7,41474365","11,38354706","0,28346431","4,63980484","1,00619844"
02/12/2012 15.00,"4,16029377","3,9825201","6,27995062","0,23722313",,"0,68080116"
02/12/2012 16.00,"3,62800004","4,36669061","5,06922442","0,2555544","2,19780207","0,62597469"
02/12/2012 17.00,"4,15487214","12,85931087","15,22907618","0,29854989",,"0,81008423"
02/12/2012 18.00,"3,98045257","14,76264569","18,47280903","0,24048862","5,37240601","0,94536862"
02/12/2012 19.00,"4,01479463","14,23376163","15,9787274","0,25515015",,"0,73968444"
02/12/2012 20.00,"4,10019619","10,00983815","12,20388301","0,22262218","5,86080599","0,77926405"
02/12/2012 21.00,"3,73102519","16,03130931","19,5869104","0,25607865",,"0,75395905"
02/12/2012 22.00,"3,95560014","15,38951592","17,6239403","0,21086384","10,01220989","0,86572227"
02/12/2012 23.00,"3,95831147","7,49975308","8,53603987","0,22861145",,"0,76271847"
03/12/2012 0.00,"3,79835262","11,3453453","14,72001382","0,52433738","11,47741032","0,71081079"
03/12/2012 1.00,"4,43502615","14,39729308","20,75546744","0,43862833",,
03/12/2012 2.00,,"16,89893476","26,66448432","0,32549168","9,03540897",
03/12/2012 3.00,"4,28184459",,,"0,34281523",,
03/12/2012 4.00,"3,90634785","32,9231104","34,18174176","0,35199194","10,01220989",
03/12/2012 5.00,"3,71837269","13,44465055","14,34583734","0,18833623",,
03/12/2012 6.00,"3,873813","10,94625354","11,75318446",,"5,61660624",
03/12/2012 7.00,"3,98542265","14,54135654","16,16549156","0,28268143",,
03/12/2012 8.00,"4,79651575","16,07673652","20,72629032","0,18984724","4,39560509",
03/12/2012 9.00,"5,03012777","19,19617408","31,67403904","0,31479698",,
03/12/2012 10.00,"3,26108881","11,59972351","17,74909791","0,27805871","3,17460299",
03/12/2012 11.00,"3,28774845","10,10328524","17,05781049","0,30072844",,
03/12/2012 12.00,"2,93394025","8,52053164","14,5364905","0,2219092","3,17460299",
03/12/2012 13.00,"2,53630139","8,96894535","13,80888846","0,19274226",,
03/12/2012 14.00,"2,59685153","13,32849846","21,29761504","0,24830927","2,19780207",
03/12/2012 15.00,"2,51325718","10,6101029","14,41652206","0,21516968",,
03/12/2012 16.00,"2,07043199","11,58414836","16,06692222","0,17186779","3,66300392",
03/12/2012 17.00,"2,07540207","14,5089099","19,39754592","0,20563066",,
03/12/2012 18.00,"2,07675773","16,42910856","20,23993488","0,22240433","5,61660624",
03/12/2012 19.00,"1,36055684","20,6861192","24,77221616","0,23225906",,
03/12/2012 20.00,"1,64071085","20,66017336","31,52555312","0,26819116","10,50061035",
03/12/2012 21.00,"0,43604689","13,33238365","18,09538979","0,16953663",,
03/12/2012 22.00,"0,74602442","10,72366232","12,66365974","0,17839878","14,89620972",
03/12/2012 23.00,"0,88067929","9,04032796","10,60017389","0,18860884",,
04/12/2012 0.00,"1,13824064","6,75866762","7,97574548","0,1808115","11,72161007",
04/12/2012 1.00,"1,5995915","4,17525543","5,43173006","0,21302608",,
04/12/2012 2.00,"2,78979575","5,23042514","7,5516352","0,18893621","6,59340715",
04/12/2012 3.00,"4,27190342","4,79953299","5,97451435","0,1926677",,
04/12/2012 4.00,"1,9958747","1,37639335","1,98566745","0,19314419","4,1514039",
04/12/2012 5.00,"1,50967141","1,09021284","1,70098212","0,22373825",,
04/12/2012 6.00,"2,22451664","8,15453086","10,89458747","0,34693118","4,1514039",
04/12/2012 7.00,"2,0017489","19,53035344","25,78385536","0,45836809",,
04/12/2012 8.00,"2,78979575","34,52987872","49,34923624","0,45262114","3,41880298",
04/12/2012 9.00,"3,59320745","52,1037208","108,89268288","0,76327655",,
04/12/2012 10.00,"2,99765327","37,25929696","64,78905688","0,60823019","2,93040299",
04/12/2012 11.00,"3,0319943","27,0573812","50,00939248","0,47309835",,
04/12/2012 12.00,"2,78392156","17,9450282","30,16373112","0,35852759","2,44200301",
04/12/2012 13.00,"3,20053866","17,58032758","31,19611552","0,26220306",,
04/12/2012 14.00,"4,11827031","24,43696608","41,6970872","0,36527993","3,17460299",
04/12/2012 15.00,"4,01660184","21,90287776","30,0923944","0,2895957",,
04/12/2012 16.00,"3,23533227","23,53171056","31,18445232","0,33903248","3,41880298",
04/12/2012 17.00,"3,72334277","22,16245088","29,17413728","0,37964904",,
04/12/2012 18.00,"3,97638559","22,60177112","28,83498672","0,35135235","19,53602028",
04/12/2012 19.00,"3,80693813","23,63425112","30,65073664","0,36696801",,
04/12/2012 20.00,"4,28952701","23,3895916","30,885492","0,33017032","13,67521",
04/12/2012 21.00,"4,49467116","24,52327376","31,8556408","0,3419275",,
04/12/2012 22.00,"4,23123664","15,30320824","18,65697861","0,20749932","20,75702095",
04/12/2012 23.00,"4,96009003","12,81778032","14,94568718","0,21598634",,
05/12/2012 0.00,"5,14851572","9,11300882","12,07483448","0,4571961","15,14041042",
05/12/2012 1.00,"5,45442627","8,97932751","11,81803376","0,45326306",,
05/12/2012 2.00,,"2,39197892","3,73399069","0,31212447","9,27960968",
05/12/2012 3.00,"4,98268268",,,"0,22371146",,
05/12/2012 4.00,"6,27545952","30,30919608","31,45551656","0,11919348","4,63980484",
05/12/2012 5.00,"5,10378196","12,22140458","13,18050393","0,15761285",,
05/12/2012 6.00,"6,69207662","13,12992388","15,09159764",,"3,17460299",
05/12/2012 7.00,"7,25871139","18,4258809","21,6847568","0,24694389",,
05/12/2012 8.00,"8,18593267","23,57974","29,18451944","0,27889867","3,17460299",
05/12/2012 9.00,"7,11682667","29,37602536","44,89995488","0,38232271",,
05/12/2012 10.00,"4,6654753","18,202001","24,67558368","0,34532348","10,7448101",
05/12/2012 11.00,"4,63881566","12,52770889","18,09798438","0,31608081",,
05/12/2012 12.00,"4,73280273","8,92611655","13,38413002","0,24807743","11,47741032",
05/12/2012 13.00,"4,78793023","11,0442378","16,73616046","0,25232968",,"0,14339497"
05/12/2012 14.00,"5,06266261","17,46286386","27,82917912","0,37727943","6,34920597","0,82581926"
05/12/2012 15.00,"5,27594073","11,60037359","14,39771563","0,23744564",,"0,71275733"
05/12/2012 16.00,"4,75855927","18,77825294","23,03231528","0,2877084","4,63980484","0,53821776"
05/12/2012 17.00,"6,26009672","53,9895264","86,90181488","0,6035667",,"1,13175014"
05/12/2012 18.00,"8,42858276","86,30588272","178,00133016","0,957983","2,44200301","3,42720457"
05/12/2012 19.00,"5,74000292","65,53603704","94,1415264","0,81067574",,"3,67246836"
05/12/2012 20.00,"5,2569625","52,92136848","75,20570936","0,57934635","18,80340958","2,53131097"
05/12/2012 21.00,"5,12682718","47,1043188","63,26446632","0,60042819",,"2,13827199"
05/12/2012 22.00,"4,71789148","36,03152528","46,94269744","0,50557156","24,17580986","1,80752325"
05/12/2012 23.00,"3,89233969","20,98138936","23,88313616","0,29629562",,"1,14651088"
06/12/2012 0.00,"4,09025501","11,70874384","14,71806741","0,51480535","27,10622025","2,81615334"
06/12/2012 1.00,"4,82904958","3,12981781","4,04396795","0,32243938",,"2,62231111"
06/12/2012 2.00,"5,41782545","2,5736801","3,57122022","0,21314374","20,02441978","0,55411448"
06/12/2012 3.00,"6,45304196","6,01304115","8,25459538","0,1960928",,"0,50318007"
06/12/2012 4.00,"5,73819571","2,73786163","3,02778775","0,20174189","14,89620972","0,53513625"
06/12/2012 5.00,"4,5263019","1,1174684","1,69384845","0,18329411",,"0,83814733"
06/12/2012 6.00,"4,99217129","2,34136063","3,54463194","0,19301371","8,30280876","0,86848037"
06/12/2012 7.00,"5,99801684","8,06562669","11,04892794","0,216344",,"0,50950581"
06/12/2012 8.00,"6,79510177","16,54008295","22,30795408","0,29277149","10,7448101","0,5923964"
06/12/2012 9.00,"6,24111848","18,49467466","31,52555312","0,33337524",,"1,02274402"
06/12/2012 10.00,"4,11827031","12,97287985","18,95009777","0,37179228","6,59340715","0,87367114"
06/12/2012 11.00,"3,91041382","26,10927776","38,01367656","0,38252542",,"0,68226157"
06/12/2012 12.00,"3,77124042","19,98462552","32,58193312","0,36310487","3,66300392","1,57961559"
06/12/2012 13.00,"4,59317778","36,28589776","60,19907144","0,46760071",,"1,59275523"
06/12/2012 14.00,"4,23620672","29,47984696","45,5341844","0,35040637","6,34920597","1,38415124"
06/12/2012 15.00,"3,51096774","22,3882772","29,16700552","0,32476938",,"0,82419612"
06/12/2012 16.00,"3,52090892","16,70815158","20,23668448","0,20536737","4,63980484","0,6374912"
06/12/2012 17.00,"4,2904301","41,41118584","72,78232584","0,42673368",,"0,75979867"
06/12/2012 18.00,"3,97457838","49,22633288","69,96788096","0,51241593","3,17460299","1,94118451"
06/12/2012 19.00,"3,49560494","40,00689832","54,28162264","0,34593044",,"1,58659119"
06/12/2012 20.00,"5,77253777","38,92512696","51,5560284","0,38572451","8,79120922","1,21934334"
06/12/2012 21.00,"5,04820291","30,87895296","43,1542224","0,37970962",,"1,24237839"
06/12/2012 22.00,"3,94068889","31,74983072","38,73025592","0,32883873","9,27960968","1,07432626"
06/12/2012 23.00,"4,43231483","14,71332182","17,95661492","0,24220467",,"0,89524578"
07/12/2012 0.00,"2,56612491","11,23177632","14,5734552","0,21765928","9,03540897","0,70367349"
07/12/2012 1.00,"4,53759873","5,98319101","7,23452426","0,19406687",,"0,49312296"
07/12/2012 2.00,,"4,80342391","6,16970852","0,20311892","12,69841003","1,37360698"
07/12/2012 3.00,"7,47244208",,,"0,19017926",,"0,56027852"
07/12/2012 4.00,"6,21852481","36,82255792","39,46174888","0,16484517","11,23320961","0,52459199"
07/12/2012 5.00,"4,10471472","14,98457535","16,19013533","0,19058352",,"0,98819246"
07/12/2012 6.00,"3,80287115","15,22987922","16,86585716",,"6,59340715","0,52524084"
07/12/2012 7.00,"6,79374509","27,85751496","32,774548","0,29898211",,"0,60034527"
07/12/2012 8.00,"6,38797328","33,28392392","43,17433664","0,378745","4,39560509","0,91795539"
07/12/2012 9.00,"5,87420624","39,74927544","64,68724288","0,61314649",,"1,4485487"
07/12/2012 10.00,"3,55796128","32,83940304","48,5567696","0,58937001","17,58241081","1,60962421"
07/12/2012 11.00,"2,55618374","27,75757472","42,05763304","0,55304531",,"1,36452314"
07/12/2012 12.00,"2,45270704","21,86653064","36,12527064","0,4727372","9,52380943","1,25421932"
07/12/2012 13.00,"2,53584984","16,92360147","28,46729","0,34888721",,"1,32980988"
