"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
06/04/2012 9.00,"4,04009861","18,1922651","22,95319672","0,4098738",,"2,52968783"
06/04/2012 10.00,"4,05772118","21,31948832","29,81807976","0,44091173","13,43101025","1,09525205"
06/04/2012 11.00,"3,24798375","23,08588952","33,09360344","0,48637702",,"1,39582945"
06/04/2012 12.00,"3,35597898","23,2981024","33,4204216","0,42990015","6,59340715","1,265088"
06/04/2012 13.00,"3,0600096","19,95671032","26,98744024","0,42650184",,"1,21318032"
06/04/2012 14.00,"3,21047984","16,7834251","22,66526864","0,3990824","3,17460299","0,86166749"
06/04/2012 15.00,"3,37676544","17,07869335","24,58933336","0,40413501",,"0,70918868"
06/04/2012 16.00,"3,45900413","18,04625713","27,25072264","0,40202053","1,46520102","1,32899933"
06/04/2012 17.00,"3,67363893","20,18448688","31,33683872","0,53733994",,"0,98494823"
06/04/2012 18.00,"3,33790485","23,1047036","36,7640316","0,55164964","0,73260099","1,27692893"
06/04/2012 19.00,"3,64607518","29,97629776","46,2552952","0,54539359",,"1,45779424"
06/04/2012 20.00,"3,59637032","38,43840824","51,39260976","0,62137722","2,44200301","1,60913808"
06/04/2012 21.00,"3,57919929","31,41953272","37,14016024","0,66442397",,"1,9663278"
06/04/2012 22.00,"3,79925572","25,83477192","29,43741968","0,61462138","19,53602028","4,76820755"
06/04/2012 23.00,"3,83902042","25,2079036","28,97440976","0,6793348",,"6,26298602"
07/04/2012 0.00,"3,82320505","22,22669408","25,39411328","0,71464712","35,65322113","4,45270568"
07/04/2012 1.00,"4,40881806","18,7711231","21,29761504","0,43393687",,"5,59905485"
07/04/2012 2.00,,"16,39925459","18,25297301","0,56735733","35,89743042","1,64336522"
07/04/2012 3.00,"3,58642914",,,"0,4331971",,"3,06466136"
07/04/2012 4.00,"3,63206702","32,59604368","34,66811632","0,4423307","22,46640968","1,78465092"
07/04/2012 5.00,"3,3026597","24,31821176","25,70991832","0,40317854",,"2,99020679"
07/04/2012 6.00,"3,09254343","27,41819472","29,77398904",,"18,55920982","2,44712269"
07/04/2012 7.00,"3,41878788","34,64733288","40,9506424","0,56071683",,"1,97151857"
07/04/2012 8.00,"2,97054106","34,77711944","44,26962584","0,77643289","21,48962021","4,45659875"
07/04/2012 9.00,"2,65468934","25,56546672","33,03913056","0,50778156",,"3,59071376"
07/04/2012 10.00,"2,71388382","23,77310056","30,89327384","0,4707334","15,38461018","1,78724631"
07/04/2012 11.00,"3,4214992","26,11577856","33,40552712","0,51973213",,"1,57848062"
07/04/2012 12.00,"2,86887157","25,47202728","31,8374768","0,46068993","23,68741989","1,51116233"
07/04/2012 13.00,"3,47617516","21,09689328","25,82469568","0,34881498",,"1,43784274"
07/04/2012 14.00,"2,60814735","18,02225197","20,83978664","0,29464248","28,81562042","0,90254479"
07/04/2012 15.00,"2,92399907","14,60754616","17,8295109","0,28944775",,"0,68096388"
07/04/2012 16.00,"2,78075869","13,16950228","16,89893094","0,2700505","40,29304123","0,60488618"
07/04/2012 17.00,"2,45135138","21,8224208","27,6916872","0,27942525",,"0,77423498"
07/04/2012 18.00,"2,76946287","29,8309284","36,57338608","0,44985543","22,22220993","0,77748023"
07/04/2012 19.00,"2,84492326","24,21113976","28,65015368","0,42865243",,"1,43832886"
07/04/2012 20.00,"3,7201799","23,1721972","27,8687384","0,3660197","29,54821968","1,00133108"
07/04/2012 21.00,"3,18156043","27,4337584","32,34719688","0,35928367",,"0,83133343"
07/04/2012 22.00,"2,99223062","22,91910576","28,06846592","0,35528656","15,38461018","0,88097015"
07/04/2012 23.00,"2,75093618","14,00987982","17,69786778","0,23277982",,"0,67788237"
08/04/2012 0.00,"3,14495961","8,79762633","11,04438694","0,23022381","10,25640965","0,36238049"
08/04/2012 1.00,"2,41520211","10,20256775","13,03978264","0,25765373",,"0,33821047"
08/04/2012 2.00,"2,16441906","10,17531028","12,96909791","0,24452768","5,61660624","0,38655051"
08/04/2012 3.00,"2,02072713","7,72428498","10,93544118","0,21577198",,"0,35524319"
08/04/2012 4.00,"2,27648128","6,97346743","8,57818991","0,21835479","3,41880298","0,32377415"
08/04/2012 5.00,"1,80067071","6,83264672","9,39658136","0,24515678",,"0,29911801"
08/04/2012 6.00,"1,66646739","7,21162615","9,13653789","0,25544256","3,66300392","0,32701838"
08/04/2012 7.00,"2,2240651","7,21162615","9,11189603","0,25028977",,"0,31501473"
08/04/2012 8.00,"1,76135857","7,37840418","9,00489478","0,26869211","3,90720391","0,4373222"
08/04/2012 9.00,"2,07540207","9,56272078","12,12087735","0,31750794",,"0,36010953"
08/04/2012 10.00,"2,21773936","11,11497415","15,41843301","0,33177103","2,93040299","0,77099177"
08/04/2012 11.00,"1,88562072","11,96897086","16,13047328","0,28735774",,"0,65452391"
08/04/2012 12.00,"2,30404503","12,22335864","16,36976582","0,29027956","1,46520102","0,60164296"
08/04/2012 13.00,"2,03608994","18,96839561","26,83698496","0,38744522",,"0,48566123"
08/04/2012 14.00,"2,23355371","12,82881638","18,44038534","0,32976257","0,73260099","0,91130421"
08/04/2012 15.00,"2,02389","10,85085047","15,16811779","0,28896078",,"0,5839614"
08/04/2012 16.00,"2,01982302","9,6509787","13,67335443","0,25404223","0,24420001","0,52686295"
08/04/2012 17.00,"2,42062475","12,53549073","19,15047728","0,34581161",,"0,45808528"
08/04/2012 18.00,"2,16667884","19,89183616","31,31544344","0,33645783",,"0,83960672"
08/04/2012 19.00,"2,60679169","24,05345712","34,89120848","0,53705918",,"0,9111425"
08/04/2012 20.00,"1,55033819","30,85300712","33,60200424","0,43958945",,"1,50580986"
08/04/2012 21.00,"1,99090463","23,45318472","26,07436464","0,35520617",,"1,30272005"
08/04/2012 22.00,"2,25524327","10,27589869","12,90749136","0,25852632","6,59340715","0,60521162"
08/04/2012 23.00,"2,54624256","12,30901433","18,25880843","0,27118754",,"0,4864728"
09/04/2012 0.00,"2,11923274","7,42317939","9,43224781","0,26719042","9,03540897","0,43148259"
09/04/2012 1.00,"2,60046595","6,12206339","8,80840236","0,22738237",,"0,40114955"
09/04/2012 2.00,,"5,78007351","7,96472089","0,21768375","21,73381996","0,38006205"
09/04/2012 3.00,,,,"0,231602",,"0,41785682"
09/04/2012 4.00,,"29,33319656","31,58390736","0,26077943","12,69841003","0,45484105"
09/04/2012 5.00,,"17,04689488","19,50779184","0,25745219",,"0,46814239"
09/04/2012 6.00,,"14,23180757","17,06364591",,"18,31501007","0,43683608"
09/04/2012 7.00,,"11,58285776","14,56178244","0,27579045",,"0,47965991"
09/04/2012 8.00,,"10,87616918","15,04944569","0,30736661","10,50061035","0,56449602"
09/04/2012 9.00,,"13,95796137","19,58431008","0,33874123",,"0,6037512"
09/04/2012 10.00,,"14,1513487","20,81514096","0,327718","7,32600689","0,60650931"
09/04/2012 11.00,,"14,21623433","20,40853504","0,32164019",,"0,65014369"
09/04/2012 12.00,,"14,05919221","21,02005","0,35765966","5,86080599","0,68355926"
09/04/2012 13.00,,"10,98388934","15,45021045","0,32640504",,"0,77293831"
09/04/2012 14.00,,"7,00461582","9,87062543","0,30779067","5,37240601","0,54243526"
09/04/2012 15.00,,"6,23043555","8,82331978","0,27617374",,"0,48339027"
09/04/2012 16.00,,"6,75412662","9,81809897","0,29700976","3,17460299","0,47868665"
09/04/2012 17.00,,"8,35245728","12,23306395","0,30930517",,"0,4624655"
09/04/2012 18.00,,"10,27979343","14,34194642","0,29230433","2,686203","0,46424931"
09/04/2012 19.00,,"13,84763706","18,72312616","0,33038352",,"0,58785448"
09/04/2012 20.00,,"18,38565242","24,7138428","0,33274614","5,61660624","0,63294927"
09/04/2012 21.00,,"15,52060073","18,34116783","0,31826868",,"0,61883636"
09/04/2012 22.00,,"18,8373108","22,07061752","0,32224716","27,10622025","0,53481182"
09/04/2012 23.00,,"17,30452732","20,09336096","0,28963997",,"0,61348389"
10/04/2012 0.00,,"14,49592934","17,28088926","0,31976338","18,07081032","0,61835024"
10/04/2012 1.00,,"13,62505731","17,44820074","0,29898793",,"0,59434294"
10/04/2012 2.00,,"12,84504162","16,21477718","0,31889545","11,96580982","0,50464049"
10/04/2012 3.00,,"11,51536798","14,60652898","0,27936351",,"0,48760777"
10/04/2012 4.00,,"11,36026654","14,36464186","0,29305226","12,45421028","0,52848507"
10/04/2012 5.00,,"11,6646187","13,79073211","0,30294544",,"0,4696028"
10/04/2012 6.00,,"17,15526704","20,09336096","0,32196406","20,51280975","0,54357125"
10/04/2012 7.00,,"26,8302356","33,15195768","0,41221195",,"0,74828216"
10/04/2012 8.00,,"22,9333884","29,22796008","0,44213265","12,69841003","1,26833223"
10/04/2012 9.00,,"15,98328752","20,55250864","0,33074583",,"1,08519494"
10/04/2012 10.00,,"13,03712496","17,8749056","0,32582021","11,23320961","0,8350648"
10/04/2012 11.00,,"15,06375127","22,1698312","0,40886025",,"0,98916573"
10/04/2012 12.00,,"15,62378372","22,35659536","0,35301481","8,30280876","1,02323014"
10/04/2012 13.00,,"16,84443511","25,05429352","0,43415706",,"0,88551207"
10/04/2012 14.00,,"17,55436836","24,29880496","0,35921377","5,61660624","0,91130421"
10/04/2012 15.00,,"18,1351613","26,61909344","0,36357437",,"0,73627851"
10/04/2012 16.00,,"21,44342416","32,68569736","0,35210727","4,88400507","0,78899674"
10/04/2012 17.00,,"22,05407872","33,90679616","0,46147398",,"1,00165652"
10/04/2012 18.00,,"24,37142272","37,58110568","0,54560445","4,63980484","1,53776502"
10/04/2012 19.00,,"40,67336416","60,86570936","0,68945516",,"1,66347944"
10/04/2012 20.00,,"41,67921","53,76217048","0,64707712","13,43101025","2,33033041"
10/04/2012 21.00,,"38,67916728","48,12358688","0,59393797",,"2,15449314"
10/04/2012 22.00,,"29,1359164","38,1161024","0,51217012","28,08300972","2,42343981"
10/04/2012 23.00,,"14,75875094","19,05644894","0,36212045",,"1,36922676"
11/04/2012 0.00,,"8,79762633","10,44129434","0,45680932","29,30401993","0,94682903"
11/04/2012 1.00,,"7,34465929","8,51074794","0,37730389",,"2,45247516"
11/04/2012 2.00,,"7,60877532","9,07428317","0,4059326","30,76922989","2,16909218"
11/04/2012 3.00,,,,"0,3565867",,"3,19962133"
11/04/2012 4.00,,"37,8245224","39,61283512","0,35547878","17,33819962","0,79191654"
11/04/2012 5.00,,"25,03138776","27,15150896","0,38749881",,"0,97132246"
11/04/2012 6.00,,"24,30652944","27,90569736",,"21,0012207","1,40280505"
11/04/2012 7.00,,"31,22225256","38,0752812","0,4033032",,"1,23880973"
11/04/2012 8.00,,"28,90228912","36,17391192","0,41703389","28,08300972","1,52576137"
11/04/2012 9.00,,"21,93792472","26,60159864","0,28219446",,"1,35916965"
11/04/2012 10.00,,"21,99761736","26,00044672","0,33410103","14,65200996","0,95315477"
11/04/2012 11.00,,"17,41419199","21,01811888","0,31823723",,"1,25908566"
11/04/2012 12.00,,"20,04173696","25,82276456","0,28821052","9,52380943","1,01787665"
11/04/2012 13.00,,"18,64652953","24,93886608","0,29008733",,"1,0099288"
11/04/2012 14.00,,"12,15197221","15,70895567","0,2300409","5,86080599","0,87626652"
11/04/2012 15.00,,"12,30122293","15,55137437","0,18488317",,"0,56044022"
11/04/2012 16.00,,"12,94108329","16,35679672","0,18154195","3,90720391","0,51810353"
11/04/2012 17.00,,"14,47646135","18,10057705","0,19393872",,"0,57714852"
11/04/2012 18.00,,"16,36941018","19,82101568","0,2079094","3,41880298","0,71405502"
11/04/2012 19.00,,"18,11115423","22,05245352","0,23749807",,"0,74098213"
11/04/2012 20.00,,"21,74582608","26,13078776","0,2850091","2,44200301","0,91146693"
11/04/2012 21.00,,"17,53814313","20,54342664","0,26068739",,"0,93223"
11/04/2012 22.00,,"13,6451792","16,25238814","0,19368591","16,60560989","0,73887389"
11/04/2012 23.00,,"15,07737236","18,83596284","0,51861956",,"1,07124475"
12/04/2012 0.00,,"13,01505283","14,53389783","0,29420444","24,90842056","6,02453511"
12/04/2012 1.00,,"12,17987211","14,08579386","0,33060603",,"2,80755664"
12/04/2012 2.00,,"12,54652679","19,10638274","0,22508383","21,73381996","3,17577675"
12/04/2012 3.00,,"10,11691398","11,80376642","0,21874623",,"0,70188967"
12/04/2012 4.00,,"6,7593177","7,99973917","0,28953396","16,36141014","1,66120746"
12/04/2012 5.00,,"7,58087159","9,1449679","0,33975245",,"1,87581379"
12/04/2012 6.00,,"12,66787761","15,45150678","0,40123765","9,27960968","3,34382786"
12/04/2012 7.00,,"18,7704711","24,03294136","0,32832962",,"1,77637865"
12/04/2012 8.00,,"22,48366688","31,64488104","0,41760124","5,61660624","1,2654114"
12/04/2012 9.00,,"14,57315502","19,67444176","0,24081948",,"1,1721403"
12/04/2012 10.00,,"16,55825078","22,82025536","0,2628939","3,90720391","0,66652655"
12/04/2012 11.00,,"22,05082832","30,90560624","0,3571692",,"1,23929586"
12/04/2012 12.00,,"23,57974","32,97102512","0,38756754","2,686203","0,99127499"
12/04/2012 13.00,,"31,43249608","47,57885808","0,4587537",,"2,12675549"
12/04/2012 14.00,,"18,72439382","25,43302248","0,28814295","3,17460299","1,2044209"
12/04/2012 15.00,,"16,05142929","23,27615264","0,3466376",,"0,60407563"
12/04/2012 16.00,,"17,279222","26,7280392","0,25665183","13,91940975","1,05307706"
12/04/2012 17.00,,"19,30064576","28,47960328","0,38215961",,"0,73222271"
12/04/2012 18.00,,"25,17220656","38,01107624","0,50466635","21,24542046","1,56826078"
12/04/2012 19.00,,"30,22548872","42,00186","0,41993124",,"1,44514276"
12/04/2012 20.00,,"35,12495048","43,01284912","0,42610691","11,23320961","2,07062929"
12/04/2012 21.00,,"37,1755896","46,29225416","0,42256298",,"1,72576866"
12/04/2012 22.00,,"23,5790708","26,65477136","0,3005036","31,74603081","1,46882564"
12/04/2012 23.00,,"24,71925376","33,36074808","0,34645586",,"0,89767844"
13/04/2012 0.00,,"15,45829821","18,72117974","0,23838929","16,84980965","1,84207379"
13/04/2012 1.00,,"13,98910785","18,35283868","0,23044982",,"0,77034292"
13/04/2012 2.00,,"20,2604124","28,81487248","0,36048945","31,50181961","0,78380597"
13/04/2012 3.00,,,,"0,33466839",,"0,94991054"
13/04/2012 4.00,,"39,16456672","46,47643712","0,38718309","20,75702095","3,2653175"
13/04/2012 5.00,,"31,90816344","37,0098192","0,42969278",,"1,15916338"
13/04/2012 6.00,,"35,24305472","50,00289168",,"13,43101025","1,47839561"
13/04/2012 7.00,,"49,1400252","80,95453888","0,80534353",,"1,67240057"
13/04/2012 8.00,"0,19927098","56,79812056","113,96644256","1,23221934","36,38582993","3,10051061"
13/04/2012 9.00,,"42,4442968","62,27294136","0,75587297",,"4,08302618"
13/04/2012 10.00,"0,10573546","30,7037564","38,95397904","0,63703365","29,7924099","2,23073255"
13/04/2012 11.00,,"20,51415392","24,94341664","0,36072594",,"1,33743433"
13/04/2012 12.00,"2,94162165","16,35253678","20,77428152","0,32266073","17,33819962","0,83620079"
13/04/2012 13.00,"2,04015692","25,04372016","32,5858336","0,35883398",,"0,71113522"
13/04/2012 14.00,"3,04103137","28,3799116","38,36967184","0,49570051","19,29179955","0,97002477"
13/04/2012 15.00,"2,42424019","20,0462684","25,558182","0,33913733",,"0,72687024"
13/04/2012 16.00,"2,40887637","21,71532968","27,51335496","0,3715884","17,09399986","0,73238441"
13/04/2012 17.00,"2,87203546","24,18129344","32,16626432","0,52030531",,"0,77228946"
13/04/2012 18.00,"4,57284389","38,71486432","53,98851304","0,87940025","10,98900986","1,30758741"
13/04/2012 19.00,"3,84173174","38,65387152","59,18483192","0,64216315",,"2,35725752"
13/04/2012 20.00,"4,01389052","44,61629056","72,53978864","0,8236119","8,05860806","1,93453435"
13/04/2012 21.00,"3,95605271","36,52080608","58,65826712","0,64083505",,"2,3697473"
13/04/2012 22.00,"4,26783643","31,1625408","53,64611208","0,80439872","27,35042","2,06819663"
13/04/2012 23.00,"3,53130164","27,89061168","45,71769816","0,42081897",,"2,04289163"
14/04/2012 0.00,"3,68674196","19,46092872","38,46890464","0,38021989","25,64101982","1,19971625"
14/04/2012 1.00,"3,9908453","17,32528782","30,61182744","0,36659987",,
14/04/2012 2.00,"3,96057124","19,36293872","32,1299172","0,41651313","23,68741989",
14/04/2012 3.00,"4,39571401","14,74901695","19,51297336","0,44753592",,
14/04/2012 4.00,"4,07941074","8,36413578","10,4075743","0,30159637","15,38461018",
14/04/2012 5.00,"4,20141311","8,53480663","10,3816342","0,31915991",,
14/04/2012 6.00,"4,20909553","10,08706383","13,09490369","0,36756566","17,58241081",
14/04/2012 7.00,"4,61441579","15,97940234","19,80025136","0,41749872",,
14/04/2012 8.00,"4,68219478","17,59265616","24,79619264","0,4092913","10,25640965",
14/04/2012 9.00,"4,73732228","16,82821179","22,88641056","0,36881337",,
14/04/2012 10.00,"4,53669462","14,57444562","19,2873","0,38132664","6,59340715",
14/04/2012 11.00,"4,23078407","14,54200854","19,31842736","0,44494146",,
14/04/2012 12.00,"4,51229476","13,87944509","19,78273744","0,37784562","3,66300392",
14/04/2012 13.00,"4,89502135","16,45506778","24,12567336","0,47546097",,
14/04/2012 14.00,"4,6519197","12,61791322","16,57209366","0,38295647","2,44200301",
14/04/2012 15.00,"4,66140831","24,83540776","29,08205536","0,39969519",,
14/04/2012 16.00,"4,88869561","18,6393863","21,89811688","0,39277393","2,686203",
14/04/2012 17.00,"4,85932465","13,1571737","15,9028535","0,34159198",,
14/04/2012 18.00,"4,63520124","13,19480951","16,1408497","0,32101109","8,54700947",
14/04/2012 19.00,"4,42553754","14,98847201","17,10709611","0,34688341",,
14/04/2012 20.00,"4,09838898","18,03458054","20,99087288","0,37537116","10,01220989",
14/04/2012 21.00,"5,10513762","25,30784384","29,78242096","0,39144583",,
14/04/2012 22.00,"4,28726723","17,75423354","20,49738568","0,34996134","14,65200996",
14/04/2012 23.00,"3,57061378","17,81004674","20,29180744","0,33984099",,
15/04/2012 0.00,"3,28639279","13,51862966","15,90414984","0,34032446","15,38461018",
15/04/2012 1.00,"3,09389909","11,06695236","13,02227446","0,32340517",,
15/04/2012 2.00,,"8,45888111","10,43740342","0,319563","8,30280876",
15/04/2012 3.00,"2,85667164",,,"0,28580363",,
15/04/2012 4.00,"2,76855876","41,39042152","43,16265432","0,24003427","5,12820482",
15/04/2012 5.00,"2,55211675","20,4992212","22,56345464","0,26928626",,
15/04/2012 6.00,"1,9533997","15,20067533","17,98385136",,"3,90720391",
15/04/2012 7.00,"2,28009569","12,73082065","15,29197906","0,1250546",,
15/04/2012 8.00,"2,41565468","12,19220069","14,90742615","0,11084975","5,61660624",
15/04/2012 9.00,"2,13685531","13,23829413","16,92033004","0,16387007",,
15/04/2012 10.00,"2,60634014","13,05204812","16,99620394","0,22743946","12,45421028",
15/04/2012 11.00,"2,43056593","14,54330105","18,85866019","0,40414666",,
15/04/2012 12.00,"2,1960498","14,58807626","19,39559568","0,377813","7,57020807",
15/04/2012 13.00,"2,2665401","15,23506647","19,56161464","0,31657943",,
15/04/2012 14.00,"1,93713278","11,58414836","14,77772946","0,19816068","4,88400507",
15/04/2012 15.00,"1,80383358","11,3070575","13,48464577","0,18011716",,
15/04/2012 16.00,"1,82145615","11,75353053","13,65779266","0,18766053","3,90720391",
15/04/2012 17.00,"1,83410763","13,3817056","16,62851104","0,18942551",,
15/04/2012 18.00,"1,7234021","18,19550976","21,80666592","0,2372639","10,01220989",
15/04/2012 19.00,"1,96243676","23,38829144","28,13655224","0,27912002",,
15/04/2012 20.00,"1,81106343","33,3183208","46,99003856","0,37509855","13,18680954",
15/04/2012 21.00,"2,30630378","43,53256896","68,84727688","0,46315041",,
15/04/2012 22.00,"2,4531596","31,4720936","37,9248068","0,32608117","15,38461018",
15/04/2012 23.00,"1,85263432","16,10918316","19,7276336","0,26078409",,
16/04/2012 0.00,"2,17978288","13,7191583","16,17521982","0,27764863","17,82661057",
16/04/2012 1.00,"2,32663768","12,71006015","15,87821165","0,30391122",,
