"NetC","Comune Bari","","","","","","","","","","",""
"Stat","Corso Cavour","","","","","","","","","","",""
,CO,PM10,BENZENE
10/03/2012 18.00,"1,33344036","22,97726059","0,99795464"
10/03/2012 19.00,"1,33935856",,"0,96934541"
10/03/2012 20.00,"1,36397501","32,51037979","1,11876102"
10/03/2012 21.00,"1,40719302",,"1,51343431"
10/03/2012 22.00,"1,41826168","23,46614075","1,34283866"
10/03/2012 23.00,"1,36045671",,"1,13073111"
11/03/2012 0.00,"1,38271287","24,93276978","1,14327987"
11/03/2012 1.00,"1,52205852",,"1,90306837"
11/03/2012 2.00,"1,45672183","35,68809128","1,90684144"
11/03/2012 3.00,"1,3218789",,"1,48202223"
11/03/2012 4.00,"1,28241802","31,28819084","0,77482891"
11/03/2012 5.00,"1,25382892",,"0,71246749"
11/03/2012 6.00,"1,22459092","32,51037979","0,43974266"
11/03/2012 7.00,"1,21881019",,"0,55114688"
11/03/2012 8.00,"1,25768274","40,57686996","0,65261602"
11/03/2012 9.00,"1,26963681",,"0,75137689"
11/03/2012 10.00,"1,31865535","33,97702026","1,1937485"
11/03/2012 11.00,"1,29360552",,"0,99634168"
11/03/2012 12.00,"1,3134443","36,91028976","0,96033988"
11/03/2012 13.00,"1,34279997",,"1,29311855"
11/03/2012 14.00,"1,39289847","39,35467148","1,92811911"
11/03/2012 15.00,"1,27964532",,"1,17289695"
11/03/2012 16.00,"1,23634926","37,15472031","0,48732403"
11/03/2012 17.00,"1,27455311",,"0,76592304"
11/03/2012 18.00,"1,26599968","28,59935951","0,39403462"
11/03/2012 19.00,"1,26200839",,"0,65324961"
11/03/2012 20.00,"1,23711583","34,95476151","0,38931065"
11/03/2012 21.00,"1,2664715",,"0,56599101"
11/03/2012 22.00,"1,26029817","37,15472031","0,34421077"
11/03/2012 23.00,"1,25982634",,"0,71706128"
12/03/2012 0.00,"1,21668639","30,06599045","0,28765031"
12/03/2012 1.00,"1,26063136",,"0,53895203"
12/03/2012 2.00,"1,207406","36,66585159","0,4181843"
12/03/2012 3.00,,,"0,1788842"
12/03/2012 4.00,"1,17192826","22,73282051",
12/03/2012 5.00,"1,17354877",,"0,17893403"
12/03/2012 6.00,"1,19004517","33,48814011",
12/03/2012 7.00,"1,19338756",,
12/03/2012 8.00,"1,27138664","23,22170067","0,19172993"
12/03/2012 9.00,"1,34484455",,"0,55319715"
12/03/2012 10.00,"1,38700007","33,24369049","0,96758906"
12/03/2012 11.00,"1,31769073",,"0,68933074"
12/03/2012 12.00,"1,35868708","32,99925995","0,74709532"
12/03/2012 13.00,"1,39236723",,"1,13547542"
12/03/2012 14.00,"1,35795895","43,51013184","1,3350515"
12/03/2012 15.00,"1,27526026",,"0,9144925"
12/03/2012 16.00,"1,2804515","45,46564102","0,86150884"
12/03/2012 17.00,"1,33971272",,"0,81253215"
12/03/2012 18.00,"1,37830917","45,71009064","0,96056464"
12/03/2012 19.00,"1,37018796",,"1,19839415"
12/03/2012 20.00,"1,39470771","23,46614075","1,04609129"
12/03/2012 21.00,"1,41515579",,"1,04899279"
12/03/2012 22.00,"1,37593024","33,73257065","1,10328838"
12/03/2012 23.00,"1,24737948",,"0,54093823"
13/03/2012 0.00,"1,21259724","33,48814011","0,26973484"
13/03/2012 1.00,"1,19604143",,
13/03/2012 2.00,"1,18043043","27,37714958",
13/03/2012 3.00,"1,20209826",,
13/03/2012 4.00,"1,17356858","25,42164993",
13/03/2012 5.00,"1,21098488",,
13/03/2012 6.00,"1,20947038","30,31043053",
13/03/2012 7.00,"1,20439914",,
13/03/2012 8.00,"1,26301145","34,46590042","0,21351"
13/03/2012 9.00,"1,4883574",,"0,74055398"
13/03/2012 10.00,"1,47707205","25,42164993","1,62337913"
13/03/2012 11.00,"1,50416645",,"1,65048422"
13/03/2012 12.00,"1,39580864","42,28794098","1,45597381"
13/03/2012 13.00,"1,38330353",,"1,32379737"
13/03/2012 14.00,"1,38412951","21,51062965","1,37648408"
13/03/2012 15.00,"1,25876386",,"0,80925538"
13/03/2012 16.00,"1,35268966","26,15497017","0,95639189"
13/03/2012 17.00,"1,34840362",,"0,60974032"
13/03/2012 18.00,"1,42860455","23,46614075","1,13265324"
13/03/2012 19.00,"1,40966981",,"1,2355472"
13/03/2012 20.00,"1,41039793","19,55512047","1,29156152"
13/03/2012 21.00,"1,38591779",,"1,38820297"
13/03/2012 22.00,"1,32539837","17,11071968","1,36541301"
13/03/2012 23.00,"1,29175666",,"0,73336582"
14/03/2012 0.00,"1,25088031","18,08848","0,49920665"
14/03/2012 1.00,"1,21529189",,"0,43774223"
14/03/2012 2.00,"1,18200318","24,6883297","0,17306798"
14/03/2012 3.00,,,
14/03/2012 4.00,"1,1657957","23,22170067","0,26575837"
14/03/2012 5.00,"1,17905456",,"0,3198882"
14/03/2012 6.00,"1,18870775","21,75506973","0,4097015"
14/03/2012 7.00,"1,27351043",,"0,27600261"
14/03/2012 8.00,"1,4008426","21,99950981","0,83625876"
14/03/2012 9.00,"1,53519273",,"3,03675183"
14/03/2012 10.00,"1,38375555","23,9550209","1,54784959"
14/03/2012 11.00,"1,3153316",,"1,26163833"
14/03/2012 12.00,"1,27492591","33,48814011","0,84997199"
14/03/2012 13.00,"1,26900771",,"0,58890911"
14/03/2012 14.00,"1,29749778","18,57736015","0,95189471"
14/03/2012 15.00,"1,23644945",,"0,28011028"
14/03/2012 16.00,"1,23983028","18,08848","0,5187117"
14/03/2012 17.00,"1,34081365",,"0,39067343"
14/03/2012 18.00,"1,4697174","13,44414043","1,14424704"
14/03/2012 19.00,"1,39814796",,"1,11250545"
14/03/2012 20.00,"1,37828937","22,48838043","1,0901345"
14/03/2012 21.00,"1,38176922",,"1,0041736"
14/03/2012 22.00,"1,38322547","16,62183952","0,8785385"
14/03/2012 23.00,"1,42404358",,"1,10736859"
15/03/2012 0.00,"1,39783341","17,59959984","1,08353824"
15/03/2012 1.00,"1,34342907",,"0,67830646"
15/03/2012 2.00,"1,32553584","23,22170067","0,70012212"
15/03/2012 3.00,"1,24370274",,"0,52754536"
15/03/2012 4.00,"1,27075288","15,39964962","0,2182421"
15/03/2012 5.00,"1,22545651",,"0,50307125"
15/03/2012 6.00,"1,22915306","29,33267975","0,18179689"
15/03/2012 7.00,"1,3641917",,"0,57732751"
15/03/2012 8.00,"1,61321162","17,35515976","1,46151036"
15/03/2012 9.00,"2,17485812",,"4,81326472"
15/03/2012 10.00,"1,61230758","24,93276978","3,24032269"
15/03/2012 11.00,"1,38393263",,"1,66645417"
15/03/2012 12.00,"1,34930766","44,97676086","1,00021645"
15/03/2012 13.00,"1,3620283",,"0,96559879"
15/03/2012 14.00,"1,36157744","31,28819084","0,88472898"
15/03/2012 15.00,"1,26436751",,"0,70431725"
15/03/2012 16.00,"1,31554713","28,3549099","0,5868985"
15/03/2012 17.00,"1,46625735",,"0,97950016"
15/03/2012 18.00,"1,38668552","28,84379959","1,2049294"
15/03/2012 19.00,"1,48316733",,"1,06921583"
15/03/2012 20.00,"1,93415514","35,93252182","1,61503363"
15/03/2012 21.00,"2,30645535",,"5,3090868"
15/03/2012 22.00,"2,05668867","22,97726059","5,12270528"
15/03/2012 23.00,"1,70308671",,"3,14219134"
16/03/2012 0.00,"1,57960952","35,44364166","2,08137796"
16/03/2012 1.00,"1,55725317",,"1,73624681"
16/03/2012 2.00,"1,44635915","43,26570129","1,35194793"
16/03/2012 3.00,,,"0,95952526"
16/03/2012 4.00,"1,32308468","40,08798981","0,964116"
16/03/2012 5.00,"1,30003515",,"0,74905101"
16/03/2012 6.00,"1,28764771","28,59935951","0,48915971"
16/03/2012 7.00,"1,4014519",,"0,50708942"
16/03/2012 8.00,"1,58039473","28,84379959","1,01182144"
16/03/2012 9.00,"2,13189641",,"3,88671467"
16/03/2012 10.00,"1,82214039","32,75482178","5,12898423"
16/03/2012 11.00,"1,58470174",,"2,01528415"
16/03/2012 12.00,"1,77092","53,5321312","2,93785061"
16/03/2012 13.00,"1,84546019",,"3,21266944"
16/03/2012 14.00,"1,7898163","37,88803101","3,7154"
16/03/2012 15.00,"1,51806723",,"2,34498029"
16/03/2012 16.00,"1,44207312","31,53263092","1,30678703"
16/03/2012 17.00,"1,50798066",,"1,129827"
16/03/2012 18.00,"1,58012096","25,66609001","1,54515556"
16/03/2012 19.00,"1,78442934",,"2,51335787"
16/03/2012 20.00,"2,25030119","33,97702026","4,39615539"
16/03/2012 21.00,"2,88542424",,"7,76477975"
16/03/2012 22.00,"2,56009682","37,88803101","8,47579801"
16/03/2012 23.00,"1,86008793",,"4,16559335"
17/03/2012 0.00,"1,9677782","52,7988205","3,29227715"
17/03/2012 1.00,"1,87585737",,"3,18524502"
17/03/2012 2.00,"1,95552706","53,28770065","3,23341827"
17/03/2012 3.00,"1,62933522",,"2,51609766"
17/03/2012 4.00,"1,43127706","37,88803101","1,73945036"
17/03/2012 5.00,"1,34889409",,"0,93710957"
17/03/2012 6.00,"1,34222912","38,86579132","0,68543258"
17/03/2012 7.00,"1,48947813",,"0,66572515"
17/03/2012 8.00,"1,59700996","36,17697144","1,27145849"
17/03/2012 9.00,"1,88382015",,"2,84525683"
17/03/2012 10.00,"1,83861698","41,55463028","3,05521038"
17/03/2012 11.00,"1,78541143",,"3,40383595"
17/03/2012 12.00,"1,64378588","56,4654007","2,0708754"
17/03/2012 13.00,"1,73328817",,"2,48039283"
17/03/2012 14.00,"1,81932924","41,06575012","3,45338012"
17/03/2012 15.00,"1,5353302",,"2,9397402"
17/03/2012 16.00,"1,36672791","23,46614075","1,05663656"
17/03/2012 17.00,"1,50318203",,"0,92071044"
17/03/2012 18.00,"1,48088626","36,66585159","1,32620461"
17/03/2012 19.00,"1,50953361",,"1,17422006"
17/03/2012 20.00,"1,47614704","41,06575012","1,18652882"
17/03/2012 21.00,"1,53857473",,"1,24351946"
17/03/2012 22.00,"1,55444203","29,57711983","1,39809329"
17/03/2012 23.00,"1,45042966",,"0,78400123"
18/03/2012 0.00,"1,42125107","34,95476151","0,52586528"
18/03/2012 1.00,"1,44806937",,"0,76453992"
18/03/2012 2.00,"1,45815711","39,11024094","1,09299634"
18/03/2012 3.00,,,"0,82959334"
18/03/2012 4.00,"1,31230144","36,17697144","0,81038831"
18/03/2012 5.00,"1,27909428",,"0,2719997"
18/03/2012 6.00,"1,31556693","22,24394989","0,13726449"
18/03/2012 7.00,"1,28638951",,"0,23568568"
18/03/2012 8.00,"1,32419842","25,42164993","0,22426274"
18/03/2012 9.00,"1,34903272",,"0,83780765"
18/03/2012 10.00,"1,35851","29,08823967","0,95973171"
18/03/2012 11.00,"1,3906372",,"0,87983314"
18/03/2012 12.00,"1,4272683","37,15472031","1,14547049"
18/03/2012 13.00,"1,47756251",,"1,44821309"
18/03/2012 14.00,"1,46543137","37,15472031","1,39215503"
18/03/2012 15.00,"1,34509968",,"1,04221041"
18/03/2012 16.00,"1,24899184","37,88803101","0,24495869"
18/03/2012 17.00,"1,24812625",,"0,25148478"
18/03/2012 18.00,"1,28839447","33,73257065","0,11660515"
18/03/2012 19.00,"1,38467939",,"0,30887612"
18/03/2012 20.00,"1,42213647","27,37714958","0,84007353"
18/03/2012 21.00,"1,43591959",,"0,91102555"
18/03/2012 22.00,"1,39425453","31,28819084","1,07307636"
18/03/2012 23.00,"1,35115535",,"0,71636361"
19/03/2012 0.00,"1,34842226","40,08798981","0,37901861"
19/03/2012 1.00,"1,29887481",,"0,34721194"
19/03/2012 2.00,"1,26283437","30,79931068","0,2826782"
19/03/2012 3.00,"1,26029817",,"0,20143821"
19/03/2012 4.00,"1,25447899","30,31043053","0,1775804"
19/03/2012 5.00,"1,24376216",,
19/03/2012 6.00,"1,24675038","22,48838043","0,20084733"
19/03/2012 7.00,"1,34561112",,"0,11617394"
19/03/2012 8.00,"1,51234475","24,19944954","0,63452359"
19/03/2012 9.00,"1,69252831",,"1,44621366"
19/03/2012 10.00,"1,71863946","43,51013184","2,3940597"
19/03/2012 11.00,"1,66197386",,"2,57184757"
19/03/2012 12.00,"1,7621324","43,26570129","2,72522439"
19/03/2012 13.00,"1,94703421",,"4,14961628"
19/03/2012 14.00,"1,85902662","46,68785095","3,62499887"
19/03/2012 15.00,"1,56777312",,"2,41085138"
19/03/2012 16.00,"1,47252971","35,44364166","1,29079674"
19/03/2012 17.00,"1,71934661",,"2,12806843"
19/03/2012 18.00,"1,98317251","46,19897079","3,33162996"
19/03/2012 19.00,"1,81775533",,"3,68622939"
19/03/2012 20.00,"1,83358418","44,97676086","2,88465236"
19/03/2012 21.00,"1,89884282",,"3,08541121"
19/03/2012 22.00,"2,1283187","49,37667084","4,52542016"
19/03/2012 23.00,"1,92263329",,"4,22713508"
20/03/2012 0.00,"1,8993729","56,4654007","3,23822258"
20/03/2012 1.00,"1,86567294",,"3,11798064"
20/03/2012 2.00,"1,70153376","69,17623138","2,50385095"
20/03/2012 3.00,,,"2,00689492"
20/03/2012 4.00,"1,46662666","57,1987114","1,43510701"
20/03/2012 5.00,"1,37455321",,"1,29994262"
20/03/2012 6.00,"1,3635428","50,35443115","1,03700948"
20/03/2012 7.00,"1,39413686",,"0,68820085"
20/03/2012 8.00,"1,44360742","48,39891052","0,88238276"
20/03/2012 9.00,"1,78395751",,"2,29972176"
20/03/2012 10.00,"1,63088816","44,73233032","2,88556868"
20/03/2012 11.00,"1,53645093",,"1,93887287"
20/03/2012 12.00,"1,41995326","48,15447998","1,37661222"
20/03/2012 13.00,"1,41912728",,"1,0246275"
20/03/2012 14.00,"1,48574198","50,10998154","1,20838923"
20/03/2012 15.00,"1,42508509",,"1,0554782"
20/03/2012 16.00,"1,43871093","49,37667084","0,91660379"
20/03/2012 17.00,"1,44759755",,"1,07019825"
20/03/2012 18.00,"1,43314689","36,91028976","0,91779063"
20/03/2012 19.00,"1,4640555",,"1,10434403"
20/03/2012 20.00,"1,48312772","31,28819084","1,24346861"
20/03/2012 21.00,"1,53023799",,"0,91078452"
20/03/2012 22.00,"1,65192573","50,84331131","1,52322294"
20/03/2012 23.00,"1,59441434",,"2,02197499"
21/03/2012 0.00,"1,56596388","47,42116165","1,72217966"
21/03/2012 1.00,"1,40532552",,"1,26290653"
21/03/2012 2.00,"1,31607837","47,91004181","0,71667583"
21/03/2012 3.00,"1,27588936",,"0,40838042"
21/03/2012 4.00,"1,23322473","45,71009064","0,50745046"
21/03/2012 5.00,"1,20424186",,"0,42030474"
21/03/2012 6.00,"1,21283374","36,17697144","0,10356518"
21/03/2012 7.00,"1,27478844",,"0,46551344"
21/03/2012 8.00,"1,41633594","44,24346161","1,01696949"
21/03/2012 9.00,"1,58995123",,"1,88677908"
21/03/2012 10.00,"1,49213317","48,88779068","1,77898928"
21/03/2012 11.00,"1,40428285",,"1,42209653"
21/03/2012 12.00,"1,37129005","53,04325104","0,95825198"
21/03/2012 13.00,"1,43430723",,"1,10048756"
21/03/2012 14.00,"1,49976159","32,99925995","1,16571591"
21/03/2012 15.00,"1,45109837",,"1,32899933"
21/03/2012 16.00,"1,4394973","43,02125168","1,19270201"
21/03/2012 17.00,"1,48546704",,"1,05244448"
21/03/2012 18.00,"1,55284831","32,51037979","1,46862631"
21/03/2012 19.00,"1,56619921",,"1,29795845"
21/03/2012 20.00,"1,63440763","40,33243179","1,27209513"
21/03/2012 21.00,"1,91488604",,"2,78594438"
21/03/2012 22.00,"2,00318838","32,99925995","3,97793957"
21/03/2012 23.00,"1,73680647",,"3,1780589"
22/03/2012 0.00,"1,60444266","43,02125168","2,45590957"
22/03/2012 1.00,"1,54233069",,"2,13080213"
22/03/2012 2.00,"1,49561186","53,5321312","1,71134963"
22/03/2012 3.00,,,"1,51725111"
22/03/2012 4.00,"1,3361187","59,88755035","0,80840008"
22/03/2012 5.00,"1,30801773",,"0,86196852"
22/03/2012 6.00,"1,28414805","38,13248062","0,67128"
22/03/2012 7.00,"1,3473225",,"0,66388946"
22/03/2012 8.00,"1,57522446","45,71009064","1,29441218"
22/03/2012 9.00,"2,02644877",,"3,40860263"
22/03/2012 10.00,"2,00993256","46,93228149","6,18537976"
22/03/2012 11.00,"1,62040782",,"4,700514"
22/03/2012 12.00,"1,48424845","73,08724976","2,33495064"
22/03/2012 13.00,"1,53375629",,"1,99273217"
22/03/2012 14.00,"1,61946417","68,19847107","2,27595345"
22/03/2012 15.00,"1,42052295",,"1,67496239"
22/03/2012 16.00,"1,44938815","38,62136078","0,80958387"
22/03/2012 17.00,"1,60611327",,"1,64407508"
22/03/2012 18.00,"1,82200292","37,64360046","2,56492688"
22/03/2012 19.00,"2,45280032",,"4,79204705"
22/03/2012 20.00,"2,67614131","34,71033096","7,07556902"
22/03/2012 21.00,"2,4794229",,"6,94615271"
22/03/2012 22.00,"2,91247903","44,97676086","7,47512187"
22/03/2012 23.00,"2,4426357",,"7,32883151"
23/03/2012 0.00,"2,08124687","55,97652054","5,23126087"
23/03/2012 1.00,"1,90438589",,"4,01310743"
23/03/2012 2.00,"1,81895528","73,82057953","3,54882252"
23/03/2012 3.00,"1,65115916",,"2,72834251"
23/03/2012 4.00,"1,52072693","73,82057953","2,25173055"
23/03/2012 5.00,"1,43239896",,"1,78756463"
23/03/2012 6.00,"1,44492387","64,04302216","1,50023365"
23/03/2012 7.00,"1,45798003",,"1,58392055"
23/03/2012 8.00,"1,68159595","46,44340134","1,74245559"
23/03/2012 9.00,"2,2985718",,"4,40302319"
23/03/2012 10.00,"2,85056394","60,62086105","7,78919995"
23/03/2012 11.00,"2,65921269",,"9,07661415"
23/03/2012 12.00,"2,14953335","84,08702087","6,67659381"
23/03/2012 13.00,"2,19479593",,"6,21476598"
23/03/2012 14.00,"2,09801821","83,3536911","6,3493944"
23/03/2012 15.00,"1,72866778",,"4,01268029"
23/03/2012 16.00,"1,61165867","70,1539917","2,05432373"
23/03/2012 17.00,"1,67115522",,"2,65878785"
23/03/2012 18.00,"1,86759869","57,44316101","3,39915571"
23/03/2012 19.00,"2,05057475",,"4,09137575"
23/03/2012 20.00,"2,39481711","43,99901962","5,25176563"
23/03/2012 21.00,"2,90282584",,"7,06683705"
23/03/2012 22.00,"3,03800196","52,0655098","10,35935523"
23/03/2012 23.00,"2,5170559",,"8,96016256"
24/03/2012 0.00,"2,03519908","68,68736267","5,81089087"
24/03/2012 1.00,"1,67632782",,"2,92023821"
24/03/2012 2.00,"1,61450943","70,39842987","2,12346346"
24/03/2012 3.00,,,"1,49764742"
24/03/2012 4.00,"1,46598008","54,02101135","1,48175578"
24/03/2012 5.00,"1,3607701",,"1,25775644"
24/03/2012 6.00,"1,3616555","44,97676086","0,47658756"
24/03/2012 7.00,"1,43245837",,"0,96897828"
24/03/2012 8.00,"1,53977351","24,93276978","1,25629502"
24/03/2012 9.00,"2,10769237",,"4,070991"
24/03/2012 10.00,"1,59978266","50,59886169","3,65147036"
24/03/2012 11.00,"1,45040986",,"1,8628267"
24/03/2012 12.00,"1,46763322","68,19847107","1,3896644"
24/03/2012 13.00,"1,59333322",,"1,44480512"
24/03/2012 14.00,"1,69467191","37,64360046","1,9699707"
24/03/2012 15.00,"1,53688315",,"2,0044592"
24/03/2012 16.00,"1,50416645","45,46564102","1,37479586"
24/03/2012 17.00,"1,53251906",,"1,67836527"
24/03/2012 18.00,"1,55939677","46,93228149","1,79332695"
24/03/2012 19.00,"1,57201955",,"1,63577738"
24/03/2012 20.00,"1,72984676","44,97676086","2,05588686"
24/03/2012 21.00,"1,88592414",,"2,92825624"
24/03/2012 22.00,"1,93053781","43,26570129","3,53888439"
24/03/2012 23.00,"1,93195329",,"3,62825123"
25/03/2012 0.00,"1,87733226","54,02101135","3,69610547"
25/03/2012 1.00,"1,78313153",,"3,11902611"
25/03/2012 2.00,"1,67905975","47,42116165","2,71639378"
25/03/2012 3.00,"1,63200889",,"1,94102179"
25/03/2012 4.00,"1,53951372","46,19897079","2,01513058"
25/03/2012 5.00,"1,44274183",,"1,65650486"
25/03/2012 6.00,"1,39571078","48,39891052","1,03735831"
25/03/2012 7.00,"1,43324475",,"0,98287762"
25/03/2012 8.00,"1,56096952","39,35467148","1,50665194"
25/03/2012 9.00,"1,75766812",,"2,79555604"
25/03/2012 10.00,"1,83376126","46,93228149","4,82016812"
25/03/2012 11.00,"1,84532272",,"4,50410079"
25/03/2012 12.00,"1,60786427","67,46514893","3,73467011"
25/03/2012 13.00,"1,47298173",,"2,10317532"
25/03/2012 14.00,"1,42777857","73,57614136","1,34281527"
25/03/2012 15.00,"1,38686144",,"0,55664376"
25/03/2012 16.00,"1,41529326","47,17671967","0,52969428"
25/03/2012 17.00,"1,36462392",,"0,77511265"
25/03/2012 18.00,"1,38727501","35,44364166","0,6111631"
25/03/2012 19.00,"1,44749969",,"0,99552808"
25/03/2012 20.00,"1,57931478","34,95476151","1,3955335"
25/03/2012 21.00,"1,7251087",,"2,16910947"
25/03/2012 22.00,"1,67251245","41,31018066","2,25420898"
25/03/2012 23.00,"1,63273585",,"2,19763123"
26/03/2012 0.00,"1,59699016","47,17671967","1,88322365"
26/03/2012 1.00,"1,46698431",,"1,39827533"
26/03/2012 2.00,"1,39824698","51,57662964","0,87744624"
26/03/2012 3.00,,,"0,47379182"
26/03/2012 4.00,"1,34591868","39,84355164","0,54004327"
26/03/2012 5.00,"1,31480153",,"0,55936729"
26/03/2012 6.00,"1,3760281","39,59910965","0,79848433"
26/03/2012 7.00,"1,5754796",,"1,23378067"
26/03/2012 8.00,"2,17066994","51,08774185","3,59586589"
26/03/2012 9.00,"1,86991937",,"5,02372372"
26/03/2012 10.00,"1,51161779","63,79858017","2,58736699"
26/03/2012 11.00,"1,41836071",,"1,2773937"
26/03/2012 12.00,"1,378428","57,1987114","0,91758825"
26/03/2012 13.00,"1,41409448",,"1,01061833"
26/03/2012 14.00,"1,35192192","52,0655098","0,54021413"
26/03/2012 15.00,"1,34694737",,"0,71625581"
26/03/2012 16.00,"1,7344089","44,73233032","0,73842946"
26/03/2012 17.00,"1,567391",,"2,23572398"
26/03/2012 18.00,"1,568323","32,51037979","1,34293426"
26/03/2012 19.00,"1,42697355",,"1,15742838"
26/03/2012 20.00,"1,4388682","37,39915085","0,74516505"
26/03/2012 21.00,"1,39571078",,"0,835256"
26/03/2012 22.00,"1,28428435","24,93276978","0,42219738"
26/03/2012 23.00,"1,29032255",,"0,24524752"
27/03/2012 0.00,"1,28074625","28,59935951","0,28640144"
27/03/2012 1.00,"1,25410386",,
27/03/2012 2.00,"1,24413496","16,13297081","0,11127404"
27/03/2012 3.00,"1,25257072",,
27/03/2012 4.00,"1,24564829","23,71058083",
27/03/2012 5.00,"1,27386459",,
27/03/2012 6.00,"1,35074294","32,75482178","0,37606118"
27/03/2012 7.00,"1,53843726",,"0,8735908"
27/03/2012 8.00,"1,9068254","35,68809128","2,55715802"
27/03/2012 9.00,"1,66956267",,"3,2797233"
27/03/2012 10.00,"1,46533351","50,59886169","1,63025609"
27/03/2012 11.00,"1,39537526",,"1,05593991"
27/03/2012 12.00,"1,38202436","52,0655098","1,01313032"
27/03/2012 13.00,"1,40636703",,"0,70571867"
27/03/2012 14.00,"1,36389696","27,13273048","0,64155614"
27/03/2012 15.00,"1,35878494",,"0,70856831"
27/03/2012 16.00,"1,36550932","30,06599045","0,29724774"
27/03/2012 17.00,"1,41607964",,"0,69354518"
27/03/2012 18.00,"1,49307682","27,86602974","1,30805015"
27/03/2012 19.00,"1,49470782",,"1,13385635"
27/03/2012 20.00,"1,56881463","39,59910965","1,36871928"
27/03/2012 21.00,"1,6706834",,"2,03248365"
27/03/2012 22.00,"1,65363712","36,91028976","2,06783661"
27/03/2012 23.00,"1,4777792",,"1,54237915"
28/03/2012 0.00,"1,46393784","36,66585159","1,08789609"
28/03/2012 1.00,"1,37549803",,"0,80648812"
28/03/2012 2.00,"1,30145063","33,48814011","0,21493787"
28/03/2012 3.00,,,"0,24887414"
28/03/2012 4.00,"1,26834715","18,33292007",
28/03/2012 5.00,"1,27879953",,"0,24421526"
28/03/2012 6.00,"1,31761267","17,59959984","0,27980924"
28/03/2012 7.00,"1,45919978",,"0,66358538"
28/03/2012 8.00,"1,53867375","18,82180023","1,55230202"
28/03/2012 9.00,"1,5789012",,"2,18050699"
28/03/2012 10.00,"1,47300154","30,55487061","1,68366282"
28/03/2012 11.00,"1,4185972",,"1,24088543"
28/03/2012 12.00,"1,38389302","36,42140961","0,82598909"
28/03/2012 13.00,"1,46206918",,"1,08226089"
28/03/2012 14.00,"1,38180883","32,51037979","1,17412142"
28/03/2012 15.00,"1,3320843",,"0,53786893"
28/03/2012 16.00,"1,35025131","36,66585159","0,48566428"
28/03/2012 17.00,"1,45642708",,"0,72740417"
28/03/2012 18.00,"1,85236165","29,08823967","1,49270785"
28/03/2012 19.00,"1,6081194",,"1,64022879"
28/03/2012 20.00,"1,91164151","33,24369049","2,58212537"
28/03/2012 21.00,"2,21276722",,"5,44971349"
28/03/2012 22.00,"1,91476837","32,99925995","4,49798658"
28/03/2012 23.00,"1,70467926",,"3,05440085"
29/03/2012 0.00,"1,54559385","38,13248062","1,88093845"
29/03/2012 1.00,"1,47520339",,"1,21589266"
29/03/2012 2.00,"1,41238309","33,48814011","0,93926052"
29/03/2012 3.00,"1,3066209",,"0,30727435"
29/03/2012 4.00,"1,28227706","29,57711983","0,3379847"
29/03/2012 5.00,"1,29106815",,"0,16716632"
29/03/2012 6.00,"1,32443491","27,13273048","0,21875568"
29/03/2012 7.00,"1,55951444",,"0,44867396"
29/03/2012 8.00,"2,11862473","21,99950981","3,07761184"
29/03/2012 9.00,"2,63345454",,"8,42530192"
29/03/2012 10.00,"2,00861495","43,99901962","7,9198814"
29/03/2012 11.00,"1,70448354",,"3,98903198"
29/03/2012 12.00,"1,68193031","58,17647171","3,4343012"
29/03/2012 13.00,"1,70322534",,"3,07292042"
29/03/2012 14.00,"1,59010967","57,44316101","2,41357186"
29/03/2012 15.00,"1,57996368",,"1,89644668"
29/03/2012 16.00,"1,60996709","30,79931068","1,95610289"
29/03/2012 17.00,"1,79386584",,"2,25747558"
29/03/2012 18.00,"2,15731904","30,06599045","3,8021145"
29/03/2012 19.00,"2,71428574",,"7,56687358"
29/03/2012 20.00,"2,06329539","28,59935951","6,6229196"
29/03/2012 21.00,"1,63912588",,"2,74952764"
29/03/2012 22.00,"1,50288728","33,48814011","1,5348503"
29/03/2012 23.00,"1,48686271",,"1,0752141"
30/03/2012 0.00,"1,61214914","28,11046982","1,35813434"
30/03/2012 1.00,"1,70473868",,"2,27666332"
30/03/2012 2.00,"1,60473741","31,04375076","1,78328509"
30/03/2012 3.00,,,"1,41856957"
30/03/2012 4.00,"1,39224607","36,66585159","1,05045015"
30/03/2012 5.00,"1,30896138",,"0,90247258"
30/03/2012 6.00,"1,41843876","25,17720985","0,56681275"
30/03/2012 7.00,"1,74659946",,"1,45773322"
30/03/2012 8.00,"2,37910708","33,73257065","3,89408181"
30/03/2012 9.00,"2,3574975",,"6,88165356"
30/03/2012 10.00,"1,9584384","45,71009064","4,39118124"
30/03/2012 11.00,"1,61175653",,"2,51449284"
30/03/2012 12.00,"1,51395828","46,93228149","1,66335842"
30/03/2012 13.00,"1,60117833",,"1,4916756"
30/03/2012 14.00,"1,58194884","41,31018066","2,0963482"
30/03/2012 15.00,"1,56948334",,"1,38473906"
30/03/2012 16.00,"1,77033051","31,04375076","2,57119262"
30/03/2012 17.00,"1,70314612",,"2,38662339"
30/03/2012 18.00,"1,80621367","26,39941025","2,36912387"
30/03/2012 19.00,"2,15417354",,"4,13404296"
30/03/2012 20.00,"2,27900795","29,57711983","5,47408793"
30/03/2012 21.00,"2,19174712",,"5,7515296"
30/03/2012 22.00,"1,96840614","29,08823967","3,9316742"
30/03/2012 23.00,"1,77904121",,"3,08406979"
31/03/2012 0.00,"1,67465488","32,75482178","2,52543169"
