"NetC","Comune Bari","","","","","","","","","","",""
"Stat","Corso Cavour","","","","","","","","","","",""
,CO,PM10,BENZENE
21/01/2012 5.00,"1,05378677",,"0,23537448"
21/01/2012 6.00,"1,08703587","12,46638966","0,18212639"
21/01/2012 7.00,"1,1602969",,"0,53783333"
21/01/2012 8.00,"1,22024547","7,82204819","0,45483901"
21/01/2012 9.00,"1,57483069",,"2,21291471"
21/01/2012 10.00,"1,40204139","18,82180023","3,04183785"
21/01/2012 11.00,"1,32341204",,"3,28551512"
21/01/2012 12.00,"1,31542946","30,55487061","2,85390133"
21/01/2012 13.00,"1,27950785",,"2,00624912"
21/01/2012 14.00,"1,25471316","32,02151108","1,85795628"
21/01/2012 15.00,"1,15184249",,"1,03770409"
21/01/2012 16.00,"1,11312721","37,15472031","0,57592812"
21/01/2012 17.00,"1,24769403",,"0,61977607"
21/01/2012 18.00,"1,55164952","19,79953957","1,98267913"
21/01/2012 19.00,"1,92023339",,"4,42519888"
21/01/2012 20.00,"1,7768382","16,37741089","4,90448555"
21/01/2012 21.00,"1,87919976",,"5,01372966"
21/01/2012 22.00,"1,81492554","25,91053009","5,61756222"
21/01/2012 23.00,"1,84618715",,"4,43590992"
22/01/2012 0.00,"1,87737187","33,24369049","4,77210876"
22/01/2012 1.00,"1,607234",,"3,68420047"
22/01/2012 2.00,"1,48989171","37,15472031","2,55507826"
22/01/2012 3.00,,,"1,57641814"
22/01/2012 4.00,"1,14734443","30,79931068","0,8172673"
22/01/2012 5.00,"1,11234084",,
22/01/2012 6.00,"1,14478259","21,26618958","0,37995934"
22/01/2012 7.00,"1,18131466",,"0,17586066"
22/01/2012 8.00,"1,22242868","16,37741089","0,49460575"
22/01/2012 9.00,"1,31057374",,"0,80284217"
22/01/2012 10.00,"1,41836071","25,66609001","1,30967328"
22/01/2012 11.00,"1,56741896",,"3,154435"
22/01/2012 12.00,"1,47416188","13,93301964","3,5192685"
22/01/2012 13.00,"1,64569415",,"3,78563402"
22/01/2012 14.00,"1,57201955","9,04424286","3,58024985"
22/01/2012 15.00,"1,27166274",,"2,52718398"
22/01/2012 16.00,"1,22217238","28,59935951","1,08801406"
22/01/2012 17.00,"1,40876577",,"1,390837"
22/01/2012 18.00,"2,02754969","18,33292007","2,92413332"
22/01/2012 19.00,"1,92876818",,"6,74056311"
22/01/2012 20.00,"1,47573463","37,88803101","2,58379529"
22/01/2012 21.00,"1,57583376",,"3,15844097"
22/01/2012 22.00,"1,5309265","31,28819084","3,49800303"
22/01/2012 23.00,"1,37484912",,"2,39665813"
23/01/2012 0.00,"1,30036951","29,08823967","1,4174529"
23/01/2012 1.00,"1,21202756",,"1,00049918"
23/01/2012 2.00,"1,19376152","34,71033096","0,978952"
23/01/2012 3.00,"1,13640741",,"0,93384296"
23/01/2012 4.00,"1,18153135","23,9550209","0,62703542"
23/01/2012 5.00,"1,14059558",,"1,03852786"
23/01/2012 6.00,"1,17502366","0,97775602","0,91903137"
23/01/2012 7.00,"1,58171351",,"1,58095904"
23/01/2012 8.00,"2,15232585","17,35515976","3,1184871"
23/01/2012 9.00,"2,55852291",,"6,70298598"
23/01/2012 10.00,"2,3359683","29,82155037","8,50298954"
23/01/2012 11.00,"1,98138424",,"7,33655766"
23/01/2012 12.00,"1,91056039","41,79906082","6,84690165"
23/01/2012 13.00,"1,65482891",,"6,06883665"
23/01/2012 14.00,"1,60853181","44,24346161","4,07492984"
23/01/2012 15.00,"1,4453957",,"3,79098446"
23/01/2012 16.00,"1,54256602","4,64434099","3,37578912"
23/01/2012 17.00,"1,64433692",,"3,48695536"
23/01/2012 18.00,"1,8947327","2,93326807","5,06925887"
23/01/2012 19.00,"2,27045452",,"7,94255338"
23/01/2012 20.00,"2,11443656","2,93326807","7,34216234"
23/01/2012 21.00,"1,92394974",,"5,68145016"
23/01/2012 22.00,"1,69197727","2,44439006","5,24324418"
23/01/2012 23.00,"1,43114076",,"3,01434834"
24/01/2012 0.00,"1,33375491","39,84355164","1,8425945"
24/01/2012 1.00,"1,45186494",,"1,89648431"
24/01/2012 2.00,"1,63953945","35,19921112","2,51462606"
24/01/2012 3.00,,,"3,02500243"
24/01/2012 4.00,"1,35999188","37,64360046","2,12970682"
24/01/2012 5.00,"1,22433578",,"2,24120765"
24/01/2012 6.00,"1,20312113","30,79931068","0,88043521"
24/01/2012 7.00,"1,2916588",,"1,24012573"
24/01/2012 8.00,"1,63295254","20,5328598","1,90698077"
24/01/2012 9.00,"1,9850202",,"5,63269823"
24/01/2012 10.00,"2,14762624","21,51062965","8,34266457"
24/01/2012 11.00,"1,81335163",,"9,83775627"
24/01/2012 12.00,"1,66307478","51,33219147","8,28064079"
24/01/2012 13.00,"1,34179691",,"4,30894459"
24/01/2012 14.00,"1,25703384","3,91102409","2,03083306"
24/01/2012 15.00,"1,27710912",,"1,50011873"
24/01/2012 16.00,"1,26621637","52,0655098","1,33822657"
24/01/2012 17.00,"1,25565681",,"1,13338955"
24/01/2012 18.00,"1,42661939","48,64336014","1,26866479"
24/01/2012 19.00,"1,66901279",,"3,97619439"
24/01/2012 20.00,"1,52032733","48,64336014","3,24113832"
24/01/2012 21.00,"1,51116461",,"2,86408354"
24/01/2012 22.00,"1,29688849","14,66633987","2,28772116"
24/01/2012 23.00,"1,15378921",,"0,86543751"
25/01/2012 0.00,"1,08735042","23,71058083","0,42590943"
25/01/2012 1.00,"1,0819821",,"0,45426542"
25/01/2012 2.00,"1,08188424","27,86602974","0,42607927"
25/01/2012 3.00,"1,08493188",,"0,08360655"
25/01/2012 4.00,"1,09547047","16,62183952","0,21629251"
25/01/2012 5.00,"1,09954098",,"0,12307632"
25/01/2012 6.00,"1,09085008","9,77756023","0,14195693"
25/01/2012 7.00,"1,09250205",,"0,1300143"
25/01/2012 8.00,"1,11759033","12,95526028","0,24661335"
25/01/2012 9.00,"1,2239024",,"0,69521306"
25/01/2012 10.00,"1,30062464","11,73307037","0,79385291"
25/01/2012 11.00,"1,1945479",,"0,63472292"
25/01/2012 12.00,"1,18188551","7,82204819","0,46700538"
25/01/2012 13.00,"1,13754794",,"0,65099797"
25/01/2012 14.00,"1,21780712","16,8662796","0,96312341"
25/01/2012 15.00,"1,13426381",,"0,66858597"
25/01/2012 16.00,"1,12612395","10,99975014","0,81595944"
25/01/2012 17.00,"1,12034322",,"0,28288669"
25/01/2012 18.00,"1,13988726","16,13297081","0,31463438"
25/01/2012 19.00,"1,15068215",,"0,68080929"
25/01/2012 20.00,"1,17398099","16,13297081","0,69115015"
25/01/2012 21.00,"1,21747393",,"0,67276381"
25/01/2012 22.00,"1,1631861","23,22170067","0,98399123"
25/01/2012 23.00,"1,1254168",,"0,40140787"
26/01/2012 0.00,"1,14934473","16,13297081","0,30209985"
26/01/2012 1.00,"1,18400931",,"0,65537921"
26/01/2012 2.00,"1,11051295","17,59959984","0,71332177"
26/01/2012 3.00,,,"0,2932011"
26/01/2012 4.00,"1,07893213","25,42164993","0,40171805"
26/01/2012 5.00,"1,07498278",,"0,25392253"
26/01/2012 6.00,"1,09085008","27,37714958","0,20280607"
26/01/2012 7.00,"1,09315096",,"0,43549974"
26/01/2012 8.00,"1,10363013","27,37714958","0,43722356"
26/01/2012 9.00,"1,19187422",,"0,91413045"
26/01/2012 10.00,"1,19049719","14,66633987","0,87492815"
26/01/2012 11.00,"1,17765773",,"1,01080037"
26/01/2012 12.00,"1,22614503","17,35515976","1,00620353"
26/01/2012 13.00,"1,24401729",,"0,93530134"
26/01/2012 14.00,"1,16705972","13,44414043","1,03682336"
26/01/2012 15.00,"1,16452352",,"0,88763963"
26/01/2012 16.00,"1,18101992","21,99950981","0,85535904"
26/01/2012 17.00,"1,08351874",,"0,48527172"
26/01/2012 18.00,,"21,99950981","0,40991609"
26/01/2012 19.00,"0,82824627",,"1,05378387"
26/01/2012 20.00,"0,86735066","34,22145081","0,83941655"
26/01/2012 21.00,"0,92999504",,"0,87611804"
26/01/2012 22.00,"1,16086658",,"1,27778423"
26/01/2012 23.00,"1,19828289",,"2,05104797"
27/01/2012 0.00,"1,09615899","1,71107304","1,32004973"
27/01/2012 1.00,"1,07537539",,"1,0223006"
27/01/2012 2.00,"1,0140894",,"0,90330143"
27/01/2012 3.00,"0,9817257",,"0,58249387"
27/01/2012 4.00,"1,0043966","0,24443901","0,69850713"
27/01/2012 5.00,"0,99283514",,"0,67101965"
27/01/2012 6.00,"0,99611811","0,48887801","0,61685932"
27/01/2012 7.00,"1,06074765",,"0,57114313"
27/01/2012 8.00,"1,26354269","0,48887801","1,5454749"
27/01/2012 9.00,"1,62042763",,"3,31933443"
27/01/2012 10.00,"1,523121","2,68882895","4,23914279"
27/01/2012 11.00,"1,33259457",,"2,18649712"
27/01/2012 12.00,"1,30434099","1,22219503","1,91725145"
27/01/2012 13.00,"1,29049846",,"1,73747941"
27/01/2012 14.00,"1,27400206","32,51037979","1,5813333"
27/01/2012 15.00,"1,15919481",,"1,20101191"
27/01/2012 16.00,"1,20907778","17,59959984","0,99013798"
27/01/2012 17.00,"1,28070664",,"1,1704175"
27/01/2012 18.00,"1,282319","22,48838043","1,22380187"
27/01/2012 19.00,"1,35192192",,"1,77999408"
27/01/2012 20.00,"1,8399346","13,19970036","3,96784584"
27/01/2012 21.00,"1,88783124",,"5,75535352"
27/01/2012 22.00,"1,72801887","30,79931068","6,26218055"
27/01/2012 23.00,"1,50542349",,"3,87974618"
28/01/2012 0.00,"1,37858411","37,88803101","2,56550047"
28/01/2012 1.00,"1,2838335",,"1,99060156"
28/01/2012 2.00,"1,22604717","44,97676086","1,38101278"
28/01/2012 3.00,,,"1,1924203"
28/01/2012 4.00,"1,11839651","40,57686996","0,58793279"
28/01/2012 5.00,"1,0766732",,"0,91016313"
28/01/2012 6.00,"1,09511631","29,82155037","0,68063132"
28/01/2012 7.00,"1,16301018",,"0,73490556"
28/01/2012 8.00,"1,28127749","15,88852978","1,26502901"
28/01/2012 9.00,"1,50860976",,"3,13820978"
28/01/2012 10.00,"1,7269762","23,22170067","5,6211146"
28/01/2012 11.00,"1,68737668",,"7,42449155"
28/01/2012 12.00,"1,35620912","38,37691116","4,84537853"
28/01/2012 13.00,"1,37669681",,"3,45777152"
28/01/2012 14.00,"1,56020295","41,55463028","3,86692181"
28/01/2012 15.00,"1,38947686",,"3,66685554"
28/01/2012 16.00,"1,21253783","39,11024094","1,76211929"
28/01/2012 17.00,"1,29427306",,"1,31535932"
28/01/2012 18.00,"1,47856558","26,64385033","1,95450111"
28/01/2012 19.00,"1,56222772",,"2,91153167"
28/01/2012 20.00,"1,74256856","26,15497017","3,58925335"
28/01/2012 21.00,"2,05521378",,"6,30040653"
28/01/2012 22.00,"1,99213952","2,19995093","7,70101995"
28/01/2012 23.00,"1,84644345",,"6,21098782"
29/01/2012 0.00,"1,78199099","3,42214608","5,13711413"
29/01/2012 1.00,"1,70867172",,"4,66476848"
29/01/2012 2.00,"1,57223624","57,93204117","3,58077157"
29/01/2012 3.00,"1,41214776",,"2,63765052"
29/01/2012 4.00,"1,3165898","53,04325104","1,87822204"
29/01/2012 5.00,"1,21686347",,"1,3584191"
29/01/2012 6.00,"1,1787004","42,28794098","0,91537729"
29/01/2012 7.00,"1,2176114",,"1,1306111"
29/01/2012 8.00,"1,31079043","33,73257065","1,43121088"
29/01/2012 9.00,"1,45337828",,"1,95822333"
29/01/2012 10.00,"1,51130324","1,22219503","5,4451075"
29/01/2012 11.00,"1,39392134",,"4,59636201"
29/01/2012 12.00,"1,31497861","3,42214608","3,25348877"
29/01/2012 13.00,"1,30023087",,"2,71215391"
29/01/2012 14.00,"1,25762449","44,97676086","2,15849606"
29/01/2012 15.00,"1,17004911",,"1,45033048"
29/01/2012 16.00,"1,17754006","33,73257065","1,22479751"
29/01/2012 17.00,"1,2605335",,"1,33139131"
29/01/2012 18.00,"1,29002664","28,84379959","1,37304662"
29/01/2012 19.00,"1,3525918",,"1,62195737"
29/01/2012 20.00,"1,80200686","28,59935951","3,10653939"
29/01/2012 21.00,"1,85739445",,"5,35175198"
29/01/2012 22.00,"1,60520923","33,24369049","4,31732365"
29/01/2012 23.00,"1,26887024",,"1,79994559"
30/01/2012 0.00,"1,23483476","41,31018066","1,21703576"
30/01/2012 1.00,"1,26946089",,"1,28500899"
30/01/2012 2.00,"1,23866994","32,02151108","1,05223905"
30/01/2012 3.00,,,"1,21510652"
30/01/2012 4.00,"1,15030819","19,31068039","0,75610797"
30/01/2012 5.00,"1,15390687",,"0,75220574"
30/01/2012 6.00,"1,24895223","24,19944954","0,81763546"
30/01/2012 7.00,"1,24189466",,"1,11026195"
30/01/2012 8.00,"1,49529847","14,91077042","1,4018267"
30/01/2012 9.00,"1,54606568",,"2,53449316"
30/01/2012 10.00,"1,54152451","13,19970036","3,59120803"
30/01/2012 11.00,"1,36234401",,"2,54089111"
30/01/2012 12.00,"1,41690562","25,91053009","2,90585071"
30/01/2012 13.00,"1,44325326",,"3,20403308"
30/01/2012 14.00,"1,49254558","36,42140961","3,21381967"
30/01/2012 15.00,"1,34549345",,"2,40785022"
30/01/2012 16.00,"1,33035428","42,77682114","1,85948178"
30/01/2012 17.00,"1,38878951",,"2,12324785"
30/01/2012 18.00,"1,6021814","39,11024094","2,8466847"
30/01/2012 19.00,"1,75196661",,"4,28255141"
30/01/2012 20.00,"1,62841021","37,15472031","4,36834553"
30/01/2012 21.00,"1,62042763",,"4,5042808"
30/01/2012 22.00,"1,39224956","33,97702026","2,82941401"
30/01/2012 23.00,"1,32357048",,"2,1889969"
31/01/2012 0.00,"1,2878644","36,66585159","1,70058774"
31/01/2012 1.00,"1,4210938",,"1,72027076"
31/01/2012 2.00,"1,3261661","31,53263092","2,68562953"
31/01/2012 3.00,"1,2366044",,"1,50106556"
31/01/2012 4.00,"1,15483072","34,71033096","1,16383853"
31/01/2012 5.00,"1,17256551",,"1,07699486"
31/01/2012 6.00,"1,20215768","21,51062965","1,00903587"
31/01/2012 7.00,"1,28367506",,"1,40912164"
31/01/2012 8.00,"1,38460134","23,71058083","1,78878605"
31/01/2012 9.00,"1,55212135",,"2,49238631"
31/01/2012 10.00,"1,48092587","34,46590042","2,37660594"
31/01/2012 11.00,"1,47974572",,"2,69967328"
31/01/2012 12.00,"1,5215867","29,08823967","2,36513215"
31/01/2012 13.00,"1,57996368",,"3,44912194"
31/01/2012 14.00,"1,62709259","29,08823967","3,49646634"
31/01/2012 15.00,"1,41413292",,"3,10147676"
31/01/2012 16.00,"1,40139248","26,39941025","2,08463236"
31/01/2012 17.00,"1,62679785",,"2,912389"
31/01/2012 18.00,"1,62945288","37,64360046","3,4615751"
31/01/2012 19.00,"1,59231152",,"2,95420601"
31/01/2012 20.00,"1,8583381","38,86579132","4,23443002"
31/01/2012 21.00,"2,12259622",,"5,09815795"
31/01/2012 22.00,"1,73430987","48,64336014","5,93022565"
31/01/2012 23.00,"1,59231152",,"3,84428441"
01/02/2012 0.00,"1,37642187","59,15423965","2,50580969"
01/02/2012 1.00,"1,35613107",,"1,68987364"
01/02/2012 2.00,"1,28831642","52,30994034","1,63060288"
01/02/2012 3.00,,,"0,74797808"
01/02/2012 4.00,"1,24278589","47,91004181","0,66219209"
01/02/2012 5.00,"1,19346678",,"0,63059594"
01/02/2012 6.00,"1,17779636","40,08798981","0,81713408"
01/02/2012 7.00,"1,26479973",,"0,86845698"
01/02/2012 8.00,"1,34842226","27,13273048","0,9307645"
01/02/2012 9.00,"1,36804552",,"1,09436421"
01/02/2012 10.00,"1,37079842","21,51062965","1,53771824"
01/02/2012 11.00,"1,36845793",,"1,69693671"
01/02/2012 12.00,"1,37302007","14,4218998","1,87404929"
01/02/2012 13.00,"1,36602075",,"1,54274934"
01/02/2012 14.00,"1,43359891","7,82204819","1,60004"
01/02/2012 15.00,"1,26407277",,"1,38198706"
01/02/2012 16.00,"1,23178829","4,15546322","0,78361986"
01/02/2012 17.00,"1,39130591",,"1,10907715"
01/02/2012 18.00,"1,48342246","13,44414043","1,94695904"
01/02/2012 19.00,"1,75664642",,"3,26211903"
01/02/2012 20.00,"1,72339848","7,82204819","4,31046195"
01/02/2012 21.00,"1,57966777",,"2,84142376"
01/02/2012 22.00,"1,60613424","9,53312111","3,32645648"
01/02/2012 23.00,"1,35589457",,"2,28337145"
02/02/2012 0.00,"1,25754411","22,24394989","1,29175577"
02/02/2012 1.00,"1,2142096",,"1,17474687"
02/02/2012 2.00,"1,21265666","23,22170067","0,94040668"
02/02/2012 3.00,"1,22962488",,"1,04408169"
02/02/2012 4.00,"1,1958061","14,66633987","0,9100116"
02/02/2012 5.00,"1,18603408",,"0,6554921"
02/02/2012 6.00,"1,19906926","10,02198982","0,93559424"
02/02/2012 7.00,"1,25577564",,"1,01173703"
02/02/2012 8.00,"1,49948665","5,86653614","1,62776138"
02/02/2012 9.00,"1,73238413",,"3,69495626"
02/02/2012 10.00,"1,65810023","19,55512047","3,93455841"
02/02/2012 11.00,"1,43662674",,"3,38659475"
02/02/2012 12.00,"1,42268635","15,15520954","2,6492789"
02/02/2012 13.00,"1,46537312",,"3,67661467"
02/02/2012 14.00,"1,55188602","22,97726059","4,05222836"
02/02/2012 15.00,"1,31598051",,"2,77262473"
02/02/2012 16.00,"1,36177316","19,55512047","1,96114924"
02/02/2012 17.00,"1,38941745",,"2,02455919"
02/02/2012 18.00,"1,46924674","27,37714958","2,36704309"
02/02/2012 19.00,"1,52225541",,"3,07116813"
02/02/2012 20.00,"1,542114","22,48838043","3,40550586"
02/02/2012 21.00,"1,82316326",,"5,08437048"
02/02/2012 22.00,"1,52652164","27,62158966","4,99450226"
02/02/2012 23.00,"1,33121871",,"2,48446896"
03/02/2012 0.00,"1,36952041","31,77705956","2,11229985"
03/02/2012 1.00,"1,43338222",,"2,39998677"
03/02/2012 2.00,"1,30607102","37,39915085","2,08401199"
03/02/2012 3.00,,,"1,73701973"
03/02/2012 4.00,"1,23504679","32,75482178","1,56105534"
03/02/2012 5.00,"1,23326318",,"1,32018194"
03/02/2012 6.00,"1,16186965","27,13273048","1,14827538"
03/02/2012 7.00,"1,25947218",,"1,47094507"
03/02/2012 8.00,"1,38446387","25,66609001","1,70444725"
03/02/2012 9.00,"1,59614553",,"3,13743381"
03/02/2012 10.00,"1,69325644","24,6883297","4,28387351"
03/02/2012 11.00,"1,67227595",,"5,06412913"
03/02/2012 12.00,"1,60224081","17,59959984","4,7175101"
03/02/2012 13.00,"1,52093779",,"4,55964933"
03/02/2012 14.00,"1,4331865","17,59959984","3,30411706"
03/02/2012 15.00,"1,31710124",,"2,5985306"
03/02/2012 16.00,"1,38926134","23,71058083","2,08060403"
03/02/2012 17.00,"1,34256348",,"2,35719345"
03/02/2012 18.00,"1,3707192","25,66609001","2,2178197"
03/02/2012 19.00,"1,46075273",,"2,83134631"
03/02/2012 20.00,"1,60149288","23,46614075","2,82039728"
03/02/2012 21.00,"1,66873668",,"4,57063293"
03/02/2012 22.00,"1,59773809","21,02173996","3,48376808"
03/02/2012 23.00,"1,41139983",,"3,03812885"
04/02/2012 0.00,"1,32441511","24,6883297","2,11926426"
04/02/2012 1.00,"1,29327",,"1,96856114"
04/02/2012 2.00,"1,32227267","17,84403992","2,03920806"
04/02/2012 3.00,"1,26767145",,"1,8691565"
04/02/2012 4.00,"1,26230313","11,48863029","2,13758145"
04/02/2012 5.00,"1,2508407",,"1,60219706"
04/02/2012 6.00,"1,24466736","9,04424286","1,70605513"
04/02/2012 7.00,"1,26208644",,"1,62616775"
04/02/2012 8.00,"1,37648129","11,24419022","2,29131931"
04/02/2012 9.00,"1,58662865",,"4,2578078"
04/02/2012 10.00,"1,59459142","11,24419022","4,28514069"
04/02/2012 11.00,"1,56584505",,"5,12906153"
04/02/2012 12.00,"1,5884577","17,59959984","4,05722082"
04/02/2012 13.00,"1,62589381",,"4,49563121"
04/02/2012 14.00,"1,61458748","25,91053009","5,38567808"
04/02/2012 15.00,"1,39928849",,"3,30804065"
04/02/2012 16.00,"1,38428679","25,17720985","2,97934727"
04/02/2012 17.00,"1,44474679",,"2,55028514"
04/02/2012 18.00,"1,55011638","27,86602974","2,75231524"
04/02/2012 19.00,"1,6657869",,"4,20709204"
04/02/2012 20.00,"1,78352413","20,28841972","4,79702831"
04/02/2012 21.00,"1,8888145",,"5,88560579"
04/02/2012 22.00,"1,81575036","38,62136078","5,85405133"
04/02/2012 23.00,"1,64056232",,"4,89085368"
05/02/2012 0.00,"1,68385722","48,64336014","4,039464"
05/02/2012 1.00,"1,52830991",,"3,8327262"
05/02/2012 2.00,"1,6146667","34,71033096","3,89301803"
05/02/2012 3.00,,,"3,03252518"
05/02/2012 4.00,"1,33169286","41,55463028","2,60034696"
05/02/2012 5.00,"1,29049846",,"2,7872858"
05/02/2012 6.00,"1,26031681","27,86602974","1,90792149"
05/02/2012 7.00,"1,28393136",,"1,85091966"
05/02/2012 8.00,"1,30892177","33,48814011","1,96727056"
05/02/2012 9.00,"1,43289175",,"3,01003626"
05/02/2012 10.00,"1,56873658","20,77729988","4,87794185"
05/02/2012 11.00,"1,34281861",,"4,48154169"
05/02/2012 12.00,"1,33110104","41,31018066","2,80788107"
05/02/2012 13.00,"1,36362202",,"2,55707056"
05/02/2012 14.00,"1,33650781","33,48814011","2,57344426"
05/02/2012 15.00,"1,23440255",,"1,73817301"
05/02/2012 16.00,"1,28638951","24,44388962","1,7589554"
05/02/2012 17.00,"1,22840629",,"1,21834566"
05/02/2012 18.00,"1,33867005","30,55487061","1,61233858"
05/02/2012 19.00,"1,44016601",,"2,36154011"
05/02/2012 20.00,"1,44317521","17,59959984","2,15622713"
05/02/2012 21.00,"1,50078446",,"2,67937905"
05/02/2012 22.00,"1,4702102","20,5328598","2,35547167"
05/02/2012 23.00,"1,45239618",,"2,15376294"
06/02/2012 0.00,"1,32988245","22,97726059","2,02335506"
06/02/2012 1.00,"1,31244124",,"1,57281389"
06/02/2012 2.00,"1,25974712","24,6883297","1,48372266"
06/02/2012 3.00,"1,23294746",,"1,40994744"
06/02/2012 4.00,"1,21578235","27,37714958","1,33972054"
06/02/2012 5.00,"1,17712649",,"0,93683396"
06/02/2012 6.00,"1,18475607","22,73282051","0,96567404"
06/02/2012 7.00,"1,22722615",,"1,16412736"
06/02/2012 8.00,"1,23587744","21,75506973","1,32481437"
06/02/2012 9.00,"1,27675496",,"1,52998497"
06/02/2012 10.00,"1,29812805","16,13297081","1,62832073"
06/02/2012 11.00,"1,23988853",,"1,77621084"
06/02/2012 12.00,"1,24095101","25,42164993","1,68607616"
06/02/2012 13.00,"1,19765379",,"1,45316689"
06/02/2012 14.00,"1,21747393","30,79931068","1,5918562"
06/02/2012 15.00,"1,23424527",,"1,73700346"
06/02/2012 16.00,"1,23621179","30,31043053","1,70421436"
06/02/2012 17.00,"1,26967642",,"2,1941836"
06/02/2012 18.00,"1,23658576","32,02151108","1,99456684"
06/02/2012 19.00,"1,21883116",,"1,82052763"
06/02/2012 20.00,"1,19535408","16,8662796","1,61203755"
06/02/2012 21.00,"1,19124396",,"1,68987364"
06/02/2012 22.00,"1,18332079","23,46614075","1,94152521"
06/02/2012 23.00,"1,18849106",,"1,58406191"
07/02/2012 0.00,"1,19267924","20,04397964","1,69823542"
07/02/2012 1.00,"1,18088245",,"1,81141226"
07/02/2012 2.00,"1,16391422","34,46590042","1,80495228"
07/02/2012 3.00,,,"1,80441937"
07/02/2012 4.00,"1,18626242","31,53263092","1,67405014"
07/02/2012 5.00,"1,18880678",,"1,75776348"
07/02/2012 6.00,"1,19729963","33,73257065","1,92276868"
07/02/2012 7.00,"1,21413155",,"1,75484977"
07/02/2012 8.00,"1,24254357","31,28819084","1,67622449"
07/02/2012 9.00,"1,28741121",,"2,15212455"
07/02/2012 10.00,"1,47081949","32,26594162","2,85496105"
07/02/2012 11.00,"1,50973049",,"3,31703398"
07/02/2012 12.00,"1,45571876","47,42116165","3,7291478"
07/02/2012 13.00,"1,4600048",,"3,09928106"
07/02/2012 14.00,"1,46045682","34,22145081","3,62619079"
07/02/2012 15.00,"1,34712445",,"3,13319496"
07/02/2012 16.00,"1,51952232","39,11024094","2,98489093"
07/02/2012 17.00,"1,50939614",,"3,40088156"
07/02/2012 18.00,"1,52770178","24,6883297","3,35031836"
07/02/2012 19.00,"1,47549813",,"3,66807085"
07/02/2012 20.00,"1,67186354","41,06575012","3,85254855"
07/02/2012 21.00,"1,53643113",,"3,82113647"
07/02/2012 22.00,"1,58031668","41,55463028","3,91497913"
07/02/2012 23.00,"1,3703464",,"3,30252139"
08/02/2012 0.00,"1,3280336","35,19921112","2,6413402"
08/02/2012 1.00,"1,29089107",,"2,53021464"
08/02/2012 2.00,"1,16057184","40,33243179","1,19011984"
08/02/2012 3.00,"1,1372532",,"0,72206186"
