
Stat, Viale Romagna,,,,,
,NO2,NOX,CO,O3
21/09/2012 1.00,"6,32483482","14,66359644","0,26070021","70,09211055"
21/09/2012 2.00,"3,22043131","11,69352432","0,24504261","73,34643435"
21/09/2012 3.00,"2,09108939","10,50549547","0,25530626","72,8909958"
21/09/2012 4.00,"2,63126572","10,99056222","0,24315065","59,36288085"
21/09/2012 5.00,"5,29476202","13,96971443","0,25951307","51,59602665"
21/09/2012 6.00,"11,4996915","19,99544744","0,28268725","49,7229012"
21/09/2012 7.00,"22,80342976","34,44892464","0,35072092","47,9403288"
21/09/2012 8.00,"32,55367376","57,00591672","0,48000913","48,5106594"
21/09/2012 9.00,"9,26550802","21,4934612","0,32637475","79,07527635"
21/09/2012 10.00,"8,52937273","21,20941448","0,30695886","83,23237755"
21/09/2012 11.00,"6,60588161","17,43782431","0,2888769","88,58955105"
21/09/2012 12.00,"8,99219718","21,87995288","0,3042048","90,67217145"
21/09/2012 13.00,"12,80565442","28,25978064","0,34778862","89,8369647"
21/09/2012 14.00,"6,56978305","17,29515852","0,2877119","96,90913995"
21/09/2012 15.00,"5,76145254","15,45604778","0,28317655","97,78083525"
21/09/2012 16.00,"7,50832458","17,14989623","0,28021279","98,52145905"
21/09/2012 17.00,"10,89247471","20,9993048","0,29517256","98,30655765"
21/09/2012 18.00,"11,99088047","21,07972352","0,33983633","94,7022111"
21/09/2012 19.00,"21,18547624","31,18445232","0,38448728","83,1229119"
21/09/2012 20.00,"20,7625992","29,44390136","0,36498285","82,72692435"
21/09/2012 21.00,"16,23236567","24,99658936","0,33006198","81,5471013"
21/09/2012 22.00,"14,68402807","23,42593872","0,33530448","80,35917855"
21/09/2012 23.00,"17,5615288","26,06788296","0,34156868","72,49097835"
22/09/2012 0.00,"21,08234296","29,65273","0,36471607","53,8786458"
22/09/2012 1.00,"12,07210223","20,54407672","0,3332168","59,1452862"
22/09/2012 2.00,,,"0,33255042","58,91959185"
22/09/2012 3.00,"14,14750366","24,79556168",,"56,9018688"
22/09/2012 4.00,"13,56340678","24,36754136","0,24627052","58,03844025"
22/09/2012 5.00,"13,45476121","24,19245952","0,25937211",
22/09/2012 6.00,"16,96448386","27,90829768","0,24678312","45,04145415"
22/09/2012 7.00,"27,9805904","42,36825656","0,34695448","46,6523967"
22/09/2012 8.00,"64,08110064","109,82390336","0,73537713","33,08238675"
22/09/2012 9.00,"23,3243924","41,0920348","0,31926359","83,48103435"
22/09/2012 10.00,"11,32285444","24,3934872","0,26679549","100,24996695"
22/09/2012 11.00,"9,83768932","22,029108","0,27542814","111,3656481"
22/09/2012 12.00,"13,02148098","26,58926624","0,31608664","118,3473102"
22/09/2012 13.00,"13,10456502","27,27666848","0,29102865","121,2056265"
22/09/2012 14.00,"5,8448406","16,97221025","0,2226315","124,71138015"
22/09/2012 15.00,"4,22673986","14,72974017","0,21090694","124,5181245"
22/09/2012 16.00,"4,52283791","15,45215686","0,21335461","120,89346885"
22/09/2012 17.00,"5,0485729","15,94241278","0,22393048","116,117379"
22/09/2012 18.00,"14,65747804","25,558182","0,27302824","97,8713883"
22/09/2012 19.00,"26,60917016","38,2659076","0,40780243","74,5586961"
22/09/2012 20.00,"41,73955272","53,58450744","0,4872729","54,5597787"
22/09/2012 21.00,"42,0118024","54,15776328","0,57425646","35,689353"
22/09/2012 22.00,"51,37786824","63,62306192","0,59901271","30,8105805"
22/09/2012 23.00,"25,75410464","36,787358","0,50296312","49,37559165"
23/09/2012 0.00,"43,29247912","63,81114536","0,5560778","32,29448145"
23/09/2012 1.00,"86,81631024","174,42881552","0,75764494","6,71135157"
23/09/2012 2.00,"53,28482056","77,04287368","0,61910314","13,17943883"
23/09/2012 3.00,"37,48470264","51,95808376","0,49665115","22,7761569"
23/09/2012 4.00,"26,80855352","37,90276144","0,46669434","35,3744622"
23/09/2012 5.00,"12,99336502","23,95122248","0,43318079","36,8705127"
23/09/2012 6.00,"6,69734786","17,37686784","0,380023","37,7868162"
23/09/2012 7.00,"7,15108076","17,94364391","0,33130853","49,2336873"
23/09/2012 8.00,"13,15824251","26,11847448","0,36677695","58,79662005"
23/09/2012 9.00,"4,32132076","15,4339986","0,29262936","85,1554977"
23/09/2012 10.00,"1,92484673","12,4613319","0,28431709","99,81613425"
23/09/2012 11.00,"1,90588734","12,74147814","0,28445106","111,61839465"
23/09/2012 12.00,"1,16670814","11,62608043","0,26427443","118,6418919"
23/09/2012 13.00,,,"0,26060701","122,2111065"
23/09/2012 14.00,,,"0,24967581","118,2230217"
23/09/2012 15.00,,,"0,22774236","111,6372873"
23/09/2012 16.00,"1,24914593","11,80765734","0,23668373","113,25225975"
23/09/2012 17.00,"2,50639109","12,99179526","0,25029443","109,06950285"
23/09/2012 18.00,"5,74770335","16,24071729","0,25750578","95,7955509"
23/09/2012 19.00,"18,43815977","29,10021936","0,34935438","69,01365345"
23/09/2012 20.00,"33,29885664","44,23461712","0,39997945","44,2819377"
23/09/2012 21.00,"19,09255324","29,90302992","0,29449569","47,7660057"
23/09/2012 22.00,"16,17332694","26,89535832","0,28761753","40,37486985"
23/09/2012 23.00,"11,12347682","21,73339808","0,26176502","47,23487685"
24/09/2012 0.00,"1,5320378","12,32385336","0,20500971","55,40851155"
24/09/2012 1.00,,,"0,20954972","46,10099865"
24/09/2012 2.00,,,"0,21189603","41,9317479"
24/09/2012 3.00,"2,33467819","9,28244643",,"40,430271"
24/09/2012 4.00,"1,55321894","8,66119748","0,23972788","37,9679223"
24/09/2012 5.00,"5,60190188","12,25122222","0,22612068",
24/09/2012 6.00,"7,50634566","13,93988341","0,22079546","49,7148015"
24/09/2012 7.00,"11,50769704","17,64404307","0,22605777","51,90146115"
24/09/2012 8.00,"12,37164189","19,9305924","0,26738265","54,21111255"
24/09/2012 9.00,"9,98964743","17,38983502","0,26520526","69,03527925"
24/09/2012 10.00,"5,78424167","13,1357593","0,22458987","78,682002"
24/09/2012 11.00,"6,4933432","13,6221243","0,2405492","84,1283919"
24/09/2012 12.00,"7,75959579","14,9606027","0,23408928","88,1138433"
24/09/2012 13.00,"8,1141456","14,99432464","0,21447767","86,93537685"
24/09/2012 14.00,"7,81892898","14,32897541","0,18922047","83,30671125"
24/09/2012 15.00,"8,74510178","15,0838158","0,1906872","74,5384269"
24/09/2012 16.00,"5,78858191","12,49505384","0,19328399","72,27607695"
24/09/2012 17.00,"4,02885359","10,99186047","0,19048566","69,40287795"
24/09/2012 18.00,"4,33854214","10,69615055","0,22869533","65,23767705"
24/09/2012 19.00,"3,50209186","10,22145831","0,22215152","62,7550392"
24/09/2012 20.00,"1,20185261","8,22671078","0,22308119","64,5578808"
24/09/2012 21.00,,,"0,21275696","65,0714337"
24/09/2012 22.00,,,"0,19531808","66,10394595"
24/09/2012 23.00,,,"0,18648971","67,11485235"
25/09/2012 0.00,,,"0,17992377","68,547402"
25/09/2012 1.00,,,"0,18719919","70,4367468"
25/09/2012 2.00,,,"0,19003597","67,9824978"
25/09/2012 3.00,,,"0,19016878","69,5758644"
25/09/2012 4.00,,,"0,18939522","69,4299102"
25/09/2012 5.00,,,"0,1863569","62,7064011"
25/09/2012 6.00,"9,10052154","15,24334352","0,21274182","47,1524235"
25/09/2012 7.00,"19,42068112","26,34154752","0,25229007","37,8516936"
25/09/2012 8.00,"35,12366944","46,68069608","0,42750491","31,74848985"
25/09/2012 9.00,"42,12206744","54,89573792","0,5032835","35,30417835"
25/09/2012 10.00,"10,27762714","19,16797208","0,2695577","71,9571363"
25/09/2012 11.00,"7,03312948","15,85940522","0,24248077","86,3745225"
25/09/2012 12.00,"11,83330873","20,69451288","0,25115886","91,4695131"
25/09/2012 13.00,"23,62754","34,15323384","0,27572754","93,4034661"
25/09/2012 14.00,"7,33268634","14,35102459","0,20992252","98,07817005"
25/09/2012 15.00,"7,3037444","13,92950698","0,21797966","87,0664683"
25/09/2012 16.00,"9,53234866","16,43915421","0,30542456","89,1004107"
25/09/2012 17.00,"6,53241492","13,33938348","0,27211022","92,73448275"
25/09/2012 18.00,"17,97933713","23,88506728","0,32233803","78,09680865"
25/09/2012 19.00,"21,46839488","26,59186656","0,34881848","67,27568925"
25/09/2012 20.00,"15,6639013","21,53107024","0,32469249","67,9811412"
25/09/2012 21.00,"8,67708811","14,88537888","0,26576097","69,7501875"
25/09/2012 22.00,"6,30810864","13,00217169","0,24178876","66,9851175"
25/09/2012 23.00,"2,93481102","9,90369921","0,2306467","67,29324525"
26/09/2012 0.00,"2,49487702","9,55092182","0,23304777","65,422833"
26/09/2012 1.00,"4,21698101","10,89847839","0,23349513","55,25984415"
26/09/2012 2.00,"9,46578046","16,16808614","0,2508012","38,5314699"
26/09/2012 3.00,"10,21105321","16,53123995",,"33,8837982"
26/09/2012 4.00,"11,26602406","17,35352232","0,30546999","34,408164"
26/09/2012 5.00,"12,45268201","18,16931918","0,26548486",
26/09/2012 6.00,"17,85488314","23,56083032","0,28264648","29,1523365"
26/09/2012 7.00,"29,2366788","38,09992688","0,35314995","24,2654643"
26/09/2012 8.00,"52,43732656","80,4189112","0,61601006","21,38550225"
26/09/2012 9.00,"30,1831188","44,26444432","0,32284713","38,34495735"
26/09/2012 10.00,"10,83912226","19,57522808","0,23181287","59,51154825"
26/09/2012 11.00,"5,57440541","13,42109471","0,20442022","69,4799049"
26/09/2012 12.00,"5,7408278","14,03456182","0,21109101","75,3047064"
26/09/2012 13.00,"12,04748714","22,51806376","0,24629265","71,51115405"
26/09/2012 14.00,"3,7958611","10,95424761","0,17955213","75,13036335"
26/09/2012 15.00,"2,62767881","10,11769981","0,17165343","74,0275872"
26/09/2012 16.00,"3,29080821","10,39914238","0,16955643","72,5477361"
26/09/2012 17.00,"11,29641913","17,99941313","0,23248507","66,72427125"
26/09/2012 18.00,"24,047224","29,18191912","0,42759811","55,1098401"
26/09/2012 19.00,"19,09364308","24,51799664","0,40754496","49,99591695"
26/09/2012 20.00,"25,42200936","30,5593048","0,50837571","36,50293395"
26/09/2012 21.00,"29,49137632","33,80953272","0,42916154","34,08786675"
26/09/2012 22.00,"18,24561563","23,8760044","0,32601826","44,52790125"
26/09/2012 23.00,"16,8216173","22,3312996","0,28243095","46,3672314"
27/09/2012 0.00,"12,84052356","18,76462994","0,27792473","46,7794383"
27/09/2012 1.00,"20,82296104","25,97320072","0,33015518","34,35004965"
27/09/2012 2.00,"9,29067568","15,50144249","0,37813221","35,8853019"
27/09/2012 3.00,"5,7393785","12,34849522","0,26364766","40,71812955"
27/09/2012 4.00,"6,66844798","13,23692322","0,21881962","46,82538315"
27/09/2012 5.00,"6,33415582","12,6753325","0,20827637","47,733567"
27/09/2012 6.00,"12,65818377","18,93583042","0,22718083","36,6407685"
27/09/2012 7.00,"36,79946096","45,29420928","0,28220145","25,78044735"
27/09/2012 8.00,"29,95012248","42,67953016","0,33927247","34,6622472"
27/09/2012 9.00,"15,52208635","25,43625376","0,23347882","52,13527515"
27/09/2012 10.00,"6,20825444","13,89449062","0,23103232","70,0029141"
27/09/2012 11.00,"4,75097775","12,09558542","0,23154026","79,32393315"
27/09/2012 12.00,"7,38912667","16,0824859","0,22947355","82,81207095"
27/09/2012 13.00,"9,28488806","18,14986267","0,24696719","84,7487172"
27/09/2012 14.00,"3,43697105","10,44842801","0,19770866","91,0721889"
27/09/2012 15.00,"5,55414586","12,57287224","0,19885152","91,731696"
27/09/2012 16.00,"6,57293594","13,92691431","0,20434916","85,34201025"
27/09/2012 17.00,"15,90268716","22,77876496","0,25740792","79,55774715"
27/09/2012 18.00,"19,13269568","24,77739768","0,30341726","68,01491655"
27/09/2012 19.00,"17,15157497","22,79172832","0,30644859","61,69008825"
27/09/2012 20.00,"25,80261208","30,7149416","0,35208164","50,1364647"
27/09/2012 21.00,"44,2320168","47,38236184","0,37325319","29,2050444"
27/09/2012 22.00,"57,02767528","63,14190712","0,42244531","16,9621703"
27/09/2012 23.00,"37,61710864","42,5407572","0,44526184","19,67185112"
28/09/2012 0.00,"31,18598192","36,81072264","0,50655132","16,76620943"
28/09/2012 1.00,"8,87100506","15,33413102","0,44423897","29,36450475"
28/09/2012 2.00,"7,2632253","13,92561606","0,36595912","27,34137525"
28/09/2012 3.00,"7,35294781","14,09033295",,"22,98968175"
28/09/2012 4.00,"7,7263117","14,30303722","0,31062162","24,4627698"
28/09/2012 5.00,"5,8479151","12,51710302","0,27407557",
28/09/2012 6.00,"21,47564136","37,02083232","0,35817692","7,6371014"
28/09/2012 7.00,"22,59138896","47,67547144","0,44162471","9,40346043"
28/09/2012 8.00,"22,65794568","50,2538608","0,52969288","13,20105864"
28/09/2012 9.00,"24,33519032","51,32647368","0,3777431","19,37722553"
28/09/2012 10.00,"21,99081064","38,2724084","0,31434846","38,5936341"
28/09/2012 11.00,"17,86211814","28,90825456","0,28537724","59,5236978"
28/09/2012 12.00,"16,65954089","25,85777328","0,28822333","79,6253178"
28/09/2012 13.00,"9,05913248","16,66093665","0,26162638","102,85826985"
28/09/2012 14.00,"3,29370298","10,25906926","0,2291357","108,3478116"
28/09/2012 15.00,"4,72782534","12,13968187","0,20288475","85,68662655"
28/09/2012 16.00,"5,62071405","13,07999009","0,21834547","85,97179185"
28/09/2012 17.00,"11,4469203","17,84637282","0,26050216","74,7451887"
28/09/2012 18.00,"25,25268264","30,61894008","0,29823767","57,46272315"
28/09/2012 19.00,"58,5992628","61,10954672","0,45227281","27,71033055"
28/09/2012 20.00,"79,11546256","92,18505328","0,72929699","10,51570685"
28/09/2012 21.00,"60,250466","64,68139216","0,76927164","19,40155655"
28/09/2012 22.00,"51,21737496","63,86173688","0,5975285","26,057493"
28/09/2012 23.00,"60,249032","80,06350864","0,66248191","13,19160434"
29/09/2012 0.00,"70,56572512","123,56275144","0,76794121","6,07211168"
29/09/2012 1.00,"60,72079888","100,21333096","0,74961692","6,99245505"
29/09/2012 2.00,"39,43182608","45,21769104","0,66447756","10,84005195"
29/09/2012 3.00,"28,41035064","33,42174088","0,57148609","13,54973277"
29/09/2012 4.00,"38,76469104","44,05173432","0,65174527","9,09397608"
29/09/2012 5.00,"36,33348744","41,53041816","0,63031626","8,57636735"
29/09/2012 6.00,"30,24533528","43,39287824","0,57725284","8,2141751"
29/09/2012 7.00,"36,3826832","72,31927768","0,73284675","8,83990086"
29/09/2012 8.00,"61,12164968","121,61080976","1,13849043","12,51316668"
29/09/2012 9.00,"66,93195","102,66591072","0,79793297","38,15172165"
29/09/2012 10.00,"13,37162554","21,7567436","0,31204758","74,4559935"
29/09/2012 11.00,"6,02301988","13,09295918","0,32689318","90,031557"
29/09/2012 12.00,"6,21838613","13,63509531","0,31297376","97,484877"
29/09/2012 13.00,"10,83766914","20,57390392","0,28874642","103,24749435"
29/09/2012 14.00,"7,54541738","14,1668531","0,2587698","114,4037937"
29/09/2012 15.00,"6,28061217","13,09944278","0,25751859","110,7885744"
29/09/2012 16.00,"2,63346643","9,66635309","0,24542939","85,56904125"
29/09/2012 17.00,"8,75089131","15,35358562","0,27770222","75,5236377"
29/09/2012 18.00,"25,14704464","31,03009656","0,392605","64,83899625"
29/09/2012 19.00,"49,02784816","51,95808376","0,57796349","44,83197915"
29/09/2012 20.00,"60,47621584","62,6153232","0,62512502","39,09368085"
29/09/2012 21.00,"46,86002256","49,52106768","0,59894864","45,69150495"
29/09/2012 22.00,"41,86157656","45,20214648","0,56798061","37,59220395"
29/09/2012 23.00,"61,19981224","66,65409816","0,64091893","24,28032705"
30/09/2012 0.00,"16,45549416","21,86698952","0,40182831","63,06588015"
30/09/2012 1.00,"23,98787552","28,72539088","0,4133187","53,26779675"
30/09/2012 2.00,"36,45069304","40,08169576","0,41207681","40,5059613"
30/09/2012 3.00,"23,04579488","28,12228872",,"47,45380815"
30/09/2012 4.00,"13,96784832","19,74642856","0,25905057","52,2001326"
30/09/2012 5.00,"7,83050614","14,3769647","0,23984438",
30/09/2012 6.00,"8,12572467","14,49887955","0,22263267","49,241787"
30/09/2012 7.00,"10,20093108","17,18491451","0,25149671","40,32080535"
30/09/2012 8.00,"11,60465647","20,54535776","0,38181943","41,78984355"
30/09/2012 9.00,"8,02008094","16,26276456","0,27555396","53,05832175"
30/09/2012 10.00,"6,92893313","14,73363109","0,27987378","69,7637136"
30/09/2012 11.00,"2,18161877","9,18128442","0,23446208","80,08346955"
30/09/2012 12.00,"1,34483197","8,49518426","0,17414071","81,0713736"
30/09/2012 13.00,,,"0,15863339","75,8047332"
30/09/2012 14.00,,,"0,15362739","74,2438053"
30/09/2012 15.00,,,"0,14899768","70,8448839"
30/09/2012 16.00,,,"0,14481067","69,59344035"
30/09/2012 17.00,"9,04659167","15,43270226","0,21866701","67,3662423"
30/09/2012 18.00,"26,65350944","31,21687984","0,37309125","67,40811735"
30/09/2012 19.00,"24,1745632","28,96272744","0,37663635","63,09831885"
30/09/2012 20.00,"31,59553232","35,7822196","0,36879473","55,51392735"
30/09/2012 21.00,"21,154368","26,22742024","0,31323588","65,64988395"
30/09/2012 22.00,"18,7318487","24,00959584","0,28718415","57,37083345"
30/09/2012 23.00,"45,65888504","49,44975008","0,3525791","21,4287339"
01/10/2012 0.00,"28,28012432","32,65261976","0,32725782","36,43267005"
01/10/2012 1.00,"17,33101617","22,612746","0,32196406","44,52518805"
01/10/2012 2.00,"12,88249196","18,73739159","0,32958433","36,635382"
01/10/2012 3.00,"7,48319134","13,60656062","0,30238158","44,47654995"
01/10/2012 4.00,"5,51507222","12,10725818","0,28483668","42,6736884"
01/10/2012 5.00,"6,6916023","12,94640056","0,24163964","33,81758415"
01/10/2012 6.00,"21,04004952","29,94065808","0,28964347","16,58376069"
01/10/2012 7.00,"12,88103884","20,41956728","0,26383639","31,2160044"
01/10/2012 8.00,"11,9418415","22,39873584","0,26959498","34,7663064"
01/10/2012 9.00,"18,97931122","31,607272","0,34867984","40,4829789"
01/10/2012 10.00,"10,65243841","19,75032904","0,3197261","53,88812205"
01/10/2012 11.00,"6,98392607","14,70250564","0,24925991","65,0525211"
01/10/2012 12.00,"7,20244473","15,14736686","0,27544328","77,34676845"
01/10/2012 13.00,"8,69011074","17,00204127","0,32608467","88,8598536"
01/10/2012 14.00,,,"0,22420542","75,4290348"
01/10/2012 15.00,,,"0,19895171","69,47721165"
01/10/2012 16.00,"3,58617206","10,81287815","0,2158314","72,37067985"
01/10/2012 17.00,"9,40644919","17,04224681","0,23747477","60,00211875"
01/10/2012 18.00,"18,79552786","24,48298792","0,2851023","45,54555075"
01/10/2012 19.00,"18,90261707","24,40126904","0,30384365","39,46127955"
01/10/2012 20.00,"8,85508575","15,14736686","0,25645961","44,07922575"
01/10/2012 21.00,"4,8059707","11,48211639","0,22462598","46,5564372"
01/10/2012 22.00,"1,6876115","8,4835115","0,19505246","45,8009706"
01/10/2012 23.00,"3,29857475","10,16179626","0,20566328","46,89836025"
02/10/2012 0.00,"2,60437918","9,44197606","0,19764458","47,83221975"
02/10/2012 1.00,,,"0,19361252","48,41874975"
02/10/2012 2.00,"5,62466998","12,2538168","0,19793234","40,31944875"
02/10/2012 3.00,,,,"53,54079255"
02/10/2012 4.00,,,"0,10435604","44,38059045"
02/10/2012 5.00,"1,63334512","8,04902479","0,11860865",
02/10/2012 6.00,"6,96511199","13,46000391","0,14217893","32,73777045"
02/10/2012 7.00,"15,36868277","23,03814688","0,20215313","24,82496205"
02/10/2012 8.00,"39,40142528","70,01197168","0,48650284","21,72604875"
02/10/2012 9.00,"15,79125389","28,74483592","0,27164072","53,60431335"
02/10/2012 10.00,"5,44560926","13,63250073","0,28159798","74,47759935"
02/10/2012 11.00,"5,41709943","14,30822447","0,22018617","84,24867045"
02/10/2012 12.00,"8,80443496","17,96439676","0,22893648","88,92742425"
02/10/2012 13.00,"12,97076518","23,57769416","0,2610101","91,96684665"
02/10/2012 14.00,"10,72044825","19,99284712","0,20542795","87,01645365"
02/10/2012 15.00,"7,32690063","16,14603696","0,19177065","89,81128905"
02/10/2012 16.00,"7,99547923","15,78547774","0,19043906","93,11153775"
02/10/2012 17.00,"6,13010909","13,09036651","0,19445947","92,31553275"
02/10/2012 18.00,"15,58576169","21,5232884","0,24468961","82,0471281"
02/10/2012 19.00,"17,73766415","23,71516696","0,26982216","79,1414904"
02/10/2012 20.00,"13,1516595","20,0356568","0,24903739","75,2087469"
02/10/2012 21.00,"16,20657853","21,7476616","0,21795053","59,4088257"
02/10/2012 22.00,"5,94197976","12,70905444","0,20768222","63,58078965"
02/10/2012 23.00,"3,52814094","10,19032904","0,20034272","67,7108586"
03/10/2012 0.00,"4,14028304","10,97759313","0,20423033","62,0955321"
03/10/2012 1.00,"4,2835492","11,07616438","0,19256052","59,8088631"
03/10/2012 2.00,"3,97096779","10,82325266","0,17109307","57,5843583"
03/10/2012 3.00,"2,81324988","9,851819","0,17507737","54,59898045"
03/10/2012 4.00,"1,4771959","8,5807845","0,17114549","58,077642"
03/10/2012 5.00,"1,74105955","8,71567036","0,17125267","63,3550953"
03/10/2012 6.00,"6,07801282","12,43928462","0,1886636","60,13997325"
03/10/2012 7.00,"24,16588272","31,72528064","0,25944783","44,2805811"
03/10/2012 8.00,"37,35373064","54,5222096","0,39287645","47,74978635"
03/10/2012 9.00,"13,79273971","24,74887064","0,26475441","71,78550645"
03/10/2012 10.00,"10,21105321","18,62325858","0,23222994","79,0158054"
03/10/2012 11.00,"11,74213692","21,22239696","0,2346345","86,4137043"
03/10/2012 12.00,"11,4179707","21,60758848","0,22867902","92,03308065"
03/10/2012 13.00,"13,17625546","25,55558168","0,25280966","95,30767365"
03/10/2012 14.00,"4,54258887","13,07350458","0,1848389","101,636472"
03/10/2012 15.00,"2,87658679","11,46006912","0,19516896","99,69990555"
03/10/2012 16.00,"5,77266451","13,64287715","0,21870429","94,73058"
03/10/2012 17.00,"7,97521968","15,4534532","0,22556497","91,27897065"
03/10/2012 18.00,"8,26754345","14,7530876","0,24641148","90,2518449"
03/10/2012 19.00,"13,01129002","18,92804858","0,26186171","81,59575935"
03/10/2012 20.00,"23,99800912","28,86676416","0,31855178","71,60711355"
03/10/2012 21.00,"24,68539224","29,48931136","0,31486921","72,32742825"
03/10/2012 22.00,"18,49017764","23,8396764","0,30599424","72,7342287"
03/10/2012 23.00,"12,20377785","18,16931918","0,28500677","75,50877495"
04/10/2012 0.00,"6,04906706","12,33033886","0,24902924","79,2293502"
04/10/2012 1.00,"4,05490077","10,69355597","0,2491003","77,9792433"
04/10/2012 2.00,"1,97535221","9,02953663","0,22064751","76,8602478"
04/10/2012 3.00,"2,33858632","9,10216778",,"72,86260695"
04/10/2012 4.00,"1,58004047","8,67027566","0,20402995","75,1898343"
04/10/2012 5.00,"4,97818071","11,44191086","0,20757271",
04/10/2012 6.00,"10,90134448","17,13433255","0,23144007","62,5658334"
04/10/2012 7.00,"29,2902148","36,25173032","0,28543316","48,0876396"
04/10/2012 8.00,"46,92080504","68,7214864","0,46361874","43,5426705"
04/10/2012 9.00,"22,67821288","38,09992688","0,32121147","68,23927425"
04/10/2012 10.00,"9,94768094","18,99419422","0,24414905","85,72987815"
04/10/2012 11.00,"6,68147062","15,74397586","0,2170197","97,53756495"
04/10/2012 12.00,"7,23138667","17,40540062","0,21704882","99,9161436"
04/10/2012 13.00,"15,92294671","27,90569736","0,27071688","99,8607225"
04/10/2012 14.00,"5,9760363","15,02156108","0,20067941","106,85449425"
04/10/2012 15.00,"4,0028045","12,60918686","0,18780849","107,7964335"
04/10/2012 16.00,"4,25316178","11,79598458","0,21056909","106,77477405"
04/10/2012 17.00,"9,26173182","16,58571283","0,24202293","103,37992245"
04/10/2012 18.00,"13,41503941","19,80608296","0,27957321","98,1416709"
04/10/2012 19.00,"15,8882095","22,09006256","0,28853322","86,44344975"
04/10/2012 20.00,"24,01391696","29,00553712","0,31368441","74,89116285"
04/10/2012 21.00,"22,8171388","27,80323328","0,33056992","72,6612516"
04/10/2012 22.00,"22,9213428","27,81101512","0,32158078","68,1798033"
04/10/2012 23.00,"16,11830914","21,75544344","0,33862939","67,5621912"
05/10/2012 0.00,"12,91721962","18,95398869","0,3251084","69,6555846"
05/10/2012 1.00,"7,54975953","13,88411419","0,25219338","78,82526295"
05/10/2012 2.00,"3,5115467","10,46658436","0,2219791","82,87559175"
05/10/2012 3.00,"3,07807909","9,98540853","0,23396462","79,9712907"
05/10/2012 4.00,"5,25892732","11,98404698","0,25005327","63,56862015"
05/10/2012 5.00,"8,18650333","14,75178935","0,26234868","48,4863204"
05/10/2012 6.00,"23,67818888","28,54380824","0,28624516","46,637514"
05/10/2012 7.00,"51,1681792","62,56605096","0,41659235","27,28866735"
05/10/2012 8.00,"70,04910272","116,63691384","0,68533222","24,39112935"
05/10/2012 9.00,"23,09644376","36,15442864","0,32857777","70,95570615"
05/10/2012 10.00,"8,8261419","17,38724235","0,24106413","90,39917565"
05/10/2012 11.00,"6,21259659","14,60133981","0,22403067","98,22005445"
05/10/2012 12.00,"6,32402604","15,2394526","0,2282969","101,304105"
05/10/2012 13.00,"13,11837731","24,44796008","0,2598684","99,26878605"
05/10/2012 14.00,"3,78394742","12,15784014","0,19124873","102,2919492"
05/10/2012 15.00,"4,57298011","13,00087344","0,20879829","103,3379676"
05/10/2012 16.00,"5,19235722","12,81021836","0,22405979","103,31775825"
05/10/2012 17.00,"5,75819258","13,27972334","0,22590515","99,57557715"
05/10/2012 18.00,"12,42953151","18,72442441","0,28245192","95,88067755"
05/10/2012 19.00,"19,41200064","24,99398904","0,30535932","90,79107345"
05/10/2012 20.00,"24,1745632","29,56452944","0,34534445","82,2268776"
05/10/2012 21.00,"18,0647194","23,4298392","0,30045933","83,213445"
05/10/2012 22.00,"7,65395397","14,1046003","0,25641417","90,8072928"
05/10/2012 23.00,"9,18648315","15,5701808","0,26459131","78,6171246"
06/10/2012 0.00,"13,47871474","19,3443732","0,30704158","52,7569371"
06/10/2012 1.00,"6,58017094","13,00995162","0,28546228","56,7423885"
06/10/2012 2.00,"4,58021512","11,36409246","0,26779506","64,8146772"
06/10/2012 3.00,"3,54550573","10,43026974",,"62,70909435"
06/10/2012 4.00,"4,55272056","11,0800553","0,29199793","69,6272157"
06/10/2012 5.00,"4,7480849","11,4886019","0,2409488",
06/10/2012 6.00,"6,98826631","13,5248513","0,21531763","64,5524943"
06/10/2012 7.00,"18,56253919","25,22356288","0,27792357","51,2162784"
06/10/2012 8.00,"43,20598024","61,74893864","0,40349542","48,92013315"
06/10/2012 9.00,"14,39330656","24,12242296","0,2686758","75,9547572"
06/10/2012 10.00,"4,58745204","12,21750027","0,21394526","98,67279975"
06/10/2012 11.00,"4,3009159","12,20064026","0,20335075","102,00002085"
06/10/2012 12.00,"8,28201538","17,66738859","0,22013957","105,44494695"
06/10/2012 13.00,"11,55689854","21,85142584","0,24309822","107,82893205"
06/10/2012 14.00,"3,7220579","11,34333961","0,19288905","112,7306271"
06/10/2012 15.00,"3,26475912","10,99445314","0,18093382","114,7456968"
06/10/2012 16.00,"5,62939644","13,17985576","0,19606251","112,17922905"
06/10/2012 17.00,"9,64667478","16,08637682","0,22134185","113,51719575"
06/10/2012 18.00,"7,53818237","14,32508449","0,24280348","103,37716935"
06/10/2012 19.00,"16,35563805","22,1160084","0,28008348","89,4599097"
06/10/2012 20.00,"26,4263256","31,16758848","0,32656115","77,0778225"
06/10/2012 21.00,"36,87326416","40,0985596","0,37134026","53,90839125"
06/10/2012 22.00,"37,414494","40,69646112","0,40925285","44,88468705"
06/10/2012 23.00,"40,6966332","44,32537976","0,45221572","44,69548125"
07/10/2012 0.00,"31,76772704","35,91192968","0,43392406","39,39775875"
07/10/2012 1.00,"32,3842132","36,2906204","0,50735867","29,08476585"
07/10/2012 2.00,"42,02510992","47,74422696","0,50939625","17,28652737"
07/10/2012 3.00,"35,1395964","39,28276656","0,46253646","22,20448965"
