
Stat, Viale Romagna,,,,,
,NO2,NOX,CO,O3
26/03/2012 13.00,"17,83405381","26,92906688","0,36324351","102,0189933"
26/03/2012 14.00,"9,2732956","14,2018733","0,28732395","108,09374835"
26/03/2012 15.00,"10,69705302","16,4521233","0,30544902","109,0114284"
26/03/2012 16.00,"8,93325405","13,78295027","0,29341807","108,90874575"
26/03/2012 17.00,"11,42386158","16,13566245","0,33995283","109,0127451"
26/03/2012 18.00,"18,21173308","22,35724544","0,41840393","99,99588375"
26/03/2012 19.00,"20,89703192","24,87336096","0,49261326","94,5981519"
26/03/2012 20.00,"17,77305145","21,7294976","0,35157487","98,0457114"
26/03/2012 21.00,"12,72173674","16,55718006","0,3112414","97,80381765"
26/03/2012 22.00,"9,53287063","13,08647368","0,29417066","98,44305555"
26/03/2012 23.00,"9,02150814","12,69738168","0,29029354","98,5782168"
27/03/2012 0.00,"9,2447437","12,86988041","0,28139527","95,5955322"
27/03/2012 1.00,"8,35310545","12,26808223","0,29108457","88,54765605"
27/03/2012 2.00,"7,04095721","10,75710702","0,29364524","81,9687645"
27/03/2012 3.00,"4,50880766","7,90506075","0,2804155","87,8205783"
27/03/2012 4.00,"3,53280814","7,27862263","0,25993946","88,02329025"
27/03/2012 5.00,"5,94684962","9,61317654","0,2733323","83,23776405"
27/03/2012 6.00,"9,92353047","13,46778384","0,27473962","81,58223325"
27/03/2012 7.00,"18,2286103","23,42205736","0,31103287","73,6599885"
27/03/2012 8.00,"17,60952","26,95631288","0,38644215","78,7779615"
27/03/2012 9.00,"12,19090818","22,28200824","0,31766172","88,17331425"
27/03/2012 10.00,"6,84497721","11,5275111","0,3012725","95,0914356"
27/03/2012 11.00,"8,8579767","14,81534232","0,31003446","97,711908"
27/03/2012 12.00,"9,44072179","16,44434146","0,31278503","100,7567568"
27/03/2012 13.00,"13,06437478","22,0796804","0,34644537","101,4703284"
27/03/2012 14.00,"7,50040316","13,33808714","0,29314546","105,44363025"
27/03/2012 15.00,"8,63214655","14,78162038","0,30091717","103,39747845"
27/03/2012 16.00,"10,97350336","16,8762355","0,30166161","100,6945926"
27/03/2012 17.00,"15,76784718","21,17050528","0,35289132","102,5906007"
27/03/2012 18.00,"21,21629768","25,6360004","0,34907827","96,4955964"
27/03/2012 19.00,"26,8918976","30,86279656","0,44282815","88,4179212"
27/03/2012 20.00,"27,0697136","31,44643456","0,41218399","83,7594366"
27/03/2012 21.00,"21,55504672","25,82016424","0,3647417","86,00826045"
27/03/2012 22.00,"13,63154855","17,45468624","0,34889653","95,06847315"
27/03/2012 23.00,"11,77169835","15,5572117","0,34374723","92,68313145"
28/03/2012 0.00,"7,98450818","11,84267562","0,31187749","97,33351635"
28/03/2012 1.00,"7,29793574","10,85438194","0,30629248","93,64400325"
28/03/2012 2.00,,,"0,29826447","93,88053045"
28/03/2012 3.00,"14,35705313","17,86971834",,"97,07671995"
28/03/2012 4.00,"10,13118897","13,86336134","0,21994851","98,31601395"
28/03/2012 5.00,"11,08382576","14,83609326","0,22697346",
28/03/2012 6.00,"15,30580091","19,09665448","0,24228272","86,27315655"
28/03/2012 7.00,"23,08263912","27,9523884","0,28708047","76,27641105"
28/03/2012 8.00,"37,22036864","53,05144184","0,42570032","67,9284333"
28/03/2012 9.00,"20,9035136","29,60732","0,32385602","88,13006265"
28/03/2012 10.00,"15,63027305","22,62700952","0,30831609","95,8996101"
28/03/2012 11.00,"13,4407539","19,43775528","0,30920382","103,0757847"
28/03/2012 12.00,"12,56989334","18,68291871","0,30790717","105,97469925"
28/03/2012 13.00,"13,73667414","21,6516792","0,33984215","108,06541935"
28/03/2012 14.00,"10,7359909","16,11231693","0,27455206","111,9994995"
28/03/2012 15.00,"12,58934986","18,2121193","0,29017005","113,56320045"
28/03/2012 16.00,"10,73988564","15,56628988","0,28535394","116,13635145"
28/03/2012 17.00,"12,76716586","17,42355888","0,2908306","113,6212749"
28/03/2012 18.00,"21,70949808","26,37267488","0,34511611","104,6502387"
28/03/2012 19.00,"25,78481136","29,50227472","0,37709303","92,1533592"
28/03/2012 20.00,"26,0379028","29,80446632","0,38299841","90,27349065"
28/03/2012 21.00,"16,1520177","20,30023936","0,32989422","95,7739251"
28/03/2012 22.00,"12,59065193","16,28481374","0,31093035","94,7657319"
28/03/2012 23.00,"11,70031192","15,1032704","0,29100768","93,59672175"
29/03/2012 0.00,"10,65292788","14,48720679","0,28837362","92,9169255"
29/03/2012 1.00,"10,81256458","14,60652898","0,27752048","84,62708205"
29/03/2012 2.00,"9,50561698","13,08647368","0,37237012","68,0879136"
29/03/2012 3.00,"11,36805794","14,79977673","0,27451827","66,8337369"
29/03/2012 4.00,"10,41282083","14,14091491","0,30072961","68,49874395"
29/03/2012 5.00,"12,55301612","16,62462012","0,30634141","64,1862522"
29/03/2012 6.00,"25,19299","31,1520248","0,35801382","51,804165"
29/03/2012 7.00,"40,15484888","50,9996364","0,47694168","38,14765185"
29/03/2012 8.00,"58,9519312","93,98914","0,78861996","32,33501985"
29/03/2012 9.00,"29,19042752","41,45389992","0,49729423","71,2787166"
29/03/2012 10.00,"18,03003381","25,2196624","0,39762615","91,27897065"
29/03/2012 11.00,"13,6652877","19,0746053","0,37363997","102,86772615"
29/03/2012 12.00,"14,61793023","20,47274","0,3627379","112,05087075"
29/03/2012 13.00,"16,49724842","24,44017824","0,36051158","112,8644517"
29/03/2012 14.00,"11,45631013","16,59479101","0,30041156","120,1231395"
29/03/2012 15.00,"12,10784707","17,47803176","0,28373925","116,3201508"
29/03/2012 16.00,"10,80348067","15,36007112","0,31531191","124,24243545"
29/03/2012 17.00,"9,60036041","13,3303053","0,29614067","110,7507891"
29/03/2012 18.00,"12,0001269","15,72970852","0,31524551","107,02478745"
29/03/2012 19.00,"24,02491096","27,7280152","0,36609892","90,67891455"
29/03/2012 20.00,"21,237062","24,82278856","0,41338977","94,51976835"
29/03/2012 21.00,"19,587484","23,38702952","0,39172077","94,4927361"
29/03/2012 22.00,"9,85863719","13,34846357","0,32642135","103,0528422"
29/03/2012 23.00,"6,86444519","10,37060961","0,29294508","100,2229347"
30/03/2012 0.00,"6,33231838","9,90759013","0,28730764","95,41983255"
30/03/2012 1.00,"5,07467935","8,62747554","0,26891462","95,57931285"
30/03/2012 2.00,,,"0,28580829","96,311817"
30/03/2012 3.00,"13,45762921","17,16935083",,"91,0397502"
30/03/2012 4.00,"12,61012182","16,14992788","0,26686189","87,2462178"
30/03/2012 5.00,"12,16625294","15,8619998","0,2594956",
30/03/2012 6.00,"19,69000544","23,30793008","0,28536326","77,9927694"
30/03/2012 7.00,"53,18159168","72,20124992","0,38510939","27,4427412"
30/03/2012 8.00,"42,62859448","57,79188256","0,48857304","52,9866813"
30/03/2012 9.00,"22,95025224","30,43609552","0,35944677","86,40965445"
30/03/2012 10.00,"11,9261478","16,70114218","0,28293656","105,85711395"
30/03/2012 11.00,"8,74895637","12,67014524","0,26110679","112,35227535"
30/03/2012 12.00,"8,08963758","12,43669004","0,23097407","115,8727521"
30/03/2012 13.00,"9,83138163","14,36269735","0,26049167","118,82437455"
30/03/2012 14.00,"7,94297762","12,27845866","0,22782158","121,71516945"
30/03/2012 15.00,"8,77633238","13,09859958","0,24165479","123,2140728"
30/03/2012 16.00,"7,8339573","11,79598458","0,23838813","123,4098621"
30/03/2012 17.00,"9,13831796","12,87247308","0,24892788","120,9326706"
30/03/2012 18.00,"16,0222254","19,76199224","0,31963989","108,61955055"
30/03/2012 19.00,"25,00089136","28,57623576","0,36416269","93,4953558"
30/03/2012 20.00,"35,97051336","39,63811176","0,40065981","71,9125281"
30/03/2012 21.00,"17,73671771","21,32484192","0,35201174","80,17671585"
30/03/2012 22.00,"11,59777901","15,26668904","0,34648032","78,2535957"
30/03/2012 23.00,"18,07935576","21,92924424","0,355911","63,08614935"
31/03/2012 0.00,"18,79318758","22,64647368","0,35477745","62,17391565"
31/03/2012 1.00,"10,55169704","14,16815135","0,31193225","68,64741135"
31/03/2012 2.00,"8,73987054","12,21361126","0,28511278","66,53506545"
31/03/2012 3.00,"4,99550917","8,45886964","0,25337236","85,92582705"
31/03/2012 4.00,"5,75216978","9,30190294","0,25586779","88,0395096"
31/03/2012 5.00,"5,52244681","9,04380398","0,25772713","87,34215735"
31/03/2012 6.00,"10,24279814","13,76349567","0,27502505","78,0211383"
31/03/2012 7.00,"15,72371249","19,95523808","0,30338464","70,4975544"
31/03/2012 8.00,"16,97226378","22,68018224","0,32467269","77,35486815"
31/03/2012 9.00,"9,53676538","13,82445214","0,31263358","96,30369735"
31/03/2012 10.00,"7,03316963","11,20975199","0,30971059","105,66519495"
31/03/2012 11.00,"6,3556792","10,0917597","0,30041622","115,61461905"
31/03/2012 12.00,"8,5335103","12,74926189","0,30440402","117,3216009"
31/03/2012 13.00,"9,05914778","13,78295027","0,29261771","118,1391519"
31/03/2012 14.00,"5,47442502","9,21111354","0,25487171","115,75526655"
31/03/2012 15.00,"4,32321173","8,06718306","0,24650585","111,9454749"
31/03/2012 16.00,"3,81185115","7,47057405","0,24221748","108,4262151"
31/03/2012 17.00,"4,67234102","8,40828768","0,25133244","103,3150251"
31/03/2012 18.00,"6,73336038","10,47047719","0,25804634","103,25144445"
31/03/2012 19.00,"8,04031754","11,66498963","0,25861136","106,21932615"
31/03/2012 20.00,"9,50561698","12,68570892","0,28209893","93,12235065"
31/03/2012 21.00,"11,84047873","15,51052066","0,30014245","82,41744"
31/03/2012 22.00,"6,41667965","10,08786878","0,27665721","81,27005565"
31/03/2012 23.00,"8,61138032","12,1306037","0,28878603","77,3400054"
01/04/2012 0.00,"8,38685034","12,03073611","0,26910685","86,02852965"
01/04/2012 1.00,"9,0059349","12,73758722","0,25285393","87,98275185"
01/04/2012 2.00,,,"0,25480181","97,69165875"
01/04/2012 3.00,"7,9533617","11,68444423",,"104,5557156"
01/04/2012 4.00,"8,45174362","12,10077267","0,22506868","103,0879542"
01/04/2012 5.00,"7,63408446","10,98018771","0,22211191",
01/04/2012 6.00,"7,85212703","11,37057605","0,23129677","90,88164645"
01/04/2012 7.00,"9,37453026","13,03978264","0,25402476","86,0461056"
01/04/2012 8.00,"7,77944618","11,71427526","0,26036585","93,2669682"
01/04/2012 9.00,"6,94102079","10,67928862","0,28079413","103,7907528"
01/04/2012 10.00,"6,19214775","9,92315381","0,31888963","112,05087075"
01/04/2012 11.00,"5,78331818","9,37972134","0,29373378","115,5741006"
01/04/2012 12.00,"5,78072359","9,51719988","0,27275563","117,8918916"
01/04/2012 13.00,"4,71257332","8,50037151","0,25850418","118,72171185"
01/04/2012 14.00,"4,50231833","8,23967987","0,26875968","121,2205491"
01/04/2012 15.00,"4,66584978","8,32138919","0,23664296","124,53163065"
01/04/2012 16.00,"6,87612751","10,59628297","0,22273053","126,8223096"
01/04/2012 17.00,"11,13444214","14,93985176","0,25229007","123,0422634"
01/04/2012 18.00,"16,32073831","20,17182944","0,2885239","113,30496765"
01/04/2012 19.00,"20,20915168","24,02774072","0,33046507","101,5324926"
01/04/2012 20.00,"19,35645704","23,08095656","0,30577639","89,5842381"
01/04/2012 21.00,"12,31809824","16,03060761","0,28001707","95,0576403"
01/04/2012 22.00,"8,19865982","11,50546191","0,25366244","98,02139235"
01/04/2012 23.00,"6,4322548","9,99319037","0,2392677","101,14596135"
02/04/2012 0.00,"6,18176559","9,70396404","0,24564724","102,78525285"
02/04/2012 1.00,"3,45623445","6,79355397","0,23324931","102,77176665"
02/04/2012 2.00,"2,60353216","6,24882326","0,23399608","102,7312482"
02/04/2012 3.00,"1,88710576","5,40968087","0,21652457","103,881246"
02/04/2012 4.00,"2,51787265","5,96867702","0,21571024","101,81356815"
02/04/2012 5.00,"4,7320413","8,38494025","0,21423185","97,2024249"
02/04/2012 6.00,"12,33367148","16,01893294","0,23845337","81,77143905"
02/04/2012 7.00,"19,72375224","24,7320068","0,29111719","81,4808673"
02/04/2012 8.00,"19,51608992","30,421832","0,34461865","85,25686365"
02/04/2012 9.00,"8,54129596","14,68305104","0,25977869","96,6037254"
02/04/2012 10.00,"6,08053093","11,85564471","0,24239689","97,72677075"
02/04/2012 11.00,"4,23495763","8,6456338","0,23426053","101,112186"
02/04/2012 12.00,"5,73400005","10,82455091","0,23804562","101,68106025"
02/04/2012 13.00,"8,5283173","15,8490307","0,27590812","98,24575005"
02/04/2012 14.00,"4,90725507","9,79864437","0,21414215","98,3038644"
02/04/2012 15.00,"4,46338236","8,91670186","0,22385359","99,66882345"
02/04/2012 16.00,"6,892999","11,90752492","0,24677846","98,62280505"
02/04/2012 17.00,"8,20644549","13,2524869","0,22647018","95,63473395"
02/04/2012 18.00,"10,49718592","14,41068473","0,25995927","91,8168426"
02/04/2012 19.00,"32,55969656","36,434594","0,31888264","63,08886255"
02/04/2012 20.00,"35,6810748","39,8171132","0,37195421","55,5071643"
02/04/2012 21.00,"27,86401576","31,58262632","0,33014819","57,8276286"
02/04/2012 22.00,"26,85685064","30,57876896","0,3563071","53,71511565"
02/04/2012 23.00,"16,13124764","19,96171976","0,31047483","60,07780905"
03/04/2012 0.00,"15,88205859","19,4520188","0,30856656","52,1285121"
03/04/2012 1.00,"6,32323256","9,97243752","0,27849442","61,13599695"
03/04/2012 2.00,,,"0,2435351","81,7660326"
03/04/2012 3.00,"6,33102014","9,77659518",,"89,2490781"
03/04/2012 4.00,"6,86574344","10,41340973","0,15979956","89,3206986"
03/04/2012 5.00,"6,94621187","10,67410137","0,20155782",
03/04/2012 6.00,"7,50689249","11,12804267","0,19168561","86,10150675"
03/04/2012 7.00,"10,60490609","14,38215195","0,16961818","84,97305495"
03/04/2012 8.00,"12,00790874","15,96057105","0,21881729","84,80411835"
03/04/2012 9.00,"10,51016649","14,86462603","0,20374569","88,32062505"
03/04/2012 10.00,"6,82161639","10,52624641","0,17622722","102,6649344"
03/04/2012 11.00,"5,58474359","9,31876296","0,18442649","103,73938155"
03/04/2012 12.00,"5,17072294","8,90891811","0,18077771","103,01232375"
03/04/2012 13.00,"5,53023247","9,5470309","0,16849861","103,4812485"
03/04/2012 14.00,"4,35565837","8,0944195","0,16841473","104,74346505"
03/04/2012 15.00,"4,50750941","8,24357079","0,16681053","108,0086616"
03/04/2012 16.00,"9,47576493","13,77257385","0,32026666","103,83402435"
03/04/2012 17.00,"10,64774062","14,69083097","0,30077271","99,939126"
03/04/2012 18.00,"7,74829587","11,08913347","0,20021807","98,10789555"
03/04/2012 19.00,"7,50040316","11,06708429","0,20073183","97,63759425"
03/04/2012 20.00,"7,56140361","11,00093865","0,18401758","93,7683516"
03/04/2012 21.00,"5,16942469","8,77143958","0,16979992","95,16981915"
03/04/2012 22.00,"3,22910606","6,96475445","0,17485718","94,69816125"
03/04/2012 23.00,"2,57108552","6,3084853","0,17149616","93,2547987"
04/04/2012 0.00,"2,11942523","5,8350894","0,16826328","95,0400843"
04/04/2012 1.00,"1,37833977","5,0115107","0,16722643","97,401087"
04/04/2012 2.00,"1,41597749","5,06338899","0,16531117","98,80119795"
04/04/2012 3.00,"1,40300074","4,99853969","0,16499313","98,0916762"
04/04/2012 4.00,"1,28489268","4,67689158","0,16131406","98,33628315"
04/04/2012 5.00,"2,39717","6,05038634","0,15712821","94,61301465"
04/04/2012 6.00,"4,48285034","8,09182491","0,17276834","91,32760875"
04/04/2012 7.00,"10,08836017","13,97619994","0,21111082","83,08371015"
04/04/2012 8.00,"13,66789185","17,96958402","0,23885646","77,72382345"
04/04/2012 9.00,"13,1578257","17,22382371","0,20447148","74,8735869"
04/04/2012 10.00,"8,88133942","12,96715341","0,19952839","76,2236832"
04/04/2012 11.00,"5,47572135","9,2033317","0,17495621","81,99579675"
04/04/2012 12.00,"5,03444705","9,13718606","0,17409294","85,20954225"
04/04/2012 13.00,"3,33423355","7,58211439","0,15905046","86,18936655"
04/04/2012 14.00,"3,01106349","6,74556468","0,13688517","87,098907"
04/04/2012 15.00,"2,3517447","6,03871358","0,14572752","90,8410881"
04/04/2012 16.00,"2,31021224","6,05298092","0,14166983","92,0817387"
04/04/2012 17.00,"4,38940326","8,12424861","0,15737752","91,39519935"
04/04/2012 18.00,"5,94944612","9,60409837","0,16964148","94,3981332"
04/04/2012 19.00,"6,99942474","10,73246517","0,18192757","94,0386342"
04/04/2012 20.00,"6,6996155","10,43675525","0,18624273","92,6993508"
04/04/2012 21.00,"9,14740187","12,88025492","0,19545555","84,84872655"
04/04/2012 22.00,"4,68401951","8,17353423","0,18008104","88,5314367"
04/04/2012 23.00,"2,29334075","6,02833906","0,16391783","89,83965795"
05/04/2012 0.00,"2,12851106","5,68853078","0,17409993","88,83689115"
05/04/2012 1.00,"1,5808091","5,21643312","0,16929314","87,7908528"
05/04/2012 2.00,,,"0,1731691","87,4975878"
05/04/2012 3.00,"2,46595802","6,15025392",,"84,2135385"
05/04/2012 4.00,"3,69893608","7,24749336","0,17944262","79,5334281"
05/04/2012 5.00,"3,90399999","7,32661001","0,17741785",
05/04/2012 6.00,"5,09155275","8,77792508","0,18203125","82,36878195"
05/04/2012 7.00,"9,73144522","13,39645094","0,19505945","77,97519345"
05/04/2012 8.00,"9,62372314","13,16948125","0,21721192","76,84131525"
05/04/2012 9.00,"8,62436089","12,37702799","0,20833812","76,7629317"
05/04/2012 10.00,"10,9890766","14,94633726","0,20190382","80,5794465"
05/04/2012 11.00,"12,80090501","17,06559233","0,216224","76,5615564"
05/04/2012 12.00,"15,78342042","20,76324928","0,24247145","68,05142505"
05/04/2012 13.00,"12,07539852","16,19402625","0,20186305","69,97588185"
05/04/2012 14.00,"6,88261493","10,95424761","0,21389866","73,2869634"
05/04/2012 15.00,"9,29406183","13,42368738","0,24068551","69,1839267"
05/04/2012 16.00,"12,9955925","17,71018871","0,23117328","63,6064653"
05/04/2012 17.00,"10,16753035","15,16033786","0,20517631","68,337927"
05/04/2012 18.00,"15,29022958","19,3352912","0,23399724","59,9737299"
05/04/2012 19.00,"19,75749904","23,66199424","0,24278833","54,46519575"
05/04/2012 20.00,"18,52841573","22,6244092","0,25890261","55,11117675"
05/04/2012 21.00,"14,29865682","18,01238414","0,22516771","53,44754625"
05/04/2012 22.00,"10,60880083","14,24337517","0,21696028","50,33646345"
05/04/2012 23.00,"9,12793389","12,89841318","0,25184388","44,54007075"
06/04/2012 0.00,"12,06111588","15,92295818","0,27572055","39,27881685"
06/04/2012 1.00,"9,5692101","13,29658336","0,25931386","39,8085891"
06/04/2012 2.00,"3,2615527","6,78966305","0,20262496","64,29164805"
06/04/2012 3.00,"2,83325514","6,52378224","0,20378996","58,25334165"
06/04/2012 4.00,"4,12204065","7,98028648","0,2100996","57,7492251"
06/04/2012 5.00,"6,28689309","9,79086253","0,21879632","53,0502021"
06/04/2012 6.00,"13,07735535","16,82954254","0,23437587","51,1297752"
06/04/2012 7.00,"16,76331469","21,38321528","0,26094486","49,9850841"
06/04/2012 8.00,"20,75816336","30,99898832","0,29428366","50,9527389"
06/04/2012 9.00,"11,13833688","17,27051475","0,28695698","60,78056775"
06/04/2012 10.00,"9,08899983","14,39252646","0,29799652","67,52298945"
06/04/2012 11.00,"6,99293542","12,08520899","0,38463291","70,34483715"
06/04/2012 12.00,"5,6587227","10,3057603","0,25379059","84,2000124"
06/04/2012 13.00,"5,18240334","9,55351641","0,20510641","85,25550705"
06/04/2012 14.00,"3,71970231","7,53282877","0,18453833","87,74083815"
06/04/2012 15.00,"3,85727645","7,60286533","0,1855379","92,42094855"
06/04/2012 16.00,"5,09674383","8,83888346","0,19853231","95,00359575"
06/04/2012 17.00,"9,70938074","13,94636891","0,26024469","90,04103325"
06/04/2012 18.00,"10,91250291","14,71028748","0,2611499","84,24731385"
06/04/2012 19.00,"17,62639531","21,3585696","0,32014433","72,3044658"
