"NetC","ENEL Brindisi"
"Stat","Costa Morena Diga"
,PM10

,,,

05/05/2012 19.00,
05/05/2012 20.00,"17,22561"
05/05/2012 21.00,
05/05/2012 22.00,"30,74311"
05/05/2012 23.00,
06/05/2012 0.00,"23,17968"
06/05/2012 1.00,
06/05/2012 2.00,"13,64841"
06/05/2012 3.00,
06/05/2012 4.00,"14,74019"
06/05/2012 5.00,
06/05/2012 6.00,"10,48907"
06/05/2012 7.00,
06/05/2012 8.00,"15,43447"
06/05/2012 9.00,
06/05/2012 10.00,"13,11084"
06/05/2012 11.00,
06/05/2012 12.00,"7,089947"
06/05/2012 13.00,
06/05/2012 14.00,"4,320988"
06/05/2012 15.00,
06/05/2012 16.00,"2,331773"
06/05/2012 17.00,
06/05/2012 18.00,"8,98589"
06/05/2012 19.00,
06/05/2012 20.00,"8,829195"
06/05/2012 21.00,
06/05/2012 22.00,"17,83408"
06/05/2012 23.00,
07/05/2012 0.00,"15,91609"
07/05/2012 1.00,
07/05/2012 2.00,"14,76326"
07/05/2012 3.00,
07/05/2012 4.00,"12,92904"
07/05/2012 5.00,
07/05/2012 6.00,"9,53568"
07/05/2012 7.00,
07/05/2012 8.00,"18,95502"
07/05/2012 9.00,
07/05/2012 10.00,"24,22736"
07/05/2012 11.00,
07/05/2012 12.00,"24,22736"
07/05/2012 13.00,
07/05/2012 14.00,"40,89608"
07/05/2012 15.00,
07/05/2012 16.00,"30,89879"
07/05/2012 17.00,
07/05/2012 18.00,"22,53356"
07/05/2012 19.00,
07/05/2012 20.00,"26,82539"
07/05/2012 21.00,
07/05/2012 22.00,"37,79507"
07/05/2012 23.00,
08/05/2012 0.00,"35,37579"
08/05/2012 1.00,
08/05/2012 2.00,"35,04679"
08/05/2012 3.00,
08/05/2012 4.00,"23,93738"
08/05/2012 5.00,
08/05/2012 6.00,"31,00325"
08/05/2012 7.00,
08/05/2012 8.00,"26,36243"
08/05/2012 9.00,
08/05/2012 10.00,"18,49002"
08/05/2012 11.00,
08/05/2012 12.00,"22,41208"
08/05/2012 13.00,
08/05/2012 14.00,"18,07453"
08/05/2012 15.00,
08/05/2012 16.00,"11,22168"
08/05/2012 17.00,
08/05/2012 18.00,"14,39589"
08/05/2012 19.00,
08/05/2012 20.00,"11,68193"
08/05/2012 21.00,
08/05/2012 22.00,"19,12087"
08/05/2012 23.00,
09/05/2012 0.00,"17,5797"
09/05/2012 1.00,
09/05/2012 2.00,"17,29073"
09/05/2012 3.00,
09/05/2012 4.00,"13,90754"
09/05/2012 5.00,
09/05/2012 6.00,"8,754918"
09/05/2012 7.00,
09/05/2012 8.00,"8,532763"
09/05/2012 9.00,
09/05/2012 10.00,"7,845272"
09/05/2012 11.00,
09/05/2012 12.00,"7,869353"
09/05/2012 13.00,
09/05/2012 14.00,"13,42728"
09/05/2012 15.00,
09/05/2012 16.00,"19,26738"
09/05/2012 17.00,
09/05/2012 18.00,"16,95631"
09/05/2012 19.00,
09/05/2012 20.00,"11,87254"
09/05/2012 21.00,
09/05/2012 22.00,"18,43779"
09/05/2012 23.00,
10/05/2012 0.00,"14,67541"
10/05/2012 1.00,
10/05/2012 2.00,"8,631122"
10/05/2012 3.00,
10/05/2012 4.00,"5,955094"
10/05/2012 5.00,
10/05/2012 6.00,"11,11111"
10/05/2012 7.00,
10/05/2012 8.00,"9,275539"
10/05/2012 9.00,
10/05/2012 10.00,"11,09042"
10/05/2012 11.00,
10/05/2012 12.00,"10,41208"
10/05/2012 13.00,
10/05/2012 14.00,"17,66992"
10/05/2012 15.00,
10/05/2012 16.00,"17,66992"
10/05/2012 17.00,
10/05/2012 18.00,"35,87741"
10/05/2012 19.00,
10/05/2012 20.00,"34,94844"
10/05/2012 21.00,
10/05/2012 22.00,"34,82125"
10/05/2012 23.00,
11/05/2012 0.00,"24,28875"
11/05/2012 1.00,
11/05/2012 2.00,"15,09191"
11/05/2012 3.00,
11/05/2012 4.00,"9,55603"
11/05/2012 5.00,
11/05/2012 6.00,"12,33346"
11/05/2012 7.00,
11/05/2012 8.00,"23,29229"
11/05/2012 9.00,
11/05/2012 10.00,"18,78001"
11/05/2012 11.00,
11/05/2012 12.00,"21,47707"
11/05/2012 13.00,
11/05/2012 14.00,"24,0147"
11/05/2012 15.00,
11/05/2012 16.00,"21,20404"
11/05/2012 17.00,
11/05/2012 18.00,"25,03697"
11/05/2012 19.00,
11/05/2012 20.00,"19,39628"
11/05/2012 21.00,
11/05/2012 22.00,"27,18084"
11/05/2012 23.00,
12/05/2012 0.00,"29,82329"
12/05/2012 1.00,
12/05/2012 2.00,"18,98962"
12/05/2012 3.00,
12/05/2012 4.00,"20,58167"
12/05/2012 5.00,
12/05/2012 6.00,"19,48852"
12/05/2012 7.00,
12/05/2012 8.00,"17,2083"
12/05/2012 9.00,
12/05/2012 10.00,"15,45957"
12/05/2012 11.00,
12/05/2012 12.00,"19,21719"
12/05/2012 13.00,
12/05/2012 14.00,"25,16486"
12/05/2012 15.00,
12/05/2012 16.00,"18,0664"
12/05/2012 17.00,
12/05/2012 18.00,"20,50497"
12/05/2012 19.00,
12/05/2012 20.00,"30,04748"
12/05/2012 21.00,
12/05/2012 22.00,"28,29059"
12/05/2012 23.00,
13/05/2012 0.00,"30,98934"
13/05/2012 1.00,
13/05/2012 2.00,"29,52754"
13/05/2012 3.00,
13/05/2012 4.00,"19,24393"
13/05/2012 5.00,
13/05/2012 6.00,"20,15246"
13/05/2012 7.00,
13/05/2012 8.00,"24,60564"
13/05/2012 9.00,
13/05/2012 10.00,"20,79068"
13/05/2012 11.00,
13/05/2012 12.00,"28,00445"
13/05/2012 13.00,
13/05/2012 14.00,"22,38625"
13/05/2012 15.00,
13/05/2012 16.00,"26,2498"
13/05/2012 17.00,
13/05/2012 18.00,"31,91649"
13/05/2012 19.00,
13/05/2012 20.00,"31,92816"
13/05/2012 21.00,
13/05/2012 22.00,"44,6315"
13/05/2012 23.00,
14/05/2012 0.00,"34,70135"
14/05/2012 1.00,
14/05/2012 2.00,"26,6467"
14/05/2012 3.00,
14/05/2012 4.00,"19,59688"
14/05/2012 5.00,
14/05/2012 6.00,"16,97277"
14/05/2012 7.00,
14/05/2012 8.00,"29,65564"
14/05/2012 9.00,
14/05/2012 10.00,"24,13558"
14/05/2012 11.00,
14/05/2012 12.00,"15,25213"
14/05/2012 13.00,
14/05/2012 14.00,"10,26815"
14/05/2012 15.00,
14/05/2012 16.00,"8,507689"
14/05/2012 17.00,
14/05/2012 18.00,"6,700373"
14/05/2012 19.00,
14/05/2012 20.00,"6,613418"
14/05/2012 21.00,
14/05/2012 22.00,"8,911613"
14/05/2012 23.00,
15/05/2012 0.00,"8,21259"
15/05/2012 1.00,
15/05/2012 2.00,"5,164157"
15/05/2012 3.00,
15/05/2012 4.00,"5,02442"
15/05/2012 5.00,
15/05/2012 6.00,"3,985552"
15/05/2012 7.00,
15/05/2012 8.00,"3,070479"
15/05/2012 9.00,
15/05/2012 10.00,"3,989283"
15/05/2012 11.00,
15/05/2012 12.00,"10,14041"
15/05/2012 13.00,
15/05/2012 14.00,"8,309931"
15/05/2012 15.00,
15/05/2012 16.00,"9,732058"
15/05/2012 17.00,
15/05/2012 18.00,"14,10052"
15/05/2012 19.00,
15/05/2012 20.00,"19,71849"
15/05/2012 21.00,
15/05/2012 22.00,"21,50013"
15/05/2012 23.00,
16/05/2012 0.00,"23,21666"
16/05/2012 1.00,
16/05/2012 2.00,"16,85014"
16/05/2012 3.00,
16/05/2012 4.00,"10,46398"
16/05/2012 5.00,
16/05/2012 6.00,"9,033374"
16/05/2012 7.00,
16/05/2012 8.00,"19,40626"
16/05/2012 9.00,
16/05/2012 10.00,"17,13098"
16/05/2012 11.00,
16/05/2012 12.00,"10,61676"
16/05/2012 13.00,
16/05/2012 14.00,"12,08146"
16/05/2012 15.00,
16/05/2012 16.00,"11,48385"
16/05/2012 17.00,
16/05/2012 18.00,"14,01689"
16/05/2012 19.00,
16/05/2012 20.00,"10,53995"
16/05/2012 21.00,
16/05/2012 22.00,"17,52102"
16/05/2012 23.00,
17/05/2012 0.00,"17,52102"
17/05/2012 1.00,
17/05/2012 2.00,"22,99754"
17/05/2012 3.00,
17/05/2012 4.00,"16,56049"
17/05/2012 5.00,
17/05/2012 6.00,"11,39702"
17/05/2012 7.00,
17/05/2012 8.00,"8,540904"
17/05/2012 9.00,
17/05/2012 10.00,"5,975105"
17/05/2012 11.00,
17/05/2012 12.00,"10,13329"
17/05/2012 13.00,
17/05/2012 14.00,"10,14245"
17/05/2012 15.00,
17/05/2012 16.00,"9,739181"
17/05/2012 17.00,
17/05/2012 18.00,"14,14258"
17/05/2012 19.00,
17/05/2012 20.00,"18,45813"
17/05/2012 21.00,
17/05/2012 22.00,"16,94648"
17/05/2012 23.00,
18/05/2012 0.00,"16,56254"
18/05/2012 1.00,
18/05/2012 2.00,"15,78551"
18/05/2012 3.00,
18/05/2012 4.00,"19,67881"
18/05/2012 5.00,
18/05/2012 6.00,"13,59788"
18/05/2012 7.00,
18/05/2012 8.00,"8,370302"
18/05/2012 9.00,
18/05/2012 10.00,"23,62128"
18/05/2012 11.00,
18/05/2012 12.00,"33,38114"
18/05/2012 13.00,
18/05/2012 14.00,"38,63349"
18/05/2012 15.00,
18/05/2012 16.00,"33,19252"
18/05/2012 17.00,
18/05/2012 18.00,"27,49272"
18/05/2012 19.00,
18/05/2012 20.00,"24,44105"
18/05/2012 21.00,
18/05/2012 22.00,"19,48616"
18/05/2012 23.00,
19/05/2012 0.00,"24,37422"
19/05/2012 1.00,
19/05/2012 2.00,"25,54402"
19/05/2012 3.00,
19/05/2012 4.00,"20,58811"
19/05/2012 5.00,
19/05/2012 6.00,"15,69291"
19/05/2012 7.00,
19/05/2012 8.00,"15,4382"
19/05/2012 9.00,
19/05/2012 10.00,"17,61226"
19/05/2012 11.00,
19/05/2012 12.00,"19,35524"
19/05/2012 13.00,
19/05/2012 14.00,"17,35992"
19/05/2012 15.00,
19/05/2012 16.00,"11,35531"
19/05/2012 17.00,
19/05/2012 18.00,"15,21299"
19/05/2012 19.00,
19/05/2012 20.00,"12,53527"
19/05/2012 21.00,
19/05/2012 22.00,"13,90143"
19/05/2012 23.00,
20/05/2012 0.00,"15,0061"
20/05/2012 1.00,
20/05/2012 2.00,"20,55724"
20/05/2012 3.00,
20/05/2012 4.00,"20,55724"
20/05/2012 5.00,
20/05/2012 6.00,"10,74548"
20/05/2012 7.00,
20/05/2012 8.00,"17,8256"
20/05/2012 9.00,
20/05/2012 10.00,"15,81807"
20/05/2012 11.00,
20/05/2012 12.00,"14,83448"
20/05/2012 13.00,
20/05/2012 14.00,"14,51397"
20/05/2012 15.00,
20/05/2012 16.00,"9,37729"
20/05/2012 17.00,
20/05/2012 18.00,"12,33414"
20/05/2012 19.00,
20/05/2012 20.00,"23,18545"
20/05/2012 21.00,
20/05/2012 22.00,"23,74101"
20/05/2012 23.00,
21/05/2012 0.00,"20,3958"
21/05/2012 1.00,
21/05/2012 2.00,"16,21455"
21/05/2012 3.00,
21/05/2012 4.00,"15,21062"
21/05/2012 5.00,
21/05/2012 6.00,"11,85795"
21/05/2012 7.00,
21/05/2012 8.00,"16,02191"
21/05/2012 9.00,
21/05/2012 10.00,"21,61274"
21/05/2012 11.00,
21/05/2012 12.00,"26,30036"
21/05/2012 13.00,
21/05/2012 14.00,"24,60113"
21/05/2012 15.00,
21/05/2012 16.00,"27,19249"
21/05/2012 17.00,
21/05/2012 18.00,"22,30999"
21/05/2012 19.00,
21/05/2012 20.00,"16,68191"
21/05/2012 21.00,
21/05/2012 22.00,"29,85821"
21/05/2012 23.00,
22/05/2012 0.00,"32,95143"
22/05/2012 1.00,
22/05/2012 2.00,"37,27376"
22/05/2012 3.00,
22/05/2012 4.00,"36,11653"
22/05/2012 5.00,
22/05/2012 6.00,"24,32675"
22/05/2012 7.00,
22/05/2012 8.00,"18,29805"
22/05/2012 9.00,
22/05/2012 10.00,"12,93854"
22/05/2012 11.00,
22/05/2012 12.00,"8,617216"
22/05/2012 13.00,
22/05/2012 14.00,"20,32933"
22/05/2012 15.00,
22/05/2012 16.00,"26,67684"
22/05/2012 17.00,
22/05/2012 18.00,"39,27756"
22/05/2012 19.00,
22/05/2012 20.00,"29,24873"
22/05/2012 21.00,
22/05/2012 22.00,"22,32125"
22/05/2012 23.00,
23/05/2012 0.00,"17,86223"
23/05/2012 1.00,
23/05/2012 2.00,"12,51187"
23/05/2012 3.00,
23/05/2012 4.00,"16,67345"
23/05/2012 5.00,
23/05/2012 6.00,"14,79005"
23/05/2012 7.00,
23/05/2012 8.00,"14,79039"
23/05/2012 9.00,
23/05/2012 10.00,"6,893569"
23/05/2012 11.00,
23/05/2012 12.00,"4,488197"
23/05/2012 13.00,
23/05/2012 14.00,"9,076109"
23/05/2012 15.00,
23/05/2012 16.00,"7,663478"
23/05/2012 17.00,
23/05/2012 18.00,"20,17738"
23/05/2012 19.00,
23/05/2012 20.00,"17,66618"
23/05/2012 21.00,
23/05/2012 22.00,"15,36155"
23/05/2012 23.00,
24/05/2012 0.00,"23,78442"
24/05/2012 1.00,
24/05/2012 2.00,"22,28937"
24/05/2012 3.00,
24/05/2012 4.00,"12,87444"
24/05/2012 5.00,
24/05/2012 6.00,"13,34746"
24/05/2012 7.00,
24/05/2012 8.00,"11,27289"
24/05/2012 9.00,
24/05/2012 10.00,"12,38298"
24/05/2012 11.00,
24/05/2012 12.00,"9,669651"
24/05/2012 13.00,
24/05/2012 14.00,"15,79704"
24/05/2012 15.00,
24/05/2012 16.00,"25,92828"
24/05/2012 17.00,
24/05/2012 18.00,"20,4533"
24/05/2012 19.00,
24/05/2012 20.00,"19,26604"
24/05/2012 21.00,
24/05/2012 22.00,"19,90164"
24/05/2012 23.00,
25/05/2012 0.00,"20,11735"
25/05/2012 1.00,
25/05/2012 2.00,"24,54517"
25/05/2012 3.00,
25/05/2012 4.00,"24,44342"
25/05/2012 5.00,
25/05/2012 6.00,"28,49511"
25/05/2012 7.00,
25/05/2012 8.00,"28,75482"
25/05/2012 9.00,
25/05/2012 10.00,"24,43983"
25/05/2012 11.00,
25/05/2012 12.00,"25,16217"
25/05/2012 13.00,
25/05/2012 14.00,"18,53747"
25/05/2012 15.00,
25/05/2012 16.00,"18,85232"
25/05/2012 17.00,
25/05/2012 18.00,"36,25771"
25/05/2012 19.00,
25/05/2012 20.00,"48,05445"
25/05/2012 21.00,
25/05/2012 22.00,"48,85331"
25/05/2012 23.00,
26/05/2012 0.00,"38,99142"
26/05/2012 1.00,
26/05/2012 2.00,"25,65432"
26/05/2012 3.00,
26/05/2012 4.00,"25,89446"
26/05/2012 5.00,
26/05/2012 6.00,"23,26992"
26/05/2012 7.00,
26/05/2012 8.00,"17,50363"
26/05/2012 9.00,
26/05/2012 10.00,"15,87301"
26/05/2012 11.00,
26/05/2012 12.00,"15,87301"
26/05/2012 13.00,
26/05/2012 14.00,"36,48337"
26/05/2012 15.00,
26/05/2012 16.00,"37,06304"
26/05/2012 17.00,
26/05/2012 18.00,"36,38549"
26/05/2012 19.00,
26/05/2012 20.00,"28,29729"
26/05/2012 21.00,
26/05/2012 22.00,"18,2155"
26/05/2012 23.00,
27/05/2012 0.00,"18,14414"
27/05/2012 1.00,
27/05/2012 2.00,"32,45499"
27/05/2012 3.00,
27/05/2012 4.00,"39,93051"
27/05/2012 5.00,
27/05/2012 6.00,"31,82135"
27/05/2012 7.00,
27/05/2012 8.00,"24,64808"
27/05/2012 9.00,
27/05/2012 10.00,"31,45702"
27/05/2012 11.00,
27/05/2012 12.00,"22,5484"
27/05/2012 13.00,
27/05/2012 14.00,"29,45904"
27/05/2012 15.00,
27/05/2012 16.00,"21,78828"
27/05/2012 17.00,
27/05/2012 18.00,"31,64703"
27/05/2012 19.00,
27/05/2012 20.00,"35,12854"
27/05/2012 21.00,
27/05/2012 22.00,"29,031"
27/05/2012 23.00,
28/05/2012 0.00,"26,84642"
28/05/2012 1.00,
28/05/2012 2.00,"28,40354"
28/05/2012 3.00,
28/05/2012 4.00,"30,08886"
28/05/2012 5.00,
28/05/2012 6.00,"22,28801"
28/05/2012 7.00,
28/05/2012 8.00,"21,37634"
28/05/2012 9.00,
28/05/2012 10.00,"24,60742"
28/05/2012 11.00,
28/05/2012 12.00,"19,0432"
28/05/2012 13.00,
28/05/2012 14.00,"24,27697"
28/05/2012 15.00,
28/05/2012 16.00,"31,39673"
28/05/2012 17.00,
28/05/2012 18.00,"34,17709"
28/05/2012 19.00,
28/05/2012 20.00,"30,89709"
28/05/2012 21.00,
28/05/2012 22.00,"22,44368"
28/05/2012 23.00,
29/05/2012 0.00,"20,56607"
29/05/2012 1.00,
29/05/2012 2.00,"22,88529"
29/05/2012 3.00,
29/05/2012 4.00,"17,85273"
29/05/2012 5.00,
29/05/2012 6.00,"15,72819"
29/05/2012 7.00,
29/05/2012 8.00,"11,23931"
29/05/2012 9.00,
29/05/2012 10.00,"13,73762"
29/05/2012 11.00,
29/05/2012 12.00,"27,84223"
29/05/2012 13.00,
29/05/2012 14.00,"42,77381"
29/05/2012 15.00,
29/05/2012 16.00,"42,78524"
29/05/2012 17.00,
29/05/2012 18.00,"59,68608"
29/05/2012 19.00,
29/05/2012 20.00,"64,79886"
29/05/2012 21.00,
29/05/2012 22.00,"55,84553"
29/05/2012 23.00,
30/05/2012 0.00,"45,85368"
30/05/2012 1.00,
30/05/2012 2.00,"30,45075"
30/05/2012 3.00,
30/05/2012 4.00,"22,68213"
30/05/2012 5.00,
30/05/2012 6.00,"20,20384"
30/05/2012 7.00,
30/05/2012 8.00,"28,92416"
30/05/2012 9.00,
30/05/2012 10.00,"32,94939"
30/05/2012 11.00,
30/05/2012 12.00,"41,21617"
30/05/2012 13.00,
30/05/2012 14.00,"29,72279"
30/05/2012 15.00,
30/05/2012 16.00,"23,41431"
30/05/2012 17.00,
30/05/2012 18.00,"28,84896"
30/05/2012 19.00,
30/05/2012 20.00,"26,60527"
30/05/2012 21.00,
30/05/2012 22.00,"15,756"
30/05/2012 23.00,
31/05/2012 0.00,"19,0646"
31/05/2012 1.00,
31/05/2012 2.00,"16,67886"
31/05/2012 3.00,
31/05/2012 4.00,"16,29221"
31/05/2012 5.00,
31/05/2012 6.00,"13,14877"
31/05/2012 7.00,
31/05/2012 8.00,"7,363655"
31/05/2012 9.00,
31/05/2012 10.00,"28,85269"
31/05/2012 11.00,
31/05/2012 12.00,"48,23688"
31/05/2012 13.00,
31/05/2012 14.00,"60,58615"
31/05/2012 15.00,
31/05/2012 16.00,"74,67143"
31/05/2012 17.00,
31/05/2012 18.00,"58,62719"
31/05/2012 19.00,
31/05/2012 20.00,"42,21204"
31/05/2012 21.00,
31/05/2012 22.00,"36,69583"
31/05/2012 23.00,
01/06/2012 0.00,"32,75334"
01/06/2012 1.00,
01/06/2012 2.00,"25,46262"
01/06/2012 3.00,
01/06/2012 4.00,"14,73104"
01/06/2012 5.00,
01/06/2012 6.00,"17,57358"
01/06/2012 7.00,
01/06/2012 8.00,"25,41073"
01/06/2012 9.00,
01/06/2012 10.00,"33,7825"
01/06/2012 11.00,
01/06/2012 12.00,"71,52471"
01/06/2012 13.00,
01/06/2012 14.00,"82,22487"
01/06/2012 15.00,
01/06/2012 16.00,"60,10652"
01/06/2012 17.00,
01/06/2012 18.00,"39,82156"
01/06/2012 19.00,
01/06/2012 20.00,"39,73511"
01/06/2012 21.00,
01/06/2012 22.00,"29,40442"
01/06/2012 23.00,
02/06/2012 0.00,"34,08525"
02/06/2012 1.00,
02/06/2012 2.00,"34,43698"
02/06/2012 3.00,
02/06/2012 4.00,"26,32375"
02/06/2012 5.00,
02/06/2012 6.00,"23,20953"
02/06/2012 7.00,
02/06/2012 8.00,"20,67087"
02/06/2012 9.00,
02/06/2012 10.00,"21,42441"
02/06/2012 11.00,
02/06/2012 12.00,"15,52352"
02/06/2012 13.00,
02/06/2012 14.00,"13,54768"
02/06/2012 15.00,
02/06/2012 16.00,"14,6014"
02/06/2012 17.00,
02/06/2012 18.00,"29,52404"
02/06/2012 19.00,
02/06/2012 20.00,"24,01505"
02/06/2012 21.00,
02/06/2012 22.00,"28,77627"
02/06/2012 23.00,
03/06/2012 0.00,"32,07502"
03/06/2012 1.00,
03/06/2012 2.00,"29,24942"
03/06/2012 3.00,
03/06/2012 4.00,"30,67289"
03/06/2012 5.00,
03/06/2012 6.00,"32,07061"
03/06/2012 7.00,
03/06/2012 8.00,"30,52197"
03/06/2012 9.00,
03/06/2012 10.00,"20,88624"
03/06/2012 11.00,
03/06/2012 12.00,"10,75769"
03/06/2012 13.00,
03/06/2012 14.00,"8,058608"
03/06/2012 15.00,
03/06/2012 16.00,"6,033103"
03/06/2012 17.00,
03/06/2012 18.00,"3,149166"
03/06/2012 19.00,
03/06/2012 20.00,"6,528626"
03/06/2012 21.00,
03/06/2012 22.00,"11,91866"
03/06/2012 23.00,
04/06/2012 0.00,"26,45943"
04/06/2012 1.00,
04/06/2012 2.00,"22,05398"
04/06/2012 3.00,
04/06/2012 4.00,"28,44253"
04/06/2012 5.00,
04/06/2012 6.00,"28,67927"
04/06/2012 7.00,
04/06/2012 8.00,"27,0333"
04/06/2012 9.00,
04/06/2012 10.00,"30,53385"
04/06/2012 11.00,
04/06/2012 12.00,"23,59754"
04/06/2012 13.00,
04/06/2012 14.00,"14,60147"
04/06/2012 15.00,
04/06/2012 16.00,"9,736467"
04/06/2012 17.00,
04/06/2012 18.00,"22,79846"
04/06/2012 19.00,
04/06/2012 20.00,"28,46764"
04/06/2012 21.00,
04/06/2012 22.00,"31,34513"
04/06/2012 23.00,
05/06/2012 0.00,"31,34479"
05/06/2012 1.00,
05/06/2012 2.00,"29,64455"
05/06/2012 3.00,
05/06/2012 4.00,"26,7579"
05/06/2012 5.00,
05/06/2012 6.00,"20,44091"
05/06/2012 7.00,
05/06/2012 8.00,"13,02435"
05/06/2012 9.00,
05/06/2012 10.00,"12,2015"
05/06/2012 11.00,
05/06/2012 12.00,"9,438339"
05/06/2012 13.00,
05/06/2012 14.00,"13,36172"
05/06/2012 15.00,
05/06/2012 16.00,"15,44812"
05/06/2012 17.00,
05/06/2012 18.00,"18,32626"
05/06/2012 19.00,
05/06/2012 20.00,"21,37735"
05/06/2012 21.00,
05/06/2012 22.00,"18,40862"
05/06/2012 23.00,
06/06/2012 0.00,"18,38826"
06/06/2012 1.00,
06/06/2012 2.00,"16,82505"
06/06/2012 3.00,
06/06/2012 4.00,"20,22406"
06/06/2012 5.00,
06/06/2012 6.00,"25,59266"
06/06/2012 7.00,
06/06/2012 8.00,"23,18034"
06/06/2012 9.00,
06/06/2012 10.00,"14,73569"
06/06/2012 11.00,
06/06/2012 12.00,"13,72902"
06/06/2012 13.00,
06/06/2012 14.00,"9,701472"
06/06/2012 15.00,
06/06/2012 16.00,"14,81709"
06/06/2012 17.00,
06/06/2012 18.00,"28,38896"
06/06/2012 19.00,
06/06/2012 20.00,"21,25017"
06/06/2012 21.00,
06/06/2012 22.00,"15,98935"
06/06/2012 23.00,
07/06/2012 0.00,"15,14584"
07/06/2012 1.00,
07/06/2012 2.00,"18,94519"
07/06/2012 3.00,
07/06/2012 4.00,"13,90415"
07/06/2012 5.00,
07/06/2012 6.00,"16,80769"
07/06/2012 7.00,
07/06/2012 8.00,"18,26346"
07/06/2012 9.00,
07/06/2012 10.00,"21,43334"
07/06/2012 11.00,
07/06/2012 12.00,"73,89698"
07/06/2012 13.00,
07/06/2012 14.00,"81,34021"
07/06/2012 15.00,
07/06/2012 16.00,"92,49519"
07/06/2012 17.00,
07/06/2012 18.00,"64,08232"
07/06/2012 19.00,
07/06/2012 20.00,"33,94315"
07/06/2012 21.00,
07/06/2012 22.00,"28,21801"
07/06/2012 23.00,
08/06/2012 0.00,"28,67012"
08/06/2012 1.00,
08/06/2012 2.00,"22,08452"
08/06/2012 3.00,
08/06/2012 4.00,"22,08452"
08/06/2012 5.00,
08/06/2012 6.00,"27,52644"
08/06/2012 7.00,
08/06/2012 8.00,"25,89506"
08/06/2012 9.00,
08/06/2012 10.00,"27,10825"
08/06/2012 11.00,
08/06/2012 12.00,"31,36696"
08/06/2012 13.00,
08/06/2012 14.00,"21,86322"
08/06/2012 15.00,
08/06/2012 16.00,"24,14606"
08/06/2012 17.00,
08/06/2012 18.00,"20,94718"
08/06/2012 19.00,
08/06/2012 20.00,"13,25973"
08/06/2012 21.00,
08/06/2012 22.00,"22,60207"
08/06/2012 23.00,
09/06/2012 0.00,"28,44202"
09/06/2012 1.00,
09/06/2012 2.00,"23,34824"
09/06/2012 3.00,
09/06/2012 4.00,"21,35497"
09/06/2012 5.00,
09/06/2012 6.00,"20,44319"
09/06/2012 7.00,
09/06/2012 8.00,"22,23648"
09/06/2012 9.00,
09/06/2012 10.00,"27,47303"
09/06/2012 11.00,
09/06/2012 12.00,"21,72291"
09/06/2012 13.00,
09/06/2012 14.00,"25,70665"
09/06/2012 15.00,
09/06/2012 16.00,"19,37776"
09/06/2012 17.00,
09/06/2012 18.00,"12,46924"
09/06/2012 19.00,
09/06/2012 20.00,"7,658052"
09/06/2012 21.00,
09/06/2012 22.00,"27,37669"
09/06/2012 23.00,
10/06/2012 0.00,"37,58839"
10/06/2012 1.00,
10/06/2012 2.00,"30,68462"
10/06/2012 3.00,
10/06/2012 4.00,"30,69422"
10/06/2012 5.00,
10/06/2012 6.00,"24,76272"
10/06/2012 7.00,
10/06/2012 8.00,"30,05559"
10/06/2012 9.00,
10/06/2012 10.00,"31,88596"
10/06/2012 11.00,
10/06/2012 12.00,"20,66099"
10/06/2012 13.00,
10/06/2012 14.00,"17,40873"
10/06/2012 15.00,
10/06/2012 16.00,"19,05388"
10/06/2012 17.00,
10/06/2012 18.00,"24,40925"
10/06/2012 19.00,
10/06/2012 20.00,"35,18217"
10/06/2012 21.00,
10/06/2012 22.00,"38,34386"
10/06/2012 23.00,
11/06/2012 0.00,"40,22356"
11/06/2012 1.00,
11/06/2012 2.00,"33,14574"
11/06/2012 3.00,
11/06/2012 4.00,"19,29933"
11/06/2012 5.00,
11/06/2012 6.00,"16,437"
11/06/2012 7.00,
11/06/2012 8.00,
11/06/2012 9.00,
11/06/2012 10.00,
11/06/2012 11.00,
11/06/2012 12.00,
11/06/2012 13.00,
11/06/2012 14.00,
11/06/2012 15.00,
11/06/2012 16.00,
11/06/2012 17.00,
11/06/2012 18.00,
11/06/2012 19.00,
11/06/2012 20.00,
11/06/2012 21.00,
11/06/2012 22.00,
11/06/2012 23.00,
12/06/2012 0.00,
12/06/2012 1.00,
12/06/2012 2.00,
12/06/2012 3.00,
12/06/2012 4.00,
12/06/2012 5.00,
12/06/2012 6.00,
12/06/2012 7.00,
12/06/2012 8.00,
12/06/2012 9.00,
12/06/2012 10.00,
12/06/2012 11.00,
12/06/2012 12.00,"26,37361"
12/06/2012 13.00,
12/06/2012 14.00,"24,83608"
12/06/2012 15.00,
12/06/2012 16.00,"24,51586"
12/06/2012 17.00,
12/06/2012 18.00,"23,96377"
12/06/2012 19.00,
12/06/2012 20.00,"18,57379"
12/06/2012 21.00,
12/06/2012 22.00,"18,23428"
12/06/2012 23.00,
13/06/2012 0.00,"26,53912"
13/06/2012 1.00,
13/06/2012 2.00,"38,66368"
13/06/2012 3.00,
13/06/2012 4.00,"40,97238"
13/06/2012 5.00,
13/06/2012 6.00,"27,8629"
13/06/2012 7.00,
13/06/2012 8.00,"21,95326"
13/06/2012 9.00,
13/06/2012 10.00,"20,02916"
13/06/2012 11.00,
13/06/2012 12.00,"24,22703"
13/06/2012 13.00,
13/06/2012 14.00,"35,39648"
13/06/2012 15.00,
13/06/2012 16.00,"35,37715"
13/06/2012 17.00,
13/06/2012 18.00,"36,74976"
