"NetC","ENEL Brindisi"
"Stat","Costa Morena Diga"
,PM10

,,,

06/10/2012 21.00,
06/10/2012 22.00,"25,09802"
06/10/2012 23.00,
07/10/2012 0.00,"24,6537"
07/10/2012 1.00,
07/10/2012 2.00,"26,8298"
07/10/2012 3.00,
07/10/2012 4.00,"24,92979"
07/10/2012 5.00,
07/10/2012 6.00,"28,91704"
07/10/2012 7.00,
07/10/2012 8.00,"35,02204"
07/10/2012 9.00,
07/10/2012 10.00,"34,42612"
07/10/2012 11.00,
07/10/2012 12.00,"23,86311"
07/10/2012 13.00,
07/10/2012 14.00,"16,81012"
07/10/2012 15.00,
07/10/2012 16.00,"26,06802"
07/10/2012 17.00,
07/10/2012 18.00,"18,0118"
07/10/2012 19.00,
07/10/2012 20.00,"25,04714"
07/10/2012 21.00,
07/10/2012 22.00,"37,55019"
07/10/2012 23.00,
08/10/2012 0.00,"25,28829"
08/10/2012 1.00,
08/10/2012 2.00,"15,87165"
08/10/2012 3.00,
08/10/2012 4.00,"33,98046"
08/10/2012 5.00,
08/10/2012 6.00,"28,9289"
08/10/2012 7.00,
08/10/2012 8.00,"28,54429"
08/10/2012 9.00,
08/10/2012 10.00,"32,90293"
08/10/2012 11.00,
08/10/2012 12.00,"22,53968"
08/10/2012 13.00,
08/10/2012 14.00,"22,33007"
08/10/2012 15.00,
08/10/2012 16.00,"16,16943"
08/10/2012 17.00,
08/10/2012 18.00,"16,16943"
08/10/2012 19.00,
08/10/2012 20.00,"29,26977"
08/10/2012 21.00,
08/10/2012 22.00,"22,35211"
08/10/2012 23.00,
09/10/2012 0.00,"11,40856"
09/10/2012 1.00,
09/10/2012 2.00,"9,072378"
09/10/2012 3.00,
09/10/2012 4.00,"8,2248"
09/10/2012 5.00,
09/10/2012 6.00,"6,486569"
09/10/2012 7.00,
09/10/2012 8.00,"16,55983"
09/10/2012 9.00,
09/10/2012 10.00,"13,88007"
09/10/2012 11.00,
09/10/2012 12.00,"14,85483"
09/10/2012 13.00,
09/10/2012 14.00,"9,933863"
09/10/2012 15.00,
09/10/2012 16.00,"18,16136"
09/10/2012 17.00,
09/10/2012 18.00,"26,48792"
09/10/2012 19.00,
09/10/2012 20.00,"45,8981"
09/10/2012 21.00,
09/10/2012 22.00,"51,86439"
09/10/2012 23.00,
10/10/2012 0.00,"38,78136"
10/10/2012 1.00,
10/10/2012 2.00,"47,78387"
10/10/2012 3.00,
10/10/2012 4.00,"39,75647"
10/10/2012 5.00,
10/10/2012 6.00,"30,0105"
10/10/2012 7.00,
10/10/2012 8.00,"29,60553"
10/10/2012 9.00,
10/10/2012 10.00,
10/10/2012 11.00,
10/10/2012 12.00,
10/10/2012 13.00,
10/10/2012 14.00,
10/10/2012 15.00,
10/10/2012 16.00,"2,989418"
10/10/2012 17.00,
10/10/2012 18.00,"4,975241"
10/10/2012 19.00,
10/10/2012 20.00,"10,07393"
10/10/2012 21.00,
10/10/2012 22.00,"8,770181"
10/10/2012 23.00,
11/10/2012 0.00,"13,61077"
11/10/2012 1.00,
11/10/2012 2.00,"17,67161"
11/10/2012 3.00,
11/10/2012 4.00,"16,81419"
11/10/2012 5.00,
11/10/2012 6.00,"20,5257"
11/10/2012 7.00,
11/10/2012 8.00,"14,16327"
11/10/2012 9.00,
11/10/2012 10.00,"49,05371"
11/10/2012 11.00,
11/10/2012 12.00,"54,03498"
11/10/2012 13.00,
11/10/2012 14.00,"41,09822"
11/10/2012 15.00,
11/10/2012 16.00,"24,98439"
11/10/2012 17.00,
11/10/2012 18.00,"22,56986"
11/10/2012 19.00,
11/10/2012 20.00,"27,68619"
11/10/2012 21.00,
11/10/2012 22.00,"33,86447"
11/10/2012 23.00,
12/10/2012 0.00,"46,53472"
12/10/2012 1.00,
12/10/2012 2.00,"43,75729"
12/10/2012 3.00,
12/10/2012 4.00,"51,27018"
12/10/2012 5.00,
12/10/2012 6.00,"73,99707"
12/10/2012 7.00,
12/10/2012 8.00,"49,38745"
12/10/2012 9.00,
12/10/2012 10.00,"29,94302"
12/10/2012 11.00,
12/10/2012 12.00,"18,68063"
12/10/2012 13.00,
12/10/2012 14.00,"12,4732"
12/10/2012 15.00,
12/10/2012 16.00,"14,4787"
12/10/2012 17.00,
12/10/2012 18.00,"26,55168"
12/10/2012 19.00,
12/10/2012 20.00,"21,6558"
12/10/2012 21.00,
12/10/2012 22.00,"31,20709"
12/10/2012 23.00,
13/10/2012 0.00,"24,64285"
13/10/2012 1.00,
13/10/2012 2.00,"18,51783"
13/10/2012 3.00,
13/10/2012 4.00,"23,82953"
13/10/2012 5.00,
13/10/2012 6.00,"15,98935"
13/10/2012 7.00,
13/10/2012 8.00,"11,49437"
13/10/2012 9.00,
13/10/2012 10.00,"11,74671"
13/10/2012 11.00,
13/10/2012 12.00,"33,16136"
13/10/2012 13.00,
13/10/2012 14.00,"24,1765"
13/10/2012 15.00,
13/10/2012 16.00,"23,04299"
13/10/2012 17.00,
13/10/2012 18.00,"19,97184"
13/10/2012 19.00,
13/10/2012 20.00,"40,94084"
13/10/2012 21.00,
13/10/2012 22.00,"32,40774"
13/10/2012 23.00,
14/10/2012 0.00,"18,22887"
14/10/2012 1.00,
14/10/2012 2.00,"11,97666"
14/10/2012 3.00,
14/10/2012 4.00,"17,99382"
14/10/2012 5.00,
14/10/2012 6.00,"16,42585"
14/10/2012 7.00,
14/10/2012 8.00,"11,99294"
14/10/2012 9.00,
14/10/2012 10.00,"8,341812"
14/10/2012 11.00,
14/10/2012 12.00,"7,423687"
14/10/2012 13.00,
14/10/2012 14.00,"7,89479"
14/10/2012 15.00,
14/10/2012 16.00,"7,89479"
14/10/2012 17.00,
14/10/2012 18.00,"6,649708"
14/10/2012 19.00,
14/10/2012 20.00,"11,89221"
14/10/2012 21.00,
14/10/2012 22.00,"13,97368"
14/10/2012 23.00,
15/10/2012 0.00,"10,75295"
15/10/2012 1.00,
15/10/2012 2.00,"21,66904"
15/10/2012 3.00,
15/10/2012 4.00,"26,0816"
15/10/2012 5.00,
15/10/2012 6.00,"16,02021"
15/10/2012 7.00,
15/10/2012 8.00,"9,936914"
15/10/2012 9.00,
15/10/2012 10.00,"14,31997"
15/10/2012 11.00,
15/10/2012 12.00,"17,57358"
15/10/2012 13.00,
15/10/2012 14.00,"12,19339"
15/10/2012 15.00,
15/10/2012 16.00,"9,358296"
15/10/2012 17.00,
15/10/2012 18.00,"6,20133"
15/10/2012 19.00,
15/10/2012 20.00,"13,27431"
15/10/2012 21.00,
15/10/2012 22.00,"9,950482"
15/10/2012 23.00,
16/10/2012 0.00,"32,54816"
16/10/2012 1.00,
16/10/2012 2.00,"39,10459"
16/10/2012 3.00,
16/10/2012 4.00,"44,51837"
16/10/2012 5.00,
16/10/2012 6.00,"37,67738"
16/10/2012 7.00,
16/10/2012 8.00,"27,23477"
16/10/2012 9.00,
16/10/2012 10.00,"25,32865"
16/10/2012 11.00,
16/10/2012 12.00,"26,75756"
16/10/2012 13.00,
16/10/2012 14.00,"28,02197"
16/10/2012 15.00,
16/10/2012 16.00,"19,62554"
16/10/2012 17.00,
16/10/2012 18.00,"13,12644"
16/10/2012 19.00,
16/10/2012 20.00,"14,59469"
16/10/2012 21.00,
16/10/2012 22.00,"25,63966"
16/10/2012 23.00,
17/10/2012 0.00,"17,43047"
17/10/2012 1.00,
17/10/2012 2.00,"8,866504"
17/10/2012 3.00,
17/10/2012 4.00,"10,15567"
17/10/2012 5.00,
17/10/2012 6.00,"35,39886"
17/10/2012 7.00,
17/10/2012 8.00,"30,37274"
17/10/2012 9.00,
17/10/2012 10.00,"23,82037"
17/10/2012 11.00,
17/10/2012 12.00,"22,94599"
17/10/2012 13.00,
17/10/2012 14.00,"23,13151"
17/10/2012 15.00,
17/10/2012 16.00,"15,26115"
17/10/2012 17.00,
17/10/2012 18.00,"14,94844"
17/10/2012 19.00,
17/10/2012 20.00,"14,9498"
17/10/2012 21.00,
17/10/2012 22.00,"19,54483"
17/10/2012 23.00,
18/10/2012 0.00,"15,98392"
18/10/2012 1.00,
18/10/2012 2.00,"16,12093"
18/10/2012 3.00,
18/10/2012 4.00,"21,45739"
18/10/2012 5.00,
18/10/2012 6.00,"28,23633"
18/10/2012 7.00,
18/10/2012 8.00,"23,17528"
18/10/2012 9.00,
18/10/2012 10.00,"36,1725"
18/10/2012 11.00,
18/10/2012 12.00,"35,42972"
18/10/2012 13.00,
18/10/2012 14.00,"21,94545"
18/10/2012 15.00,
18/10/2012 16.00,"12,8629"
18/10/2012 17.00,
18/10/2012 18.00,"12,18762"
18/10/2012 19.00,
18/10/2012 20.00,"8,672839"
18/10/2012 21.00,
18/10/2012 22.00,"23,36318"
18/10/2012 23.00,
19/10/2012 0.00,"19,35693"
19/10/2012 1.00,
19/10/2012 2.00,"13,44424"
19/10/2012 3.00,
19/10/2012 4.00,"8,970628"
19/10/2012 5.00,
19/10/2012 6.00,"12,19407"
19/10/2012 7.00,
19/10/2012 8.00,"19,47429"
19/10/2012 9.00,
19/10/2012 10.00,"25,77533"
19/10/2012 11.00,
19/10/2012 12.00,"19,73477"
19/10/2012 13.00,
19/10/2012 14.00,"19,09917"
19/10/2012 15.00,
19/10/2012 16.00,"17,83441"
19/10/2012 17.00,
19/10/2012 18.00,"18,84242"
19/10/2012 19.00,
19/10/2012 20.00,"25,13227"
19/10/2012 21.00,
19/10/2012 22.00,"36,69854"
19/10/2012 23.00,
20/10/2012 0.00,"26,71447"
20/10/2012 1.00,
20/10/2012 2.00,"21,82436"
20/10/2012 3.00,
20/10/2012 4.00,"16,29154"
20/10/2012 5.00,
20/10/2012 6.00,"25,45006"
20/10/2012 7.00,
20/10/2012 8.00,"22,15303"
20/10/2012 9.00,
20/10/2012 10.00,"21,39533"
20/10/2012 11.00,
20/10/2012 12.00,"19,84499"
20/10/2012 13.00,
20/10/2012 14.00,"22,12318"
20/10/2012 15.00,
20/10/2012 16.00,"15,39445"
20/10/2012 17.00,
20/10/2012 18.00,"22,43725"
20/10/2012 19.00,
20/10/2012 20.00,"29,30131"
20/10/2012 21.00,
20/10/2012 22.00,"26,94444"
20/10/2012 23.00,
21/10/2012 0.00,"26,94444"
21/10/2012 1.00,
21/10/2012 2.00,"22,65296"
21/10/2012 3.00,
21/10/2012 4.00,"24,83651"
21/10/2012 5.00,
21/10/2012 6.00,"18,24888"
21/10/2012 7.00,
21/10/2012 8.00,"12,96533"
21/10/2012 9.00,
21/10/2012 10.00,"19,7897"
21/10/2012 11.00,
21/10/2012 12.00,"25,95949"
21/10/2012 13.00,
21/10/2012 14.00,"24,84194"
21/10/2012 15.00,
21/10/2012 16.00,"25,87132"
21/10/2012 17.00,
21/10/2012 18.00,"28,2465"
21/10/2012 19.00,
21/10/2012 20.00,"39,51804"
21/10/2012 21.00,
21/10/2012 22.00,"33,99301"
21/10/2012 23.00,
22/10/2012 0.00,"28,46628"
22/10/2012 1.00,
22/10/2012 2.00,"20,24012"
22/10/2012 3.00,
22/10/2012 4.00,"30,31644"
22/10/2012 5.00,
22/10/2012 6.00,"23,7427"
22/10/2012 7.00,
22/10/2012 8.00,"28,67182"
22/10/2012 9.00,
22/10/2012 10.00,"19,69848"
22/10/2012 11.00,
22/10/2012 12.00,"16,36175"
22/10/2012 13.00,
22/10/2012 14.00,"22,76929"
22/10/2012 15.00,
22/10/2012 16.00,"17,10215"
22/10/2012 17.00,
22/10/2012 18.00,"34,11816"
22/10/2012 19.00,
22/10/2012 20.00,"24,71542"
22/10/2012 21.00,
22/10/2012 22.00,"25,92219"
22/10/2012 23.00,
23/10/2012 0.00,"42,49219"
23/10/2012 1.00,
23/10/2012 2.00,"37,45082"
23/10/2012 3.00,
23/10/2012 4.00,"22,41317"
23/10/2012 5.00,
23/10/2012 6.00,"25,02001"
23/10/2012 7.00,
23/10/2012 8.00,"19,11747"
23/10/2012 9.00,
23/10/2012 10.00,"18,91941"
23/10/2012 11.00,
23/10/2012 12.00,"17,83441"
23/10/2012 13.00,
23/10/2012 14.00,"18,20105"
23/10/2012 15.00,
23/10/2012 16.00,"16,06633"
23/10/2012 17.00,
23/10/2012 18.00,"25,59184"
23/10/2012 19.00,
23/10/2012 20.00,"36,53506"
23/10/2012 21.00,
23/10/2012 22.00,"36,57474"
23/10/2012 23.00,
24/10/2012 0.00,"34,00658"
24/10/2012 1.00,
24/10/2012 2.00,"36,09177"
24/10/2012 3.00,
24/10/2012 4.00,"36,09177"
24/10/2012 5.00,
24/10/2012 6.00,"36,04192"
24/10/2012 7.00,
24/10/2012 8.00,"36,38074"
24/10/2012 9.00,
24/10/2012 10.00,"36,96954"
24/10/2012 11.00,
24/10/2012 12.00,"37,92667"
24/10/2012 13.00,
24/10/2012 14.00,"32,26088"
24/10/2012 15.00,
24/10/2012 16.00,"26,19726"
24/10/2012 17.00,
24/10/2012 18.00,"30,74888"
24/10/2012 19.00,
24/10/2012 20.00,"34,16836"
24/10/2012 21.00,
24/10/2012 22.00,"30,90591"
24/10/2012 23.00,
25/10/2012 0.00,"31,86745"
25/10/2012 1.00,
25/10/2012 2.00,"42,45624"
25/10/2012 3.00,
25/10/2012 4.00,"40,14516"
25/10/2012 5.00,
25/10/2012 6.00,"27,85409"
25/10/2012 7.00,
25/10/2012 8.00,"32,00548"
25/10/2012 9.00,
25/10/2012 10.00,"36,08871"
25/10/2012 11.00,
25/10/2012 12.00,"35,53791"
25/10/2012 13.00,
25/10/2012 14.00,"23,69726"
25/10/2012 15.00,
25/10/2012 16.00,"21,02088"
25/10/2012 17.00,
25/10/2012 18.00,"27,26631"
25/10/2012 19.00,
25/10/2012 20.00,"34,14189"
25/10/2012 21.00,
25/10/2012 22.00,"45,06478"
25/10/2012 23.00,
26/10/2012 0.00,"45,04171"
26/10/2012 1.00,
26/10/2012 2.00,"42,88053"
26/10/2012 3.00,
26/10/2012 4.00,"50,01187"
26/10/2012 5.00,
26/10/2012 6.00,"47,91853"
26/10/2012 7.00,
26/10/2012 8.00,"46,06565"
26/10/2012 9.00,
26/10/2012 10.00,"61,71855"
26/10/2012 11.00,
26/10/2012 12.00,"52,68077"
26/10/2012 13.00,
26/10/2012 14.00,"32,02652"
26/10/2012 15.00,
26/10/2012 16.00,"27,11368"
26/10/2012 17.00,
26/10/2012 18.00,"35,57725"
26/10/2012 19.00,
26/10/2012 20.00,"36,40108"
26/10/2012 21.00,
26/10/2012 22.00,"32,66721"
26/10/2012 23.00,
27/10/2012 0.00,"30,79534"
27/10/2012 1.00,
27/10/2012 2.00,"28,75355"
27/10/2012 3.00,
27/10/2012 4.00,"36,20777"
27/10/2012 5.00,
27/10/2012 6.00,"37,63905"
27/10/2012 7.00,
27/10/2012 8.00,"37,63905"
27/10/2012 9.00,
27/10/2012 10.00,"21,42484"
27/10/2012 11.00,
27/10/2012 12.00,"15,49348"
27/10/2012 13.00,
27/10/2012 14.00,"15,79059"
27/10/2012 15.00,
27/10/2012 16.00,"15,98562"
27/10/2012 17.00,
27/10/2012 18.00,"24,32029"
27/10/2012 19.00,
27/10/2012 20.00,"37,82899"
27/10/2012 21.00,
27/10/2012 22.00,"37,85205"
27/10/2012 23.00,
28/10/2012 0.00,"33,86785"
28/10/2012 1.00,
28/10/2012 2.00,"23,19529"
28/10/2012 3.00,
28/10/2012 4.00,"15,37884"
28/10/2012 5.00,
28/10/2012 6.00,"8,840727"
28/10/2012 7.00,
28/10/2012 8.00,"7,862909"
28/10/2012 9.00,
28/10/2012 10.00,"18,00366"
28/10/2012 11.00,
28/10/2012 12.00,"18,18104"
28/10/2012 13.00,
28/10/2012 14.00,"12,67501"
28/10/2012 15.00,
28/10/2012 16.00,"8,799349"
28/10/2012 17.00,
28/10/2012 18.00,"5,043753"
28/10/2012 19.00,
28/10/2012 20.00,"16,14163"
28/10/2012 21.00,
28/10/2012 22.00,"17,51221"
28/10/2012 23.00,
29/10/2012 0.00,"18,34622"
29/10/2012 1.00,
29/10/2012 2.00,"12,26461"
29/10/2012 3.00,
29/10/2012 4.00,"8,572446"
29/10/2012 5.00,
29/10/2012 6.00,"5,241487"
29/10/2012 7.00,
29/10/2012 8.00,"3,630105"
29/10/2012 9.00,
29/10/2012 10.00,"7,352801"
29/10/2012 11.00,
29/10/2012 12.00,"10,60914"
29/10/2012 13.00,
29/10/2012 14.00,"11,0426"
29/10/2012 15.00,
29/10/2012 16.00,"29,75885"
29/10/2012 17.00,
29/10/2012 18.00,"25,4304"
29/10/2012 19.00,
29/10/2012 20.00,"21,89323"
29/10/2012 21.00,
29/10/2012 22.00,"18,53377"
29/10/2012 23.00,
30/10/2012 0.00,"11,19251"
30/10/2012 1.00,
30/10/2012 2.00,"8,7054"
30/10/2012 3.00,
30/10/2012 4.00,"5,15907"
30/10/2012 5.00,
30/10/2012 6.00,"4,338285"
30/10/2012 7.00,
30/10/2012 8.00,"6,274251"
30/10/2012 9.00,
30/10/2012 10.00,"4,953874"
30/10/2012 11.00,
30/10/2012 12.00,"4,953874"
30/10/2012 13.00,
30/10/2012 14.00,"11,33937"
30/10/2012 15.00,
30/10/2012 16.00,"16,49029"
30/10/2012 17.00,
30/10/2012 18.00,"14,13037"
30/10/2012 19.00,
30/10/2012 20.00,"10,12243"
30/10/2012 21.00,
30/10/2012 22.00,"7,958215"
30/10/2012 23.00,
31/10/2012 0.00,"7,851377"
31/10/2012 1.00,
31/10/2012 2.00,"7,456247"
31/10/2012 3.00,
31/10/2012 4.00,"16,15045"
31/10/2012 5.00,
31/10/2012 6.00,"14,29114"
31/10/2012 7.00,
31/10/2012 8.00,"10,12074"
31/10/2012 9.00,
31/10/2012 10.00,"25,05698"
31/10/2012 11.00,
31/10/2012 12.00,"28,38793"
31/10/2012 13.00,
31/10/2012 14.00,"32,24528"
31/10/2012 15.00,
31/10/2012 16.00,"23,03858"
31/10/2012 17.00,
31/10/2012 18.00,"25,44261"
31/10/2012 19.00,
31/10/2012 20.00,"25,2252"
31/10/2012 21.00,
31/10/2012 22.00,"33,30484"
31/10/2012 23.00,
01/11/2012 0.00,"24,81244"
01/11/2012 1.00,
01/11/2012 2.00,"18,63146"
01/11/2012 3.00,
01/11/2012 4.00,"18,19121"
01/11/2012 5.00,
01/11/2012 6.00,"14,92368"
01/11/2012 7.00,
01/11/2012 8.00,"8,461878"
01/11/2012 9.00,
01/11/2012 10.00,"12,65771"
01/11/2012 11.00,
01/11/2012 12.00,"9,516008"
01/11/2012 13.00,
01/11/2012 14.00,"14,81651"
01/11/2012 15.00,
01/11/2012 16.00,"18,53479"
01/11/2012 17.00,
01/11/2012 18.00,"22,6126"
01/11/2012 19.00,
01/11/2012 20.00,"19,54958"
01/11/2012 21.00,
01/11/2012 22.00,"20,08547"
01/11/2012 23.00,
02/11/2012 0.00,"18,03146"
02/11/2012 1.00,
02/11/2012 2.00,"16,92918"
02/11/2012 3.00,
02/11/2012 4.00,"20,22485"
02/11/2012 5.00,
02/11/2012 6.00,"19,35931"
02/11/2012 7.00,
02/11/2012 8.00,"13,16442"
02/11/2012 9.00,
02/11/2012 10.00,"7,269366"
02/11/2012 11.00,
02/11/2012 12.00,"15,86352"
02/11/2012 13.00,
02/11/2012 14.00,"17,86698"
02/11/2012 15.00,
02/11/2012 16.00,"17,86698"
02/11/2012 17.00,
02/11/2012 18.00,"29,54653"
02/11/2012 19.00,
02/11/2012 20.00,"27,79236"
02/11/2012 21.00,
02/11/2012 22.00,"20,74684"
02/11/2012 23.00,
03/11/2012 0.00,"11,9675"
03/11/2012 1.00,
03/11/2012 2.00,"27,58716"
03/11/2012 3.00,
03/11/2012 4.00,"23,58872"
03/11/2012 5.00,
03/11/2012 6.00,"14,76563"
03/11/2012 7.00,
03/11/2012 8.00,"15,38156"
03/11/2012 9.00,
03/11/2012 10.00,"15,04951"
03/11/2012 11.00,
03/11/2012 12.00,"15,33374"
03/11/2012 13.00,
03/11/2012 14.00,"12,9633"
03/11/2012 15.00,
03/11/2012 16.00,"8,639262"
03/11/2012 17.00,
03/11/2012 18.00,"6,067698"
03/11/2012 19.00,
03/11/2012 20.00,"17,16185"
03/11/2012 21.00,
03/11/2012 22.00,"22,57292"
03/11/2012 23.00,
04/11/2012 0.00,"23,49511"
04/11/2012 1.00,
04/11/2012 2.00,"20,27913"
04/11/2012 3.00,
04/11/2012 4.00,"28,28585"
04/11/2012 5.00,
04/11/2012 6.00,"31,57136"
04/11/2012 7.00,
04/11/2012 8.00,"24,60656"
04/11/2012 9.00,
04/11/2012 10.00,"26,39635"
04/11/2012 11.00,
04/11/2012 12.00,"20,07699"
04/11/2012 13.00,
04/11/2012 14.00,"12,56715"
04/11/2012 15.00,
04/11/2012 16.00,"9,802605"
04/11/2012 17.00,
04/11/2012 18.00,"7,994166"
04/11/2012 19.00,
04/11/2012 20.00,"5,68817"
04/11/2012 21.00,
04/11/2012 22.00,"21,79215"
04/11/2012 23.00,
05/11/2012 0.00,"31,9129"
05/11/2012 1.00,
05/11/2012 2.00,"28,57109"
05/11/2012 3.00,
05/11/2012 4.00,"27,48134"
05/11/2012 5.00,
05/11/2012 6.00,"21,5103"
05/11/2012 7.00,
05/11/2012 8.00,"34,19379"
05/11/2012 9.00,
05/11/2012 10.00,"29,5723"
05/11/2012 11.00,
05/11/2012 12.00,"24,60487"
05/11/2012 13.00,
05/11/2012 14.00,"17,29853"
05/11/2012 15.00,
05/11/2012 16.00,"21,7311"
05/11/2012 17.00,
05/11/2012 18.00,"29,5489"
05/11/2012 19.00,
05/11/2012 20.00,"29,54924"
05/11/2012 21.00,
05/11/2012 22.00,"33,93365"
05/11/2012 23.00,
06/11/2012 0.00,"26,07685"
06/11/2012 1.00,
06/11/2012 2.00,"26,1301"
06/11/2012 3.00,
06/11/2012 4.00,"20,92694"
06/11/2012 5.00,
06/11/2012 6.00,"14,36507"
06/11/2012 7.00,
06/11/2012 8.00,"9,373898"
06/11/2012 9.00,
06/11/2012 10.00,"14,28639"
06/11/2012 11.00,
06/11/2012 12.00,"13,68165"
06/11/2012 13.00,
06/11/2012 14.00,"11,06668"
06/11/2012 15.00,
06/11/2012 16.00,"8,066409"
06/11/2012 17.00,
06/11/2012 18.00,"25,48501"
06/11/2012 19.00,
06/11/2012 20.00,"25,39784"
06/11/2012 21.00,
06/11/2012 22.00,"38,6362"
06/11/2012 23.00,
07/11/2012 0.00,"30,64645"
07/11/2012 1.00,
07/11/2012 2.00,"21,79453"
07/11/2012 3.00,
07/11/2012 4.00,"18,20309"
07/11/2012 5.00,
07/11/2012 6.00,"21,87727"
07/11/2012 7.00,
07/11/2012 8.00,"22,25239"
07/11/2012 9.00,
07/11/2012 10.00,"23,66367"
07/11/2012 11.00,
07/11/2012 12.00,"17,80898"
07/11/2012 13.00,
07/11/2012 14.00,"16,24677"
07/11/2012 15.00,
07/11/2012 16.00,"26,2834"
07/11/2012 17.00,
07/11/2012 18.00,"27,35957"
07/11/2012 19.00,
07/11/2012 20.00,"33,5877"
07/11/2012 21.00,
07/11/2012 22.00,"26,10432"
07/11/2012 23.00,
08/11/2012 0.00,"18,33128"
08/11/2012 1.00,
08/11/2012 2.00,"20,02849"
08/11/2012 3.00,
08/11/2012 4.00,"16,55236"
08/11/2012 5.00,
08/11/2012 6.00,"9,714761"
08/11/2012 7.00,
08/11/2012 8.00,"7,941256"
08/11/2012 9.00,
08/11/2012 10.00,"8,773911"
08/11/2012 11.00,
08/11/2012 12.00,"6,032763"
08/11/2012 13.00,
08/11/2012 14.00,"4,780898"
08/11/2012 15.00,
08/11/2012 16.00,"13,25498"
08/11/2012 17.00,
08/11/2012 18.00,"18,73728"
08/11/2012 19.00,
08/11/2012 20.00,"24,43425"
08/11/2012 21.00,
08/11/2012 22.00,"26,55032"
08/11/2012 23.00,
09/11/2012 0.00,"26,54999"
09/11/2012 1.00,
09/11/2012 2.00,"10,03934"
09/11/2012 3.00,
09/11/2012 4.00,"11,0799"
09/11/2012 5.00,
09/11/2012 6.00,"21,25254"
09/11/2012 7.00,
09/11/2012 8.00,"23,80036"
09/11/2012 9.00,
09/11/2012 10.00,"22,73504"
09/11/2012 11.00,
09/11/2012 12.00,"21,71279"
09/11/2012 13.00,
09/11/2012 14.00,"31,58831"
09/11/2012 15.00,
09/11/2012 16.00,"31,30579"
09/11/2012 17.00,
09/11/2012 18.00,"41,67311"
09/11/2012 19.00,
09/11/2012 20.00,"36,74161"
09/11/2012 21.00,
09/11/2012 22.00,"40,0797"
09/11/2012 23.00,
10/11/2012 0.00,"41,94783"
10/11/2012 1.00,
10/11/2012 2.00,"26,07414"
10/11/2012 3.00,
10/11/2012 4.00,"24,7897"
10/11/2012 5.00,
10/11/2012 6.00,"18,96011"
10/11/2012 7.00,
10/11/2012 8.00,"17,12114"
10/11/2012 9.00,
10/11/2012 10.00,"14,66592"
10/11/2012 11.00,
10/11/2012 12.00,"21,35972"
10/11/2012 13.00,
10/11/2012 14.00,"17,68688"
10/11/2012 15.00,
10/11/2012 16.00,"15,39919"
10/11/2012 17.00,
10/11/2012 18.00,"17,40807"
10/11/2012 19.00,
10/11/2012 20.00,"22,7425"
10/11/2012 21.00,
10/11/2012 22.00,"15,56267"
10/11/2012 23.00,
11/11/2012 0.00,"34,05949"
11/11/2012 1.00,
11/11/2012 2.00,"30,25844"
11/11/2012 3.00,
11/11/2012 4.00,"26,8549"
11/11/2012 5.00,
11/11/2012 6.00,"26,36379"
11/11/2012 7.00,
11/11/2012 8.00,"22,41927"
11/11/2012 9.00,
11/11/2012 10.00,"16,75247"
11/11/2012 11.00,
11/11/2012 12.00,"24,36474"
11/11/2012 13.00,
11/11/2012 14.00,"19,43494"
11/11/2012 15.00,
11/11/2012 16.00,"23,24786"
11/11/2012 17.00,
11/11/2012 18.00,"18,78001"
11/11/2012 19.00,
11/11/2012 20.00,"22,45591"
11/11/2012 21.00,
11/11/2012 22.00,"26,42178"
11/11/2012 23.00,
12/11/2012 0.00,"29,16564"
12/11/2012 1.00,
12/11/2012 2.00,"30,96085"
12/11/2012 3.00,
12/11/2012 4.00,"30,96118"
12/11/2012 5.00,
12/11/2012 6.00,"12,19644"
12/11/2012 7.00,
12/11/2012 8.00,"25,00542"
12/11/2012 9.00,
12/11/2012 10.00,"21,26848"
12/11/2012 11.00,
12/11/2012 12.00,"22,5312"
12/11/2012 13.00,
12/11/2012 14.00,"18,07251"
12/11/2012 15.00,
12/11/2012 16.00,"12,99654"
12/11/2012 17.00,
12/11/2012 18.00,"27,0784"
12/11/2012 19.00,
12/11/2012 20.00,"33,03858"
12/11/2012 21.00,
12/11/2012 22.00,"38,68166"
12/11/2012 23.00,
13/11/2012 0.00,"37,30294"
13/11/2012 1.00,
13/11/2012 2.00,"44,79547"
13/11/2012 3.00,
13/11/2012 4.00,"50,47415"
13/11/2012 5.00,
13/11/2012 6.00,"58,59312"
13/11/2012 7.00,
13/11/2012 8.00,"51,82675"
13/11/2012 9.00,
13/11/2012 10.00,"31,14401"
13/11/2012 11.00,
13/11/2012 12.00,"17,78964"
13/11/2012 13.00,
13/11/2012 14.00,"13,5141"
13/11/2012 15.00,
13/11/2012 16.00,"16,86167"
13/11/2012 17.00,
13/11/2012 18.00,"16,01545"
13/11/2012 19.00,
13/11/2012 20.00,"25,48941"
13/11/2012 21.00,
13/11/2012 22.00,"31,90476"
13/11/2012 23.00,
14/11/2012 0.00,"26,59205"
14/11/2012 1.00,
14/11/2012 2.00,"17,06823"
14/11/2012 3.00,
14/11/2012 4.00,"14,10561"
14/11/2012 5.00,
14/11/2012 6.00,"12,04178"
14/11/2012 7.00,
14/11/2012 8.00,"15,93304"
14/11/2012 9.00,
14/11/2012 10.00,"30,22113"
14/11/2012 11.00,
14/11/2012 12.00,"21,48148"
14/11/2012 13.00,
14/11/2012 14.00,"10,66951"
14/11/2012 15.00,
