"NetC","Provincia di TARANTO","","","","","",""
"Stat","Massafra (TA) Via Frappietro","","","","","",""
,SO2,NO2,NOX,O3,BENZENE
14/10/2012 0.00,"4,380452","25,039839","16,759867","27,116938","1,228841"
14/10/2012 1.00,"4,086135","25,712785","15,676933","23,982313","1,291692"
14/10/2012 2.00,"3,311521","16,568635","10,753701","34,126129","0,857026"
14/10/2012 3.00,"3,775567",,,"53,278549","0,725629"
14/10/2012 4.00,"3,166168","5,203169","2,939149",,"0,490702"
14/10/2012 5.00,"2,706636","6,397859","3,733799","57,216479","0,445802"
14/10/2012 6.00,"2,985605","5,970212","3,464846","58,0392","0,608471"
14/10/2012 7.00,"2,759902","16,017688","11,442874","46,75841","0,971794"
14/10/2012 8.00,"3,393677","20,672506","18,3356","45,931465","1,533534"
14/10/2012 9.00,"3,275408","13,150684","10,263623","54,546413","1,3939"
14/10/2012 10.00,"3,739454","11,854109","9,71317","69,836933","1,009372"
14/10/2012 11.00,"3,158042","10,767146","8,727914","79,938516","0,80943"
14/10/2012 12.00,"2,530587","15,392109","12,637396","85,872443","0,634506"
14/10/2012 13.00,"3,331383","9,989722","7,397394","88,071171","0,96915"
14/10/2012 14.00,"2,744553","6,826807","4,945615","95,947869","0,400495"
14/10/2012 15.00,"3,040676","9,732093","6,537627","92,469427","0,660541"
14/10/2012 16.00,"4,031965","13,939143","8,930053","84,405219","0,610607"
14/10/2012 17.00,"2,785181","9,689912","5,921374","83,280101","0,504991"
14/10/2012 18.00,"2,803236","18,97034","12,05336","66,929517","0,953132"
14/10/2012 19.00,"2,833029","22,087825","13,981144","58,421003","2,208873"
14/10/2012 20.00,"3,201378","21,165036","12,800872","62,435778","1,106598"
14/10/2012 21.00,"2,659689","17,776297","10,663493","62,032869","0,935792"
14/10/2012 22.00,"2,965743","17,987851","11,22208","49,96737","1,055341"
14/10/2012 23.00,"5,389798","11,925496","6,999901","70,070045","0,864704"
15/10/2012 0.00,"4,520388","9,158434","5,576449","74,954045","0,553706"
15/10/2012 1.00,"4,0428","4,489988","2,666127","85,651972","0,249724"
15/10/2012 2.00,"4,189958","4,075319","2,388017","78,227206","0,304541"
15/10/2012 3.00,"3,771053","5,606158","3,225062","78,380919","0,287964"
15/10/2012 4.00,"4,14211","4,390701","2,573537","74,307007","0,312982"
15/10/2012 5.00,"4,556501","10,127946","6,202537","61,637562","0,453633"
15/10/2012 6.00,"4,876097","38,688248","32,503273","31,691751","1,353424"
15/10/2012 7.00,"5,593833","52,778599","44,89785","16,664803","3,251501"
15/10/2012 8.00,"6,624847","50,019964","46,141874","25,865114","3,022982"
15/10/2012 9.00,"5,315767","27,749142","22,299349","58,047636","1,766681"
15/10/2012 10.00,"2,927227","20,592029","16,032034","75,024988","1,445818"
15/10/2012 11.00,"1,615528","18,181238","14,654707","79,720602","1,146718"
15/10/2012 12.00,"1,4286","16,720479","13,398808","82,417661","1,2234"
15/10/2012 13.00,"1,523419","16,768501","12,583128","85,018458","1,325609"
15/10/2012 14.00,"0,681791","13,299294","9,798639","89,312856","0,74541"
15/10/2012 15.00,"0,441583","18,339573","13,403898","85,978873","0,959845"
15/10/2012 16.00,"0,242013","23,908737","16,819225","85,4273","1,156583"
15/10/2012 17.00,"1,120666","34,809563","22,837597","71,768729","1,958945"
15/10/2012 18.00,"1,40783","39,304733","26,063331","54,001598","1,596385"
15/10/2012 19.00,"1,327461","37,993257","28,360446","50,032427","2,238112"
15/10/2012 20.00,"0,897616","30,146961","20,16332","59,88653","2,000541"
15/10/2012 21.00,"0,717009","27,279957","17,560967","61,250691","1,733934"
15/10/2012 22.00,"0,791961","15,852203","9,898692","77,000696","1,092512"
15/10/2012 23.00,,"8,784647","5,377026","94,441786","0,647524"
16/10/2012 0.00,,"3,607435","2,300176","94,80922","0,494008"
16/10/2012 1.00,,"2,234937","1,445156","93,529514","0,361543"
16/10/2012 2.00,,"1,247903","0,88317","91,071495","0,275404"
16/10/2012 3.00,,,,"87,0381","0,247538"
16/10/2012 4.00,,"7,664585","4,961894",,"0,283438"
16/10/2012 5.00,,"13,562755","8,133709","58,513909","0,410919"
16/10/2012 6.00,,"13,946925","7,989906","54,569214","1,055239"
16/10/2012 7.00,,"13,743813","8,366711","65,028123","0,410512"
16/10/2012 8.00,,"32,311806","24,733153",,"1,479277"
16/10/2012 9.00,,"28,131371","25,128268","50,439564","1,864364"
16/10/2012 10.00,"0,090303","18,187077","16,125302","64,508643","1,350881"
16/10/2012 11.00,"0,037025","12,155866","9,223763","77,323366","0,817058"
16/10/2012 12.00,"0,082176","11,716535","7,458102","78,545644","0,873298"
16/10/2012 13.00,,"19,701038","15,932997","68,452479","0,899842"
16/10/2012 14.00,,"9,547796","6,672612","83,141563","0,599776"
16/10/2012 15.00,,"8,656157","6,230347","89,922709","0,781361"
16/10/2012 16.00,,"7,100009","4,474521","96,420865","0,501228"
16/10/2012 17.00,,"13,517337","7,744015","92,985536","0,554672"
16/10/2012 18.00,,"20,268863","11,473746","78,776229","0,796311"
16/10/2012 19.00,,"24,465531","13,78748","69,24396","1,059816"
16/10/2012 20.00,,"18,275978","10,186634","64,15471","0,957607"
16/10/2012 21.00,,"8,924168","4,958502","74,217472","0,604047"
16/10/2012 22.00,"0,045152","6,550361","3,726339","84,866419","0,478143"
16/10/2012 23.00,"0,80641","8,722999","5,187774","85,831903","0,5444"
17/10/2012 0.00,"0,580651","7,697029","4,242538","86,156247","0,430699"
17/10/2012 1.00,"0,143582","3,877393","2,230987","83,616295","0,416258"
17/10/2012 2.00,"0,129134","3,524372","2,12449","73,137956","0,485923"
17/10/2012 3.00,"0,385596","2,743703","1,624232","77,580161","0,495991"
17/10/2012 4.00,"0,381983","4,802776","2,865553","80,795887","0,418343"
17/10/2012 5.00,"0,353086","8,753497","5,150127","72,077876","0,564384"
17/10/2012 6.00,"0,345862","14,512805","8,439967","69,215246","0,790311"
17/10/2012 7.00,"0,329608","16,544619","9,743016","65,946301","0,886519"
17/10/2012 8.00,"0,568009","26,240364","16,773776","59,922001","1,323117"
17/10/2012 9.00,"0,665536","26,998969","22,712437","61,934037","1,984675"
17/10/2012 10.00,"0,873234","14,701645","10,81001","89,226692","0,779022"
17/10/2012 11.00,"0,64567","20,311041","16,331508","84,877393","0,992185"
17/10/2012 12.00,"0,398238","10,273955","7,105378","105,182742","0,727358"
17/10/2012 13.00,"0,678178","13,641932","10,229024","105,775715","1,090275"
17/10/2012 14.00,"0,670955","11,751578","8,074693","112,169991","0,687848"
17/10/2012 15.00,"0,8037","11,565332","7,570705","116,849547","0,671983"
17/10/2012 16.00,"1,731117","21,173468","13,514456","112,054299","0,829719"
17/10/2012 17.00,"3,327681","38,801173","24,03449","90,329846","1,26647"
17/10/2012 18.00,"3,292463","46,261334","28,496466","72,844015","2,02261"
17/10/2012 19.00,"0,967279","30,174189","19,710271","65,849346","2,443444"
17/10/2012 20.00,"0,807313","25,371436","14,732036","73,415862","1,253859"
17/10/2012 21.00,"1,051131","25,849053","15,400859","69,444994","1,261029"
17/10/2012 22.00,"0,58336","18,514143","10,836799","76,241323","1,186076"
17/10/2012 23.00,"0,255559","20,048218","13,133585","73,861842","0,891299"
18/10/2012 0.00,"0,25285","14,727604","8,662117","70,263484","1,133701"
18/10/2012 1.00,"0,365728","10,822951","6,31073","76,497281","0,943522"
18/10/2012 2.00,"0,12823","6,287541","3,534036","87,016152","0,69278"
18/10/2012 3.00,"0,066825",,,"87,80761","0,680119"
18/10/2012 4.00,"0,090303","9,072774","5,282399","87,32953","0,6431"
18/10/2012 5.00,,"22,768555","15,39916","67,658486","0,981049"
18/10/2012 6.00,"0,58336","49,877215","36,368669","33,670853","2,634844"
18/10/2012 7.00,"0,515632","60,189451","48,976221","30,890141","2,457428"
18/10/2012 8.00,"1,119763","50,997933","38,34191","37,895126","2,80275"
18/10/2012 9.00,"0,707075","14,75161","9,650766","89,477566","1,248927"
18/10/2012 10.00,"0,538209","20,34932","14,109342","97,880502","0,730765"
18/10/2012 11.00,"0,412686","11,748983","8,24936","114,118705","0,987863"
18/10/2012 12.00,"0,891295","17,169547","11,732858","116,366352","0,92786"
18/10/2012 13.00,"0,840724","11,510168","7,792853","126,03213","1,231028"
18/10/2012 14.00,"0,102043","13,124725","8,416566","133,465427","0,796006"
18/10/2012 15.00,"0,747713","20,022254","13,261441","119,30934","1,127446"
18/10/2012 16.00,"0,582457","18,101419","11,352656","121,353396","1,124395"
18/10/2012 17.00,"0,325995","29,333847","17,988978","114,559563","1,095767"
18/10/2012 18.00,"0,58336","50,498901","31,878203","74,061186","2,04178"
18/10/2012 19.00,"0,280844","26,827654","15,715263","75,593464","3,029084"
18/10/2012 20.00,"0,948186","29,915935","17,672544","66,158309","4,254721"
18/10/2012 21.00,"0,513826","25,904864","15,272652","67,602733","1,67088"
18/10/2012 22.00,"0,897616","13,341476","7,480489","82,839167","1,235045"
18/10/2012 23.00,"1,090866","8,06303","4,49962","94,040547","0,609336"
19/10/2012 0.00,"1,313915","6,162946","3,450942","93,263434","0,703408"
19/10/2012 1.00,"0,550851","3,894914","2,20589","91,50564","0,461769"
19/10/2012 2.00,"0,587875","2,717745","1,545886","96,575454","0,343187"
19/10/2012 3.00,"0,419008","2,660638","1,569966","98,726024","0,435123"
19/10/2012 4.00,"0,672761","3,574989","2,1852","88,029771","0,408275"
19/10/2012 5.00,"0,547239","5,462745","3,137219","95,192704","0,503974"
19/10/2012 6.00,"0,610451","8,794382","5,208802","91,006457","0,613658"
19/10/2012 7.00,"0,772997","11,638659","6,884925","83,061327","0,856314"
19/10/2012 8.00,"0,110171","16,489457","10,377921","76,546276","1,013237"
19/10/2012 9.00,"0,591487","10,311592","6,714666","87,730746","0,637201"
19/10/2012 10.00,"0,465063","8,24019","5,661917","95,692748","0,644829"
19/10/2012 11.00,"1,313012","15,625726","11,774577","98,369579","0,912656"
19/10/2012 12.00,"2,100458","15,148758","10,637375","104,101612","1,049086"
19/10/2012 13.00,"3,333099","24,209188","17,47719","100,121452","1,174432"
19/10/2012 14.00,"4,702099","18,389548","12,116789","108,916289","0,842737"
19/10/2012 15.00,"6,083742","20,409032","13,051847","107,091784","0,833584"
19/10/2012 16.00,"4,031145","13,703573","8,148632","118,179055","0,668678"
19/10/2012 17.00,"0,810021","14,683467","8,811687","110,555796","0,779022"
19/10/2012 18.00,"0,500281","31,013291","19,483299","81,850883","1,46987"
19/10/2012 19.00,"0,398238","24,780265","14,774434","73,799338","2,079765"
19/10/2012 20.00,"0,389208","19,939195","11,470684","79,297399","1,264945"
19/10/2012 21.00,"0,602323","11,47059","6,366011","87,543236","0,932894"
19/10/2012 22.00,"0,478608","6,212914","3,527931","92,637524","0,72868"
19/10/2012 23.00,"1,070999","4,076617","2,36292","95,84481","0,496957"
20/10/2012 0.00,"0,854271","2,837798","1,643224","100,896008","0,405274"
20/10/2012 1.00,"0,372953","2,430915","1,42345","107,519126","0,355543"
20/10/2012 2.00,"1,005077","2,267383","1,41158","108,506557","0,36195"
20/10/2012 3.00,"0,416299",,,"110,217084","0,367747"
20/10/2012 4.00,"0,86601","2,43935","1,43125","113,327232","0,447988"
20/10/2012 5.00,"0,316965","2,922159","1,743616","103,316044","0,399223"
20/10/2012 6.00,"0,399141","4,456243","2,624073","95,558448","0,478753"
20/10/2012 7.00,"0,472287","8,36803","4,938493","91,80551","0,792294"
20/10/2012 8.00,"0,698045","13,293455","8,154057","85,725472","0,924606"
20/10/2012 9.00,"0,922901","8,784647","5,631394","97,646515","0,627743"
20/10/2012 10.00,"0,897616","8,427085","5,460457","101,619932","0,851788"
20/10/2012 11.00,"0,61316","8,255764","5,417046","103,89038","0,811312"
20/10/2012 12.00,"0,603226","8,580231","5,491321","112,430142","0,882959"
20/10/2012 13.00,"0,708881","8,604242","5,442483","117,88764","0,734935"
20/10/2012 14.00,"0,633027","5,407583","3,371238","120,376946","0,558689"
20/10/2012 15.00,"0,446099","5,175914","3,112122","118,359861","0,536213"
20/10/2012 16.00,"0,565299","6,449126","3,786708","115,74723","0,586199"
20/10/2012 17.00,"0,609548","8,300543","4,731943","110,626717","0,692679"
20/10/2012 18.00,"0,669148","9,077965","5,0243","104,463924","0,809939"
20/10/2012 19.00,"0,365728","11,283043","7,248843","99,046167","1,031187"
20/10/2012 20.00,"0,179704","10,381024","5,972587","99,149203","0,849551"
20/10/2012 21.00,"0,442487","8,684711","4,835389","95,977435","0,70412"
20/10/2012 22.00,"0,027091","15,35188","9,562584","84,617227","0,901621"
20/10/2012 23.00,"0,002709","22,447318","13,306891","70,399503","0,947691"
21/10/2012 0.00,,"24,427883","14,870073","65,969962","1,210738"
21/10/2012 1.00,"0,132746","18,629653","11,278048","72,577942","1,051171"
21/10/2012 2.00,"0,011739","14,993668","8,893761","75,873044","0,882858"
21/10/2012 3.00,,"6,540627","3,790779","84,656093","0,631099"
21/10/2012 4.00,,"6,180467","3,581518","81,151494","0,598504"
21/10/2012 5.00,,"9,581541","5,515401","76,639183","0,613709"
21/10/2012 6.00,,"19,034585","11,035884","59,709989","0,889722"
21/10/2012 7.00,"0,014449","27,022334","17,288278","47,967161","1,554891"
21/10/2012 8.00,,"14,50956","10,008571","67,350162","1,681152"
21/10/2012 9.00,,"9,759348","6,579343","79,324454","0,840093"
21/10/2012 10.00,,"5,536724","3,839279","89,719978","0,682661"
21/10/2012 11.00,,"5,284286","3,550655","90,166818","0,740783"
21/10/2012 12.00,,"7,103902","4,69735","93,029463","0,753851"
21/10/2012 13.00,,"5,258329","3,521147","97,080574","0,862162"
21/10/2012 14.00,,"3,119436","2,078026","95,02291","0,515772"
21/10/2012 15.00,,"2,947468","1,887419","94,045616","0,473871"
21/10/2012 16.00,,"2,695681","1,742599","91,167788","0,393986"
21/10/2012 17.00,,"5,250541","3,048021","86,297319","0,408783"
21/10/2012 18.00,,"8,053946","4,547103","83,513236","0,588996"
21/10/2012 19.00,,"18,609533","12,312484","73,621104","0,91052"
21/10/2012 20.00,"0,004515","11,700962","6,928338","80,077069","0,96493"
21/10/2012 21.00,,"12,159763","6,938851","75,296128","0,71251"
21/10/2012 22.00,"0,05057","9,159084","5,505227","84,918793","0,83994"
21/10/2012 23.00,"1,011398","20,340237","11,684019","60,976156","0,951403"
22/10/2012 0.00,"0,40456","11,294079","6,810309","64,057594","0,936708"
22/10/2012 1.00,"0,745906","6,247957","3,639853","72,1877","0,601759"
22/10/2012 2.00,"0,62219","3,766424","2,24591","83,513236","0,503618"
22/10/2012 3.00,"0,986114",,,"91,034326","0,512721"
22/10/2012 4.00,"0,502087","7,490019","4,327328","84,091841","0,550604"
22/10/2012 5.00,"0,462354","21,533631","13,685392","63,104782","0,754512"
22/10/2012 6.00,"1,457497","54,74358","50,744269","14,133277","2,906281"
22/10/2012 7.00,"1,401509","37,514987","31,401691","24,918208","3,231822"
22/10/2012 8.00,,"30,660257","23,751629","39,18581","1,637878"
22/10/2012 9.00,,"12,179233","9,025357",,"0,926741"
22/10/2012 10.00,"1,020428","9,062392","6,434863","83,386531","0,679203"
22/10/2012 11.00,"1,582116","6,931285","4,941545","93,505032","0,904367"
22/10/2012 12.00,"0,627609","8,379063","6,229671","101,776119","0,750597"
22/10/2012 13.00,"1,142338","8,524425","5,563901","107,49042","0,883976"
22/10/2012 14.00,"1,010495","6,839786","4,215744","119,876857","0,646965"
22/10/2012 15.00,"1,668807","7,674318","4,5081","118,31254","0,706815"
22/10/2012 16.00,"1,933396","9,265507","5,551352","113,950631","0,721307"
22/10/2012 17.00,"1,150466","11,467996","6,499301","104,852492","0,915097"
22/10/2012 18.00,"0,831694","13,645179","7,533056","94,109816","1,039781"
22/10/2012 19.00,"0,611354","14,986527","8,545447","90,11022","0,960048"
22/10/2012 20.00,"0,738682","12,536142","7,073497","90,813002","0,989287"
22/10/2012 21.00,"0,570718","9,560776","5,475381","91,032629","0,884485"
22/10/2012 22.00,"0,530081","5,817063","3,438391","94,673224","0,677169"
22/10/2012 23.00,"0,161643","4,507511","2,66138","99,106989","0,63715"
23/10/2012 0.00,"0,021673","4,122041","2,374452","100,272647","0,611827"
23/10/2012 1.00,"0,042442","2,873489","1,78567","104,904882","0,553401"
23/10/2012 2.00,,"2,528255","1,431929","103,782238","0,574402"
23/10/2012 3.00,"0,12191","1,892299","1,230808","102,3691","0,484499"
23/10/2012 4.00,"0,049667","2,330978","1,498065","100,145113","0,500822"
23/10/2012 5.00,"0,027994","2,760574","1,656452","97,87121","0,528942"
23/10/2012 6.00,"0,069533","4,689861","2,731246","93,41717","0,601403"
23/10/2012 7.00,,"8,676923","5,076192","87,384431","0,682"
23/10/2012 8.00,"0,384605","12,071502","7,304125","82,561283","0,912452"
23/10/2012 9.00,"0,650026","8,417999","5,496747","88,856724","0,89135"
23/10/2012 10.00,"0,650026","7,932595","5,19354","94,539761","0,734427"
23/10/2012 11.00,"0,802601","8,371275","5,493694","100,501557","0,78548"
23/10/2012 12.00,"0,651832","7,463414","4,845224","108,305599","0,73763"
23/10/2012 13.00,"0,676207","11,183754","7,28615","113,459803","0,924606"
23/10/2012 14.00,"0,686138","6,156456","3,666308","122,400036","0,749326"
23/10/2012 15.00,"0,650026","7,456274","4,441624","121,336501","0,670254"
23/10/2012 16.00,"0,650026","9,086403","5,257302","114,717569","0,706256"
23/10/2012 17.00,"0,650026","9,693157","5,413992","108,112084","0,849856"
23/10/2012 18.00,"0,650026","14,760691","8,491183","94,439252","0,955166"
23/10/2012 19.00,"0,650026","8,974136","5,215584","98,633102","1,039018"
23/10/2012 20.00,"0,672596","7,088329","3,972227","106,16684","0,893841"
23/10/2012 21.00,"0,650026","5,224584","2,895739","109,478023","0,828753"
23/10/2012 22.00,"0,698778","8,125329","4,990723","107,219279","0,846144"
23/10/2012 23.00,"1,282899","7,353095","4,141468","104,086354","1,01461"
24/10/2012 0.00,"0,828783","5,984489","3,47536","108,00232","0,863687"
24/10/2012 1.00,"1,218798","2,986402","1,79042","106,867043","0,794226"
24/10/2012 2.00,"1,129874","2,656917","1,567685","101,938515","0,768954"
24/10/2012 3.00,"0,716834",,,"97,425207","0,735647"
24/10/2012 4.00,"1,204354","3,211584","1,800255",,"0,755936"
24/10/2012 5.00,"0,746626","3,116191","1,927101","103,052423","0,761326"
24/10/2012 6.00,"0,684333","6,283","3,70158","98,339153","0,824533"
24/10/2012 7.00,"0,94976","14,970304","9,69757","86,811747","1,034442"
24/10/2012 8.00,"0,782739","39,569509","26,076219","58,814616","1,998812"
24/10/2012 9.00,"1,207965","18,082602","12,033692","77,429804","1,598165"
24/10/2012 10.00,"1,733402","7,985807","5,031761","93,926514","1,01939"
24/10/2012 11.00,"2,051192","10,193485","7,138276","106,504731","0,952522"
24/10/2012 12.00,"2,053901","11,244114","7,957344","111,695244","1,382561"
24/10/2012 13.00,"2,229949","13,004026","8,741481","113,63634","1,17911"
24/10/2012 14.00,"2,178489","14,268802","9,537824","115,5758","1,131616"
24/10/2012 15.00,"2,376205","14,093593","8,87036","118,620826","1,009372"
24/10/2012 16.00,"2,003343","21,490802","13,159695","113,026464","1,014152"
24/10/2012 17.00,"2,417735","48,110812","30,398122","80,333841","2,016914"
24/10/2012 18.00,"2,057512","24,7543","13,779338","88,295851","1,684813"
24/10/2012 19.00,"1,012957","28,161216","16,742567","69,003222","1,601419"
24/10/2012 20.00,"1,27387","44,450155","32,069152","46,011723","2,094969"
24/10/2012 21.00,"1,325331","44,946586","32,055597","42,506269","2,387458"
24/10/2012 22.00,"1,488739","35,450067","24,971236","42,026491",
24/10/2012 23.00,"0,664471","25,177407","16,051025","56,906476",
25/10/2012 0.00,"0,650026","14,817797","8,969735","63,881895",
25/10/2012 1.00,"0,650026","11,300568","6,919518","60,80387",
25/10/2012 2.00,"0,650026","8,764531","5,375328","59,43969",
25/10/2012 3.00,"0,650929","5,639254","3,284076","64,773041",
25/10/2012 4.00,"0,650026","4,316072","2,521647","80,775598",
25/10/2012 5.00,"0,650026","8,073414","4,618665","77,548905",
25/10/2012 6.00,"0,650026","16,86779","9,544608","72,664084",
25/10/2012 7.00,"0,650026","31,26508","19,802125","59,77419",
25/10/2012 8.00,"0,650026","34,914057","22,643929","48,360794",
25/10/2012 9.00,"0,650026","16,227939","10,308391","76,863017",
25/10/2012 10.00,"0,66086","11,816473","7,645658","97,856842",
25/10/2012 11.00,"2,302175","22,21501","14,787666","96,873626",
25/10/2012 12.00,"15,117613","36,122364","25,927675","87,374294",
25/10/2012 13.00,"9,200575","23,403223","16,594701","103,460405",
25/10/2012 14.00,"10,055538","26,332521","17,211965","115,191403",
25/10/2012 15.00,"10,23881","32,210584","20,666979","109,711111",
25/10/2012 16.00,"4,914918","23,841243","14,857522","114,220874",
25/10/2012 17.00,"1,906743","33,605789","20,233529","107,776743",
25/10/2012 18.00,"0,669888","61,307568","42,32124","73,531592",
25/10/2012 19.00,,,,,"2,34032"
25/10/2012 20.00,"1,072542","67,816401","56,54388","31,397808","3,769002"
25/10/2012 21.00,"0,656345","65,811844","53,329331","25,952118","3,801953"
25/10/2012 22.00,"0,659054","31,174872","19,792278","61,885061","1,948623"
25/10/2012 23.00,"0,650026","15,226634","8,51187","85,200923","1,252029"
26/10/2012 0.00,"0,650026","11,32263","6,45148","93,004128","0,997677"
26/10/2012 1.00,"1,070737","17,100113","9,622616","76,232046","1,002711"
26/10/2012 2.00,"2,795112","21,300674","12,124588","56,898017","1,607521"
26/10/2012 3.00,"0,650026",,,"70,644449","1,104716"
26/10/2012 4.00,"0,650026","19,263649","11,100665",,"1,365577"
26/10/2012 5.00,"0,650026","23,024226","14,067622","52,066426","1,475769"
26/10/2012 6.00,"0,650026","47,970646","35,473965","31,244911","1,864873"
26/10/2012 7.00,"0,650026","57,790352","53,234017","15,319216","3,287961"
26/10/2012 8.00,"1,067126","68,268705","84,566188","10,102442","5,324554"
26/10/2012 9.00,"0,941634","45,996562","37,721234","50,192065","3,402373"
26/10/2012 10.00,"2,501697","35,980243","25,537627","66,073005","2,611707"
26/10/2012 11.00,"1,104142","24,101466","17,47244","87,419066","1,987676"
26/10/2012 12.00,"0,673499","20,963225","15,468348","96,531527","1,792157"
26/10/2012 13.00,"0,650026","19,579683","14,514302","99,030102","1,576655"
26/10/2012 14.00,"0,650026","14,74512","10,304663","101,669772","1,006982"
26/10/2012 15.00,"0,650026","18,61992","12,731344","95,865076","1,172296"
26/10/2012 16.00,"0,650026","18,146848","12,219546","96,213088","1,131056"
26/10/2012 17.00,"0,650026","26,463589","17,668475","87,477338","1,380628"
26/10/2012 18.00,"0,650026","29,898421","19,698341","79,271227","1,735663"
26/10/2012 19.00,"0,650026","35,409839","23,535229","69,770198","1,821091"
26/10/2012 20.00,"0,650026","25,511604","17,271994","80,98425","1,659897"
26/10/2012 21.00,"0,650026","18,167606","12,12391","89,879635","1,524686"
26/10/2012 22.00,"0,650026","8,944286","6,098416","99,222704","0,884129"
26/10/2012 23.00,"0,680722","8,013711","5,343447","98,636489","0,552994"
27/10/2012 0.00,"0,675304","4,979286","3,237951","104,714814","0,452667"
27/10/2012 1.00,"0,666276","3,244681","2,136023","106,205699","0,354424"
27/10/2012 2.00,"0,748433","1,8605","1,311188","104,118492","0,287201"
27/10/2012 3.00,"0,650026","1,661926","1,098536","107,319812","0,258064"
27/10/2012 4.00,"0,650026","2,260244","1,457705","108,542067","0,270115"
27/10/2012 5.00,"0,650026","5,548404","3,482484","104,735887","0,32422"
27/10/2012 6.00,"0,650026","8,770371","5,003951","86,170615","0,467515"
27/10/2012 7.00,"0,650026","14,494627","8,123194","71,629339","0,558231"
27/10/2012 8.00,"0,672596","23,045661","13,467996","62,520268","0,923792"
27/10/2012 9.00,"0,650026","30,936714","20,536064","44,278427","1,241452"
27/10/2012 10.00,"0,724959","24,423333","18,815507","58,943851","1,17255"
27/10/2012 11.00,"3,848695","41,722686","31,721859","37,009905","2,208975"
27/10/2012 12.00,"1,280189","33,71351","24,27867","43,894928","1,41124"
27/10/2012 13.00,"0,831491","29,484396","25,092667","52,027564","1,709729"
27/10/2012 14.00,"0,650026","12,453077","9,635843","74,02573","0,883264"
27/10/2012 15.00,"0,650026","16,538781","12,261947","70,319245","0,937725"
27/10/2012 16.00,"0,703292","17,780194","12,654696","66,690476","1,058036"
27/10/2012 17.00,"0,650026","27,406512","19,7431","59,720963","1,223197"
27/10/2012 18.00,"1,306371","42,438465","28,293967","38,067454","2,16382"
27/10/2012 19.00,"0,924481","32,201482","21,421264","50,285832","2,12853"
27/10/2012 20.00,"0,762877","36,069802","24,426889","47,411357","2,303607"
27/10/2012 21.00,"0,671693","25,730299","16,940643","53,813231","1,717306"
27/10/2012 22.00,"0,658152","15,95863","9,435739","57,735959","1,363238"
27/10/2012 23.00,"0,684333","18,812656","11,608721","48,240855","0,912605"
28/10/2012 0.00,"0,706","20,431746","11,977731","41,549248","1,031899"
28/10/2012 1.00,"0,933509","7,094168","4,150286","65,082187","0,693899"
28/10/2012 2.00,"0,650026","4,301149","2,584391","78,342076","0,370849"
28/10/2012 3.00,"0,650929",,,"90,247913","0,248301"
28/10/2012 4.00,"0,650026","2,48802","1,428537",,"0,257759"
28/10/2012 5.00,"0,650026","3,282319","1,986115","87,792413","0,242961"
28/10/2012 6.00,"0,650026","9,268104","5,586287","77,151898","0,425716"
28/10/2012 7.00,"0,650026","3,752797","2,354441","91,923774","0,542569"
28/10/2012 8.00,"0,650026","7,261594","4,429075","85,861446","0,355696"
28/10/2012 9.00,"0,663568","14,937855","9,437773","78,172282","0,774242"
28/10/2012 10.00,"0,66086","21,731562","14,253149","71,681705","1,024577"
28/10/2012 11.00,"0,65454","20,962574","14,451213","70,582783","1,259249"
28/10/2012 12.00,"0,691555","25,479158","18,843997","67,930472","1,149973"
28/10/2012 13.00,"0,679819","22,089125","15,81396","65,314462","1,429088"
28/10/2012 14.00,"0,650026","13,45179","9,029089","77,785411","1,087783"
28/10/2012 15.00,"0,650026","6,050681","3,632052","84,531923","0,681492"
28/10/2012 16.00,"0,650026","6,639265","3,957306","78,103036","0,666542"
28/10/2012 17.00,"0,650026","6,523105","3,797901","84,144215","0,466854"
28/10/2012 18.00,"0,684333","13,172747","7,703993","75,981172","0,588029"
28/10/2012 19.00,"0,668985","30,904268","22,090425","49,537425","1,027678"
28/10/2012 20.00,"0,650026","17,702968","10,211736","56,2831","1,487566"
28/10/2012 21.00,"0,650026","9,49134","5,421116","66,209839","0,667203"
28/10/2012 22.00,"0,650929","7,871595","4,489785","72,97409","0,583555"
28/10/2012 23.00,"0,752044","7,518573","4,471132","79,420732","0,476007"
29/10/2012 0.00,"0,749336","9,427743","5,7094","75,862907","0,501839"
29/10/2012 1.00,"1,157407","13,859325","8,424706","65,371083","0,841415"
29/10/2012 2.00,"1,179075","5,249893","3,018512","78,939258","0,399834"
29/10/2012 3.00,"1,171852","5,274552","3,025975","82,938017","0,326864"
29/10/2012 4.00,"1,336164","6,386181","3,5883","82,445553","0,32722"
29/10/2012 5.00,"0,7701","1,922149","1,090056","90,923664","0,300473"
29/10/2012 6.00,"1,063515","3,31801","1,956268","92,205052","0,317812"
29/10/2012 7.00,"1,009346","8,175945","4,557277","89,69548","0,378121"
29/10/2012 8.00,"0,743918","10,802828","6,245609","84,795461","0,519738"
29/10/2012 9.00,"0,945246","18,524525","11,981802","80,070281","0,773886"
29/10/2012 10.00,"1,059","12,142238","8,328724","84,058051","1,02239"
29/10/2012 11.00,"1,095113","10,043583","7,669399","90,227647","0,805006"
29/10/2012 12.00,"0,789962","7,602936","5,851169","95,87691","0,601403"
29/10/2012 13.00,"0,974135","8,865116","6,789621","92,53279","0,860789"
29/10/2012 14.00,"1,08428","16,65364","13,117306","85,74997","1,003118"
29/10/2012 15.00,"0,986776","9,236956","6,010573","92,248963","0,921758"
