"NetC","ENEL Brindisi","","","","","","","","","","","","","","",""
"Stat","Terminale Passeggeri","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
08/11/2012 0.00,"0,372501","5,92966","13,627533","0,632962","62,781313","12,8","0,365815","6,9"
08/11/2012 1.00,"2,842299","18,221138","39,538609","0,680591","50,986693","7,9","0,400088","3,7"
08/11/2012 2.00,"0,361214","3,050649","5,42122","0,682112","60,409218","7,9","0,40319","3,7"
08/11/2012 3.00,"0,419912","1,933374","4,271559","0,684679","59,822968","7,9","0,410207","3,7"
08/11/2012 4.00,"0,340896","3,300014","7,629864","0,684013","60,824837","7,9","0,398562","3,7"
08/11/2012 5.00,"0,347668","2,726803","5,712683","0,681922","60,998881","7,9","0,388138","3,7"
08/11/2012 6.00,"0,370243","3,076559","5,816315","0,683158","61,346927","7,9","0,393833","3,7"
08/11/2012 7.00,"0,386047","2,228077","4,559783","0,669183","62,463689","7,9","0,391087","3,7"
08/11/2012 8.00,"0,367987","2,007858","5,032602","0,624692","62,227164","7,9","0,376087","3,7"
08/11/2012 9.00,"0,512471","2,150352","4,488536","0,576111","64,825651","7,9","0,351729","3,7"
08/11/2012 10.00,"0,372501","2,024051","4,786478","0,555957","66,782127","7,9","0,337339","3,7"
08/11/2012 11.00,"0,299748","2,380648","4,715852","0,560932","66,372936","7,9","0,268488","3,7"
08/11/2012 12.00,"0,255108","1,599811","3,931517","0,55377","70,483909","7,9","0,323813","3,7"
08/11/2012 13.00,"0,571169","2,772142","7,727019","0,547496","71,663212","7,9","0,318677","3,7"
08/11/2012 14.00,"7,131711","2,998834","5,346734","0,528578","74,14681","7,9","0,309219","3,7"
08/11/2012 15.00,"13,671938","6,541734","14,408008","0,502624","72,222434","7,9","0,316694","3,7"
08/11/2012 16.00,"12,777933","6,091586","9,317115","0,504146","74,178911","7,9","0,33922","3,7"
08/11/2012 17.00,"13,689989","4,197073","6,548212","0,488934","75,314264","7,9","0,322847","3,7"
08/11/2012 18.00,"10,014649","15,849132","41,633915","0,502339","60,549469","7,9","0,361035","3,7"
08/11/2012 19.00,"5,996147","22,928455","49,318835","0,507948","58,684202","7,9","0,340695","3,7"
08/11/2012 20.00,"3,469908","19,068183","35,691303","0,54626","61,120517","7,9","0,339169","3,7"
08/11/2012 21.00,"4,659657","14,385339","35,53909","0,556907","61,275946","7,9","0,321219","3,7"
08/11/2012 22.00,"1,313915","19,437372","21,966623","0,614423","41,18065","7,9","0,414733","3,7"
08/11/2012 23.00,"1,020429","18,796152","21,147274","0,656919","34,890537","7,9","0,505347","3,7"
09/11/2012 0.00,"0,354441","12,176694","14,508401","0,683634","41,91054","7,9","0,687238","3,7"
09/11/2012 1.00,"0,801444","14,608794","23,472514","0,68506","36,176232","16,5","0,632472","8,5"
09/11/2012 2.00,"0,336381","19,233344","29,052419","0,681637","29,066712","16,5","0,629065","8,5"
09/11/2012 3.00,"0,30929","11,20515","13,95462","0,684774","30,523082","16,5","0,670457","8,5"
09/11/2012 4.00,"0,358956","13,093184","18,757289","0,684109",,"16,5","0,663898","8,5"
09/11/2012 5.00,"0,501185","9,339783","11,677968","0,667186","33,778821","16,5","0,572266","8,5"
09/11/2012 6.00,"0,442488","13,109377","16,872493","0,673556","26,520593","16,5","0,606132","8,5"
09/11/2012 7.00,"0,365729","22,821575","32,022079","0,679831","18,001969","16,5","0,582639","8,5"
09/11/2012 8.00,"0,550851","27,753788","42,725282","0,626593","14,141388","16,5","0,612895","8,5"
09/11/2012 9.00,"0,772095","36,60455","94,887512","0,612522","13,159768","16,5","0,622099","8,5"
09/11/2012 10.00,"0,392821","25,201861","42,498598","0,597692","38,208758","16,5","0,617573","8,5"
09/11/2012 11.00,"0,476352","12,170217","16,525975","0,605488","56,148237","16,5","0,468735","8,5"
09/11/2012 12.00,"0,379274","10,440867","21,875937","0,58134","66,288804","16,5","0,354374","8,5"
09/11/2012 13.00,"0,776611","12,788767","25,308723","0,578393","72,714099","16,5","0,381426","8,5"
09/11/2012 14.00,"12,662799","17,296735","25,752402","0,537038","72,893192","16,5","0,408936","8,5"
09/11/2012 15.00,"19,193983","8,442722","16,056393","0,524584","78,086795","16,5","0,404054","8,5"
09/11/2012 16.00,"22,241728","8,873443","16,483875","0,51061","81,678753","16,5","0,384019","8,5"
09/11/2012 17.00,"26,244427","20,298806","53,664885","0,541412","65,648471","16,5","0,391494","8,5"
09/11/2012 18.00,"20,406308","27,562723","68,688181","0,549588","58,099626","16,5","0,364239","8,5"
09/11/2012 19.00,"19,710975","14,738332","22,983502","0,545975","68,083089","16,5","0,361238","8,5"
09/11/2012 20.00,"25,910301","21,704296","44,801161","0,564418","64,60604","16,5","0,322897","8,5"
09/11/2012 21.00,"21,33192","4,391382","6,729567","0,606438","73,945753","16,5","0,318067","8,5"
09/11/2012 22.00,"19,683882","2,435339","4,767046","0,612428","77,693144","16,5","0,307287","8,5"
09/11/2012 23.00,"17,037993","2,383524","4,715231","0,615469","80,768094","16,5","0,30332","8,5"
10/11/2012 0.00,"15,976927","5,677059","8,021721","0,619178","65,503175","16,5","0,340085","8,5"
10/11/2012 1.00,"6,413802","14,761003","21,386924",,"47,981027",16,"0,517043","10,4"
10/11/2012 2.00,,"12,137831","16,678183","0,610811","53,529461",16,"0,477075","10,4"
10/11/2012 3.00,"3,515062",,,"0,610526","59,429294",16,"0,411732","10,4"
10/11/2012 4.00,"0,415397",,,"0,617466","52,84013",16,"0,436649","10,4"
10/11/2012 5.00,"0,383789",,,"0,622314","52,326498",16,"0,454548","10,4"
10/11/2012 6.00,"0,377016",,,"0,635149","47,40152",16,"0,477024","10,4"
10/11/2012 7.00,"0,383789",,,"0,639902","48,197286",16,"0,45765","10,4"
10/11/2012 8.00,"0,361214",,,"0,583717","51,831477",16,"0,41219","10,4"
10/11/2012 9.00,"8,280825",,,"0,578298","36,804757",16,"0,407664","10,4"
10/11/2012 10.00,"0,5057",,,"0,638096","33,839608",16,"0,555384","10,4"
10/11/2012 11.00,"0,352183",,,"0,614994","65,004745",16,"0,443717","10,4"
10/11/2012 12.00,"0,437972",,,"0,618892","74,7804",16,"0,372832","10,4"
10/11/2012 13.00,"0,498927",,,"0,626497","55,712329",16,"0,371815","10,4"
10/11/2012 14.00,"0,367987",,,"0,567176","64,291772",16,"0,389053","10,4"
10/11/2012 15.00,"0,370243",,,"0,54683","70,456878",16,"0,404359","10,4"
10/11/2012 16.00,"0,530533",,,"0,510135","63,23412",16,"0,499245","10,4"
10/11/2012 17.00,"5,391114",,,"0,477716","66,070852",16,"0,502906","10,4"
10/11/2012 18.00,"6,585378",,,"0,478002","44,933105",16,"0,395918","10,4"
10/11/2012 19.00,"5,047963",,,"0,51118","14,595871",16,"1,082088","10,4"
10/11/2012 20.00,"4,637081",,,"0,544549","15,347713",16,"0,808464","10,4"
10/11/2012 21.00,"0,647927",,,"0,582386","24,134971",16,"0,830482","10,4"
10/11/2012 22.00,"0,386047",,,"0,637621","27,860375",16,"0,976981","10,4"
10/11/2012 23.00,"0,372501",,,"0,624596","19,764152",16,"0,984049","10,4"
11/11/2012 0.00,"0,356698",,,"0,56708","34,542467",16,"0,783497","10,4"
11/11/2012 1.00,"1,37487",,,"0,553295","39,935472","14,5","0,662779","8,1"
11/11/2012 2.00,"0,577942",,,"0,573449","43,995395","14,5","0,63949","8,1"
11/11/2012 3.00,"0,363472",,,"0,550063","54,288062","14,5","0,583758","8,1"
11/11/2012 4.00,"0,365729",,,"0,555767",,"14,5","0,587063","8,1"
11/11/2012 5.00,"0,316061",,,"0,551489","55,707265","14,5","0,521721","8,1"
11/11/2012 6.00,"0,34541",,,"0,547972","59,696245","14,5","0,459277","8,1"
11/11/2012 7.00,"0,320577",,,"0,549017","56,570599","14,5","0,422208","8,1"
11/11/2012 8.00,"0,395079",,,"0,560901","58,111457","14,5","0,422055","8,1"
11/11/2012 9.00,"1,266506",,,"0,575636","61,211749","14,5","0,376087","8,1"
11/11/2012 10.00,"2,171798",,,"0,593318","63,766325","14,5","0,357374","8,1"
11/11/2012 11.00,"1,828643",,,"0,612903","36,735492","14,5","0,393274","8,1"
11/11/2012 12.00,"0,776611",,,"0,600164","49,462753","14,5","0,383562","8,1"
11/11/2012 13.00,"0,404107",,,"0,619272","51,719936","14,5","0,363883","8,1"
11/11/2012 14.00,"0,347668",,,"0,614139","70,098698","14,5","0,341763","8,1"
11/11/2012 15.00,"0,392821",,,"0,614329","70,245668","14,5","0,340288","8,1"
11/11/2012 16.00,"1,440338",,,"0,6168","70,720438","14,5","0,323406","8,1"
11/11/2012 17.00,"11,685259",,,"0,650454","67,821203","14,5","0,364086","8,1"
11/11/2012 18.00,"12,051927",,,"0,664973","68,89683","14,5","0,406597","8,1"
11/11/2012 19.00,"12,816305",,,"0,683158","70,72381","14,5","0,450836","8,1"
11/11/2012 20.00,"15,220635",,,"0,683918","70,286247","14,5","0,445649","8,1"
11/11/2012 21.00,"12,897583",,,"0,68506","69,514119","14,5","0,477888","8,1"
11/11/2012 22.00,"10,425521",,,"0,6862","67,838082","14,5","0,450734","8,1"
11/11/2012 23.00,"12,51153",,,"0,684679","64,680377","14,5","0,42353","8,1"
12/11/2012 0.00,"12,592809",,,"0,710632","63,778155","14,5","0,413919","8,1"
12/11/2012 1.00,"4,083973",,,"0,744192","64,511421","26,700001","0,393274","14,3"
12/11/2012 2.00,"0,451518",,,"0,745807","64,092389","26,700001","0,389867","14,3"
12/11/2012 3.00,"0,532791",,,"0,745238","67,201159","26,700001","0,398562","14,3"
12/11/2012 4.00,"0,562138",,,"0,746093","66,922378","26,700001","0,392206","14,3"
12/11/2012 5.00,"4,578384",,,"0,737062","68,861937","26,700001","0,395511","14,3"
12/11/2012 6.00,"5,722979",,,"0,722611","66,758505","26,700001","0,384121","14,3"
12/11/2012 7.00,"5,790708",,,"0,744857","59,344827","26,700001","0,366171","14,3"
12/11/2012 8.00,"5,445295",,,"0,655493","52,059566","26,700001","0,376493","14,3"
12/11/2012 9.00,"3,761138",,,"0,61528","33,596318","26,700001","0,653829","14,3"
12/11/2012 10.00,"0,27091",,,"0,662053","38,144562","26,700001","0,511348","14,3"
12/11/2012 11.00,"0,338639","27,180571","45,98968","0,696848","25,976556","26,700001","0,497516","14,3"
12/11/2012 12.00,"0,419912","19,56691","27,643675","0,696848","36,73212","26,700001","0,480583","14,3"
12/11/2012 13.00,"0,352183","13,436463","17,287019","0,641518","49,971278","26,700001","0,408834","14,3"
12/11/2012 14.00,"0,392821","11,558143","14,375622","0,632962","52,976967","26,700001","0,409393","14,3"
12/11/2012 15.00,"0,399591","13,562764","16,794769","0,614899","48,641611","26,700001","0,384985","14,3"
12/11/2012 16.00,"0,367987","14,631463","18,219701","0,61661","49,131605","26,700001","0,373544","14,3"
12/11/2012 17.00,"0,401849","22,957593","29,373023","0,63667","29,707046","26,700001","0,388087","14,3"
12/11/2012 18.00,"0,408622","18,177602","21,040413","0,70027","35,258853","26,700001","0,457141","14,3"
12/11/2012 19.00,"0,431198","21,555333","28,508358","0,696277","23,253022","26,700001","0,517297","14,3"
12/11/2012 20.00,"0,447003","10,602791","13,193576","0,693995","31,660151","26,700001","0,734782","14,3"
12/11/2012 21.00,"0,390563","10,583362","15,133427","0,681447","24,246471","26,700001","0,682254","14,3"
12/11/2012 22.00,"0,42894","15,392506","21,037182","0,717572","13,485849","26,700001","0,858806","14,3"
12/11/2012 23.00,"0,435713","16,11145","20,191924","0,749895","17,287297","26,700001","0,980795","14,3"
13/11/2012 0.00,"0,419912","12,536165","15,188482","0,738963","22,107532","26,700001","0,939505","14,3"
13/11/2012 1.00,"2,792633","12,325664","14,922927",,"19,904384","15,2","1,255029","9,6"
13/11/2012 2.00,,"9,462845","11,878753","0,610621","21,389473","15,2","0,870298","9,6"
13/11/2012 3.00,"1,548703",,,"0,587804","30,947158","15,2","0,71907","9,6"
13/11/2012 4.00,"4,578384","4,080487","6,415433","0,554912",,"15,2","0,500567","9,6"
13/11/2012 5.00,"9,664724","3,406884","5,9329","0,548731","44,066358","15,2","0,416665","9,6"
13/11/2012 6.00,"9,260616","2,402954","4,848008","0,546165","54,157967","15,2","0,356357","9,6"
13/11/2012 7.00,"6,772757","1,858888","4,695799","0,537514","60,383883","15,2","0,321575","9,6"
13/11/2012 8.00,"3,284787","2,075868","4,802669","0,55358","59,716515","15,2","0,293049","9,6"
13/11/2012 9.00,"5,005067","7,114946","13,076991","0,562707","54,345497","15,2","0,291065","9,6"
13/11/2012 10.00,"0,413138","5,728876","12,147548","0,569361","55,837337","15,2","0,325694","9,6"
13/11/2012 11.00,"0,42894","5,822791","10,029579","0,562231","60,838364","15,2","0,288879","9,6"
13/11/2012 12.00,"0,377016","3,912088","6,645366","0,511561","62,899597","15,2","0,269607","9,6"
13/11/2012 13.00,"0,52376","9,087181","23,53081","0,532856","59,14377","15,2","0,262488","9,6"
13/11/2012 14.00,"0,435713","1,771451","4,103158","0,514698","67,290695","15,2","0,263403","9,6"
13/11/2012 15.00,"2,237267","1,06546","3,397169","0,521067","66,023531","15,2","0,267013","9,6"
13/11/2012 16.00,"5,009582","1,845935","4,404336","0,503479","61,529393","15,2","0,293608","9,6"
13/11/2012 17.00,"4,474536","2,691178","5,37588","0,496825","61,880811","15,2","0,288167","9,6"
13/11/2012 18.00,"7,831154","3,285145","5,688198","0,504179","65,968188","15,2","0,2782","9,6"
13/11/2012 19.00,"6,395738","1,431409","3,763116","0,520782","67,221426","15,2","0,290862","9,6"
13/11/2012 20.00,"7,070759","2,778618","5,625244","0,511561","64,702341","15,2","0,285421","9,6"
13/11/2012 21.00,"5,989373","2,500108","5,320826","0,498916","67,126822","15,2","0,277336","9,6"
13/11/2012 22.00,"7,989594",,,"0,510894","68,802805","15,2","0,251758","9,6"
13/11/2012 23.00,"8,057322",,,"0,501863","66,616565","15,2","0,277844","9,6"
14/11/2012 0.00,"9,949181",,,"0,513746","66,45098","15,2","0,303778","9,6"
14/11/2012 1.00,"4,093001",,,"0,529623","65,830913","15,6","0,312829","8,5"
14/11/2012 2.00,"1,365839",,,"0,54531","60,757246","15,6","0,347814","8,5"
14/11/2012 3.00,"1,596113","1,182046","3,546139","0,557478","54,38773","15,6","0,406647","8,5"
14/11/2012 4.00,"1,447112","5,544282","14,440393","0,611096","39,742874","15,6","0,561842","8,5"
14/11/2012 5.00,"5,646222","5,029363","8,743903","0,613378","40,248028","15,6","0,65688","8,5"
14/11/2012 6.00,"9,030341","7,072845","16,367289","0,615469","35,938029","15,6","0,681746","8,5"
14/11/2012 7.00,"9,874678","3,691869","6,376571","0,615659","39,016354","15,6","0,689272","8,5"
14/11/2012 8.00,"6,519907","5,003455","12,027722","0,605772","35,561253","15,6","0,678339","8,5"
14/11/2012 9.00,"4,467762","7,011315","36,74382","0,603301","31,747992","15,6","0,707273","8,5"
14/11/2012 10.00,"2,509404","7,831812","14,016187","0,555683","45,042971","15,6","0,683678","8,5"
14/11/2012 11.00,"0,352183","6,211409","10,356667","0,533996","52,708319","15,6","0,703001","8,5"
14/11/2012 12.00,"0,516987","6,897968","14,346475","0,506047","53,020898","15,6","0,70773","8,5"
14/11/2012 13.00,"0,388305","3,037696","7,869512","0,497775","62,652935","15,6","0,678339","8,5"
14/11/2012 14.00,"2,747482","5,796884","10,282181","0,46222","63,305082","15,6","0,680932","8,5"
14/11/2012 15.00,"3,842412","5,816315","11,473943","0,460318","67,419111","15,6","0,688458","8,5"
14/11/2012 16.00,"16,837065","11,383265","21,882419","0,427995","61,196525","15,6","0,646354","8,5"
14/11/2012 17.00,"9,520238","9,462845","15,632153","0,414116","62,516078","15,6","0,621082","8,5"
14/11/2012 18.00,"6,833711","8,546355","14,476015","0,412404","59,305965","15,6","0,620828","8,5"
14/11/2012 19.00,"7,447774","6,752235","11,758929","0,415162","57,613026","15,6","0,622201","8,5"
14/11/2012 20.00,"14,62689","11,554904","37,990616","0,416588","48,476067","15,6","0,639845","8,5"
14/11/2012 21.00,"8,17246","5,476274","10,418197","0,423242","49,363042","15,6","0,655812","8,5"
14/11/2012 22.00,"8,186005","6,081869","10,962262","0,454804","43,007013","15,6","0,735494","8,5"
14/11/2012 23.00,"10,770935","3,465177","5,800122","0,426759","46,512806","15,6","0,707629","8,5"
15/11/2012 0.00,"11,098287","3,403645","6,752235","0,436552","47,73602","15,6","0,719883","8,5"
15/11/2012 1.00,"3,950775","2,668509","5,074702","0,449386","45,840392",,"0,708595",
15/11/2012 2.00,"0,433456","3,057127","5,388834","0,440639","40,636634",,"0,699391",
15/11/2012 3.00,"0,444745","5,981478","8,313184","0,48247","30,528148",,"0,675288",
15/11/2012 4.00,"0,347668","3,92504","6,259987","0,473058",,,"0,707985",
15/11/2012 5.00,"0,501185","2,827196","5,168618","0,471062","34,697919",,"0,702747",
15/11/2012 6.00,"0,356698","3,478131","5,816315","0,480758","31,749687",,"0,710934",
15/11/2012 7.00,"0,447003","4,867439","7,202385","0,499677","32,768475",,"0,707171",
15/11/2012 8.00,"0,347668","4,883632","7,218578","0,543408","32,487996",,"0,697001",
15/11/2012 9.00,"0,415974","8,071793","10,409987","0,554446","29,844801",,"0,699035",
15/11/2012 10.00,"0,437972","10,295135","12,772574","0,58752","29,080216",,"0,775564",
15/11/2012 11.00,"0,399591","7,681679","10,023103","0,508613","50,091259",,"0,685204",
15/11/2012 12.00,"0,345892","4,618013","6,972421","0,457627","63,599544",,"0,438886",
15/11/2012 13.00,"0,370243","3,727494","6,078632","0,446819","63,369279",,"0,475498",
15/11/2012 14.00,"0,358956","3,5429","5,881084","0,433795","60,814722",,"0,504483",
15/11/2012 15.00,"0,365729","3,128374","5,466559","0,42752","63,01449",,"0,503669",
15/11/2012 16.00,"0,354441","3,811694","6,169309","0,414116","66,959524",,"0,574503",
15/11/2012 17.00,"0,343152","6,33771","8,672656","0,409458","55,458906",,"1,191161",
15/11/2012 18.00,,,,,,,,
15/11/2012 19.00,,,,,,,,
15/11/2012 20.00,,,,,,,,
15/11/2012 21.00,,,,,,,,
15/11/2012 22.00,,,,,,,,
15/11/2012 23.00,,,,,,,,
16/11/2012 0.00,,,,,,,,
16/11/2012 1.00,,,,,,"14,6",,"7,5"
16/11/2012 2.00,,,,,,"14,6",,"7,5"
16/11/2012 3.00,,,,,,"14,6",,"7,5"
16/11/2012 4.00,,,,,,"14,6",,"7,5"
16/11/2012 5.00,,,,,,"14,6",,"7,5"
16/11/2012 6.00,,,,,,"14,6",,"7,5"
16/11/2012 7.00,,,,,,"14,6",,"7,5"
16/11/2012 8.00,,,,,,"14,6",,"7,5"
16/11/2012 9.00,,,,,,"14,6",,"7,5"
16/11/2012 10.00,,,,,,"14,6",,"7,5"
16/11/2012 11.00,,,,,,"14,6",,"7,5"
16/11/2012 12.00,"1,194262","24,696654","43,049137","0,789539","12,987436","14,6","0,412597","7,5"
16/11/2012 13.00,"5,704919","23,559951","36,656365","0,684203","24,846249","14,6","0,699238","7,5"
16/11/2012 14.00,"1,982161","25,548372","42,258927","0,621173","33,851439","14,6","0,625506","7,5"
16/11/2012 15.00,"2,298222","21,260637","35,377181","0,617942","38,563571","14,6","0,442497","7,5"
16/11/2012 16.00,"4,063655","24,457003","38,278852","0,60254","42,185931","14,6","0,395054","7,5"
16/11/2012 17.00,"2,472058","28,725333","45,75328","0,614899","31,94398","14,6","0,420631","7,5"
16/11/2012 18.00,"4,707065","23,534043","33,414647","0,620888","36,282685","14,6","0,69695","7,5"
16/11/2012 19.00,"3,539895","18,841489","21,4096","0,619082","40,003063","14,6","1,159685","7,5"
16/11/2012 20.00,"2,298222","21,950428","25,836606","0,608909","30,541674","14,6","0,624794","7,5"
16/11/2012 21.00,"1,927979","15,466991","18,996938","0,617846","44,867211","14,6","0,914537","7,5"
16/11/2012 22.00,"2,598481","14,929404","17,387412","0,619178","41,744936","14,6","1,617742","7,5"
16/11/2012 23.00,"1,453885","17,989769","21,299489","0,697228","28,103685","14,6","0,55935","7,5"
17/11/2012 0.00,"1,212324","11,33145","14,038822","0,733734","26,395565","14,6","0,693747","7,5"
17/11/2012 1.00,"3,061285","6,279417","8,614363","0,741815","29,832072","18,4","0,637659","11,8"
17/11/2012 2.00,"3,950775","6,693942","9,025651","0,750752","26,975074","18,4","0,61859","11,8"
17/11/2012 3.00,"1,794779","7,286586","9,637722","0,754934","25,903899","18,4","0,621387","11,8"
17/11/2012 4.00,"3,239636","6,438103","8,773049","0,750942",,"18,4","0,592047","11,8"
17/11/2012 5.00,"2,350147","5,971761","8,3229","0,760829","31,84431","18,4","0,572368","11,8"
17/11/2012 6.00,"2,910029","5,868131","8,206315","0,753223","29,573561","18,4","0,594843","11,8"
17/11/2012 7.00,"2,63686","13,345786","35,286495","0,789064","18,067861","18,4","0,585182","11,8"
17/11/2012 8.00,"0,381532","16,033726","41,365124","0,67831","13,235797","18,4","0,758835","11,8"
17/11/2012 9.00,"2,022797","13,047845","23,18753","0,562421","20,277759","18,4","0,646405","11,8"
17/11/2012 10.00,"6,032269","6,671274","11,120949","0,543884","37,52956","18,4","0,580148","11,8"
17/11/2012 11.00,"7,025604","5,719161","12,076301","0,554055","39,511394","18,4","0,593013","11,8"
17/11/2012 12.00,"2,040857","6,726328","12,157262","0,571453","43,809563","18,4","0,587775","11,8"
