"NetC","ENEL Brindisi","","","","","","","","","","","","","","",""
"Stat","Terminale Passeggeri","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
13/01/2012 18.00,"4,450744","33,048689","36,530078",,"38,597345","31,5","0,523704","25,1"
13/01/2012 19.00,"5,355565","55,35213","60,090009","0,15145","19,886815","31,5","1,037594","25,1"
13/01/2012 20.00,"7,298337","60,54019","64,996335","0,219937","20,847272","31,5","1,133192","25,1"
13/01/2012 21.00,"5,039668","52,20756","56,362526","0,377109","22,145578","31,5","1,208704","25,1"
13/01/2012 22.00,"6,400284","50,044267","58,240837","0,299135","22,211034","31,5","3,400695","25,1"
13/01/2012 23.00,"6,264901","62,603104","74,666448","0,472089","11,591059","31,5","1,268453","25,1"
14/01/2012 0.00,"7,083978","35,74633","38,337147","0,405857","31,561","31,5","1,411037","25,1"
14/01/2012 1.00,"5,890334","20,528723","22,87662","0,190907","41,729913","12,5","0,986948",7
14/01/2012 2.00,"8,555156","17,850514","20,191924","0,194948","39,807234","12,5","0,883722",7
14/01/2012 3.00,"7,767669","18,533834","20,888199","0,171554","41,715788","12,5","0,927606",7
14/01/2012 4.00,"8,746953","8,30347","10,638414",,,"12,5","0,651846",7
14/01/2012 5.00,"7,997824","6,085108","8,433008",,"53,802139","12,5","0,381883",7
14/01/2012 6.00,"10,060185","11,739498","20,538455",,"57,421965","12,5","0,469193",7
14/01/2012 7.00,"9,62244","8,128591","11,768644","0,215992","62,930601","12,5","0,376493",7
14/01/2012 8.00,"8,733414","12,850298","23,352689","0,211482","57,845286","12,5","0,302252",7
14/01/2012 9.00,"12,409108","33,664011","59,6496","0,183299","42,745389","12,5","0,293201",7
14/01/2012 10.00,"9,572801","38,013292","72,438376","0,174374","39,041251","12,5","0,307287",7
14/01/2012 11.00,"7,621002","39,046365","65,022243","0,154269","41,785716","12,5","0,313592",7
14/01/2012 12.00,"5,870026","59,989647","142,706934","0,240981","33,198975","12,5","0,321982",7
14/01/2012 13.00,"5,739153","29,47019","44,493501","0,168549","55,947481","12,5","0,344458",7
14/01/2012 14.00,"9,223056","7,691395","12,448726","0,148745","69,142392","12,5","0,272048",7
14/01/2012 15.00,"15,971984","5,599336","10,11378",,"72,898558","12,5","0,265844",7
14/01/2012 16.00,"15,782446","2,305799","7,652533",,"75,560488","12,5","0,273827",7
14/01/2012 17.00,"16,344287","6,804051","12,383957",,"75,006236","12,5","0,27459",7
14/01/2012 18.00,"17,722954","3,71454","9,666869",,"75,097705","12,5","0,270725",7
14/01/2012 19.00,"21,540802","2,801286","5,256057",,"76,685187","12,5","0,267878",7
14/01/2012 20.00,"20,584089","8,520448","13,91576",,"70,821366","12,5","0,272403",7
14/01/2012 21.00,"17,698138","4,563022","7,707589",,"73,560458","12,5","0,279268",7
14/01/2012 22.00,"18,830609","3,395234","6,787114",,"72,846267","12,5","0,257606",7
14/01/2012 23.00,"19,094855","2,697656","5,110325",,"73,363153","12,5","0,284404",7
15/01/2012 0.00,"17,339362","2,529255","5,683536",,"72,948793","12,5","0,273726",7
15/01/2012 1.00,"18,253206","19,893996","35,658915",,"59,26415","5,7","0,261471","3,2"
15/01/2012 2.00,"19,381416","15,450799","26,769281","0,089345","64,039162","5,7","0,272403","3,2"
15/01/2012 3.00,"15,069417",,,"0,11502","47,03428","5,7","0,312422","3,2"
15/01/2012 4.00,"11,253827","7,422602","9,867656","0,136531","68,256292","5,7","0,288574","3,2"
15/01/2012 5.00,"14,534648","2,370568","5,084417","0,106733","69,483236","5,7","0,272607","3,2"
15/01/2012 6.00,"14,37444","1,126992","3,481368","0,18479","71,232156","5,7","0,266962","3,2"
15/01/2012 7.00,"16,504485","1,240339","3,578524","0,465443","70,939768","5,7","0,262894","3,2"
15/01/2012 8.00,"17,066337",,,"0,455228","71,007918","5,7","0,267013","3,2"
15/01/2012 9.00,"13,625307","2,56164","5,327304","0,485871","69,097545","5,7","0,278912","3,2"
15/01/2012 10.00,"7,718027","1,492941","4,948401","0,516068","69,592642","5,7","0,273878","3,2"
15/01/2012 11.00,"11,138743","1,479985","3,837602","0,500395","69,922679","5,7","0,275505","3,2"
15/01/2012 12.00,"14,730949","2,529255","5,087656","0,473877","66,713657","5,7","0,293252","3,2"
15/01/2012 13.00,"10,103057","5,981476","10,256274","0,533414","66,476855","5,7","0,301235","3,2"
15/01/2012 14.00,"13,93895",,,"0,481842","73,585557","5,7","0,268793","3,2"
15/01/2012 15.00,"18,083979",,,"0,451387","74,611603","5,7","0,274132","3,2"
15/01/2012 16.00,"17,847059",,,"0,443497","74,746146","5,7","0,277692","3,2"
15/01/2012 17.00,"18,007266",,,"0,437612","74,240295","5,7","0,280489","3,2"
15/01/2012 18.00,"20,288498","1,635433","5,537806","0,438456","73,033063","5,7","0,279421","3,2"
15/01/2012 19.00,"18,433724",,,"0,428897","74,129055","5,7","0,276726","3,2"
15/01/2012 20.00,"19,537108",,,"0,419901","74,188248","5,7","0,28837","3,2"
15/01/2012 21.00,"19,049722","4,611598","10,249798","0,425711","69,809681","5,7","0,287913","3,2"
15/01/2012 22.00,"16,28337","1,36664","4,012479","0,424493","73,477947","5,7","0,27937","3,2"
15/01/2012 23.00,"19,444602",,,"0,41709","73,280619","5,7","0,266098","3,2"
16/01/2012 0.00,"19,372396",,,"0,409031","70,866214","5,7","0,271386","3,2"
16/01/2012 1.00,"17,686849",,,"0,433676","70,066179","6,2","0,288065",4
16/01/2012 2.00,,,,"0,421682","69,199789","6,2","0,292998",4
16/01/2012 3.00,"0,486916","1,04603","3,41336","0,434801","68,516383","6,2","0,294371",4
16/01/2012 4.00,"1,155093",,,"0,438362",,"6,2","0,294727",4
16/01/2012 5.00,"0,990143","1,062223","4,158212","0,421588","74,261901","6,2","0,2752",4
16/01/2012 6.00,"1,029062",,,"0,427585","76,931472","6,2","0,26025",4
16/01/2012 7.00,"4,066384",,,"0,435363","76,174588","6,2","0,268641",4
16/01/2012 8.00,"1,327075","6,179024","10,75176","0,446046","70,466314","6,2","0,269658",4
16/01/2012 9.00,"5,083166","7,105231","12,35481","0,43958","67,979406","6,2","0,276878",4
16/01/2012 10.00,"0,358487","18,686042","44,474075","0,483153","56,402502","6,2","0,303574",4
16/01/2012 11.00,,"9,28149","15,719594","0,484747","67,392178","6,2","0,273319",4
16/01/2012 12.00,,"2,014336","7,762641","0,526914","72,798452","6,2","0,263149",4
16/01/2012 13.00,,"4,893347","10,881301","0,511266","70,065479","6,2","0,268539",4
16/01/2012 14.00,,"5,9329","10,071679","0,508548","70,785095","6,2","0,275251",4
16/01/2012 15.00,,"2,490393","5,926424","0,49824","70,466314","6,2","0,278912",4
16/01/2012 16.00,,"2,208645","5,116802","0,481561","71,94465","6,2","0,275861",4
16/01/2012 17.00,,"2,046721","5,722398","0,462632","70,911876","6,2","0,279828",4
16/01/2012 18.00,,"5,048795","10,819769","0,503769","68,329869","6,2","0,285828",4
16/01/2012 19.00,,"2,014336","5,515135","0,468629","70,960338","6,2","0,289642",4
16/01/2012 20.00,,"12,060108","19,83893","0,506487","63,831461","6,2","0,284963",4
16/01/2012 21.00,,"38,988088","102,757036","0,553247","41,620968","6,2","0,304337",4
16/01/2012 22.00,,"39,64226","61,038915","0,500115","47,16146","6,2","0,344051",4
16/01/2012 23.00,,"29,392448","44,950123","0,454199","54,855179","6,2","0,323406",4
17/01/2012 0.00,,"30,684425","50,502267","0,473814","50,543963","6,2","0,282726",4
17/01/2012 1.00,,"32,860854","55,193455","0,49215","49,823589","10,9","0,338712",7
17/01/2012 2.00,,"15,845894","20,969171","0,482122","63,055966","10,9","0,366527",7
17/01/2012 3.00,,"2,121205","4,54359","0,476968","68,328035","10,9","0,33978",7
17/01/2012 4.00,,"8,922019","23,53081","0,546687","50,507775","10,9","0,365154",7
17/01/2012 5.00,,"17,594675","26,749854","0,607128","42,96508","10,9","0,418495",7
17/01/2012 6.00,,"17,963862","35,254085","0,595415","43,606371","10,9","0,415444",7
17/01/2012 7.00,,"33,923087","74,938467","0,421775","32,288576","10,9","0,433191",7
17/01/2012 8.00,,"17,559053","21,422544","0,458041","38,265337","10,9","0,433089",7
17/01/2012 9.00,,"42,304261","56,524454","0,46638","21,472285","10,9","0,391189",7
17/01/2012 10.00,,"34,085014","52,664164","0,439017","38,899148","10,9","0,445039",7
17/01/2012 11.00,,"14,874348","22,934917","0,439861","54,761972","10,9","0,398562",7
17/01/2012 12.00,,"30,717006","50,202923","0,504706","35,433556","10,9","0,420428",7
17/01/2012 13.00,,"24,194696","34,648518","0,498147","46,7793","10,9","0,443107",7
17/01/2012 14.00,,"13,274538","17,727451","0,465162","56,823824","10,9","0,415546",7
17/01/2012 15.00,,"19,66729","31,442419","0,579297","45,59736","10,9","0,406902",7
17/01/2012 16.00,,"29,0589","40,93764","0,582952","37,888741","10,9","0,685509",7
17/01/2012 17.00,,"25,962913","32,598547","0,608908","39,424892","10,9","0,510941",7
17/01/2012 18.00,,"7,573151","10,629842","0,518369","66,656481","10,9","0,404715",7
17/01/2012 19.00,,"4,080487","8,063822","0,435645","71,812299","10,9","0,324169",7
17/01/2012 20.00,,"2,655556","5,136232","0,416716","73,674673","10,9","0,298998",7
17/01/2012 21.00,,"11,658536","20,700362","0,396662","68,344793","10,9","0,30627",7
17/01/2012 22.00,,"36,054011","70,019215","0,407532","51,823935","10,9","0,327779",7
17/01/2012 23.00,,"30,033675","46,319997","0,416246","52,407452","10,9","0,315524",7
18/01/2012 0.00,,"28,926112","44,315378","0,41559","52,344032","10,9","0,302151",7
18/01/2012 1.00,,"21,348072","32,485203",,"57,025159","7,5","0,287099","4,8"
18/01/2012 2.00,,"26,850254","30,577736","0,481893","26,92891","7,5","0,71129","4,8"
18/01/2012 3.00,"0,11366",,,"0,294609","37,100178","7,5","0,744037","4,8"
18/01/2012 4.00,"0,408841","8,219267","10,567169","0,227961",,"7,5","0,466549","4,8"
18/01/2012 5.00,"0,58586","6,561165","9,122803","0,164292","49,787698","7,5","0,400088","4,8"
18/01/2012 6.00,"1,492002","6,211409","8,630555","0,113189","54,521474","7,5","0,296455","4,8"
18/01/2012 7.00,"1,757145","5,204242","7,552142","0,081634","59,56693","7,5","0,266301","4,8"
18/01/2012 8.00,"0,219444","6,295609","8,688848","0,132085","60,386756","7,5","0,296405","4,8"
18/01/2012 9.00,"0,498983","12,241463","15,295351","0,177789","52,706184","7,5","0,302303","4,8"
18/01/2012 10.00,"0,001012","11,503089","14,712425","0,249837","54,151243","7,5","0,464108","4,8"
18/01/2012 11.00,,"18,22294","30,801171","0,227403","54,107792","7,5","0,419411","4,8"
18/01/2012 12.00,,"37,006127","70,294487","0,255328","42,974155","7,5","0,304286","4,8"
18/01/2012 13.00,"0,02937","31,231908","64,737241","0,212788","46,625564","7,5","0,284099","4,8"
18/01/2012 14.00,,"50,791649","122,104927","0,27069","38,456238","7,5","0,372375","4,8"
18/01/2012 15.00,"1,21247","19,314296","27,391082","0,240249","63,883234","7,5","0,386104","4,8"
18/01/2012 16.00,"2,690191","3,021505","5,359688","0,147723","70,736458","7,5","0,328542","4,8"
18/01/2012 17.00,"6,365104","3,860271","8,860487","0,111327","69,393366","7,5","0,298235","4,8"
18/01/2012 18.00,"3,970302","11,457751","22,556016","0,100065","64,023021","7,5","0,30149","4,8"
18/01/2012 19.00,"3,529157","15,444322","24,363085","0,078563","61,943253","7,5","0,306931","4,8"
18/01/2012 20.00,"4,505982","11,580813","18,284471","0,095503","66,01968","7,5","0,321525","4,8"
18/01/2012 21.00,"6,131024","4,579213","8,410339","0,069999","69,623844","7,5","0,305863","4,8"
18/01/2012 22.00,"5,214968","3,478131","6,25027","0,069255","70,840339","7,5","0,296862","4,8"
18/01/2012 23.00,"6,153533","2,124444","4,475583","0,063483","73,235573","7,5","0,281862","4,8"
19/01/2012 0.00,"6,272821","2,720325","5,978239","0,056316","72,608407","7,5","0,272353","4,8"
19/01/2012 1.00,"2,649113","3,607668","8,520448","0,064972","70,98769","24,1","0,27281","19,29999"
19/01/2012 2.00,"2,876912","11,546695","16,440569","0,159817","50,68497","24,1","0,247029","19,29999"
19/01/2012 3.00,"0,371931","11,509567","18,265041","0,273572","49,642265","24,1","0,728172","19,29999"
19/01/2012 4.00,"6,515902","1,881559","4,391382","0,081727","69,93742","24,1","0,2991","19,29999"
19/01/2012 5.00,"4,724306","2,406193","5,583143","0,082844","65,819422","24,1","0,281912","19,29999"
19/01/2012 6.00,"0,918972","11,538713","20,366814","0,180024","44,519362","24,1","0,585894","19,29999"
19/01/2012 7.00,"0,046589","17,432751","23,074168","0,095596","40,210581","24,1","0,575622","19,29999"
19/01/2012 8.00,"0,411091","21,765824","24,790571","0,120357","36,937005","24,1","0,587724","19,29999"
19/01/2012 9.00,"0,192433","44,759058","73,481141","0,180024","21,96499","24,1","0,586504","19,29999"
19/01/2012 10.00,"0,004053","39,839806","57,013467","0,249277","31,608222","24,1","0,688306","19,29999"
19/01/2012 11.00,,"40,756286","70,187627","0,196406","42,29412","24,1","0,590623","19,29999"
19/01/2012 12.00,,"28,16831","42,061398","0,149958","56,718368","24,1","0,518823","19,29999"
19/01/2012 13.00,,"9,210243","14,246084","0,141022","71,000917","24,1","0,466956","19,29999"
19/01/2012 14.00,,"5,6072","8,18057","0,123902","75,462292","24,1",,"19,29999"
19/01/2012 15.00,,"6,165854","9,759348","0,067113","72,143888","24,1",,"19,29999"
19/01/2012 16.00,"4,825341","21,620092","31,750078","0,133109","58,896351","24,1",,"19,29999"
19/01/2012 17.00,"5,658337","10,526925","13,191268","0,374153","65,172484","24,1",,"19,29999"
19/01/2012 18.00,"10,333889","12,568551","15,068659","0,759022","63,299534","24,1",,"19,29999"
19/01/2012 19.00,"11,337292","24,512068","27,326303","0,780413","42,422597","24,1",,"19,29999"
19/01/2012 20.00,"8,221118","48,159454","51,676444","1,052781","20,706944","24,1",,"19,29999"
19/01/2012 21.00,"9,959593","39,706999","44,169646","1,335418","25,178137","24,1",,"19,29999"
19/01/2012 22.00,"9,792737","45,623741","51,984085","1,459387","15,232697","24,1",,"19,29999"
19/01/2012 23.00,"12,119721","54,480985","76,026607","1,411378","7,200775","24,1",,"19,29999"
20/01/2012 0.00,"9,222263","49,218456","57,084727","1,538294","8,830959","24,1",,"19,29999"
20/01/2012 1.00,"11,404943","31,533087","35,085696","1,129311","29,479338","22,5",,"13,6"
20/01/2012 2.00,"9,966359","26,027672","28,411192","0,982527","40,144466","22,5",,"13,6"
20/01/2012 3.00,"11,326023","28,501878","30,869182","0,949252","39,156563","22,5",,"13,6"
20/01/2012 4.00,"10,324879","29,852323","32,248785","0,943739",,"22,5",,"13,6"
20/01/2012 5.00,"10,969759","18,339526","20,706844","0,758357","50,28216","22,5",,"13,6"
20/01/2012 6.00,"9,995673","14,644417","17,769552","0,67156","49,592768","22,5",,"13,6"
20/01/2012 7.00,"7,434183","28,955269","32,410731","0,747614","30,017808","22,5",,"13,6"
20/01/2012 8.00,"9,596567","31,455362","35,250854","0,766913","22,27208","22,5",,"13,6"
20/01/2012 9.00,"11,197495","49,788422","76,696971","0,839165","12,137075","22,5",,"13,6"
20/01/2012 10.00,"9,72509","52,094216","81,473739","0,870631","20,893296","22,5",,"13,6"
20/01/2012 11.00,"12,367746","33,621908","40,957085","0,757692","42,270101","22,5",,"13,6"
20/01/2012 12.00,"11,253867","16,908117","21,205571","0,719188","65,800069","22,5",,"13,6"
20/01/2012 13.00,"8,9359","10,495922","13,177385","0,673175","73,64405","22,5",,"13,6"
20/01/2012 14.00,"10,453397","13,310162","15,92038","0,6862","70,971449","22,5",,"13,6"
20/01/2012 15.00,"9,774699","9,615053","11,962953","0,705404","73,054767","22,5",,"13,6"
20/01/2012 16.00,"10,315858","9,019174","11,554906","0,666046","70,65225","22,5",,"13,6"
20/01/2012 17.00,"10,351931","13,961096","16,393198","0,731833","62,41168","22,5",,"13,6"
20/01/2012 18.00,"9,044134","10,865108","13,222722","0,71415","62,815868","22,5",,"13,6"
20/01/2012 19.00,"9,946065","9,618293","11,966193","0,789254","61,221741","22,5",,"13,6"
20/01/2012 20.00,"8,543561","11,813984","14,207222","0,828041","54,754711","22,5",,"13,6"
20/01/2012 21.00,"8,622477","20,616178","23,582627","0,915885","44,829365","22,5",,"13,6"
20/01/2012 22.00,"9,091484","15,726071","21,335109","0,886698","52,894292","22,5",,"13,6"
20/01/2012 23.00,"8,732965","9,550284","12,008293","0,834601","59,266901","22,5",,"13,6"
21/01/2012 0.00,"8,938154","9,398076","11,762169","0,849146","58,46988","22,5",,"13,6"
21/01/2012 1.00,"9,129815","9,841748","13,42027",,"56,783227",13,,7
21/01/2012 2.00,,"7,659011","13,802412","0,730406","74,648871",13,,7
21/01/2012 3.00,"20,848173",,,"0,775564","38,82314",13,,7
21/01/2012 4.00,"15,572669",,,"0,712192","66,218461",13,,7
21/01/2012 5.00,"15,797355",,,"0,695992","72,195379",13,,7
21/01/2012 6.00,"16,53468",,,"0,697799","70,265059",13,,7
21/01/2012 7.00,"16,099496",,,"0,644275","73,506173",13,,7
21/01/2012 8.00,"19,242737",,,"0,594079","78,324359",13,,7
21/01/2012 9.00,"19,396061",,,"0,548066","79,280063",13,,7
21/01/2012 10.00,"17,157013",,,"0,529338","78,146825",13,,7
21/01/2012 11.00,"17,098384",,,"0,502624","80,082754",13,,7
21/01/2012 12.00,"16,196457",,,"0,486368","72,984882",13,,7
21/01/2012 13.00,"15,621475",,,"0,481899","77,903173",13,,7
21/01/2012 14.00,"15,03071",,,"0,46298","73,764909",13,,7
21/01/2012 15.00,"16,295665",,,"0,427901","75,013397",13,,7
21/01/2012 16.00,"17,382502",,,"0,411739","78,394245",13,,7
21/01/2012 17.00,"18,02963",,,"0,466974","78,450903",13,,7
21/01/2012 18.00,"17,774841",,,"0,455661","74,93785",13,,7
21/01/2012 19.00,"16,757913",,,"0,496539","76,242936",13,,7
21/01/2012 20.00,"15,774799",,,"0,486558","73,904695",13,,7
21/01/2012 21.00,"15,846954",,,"0,4356","71,275565",13,,7
21/01/2012 22.00,"13,005863",,,"0,719664","42,38531",13,,7
21/01/2012 23.00,"9,531178",,,"0,990418","20,487215",13,,7
22/01/2012 0.00,"11,127597",,,"0,983003","4,95229",13,,7
22/01/2012 1.00,"10,942696",,,"1,056965","2,670685","25,1",,"18,4"
22/01/2012 2.00,"9,855873",,,"0,889835","13,255213","25,1",,"18,4"
22/01/2012 3.00,"12,49176",,,"0,734019","30,897962","25,1",,"18,4"
22/01/2012 4.00,"10,320363",,,"0,571358",,"25,1",,"18,4"
22/01/2012 5.00,"11,307982",,,"0,483706","50,115437","25,1",,"18,4"
22/01/2012 6.00,"10,863777",,,"0,603205","40,35055","25,1",,"18,4"
22/01/2012 7.00,"9,084721",,,"0,717668","35,756005","25,1",,"18,4"
22/01/2012 8.00,"11,28092",,,"0,655208","34,160745","25,1",,"18,4"
22/01/2012 9.00,"7,510847",,,"0,610621","37,029954","25,1",,"18,4"
22/01/2012 10.00,"8,002398",,,"0,69181","44,662044","25,1",,"18,4"
22/01/2012 11.00,"7,057624",,,"0,761304","54,606702","25,1",,"18,4"
22/01/2012 12.00,"5,499536",,,"0,684489","70,609198","25,1",,"18,4"
22/01/2012 13.00,"5,136509",,,"0,666425","76,014786","25,1",,"18,4"
22/01/2012 14.00,"5,046314",,,"0,64437","80,56343","25,1",,"18,4"
22/01/2012 15.00,"4,378884",,,"0,622409","82,267738","25,1",,"18,4"
22/01/2012 16.00,"6,455584",,,"0,614233","83,338914","25,1",,"18,4"
22/01/2012 17.00,"7,558196",,,"0,615565","77,439819","25,1",,"18,4"
22/01/2012 18.00,"8,741984",,,"0,61661","72,937104","25,1",,"18,4"
22/01/2012 19.00,"7,982105",,,"0,726224","64,55136","25,1",,"18,4"
22/01/2012 20.00,"9,064428",,,"0,823478","58,482049","25,1",,"18,4"
22/01/2012 21.00,"9,646172",,,"1,004012","43,818501","25,1",,"18,4"
22/01/2012 22.00,"8,714928",,,"1,08539","37,55789","25,1",,"18,4"
22/01/2012 23.00,"8,924626",,,"1,139768","31,408223","25,1",,"18,4"
23/01/2012 0.00,"11,057698",,,"1,094992","32,915506","25,1",,"18,4"
23/01/2012 1.00,"10,006946",,,"0,991748","39,860898","24,4","2,855736","11,9"
23/01/2012 2.00,"10,543594",,,"0,846674","52,724498","24,4","2,012287","11,9"
23/01/2012 3.00,"11,438758",,,"0,821387","50,989566","24,4","1,779496","11,9"
23/01/2012 4.00,"11,632679",,,"0,79087","46,796736","24,4","1,635743","11,9"
23/01/2012 5.00,"11,761198",,,"0,773187","45,123009","24,4","1,341423","11,9"
23/01/2012 6.00,"13,838004",,,"0,741746","38,330912","24,4","0,932182","11,9"
23/01/2012 7.00,"12,800674",,,"0,691524","30,864985","24,4","1,155973","11,9"
23/01/2012 8.00,"13,549287",,,"0,689337","22,687758","24,4","1,164719","11,9"
23/01/2012 9.00,"11,740909",,,"0,822623","12,741183","24,4","1,222231","11,9"
23/01/2012 10.00,"8,245922",,,"0,965794","13,378147","24,4","1,994845","11,9"
23/01/2012 11.00,"5,973049",,,"0,939936","35,723509","24,4","2,11236","11,9"
23/01/2012 12.00,"6,737439",,,"0,90324","62,963736","24,4","1,786716","11,9"
23/01/2012 13.00,"3,876057",,,"0,844963","72,368986","24,4","1,771716","11,9"
23/01/2012 14.00,"4,782499",,,"0,795053","75,417985","24,4","1,375798","11,9"
23/01/2012 15.00,"7,975342",,,"0,754173","74,520873","24,4","1,382713","11,9"
23/01/2012 16.00,"10,920149",,,"0,721565","74,092427","24,4","1,300946","11,9"
23/01/2012 17.00,"13,416253",,,"0,773852","69,691059","24,4","1,170414","11,9"
23/01/2012 18.00,"11,391406",,,"0,804464","43,424446","24,4","1,69483","11,9"
23/01/2012 19.00,"10,151257",,,"0,869396","25,621984","24,4","1,956047","11,9"
23/01/2012 20.00,"10,992305",,,"0,869491","26,670197","24,4","1,938249","11,9"
23/01/2012 21.00,"11,445521",,,"0,898772","22,708785","24,4","2,125683","11,9"
23/01/2012 22.00,"11,607875",,,"0,90381","17,632222","24,4","2,069748","11,9"
23/01/2012 23.00,"12,920191",,,"1,257463","2,720007","24,4","4,672352","11,9"
24/01/2012 0.00,"12,164814",,,"1,336084","2,312578","24,4","4,882464","11,9"
24/01/2012 1.00,"13,914563",,,,"2,779302",32,"4,383067","23,4"
24/01/2012 2.00,,,,"1,212781","4,057056",32,"4,456545","23,4"
24/01/2012 3.00,"14,545916",,,"1,423927","9,007391",32,"5,324605","23,4"
24/01/2012 4.00,"14,329458","21,017737","23,469264","1,228372",,32,"4,599687","23,4"
24/01/2012 5.00,"15,111877","21,386924","23,754267","1,27391","16,662773",32,"4,451866","23,4"
24/01/2012 6.00,"15,995772","10,000433","12,364525","0,894779","32,869121",32,"3,337743","23,4"
24/01/2012 7.00,"15,666569","31,928161","59,75646","0,746188","8,512053",32,"2,649539","23,4"
24/01/2012 8.00,"13,303509","38,090996","65,68613","0,757025","2,217399",32,"3,313844","23,4"
24/01/2012 9.00,"12,180598","44,542085","111,91869","0,825094","3,434492",32,"3,427443","23,4"
