"NetC","ENEL Brindisi"
31/03/2012 2.00,"31,39905"
31/03/2012 3.00,
31/03/2012 4.00,"30,38427"
31/03/2012 5.00,
31/03/2012 6.00,"32,57799"
31/03/2012 7.00,
31/03/2012 8.00,"44,24298"
31/03/2012 9.00,
31/03/2012 10.00,"43,05691"
31/03/2012 11.00,
31/03/2012 12.00,"24,54414"
31/03/2012 13.00,
31/03/2012 14.00,"22,42029"
31/03/2012 15.00,
31/03/2012 16.00,"12,67433"
31/03/2012 17.00,
31/03/2012 18.00,"7,329738"
31/03/2012 19.00,
31/03/2012 20.00,"10,04782"
31/03/2012 21.00,
31/03/2012 22.00,"21,68939"
31/03/2012 23.00,
01/04/2012 0.00,"28,4846"
01/04/2012 1.00,
01/04/2012 2.00,"22,52272"
01/04/2012 3.00,
01/04/2012 4.00,"33,55481"
01/04/2012 5.00,
01/04/2012 6.00,"31,8454"
01/04/2012 7.00,
01/04/2012 8.00,"29,82566"
01/04/2012 9.00,
01/04/2012 10.00,"24,32777"
01/04/2012 11.00,
01/04/2012 12.00,"16,89221"
01/04/2012 13.00,
01/04/2012 14.00,"12,80626"
01/04/2012 15.00,
01/04/2012 16.00,"9,95964"
01/04/2012 17.00,
01/04/2012 18.00,"24,95183"
01/04/2012 19.00,
01/04/2012 20.00,"27,75573"
01/04/2012 21.00,
01/04/2012 22.00,"24,32268"
01/04/2012 23.00,
02/04/2012 0.00,"24,9074"
02/04/2012 1.00,
02/04/2012 2.00,"24,15852"
02/04/2012 3.00,
02/04/2012 4.00,"15,67935"
02/04/2012 5.00,
02/04/2012 6.00,"11,42585"
02/04/2012 7.00,
02/04/2012 8.00,"11,72907"
02/04/2012 9.00,
02/04/2012 10.00,"8,979446"
02/04/2012 11.00,
02/04/2012 12.00,"8,795618"
02/04/2012 13.00,
02/04/2012 14.00,"11,30967"
02/04/2012 15.00,
02/04/2012 16.00,"8,992334"
02/04/2012 17.00,
02/04/2012 18.00,"9,015398"
02/04/2012 19.00,
02/04/2012 20.00,"13,7756"
02/04/2012 21.00,
02/04/2012 22.00,"10,45414"
02/04/2012 23.00,
03/04/2012 0.00,"20,36459"
03/04/2012 1.00,
03/04/2012 2.00,"18,02298"
03/04/2012 3.00,
03/04/2012 4.00,"38,67725"
03/04/2012 5.00,
03/04/2012 6.00,"34,19617"
03/04/2012 7.00,
03/04/2012 8.00,"39,0259"
03/04/2012 9.00,
03/04/2012 10.00,"30,06512"
03/04/2012 11.00,
03/04/2012 12.00,"39,61911"
03/04/2012 13.00,
03/04/2012 14.00,"31,09042"
03/04/2012 15.00,
03/04/2012 16.00,"54,17208"
03/04/2012 17.00,
03/04/2012 18.00,"60,98358"
03/04/2012 19.00,
03/04/2012 20.00,"50,31914"
03/04/2012 21.00,
03/04/2012 22.00,"31,7857"
03/04/2012 23.00,
04/04/2012 0.00,"33,53546"
04/04/2012 1.00,
04/04/2012 2.00,"43,78509"
04/04/2012 3.00,
04/04/2012 4.00,"31,39057"
04/04/2012 5.00,
04/04/2012 6.00,"28,20105"
04/04/2012 7.00,
04/04/2012 8.00,"34,56111"
04/04/2012 9.00,
04/04/2012 10.00,"32,15303"
04/04/2012 11.00,
04/04/2012 12.00,"47,15744"
04/04/2012 13.00,
04/04/2012 14.00,"45,92287"
04/04/2012 15.00,
04/04/2012 16.00,"59,12902"
04/04/2012 17.00,
04/04/2012 18.00,"69,02488"
04/04/2012 19.00,
04/04/2012 20.00,"59,84737"
04/04/2012 21.00,
04/04/2012 22.00,"57,69332"
04/04/2012 23.00,
05/04/2012 0.00,"62,35448"
05/04/2012 1.00,
05/04/2012 2.00,"75,37647"
05/04/2012 3.00,
05/04/2012 4.00,"64,00148"
05/04/2012 5.00,
05/04/2012 6.00,"67,51458"
05/04/2012 7.00,
05/04/2012 8.00,"73,8102"
05/04/2012 9.00,
05/04/2012 10.00,"71,78401"
05/04/2012 11.00,
05/04/2012 12.00,"92,04789"
05/04/2012 13.00,
05/04/2012 14.00,"70,85877"
05/04/2012 15.00,
05/04/2012 16.00,"52,035"
05/04/2012 17.00,
05/04/2012 18.00,"45,90448"
05/04/2012 19.00,
05/04/2012 20.00,
05/04/2012 21.00,
05/04/2012 22.00,
05/04/2012 23.00,
06/04/2012 0.00,
06/04/2012 1.00,
06/04/2012 2.00,
06/04/2012 3.00,
06/04/2012 4.00,
06/04/2012 5.00,
06/04/2012 6.00,
06/04/2012 7.00,
06/04/2012 8.00,
06/04/2012 9.00,
06/04/2012 10.00,
06/04/2012 11.00,
06/04/2012 12.00,
06/04/2012 13.00,
06/04/2012 14.00,
06/04/2012 15.00,
06/04/2012 16.00,
06/04/2012 17.00,
06/04/2012 18.00,
06/04/2012 19.00,
06/04/2012 20.00,
06/04/2012 21.00,
06/04/2012 22.00,
06/04/2012 23.00,
07/04/2012 0.00,
07/04/2012 1.00,
07/04/2012 2.00,
07/04/2012 3.00,
07/04/2012 4.00,
07/04/2012 5.00,
07/04/2012 6.00,
07/04/2012 7.00,
07/04/2012 8.00,
07/04/2012 9.00,
07/04/2012 10.00,
07/04/2012 11.00,
07/04/2012 12.00,
07/04/2012 13.00,
07/04/2012 14.00,
07/04/2012 15.00,
07/04/2012 16.00,
07/04/2012 17.00,
07/04/2012 18.00,
07/04/2012 19.00,
07/04/2012 20.00,
07/04/2012 21.00,
07/04/2012 22.00,
07/04/2012 23.00,
08/04/2012 0.00,
08/04/2012 1.00,
08/04/2012 2.00,
08/04/2012 3.00,
08/04/2012 4.00,
08/04/2012 5.00,
08/04/2012 6.00,
08/04/2012 7.00,
08/04/2012 8.00,
08/04/2012 9.00,
08/04/2012 10.00,
08/04/2012 11.00,
08/04/2012 12.00,
08/04/2012 13.00,
08/04/2012 14.00,
08/04/2012 15.00,
08/04/2012 16.00,
08/04/2012 17.00,
08/04/2012 18.00,
08/04/2012 19.00,
08/04/2012 20.00,
08/04/2012 21.00,
08/04/2012 22.00,
08/04/2012 23.00,
09/04/2012 0.00,
09/04/2012 1.00,
09/04/2012 2.00,
09/04/2012 3.00,
09/04/2012 4.00,
09/04/2012 5.00,
09/04/2012 6.00,
09/04/2012 7.00,
09/04/2012 8.00,
09/04/2012 9.00,
09/04/2012 10.00,
09/04/2012 11.00,
09/04/2012 12.00,
09/04/2012 13.00,
09/04/2012 14.00,
09/04/2012 15.00,
09/04/2012 16.00,
09/04/2012 17.00,
09/04/2012 18.00,
09/04/2012 19.00,
09/04/2012 20.00,
09/04/2012 21.00,
09/04/2012 22.00,
09/04/2012 23.00,
10/04/2012 0.00,
10/04/2012 1.00,
10/04/2012 2.00,
10/04/2012 3.00,
10/04/2012 4.00,
10/04/2012 5.00,
10/04/2012 6.00,
10/04/2012 7.00,
10/04/2012 8.00,
10/04/2012 9.00,
10/04/2012 10.00,
10/04/2012 11.00,
10/04/2012 12.00,
10/04/2012 13.00,
10/04/2012 14.00,
10/04/2012 15.00,
10/04/2012 16.00,
10/04/2012 17.00,
10/04/2012 18.00,
10/04/2012 19.00,
10/04/2012 20.00,
10/04/2012 21.00,
10/04/2012 22.00,
10/04/2012 23.00,
11/04/2012 0.00,
11/04/2012 1.00,
11/04/2012 2.00,
11/04/2012 3.00,
11/04/2012 4.00,
11/04/2012 5.00,
11/04/2012 6.00,
11/04/2012 7.00,
11/04/2012 8.00,
11/04/2012 9.00,
11/04/2012 10.00,
11/04/2012 11.00,
11/04/2012 12.00,
11/04/2012 13.00,
11/04/2012 14.00,"1,525912"
11/04/2012 15.00,
11/04/2012 16.00,"4,395266"
11/04/2012 17.00,
11/04/2012 18.00,"5,157713"
11/04/2012 19.00,
11/04/2012 20.00,"10,078"
11/04/2012 21.00,
11/04/2012 22.00,"14,32404"
11/04/2012 23.00,
12/04/2012 0.00,"12,35076"
12/04/2012 1.00,
12/04/2012 2.00,"14,42104"
12/04/2012 3.00,
12/04/2012 4.00,"11,68905"
12/04/2012 5.00,
12/04/2012 6.00,
12/04/2012 7.00,
12/04/2012 8.00,
12/04/2012 9.00,
12/04/2012 10.00,
12/04/2012 11.00,
12/04/2012 12.00,
12/04/2012 13.00,
12/04/2012 14.00,
12/04/2012 15.00,
12/04/2012 16.00,"93,70201"
12/04/2012 17.00,
12/04/2012 18.00,"57,3762"
12/04/2012 19.00,
12/04/2012 20.00,"38,54056"
12/04/2012 21.00,
12/04/2012 22.00,"28,41609"
12/04/2012 23.00,
13/04/2012 0.00,"25,92931"
13/04/2012 1.00,
13/04/2012 2.00,"22,97822"
13/04/2012 3.00,
13/04/2012 4.00,"29,71849"
13/04/2012 5.00,
13/04/2012 6.00,"33,51071"
13/04/2012 7.00,
13/04/2012 8.00,"34,92945"
13/04/2012 9.00,
13/04/2012 10.00,"28,00128"
13/04/2012 11.00,
13/04/2012 12.00,"18,9835"
13/04/2012 13.00,
13/04/2012 14.00,"16,13044"
13/04/2012 15.00,
13/04/2012 16.00,"14,70933"
13/04/2012 17.00,
13/04/2012 18.00,"9,785986"
13/04/2012 19.00,
13/04/2012 20.00,"9,169041"
13/04/2012 21.00,
13/04/2012 22.00,"14,20261"
13/04/2012 23.00,
14/04/2012 0.00,"18,3469"
14/04/2012 1.00,
14/04/2012 2.00,"24,69882"
14/04/2012 3.00,
14/04/2012 4.00,"32,12046"
14/04/2012 5.00,
14/04/2012 6.00,
14/04/2012 7.00,
14/04/2012 8.00,"39,70579"
14/04/2012 9.00,
14/04/2012 10.00,"36,62664"
14/04/2012 11.00,
14/04/2012 12.00,"22,99518"
14/04/2012 13.00,
14/04/2012 14.00,"14,84805"
14/04/2012 15.00,
14/04/2012 16.00,"9,975919"
14/04/2012 17.00,
14/04/2012 18.00,"10,26014"
14/04/2012 19.00,
14/04/2012 20.00,"14,58011"
14/04/2012 21.00,
14/04/2012 22.00,"10,80009"
14/04/2012 23.00,
15/04/2012 0.00,"8,674874"
15/04/2012 1.00,
15/04/2012 2.00,"8,01282"
15/04/2012 3.00,
15/04/2012 4.00,"10,95136"
15/04/2012 5.00,
15/04/2012 6.00,"14,27994"
15/04/2012 7.00,
15/04/2012 8.00,"14,67914"
15/04/2012 9.00,
15/04/2012 10.00,"10,46567"
15/04/2012 11.00,
15/04/2012 12.00,"8,310609"
15/04/2012 13.00,
15/04/2012 14.00,"7,745896"
15/04/2012 15.00,
15/04/2012 16.00,"7,505766"
15/04/2012 17.00,
15/04/2012 18.00,"7,192376"
15/04/2012 19.00,
15/04/2012 20.00,"7,289038"
15/04/2012 21.00,
15/04/2012 22.00,"12,29175"
15/04/2012 23.00,
16/04/2012 0.00,"22,34839"
16/04/2012 1.00,
16/04/2012 2.00,"28,92552"
16/04/2012 3.00,
16/04/2012 4.00,"32,05466"
16/04/2012 5.00,
16/04/2012 6.00,"36,40956"
16/04/2012 7.00,
16/04/2012 8.00,"40,24623"
16/04/2012 9.00,
16/04/2012 10.00,"37,13166"
16/04/2012 11.00,
16/04/2012 12.00,"21,44112"
16/04/2012 13.00,
16/04/2012 14.00,"17,6126"
16/04/2012 15.00,
16/04/2012 16.00,"24,15716"
16/04/2012 17.00,
16/04/2012 18.00,"27,45352"
16/04/2012 19.00,
16/04/2012 20.00,"18,56261"
16/04/2012 21.00,
16/04/2012 22.00,"18,41168"
16/04/2012 23.00,
17/04/2012 0.00,"17,70383"
17/04/2012 1.00,
17/04/2012 2.00,"14,97015"
17/04/2012 3.00,
17/04/2012 4.00,"13,38827"
17/04/2012 5.00,
17/04/2012 6.00,"10,5993"
17/04/2012 7.00,
17/04/2012 8.00,"15,00474"
17/04/2012 9.00,
17/04/2012 10.00,"21,19352"
17/04/2012 11.00,
17/04/2012 12.00,"14,538"
17/04/2012 13.00,
17/04/2012 14.00,"20,45211"
17/04/2012 15.00,
17/04/2012 16.00,"28,28109"
17/04/2012 17.00,
17/04/2012 18.00,"21,33054"
17/04/2012 19.00,
17/04/2012 20.00,"14,32031"
17/04/2012 21.00,
17/04/2012 22.00,"10,88556"
17/04/2012 23.00,
18/04/2012 0.00,"7,515602"
18/04/2012 1.00,
18/04/2012 2.00,"6,145367"
18/04/2012 3.00,
18/04/2012 4.00,"10,1109"
18/04/2012 5.00,
18/04/2012 6.00,"17,38806"
18/04/2012 7.00,
18/04/2012 8.00,"18,24548"
18/04/2012 9.00,
18/04/2012 10.00,"11,35124"
18/04/2012 11.00,
18/04/2012 12.00,"10,8062"
18/04/2012 13.00,
18/04/2012 14.00,"13,56328"
18/04/2012 15.00,
18/04/2012 16.00,"9,965405"
18/04/2012 17.00,
18/04/2012 18.00,"10,25573"
18/04/2012 19.00,
18/04/2012 20.00,"14,6242"
18/04/2012 21.00,
18/04/2012 22.00,"12,14692"
18/04/2012 23.00,
19/04/2012 0.00,"15,03289"
19/04/2012 1.00,
19/04/2012 2.00,"20,92321"
19/04/2012 3.00,
19/04/2012 4.00,"23,00943"
19/04/2012 5.00,
19/04/2012 6.00,"16,43806"
19/04/2012 7.00,
19/04/2012 8.00,"19,13376"
19/04/2012 9.00,
19/04/2012 10.00,"22,81237"
19/04/2012 11.00,
19/04/2012 12.00,"20,81773"
19/04/2012 13.00,
19/04/2012 14.00,"21,91629"
19/04/2012 15.00,
19/04/2012 16.00,"20,78414"
19/04/2012 17.00,
19/04/2012 18.00,"28,90617"
19/04/2012 19.00,
19/04/2012 20.00,"30,21808"
19/04/2012 21.00,
19/04/2012 22.00,"33,26855"
19/04/2012 23.00,
20/04/2012 0.00,"36,71414"
20/04/2012 1.00,
20/04/2012 2.00,"33,50867"
20/04/2012 3.00,
20/04/2012 4.00,"23,34824"
20/04/2012 5.00,
20/04/2012 6.00,"18,91906"
20/04/2012 7.00,
20/04/2012 8.00,"24,76597"
20/04/2012 9.00,
20/04/2012 10.00,"22,18627"
20/04/2012 11.00,
20/04/2012 12.00,"13,73321"
20/04/2012 13.00,
20/04/2012 14.00,"10,06851"
20/04/2012 15.00,
20/04/2012 16.00,"9,068475"
20/04/2012 17.00,
20/04/2012 18.00,"14,17005"
20/04/2012 19.00,
20/04/2012 20.00,"18,9835"
20/04/2012 21.00,
20/04/2012 22.00,"14,225"
20/04/2012 23.00,
21/04/2012 0.00,"15,33543"
21/04/2012 1.00,
21/04/2012 2.00,"16,86846"
21/04/2012 3.00,
21/04/2012 4.00,"11,92443"
21/04/2012 5.00,
21/04/2012 6.00,"12,07163"
21/04/2012 7.00,
21/04/2012 8.00,"15,42633"
21/04/2012 9.00,
21/04/2012 10.00,"16,05106"
21/04/2012 11.00,
21/04/2012 12.00,"15,60405"
21/04/2012 13.00,
21/04/2012 14.00,"40,03255"
21/04/2012 15.00,
21/04/2012 16.00,"85,87809"
21/04/2012 17.00,
21/04/2012 18.00,"82,34533"
21/04/2012 19.00,
21/04/2012 20.00,"75,06511"
21/04/2012 21.00,
21/04/2012 22.00,"47,0567"
21/04/2012 23.00,
22/04/2012 0.00,"31,89085"
22/04/2012 1.00,
22/04/2012 2.00,"28,2404"
22/04/2012 3.00,
22/04/2012 4.00,"23,32688"
22/04/2012 5.00,
22/04/2012 6.00,"21,27798"
22/04/2012 7.00,
22/04/2012 8.00,"17,24222"
22/04/2012 9.00,
22/04/2012 10.00,"17,52508"
22/04/2012 11.00,
22/04/2012 12.00,"17,03093"
22/04/2012 13.00,
22/04/2012 14.00,"11,94715"
22/04/2012 15.00,
22/04/2012 16.00,"9,114774"
22/04/2012 17.00,
22/04/2012 18.00,"8,770519"
22/04/2012 19.00,
22/04/2012 20.00,"11,68294"
22/04/2012 21.00,
22/04/2012 22.00,"8,481549"
22/04/2012 23.00,
23/04/2012 0.00,"12,70587"
23/04/2012 1.00,
23/04/2012 2.00,"21,05209"
23/04/2012 3.00,
23/04/2012 4.00,"22,30905"
23/04/2012 5.00,
23/04/2012 6.00,"29,42713"
23/04/2012 7.00,
23/04/2012 8.00,"35,25708"
23/04/2012 9.00,
23/04/2012 10.00,"36,90713"
23/04/2012 11.00,
23/04/2012 12.00,"26,99735"
23/04/2012 13.00,
23/04/2012 14.00,"29,34133"
23/04/2012 15.00,
23/04/2012 16.00,"36,41669"
23/04/2012 17.00,
23/04/2012 18.00,"32,07672"
23/04/2012 19.00,
23/04/2012 20.00,"24,6315"
23/04/2012 21.00,
23/04/2012 22.00,"13,96316"
23/04/2012 23.00,
24/04/2012 0.00,"11,51539"
24/04/2012 1.00,
24/04/2012 2.00,"17,05331"
24/04/2012 3.00,
24/04/2012 4.00,"17,26495"
24/04/2012 5.00,
24/04/2012 6.00,"10,06206"
24/04/2012 7.00,
24/04/2012 8.00,"13,83564"
24/04/2012 9.00,
24/04/2012 10.00,"23,95095"
24/04/2012 11.00,
24/04/2012 12.00,"19,51837"
24/04/2012 13.00,
24/04/2012 14.00,"20,01424"
24/04/2012 15.00,
24/04/2012 16.00,"19,7714"
24/04/2012 17.00,
24/04/2012 18.00,"19,94573"
24/04/2012 19.00,
24/04/2012 20.00,"21,23185"
24/04/2012 21.00,
24/04/2012 22.00,"21,49097"
24/04/2012 23.00,
25/04/2012 0.00,"25,23131"
25/04/2012 1.00,
25/04/2012 2.00,"30,50161"
25/04/2012 3.00,
25/04/2012 4.00,"29,73782"
25/04/2012 5.00,
25/04/2012 6.00,"28,31705"
25/04/2012 7.00,
25/04/2012 8.00,"20,82214"
25/04/2012 9.00,
25/04/2012 10.00,"17,68619"
25/04/2012 11.00,
25/04/2012 12.00,"17,10724"
25/04/2012 13.00,
25/04/2012 14.00,"20,74311"
25/04/2012 15.00,
25/04/2012 16.00,"15,60643"
25/04/2012 17.00,
25/04/2012 18.00,"18,18273"
25/04/2012 19.00,
25/04/2012 20.00,"15,91982"
25/04/2012 21.00,
25/04/2012 22.00,"19,94945"
25/04/2012 23.00,
26/04/2012 0.00,"18,40455"
26/04/2012 1.00,
26/04/2012 2.00,"15,76414"
26/04/2012 3.00,
26/04/2012 4.00,"24,13003"
26/04/2012 5.00,
26/04/2012 6.00,"29,37558"
26/04/2012 7.00,
26/04/2012 8.00,"28,73694"
26/04/2012 9.00,
26/04/2012 10.00,"29,97693"
26/04/2012 11.00,
26/04/2012 12.00,"33,44321"
26/04/2012 13.00,
26/04/2012 14.00,"35,79703"
26/04/2012 15.00,
26/04/2012 16.00,"38,29026"
26/04/2012 17.00,
26/04/2012 18.00,"43,72948"
26/04/2012 19.00,
26/04/2012 20.00,"35,88522"
26/04/2012 21.00,
26/04/2012 22.00,"31,39974"
26/04/2012 23.00,
27/04/2012 0.00,"33,46617"
27/04/2012 1.00,
27/04/2012 2.00,"33,09014"
27/04/2012 3.00,
27/04/2012 4.00,"34,48785"
27/04/2012 5.00,
27/04/2012 6.00,"31,84269"
27/04/2012 7.00,
27/04/2012 8.00,"35,23165"
27/04/2012 9.00,
27/04/2012 10.00,"35,75668"
27/04/2012 11.00,
27/04/2012 12.00,"28,22987"
27/04/2012 13.00,
27/04/2012 14.00,"31,52421"
27/04/2012 15.00,
27/04/2012 16.00,"28,35707"
27/04/2012 17.00,
27/04/2012 18.00,"21,02733"
27/04/2012 19.00,
27/04/2012 20.00,"15,19943"
27/04/2012 21.00,
27/04/2012 22.00,"14,99084"
27/04/2012 23.00,
28/04/2012 0.00,"19,59672"
28/04/2012 1.00,
28/04/2012 2.00,"20,92964"
28/04/2012 3.00,
28/04/2012 4.00,"14,49667"
28/04/2012 5.00,
28/04/2012 6.00,"14,47903"
28/04/2012 7.00,
28/04/2012 8.00,"14,84873"
28/04/2012 9.00,
28/04/2012 10.00,"20,39784"
28/04/2012 11.00,
28/04/2012 12.00,"22,0835"
28/04/2012 13.00,
28/04/2012 14.00,"18,51885"
28/04/2012 15.00,
28/04/2012 16.00,"24,51668"
28/04/2012 17.00,
28/04/2012 18.00,"28,0508"
28/04/2012 19.00,
28/04/2012 20.00,"27,5373"
28/04/2012 21.00,
28/04/2012 22.00,"31,42653"
28/04/2012 23.00,
29/04/2012 0.00,"32,98365"
29/04/2012 1.00,
29/04/2012 2.00,"31,11111"
29/04/2012 3.00,
29/04/2012 4.00,"33,43508"
29/04/2012 5.00,
29/04/2012 6.00,"32,63499"
29/04/2012 7.00,
29/04/2012 8.00,"33,24243"
29/04/2012 9.00,
29/04/2012 10.00,"31,25865"
29/04/2012 11.00,
29/04/2012 12.00,"23,18578"
29/04/2012 13.00,
29/04/2012 14.00,"22,84594"
29/04/2012 15.00,
29/04/2012 16.00,"21,42789"
29/04/2012 17.00,
29/04/2012 18.00,"23,55209"
29/04/2012 19.00,
29/04/2012 20.00,"23,43915"
29/04/2012 21.00,
29/04/2012 22.00,"23,60025"
29/04/2012 23.00,
30/04/2012 0.00,"25,03933"
30/04/2012 1.00,
30/04/2012 2.00,"29,32675"
30/04/2012 3.00,
30/04/2012 4.00,"31,25491"
30/04/2012 5.00,
30/04/2012 6.00,"32,09875"
30/04/2012 7.00,
30/04/2012 8.00,"32,53527"
30/04/2012 9.00,
30/04/2012 10.00,"29,96133"
30/04/2012 11.00,
30/04/2012 12.00,"40,78517"
30/04/2012 13.00,
30/04/2012 14.00,"51,4635"
30/04/2012 15.00,
30/04/2012 16.00,"44,31081"
30/04/2012 17.00,
30/04/2012 18.00,"51,52352"
30/04/2012 19.00,
30/04/2012 20.00,"53,65045"
30/04/2012 21.00,
30/04/2012 22.00,"42,77154"
30/04/2012 23.00,
01/05/2012 0.00,"42,30057"
01/05/2012 1.00,
01/05/2012 2.00,"38,65214"
01/05/2012 3.00,
01/05/2012 4.00,"34,70322"
01/05/2012 5.00,
01/05/2012 6.00,"31,12501"
01/05/2012 7.00,
01/05/2012 8.00,"41,26237"
01/05/2012 9.00,
01/05/2012 10.00,"47,97143"
01/05/2012 11.00,
01/05/2012 12.00,"36,77079"
01/05/2012 13.00,
01/05/2012 14.00,"26,58119"
01/05/2012 15.00,
01/05/2012 16.00,"27,46574"
01/05/2012 17.00,
01/05/2012 18.00,"32,636"
01/05/2012 19.00,
01/05/2012 20.00,"31,24847"
01/05/2012 21.00,
01/05/2012 22.00,"30,52876"
01/05/2012 23.00,
02/05/2012 0.00,"30,98155"
02/05/2012 1.00,
02/05/2012 2.00,"29,85652"
02/05/2012 3.00,
02/05/2012 4.00,"31,6731"
02/05/2012 5.00,
02/05/2012 6.00,"38,96791"
02/05/2012 7.00,
02/05/2012 8.00,"48,45"
02/05/2012 9.00,
02/05/2012 10.00,"43,10202"
02/05/2012 11.00,
02/05/2012 12.00,"41,32511"
02/05/2012 13.00,
02/05/2012 14.00,"28,58703"
02/05/2012 15.00,
02/05/2012 16.00,"31,28578"
02/05/2012 17.00,
02/05/2012 18.00,"37,48947"
02/05/2012 19.00,
02/05/2012 20.00,"44,04964"
02/05/2012 21.00,
02/05/2012 22.00,"42,75878"
02/05/2012 23.00,
03/05/2012 0.00,"33,08132"
03/05/2012 1.00,
03/05/2012 2.00,"23,54801"
03/05/2012 3.00,
03/05/2012 4.00,"21,2383"
03/05/2012 5.00,
03/05/2012 6.00,"25,48127"
03/05/2012 7.00,
03/05/2012 8.00,"14,21957"
03/05/2012 9.00,
03/05/2012 10.00,"11,24508"
03/05/2012 11.00,
03/05/2012 12.00,"15,17331"
03/05/2012 13.00,
03/05/2012 14.00,"20,18891"
03/05/2012 15.00,
03/05/2012 16.00,"22,16863"
03/05/2012 17.00,
03/05/2012 18.00,"21,91968"
03/05/2012 19.00,
03/05/2012 20.00,"20,85265"
03/05/2012 21.00,
03/05/2012 22.00,"27,68722"
03/05/2012 23.00,
04/05/2012 0.00,"18,28414"
04/05/2012 1.00,
04/05/2012 2.00,"15,24753"
04/05/2012 3.00,
04/05/2012 4.00,"11,45502"
04/05/2012 5.00,
04/05/2012 6.00,"7,728599"
04/05/2012 7.00,
04/05/2012 8.00,"11,69346"
04/05/2012 9.00,
04/05/2012 10.00,"19,35795"
04/05/2012 11.00,
04/05/2012 12.00,"20,81366"
04/05/2012 13.00,
04/05/2012 14.00,"28,54565"
04/05/2012 15.00,
04/05/2012 16.00,"39,33692"
04/05/2012 17.00,
04/05/2012 18.00,"58,84988"
04/05/2012 19.00,
04/05/2012 20.00,"47,51899"
04/05/2012 21.00,
04/05/2012 22.00,"35,44158"
04/05/2012 23.00,
05/05/2012 0.00,"26,77248"
05/05/2012 1.00,
05/05/2012 2.00,"20,97069"
05/05/2012 3.00,
05/05/2012 4.00,"18,02503"
05/05/2012 5.00,
05/05/2012 6.00,"21,77858"
05/05/2012 7.00,
05/05/2012 8.00,"15,04782"
05/05/2012 9.00,
05/05/2012 10.00,"16,415"
05/05/2012 11.00,
05/05/2012 12.00,"26,04225"
05/05/2012 13.00,
05/05/2012 14.00,"27,37789"
05/05/2012 15.00,
05/05/2012 16.00,"17,23205"
05/05/2012 17.00,
05/05/2012 18.00,"13,67792"
05/05/2012 19.00,
05/05/2012 20.00,"15,47483"
05/05/2012 21.00,
05/05/2012 22.00,"14,86908"
05/05/2012 23.00,
06/05/2012 0.00,"14,85347"
06/05/2012 1.00,
06/05/2012 2.00,"21,65749"
06/05/2012 3.00,
06/05/2012 4.00,"16,13722"
06/05/2012 5.00,
06/05/2012 6.00,"11,76061"
06/05/2012 7.00,
06/05/2012 8.00,"13,21598"
06/05/2012 9.00,
06/05/2012 10.00,"18,73422"
06/05/2012 11.00,
06/05/2012 12.00,"19,47971"
06/05/2012 13.00,
06/05/2012 14.00,"14,15547"
06/05/2012 15.00,
06/05/2012 16.00,"13,8492"
06/05/2012 17.00,
06/05/2012 18.00,"13,89228"
06/05/2012 19.00,
06/05/2012 20.00,"11,96242"
06/05/2012 21.00,
06/05/2012 22.00,"12,31006"
06/05/2012 23.00,
07/05/2012 0.00,"9,700516"
07/05/2012 1.00,
07/05/2012 2.00,"10,29677"
07/05/2012 3.00,
07/05/2012 4.00,"14,71476"
07/05/2012 5.00,
07/05/2012 6.00,"9,917836"
07/05/2012 7.00,
07/05/2012 8.00,"15,53656"
07/05/2012 9.00,
07/05/2012 10.00,"40,94728"
07/05/2012 11.00,
07/05/2012 12.00,"70,14584"
07/05/2012 13.00,
07/05/2012 14.00,"87,32533"
07/05/2012 15.00,
07/05/2012 16.00,"80,29643"
07/05/2012 17.00,
07/05/2012 18.00,"66,21929"
07/05/2012 19.00,
07/05/2012 20.00,"64,99559"
07/05/2012 21.00,
07/05/2012 22.00,"73,48594"
07/05/2012 23.00,
08/05/2012 0.00,"59,01097"
08/05/2012 1.00,
08/05/2012 2.00,"41,86574"
08/05/2012 3.00,
08/05/2012 4.00,"41,81996"
08/05/2012 5.00,
08/05/2012 6.00,"30,76923"
08/05/2012 7.00,
08/05/2012 8.00,"31,34411"
08/05/2012 9.00,
08/05/2012 10.00,"30,0987"
08/05/2012 11.00,
08/05/2012 12.00,"22,28836"
08/05/2012 13.00,
08/05/2012 14.00,"15,89845"
08/05/2012 15.00,
08/05/2012 16.00,"15,63356"
08/05/2012 17.00,
08/05/2012 18.00,"18,65689"
08/05/2012 19.00,
08/05/2012 20.00,"20,48263"
08/05/2012 21.00,
08/05/2012 22.00,"12,35788"
08/05/2012 23.00,
09/05/2012 0.00,"9,028965"
09/05/2012 1.00,
09/05/2012 2.00,"10,58302"
09/05/2012 3.00,
09/05/2012 4.00,"10,8106"
09/05/2012 5.00,
09/05/2012 6.00,"7,985348"
09/05/2012 7.00,
09/05/2012 8.00,"9,685253"
09/05/2012 9.00,
09/05/2012 10.00,"9,590964"
09/05/2012 11.00,
09/05/2012 12.00,"14,85178"
09/05/2012 13.00,
09/05/2012 14.00,"22,11673"
09/05/2012 15.00,
09/05/2012 16.00,"19,39864"
09/05/2012 17.00,
09/05/2012 18.00,"24,00657"
09/05/2012 19.00,
09/05/2012 20.00,"23,45406"
09/05/2012 21.00,
09/05/2012 22.00,"26,57338"
09/05/2012 23.00,
10/05/2012 0.00,"23,62739"
10/05/2012 1.00,
10/05/2012 2.00,"13,74881"
10/05/2012 3.00,
