"NetC","ENEL Brindisi"
02/10/2012 19.00,
02/10/2012 20.00,"48,16256"
02/10/2012 21.00,
02/10/2012 22.00,"43,26775"
02/10/2012 23.00,
03/10/2012 0.00,"40,30873"
03/10/2012 1.00,
03/10/2012 2.00,"47,66021"
03/10/2012 3.00,
03/10/2012 4.00,"31,03889"
03/10/2012 5.00,
03/10/2012 6.00,"25,22168"
03/10/2012 7.00,
03/10/2012 8.00,"28,76433"
03/10/2012 9.00,
03/10/2012 10.00,"30,51596"
03/10/2012 11.00,
03/10/2012 12.00,"18,75318"
03/10/2012 13.00,
03/10/2012 14.00,"12,0607"
03/10/2012 15.00,
03/10/2012 16.00,"7,472887"
03/10/2012 17.00,
03/10/2012 18.00,"9,54509"
03/10/2012 19.00,
03/10/2012 20.00,"13,42019"
03/10/2012 21.00,
03/10/2012 22.00,"14,41374"
03/10/2012 23.00,
04/10/2012 0.00,"25,69578"
04/10/2012 1.00,
04/10/2012 2.00,"24,30419"
04/10/2012 3.00,
04/10/2012 4.00,"18,06592"
04/10/2012 5.00,
04/10/2012 6.00,"13,1582"
04/10/2012 7.00,
04/10/2012 8.00,"11,45508"
04/10/2012 9.00,
04/10/2012 10.00,"15,74184"
04/10/2012 11.00,
04/10/2012 12.00,"12,10675"
04/10/2012 13.00,
04/10/2012 14.00,"10,56689"
04/10/2012 15.00,
04/10/2012 16.00,"11,80456"
04/10/2012 17.00,
04/10/2012 18.00,"20,7598"
04/10/2012 19.00,
04/10/2012 20.00,"34,56235"
04/10/2012 21.00,
04/10/2012 22.00,"25,43206"
04/10/2012 23.00,
05/10/2012 0.00,"16,03698"
05/10/2012 1.00,
05/10/2012 2.00,"11,3717"
05/10/2012 3.00,
05/10/2012 4.00,"11,78336"
05/10/2012 5.00,
05/10/2012 6.00,"13,33368"
05/10/2012 7.00,
05/10/2012 8.00,"8,52852"
05/10/2012 9.00,
05/10/2012 10.00,"9,810222"
05/10/2012 11.00,
05/10/2012 12.00,"11,45473"
05/10/2012 13.00,
05/10/2012 14.00,"8,809525"
05/10/2012 15.00,
05/10/2012 16.00,"9,960318"
05/10/2012 17.00,
05/10/2012 18.00,"10,86114"
05/10/2012 19.00,
05/10/2012 20.00,"10,66408"
05/10/2012 21.00,
05/10/2012 22.00,"18,41982"
05/10/2012 23.00,
06/10/2012 0.00,"25,73724"
06/10/2012 1.00,
06/10/2012 2.00,"21,15689"
06/10/2012 3.00,
06/10/2012 4.00,"12,52883"
06/10/2012 5.00,
06/10/2012 6.00,"16,68429"
06/10/2012 7.00,
06/10/2012 8.00,"28,06471"
06/10/2012 9.00,
06/10/2012 10.00,"20,8011"
06/10/2012 11.00,
06/10/2012 12.00,"18,3937"
06/10/2012 13.00,
06/10/2012 14.00,"14,48344"
06/10/2012 15.00,
06/10/2012 16.00,"22,11436"
06/10/2012 17.00,
06/10/2012 18.00,"27,73028"
06/10/2012 19.00,
06/10/2012 20.00,"19,57298"
06/10/2012 21.00,
06/10/2012 22.00,"23,56871"
06/10/2012 23.00,
07/10/2012 0.00,"31,98243"
07/10/2012 1.00,
07/10/2012 2.00,"39,41764"
07/10/2012 3.00,
07/10/2012 4.00,"47,23408"
07/10/2012 5.00,
07/10/2012 6.00,"60,84249"
07/10/2012 7.00,
07/10/2012 8.00,"54,51804"
07/10/2012 9.00,
07/10/2012 10.00,"39,30096"
07/10/2012 11.00,
07/10/2012 12.00,"34,19685"
07/10/2012 13.00,
07/10/2012 14.00,"21,25626"
07/10/2012 15.00,
07/10/2012 16.00,"19,17616"
07/10/2012 17.00,
07/10/2012 18.00,"20,02916"
07/10/2012 19.00,
07/10/2012 20.00,"18,81358"
07/10/2012 21.00,
07/10/2012 22.00,"30,19467"
07/10/2012 23.00,
08/10/2012 0.00,"38,04198"
08/10/2012 1.00,
08/10/2012 2.00,"35,9266"
08/10/2012 3.00,
08/10/2012 4.00,"38,51919"
08/10/2012 5.00,
08/10/2012 6.00,"28,68131"
08/10/2012 7.00,
08/10/2012 8.00,"32,03601"
08/10/2012 9.00,
08/10/2012 10.00,"32,76929"
08/10/2012 11.00,
08/10/2012 12.00,"24,86704"
08/10/2012 13.00,
08/10/2012 14.00,"26,35158"
08/10/2012 15.00,
08/10/2012 16.00,"45,04002"
08/10/2012 17.00,
08/10/2012 18.00,"47,53662"
08/10/2012 19.00,
08/10/2012 20.00,"31,04904"
08/10/2012 21.00,
08/10/2012 22.00,"23,53276"
08/10/2012 23.00,
09/10/2012 0.00,"14,5584"
09/10/2012 1.00,
09/10/2012 2.00,"9,951159"
09/10/2012 3.00,
09/10/2012 4.00,"7,08043"
09/10/2012 5.00,
09/10/2012 6.00,"6,656153"
09/10/2012 7.00,
09/10/2012 8.00,"6,620879"
09/10/2012 9.00,
09/10/2012 10.00,"8,328246"
09/10/2012 11.00,
09/10/2012 12.00,"9,652694"
09/10/2012 13.00,
09/10/2012 14.00,"30,68273"
09/10/2012 15.00,
09/10/2012 16.00,"63,40422"
09/10/2012 17.00,
09/10/2012 18.00,"51,43162"
09/10/2012 19.00,
09/10/2012 20.00,"41,83488"
09/10/2012 21.00,
09/10/2012 22.00,"37,80389"
09/10/2012 23.00,
10/10/2012 0.00,"37,67297"
10/10/2012 1.00,
10/10/2012 2.00,"44,22431"
10/10/2012 3.00,
10/10/2012 4.00,"43,14543"
10/10/2012 5.00,
10/10/2012 6.00,"36,65343"
10/10/2012 7.00,
10/10/2012 8.00,"27,05603"
10/10/2012 9.00,
10/10/2012 10.00,"21,60256"
10/10/2012 11.00,
10/10/2012 12.00,"14,26163"
10/10/2012 13.00,
10/10/2012 14.00,"20,76448"
10/10/2012 15.00,
10/10/2012 16.00,"33,05386"
10/10/2012 17.00,
10/10/2012 18.00,"19,11883"
10/10/2012 19.00,
10/10/2012 20.00,"11,76163"
10/10/2012 21.00,
10/10/2012 22.00,"11,01003"
10/10/2012 23.00,
11/10/2012 0.00,"16,48555"
11/10/2012 1.00,
11/10/2012 2.00,"17,52136"
11/10/2012 3.00,
11/10/2012 4.00,"17,38365"
11/10/2012 5.00,
11/10/2012 6.00,"20,27811"
11/10/2012 7.00,
11/10/2012 8.00,"27,28022"
11/10/2012 9.00,
11/10/2012 10.00,"51,79859"
11/10/2012 11.00,
11/10/2012 12.00,"58,83773"
11/10/2012 13.00,
11/10/2012 14.00,"51,86846"
11/10/2012 15.00,
11/10/2012 16.00,"29,671"
11/10/2012 17.00,
11/10/2012 18.00,"20,21435"
11/10/2012 19.00,
11/10/2012 20.00,"20,45245"
11/10/2012 21.00,
11/10/2012 22.00,"25,27166"
11/10/2012 23.00,
12/10/2012 0.00,"24,03607"
12/10/2012 1.00,
12/10/2012 2.00,"34,05236"
12/10/2012 3.00,
12/10/2012 4.00,
12/10/2012 5.00,
12/10/2012 6.00,
12/10/2012 7.00,
12/10/2012 8.00,
12/10/2012 9.00,
12/10/2012 10.00,
12/10/2012 11.00,
12/10/2012 12.00,
12/10/2012 13.00,
12/10/2012 14.00,
12/10/2012 15.00,
12/10/2012 16.00,
12/10/2012 17.00,
12/10/2012 18.00,
12/10/2012 19.00,
12/10/2012 20.00,
12/10/2012 21.00,
12/10/2012 22.00,
12/10/2012 23.00,
13/10/2012 0.00,
13/10/2012 1.00,
13/10/2012 2.00,
13/10/2012 3.00,
13/10/2012 4.00,
13/10/2012 5.00,
13/10/2012 6.00,
13/10/2012 7.00,
13/10/2012 8.00,
13/10/2012 9.00,
13/10/2012 10.00,
13/10/2012 11.00,
13/10/2012 12.00,
13/10/2012 13.00,
13/10/2012 14.00,
13/10/2012 15.00,
13/10/2012 16.00,
13/10/2012 17.00,
13/10/2012 18.00,
13/10/2012 19.00,
13/10/2012 20.00,
13/10/2012 21.00,
13/10/2012 22.00,
13/10/2012 23.00,
14/10/2012 0.00,
14/10/2012 1.00,
14/10/2012 2.00,"25,24962"
14/10/2012 3.00,
14/10/2012 4.00,"23,65214"
14/10/2012 5.00,
14/10/2012 6.00,"22,22934"
14/10/2012 7.00,
14/10/2012 8.00,"25,08206"
14/10/2012 9.00,
14/10/2012 10.00,"17,40435"
14/10/2012 11.00,
14/10/2012 12.00,"12,97212"
14/10/2012 13.00,
14/10/2012 14.00,"10,1533"
14/10/2012 15.00,
14/10/2012 16.00,"10,2035"
14/10/2012 17.00,
14/10/2012 18.00,"8,356397"
14/10/2012 19.00,
14/10/2012 20.00,"7,419618"
14/10/2012 21.00,
14/10/2012 22.00,"6,732126"
14/10/2012 23.00,
15/10/2012 0.00,"7,785918"
15/10/2012 1.00,
15/10/2012 2.00,"10,31305"
15/10/2012 3.00,
15/10/2012 4.00,"12,16083"
15/10/2012 5.00,
15/10/2012 6.00,"9,193122"
15/10/2012 7.00,
15/10/2012 8.00,"11,09245"
15/10/2012 9.00,
15/10/2012 10.00,"19,25451"
15/10/2012 11.00,
15/10/2012 12.00,"18,42151"
15/10/2012 13.00,
15/10/2012 14.00,"12,97212"
15/10/2012 15.00,
15/10/2012 16.00,"16,40109"
15/10/2012 17.00,
15/10/2012 18.00,"20,30423"
15/10/2012 19.00,
15/10/2012 20.00,"21,13553"
15/10/2012 21.00,
15/10/2012 22.00,"27,61226"
15/10/2012 23.00,
16/10/2012 0.00,"33,01824"
16/10/2012 1.00,
16/10/2012 2.00,"35,52299"
16/10/2012 3.00,
16/10/2012 4.00,"42,46981"
16/10/2012 5.00,
16/10/2012 6.00,"50,12617"
16/10/2012 7.00,
16/10/2012 8.00,"40,07223"
16/10/2012 9.00,
16/10/2012 10.00,"23,16035"
16/10/2012 11.00,
16/10/2012 12.00,"21,35802"
16/10/2012 13.00,
16/10/2012 14.00,"24,44619"
16/10/2012 15.00,
16/10/2012 16.00,"15,15262"
16/10/2012 17.00,
16/10/2012 18.00,"11,42111"
16/10/2012 19.00,
16/10/2012 20.00,"11,05311"
16/10/2012 21.00,
16/10/2012 22.00,"12,98467"
16/10/2012 23.00,
17/10/2012 0.00,"9,881291"
17/10/2012 1.00,
17/10/2012 2.00,"11,52082"
17/10/2012 3.00,
17/10/2012 4.00,"14,67406"
17/10/2012 5.00,
17/10/2012 6.00,"21,4618"
17/10/2012 7.00,
17/10/2012 8.00,"26,52625"
17/10/2012 9.00,
17/10/2012 10.00,"19,94335"
17/10/2012 11.00,
17/10/2012 12.00,"17,95311"
17/10/2012 13.00,
17/10/2012 14.00,"20,95101"
17/10/2012 15.00,
17/10/2012 16.00,"15,4209"
17/10/2012 17.00,
17/10/2012 18.00,"14,75478"
17/10/2012 19.00,
17/10/2012 20.00,"19,78157"
17/10/2012 21.00,
17/10/2012 22.00,"20,28965"
17/10/2012 23.00,
18/10/2012 0.00,"14,8372"
18/10/2012 1.00,
18/10/2012 2.00,"15,41005"
18/10/2012 3.00,
18/10/2012 4.00,"21,30511"
18/10/2012 5.00,
18/10/2012 6.00,"22,64617"
18/10/2012 7.00,
18/10/2012 8.00,"22,40401"
18/10/2012 9.00,
18/10/2012 10.00,"22,58106"
18/10/2012 11.00,
18/10/2012 12.00,"29,33625"
18/10/2012 13.00,
18/10/2012 14.00,"37,14828"
18/10/2012 15.00,
18/10/2012 16.00,"57,24528"
18/10/2012 17.00,
18/10/2012 18.00,"80,38121"
18/10/2012 19.00,
18/10/2012 20.00,"76,47435"
18/10/2012 21.00,
18/10/2012 22.00,"58,37097"
18/10/2012 23.00,
19/10/2012 0.00,"39,9966"
19/10/2012 1.00,
19/10/2012 2.00,"29,86297"
19/10/2012 3.00,
19/10/2012 4.00,"25,2659"
19/10/2012 5.00,
19/10/2012 6.00,"20,37918"
19/10/2012 7.00,
19/10/2012 8.00,"20,0797"
19/10/2012 9.00,
19/10/2012 10.00,"19,13275"
19/10/2012 11.00,
19/10/2012 12.00,"22,57358"
19/10/2012 13.00,
19/10/2012 14.00,"27,02109"
19/10/2012 15.00,
19/10/2012 16.00,"22,2836"
19/10/2012 17.00,
19/10/2012 18.00,"16,75095"
19/10/2012 19.00,
19/10/2012 20.00,"18,53241"
19/10/2012 21.00,
19/10/2012 22.00,"21,49877"
19/10/2012 23.00,
20/10/2012 0.00,"15,64577"
20/10/2012 1.00,
20/10/2012 2.00,"14,39662"
20/10/2012 3.00,
20/10/2012 4.00,"13,1824"
20/10/2012 5.00,
20/10/2012 6.00,"14,48107"
20/10/2012 7.00,
20/10/2012 8.00,"16,41398"
20/10/2012 9.00,
20/10/2012 10.00,"16,20233"
20/10/2012 11.00,
20/10/2012 12.00,"19,46987"
20/10/2012 13.00,
20/10/2012 14.00,"27,11165"
20/10/2012 15.00,
20/10/2012 16.00,"26,3258"
20/10/2012 17.00,
20/10/2012 18.00,"16,03412"
20/10/2012 19.00,
20/10/2012 20.00,"18,71727"
20/10/2012 21.00,
20/10/2012 22.00,"29,20871"
20/10/2012 23.00,
21/10/2012 0.00,"25,64238"
21/10/2012 1.00,
21/10/2012 2.00,"18,34893"
21/10/2012 3.00,
21/10/2012 4.00,"21,11212"
21/10/2012 5.00,
21/10/2012 6.00,"23,29602"
21/10/2012 7.00,
21/10/2012 8.00,"24,2908"
21/10/2012 9.00,
21/10/2012 10.00,"26,47164"
21/10/2012 11.00,
21/10/2012 12.00,"26,4652"
21/10/2012 13.00,
21/10/2012 14.00,"36,25186"
21/10/2012 15.00,
21/10/2012 16.00,"29,91147"
21/10/2012 17.00,
21/10/2012 18.00,"28,29331"
21/10/2012 19.00,
21/10/2012 20.00,"36,31427"
21/10/2012 21.00,
21/10/2012 22.00,"34,52278"
21/10/2012 23.00,
22/10/2012 0.00,"45,42734"
22/10/2012 1.00,
22/10/2012 2.00,"43,08947"
22/10/2012 3.00,
22/10/2012 4.00,"36,68803"
22/10/2012 5.00,
22/10/2012 6.00,"31,66666"
22/10/2012 7.00,
22/10/2012 8.00,"26,29221"
22/10/2012 9.00,
22/10/2012 10.00,"31,63648"
22/10/2012 11.00,
22/10/2012 12.00,"33,51207"
22/10/2012 13.00,
22/10/2012 14.00,"36,07548"
22/10/2012 15.00,
22/10/2012 16.00,"30,81162"
22/10/2012 17.00,
22/10/2012 18.00,"36,61951"
22/10/2012 19.00,
22/10/2012 20.00,"33,35469"
22/10/2012 21.00,
22/10/2012 22.00,"30,11652"
22/10/2012 23.00,
23/10/2012 0.00,
23/10/2012 1.00,
23/10/2012 2.00,
23/10/2012 3.00,
23/10/2012 4.00,
23/10/2012 5.00,
23/10/2012 6.00,
23/10/2012 7.00,
23/10/2012 8.00,
23/10/2012 9.00,
23/10/2012 10.00,
23/10/2012 11.00,
23/10/2012 12.00,
23/10/2012 13.00,
23/10/2012 14.00,
23/10/2012 15.00,
23/10/2012 16.00,
23/10/2012 17.00,
23/10/2012 18.00,
23/10/2012 19.00,
23/10/2012 20.00,
23/10/2012 21.00,
23/10/2012 22.00,
23/10/2012 23.00,
24/10/2012 0.00,
24/10/2012 1.00,
24/10/2012 2.00,
24/10/2012 3.00,
24/10/2012 4.00,
24/10/2012 5.00,
24/10/2012 6.00,
24/10/2012 7.00,
24/10/2012 8.00,
24/10/2012 9.00,
24/10/2012 10.00,
24/10/2012 11.00,
24/10/2012 12.00,
24/10/2012 13.00,
24/10/2012 14.00,
24/10/2012 15.00,
24/10/2012 16.00,
24/10/2012 17.00,
24/10/2012 18.00,
24/10/2012 19.00,
24/10/2012 20.00,
24/10/2012 21.00,
24/10/2012 22.00,
24/10/2012 23.00,
25/10/2012 0.00,
25/10/2012 1.00,
25/10/2012 2.00,
25/10/2012 3.00,
25/10/2012 4.00,
25/10/2012 5.00,
25/10/2012 6.00,
25/10/2012 7.00,
25/10/2012 8.00,
25/10/2012 9.00,
25/10/2012 10.00,
25/10/2012 11.00,
25/10/2012 12.00,
25/10/2012 13.00,
25/10/2012 14.00,
25/10/2012 15.00,
25/10/2012 16.00,
25/10/2012 17.00,
25/10/2012 18.00,
25/10/2012 19.00,
25/10/2012 20.00,
25/10/2012 21.00,
25/10/2012 22.00,
25/10/2012 23.00,
26/10/2012 0.00,
26/10/2012 1.00,
26/10/2012 2.00,
26/10/2012 3.00,
26/10/2012 4.00,
26/10/2012 5.00,
26/10/2012 6.00,
26/10/2012 7.00,
26/10/2012 8.00,
26/10/2012 9.00,
26/10/2012 10.00,
26/10/2012 11.00,
26/10/2012 12.00,
26/10/2012 13.00,
26/10/2012 14.00,
26/10/2012 15.00,
26/10/2012 16.00,
26/10/2012 17.00,
26/10/2012 18.00,
26/10/2012 19.00,
26/10/2012 20.00,
26/10/2012 21.00,
26/10/2012 22.00,
26/10/2012 23.00,
27/10/2012 0.00,
27/10/2012 1.00,
27/10/2012 2.00,
27/10/2012 3.00,
27/10/2012 4.00,
27/10/2012 5.00,
27/10/2012 6.00,
27/10/2012 7.00,
27/10/2012 8.00,
27/10/2012 9.00,
27/10/2012 10.00,
27/10/2012 11.00,
27/10/2012 12.00,
27/10/2012 13.00,
27/10/2012 14.00,
27/10/2012 15.00,
27/10/2012 16.00,
27/10/2012 17.00,
27/10/2012 18.00,
27/10/2012 19.00,
27/10/2012 20.00,
27/10/2012 21.00,
27/10/2012 22.00,
27/10/2012 23.00,
28/10/2012 0.00,
28/10/2012 1.00,
28/10/2012 2.00,
28/10/2012 3.00,
28/10/2012 4.00,
28/10/2012 5.00,
28/10/2012 6.00,
28/10/2012 7.00,
28/10/2012 8.00,
28/10/2012 9.00,
28/10/2012 10.00,
28/10/2012 11.00,
28/10/2012 12.00,
28/10/2012 13.00,
28/10/2012 14.00,
28/10/2012 15.00,
28/10/2012 16.00,
28/10/2012 17.00,
28/10/2012 18.00,
28/10/2012 19.00,
28/10/2012 20.00,
28/10/2012 21.00,
28/10/2012 22.00,
28/10/2012 23.00,
29/10/2012 0.00,
29/10/2012 1.00,
29/10/2012 2.00,
29/10/2012 3.00,
29/10/2012 4.00,
29/10/2012 5.00,
29/10/2012 6.00,
29/10/2012 7.00,
29/10/2012 8.00,
29/10/2012 9.00,
29/10/2012 10.00,
29/10/2012 11.00,
29/10/2012 12.00,
29/10/2012 13.00,
29/10/2012 14.00,
29/10/2012 15.00,
29/10/2012 16.00,
29/10/2012 17.00,
29/10/2012 18.00,
29/10/2012 19.00,
29/10/2012 20.00,
29/10/2012 21.00,
29/10/2012 22.00,
29/10/2012 23.00,
30/10/2012 0.00,
30/10/2012 1.00,
30/10/2012 2.00,
30/10/2012 3.00,
30/10/2012 4.00,
30/10/2012 5.00,
30/10/2012 6.00,
30/10/2012 7.00,
30/10/2012 8.00,
30/10/2012 9.00,
30/10/2012 10.00,
30/10/2012 11.00,
30/10/2012 12.00,
30/10/2012 13.00,
30/10/2012 14.00,
30/10/2012 15.00,
30/10/2012 16.00,
30/10/2012 17.00,
30/10/2012 18.00,
30/10/2012 19.00,
30/10/2012 20.00,
30/10/2012 21.00,
30/10/2012 22.00,
30/10/2012 23.00,
31/10/2012 0.00,
31/10/2012 1.00,
31/10/2012 2.00,
31/10/2012 3.00,
31/10/2012 4.00,
31/10/2012 5.00,
31/10/2012 6.00,
31/10/2012 7.00,
31/10/2012 8.00,
31/10/2012 9.00,
31/10/2012 10.00,
31/10/2012 11.00,
31/10/2012 12.00,
31/10/2012 13.00,
31/10/2012 14.00,
31/10/2012 15.00,
31/10/2012 16.00,
31/10/2012 17.00,
31/10/2012 18.00,
31/10/2012 19.00,
31/10/2012 20.00,
31/10/2012 21.00,
31/10/2012 22.00,
31/10/2012 23.00,
01/11/2012 0.00,
01/11/2012 1.00,
01/11/2012 2.00,
01/11/2012 3.00,
01/11/2012 4.00,
01/11/2012 5.00,
01/11/2012 6.00,
01/11/2012 7.00,
01/11/2012 8.00,
01/11/2012 9.00,
01/11/2012 10.00,
01/11/2012 11.00,
01/11/2012 12.00,
01/11/2012 13.00,
01/11/2012 14.00,
01/11/2012 15.00,
01/11/2012 16.00,
01/11/2012 17.00,
01/11/2012 18.00,
01/11/2012 19.00,
01/11/2012 20.00,
01/11/2012 21.00,
01/11/2012 22.00,
01/11/2012 23.00,
02/11/2012 0.00,
02/11/2012 1.00,
02/11/2012 2.00,
02/11/2012 3.00,
02/11/2012 4.00,
02/11/2012 5.00,
02/11/2012 6.00,
02/11/2012 7.00,
02/11/2012 8.00,
02/11/2012 9.00,
02/11/2012 10.00,
02/11/2012 11.00,
02/11/2012 12.00,
02/11/2012 13.00,
02/11/2012 14.00,
02/11/2012 15.00,
02/11/2012 16.00,
02/11/2012 17.00,
02/11/2012 18.00,
02/11/2012 19.00,
02/11/2012 20.00,
02/11/2012 21.00,
02/11/2012 22.00,
02/11/2012 23.00,
03/11/2012 0.00,
03/11/2012 1.00,
03/11/2012 2.00,
03/11/2012 3.00,
03/11/2012 4.00,
03/11/2012 5.00,
03/11/2012 6.00,
03/11/2012 7.00,
03/11/2012 8.00,
03/11/2012 9.00,
03/11/2012 10.00,
03/11/2012 11.00,
03/11/2012 12.00,
03/11/2012 13.00,
03/11/2012 14.00,
03/11/2012 15.00,
03/11/2012 16.00,
03/11/2012 17.00,
03/11/2012 18.00,
03/11/2012 19.00,
03/11/2012 20.00,
03/11/2012 21.00,
03/11/2012 22.00,
03/11/2012 23.00,
04/11/2012 0.00,
04/11/2012 1.00,
04/11/2012 2.00,
04/11/2012 3.00,
04/11/2012 4.00,
04/11/2012 5.00,
04/11/2012 6.00,
04/11/2012 7.00,
04/11/2012 8.00,
04/11/2012 9.00,
04/11/2012 10.00,
04/11/2012 11.00,
04/11/2012 12.00,
04/11/2012 13.00,
04/11/2012 14.00,
04/11/2012 15.00,
04/11/2012 16.00,
04/11/2012 17.00,
04/11/2012 18.00,
04/11/2012 19.00,
04/11/2012 20.00,
04/11/2012 21.00,
04/11/2012 22.00,
04/11/2012 23.00,
05/11/2012 0.00,
05/11/2012 1.00,
05/11/2012 2.00,
05/11/2012 3.00,
05/11/2012 4.00,
05/11/2012 5.00,
05/11/2012 6.00,
05/11/2012 7.00,
05/11/2012 8.00,
05/11/2012 9.00,
05/11/2012 10.00,
05/11/2012 11.00,
05/11/2012 12.00,
05/11/2012 13.00,
05/11/2012 14.00,
05/11/2012 15.00,
05/11/2012 16.00,
05/11/2012 17.00,
05/11/2012 18.00,
05/11/2012 19.00,
05/11/2012 20.00,
05/11/2012 21.00,
05/11/2012 22.00,
05/11/2012 23.00,
06/11/2012 0.00,
06/11/2012 1.00,
06/11/2012 2.00,
06/11/2012 3.00,
06/11/2012 4.00,
06/11/2012 5.00,
06/11/2012 6.00,
06/11/2012 7.00,
06/11/2012 8.00,
06/11/2012 9.00,
06/11/2012 10.00,
06/11/2012 11.00,
06/11/2012 12.00,
06/11/2012 13.00,
06/11/2012 14.00,
06/11/2012 15.00,
06/11/2012 16.00,
06/11/2012 17.00,
06/11/2012 18.00,
06/11/2012 19.00,
06/11/2012 20.00,
06/11/2012 21.00,
06/11/2012 22.00,
06/11/2012 23.00,
07/11/2012 0.00,
07/11/2012 1.00,
07/11/2012 2.00,
07/11/2012 3.00,
07/11/2012 4.00,
07/11/2012 5.00,
07/11/2012 6.00,
07/11/2012 7.00,
07/11/2012 8.00,
07/11/2012 9.00,
07/11/2012 10.00,
07/11/2012 11.00,
07/11/2012 12.00,
07/11/2012 13.00,
07/11/2012 14.00,
07/11/2012 15.00,
07/11/2012 16.00,
07/11/2012 17.00,
07/11/2012 18.00,
07/11/2012 19.00,
07/11/2012 20.00,
07/11/2012 21.00,
07/11/2012 22.00,
07/11/2012 23.00,
08/11/2012 0.00,
08/11/2012 1.00,
08/11/2012 2.00,
08/11/2012 3.00,
08/11/2012 4.00,
08/11/2012 5.00,
08/11/2012 6.00,
08/11/2012 7.00,
08/11/2012 8.00,
08/11/2012 9.00,
08/11/2012 10.00,
08/11/2012 11.00,
08/11/2012 12.00,
08/11/2012 13.00,
08/11/2012 14.00,
08/11/2012 15.00,
08/11/2012 16.00,
08/11/2012 17.00,
08/11/2012 18.00,
08/11/2012 19.00,
08/11/2012 20.00,
08/11/2012 21.00,
08/11/2012 22.00,
08/11/2012 23.00,
09/11/2012 0.00,
09/11/2012 1.00,
09/11/2012 2.00,
09/11/2012 3.00,
09/11/2012 4.00,
09/11/2012 5.00,
09/11/2012 6.00,
09/11/2012 7.00,
09/11/2012 8.00,
09/11/2012 9.00,
09/11/2012 10.00,
09/11/2012 11.00,
09/11/2012 12.00,"61,33665"
09/11/2012 13.00,
09/11/2012 14.00,"36,46723"
09/11/2012 15.00,
09/11/2012 16.00,"19,70764"
09/11/2012 17.00,
09/11/2012 18.00,"22,06382"
09/11/2012 19.00,
09/11/2012 20.00,"15,44329"
09/11/2012 21.00,
09/11/2012 22.00,"9,520757"
09/11/2012 23.00,
10/11/2012 0.00,"7,560372"
10/11/2012 1.00,
10/11/2012 2.00,"7,123186"
10/11/2012 3.00,
10/11/2012 4.00,"8,615859"
10/11/2012 5.00,
10/11/2012 6.00,"8,590422"
10/11/2012 7.00,
10/11/2012 8.00,"6,196581"
10/11/2012 9.00,
10/11/2012 10.00,"4,046941"
10/11/2012 11.00,
10/11/2012 12.00,"10,47822"
10/11/2012 13.00,
10/11/2012 14.00,"16,63071"
10/11/2012 15.00,
10/11/2012 16.00,"17,03059"
10/11/2012 17.00,
10/11/2012 18.00,"19,9654"
10/11/2012 19.00,
10/11/2012 20.00,"14,92945"
10/11/2012 21.00,
10/11/2012 22.00,"14,99762"
10/11/2012 23.00,
11/11/2012 0.00,"26,30477"
11/11/2012 1.00,
11/11/2012 2.00,"28,46661"
11/11/2012 3.00,
11/11/2012 4.00,"31,0426"
11/11/2012 5.00,
11/11/2012 6.00,"21,79317"
11/11/2012 7.00,
11/11/2012 8.00,"13,83089"
11/11/2012 9.00,
11/11/2012 10.00,"17,13471"
11/11/2012 11.00,
11/11/2012 12.00,"19,68016"
11/11/2012 13.00,
11/11/2012 14.00,"15,74345"
11/11/2012 15.00,
11/11/2012 16.00,"10,55725"
11/11/2012 17.00,
11/11/2012 18.00,"17,90971"
11/11/2012 19.00,
11/11/2012 20.00,"14,76258"
11/11/2012 21.00,
11/11/2012 22.00,"13,03486"
11/11/2012 23.00,
12/11/2012 0.00,"37,22726"
12/11/2012 1.00,
12/11/2012 2.00,"30,45211"
12/11/2012 3.00,
12/11/2012 4.00,"22,47286"
12/11/2012 5.00,
12/11/2012 6.00,"27,63804"
12/11/2012 7.00,
12/11/2012 8.00,"25,37748"
12/11/2012 9.00,
12/11/2012 10.00,"26,725"
12/11/2012 11.00,
12/11/2012 12.00,"37,26767"
12/11/2012 13.00,
12/11/2012 14.00,"32,2117"
12/11/2012 15.00,
12/11/2012 16.00,"42,99076"
12/11/2012 17.00,
12/11/2012 18.00,"45,95949"
12/11/2012 19.00,
12/11/2012 20.00,"41,71347"
12/11/2012 21.00,
12/11/2012 22.00,"51,85388"
12/11/2012 23.00,
13/11/2012 0.00,"52,94532"
13/11/2012 1.00,
13/11/2012 2.00,"54,64353"
13/11/2012 3.00,
13/11/2012 4.00,"40,0685"
13/11/2012 5.00,
13/11/2012 6.00,"54,06356"
13/11/2012 7.00,
13/11/2012 8.00,"37,18491"
13/11/2012 9.00,
13/11/2012 10.00,"23,37064"
13/11/2012 11.00,
13/11/2012 12.00,"35,33984"
13/11/2012 13.00,
13/11/2012 14.00,"26,76366"
13/11/2012 15.00,
13/11/2012 16.00,"17,83984"
13/11/2012 17.00,
13/11/2012 18.00,"11,68973"
13/11/2012 19.00,
13/11/2012 20.00,"14,3878"
13/11/2012 21.00,
13/11/2012 22.00,"35,19908"
13/11/2012 23.00,
14/11/2012 0.00,"26,26238"
14/11/2012 1.00,
14/11/2012 2.00,"16,89864"
14/11/2012 3.00,
14/11/2012 4.00,"15,30932"
14/11/2012 5.00,
14/11/2012 6.00,"10,10785"
14/11/2012 7.00,
14/11/2012 8.00,"21,12908"
14/11/2012 9.00,
14/11/2012 10.00,"24,29928"
14/11/2012 11.00,
