,,,ARPA Puglia,,,,
,,,De Santis,,,,
Field,,,Aver,Aver,Aver,Aver,Aver



02/10/2008 4.00,,,"4,6","0,3","42,4","45,9","3,7"
02/10/2008 5.00,,,"4,7","0,3",,,"3,4"
02/10/2008 6.00,,,"13,9","0,4","24,6","35,7","3,1"
02/10/2008 7.00,,,"37,2","0,6","13,3",,"3,6"
02/10/2008 8.00,,,"55,2","1,2","6,2","39,6","7,1"
02/10/2008 9.00,,,"49,3","0,8","14,3",,"11,6"
02/10/2008 10.00,,,"30,8","0,6","31,7","47,9","6,7"
02/10/2008 11.00,,,"18,8","0,5","42,7",,"4,8"
02/10/2008 12.00,,,"15,3","0,6","55,1","41,0","4,4"
02/10/2008 13.00,,,"12,7","0,6","61,3",,"8,2"
02/10/2008 14.00,,,"12,8","0,6","61,1","34,2","6,6"
02/10/2008 15.00,,,"10,1","0,4","64,6",,"4,9"
02/10/2008 16.00,,,"10,3","0,4","63,4","27,8","3,2"
02/10/2008 17.00,,,"16,0","0,4","57,8",,"3,2"
02/10/2008 18.00,,,"33,1","0,7","44,6","24,9","4,4"
02/10/2008 19.00,,,"40,4","0,9","31,0",,"6,9"
02/10/2008 20.00,,,"46,7","0,9","22,7","34,2","7,0"
02/10/2008 21.00,,,"46,1","1,0","18,1",,"10,0"
02/10/2008 22.00,,,"27,6","0,7","23,9","48,8","8,3"
02/10/2008 23.00,,,"24,3","0,7","25,1",,"5,2"
03/10/2008 0.00,,,"14,7","0,6","28,2","44,9","4,4"
03/10/2008 1.00,,,"11,9","0,5","25,0",,"3,8"
03/10/2008 2.00,,,"5,7","0,4","24,2","45,9","4,0"
03/10/2008 3.00,,,"3,7","0,3","33,1",,"3,5"
03/10/2008 4.00,,,"4,1","0,3","38,2","35,2","2,7"
03/10/2008 5.00,,,"5,0","0,3","44,6",,"2,7"
03/10/2008 6.00,,,"10,7","0,3","33,2","21,0","2,6"
03/10/2008 7.00,,,"25,6","0,5","14,1",,"2,8"
03/10/2008 8.00,,,"43,2","1,0","10,2","24,4","5,4"
03/10/2008 9.00,,,"26,0","0,6","38,9",,"9,2"
03/10/2008 10.00,,,"15,5","0,4","57,7","34,2","7,8"
03/10/2008 11.00,,,"5,5","0,3","74,0",,"6,3"
03/10/2008 12.00,,,"23,3","0,6","61,2","35,7","5,5"
03/10/2008 13.00,,,"24,2","2,1","68,3",,"5,2"
03/10/2008 14.00,,,"18,8","0,5","73,6","29,8","10,5"
03/10/2008 15.00,,,"29,2","0,5","67,5",,"3,6"
03/10/2008 16.00,,,"20,4","0,5","71,5","35,7","4,2"
03/10/2008 17.00,,,"13,8","0,4","75,6",,"3,5"
03/10/2008 18.00,,,"32,4","0,5","57,3","28,3","3,3"
03/10/2008 19.00,,,"35,6","0,6","53,0",,"4,3"
03/10/2008 20.00,,,"25,4","0,6","53,5","40,5","4,5"
03/10/2008 21.00,,,"25,3","0,7","49,8",,"4,6"
03/10/2008 22.00,,,"16,3","0,5","54,4","43,0","3,8"
03/10/2008 23.00,,,"15,7","0,5","55,4",,"3,1"
04/10/2008 0.00,,,"12,8","0,4","49,8","35,7","3,1"
04/10/2008 1.00,,,"13,1","0,5","46,2",,"2,9"
04/10/2008 2.00,,,,"0,4","38,7","32,2","2,8"
04/10/2008 3.00,,,"13,1",,"36,6",,"2,7"
04/10/2008 4.00,,,"8,3","0,3","38,5","28,8","3,0"
04/10/2008 5.00,,,"13,1","0,3",,,"2,9"
04/10/2008 6.00,,,"12,1","0,3","31,9","29,8","2,8"
04/10/2008 7.00,,,"23,2","0,5","32,3",,"2,9"
04/10/2008 8.00,,,"35,2","0,8","36,3","32,2","7,6"
04/10/2008 9.00,,,"16,0","0,4","59,7",,"9,5"
04/10/2008 10.00,,,"12,0","0,3","71,0","38,1","5,5"
04/10/2008 11.00,,,"12,6","0,4","71,9",,"4,9"
04/10/2008 12.00,,,"12,9","0,5","77,6","41,5","4,6"
04/10/2008 13.00,,,"35,4","1,3","58,9",,"5,7"
04/10/2008 14.00,,,"13,7","0,3","70,4","38,1","8,5"
04/10/2008 15.00,,,"7,2","0,2","74,9",,"2,6"
04/10/2008 16.00,,,"6,2","0,2","76,6","24,4","2,5"
04/10/2008 17.00,,,"7,2","0,2","67,2",,"2,8"
04/10/2008 18.00,,,"14,6","0,3","56,0","16,1","2,4"
04/10/2008 19.00,,,"22,4","0,4","43,4",,"2,8"
04/10/2008 20.00,,,"23,9","0,4","35,6","26,9","4,5"
04/10/2008 21.00,,,"19,9","0,3","44,6",,"3,7"
04/10/2008 22.00,,,"22,6","0,4","41,2","19,5","3,8"
04/10/2008 23.00,,,"22,6","0,4","39,2",,"3,9"
05/10/2008 0.00,,,"20,2","0,4","44,2","20,0","3,0"
05/10/2008 1.00,,,"14,1","0,2","47,2",,"2,9"
05/10/2008 2.00,,,"7,7","0,1","48,7","16,1","2,2"
05/10/2008 3.00,,,"5,5","0,1","51,2",,"2,0"
05/10/2008 4.00,,,"3,7","0,1","54,5","10,7","2,0"
05/10/2008 5.00,,,"3,2","0,1","50,5",,"2,7"
05/10/2008 6.00,,,"4,1","0,1","44,6","7,8","2,7"
05/10/2008 7.00,,,"9,1","0,1","38,1",,"2,0"
05/10/2008 8.00,,,"7,2","0,2","39,9","11,2","1,1"
05/10/2008 9.00,,,"8,7","0,2","42,1",,"2,1"
05/10/2008 10.00,,,"9,5","0,2","45,5","16,1","2,1"
05/10/2008 11.00,,,"14,7","0,3","44,2",,"2,1"
05/10/2008 12.00,,,"14,4","0,3","49,6","19,5","2,8"
05/10/2008 13.00,,,"11,6","0,3","55,5",,"2,5"
05/10/2008 14.00,,,"11,5","0,2","57,8","23,4","2,3"
05/10/2008 15.00,,,"11,5","0,2","59,5",,"1,8"
05/10/2008 16.00,,,"10,3","0,2","61,1","16,6","1,8"
05/10/2008 17.00,,,"18,3","0,3","54,8",,"2,2"
05/10/2008 18.00,,,"35,1","0,6","40,6","10,7","2,9"
05/10/2008 19.00,,,"56,9","0,6","26,1",,"5,8"
05/10/2008 20.00,,,"64,1","0,9","17,6","18,1","5,8"
05/10/2008 21.00,,,"86,5","1,1","5,4",,"6,8"
05/10/2008 22.00,,,"87,0","0,8","9,0","29,3","8,6"
05/10/2008 23.00,,,"66,9","1,0","7,4",,"8,8"
06/10/2008 0.00,,,"57,3","0,8","10,2","32,2","7,0"
06/10/2008 1.00,,,"24,3","0,3","29,0",,"4,5"
06/10/2008 2.00,,,,"0,2","34,6","25,4","2,5"
06/10/2008 3.00,,,"19,7",,"41,6",,"2,6"
06/10/2008 4.00,,,"15,7","0,2","41,6","20,5","2,5"
06/10/2008 5.00,,,"17,8","0,2",,,"2,4"
06/10/2008 6.00,,,"41,0","0,3","10,5","23,4","2,5"
06/10/2008 7.00,,,"58,3","0,5","4,6",,"3,2"
06/10/2008 8.00,,,"56,2","1,0","13,7","29,3","5,4"
06/10/2008 9.00,,,"48,3","0,7","17,6",,"11,0"
06/10/2008 10.00,,,"34,9","0,5","39,0","34,7","8,3"
06/10/2008 11.00,,,"24,8","0,4","56,8",,"5,2"
06/10/2008 12.00,,,"20,1","0,4","64,3","40,5","4,5"
06/10/2008 13.00,,,"24,3","0,5","66,1",,"6,7"
06/10/2008 14.00,,,"19,9","0,3","70,4","32,2","5,8"
06/10/2008 15.00,,,"16,1","0,3","72,7",,"2,6"
06/10/2008 16.00,,,"24,2","0,4","66,6","33,2","3,4"
06/10/2008 17.00,,,"29,4","0,4","59,9",,"3,0"
06/10/2008 18.00,,,"53,2","0,8","42,7","23,4","5,7"
06/10/2008 19.00,,,"51,0","0,8","41,0",,"7,3"
06/10/2008 20.00,,,"73,3","1,1","21,9","25,4","6,3"
06/10/2008 21.00,,,"99,0","1,7","1,1",,"10,8"
06/10/2008 22.00,,,"89,0","1,2","0,5","40,0","11,7"
06/10/2008 23.00,,,"80,0","1,3","0,7",,"8,7"
07/10/2008 0.00,,,"69,7","0,9","6,4","46,4","7,7"
07/10/2008 1.00,,,"39,6","0,5","25,1",,"5,3"
07/10/2008 2.00,,,"25,7","0,3","33,8","45,9","3,6"
07/10/2008 3.00,,,"21,6","0,3","33,9",,"3,1"
07/10/2008 4.00,,,"12,1","0,2","40,4","33,7","3,0"
07/10/2008 5.00,,,"16,2","0,2","34,3",,"2,9"
07/10/2008 6.00,,,"30,5","0,3","22,9","28,8","3,0"
07/10/2008 7.00,,,"66,1","0,7","4,0",,"3,8"
07/10/2008 8.00,,,"88,9","1,7","2,1","43,5","7,8"
07/10/2008 9.00,,,"81,0","1,1","10,7",,"12,6"
07/10/2008 10.00,,,"24,0","0,4","60,3","60,1","8,9"
07/10/2008 11.00,,,"16,6","0,3","75,3",,"4,7"
07/10/2008 12.00,,,"16,0","0,4","75,2","35,2","4,0"
07/10/2008 13.00,,,"27,9","0,6","69,1",,"3,6"
07/10/2008 14.00,,,"13,8","0,4","75,9","29,8","5,4"
07/10/2008 15.00,,,"14,4","0,3","76,7",,"2,7"
07/10/2008 16.00,,,"17,8","0,3","77,0","27,8","2,5"
07/10/2008 17.00,,,"27,9","0,5","71,6",,"3,5"
07/10/2008 18.00,,,"44,3","0,6","57,2","23,4","3,9"
07/10/2008 19.00,,,"56,7","0,8","44,2",,"4,9"
07/10/2008 20.00,,,"61,6","0,9","41,6","29,8","5,4"
07/10/2008 21.00,,,"73,0","1,0","23,9",,"7,8"
07/10/2008 22.00,,,"65,9","0,8","23,1","34,7","7,0"
07/10/2008 23.00,,,"67,4","0,8","17,7",,"5,1"
08/10/2008 0.00,,,"57,2","0,9","17,3","41,0","5,0"
08/10/2008 1.00,,,"35,8","0,6","27,6",,"7,1"
08/10/2008 2.00,,,,"0,4","24,0","36,6","4,1"
08/10/2008 3.00,,,"28,9",,"30,8",,"4,2"
08/10/2008 4.00,,,"17,4","0,3","41,2","47,9","3,8"
08/10/2008 5.00,,,"15,4","0,2",,,"3,0"
08/10/2008 6.00,,,"31,8","0,3","21,8","36,1","2,7"
08/10/2008 7.00,,,"67,8","0,6","8,3",,"3,2"
08/10/2008 8.00,,,"98,7","2,3","2,7","52,7","7,4"
08/10/2008 9.00,,,"49,6","1,0","38,0",,"17,0"
08/10/2008 10.00,,,"30,5","0,5","55,1","43,5","6,8"
08/10/2008 11.00,,,"21,1","0,4","67,0",,"6,2"
08/10/2008 12.00,,,"24,5","0,5","69,2","27,4","4,1"
08/10/2008 13.00,,,"26,6","0,8","70,1",,"11,8"
08/10/2008 14.00,,,"19,3","0,4","73,3","29,8","10,3"
08/10/2008 15.00,,,"25,4","0,5","68,6",,"3,5"
08/10/2008 16.00,,,"24,0","0,5","67,1","20,0","4,0"
08/10/2008 17.00,,,"35,6","0,6","55,5",,"3,7"
08/10/2008 18.00,,,"53,8","0,9","40,0","27,8","5,1"
08/10/2008 19.00,,,"58,1","1,1","31,5",,"8,0"
08/10/2008 20.00,,,"70,7","1,5","20,7","29,3","17,4"
08/10/2008 21.00,,,"78,5","1,2","14,6",,"12,1"
08/10/2008 22.00,,,"67,4","1,0","14,1","30,8","7,9"
08/10/2008 23.00,,,"71,5","1,1","5,4",,"6,9"
09/10/2008 0.00,,,"62,7","1,3","8,7","56,7","8,2"
09/10/2008 1.00,,,"47,3","0,7","12,8",,"7,2"
09/10/2008 2.00,,,"43,6","0,7","15,0","68,4","5,6"
09/10/2008 3.00,,,"29,4","0,5","20,8",,"5,7"
09/10/2008 4.00,,,"41,4","0,6","8,9","59,6","4,4"
09/10/2008 5.00,,,"26,7","0,4","30,2",,"5,0"
09/10/2008 6.00,,,"41,4","0,6","18,7","33,7","3,3"
09/10/2008 7.00,,,"51,8","1,1","12,7",,"4,2"
09/10/2008 8.00,,,"86,8","2,3","4,1","55,2","10,4"
09/10/2008 9.00,,,"40,4","0,7","36,0",,"16,3"
09/10/2008 10.00,,,"20,0","0,5","60,6","47,9","5,1"
09/10/2008 11.00,,,"19,8","0,5","61,8",,"4,1"
09/10/2008 12.00,,,"19,4","0,6","64,1","26,4","5,5"
09/10/2008 13.00,,,"21,3","0,8","63,1",,"7,0"
09/10/2008 14.00,,,"15,9","0,4","66,7","34,2","9,1"
09/10/2008 15.00,,,"14,6","0,4","64,6",,"3,8"
09/10/2008 16.00,,,"17,4","0,5","60,6","25,4","3,1"
09/10/2008 17.00,,,"24,0","0,6","54,6",,"3,4"
09/10/2008 18.00,,,"33,8","0,7","47,1","20,5","5,1"
09/10/2008 19.00,,,"49,0","1,0","35,2",,"6,0"
09/10/2008 20.00,,,"56,3","0,9","28,1","33,2","7,6"
09/10/2008 21.00,,,"49,0","0,9","30,7",,"7,0"
09/10/2008 22.00,,,"23,2","0,5","43,3","34,2","6,2"
09/10/2008 23.00,,,"31,2","0,6","36,2",,"4,3"
10/10/2008 0.00,,,"29,2","0,6","32,6","33,2","5,9"
10/10/2008 1.00,,,"25,9","0,5","29,6",,"4,2"
10/10/2008 2.00,,,,"0,4","28,1","29,3","3,3"
10/10/2008 3.00,,,"16,2",,"35,3",,"3,4"
10/10/2008 4.00,,,"12,7","0,2","32,2","31,7","2,3"
10/10/2008 5.00,,,"12,2","0,2",,,"2,3"
10/10/2008 6.00,,,"25,9","0,3","18,4","20,5","2,4"
10/10/2008 7.00,,,"56,5","0,5","10,4",,"2,7"
10/10/2008 8.00,,,"60,0","0,9","24,1","36,6","4,9"
10/10/2008 9.00,,,"32,5","0,6","48,8",,"9,2"
10/10/2008 10.00,,,"22,9","0,5","61,3","43,0","5,1"
10/10/2008 11.00,,,"23,4","0,5","62,6",,"4,2"
10/10/2008 12.00,,,"24,0","0,5","67,1","31,7","4,4"
10/10/2008 13.00,,,"24,7","0,7","68,9",,"4,3"
10/10/2008 14.00,,,"19,7","0,4","70,5","39,1","5,6"
10/10/2008 15.00,,,"21,9","0,4","71,5",,"2,7"
10/10/2008 16.00,,,"22,3","0,5","68,7","40,0",
10/10/2008 17.00,,,"30,7","0,5","63,0",,
10/10/2008 18.00,,,"32,5","0,7","56,8","43,0",
10/10/2008 19.00,,,"38,1","0,7","46,9",,
10/10/2008 20.00,,,"38,9","0,7","47,9","47,4","4,6"
10/10/2008 21.00,,,"35,8","0,7","52,3",,"4,5"
10/10/2008 22.00,,,"39,4","0,7","38,7","47,9","3,8"
10/10/2008 23.00,,,"39,9","0,6","32,0",,"3,9"
11/10/2008 0.00,,,"31,6","0,7","34,1","50,3","4,0"
11/10/2008 1.00,,,"16,1","0,4","44,3",,"3,8"
11/10/2008 2.00,,,"10,1","0,4","45,3","51,8","2,7"
11/10/2008 3.00,,,"6,9","0,3","40,0",,"2,8"
11/10/2008 4.00,,,"7,7","0,3","40,3","46,9","2,5"
11/10/2008 5.00,,,"9,4","0,4","37,8",,"2,3"
11/10/2008 6.00,,,"15,6","0,4","40,6","44,9","2,2"
11/10/2008 7.00,,,"28,1","0,5","27,6",,"2,2"
11/10/2008 8.00,,,"47,3","0,9","18,2","54,7","3,7"
11/10/2008 9.00,,,"21,7","0,6","45,7",,"7,0"
11/10/2008 10.00,,,"19,0","0,5","51,9","41,0","4,6"
11/10/2008 11.00,,,"20,5","0,5","60,2",,"4,0"
11/10/2008 12.00,,,"15,3","0,5","64,8","46,4","3,0"
11/10/2008 13.00,,,"21,0","0,6","67,2",,"3,2"
11/10/2008 14.00,,,"5,9","0,3","80,2","49,8","3,1"
11/10/2008 15.00,,,"6,2","0,4","79,4",,"2,3"
11/10/2008 16.00,,,"9,4","0,4","79,9","55,7","2,1"
11/10/2008 17.00,,,"21,0","0,5","75,4",,"2,3"
11/10/2008 18.00,,,"38,3","0,7","62,1","52,7","3,0"
11/10/2008 19.00,,,"49,4","0,8","50,2",,"5,4"
11/10/2008 20.00,,,"61,6","1,0","35,8","69,8","6,1"
11/10/2008 21.00,,,"45,5","0,8","42,3",,"7,0"
11/10/2008 22.00,,,"41,2","0,9","39,7","68,4","12,0"
11/10/2008 23.00,,,"46,8","0,8","31,1",,"10,4"
12/10/2008 0.00,,,"39,4","0,8","31,8","64,0","5,3"
12/10/2008 1.00,,,"29,2","0,6","32,2",,"4,8"
12/10/2008 2.00,,,,"0,5","38,3","51,3","3,9"
12/10/2008 3.00,,,"14,7",,"43,9",,"2,6"
12/10/2008 4.00,,,"12,2","0,3","48,7","47,9","2,3"
12/10/2008 5.00,,,"11,4","0,3",,,"1,9"
12/10/2008 6.00,,,"11,7","0,3","37,9","48,8","1,7"
12/10/2008 7.00,,,"15,7","0,3","42,2",,"1,7"
12/10/2008 8.00,,,"14,9","0,3","48,2","51,8","1,8"
12/10/2008 9.00,,,"11,2","0,3","67,0",,"1,8"
12/10/2008 10.00,,,"13,7","0,5","71,2","48,8","1,9"
12/10/2008 11.00,,,"14,8","0,4","74,4",,"2,0"
12/10/2008 12.00,,,"18,7","0,5","75,2","52,3","1,6"
12/10/2008 13.00,,,"11,8","0,4","80,8",,"1,5"
12/10/2008 14.00,,,"7,1","0,3","83,1","41,0","1,6"
12/10/2008 15.00,,,"8,7","0,3","83,9",,"2,5"
12/10/2008 16.00,,,"18,7","0,3","79,8","42,0","1,9"
12/10/2008 17.00,,,"32,1","0,4","71,9",,"1,6"
12/10/2008 18.00,,,"41,8","0,6","63,9","52,7","1,4"
12/10/2008 19.00,,,"47,1","0,8","55,7",,"2,3"
12/10/2008 20.00,,,"47,7","0,9","50,2","55,2","2,6"
12/10/2008 21.00,,,"41,5","0,9","49,1",,"3,1"
12/10/2008 22.00,,,"32,0","0,7","55,2","60,6","3,2"
12/10/2008 23.00,,,"25,9","0,6","55,2",,"2,9"
13/10/2008 0.00,,,"20,3","0,5","54,4","58,1","1,7"
13/10/2008 1.00,,,"13,6","0,4","52,4",,"1,3"
13/10/2008 2.00,,,"8,1","0,3","52,6","43,5","1,3"
13/10/2008 3.00,,,"6,9","0,3","56,1",,"1,5"
13/10/2008 4.00,,,"5,4","0,3","64,8","40,5","1,5"
13/10/2008 5.00,,,"6,8","0,3","61,8",,"1,8"
13/10/2008 6.00,,,"16,0","0,3","41,6","38,1","1,7"
13/10/2008 7.00,,,"29,7","0,4","37,5",,"2,2"
13/10/2008 8.00,,,"40,8","0,8","39,9","39,6","2,5"
13/10/2008 9.00,,,"19,2","0,5","70,0",,"2,5"
13/10/2008 10.00,,,"17,9","0,5","73,2","44,9","1,6"
13/10/2008 11.00,,,"19,9","0,5","74,3",,"1,6"
13/10/2008 12.00,,,"17,1","0,5","78,9","47,9","1,5"
13/10/2008 13.00,,,"20,3","0,9","80,3",,"1,6"
13/10/2008 14.00,,,"17,3","0,5","87,1","50,8","2,4"
13/10/2008 15.00,,,"20,3","0,5","85,6",,"1,7"
13/10/2008 16.00,,,"24,6","0,4","82,9","49,3","1,8"
13/10/2008 17.00,,,"40,7","0,6","65,9",,"1,5"
13/10/2008 18.00,,,"41,2","0,7","62,8","47,4","2,3"
13/10/2008 19.00,,,"49,8","0,8","51,1",,"2,0"
13/10/2008 20.00,,,"49,5","1,0","45,3","60,1","2,6"
13/10/2008 21.00,,,"37,2","0,7","53,2",,"2,7"
13/10/2008 22.00,,,"28,5","0,6","58,1","55,2","1,7"
13/10/2008 23.00,,,"20,7","0,5","64,9",,"1,3"
14/10/2008 0.00,,,"24,0","0,5","54,7","56,7","1,3"
14/10/2008 1.00,,,"19,4","0,5","46,7",,"1,4"
14/10/2008 2.00,,,,"0,4","40,6","55,7","1,7"
14/10/2008 3.00,,,"12,2",,"38,8",,"1,6"
14/10/2008 4.00,,,"10,8","0,3","41,8","42,5","1,7"
14/10/2008 5.00,,,"12,6","0,3",,,"2,9"
14/10/2008 6.00,,,"24,5","0,4","16,4","38,1","2,6"
14/10/2008 7.00,,,"60,8","0,8","6,7",,"1,5"
14/10/2008 8.00,,,"88,1","1,5","1,8","70,3","2,8"
14/10/2008 9.00,,,"80,4","1,2","22,3",,"5,3"
14/10/2008 10.00,,,"32,0","0,6","73,4","70,8","4,0"
14/10/2008 11.00,,,"28,2","0,6","81,0",,"2,3"
14/10/2008 12.00,,,"25,9","0,6","86,7","54,2","2,4"
14/10/2008 13.00,,,"25,1","0,8","92,1",,"2,6"
14/10/2008 14.00,,,"22,7","0,5","103,1","54,7","3,7"
14/10/2008 15.00,,,"23,9","0,5","96,8",,"2,5"
14/10/2008 16.00,,,"22,9","0,5","95,5","53,2","1,7"
14/10/2008 17.00,,,"27,4","0,6","89,5",,"1,7"
14/10/2008 18.00,,,"38,0","0,8","78,4","64,0","2,1"
14/10/2008 19.00,,,"61,2","1,1","58,9",,"2,9"
14/10/2008 20.00,,,"73,0","1,2","42,4","67,4","3,6"
14/10/2008 21.00,,,"58,4","0,9","42,5",,"3,2"
14/10/2008 22.00,,,"84,3","1,1","9,8","65,4","2,0"
14/10/2008 23.00,,,"71,6","1,1","12,7",,"3,3"
15/10/2008 0.00,,,"53,0","1,2","18,4","80,6","3,5"
15/10/2008 1.00,,,"46,7","0,9","21,7",,"4,3"
15/10/2008 2.00,,,"25,8","0,7","37,0","74,2","2,5"
15/10/2008 3.00,,,"13,6","0,4","51,1",,"1,8"
15/10/2008 4.00,,,"10,7","0,4","50,4","68,9","2,7"
15/10/2008 5.00,,,"10,2","0,4","46,7",,"3,0"
15/10/2008 6.00,,,"16,0","0,5","33,4","61,5","1,9"
15/10/2008 7.00,,,"52,7","0,8","9,7",,"1,7"
15/10/2008 8.00,,,"77,6","1,7","7,8","72,8","2,9"
15/10/2008 9.00,,,"69,2","1,3","17,6",,"5,8"
15/10/2008 10.00,,,"47,1","0,8","34,9","87,9","5,4"
15/10/2008 11.00,,,"26,6","0,6","73,9",,"3,7"
15/10/2008 12.00,,,"25,0","0,6","81,4","66,9","2,2"
15/10/2008 13.00,,,"32,7","1,2","82,2",,"2,4"
15/10/2008 14.00,,,"23,0","0,5","91,9","65,4","5,8"
15/10/2008 15.00,,,"27,5","0,6","98,3",,"2,5"
15/10/2008 16.00,,,"29,5","0,7","91,6","61,5","2,4"
15/10/2008 17.00,,,"35,9","0,7","81,0",,"1,8"
15/10/2008 18.00,,,"50,1","1,1","61,4","56,2","2,1"
15/10/2008 19.00,,,"57,2","1,1","47,2",,"3,4"
15/10/2008 20.00,,,"58,1","1,0","38,9","78,1","3,2"
15/10/2008 21.00,,,"74,2","1,3","23,4",,"3,4"
15/10/2008 22.00,,,"59,1","1,1","31,7","82,1","3,7"
15/10/2008 23.00,,,"67,1","1,2","20,7",,"3,7"
16/10/2008 0.00,,,"62,6","1,1","21,9","85,5","3,8"
16/10/2008 1.00,,,"38,2","0,8","45,8",,"3,1"
16/10/2008 2.00,,,,"0,7","39,2","77,2","2,1"
16/10/2008 3.00,,,"26,2",,"42,9",,"1,8"
16/10/2008 4.00,,,"18,3","0,4","54,8","71,8","2,0"
16/10/2008 5.00,,,"19,1","0,4",,,"3,1"
16/10/2008 6.00,,,"23,7","0,5","52,3","73,3","2,5"
16/10/2008 7.00,,,"52,0","0,6","35,4",,"2,3"
16/10/2008 8.00,,,"64,4","1,1","31,7","79,1","2,8"
16/10/2008 9.00,,,"46,7","0,8","50,1",,"4,7"
16/10/2008 10.00,,,"25,5","0,6","74,7","67,4","3,6"
16/10/2008 11.00,,,"25,1","0,5","83,1",,"3,4"
16/10/2008 12.00,,,"31,4","0,5","85,1","63,0","3,2"
16/10/2008 13.00,,,"25,7","0,7","89,7",,"3,7"
16/10/2008 14.00,,,"18,6","0,5","93,9","65,4","3,7"
16/10/2008 15.00,,,"18,9","0,4","83,2",,"2,0"
16/10/2008 16.00,,,"17,5","0,4","80,6","53,7","1,6"
16/10/2008 17.00,,,"20,3","0,5","76,3",,"1,5"
16/10/2008 18.00,,,"29,1","0,7","59,9","47,9","1,6"
16/10/2008 19.00,,,"39,5","0,8","45,5",,"2,3"
16/10/2008 20.00,,,"32,0","0,8","49,6","53,7","2,4"
16/10/2008 21.00,,,"29,7","0,7","50,6",,"2,5"
16/10/2008 22.00,,,"23,5","0,5","55,1","56,7","2,1"
16/10/2008 23.00,,,"23,0","0,6","53,5",,"2,0"
17/10/2008 0.00,,,"19,1","0,5","49,0","52,7","1,4"
17/10/2008 1.00,,,"13,0","0,4","45,5",,"2,1"
17/10/2008 2.00,,,"6,4","0,3","50,7","42,0","1,9"
17/10/2008 3.00,,,"5,2","0,3","53,8",,"1,9"
17/10/2008 4.00,,,"3,5","0,3","62,3","44,0","2,4"
17/10/2008 5.00,,,"4,5","0,3","64,2",,"2,4"
17/10/2008 6.00,,,"15,3","0,4","53,3","33,7","2,6"
17/10/2008 7.00,,,"30,7","0,5","40,7",,"1,9"
17/10/2008 8.00,,,"34,1","0,8","40,6","40,0","1,6"
17/10/2008 9.00,,,"22,3","0,6","60,5",,"2,2"
17/10/2008 10.00,,,"15,0","0,5","71,3","50,3","1,8"
17/10/2008 11.00,,,"15,1","0,5","66,0",,"2,3"
17/10/2008 12.00,,,"18,1","0,6","64,5","52,3","2,4"
17/10/2008 13.00,,,"17,1","0,7","68,2",,"2,0"
17/10/2008 14.00,,,"13,6","0,4","78,0","47,9","3,3"
17/10/2008 15.00,,,"12,2","0,4","80,3",,"2,3"
17/10/2008 16.00,,,"12,8","0,4","79,0","54,7","2,0"
17/10/2008 17.00,,,"18,1","0,4","74,4",,"1,8"
17/10/2008 18.00,,,"22,1","0,5","57,7","45,9","1,4"
17/10/2008 19.00,,,"30,8","0,6","37,7",,"1,6"
17/10/2008 20.00,,,"39,1","0,9","23,7","58,6","1,9"
17/10/2008 21.00,,,"37,3","0,8","22,4",,"2,1"
17/10/2008 22.00,,,"23,1","0,7","29,9","60,6","2,3"
17/10/2008 23.00,,,"23,0","0,6","23,2",,"1,6"
18/10/2008 0.00,,,"20,8","0,7","21,3","62,5","2,0"
18/10/2008 1.00,,,"17,8","0,5","21,9",,"2,1"
18/10/2008 2.00,,,,"0,4","23,9","55,2","1,8"
18/10/2008 3.00,,,"7,7",,"24,9",,"1,9"
18/10/2008 4.00,,,"8,4","0,3","25,8","43,5","1,8"
18/10/2008 5.00,,,"10,8","0,3",,,"1,8"
18/10/2008 6.00,,,"17,3","0,3","6,8","39,6","2,0"
18/10/2008 7.00,,,"33,5","0,6","5,2",,"1,4"
18/10/2008 8.00,,,"51,6","1,4","5,5","54,7","1,4"
18/10/2008 9.00,,,"28,1","0,6","27,3",,"3,3"
18/10/2008 10.00,,,"16,0","0,4","43,0","61,5","2,6"
18/10/2008 11.00,,,"14,5","0,5","51,7",,
18/10/2008 14.00,,,"35,2","0,9","24,7",,
18/10/2008 15.00,,,"25,4","0,7","24,8",,
18/10/2008 16.00,,,"45,6","0,8","10,4","65,9",
18/10/2008 17.00,,,"37,3","1,0","14,7",,
18/10/2008 18.00,,,"42,3","1,0","16,9","56,2",
18/10/2008 19.00,,,"60,4","1,1","5,1",,
18/10/2008 20.00,,,"67,0","1,3","2,7","47,9",
18/10/2008 21.00,,,"66,7","1,5","5,2",,
18/10/2008 22.00,,,"42,3","1,1","14,8","52,3",
18/10/2008 23.00,,,"66,2","1,6","1,4",,
19/10/2008 0.00,,,"70,9","1,6","0,5","61,1",
19/10/2008 1.00,,,"57,8","1,2","0,8",,
19/10/2008 2.00,,,"51,1","0,9","3,0","45,9",
19/10/2008 3.00,,,"24,6","0,6","16,2",,
19/10/2008 6.00,,,"12,8","0,5","25,0",,
19/10/2008 7.00,,,"19,2","0,7","8,0",,
19/10/2008 8.00,,,"22,4","0,6","12,5","25,4",
19/10/2008 9.00,,,"20,6","0,6","21,0",,
19/10/2008 10.00,,,"17,5","0,7","28,7","31,7",
19/10/2008 11.00,,,"19,6","0,6","32,7",,
19/10/2008 12.00,,,"19,7","0,6","41,0","27,8",
19/10/2008 13.00,,,"16,4","0,7","49,7",,
19/10/2008 14.00,,,"9,2","0,4","58,1","26,4",
19/10/2008 15.00,,,"10,9","0,6","56,5",,
