,,,ARPA Puglia,,,,
,,,De Santis,,,,
Field,,,Aver,Aver,Aver,Aver,Aver



17/09/2008 20.00,,,"42,41315032","0,62689597","30,18620535","14,16361046","5,81164955"
17/09/2008 21.00,,,"33,72398984","0,49230382","33,7887963",,"4,624897"
17/09/2008 22.00,,,"23,13324976","0,33208109","37,80303555","23,44322014","4,10298989"
17/09/2008 23.00,,,"15,60172115","0,2478496","36,8934951",,"3,37780278"
18/09/2008 0.00,,,"16,30645567","0,28091101","34,9730682","15,14041042","3,11753011"
18/09/2008 1.00,,,"13,55497486","0,29251509","34,4622285",,"2,97315577"
18/09/2008 2.00,,,,"0,14242709","38,96392605","19,53602028","3,29788895"
18/09/2008 3.00,,,"19,49792592",,"37,3016322",,"2,55062685"
18/09/2008 4.00,,,"14,18184318","0,14194587","40,22348925","19,53602028","2,58705172"
18/09/2008 5.00,,,"12,78273718","0,14981002",,,"3,72991055"
18/09/2008 6.00,,,"17,90674231","0,18915994","25,42230495","11,23320961","2,61045187"
18/09/2008 7.00,,,"32,71156672","0,30910302","18,91233267",,"2,6252421"
18/09/2008 8.00,,,"46,84797696","0,76622786","17,96630367","14,16361046","3,3080437"
18/09/2008 9.00,,,"36,41956568","0,5511827","28,39146345",,"8,22297893"
18/09/2008 10.00,,,"25,33573992","0,44289158","39,09232425","21,97801971","5,93659817"
18/09/2008 11.00,,,"22,96453488","0,4169795","48,170073",,"5,11096706"
18/09/2008 12.00,,,"20,85420312","0,35677728","52,74881745","25,39682007","4,74583457"
18/09/2008 13.00,,,"24,95416208","0,46285504","54,18003045",,"5,00478311"
18/09/2008 14.00,,,"16,74903205","0,28138405","61,29140745","25,39682007","6,00039662"
18/09/2008 15.00,,,"18,16631734","0,31707696","64,33218645",,"2,79367968"
18/09/2008 16.00,,,"18,9969475","0,36619486","65,15388705","20,02441978","2,81200297"
18/09/2008 17.00,,,"22,94637088","0,4259953","61,72524015",,"3,29170763"
18/09/2008 18.00,,,"33,70054872","0,49787051","53,13939855","20,51280975","3,58487313"
18/09/2008 19.00,,,"42,24183512","0,59236989","42,33719175",,"4,26568853"
18/09/2008 20.00,,,"60,18362248","0,97996718","27,1575759","20,02441978","5,88427861"
18/09/2008 21.00,,,"60,598928","0,76920158","26,33182545",,"7,81479886"
18/09/2008 22.00,,,"37,76416056","0,63955242","42,92507835","26,37360954","5,41318285"
18/09/2008 23.00,,,"30,03534032","0,43766595","41,8695837",,"4,51006651"
19/09/2008 0.00,,,"20,97878904","0,35857834","47,57003685","26,86202049","3,4290189"
19/09/2008 1.00,,,"17,48882118","0,32938418","44,3873535",,"3,2276885"
19/09/2008 2.00,,,"16,06765261","0,29054","41,96416665","20,51280975","3,13187998"
19/09/2008 3.00,,,"10,61659223","0,22440784","45,3590382",,"2,88242411"
19/09/2008 4.00,,,"10,8372313","0,21661027","42,51015825","22,95482063","2,78595353"
19/09/2008 5.00,,,"11,83010422","0,19822829","40,0964676",,"2,71972649"
19/09/2008 6.00,,,"25,60959568","0,2837364","35,2893156","19,53602028","2,63495547"
19/09/2008 7.00,,,"46,98684552","0,46371118","15,22283952",,"2,80692509"
19/09/2008 8.00,,,"63,45685176","1,00867312","10,31974398","28,81562042","5,22090374"
19/09/2008 9.00,,,"45,83823064","0,78492987","23,8640703",,"9,32190641"
19/09/2008 10.00,,,"33,13205376","0,5213041","42,9669534","37,6068306","7,17968134"
19/09/2008 11.00,,,"34,82709912","0,54649435","50,82164745",,"4,36039259"
19/09/2008 12.00,,,"34,015914","0,58944054","57,7532949","34,18803024","5,82953045"
19/09/2008 13.00,,,"28,1378524","0,65838875","67,27026285",,"6,1666273"
19/09/2008 14.00,,,"21,05796496","0,4012991","72,47338245","32,23442078","7,28630667"
19/09/2008 15.00,,,"15,47063634","0,36074147","77,6548962",,"2,8897099"
19/09/2008 16.00,,,"20,79189104","0,41594349","74,108664","21,48962021","3,02989013"
19/09/2008 17.00,,,"39,86802976","0,64013758","57,58840815",,"3,23497327"
19/09/2008 18.00,,,"44,25224576","0,6074219","49,04988795","20,51280975","5,36395496"
19/09/2008 19.00,,,"43,12957672","0,63017922","43,3791603",,"5,84365861"
19/09/2008 20.00,,,"56,09790792","0,88618846","29,4902097","32,23442078","6,79644625"
19/09/2008 21.00,,,"42,29244576","0,60088694","39,91941135",,"5,8240122"
19/09/2008 22.00,,,"30,85170696","0,57019774","43,9886727","28,32722092","4,46414896"
19/09/2008 23.00,,,"32,50130408","0,55235304","36,8651262",,"4,19305947"
20/09/2008 0.00,,,"24,55832072","0,40350662","44,38059045","20,51280975","3,52063331"
20/09/2008 1.00,,,"12,81388366","0,38286806","49,0958328",,"3,06741947"
20/09/2008 2.00,,,,"0,30504189","49,96076505","16,11721039","2,58484381"
20/09/2008 3.00,,,"17,15526704",,"45,08470575",,"2,42788613"
20/09/2008 4.00,,,"12,43101522","0,20762602","42,23851905","20,02441978","2,41618555"
20/09/2008 5.00,,,"10,11301923","0,2001368",,,"3,7199765"
20/09/2008 6.00,,,"20,4323968","0,2850247","40,095111","18,55920982","2,47203716"
20/09/2008 7.00,,,"21,05146416","0,31362085","50,99868375",,"2,32346769"
20/09/2008 8.00,,,"26,66607128","0,49136942","50,70541875","26,86202049","2,45614246"
20/09/2008 9.00,,,"14,50760783","0,30881102","61,56440325",,"4,04780136"
20/09/2008 10.00,,,"16,37394736","0,3639488","64,35788205","31,25761986","3,53167081"
20/09/2008 11.00,,,"16,3414969","0,38832846","67,25135025",,"3,35462332"
20/09/2008 12.00,,,"19,19940536","0,37153379","65,91880995","33,21123123","3,34446857"
20/09/2008 13.00,,,"26,52588344","0,59700802","59,9939991",,"4,10652294"
20/09/2008 14.00,,,"8,51274406","0,21575296","71,9976747","30,76922989","6,66730352"
20/09/2008 15.00,,,"9,68082884","0,22018552","73,4694261",,"2,31529915"
20/09/2008 16.00,,,"10,64384397","0,26253019","74,71005675","28,81562042","2,77999289"
20/09/2008 17.00,,,"17,48882118","0,32744062","69,661011",,"2,56475501"
20/09/2008 18.00,,,"26,004156","0,44337046","61,3184397","25,88521957","3,12481589"
20/09/2008 19.00,,,"30,90621808","0,50421042","53,65566465",,"4,94275018"
20/09/2008 20.00,,,"43,47092608","0,8371675","42,1614921","25,39682007","5,26063997"
20/09/2008 21.00,,,"38,64283928","0,76757573","40,48974195",,"8,0375422"
20/09/2008 22.00,,,"35,38129232","0,54622922","40,30999245","20,51280975","8,95809907"
20/09/2008 23.00,,,"33,15153704","0,73767376","38,02061025",,"6,98364849"
21/09/2008 0.00,,,"32,4974036","0,7846367","25,7858538","28,81562042","5,35048785"
21/09/2008 1.00,,,"23,20854432","0,51471074","25,63177995",,"6,51365719"
21/09/2008 2.00,,,"23,3863412","0,42846445","22,4044884","22,95482063","3,38464617"
21/09/2008 3.00,,,"16,93593005","0,35348469","20,74355115",,"3,0305522"
21/09/2008 4.00,,,"9,92872155","0,27601826","33,44998545","22,95482063","3,06609431"
21/09/2008 5.00,,,"4,60225474","0,2217121","44,03461755",,"2,28814627"
21/09/2008 6.00,,,"4,02470073","0,22601034","43,78053435","17,09399986","2,64047473"
21/09/2008 7.00,,,"7,22914772","0,3048807","44,20219755",,"3,05903023"
21/09/2008 8.00,,,"5,63406363","0,28786178","47,62274475","19,53602028","2,34046583"
21/09/2008 9.00,,,"5,36670102","0,25786403","50,19186585",,"2,385942"
21/09/2008 10.00,,,"6,84238262","0,28951683","49,4296362","16,11721039","2,64555261"
21/09/2008 11.00,,,"12,19870149","0,36681624","50,2621497",,"2,52943358"
21/09/2008 12.00,,,"12,99039568","0,4467857","51,7609134","14,16361046","4,9935239"
21/09/2008 13.00,,,"10,1091264","0,32296018","55,0044243",,"5,06041301"
21/09/2008 14.00,,,"7,00201933","0,31576763","59,46422685","14,16361046","3,61379255"
21/09/2008 15.00,,,"6,56982894","0,27349421","60,81029325",,"3,30097962"
21/09/2008 16.00,,,"7,59774308","0,28587734","61,1927547","15,62880993","3,60518262"
21/09/2008 17.00,,,"19,14489424","0,37988149","51,7163052",,"3,56919913"
21/09/2008 18.00,,,"31,53048608","0,57729802","39,065292","12,21000957","4,30785233"
21/09/2008 19.00,,,"38,07956408","0,61914278","34,87848525",,"4,91029872"
21/09/2008 20.00,,,"45,17113384","0,77179571","31,1133018","20,02441978","5,91319802"
21/09/2008 21.00,,,"46,20422568","0,71553899","26,68458135",,"6,28848424"
21/09/2008 22.00,,,"34,0224148","0,57123726","28,7009478","19,53602028","10,10669887"
21/09/2008 23.00,,,"43,19837048","0,76393858","18,65960607",,"6,4284448"
22/09/2008 0.00,,,"28,96200088","0,54299619","28,1954946","18,55920982","5,45137425"
22/09/2008 1.00,,,"17,92231364","0,37723597","38,2301052",,"2,8089123"
22/09/2008 2.00,,,,"0,34531686","43,83731205","20,51280975","2,68219817"
22/09/2008 3.00,,,"24,20660832",,"43,9454211",,"2,32435045"
22/09/2008 4.00,,,"16,59847926","0,23180128","39,7045299","15,14041042","2,29675619"
22/09/2008 5.00,,,"15,33176014","0,22323517",,,"2,2002856"
22/09/2008 6.00,,,"24,99180936","0,28671013","15,43907957","10,25640965","2,54819825"
22/09/2008 7.00,,,"46,8466768","0,52109502","6,16400936",,"2,22942469"
22/09/2008 8.00,,,"60,04603496","1,13726875","5,02337808","20,51280975","5,00412002"
22/09/2008 9.00,,,"37,73951488","0,58226902","27,0346041",,"11,19922434"
22/09/2008 10.00,,,"31,96139352","0,50517402","37,2921759","26,37360954","6,68032824"
22/09/2008 11.00,,,"31,27739464","0,47333083","42,992649",,"6,45096219"
22/09/2008 12.00,,,"18,92297031","0,40359189","57,05729925","25,39682007","5,91960003"
22/09/2008 13.00,,,"28,46751944","0,71542336","51,7825392",,"3,934773"
22/09/2008 14.00,,,"15,47711611","0,34120434","61,3265394","18,55920982","6,78827872"
22/09/2008 15.00,,,"22,22864432","0,41856798","51,05410485",,"2,66056353"
22/09/2008 16.00,,,"33,41371048","0,42121701","37,1813736","20,51280975","2,77403327"
22/09/2008 17.00,,,"33,08274328","0,5083136","35,6163759",,"3,28331941"
22/09/2008 18.00,,,"45,50208192","0,70757557","28,29821715","12,21000957","4,65510393"
22/09/2008 19.00,,,"58,49637808","0,80350574","16,41077823",,"5,03303944"
22/09/2008 20.00,,,"58,77023384","0,90324944","14,67144546","9,76801014","7,94725294"
22/09/2008 21.00,,,"59,7630972","0,79933482","11,47930182",,"8,34086346"
22/09/2008 22.00,,,"27,7004824","0,52876411","27,0562299","21,97801971","5,11670701"
22/09/2008 23.00,,,"22,70106128","0,40071861","31,2903381",,"4,66283008"
23/09/2008 0.00,,,"22,74909072","0,44902358","28,8590715","23,44322014","3,42416273"
23/09/2008 1.00,,,"16,08322585","0,41466686","33,47025465",,"3,44049778"
23/09/2008 2.00,,,"14,25452213","0,28272258","32,51341275","22,95482063","3,94250017"
23/09/2008 3.00,,,"9,17465934","0,26149651","31,05247425",,"2,68021095"
23/09/2008 4.00,,,"9,47057385","0,24975811","31,9322892","20,02441978","2,70228697"
23/09/2008 5.00,,,"11,22399448","0,24872093","28,1022483",,"2,63694269"
23/09/2008 6.00,,,"16,44402981","0,30205531","23,07211515","11,23320961","2,59014238"
23/09/2008 7.00,,,"50,62997032","0,65218784","4,43684409",,"2,47336231"
23/09/2008 8.00,,,"67,64118728","1,29289307","6,09103026","28,32722092","6,07435082"
23/09/2008 9.00,,,"41,3359104","0,68205594","24,6236067",,
23/09/2008 10.00,,,"23,97168088","0,44879582","50,4702681","30,28083038","9,04419524"
23/09/2008 11.00,,,"20,16632288","0,41309941","60,76704165",,"6,82139224"
23/09/2008 12.00,,,"27,5226664","0,42816894","60,28185765","17,58241081","6,53639528"
23/09/2008 13.00,,,"21,70431656","0,69600419","65,93907915",,"5,26041928"
23/09/2008 14.00,,,"15,1202069","0,40117062","71,3287113","18,55920982","9,68394824"
23/09/2008 15.00,,,"18,19615984","0,40897403","68,55552165",,"3,95221252"
23/09/2008 16.00,,,"19,19682416","0,42036554","68,67039375","21,48962021","3,12459521"
23/09/2008 17.00,,,"33,70443008","0,6881564","58,63849635",,"3,02370881"
23/09/2008 18.00,,,"46,18086104","0,79148702","45,0184917","24,90842056","5,72400856"
23/09/2008 19.00,,,"58,01876048","1,07030965","35,4258135",,"6,26464271"
23/09/2008 20.00,,,"58,99996064","1,21140405","29,0361078","24,90842056","8,53932389"
23/09/2008 21.00,,,"36,9062844","0,79363965","43,47781305",,"13,28758299"
23/09/2008 22.00,,,"22,3272844","0,63146752","50,62569855","46,88644028","6,69556086"
23/09/2008 23.00,,,"20,14555856","0,51365019","47,44163865",,"5,06482781"
24/09/2008 0.00,,,"23,04501096","0,53930414","38,95311315","59,09645081","4,7160324"
24/09/2008 1.00,,,"19,10986449","0,46871139","43,3372653",,"4,4965994"
24/09/2008 2.00,,,,"0,35098517","53,39076855","42,49084091","3,44800426"
24/09/2008 3.00,,,"21,55504672",,"52,7907324",,"3,16830485"
24/09/2008 4.00,,,"11,28628744","0,28346075","44,7036009","37,6068306","3,14269679"
24/09/2008 5.00,,,"12,50628684","0,30440766",,,"2,94644426"
24/09/2008 6.00,,,"20,82563784","0,38943806","28,22524005","21,97801971","2,5002945"
24/09/2008 7.00,,,"35,28913392","0,4935419","23,7167595",,"3,58884757"
24/09/2008 8.00,,,"76,91320184","1,56103667","5,38556834","21,48962021","4,97299372"
24/09/2008 9.00,,,"53,60469816","0,87016","22,3869324",,"9,79830074"
24/09/2008 10.00,,,"48,15752488","0,72026472","34,8798219","26,86202049","6,18384613"
24/09/2008 11.00,,,"47,587768","0,95478277","30,7592292",,"6,46045385"
24/09/2008 12.00,,,"33,30078776","0,58573565","47,1659496","24,90842056","5,04474002"
24/09/2008 13.00,,,"39,02309784","0,86375352","43,0223745",,"3,56655086"
24/09/2008 14.00,,,"22,15595008","0,51912461","54,9179211","21,0012207","5,92180692"
24/09/2008 15.00,,,"17,27597542","0,43373563","58,07359215",,"3,24115459"
24/09/2008 16.00,,,"20,14295824","0,45846803","57,8587107","18,55920982","2,57733835"
24/09/2008 17.00,,,"21,72248056","0,4625864","55,33282125",,"2,88132067"
24/09/2008 18.00,,,"29,2890676","0,67125544","49,03907505","13,18680954","3,0596923"
24/09/2008 19.00,,,"28,45843744","0,78087691","48,23225715",,"3,49745385"
24/09/2008 20.00,,,"31,33322504","0,69719438","43,0115616","10,7448101","5,16328663"
24/09/2008 21.00,,,"18,38175768","0,41980373","53,95838595",,"3,73322191"
24/09/2008 22.00,,,"16,27920776","0,43015571","49,15530375","18,55920982","3,08993585"
24/09/2008 23.00,,,"21,86134912","0,57377533","40,3451244",,"4,01402476"
25/09/2008 0.00,,,"11,86514544","0,47217218","45,4022898","14,16361046","3,38464719"
25/09/2008 1.00,,,"6,80993598","0,36175296","51,51494985",,"3,20031492"
25/09/2008 2.00,,,"3,57044586","0,27431064","50,47703115","18,55920982","3,41533211"
25/09/2008 3.00,,,"2,36731794","0,29111699","57,9168051",,"2,85792052"
25/09/2008 4.00,,,"2,86570178","0,25694715","54,31652835","12,69841003","2,89346263"
25/09/2008 5.00,,,"3,84299954","0,2709503","52,47043515",,"3,30009686"
25/09/2008 6.00,,,"7,45108503","0,28729062","62,2131174","10,7448101","2,62745001"
25/09/2008 7.00,,,"23,60178536","0,44309832","48,2565762",,"2,60581639"
25/09/2008 8.00,,,"33,75764104","0,64455613","40,47621585","20,51280975","3,8745066"
25/09/2008 9.00,,,"20,27794544","0,49551232","53,03262615",,"5,53128808"
25/09/2008 10.00,,,"20,44406","0,54770206","54,39221865","13,67521","3,97009443"
25/09/2008 11.00,,,"21,66146864","0,56844341","56,47751235",,"5,25512071"
25/09/2008 12.00,,,"21,601776","0,50438211","62,12930745","21,0012207","4,62287317"
25/09/2008 13.00,,,"25,59921352","0,66404304","58,999332",,"4,95643696"
25/09/2008 14.00,,,"18,4804035","0,43171966","63,56726355","20,51280975","8,8097503"
25/09/2008 15.00,,,"18,57903784","0,41290435","64,80655755",,"3,19082225"
25/09/2008 16.00,,,"21,33960256","0,41881794","62,1387837","25,39682007","2,92922442"
25/09/2008 17.00,,,"31,84457032","0,64545198","50,52973905",,"3,04600551"
25/09/2008 18.00,,,"36,41956568","0,69979202","46,6091451","29,7924099","4,7807136"
25/09/2008 19.00,,,"53,24390376","0,87239906","37,5476157",,"6,40438258"
25/09/2008 20.00,,,"38,31707272","0,71511267","40,4181015","34,67642975","7,92760551"
25/09/2008 21.00,,,"39,51111672","0,7266712","39,9788823",,"6,45736319"
25/09/2008 22.00,,,"28,26763896","0,58018064","42,40745565","35,65322113","4,26303924"
25/09/2008 23.00,,,"23,67966112","0,55119672","46,43615865",,"3,65308739"
26/09/2008 0.00,,,"24,84904032","0,50577554","43,6588992","33,69963074","3,76942609"
26/09/2008 1.00,,,"12,63867563","0,3242041","44,96847705",,"2,62745001"
26/09/2008 2.00,,,,"0,31032008","44,54817045","33,21123123","2,51640887"
26/09/2008 3.00,,,"22,25719048",,"45,96585735",,"2,49323042"
26/09/2008 4.00,,,"13,31876256","0,22773197","45,2752482","26,86202049","2,36232116"
26/09/2008 5.00,,,"12,4816316","0,23290971",,,"1,84994436"
26/09/2008 6.00,,,"29,44351896","0,31049878","20,6624544","15,62880993","2,18394953"
26/09/2008 7.00,,,"47,34505872","0,47011182","14,48224764",,"2,63407271"
26/09/2008 8.00,,,"51,75263936","0,86325829","15,07283348","27,8388195","4,32882389"
26/09/2008 9.00,,,"37,75767888","0,60726072","28,50904875",,"8,88127692"
26/09/2008 10.00,,,"34,38580952","0,61182526","36,60563655","31,74603081","5,4681517"
26/09/2008 11.00,,,"37,46695928","0,57495384","39,15448845",,"5,71451588"
26/09/2008 12.00,,,"37,06721744","0,58461904","51,7339011","25,88521957","4,61735391"
26/09/2008 13.00,,,"37,19180336","0,98407504","58,55741955",,"6,7862915"
26/09/2008 14.00,,,"22,41812352","0,60493406","67,1945925","31,25761986","12,35908233"
26/09/2008 15.00,,,"24,44411696","0,44366597","67,85814945",,"5,77257539"
26/09/2008 16.00,,,"25,26826544","0,52689531","63,35104545","27,8388195","3,93256611"
26/09/2008 17.00,,,"26,81922248","0,59911626","63,44157855",,"4,08466761"
26/09/2008 18.00,,,"41,91086792","0,67214429","52,93533","20,51280975","4,67563411"
26/09/2008 19.00,,,"85,6271036","1,08972181","13,99030857",,"5,58647762"
26/09/2008 20.00,,,"91,45973608","1,26973981","4,31521293","36,63003159","8,26801372"
26/09/2008 21.00,,,"65,74499952","0,96138781","16,01480265",,"9,76805618"
26/09/2008 22.00,,,"35,46044912","0,65326006","30,02672505","37,6068306","6,71962308"
26/09/2008 23.00,,,"23,99504552","0,48201374","37,5016509",,"4,6868923"
27/09/2008 0.00,,,"20,817856","0,45847738","34,0175829","34,18803024","3,55396752"
27/09/2008 1.00,,,"18,78798885","0,47387045","32,4890937",,"3,93918881"
27/09/2008 2.00,,,"15,71203399","0,42050686","32,95534515","25,39682007","3,35087059"
27/09/2008 3.00,,,"9,290169","0,31922491","34,5149364",,"2,72016787"
27/09/2008 4.00,,,"8,05459445","0,2896605","32,2823319","23,44322014","2,57137772"
27/09/2008 5.00,,,"6,97216918","0,28604203","31,7930781",,"2,74908728"
27/09/2008 6.00,,,"18,24289103","0,33211146","27,5373441","14,16361046","2,8133271"
27/09/2008 7.00,,,"29,86272496","0,42554328","21,3246747",,"2,55217167"
27/09/2008 8.00,,,"40,83234696","0,92594835","15,99047163","11,23320961","3,65485392"
27/09/2008 9.00,,,"30,91009944","0,59844582","38,1557715",,"8,54418007"
27/09/2008 10.00,,,"21,50701728","0,55387728","55,3922922","26,37360954","6,55780821"
27/09/2008 11.00,,,"27,64467112","0,51919936","49,33098345",,"5,2619641"
27/09/2008 12.00,,,"30,51425808","0,68203258","49,7256144","23,93161964","4,74936661"
27/09/2008 13.00,,,"27,50190208","0,92925963","59,6196573",,"5,24518665"
27/09/2008 14.00,,,"9,9871255","0,36947578","72,35312385","22,95482063","8,93646545"
27/09/2008 15.00,,,"9,43293422","0,3199152","73,70050695",,"3,13254204"
27/09/2008 16.00,,,"10,36350844","0,37578531","65,42552625","20,51280975","2,80692509"
27/09/2008 17.00,,,"13,89501833","0,49212746","60,5278212",,
27/09/2008 18.00,,,"22,91520528","0,55906787","52,4461161","18,55920982",
27/09/2008 19.00,,,"39,165886","0,93042296","41,6141439",,
27/09/2008 20.00,,,"34,83748128","0,70360086","38,09630055","14,16361046",
27/09/2008 21.00,,,"53,63196328","1,16476347","24,66548175",,
27/09/2008 22.00,,,"52,83636096","1,0919597","20,0124036","26,86202049",
27/09/2008 23.00,,,"46,9414164","0,7525097","23,62891965",,
28/09/2008 0.00,,,"38,25736096","0,76879746","28,65364635","24,90842056",
28/09/2008 1.00,,,"36,08341696","0,70243754","29,0050257",,
28/09/2008 2.00,,,,"0,56980763","27,3062433","20,51280975",
28/09/2008 3.00,,,"25,80947616",,"27,59410185",,
28/09/2008 4.00,,,"20,92557808","0,25230435","24,81550575","19,04759979",
28/09/2008 5.00,,,"13,39143959","0,2132476",,,
28/09/2008 6.00,,,"16,89958675","0,22760582","18,3487731","11,23320961",
28/09/2008 7.00,,,"18,90739516","0,26148133","24,0613758",,
28/09/2008 8.00,,,"17,61341666","0,29835626","29,6334507","18,55920982",
28/09/2008 9.00,,,"14,84375655","0,35906072","36,50832045",,
28/09/2008 10.00,,,"11,03969106","0,32419008","51,78794565","23,44322014",
28/09/2008 11.00,,,"13,24997071","0,35027386","53,713779",,
28/09/2008 12.00,,,"13,36288961","0,38961326","54,5543922","21,97801971",
28/09/2008 13.00,,,"9,99102025","0,32782139","57,1424259",,
28/09/2008 14.00,,,"6,51402148","0,26471902","61,14545325","21,48962021",
28/09/2008 15.00,,,"6,19863708","0,29205373","61,6252308",,
28/09/2008 16.00,,,"7,85082878","0,28082808","62,1266142","18,55920982",
28/09/2008 17.00,,,"18,08844158","0,4243344","54,18003045",,
28/09/2008 18.00,,,"39,52149888","0,64442414","41,88580305","20,02441978",
28/09/2008 19.00,,,"44,39111432","0,67285093","32,37691485",,
28/09/2008 20.00,,,"38,98288848","0,70431685","31,5133392","24,90842056",
28/09/2008 21.00,,,"28,34681488","0,57197194","37,21514895",,
28/09/2008 22.00,,,"32,77385968","0,51147304","34,8163011","20,02441978",
28/09/2008 23.00,,,"25,01777432","0,46778634","35,73801105",,
29/09/2008 0.00,,,"16,78797184","0,3815237","38,1355023","26,86202049",
29/09/2008 1.00,,,"12,49330818","0,30203896","36,96106575",,
29/09/2008 2.00,,,"7,40176499","0,28089816","37,4813817","16,60560989",
29/09/2008 3.00,,,"4,43742505","0,22590405","37,2516375",,
29/09/2008 4.00,,,"4,86961735","0,24618053","34,2297711","16,60560989",
29/09/2008 5.00,,,"7,39008458","0,23445147","32,83775985",,
29/09/2008 6.00,,,"21,95478856","0,3347453","23,30457255","13,67521",
29/09/2008 7.00,,,"41,68634176","0,49764275","9,95891033",,
29/09/2008 8.00,,,"45,27495544","0,95036773","10,68598808","24,90842056",
29/09/2008 9.00,,,"33,88872776","0,75249918","29,49425955",,
29/09/2008 10.00,,,"22,18839672","0,47578714","46,18478865","32,23442078",
29/09/2008 11.00,,,"19,49402544","0,50595658","55,1679345",,
29/09/2008 12.00,,,"15,90411925","0,46599813","60,029151","31,25761986",
29/09/2008 13.00,,,"18,51414265","0,67481784","58,7804007",,
29/09/2008 14.00,,,"12,87099893","0,41374181","66,7661862","29,7924099",
29/09/2008 15.00,,,"13,30188916","0,33425357","69,25556715",,
29/09/2008 16.00,,,"17,70816773","0,45683634","67,29731505","31,25761986",
29/09/2008 17.00,,,"24,30652944","0,64151933","60,20888055",,
29/09/2008 18.00,,,"41,90178592","0,66556611","50,1851028","27,8388195",
29/09/2008 19.00,,,"59,22060544","0,96712853","31,77957195",,
29/09/2008 20.00,,,"86,54211032","1,62768742","8,45743742","33,69963074",
29/09/2008 21.00,,,"85,1611492","1,53297781","4,14898155",,
29/09/2008 22.00,,,"67,07921224","1,2305207","9,54941663","38,58362961",
29/09/2008 23.00,,,"80,51477888","1,56824206","0,45273932",,
30/09/2008 0.00,,,"73,13378968","1,13831294","1,79473991","54,21244049",
30/09/2008 1.00,,,"55,04403264","0,92135928","7,3965423",,
30/09/2008 2.00,,,,"0,75169443","21,74903115","52,2588501",
30/09/2008 3.00,,,"28,77122152",,"36,85836315",,
30/09/2008 4.00,,,"15,25647896","0,26329406","50,03781195","44,4444313",
30/09/2008 5.00,,,"14,36484644","0,27419034",,,
30/09/2008 6.00,,,"34,65316448","0,34080371","27,5278878","37,6068306",
30/09/2008 7.00,,,"54,92204704","0,65679443","16,78648661",,
30/09/2008 8.00,,,"67,27129176","1,04865376","10,0818941","56,16604996",
30/09/2008 9.00,,,"66,85596712","0,8392991","15,91209008",,
30/09/2008 10.00,,,"49,27499328","0,8355907","28,34956845","74,23686981",
30/09/2008 11.00,,,"23,9158696","0,46562203","56,30857575",,
30/09/2008 12.00,,,"17,30581983","0,55198162","63,55106415","69,84127045",
30/09/2008 13.00,,,"18,40901706","1,10311526","67,6567941",,
30/09/2008 14.00,,,"16,89309551","0,35544926","69,96913875","50,30524063",
30/09/2008 15.00,,,"15,5329293","0,36089915","74,2640745",,
30/09/2008 16.00,,,"26,1261416","0,44051821",,"39,56044006",
30/09/2008 17.00,,,"18,9515203","0,4253237",,,"2,12324073"
30/09/2008 18.00,,,"28,32735072","0,5333964","51,486561","32,72283173","3,73101502"
30/09/2008 19.00,,,"36,49614128","0,80293226","41,66415855",,"4,26193478"
30/09/2008 20.00,,,"41,55915552","0,93218197","29,30234055","64,95726013","6,65030538"
30/09/2008 21.00,,,"36,87901928","0,74172438","31,426836",,"6,70240426"
30/09/2008 22.00,,,"34,42215664","0,76441979","32,2444668","74,23686981","5,47852713"
30/09/2008 23.00,,,"23,86915944","0,71183526","36,0231564",,"5,61429257"
01/10/2008 0.00,,,"14,88009985","0,56851232","39,70993635","74,23686981","5,17984237"
01/10/2008 1.00,,,"9,3","0,4","40,3",,"4,7"
01/10/2008 2.00,,,"5,7","0,3","44,6","62,0","4,2"
01/10/2008 3.00,,,"4,4","0,3","47,5",,"3,4"
01/10/2008 4.00,,,"3,4","0,3","50,1","45,9","3,1"
01/10/2008 5.00,,,"8,3","0,3","46,9",,"2,9"
01/10/2008 6.00,,,"15,5","0,3","37,7","25,4","3,0"
01/10/2008 7.00,,,"40,7","0,5","21,7",,"3,3"
01/10/2008 8.00,,,"66,7","1,3","7,6","29,8","5,6"
01/10/2008 9.00,,,"47,6","0,9","22,8",,"9,6"
01/10/2008 10.00,,,"17,7","0,4","59,0","52,3","8,7"
01/10/2008 11.00,,,"14,5","0,4","69,3",,"4,9"
01/10/2008 12.00,,,"11,3","0,5","74,6","39,1","4,9"
01/10/2008 13.00,,,"17,2","0,7","70,6",,"5,2"
01/10/2008 14.00,,,"16,3","0,4","67,9","39,1","5,5"
01/10/2008 15.00,,,"18,6","0,4","65,3",,"2,8"
01/10/2008 16.00,,,"9,7","0,4","69,2","42,5","3,1"
01/10/2008 17.00,,,"11,3","0,4","67,2",,"3,0"
01/10/2008 18.00,,,"14,4","0,5","60,0","44,4","3,2"
01/10/2008 19.00,,,"22,7","0,6","47,7",,"4,0"
01/10/2008 20.00,,,"22,4","0,8","47,3","43,5","4,2"
01/10/2008 21.00,,,"22,9","0,6","42,6",,"4,8"
01/10/2008 22.00,,,"14,1","0,6","44,7","39,1","4,0"
01/10/2008 23.00,,,"13,7","0,6","42,6",,"4,2"
02/10/2008 0.00,,,"25,4","0,7","25,4","35,2","4,3"
02/10/2008 1.00,,,"26,5","0,7","20,9",,"5,5"
02/10/2008 2.00,,,,"0,4","33,1","38,1","5,5"
02/10/2008 3.00,,,"7,4",,"39,8",,"3,8"
