,ARPA Puglia,,,
23/02/2008 9.00,"79,48389339","1,781741",,"2,0448451"
23/02/2008 10.00,"91,08770715","1,36122625","57,63124084","6,56836796"
23/02/2008 11.00,"72,61709598","0,80679055",,"5,37364721"
23/02/2008 12.00,"51,94394667","0,65943875","41,5140419","2,41998196"
23/02/2008 13.00,"62,83147563","0,7492986",,"1,87871897"
23/02/2008 14.00,"50,86630296","0,56219935","35,16482162","1,91987097"
23/02/2008 15.00,"32,16968964","0,35870455",,"1,144472"
23/02/2008 16.00,"16,15444182","0,32506475","26,37360954","0,18302"
23/02/2008 17.00,"25,72043661","0,4034338",,"0,043752"
23/02/2008 18.00,"43,4670885","0,5384047","38,0952301","0,152697"
23/02/2008 19.00,"66,46534191","0,80187775",,"0,54711097"
23/02/2008 20.00,"106,59220704","1,4250179","53,23564148","1,59736598"
23/02/2008 21.00,"145,02987774","1,8132809",,"3,902987"
23/02/2008 22.00,"135,73965636","1,44849515","63,98046112","4,4223752"
23/02/2008 23.00,"114,48176058","1,11386125",,"3,34612894"
24/02/2008 0.00,"99,52754724","1,0086282","78,63246155","2,5508039"
24/02/2008 1.00,"107,5025358","0,98999015",,"1,67360604"
24/02/2008 2.00,"96,00988914","1,02614155","63,49206161","2,55405307"
24/02/2008 3.00,"68,60911761","0,74896165",,"2,23263001"
24/02/2008 4.00,"52,05375945","0,5891266","51,28205109","1,387272"
24/02/2008 5.00,"38,43637281","0,36559765",,"0,45744199"
24/02/2008 6.00,"38,16951534","0,50146555","51,77045059","0,18367"
24/02/2008 7.00,"28,93931667","0,32349385",,"0,27810401"
24/02/2008 8.00,"33,57549261","0,39251225","38,0952301","0,075807"
24/02/2008 9.00,"33,02261028","0,4649174",,"0,175873"
24/02/2008 10.00,"34,9072218","0,4466876","33,69963074","0,38098499"
24/02/2008 11.00,"28,68141276","0,40519675",,"0,306694"
24/02/2008 12.00,"31,9015719","0,55166075","29,7924099","0,15919501"
24/02/2008 13.00,"36,9552546","0,5131047",,"0,34091601"
24/02/2008 14.00,"33,68274723","0,53666015","25,88521957","0,41433999"
24/02/2008 15.00,"33,7810671","0,36787235",,"0,35997599"
24/02/2008 16.00,"54,87428133","0,4281611","35,16482162","0,089669"
24/02/2008 17.00,"46,68087105","0,5776082",,"0,235652"
24/02/2008 18.00,"47,10349413","0,623254","46,88644028","0,69829297"
24/02/2008 19.00,"86,27787729","0,87459455",,"0,85163999"
24/02/2008 20.00,"87,53175189","0,7642624","67,39926147","1,34676898"
24/02/2008 21.00,"74,66640786","0,6621424",,"1,20663404"
24/02/2008 22.00,"72,64390023","0,76073765","73,74845886","0,92051601"
24/02/2008 23.00,"41,56588656","0,5324224",,"1,23739004"
25/02/2008 0.00,"62,59781781","0,5180957","53,72404099","0,42863601"
25/02/2008 1.00,"54,74915721","0,47995595",,"0,59151298"
25/02/2008 2.00,,"0,53879685","49,81684113","0,42451999"
25/02/2008 3.00,"31,97434779",,,"0,50422603"
25/02/2008 4.00,"21,77248095","0,40685505","46,88644028","0,091618"
25/02/2008 5.00,"29,66839227","0,4789888",,"0,109379"
25/02/2008 6.00,"25,9438806","0,55188385","45,42124176","0,190384"
25/02/2008 7.00,"47,30778954","0,867583",,"0,214643"
25/02/2008 8.00,"98,71677981","1,56875295","52,7472496","1,58350396"
25/02/2008 9.00,"127,80546669","2,76031625",,"3,51030588"
25/02/2008 10.00,"76,34798424","1,06397195","77,65567017","7,71413994"
25/02/2008 11.00,"52,62705063","0,60895375",,"4,09965277"
25/02/2008 12.00,"52,75345383","0,6059925","45,42124176","1,95127702"
25/02/2008 13.00,"55,05559092","0,72839965",,"1,72363901"
25/02/2008 14.00,"46,19694618","0,6119127","29,7924099","1,88889897"
25/02/2008 15.00,"24,65810424","0,4053428",,"1,397668"
25/02/2008 16.00,"45,27124965","0,441117","29,7924099","0,41044199"
25/02/2008 17.00,"57,27088224","0,4802377",,"1,46806002"
25/02/2008 18.00,"45,51640038","0,44415185","40,53723145","4,03879118"
25/02/2008 19.00,"115,64235639","1,88834945",,"5,02645016"
25/02/2008 20.00,"174,26539548","2,6016979","70,81806183","4,80509281"
25/02/2008 21.00,"172,57872159","2,5085824",,"6,94502211"
25/02/2008 22.00,"155,87909073","1,90824675","124,05370331","6,00652885"
25/02/2008 23.00,"88,85069028","0,98479445",,"5,49082279"
26/02/2008 0.00,"59,69558529","0,848884","103,05239868","2,27941394"
26/02/2008 1.00,"44,41065453","0,7345947",,"1,45983005"
26/02/2008 2.00,"29,78330256","0,5958012","63,98046112","1,10093701"
26/02/2008 3.00,"26,44439589","0,6426775",,"0,711505"
26/02/2008 4.00,"20,97190854","0,610489","48,35165024","1,24323797"
26/02/2008 5.00,"21,09575358","0,625853",,"0,546462"
26/02/2008 6.00,"23,04930375","0,4591651","43,46763992","0,61858702"
26/02/2008 7.00,"20,01429144","0,4250791",,"0,209444"
26/02/2008 8.00,"30,34000332","0,47746505","60,56166077","0,15616301"
26/02/2008 9.00,"55,36202463","1,06929185",,"0,336584"
26/02/2008 10.00,"66,80369619","0,74542425","46,39804077","2,20273995"
26/02/2008 11.00,"51,23403846","0,60265635",,"1,83236802"
26/02/2008 12.00,"57,64627341","0,8334947","37,11843109","2,5609839"
26/02/2008 13.00,"79,08295824","1,1082642",,"2,98377109"
26/02/2008 14.00,"63,63076896","0,8258771","33,21123123","3,5456109"
26/02/2008 15.00,"55,81784736","0,6375071",,"1,43535495"
26/02/2008 16.00,"45,52277697","0,50075945","50,30524063","0,92419797"
26/02/2008 17.00,"35,14981437","0,4982996",,"1,580688"
26/02/2008 18.00,"47,03071824","0,62454085","58,6080513","1,98831403"
26/02/2008 19.00,"72,38855448","0,8817464",,"1,40979695"
26/02/2008 20.00,"75,33801891","0,9050914","63,98046112","2,534343"
26/02/2008 21.00,"103,59293373","1,27235195",,"2,25732207"
26/02/2008 22.00,"91,70057457","1,24439775","90,84249115","3,44294596"
26/02/2008 23.00,"69,61782267","0,91475945",,"2,639606"
27/02/2008 0.00,"73,51726734","0,992588","102,07559967","1,89647901"
27/02/2008 1.00,"45,45893583","0,6554931",,"2,117836"
27/02/2008 2.00,,"0,61408735","79,60928345","0,878497"
27/02/2008 3.00,"34,94297961",,,"0,74442703"
27/02/2008 4.00,"28,65203154","0,4695542","63,98046112","0,37643701"
27/02/2008 5.00,"23,63538573","0,50401625",,"0,30301201"
27/02/2008 6.00,"22,3840881","0,4115022","75,21366119","0,369073"
27/02/2008 7.00,"39,95580699","0,5818448",,"0,21420901"
27/02/2008 8.00,"62,19688266","0,67134815","63,49206161","0,63937998"
27/02/2008 9.00,"75,51423099","1,30860915",,"1,05025399"
27/02/2008 10.00,"78,99868944","1,30277175","75,21366119","3,16592503"
27/02/2008 11.00,"69,2309574","1,01716235",,"3,61665297"
27/02/2008 12.00,"71,52668028","0,87136535","55,18925095","3,27010608"
27/02/2008 13.00,"83,05645788","1,0651691",,"2,00954008"
27/02/2008 14.00,"42,50179692","0,6190588","51,77045059","1,761976"
27/02/2008 15.00,"33,17329719","0,5112003",,"1,24562001"
27/02/2008 16.00,"21,93590223","0,39195335","47,86323166","0,26944"
27/02/2008 17.00,"25,8953508","0,3738604",,"0,54516202"
27/02/2008 18.00,"49,85505855","0,83544395","55,18925095","3,85165501"
27/02/2008 19.00,"81,52299144","0,98580645",,"3,98442602"
27/02/2008 20.00,"74,58085998","0,82004545","63,00365067","3,30107808"
27/02/2008 21.00,"94,09975245","0,87826765",,"2,18519592"
27/02/2008 22.00,"101,56783032","1,02299975","74,72527313","2,78363991"
27/02/2008 23.00,"100,86813594","0,96548825",,"2,15942192"
28/02/2008 0.00,"91,73377422","1,1569184","82,53968048","1,84319794"
28/02/2008 1.00,"77,40903753","0,90124235",,"2,76631308"
28/02/2008 2.00,"57,23386416","0,8514025","76,67887115","1,34698606"
28/02/2008 3.00,"48,43138608","0,79587475",,"1,70956099"
28/02/2008 4.00,"44,64814959","0,78921395","79,12088013","2,01690412"
28/02/2008 5.00,"27,42244065","0,6491589",,"1,96600497"
28/02/2008 6.00,"32,1722478","0,6081867","86,4468689","1,29218805"
28/02/2008 7.00,"45,37082979","0,85649125",,"1,16656399"
28/02/2008 8.00,"96,16439448","1,64630435","82,53968048","1,81655705"
28/02/2008 9.00,"117,43380198","2,6240286",,"4,199718"
28/02/2008 10.00,"98,07069393","1,45827935","88,40048981","6,71955013"
28/02/2008 11.00,"54,75169656","0,69043125",,"5,22831392"
28/02/2008 12.00,"33,72104439","0,6096472","54,21244049","2,26078701"
28/02/2008 13.00,"25,48933695","0,3929251",,"1,91900504"
28/02/2008 14.00,"31,54277115","0,57271495","38,58362961","2,11068892"
28/02/2008 15.00,"32,0215797","0,46519915",,"0,87113303"
28/02/2008 16.00,"31,84282827","0,42377615","40,04883957","0,36582401"
28/02/2008 17.00,"29,15128656","0,41827455",,"0,105264"
28/02/2008 18.00,"82,64275074","1,06868695","51,77045059","0,90340501"
28/02/2008 19.00,"121,94092251","1,49449975",,"2,52308011"
28/02/2008 20.00,"99,15599331","1,3306857","66,42247009","5,427145"
28/02/2008 21.00,"144,41956848","2,3459402",,"4,05698395"
28/02/2008 22.00,"148,29604614","1,77127945","93,28449249","5,80401516"
28/02/2008 23.00,"132,44418198","1,43553005",,"4,59997988"
29/02/2008 0.00,"115,36146666","1,16911645","94,74967957","3,1472981"
29/02/2008 1.00,"100,88606187","1,0856",,"2,58740807"
29/02/2008 2.00,,"0,7255281","76,19046021","2,07754993"
29/02/2008 3.00,"67,27994658",,,"1,10332"
29/02/2008 4.00,"39,95452791","0,53116545","62,51525116","0,73619598"
29/02/2008 5.00,"39,80385981","0,5909827",,"0,25297901"
29/02/2008 6.00,"30,35787282","0,53442225","70,32967377","0,572236"
29/02/2008 7.00,"50,34663909","0,66184225",,"0,50249302"
29/02/2008 8.00,"97,54717401","1,2254998","78,14408112","0,92419797"
29/02/2008 9.00,"108,21763557","1,9989645",,"3,15769506"
29/02/2008 10.00,"64,78120737","0,8793245","72,77165985","5,51248217"
29/02/2008 11.00,"46,51359372","0,5539619",,"5,51833105"
29/02/2008 12.00,"49,84356564","0,8455973","43,9560318","4,00933409"
29/02/2008 13.00,"57,37303935","0,6869226",,"2,32273197"
29/02/2008 14.00,"55,96725519","0,5853592","38,0952301","2,47109795"
29/02/2008 15.00,"41,37820038","0,4802791",,"1,76912296"
29/02/2008 16.00,"31,93349247","0,46416875","40,53723145","0,949323"
29/02/2008 17.00,"40,75382124","0,48927555",,"0,39658001"
29/02/2008 18.00,"38,05076781","0,41977185","37,6068306","0,99870598"
29/02/2008 19.00,"56,82015702","0,58027735",,"2,50098801"
29/02/2008 20.00,"113,96839806","1,39536745","46,39804077","3,54669404"
29/02/2008 21.00,"148,51309473","1,8098194",,"4,20643282"
29/02/2008 22.00,"116,7557391","1,3068025","78,14408112","4,9127388"
29/02/2008 23.00,"116,16581988","1,5502253",,"3,70069098"
01/03/2008 0.00,"110,21710095","1,53270735","100,12210083","4,73470116"
01/03/2008 1.00,"88,66172502","1,11125535",,"4,12651014"
01/03/2008 2.00,"70,32647061","0,8367262","91,81929016","2,85446596"
01/03/2008 3.00,"37,81710999","0,48078165",,"1,91120803"
01/03/2008 4.00,"32,68171665","0,5728656","68,37606049","0,43643299"
01/03/2008 5.00,"14,74481666","0,3236077",,"0,29868001"
01/03/2008 6.00,"14,44859114","0,2864259","55,18925095","0,042019"
01/03/2008 7.00,"31,39338213","0,4438954",,"0,016678"
01/03/2008 8.00,"45,48957732","0,43043465","38,0952301","0,14013501"
01/03/2008 9.00,"60,97880349","0,8880093",,"0,20273"
01/03/2008 10.00,"62,34882984","0,9498471","34,18803024","1,49470103"
01/03/2008 11.00,"47,04730866","0,76152425",,"1,25796604"
01/03/2008 12.00,"54,37886355","0,9453552","67,39926147","1,04743898"
01/03/2008 13.00,"49,21536807","0,7683748",,"1,56834304"
01/03/2008 14.00,"42,8465466","0,7063116","60,07326126","1,34741902"
01/03/2008 15.00,"28,36090917","0,5269277",,"0,97011501"
01/03/2008 16.00,"18,17310657","0,40718625","44,93283081","0,129522"
01/03/2008 17.00,"18,31228176","0,3152656",,"0,044185"
01/03/2008 18.00,"29,09891952","0,34432955","43,9560318","0,013212"
01/03/2008 19.00,"31,666635","0,4411837",,"0,027291"
01/03/2008 20.00,"39,54849525","0,5221069","35,16482162","0,120209"
01/03/2008 21.00,"51,00931539","0,6353773",,"0,29304901"
01/03/2008 22.00,"73,60025706","0,7814388","42,97924042","0,46957099"
01/03/2008 23.00,"79,20554301","1,0458238",,"0,78731197"
02/03/2008 0.00,"66,46150467","0,73154145","37,6068306","1,839082"
02/03/2008 1.00,"95,19272631","0,8685444",,"1,28460705"
02/03/2008 2.00,,"0,9901983","49,32844162","1,48712099"
02/03/2008 3.00,"71,89823421",,,"1,23154199"
02/03/2008 4.00,"63,03321288","0,47977195","33,21123123","0,72320098"
02/03/2008 5.00,"42,76355688","0,39492495",,"0,151181"
02/03/2008 6.00,"34,67356398","0,27356315","40,53723145","0,08707"
02/03/2008 7.00,"32,44294251","0,2868629",,"0,015811"
02/03/2008 8.00,"38,82581505","0,45495955","30,76922989","0,036821"
02/03/2008 9.00,"43,06999059","0,4428098",,"0,31904"
02/03/2008 10.00,"37,2323259","0,4686894","25,39682007","0,31059301"
02/03/2008 11.00,"40,51378683","0,5818241",,"0,51440603"
02/03/2008 12.00,"31,8530421","0,53348615","33,21123123","0,61663699"
02/03/2008 13.00,"46,33740045","0,65312065",,"0,47931799"
02/03/2008 14.00,"52,53130773","0,8391987","33,21123123","1,02946198"
02/03/2008 15.00,"20,59141986","0,35744645",,"1,38922095"
02/03/2008 16.00,"25,85577456","0,59698915","33,69963074","0,069526"
02/03/2008 17.00,"38,26655613","0,5516849",,"0,39917901"
02/03/2008 18.00,"37,44555606","0,4402936","36,14162064","0,236302"
02/03/2008 19.00,"38,56021785","0,4480239",,"0,49751201"
02/03/2008 20.00,"42,08938767","0,6054888","37,11843109","0,16526"
02/03/2008 21.00,"50,44749831","0,59352305",,"0,35131201"
02/03/2008 22.00,"64,4236857","0,5516665","49,81684113","0,72493303"
02/03/2008 23.00,"46,25185257","0,4351324",,"0,54624498"
03/03/2008 0.00,"47,69337573","0,5643165","48,35165024","0,31579101"
03/03/2008 1.00,"41,04494361","0,4498846",,"0,61035597"
03/03/2008 2.00,"20,77145037","0,30751805","39,56044006","0,29499799"
03/03/2008 3.00,"9,7996639","0,21393795",,"0,01083"
03/03/2008 4.00,"8,50240591","0,15949235","31,74603081","0,0013"
03/03/2008 5.00,"7,05065011","0,18560655",,"0,00065"
03/03/2008 6.00,"9,18550987","0,192073","24,90842056","0,000217"
03/03/2008 7.00,"20,58118722","0,2121474",,"0,000217"
03/03/2008 8.00,"34,53820722","0,2508288","25,88521957","0,00065"
03/03/2008 9.00,"33,86915433","0,52077175",,"0,017977"
03/03/2008 10.00,"28,93294008","0,3685773","34,67642975","0,79857498"
03/03/2008 11.00,"23,7630492","0,41751555",,"2,14751005"
03/03/2008 12.00,"18,22290228","0,27191405","36,14162064","0,34048301"
03/03/2008 13.00,"24,78578652","0,3548601",,"0,269007"
03/03/2008 14.00,"21,040866","0,3285067","45,42124176","0,526968"
03/03/2008 15.00,"16,1352876","0,2799905",,"0,025774"
03/03/2008 16.00,"14,98996551","0,26560515","48,35165024","0,001733"
03/03/2008 17.00,"19,95810597","0,38177815",,"0,043968"
03/03/2008 18.00,"23,35063995",,"48,84004974","1,27507699"
03/03/2008 19.00,"21,40986177","0,56530435",,"1,63440299"
03/03/2008 20.00,"29,2572621","0,56567925","49,32844162","0,69331098"
03/03/2008 21.00,"20,77398972","0,53565965",,"0,74940801"
03/03/2008 22.00,"17,47723626","0,326278","46,39804077","0,483217"
03/03/2008 23.00,"9,14975771","0,30241205",,"0,01906"
04/03/2008 0.00,"4,50210014","0,2447407","38,0952301","0,000866"
04/03/2008 1.00,"2,67751133","0,1887564",,0
04/03/2008 2.00,,"0,1823164","34,18803024",0
04/03/2008 3.00,"3,10269445",,,0
04/03/2008 4.00,"2,2868013","0,1645765","25,39682007",0
04/03/2008 5.00,"2,78987287","0,1769988",,0
04/03/2008 6.00,"5,03581508","0,167532","34,67642975","0,003032"
04/03/2008 7.00,"9,46768997","0,2017859",,"0,000217"
04/03/2008 8.00,"23,47448499","0,2636858","41,02563095",0
04/03/2008 9.00,"26,87979096","0,46672175",,"0,00823"
04/03/2008 10.00,"27,00619416","0,42580935","37,6068306","0,13970201"
04/03/2008 11.00,"18,0569172","0,3355953",,"0,178905"
04/03/2008 12.00,"17,71855351","0,40021955","53,72404099","0,243233"
04/03/2008 13.00,"31,97562687","0,3263125",,"0,037687"
04/03/2008 14.00,"17,77728209","0,3018451","71,79486084","0,224389"
04/03/2008 15.00,"14,47541043","0,2857888",,"0,132121"
04/03/2008 16.00,"13,54971014","0,2387239","58,6080513","0,096167"
04/03/2008 17.00,"16,38810152","0,3787939",,"0,104181"
04/03/2008 18.00,"18,82171863","0,32379285","52,7472496","0,72818202"
04/03/2008 19.00,"25,81491924","0,4094621",,"1,19103897"
04/03/2008 20.00,"21,98826927","0,44571355","49,81684113","1,22894299"
04/03/2008 21.00,"16,78008499","0,3698883",,"1,02404702"
04/03/2008 22.00,"15,08573286","0,29523605","51,77045059","0,241717"
04/03/2008 23.00,"5,50058009","0,2532599",,"0,012779"
05/03/2008 0.00,"7,43242163","0,23254265","39,07204056","0,000217"
05/03/2008 1.00,"6,48501648","0,26480935",,"0,000217"
05/03/2008 2.00,"5,30267255","0,23733815","40,53723145","0,001516"
05/03/2008 3.00,"4,2914225","0,2086077",,0
05/03/2008 4.00,"7,32900049","0,18861725","30,76922989",0
05/03/2008 5.00,"7,31367787","0,1895959",,0
05/03/2008 6.00,"13,1053728","0,19544825","24,42000961","0,00065"
05/03/2008 7.00,"34,98765336","0,3537653",,"0,017761"
05/03/2008 8.00,"46,25822916","0,41571235","27,8388195","0,041152"
05/03/2008 9.00,"75,52188666","1,1641634",,"0,233486"
05/03/2008 10.00,"92,33644662","1,04195175","36,14162064","2,03531504"
05/03/2008 11.00,"82,1269053","1,0098587",,"2,41954899"
05/03/2008 12.00,"35,44475517","0,52894135","28,32722092","2,21790195"
05/03/2008 13.00,"27,90508644","0,4293663",,"0,86593503"
05/03/2008 14.00,"34,77953952","0,45648905","34,18803024","0,66667002"
05/03/2008 15.00,"18,53444667","0,2585591",,"1,08057702"
05/03/2008 16.00,"28,49242869","0,27330785","43,46763992","0,015595"
05/03/2008 17.00,"22,40067852","0,43957025",,"0,065411"
05/03/2008 18.00,"19,1192364","0,3901697","53,72404099","0,64522702"
05/03/2008 19.00,"23,65197615","0,44622645",,"0,106996"
05/03/2008 20.00,"19,22393286","0,3872142","47,86323166","0,779948"
05/03/2008 21.00,"14,4830661","0,35170105",,"0,076457"
05/03/2008 22.00,"10,71003592","0,24596315","44,93283081","0,045917"
05/03/2008 23.00,"5,50441168","0,2231713",,"0,001516"
06/03/2008 0.00,"2,62771374","0,2107398","42,49084091",0
06/03/2008 1.00,"1,89225967","0,2020757",,
06/03/2008 2.00,,"0,1911944","41,02563095",
06/03/2008 3.00,"2,55365877",,,
06/03/2008 4.00,"2,63026814","0,13928455","48,84004974",
06/03/2008 5.00,"1,92290492","0,13612435",,
06/03/2008 6.00,"3,01203966","0,13761475","39,56044006",
06/03/2008 7.00,"4,78300304","0,1459994",,
06/03/2008 8.00,"13,62887391","0,1766446","42,00244141",
06/03/2008 9.00,"24,72450354","0,2774812",,
06/03/2008 10.00,"32,09053716","0,31126245","48,84004974","0,016678"
06/03/2008 11.00,"19,47929742","0,3326053",,"0,57959998"
06/03/2008 12.00,"17,39679153","0,274873","56,16604996","0,66212201"
06/03/2008 13.00,"17,25379039","0,2716898",,"1,25406802"
06/03/2008 14.00,"17,91135601","0,29543155","72,28327179","1,81720698"
06/03/2008 15.00,"11,89748865","0,2667287",,"0,55014402"
06/03/2008 16.00,"12,70316421","0,28936875","78,14408112","0,068443"
06/03/2008 17.00,"19,29287151","0,3033585",,"0,009097"
06/03/2008 18.00,"22,29088455","0,3333505","62,51525116","0,173923"
06/03/2008 19.00,"29,63775078","0,35018305",,"1,66082704"
06/03/2008 20.00,"16,20295469","0,3145848","63,49206161","0,83171302"
06/03/2008 21.00,"16,05995543","0,37684465",,"0,053931"
06/03/2008 22.00,"35,24047857","0,53365865","47,37483978","0,098333"
06/03/2008 23.00,"17,98285658","0,2573424",,"0,19060101"
07/03/2008 0.00,"11,16714149","0,23399625","17,09399986","0,005848"
07/03/2008 1.00,"7,46051437","0,1947962",,"0,000217"
07/03/2008 2.00,"3,5036202","0,165278","8,30280876",0
07/03/2008 3.00,"2,97628937","0,1849361",,0
07/03/2008 4.00,"3,10524885","0,1727461","5,37240601",0
07/03/2008 5.00,"6,32030484","0,1906194",,0
07/03/2008 6.00,"6,77357881","0,1978161","12,21000957",0
07/03/2008 7.00,"12,48866626","0,2820467",,0
07/03/2008 8.00,"25,15991742","0,28685255","15,14041042","0,000433"
07/03/2008 9.00,"23,91499638","0,38755115",,"0,004332"
07/03/2008 10.00,"34,45523631","0,3898799","11,72161007","0,12995499"
07/03/2008 11.00,"38,4670143","0,29567305",,"0,86506802"
07/03/2008 12.00,"30,299148","0,3602766","8,79120922","0,80138999"
07/03/2008 13.00,"22,43132001","0,3009136",,"1,10072005"
07/03/2008 14.00,"19,01580021","0,3277523","7,81440783","0,99004197"
07/03/2008 15.00,"11,51699432","0,2007969",,"0,55101001"
07/03/2008 16.00,"21,80184336","0,1939498","13,67521","0,005848"
07/03/2008 17.00,"15,54539095","0,21998235",,"0,031189"
07/03/2008 18.00,"22,1848902","0,35603655","17,09399986","0,71496999"
07/03/2008 19.00,"34,65185724","0,45138535",,"1,07667899"
07/03/2008 20.00,"53,9485848","0,59587825","23,44322014","0,89560801"
07/03/2008 21.00,"48,41735382","0,50752605",,"1,319911"
07/03/2008 22.00,"46,07819865","0,5009653","24,90842056","1,19602096"
07/03/2008 23.00,"27,26411688","0,38453815",,"0,39723"
08/03/2008 0.00,"18,87534594","0,3527142","27,8388195","0,189518"
08/03/2008 1.00,"15,53135117","0,2851609",,"0,085337"
08/03/2008 2.00,,"0,2979627","22,46640968","0,024691"
08/03/2008 3.00,"28,25621271",,,"0,022092"
08/03/2008 4.00,"32,16075489","0,4149016","22,46640968","0,02989"
08/03/2008 5.00,"15,30534337","0,28919855",,"0,089019"
08/03/2008 6.00,"22,83097608","0,3386382","17,58241081","0,007148"
08/03/2008 7.00,"15,14319177","0,32313735",,"0,017111"
08/03/2008 8.00,"23,86392723","0,3341831","8,30280876","0,012779"
08/03/2008 9.00,"30,48427602","0,5021291",,"0,026208"
08/03/2008 10.00,"15,874818","0,41929","10,25640965","0,150098"
08/03/2008 11.00,"18,60339472","0,37056565",,"0,15984499"
08/03/2008 12.00,"31,4495676","0,49460465","22,95482063","0,090752"
08/03/2008 13.00,"44,44385418","0,62424645",,"0,165693"
08/03/2008 14.00,"24,11673363","0,4743244","34,67642975","0,21485899"
08/03/2008 15.00,"9,99629611","0,3093431",,"0,233486"
08/03/2008 16.00,"8,95312737","0,2721245","34,67642975","0,001516"
08/03/2008 17.00,"10,70876436","0,34717925",,"0,000217"
08/03/2008 18.00,"18,40548719","0,3676021","35,16482162","0,006714"
08/03/2008 19.00,"28,04170347","0,4801664",,"0,035954"
08/03/2008 20.00,"27,72761409","0,4120289","42,00244141","0,167209"
08/03/2008 21.00,"31,86325593","0,4260037",,"0,100065"
08/03/2008 22.00,"47,86576938","0,60915155","42,49084091","0,100282"
08/03/2008 23.00,"32,06311218","0,4955971",,"0,277091"
09/03/2008 0.00,"27,13899276","0,45823935","42,49084091","0,095084"
09/03/2008 1.00,"44,88436557","0,70477635",,"0,144683"
09/03/2008 2.00,"52,92582867","0,7282835","25,39682007","0,63309801"
09/03/2008 3.00,"34,01726427","0,54128315",,"0,75937098"
09/03/2008 4.00,"17,14780733","0,381547","18,55920982","0,206845"
09/03/2008 5.00,"27,78505983","0,4409399",,"0,006714"
09/03/2008 6.00,"16,5132294","0,37103485","14,65200996","0,0013"
09/03/2008 7.00,"13,53949443","0,33994805",,"0,0013"
09/03/2008 8.00,"33,06858192","0,51707335","11,23320961","0,03747"
09/03/2008 9.00,"12,29203028","0,35857575",,"0,30041301"
09/03/2008 10.00,"21,19023621","0,50433365","9,27960968","0,001949"
09/03/2008 11.00,"22,34067462","0,55406195",,"0,113927"
09/03/2008 12.00,"21,75077421","0,4929843","15,14041042","0,168725"
09/03/2008 13.00,"62,10241884","0,95420445",,"0,088153"
09/03/2008 14.00,"72,89544636","1,15020355","17,09399986","1,03097796"
09/03/2008 15.00,"24,00182334","0,4543397",,"0,69829297"
09/03/2008 16.00,"3,76281635","0,34623165","8,30280876","0,076674"
09/03/2008 17.00,"2,96224394","0,32682885",,"0,000866"
09/03/2008 18.00,"9,68219733","0,40658135","8,30280876",0
09/03/2008 19.00,"77,2724205","1,7911273",,"0,17782199"
09/03/2008 20.00,"114,62086053","1,9306453","36,14162064","4,14860296"
09/03/2008 21.00,"118,98126306","2,1521238",,"4,16333103"
09/03/2008 22.00,"101,55381687","2,13119955","52,2588501","4,85014391"
09/03/2008 23.00,"96,28696044","2,15193175",,"4,83454895"
10/03/2008 0.00,"76,51780092","1,9880901","81,56288147","5,03879595"
10/03/2008 1.00,"69,76976985","1,98033105",,"4,7071929"
10/03/2008 2.00,,"1,6719137","81,07447052","4,41089487"
10/03/2008 3.00,"50,85354978",,,"3,1423161"
10/03/2008 4.00,"44,40937545","0,81625275","61,05006027","1,72472203"
10/03/2008 5.00,"30,73326399","0,6904646",,"0,92723"
10/03/2008 6.00,"26,59122675","0,51253085","34,18803024","0,46242401"
10/03/2008 7.00,"27,57694599","0,45008585",,"0,27745399"
10/03/2008 8.00,"51,29406117","0,6099232","36,63003159","0,197099"
10/03/2008 9.00,"84,74568993","1,2616857",,"0,54191297"
10/03/2008 10.00,"69,68676132","0,68910875","32,72283173","1,98528194"
10/03/2008 11.00,"35,28133389","0,59152205",,"1,31406403"
10/03/2008 12.00,"48,17092401","0,76147825","24,42000961","2,3309629"
10/03/2008 13.00,"43,41601935","0,60980705",,"1,22677696"
10/03/2008 14.00,"29,56113765","0,49944155","19,53602028","0,65887302"
10/03/2008 15.00,"26,83511721","0,33822995",,"0,123457"
10/03/2008 16.00,"33,90619122","0,37932635","18,55920982","0,030323"
10/03/2008 17.00,"38,08652562","0,50185655",,"0,087936"
10/03/2008 18.00,"26,18775225","0,4529965","23,93161964","0,61533803"
10/03/2008 19.00,"29,71946142","0,51024465",,"0,07754"
10/03/2008 20.00,"25,61574015","0,51598315","37,6068306","0,17154101"
10/03/2008 21.00,"32,08032333","0,55735325",,"0,14641599"
10/03/2008 22.00,"28,45029429","0,43769","30,28083038","0,112844"
10/03/2008 23.00,"17,8207031","0,38479345",,"0,084254"
11/03/2008 0.00,"13,24581954","0,35584105","22,46640968","0,062595"
11/03/2008 1.00,"8,09382074","0,28273785",,"0,017544"
11/03/2008 2.00,"4,62850522","0,23937595","21,97801971","0,002166"
11/03/2008 3.00,"3,56618414","0,26060495",,"0,00065"
11/03/2008 4.00,"3,5470318","0,23359375","20,02441978","0,000217"
11/03/2008 5.00,"3,54192488","0,2245007",,0
11/03/2008 6.00,"5,59378928","0,25348645","17,09399986",0
11/03/2008 7.00,"14,22387559","0,3058954",,"0,000217"
11/03/2008 8.00,"33,31373265","0,42163945","15,62880993","0,000433"
11/03/2008 9.00,"54,02262096","0,8718449",,"0,15767901"
11/03/2008 10.00,"63,07024977","0,9538192","25,88521957","0,93546098"
11/03/2008 11.00,"65,60474679","0,885132",,"1,11588204"
