,Foggia,,,,,
,Manfredonia Liceo Scientifico Via dei mandorli,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



14/01/2010 6.00,"5,7252371","10,25318413","0,31901312","43,13048355",,
14/01/2010 7.00,"6,03046219","14,43623287","0,37059582","43,33050225",,
14/01/2010 8.00,"6,67884138","29,1787452","0,62060948","31,0633071",,
14/01/2010 9.00,"6,23635485","50,52484856","1,17759016","19,07451021",,
14/01/2010 10.00,"6,44766406","56,83251744","0,94748285","18,57852129",,
14/01/2010 11.00,"5,58616946","40,92448624","0,61452702","23,90865855",,
14/01/2010 12.00,"6,15146891","45,55659304","0,85059796","25,98856575",,
14/01/2010 13.00,"6,24719099","46,12376872","0,87895639","33,4526787",,
14/01/2010 14.00,,"50,77275848","1,16487302","31,9039203",,
14/01/2010 15.00,,"36,6493116","0,61974039","37,2516375","0,7500375",
14/01/2010 16.00,,"39,398194","0,63778974","37,3759659","1,9968795",
14/01/2010 17.00,,"41,66297712","0,69182127","34,9838811","1,406511",
14/01/2010 18.00,"2,13657869","40,51176192","0,83985433","20,98275165","1,598724",
14/01/2010 19.00,"2,20159753","56,94153968","1,14686212","13,39837013","2,4972435",
14/01/2010 20.00,"1,50264903","49,04268528","0,7971198","17,40409671","2,3324895",
14/01/2010 21.00,"1,76814095","61,0246348","0,88697392","12,06582983","1,9124685",
14/01/2010 22.00,"1,91623852","51,6812644","0,71141191","15,19581725","2,00349",
14/01/2010 23.00,"1,81329269","45,19839896","0,69355945","11,99149812","1,984167",
15/01/2010 0.00,"1,73382533","43,65002312","0,71733594","14,67821051","1,8199215",
15/01/2010 1.00,"1,75730481","27,011302","0,56175951","18,1582127","1,302777",
15/01/2010 2.00,"2,27203394","19,58228336","0,42984073","27,98061315","1,3988835",
15/01/2010 3.00,"1,60920724","9,86512652","0,32853233","31,87281825","1,2982005",
15/01/2010 4.00,"1,62546195","7,17593485","0,3246622","41,4695463","0,86734845",
15/01/2010 5.00,"1,7031221","6,61914898","0,33011207","42,1601355","0,93640275",
15/01/2010 6.00,"1,77897708","15,84052613","0,38856711","22,47341565","0,9586242",
15/01/2010 7.00,"1,66338893","15,37329069","0,40961866","20,4232539","0,92369025",
15/01/2010 8.00,"2,00834821","49,71108224","0,85818211","8,1722801","1,3317615",
15/01/2010 9.00,"2,51404739","50,7104464","0,97078518","8,31418445","2,198754",
15/01/2010 10.00,"2,52127114","49,18803552","1,01920841","8,81692644","2,6284365",
15/01/2010 11.00,"3,01252181","69,66586144","1,47681575","22,62479625","3,3301665",
15/01/2010 12.00,"2,34788891","49,61894296","0,95538272","31,3633152","3,442545",
15/01/2010 13.00,"1,97042021","44,67145176","0,89112132","37,2097425","3,088629",
15/01/2010 14.00,,,,,"3,429324",
15/01/2010 15.00,,"31,83678848","0,5443812","48,80526105","2,9213325",
15/01/2010 16.00,"1,70673449","39,21389632","0,60832572","44,40221625","1,2819285",
15/01/2010 17.00,"2,03182667","41,01404432","0,7013801","32,5931529","1,909926",
15/01/2010 18.00,"2,29551341","59,96947848","1,03275619","23,5694487","2,043153",
15/01/2010 19.00,"2,03905144","53,0647876","0,89048872","35,2271514","2,431647",
15/01/2010 20.00,"2,1907614","58,56129048","0,91343689","32,73505725","2,4016455",
15/01/2010 21.00,"2,34788891","46,80514816","0,72515658","42,71153355","2,0477295",
15/01/2010 22.00,"1,7934256","66,05648344","0,77330254","27,23731605","1,5717735",
15/01/2010 23.00,"2,07517223","62,203096","0,64940246","29,81996325","1,57635",
16/01/2010 0.00,"1,68506222","22,8658948","0,37031972","53,9624358","1,2534525",
16/01/2010 1.00,,"41,45013328","0,48738707","37,4611125","1,0558494","30,70000076"
16/01/2010 2.00,"1,51167897",,"0,37616569","58,0222209","1,1842965","30,70000076"
16/01/2010 3.00,"1,60559485","19,63029368",,"59,3750304","0,95623425","30,70000076"
16/01/2010 4.00,"1,61281962","9,9585717","0,34271155","54,7476279","0,9718452","30,70000076"
16/01/2010 5.00,"1,49542426","8,3375303","0,34397557",,"0,87039945","30,70000076"
16/01/2010 6.00,"1,46652722","10,72301033","0,38682893","37,3908486","0,90467235","30,70000076"
16/01/2010 7.00,"1,67422506","19,27079944","0,42601021","28,6185144","0,9677772","30,70000076"
16/01/2010 8.00,"1,86566819","43,29959176","0,6477435","12,37396955","1,085139","30,70000076"
16/01/2010 9.00,"2,30996092","43,00237136","0,90968443","14,16060177","1,8219555","30,70000076"
16/01/2010 10.00,"2,16908811","47,08158512","0,87551964","15,59044221","1,916028","30,70000076"
16/01/2010 11.00,"2,25397303","40,85441144","0,91284507","17,24192715","2,4026625","30,70000076"
16/01/2010 12.00,"2,3316342","33,96270304","0,78057097","17,17705175","2,393001","30,70000076"
16/01/2010 13.00,"2,12935494","44,81162048","0,89254378","16,44051171","2,203839","30,70000076"
16/01/2010 14.00,"2,40568299","33,97048488","0,73281995","35,2163385","2,863872","30,70000076"
16/01/2010 15.00,"2,53210829","16,26363261","0,50516148","52,3785255","1,610928","30,70000076"
16/01/2010 16.00,"2,19617896","11,42256906","0,46108254","58,4655099","1,4110875","30,70000076"
16/01/2010 17.00,"1,99931725","9,72884872","0,42707619","60,57244935","1,287522","30,70000076"
16/01/2010 18.00,"1,86025064","9,81840298","0,45306501","60,633237","1,4476995","30,70000076"
16/01/2010 19.00,"2,12032398","12,68799758","0,45902864","58,67903475","1,150227","30,70000076"
16/01/2010 20.00,"2,34247034","48,62736064","0,73380671","34,60141965","1,2666735","30,70000076"
16/01/2010 21.00,"2,32802182","39,2450428","0,64442558","37,96654575","2,0009475","30,70000076"
16/01/2010 22.00,"2,47250803","39,85634744","0,63510441","31,80119775","1,6582185","30,70000076"
16/01/2010 23.00,"2,07336604","31,19433736","0,56527431","35,2136253","1,379052","30,70000076"
17/01/2010 0.00,"1,97764498","17,01640039","0,46538721","41,31682905","1,4639715","30,70000076"
17/01/2010 1.00,"1,35997003","10,3609043","0,4329606","42,6547758","1,3775265","38,5"
17/01/2010 2.00,"1,4900067","15,49788617","0,49181174","34,84604655","1,153278","38,5"
17/01/2010 3.00,"1,42137547","11,66008344","0,41550308","35,5312293","1,143108","38,5"
17/01/2010 4.00,"1,71757062","15,26686494","0,45199787","30,05242065","1,2859965","38,5"
17/01/2010 5.00,"1,63629808","11,23567298","0,37217673","31,5038829","1,1151405","38,5"
17/01/2010 6.00,"1,64532803","19,8963676","0,38469582","25,7736843","1,0642905","38,5"
17/01/2010 7.00,"1,85483206","14,56082644","0,38058803","24,3506109","0,9941175","38,5"
17/01/2010 8.00,"1,71215306","27,93927208","0,49275889","12,87129711","1,0575783","38,5"
17/01/2010 9.00,"2,26661638","24,6387968","0,59051287","14,81875826","1,314981","38,5"
17/01/2010 10.00,"2,05711234","18,12737755","0,57716314","18,17984249","1,4629545","38,5"
17/01/2010 11.00,"1,84580212","17,41094542","0,57135794","23,4032253","2,039085","38,5"
17/01/2010 12.00,"2,02460292","24,53107472","0,79336733","22,0179771","1,5463485","38,5"
17/01/2010 13.00,"1,89998381","21,38503168","0,64205597","23,1748377","1,74924","38,5"
17/01/2010 14.00,"1,51348516","27,28903912","0,64873142","35,40149445","1,539738","38,5"
17/01/2010 15.00,"1,79884418","19,05535528","0,48699214","37,7327517","1,5910965","38,5"
17/01/2010 16.00,"1,63991047","23,88602328","0,56282548","30,60651195","1,5565185","38,5"
17/01/2010 17.00,"2,12754875","24,64657864","0,52459251","22,62208305","1,6144875","38,5"
17/01/2010 18.00,"2,03182667","24,69460808","0,60078118","16,95676983","1,470582","38,5"
17/01/2010 19.00,"2,29912478","36,14312872","0,94673259","9,21695985","1,802124","38,5"
17/01/2010 20.00,"2,23049457","36,80114352","0,83156069","8,18849745","2,8399725","38,5"
17/01/2010 21.00,"2,07336604","29,3318964","0,66705803","9,60077391","2,374695","38,5"
17/01/2010 22.00,"1,67603126","25,76924768","0,4784224","17,77710585","1,5636375","38,5"
17/01/2010 23.00,"1,61823718","17,83405381","0,45310462","33,82568385","1,218366","38,5"
18/01/2010 0.00,"1,73743772","29,25922128","0,66180388","25,4168985","1,2880305","38,5"
18/01/2010 1.00,,"21,40707704","0,57226548","24,39384255","1,4599035","22,20000076"
18/01/2010 2.00,"1,73382533",,"0,38208971","46,9848435","1,3063365","22,20000076"
18/01/2010 3.00,"1,50626141","19,11764824",,"54,85306365",,"22,20000076"
18/01/2010 4.00,"1,59475872","8,03512646","0,34606908","50,0715873",,"22,20000076"
18/01/2010 5.00,"1,69047977","6,2985735","0,34843869",,,"22,20000076"
18/01/2010 6.00,"1,91443233","11,61206165","0,37217673","40,1086371",,"22,20000076"
18/01/2010 7.00,"1,60559485","21,27600944","0,45010241","39,78291345","0,9907614","22,20000076"
18/01/2010 8.00,"1,8837291","55,08167992","0,92639169","18,84340143","1,1742282","22,20000076"
18/01/2010 9.00,"1,3499597","43,54249224","0,96860314","27,49830195","1,836702","22,20000076"
18/01/2010 10.00,"1,23173853","27,0969596","0,57048769","40,0329468","1,8514485","22,20000076"
18/01/2010 11.00,"1,19561774","24,07032096","0,47905383","45,14415675","1,5738075","22,20000076"
18/01/2010 12.00,"1,16672071","18,17150269","0,46933773","48,76472265","1,2204","22,20000076"
18/01/2010 13.00,"0,85426983","20,24029816","0,46072721","49,1796228","1,4273595","22,20000076"
18/01/2010 14.00,"1,21367763","21,4395428","0,58079677","48,9823173","1,842804","22,20000076"
18/01/2010 15.00,"1,74466248","14,8852871","0,37521738","54,4570761","1,16004105","22,20000076"
18/01/2010 16.00,"1,64171666","14,69060726","0,41218632","53,82731445","0,9154017","22,20000076"
18/01/2010 17.00,"2,03905144","16,58939534","0,41657022","51,42980325","0,99233775","22,20000076"
18/01/2010 18.00,"2,15644578","36,68433944","0,68514699","38,92610085","1,06261245","22,20000076"
18/01/2010 19.00,"2,21604605","28,4441548","0,52463212","44,6481798","1,8036495","22,20000076"
18/01/2010 20.00,"2,41832532","38,0782448","0,67558816","34,72846125","1,0266615","22,20000076"
18/01/2010 21.00,"2,1329663","25,70565456","0,50235732","32,5836966","1,9877265","22,20000076"
18/01/2010 22.00,"1,59295253","25,02037464","0,43596397","34,2594966","1,175652","22,20000076"
18/01/2010 23.00,"1,91804471","15,58354377","0,37896984","41,6884776","1,01074545","22,20000076"
19/01/2010 0.00,"1,09447709","8,3232553","0,34204051","53,47998495","0,8407539","22,20000076"
19/01/2010 1.00,"0,92109487","8,14025396","0,27465924","56,91537495","0,6744744","14,60000038"
19/01/2010 2.00,"1,25882938","3,11878748","0,24606431","60,3967497","0,4767696","14,60000038"
19/01/2010 3.00,"1,34913288","2,24012788","0,2388751","55,19632335","0,485109","14,60000038"
19/01/2010 4.00,"1,27869647","3,21223266","0,2656934","50,9405694","0,5072796","14,60000038"
19/01/2010 5.00,"1,40512178","2,60612674","0,27382976","48,7498599","0,53733195","14,60000038"
19/01/2010 6.00,"1,22812615","10,1065299","0,26671976","40,1667315","0,56194335","14,60000038"
19/01/2010 7.00,"1,65797035","12,93978122","0,29286702","44,8157598","0,7539021","14,60000038"
19/01/2010 8.00,"1,39428463","13,86775894","0,32090974","48,98636715","0,5716557","14,60000038"
19/01/2010 9.00,"1,89095387","17,2707767","0,39117438","52,96507545","0,53021295","14,60000038"
19/01/2010 10.00,"1,50264903","8,49976541","0,30266234","56,68563075","0,7300026","14,60000038"
19/01/2010 11.00,"2,03002048","11,37973644","0,31612974","54,6422121","0,5789781","14,60000038"
19/01/2010 12.00,"1,99389969","12,79441568","0,33260051","56,27613705","0,6260652","14,60000038"
19/01/2010 13.00,"2,12574255","11,4498208","0,34634518","57,10729395","0,67238955","14,60000038"
19/01/2010 14.00,"2,09323313","11,3356113","0,38690815","57,4262346","0,78690375","14,60000038"
19/01/2010 15.00,"1,93429942","8,16621127","0,31530143","60,51838485","0,7051878","14,60000038"
19/01/2010 16.00,"1,78620185","6,10648824","0,28761404","62,7780216","0,50183865","14,60000038"
19/01/2010 17.00,"2,06614229","11,91835449","0,39658464","60,00347535","0,70239105","14,60000038"
19/01/2010 18.00,"2,29912478","19,42395064","0,41680788","53,3137416","0,71784945","14,60000038"
19/01/2010 19.00,"1,44304876","21,80423768","0,43142164","43,4940324","0,8357706","14,60000038"
19/01/2010 20.00,"1,95597169","26,0807316","0,47226071","41,62767","0,78141195","14,60000038"
19/01/2010 21.00,"1,84760831","25,35910456","0,42439086","37,77869655","0,7489188","14,60000038"
19/01/2010 22.00,"1,38886707","21,47457064","0,41965164","36,0947769","0,825804","14,60000038"
19/01/2010 23.00,"1,09989567","13,07605328","0,33485246","42,80749305","0,791226","14,60000038"
20/01/2010 0.00,"0,98430752","10,2752467","0,32750597","41,45332695",,"14,60000038"
20/01/2010 1.00,,"8,07406243","0,33520662","44,8481985","0,72456165","20,5"
20/01/2010 2.00,"1,77536571",,"0,37545387","41,75740485","0,7584786","20,5"
20/01/2010 3.00,"2,34427653","13,19027234",,"41,41278855","0,7539021","20,5"
20/01/2010 4.00,"2,30093097","7,11363806","0,33504934","41,6168571","0,71845965","20,5"
20/01/2010 5.00,"1,51709755","5,20057308","0,30365026",,"0,6726438","20,5"
20/01/2010 6.00,"1,53154607","6,68404226","0,30558416","38,1530583","0,6441678","20,5"
20/01/2010 7.00,"1,52612749","10,22722682","0,33836726","37,1124264","0,6135561","20,5"
20/01/2010 8.00,"1,82412883","20,44666032","0,42206086","33,42025995","0,6875937","20,5"
20/01/2010 9.00,"1,6146248","28,30788656","0,69620633","34,7338677","0,78964965","20,5"
20/01/2010 10.00,"1,88192291","34,77126872","0,69474426","34,1797764","1,3958325","20,5"
20/01/2010 11.00,"1,91262614","39,79403536","0,78317708","34,26354645","1,613979","20,5"
20/01/2010 12.00,"1,87469915","26,52200208","0,46491422","45,58880235","1,7690715","20,5"
20/01/2010 13.00,"2,10406927","22,3026196","0,52826692","54,67331415","1,0011348","20,5"
20/01/2010 14.00,"2,26661638","23,74065392","0,66271258","54,20975595","1,0701891","20,5"
20/01/2010 15.00,"1,85844444","22,26497232","0,39172659","55,0206237","1,12627665","20,5"
20/01/2010 16.00,"1,49723045","36,27031496","0,51412615","47,25514605","0,87589125","20,5"
20/01/2010 17.00,"2,62421697","50,53134936","0,98093699","38,81122875","1,6866945","20,5"
20/01/2010 18.00,"2,17270049","57,49313256","0,88863288","27,15081285","1,8839925","20,5"
20/01/2010 19.00,"2,55016818","71,53740352","0,99333842","14,75253024","2,4341895","20,5"
20/01/2010 20.00,"1,74285629","39,01921648","0,50456849","34,96766175","1,6327935","20,5"
20/01/2010 21.00,"1,95777788","47,47874576","0,5740421","28,51443525","1,10542815","20,5"
20/01/2010 22.00,"1,69589835","42,24961696","0,46621786","25,61422395","1,1375145","20,5"
20/01/2010 23.00,"2,14922102","23,08913992","0,41115879","29,16855585","1,2494862","20,5"
21/01/2010 0.00,"2,50682262","16,10009925","0,41309386","36,48940785","0,8873325","20,5"
21/01/2010 1.00,"2,41832532","9,71197723","0,38331413","42,31149615","0,7939719","20,10000038"
21/01/2010 2.00,"2,30815574","6,93323322","0,29104962","45,81718995","0,67727115","20,10000038"
21/01/2010 3.00,"2,29009484","5,2408073","0,30349182","41,66280195","0,56224845","20,10000038"
21/01/2010 4.00,"2,55919914","3,7936795","0,26253392","44,2197735","0,522738","20,10000038"
21/01/2010 5.00,"2,3135733","3,14733938","0,25340964","49,4715312","0,45342945","20,10000038"
21/01/2010 6.00,"2,52127114","8,9176789","0,28879884","49,685076","0,46868445","20,10000038"
21/01/2010 7.00,"2,82288487","20,40903216","0,34235622","42,21015015","0,5259924","20,10000038"
21/01/2010 8.00,"2,58809618","63,16873248","0,72345918","17,40544533","0,66567735","20,10000038"
21/01/2010 9.00,"3,94264763","83,12741216","2,05488758","21,34225065","1,7589015","20,10000038"
21/01/2010 10.00,"2,89512746","51,6475176","1,0307023","38,9963847","5,1048315","20,10000038"
21/01/2010 11.00,"2,19617896","25,85620544","0,54754068","56,4477669","1,836702","20,10000038"
21/01/2010 12.00,"2,68562343","28,5207304","0,58253495","55,8869325","1,133955","20,10000038"
21/01/2010 13.00,"2,85720048","32,94517488","0,64955973","56,13289605","1,6927965","20,10000038"
21/01/2010 14.00,"2,60073851","40,13148424","0,77934656","53,671884","1,674999","20,10000038"
21/01/2010 15.00,,,,,"1,034289","20,10000038"
21/01/2010 16.00,"2,01918434","31,73426704","0,53715354","49,3593723","0,93294495","20,10000038"
21/01/2010 17.00,"2,5122412","33,97178504","0,64071272","47,5565307","1,518381","20,10000038"
21/01/2010 18.00,"2,34788891","45,69418056","0,69510075","33,5175561","1,483803","20,10000038"
21/01/2010 19.00,"2,43458003","47,69679024","0,7016562","25,362834","1,9856925","20,10000038"
21/01/2010 20.00,"2,48153797","51,7085104","0,64288545","31,7133579","1,6460145","20,10000038"
21/01/2010 21.00,"2,57003528","43,0231548","0,55168808","39,60994695","1,462446","20,10000038"
21/01/2010 22.00,"2,70007195","43,24378048","0,51065096","28,9766568","1,05701895","20,10000038"
21/01/2010 23.00,"2,49598649","26,30655792","0,3912536","47,0578206","1,6155045","20,10000038"
22/01/2010 0.00,"2,36594982","9,27848859","0,27931924","49,9796976","0,7622415","20,10000038"
22/01/2010 1.00,,"8,95921327","0,30649403","57,2383854","0,60262335","25,39999962"
22/01/2010 2.00,"2,49056791",,"0,31822441","56,0085477","0,6851529","25,39999962"
22/01/2010 3.00,"2,42013151","12,91251992",,"54,6881769",,"25,39999962"
22/01/2010 4.00,"2,28648245","4,80212758","0,31324637","55,77204045","0,7612245","25,39999962"
22/01/2010 5.00,"2,50501643","4,25572195","0,31158857",,,"25,39999962"
22/01/2010 6.00,"2,79398783","5,0305523","0,37470361","51,11762565",,"25,39999962"
22/01/2010 7.00,"2,41832532","9,47835951","0,45938397","47,1875754",,"25,39999962"
22/01/2010 8.00,"2,89512746","32,32738856","0,64292506","37,8814191","1,3195575","25,39999962"
22/01/2010 9.00,"2,49959887","34,11975472","0,93429156","40,45730325","1,3927815","25,39999962"
22/01/2010 10.00,"2,64047168","17,3551437","0,56827652","49,2296175","2,2572315","25,39999962"
22/01/2010 11.00,"2,4923741","14,66075521","0,48770395","50,0715873","1,2870135","25,39999962"
22/01/2010 12.00,"3,17687409","14,06633353","0,47680305","53,88540885","1,294641","25,39999962"
22/01/2010 13.00,"3,49474253","13,27074077","0,53750887","55,52338365","1,2768435","25,39999962"
22/01/2010 14.00,"3,74939831","23,93793408","0,81690732","51,4798179","1,63737","25,39999962"
22/01/2010 15.00,"3,32316649","19,27079944","0,57056691","52,87182915","1,9155195","25,39999962"
22/01/2010 16.00,"2,86623042","13,63673581","0,49572148","57,826272","1,380069","25,39999962"
22/01/2010 17.00,"3,58865841","17,97162603","0,56993548","54,132729","1,3602375","25,39999962"
22/01/2010 18.00,"4,22981182","20,51025344","0,62823208","52,977225","1,5341445","25,39999962"
22/01/2010 19.00,"4,2153633","24,67772512","0,63008909","48,9296094","1,9155195","25,39999962"
22/01/2010 20.00,"4,2153633","35,94844888","0,68941205","41,3208789","1,716696","25,39999962"
22/01/2010 21.00,"4,02030779","23,9314524","0,60180871","49,00527975","1,6307595","25,39999962"
22/01/2010 22.00,"4,11964224","15,69515868","0,50768836","51,33520035","1,530585","25,39999962"
22/01/2010 23.00,"4,13770315","10,56857235","0,41976931","52,95290595","1,2442995","25,39999962"
23/01/2010 0.00,"4,43570347","10,23112156","0,45480319","51,3297939","1,1751435","25,39999962"
23/01/2010 1.00,"4,81136598","5,49519125","0,42312684","56,024787","1,2259935","25,7999897"
23/01/2010 2.00,"4,17382394","3,25765986","0,3834714","59,33179875","1,03861125","25,7999897"
23/01/2010 3.00,"3,95890234","2,21157407","0,38469582","59,58045555","1,323117","25,7999897"
23/01/2010 4.00,"4,40680745","4,00263816","0,38675088","55,89233895","1,04664555","25,7999897"
