,,,Provincia di Lecce,,,
,,,Galatina,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,
10/11/2009 17.00,"0,3","49,0","63,2","0,3","36,9","10,1"
10/11/2009 18.00,"0,6","65,9","93,9","0,5","13,6","10,1"
10/11/2009 19.00,"0,5","54,2","76,9","0,4","26,6","10,1"
10/11/2009 20.00,"0,4","55,0","78,6","0,5","28,5","10,1"
10/11/2009 21.00,"1,2","68,2","120,7","1,4","4,8","10,1"
10/11/2009 22.00,"0,6","65,7","99,6","0,6","6,7","10,1"
10/11/2009 23.00,"0,8","60,6","91,2","0,5","7,2","10,1"
11/11/2009 0.00,"0,7","55,2","82,7","0,5","7,5","10,1"
11/11/2009 1.00,"0,6","52,5","81,0","0,5","5,7","19,2"
11/11/2009 2.00,"0,7","51,1","80,0","0,5","3,2","19,2"
11/11/2009 3.00,"0,6","47,2","73,4","0,4","11,8","19,2"
11/11/2009 4.00,"0,7","50,4","79,4","0,4","3,1","19,2"
11/11/2009 5.00,"0,5","47,8","76,4","0,4","4,8","19,2"
11/11/2009 6.00,"0,4","41,8","59,7","0,4","25,2","19,2"
11/11/2009 7.00,"0,2","44,4","60,5","0,3","30,6","19,2"
11/11/2009 8.00,"0,3","53,1","73,0","0,3","26,3","19,2"
11/11/2009 9.00,"0,7","61,3","88,5","0,4","31,8","19,2"
11/11/2009 10.00,"0,7","48,2","66,6","0,3","39,3","19,2"
11/11/2009 11.00,"1,1","46,1","62,8","0,3","44,2","19,2"
11/11/2009 12.00,"2,0","35,5","48,0","0,2","56,7","19,2"
11/11/2009 13.00,"1,8","32,9","44,2","0,3","58,5","19,2"
11/11/2009 14.00,"0,4","33,7","45,9","0,3","52,2","19,2"
11/11/2009 15.00,"0,5","30,7","38,7","0,3","59,6","19,2"
11/11/2009 16.00,"0,3","34,3","43,0","0,3","57,1","19,2"
11/11/2009 17.00,"0,3","40,2","49,3","0,3","51,9","19,2"
11/11/2009 18.00,"0,3","54,3","66,1","0,4","35,9","19,2"
11/11/2009 19.00,"0,3","63,6","79,6","0,5","25,9","19,2"
11/11/2009 20.00,"0,3","68,6","87,6","0,6","21,4","19,2"
11/11/2009 21.00,"0,3","64,5","82,4","0,6","19,0","19,2"
11/11/2009 22.00,"0,3","46,8","61,0","0,4","33,5","19,2"
11/11/2009 23.00,"0,2","34,3","44,4","0,3","45,1","19,2"
12/11/2009 0.00,"0,1","34,6","43,0","0,3","43,2","19,2"
12/11/2009 1.00,"0,1","38,1","48,0","0,3","37,2","27,0"
12/11/2009 2.00,"0,0",,,"0,3","41,3","27,0"
12/11/2009 3.00,"0,0","33,9","43,4",,"46,0","27,0"
12/11/2009 4.00,,"28,1","35,2","0,2","56,7","27,0"
12/11/2009 5.00,"0,1","26,9","32,9","0,2",,"27,0"
12/11/2009 6.00,"0,1","29,1","36,0","0,2","45,5","27,0"
12/11/2009 7.00,"0,3","42,1","52,3","0,2","36,9","27,0"
12/11/2009 8.00,"0,5","45,9","58,7","0,3","37,6","27,0"
12/11/2009 9.00,"0,6","58,5","84,1","0,4","33,0","27,0"
12/11/2009 10.00,"0,6","37,8","51,6","0,3","51,4","27,0"
12/11/2009 11.00,"4,2","20,5","28,5","0,3","62,5","27,0"
12/11/2009 12.00,,,,"0,3",,"27,0"
12/11/2009 13.00,"1,4","19,1","31,6",,"70,2","27,0"
12/11/2009 14.00,"1,2","31,2","49,0","0,3","62,7","27,0"
12/11/2009 15.00,"1,6","32,3","48,9","0,3","70,2","27,0"
12/11/2009 16.00,"1,6","45,1","64,5","0,4","58,9","27,0"
12/11/2009 17.00,"1,2","54,5","77,2","0,4","36,3","27,0"
12/11/2009 18.00,"1,6","75,3","106,1","0,7","14,0","27,0"
12/11/2009 19.00,"2,1","86,3","130,4","0,8","3,0","27,0"
12/11/2009 20.00,"3,0","87,3","175,3","1,0","0,5","27,0"
12/11/2009 21.00,"3,7","79,3","186,5","1,4","0,9","27,0"
12/11/2009 22.00,"2,1","67,6","139,4","0,8","0,2","27,0"
12/11/2009 23.00,"1,5","62,0","116,4","0,8","0,7","27,0"
13/11/2009 0.00,"1,4","59,0","115,0","0,8",,"27,0"
13/11/2009 1.00,"1,8","55,7","110,2","0,8","0,1","49,6"
13/11/2009 2.00,"1,4","51,1","98,2","0,6","0,1","49,6"
13/11/2009 3.00,"1,4","48,9","89,9","0,5","1,0","49,6"
13/11/2009 4.00,"1,4","46,7","87,2","0,5",,"49,6"
13/11/2009 5.00,"1,0","44,1","83,2","0,4","0,4","49,6"
13/11/2009 6.00,"1,1","44,0","82,2","0,4","0,4","49,6"
13/11/2009 7.00,"1,3","46,7","92,1","0,4",,"49,6"
13/11/2009 8.00,"1,5","52,3","108,5","0,4","0,8","49,6"
13/11/2009 9.00,"2,0","80,5","163,7","0,6","6,5","49,6"
13/11/2009 10.00,"1,1","61,1","98,2","0,3","37,7","49,6"
13/11/2009 11.00,"1,7","54,3","81,5","0,3","61,1","49,6"
13/11/2009 12.00,"0,8","42,7","63,8","0,2","72,1","49,6"
13/11/2009 13.00,"1,6","38,9","59,2","0,3","78,8","49,6"
13/11/2009 14.00,"4,5","56,5","83,9","0,3","53,7","49,6"
13/11/2009 15.00,"4,4","52,6","76,1","0,3","59,1","49,6"
13/11/2009 16.00,"3,2","60,3","85,6","0,4","44,8","49,6"
13/11/2009 17.00,"1,6","73,8","106,8","0,6","19,5","49,6"
13/11/2009 18.00,"1,9","85,3","132,1","0,7","2,7","49,6"
13/11/2009 19.00,"1,9","79,9","142,2","1,1","0,6","49,6"
13/11/2009 20.00,"3,7","90,4","213,9","1,5","1,8","49,6"
13/11/2009 21.00,"4,0","95,5","215,0","1,6","2,4","49,6"
13/11/2009 22.00,"3,0","84,7","185,2","1,1","1,7","49,6"
13/11/2009 23.00,"3,1","79,8","180,9","1,2","1,5","49,6"
14/11/2009 0.00,"2,6","63,1","150,6","1,0","0,7","49,6"
14/11/2009 1.00,"1,9","59,1","122,2","0,8","0,4","50,0"
14/11/2009 2.00,"1,8",,,"0,8",,"50,0"
14/11/2009 3.00,"1,9","55,8","118,5",,,"50,0"
14/11/2009 4.00,,"57,1","116,1","0,8",,"50,0"
14/11/2009 5.00,"1,0","55,6","112,4","0,7",,"50,0"
14/11/2009 6.00,"0,9","50,5","112,0","0,7","1,2","50,0"
14/11/2009 7.00,"0,4","50,3","96,3","0,6","7,0","50,0"
14/11/2009 8.00,"0,5","51,5","92,6","0,4","10,0","50,0"
14/11/2009 9.00,"0,3","68,5","105,4","0,4","22,6","50,0"
14/11/2009 10.00,"0,6","64,7","96,2","0,4","46,7","50,0"
14/11/2009 11.00,"0,9","56,7","80,9","0,2","73,2","50,0"
14/11/2009 12.00,"1,7","57,3","79,0","0,2","83,5","50,0"
14/11/2009 13.00,"1,4","45,1","65,0","0,2","92,5","50,0"
14/11/2009 14.00,"1,0","43,7","63,8","0,2","92,9","50,0"
14/11/2009 15.00,"0,3","32,0","49,9","0,2","97,8","50,0"
14/11/2009 16.00,"0,1","25,9","42,5","0,2","93,1","50,0"
14/11/2009 17.00,"0,3","45,6","66,3","0,2","62,8","50,0"
14/11/2009 18.00,"0,1","54,8","78,7","0,3","38,5","50,0"
14/11/2009 19.00,"0,3","67,1","97,2","0,5","13,7","50,0"
14/11/2009 20.00,"0,6","66,8","102,9","0,6","11,7","50,0"
14/11/2009 21.00,"0,8","66,2","107,7","0,5","11,0","50,0"
14/11/2009 22.00,"0,9","64,6","106,6","0,6","9,5","50,0"
14/11/2009 23.00,"0,7","61,1","100,1","0,6","11,6","50,0"
15/11/2009 0.00,"0,4","58,4","98,1","0,7","8,7","50,0"
15/11/2009 1.00,"0,7","58,7","99,0","0,7","10,0","43,6"
15/11/2009 2.00,"0,8","55,4","94,5","0,7","14,0","43,6"
15/11/2009 3.00,"0,8","54,3","92,7","0,7","14,9","43,6"
15/11/2009 4.00,"0,8","50,8","88,2","0,6","20,7","43,6"
15/11/2009 5.00,"0,4","46,9","81,2","0,5","27,7","43,6"
15/11/2009 6.00,"0,3","48,1","80,9","0,4","27,7","43,6"
15/11/2009 7.00,"0,1","48,4","80,8","0,4","26,4","43,6"
15/11/2009 8.00,"0,3","47,9","81,7","0,4","19,7","43,6"
15/11/2009 9.00,"0,3","57,2","90,6","0,4","23,0","43,6"
15/11/2009 10.00,"0,2","52,4","81,2","0,3","41,1","43,6"
15/11/2009 11.00,"0,4","46,9","70,2","0,1","72,6","43,6"
15/11/2009 12.00,"0,6","35,9","56,1","0,1","81,0","43,6"
15/11/2009 13.00,"0,4","32,2","51,7","0,1","79,3","43,6"
15/11/2009 14.00,"0,6","31,8","51,2","0,2","78,4","43,6"
15/11/2009 15.00,"0,5","29,6","49,0","0,2","79,4","43,6"
15/11/2009 16.00,"0,5","32,7","53,8","0,2","77,5","43,6"
15/11/2009 17.00,"0,2","33,1","54,8","0,2","66,4","43,6"
15/11/2009 18.00,"0,5","40,0","64,7","0,3","40,1","43,6"
15/11/2009 19.00,"0,7","51,9","84,8","0,4","16,9","43,6"
15/11/2009 20.00,"0,6","53,0","90,4","0,4","10,6","43,6"
15/11/2009 21.00,"0,7","50,9","93,3","0,5","6,7","43,6"
15/11/2009 22.00,"1,6","58,6","119,8","0,7","2,2","43,6"
15/11/2009 23.00,"1,5","58,0","116,6","0,7","2,1","43,6"
16/11/2009 0.00,"1,6","56,2","108,1","0,6","2,1","43,6"
16/11/2009 1.00,"1,8","53,0","113,0","0,7","1,9","34,6"
16/11/2009 2.00,"1,1",,,"0,6","2,7","34,6"
16/11/2009 3.00,"0,9","47,3","89,6",,"2,1","34,6"
16/11/2009 4.00,,"43,9","84,0","0,4","3,9","34,6"
16/11/2009 5.00,"1,1","41,7","81,4","0,3",,"34,6"
16/11/2009 6.00,"0,8","40,0","78,5","0,4","8,4","34,6"
16/11/2009 7.00,"1,2","49,6","91,2","0,4","5,1","34,6"
16/11/2009 8.00,"1,2","55,7","108,8","0,5","6,3","34,6"
16/11/2009 9.00,"0,8","67,5","118,1","0,4","22,1","34,6"
16/11/2009 10.00,"0,8","52,9","84,3","0,3","45,6","34,6"
16/11/2009 11.00,"0,4","38,6","61,7","0,2","69,8","34,6"
16/11/2009 12.00,"1,1","31,1","51,1","0,2","77,4","34,6"
16/11/2009 13.00,"1,3","28,0","46,4","0,2","80,9","34,6"
16/11/2009 14.00,"1,5","26,2","44,4","0,2","80,3","34,6"
16/11/2009 15.00,"1,2","29,4","48,9","0,2","77,6","34,6"
16/11/2009 16.00,"1,1","25,0","44,1","0,2","74,8","34,6"
16/11/2009 17.00,"1,2","28,9","52,0","0,2","58,9","34,6"
16/11/2009 18.00,"1,0","38,1","69,6","0,3","45,1","34,6"
16/11/2009 19.00,"0,9","48,8","81,5","0,4","22,8","34,6"
16/11/2009 20.00,"1,2","56,4","96,8","0,5","10,6","34,6"
16/11/2009 21.00,"1,3","53,1","108,7","0,6","11,3","34,6"
16/11/2009 22.00,"0,9","50,7","99,8","0,5","15,6","34,6"
16/11/2009 23.00,"0,8","48,8","91,2","0,5","15,8","34,6"
17/11/2009 0.00,"0,8","40,4","76,8","0,4","35,8","34,6"
17/11/2009 1.00,"0,5","39,3","71,3","0,3","49,2","18,6"
17/11/2009 2.00,"0,4","38,8","69,3","0,2","53,3","18,6"
17/11/2009 3.00,"0,4","37,3","66,6","0,2","55,8","18,6"
17/11/2009 4.00,"0,6","37,7","67,0","0,2","55,2","18,6"
17/11/2009 5.00,"0,8","37,5","67,0","0,2","52,2","18,6"
17/11/2009 6.00,"0,9","38,7","69,5","0,2","39,6","18,6"
17/11/2009 7.00,"0,7","38,7","68,8","0,2","41,3","18,6"
17/11/2009 8.00,"0,6","40,1","68,5","0,2","57,3","18,6"
17/11/2009 9.00,"0,6","53,3","87,1","0,2","45,6","18,6"
17/11/2009 10.00,"0,5","59,9","94,7","0,2","41,6","18,6"
17/11/2009 11.00,"0,4","49,6","81,4","0,3","48,4","18,6"
17/11/2009 12.00,"0,6","42,1","71,5","0,2","53,8","18,6"
17/11/2009 13.00,"0,7","34,2","59,2","0,2","73,9","18,6"
17/11/2009 14.00,"1,5","36,2","59,8","0,3","87,4","18,6"
17/11/2009 15.00,"0,6","33,5","56,3","0,3","87,2","18,6"
17/11/2009 16.00,"0,6","21,0","40,1","0,2","74,4","18,6"
17/11/2009 17.00,"0,6","24,7","44,2","0,2","58,1","18,6"
17/11/2009 18.00,"0,7","31,1","55,1","0,2","50,5","18,6"
17/11/2009 19.00,"0,8","40,2","69,4","0,3","39,2","18,6"
17/11/2009 20.00,"0,9","42,2","76,0","0,3","31,2","18,6"
17/11/2009 21.00,"1,2","44,8","85,3","0,5","19,8","18,6"
17/11/2009 22.00,"1,2","44,8","83,0","0,5","20,7","18,6"
17/11/2009 23.00,"1,2","33,7","64,7","0,3","43,6","18,6"
18/11/2009 0.00,"1,0","33,7","63,2","0,2","49,9","18,6"
18/11/2009 1.00,"0,6","30,9","58,8","0,2","59,8","20,7"
18/11/2009 2.00,"0,8",,,"0,2","72,7","20,7"
18/11/2009 3.00,"0,3","31,5","56,5",,"70,4","20,7"
18/11/2009 4.00,,"38,2","66,0","0,1","65,1","20,7"
18/11/2009 5.00,"0,6","36,5","63,4","0,1",,"20,7"
18/11/2009 6.00,"0,5","41,4","71,0","0,2","53,7","20,7"
18/11/2009 7.00,"0,9","48,2","79,8","0,2","41,2","20,7"
18/11/2009 8.00,"0,8","52,2","87,4","0,3","35,1","20,7"
18/11/2009 9.00,"0,6","57,3","99,5","0,3","21,9","20,7"
18/11/2009 10.00,"0,5","56,2","92,2","0,3","30,6","20,7"
18/11/2009 11.00,"0,5","50,1","80,6","0,3","47,1","20,7"
18/11/2009 12.00,"0,9","51,6","81,8","0,3","41,9","20,7"
18/11/2009 13.00,"2,3","50,2","83,1","0,3","40,0","20,7"
18/11/2009 14.00,"2,8","49,6","81,2","0,3","45,8","20,7"
18/11/2009 15.00,"5,7","52,2","81,9","0,2","43,9","20,7"
18/11/2009 16.00,"4,1","44,4","69,7","0,2","56,1","20,7"
18/11/2009 17.00,"2,1","36,6","60,1","0,2","53,3","20,7"
18/11/2009 18.00,"2,2","43,9","67,5","0,3","38,5","20,7"
18/11/2009 19.00,"5,4","53,3","81,0","0,3","25,2","20,7"
18/11/2009 20.00,"10,0","58,6","88,9","0,3","22,3","20,7"
18/11/2009 21.00,"6,6","47,1","75,6","0,3","39,0","20,7"
18/11/2009 22.00,"2,9","37,5","61,0","0,3","59,9","20,7"
18/11/2009 23.00,"1,6","32,1","53,8","0,2","73,1","20,7"
19/11/2009 0.00,"1,2","29,3","50,1","0,2","78,5","20,7"
19/11/2009 1.00,"0,7","30,8","51,2","0,2","75,7","18,3"
19/11/2009 2.00,"0,8","28,7","48,9","0,2","77,1","18,3"
19/11/2009 3.00,"1,0","27,9","48,0","0,2","77,0","18,3"
19/11/2009 4.00,"0,7","26,4","46,0","0,2","79,8","18,3"
19/11/2009 5.00,"0,7","29,3","49,5","0,2","76,2","18,3"
19/11/2009 6.00,"0,7","26,4","45,5","0,2","78,1","18,3"
19/11/2009 7.00,"0,9","30,3","49,6","0,2","76,9","18,3"
19/11/2009 8.00,"0,9","34,7","54,6","0,2","68,1","18,3"
19/11/2009 9.00,"0,8","43,7","72,3","0,2","64,4","18,3"
19/11/2009 10.00,"0,7","33,9","55,2","0,2","65,8","18,3"
19/11/2009 11.00,"0,5","33,8","54,7","0,2","65,8","18,3"
19/11/2009 12.00,"0,5","33,3","55,3","0,2","65,7","18,3"
19/11/2009 13.00,"0,5","32,0","54,2","0,2","69,4","18,3"
19/11/2009 14.00,"0,6","33,3","56,2","0,2","69,1","18,3"
19/11/2009 15.00,"0,5","31,4","51,8","0,2","71,1","18,3"
19/11/2009 16.00,"0,6","32,6","52,4","0,2","68,8","18,3"
19/11/2009 17.00,"0,7","32,8","53,4","0,2","69,0","18,3"
19/11/2009 18.00,"0,7","33,1","52,8","0,2","69,3","18,3"
19/11/2009 19.00,"1,0","35,1","55,8","0,2","67,5","18,3"
19/11/2009 20.00,"0,7","35,4","56,3","0,2","66,8","18,3"
19/11/2009 21.00,"1,0","38,0","61,3","0,3","61,4","18,3"
19/11/2009 22.00,"0,7","30,0","50,0","0,2","72,7","18,3"
19/11/2009 23.00,"0,8","27,6","47,0","0,2","72,8","18,3"
20/11/2009 0.00,"0,4","27,1","46,1","0,2","73,0","18,3"
20/11/2009 1.00,"0,4","25,3","44,2","0,2","69,3","17,9"
20/11/2009 2.00,"0,2",,,"0,2","69,3","17,9"
20/11/2009 3.00,"0,3","23,8","42,4",,"70,1","17,9"
20/11/2009 4.00,,"22,9","41,2","0,2","68,1","17,9"
20/11/2009 5.00,"0,9","25,1","44,2","0,2",,"17,9"
20/11/2009 6.00,"1,2","26,7","45,7","0,2","57,1","17,9"
20/11/2009 7.00,"1,2","29,4","49,4","0,2","59,8","17,9"
20/11/2009 8.00,"1,3","34,0","56,1","0,2","55,0","17,9"
20/11/2009 9.00,"1,5","35,4","59,4","0,2","53,1","17,9"
20/11/2009 10.00,"1,2","31,5","54,1","0,2","58,7","17,9"
20/11/2009 11.00,"1,0","28,6","50,5","0,2","59,9","17,9"
20/11/2009 12.00,"1,1","20,5","40,3","0,2","59,6","17,9"
20/11/2009 13.00,"1,9","26,2","47,9","0,2","61,3","17,9"
20/11/2009 14.00,"2,1","30,0","54,2","0,2","60,2","17,9"
20/11/2009 15.00,"1,9","29,6","51,9","0,2","59,3","17,9"
20/11/2009 16.00,"1,5","30,7","51,6","0,2","55,6","17,9"
20/11/2009 17.00,"2,0","35,7","57,5","0,3","48,9","17,9"
20/11/2009 18.00,"2,3","40,7","63,8","0,3","44,6","17,9"
20/11/2009 19.00,"2,4","37,7","60,5","0,3","49,3","17,9"
20/11/2009 20.00,"2,7","37,5","60,0","0,3","50,0","17,9"
20/11/2009 21.00,"2,3","38,8","63,2","0,3","49,9","17,9"
20/11/2009 22.00,"2,2","34,4","56,2","0,3","52,4","17,9"
20/11/2009 23.00,"2,2","29,0","50,6","0,2","52,1","17,9"
21/11/2009 0.00,"1,9","28,7","50,4","0,2","47,2","17,9"
21/11/2009 1.00,"1,8","26,7","48,0","0,2","51,3","17,4"
21/11/2009 2.00,"1,5","27,5","49,9","0,2","51,7","17,4"
21/11/2009 3.00,"1,5","26,7","48,5","0,2","57,0","17,4"
21/11/2009 4.00,"1,4","23,9","44,3","0,2","61,5","17,4"
21/11/2009 5.00,"1,1","25,0","45,6","0,2","57,0","17,4"
21/11/2009 6.00,"1,6","24,0","44,4","0,2","58,9","17,4"
21/11/2009 7.00,"1,4","28,6","49,6","0,2","55,3","17,4"
21/11/2009 8.00,"1,7","35,6","58,5","0,2","47,8","17,4"
21/11/2009 9.00,"2,0","36,6","63,8","0,2","47,0","17,4"
21/11/2009 10.00,"1,6","31,4","55,3","0,2","54,0","17,4"
21/11/2009 11.00,"0,9","25,2","46,6","0,2","59,6","17,4"
21/11/2009 12.00,"1,5","25,6","46,7","0,2","61,2","17,4"
21/11/2009 13.00,"1,3","25,5","47,5","0,2","59,6","17,4"
21/11/2009 14.00,"1,4","29,0","52,8","0,2","57,6","17,4"
21/11/2009 15.00,"1,7","25,3","45,4","0,2","59,0","17,4"
21/11/2009 16.00,"1,4","26,7","46,4","0,2","55,3","17,4"
21/11/2009 17.00,"1,4","29,2","49,4","0,2","48,9","17,4"
21/11/2009 18.00,"1,5","34,6","56,7","0,3","43,7","17,4"
21/11/2009 19.00,"1,8","36,4","59,7","0,3","39,7","17,4"
21/11/2009 20.00,"1,9","36,5","60,5","0,3","41,8","17,4"
21/11/2009 21.00,"2,2","36,6","60,5","0,3","43,8","17,4"
21/11/2009 22.00,"2,1","34,5","56,8","0,3","44,5","17,4"
21/11/2009 23.00,"1,7","29,2","50,8","0,2","48,8","17,4"
22/11/2009 0.00,"1,4","30,5","52,3","0,2","46,0","17,4"
22/11/2009 1.00,"1,5","31,1","54,0","0,2","49,8","17,5"
22/11/2009 2.00,"1,5",,,"0,2","55,6","17,5"
22/11/2009 3.00,"1,5","27,4","49,0",,"53,0","17,5"
22/11/2009 4.00,,"27,9","50,3","0,2","51,5","17,5"
22/11/2009 5.00,"1,9","29,8","53,0","0,2",,"17,5"
22/11/2009 6.00,"2,1","30,7","54,4","0,2","42,6","17,5"
22/11/2009 7.00,"2,6","30,7","54,4","0,2","41,7","17,5"
22/11/2009 8.00,"2,8","30,9","54,5","0,2","41,0","17,5"
22/11/2009 9.00,"3,1","30,7","54,6","0,2","44,6","17,5"
22/11/2009 10.00,"4,0","29,1","51,5","0,2","50,7","17,5"
22/11/2009 11.00,"3,3","26,5","48,2","0,2","54,8","17,5"
22/11/2009 12.00,"3,7","28,6","51,0","0,2","58,0","17,5"
22/11/2009 13.00,"3,4","33,3","56,9","0,2","56,6","17,5"
22/11/2009 14.00,"3,5","31,3","54,1","0,2","56,0","17,5"
22/11/2009 15.00,"3,6","33,3","56,8","0,2","55,3","17,5"
22/11/2009 16.00,"3,0","33,3","56,1","0,2","55,9","17,5"
22/11/2009 17.00,"2,7","34,6","56,8","0,2","53,3","17,5"
22/11/2009 18.00,"2,6","36,6","59,7","0,2","53,2","17,5"
22/11/2009 19.00,"2,7","37,9","61,0","0,2","49,9","17,5"
22/11/2009 20.00,"3,1","40,4","64,3","0,2","48,2","17,5"
22/11/2009 21.00,"3,4","41,6","66,5","0,2","48,5","17,5"
22/11/2009 22.00,"3,4","41,6","66,6","0,2","44,9","17,5"
22/11/2009 23.00,"3,8","38,0","62,0","0,2","48,7","17,5"
23/11/2009 0.00,"6,0","41,6","65,7","0,2","41,8","17,5"
23/11/2009 1.00,"7,8","45,4","71,2","0,2","39,8","38,8"
23/11/2009 2.00,"7,4","44,2","69,7","0,2","40,3","38,8"
23/11/2009 3.00,"7,8","41,6","66,3","0,2","42,1","38,8"
23/11/2009 4.00,"7,2","42,7","68,4","0,2","43,3","38,8"
23/11/2009 5.00,"6,3","35,8","59,9","0,2","51,0","38,8"
23/11/2009 6.00,"4,1","30,1","52,1","0,2","58,3","38,8"
23/11/2009 7.00,"4,3","36,7","59,0","0,3","45,7","38,8"
23/11/2009 8.00,"3,8","50,2","79,6","0,3","29,4","38,8"
23/11/2009 9.00,"4,1","49,6","81,8","0,3","32,5","38,8"
23/11/2009 10.00,"4,3","35,1","60,0","0,3","51,4","38,8"
23/11/2009 11.00,"4,3","32,0","54,3","0,3","57,6","38,8"
23/11/2009 12.00,"4,1","31,5","53,4","0,3","60,9","38,8"
23/11/2009 13.00,"3,7","29,3","50,5","0,3","65,9","38,8"
23/11/2009 14.00,"4,4","33,4","55,4","0,3","66,7","38,8"
23/11/2009 15.00,"3,6","27,4","46,3","0,3","66,5","38,8"
23/11/2009 16.00,"3,5","32,0","51,1","0,3","59,5","38,8"
23/11/2009 17.00,"3,3","43,5","65,5","0,4","46,2","38,8"
23/11/2009 18.00,"3,9","51,9","77,0","0,4","40,7","38,8"
23/11/2009 19.00,"4,1","69,2","100,4","0,6","24,0","38,8"
23/11/2009 20.00,"4,6","78,1","122,3","0,6","6,0","38,8"
23/11/2009 21.00,"6,4","79,0","181,8","1,6","4,1","38,8"
23/11/2009 22.00,"7,9","78,6","223,6","1,4","5,7","38,8"
23/11/2009 23.00,"6,2","68,1","169,4","1,0","4,6","38,8"
24/11/2009 0.00,"4,4","59,3","102,5","0,6","21,0","38,8"
24/11/2009 1.00,"4,3","65,5","103,7","0,7","13,5","51,2"
24/11/2009 2.00,"4,3",,,"0,5","6,6","51,2"
24/11/2009 3.00,"4,2","55,1","98,2",,"3,8","51,2"
24/11/2009 4.00,,"51,3","94,0","0,5","4,3","51,2"
24/11/2009 5.00,"2,0","50,4","90,1","0,5",,"51,2"
24/11/2009 6.00,"2,1","48,2","87,4","0,5","3,7","51,2"
24/11/2009 7.00,"2,9","47,7","89,2","0,5","4,2","51,2"
24/11/2009 8.00,"3,0","51,6","109,0","0,6","3,8","51,2"
24/11/2009 9.00,"4,1","72,9","166,6","0,9","5,3","51,2"
24/11/2009 10.00,"4,1","81,9","160,3","0,7","19,1","51,2"
24/11/2009 11.00,"2,7","57,0","90,5","0,3","51,0","51,2"
24/11/2009 12.00,"2,8","57,0","86,0","0,4","45,7","51,2"
24/11/2009 13.00,"2,9","48,7","74,7","0,4","52,7","51,2"
24/11/2009 14.00,"2,5","48,0","73,9","0,4","49,0","51,2"
24/11/2009 15.00,"2,5","47,9","73,0","0,5","48,9","51,2"
24/11/2009 16.00,"2,1","44,9","66,8","0,3","41,9","51,2"
24/11/2009 17.00,"2,8","55,9","81,6","0,4","29,5","51,2"
24/11/2009 18.00,"3,6","72,1","104,2","0,5","13,9","51,2"
24/11/2009 19.00,"3,6","71,5","109,7","0,5","10,2","51,2"
24/11/2009 20.00,"3,7","69,3","111,2","0,6","9,1","51,2"
24/11/2009 21.00,"3,7","72,7","118,2","0,6","9,1","51,2"
24/11/2009 22.00,"3,1","61,1","95,4","0,5","17,9","51,2"
24/11/2009 23.00,"2,9","50,2","79,4","0,4","21,6","51,2"
25/11/2009 0.00,"2,6","43,1","69,5","0,3","26,9","51,2"
25/11/2009 1.00,"2,5","39,8","66,1","0,3","27,9","24,0"
25/11/2009 2.00,"2,7","35,1","58,9","0,3","32,6","24,0"
25/11/2009 3.00,"2,4","31,9","53,5","0,2","39,2","24,0"
25/11/2009 4.00,"2,5","29,4","50,7","0,2","38,4","24,0"
25/11/2009 5.00,"2,7","33,6","55,1","0,2","36,0","24,0"
25/11/2009 6.00,"2,6","31,3","52,6","0,2","35,9","24,0"
25/11/2009 7.00,"2,6","35,4","57,6","0,2","34,7","24,0"
25/11/2009 8.00,"2,5","38,5","63,1","0,2","33,8","24,0"
25/11/2009 9.00,"2,8","41,7","71,5","0,3","33,9","24,0"
25/11/2009 10.00,"3,1","37,2","64,6","0,3","43,4","24,0"
25/11/2009 11.00,"3,1","33,3","56,8","0,2","55,7","24,0"
25/11/2009 12.00,"3,2","31,0","53,1","0,2","62,8","24,0"
25/11/2009 13.00,"4,1","30,2","51,7","0,2","66,6","24,0"
25/11/2009 14.00,"4,6","33,8","55,4","0,2","67,6","24,0"
25/11/2009 15.00,"3,2","30,6","50,3","0,2","70,4","24,0"
25/11/2009 16.00,"3,5","37,8","57,8","0,2","59,6","24,0"
25/11/2009 17.00,"3,6","51,9","74,9","0,3","38,4","24,0"
25/11/2009 18.00,"3,5","64,4","92,2","0,4","23,4","24,0"
25/11/2009 19.00,"3,7","76,3","116,0","0,5","9,4","24,0"
25/11/2009 20.00,"4,2","82,0","145,2","0,7","2,9","24,0"
25/11/2009 21.00,"3,8","76,4","137,9","0,9","4,0","24,0"
25/11/2009 22.00,"3,0","64,4","104,1","0,5","20,4","24,0"
25/11/2009 23.00,"2,7","58,5","93,7","0,5","19,1","24,0"
26/11/2009 0.00,"2,5","58,5","95,7","0,5","12,9","24,0"
26/11/2009 1.00,"2,4","54,3","89,6","0,5","13,8","25,8"
26/11/2009 2.00,"2,6",,,"0,5","10,3","25,8"
26/11/2009 3.00,"2,5","53,4","89,4",,"10,6","25,8"
26/11/2009 4.00,,"58,6","95,8","0,4","6,5","25,8"
26/11/2009 5.00,"3,3","47,3","81,8","0,3",,"25,8"
26/11/2009 6.00,"3,2","45,9","78,8","0,3","16,7","25,8"
26/11/2009 7.00,"3,3","48,2","82,4","0,3","13,0","25,8"
26/11/2009 8.00,"3,3","50,4","94,7","0,3","8,9","25,8"
26/11/2009 9.00,"4,1","68,7","135,2","0,4","9,2","25,8"
26/11/2009 10.00,"4,0","62,2","106,8","0,4","28,7","25,8"
26/11/2009 11.00,"3,5","50,1","77,1","0,3","65,2","25,8"
