,,,Provincia di Lecce,,,
,,,Galatina,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,
10/04/2009 1.00,"8,2","49,5","69,9","0,3","29,0","22,9"
10/04/2009 2.00,"8,6",,,"0,3","28,9","22,9"
10/04/2009 3.00,"9,1","42,2","62,9",,"34,4","22,9"
10/04/2009 4.00,"7,5","49,4","68,7","0,3","24,0","22,9"
10/04/2009 5.00,"23,6","49,9","71,6","0,3",,"22,9"
10/04/2009 6.00,"10,6","39,6","56,8","0,3","47,4","22,9"
10/04/2009 7.00,"13,6","42,4","55,1","0,3","72,2","22,9"
10/04/2009 8.00,"16,7","40,1","48,0","0,3","94,0","22,9"
10/04/2009 9.00,"14,9","49,3","59,4","0,3","81,3","22,9"
10/04/2009 10.00,"15,5","47,5","59,6","0,4","85,1","22,9"
10/04/2009 11.00,"18,1","46,2","56,5","0,2","105,9","22,9"
10/04/2009 12.00,"19,6","44,2","54,1","0,2","118,5","22,9"
10/04/2009 13.00,"21,6","32,0","37,8","0,2","133,1","22,9"
10/04/2009 14.00,"20,5","23,1","27,1","0,2","124,8","22,9"
10/04/2009 15.00,"20,8","18,5","21,5","0,2","126,6","22,9"
10/04/2009 16.00,"20,6","20,0","23,4","0,2","125,2","22,9"
10/04/2009 17.00,"18,9","34,8","40,0","0,3","112,2","22,9"
10/04/2009 18.00,"17,3","44,7","51,1","0,3","98,2","22,9"
10/04/2009 19.00,"17,3","43,3","49,9","0,3","98,8","22,9"
10/04/2009 20.00,"15,1","47,8","54,7","0,3","81,7","22,9"
10/04/2009 21.00,"13,3","48,5","57,0","0,3","67,9","22,9"
10/04/2009 22.00,"14,3","43,3","51,7","0,3","75,6","22,9"
10/04/2009 23.00,"11,9","53,4","64,0","0,4","58,1","22,9"
11/04/2009 0.00,"16,0","33,7","42,0","0,2","89,3","22,9"
11/04/2009 1.00,"16,6","28,5","35,2","0,2","94,7","16,8"
11/04/2009 2.00,"17,7","31,2","38,0","0,2","102,1","16,8"
11/04/2009 3.00,"17,7","31,8","38,5","0,2","101,8","16,8"
11/04/2009 4.00,"16,1","31,7","39,9","0,2","90,6","16,8"
11/04/2009 5.00,"15,8","35,0","44,4","0,2","86,1","16,8"
11/04/2009 6.00,"14,2","34,1","43,4","0,3","75,8","16,8"
11/04/2009 7.00,"10,9","56,5","72,2","0,4","49,7","16,8"
11/04/2009 8.00,"13,8","49,5","65,6","0,2","72,4","16,8"
11/04/2009 9.00,"15,1","45,6","57,0","0,2","81,8","16,8"
11/04/2009 10.00,"15,3","47,0","58,0","0,2","84,5","16,8"
11/04/2009 11.00,"18,1","42,4","50,2","0,2","105,5","16,8"
11/04/2009 12.00,"19,7","40,0","45,6","0,2","119,0","16,8"
11/04/2009 13.00,"20,7","36,5","41,7","0,2","125,0","16,8"
11/04/2009 14.00,"21,0","35,9","39,8","0,2","127,4","16,8"
11/04/2009 15.00,"20,9","36,2","40,3","0,2","127,0","16,8"
11/04/2009 16.00,"21,2","34,6","38,7","0,2","129,9","16,8"
11/04/2009 17.00,"20,6","38,9","43,5","0,2","125,1","16,8"
11/04/2009 18.00,"20,0","40,5","45,1","0,2","120,8","16,8"
11/04/2009 19.00,"18,6","34,1","38,5","0,2","109,9","16,8"
11/04/2009 20.00,"15,1","49,0","54,5","0,3","83,8","16,8"
11/04/2009 21.00,"11,5","69,4","78,7","0,4","56,1","16,8"
11/04/2009 22.00,"10,1","71,6","86,7","0,4","43,9","16,8"
11/04/2009 23.00,"11,0","60,4","74,3","0,3","50,1","16,8"
12/04/2009 0.00,"11,2","61,1","74,9","0,3","51,7","16,8"
12/04/2009 1.00,"12,0","53,5","67,2","0,3","58,1","13,6"
12/04/2009 2.00,"11,5",,,"0,3","51,5","13,6"
12/04/2009 3.00,"11,1","50,9","66,3",,"50,2","13,6"
12/04/2009 4.00,"11,0","45,9","60,8","0,2","50,7","13,6"
12/04/2009 5.00,"25,4","43,0","56,7","0,2",,"13,6"
12/04/2009 6.00,"12,4","42,4","56,0","0,2","61,2","13,6"
12/04/2009 7.00,"13,0","42,9","55,1","0,2","67,3","13,6"
12/04/2009 8.00,"13,5","43,7","55,6","0,2","70,4","13,6"
12/04/2009 9.00,"15,7","43,5","52,8","0,2","88,0","13,6"
12/04/2009 10.00,"16,9","42,8","50,0","0,2","97,3","13,6"
12/04/2009 11.00,"18,4","31,0","34,5","0,2","108,2","13,6"
12/04/2009 12.00,"18,4","28,5","31,5","0,2","109,1","13,6"
12/04/2009 13.00,"18,8","24,2","27,0","0,2","110,7","13,6"
12/04/2009 14.00,"19,0","24,8","27,4","0,2","111,5","13,6"
12/04/2009 15.00,"18,3","28,8","31,7","0,2","107,6","13,6"
12/04/2009 16.00,"18,1","27,7","30,7","0,2","106,1","13,6"
12/04/2009 17.00,"17,2","32,7","36,4","0,2","98,6","13,6"
12/04/2009 18.00,"16,8","33,6","38,1","0,2","95,2","13,6"
12/04/2009 19.00,"11,0","82,0","103,2","0,2","51,1","13,6"
12/04/2009 20.00,"16,0","47,7","55,0","0,2","87,7","13,6"
12/04/2009 21.00,"16,9","41,5","47,0","0,2","97,2","13,6"
12/04/2009 22.00,"17,5","37,1","41,0","0,2","101,0","13,6"
12/04/2009 23.00,"18,2","26,7","29,4","0,2","106,0","13,6"
13/04/2009 0.00,"18,1","25,5","28,2","0,2","106,2","13,6"
13/04/2009 1.00,"18,6","24,9","27,6","0,2","108,9","4,1"
13/04/2009 2.00,"18,5","19,2","21,9","0,2","108,0","4,1"
13/04/2009 3.00,"17,3","27,6","30,8","0,1","98,7","4,1"
13/04/2009 4.00,"15,3","35,0","40,4","0,2","83,9","4,1"
13/04/2009 5.00,"15,8","37,4","42,5","0,2","87,2","4,1"
13/04/2009 6.00,"17,9","23,7","27,0","0,2","103,9","4,1"
13/04/2009 7.00,"17,0","31,8","35,6","0,2","96,6","4,1"
13/04/2009 8.00,"17,1","28,0","31,5","0,2","97,7","4,1"
13/04/2009 9.00,"17,1","28,6","32,1","0,2","98,0","4,1"
13/04/2009 10.00,"18,1","20,6","23,7","0,2","105,5","4,1"
13/04/2009 11.00,"17,9","22,0","25,1","0,1","104,5","4,1"
13/04/2009 12.00,"17,0","27,8","31,4","0,2","97,3","4,1"
13/04/2009 13.00,"17,6","24,5","27,6","0,2","101,2","4,1"
13/04/2009 14.00,"17,9","24,5","27,6","0,2","103,1","4,1"
13/04/2009 15.00,"18,0","22,6","25,6","0,2","104,3","4,1"
13/04/2009 16.00,"17,8","22,0","25,2","0,2","102,0","4,1"
13/04/2009 17.00,"17,8","22,4","25,4","0,2","103,1","4,1"
13/04/2009 18.00,"16,8","27,4","30,8","0,2","95,0","4,1"
13/04/2009 19.00,"17,2","25,1","28,5","0,2","98,5","4,1"
13/04/2009 20.00,"16,3","30,8","35,4","0,2","91,5","4,1"
13/04/2009 21.00,"16,9","27,2","31,3","0,2","96,4","4,1"
13/04/2009 22.00,"16,4","28,1","33,1","0,2","92,9","4,1"
13/04/2009 23.00,"14,1","35,8","44,4","0,2","76,3","4,1"
14/04/2009 0.00,"12,9","39,7","51,5","0,2","64,5","4,1"
14/04/2009 1.00,"12,2","39,5","54,3","0,2","60,1","6,3"
14/04/2009 2.00,"12,3",,,"0,2","56,9","6,3"
14/04/2009 3.00,"11,6","40,7","57,3",,"53,1","6,3"
14/04/2009 4.00,"12,5","39,3","54,8","0,2","61,8","6,3"
14/04/2009 5.00,"25,8","47,2","61,9","0,2",,"6,3"
14/04/2009 6.00,"10,9","49,8","65,6","0,2","49,5","6,3"
14/04/2009 7.00,"12,6","42,5","55,6","0,2","62,8","6,3"
14/04/2009 8.00,"16,0","35,1","42,4","0,2","88,3","6,3"
14/04/2009 9.00,"16,9","31,0","36,6","0,2","95,4","6,3"
14/04/2009 10.00,"15,9","29,6","35,8","0,2","88,6","6,3"
14/04/2009 11.00,"15,9","32,5","39,7","0,2","88,7","6,3"
14/04/2009 12.00,"16,7","29,1","35,2","0,2","95,2","6,3"
14/04/2009 13.00,"17,1","25,6","30,6","0,2","97,5","6,3"
14/04/2009 14.00,"18,1","24,9","28,8","0,2","105,3","6,3"
14/04/2009 15.00,"18,5","24,3","28,4","0,2","107,8","6,3"
14/04/2009 16.00,"18,7","23,8","28,1","0,2","111,3","6,3"
14/04/2009 17.00,"18,5","25,6","29,8","0,2","109,3","6,3"
14/04/2009 18.00,"17,5","29,4","33,8","0,2","101,2","6,3"
14/04/2009 19.00,"15,6","41,6","46,8","0,3","85,1","6,3"
14/04/2009 20.00,"15,2","43,7","50,7","0,3","83,6","6,3"
14/04/2009 21.00,"15,3","44,6","52,2","0,3","84,1","6,3"
14/04/2009 22.00,"15,9","39,5","47,7","0,2","89,4","6,3"
14/04/2009 23.00,"13,6","39,9","50,6","0,2","70,5","6,3"
15/04/2009 0.00,"12,3","40,8","54,1","0,3","59,9","6,3"
15/04/2009 1.00,"12,8","36,7","50,9","0,2","63,7","15,6"
15/04/2009 2.00,"14,2","31,2","42,7","0,2","74,1","15,6"
15/04/2009 3.00,"13,8","30,2","40,9","0,2","71,2","15,6"
15/04/2009 4.00,"12,4","31,7","42,0","0,2","61,3","15,6"
15/04/2009 5.00,"10,9","37,0","50,6","0,2","48,4","15,6"
15/04/2009 6.00,"10,1","41,1","56,2","0,3","43,5","15,6"
15/04/2009 7.00,"8,5","58,2","83,2","0,3","30,5","15,6"
15/04/2009 8.00,"13,1","56,5","82,5","0,3","66,2","15,6"
15/04/2009 9.00,"15,9","37,5","49,4","0,3","87,7","15,6"
15/04/2009 10.00,"16,6","40,3","50,7","0,3","94,7","15,6"
15/04/2009 11.00,"16,9","39,3","49,4","0,3","96,9","15,6"
15/04/2009 12.00,"18,4","34,4","41,1","0,2","108,1","15,6"
15/04/2009 13.00,"19,1","28,8","34,0","0,2","113,7","15,6"
15/04/2009 14.00,"18,9","29,2","34,2","0,2","111,6","15,6"
15/04/2009 15.00,"18,7","27,9","33,4","0,2","110,6","15,6"
15/04/2009 16.00,"18,2","27,2","32,0","0,2","106,2","15,6"
15/04/2009 17.00,"17,4","33,7","39,6","0,2","99,6","15,6"
15/04/2009 18.00,"17,1","31,8","36,9","0,2","98,1","15,6"
15/04/2009 19.00,"14,9","40,4","47,3","0,3","81,6","15,6"
15/04/2009 20.00,"13,5","47,6","57,0","0,3","70,0","15,6"
15/04/2009 21.00,"13,7","47,7","58,9","0,3","71,2","15,6"
15/04/2009 22.00,"11,7","48,9","62,1","0,3","55,0","15,6"
15/04/2009 23.00,"9,3","53,7","70,7","0,3","37,8","15,6"
16/04/2009 0.00,"9,7","50,4","69,0","0,3","40,3","15,6"
16/04/2009 1.00,"7,8","51,0","73,3","0,3","25,7","18,7"
16/04/2009 2.00,"7,6",,,"0,3","21,5","18,7"
16/04/2009 3.00,"7,9","41,8","64,7",,"25,0","18,7"
16/04/2009 4.00,"7,2","41,6","64,9","0,3","21,5","18,7"
16/04/2009 5.00,"23,3","40,8","64,4","0,3",,"18,7"
16/04/2009 6.00,"6,6","41,2","69,7","0,3","16,2","18,7"
16/04/2009 7.00,"6,7","59,6","112,7","0,3","17,9","18,7"
16/04/2009 8.00,"10,2","72,6","111,9","0,5","44,7","18,7"
16/04/2009 9.00,"14,1","71,3","97,2","0,4","75,3","18,7"
16/04/2009 10.00,"17,8","37,2","47,0","0,2","102,8","18,7"
16/04/2009 11.00,"18,3","40,7","49,3","0,3","107,6","18,7"
16/04/2009 12.00,"19,0","43,9","52,6","0,3","113,3","18,7"
16/04/2009 13.00,"19,8","43,1","52,1","0,2","118,1","18,7"
16/04/2009 14.00,"19,9","35,8","43,5","0,2","119,0","18,7"
16/04/2009 15.00,"20,4","24,4","29,3","0,2","123,1","18,7"
16/04/2009 16.00,"20,2","26,2","31,0","0,2","122,2","18,7"
16/04/2009 17.00,"19,5","29,6","33,7","0,2","116,8","18,7"
16/04/2009 18.00,"18,3","33,7","38,8","0,2","107,2","18,7"
16/04/2009 19.00,"17,2","35,3","41,2","0,3","98,2","18,7"
16/04/2009 20.00,"15,0","42,7","50,7","0,4","80,9","18,7"
16/04/2009 21.00,"15,3","38,2","46,6","0,3","83,5","18,7"
16/04/2009 22.00,"15,1","41,2","50,8","0,2","82,6","18,7"
16/04/2009 23.00,"15,7","40,3","50,3","0,2","86,3","18,7"
17/04/2009 0.00,"15,5","41,8","52,9","0,2","85,7","18,7"
17/04/2009 1.00,"14,2","44,7","56,7","0,2","75,2","21,8"
17/04/2009 2.00,"12,5","45,0","58,7","0,2","62,4","21,8"
17/04/2009 3.00,"12,6","42,6","56,6","0,2","62,5","21,8"
17/04/2009 4.00,"11,8","42,6","56,8","0,2","57,6","21,8"
17/04/2009 5.00,"11,2","46,0","60,9","0,2","52,0","21,8"
17/04/2009 6.00,"11,1","48,6","64,2","0,2","51,1","21,8"
17/04/2009 7.00,"10,7","59,8","78,9","0,2","48,2","21,8"
17/04/2009 8.00,"17,1","36,6","46,2","0,2","98,4","21,8"
17/04/2009 9.00,"18,5","27,8","32,6","0,2","109,2","21,8"
17/04/2009 10.00,"19,7","28,6","33,1","0,2","118,0","21,8"
17/04/2009 11.00,"21,2","25,3","30,4","0,2","128,3","21,8"
17/04/2009 12.00,"21,9","26,8","32,2","0,2","135,1","21,8"
17/04/2009 13.00,"18,6","49,9","61,0","0,3","109,3","21,8"
17/04/2009 14.00,"17,5","39,4","44,8","0,2","101,8","21,8"
17/04/2009 15.00,"18,5","28,6","32,2","0,2","109,0","21,8"
17/04/2009 16.00,"19,3","24,9","28,4","0,2","115,8","21,8"
17/04/2009 17.00,"18,8","23,2","26,6","0,2","111,2","21,8"
17/04/2009 18.00,"18,0","23,1","27,3","0,2","104,7","21,8"
17/04/2009 19.00,"15,5","30,3","37,1","0,2","85,6","21,8"
17/04/2009 20.00,"13,4","39,3","49,9","0,3","69,6","21,8"
17/04/2009 21.00,"12,1","41,3","55,0","0,3","60,3","21,8"
17/04/2009 22.00,"14,0","37,9","51,5","0,2","73,4","21,8"
17/04/2009 23.00,"14,5","37,2","50,9","0,2","78,1","21,8"
18/04/2009 0.00,"15,5","35,6","47,0","0,2","85,2","21,8"
18/04/2009 1.00,"14,7","35,8","48,2","0,2","78,5","21,2"
18/04/2009 2.00,"14,3",,,"0,2","73,2","21,2"
18/04/2009 3.00,"14,8","40,3","54,1",,"77,7","21,2"
18/04/2009 4.00,"15,0","29,8","38,2","0,2","82,5","21,2"
18/04/2009 5.00,"27,1","31,8","42,6","0,2",,"21,2"
18/04/2009 6.00,"14,7","33,8","43,8","0,2","79,7","21,2"
18/04/2009 7.00,"15,5","41,0","51,2","0,2","84,8","21,2"
18/04/2009 8.00,"15,3","46,2","58,6","0,3","83,9","21,2"
18/04/2009 9.00,"16,9","38,7","46,6","0,2","96,1","21,2"
18/04/2009 10.00,"17,6","38,8","45,8","0,2","102,5","21,2"
18/04/2009 11.00,"18,3","34,7","41,5","0,2","107,3","21,2"
18/04/2009 12.00,"21,0","22,7","27,2","0,2","126,5","21,2"
18/04/2009 13.00,"19,8","28,5","33,5","0,2","118,8","21,2"
18/04/2009 14.00,"20,1","27,1","31,7","0,2","120,9","21,2"
18/04/2009 15.00,"20,4","29,0","34,1","0,2","123,0","21,2"
18/04/2009 16.00,"20,0","32,4","38,2","0,2","120,2","21,2"
18/04/2009 17.00,"19,6","27,6","32,7","0,2","117,4","21,2"
18/04/2009 18.00,"17,7","30,3","36,2","0,2","102,5","21,2"
18/04/2009 19.00,"16,3","32,2","39,0","0,3","91,5","21,2"
18/04/2009 20.00,"16,2","33,7","41,2","0,2","89,9","21,2"
18/04/2009 21.00,"13,5","40,5","50,4","0,2","69,5","21,2"
18/04/2009 22.00,"12,9","39,5","50,4","0,2","64,8","21,2"
18/04/2009 23.00,"13,0","39,3","50,9","0,2","65,1","21,2"
19/04/2009 0.00,"13,9","33,5","43,4","0,2","72,6","21,2"
19/04/2009 1.00,"14,6","32,6","41,8","0,2","78,4","13,1"
19/04/2009 2.00,"14,7","32,4","40,7","0,2","79,3","13,1"
19/04/2009 3.00,"14,8","31,9","40,7","0,2","79,1","13,1"
19/04/2009 4.00,"15,3","30,0","38,5","0,2","84,2","13,1"
19/04/2009 5.00,"13,4","31,6","43,2","0,2","70,3","13,1"
19/04/2009 6.00,"13,6","35,5","49,6","0,2","71,3","13,1"
19/04/2009 7.00,"13,9","38,6","53,5","0,2","72,5","13,1"
19/04/2009 8.00,"14,4","38,6","53,2","0,2","76,3","13,1"
19/04/2009 9.00,"16,1","39,7","51,5","0,2","88,7","13,1"
19/04/2009 10.00,"17,1","30,2","36,3","0,2","97,2","13,1"
19/04/2009 11.00,"18,4","28,0","33,1","0,2","108,7","13,1"
19/04/2009 12.00,"18,6","29,4","34,0","0,1","108,9","13,1"
19/04/2009 13.00,"17,7","31,4","36,3","0,2","103,1","13,1"
19/04/2009 14.00,"18,8","22,3","26,0","0,1","111,1","13,1"
19/04/2009 15.00,"19,3","23,0","26,5","0,1","115,6","13,1"
19/04/2009 16.00,"19,2","22,5","25,9","0,1","113,9","13,1"
19/04/2009 17.00,"19,0","24,5","27,7","0,1","113,4","13,1"
19/04/2009 18.00,"17,9","29,9","33,6","0,2","104,4","13,1"
19/04/2009 19.00,"17,9","29,9","33,6","0,1","104,2","13,1"
19/04/2009 20.00,"18,1","30,4","33,9","0,2","105,9","13,1"
19/04/2009 21.00,"17,7","32,0","35,9","0,1","103,7","13,1"
19/04/2009 22.00,"17,7","35,3","39,8","0,2","103,0","13,1"
19/04/2009 23.00,"18,6","36,2","40,2","0,1","108,6","13,1"
20/04/2009 0.00,"18,2","30,3","34,6","0,1","106,6","13,1"
20/04/2009 1.00,"17,1","28,2","34,1","0,1","97,8","16,1"
20/04/2009 2.00,"17,5",,,"0,1","97,3","16,1"
20/04/2009 3.00,"16,1","39,7","48,7",,"88,1","16,1"
20/04/2009 4.00,"15,0","38,8","49,6","0,1","82,0","16,1"
20/04/2009 5.00,"27,0","41,1","51,9","0,1",,"16,1"
20/04/2009 6.00,"13,4","47,4","58,9","0,2","69,9","16,1"
20/04/2009 7.00,"12,6","55,0","68,2","0,2","63,3","16,1"
20/04/2009 8.00,"13,2","52,1","68,9","0,3","68,3","16,1"
20/04/2009 9.00,"13,9","51,1","66,4","0,2","73,0","16,1"
20/04/2009 10.00,"17,1","45,6","56,8","0,2","98,5","16,1"
20/04/2009 11.00,"19,3","35,5","41,5","0,2","116,0","16,1"
20/04/2009 12.00,"20,1","28,4","32,8","0,1","122,4","16,1"
20/04/2009 13.00,"20,2","26,9","31,3","0,2","122,4","16,1"
20/04/2009 14.00,"20,3","23,6","27,0","0,2","122,7","16,1"
20/04/2009 15.00,"19,5","19,4","22,5","0,1","117,3","16,1"
20/04/2009 16.00,"19,3","20,5","23,9","0,1","115,6","16,1"
20/04/2009 17.00,"19,2","23,4","27,1","0,2","114,7","16,1"
20/04/2009 18.00,"18,3","35,8","40,2","0,2","106,3","16,1"
20/04/2009 19.00,"18,3","35,3","40,0","0,2","106,9","16,1"
20/04/2009 20.00,"18,2","38,3","43,2","0,2","105,6","16,1"
20/04/2009 21.00,"17,8","34,6","38,3","0,2","102,2","16,1"
20/04/2009 22.00,"17,3","34,3","38,7","0,2","99,7","16,1"
20/04/2009 23.00,"17,7","32,2","36,7","0,2","101,3","16,1"
21/04/2009 0.00,"17,3","29,6","34,3","0,2","99,3","16,1"
21/04/2009 1.00,"16,8","30,0","35,1","0,2","96,0","5,8"
21/04/2009 2.00,"16,6","26,0","31,3","0,2","94,9","5,8"
21/04/2009 3.00,"15,9","27,1","34,7","0,2","89,7","5,8"
21/04/2009 4.00,"15,5","30,3","41,3","0,2","84,2","5,8"
21/04/2009 5.00,"16,2","26,7","36,2","0,1","89,6","5,8"
21/04/2009 6.00,"14,1","59,4","110,3","0,3","72,6","5,8"
21/04/2009 7.00,"13,4","49,5","69,7","0,2","68,9","5,8"
21/04/2009 8.00,"14,1","39,9","56,2","0,2","74,0","5,8"
21/04/2009 9.00,"14,9","29,8","38,3","0,1","81,4","5,8"
21/04/2009 10.00,"16,8","27,2","31,4","0,1","94,7","5,8"
21/04/2009 11.00,"16,9","27,8","32,0","0,1","96,4","5,8"
21/04/2009 12.00,"16,2","28,4","33,2","0,2","92,3","5,8"
21/04/2009 13.00,"16,0","30,9","37,2","0,2","89,7","5,8"
21/04/2009 14.00,"16,4","28,6","33,3","0,2","93,1","5,8"
21/04/2009 15.00,"16,6","28,5","32,6","0,1","93,9","5,8"
21/04/2009 16.00,"3,7","14,7","18,5","0,1","92,5","5,8"
21/04/2009 17.00,,"22,6","26,8","0,2","86,4","5,8"
21/04/2009 18.00,,"24,9","30,2","0,2","82,7","5,8"
21/04/2009 19.00,,"25,9","32,6","0,2","77,1","5,8"
21/04/2009 20.00,,"32,2","45,2","0,7","71,8","5,8"
21/04/2009 21.00,,"47,6","64,8","0,3","53,3","5,8"
21/04/2009 22.00,,"35,3","48,6","0,2","66,1","5,8"
21/04/2009 23.00,,"36,5","48,1","0,2","67,4","5,8"
22/04/2009 0.00,,"39,9","50,6","0,1","74,1","5,8"
22/04/2009 1.00,,"35,4","44,8","0,1","79,5","11,8"
22/04/2009 2.00,,,,"0,1","67,1","11,8"
22/04/2009 3.00,,"37,1","47,0",,"87,2","11,8"
22/04/2009 4.00,,"33,6","42,2","0,1","88,8","11,8"
22/04/2009 5.00,,"34,6","43,9","0,1",,"11,8"
22/04/2009 6.00,,"41,1","52,4","0,2","67,7","11,8"
22/04/2009 7.00,,"62,9","80,7","0,3","44,4","11,8"
22/04/2009 8.00,,"76,9","104,6","0,4","39,7","11,8"
22/04/2009 9.00,,"67,0","89,2","0,5","56,6","11,8"
22/04/2009 10.00,,"43,0","56,6","0,3","83,6","11,8"
22/04/2009 11.00,,"38,3","49,5","0,3","87,3","11,8"
22/04/2009 12.00,,"31,3","39,2","0,2","108,6","11,8"
22/04/2009 13.00,,"37,5","46,4","0,2","110,6","11,8"
22/04/2009 14.00,,"35,8","43,0","0,3","111,2","11,8"
22/04/2009 15.00,,"36,5","43,3","0,2","106,8","11,8"
22/04/2009 16.00,,"36,9","44,2","0,2","104,8","11,8"
22/04/2009 17.00,,"42,1","49,7","0,2","97,4","11,8"
22/04/2009 18.00,,"35,8","43,0","0,2","103,9","11,8"
22/04/2009 19.00,,"30,4","35,3","0,2","95,1","11,8"
22/04/2009 20.00,,"47,7","58,7","0,3","68,4","11,8"
22/04/2009 21.00,,"50,9","63,5","0,3","47,9","11,8"
22/04/2009 22.00,,"47,0","62,1","0,3","41,8","11,8"
22/04/2009 23.00,,"39,8","56,4","0,3","41,5","11,8"
23/04/2009 0.00,,"38,3","56,3","0,3","28,6","11,8"
23/04/2009 1.00,,"36,1","56,7","0,3","27,4","10,4"
23/04/2009 2.00,,"34,6","55,6","0,3","24,6","10,4"
23/04/2009 3.00,,"34,0","55,4","0,3","24,5","10,4"
23/04/2009 4.00,,"33,7","53,6","0,3","31,0","10,4"
23/04/2009 5.00,,"35,0","53,2","0,2","40,3","10,4"
23/04/2009 6.00,,"40,6","59,0","0,2","41,4","10,4"
23/04/2009 7.00,,"48,6","67,2","0,2","43,1","10,4"
23/04/2009 8.00,,"55,2","79,0","0,3","57,7","10,4"
23/04/2009 9.00,,"31,8","39,1","0,2","74,8","10,4"
23/04/2009 10.00,,"36,8","46,2","0,2","70,6","10,4"
23/04/2009 11.00,,"50,1","66,4","0,2","63,2","10,4"
23/04/2009 12.00,,"36,0","46,8","0,2","85,4","10,4"
23/04/2009 13.00,,"35,1","45,6","0,2","85,1","10,4"
23/04/2009 14.00,,"31,2","39,0","0,2","89,3","10,4"
23/04/2009 15.00,,"28,4","35,7","0,1","90,6","10,4"
23/04/2009 16.00,,"29,9","38,8","0,3","84,3","10,4"
23/04/2009 17.00,,"31,8","41,3","0,2","86,7","10,4"
23/04/2009 18.00,,"36,0","46,8","0,2","80,4","10,4"
23/04/2009 19.00,,"35,5","46,0","0,2","77,8","10,4"
23/04/2009 20.00,,"38,9","51,8","0,3","73,2","10,4"
23/04/2009 21.00,,"34,4","45,6","0,2","75,1","10,4"
23/04/2009 22.00,,"34,8","46,4","0,2","74,1","10,4"
23/04/2009 23.00,,"34,6","45,0","0,1","77,4","10,4"
24/04/2009 0.00,,"32,4","41,7","0,1","81,9","10,4"
24/04/2009 1.00,,"32,3","41,1","0,1","81,9","2,3"
24/04/2009 2.00,,,,"0,1","83,0","2,3"
24/04/2009 3.00,,"32,3","42,1",,"79,0","2,3"
24/04/2009 4.00,,"34,5","44,5","0,2","77,6","2,3"
24/04/2009 5.00,,"31,1","40,0","0,2",,"2,3"
24/04/2009 6.00,,"35,9","47,4","0,2","60,8","2,3"
24/04/2009 7.00,,"43,0","59,1","0,2","52,3","2,3"
24/04/2009 8.00,,"37,6","53,2","0,2","71,4","2,3"
24/04/2009 9.00,,"36,3","47,1","0,2","76,8","2,3"
24/04/2009 10.00,,"33,8","42,2","0,2","83,2","2,3"
24/04/2009 11.00,,"37,3","45,3","0,2","85,8","2,3"
24/04/2009 12.00,,"29,3","35,6","0,2","90,4","2,3"
24/04/2009 13.00,,"21,9","26,8","0,2","95,5","2,3"
24/04/2009 14.00,,"29,8","35,7","0,2","90,2","2,3"
24/04/2009 15.00,,"28,5","34,4","0,2","91,0","2,3"
24/04/2009 16.00,,"32,6","40,5","0,2","88,2","2,3"
24/04/2009 17.00,,"30,3","37,5","0,2","89,0","2,3"
24/04/2009 18.00,,"30,3","38,4","0,2","83,5","2,3"
24/04/2009 19.00,,"28,3","39,2","0,2","76,6","2,3"
24/04/2009 20.00,,"38,9","53,3","0,3","53,7","2,3"
24/04/2009 21.00,,"47,6","66,9","0,3","32,3","2,3"
24/04/2009 22.00,,"38,1","55,6","0,3","49,4","2,3"
24/04/2009 23.00,,"34,6","52,3","0,2","40,4","2,3"
25/04/2009 0.00,,"39,2","59,3","0,4","29,7","2,3"
25/04/2009 1.00,,"44,2","69,5","0,3","21,5","10,9"
25/04/2009 2.00,,"35,7","56,9","0,2","30,0","10,9"
25/04/2009 3.00,,"32,1","52,6","0,2","31,3","10,9"
25/04/2009 4.00,,"31,5","53,4","0,2","20,6","10,9"
25/04/2009 5.00,,"31,5","54,0","0,2","19,2","10,9"
25/04/2009 6.00,,"31,0","52,6","0,2","25,0","10,9"
25/04/2009 7.00,,"30,5","48,8","0,2","38,2","10,9"
25/04/2009 8.00,,"40,4","57,7","0,3","42,1","10,9"
25/04/2009 9.00,,"46,5","59,1","0,2","77,2","10,9"
25/04/2009 10.00,,"31,9","41,0","0,2","88,6","10,9"
25/04/2009 11.00,,"33,1","42,1","0,2","94,6","10,9"
25/04/2009 12.00,,"31,9","40,0","0,2","94,6","10,9"
25/04/2009 13.00,,"33,7","41,7","0,2","98,3","10,9"
25/04/2009 14.00,,"27,1","34,0","0,2","103,4","10,9"
25/04/2009 15.00,,"21,1","26,5","0,2","100,1","10,9"
25/04/2009 16.00,,"23,6","29,8","0,2","97,6","10,9"
25/04/2009 17.00,,"31,6","40,1","0,2","96,0","10,9"
25/04/2009 18.00,,"33,1","41,5","0,2","93,9","10,9"
25/04/2009 19.00,,"33,5","42,9","0,2","86,4","10,9"
25/04/2009 20.00,,"36,5","47,4","0,2","80,1","10,9"
25/04/2009 21.00,,"41,0","54,7","0,2","58,2","10,9"
25/04/2009 22.00,,"50,4","72,3","0,3","39,6","10,9"
25/04/2009 23.00,,"49,5","71,8","0,3","28,5","10,9"
26/04/2009 0.00,,"45,6","69,0","0,3","36,5","10,9"
26/04/2009 1.00,,"41,8","64,2","0,3","29,7","9,6"
26/04/2009 2.00,,,,"0,3","15,5","9,6"
