Stat,BR-Via Crati-Rione_PERRINO,,,,,,  ,
,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
15/04/2014 23.00,"2,6","5,5","7,9","0,4",,,,
16/04/2014 0.00,"3,1","4,7","7,1","0,4","6,3",,,
16/04/2014 1.00,,"4,1","6,4","0,4",,,,
16/04/2014 2.00,"2,6",,,"0,4","5,6",,,
16/04/2014 3.00,"3,0","7,4","9,7","0,4",,,,
16/04/2014 4.00,"2,6","6,8","9,2","0,4","3,4",,,
16/04/2014 5.00,"3,0","13,6","16,4","0,4",,,,
16/04/2014 6.00,"3,0","25,7","38,8","0,4","3,9",,,
16/04/2014 7.00,"2,8","27,7","47,1","0,4",,,,
16/04/2014 8.00,"2,9","36,1","54,1","0,5","4,6",,,
16/04/2014 9.00,"2,9","20,4","30,1","0,4",,,,
16/04/2014 10.00,"3,1","14,9","20,7","0,4","3,4",,,
16/04/2014 11.00,"2,7","16,2","27,2","0,4",,,,
16/04/2014 12.00,"2,8","13,2","21,3","0,4","6,1",,,
16/04/2014 13.00,"3,0","11,7","18,0","0,4",,,,
16/04/2014 14.00,"3,3","13,3","19,1","0,4","3,4",,,
16/04/2014 15.00,"3,0","16,7","21,7","0,4",,,,
16/04/2014 16.00,"3,1","11,8","15,8","0,4","5,4",,,
16/04/2014 17.00,"3,1","15,4","20,2","0,4",,,,
16/04/2014 18.00,"3,5","10,8","14,2","0,4","5,6",,,
16/04/2014 19.00,"3,1","11,6","14,2","0,4",,,,
16/04/2014 20.00,"3,7","8,5","11,4","0,4","3,9",,,
16/04/2014 21.00,"3,1","8,8","11,3","0,4",,,,
16/04/2014 22.00,"3,2","6,7","9,1","0,4","6,8",,,
16/04/2014 23.00,"3,6","4,9","7,4","0,4",,,,
17/04/2014 0.00,"3,7","5,5","7,9","0,4","9,5",,,
17/04/2014 1.00,"3,5","7,4","9,9","0,4",,,,
17/04/2014 2.00,"3,4","12,2","14,8","0,4","5,4",,,
17/04/2014 3.00,"3,1","6,6","9,0","0,4",,,,
17/04/2014 4.00,"3,1","7,2","9,6","0,4","4,4",,,
17/04/2014 5.00,"3,3","15,3","17,7","0,4",,,,
17/04/2014 6.00,"3,2","24,6","28,8","0,5","5,6",,,
17/04/2014 7.00,"3,2","28,7","36,3","0,5",,,,
17/04/2014 8.00,"3,3","26,5","35,6","0,5","3,2",,,
17/04/2014 9.00,"3,3","15,6","23,1","0,5",,,,
17/04/2014 10.00,"3,5","13,3","21,6","0,4","2,7",,,
17/04/2014 11.00,"3,2","15,9","21,6","0,5",,,,
17/04/2014 12.00,"3,2","13,1","19,7","0,5","5,4",,,
17/04/2014 13.00,"3,4","10,1","15,9","0,4",,,,
17/04/2014 14.00,"3,4","9,0","13,4","0,4","4,4",,,
17/04/2014 15.00,"3,0","10,0","14,0","0,5",,,,
17/04/2014 16.00,"3,4","12,1","16,5","0,5","3,7",,,
17/04/2014 17.00,"2,9","15,2","19,2","0,5",,,,
17/04/2014 18.00,"3,0","17,7","20,7","0,5","3,2",,,
17/04/2014 19.00,"3,2","24,6","27,1","0,5",,,,
17/04/2014 20.00,"3,2","29,3","32,4","0,6","6,3",,,
17/04/2014 21.00,"3,2","22,9","25,5","0,5",,,,
17/04/2014 22.00,"3,1","15,2","17,7","0,5","3,9",,,
17/04/2014 23.00,"3,0","11,3","13,8","0,5",,,,
18/04/2014 0.00,"3,4","7,5","9,9","0,5","2,7",,,
18/04/2014 1.00,,"6,3","8,6","0,4",,,,
18/04/2014 2.00,"3,3",,,"0,4","5,9",,,
18/04/2014 3.00,"3,3","6,1","8,6","0,4",,,,
18/04/2014 4.00,"3,3","6,7","9,2","0,4","3,4",,,
18/04/2014 5.00,"3,5","12,4","14,9","0,5",,,,
18/04/2014 6.00,"3,8","24,1","30,1","0,5","2,7",,,
18/04/2014 7.00,"3,3","19,1","26,5","0,5",,,,
18/04/2014 8.00,"3,6","13,9","19,8","0,5","6,3",,,
18/04/2014 9.00,"3,7","11,0","16,4","0,5",,,,
18/04/2014 10.00,"3,6","12,8","19,6","0,5","11,0",,,
18/04/2014 11.00,"3,3","16,2","22,9","0,4",,,,
18/04/2014 12.00,"3,5","17,8","22,8","0,5","7,3",,,
18/04/2014 13.00,"3,3","16,0","21,4","0,5",,,,
18/04/2014 14.00,"3,1","16,3","21,7","0,5","4,2",,,
18/04/2014 15.00,"2,9","13,7","18,1","0,5",,,,
18/04/2014 16.00,"3,4","17,2","21,2","0,5","2,7",,,
18/04/2014 17.00,"3,2","20,5","25,2","0,5",,,,
18/04/2014 18.00,"3,4","24,0","27,5","0,6","2,2",,,
18/04/2014 19.00,"3,5","20,3","22,7","0,6",,,,
18/04/2014 20.00,"3,5","23,3","25,7","0,6","5,4",,,
18/04/2014 21.00,"3,0","26,5","29,3","0,6",,,,
18/04/2014 22.00,"3,3","14,2","16,6","0,6","10,3",,,
18/04/2014 23.00,"2,9","16,8","19,2","0,6",,,,
19/04/2014 0.00,"3,0","14,5","17,0","0,6","8,1",,,
19/04/2014 1.00,"3,0","11,6","14,0","0,5",,,,
19/04/2014 2.00,"3,1","9,6","12,0","0,5","7,3",,,
19/04/2014 3.00,"3,0","10,8","13,2","0,6",,,,
19/04/2014 4.00,"3,0","12,2","14,6","0,6","12,5",,,
19/04/2014 5.00,"2,7","21,0","23,5","0,6",,,,
19/04/2014 6.00,"3,3","20,9","25,1","0,6","6,3",,,
19/04/2014 7.00,"3,1","17,8","24,3","0,5",,,,
19/04/2014 8.00,"2,9","12,6","18,1","0,5","7,8",,,
19/04/2014 9.00,"3,1","8,3","12,1","0,5",,,,
19/04/2014 10.00,"3,3","7,6","10,8","0,5","20,0",,,
19/04/2014 11.00,"3,3","8,9","12,7","0,5",,,,
19/04/2014 12.00,"3,3","6,6","9,2","0,5","14,7",,,
19/04/2014 13.00,"3,2","9,0","12,0","0,5",,,,
19/04/2014 14.00,"3,7","7,0","9,8","0,5","8,1",,,
19/04/2014 15.00,"3,4","4,8","7,2","0,4",,,,
19/04/2014 16.00,"3,7","4,9","7,4","0,4","4,9",,,
19/04/2014 17.00,"3,1","6,3","8,8","0,4",,,,
19/04/2014 18.00,"3,5","9,9","12,4","0,5","3,7",,,
19/04/2014 19.00,"3,0","7,2","9,7","0,5",,,,
19/04/2014 20.00,"3,0","7,1","9,5","0,5","4,4",,,
19/04/2014 21.00,"3,1","7,8","10,2","0,5",,,,
19/04/2014 22.00,"3,2","9,0","11,4","0,5","10,0",,,
19/04/2014 23.00,"3,1","7,7","10,1","0,5",,,,
20/04/2014 0.00,"2,9","6,7","9,1","0,5","16,6",,,
20/04/2014 1.00,,"6,3","8,6","0,5",,,,
20/04/2014 2.00,"3,2",,,"0,5","10,3",,,
20/04/2014 3.00,"2,9","4,0","6,4","0,5",,,,
20/04/2014 4.00,"2,8","4,8","7,2","0,5","6,8",,,
20/04/2014 5.00,"2,9","5,4","7,8","0,5",,,,
20/04/2014 6.00,"2,8","4,1","6,5","0,4","13,4",,,
20/04/2014 7.00,"2,8","4,4","6,8","0,4",,,,
20/04/2014 8.00,"2,8","3,9","6,3","0,4","14,4",,,
20/04/2014 9.00,"3,0","3,7","6,1","0,4",,,,
20/04/2014 10.00,"3,1","3,8","6,2","0,5","16,6",,,
20/04/2014 11.00,"3,3","4,1","6,6","0,5",,,,
20/04/2014 12.00,"3,1","4,7","7,2","0,5","15,9",,,
20/04/2014 13.00,"3,2","3,2","5,7","0,5",,,,
20/04/2014 14.00,"2,8","2,5","4,8","0,5","10,5",,,
20/04/2014 15.00,"3,0","2,5","4,9","0,4",,,,
20/04/2014 16.00,"3,2","3,5","6,0","0,4","13,7",,,
20/04/2014 17.00,"2,7","3,2","5,6","0,5",,,,
20/04/2014 18.00,"2,6","3,7","6,1","0,5","14,4",,,
20/04/2014 19.00,"2,9","3,8","6,3","0,5",,,,
20/04/2014 20.00,"2,9","4,9","7,3","0,5","12,9",,,
20/04/2014 21.00,"3,0","7,5","9,9","0,5",,,,
20/04/2014 22.00,"2,7","6,0","8,4","0,5","17,6",,,
20/04/2014 23.00,"2,8","4,8","7,2","0,5",,,,
21/04/2014 0.00,"2,6","3,5","5,9","0,5","20,5",,,
21/04/2014 1.00,"2,8","3,5","5,9","0,5",,,,
21/04/2014 2.00,"2,9","2,6","5,0","0,5","23,2",,,
21/04/2014 3.00,"3,0","2,4","4,8","0,5",,,,
21/04/2014 4.00,"2,5","4,7","7,1","0,5","15,1",,,
21/04/2014 5.00,"2,9","3,6","6,0","0,5",,,,
21/04/2014 6.00,"2,7","4,2","6,6","0,5","21,0",,,
21/04/2014 7.00,"2,8","3,9","6,3","0,5",,,,
21/04/2014 8.00,"3,0","6,9","9,4","0,5","15,1",,,
21/04/2014 9.00,"3,0","5,5","8,2","0,5",,,,
21/04/2014 10.00,"3,2","4,2","6,7","0,5","18,8",,,
21/04/2014 11.00,"3,2","4,0","6,4","0,5",,,,
21/04/2014 12.00,"2,8","2,6","5,0","0,5","14,2",,,
21/04/2014 13.00,"3,1","2,9","5,3","0,5",,,,
21/04/2014 14.00,"3,2","3,7","6,2","0,4","16,1",,,
21/04/2014 15.00,"3,3","3,9","6,4","0,4",,,,
21/04/2014 16.00,"3,1","3,5","6,0","0,5","8,8",,,
21/04/2014 17.00,"2,9","3,5","5,9","0,5",,,,
21/04/2014 18.00,"3,2","3,8","6,2","0,5","5,6",,,
21/04/2014 19.00,"2,9","8,5","10,9","0,5",,,,
21/04/2014 20.00,"3,1","17,0","19,4","0,5","8,1",,,
21/04/2014 21.00,"3,3","11,3","13,7","0,5",,,,
21/04/2014 22.00,"2,9","9,4","11,7","0,5","21,0",,,
21/04/2014 23.00,"3,2","5,5","7,9","0,5",,,,
22/04/2014 0.00,"2,8","3,2","5,6","0,5","27,4",,,
22/04/2014 1.00,,"3,6","5,9","0,4",,,,
22/04/2014 2.00,"2,8",,,"0,4","29,1",,,
22/04/2014 3.00,"2,9","3,0","5,5","0,4",,,,
22/04/2014 4.00,"2,9","3,6","6,0","0,4","25,6",,,
22/04/2014 5.00,"2,9","22,2","25,0","0,5",,,,
22/04/2014 6.00,"3,0","31,4","38,5","0,5","16,4",,,
22/04/2014 7.00,"2,9","23,3","32,2","0,5",,,,
22/04/2014 8.00,"3,1","9,2","13,4","0,5","18,3",,,
22/04/2014 9.00,"3,3","8,0","11,8","0,5",,,,
22/04/2014 10.00,"3,0","7,1","10,4","0,5","17,6",,,
22/04/2014 11.00,"3,3","10,2","14,9","0,5",,,,
22/04/2014 12.00,"3,3","21,4","29,4","0,5","18,1",,,
22/04/2014 13.00,"3,3","12,8","17,3","0,5",,,,
22/04/2014 14.00,"3,0","9,5","13,5","0,5","16,8",,,
22/04/2014 15.00,"3,2","12,8","16,6","0,5",,,,
22/04/2014 16.00,"2,9","11,1","14,2","0,5","14,9",,,
22/04/2014 17.00,"3,1","17,6","20,5","0,5",,,,
22/04/2014 18.00,"3,2","16,6","19,1","0,5","8,5",,,
22/04/2014 19.00,"3,5","9,6","12,0","0,5",,,,
22/04/2014 20.00,"3,3","4,5","6,9","0,5","26,9",,,
22/04/2014 21.00,"3,1","8,5","10,9","0,5",,,,
22/04/2014 22.00,"3,2","13,3","15,7","0,5","27,1",,,
22/04/2014 23.00,"3,1","12,5","14,9","0,4",,,,
23/04/2014 0.00,"3,2","10,8","13,1","0,5","30,5",,,
23/04/2014 1.00,"3,0","11,9","14,3","0,5",,,,
23/04/2014 2.00,"3,0","8,4","10,8","0,4","25,4",,,
23/04/2014 3.00,"3,0","6,6","8,9","0,5",,,,
23/04/2014 4.00,"2,9","23,9","37,6","0,5","34,4",,,
23/04/2014 5.00,"3,2","17,3","21,8","0,5",,,,
23/04/2014 6.00,"3,0","28,6","39,8","0,5","22,0",,,
23/04/2014 7.00,"2,9","36,3","46,7","0,5",,,,
23/04/2014 8.00,"3,2","26,6","32,9","0,5","31,3",,,
23/04/2014 9.00,"2,9","18,3","24,0","0,5",,,,
23/04/2014 10.00,"3,1","20,1","28,0","0,5","31,7",,,
23/04/2014 11.00,"3,1","14,0","21,0","0,5",,,,
23/04/2014 12.00,"3,1","10,6","15,8","0,5","17,1",,,
23/04/2014 13.00,"3,0","12,0","17,3","0,5",,,,
23/04/2014 14.00,"3,0","10,2","14,5","0,5","9,5",,,
23/04/2014 15.00,"3,2","12,2","17,6","0,5",,,,
23/04/2014 16.00,"3,2","8,9","13,1","0,5","5,6",,,
23/04/2014 17.00,"3,3","9,3","13,1","0,5",,,,
23/04/2014 18.00,"3,2","8,6","11,8","0,5","13,2",,,
23/04/2014 19.00,"2,9","5,8","8,2","0,4",,,,
23/04/2014 20.00,"3,2","4,9","7,4","0,4","8,3",,,
23/04/2014 21.00,"3,1","5,2","7,6","0,4",,,,
23/04/2014 22.00,"2,9","5,6","8,0","0,4","13,2",,,
23/04/2014 23.00,"3,5","6,5","8,9","0,4",,,,
24/04/2014 0.00,"3,1","4,0","6,4","0,4","19,8",,,
24/04/2014 1.00,,"3,4","5,7","0,4",,,,
24/04/2014 2.00,"3,1",,,"0,4","19,8",,,
24/04/2014 3.00,"3,3","2,9","5,3","0,4",,,,
24/04/2014 4.00,"3,4","4,1","6,9","0,4","11,0",,,
24/04/2014 5.00,"2,9","5,0","7,5","0,4",,,,
24/04/2014 6.00,"3,2","9,2","14,3","0,4","17,3",,,
24/04/2014 7.00,"3,1","10,2","14,6","0,4",,,,
24/04/2014 8.00,"3,3","11,7","16,8","0,4","12,5",,,
24/04/2014 9.00,"3,3","12,8","18,9","0,4",,,,
24/04/2014 10.00,"3,3","11,9","16,4","0,5","8,5",,,
24/04/2014 11.00,"2,9","15,7","21,8","0,5",,,,
24/04/2014 12.00,"2,0","10,6","15,7","0,5","16,4",,,
24/04/2014 13.00,"2,3","9,3","13,7","0,4",,,,
24/04/2014 14.00,"2,4","10,9","15,2","0,4","17,8",,,
24/04/2014 15.00,"2,0","7,5","10,3","0,4",,,,
24/04/2014 16.00,"1,9","9,9","13,1","0,4","9,8",,,
24/04/2014 17.00,"1,9","12,4","15,9","0,5",,,,
24/04/2014 18.00,"2,2","10,6","13,3","0,5","5,1",,,
24/04/2014 19.00,"2,0","9,0","11,4","0,5",,,,
24/04/2014 20.00,"2,2","7,8","10,3","0,4","11,5",,,
24/04/2014 21.00,"1,8","10,1","12,6","0,4",,,,
24/04/2014 22.00,"2,1","15,1","17,5","0,5","11,2",,,
24/04/2014 23.00,"2,3","15,4","17,9","0,5",,,,
25/04/2014 0.00,"2,1","9,2","11,6","0,5","13,7",,,
25/04/2014 1.00,"2,1","6,4","8,8","0,4",,,,
25/04/2014 2.00,"2,1","7,2","9,6","0,4","7,3",,,
25/04/2014 3.00,"2,3","6,0","8,4","0,4",,,,
25/04/2014 4.00,"2,5","6,7","9,1","0,4","4,4",,,
25/04/2014 5.00,"2,1","12,7","15,1","0,4",,,,
25/04/2014 6.00,"2,3","13,7","16,8","0,5","9,0",,,
25/04/2014 7.00,"2,2","12,2","16,8","0,5",,,,
25/04/2014 8.00,"2,2","6,9","10,2","0,4","5,1",,,
25/04/2014 9.00,"2,3","6,1","8,9","0,4",,,,
25/04/2014 10.00,"2,4","8,7","13,5","0,4","4,2",,,
25/04/2014 11.00,"6,3","25,6","41,8","0,4",,,,
25/04/2014 12.00,"4,7","16,1","23,9","0,4","3,9",,,
25/04/2014 13.00,"4,2","18,8","26,7","0,4",,,,
25/04/2014 14.00,"4,4","14,2","21,4","0,4","6,6",,,
25/04/2014 15.00,"4,1","18,3","25,2","0,4",,,,
25/04/2014 16.00,"6,2","22,6","30,6","0,4","11,7",,,
25/04/2014 17.00,"6,0","20,4","25,5","0,5",,,,
25/04/2014 18.00,"4,2","19,8","23,0","0,4","6,8",,,
25/04/2014 19.00,"2,9","14,0","16,4","0,4",,,,
25/04/2014 20.00,"2,5","15,0","17,4","0,5","7,8",,,
25/04/2014 21.00,"2,4","30,0","32,4","0,5",,,,
25/04/2014 22.00,"2,6","34,9","37,3","0,5","16,4",,,
25/04/2014 23.00,"2,0","21,8","24,3","0,5",,,,
26/04/2014 0.00,"2,2","17,6","20,1","0,5","20,3",,,
26/04/2014 1.00,,"10,6","13,0","0,5",,,,
26/04/2014 2.00,"2,3",,,"0,5","11,5",,,
26/04/2014 3.00,"2,6","12,2","14,6","0,5",,,,
26/04/2014 4.00,"2,3","14,2","16,6","0,5","7,1",,,
26/04/2014 5.00,"2,3","18,8","21,4","0,5",,,,
26/04/2014 6.00,"2,3","22,3","27,2","0,5","13,7",,,
26/04/2014 7.00,"2,5","19,9","25,7","0,4",,,,
26/04/2014 8.00,"2,4","12,0","16,0","0,4","8,8",,,
26/04/2014 9.00,"2,5","10,3","13,0","0,4",,,,
26/04/2014 10.00,"2,4","11,6","14,1","0,5","19,3",,,
26/04/2014 11.00,"2,6","12,9","16,9","0,5",,,,
26/04/2014 12.00,"2,3","23,7","31,0","0,5","9,8",,,
26/04/2014 13.00,"2,6","4,7","7,2","0,4",,,,
26/04/2014 14.00,"2,4","4,4","6,8","0,4","17,3",,,
26/04/2014 15.00,"2,3","7,0","9,5","0,4",,,,
26/04/2014 16.00,"2,4","3,8","6,3","0,4","9,5",,,
26/04/2014 17.00,"2,4","5,5","7,9","0,4",,,,
26/04/2014 18.00,"2,4","5,3","7,7","0,4","4,9",,,
26/04/2014 19.00,"2,5","13,9","16,4","0,4",,,,
26/04/2014 20.00,"2,1","20,4","22,7","0,4","14,2",,,
26/04/2014 21.00,"2,3","12,5","14,9","0,4",,,,
26/04/2014 22.00,"2,1","13,8","16,2","0,4","8,5",,,
26/04/2014 23.00,"2,3","12,7","15,2","0,4",,,,
27/04/2014 0.00,"1,7","31,9","34,2","0,5","5,1",,,
27/04/2014 1.00,"2,3","33,8","36,2","0,5",,,,
27/04/2014 2.00,"2,0","37,4","40,6","0,5","4,4",,,
27/04/2014 3.00,"2,3","25,7","28,2","0,5",,,,
27/04/2014 4.00,"2,3","21,1","23,9","0,4","3,9",,,
27/04/2014 5.00,"2,4","21,6","24,3","0,4",,,,
27/04/2014 6.00,"2,3","27,3","36,0","0,5","11,7",,,
27/04/2014 7.00,"2,1","22,0","30,9","0,5",,,,
27/04/2014 8.00,"2,4","11,1","15,8","0,4","12,0",,,
27/04/2014 9.00,"2,1","7,6","11,1","0,4",,,,
27/04/2014 10.00,"2,5","12,5","17,2","0,4","22,0",,,
27/04/2014 11.00,"2,4","3,5","6,0","0,4",,,,
27/04/2014 12.00,"2,3","3,3","5,7","0,4","11,2",,,
27/04/2014 13.00,"2,6","3,4","5,9","0,4",,,,
27/04/2014 14.00,"2,5","3,8","6,4","0,4","6,3",,,
27/04/2014 15.00,"2,7","4,2","6,6","0,4",,,,
27/04/2014 16.00,"2,8","3,1","5,6","0,4","2,9",,,
27/04/2014 17.00,"2,7","4,0","6,4","0,4",,,,
27/04/2014 18.00,"2,8","5,1","7,5","0,4","1,7",,,
27/04/2014 19.00,"2,5","6,2","8,6","0,4",,,,
27/04/2014 20.00,"2,6","5,2","7,6","0,4","1,2",,,
27/04/2014 21.00,"2,5","5,8","8,1","0,4",,,,
27/04/2014 22.00,"2,5","5,1","7,5","0,4","13,9",,,
27/04/2014 23.00,"2,4","3,9","6,3","0,4",,,,
28/04/2014 0.00,"2,4","3,6","6,0","0,4","11,0",,,
28/04/2014 1.00,,"3,1","5,5","0,4",,,,
28/04/2014 2.00,"2,4",,,"0,4","5,9",,,
28/04/2014 3.00,"2,5","6,8","9,2","0,4",,,,
28/04/2014 4.00,"2,6","8,0","10,3","0,4","3,2",,,
28/04/2014 5.00,"2,6","17,9","20,2","0,5",,,,
28/04/2014 6.00,"2,5","30,9","33,8","0,6","4,9",,,
28/04/2014 7.00,"2,9","49,0","66,7","0,6",,,,
28/04/2014 8.00,"3,0","27,4","33,9","0,5","3,9",,,
28/04/2014 9.00,"2,7","19,1","25,3","0,5",,,,
28/04/2014 10.00,"2,4","16,4","24,0","0,4","7,6",,,
28/04/2014 11.00,"2,6","34,7","58,7","0,4",,,,
28/04/2014 12.00,"2,6","25,1","42,5","0,4","11,7",,,
28/04/2014 13.00,"2,8","15,5","22,1","0,4",,,,
28/04/2014 14.00,"2,6","12,1","16,1","0,4","6,6",,,
28/04/2014 15.00,"2,8","8,7","11,8","0,4",,,,
28/04/2014 16.00,"2,8","5,6","8,3","0,4","4,2",,,
28/04/2014 17.00,"2,7","8,4","11,1","0,4",,,,
28/04/2014 18.00,"2,5","8,7","11,2","0,4","2,9",,,
28/04/2014 19.00,"2,6","7,2","9,7","0,4",,,,
28/04/2014 20.00,"2,7","16,3","18,7","0,4","2,4",,,
28/04/2014 21.00,"2,6","12,8","15,2","0,4",,,,
28/04/2014 22.00,"2,4","9,6","12,0","0,4","11,7",,,
28/04/2014 23.00,"2,4","5,6","8,0","0,4",,,,
29/04/2014 0.00,"2,4","5,4","7,8","0,4","12,7",,,
29/04/2014 1.00,"2,5","13,8","16,1","0,5",,,,
29/04/2014 2.00,"2,7","12,2","14,6","0,5","6,6",,,
29/04/2014 3.00,"2,5","3,5","5,8","0,3",,,,
29/04/2014 4.00,"2,6","3,2","5,6","0,3","3,9",,,
29/04/2014 5.00,"2,6","7,5","9,9","0,4",,,,
29/04/2014 6.00,"2,8","16,8","20,5","0,4","7,8",,,
29/04/2014 7.00,"2,8","26,6","33,1","0,4",,,,
29/04/2014 8.00,"2,6","19,8","24,9","0,4","5,4",,,
29/04/2014 9.00,"2,2","8,8","12,3","0,4",,,,
29/04/2014 10.00,"3,2","6,8","10,2","0,3","13,9",,,
29/04/2014 11.00,"2,7","6,4","10,1","0,3",,,,
29/04/2014 12.00,"2,6","5,1","7,9","0,3","13,7",,,
29/04/2014 13.00,"2,8","12,7","16,5","0,3",,,,
29/04/2014 14.00,"2,8","14,3","18,9","0,4","7,6",,,
29/04/2014 15.00,"2,7","17,1","22,4","0,4",,,,
29/04/2014 16.00,"3,0","19,5","24,1","0,4","4,6",,,
29/04/2014 17.00,"2,8","12,8","15,9","0,4",,,,
29/04/2014 18.00,"2,7","7,9","10,3","0,3","3,2",,,
29/04/2014 19.00,"2,6","8,9","11,4","0,3",,,,
29/04/2014 20.00,"2,7","21,6","23,9","0,4","5,9",,,
29/04/2014 21.00,"2,8","13,7","16,0","0,4",,,,
29/04/2014 22.00,"2,8","13,4","15,7","0,4","12,5",,,
29/04/2014 23.00,"2,7","11,4","13,8","0,4",,,,
30/04/2014 0.00,"2,7","9,6","12,0","0,4","9,3",,,
30/04/2014 1.00,,"8,7","11,1","0,4",,,,
30/04/2014 2.00,"2,8",,,"0,4","5,6",,,
30/04/2014 3.00,"2,9","7,3","9,6","0,4",,,,
30/04/2014 4.00,"2,8","8,3","10,7","0,4","6,6",,,
30/04/2014 5.00,"2,7","17,1","19,6","0,4",,,,
30/04/2014 6.00,"2,7","26,2","32,7","0,4","5,4",,,
30/04/2014 7.00,"3,4","29,4","39,5","0,4",,,,
30/04/2014 8.00,"3,0","16,8","23,6","0,4","5,1",,,
30/04/2014 9.00,"2,6","13,3","19,9","0,4",,,,
30/04/2014 10.00,"2,8","16,2","23,0","0,4","9,0",,,
30/04/2014 11.00,"2,8","23,5","32,8","0,4",,,,
30/04/2014 12.00,"3,0","15,8","22,8","0,4","7,3",,,
30/04/2014 13.00,"3,4","16,0","22,6","0,4",,,,
30/04/2014 14.00,"3,0","9,7","13,4","0,3","8,5",,,
30/04/2014 15.00,"3,0","8,0","10,9","0,4",,,,
30/04/2014 16.00,"2,6","7,0","9,5","0,3","4,9",,,
30/04/2014 17.00,"3,0","7,2","9,7","0,4",,,,
30/04/2014 18.00,"2,9","8,2","10,6","0,4","2,9",,,
30/04/2014 19.00,"2,8","10,9","13,4","0,4",,,,
30/04/2014 20.00,"2,6","9,8","12,2","0,4","2,2",,,
30/04/2014 21.00,"2,5","6,9","9,3","0,4",,,,
30/04/2014 22.00,"2,7","5,5","7,9","0,4","11,2",,,
30/04/2014 23.00,"2,9","5,3","7,7","0,4",,,,
01/05/2014 0.00,"2,7","4,8","7,1","0,4","6,8",,,
01/05/2014 1.00,"2,9","4,5","6,9","0,4",,,,
01/05/2014 2.00,"2,7","3,7","6,1","0,4","9,8",,,
01/05/2014 3.00,"3,0","4,3","6,7","0,4",,,,
01/05/2014 4.00,"2,9","3,9","6,2","0,4","5,6",,,
01/05/2014 5.00,"2,8","6,0","8,4","0,4",,,,
01/05/2014 6.00,"2,7","6,5","8,9","0,4","8,8",,,
01/05/2014 7.00,"3,0","6,7","9,2","0,4",,,,
01/05/2014 8.00,"2,9","12,3","15,7","0,4","4,2",,,
01/05/2014 9.00,"3,2","19,3","24,5","0,5",,,,
01/05/2014 10.00,"2,8","10,5","14,3","0,5","12,5",,,
01/05/2014 11.00,"3,1","10,0","13,2","0,4",,,,
01/05/2014 12.00,"2,6","5,6","8,3","0,3","8,5",,,
01/05/2014 13.00,"2,9","5,2","7,6","0,3",,,,
01/05/2014 14.00,,,,,,,,
01/05/2014 15.00,,,,,,,,
01/05/2014 16.00,,,,,,,,
01/05/2014 17.00,,,,,,,,
01/05/2014 18.00,,,,,,,,
01/05/2014 19.00,,,,,,,,
01/05/2014 20.00,,,,,,,,
01/05/2014 21.00,,,,,,,,
01/05/2014 22.00,,,,,,,,
01/05/2014 23.00,,,,,,,,
02/05/2014 0.00,,,,,,,,
02/05/2014 1.00,,,,,,,,
02/05/2014 2.00,,,,,,,,
02/05/2014 3.00,,,,,,,,
02/05/2014 4.00,,,,,,,,
02/05/2014 5.00,,,,,,,,
02/05/2014 6.00,,,,,,,,
02/05/2014 7.00,,,,,,,,
02/05/2014 8.00,,,,,,,,
02/05/2014 9.00,,,,,,,,
02/05/2014 10.00,,,,,,,,
02/05/2014 11.00,,,,,,,,
02/05/2014 12.00,,,,,,,,
02/05/2014 13.00,,,,,,,,
02/05/2014 14.00,,,,,,,,
02/05/2014 15.00,,,,,,,,
02/05/2014 16.00,,,,,,,,
02/05/2014 17.00,,,,,,,,
02/05/2014 18.00,,,,,,,,
02/05/2014 19.00,,,,,,,,
02/05/2014 20.00,,,,,,,,
02/05/2014 21.00,,,,,,,,
02/05/2014 22.00,,,,,,,,
02/05/2014 23.00,,,,,,,,
03/05/2014 0.00,,,,,,,,
03/05/2014 1.00,,,,,,,,
03/05/2014 2.00,,,,,,,,
03/05/2014 3.00,,,,,,,,
03/05/2014 4.00,,,,,,,,
03/05/2014 5.00,,,,,,,,
03/05/2014 6.00,,,,,,,,
03/05/2014 7.00,,,,,,,,
03/05/2014 8.00,,,,,,,,
03/05/2014 9.00,,,,,,,,
03/05/2014 10.00,,,,,,,,
03/05/2014 11.00,,,,,,,,
03/05/2014 12.00,,,,,,,,
03/05/2014 13.00,,,,,,,,
03/05/2014 14.00,,,,,,,,
03/05/2014 15.00,,,,,,,,
03/05/2014 16.00,,,,,,,,
03/05/2014 17.00,,,,,,,,
03/05/2014 18.00,,,,,,,,
03/05/2014 19.00,,,,,,,,
03/05/2014 20.00,,,,,,,,
03/05/2014 21.00,,,,,,,,
03/05/2014 22.00,,,,,,,,
03/05/2014 23.00,,,,,,,,
04/05/2014 0.00,,,,,,,,
04/05/2014 1.00,,,,,,,,
04/05/2014 2.00,,,,,,,,
04/05/2014 3.00,,,,,,,,
04/05/2014 4.00,,,,,,,,
04/05/2014 5.00,,,,,,,,
04/05/2014 6.00,,,,,,,,
04/05/2014 7.00,,,,,,,,
04/05/2014 8.00,,,,,,,,
04/05/2014 9.00,,,,,,,,
04/05/2014 10.00,,,,,,,,
04/05/2014 11.00,,,,,,,,
04/05/2014 12.00,,,,,,,,
04/05/2014 13.00,,,,,,,,
04/05/2014 14.00,,,,,,,,
04/05/2014 15.00,,,,,,,,
04/05/2014 16.00,,,,,,,,
