Stat,BR-Via Crati-Rione_PERRINO,,,,,,  ,
,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
22/10/2014 7.00,"2,4","19,8","25,7","0,2",,,,
22/10/2014 8.00,"2,3","17,2","24,7","0,3","29,1",,,
22/10/2014 9.00,"2,4","10,5","15,3","0,3",,,,
22/10/2014 10.00,"2,2","5,8","9,2","0,2","27,6",,,
22/10/2014 11.00,"2,4","7,7","10,7","0,2",,,,
22/10/2014 12.00,"2,2","7,4","10,0","0,2","13,4",,,
22/10/2014 13.00,"2,3","5,9","8,5","0,2",,,,
22/10/2014 14.00,"2,1","5,8","8,1","0,2","6,3",,,
22/10/2014 15.00,"2,1","9,0","13,7","0,2",,,,
22/10/2014 16.00,"1,5","10,7","15,4","0,2","9,8",,,
22/10/2014 17.00,"2,0","8,5","12,4","0,1",,,,
22/10/2014 18.00,"1,7","6,6","10,0","0,1","14,9",,,
22/10/2014 19.00,"2,1","6,2","8,9","0,1",,,,
22/10/2014 20.00,"1,8","8,4","10,5","0,1","8,8",,,
22/10/2014 21.00,"1,9","5,4","7,5","0,1",,,,
22/10/2014 22.00,"1,8","5,3","7,5","0,1","17,1",,,
22/10/2014 23.00,"1,8","4,1","6,1","0,1",,,,
23/10/2014 0.00,"2,1","3,5","5,5","0,1","13,4",,,
23/10/2014 1.00,,"3,4","5,4","0,1",,,,
23/10/2014 2.00,"1,9",,,"0,1","7,6",,,
23/10/2014 3.00,"1,7","4,1","6,3","0,1",,,,
23/10/2014 4.00,"2,1","4,4","6,5","0,1","4,9",,,
23/10/2014 5.00,"1,9","6,4","8,5","0,1",,,,
23/10/2014 6.00,"2,3","9,3","14,1","0,1","3,7",,,
23/10/2014 7.00,"2,0","14,2","18,8","0,2",,,,
23/10/2014 8.00,"1,9","18,9","26,7","0,2","7,8",,,
23/10/2014 9.00,"1,9","13,5","21,7","0,2",,,,
23/10/2014 10.00,"1,7","14,1","21,0","0,2","18,3",,,
23/10/2014 11.00,"1,6","12,7","19,2","0,2",,,,
23/10/2014 12.00,"2,0","11,1","16,5","0,1","10,0",,,
23/10/2014 13.00,"1,5","7,5","12,4","0,1",,,,
23/10/2014 14.00,"1,7","6,0","10,3","0,1","7,1",,,
23/10/2014 15.00,"1,6","7,5","11,1","0,1",,,,
23/10/2014 16.00,"1,6","10,0","13,3","0,2","4,4",,,
23/10/2014 17.00,"1,5","10,0","13,8","0,2",,,,
23/10/2014 18.00,"1,5","18,8","21,7","0,2","3,4",,,
23/10/2014 19.00,"1,5","16,3","18,7","0,2",,,,
23/10/2014 20.00,"1,0","17,7","19,9","0,2","2,4",,,
23/10/2014 21.00,"1,2","16,6","18,7","0,2",,,,
23/10/2014 22.00,"1,1","12,4","14,5","0,2","11,7",,,
23/10/2014 23.00,"1,3","9,8","11,8","0,2",,,,
24/10/2014 0.00,"1,3","8,9","11,0","0,2","6,3",,,
24/10/2014 1.00,"1,2","9,4","11,3","0,2",,,,
24/10/2014 2.00,"1,4","6,7","8,7","0,2","4,4",,,
24/10/2014 3.00,"1,3","3,7","5,7","0,2",,,,
24/10/2014 4.00,"1,0","10,6","16,5","0,2","5,1",,,
24/10/2014 5.00,"1,6","9,1","11,0","0,2",,,,
24/10/2014 6.00,"1,3","17,0","20,2","0,2","7,3",,,
24/10/2014 7.00,"1,5","26,4","32,5","0,3",,,,
24/10/2014 8.00,"1,6","37,6","49,3","0,4","15,6",,,
24/10/2014 9.00,"1,8","24,6","33,4","0,2",,,,
24/10/2014 10.00,"1,6","24,7","36,0","0,2","11,2",,,
24/10/2014 11.00,"1,5","9,7","14,7","0,2",,,,
24/10/2014 12.00,"2,0","18,2","29,3","0,2","5,9",,,
24/10/2014 13.00,"2,1","8,9","13,6","0,2",,,,
24/10/2014 14.00,"2,5","11,8","16,7","0,2","5,4",,,
24/10/2014 15.00,"2,5","10,2","14,3","0,2",,,,
24/10/2014 16.00,"2,5","17,2","23,0","0,2","8,3",,,
24/10/2014 17.00,"2,8","15,0","19,4","0,2",,,,
24/10/2014 18.00,"2,6","12,0","15,8","0,2","12,2",,,
24/10/2014 19.00,"3,2","11,2","14,9","0,2",,,,
24/10/2014 20.00,"2,8","7,5","10,0","0,2","6,6",,,
24/10/2014 21.00,"3,0","9,3","11,7","0,2",,,,
24/10/2014 22.00,"2,6","9,3","11,6","0,2","8,3",,,
24/10/2014 23.00,"2,8","10,4","12,6","0,2",,,,
25/10/2014 0.00,"2,8","5,6","7,8","0,2","15,9",,,
25/10/2014 1.00,,"3,0","5,0","0,2",,,,
25/10/2014 2.00,"2,4",,,"0,2","16,8",,,
25/10/2014 3.00,"2,6","6,2","8,1","0,3",,,,
25/10/2014 4.00,"2,4","5,5","7,6","0,3","9,0",,,
25/10/2014 5.00,"2,6","13,4","21,8","0,3",,,,
25/10/2014 6.00,"2,9","13,1","22,7","0,2","20,0",,,
25/10/2014 7.00,"2,6","14,1","19,2","0,2",,,,
25/10/2014 8.00,"2,6","17,8","24,1","0,2","10,3",,,
25/10/2014 9.00,"3,0","10,0","14,8","0,2",,,,
25/10/2014 10.00,"2,8","19,3","26,6","0,2","8,3",,,
25/10/2014 11.00,"3,6","22,6","31,8","0,3",,,,
25/10/2014 12.00,"3,8","13,8","21,4","0,3","7,8",,,
25/10/2014 13.00,"3,4","18,3","27,4","0,2",,,,
25/10/2014 14.00,"2,8","5,9","8,7","0,2","37,1",,,
25/10/2014 15.00,"2,9","7,9","12,1","0,2",,,,
25/10/2014 16.00,"2,5","11,9","15,3","0,2","26,4",,,
25/10/2014 17.00,"2,9","9,6","13,2","0,2",,,,
25/10/2014 18.00,"2,4","13,1","16,1","0,2","14,2",,,
25/10/2014 19.00,"2,7","22,0","29,7","0,2",,,,
25/10/2014 20.00,"2,8","7,2","9,5","0,2","13,2",,,
25/10/2014 21.00,"2,6","18,2","23,6","0,2",,,,
25/10/2014 22.00,"2,6","20,2","26,7","0,2","17,1",,,
25/10/2014 23.00,"2,6","20,6","27,1","0,2",,,,
26/10/2014 0.00,"3,0","23,1","29,3","0,2","16,1",,,
26/10/2014 1.00,"2,7","20,4","26,2","0,2",,,,
26/10/2014 2.00,"2,6","11,5","14,8","0,2","22,2",,,
26/10/2014 3.00,"2,9","3,7","5,8","0,2",,,,
26/10/2014 4.00,"2,5","3,4","5,5","0,2","19,8",,,
26/10/2014 5.00,"2,9","11,3","23,1","0,3",,,,
26/10/2014 6.00,"2,7","4,5","6,9","0,2","15,9",,,
26/10/2014 7.00,"2,4","3,9","6,0","0,2",,,,
26/10/2014 8.00,"2,4","5,6","9,8","0,2","14,2",,,
26/10/2014 9.00,"2,7","10,7","17,0","0,2",,,,
26/10/2014 10.00,"2,2","11,6","18,3","0,2","19,5",,,
26/10/2014 11.00,"2,6","9,5","15,3","0,2",,,,
26/10/2014 12.00,"2,8","9,7","15,4","0,2","11,5",,,
26/10/2014 13.00,"2,7","8,1","13,0","0,2",,,,
26/10/2014 14.00,"2,6","3,6","5,9","0,2","13,7",,,
26/10/2014 15.00,"2,5","3,5","5,7","0,2",,,,
26/10/2014 16.00,"1,9","3,8","6,0","0,2","8,1",,,
26/10/2014 17.00,"2,3","6,1","8,3","0,3",,,,
26/10/2014 18.00,"2,1","5,9","8,0","0,3","4,9",,,
26/10/2014 19.00,"2,4","5,5","7,5","0,3",,,,
26/10/2014 20.00,"2,4","3,4","5,4","0,3","9,3",,,
26/10/2014 21.00,"2,1","3,3","5,4","0,3",,,,
26/10/2014 22.00,"2,0","3,9","6,0","0,3","9,0",,,
26/10/2014 23.00,"2,2","3,0","5,2","0,2",,,,
27/10/2014 0.00,"2,4","3,8","5,9","0,3","14,2",,,
27/10/2014 1.00,,"3,4","5,5","0,3",,,,
27/10/2014 2.00,"2,4",,,"0,3","11,7",,,
27/10/2014 3.00,"2,3","3,7","5,7","0,3",,,,
27/10/2014 4.00,"2,7","3,7","5,7","0,3","10,5",,,
27/10/2014 5.00,"2,3","18,7","38,0","0,3",,,,
27/10/2014 6.00,"2,5","18,5","33,9","0,3","11,2",,,
27/10/2014 7.00,"2,7","15,6","23,5","0,3",,,,
27/10/2014 8.00,"3,0","14,9","22,9","0,3","14,2",,,
27/10/2014 9.00,"2,6","13,3","21,5","0,3",,,,
27/10/2014 10.00,"2,7","14,3","22,3","0,3","16,1",,,
27/10/2014 11.00,"3,1","12,6","21,0","0,3",,,,
27/10/2014 12.00,"2,9","12,9","20,6","0,3","15,1",,,
27/10/2014 13.00,"2,6","12,9","21,1","0,3",,,,
27/10/2014 14.00,"2,9","11,2","16,9","0,3","15,4",,,
27/10/2014 15.00,"2,7","11,9","16,9","0,3",,,,
27/10/2014 16.00,"2,6","16,0","21,3","0,3","12,7",,,
27/10/2014 17.00,"2,8","21,4","25,8","0,3",,,,
27/10/2014 18.00,"2,5","27,7","33,8","0,3","7,3",,,
27/10/2014 19.00,"2,6","21,7","25,2","0,3",,,,
27/10/2014 20.00,"3,0","36,2","44,0","0,3","15,1",,,
27/10/2014 21.00,"2,5","11,6","13,9","0,3",,,,
27/10/2014 22.00,"2,5","12,2","14,5","0,3","14,2",,,
27/10/2014 23.00,"2,6","7,4","9,4","0,3",,,,
28/10/2014 0.00,"2,5","6,7","8,6","0,3","11,5",,,
28/10/2014 1.00,"2,4","12,7","15,2","0,3",,,,
28/10/2014 2.00,"2,7","9,0","11,0","0,3","10,3",,,
28/10/2014 3.00,"2,6","16,3","18,2","0,3",,,,
28/10/2014 4.00,"2,4","20,2","22,6","0,3","10,5",,,
28/10/2014 5.00,"3,0","30,4","51,3","0,4",,,,
28/10/2014 6.00,"3,4","29,0","43,1","0,4","15,9",,,
28/10/2014 7.00,"3,2","28,2","36,8","0,3",,,,
28/10/2014 8.00,"3,2","19,4","27,4","0,3","22,0",,,
28/10/2014 9.00,"3,6","20,0","30,7","0,3",,,,
28/10/2014 10.00,"3,6","16,2","24,9","0,3","18,6",,,
28/10/2014 11.00,"3,3","11,9","19,6","0,3",,,,
28/10/2014 12.00,"2,9","12,2","19,6","0,3","22,2",,,
28/10/2014 13.00,"3,1","12,7","20,4","0,3",,,,
28/10/2014 14.00,"3,1","10,5","15,6","0,3","11,0",,,
28/10/2014 15.00,"3,0","13,3","18,2","0,3",,,,
28/10/2014 16.00,"3,0","15,8","20,4","0,4","7,6",,,
28/10/2014 17.00,"3,5","20,8","24,5","0,4",,,,
28/10/2014 18.00,"3,3","25,3","29,3","0,3","5,6",,,
28/10/2014 19.00,"2,8","19,0","21,2","0,3",,,,
28/10/2014 20.00,"3,0","24,3","27,3","0,3","20,3",,,
28/10/2014 21.00,"2,8","22,9","24,9","0,4",,,,
28/10/2014 22.00,"3,0","17,9","20,0","0,3","13,4",,,
28/10/2014 23.00,"2,5","13,3","15,4","0,3",,,,
29/10/2014 0.00,"2,9","12,1","14,1","0,3","15,6",,,
29/10/2014 1.00,,"15,4","17,3","0,4",,,,
29/10/2014 2.00,"3,2",,,"0,4","16,6",,,
29/10/2014 3.00,"3,0","14,2","16,4","0,4",,,,
29/10/2014 4.00,"2,5","8,0","10,0","0,4","9,3",,,
29/10/2014 5.00,"2,4","9,8","11,8","0,4",,,,
29/10/2014 6.00,"2,5","19,5","21,7","0,4","9,3",,,
29/10/2014 7.00,"2,8","20,9","25,6","0,4",,,,
29/10/2014 8.00,"3,0","29,5","40,0","0,5","10,7",,,
29/10/2014 9.00,"3,1","21,4","34,2","0,5",,,,
29/10/2014 10.00,"2,8","12,0","18,6","0,4","19,8",,,
29/10/2014 11.00,"2,7","12,1","19,5","0,4",,,,
29/10/2014 12.00,"3,2","11,0","17,0","0,4","18,3",,,
29/10/2014 13.00,"2,8","9,1","14,4","0,4",,,,
29/10/2014 14.00,"3,0","11,4","17,3","0,4","11,7",,,
29/10/2014 15.00,"2,9","11,8","16,5","0,4",,,,
29/10/2014 16.00,"2,8","18,9","25,2","0,4","7,6",,,
29/10/2014 17.00,"3,0","28,8","33,8","0,4",,,,
29/10/2014 18.00,"3,1","30,5","34,3","0,4","6,3",,,
29/10/2014 19.00,"3,0","30,8","33,4","0,5",,,,
29/10/2014 20.00,"3,2","66,6","81,7","0,7","11,5",,,
29/10/2014 21.00,"3,2","36,6","40,2","0,6",,,,
29/10/2014 22.00,"3,1","19,7","21,7","0,5","34,2",,,
29/10/2014 23.00,"2,8","19,4","21,4","0,5",,,,
30/10/2014 0.00,"3,0","10,0","12,0","0,5","37,1",,,
30/10/2014 1.00,"2,9","7,1","9,0","0,4",,,,
30/10/2014 2.00,"2,9","7,4","9,4","0,5","36,6",,,
30/10/2014 3.00,"2,8","5,9","7,9","0,4",,,,
30/10/2014 4.00,"2,9","6,3","8,3","0,4","30,3",,,
30/10/2014 5.00,"3,0","7,0","8,9","0,4",,,,
30/10/2014 6.00,"3,1","12,3","16,4","0,4","24,2",,,
30/10/2014 7.00,"2,6","25,1","33,6","0,4",,,,
30/10/2014 8.00,"3,0","30,6","41,3","0,5","23,2",,,
30/10/2014 9.00,"3,0","20,3","26,4","0,4",,,,
30/10/2014 10.00,"2,9","21,9","29,6","0,4","23,2",,,
30/10/2014 11.00,"3,0","21,8","28,1","0,4",,,,
30/10/2014 12.00,"3,0","20,4","25,7","0,4","19,0",,,
30/10/2014 13.00,"3,3","14,4","20,4","0,4",,,,
30/10/2014 14.00,"2,8","12,1","17,1","0,4","38,3",,,
30/10/2014 15.00,"3,1","12,1","16,3","0,4",,,,
30/10/2014 16.00,"3,0","16,7","21,0","0,4","20,0",,,
30/10/2014 17.00,"3,2","22,8","27,4","0,4",,,,
30/10/2014 18.00,"3,2","10,8","13,1","0,4","16,4",,,
30/10/2014 19.00,"2,8","21,9","25,2","0,4",,,,
30/10/2014 20.00,"3,0","20,9","25,1","0,4","20,0",,,
30/10/2014 21.00,"3,1","9,0","11,5","0,4",,,,
30/10/2014 22.00,"3,2","9,9","12,1","0,4","11,2",,,
30/10/2014 23.00,"3,3","8,1","10,2","0,4",,,,
31/10/2014 0.00,"3,3","9,8","12,0",,"13,2",,,
31/10/2014 1.00,,"6,3","8,2",,,,,
31/10/2014 2.00,"3,3",,,,"6,3",,,
31/10/2014 3.00,"3,3","7,7","9,7",,,,,
31/10/2014 4.00,"3,7","8,2","10,2",,"29,8",,,
31/10/2014 5.00,"3,8","12,9","24,6",,,,,
31/10/2014 6.00,"3,6","11,3","17,0",,"15,4",,,
31/10/2014 7.00,"3,6","12,5","18,3",,,,,
31/10/2014 8.00,"3,8","10,4","15,2",,"8,1",,,
31/10/2014 9.00,"3,8","17,5","29,0",,,,,
31/10/2014 10.00,"4,1","20,9","31,9",,"19,0",,,
31/10/2014 11.00,"3,7","17,7","27,6",,,,,
31/10/2014 12.00,"3,9","14,3","21,9",,"25,6",,,
31/10/2014 13.00,"3,8","14,6","21,9",,,,,
31/10/2014 14.00,"4,1","13,5","18,8",,"22,7",,,
31/10/2014 15.00,"4,4","20,5","28,5",,,,,
31/10/2014 16.00,"3,9","19,4","24,9",,"19,3",,,
31/10/2014 17.00,"3,9","14,4","19,1",,,,,
31/10/2014 18.00,"4,1","15,7","20,1",,"20,3",,,
31/10/2014 19.00,"3,9","12,7","16,7",,,,,
31/10/2014 20.00,"4,1","8,9","12,3",,"21,0",,,
31/10/2014 21.00,"3,8","5,8","7,9",,,,,
31/10/2014 22.00,"4,2","13,7","16,6",,"22,5",,,
31/10/2014 23.00,"3,7","3,9","5,9",,,,,
01/11/2014 0.00,"3,8","3,9","5,9",,"20,0",,,
01/11/2014 1.00,"3,4","3,3","5,3",,,,,
01/11/2014 2.00,"3,5","3,7","5,7",,"20,0",,,
01/11/2014 3.00,"4,0","5,1","7,0",,,,,
01/11/2014 4.00,"3,8","4,1","6,0",,"20,0",,,
01/11/2014 5.00,"3,6","12,1","20,3",,,,,
01/11/2014 6.00,"3,9","16,8","31,4",,"28,1",,,
01/11/2014 7.00,"3,9","12,7","15,0",,,,,
01/11/2014 8.00,"4,0","13,3","17,2",,"23,2",,,
01/11/2014 9.00,"4,3","9,1","13,4",,,,,
01/11/2014 10.00,"4,5","21,0","32,0",,"22,0",,,
01/11/2014 11.00,"4,2","20,3","30,0",,,,,
01/11/2014 12.00,"4,1","17,6","26,0",,"26,9",,,
01/11/2014 13.00,"3,8","20,3","29,0",,,,,
01/11/2014 14.00,"4,8","15,3","21,5",,"16,4",,,
01/11/2014 15.00,"4,2","7,4","10,1",,,,,
01/11/2014 16.00,"3,6","5,7","8,2",,"19,3",,,
01/11/2014 17.00,"3,7","9,6","12,7",,,,,
01/11/2014 18.00,"3,8","11,9","15,3",,"17,3",,,
01/11/2014 19.00,"3,5","11,5","14,4",,,,,
01/11/2014 20.00,"3,6","11,4","14,1",,"19,0",,,
01/11/2014 21.00,"3,8","7,6","9,8",,,,,
01/11/2014 22.00,"3,8","8,9","11,0",,"15,1",,,
01/11/2014 23.00,"3,5","7,0","9,0",,,,,
02/11/2014 0.00,"3,3","13,8","15,8",,"17,3",,,
02/11/2014 1.00,,"19,1","21,2",,,,,
02/11/2014 2.00,"3,6",,,,"22,2",,,
02/11/2014 3.00,"3,4","8,0","10,0",,,,,
02/11/2014 4.00,"3,5","7,0","9,0",,"23,0",,,
02/11/2014 5.00,"3,8","6,0","8,0",,,,,
02/11/2014 6.00,"3,8","9,0","11,0",,"39,8",,,
02/11/2014 7.00,"3,7","10,5","12,6",,,,,
02/11/2014 8.00,"3,9","11,4","15,5",,"40,5",,,
02/11/2014 9.00,"3,5","9,1","12,9",,,,,
02/11/2014 10.00,"3,9","8,9","12,5",,"50,5",,,
02/11/2014 11.00,"3,8","7,4","10,7",,,,,
02/11/2014 12.00,"4,1","8,0","11,4",,"45,4",,,
02/11/2014 13.00,"3,7","6,6","9,2",,,,,
02/11/2014 14.00,"4,0","4,6","6,6",,"25,4",,,
02/11/2014 15.00,"3,7","5,9","7,8",,,,,
02/11/2014 16.00,"3,5","7,0","8,9",,"13,2",,,
02/11/2014 17.00,"3,1","18,9","22,1",,,,,
02/11/2014 18.00,"3,6","39,2","45,8",,"24,4",,,
02/11/2014 19.00,"4,8","44,0","46,5",,,,,
02/11/2014 20.00,"4,7","47,4","50,2",,"23,9",,,
02/11/2014 21.00,"4,0","57,2","62,5",,,,,
02/11/2014 22.00,"4,6","51,3","55,4",,"60,6",,,
02/11/2014 23.00,"4,2","45,0","47,6",,,,,
03/11/2014 0.00,"4,7","26,8","29,1",,"76,7",,,
03/11/2014 1.00,"4,2","19,0","20,9",,,,,
03/11/2014 2.00,"4,0","15,0","17,0",,"79,4",,,
03/11/2014 3.00,"4,1","10,2","12,1",,,,,
03/11/2014 4.00,"3,7","9,6","11,6",,"78,9",,,
03/11/2014 5.00,"3,8","12,4","14,3",,,,,
03/11/2014 6.00,"4,2","23,8","26,1",,"81,1",,,
03/11/2014 7.00,"4,2","33,4","38,0",,,,,
03/11/2014 8.00,"4,2","40,6","57,0",,"64,0",,,
03/11/2014 9.00,"4,2","27,3","38,9",,,,,
03/11/2014 10.00,"3,9","15,4","24,4",,"62,5",,,
03/11/2014 11.00,"4,0","7,3","10,1",,,,,
03/11/2014 12.00,"3,7","7,6","10,0",,"31,7",,,
03/11/2014 13.00,"3,4","9,1","12,4",,,,,
03/11/2014 14.00,"3,9","9,4","12,6",,"15,6",,,
03/11/2014 15.00,"4,0","9,0","11,2",,,,,
03/11/2014 16.00,"3,8","10,7","12,6",,"19,0",,,
03/11/2014 17.00,"3,9","32,8","34,8",,,,,
03/11/2014 18.00,"4,0","58,1","65,8",,"14,7",,,
03/11/2014 19.00,"4,6","57,2","67,7",,,,,
03/11/2014 20.00,"4,6","50,7","56,0",,"29,8",,,
03/11/2014 21.00,"4,3","34,4","36,6",,,,,
03/11/2014 22.00,"4,4","32,3","34,3",,"60,8",,,
03/11/2014 23.00,"4,3","38,5","41,3",,,,,
04/11/2014 0.00,"4,5","31,0","33,2",,"77,4",,,
04/11/2014 1.00,,"16,4","18,3",,,,,
04/11/2014 2.00,"4,0",,,,"89,4",,,
04/11/2014 3.00,"3,9","9,0","10,9",,,,,
04/11/2014 4.00,"4,0","15,6","17,5",,"82,5",,,
04/11/2014 5.00,"3,9","39,2","48,1",,,,,
04/11/2014 6.00,"4,1","46,2","55,1",,"56,4",,,
04/11/2014 7.00,"3,8","43,9","55,0",,,,,
04/11/2014 8.00,"4,3","37,5","49,1",,"40,5",,,
04/11/2014 9.00,"3,8","21,0","27,7",,,,,
04/11/2014 10.00,"3,5","12,2","16,5",,"45,4",,,
04/11/2014 11.00,"4,0","13,0","16,8",,,,,
04/11/2014 12.00,"3,6","8,9","11,9",,"23,2",,,
04/11/2014 13.00,"3,9","6,2","8,4",,,,,
04/11/2014 14.00,"4,1","7,2","9,4",,"16,1",,,
04/11/2014 15.00,"3,9","10,3","13,2",,,,,
04/11/2014 16.00,"3,8","8,1","10,0",,"9,3",,,
04/11/2014 17.00,"3,3","22,0","24,0",,,,,
04/11/2014 18.00,"3,8","34,7","36,8",,"4,9",,,
04/11/2014 19.00,"3,7","18,3","20,3",,,,,
04/11/2014 20.00,"3,6","14,9","16,8",,"9,8",,,
04/11/2014 21.00,"3,7","14,2","16,1",,,,,
04/11/2014 22.00,"3,5","11,6","13,5",,"49,3",,,
04/11/2014 23.00,"3,7","8,3","10,3",,,,,
05/11/2014 0.00,"3,3","8,2","10,1",,"25,4",,,
05/11/2014 1.00,"3,6","6,7","8,6",,,,,
05/11/2014 2.00,"3,8","5,7","7,6",,"36,6",,,
05/11/2014 3.00,"3,9","5,1","7,0",,,,,
05/11/2014 4.00,"3,8","4,8","6,7",,"19,0",,,
05/11/2014 5.00,"3,9","9,9","11,8",,,,,
05/11/2014 6.00,"3,7","14,7","16,6",,"9,8",,,
05/11/2014 7.00,"3,6","9,1","11,0",,,,,
05/11/2014 8.00,"3,6","9,6","13,0",,"50,3",,,
05/11/2014 9.00,"3,8","8,1","10,3",,,,,
05/11/2014 10.00,"4,0","7,1","10,0",,"27,8",,,
05/11/2014 11.00,"4,0","7,1","10,6",,,,,
05/11/2014 12.00,"4,2","6,5","9,5",,"23,2",,,
05/11/2014 13.00,"4,4","6,5","9,6",,,,,
05/11/2014 14.00,"4,4","6,2","8,7",,,,,
05/11/2014 15.00,"4,5","6,4","8,6",,,,,
05/11/2014 16.00,"4,4","6,3","8,3",,"23,4",,,
05/11/2014 17.00,"4,5","6,1","8,0",,,,,
05/11/2014 18.00,"4,2","6,0","7,9",,"22,2",,,
05/11/2014 19.00,"4,6","5,1","7,0",,,,,
05/11/2014 20.00,"4,7","4,2","6,0",,"38,1",,,
05/11/2014 21.00,"4,4","3,6","5,5",,,,,
05/11/2014 22.00,"4,3","4,1","6,0",,"48,8",,,
05/11/2014 23.00,"4,2","4,0","5,9",,,,,
06/11/2014 0.00,"4,4","2,8","4,7",,"41,0",,,
06/11/2014 1.00,,"2,3","4,2",,,,,
06/11/2014 2.00,"4,3",,,,"50,8",,,
06/11/2014 3.00,"4,2","2,5","4,4",,,,,
06/11/2014 4.00,"4,3","2,3","4,2",,"54,7",,,
06/11/2014 5.00,"4,4","2,4","4,3",,,,,
06/11/2014 6.00,"4,5","2,6","4,4",,"56,7",,,
06/11/2014 7.00,"4,2","4,2","6,1",,,,,
06/11/2014 8.00,"4,7","5,3","7,3",,"54,5",,,
06/11/2014 9.00,"4,7","6,0","8,1",,,,,
06/11/2014 10.00,"4,4","5,9","8,0",,"73,3",,,
06/11/2014 11.00,"4,6","6,4","8,7",,,,,
06/11/2014 12.00,"4,9","7,1","9,2",,"36,4",,,
06/11/2014 13.00,"4,7","5,7","7,8",,,,,
06/11/2014 14.00,,"5,3","7,1","0,4","22,5",,,
06/11/2014 15.00,,"5,5","7,4","0,3",,,,
06/11/2014 16.00,,,,,"51,3",,,
06/11/2014 17.00,,,,,,,,
06/11/2014 18.00,"5,4","4,2","5,9","0,5",,,,
06/11/2014 19.00,"5,2","2,8","4,5","0,5",,,,
06/11/2014 20.00,"5,4","2,8","4,2","0,5",,,,
06/11/2014 21.00,"5,5","2,8","4,2","0,5",,,,
06/11/2014 22.00,"5,2","3,0","4,2","0,5","78,9",,,
06/11/2014 23.00,"5,3","2,8","3,8","0,5",,,,
07/11/2014 0.00,"5,3","2,8","3,7","0,5","64,5",,,
07/11/2014 1.00,"5,4","2,4","3,5","0,5",,,,
07/11/2014 2.00,"5,1","3,1","4,2","0,5","51,0",,,
07/11/2014 3.00,"5,3","2,9","3,8","0,5",,,,
07/11/2014 4.00,"5,6","2,6","3,5","0,5","40,3",,,
07/11/2014 5.00,"5,4","1,5","2,7","0,5",,,,
07/11/2014 6.00,"5,7","2,4","3,7","0,4","48,4",,,
07/11/2014 7.00,"5,5","2,7","4,2","0,5",,,,
07/11/2014 8.00,"5,9","4,2","6,0","0,5","69,8",,,
07/11/2014 9.00,"5,7","4,4","6,2","0,5",,,,
07/11/2014 10.00,"5,5","5,2","7,1","0,4","75,2",,,
07/11/2014 11.00,"5,7","5,0","6,9","0,5",,,,
07/11/2014 12.00,"5,6","8,7","11,0","0,5","131,1",,,
07/11/2014 13.00,"5,8","7,7","9,5","0,5",,,,
07/11/2014 14.00,"5,6","6,0","7,5","0,4","65,2",,,
07/11/2014 15.00,"5,7","5,3","6,7","0,4",,,,
07/11/2014 16.00,"5,2","7,4","8,9","0,4","35,4",,,
07/11/2014 17.00,"6,0","7,2","8,5","0,4",,,,
07/11/2014 18.00,"5,3","4,7","5,8","0,4","69,4",,,
07/11/2014 19.00,"5,5","3,5","4,6","0,4",,,,
07/11/2014 20.00,"5,4","2,5","3,8","0,4",,,,
07/11/2014 21.00,"5,9","2,9","3,9","0,4",,,,
07/11/2014 22.00,"5,8","2,4","3,4","0,4","7,8",,,
07/11/2014 23.00,"5,6","3,9","4,9","0,4",,,,
08/11/2014 0.00,"5,4","1,2","2,3","0,4","12,2",,,
08/11/2014 1.00,"5,5","1,8","3,0","0,4",,,,
08/11/2014 2.00,"5,5",,,"0,4","26,4",,,
08/11/2014 3.00,"5,5","1,2","2,4","0,4",,,,
08/11/2014 4.00,"5,4","1,5","2,6","0,4","18,3",,,
08/11/2014 5.00,"5,7","2,3","3,4","0,4",,,,
08/11/2014 6.00,"5,6","5,2","6,7","0,4","19,5",,,
08/11/2014 7.00,"5,3","7,1","8,8","0,4",,,,
08/11/2014 8.00,"5,7","7,5","9,5","0,4","35,2",,,
08/11/2014 9.00,"5,7","7,9","9,9","0,4",,,,
08/11/2014 10.00,"5,7","6,3","8,5","0,4","32,0",,,
08/11/2014 11.00,"5,5","6,0","8,2","0,4",,,,
08/11/2014 12.00,"5,5","5,4","7,3","0,4","17,3",,,
08/11/2014 13.00,"5,3","4,3","6,2","0,4",,,,
08/11/2014 14.00,"5,4","3,6","5,3","0,4","25,2",,,
08/11/2014 15.00,"5,6","3,5","4,9","0,4",,,,
08/11/2014 16.00,"5,8","6,3","7,5","0,4","29,8",,,
08/11/2014 17.00,"5,7","9,8","10,8","0,4",,,,
08/11/2014 18.00,"5,4","6,9","7,8","0,4","64,5",,,
08/11/2014 19.00,"5,7","9,9","10,7","0,4",,,,
08/11/2014 20.00,"5,6","11,8","12,5","0,5","118,9",,,
08/11/2014 21.00,"5,8","39,2","41,8","0,6",,,,
08/11/2014 22.00,"6,0","28,2","29,5","0,5","85,0",,,
08/11/2014 23.00,"5,9","20,7","21,8","0,5",,,,
09/11/2014 0.00,"5,9","24,2","25,3","0,5","78,9",,,
09/11/2014 1.00,"5,8","32,6","35,9","0,6",,,,
09/11/2014 2.00,"5,8","30,8","33,3","0,6","68,9",,,
09/11/2014 3.00,"6,1","27,2","33,9","0,6",,,,
09/11/2014 4.00,"5,9","27,2","32,2","0,6","69,8",,,
09/11/2014 5.00,"6,1","18,4","20,0","0,6",,,,
