,SIMAGE Brindisi,,,,,,
26/02/2009 21.00,"2,3","37,8","32,5","1,7","46,5",,
26/02/2009 22.00,"2,4","42,9","37,6","2,0","46,5",,
26/02/2009 23.00,"2,3","36,5","31,0","1,7","46,5",,
27/02/2009 0.00,"1,8","29,7","24,4","1,2","46,5",,
27/02/2009 1.00,,"23,3","17,9","0,9","39,6",,
27/02/2009 2.00,"0,6","20,5","15,1",,"39,6",,
27/02/2009 3.00,"0,6","19,0","13,6","0,8","39,6",,
27/02/2009 4.00,"0,5",,,"0,5","39,6",,
27/02/2009 5.00,"0,5","13,0","9,1","0,5","39,6",,
27/02/2009 6.00,"0,6","15,2","11,1","0,5","39,6",,
27/02/2009 7.00,"0,6","25,4","20,8","0,6","39,6",,
27/02/2009 8.00,"0,6","30,7","25,8","0,8","39,6",,
27/02/2009 9.00,"0,5","23,6","19,1","0,8","39,6",,
27/02/2009 10.00,"0,5","20,0","16,1","0,8","39,6",,
27/02/2009 11.00,"1,2","16,6","12,9","0,8","39,6",,
27/02/2009 12.00,"1,3","14,3","10,7","0,7","39,6",,
27/02/2009 13.00,"1,3","17,8","13,9","0,7","39,6",,
27/02/2009 14.00,"1,3","15,3","11,2","0,7","39,6",,
27/02/2009 15.00,"1,2","13,8","9,4","0,7","39,6",,
27/02/2009 16.00,"0,6","13,7","9,5","0,6","39,6",,
27/02/2009 17.00,"0,7","13,4","8,7","0,5","39,6",,
27/02/2009 18.00,"0,7","15,3","10,2","0,5","39,6",,
27/02/2009 19.00,"0,8","20,9","15,4","0,8","39,6",,
27/02/2009 20.00,"0,8","36,5","30,6","1,4","39,6",,
27/02/2009 21.00,"0,8","49,5","43,5","1,3","39,6",,
27/02/2009 22.00,"0,9","41,1","35,3","0,9","39,6",,
27/02/2009 23.00,"0,9","31,5","25,7","0,8","39,6",,
28/02/2009 0.00,"0,6","25,7","19,8","0,7","39,6",,
28/02/2009 1.00,"0,5","21,5","15,6","0,7","63,8",,
28/02/2009 2.00,"0,6","20,0","14,0","0,6","63,8",,
28/02/2009 3.00,"0,5","18,1","12,0","0,5","63,8",,
28/02/2009 4.00,"0,5","16,3","10,7","0,4","63,8",,
28/02/2009 5.00,"0,5","15,5","9,8","0,4","63,8",,
28/02/2009 6.00,"0,5","14,4","8,7","0,4","63,8",,
28/02/2009 7.00,"0,6","16,2","10,6","0,5","63,8",,
28/02/2009 8.00,"0,7","21,5","15,6","0,5","63,8",,
28/02/2009 9.00,"0,5","21,9","15,8","0,5","63,8",,
28/02/2009 10.00,"0,4","19,6","13,4","0,5","63,8",,
28/02/2009 11.00,"1,0","17,6","11,3","0,5","63,8",,
28/02/2009 12.00,"1,3","16,6","10,6","0,5","63,8",,
28/02/2009 13.00,"1,0","15,3","9,1","0,5","63,8",,
28/02/2009 14.00,"1,0","16,3","9,6","0,5","63,8",,
28/02/2009 15.00,"0,8","16,1","9,3","0,5","63,8",,
28/02/2009 16.00,"1,0","16,2","9,2","0,5","63,8",,
28/02/2009 17.00,"1,0","15,7","8,8","0,5","63,8",,
28/02/2009 18.00,"0,8","16,1","9,6","0,5","63,8",,
28/02/2009 19.00,"0,9","24,3","17,4","0,8","63,8",,
28/02/2009 20.00,"0,9","44,4","37,2","1,5","63,8",,
28/02/2009 21.00,"1,1","56,8","49,5","2,0","63,8",,
28/02/2009 22.00,"1,3","61,4","53,9","2,2","63,8",,
28/02/2009 23.00,"1,2","60,2","53,0","2,3","63,8",,
01/03/2009 0.00,"0,5","48,8","41,8","2,0","63,8",,
01/03/2009 1.00,,"44,8","38,0","1,8","46,5",,
01/03/2009 2.00,"0,8","34,9","28,4",,"46,5",,
01/03/2009 3.00,"1,0","28,9","22,4","1,2","46,5",,
01/03/2009 4.00,"1,0",,,"1,0","46,5",,
01/03/2009 5.00,"1,1","19,3","13,4","0,8","46,5",,
01/03/2009 6.00,"0,9","16,9","10,9","0,7","46,5",,
01/03/2009 7.00,"0,9","18,8","12,3","0,7","46,5",,
01/03/2009 8.00,"1,1","24,2","17,1","0,8","46,5",,
01/03/2009 9.00,"1,0","25,9","18,3","0,7","46,5",,
01/03/2009 10.00,"0,9","26,4","18,9","0,8","46,5",,
01/03/2009 11.00,"0,9","24,5","17,4","0,7","46,5",,
01/03/2009 12.00,"0,8","23,0","16,0","0,8","46,5",,
01/03/2009 13.00,"1,2","18,8","13,0","0,7","46,5",,
01/03/2009 14.00,"0,8","17,3","11,9","0,8","46,5",,
01/03/2009 15.00,"1,0","15,1","10,3","0,7","46,5",,
01/03/2009 16.00,"0,6","15,1","10,4","0,7","46,5",,
01/03/2009 17.00,"0,6","16,0","10,8","0,7","46,5",,
01/03/2009 18.00,"1,0","18,0","12,6","0,8","46,5",,
01/03/2009 19.00,"0,7","19,6","14,1","0,8","46,5",,
01/03/2009 20.00,"0,7","22,8","16,9","0,9","46,5",,
01/03/2009 21.00,"0,8","23,2","16,8","0,8","46,5",,
01/03/2009 22.00,"0,8","22,1","15,4","0,7","46,5",,
01/03/2009 23.00,"1,1","22,0","14,6","0,6","46,5",,
02/03/2009 0.00,"1,7","23,1","15,3","0,4","46,5",,
02/03/2009 1.00,"1,8","22,2","14,1","0,4","43,1",,
02/03/2009 2.00,"1,8","19,9","11,5","0,3","43,1",,
02/03/2009 3.00,"1,8","18,5","9,8","0,3","43,1",,
02/03/2009 4.00,"1,7","17,8","8,8","0,3","43,1",,
02/03/2009 5.00,"1,9","17,5","8,3","0,3","43,1",,
02/03/2009 6.00,"1,9","17,6","8,5","0,2","43,1",,
02/03/2009 7.00,"1,8","20,7","11,3","0,3","43,1",,
02/03/2009 8.00,"1,9","27,2","17,6","0,4","43,1",,
02/03/2009 9.00,"2,1","29,2","19,4","0,5","43,1",,
02/03/2009 10.00,"2,3","28,0","17,9","0,5","43,1",,
02/03/2009 11.00,"2,1","25,4","14,8","0,5","43,1",,
02/03/2009 12.00,"1,9","24,0","13,4","0,5","43,1",,
02/03/2009 13.00,"2,0","24,0","13,4","0,5","43,1",,
02/03/2009 14.00,"2,3","24,8","13,9","0,6","43,1",,
02/03/2009 15.00,"2,1","23,6","13,3","0,7","43,1",,
02/03/2009 16.00,"2,4","22,5","12,7","0,7","43,1",,
02/03/2009 17.00,"2,5","22,5","12,9","0,7","43,1",,
02/03/2009 18.00,"2,3","23,9","14,8","0,8","43,1",,
02/03/2009 19.00,"2,3","28,9","20,0","0,9","43,1",,
02/03/2009 20.00,"2,2","35,8","26,8","1,1","43,1",,
02/03/2009 21.00,"2,2","36,0","27,1","1,1","43,1",,
02/03/2009 22.00,"2,2","33,1","24,2","1,1","43,1",,
02/03/2009 23.00,"2,1","30,0","21,0","1,1","43,1",,
03/03/2009 0.00,"2,1","27,7","18,5","1,0","43,1",,
03/03/2009 1.00,,"23,4","14,5","0,8","53,1",,
03/03/2009 2.00,"0,7","21,4","12,7",,"53,1",,
03/03/2009 3.00,"0,7","19,9","11,4","0,7","53,1",,
03/03/2009 4.00,"0,6",,,"0,6","53,1",,
03/03/2009 5.00,"0,7","16,5","9,3","0,5","53,1",,
03/03/2009 6.00,"0,4","18,3","11,0","0,5","53,1",,
03/03/2009 7.00,"0,9","34,4","26,9","0,9","53,1",,
03/03/2009 8.00,"1,4","71,2","61,1","1,3","53,1",,
03/03/2009 9.00,"1,1","81,5","72,0","1,2","53,1",,
03/03/2009 10.00,"0,4","51,4","43,7","0,8","53,1",,
03/03/2009 11.00,"0,3","31,0","23,6","0,6","53,1",,
03/03/2009 12.00,"0,6","22,6","15,2","0,7","53,1",,
03/03/2009 13.00,"0,8","20,5","13,2","0,6","53,1",,
03/03/2009 14.00,"0,9","19,2","11,9","0,5","53,1",,
03/03/2009 15.00,"0,7","17,7","10,4","0,5","53,1",,
03/03/2009 16.00,"0,5","16,9","9,6","0,5","53,1",,
03/03/2009 17.00,"0,3","16,9","9,6","0,5","53,1",,
03/03/2009 18.00,"0,4","18,3","10,6","0,6","53,1",,
03/03/2009 19.00,"0,6","30,0","22,1","1,1","53,1",,
03/03/2009 20.00,"0,6","39,0","31,3","1,4","53,1",,
03/03/2009 21.00,"0,7","41,0","33,3","1,4","53,1",,
03/03/2009 22.00,"0,6","37,6","30,0","1,3","53,1",,
03/03/2009 23.00,"0,6","32,4","24,8","1,1","53,1",,
04/03/2009 0.00,"0,4","26,8","19,0","0,9","53,1",,
04/03/2009 1.00,"0,3","24,0","16,2","0,7","27,8",,
04/03/2009 2.00,"0,3","21,6","13,7","0,6","27,8",,
04/03/2009 3.00,"0,4","19,7","11,8","0,5","27,8",,
04/03/2009 4.00,"0,3","18,8","10,4","0,4","27,8",,
04/03/2009 5.00,"0,3","18,8","10,2","0,3","27,8",,
04/03/2009 6.00,"0,4","18,7","10,0","0,3","27,8",,
04/03/2009 7.00,"0,4","21,2","12,4","0,4","27,8",,
04/03/2009 8.00,"0,6","26,4","17,2","0,4","27,8",,
04/03/2009 9.00,"0,3","29,8","20,1","0,5","27,8",,
04/03/2009 10.00,"0,3","28,3","18,8","0,5","27,8",,
04/03/2009 11.00,"0,3","23,2","13,8","0,5","27,8",,
04/03/2009 12.00,"0,4","20,9","11,6","0,5","27,8",,
04/03/2009 13.00,"0,3","20,7","11,5","0,5","27,8",,
04/03/2009 14.00,"0,2","19,8","10,7","0,5","27,8",,
04/03/2009 15.00,"0,2","19,1","10,2","0,5","27,8",,
04/03/2009 16.00,"0,3","18,9","10,4","0,5","27,8",,
04/03/2009 17.00,"0,3","20,1","11,7","0,5","27,8",,
04/03/2009 18.00,"0,2","20,9","12,7","0,5","27,8",,
04/03/2009 19.00,"0,4","21,4","13,5","0,6","27,8",,
04/03/2009 20.00,"0,5","21,9","14,0","0,6","27,8",,
04/03/2009 21.00,"0,4","20,5","12,6","0,5","27,8",,
04/03/2009 22.00,"0,2","19,9","11,7","0,5","27,8",,
04/03/2009 23.00,"0,2","18,1","9,6","0,4","27,8",,
05/03/2009 0.00,"0,2","16,8","8,1","0,3","27,8",,
05/03/2009 1.00,,"16,1","7,2","0,3","36,3",,
05/03/2009 2.00,"0,9","15,8","6,8",,"36,3",,
05/03/2009 3.00,"0,7","15,1","6,1","0,3","36,3",,
05/03/2009 4.00,"0,8",,,"0,3","36,3",,
05/03/2009 5.00,"1,5","14,6","6,3","0,2","36,3",,
05/03/2009 6.00,"1,2","13,7","5,9","0,2","36,3",,
05/03/2009 7.00,"1,1","15,1","7,2","0,3","36,3",,
05/03/2009 8.00,"1,2","18,4","9,3","0,3","36,3",,
05/03/2009 9.00,"1,1","19,5","11,0","0,4","36,3",,
05/03/2009 10.00,"1,0","18,6","9,9","0,4","36,3",,
05/03/2009 11.00,"1,3","18,3","9,7","0,5","36,3",,
05/03/2009 12.00,"1,3","18,2","9,8","0,5","36,3",,
05/03/2009 13.00,"1,7","18,2","10,0","0,5","36,3",,
05/03/2009 14.00,"1,5","18,2","10,0","0,5","36,3",,
05/03/2009 15.00,"1,6","17,8","9,6","0,5","36,3",,
05/03/2009 16.00,"1,2","19,4","11,4","0,5","36,3",,
05/03/2009 17.00,"1,1","24,0","16,4","0,7","36,3",,
05/03/2009 18.00,"1,3","21,8","14,4","0,9","36,3",,
05/03/2009 19.00,"1,4","22,4","15,0","1,0","36,3",,
05/03/2009 20.00,"1,5","23,3","16,1","1,1","36,3",,
05/03/2009 21.00,"1,2","24,9","17,8","1,1","36,3",,
05/03/2009 22.00,"1,0","21,5","15,1","0,9","36,3",,
05/03/2009 23.00,"1,0","18,7","12,3","0,8","36,3",,
06/03/2009 0.00,"1,2","16,9","10,5","0,7","36,3",,
06/03/2009 1.00,"1,0","15,3","8,9","0,6","28,6",,
06/03/2009 2.00,"1,1","15,0","8,7","0,6","28,6",,
06/03/2009 3.00,"1,0","14,1","8,1","0,5","28,6",,
06/03/2009 4.00,"0,8","13,4","7,4","0,4","28,6",,
06/03/2009 5.00,"0,9","12,3","6,6","0,4","28,6",,
06/03/2009 6.00,"0,9","11,6","6,0","0,4","28,6",,
06/03/2009 7.00,"1,0","13,3","7,4","0,5","28,6",,
06/03/2009 8.00,"1,1","17,8","11,6","0,5","28,6",,
06/03/2009 9.00,"0,9","15,9","9,6","0,5","28,6",,
06/03/2009 10.00,"0,9","14,9","8,7","0,6","28,6",,
06/03/2009 11.00,"1,4","18,2","11,5","0,6","28,6",,
06/03/2009 12.00,"1,0","19,7","12,5","0,6","28,6",,
06/03/2009 13.00,"1,1","19,0","11,6","0,6","28,6",,
06/03/2009 14.00,"1,3","18,1","10,7","0,7","28,6",,
06/03/2009 15.00,"1,3","16,3","9,6","0,7","28,6",,
06/03/2009 16.00,"1,2","16,6","10,2","0,7","28,6",,
06/03/2009 17.00,"1,2","20,0","13,4","0,9","28,6",,
06/03/2009 18.00,"1,6","20,9","14,4","0,9","28,6",,
06/03/2009 19.00,"1,7","25,7","19,3","1,3","28,6",,
06/03/2009 20.00,"1,4","28,4","21,9","1,3","28,6",,
06/03/2009 21.00,"1,7","24,6","18,2","1,1","28,6",,
06/03/2009 22.00,"1,2","21,8","15,6","0,9","28,6",,
06/03/2009 23.00,"0,7","20,9","14,6","0,9","28,6",,
07/03/2009 0.00,"0,4","19,1","12,9","0,8","28,6",,
07/03/2009 1.00,,"16,8","10,8","0,7","19,1",,
07/03/2009 2.00,"0,1","15,0","9,2",,"19,1",,
07/03/2009 3.00,"0,1","14,0","8,2","0,5","19,1",,
07/03/2009 4.00,"0,0",,,"0,4","19,1",,
07/03/2009 5.00,"0,0","10,7","6,2","0,4","19,1",,
07/03/2009 6.00,"0,0","11,3","6,5","0,4","19,1",,
07/03/2009 7.00,"0,0","15,2","10,2","0,5","19,1",,
07/03/2009 8.00,"0,1","23,2","17,6","0,7","19,1",,
07/03/2009 9.00,"0,2","26,5","20,9","0,6","19,1",,
07/03/2009 10.00,"0,2","17,6","12,1","0,5","19,1",,
07/03/2009 11.00,"0,2","14,2","8,5","0,4","19,1",,
07/03/2009 12.00,"0,1","13,5","7,5","0,4","19,1",,
07/03/2009 13.00,"0,2","13,8","8,1","0,4","19,1",,
07/03/2009 14.00,"0,2","14,2","8,4","0,3","19,1",,
07/03/2009 15.00,"0,0","14,4","8,4","0,4","19,1",,
07/03/2009 16.00,"0,2","19,7","13,4","0,8","19,1",,
07/03/2009 17.00,"0,2","21,0","13,9","0,6","19,1",,
07/03/2009 18.00,"0,1","20,1","13,4","0,7","19,1",,
07/03/2009 19.00,"0,3","19,8","13,7","0,7","19,1",,
07/03/2009 20.00,"0,2","20,1","13,8","0,7","19,1",,
07/03/2009 21.00,"0,3","21,9","15,3","0,6","19,1",,
07/03/2009 22.00,"0,2","20,5","14,1","0,6","19,1",,
07/03/2009 23.00,"0,2","22,5","16,3","0,7","19,1",,
08/03/2009 0.00,"0,8","21,7","15,4","0,7","19,1",,
08/03/2009 1.00,"0,7","17,8","11,6","0,5","26,8",,
08/03/2009 2.00,"0,7","16,1","9,7","0,5","26,8",,
08/03/2009 3.00,"0,7","15,5","9,5","0,5","26,8",,
08/03/2009 4.00,"0,6","14,9","9,2","0,4","26,8",,
08/03/2009 5.00,"0,7","14,5","8,8","0,5","26,8",,
08/03/2009 6.00,"0,8","14,6","8,9","0,5","26,8",,
08/03/2009 7.00,"0,8","15,2","9,3","0,5","26,8",,
08/03/2009 8.00,"0,7","18,5","11,7","0,5","26,8",,
08/03/2009 9.00,"0,8","21,3","9,5","0,4","26,8",,
08/03/2009 10.00,"1,2","21,9","7,3","0,5","26,8",,
08/03/2009 11.00,"1,7","21,3","6,8","0,5","26,8",,
08/03/2009 12.00,"2,0","21,6","7,3","0,5","26,8",,
08/03/2009 13.00,"2,0","20,6","6,4","0,5","26,8",,
08/03/2009 14.00,"2,0","21,5","6,6","0,5","26,8",,
08/03/2009 15.00,"1,5","20,8","6,0","0,5","26,8",,
08/03/2009 16.00,"1,4","20,7","6,1","0,5","26,8",,
08/03/2009 17.00,"0,9","19,9","6,0","0,4","26,8",,
08/03/2009 18.00,"0,7","19,5","6,4","0,4","26,8",,
08/03/2009 19.00,"0,7","22,9","10,5","0,5","26,8",,
08/03/2009 20.00,"0,7","33,2","20,9","0,8","26,8",,
08/03/2009 21.00,"1,0","33,3","20,6","1,2","26,8",,
08/03/2009 22.00,"1,1","30,4","17,8","1,5","26,8",,
08/03/2009 23.00,"0,9","29,7","17,2","1,6","26,8",,
09/03/2009 0.00,"0,2","25,5","13,7","1,2","26,8",,
09/03/2009 1.00,,"23,1","12,1","1,0","41,3",,
09/03/2009 2.00,"0,4","21,7","11,3",,"41,3",,
09/03/2009 3.00,"0,3","18,9","9,1","0,8","41,3",,
09/03/2009 4.00,"0,4",,,"0,6","41,3",,
09/03/2009 5.00,"0,3",,,"0,6","41,3",,
09/03/2009 6.00,"0,2",,,"0,6","41,3",,
09/03/2009 7.00,"0,3",,,"0,7","41,3",,
09/03/2009 8.00,"0,6",,,"0,7","41,3",,
09/03/2009 9.00,"0,7",,,"0,7","41,3",,
09/03/2009 10.00,"0,7",,,"0,7","41,3",,
09/03/2009 11.00,"1,1",,,"0,6","41,3",,
09/03/2009 12.00,"1,1",,,"0,6","41,3",,
09/03/2009 13.00,"1,2",,,"0,6","41,3",,
09/03/2009 14.00,"1,0",,,"0,7","41,3",,
09/03/2009 15.00,"1,2",,,"0,6","41,3",,
09/03/2009 16.00,"0,9",,,"0,6","41,3",,
09/03/2009 17.00,"0,8",,,"0,5","41,3",,
09/03/2009 18.00,"1,3",,,"0,8","41,3",,
09/03/2009 19.00,"1,3","29,0","22,4","1,0","41,3",,
09/03/2009 20.00,"1,5","38,8","31,4","1,4","41,3",,
09/03/2009 21.00,"1,7","37,9","30,5","1,4","41,3",,
09/03/2009 22.00,"1,2","31,0","23,6","1,2","41,3",,
09/03/2009 23.00,"0,6","21,4","14,0","0,7","41,3",,
10/03/2009 0.00,"0,4","16,7","9,3","0,4","41,3",,
10/03/2009 1.00,"0,1","15,9","8,4","0,4","36,9",,
10/03/2009 2.00,"0,3","15,2","7,6","0,4","36,9",,
10/03/2009 3.00,"0,3","14,7","7,2","0,4","36,9",,
10/03/2009 4.00,"0,2","14,6","7,0","0,3","36,9",,
10/03/2009 5.00,"0,2","14,1","6,3","0,3","36,9",,
10/03/2009 6.00,"0,1","14,1","6,2","0,3","36,9",,
10/03/2009 7.00,"0,0","14,6","6,8","0,3","36,9",,
10/03/2009 8.00,"0,1","14,9","7,1","0,3","36,9",,
10/03/2009 9.00,"0,1","15,9","8,5","0,4","36,9",,
10/03/2009 10.00,"0,3","14,9","7,5","0,4","36,9",,
10/03/2009 11.00,"0,3","13,5","6,6","0,4","36,9",,
10/03/2009 12.00,"0,3","12,8","6,2","0,5","36,9",,
10/03/2009 13.00,"0,5","13,3","6,8","0,5","36,9",,
10/03/2009 14.00,"0,5","13,2","6,7","0,5","36,9",,
10/03/2009 15.00,"0,5","13,3","6,8","0,5","36,9",,
10/03/2009 16.00,"0,5","13,2","6,7","0,5","36,9",,
10/03/2009 17.00,"0,7","14,3","7,8","0,5","36,9",,
10/03/2009 18.00,"0,3","15,7","9,0","0,5","36,9",,
10/03/2009 19.00,"0,2","20,5","13,2","0,6","36,9",,
10/03/2009 20.00,"0,3","27,2","19,7","0,8","36,9",,
10/03/2009 21.00,"0,3","39,9","31,7","1,6","36,9",,
10/03/2009 22.00,"0,6","51,6","43,2","1,9","36,9",,
10/03/2009 23.00,"1,0","51,3","42,8","2,0","36,9",,
11/03/2009 0.00,"1,9","42,9","34,5","1,7","36,9",,
11/03/2009 1.00,,"36,1","27,7","1,3","58,2",,
11/03/2009 2.00,"0,2","28,7","20,3",,"58,2",,
11/03/2009 3.00,"0,1","23,4","15,0","0,6","58,2",,
11/03/2009 4.00,"0,1",,,"0,5","58,2",,
11/03/2009 5.00,"0,1","18,8","11,3","0,3","58,2",,
11/03/2009 6.00,"0,1","18,2","10,7","0,3","58,2",,
11/03/2009 7.00,"0,1","21,3","13,5","0,4","58,2",,
11/03/2009 8.00,"0,1","21,5","13,7","0,5","58,2",,
11/03/2009 9.00,"0,2","28,8","21,0","0,6","58,2",,
11/03/2009 10.00,"0,4","24,4","16,8","0,7","58,2",,
11/03/2009 11.00,"0,3",,,"0,7","58,2",,
11/03/2009 12.00,"0,5","21,1","15,6","0,7","58,2",,
11/03/2009 13.00,"0,4","26,5","20,9","0,6","58,2",,
11/03/2009 14.00,"0,3","25,6","19,7","0,6","58,2",,
11/03/2009 15.00,"0,3","24,1","17,7","0,5","58,2",,
11/03/2009 16.00,"0,4","23,2","16,7","0,6","58,2",,
11/03/2009 17.00,"0,6","24,5","18,0","0,6","58,2",,
11/03/2009 18.00,"0,6","25,0","18,6","0,7","58,2",,
11/03/2009 19.00,"0,7","36,4","29,8","1,1","58,2",,
11/03/2009 20.00,"0,8","45,3","38,4","1,5","58,2",,
11/03/2009 21.00,"1,2","54,7","46,7","2,1","58,2",,
11/03/2009 22.00,"1,4","62,2","54,3","2,2","58,2",,
11/03/2009 23.00,"0,8","49,0","42,1","2,0","58,2",,
12/03/2009 0.00,"0,1","32,6","26,1","1,4","58,2",,
12/03/2009 1.00,,"24,0","17,3","0,9","14,8",,
12/03/2009 2.00,,"19,2","12,7","0,6","14,8",,
12/03/2009 3.00,,"17,2","10,5","0,5","14,8",,
12/03/2009 4.00,,"16,8","10,0","0,3","14,8",,
12/03/2009 5.00,,"15,9","9,3","0,2","14,8",,
12/03/2009 6.00,,"14,1","7,5","0,1","14,8",,
12/03/2009 7.00,,"13,3","6,7","0,1","14,8",,
12/03/2009 8.00,,"13,4","6,8","0,1","14,8",,
12/03/2009 9.00,,"14,1","7,6","0,1","14,8",,
12/03/2009 10.00,,"13,2","6,7","0,2","14,8",,
12/03/2009 11.00,,"13,5","7,0","0,2","14,8",,
12/03/2009 12.00,,"13,7","7,3","0,3","14,8",,
12/03/2009 13.00,,"12,6","6,6","0,3","14,8",,
12/03/2009 14.00,,"12,8","7,1","0,3","14,8",,
12/03/2009 15.00,,"12,8","7,2","0,3","14,8",,
12/03/2009 16.00,,"12,3","6,7","0,3","14,8",,
12/03/2009 17.00,,"12,2","6,6","0,4","14,8",,
12/03/2009 18.00,,"13,2","7,5","0,3","14,8",,
12/03/2009 19.00,,"13,2","7,1","0,3","14,8",,
12/03/2009 20.00,,"13,7","7,2","0,3","14,8",,
12/03/2009 21.00,,"13,9","7,3","0,3","14,8",,
12/03/2009 22.00,,"13,1","6,6","0,3","14,8",,
12/03/2009 23.00,,"12,4","5,8","0,3","14,8",,
13/03/2009 0.00,,"12,8","6,3","0,2","14,8",,
13/03/2009 1.00,,"13,0","6,4","0,3","32,9",,
13/03/2009 2.00,"0,7","13,1","6,6",,"32,9",,
13/03/2009 3.00,"0,4","13,9","7,3","0,4","32,9",,
13/03/2009 4.00,"0,4",,,"0,3","32,9",,
13/03/2009 5.00,"0,6","13,1","6,5","0,3","32,9",,
13/03/2009 6.00,"0,5","13,6","7,0","0,3","32,9",,
13/03/2009 7.00,"0,3","17,7","10,9","0,4","32,9",,
13/03/2009 8.00,"0,4","19,3","12,4","0,4","32,9",,
13/03/2009 9.00,"1,1","17,5","11,0","0,5","32,9",,
13/03/2009 10.00,"1,4","15,6","9,9","0,5","32,9",,
13/03/2009 11.00,"1,3","14,1","8,6","0,5","32,9",,
13/03/2009 12.00,"1,3","12,9","7,3","0,5","32,9",,
13/03/2009 13.00,"1,7","17,2","11,5","0,5","32,9",,
13/03/2009 14.00,"1,8","13,6","8,1","0,4","32,9",,
13/03/2009 15.00,"1,6","12,3","6,7","0,4","32,9",,
13/03/2009 16.00,"1,2","12,6","7,0","0,4","32,9",,
13/03/2009 17.00,"1,4","12,7","7,1","0,3","32,9",,
13/03/2009 18.00,"0,9","13,1","7,5","0,3","32,9",,
13/03/2009 19.00,"0,6","16,3","10,6","0,4","32,9",,
13/03/2009 20.00,"1,3","24,6","18,5","0,8","32,9",,
13/03/2009 21.00,"1,2","44,0","37,3","1,2","32,9",,
13/03/2009 22.00,"1,1","47,9","41,4","1,3","32,9",,
13/03/2009 23.00,"1,0","46,5","39,7","1,3","32,9",,
14/03/2009 0.00,"0,7","50,3","43,2","1,4","32,9",,
14/03/2009 1.00,"0,4","39,2","32,6","1,1","38,7",,
14/03/2009 2.00,"0,2","29,8","23,2","0,9","38,7",,
14/03/2009 3.00,"0,2","27,3","20,2","0,7","38,7",,
14/03/2009 4.00,"0,3","25,1","17,7","0,6","38,7",,
14/03/2009 5.00,"0,1","20,6","13,1","0,5","38,7",,
14/03/2009 6.00,"0,2","19,7","12,3","0,4","38,7",,
14/03/2009 7.00,"0,2","23,0","15,6","0,5","38,7",,
14/03/2009 8.00,"0,6","26,2","18,8","0,5","38,7",,
14/03/2009 9.00,"0,6","21,4","14,8","0,4","38,7",,
14/03/2009 10.00,"1,0","17,9","11,8","0,3","38,7",,
14/03/2009 11.00,"1,4","16,0","10,3","0,3","38,7",,
14/03/2009 12.00,"1,0","13,0","7,4","0,3","38,7",,
14/03/2009 13.00,"0,8","12,8","7,2","0,3","38,7",,
14/03/2009 14.00,"0,8","12,0","6,4","0,4","38,7",,
14/03/2009 15.00,"0,8","11,3","5,8","0,3","38,7",,
14/03/2009 16.00,"0,7","12,2","6,7","0,4","38,7",,
14/03/2009 17.00,"0,6","12,0","6,5","0,4","38,7",,
14/03/2009 18.00,"0,5","13,2","7,6","0,4","38,7",,
14/03/2009 19.00,"0,4","17,8","12,0","0,5","38,7",,
14/03/2009 20.00,"0,1","23,0","16,7","0,6","38,7",,
14/03/2009 21.00,"0,4","24,1","17,6","0,8","38,7",,
14/03/2009 22.00,"0,2","29,4","22,9","1,1","38,7",,
14/03/2009 23.00,"0,8","34,1","27,4","1,5","38,7",,
15/03/2009 0.00,"1,6","30,1","23,4","1,6","38,7",,
15/03/2009 1.00,,"28,5","21,9","1,4","55,7",,
15/03/2009 2.00,"0,4","25,9","19,2",,"55,7",,
15/03/2009 3.00,"0,4","23,0","16,3","1,2","55,7",,
15/03/2009 4.00,"0,3",,,"1,0","55,7",,
15/03/2009 5.00,"0,1","17,0","10,4","0,8","55,7",,
15/03/2009 6.00,"0,4","16,5","9,9","0,8","55,7",,
15/03/2009 7.00,"0,3","21,1","14,2","1,1","55,7",,
15/03/2009 8.00,"0,7","26,8","19,5","1,1","55,7",,
15/03/2009 9.00,"1,2","33,4","26,4","1,5","55,7",,
15/03/2009 10.00,"1,1","27,0","20,8","0,8","55,7",,
15/03/2009 11.00,"0,9","18,1","12,5","0,8","55,7",,
15/03/2009 12.00,"1,2","15,3","9,8","0,8","55,7",,
15/03/2009 13.00,"1,5","14,6","9,2","0,7","55,7",,
15/03/2009 14.00,"1,4","13,2","7,8","0,6","55,7",,
15/03/2009 15.00,"1,5","12,2","6,8","0,5","55,7",,
15/03/2009 16.00,"1,8","12,6","7,1","0,5","55,7",,
15/03/2009 17.00,"2,5","14,8","9,2","0,5","55,7",,
15/03/2009 18.00,"1,6","17,7","12,1","0,8","55,7",,
15/03/2009 19.00,"0,6","22,7","17,0","1,1","55,7",,
15/03/2009 20.00,"0,6","34,9","28,5","1,5","55,7",,
15/03/2009 21.00,"0,8","39,4","32,9","1,7","55,7",,
15/03/2009 22.00,"0,6","39,6","32,8","1,3","55,7",,
15/03/2009 23.00,"0,2","40,8","33,9","1,2","55,7",,
16/03/2009 0.00,,"40,3","33,4","1,0","55,7",,
16/03/2009 1.00,,"34,7","28,0","0,9","37,8",,
16/03/2009 2.00,,"34,0","26,9","0,8","37,8",,
16/03/2009 3.00,,"43,7","36,2","0,8","37,8",,
16/03/2009 4.00,,"48,0","40,1","0,8","37,8",,
16/03/2009 5.00,,"46,5","38,7","0,8","37,8",,
16/03/2009 6.00,,"45,1","37,3","0,9","37,8",,
