Stat,LECCE-Via Garigliano,,,,,,,,  ,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,,
18/09/2014 4.00,"2,2","17,1","20,0","0,3","23,3","0,8","14,6",,,
18/09/2014 5.00,"2,2","39,0","45,0","0,4","23,3","0,8","14,6",,,
18/09/2014 6.00,"2,4","66,9","112,6","0,6","23,3","0,9","14,6",,,
18/09/2014 7.00,"2,9","58,2","106,2","0,6","23,3","1,1","14,6",,,
18/09/2014 8.00,"2,9","12,3","17,1","0,3","23,3","1,1","14,6",,,
18/09/2014 9.00,"3,8","9,0","12,1","0,3","23,3","0,4","14,6",,,
18/09/2014 10.00,"4,6","10,8","13,8","0,3","23,3","0,4","14,6",,,
18/09/2014 11.00,"5,4","13,0","16,7","0,4","23,3","0,3","14,6",,,
18/09/2014 12.00,"6,5","14,0","17,2","0,4","23,3","0,2","14,6",,,
18/09/2014 13.00,"3,6","8,0","10,8","0,3","23,3","0,3","14,6",,,
18/09/2014 14.00,"2,6","4,9","7,2","0,3","23,3","0,2","14,6",,,
18/09/2014 15.00,"2,2","6,0","8,6","0,3","23,3","0,2","14,6",,,
18/09/2014 16.00,"2,6","6,1","8,2","0,3","23,3","0,5","14,6",,,
18/09/2014 17.00,"2,2","8,8","11,4","0,3","23,3","0,5","14,6",,,
18/09/2014 18.00,"2,1","13,8","16,8","0,4","23,3","0,7","14,6",,,
18/09/2014 19.00,"2,3","16,5","18,7","0,4","23,3","1,0","14,6",,,
18/09/2014 20.00,"2,0","29,1","31,8","0,4","23,3","0,7","14,6",,,
18/09/2014 21.00,"1,8","33,5","36,7","0,5","23,3","0,9","14,6",,,
18/09/2014 22.00,"1,9","30,4","32,9","0,5","23,3","1,5","14,6",,,
18/09/2014 23.00,"2,0","30,0","32,7","0,5","23,3","1,5","14,6",,,
19/09/2014 0.00,"2,3","23,5","26,2","0,4","23,3","1,0","14,6",,,
19/09/2014 1.00,"1,8","26,7","30,1","0,4","27,7","0,8","17,9",,,
19/09/2014 2.00,"2,0",,,"0,3","27,7","0,7","17,9",,,
19/09/2014 3.00,"2,2","15,6","17,8","0,3","27,7","0,6","17,9",,,
19/09/2014 4.00,"1,8","15,0","17,5",,"27,7","0,8","17,9",,,
19/09/2014 5.00,"2,1","23,8","26,8","0,4","27,7","0,8","17,9",,,
19/09/2014 6.00,"2,2","43,7","55,3","0,5","27,7","0,8","17,9",,,
19/09/2014 7.00,"2,6","49,7","73,2","0,6","27,7","1,2","17,9",,,
19/09/2014 8.00,"2,9","29,2","39,9","0,4","27,7","1,3","17,9",,,
19/09/2014 9.00,"3,5","21,5","28,7","0,4","27,7","1,2","17,9",,,
19/09/2014 10.00,"3,3","12,4","35,6","0,4","27,7","0,7","17,9",,,
19/09/2014 11.00,,,,,"27,7",,"17,9",,,
19/09/2014 12.00,,,,,"27,7",,"17,9",,,
19/09/2014 13.00,,,,,"27,7",,"17,9",,,
19/09/2014 14.00,,,,,"27,7",,"17,9",,,
19/09/2014 15.00,"5,2",,,"0,3","27,7",,"17,9",,,
19/09/2014 16.00,"3,3","22,9","28,7","0,3","27,7","4,0","17,9",,,
19/09/2014 17.00,"6,0","26,4","32,6","0,3","27,7","0,5","17,9",,,
19/09/2014 18.00,"6,3","32,8","39,6","0,3","27,7","0,5","17,9",,,
19/09/2014 19.00,"6,1","32,2","38,5","0,3","27,7","0,7","17,9",,,
19/09/2014 20.00,"6,3","21,1","27,1","0,3","27,7","0,8","17,9",,,
19/09/2014 21.00,"6,2","10,4","15,6","0,2","27,7","0,4","17,9",,,
19/09/2014 22.00,"6,2","12,0","17,3","0,2","27,7","0,3","17,9",,,
19/09/2014 23.00,"6,1","11,4","17,1","0,2","27,7","0,3","17,9",,,
20/09/2014 0.00,"6,2","7,4","13,0","0,2","27,7","0,3","17,9",,,
20/09/2014 1.00,"6,1","5,4","10,8","0,2","30,8","0,4","18,9",,,
20/09/2014 2.00,"5,6","5,6","11,2","0,2","30,8","0,3","18,9",,,
20/09/2014 3.00,"6,3","3,5","9,0","0,2","30,8","0,3","18,9",,,
20/09/2014 4.00,"6,5","6,0","11,6","0,2","30,8","0,3","18,9",,,
20/09/2014 5.00,"6,2","13,3","21,6","0,2","30,8","0,3","18,9",,,
20/09/2014 6.00,"6,1","17,3","25,3","0,2","30,8","0,3","18,9",,,
20/09/2014 7.00,"6,1","28,1","40,5","0,3","30,8","0,4","18,9",,,
20/09/2014 8.00,"6,3","17,3","26,7","0,2","30,8","0,6","18,9",,,
20/09/2014 9.00,"5,2","15,2","23,9","0,2","30,8","0,4","18,9",,,
20/09/2014 10.00,"5,6","16,8","26,4","0,2","30,8","0,4","18,9",,,
20/09/2014 11.00,"6,8","21,0","32,5","0,2","30,8","0,3","18,9",,,
20/09/2014 12.00,"6,9","15,4","25,2","0,2","30,8","0,5","18,9",,,
20/09/2014 13.00,"6,3","14,1","22,2","0,2","30,8","0,3","18,9",,,
20/09/2014 14.00,"6,2","7,4","14,2","0,1","30,8","0,3","18,9",,,
20/09/2014 15.00,"6,8","8,7","16,1","0,2","30,8","0,2","18,9",,,
20/09/2014 16.00,"6,4","13,6","20,8","0,2","30,8","0,3","18,9",,,
20/09/2014 17.00,"6,6","21,4","29,2","0,2","30,8","0,4","18,9",,,
20/09/2014 18.00,"6,5","36,3","45,0","0,3","30,8","0,6","18,9",,,
20/09/2014 19.00,"6,5","36,5","47,3","0,4","30,8","0,8","18,9",,,
20/09/2014 20.00,"6,5","30,6","39,5","0,3","30,8","1,0","18,9",,,
20/09/2014 21.00,"6,6","19,4","26,9","0,3","30,8","0,8","18,9",,,
20/09/2014 22.00,"6,3","26,4","34,7","0,3","30,8","0,7","18,9",,,
20/09/2014 23.00,"6,1","26,9","35,1","0,3","30,8","0,6","18,9",,,
21/09/2014 0.00,"5,6","21,9","29,2","0,3","30,8","0,4","18,9",,,
21/09/2014 1.00,"5,9","17,9","24,9","0,2","40,2","0,5","19,2",,,
21/09/2014 2.00,"6,6",,,"0,2","40,2","0,4","19,2",,,
21/09/2014 3.00,"6,0","6,6","13,0","0,2","40,2","0,5","19,2",,,
21/09/2014 4.00,"6,3","6,7","13,0",,"40,2","0,4","19,2",,,
21/09/2014 5.00,"6,4","10,3","17,1","0,2","40,2","0,5","19,2",,,
21/09/2014 6.00,"6,6","12,1","19,8","0,2","40,2","0,4","19,2",,,
21/09/2014 7.00,"6,4","12,2","22,1","0,2","40,2","0,4","19,2",,,
21/09/2014 8.00,"6,2","13,8","24,4","0,3","40,2","0,4","19,2",,,
21/09/2014 9.00,"6,1","12,6","22,2","0,3","40,2","0,7","19,2",,,
21/09/2014 10.00,"6,0","11,8","21,0","0,2","40,2","0,5","19,2",,,
21/09/2014 11.00,"5,9","10,1","18,7","0,2","40,2","0,5","19,2",,,
21/09/2014 12.00,"6,8","7,2","14,8","0,2","40,2","0,4","19,2",,,
21/09/2014 13.00,"6,5","3,8","11,0","0,1","40,2","0,3","19,2",,,
21/09/2014 14.00,"7,0","3,7","10,6","0,1","40,2","0,2","19,2",,,
21/09/2014 15.00,"7,4","5,6","12,5","0,1","40,2","0,3","19,2",,,
21/09/2014 16.00,"7,3","9,7","16,7","0,1","40,2","0,3","19,2",,,
21/09/2014 17.00,"7,7","20,0","27,2","0,2","40,2","0,3","19,2",,,
21/09/2014 18.00,"7,0","21,0","27,7","0,3","40,2","0,4","19,2",,,
21/09/2014 19.00,"7,3","10,8","17,3","0,3","40,2","0,8","19,2",,,
21/09/2014 20.00,"6,4","13,4","19,7","0,2","40,2","0,6","19,2",,,
21/09/2014 21.00,"6,4","25,7","32,9","0,3","40,2","0,4","19,2",,,
21/09/2014 22.00,"7,0","28,5","35,6","0,3","40,2","0,6","19,2",,,
21/09/2014 23.00,"6,6","21,2","28,3","0,3","40,2","0,7","19,2",,,
22/09/2014 0.00,"6,4","15,4","22,3","0,2","40,2","0,5","19,2",,,
22/09/2014 1.00,"7,6","13,4","20,5","0,2","60,4","0,4","20,8",,,
22/09/2014 2.00,"7,1","11,2","18,1","0,2","60,4","0,5","20,8",,,
22/09/2014 3.00,"7,2","9,0","16,0","0,3","60,4","0,4","20,8",,,
22/09/2014 4.00,"7,0","10,2","17,6","0,2","60,4","0,8","20,8",,,
22/09/2014 5.00,"7,5","24,5","35,9","0,3","60,4","0,5","20,8",,,
22/09/2014 6.00,"6,9","34,9","61,8","0,3","60,4","0,6","20,8",,,
22/09/2014 7.00,"7,1","43,0","79,5","0,5","60,4","0,7","20,8",,,
22/09/2014 8.00,"6,2","30,6","51,4","0,3","60,4","0,8","20,8",,,
22/09/2014 9.00,,"23,8","40,4","0,3","60,4","0,7","20,8",,,
22/09/2014 10.00,,"23,2","39,9","0,3","60,4","0,6","20,8",,,
22/09/2014 11.00,,"23,0","40,1","0,2","60,4","0,3","20,8",,,
22/09/2014 12.00,,"19,4","35,0","0,2","60,4","0,5","20,8",,,
22/09/2014 13.00,,"14,5","25,3","0,1","60,4","0,3","20,8",,,
22/09/2014 14.00,,"15,9","26,3","0,1","60,4","0,3","20,8",,,
22/09/2014 15.00,,"22,2","33,8","0,2","60,4","0,3","20,8",,,
22/09/2014 16.00,,"24,8","34,0","0,2","60,4","0,4","20,8",,,
22/09/2014 17.00,,"41,2","54,7","0,3","60,4","0,4","20,8",,,
22/09/2014 18.00,,"46,4","61,1","0,3","60,4","0,7","20,8",,,
22/09/2014 19.00,,"15,2","22,2","0,2","60,4","0,7","20,8",,,
22/09/2014 20.00,,"36,8","45,3","0,3","60,4","2,3","20,8",,,
22/09/2014 21.00,,"14,9","21,7","0,2","60,4","0,9","20,8",,,
22/09/2014 22.00,,"8,2","14,8","0,1","60,4","0,4","20,8",,,
22/09/2014 23.00,,"5,6","12,2","0,1","60,4","0,1","20,8",,,
23/09/2014 0.00,,"8,6","15,6","0,2","60,4","0,2","20,8",,,
23/09/2014 1.00,,"8,8","15,6","0,2","18,5","0,3",,,,
23/09/2014 2.00,,,,"0,1","18,5","0,2",,,,
23/09/2014 3.00,,"4,2","11,0","0,1","18,5","0,2",,,,
23/09/2014 4.00,,"6,5","13,2",,"18,5","0,4",,,,
23/09/2014 5.00,,"11,7","18,8","0,1","18,5","0,2",,,,
23/09/2014 6.00,,"7,6","15,2","0,1","18,5","0,2",,,,
23/09/2014 7.00,,"9,7","18,7","0,2","18,5","0,3",,,,
23/09/2014 8.00,,"6,4","14,3","0,1","18,5","0,2",,,,
23/09/2014 9.00,,"6,1","13,9","0,1","18,5","0,3",,,,
23/09/2014 10.00,,"5,9","13,8","0,1","18,5","0,2",,,,
23/09/2014 11.00,,"6,3","14,7","0,1","18,5","0,3",,,,
23/09/2014 12.00,,"3,9","11,2","0,1","18,5","0,2",,,,
23/09/2014 13.00,,"1,7","8,6","0,2","18,5","0,8",,,,
23/09/2014 14.00,"5,2","2,4","9,5","0,2","18,5","1,3",,,,
23/09/2014 15.00,"4,5","2,5","9,2","0,2","18,5","0,4",,,,
23/09/2014 16.00,"4,9","2,9","10,0","0,2","18,5",,,,,
23/09/2014 17.00,"4,0","4,6","11,4","0,2","18,5",,,,,
23/09/2014 18.00,"3,7","5,2","11,9","0,2","18,5",,,,,
23/09/2014 19.00,"3,3","5,0","11,9","0,2","18,5",,,,,
23/09/2014 20.00,"2,7","3,0","9,8","0,2","18,5",,,,,
23/09/2014 21.00,"2,5","2,7","9,4","0,2","18,5",,,,,
23/09/2014 22.00,"2,4","2,5","9,4","0,2","18,5",,,,,
23/09/2014 23.00,"2,5","2,5","9,2","0,2","18,5",,,,,
24/09/2014 0.00,"2,2","9,7","16,4","0,2","18,5",,,,,
24/09/2014 1.00,"2,5","7,9","14,9","0,2","23,2",,"9,1",,,
24/09/2014 2.00,"2,3","10,2","17,3","0,2","23,2",,"9,1",,,
24/09/2014 3.00,"2,2","7,6","14,7","0,2","23,2",,"9,1",,,
24/09/2014 4.00,"2,9","15,0","23,2","0,2","23,2",,"9,1",,,
24/09/2014 5.00,"2,6","42,1","53,4","0,3","23,2",,"9,1",,,
24/09/2014 6.00,"2,8","56,0","95,2","0,4","23,2",,"9,1",,,
24/09/2014 7.00,"3,3","41,4","74,7","0,6","23,2",,"9,1",,,
24/09/2014 8.00,"3,5","8,3","17,0","0,3","23,2",,"9,1",,,
24/09/2014 9.00,"3,6","5,9","14,5","0,8","23,2",,"9,1",,,
24/09/2014 10.00,"3,1","5,0","12,8","0,3","23,2",,"9,1",,,
24/09/2014 11.00,"3,4","6,9","15,4","0,2","23,2",,"9,1",,,
24/09/2014 12.00,"3,1","6,4","14,3","0,2","23,2",,"9,1",,,
24/09/2014 13.00,"3,2","4,4","11,3","0,2","23,2",,"9,1",,,
24/09/2014 14.00,"2,5","3,3","10,2","0,2","23,2",,"9,1",,,
24/09/2014 15.00,"3,3","4,0","11,2","0,2","23,2",,"9,1",,,
24/09/2014 16.00,"3,1","8,6","15,8","0,2","23,2",,"9,1",,,
24/09/2014 17.00,"2,5","23,6","32,7","0,3","23,2",,"9,1",,,
24/09/2014 18.00,"2,6","41,6","53,0","0,4","23,2",,"9,1",,,
24/09/2014 19.00,"3,0","46,3","57,4","0,5","23,2",,"9,1",,,
24/09/2014 20.00,"3,0","34,2","42,5","0,4","23,2",,"9,1",,,
24/09/2014 21.00,"3,2","23,7","32,2","0,3","23,2",,"9,1",,,
24/09/2014 22.00,"2,8","16,7","24,2","0,3","23,2",,"9,1",,,
24/09/2014 23.00,"2,5","14,3","21,7","0,3","23,2",,"9,1",,,
25/09/2014 0.00,"2,4","9,7","16,8","0,3","23,2",,"9,1",,,
25/09/2014 1.00,"2,5","5,2","12,0","0,3","30,2",,"11,3",,,
25/09/2014 2.00,"2,1",,,"0,2","30,2",,"11,3",,,
25/09/2014 3.00,"2,5","5,5","12,4","0,3","30,2",,"11,3",,,
25/09/2014 4.00,"2,2","12,1","19,4",,"30,2",,"11,3",,,
25/09/2014 5.00,"2,3","22,1","31,2","0,3","30,2",,"11,3",,,
25/09/2014 6.00,"2,6","43,8","62,9","0,4","30,2",,"11,3",,,
25/09/2014 7.00,"2,2","66,0","106,3","0,8","30,2",,"11,3",,,
25/09/2014 8.00,"2,7","68,8","120,9","1,1","30,2",,"11,3",,,
25/09/2014 9.00,"2,4","40,8","65,0","0,4","30,2",,"11,3",,,
25/09/2014 10.00,"2,6","23,1","33,6","0,4","30,2",,"11,3",,,
25/09/2014 11.00,"2,4","20,0","31,3","0,3","30,2",,"11,3",,,
25/09/2014 12.00,"3,0","24,6","38,6","0,3","30,2",,"11,3",,,
25/09/2014 13.00,"3,1","14,0","24,1","0,2","30,2",,"11,3",,,
25/09/2014 14.00,,,,,"30,2",,"11,3",,,
25/09/2014 15.00,"3,9","19,0","29,3","0,3","30,2",,"11,3",,,
25/09/2014 16.00,"2,7","26,6","36,8","0,3","30,2",,"11,3",,,
25/09/2014 17.00,"2,2","38,4","47,7","0,3","30,2",,"11,3",,,
25/09/2014 18.00,"2,1","55,3","63,1","0,4","30,2",,"11,3",,,
25/09/2014 19.00,"2,5","33,2","40,6","0,4","30,2",,"11,3",,,
25/09/2014 20.00,"2,4","12,2","19,1","0,2","30,2",,"11,3",,,
25/09/2014 21.00,"2,5","22,5","30,4","0,3","30,2",,"11,3",,,
25/09/2014 22.00,"2,2","16,5","23,9","0,2","30,2",,"11,3",,,
25/09/2014 23.00,"2,3","13,9","20,9","0,2","30,2",,"11,3",,,
26/09/2014 0.00,"2,3","9,3","16,1","0,2","30,2",,"11,3",,,
26/09/2014 1.00,"2,6","7,9","14,7","0,2","16,2",,"3,9",,,
26/09/2014 2.00,"2,3","7,6","14,5","0,2","16,2",,"3,9",,,
26/09/2014 3.00,"2,5","4,6","11,6","0,2","16,2",,"3,9",,,
26/09/2014 4.00,"1,9","2,8","9,5","0,2","16,2",,"3,9",,,
26/09/2014 5.00,"2,1","5,8","12,6","0,2","16,2",,"3,9",,,
26/09/2014 6.00,"2,7","32,9","44,1","0,3","16,2",,"3,9",,,
26/09/2014 7.00,"2,3","16,6","25,7","0,2","16,2",,"3,9",,,
26/09/2014 8.00,"2,4","33,4","48,2","0,3","16,2",,"3,9",,,
26/09/2014 9.00,"2,6","26,4","39,9","0,3","16,2",,"3,9",,,
26/09/2014 10.00,"2,6","8,1","16,8","0,2","16,2",,"3,9",,,
26/09/2014 11.00,"2,6","7,9","16,5","0,2","16,2",,"3,9",,,
26/09/2014 12.00,"2,7","7,6","16,8","0,2","16,2",,"3,9",,,
26/09/2014 13.00,"2,7","3,3","10,3","0,2","16,2",,"3,9",,,
26/09/2014 14.00,"2,4","3,2","10,0","0,2","16,2",,"3,9",,,
26/09/2014 15.00,"2,8","4,3","11,5","0,2","16,2",,"3,9",,,
26/09/2014 16.00,"3,0","6,9","14,2","0,2","16,2",,"3,9",,,
26/09/2014 17.00,"2,5","10,3","17,6","0,2","16,2",,"3,9",,,
26/09/2014 18.00,"2,8","10,8","18,0","0,2","16,2",,"3,9",,,
26/09/2014 19.00,"2,9","10,4","17,5","0,2","16,2",,"3,9",,,
26/09/2014 20.00,"2,9","7,1","13,9","0,2","16,2",,"3,9",,,
26/09/2014 21.00,"2,6","5,8","12,6","0,2","16,2",,"3,9",,,
26/09/2014 22.00,"2,8","3,1","9,7","0,2","16,2",,"3,9",,,
26/09/2014 23.00,"2,6","3,0","9,7","0,2","16,2",,"3,9",,,
27/09/2014 0.00,"2,6","2,6","9,2","0,2","16,2",,"3,9",,,
27/09/2014 1.00,"2,5","2,6","9,1","0,2","10,8",,"5,3",,,
27/09/2014 2.00,"2,2",,,"0,2","10,8",,"5,3",,,
27/09/2014 3.00,"2,2","2,6","9,5","0,2","10,8",,"5,3",,,
27/09/2014 4.00,"1,9","2,7","9,3",,"10,8",,"5,3",,,
27/09/2014 5.00,"2,2","4,1","11,2","0,2","10,8",,"5,3",,,
27/09/2014 6.00,"2,3","5,1","11,9","0,2","10,8",,"5,3",,,
27/09/2014 7.00,"2,1","8,0","16,2","0,2","10,8",,"5,3",,,
27/09/2014 8.00,"2,3","5,2","12,9","0,2","10,8",,"5,3",,,
27/09/2014 9.00,"2,0","5,0","12,5","0,2","10,8",,"5,3",,,
27/09/2014 10.00,"2,4","5,1","12,7","0,2","10,8",,"5,3",,,
27/09/2014 11.00,"2,7","6,5","14,6","0,2","10,8",,"5,3",,,
27/09/2014 12.00,"2,7","6,3","14,7","0,2","10,8",,"5,3",,,
27/09/2014 13.00,"2,2","5,1","12,3","0,2","10,8",,"5,3",,,
27/09/2014 14.00,"2,4","3,4","10,6","0,2","10,8",,"5,3",,,
27/09/2014 15.00,"2,2","2,4","9,6","0,2","10,8",,"5,3",,,
27/09/2014 16.00,"2,2","2,7","10,0","0,2","10,8","0,1","5,3",,,
27/09/2014 17.00,"2,4","4,3","11,6","0,2","10,8","0,1","5,3",,,
27/09/2014 18.00,"2,5","6,0","13,0","0,2","10,8","0,2","5,3",,,
27/09/2014 19.00,"2,1","5,7","12,6","0,2","10,8","0,2","5,3",,,
27/09/2014 20.00,"2,2","3,7","10,6","0,2","10,8","0,2","5,3",,,
27/09/2014 21.00,"2,0","3,3","9,9","0,2","10,8","0,1","5,3",,,
27/09/2014 22.00,"1,6","3,4","10,1","0,2","10,8","0,2","5,3",,,
27/09/2014 23.00,"1,6","3,9","10,5","0,2","10,8","0,1","5,3",,,
28/09/2014 0.00,"1,9","4,2","11,1","0,2","10,8","0,2","5,3",,,
28/09/2014 1.00,"1,9","3,1","9,9","0,2","17,2","0,2","7,1",,,
28/09/2014 2.00,"2,2","3,6","10,2","0,2","17,2","0,2","7,1",,,
28/09/2014 3.00,"2,6","3,4","9,9","0,2","17,2","0,1","7,1",,,
28/09/2014 4.00,"2,1","2,7","9,3","0,2","17,2","0,2","7,1",,,
28/09/2014 5.00,"2,4","3,1","9,7","0,2","17,2","0,2","7,1",,,
28/09/2014 6.00,"2,2","3,7","10,4","0,2","17,2","0,1","7,1",,,
28/09/2014 7.00,"2,1","3,3","10,2","0,2","17,2","0,1","7,1",,,
28/09/2014 8.00,"1,9","3,8","11,1","0,2","17,2","0,1","7,1",,,
28/09/2014 9.00,"1,9","3,6","10,8","0,2","17,2","0,1","7,1",,,
28/09/2014 10.00,"1,7","4,7","12,2","0,2","17,2",,"7,1",,,
28/09/2014 11.00,"2,2","4,7","12,1","0,2","17,2","0,1","7,1",,,
28/09/2014 12.00,"2,1","3,8","10,7","0,2","17,2","0,1","7,1",,,
28/09/2014 13.00,"2,0","3,1","10,0","0,2","17,2","0,1","7,1",,,
28/09/2014 14.00,"2,0","3,5","10,4","0,2","17,2","0,1","7,1",,,
28/09/2014 15.00,"2,3","3,3","10,3","0,2","17,2","0,2","7,1",,,
28/09/2014 16.00,"2,4","3,6","10,4","0,2","17,2","0,1","7,1",,,
28/09/2014 17.00,"2,4","4,3","10,9","0,2","17,2","0,1","7,1",,,
28/09/2014 18.00,"2,1","10,1","16,8","0,2","17,2","0,2","7,1",,,
28/09/2014 19.00,"1,9","11,1","17,8","0,2","17,2","0,3","7,1",,,
28/09/2014 20.00,"1,7","9,8","16,7","0,2","17,2","0,5","7,1",,,
28/09/2014 21.00,"1,0","8,5","15,6","0,3","17,2","0,6","7,1",,,
28/09/2014 22.00,"1,9","5,8","12,7","0,3","17,2","1,0","7,1",,,
28/09/2014 23.00,"1,6","4,9","11,7","0,2","17,2","1,0","7,1",,,
29/09/2014 0.00,"1,5","4,3","11,0","0,2","17,2","0,4","7,1",,,
29/09/2014 1.00,"1,6","2,4","9,1","0,2","21,3","0,1","9,7",,,
29/09/2014 2.00,"1,4",,,"0,2","21,3","0,2","9,7",,,
29/09/2014 3.00,"1,5","11,1","18,3","0,2","21,3","0,2","9,7",,,
29/09/2014 4.00,"1,5","15,0","22,3",,"21,3","0,4","9,7",,,
29/09/2014 5.00,"1,6","14,0","21,8","0,2","21,3","0,2","9,7",,,
29/09/2014 6.00,"1,5","23,3","33,8","0,3","21,3","0,3","9,7",,,
29/09/2014 7.00,"1,6","31,5","51,4","0,4","21,3","0,4","9,7",,,
29/09/2014 8.00,"2,7","14,6","25,5","0,3","21,3","0,6","9,7",,,
29/09/2014 9.00,"4,5","9,5","18,0","0,2","21,3","0,4","9,7",,,
29/09/2014 10.00,"4,0","7,9","15,8","0,2","21,3","0,4","9,7",,,
29/09/2014 11.00,"2,9","8,6","16,7","0,2","21,3","0,4","9,7",,,
29/09/2014 12.00,"2,8","7,6","15,3","0,2","21,3","0,3","9,7",,,
29/09/2014 13.00,"2,5","5,8","13,1","0,2","21,3","0,2","9,7",,,
29/09/2014 14.00,"1,8","4,9","12,0","0,2","21,3","0,1","9,7",,,
29/09/2014 15.00,"1,4","5,8","12,9","0,2","21,3","0,2","9,7",,,
29/09/2014 16.00,"1,9","7,9","15,0","0,2","21,3","0,2","9,7",,,
29/09/2014 17.00,"1,6","10,6","17,7","0,2","21,3","0,3","9,7",,,
29/09/2014 18.00,"1,5","16,8","23,6","0,3","21,3","0,2","9,7",,,
29/09/2014 19.00,"1,6","18,8","25,7","0,3","21,3","0,7","9,7",,,
29/09/2014 20.00,"1,3","12,9","19,8","0,3","21,3","0,5","9,7",,,
29/09/2014 21.00,"1,5","11,3","18,0","0,3","21,3","0,7","9,7",,,
29/09/2014 22.00,"1,5","15,1","23,3","0,3","21,3","0,9","9,7",,,
29/09/2014 23.00,"1,7","9,2","16,3","0,3","21,3","0,7","9,7",,,
30/09/2014 0.00,"1,5","15,8","22,4","0,3","21,3","0,9","9,7",,,
30/09/2014 1.00,"1,5","13,4","20,2","0,2","23,4","0,9","13,5",,,
30/09/2014 2.00,"1,2","24,5","31,9","0,3","23,4","0,6","13,5",,,
30/09/2014 3.00,"1,4","14,9","22,3","0,3","23,4","0,6","13,5",,,
30/09/2014 4.00,"1,5","17,3","24,6","0,3","23,4","1,0","13,5",,,
30/09/2014 5.00,"1,5","39,8","53,7","0,4","23,4","0,5","13,5",,,
30/09/2014 6.00,"1,7","68,9","132,4","0,5","23,4","0,7","13,5",,,
30/09/2014 7.00,"1,9","50,3","86,1","0,5","23,4","1,0","13,5",,,
30/09/2014 8.00,"2,7","12,4","22,5","0,2","23,4","0,8","13,5",,,
30/09/2014 9.00,"3,4","9,9","18,7","0,2","23,4","0,3","13,5",,,
30/09/2014 10.00,"2,4","7,9","15,8","0,2","23,4","0,2","13,5",,,
30/09/2014 11.00,"3,3","9,9","19,1","0,2","23,4","0,2","13,5",,,
30/09/2014 12.00,"3,5","11,7","20,5","0,2","23,4","0,2","13,5",,,
30/09/2014 13.00,"2,8","8,2","15,9","0,2","23,4","0,3","13,5",,,
30/09/2014 14.00,"2,3","7,1","14,4","0,2","23,4","0,2","13,5",,,
30/09/2014 15.00,,,,"0,2","23,4",,"13,5",,,
30/09/2014 16.00,"1,5","5,3","12,6","0,2","23,4",,"13,5",,,
30/09/2014 17.00,"1,8","8,6","15,8","0,2","23,4",,"13,5",,,
30/09/2014 18.00,"1,8","12,6","19,7","0,3","23,4",,"13,5",,,
30/09/2014 19.00,"1,6","14,7","22,0","0,3","23,4",,"13,5",,,
30/09/2014 20.00,"1,6","51,8","61,3","0,4","23,4",,"13,5",,,
30/09/2014 21.00,"1,6","66,2","77,2","0,4","23,4",,"13,5",,,
30/09/2014 22.00,"1,5","45,4","54,0","0,3","23,4",,"13,5",,,
30/09/2014 23.00,"1,4","34,4","42,9","0,3","23,4",,"13,5",,,
01/10/2014 0.00,"1,5","13,3","20,8","0,3","23,4",,"13,5",,,
01/10/2014 1.00,"1,2","6,4","13,5","0,2","26,7",,"16,2",,,
01/10/2014 2.00,"1,4",,,"0,3","26,7",,"16,2",,,
01/10/2014 3.00,"1,7","9,0","16,1","0,3","26,7",,"16,2",,,
01/10/2014 4.00,"1,6","16,6","24,5",,"26,7",,"16,2",,,
01/10/2014 5.00,"1,7","31,7","44,8","0,3","26,7",,"16,2",,,
01/10/2014 6.00,"2,0","62,2","107,2","0,5","26,7",,"16,2",,,
01/10/2014 7.00,"2,6","68,7","179,3","0,7","26,7",,"16,2",,,
01/10/2014 8.00,"2,0","16,3","28,1","0,3","26,7",,"16,2",,,
01/10/2014 9.00,"2,5","8,8","17,1","0,2","26,7",,"16,2",,,
01/10/2014 10.00,"2,2","6,3","13,8","0,2","26,7",,"16,2",,,
01/10/2014 11.00,"1,9","7,0","15,0","0,2","26,7",,"16,2",,,
01/10/2014 12.00,"2,4","7,1","15,0","0,2","26,7",,"16,2",,,
01/10/2014 13.00,"2,3","5,2","12,4","0,2","26,7",,"16,2",,,
01/10/2014 14.00,"1,7","4,0","11,3","0,2","26,7",,"16,2",,,
01/10/2014 15.00,"1,7","4,3","11,3","0,2","26,7",,"16,2",,,
01/10/2014 16.00,"1,4","5,4","12,6","0,2","26,7",,"16,2",,,
01/10/2014 17.00,"1,4","8,3","15,2","0,2","26,7",,"16,2",,,
01/10/2014 18.00,"1,5","19,5","26,4","0,3","26,7",,"16,2",,,
01/10/2014 19.00,"1,6","42,3","50,2","0,4","26,7",,"16,2",,,
01/10/2014 20.00,"1,6","85,0","95,7","0,5","26,7",,"16,2",,,
01/10/2014 21.00,"1,3","43,8","51,7","0,4","26,7",,"16,2",,,
01/10/2014 22.00,"1,7","43,8","51,7","0,4","26,7",,"16,2",,,
01/10/2014 23.00,"1,6","24,8","32,5","0,3","26,7",,"16,2",,,
02/10/2014 0.00,"1,4","17,1","24,6","0,3","26,7",,"16,2",,,
02/10/2014 1.00,"1,6","10,2","17,6","0,2","16,4",,"10,3",,,
