Stat,LECCE-Via Garigliano,,,,,,,,  ,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,,
02/10/2014 2.00,"1,8","8,5","15,5","0,2","16,4",,"10,3",,,
02/10/2014 3.00,"2,1","9,9","16,8","0,2","16,4",,"10,3",,,
02/10/2014 4.00,"1,7","8,3","15,4","0,2","16,4",,"10,3",,,
02/10/2014 5.00,"1,5","31,7","51,6","0,3","16,4",,"10,3",,,
02/10/2014 6.00,"1,7","61,7","89,1","0,5","16,4",,"10,3",,,
02/10/2014 7.00,"2,0","37,1","51,3","0,4","16,4",,"10,3",,,
02/10/2014 8.00,"1,5","13,5","23,0","0,2","16,4",,"10,3",,,
02/10/2014 9.00,"2,1","8,5","16,5","0,2","16,4",,"10,3",,,
02/10/2014 10.00,"2,0","8,1","16,6","0,2","16,4",,"10,3",,,
02/10/2014 11.00,"2,1","8,2","16,5","0,2","16,4",,"10,3",,,
02/10/2014 12.00,"2,5","6,7","15,3","0,2","16,4",,"10,3",,,
02/10/2014 13.00,"1,5","3,5","10,8","0,2","16,4","0,1","10,3",,,
02/10/2014 14.00,"2,2","4,4","11,8","0,2","16,4","0,1","10,3",,,
02/10/2014 15.00,"1,6","3,8","11,1","0,2","16,4","0,2","10,3",,,
02/10/2014 16.00,"1,6","5,7","13,0","0,2","16,4","0,2","10,3",,,
02/10/2014 17.00,"1,5","11,0","18,1","0,3","16,4","0,1","10,3",,,
02/10/2014 18.00,"1,9","11,4","18,4","0,3","16,4","0,2","10,3",,,
02/10/2014 19.00,"1,7","10,6","17,6","0,3","16,4","0,3","10,3",,,
02/10/2014 20.00,"1,6","10,2","17,0","0,3","16,4","0,2","10,3",,,
02/10/2014 21.00,"1,5","5,9","12,7","0,2","16,4","0,3","10,3",,,
02/10/2014 22.00,"1,3","4,9","11,5","0,2","16,4","0,3","10,3",,,
02/10/2014 23.00,"1,5","4,1","10,9","0,2","16,4","0,2","10,3",,,
03/10/2014 0.00,"1,5","4,1","11,1","0,2","16,4","0,1","10,3",,,
03/10/2014 1.00,"1,7","4,4","11,3","0,2","28,0","0,1","19,3",,,
03/10/2014 2.00,"1,6",,,"0,2","28,0","0,2","19,3",,,
03/10/2014 3.00,"1,7","4,9","12,3","0,2","28,0","0,1","19,3",,,
03/10/2014 4.00,"1,5","2,8","9,5",,"28,0","0,1","19,3",,,
03/10/2014 5.00,"1,8","24,0","32,6","0,3","28,0","0,1","19,3",,,
03/10/2014 6.00,"1,6","25,3","34,4","0,3","28,0","0,4","19,3",,,
03/10/2014 7.00,"1,9","37,3","48,7","0,4","28,0","0,5","19,3",,,
03/10/2014 8.00,"1,8","17,0","25,6","0,3","28,0","0,5","19,3",,,
03/10/2014 9.00,"1,7","8,9","16,8","0,3","28,0","0,3","19,3",,,
03/10/2014 10.00,"2,8","8,9","17,4","0,3","28,0","0,3","19,3",,,
03/10/2014 11.00,"3,3","9,9","17,8","0,3","28,0","0,3","19,3",,,
03/10/2014 12.00,"2,0","10,0","17,7","0,3","28,0","0,3","19,3",,,
03/10/2014 13.00,"2,3","34,2","44,6","0,3","28,0","0,3","19,3",,,
03/10/2014 14.00,"2,1","33,3","45,0","0,3","28,0","0,4","19,3",,,
03/10/2014 15.00,"1,6","31,2","42,5","0,3","28,0","0,5","19,3",,,
03/10/2014 16.00,"2,1","44,6","57,1","0,4","28,0","0,5","19,3",,,
03/10/2014 17.00,"2,1","71,1","86,7","0,6","28,0","0,7","19,3",,,
03/10/2014 18.00,"1,6","75,3","89,3","0,5","28,0","0,9","19,3",,,
03/10/2014 19.00,"1,8","54,5","64,4","0,5","28,0","0,9","19,3",,,
03/10/2014 20.00,"2,2","27,7","35,5","0,4","28,0","1,4","19,3",,,
03/10/2014 21.00,"2,3","23,0","30,7","0,4","28,0","1,8","19,3",,,
03/10/2014 22.00,"2,4","17,2","24,7","0,3","28,0","1,2","19,3",,,
03/10/2014 23.00,"2,2","16,4","23,8","0,3","28,0","1,0","19,3",,,
04/10/2014 0.00,"1,8","15,1","22,2","0,3","28,0","0,7","19,3",,,
04/10/2014 1.00,"2,2","15,3","22,6","0,3","23,3","0,5","13,7",,,
04/10/2014 2.00,"1,8","22,1","30,0","0,3","23,3","0,5","13,7",,,
04/10/2014 3.00,"1,6","7,6","14,4","0,3","23,3","0,5","13,7",,,
04/10/2014 4.00,"1,6","13,1","20,4","0,3","23,3","0,4","13,7",,,
04/10/2014 5.00,"1,7","17,0","24,6","0,3","23,3","0,7","13,7",,,
04/10/2014 6.00,"1,7","34,4","44,3","0,4","23,3","0,7","13,7",,,
04/10/2014 7.00,"1,9","49,8","71,2","0,5","23,3","0,8","13,7",,,
04/10/2014 8.00,"2,3","36,4","54,2","0,5","23,3","1,1","13,7",,,
04/10/2014 9.00,"2,3","36,3","55,3","0,4","23,3","0,8","13,7",,,
04/10/2014 10.00,"2,0","29,2","41,3","0,3","23,3","0,7","13,7",,,
04/10/2014 11.00,"1,7","32,9","48,8","0,3","23,3","0,5","13,7",,,
04/10/2014 12.00,"1,9","29,0","42,8","0,3","23,3","0,5","13,7",,,
04/10/2014 13.00,"2,1","30,0","42,0","0,3","23,3","0,4","13,7",,,
04/10/2014 14.00,"1,6","15,3","23,6","0,3","23,3","0,3","13,7",,,
04/10/2014 15.00,"1,8","20,2","28,6","0,3","23,3","0,3","13,7",,,
04/10/2014 16.00,"2,0","21,4","29,5","0,4","23,3","0,4","13,7",,,
04/10/2014 17.00,"1,9","35,9","44,0","0,5","23,3","0,6","13,7",,,
04/10/2014 18.00,"1,6","54,6","67,0","0,5","23,3","0,7","13,7",,,
04/10/2014 19.00,"2,1","55,5","71,0","0,6","23,3","0,9","13,7",,,
04/10/2014 20.00,"1,3","44,2","54,5","0,4","23,3","1,0","13,7",,,
04/10/2014 21.00,"1,7","36,1","45,1","0,4","23,3","0,7","13,7",,,
04/10/2014 22.00,"1,6","35,9","44,3","0,4","23,3","0,6","13,7",,,
04/10/2014 23.00,"1,4","22,3","33,8","0,3","23,3","0,5","13,7",,,
05/10/2014 0.00,"1,7","13,0","20,3","0,3","23,3","0,2","13,7",,,
05/10/2014 1.00,"2,0","7,3","14,1","0,2","12,7","0,2","6,3",,,
05/10/2014 2.00,"1,8",,,"0,2","12,7","0,2","6,3",,,
05/10/2014 3.00,"1,8","3,9","10,7","0,2","12,7","0,2","6,3",,,
05/10/2014 4.00,"1,7","3,9","10,7",,"12,7","0,3","6,3",,,
05/10/2014 5.00,"2,0","7,3","14,5","0,3","12,7","0,3","6,3",,,
05/10/2014 6.00,"1,8","10,8","18,8","0,3","12,7","0,3","6,3",,,
05/10/2014 7.00,"1,3","9,1","17,0","0,3","12,7","0,2","6,3",,,
05/10/2014 8.00,"1,9","11,6","20,0","0,3","12,7","0,4","6,3",,,
05/10/2014 9.00,"1,7","14,2","24,2","0,3","12,7","0,3","6,3",,,
05/10/2014 10.00,"1,6","15,2","26,4","0,3","12,7","0,4","6,3",,,
05/10/2014 11.00,"1,8","12,9","24,5","0,3","12,7","0,3","6,3",,,
05/10/2014 12.00,"2,0","11,5","21,5","0,3","12,7","0,1","6,3",,,
05/10/2014 13.00,"2,1","5,9","13,7","0,2","12,7","0,1","6,3",,,
05/10/2014 14.00,"2,1","4,2","11,7","0,2","12,7","0,2","6,3",,,
05/10/2014 15.00,"1,8","4,0","11,3","0,2","12,7","0,1","6,3",,,
05/10/2014 16.00,"1,8","6,5","14,1","0,2","12,7","0,1","6,3",,,
05/10/2014 17.00,"1,9","8,3","16,3","0,2","12,7","0,1","6,3",,,
05/10/2014 18.00,"1,9","10,3","17,8","0,2","12,7","0,2","6,3",,,
05/10/2014 19.00,"1,7","12,0","19,2","0,2","12,7","0,2","6,3",,,
05/10/2014 20.00,"2,0","9,9","17,0","0,2","12,7","0,2","6,3",,,
05/10/2014 21.00,"1,9","7,1","14,3","0,2","12,7","0,1","6,3",,,
05/10/2014 22.00,"1,8","4,9","11,6","0,2","12,7","0,2","6,3",,,
05/10/2014 23.00,"2,0","3,9","10,7","0,2","12,7","0,1","6,3",,,
06/10/2014 0.00,"2,0","6,3","13,0","0,2","12,7",,"6,3",,,
06/10/2014 1.00,"1,9","4,5","11,6","0,2","13,1","0,1","2,5",,,
06/10/2014 2.00,"1,9","3,7","10,5","0,2","13,1",,"2,5",,,
06/10/2014 3.00,"1,8","5,9","13,0","0,2","13,1",,"2,5",,,
06/10/2014 4.00,"1,8","6,0","13,1","0,2","13,1",,"2,5",,,
06/10/2014 5.00,"1,9","8,2","15,8","0,2","13,1","0,1","2,5",,,
06/10/2014 6.00,"1,8","16,5","25,8","0,2","13,1","0,1","2,5",,,
06/10/2014 7.00,"1,8","35,2","50,5","0,3","13,1","0,3","2,5",,,
06/10/2014 8.00,"1,8","24,9","37,2","0,3","13,1","0,5","2,5",,,
06/10/2014 9.00,"2,1","25,2","38,0","0,3","13,1","0,1","2,5",,,
06/10/2014 10.00,"1,7","26,7","40,3","0,3","13,1","0,3","2,5",,,
06/10/2014 11.00,"1,9","25,5","40,6","0,3","13,1","0,4","2,5",,,
06/10/2014 12.00,"2,1","22,6","36,9","0,3","13,1","0,4","2,5",,,
06/10/2014 13.00,"2,1","18,9","32,1","0,2","13,1","0,2","2,5",,,
06/10/2014 14.00,"2,1","20,6","31,5","0,3","13,1","0,1","2,5",,,
06/10/2014 15.00,"2,3","26,8","39,1","0,3","13,1","0,1","2,5",,,
06/10/2014 16.00,"1,9","32,2","44,8","0,3","13,1","0,1","2,5",,,
06/10/2014 17.00,"1,8","44,2","57,8","0,4","13,1","0,4","2,5",,,
06/10/2014 18.00,"2,1","70,4","100,1","0,6","13,1","0,8","2,5",,,
06/10/2014 19.00,"1,7","60,9","79,6","0,5","13,1","1,0","2,5",,,
06/10/2014 20.00,"1,6","40,4","53,3","0,3","13,1","0,5","2,5",,,
06/10/2014 21.00,"1,4","22,4","30,9","0,3","13,1","0,2","2,5",,,
06/10/2014 22.00,"1,6","13,7","21,6","0,2","13,1","0,3","2,5",,,
06/10/2014 23.00,"1,7","11,1","18,7","0,2","13,1","0,2","2,5",,,
07/10/2014 0.00,"1,2","10,7","18,6","0,2","13,1","0,2","2,5",,,
07/10/2014 1.00,"1,4","17,8","25,5","0,2","14,9","0,5","4,3",,,
07/10/2014 2.00,"1,8",,,"0,2","14,9","0,2","4,3",,,
07/10/2014 3.00,"1,7",,,"0,3","14,9","0,2","4,3",,,
07/10/2014 4.00,"1,6",,,,"14,9","0,5","4,3",,,
07/10/2014 5.00,"1,7",,,"0,4","14,9","0,4","4,3",,,
07/10/2014 6.00,"2,3",,,"0,7","14,9","0,7","4,3",,,
07/10/2014 7.00,"2,7",,,"0,8","14,9","1,6","4,3",,,
07/10/2014 8.00,"1,9",,,"0,3","14,9","1,6","4,3",,,
07/10/2014 9.00,"1,8",,,"0,3","14,9","0,5","4,3",,,
07/10/2014 10.00,"1,9",,,"0,2","14,9","0,5","4,3",,,
07/10/2014 11.00,"1,8",,,"0,3","14,9","0,2","4,3",,,
07/10/2014 12.00,"1,5",,,"0,2","14,9","0,3","4,3",,,
07/10/2014 13.00,"1,6",,,"0,2","14,9","0,1","4,3",,,
07/10/2014 14.00,,,,"0,3","14,9","0,1","4,3",,,
07/10/2014 15.00,,"28,2","37,9","0,3","14,9","0,2","4,3",,,
07/10/2014 16.00,"2,1","19,4","27,6","0,3","14,9","0,4","4,3",,,
07/10/2014 17.00,"2,0","27,4","37,8","0,3","14,9","0,1","4,3",,,
07/10/2014 18.00,"2,4","37,3","47,5","0,3","14,9","0,3","4,3",,,
07/10/2014 19.00,"2,5","31,4","40,6","0,3","14,9","0,5","4,3",,,
07/10/2014 20.00,"2,4","67,0","102,5","0,5","14,9","0,4","4,3",,,
07/10/2014 21.00,"2,4","66,9","89,2","0,5","14,9","0,8","4,3",,,
07/10/2014 22.00,"2,6","53,7","65,4","0,4","14,9","0,7","4,3",,,
07/10/2014 23.00,"2,5","52,3","75,7","0,4","14,9","0,6","4,3",,,
08/10/2014 0.00,"2,3","23,1","32,5","0,3","14,9","0,6","4,3",,,
08/10/2014 1.00,"2,4","11,3","19,8","0,2","13,2","0,4","6,0",,,
08/10/2014 2.00,"2,1","17,6","26,5","0,3","13,2","0,3","6,0",,,
08/10/2014 3.00,"2,4","21,4","30,1","0,3","13,2","0,2","6,0",,,
08/10/2014 4.00,"2,6","15,2","24,0","0,3","13,2","0,3","6,0",,,
08/10/2014 5.00,"3,1","31,9","77,3","0,5","13,2","0,6","6,0",,,
08/10/2014 6.00,"4,0","59,5","181,3","0,9","13,2","1,5","6,0",,,
08/10/2014 7.00,"3,3","58,6","116,2","0,7","13,2","1,8","6,0",,,
08/10/2014 8.00,"2,8","22,9","38,6","0,3","13,2","1,0","6,0",,,
08/10/2014 9.00,,"8,6","18,5","0,1","13,2",,"6,0",,,
08/10/2014 10.00,"3,1","7,9","16,9","0,2","13,2","0,1","6,0",,,
08/10/2014 11.00,"2,8","5,9","14,1","0,1","13,2","0,3","6,0",,,
08/10/2014 12.00,"3,5","7,0","16,4","0,1","13,2","2,0","6,0",,,
08/10/2014 13.00,"3,5","5,8","14,4","0,1","13,2","21,7","6,0",,,
08/10/2014 14.00,"3,0","5,2","13,7","0,1","13,2","12,4","6,0",,,
08/10/2014 15.00,"3,0","5,7","14,1","0,2","13,2","0,5","6,0",,,
08/10/2014 16.00,"3,2","9,0","17,8","0,2","13,2","0,1","6,0",,,
08/10/2014 17.00,"2,9","14,9","24,1","0,2","13,2","0,1","6,0",,,
08/10/2014 18.00,"3,0","28,1","37,4","0,4","13,2","0,1","6,0",,,
08/10/2014 19.00,"2,8","25,8","35,1","0,3","13,2","0,5","6,0",,,
08/10/2014 20.00,"3,1","23,4","32,8","0,3","13,2","0,5","6,0",,,
08/10/2014 21.00,"3,2","26,2","35,9","0,3","13,2","0,5","6,0",,,
08/10/2014 22.00,"3,4","43,4","79,9","0,5","13,2","0,2","6,0",,,
08/10/2014 23.00,"3,4","42,6","68,0","0,4","13,2","0,8","6,0",,,
09/10/2014 0.00,"2,9","41,1","56,9","0,3","13,2","0,5","6,0",,,
09/10/2014 1.00,"2,9","20,1","31,3","0,3","17,0","0,4","9,6",,,
09/10/2014 2.00,"3,3",,,"0,3","17,0","0,5","9,6",,,
09/10/2014 3.00,"2,9","17,5","28,0","0,3","17,0","0,3","9,6",,,
09/10/2014 4.00,"2,9","17,7","28,3",,"17,0","0,4","9,6",,,
09/10/2014 5.00,"2,9","26,3","40,1","0,3","17,0","0,7","9,6",,,
09/10/2014 6.00,"3,8","56,6","142,2","0,6","17,0","0,6","9,6",,,
09/10/2014 7.00,"4,3","61,6","145,0","0,7","17,0","1,2","9,6",,,
09/10/2014 8.00,"3,6","25,2","45,8","0,3","17,0","1,3","9,6",,,
09/10/2014 9.00,"3,5","9,2","19,7","0,2","17,0","0,2","9,6",,,
09/10/2014 10.00,"3,4","7,1","16,5","0,2","17,0",,"9,6",,,
09/10/2014 11.00,"4,0","8,6","18,9","0,2","17,0","0,1","9,6",,,
09/10/2014 12.00,"4,1","9,1","18,9","0,2","17,0","0,7","9,6",,,
09/10/2014 13.00,"3,9","7,9","18,0","0,2","17,0","18,1","9,6",,,
09/10/2014 14.00,"3,2","6,4","15,5","0,2","17,0","6,2","9,6",,,
09/10/2014 15.00,"3,2","7,0","16,4","0,2","17,0",,"9,6",,,
09/10/2014 16.00,"3,3","10,5","19,5","0,2","17,0","0,1","9,6",,,
09/10/2014 17.00,"3,3","27,0","36,2","0,4","17,0","0,3","9,6",,,
09/10/2014 18.00,"3,1","71,7","85,5","0,6","17,0","0,5","9,6",,,
09/10/2014 19.00,"3,4","78,4","92,6","0,6","17,0","1,0","9,6",,,
09/10/2014 20.00,"3,1","63,8","77,2","0,5","17,0","1,1","9,6",,,
09/10/2014 21.00,"3,0","33,9","43,6","0,4","17,0","0,9","9,6",,,
09/10/2014 22.00,"3,1","55,1","65,7","0,6","17,0","0,7","9,6",,,
09/10/2014 23.00,"3,2","51,8","63,4","0,6","17,0","0,8","9,6",,,
10/10/2014 0.00,"2,8","30,5","40,7","0,4","17,0","1,2","9,6",,,
10/10/2014 1.00,"3,1","40,7","51,4","0,5","29,9","0,6","17,6",,,
10/10/2014 2.00,"3,2","35,3","46,1","0,4","29,9","0,7","17,6",,,
10/10/2014 3.00,"3,0","21,0","31,4","0,4","29,9","0,6","17,6",,,
10/10/2014 4.00,"3,3","16,4","26,7","0,4","29,9","0,5","17,6",,,
10/10/2014 5.00,"2,8","32,9","45,9","0,3","29,9","0,5","17,6",,,
10/10/2014 6.00,"3,9","60,6","145,7","0,7","29,9","0,8","17,6",,,
10/10/2014 7.00,"3,9","75,6","148,3","0,7","29,9","1,6","17,6",,,
10/10/2014 8.00,"3,5","28,2","45,2","0,3","29,9","1,2","17,6",,,
10/10/2014 9.00,"3,8","14,1","26,3","0,2","29,9","0,3","17,6",,,
10/10/2014 10.00,"4,0","10,8","21,5","0,2","29,9","0,3","17,6",,,
10/10/2014 11.00,"4,5","18,4","30,8","0,3","29,9","0,2","17,6",,,
10/10/2014 12.00,"5,0","12,4","22,3","0,2","29,9","0,3","17,6",,,
10/10/2014 13.00,"4,7","5,9","14,7","0,2","29,9",,"17,6",,,
10/10/2014 14.00,"3,7","5,0","14,1","0,2","29,9",,"17,6",,,
10/10/2014 15.00,"3,3",,,"0,2","29,9",,"17,6",,,
10/10/2014 16.00,"3,1","9,4","13,2","0,2","29,9","0,2","17,6",,,
10/10/2014 17.00,"3,5","32,1","38,0","0,3","29,9","0,3","17,6",,,
10/10/2014 18.00,"3,8","62,6","77,0","0,5","29,9","0,9","17,6",,,
10/10/2014 19.00,"3,6","61,6","77,8","0,5","29,9","0,1","17,6",,,
10/10/2014 20.00,"3,7","56,7","65,1","0,5","29,9","1,5","17,6",,,
10/10/2014 21.00,"3,2","61,2","74,8","0,5","29,9","1,3","17,6",,,
10/10/2014 22.00,"3,7","66,9","91,8","0,6","29,9","1,3","17,6",,,
10/10/2014 23.00,"3,5","63,9","83,2","0,7","29,9","1,6","17,6",,,
11/10/2014 0.00,"3,1","42,5","49,8","0,4","29,9","1,8","17,6",,,
11/10/2014 1.00,"3,6","30,4","36,0","0,3","33,1","1,0","21,1",,,
11/10/2014 2.00,"3,1",,,"0,3","33,1","1,0","21,1",,,
11/10/2014 3.00,"3,1","37,7","44,1","0,4","33,1","0,8","21,1",,,
11/10/2014 4.00,"3,4","42,8","64,0",,"33,1","1,1","21,1",,,
11/10/2014 5.00,"3,3","45,4","62,3","0,6","33,1","1,4","21,1",,,
11/10/2014 6.00,"4,8","60,0","192,2","0,9","33,1","1,9","21,1",,,
11/10/2014 7.00,"4,0","64,6","136,6","0,8","33,1","3,2","21,1",,,
11/10/2014 8.00,"3,3","41,8","62,6","0,5","33,1","1,9","21,1",,,
11/10/2014 9.00,"3,0","18,5","26,9","0,3","33,1","1,4","21,1",,,
11/10/2014 10.00,"3,2","14,5","21,1","0,2","33,1","0,7","21,1",,,
11/10/2014 11.00,"3,4","12,6","18,6","0,3","33,1","11,4","21,1",,,
11/10/2014 12.00,"3,7","15,1","22,1","0,2","33,1","2,3","21,1",,,
11/10/2014 13.00,"3,3","11,8","17,4","0,2","33,1","0,5","21,1",,,
11/10/2014 14.00,"3,1","6,5","10,5","0,2","33,1","0,9","21,1",,,
11/10/2014 15.00,"2,8","8,9","12,9","0,2","33,1","0,2","21,1",,,
11/10/2014 16.00,"3,0","15,1","19,7","0,3","33,1","0,6","21,1",,,
11/10/2014 17.00,"3,3","31,6","37,3","0,4","33,1","0,5","21,1",,,
11/10/2014 18.00,"3,1","53,4","60,3","0,5","33,1","1,1","21,1",,,
11/10/2014 19.00,"2,8","46,7","53,1","0,5","33,1","1,6","21,1",,,
11/10/2014 20.00,"3,0","42,0","49,0","0,4","33,1","1,1","21,1",,,
11/10/2014 21.00,"3,0","30,5","35,7","0,3","33,1","0,9","21,1",,,
11/10/2014 22.00,"2,5","24,8","29,7","0,3","33,1","0,7","21,1",,,
11/10/2014 23.00,"2,9","28,4","33,7","0,3","33,1","0,7","21,1",,,
12/10/2014 0.00,"3,1","22,0","26,2","0,3","33,1","0,7","21,1",,,
12/10/2014 1.00,"2,7","22,6","26,9","0,3","24,2","0,4","16,7",,,
12/10/2014 2.00,"2,4","15,9","19,8","0,2","24,2","0,5","16,7",,,
12/10/2014 3.00,"2,6","11,5","15,0","0,2","24,2","0,4","16,7",,,
12/10/2014 4.00,"2,8","6,9","10,6","0,2","24,2","0,2","16,7",,,
12/10/2014 5.00,"2,3","7,7","11,6","0,2","24,2","0,3","16,7",,,
12/10/2014 6.00,"2,3","9,9","13,9","0,2","24,2","0,2","16,7",,,
12/10/2014 7.00,"2,1","11,9","17,5","0,3","24,2","0,5","16,7",,,
12/10/2014 8.00,"2,4","8,6","14,1","0,3","24,2","0,7","16,7",,,
12/10/2014 9.00,"2,2","9,9","16,0","0,2","24,2","0,5","16,7",,,
12/10/2014 10.00,"2,0","11,6","17,7","0,3","24,2","6,7","16,7",,,
12/10/2014 11.00,"2,4","7,7","12,4","0,2","24,2","0,4","16,7",,,
12/10/2014 12.00,"3,2","8,4","13,0","0,3","24,2","4,7","16,7",,,
12/10/2014 13.00,"3,3","4,7","8,7","0,2","24,2","0,3","16,7",,,
12/10/2014 14.00,"3,0","5,5","9,4","0,2","24,2","0,3","16,7",,,
12/10/2014 15.00,"2,6","7,0","10,8","0,2","24,2","0,2","16,7",,,
12/10/2014 16.00,"2,7","9,6","13,1","0,3","24,2","0,6","16,7",,,
12/10/2014 17.00,"2,7","31,6","36,7","0,4","24,2","0,5","16,7",,,
12/10/2014 18.00,"2,7","31,9","37,2","0,4","24,2","1,1","16,7",,,
12/10/2014 19.00,"2,7","35,7","41,6","0,5","24,2","1,1","16,7",,,
12/10/2014 20.00,"2,5","28,0","32,1","0,4","24,2","0,9","16,7",,,
12/10/2014 21.00,"2,8","30,1","34,9","0,4","24,2","0,9","16,7",,,
12/10/2014 22.00,"2,2","23,2","26,9","0,3","24,2","0,7","16,7",,,
12/10/2014 23.00,"2,4","25,0","29,1","0,3","24,2","0,6","16,7",,,
13/10/2014 0.00,"2,4","19,7","23,7","0,3","24,2","0,3","16,7",,,
13/10/2014 1.00,"2,3","9,0","12,7","0,2","30,0","0,6","19,7",,,
13/10/2014 2.00,"2,7",,,"0,2","30,0","0,2","19,7",,,
13/10/2014 3.00,"2,4","6,7","10,3","0,3","30,0","0,7","19,7",,,
13/10/2014 4.00,"2,5","4,4","7,9",,"30,0","0,8","19,7",,,
13/10/2014 5.00,"2,4","5,1","8,6","0,2","30,0","0,5","19,7",,,
13/10/2014 6.00,"2,5","14,4","20,0","0,3","30,0","0,2","19,7",,,
13/10/2014 7.00,"2,3","16,1","21,7","0,3","30,0","0,5","19,7",,,
13/10/2014 8.00,"2,6","28,0","36,2","0,3","30,0","0,7","19,7",,,
13/10/2014 9.00,"2,5","28,2","36,8","0,3","30,0","0,8","19,7",,,
13/10/2014 10.00,"2,6","22,3","30,1","0,3","30,0","0,8","19,7",,,
13/10/2014 11.00,"2,7","20,1","28,6","0,3","30,0","0,7","19,7",,,
13/10/2014 12.00,"3,2","22,9","31,8","0,4","30,0","0,7","19,7",,,
13/10/2014 13.00,"3,9","17,4","22,7","0,3","30,0","0,7","19,7",,,
13/10/2014 14.00,"3,2","9,0","13,6","0,2","30,0","0,7","19,7",,,
13/10/2014 15.00,"2,8","9,4","13,3","0,2","30,0","0,3","19,7",,,
13/10/2014 16.00,"2,5","22,7","28,3","0,3","30,0","0,6","19,7",,,
13/10/2014 17.00,"2,6","35,6","43,0","0,4","30,0","0,8","19,7",,,
13/10/2014 18.00,"2,5","48,9","58,0","0,5","30,0","1,1","19,7",,,
13/10/2014 19.00,"3,0","47,2","56,0","0,5","30,0","1,4","19,7",,,
13/10/2014 20.00,"2,4","32,6","38,6","0,4","30,0","1,7","19,7",,,
13/10/2014 21.00,"2,8","20,5","25,2","0,3","30,0","1,1","19,7",,,
13/10/2014 22.00,"2,2","15,1","19,5","0,3","30,0","0,8","19,7",,,
13/10/2014 23.00,"2,5","12,9","17,0","0,3","30,0","0,8","19,7",,,
14/10/2014 0.00,"2,5","8,4","12,1","0,3","30,0","0,4","19,7",,,
14/10/2014 1.00,"2,3","6,6","10,3","0,3","30,8","0,5","19,3",,,
14/10/2014 2.00,"2,5","3,5","7,2","0,2","30,8","0,3","19,3",,,
14/10/2014 3.00,"2,5","3,0","6,6","0,2","30,8","0,3","19,3",,,
14/10/2014 4.00,"2,4","6,2","10,0","0,2","30,8","0,3","19,3",,,
14/10/2014 5.00,"2,4","14,3","19,2","0,3","30,8","0,4","19,3",,,
14/10/2014 6.00,"2,4","27,8","36,8","0,3","30,8","0,3","19,3",,,
14/10/2014 7.00,"2,7","44,3","69,7","0,6","30,8","0,6","19,3",,,
14/10/2014 8.00,"2,8","40,5","59,4","0,4","30,8","1,7","19,3",,,
14/10/2014 9.00,"2,4","22,7","34,2","0,4","30,8","1,1","19,3",,,
14/10/2014 10.00,"2,9","20,8","31,0","0,3","30,8","0,4","19,3",,,
14/10/2014 11.00,"3,4","18,7","28,4","0,3","30,8","0,7","19,3",,,
14/10/2014 12.00,"3,6","18,3","26,8","0,3","30,8","0,7","19,3",,,
14/10/2014 13.00,"3,3","15,8","20,8","0,2","30,8","1,5","19,3",,,
14/10/2014 14.00,"3,5","13,9","18,2","0,2","30,8","0,4","19,3",,,
14/10/2014 15.00,"2,8","15,1","19,6","0,2","30,8","0,4","19,3",,,
14/10/2014 16.00,"2,6","20,7","25,8","0,3","30,8","0,2","19,3",,,
14/10/2014 17.00,"2,1","29,2","34,6","0,4","30,8","0,3","19,3",,,
14/10/2014 18.00,"2,2","29,1","34,2","0,4","30,8","0,9","19,3",,,
14/10/2014 19.00,"2,6","25,4","29,8","0,4","30,8","1,2","19,3",,,
14/10/2014 20.00,"2,4","16,3","19,2","0,3","30,8","0,9","19,3",,,
14/10/2014 21.00,"2,5","13,8","16,7","0,3","30,8","0,9","19,3",,,
14/10/2014 22.00,"2,4","11,4","14,0","0,3","30,8","0,7","19,3",,,
14/10/2014 23.00,"2,6","6,8","8,9","0,2","30,8","0,6","19,3",,,
15/10/2014 0.00,"2,4","3,3","5,5","0,2","30,8","0,3","19,3",,,
15/10/2014 1.00,"2,4","2,2","4,0","0,2","24,7","0,5","10,3",,,
15/10/2014 2.00,"2,3",,,"0,2","24,7","0,2","10,3",,,
15/10/2014 3.00,"2,3","3,8","5,9","0,2","24,7","0,3","10,3",,,
15/10/2014 4.00,"2,3","8,1","10,1",,"24,7","0,3","10,3",,,
15/10/2014 5.00,"2,2","8,6","10,9","0,2","24,7","0,1","10,3",,,
15/10/2014 6.00,"2,3","35,2","47,2","0,3","24,7","0,3","10,3",,,
15/10/2014 7.00,"2,4","42,2","60,3","0,4","24,7","0,7","10,3",,,
15/10/2014 8.00,"2,4","31,2","43,0","0,4","24,7","1,3","10,3",,,
15/10/2014 9.00,"2,5","15,5","22,9","0,3","24,7","0,8","10,3",,,
15/10/2014 10.00,"2,7","15,4","23,2","0,3","24,7","0,4","10,3",,,
15/10/2014 11.00,"2,9","16,0","25,8","0,3","24,7","0,3","10,3",,,
15/10/2014 12.00,"2,6","16,2","25,8","0,3","24,7","0,8","10,3",,,
15/10/2014 13.00,"2,9","13,3","20,1","0,2","24,7","0,3","10,3",,,
15/10/2014 14.00,"2,8","12,6","18,6","0,2","24,7","0,2","10,3",,,
