,SIMAGE Brindisi,,,
14/04/2010 6.00,"0,09480881","8,9393973","5,36085986","34,18803024"
14/04/2010 7.00,"0,09881172","16,40932318","10,06305102",
14/04/2010 8.00,"0,22086596","19,92346064","12,115627","25,88521957"
14/04/2010 9.00,"0,27551649","19,02207883","11,42126699",
14/04/2010 10.00,"0,26292399","19,56031448","11,56857703","19,78022003"
14/04/2010 11.00,"0,33295665","23,09457","11,89110466",
14/04/2010 12.00,"0,59610031","27,90504728","17,2156155","17,09399986"
14/04/2010 13.00,"1,12430062","29,03211392","19,44859632",
14/04/2010 14.00,"1,42345422","15,42881134","9,52702947","17,58241081"
14/04/2010 15.00,"1,05035252","16,26795373","10,3680437",
14/04/2010 16.00,"0,63323505","13,66881534","8,66654152","27,8388195"
14/04/2010 17.00,"0,60314202","17,91446297","12,18442076",
14/04/2010 18.00,"0,41295285","19,8229468","13,91773289","39,56044006"
14/04/2010 19.00,"0,878688","33,60978608","24,4149016",
14/04/2010 20.00,"0,88013417","37,80614808","26,36041896","49,81684113"
14/04/2010 21.00,"0,40425648","36,41503424","27,02480072",
14/04/2010 22.00,"0,20272166","22,31120448","17,08518268","56,65444183"
14/04/2010 23.00,"0,16083957","15,34191477","11,51016926",
15/04/2010 0.00,"0,18888741","9,18841618","6,0143394","58,11965179"
15/04/2010 1.00,"0,12896374",,,
15/04/2010 2.00,"0,09995076","3,01935774","1,20831899","55,92184067"
15/04/2010 3.00,"0,0983439","2,79238614","0,96691561",
15/04/2010 4.00,"0,2284182",,,"30,28083038"
15/04/2010 5.00,"0,10236105","9,64365574","6,10843466",
15/04/2010 6.00,"0,10873052","12,88349767","9,3310533","44,68864059"
15/04/2010 7.00,"0,67530834","40,81123848","27,77508864",
15/04/2010 8.00,"1,26582837","59,31259176","37,1665076","47,13063049"
15/04/2010 9.00,"0,42684609","31,28947848","22,22086248",
15/04/2010 10.00,"0,31910816","23,44540288","14,30384408","61,05006027"
15/04/2010 11.00,"0,55735871","32,17014568","20,28767752",
15/04/2010 12.00,"0,89351586","48,60736112","29,56422352","63,73625183"
15/04/2010 13.00,"0,79706968","42,0978424","22,82436616",
15/04/2010 14.00,"0,23636504","44,92265032","27,5745772","50,54944992"
15/04/2010 15.00,"0,32084621","42,8371172","26,19948592",
15/04/2010 16.00,"0,6254489","42,25476024","27,25789264","38,0952301"
15/04/2010 17.00,"0,75422347","39,88648056","27,11319248",
15/04/2010 18.00,"1,19395393","48,7902248","32,38319984","27,10622025"
15/04/2010 19.00,"1,33388906","70,43739168","45,19577952",
15/04/2010 20.00,"1,1192024","66,01598728","43,90116432","18,80340958"
15/04/2010 21.00,"0,33679887","26,216388","17,81913256",
15/04/2010 22.00,"0,48024062","23,99338208","16,26298253","22,46640968"
15/04/2010 23.00,"0,2474239","24,20412272","17,06442218",
16/04/2010 0.00,"0,10477134","18,80483548","12,54393412","32,47863007"
16/04/2010 1.00,,"17,80681354","11,7600103",
16/04/2010 2.00,"0,51853779",,,"28,08300972"
16/04/2010 3.00,"0,10731384","8,6975121","6,66652069",
16/04/2010 4.00,"0,16283696","4,51930836","2,69957383","26,61782074"
16/04/2010 5.00,"0,10429335","6,11847839","3,74176488",
16/04/2010 6.00,"0,24163412","23,85393992","14,21623433","28,57142067"
16/04/2010 7.00,"0,29067182","23,27030192","14,21298966",
16/04/2010 8.00,"0,89325042","43,69571992","25,9704092","20,02441978"
16/04/2010 9.00,"0,37071379","20,658204","12,31420158",
16/04/2010 10.00,"0,16123721","18,77046537","11,90343324","16,84980965"
16/04/2010 11.00,"0,23852515","19,11610908","11,23438046",
16/04/2010 12.00,"0,47562954","19,65499672","11,26228228","10,7448101"
16/04/2010 13.00,"0,73778672","28,81034104","15,10982091",
16/04/2010 14.00,"0,43218839","12,48792017","6,88326501","8,05860806"
16/04/2010 15.00,"0,17296424","9,96011659","5,17721226",
16/04/2010 16.00,"0,24101273","11,71686793","6,08507384","15,14041042"
16/04/2010 17.00,"0,21542806","11,5748503","6,00201082",
16/04/2010 18.00,"0,44764679","14,40549747","8,26225486","16,84980965"
16/04/2010 19.00,"0,263044","14,38085562","7,86056278",
16/04/2010 20.00,"0,29173865","16,00142475","9,52443489","19,53602028"
16/04/2010 21.00,"0,05507767","7,35968187","3,90594641",
16/04/2010 22.00,"0,05507767","5,6619425","2,83195689","20,02441978"
16/04/2010 23.00,"0,19686069","5,50111845","2,98899901",
17/04/2010 0.00,"0,05984943","3,72061242","1,59193311","19,78022003"
17/04/2010 1.00,"0,06822545","4,24305304","1,38028618",
17/04/2010 2.00,"0,10820168",,,"21,97801971"
17/04/2010 3.00,"0,06938076",,,
17/04/2010 4.00,"0,0572988",,,"14,65200996"
17/04/2010 5.00,"0,14151555",,,
17/04/2010 6.00,"0,07364504",,,"12,45421028"
17/04/2010 7.00,"0,18300203","3,64839045","1,0408928",
17/04/2010 8.00,"0,0555221","6,88693605","3,38939284","13,18680954"
17/04/2010 9.00,"0,0590755","5,02642621","2,11098949",
17/04/2010 10.00,"0,05649944","7,53477518","3,65480903","18,80340958"
17/04/2010 11.00,"0,05685437","8,15083688","3,90075533",
17/04/2010 12.00,"0,05596653","9,42770872","4,47765926","14,40781021"
17/04/2010 13.00,"0,05694386","12,09882817","5,57890243",
17/04/2010 14.00,"0,05756525",,,"21,73381996"
17/04/2010 15.00,"0,05472274","6,70406281","3,18952001",
17/04/2010 16.00,"0,10002907","13,19931036","8,5477872","14,40781021"
17/04/2010 17.00,"0,05632146","10,08073511","5,40693524",
17/04/2010 18.00,"0,05596653","10,68512596","6,33037006","21,0012207"
17/04/2010 19.00,"0,10509271","17,4637625","11,38687776",
17/04/2010 20.00,"0,13982835","28,7876456","18,17215468","22,22220993"
17/04/2010 21.00,"0,05641096","18,50782922","13,35834287",
17/04/2010 22.00,"0,08625991","19,17512296","11,97416768","29,30401993"
17/04/2010 23.00,"0,09843035","22,47007256","15,403789",
18/04/2010 0.00,"0,05667741","15,05917203","10,50821242","26,12940979"
18/04/2010 1.00,,"15,21934792","10,02606147",
18/04/2010 2.00,"0,44145224",,,"26,86202049"
18/04/2010 3.00,"0,10503881","6,51794682","3,8391048",
18/04/2010 4.00,"0,09871511","5,84027666","3,5574672","21,0012207"
18/04/2010 5.00,"0,10458014","4,96676416","3,18627534",
18/04/2010 6.00,"0,17147129","10,97953954","8,62435898","20,26861954"
18/04/2010 7.00,"0,10083352","11,89066299","8,54454062",
18/04/2010 8.00,"0,20683543","9,45494516","5,85664911","18,55920982"
18/04/2010 9.00,"0,09871511","8,096364","3,90010525",
18/04/2010 10.00,"0,09627227","8,9588519","4,86182978","19,78022003"
18/04/2010 11.00,"0,09969244","10,43805158","5,95204262",
18/04/2010 12.00,"0,27760642","13,88476236","8,84045513","12,21000957"
18/04/2010 13.00,"0,2585631","16,05200671","10,40179433",
18/04/2010 14.00,"0,26153884","9,22473271","6,36087219","19,78022003"
18/04/2010 15.00,"0,30823134","19,08044263","13,88982151",
18/04/2010 16.00,"0,55953815","15,54034978","11,71653524","20,75702095"
18/04/2010 17.00,"0,84600162","20,97400904","16,19614283",
18/04/2010 18.00,"1,01886518","32,96131216","25,57649896","25,39682007"
18/04/2010 19.00,"0,69736504","33,07283912","25,62775968",
18/04/2010 20.00,"0,41384883","33,82119592","25,08654896","23,44322014"
18/04/2010 21.00,"0,34078145","28,36742624","21,57776128",
18/04/2010 22.00,"0,24754492","30,1196404","23,6744796","33,21123123"
18/04/2010 23.00,"0,5149488","26,72738912","19,66015912",
19/04/2010 0.00,"0,30329991","15,58833906","11,24540697","21,24542046"
19/04/2010 1.00,"0,28157577","10,58071929","7,29598742",
19/04/2010 2.00,"0,33981936","9,11513878","6,39007417","18,07081032"
19/04/2010 3.00,"0,27486052","4,5637203","2,55643769",
19/04/2010 4.00,"0,13801809","4,78389092","2,58146768","14,89620972"
19/04/2010 5.00,"0,38018816","4,10751901","1,95459554",
19/04/2010 6.00,"0,36937745","14,3075763","9,37777493","16,84980965"
19/04/2010 7.00,"1,2192152","32,10919112","22,76077304",
19/04/2010 8.00,"0,85747847","20,73990376","13,57379086","27,10622025"
19/04/2010 9.00,"0,56537267","7,84864337","4,50296841",
19/04/2010 10.00,"0,18633983","9,11578695","4,47895751","28,08300972"
19/04/2010 11.00,"0,28326399","8,95950198","4,53022397",
19/04/2010 12.00,"0,12011482","8,30193459","4,20186091","17,82661057"
19/04/2010 13.00,"0,7472855","15,23361526","7,92740438",
19/04/2010 14.00,"0,40251945","11,53983202","6,2388713","12,69841003"
19/04/2010 15.00,"0,58121855","8,63655371","4,47830743",
19/04/2010 16.00,"1,07525783","9,19879261","4,60355299","22,22220993"
19/04/2010 17.00,"0,72562035","11,72335343","6,25249812",
19/04/2010 18.00,"1,01904315","16,49946251","9,9345608","13,43101025"
19/04/2010 19.00,"1,045536","35,01441776","23,76531872",
19/04/2010 20.00,"0,56147858","37,656362","26,4726916","22,95482063"
19/04/2010 21.00,"1,169131","35,63631488","26,27281112",
19/04/2010 22.00,"0,45515021","25,0192848","17,81134116","28,32722092"
19/04/2010 23.00,"1,13875829","21,55701608","15,08970094",
20/04/2010 0.00,"0,47536512","17,18102168","11,98584426","28,57142067"
20/04/2010 1.00,,"10,61055031","6,87937026",
20/04/2010 2.00,"0,75242847",,,"21,73381996"
20/04/2010 3.00,"0,47671367","5,21643312","3,72554156",
20/04/2010 4.00,"0,41796463","5,13602014","3,33033881","12,69841003"
20/04/2010 5.00,"0,39274099","6,43883017","4,76448986",
20/04/2010 6.00,"0,26508919","17,7471515","12,51667282","9,03540897"
20/04/2010 7.00,"0,82009558","26,32468368","19,06313903",
20/04/2010 8.00,"1,00865958","34,50599784","21,6874336","11,23320961"
20/04/2010 9.00,"0,37328273",,,
20/04/2010 10.00,,,,"16,60560989"
20/04/2010 11.00,,,,
20/04/2010 12.00,,,,"20,51280975"
20/04/2010 13.00,,,,
20/04/2010 14.00,,,,"18,55920982"
20/04/2010 15.00,,,,
20/04/2010 16.00,"0,74670784",,,"22,95482063"
20/04/2010 17.00,"1,64761729","14,71288015","10,88719377",
20/04/2010 18.00,"1,66706945","19,85667448","13,35185354","29,30401993"
20/04/2010 19.00,"1,66349165","19,4338548","15,12475363",
20/04/2010 20.00,"2,19920758","44,26574448","35,21840904","34,92063141"
20/04/2010 21.00,"2,16969424","32,5825832","26,307208",
20/04/2010 22.00,"1,888868","24,27870984","19,62771248","36,38582993"
20/04/2010 23.00,"2,84940111","23,52192112","18,81525014",
21/04/2010 0.00,"2,8654992","21,67697496","17,57383826","33,69963074"
21/04/2010 1.00,"3,69992838","16,09286042","12,50304218",
21/04/2010 2.00,"3,25185852","10,85308369","8,34272138","27,35042"
21/04/2010 3.00,"2,95135637","8,93226554","6,6399133",
21/04/2010 4.00,"3,22502802","9,4996917","6,97541385","17,33819962"
21/04/2010 5.00,,,,
21/04/2010 6.00,"2,95135637","35,05032512","29,3636356","21,97801971"
21/04/2010 7.00,"3,09892409","81,57578592","66,21936672",
21/04/2010 8.00,"3,61675405","53,61303448","41,05817328","30,03663063"
21/04/2010 9.00,"4,02726101","34,62014424","26,4538584",
21/04/2010 10.00,,,,"27,8388195"
21/04/2010 11.00,"0,78527655",,,
21/04/2010 12.00,"0,5479057","29,6916392","20,04886872","22,71062088"
21/04/2010 13.00,"0,68602955","36,44822656","25,71473656",
21/04/2010 14.00,"0,24026727","30,63515384","21,80618792","21,48962021"
21/04/2010 15.00,"0,4272895","39,34177088","28,62650224",
21/04/2010 16.00,"0,22976267","53,683702","38,91992632","21,24542046"
21/04/2010 17.00,"3,63027405","73,44961384","57,15308336",
21/04/2010 18.00,"2,82435138","79,76066696","67,72296352","18,31501007"
21/04/2010 19.00,"1,66617653","145,7150878","115,700703",
21/04/2010 20.00,"3,18113024","250,2408392","169,622755","23,19902039"
21/04/2010 21.00,"1,85996079","187,6443492","141,384905",
21/04/2010 22.00,"1,12853236","132,4593448","95,0931288","42,97924042"
21/04/2010 23.00,"0,3531563","79,82617208","59,23033752",
22/04/2010 0.00,"0,26411287","69,04182288","49,78310728","40,53723145"
22/04/2010 1.00,,"72,80242096","48,59361384",
22/04/2010 2.00,"0,63135157",,,"41,75823975"
22/04/2010 3.00,"0,10433606",,,
22/04/2010 4.00,"0,10486897",,,"33,45542145"
22/04/2010 5.00,"0,10504695",,,
22/04/2010 6.00,"0,10984617",,,"30,03663063"
22/04/2010 7.00,"1,74688056",,,
22/04/2010 8.00,"5,35013495",,,"34,18803024"
22/04/2010 9.00,"1,61339423",,,
22/04/2010 10.00,"0,6489477",,,"50,79365158"
22/04/2010 11.00,"0,8357584",,,
22/04/2010 12.00,"0,84855632",,,"35,65322113"
22/04/2010 13.00,"1,40720968",,,
22/04/2010 14.00,"1,13756942",,,"30,28083038"
22/04/2010 15.00,"0,58673679","38,2425812","28,38964368",
22/04/2010 16.00,"0,3562012","45,72417984","34,4877","25,64101982"
22/04/2010 17.00,"0,17401277","49,10344864","37,27683",
22/04/2010 18.00,"0,52488184","59,80154752","46,402806","25,39682007"
22/04/2010 19.00,"1,31122725","82,2469744","64,545774",
22/04/2010 20.00,"1,1734746","84,41227616","67,33553496","29,30401993"
22/04/2010 21.00,"1,15250101","84,18532176","67,01173776",
22/04/2010 22.00,"0,1873436","50,67471112","40,98872944","32,72283173"
22/04/2010 23.00,"1,77656476","55,8029628","43,75256368",
23/04/2010 0.00,"1,05225227","50,30896464","37,7207008","36,63003159"
23/04/2010 1.00,"0,81051849","36,39570392","26,58689536",
23/04/2010 2.00,"0,10184747","24,9803756","17,41938881","29,7924099"
23/04/2010 3.00,"0,10593581","22,15296736","15,70100749",
23/04/2010 4.00,"0,10433606","20,59011768","14,44596495","24,90842056"
23/04/2010 5.00,"0,10024772","22,3105544","16,3492883",
23/04/2010 6.00,"0,10113658","35,74851104","26,96004128","21,97801971"
23/04/2010 7.00,"0,26341826","72,0171052","50,99338416",
23/04/2010 8.00,"0,82935943","110,6118194","70,28171664","24,17580986"
23/04/2010 9.00,"0,35559202","78,08548728","48,78055008",
23/04/2010 10.00,"0,10184747","58,99546744","39,29567256","25,15262032"
23/04/2010 11.00,"0,1054029","51,20261432","37,47734144",
23/04/2010 12.00,"0,3149649","62,7087244","45,53454768","29,05982971"
23/04/2010 13.00,"0,86970789","86,42779184","59,05187144",
23/04/2010 14.00,"0,42196754","54,48135016","39,20934576","20,75702095"
23/04/2010 15.00,"0,10558087","51,8666328","40,0471268",
23/04/2010 16.00,"0,10273632","56,17521008","42,91673288","28,08300972"
23/04/2010 17.00,"0,09953684","49,99252864","39,42415896",
23/04/2010 18.00,"0,1226441","75,83731944","59,83449128","27,8388195"
23/04/2010 19.00,"0,35140198","104,6178524","79,68999944",
23/04/2010 20.00,"0,37237658","99,99155808","74,18571472","27,8388195"
23/04/2010 21.00,"0,09829305","72,47170232","53,01092656",
23/04/2010 22.00,"0,09864798","48,56845192","34,16711496","26,12940979"
23/04/2010 23.00,"0,10273632","44,0666288","30,89713608",
24/04/2010 0.00,"0,10629176","49,21952616","35,503928","24,90842056"
24/04/2010 1.00,,"34,92424784","26,06904928",
24/04/2010 2.00,"0,24148665",,,"21,48962021"
24/04/2010 3.00,"0,09017841","22,73012368","15,34214612",
24/04/2010 4.00,"0,08741115","21,42212448","15,00145066","18,07081032"
24/04/2010 5.00,"0,08920107","33,83027792","26,22285056",
24/04/2010 6.00,"0,09294566","28,51268088","19,45767832","16,36141014"
24/04/2010 7.00,"0,0924575","38,61027792","28,6920456",
24/04/2010 8.00,"0,09779879","55,20248008","38,81545464","16,36141014"
24/04/2010 9.00,"0,0955502","40,78206136","28,7167104",
24/04/2010 10.00,"0,04574059","35,15449088","23,92172032","19,29179955"
24/04/2010 11.00,"0,07341215","43,40064096","29,02689416",
24/04/2010 12.00,"0,17708614","51,1098632","35,2683696","16,60560989"
24/04/2010 13.00,"3,22998692","79,50969784","52,3029512",
24/04/2010 14.00,"8,99062781","77,26399648","51,18416352","16,11721039"
24/04/2010 15.00,"10,16883757","65,65156008","44,9608712",
24/04/2010 16.00,"8,27766302","80,4396564","55,38083144","19,29179955"
24/04/2010 17.00,"10,77436242","107,1223238","72,49847032",
24/04/2010 18.00,"6,5773814","96,581812","64,64894552","22,46640968"
24/04/2010 19.00,"2,69470117","108,0340802","61,14598944",
24/04/2010 20.00,"0,98728733","74,71222216","45,37489568","28,57142067"
24/04/2010 21.00,"0,13646615","44,96869128","25,95289528",
24/04/2010 22.00,"0,16848842","68,83236328","39,05296328","25,64101982"
24/04/2010 23.00,"0,4371005","44,93173232","29,07557368",
25/04/2010 0.00,"0,07276127","27,98416584","19,28378192","23,68741989"
25/04/2010 1.00,"0,08773659","27,22997744","18,56151245",
25/04/2010 2.00,"0,06429677","21,92859416","15,25453446","19,78022003"
25/04/2010 3.00,"0,05273959","20,91305448","14,70034317",
25/04/2010 4.00,"0,03711338","18,61807132","12,87488602","19,04759979"
25/04/2010 5.00,"0,04655419","15,93722362","10,35961178",
25/04/2010 6.00,"0,03076527","13,85622958","8,00397807","17,33819962"
25/04/2010 7.00,"0,0240907","13,96193259","7,93584013",
25/04/2010 8.00,"0,02881161","14,68694005","8,02279598","21,97801971"
25/04/2010 9.00,"0,00651083","16,60192468","10,19153169",
25/04/2010 10.00,,"17,42550338","9,87745701","23,19902039"
25/04/2010 11.00,"0,00618539","17,41058787","10,14222312",
25/04/2010 12.00,"0,02193262","17,04825049","9,25657325","24,66422081"
25/04/2010 13.00,"0,00634811","13,39191186","6,62953114",
25/04/2010 14.00,"0,01237079","12,43085462","6,20123358","26,61782074"
25/04/2010 15.00,"0,02116072","13,63574348","6,99553",
25/04/2010 16.00,"0,02913705","13,88346602","7,19929566","34,4322319"
25/04/2010 17.00,"0,02864889","14,73817209","7,48223342",
25/04/2010 18.00,,"16,61424561","9,8346263","39,31623077"
25/04/2010 19.00,"0,01367357","19,7723744","12,42777056",
25/04/2010 20.00,"0,01220807","22,32026736","13,701631","38,0952301"
25/04/2010 21.00,"0,00097632","23,18407072","14,05400304",
25/04/2010 22.00,"0,01448717","17,59086653","10,47706594","37,11843109"
25/04/2010 23.00,"0,00553451","15,90350358","9,69250925",
26/04/2010 0.00,"0,00618539","15,38925206","8,84045513","34,18803024"
26/04/2010 1.00,,"12,39453809","6,63212572",
26/04/2010 2.00,"0,82129259",,,"24,90842056"
26/04/2010 3.00,"0,25443001","15,6804229","10,04033838",
26/04/2010 4.00,"0,11510609","16,40413593","10,95793012","16,11721039"
26/04/2010 5.00,"0,47118932","14,02029639","8,44330787",
26/04/2010 6.00,"0,22991421","16,14668704","9,57115843","24,66422081"
26/04/2010 7.00,"0,28642076","19,96432008","12,12407039",
26/04/2010 8.00,"0,38807398","28,0243752","17,50959314","20,75702095"
26/04/2010 9.00,"0,37940304","27,98869728","17,53943755",
26/04/2010 10.00,"0,52470691","29,97956728","19,20265576","27,35042"
26/04/2010 11.00,"0,93430671","26,30781984","16,46285918",
26/04/2010 12.00,"1,01981404","31,45941704","18,63743606","32,23442078"
26/04/2010 13.00,"0,93998666","29,91341208","17,60304214",
26/04/2010 14.00,"0,87301619","25,85194168","15,35900996","33,45542145"
26/04/2010 15.00,"0,97735937","21,67957528","12,58675718",
26/04/2010 16.00,"1,60013051","37,2283608","24,80168008","38,33943176"
26/04/2010 17.00,"1,61268741","27,68520552","17,69972242",
26/04/2010 18.00,"1,02429901","30,63842336","20,9125956","38,33943176"
26/04/2010 19.00,"1,13282816","30,738268","20,78930984",
26/04/2010 20.00,"1,00815413","38,87616064","25,05087104","39,07204056"
26/04/2010 21.00,"1,00366916","29,96853504","21,90547808",
26/04/2010 22.00,"0,65476189","26,1029108","18,49467466","37,6068306"
26/04/2010 23.00,"0,90171797","26,05296936","18,91518656",
27/04/2010 0.00,"0,93938866","27,10286768","19,78734536","40,29304123"
27/04/2010 1.00,"0,95702853","24,7949116","17,08193802",
27/04/2010 2.00,"0,95254356","20,14070208","13,43556664","33,21123123"
27/04/2010 3.00,"1,00366916","19,59922368","13,6828131",
27/04/2010 4.00,"0,91965683","18,97084679","12,49201758","27,35042"
27/04/2010 5.00,"0,66911278","18,52858016","12,4154439",
27/04/2010 6.00,"0,96599847","23,7171172","15,66141953","25,88521957"
27/04/2010 7.00,"0,53098485","31,06315504","19,5777328",
27/04/2010 8.00,"0,95523454","40,6251244","24,99440968","35,16482162"
27/04/2010 9.00,"1,00725714","39,23865672","23,27406856",
27/04/2010 10.00,"1,37679426","38,31844936","21,53298224","35,16482162"
27/04/2010 11.00,"1,73467046","34,61171232","20,01642208",
27/04/2010 12.00,"1,46917854","30,48668704","18,36099527","30,76922989"
27/04/2010 13.00,"1,95172877","39,4396844","23,67577976",
27/04/2010 14.00,"1,20368561","27,42710464","17,41354956","29,7924099"
27/04/2010 15.00,"2,19077462","37,005326","24,43031232",
27/04/2010 16.00,"3,52405348","40,42992832","26,37340144","32,23442078"
27/04/2010 17.00,"3,7402148","45,18270144","31,4474288",
27/04/2010 18.00,"2,77511333","41,7469904","28,42987216","29,54821968"
27/04/2010 19.00,"1,6781639","52,27842024","36,58116792",
27/04/2010 20.00,"1,34450451","64,1444452","42,80511032","34,67642975"
27/04/2010 21.00,"0,96659646","58,91958016","43,7272488",
27/04/2010 22.00,"0,9489566","60,39686784","42,8758352","43,9560318"
27/04/2010 23.00,"0,9369977","57,0389752","35,3910244",
28/04/2010 0.00,"0,76598203","61,39877496","41,11721584","47,37483978"
28/04/2010 1.00,,"43,34811832","27,83155",
28/04/2010 2.00,"0,07611025",,,"34,92063141"
28/04/2010 3.00,"0,03261824","24,09194568","15,03649189",
28/04/2010 4.00,"0,01308371","21,18866928","12,59519866","28,32722092"
28/04/2010 5.00,"0,01015576","23,01092","13,29929458",
28/04/2010 6.00,"0,0215065","27,7850884","17,73736014","34,4322319"
28/04/2010 7.00,"0,02013253","45,3007292","31,93282824",
28/04/2010 8.00,"0,01959454","33,91069664","20,51090352","32,47863007"
28/04/2010 9.00,"0,02771935","28,47830312","17,35708438",
28/04/2010 10.00,"0,03745713","28,38687128","17,05663078","30,28083038"
28/04/2010 11.00,"0,33598731","25,35260376","15,86453129",
28/04/2010 12.00,"0,33766027","27,847324","17,19874974","51,28205109"
28/04/2010 13.00,"0,68028045","35,43073664","21,63875408",
28/04/2010 14.00,"0,29900715","27,98091544","17,90154358","58,36384964"
28/04/2010 15.00,"0,14547066","23,98883152","15,01573139",
28/04/2010 16.00,"0,03745713","19,79702008","11,79245694","56,89865112"
28/04/2010 17.00,"0,03751713","21,99668048","13,73213696",
28/04/2010 18.00,"0,03847311","29,52432008","19,29611432","51,0378418"
28/04/2010 19.00,"0,03775613","38,60444632","27,66543544",
28/04/2010 20.00,"0,03721813","53,64999344","39,86024792","48,59584045"
28/04/2010 21.00,"0,02090952","25,2378264","17,25910011",
28/04/2010 22.00,"0,01762359","18,94036951","12,09811308","45,90964127"
28/04/2010 23.00,"0,02437444","23,19961528","15,15979486",
29/04/2010 0.00,"0,03058729","18,9189685","12,2460732","43,9560318"
29/04/2010 1.00,"0,01845957","16,489088","10,32391857",
29/04/2010 2.00,"0,03142327","14,82247408","9,16881627","31,50181961"
29/04/2010 3.00,"0,03739814","14,70055922","9,20580774",
29/04/2010 4.00,"0,03620317","14,11302839","9,46797735","17,09399986"
29/04/2010 5.00,"0,02276148","12,97039425","7,56724286",
29/04/2010 6.00,"0,03202126","19,14592672","11,62114365","25,15262032"
29/04/2010 7.00,"0,03674014","31,24343752","21,43176096",
29/04/2010 8.00,"0,03721813","42,39613352","28,15408528","27,8388195"
29/04/2010 9.00,"0,34859302","68,17480736","39,9342232",
29/04/2010 10.00,"1,24346658","42,54335752","26,9100616","25,88521957"
29/04/2010 11.00,"0,65530802","42,83906744","26,4603592",
29/04/2010 12.00,"0,58899453","47,1793648","30,24560296","26,86202049"
29/04/2010 13.00,"1,1070167","51,9334572","30,27609936",
29/04/2010 14.00,"1,28104473","33,03458","21,17866952","23,68741989"
29/04/2010 15.00,"2,84431001","38,2030028","24,03657416",
29/04/2010 16.00,"1,82415832","30,18577648","18,1611167","19,04759979"
29/04/2010 17.00,"0,57447686","27,72346464","18,32595214",
29/04/2010 18.00,"0,03852803","31,29768096","19,53570704","19,29179955"
29/04/2010 19.00,"0,0915839","34,54232584","22,84513048",
29/04/2010 20.00,"0,09648279","40,18349064","28,0496136","31,01342964"
29/04/2010 21.00,"0,03590417","28,17158008","19,1585268",
29/04/2010 22.00,"0,02843634","34,52611208","25,78221104","28,32722092"
29/04/2010 23.00,"0,01750359","35,40999144","24,76208256",
30/04/2010 0.00,"0,01260572","48,25262776","35,86604168","27,35042"
30/04/2010 1.00,,"41,63481336","29,06582248",
30/04/2010 2.00,"0,21834075",,,"21,97801971"
30/04/2010 3.00,"0,04524836","26,62817544","20,22601552",
30/04/2010 4.00,"0,04301198","24,13863672","17,01250374","18,07081032"
30/04/2010 5.00,"0,04606807","32,12280456","24,222172",
30/04/2010 6.00,"0,04658979","63,11142984","48,27109768","16,84980965"
30/04/2010 7.00,"0,04718575","92,70448632","58,940268",
30/04/2010 8.00,"0,61163804","84,14251208","56,02718304","25,64101982"
30/04/2010 9.00,"3,30799387","41,27361744","27,4493412",
30/04/2010 10.00,"4,55944898","50,36280656","32,79397392","35,65322113"
30/04/2010 11.00,"3,27936837",,,
30/04/2010 12.00,"2,20771377","26,37072464","21,11570736","26,86202049"
30/04/2010 13.00,"2,0610105","32,3523784","25,86138696",
30/04/2010 14.00,"37,67962626","153,1947554","88,1248448","20,26861954"
30/04/2010 15.00,"16,86557205","75,59220104","55,43599264",
30/04/2010 16.00,"4,86090812","42,4622696","35,33001248","25,64101982"
30/04/2010 17.00,"2,69434115","35,29651424","27,99185208",
30/04/2010 18.00,"2,76590439","43,61660136","34,04511024","34,4322319"
30/04/2010 19.00,"2,62456783","51,4211368","41,15746344",
30/04/2010 20.00,"2,72833438","122,6788721","94,67652312","29,30401993"
30/04/2010 21.00,"1,25846224","79,03760592","63,85464336",
30/04/2010 22.00,"1,03393407","129,2318506","94,141144","36,38582993"
30/04/2010 23.00,"1,25518242","127,9245014","86,27798664",
01/05/2010 0.00,"0,96922948","105,9427154","72,31937328","47,86323166"
01/05/2010 1.00,"0,41819549","70,37834912","51,80326912",
01/05/2010 2.00,"0,5602775","71,29534432","48,04850264","34,67642975"
01/05/2010 3.00,"0,06954958","43,07512296","32,40136384",
01/05/2010 4.00,"0,22229179","55,41193968","37,34625472","22,71062088"
01/05/2010 5.00,"0,04658979","40,98567024","31,6771556",
01/05/2010 6.00,"0,04539685","59,81971152","44,07507984","21,97801971"
01/05/2010 7.00,"0,04666403","67,698184","44,51960072",
01/05/2010 8.00,"0,0454721","54,10910288","35,8926376","29,05982971"
01/05/2010 9.00,"0,99025087","26,42649768","18,7626797",
01/05/2010 10.00,"1,47061658","22,35982664","17,46675861","25,15262032"
01/05/2010 11.00,"1,0846244","25,53028592","20,21888376",
01/05/2010 12.00,"1,47777321","41,83194056","32,91790976","26,86202049"
01/05/2010 13.00,"3,13534795","30,65656824","25,26436496",
01/05/2010 14.00,"2,55121569","17,88268553","15,51605399","21,73381996"
01/05/2010 15.00,"1,71840354","18,27112936","15,94111454",
01/05/2010 16.00,"2,63351336","56,23876496","46,170498","24,90842056"
01/05/2010 17.00,"1,5725932","33,04561224","28,93280464",
01/05/2010 18.00,"1,45093661","37,25621864","31,68753776","25,88521957"
01/05/2010 19.00,"1,24824953","56,41644712","48,86226896",
01/05/2010 20.00,"1,34180336","75,82502528","63,99548128","26,61782074"
01/05/2010 21.00,"0,9327446","71,12383792","58,10187512",
01/05/2010 22.00,"0,17622271","45,23910544","39,21714672","39,80464172"
01/05/2010 23.00,"0,05143579","45,15738656","37,36183752",
