NetC,Provincia di TARANTO,,,
13/03/2007 23.00,"0,416486","44,007642","11,675769","26,123559"
14/03/2007 0.00,"0,504981","38,948148","10,974529","22,136484"
14/03/2007 1.00,"0,51055","37,382697","10,339267","21,544664"
14/03/2007 2.00,"0,493842","30,127421","9,278531","15,911911"
14/03/2007 3.00,"0,483321","22,693163","8,299841","9,974147"
14/03/2007 4.00,"0,488891","21,092687","7,837141","9,08251"
14/03/2007 5.00,"0,80636","19,524656","7,20611","8,481595"
14/03/2007 6.00,"0,652886","19,830729","6,846607","9,339487"
14/03/2007 7.00,"0,560059","27,384313","6,940502","16,754229"
14/03/2007 8.00,"0,759328","47,132041","8,711788","33,797869"
14/03/2007 9.00,"0,771705","74,325708","17,464172","47,581264"
14/03/2007 10.00,"0,575529","69,075571","19,022287","39,936802"
14/03/2007 11.00,"0,669595","51,836172","13,586625","31,025621"
14/03/2007 12.00,"0,927036","43,549813","9,567826","28,899707"
14/03/2007 13.00,"1,154154","44,806572","8,878428","31,2151"
14/03/2007 14.00,"1,50566","54,697309","11,525203","37,051632"
14/03/2007 15.00,"1,151678","45,277363","8,746469","31,888717"
14/03/2007 16.00,"1,014294","38,385253","6,693501","28,141751"
14/03/2007 17.00,"0,837922","53,675268","9,950166","38,445557"
14/03/2007 18.00,"0,837922","59,238002","10,582885","43,041318"
14/03/2007 19.00,"0,694968","70,874475","11,527744","53,2361"
14/03/2007 20.00,"0,433814","87,063282","17,159643","60,794905"
14/03/2007 21.00,"0,433814","82,778108","16,436408","57,616416"
14/03/2007 22.00,"0,378736","63,087435","13,622989","42,228851"
14/03/2007 23.00,"0,369453","46,477085","11,795886","28,410408"
15/03/2007 0.00,"0,414011","48,058061","11,951534","29,753701"
15/03/2007 1.00,,"49,938705","11,438076","32,423429"
15/03/2007 2.00,"0,746472",,,
15/03/2007 3.00,"0,8407","37,361932","10,04406","21,976853"
15/03/2007 4.00,"0,809487","38,954628","9,789447","23,961297"
15/03/2007 5.00,"0,896207","32,856248","9,072982","18,958008"
15/03/2007 6.00,"0,9631","37,254288","8,576446","24,120949"
15/03/2007 7.00,"1,08671","52,36924","9,753072","37,440992"
15/03/2007 8.00,"1,169242","76,198534","14,047629","54,697498"
15/03/2007 9.00,"1,088355","87,052917","18,160335","59,249151"
15/03/2007 10.00,"1,178332","77,738059","18,65179","49,173771"
15/03/2007 11.00,"1,740723","49,355067","11,073497","32,398762"
15/03/2007 12.00,"1,783756","40,962344","8,776921","27,523966"
15/03/2007 13.00,"1,641281","40,903968","7,421811","29,544759"
15/03/2007 14.00,"1,68596","58,71922","10,911935","42,017308"
15/03/2007 15.00,"1,658253","44,396736","7,782159","32,487019"
15/03/2007 16.00,"1,782763","33,665557","5,302864","25,552502"
15/03/2007 17.00,"1,864673","42,124438","6,015101","32,924408"
15/03/2007 18.00,"1,848354","63,427234","7,481022","51,992746"
15/03/2007 19.00,"1,558937","90,361501","13,672905","69,44523"
15/03/2007 20.00,"1,258288","101,156214","17,042062","75,077988"
15/03/2007 21.00,"1,187206","97,942333","13,513875","77,275295"
15/03/2007 22.00,"0,946625","89,039889","13,078249","69,035091"
15/03/2007 23.00,"0,982895","132,84","21,694446","99,645426"
16/03/2007 0.00,"1,01538","125,387618","20,60241","93,863403"
16/03/2007 1.00,"0,935921","57,509114","13,182299","37,322889"
16/03/2007 2.00,"0,69686","71,187046","13,786258","50,083576"
16/03/2007 3.00,"0,876535","44,959609","12,469209","25,858786"
16/03/2007 4.00,"0,799465","61,829374","12,4802","42,723331"
16/03/2007 5.00,"0,829778","56,871025","12,505577","37,722631"
16/03/2007 6.00,"0,749729","64,717738","13,102777","44,658467"
16/03/2007 7.00,"0,80412","66,089924","13,798092","44,964751"
16/03/2007 8.00,"0,909579","124,554925","31,817168","75,822974"
16/03/2007 9.00,"3,116322","149,146878","44,133288","81,534904"
16/03/2007 10.00,"6,709214","83,513481","21,910151","49,953788"
16/03/2007 11.00,"3,790223","57,389826","13,189905","37,191803"
16/03/2007 12.00,"3,643155","71,873114","16,308689","46,899887"
16/03/2007 13.00,"4,529278","65,126258","12,602855","45,834346"
16/03/2007 14.00,"2,636028","59,525932","9,725161","44,645484"
16/03/2007 15.00,"2,20392","38,553854","6,911741","27,975619"
16/03/2007 16.00,"2,790542","49,366729","7,727175","37,544833"
16/03/2007 17.00,"2,578319","53,244666","8,317605","40,519561"
16/03/2007 18.00,"1,496201","61,398776","8,541765","48,335338"
16/03/2007 19.00,"1,264959","87,545775","14,178739","65,85142"
16/03/2007 20.00,"1,26952","118,049323","19,458774","88,274765"
16/03/2007 21.00,"1,369084","130,487286","21,943135","96,909486"
16/03/2007 22.00,"1,406533","141,310569","31,170074","93,583048"
16/03/2007 23.00,"0,974456","99,95651","16,668187","74,451138"
17/03/2007 0.00,"0,786527","101,468808","20,567732","69,981244"
17/03/2007 1.00,,"92,460015","18,678015","63,865673"
17/03/2007 2.00,"0,622346",,,
17/03/2007 3.00,"0,686262","121,394214","28,896331","77,141609"
17/03/2007 4.00,"0,766625","67,371347","13,784549","46,267836"
17/03/2007 5.00,"0,79578","48,217618","12,243365","29,465582"
17/03/2007 6.00,"0,797649","41,828708","11,705374","23,897705"
17/03/2007 7.00,"0,8354","66,616507","13,719432","45,612402"
17/03/2007 8.00,"1,445038","170,866031","55,891961","85,227362"
17/03/2007 9.00,"1,644263","174,182375","56,481544","87,641395"
17/03/2007 10.00,"1,616977","85,652169","20,915394","53,620281"
17/03/2007 11.00,"1,961604","66,844763","15,405276","43,254181"
17/03/2007 12.00,"1,66968","57,07077","12,174846","38,429974"
17/03/2007 13.00,"1,396072","46,381104","9,059448","32,512985"
17/03/2007 14.00,"1,467465","53,675268","8,566295","40,568874"
17/03/2007 15.00,"1,948148","37,936508","5,851844","28,984064"
17/03/2007 16.00,"2,232969","24,773497","3,025737","20,148158"
17/03/2007 17.00,"1,793402","22,250881","2,99021","17,678312"
17/03/2007 18.00,"1,439431","39,702984","6,37714","29,945781"
17/03/2007 19.00,"0,963234","45,25922","7,310153","34,074326"
17/03/2007 20.00,"0,845866","73,295925","10,11173","57,831861"
17/03/2007 21.00,"0,708315","90,006137","10,565963","73,856716"
17/03/2007 22.00,"0,805124","102,496009","15,720804","78,445971"
17/03/2007 23.00,"0,960244","112,966481","18,643336","84,439541"
18/03/2007 0.00,"0,937817","78,762642","12,99788","58,874072"
18/03/2007 1.00,"0,969962","129,010034","28,643415","85,150786"
18/03/2007 2.00,"0,804004","109,430911","23,378607","73,636067"
18/03/2007 3.00,"0,933706","133,762157","38,643483","74,562739"
18/03/2007 4.00,"1,369534","192,585053","77,932385","73,144172"
18/03/2007 5.00,"1,031636","135,279641","48,595339","60,81179"
18/03/2007 6.00,"0,6287","78,204965","16,336598","53,193271"
18/03/2007 7.00,"0,796902","99,362489","25,380826","60,488624"
18/03/2007 8.00,"1,045466","129,253892","45,020617","60,266677"
18/03/2007 9.00,"1,089572","139,545391","49,18916","64,169376"
18/03/2007 10.00,"0,915391","66,093826","16,327295","41,088018"
18/03/2007 11.00,"1,488397","56,535084","12,942064","36,716786"
18/03/2007 12.00,"1,955997","43,076383","9,215936","28,965901"
18/03/2007 13.00,"1,417379","35,670672","6,854222","25,178707"
18/03/2007 14.00,"1,411023","38,377452","6,383061","28,610268"
18/03/2007 15.00,"1,219274","29,454282","4,325019","22,838647"
18/03/2007 16.00,"1,286929","21,40786","3,778576","15,625075"
18/03/2007 17.00,"1,417752","20,832004","2,348182","17,243527"
18/03/2007 18.00,"1,759014","30,014575","3,564567","24,56612"
18/03/2007 19.00,"1,319448","37,710834","7,040315","26,934726"
18/03/2007 20.00,"1,092936","55,37951","8,938486","41,703205"
18/03/2007 21.00,"1,036495","65,997841","10,524519","49,895377"
18/03/2007 22.00,"0,804377","49,339502","11,170777","32,23395"
18/03/2007 23.00,"0,704203","41,37086","10,175164","25,78741"
19/03/2007 0.00,"0,712801","40,10374","9,718393","25,220236"
19/03/2007 1.00,,"38,291872","11,728209","20,323374"
19/03/2007 2.00,"0,784289",,,
19/03/2007 3.00,"0,642012","30,119639","11,605563","12,333671"
19/03/2007 4.00,"0,710279","29,999012","11,504055","12,368715"
19/03/2007 5.00,"0,814579","41,102415","11,881316","22,900941"
19/03/2007 6.00,"0,957228","44,770243","12,712816","25,29551"
19/03/2007 7.00,"1,028274","67,512699","15,324919","44,045861"
19/03/2007 8.00,"1,304864","159,507128","56,42741","73,039048"
19/03/2007 9.00,"1,88435","201,9311","81,89199","76,421298"
19/03/2007 10.00,"1,441214","59,007149","16,257088","34,131435"
19/03/2007 11.00,"1,099135","41,318987","11,368713","23,904186"
19/03/2007 12.00,"0,985664","36,59283","9,753072","21,741944"
19/03/2007 13.00,"0,93972","34,607141","8,899574","20,976188"
19/03/2007 14.00,"1,138132","36,351594","8,245704","23,725089"
19/03/2007 15.00,"1,261977","25,55168","6,464267","15,651033"
19/03/2007 16.00,"1,04152","24,086113","6,543781","14,062437"
19/03/2007 17.00,"1,092465","31,84979","7,673884","20,097529"
19/03/2007 18.00,"1,128591","51,454843","10,063514","36,049689"
19/03/2007 19.00,"1,149988","50,702625","9,580512","36,038005"
19/03/2007 20.00,"1,170737","50,986653","10,010224","35,66293"
19/03/2007 21.00,"1,145449","65,032891","12,634155","45,692877"
19/03/2007 22.00,"1,108305","52,354937","11,198694","35,208656"
19/03/2007 23.00,"0,854224","37,370994","9,704013","22,507681"
20/03/2007 0.00,"0,608294","31,68507","10,548199","15,522544"
20/03/2007 1.00,"0,655072","30,556703","10,563433","14,370031"
20/03/2007 2.00,"0,6409","25,901863","10,522831","9,774276"
20/03/2007 3.00,"0,7917","22,576437","10,125264","7,056532"
20/03/2007 4.00,"0,819766","21,197751","9,583897","6,507532"
20/03/2007 5.00,"0,850889","23,672376","9,608428","8,946232"
20/03/2007 6.00,"0,625338","21,637415","9,689634","6,785275"
20/03/2007 7.00,"0,69342","27,227377","9,913792","12,035168"
20/03/2007 8.00,"0,757797","34,242715","10,654788","17,918417"
20/03/2007 9.00,"0,848018","54,61171","14,079777","33,046413"
20/03/2007 10.00,"1,253548","69,316788","17,261996","42,879084"
20/03/2007 11.00,"1,360256","68,311651","17,212939","41,948514"
20/03/2007 12.00,"1,262255","67,274063","17,322065","40,742789"
20/03/2007 13.00,"1,370075","80,53822","20,085579","49,775975"
20/03/2007 14.00,"1,479377","109,189672","31,168378","61,44256"
20/03/2007 15.00,"1,507999","65,407722","15,763938","41,265834"
20/03/2007 16.00,"1,205844","63,468743","14,967953","40,546807"
20/03/2007 17.00,"1,434267","88,11383","24,224496","51,550175"
20/03/2007 18.00,"1,38823","108,765572","27,454937","66,722295"
20/03/2007 19.00,"1,426578","86,430371","23,470808","50,478118"
20/03/2007 20.00,"1,32867","65,595768","16,408499","40,465052"
20/03/2007 21.00,"1,393973","66,856426","16,147963","42,126331"
20/03/2007 22.00,"1,221498","62,392251","16,60898","36,951712"
20/03/2007 23.00,"1,433618","52,62344","14,257412","30,784214"
21/03/2007 0.00,"1,449365","38,866407","13,565477","18,079356"
21/03/2007 1.00,,"39,688721","13,256733","19,375921"
21/03/2007 2.00,"0,661609",,,
21/03/2007 3.00,"0,577114","24,497251","11,378022","7,056532"
21/03/2007 4.00,"0,462427","25,106835","11,288354","7,804105"
21/03/2007 5.00,"0,557846","24,894125","10,763056","8,397232"
21/03/2007 6.00,"0,631972","27,54125","10,81127","10,972211"
21/03/2007 7.00,"0,508878","32,756383","10,836647","16,152017"
21/03/2007 8.00,"0,566375","47,068506","12,431992","28,026228"
21/03/2007 9.00,"0,641605","59,177049","16,375517","34,092487"
21/03/2007 10.00,"0,997446","46,735169","13,093463","26,677752"
21/03/2007 11.00,"1,224793","56,506577","14,848689","33,762822"
21/03/2007 12.00,"1,40747","48,414744","14,222721","26,625823"
21/03/2007 13.00,"1,303952","51,349817","14,682889","28,856879"
21/03/2007 14.00,"0,824466","50,313532","13,327774","29,899072"
21/03/2007 15.00,"0,909513","41,530417","10,416242","25,577148"
21/03/2007 16.00,"1,012479","36,913187","8,606052","23,734171"
21/03/2007 17.00,"0,656762","47,368098","11,637709","29,544759"
21/03/2007 18.00,"0,709533","51,90621","11,703686","33,984766"
21/03/2007 19.00,"0,689161","57,729607","13,304094","37,356637"
21/03/2007 20.00,"0,717204","56,699823","14,342844","34,732338"
21/03/2007 21.00,"0,718738","51,798544","13,386994","31,294277"
21/03/2007 22.00,"0,965661","57,254914","13,79894","36,122364"
21/03/2007 23.00,"0,807161","39,717229","11,478678","22,132604"
22/03/2007 0.00,"0,893805","37,071424","11,588641","19,316209"
22/03/2007 1.00,"1,033772","33,164921","10,832419","16,567334"
22/03/2007 2.00,"0,967624","29,559348","11,132706","12,506287"
22/03/2007 3.00,"0,975356","25,67619","10,359572","9,798935"
22/03/2007 4.00,"0,928107","24,634723","10,532131","8,491978"
22/03/2007 5.00,"0,817839","24,265096","10,492374","8,183085"
22/03/2007 6.00,"0,916877","25,392163","11,016827","8,506252"
22/03/2007 7.00,"0,9467","56,524742","11,948993","38,230112"
22/03/2007 8.00,"1,112746","66,040633","14,929894","43,178885"
22/03/2007 9.00,"1,061693","93,041053","25,574524","53,865572"
22/03/2007 10.00,"1,035797","84,676878","24,005411","47,90315"
22/03/2007 11.00,"1,029723","60,645234","17,372817","34,031497"
22/03/2007 12.00,"0,860117","65,436248","17,459945","38,693448"
22/03/2007 13.00,"0,747026","57,31589","15,919576","32,929612"
22/03/2007 14.00,"0,603254","74,080574","18,060512","46,420989"
22/03/2007 15.00,"0,712847","49,653357","12,449757","30,585652"
22/03/2007 16.00,"0,530539","38,339864","10,214921","22,693278"
22/03/2007 17.00,"0,74807","55,269266","11,780662","37,232049"
22/03/2007 18.00,"0,744081","72,225896","14,136454","50,58586"
22/03/2007 19.00,"1,003644","112,691502","24,671971","74,91447"
22/03/2007 20.00,"0,673759","108,031498","20,901851","76,03584"
22/03/2007 21.00,"0,860608","101,697042","20,193842","70,783325"
22/03/2007 22.00,"0,768012","85,112662","18,80067","56,325033"
22/03/2007 23.00,"0,747947","58,463699","14,643146","36,036707"
23/03/2007 0.00,"0,793662","57,345717","15,647193","33,377361"
23/03/2007 1.00,,"61,545328","14,922276","38,69215"
23/03/2007 2.00,"0,551763",,,
23/03/2007 3.00,"0,494265","42,085508","10,855255","25,459044"
23/03/2007 4.00,"0,458512","38,964993","10,906009","22,25849"
23/03/2007 5.00,"0,433818","51,225288","10,230146","35,564268"
23/03/2007 6.00,"0,628428","50,035948","9,934093","34,828377"
23/03/2007 7.00,"0,597467","62,320911","9,794522","47,335977"
23/03/2007 8.00,"0,969364","71,530711","13,438595","50,960935"
23/03/2007 9.00,"2,654878","94,479393","22,940435","59,346489"
23/03/2007 10.00,"4,754676","67,687784","17,265388","41,243771"
23/03/2007 11.00,"4,47087","57,252314","15,82822","33,006167"
23/03/2007 12.00,"5,114041","57,580472","16,481249","32,332568"
23/03/2007 13.00,"4,627517","49,630014","13,28126","29,286467"
23/03/2007 14.00,"4,533529","55,225154","12,510652","36,067851"
23/03/2007 15.00,"3,091645","47,658625","10,335883","31,832906"
23/03/2007 16.00,"5,217611","40,201023","9,929019","24,994408"
23/03/2007 17.00,"9,448537","50,904953","10,639554","34,615536"
23/03/2007 18.00,"7,343948","54,86591","10,829035","38,288506"
23/03/2007 19.00,"2,12007","68,213084","13,545176","47,477446"
23/03/2007 20.00,"1,339049","88,986696","16,477023","63,767033"
23/03/2007 21.00,"1,361164","136,310722","36,815517","79,917752"
23/03/2007 22.00,"1,918087","106,4401","18,645018","77,906062"
23/03/2007 23.00,"4,030418","140,510333","38,371948","81,732184"
24/03/2007 0.00,"2,626129","128,401754","29,018974","83,965822"
24/03/2007 1.00,"1,783925","88,251323","17,858349","60,911728"
24/03/2007 2.00,"1,478741","101,282023","23,600235","65,141495"
24/03/2007 3.00,"1,103158","61,761922","10,684394","45,411242"
24/03/2007 4.00,"1,07146","41,386443","7,457338","29,973046"
24/03/2007 5.00,"1,100578","33,096164","6,355147","23,368177"
24/03/2007 6.00,"0,951672","32,805674","6,220651","23,283818"
24/03/2007 7.00,"1,149599","58,480584","12,241667","39,738242"
24/03/2007 8.00,"1,471001","161,868901","65,134961","62,042182"
24/03/2007 9.00,"1,794983","132,50538","45,659268","62,540546"
24/03/2007 10.00,"2,502655","107,835633","26,251244","67,632104"
24/03/2007 11.00,"2,128178","86,487444","19,715918","56,296485"
24/03/2007 12.00,"1,747067","51,598817","12,971668","31,731665"
24/03/2007 13.00,"1,106107","45,237174","10,651405","28,925653"
24/03/2007 14.00,"0,915551","52,20062","11,349261","34,823199"
24/03/2007 15.00,"0,942089","31,609853","6,602992","21,500536"
24/03/2007 16.00,"0,7836","28,34148","5,555784","19,836675"
24/03/2007 17.00,"0,59157","28,665716","7,079226","17,823677"
24/03/2007 18.00,"0,514537","43,06732","8,9148","29,418853"
24/03/2007 19.00,"0,466253","58,398866","11,098874","41,409903"
24/03/2007 20.00,"0,447824","63,131526","11,892313","44,928425"
24/03/2007 21.00,"0,284543","72,293333","12,865922","52,602751"
24/03/2007 22.00,"0,307027","83,732672","13,921595","62,430222"
24/03/2007 23.00,"0,396961","83,019326","13,102777","62,972735"
25/03/2007 0.00,"0,395486","62,167875","12,264505","43,39305"
25/03/2007 1.00,,"39,935139","11,671541","22,054728"
25/03/2007 2.00,"0,540955",,,
25/03/2007 3.00,"0,633856","38,010426","9,629574","23,261755"
25/03/2007 4.00,"0,838595","55,043592","11,254522","37,813489"
25/03/2007 5.00,"0,52653","56,453406","13,594233","35,634364"
25/03/2007 6.00,"0,56247","50,489915","11,848328","32,345551"
25/03/2007 7.00,"0,432832","41,691236","11,916846","23,435669"
25/03/2007 8.00,"0,5327","42,820903","12,30596","23,96908"
25/03/2007 9.00,"0,560751","36,443655","11,346719","19,059252"
25/03/2007 10.00,"0,424821","49,610569","11,355176","32,222247"
25/03/2007 11.00,"0,519349","41,189316","11,0126","24,320811"
25/03/2007 12.00,"0,547768","36,288018","10,774053","19,782164"
25/03/2007 13.00,"0,344259","44,62629","11,320499","27,287757"
25/03/2007 14.00,"0,352299","30,210422","8,894499","16,584209"
25/03/2007 15.00,"0,270968","27,549032","8,249934","14,909953"
25/03/2007 16.00,"0,330171","33,75892","7,867592","21,710797"
25/03/2007 17.00,"0,316299","29,0185","8,763386","15,592627"
25/03/2007 18.00,"0,226498","36,289339","9,674408","21,470688"
25/03/2007 19.00,"0,312186","44,003722","10,439932","28,015847"
25/03/2007 20.00,"0,452044","51,557327","11,419467","34,071725"
25/03/2007 21.00,"0,42697","58,905986","11,65462","41,064674"
25/03/2007 22.00,"0,363869","58,536355","11,419467","41,055572"
25/03/2007 23.00,"0,269557","54,11107","11,421154","36,624626"
26/03/2007 0.00,"0,404996","49,724675","12,306803","30,87637"
26/03/2007 1.00,"0,396095","41,278799","12,077565","22,776355"
26/03/2007 2.00,"0,440658","31,676007","11,26382","14,41546"
26/03/2007 3.00,"0,609764","26,81364","10,84934","10,185694"
26/03/2007 4.00,"0,511093","25,650263","10,804512","9,090296"
26/03/2007 5.00,"0,3488","29,360901","10,634483","13,064374"
26/03/2007 6.00,"0,366263","45,868802","11,628399","28,058694"
26/03/2007 7.00,"0,829909","68,682557","13,430988","48,122475"
26/03/2007 8.00,"1,085256","165,239758","57,817204","76,643223"
26/03/2007 9.00,"0,922411","145,143132","48,8508","70,290147"
26/03/2007 10.00,"0,767638","96,435235","26,099822","56,456119"
26/03/2007 11.00,"0,978422","74,930093","18,838728","46,077037"
26/03/2007 12.00,"0,611514","69,78888","16,211411","44,963471"
26/03/2007 13.00,"0,407267","41,752189","10,69539","25,370787"
26/03/2007 14.00,"0,500198","30,50483","8,50962","17,469353"
26/03/2007 15.00,"0,266857","24,905788","6,784858","14,512805"
26/03/2007 16.00,"0,328974","29,349238","7,838832","17,342163"
26/03/2007 17.00,"0,300462","36,71994","8,531615","23,654995"
26/03/2007 18.00,"0,44563","52,370538","9,720084","37,492923"
26/03/2007 19.00,"0,592424","63,248254","11,237599","46,049791"
26/03/2007 20.00,"0,552864","69,069087","13,404763","48,549485"
26/03/2007 21.00,"0,569989","65,801998","13,034255","45,848613"
26/03/2007 22.00,"0,61443","42,223001","10,966073","25,426598"
26/03/2007 23.00,"0,42743","38,845682","11,290051","21,549865"
27/03/2007 0.00,"0,480556","37,802916","11,0625","20,855503"
27/03/2007 1.00,,"28,689062","10,386637","12,772351"
27/03/2007 2.00,"0,71075",,,
27/03/2007 3.00,"0,574658","24,517996","11,306119","7,187617"
27/03/2007 4.00,"0,766677","23,585475","10,972841","6,765807"
27/03/2007 5.00,"0,9037","23,425938","10,963532","6,620445"
27/03/2007 6.00,"0,852899","39,053192","11,128478","22,005398"
27/03/2007 7.00,"1,071484","58,502629","12,031892","40,082173"
27/03/2007 8.00,"0,943782","78,607023","16,345064","53,582631"
27/03/2007 9.00,"1,373494","98,918945","22,46928","64,512026"
27/03/2007 10.00,"1,584155","92,788137","22,616464","58,151146"
27/03/2007 11.00,"1,234141","63,182115","17,601193","36,219702"
27/03/2007 12.00,"1,250452","81,697714","19,811512","51,356779"
27/03/2007 13.00,"1,190796","99,419562","22,675685","64,696324"
27/03/2007 14.00,"1,249054","67,659273","14,199889","45,918705"
27/03/2007 15.00,"1,20338","50,220151","11,718068","32,275476"
27/03/2007 16.00,"1,274688","57,813925","12,714524","38,345619"
27/03/2007 17.00,"1,407517","78,347623","15,095683","55,240011"
27/03/2007 18.00,"1,41777","97,173212","19,543358","67,254429"
27/03/2007 19.00,"1,64521","104,169104","19,710842","73,998163"
27/03/2007 20.00,"1,462978","81,544678","15,679342","57,543741"
27/03/2007 21.00,"1,211303","56,548067","12,513183","37,387781"
27/03/2007 22.00,"0,956365","56,436521","11,589495","38,693448"
27/03/2007 23.00,"1,091525","91,938632","16,811991","66,207053"
28/03/2007 0.00,"0,996913","65,639859","14,341996","43,679867"
28/03/2007 1.00,"1,033733","46,016638","12,431992","26,973672"
28/03/2007 2.00,"1,003904","63,686635","12,855771","44,005633"
28/03/2007 3.00,"1,200118","73,094882","11,657161","55,259474"
28/03/2007 4.00,"1,219692","39,13359","10,303737","23,351294"
28/03/2007 5.00,"1,20571","33,148077","8,592517","19,987226"
28/03/2007 6.00,"1,483951","61,424719","9,835125","46,376841"
28/03/2007 7.00,"2,166737","130,801177","43,078463","64,794964"
28/03/2007 8.00,"2,467349","156,959861","57,644646","68,62237"
28/03/2007 9.00,"2,109411","101,10044","31,506726","52,828579"
28/03/2007 10.00,"1,804604","58,256172","16,099755","33,594108"
28/03/2007 11.00,"1,580427","46,576951","11,41777","29,090505"
28/03/2007 12.00,"1,840957","53,325105","11,700303","35,409839"
28/03/2007 13.00,"1,805536","64,016055","12,152853","45,413824"
28/03/2007 14.00,"1,365571","41,593952","8,539226","28,52073"
28/03/2007 15.00,"1,322227","39,967567","8,03254","27,670617"
28/03/2007 16.00,"1,133004","43,304675","9,413028","28,891925"
28/03/2007 17.00,"1,136267","52,221385","11,734978","34,261223"
28/03/2007 18.00,"1,174018","57,746491","11,322187","40,414422"
28/03/2007 19.00,"1,370231","87,015311","18,052906","59,376335"
28/03/2007 20.00,"1,3432","86,324007","15,8003","62,1408"
28/03/2007 21.00,"1,33481","80,534318","15,858672","56,257541"
28/03/2007 22.00,"1,221556","60,484397","11,372096","43,077666"
28/03/2007 23.00,"1,185204","38,763964","10,247067","23,068355"
29/03/2007 0.00,"1,182407","34,102621","9,974696","18,82174"
29/03/2007 1.00,,"26,664483","9,533144","12,055928"
29/03/2007 2.00,"0,256679",,,
29/03/2007 3.00,"0,379536","24,492069","10,283441","8,730786"
29/03/2007 4.00,"0,408524","25,773472","10,77575","9,257722"
29/03/2007 5.00,"0,421098","28,309052","11,099718","11,297976"
29/03/2007 6.00,"0,487621","53,029396","12,431149","33,992549"
29/03/2007 7.00,"0,484556","65,021229","14,516252","42,793427"
29/03/2007 8.00,"0,67948","156,32951","56,101732","70,358941"
29/03/2007 9.00,"0,642347","110,464611","30,150776","64,2797"
29/03/2007 10.00,"0,510012","70,906881","17,562299","44,009535"
29/03/2007 11.00,"0,363927","48,920585","11,472762","31,351386"
29/03/2007 12.00,"0,467428","45,413554","7,389666","34,106772"
29/03/2007 13.00,"0,598431","49,425104","7,605368","37,790145"
29/03/2007 14.00,"0,959727","32,921082","2,897163","28,498665"
29/03/2007 15.00,"1,089553","31,495725","1,996292","28,560959"
29/03/2007 16.00,"1,30882","34,757618","2,766896","31,029523"
29/03/2007 17.00,"0,915936","55,371728","9,28107","41,169795"
29/03/2007 18.00,"0,539093","80,041483","16,731622","54,441829"
29/03/2007 19.00,"0,45885","83,88441","15,560078","60,068098"
29/03/2007 20.00,"0,374488","80,940293","17,246771","54,533966"
29/03/2007 21.00,"0,717604","85,418734","19,076431","56,208228"
29/03/2007 22.00,"0,460646","59,262648","12,3584","40,341744"
29/03/2007 23.00,"0,427632","46,340894","10,666628","30,006793"
30/03/2007 0.00,"0,402114","42,923346","10,538899","26,782875"
30/03/2007 1.00,"0,385575","35,629182","10,09312","20,167623"
30/03/2007 2.00,"0,527758","29,080755","9,3056","14,822996"
30/03/2007 3.00,"0,332152","26,552957","9,867269","11,431653"
30/03/2007 4.00,"0,382881","26,093828","9,530606","11,488759"
30/03/2007 5.00,"0,352469","23,115965","9,867269","7,992295"
30/03/2007 6.00,"0,391832","27,886251","9,632959","13,125377"
30/03/2007 7.00,"0,443706","34,421677","11,05066","17,490123"
30/03/2007 8.00,"0,386009","55,718029","13,584095","34,914057"
30/03/2007 9.00,"0,387557","78,022083","19,101807","48,767526"
30/03/2007 10.00,"0,335497","79,884544","18,587507","51,420369"
30/03/2007 11.00,"0,231098","68,892667","16,419498","43,747363"
30/03/2007 12.00,"0,383841","75,125959","17,004005","49,088095"
30/03/2007 13.00,"0,37932","85,670353","18,781216","56,912971"
30/03/2007 14.00,"0,278667","59,008448","13,052872","39,021814"
30/03/2007 15.00,"0,304775","42,925968","11,955762","24,611531"
30/03/2007 16.00,"0,357455","52,460021","12,371938","33,51363"
30/03/2007 17.00,"0,32633","58,166711","12,289881","39,350162"
30/03/2007 18.00,"0,484834","62,392251","12,886236","42,663639"
30/03/2007 19.00,"0,639189","102,712581","22,543726","68,194076"
30/03/2007 20.00,"0,583473","157,373603","41,105009","94,413698"
30/03/2007 21.00,"0,530143","132,742761","32,374613","83,161137"
30/03/2007 22.00,"0,554733","89,186442","19,536587","59,272516"
30/03/2007 23.00,"0,545256","68,756515","15,933118","44,357364"
31/03/2007 0.00,"0,610695","45,936239","9,961162","30,684272"
31/03/2007 1.00,,"35,974185","10,602337","19,731534"
31/03/2007 2.00,"0,806668",,,
31/03/2007 3.00,"1,030279","33,027428","10,931387","16,277905"
31/03/2007 4.00,"0,791081","43,923342","12,356714","24,994408"
31/03/2007 5.00,"1,012835","43,52775","10,700462","27,139788"
31/03/2007 6.00,"1,105249","57,590855","15,983871","33,106109"
31/03/2007 7.00,"1,508862","159,963655","64,399045","61,264739"
31/03/2007 8.00,"1,94198","226,748661","103,690438","67,809902"
31/03/2007 9.00,"1,653976","150,254499","51,212519","71,78141"
31/03/2007 10.00,"1,432778","64,224881","16,43304","39,055562"
31/03/2007 11.00,"0,984815","62,435057","17,486157","35,648645"
31/03/2007 12.00,"1,440016","59,829423","16,169961","35,060707"
31/03/2007 13.00,"1,406614","65,245605","12,656151","45,871974"
31/03/2007 14.00,"1,526677","38,092145","4,165991","31,726465"
31/03/2007 15.00,"2,200849","35,432037","3,604324","29,926318"
31/03/2007 16.00,"2,547863","43,494042","7,837142","31,499339"
31/03/2007 17.00,"2,015094","33,71355","7,82699","21,727662"
31/03/2007 18.00,"1,566202","51,134507","10,366343","35,264468"
