,Provincia di TARANTO,Provincia di TARANTO
Stazione,TA V. Machiavelli,TA V. Machiavelli
,IPA TOT,IPA TOT 2
Unit,ng/m3,ng/m3
06/10/2013 10.00.00,,5
06/10/2013 11.00.00,,4
06/10/2013 12.00.00,,3
06/10/2013 13.00.00,,3
06/10/2013 14.00.00,,2
06/10/2013 15.00.00,,1
06/10/2013 16.00.00,,2
06/10/2013 17.00.00,,3
06/10/2013 18.00.00,,5
06/10/2013 19.00.00,,4
06/10/2013 20.00.00,,5
06/10/2013 21.00.00,,3
06/10/2013 22.00.00,,2
06/10/2013 23.00.00,,2
07/10/2013 00.00.00,,1
07/10/2013 01.00.00,,1
07/10/2013 02.00.00,,1
07/10/2013 03.00.00,,1
07/10/2013 04.00.00,,1
07/10/2013 05.00.00,,2
07/10/2013 06.00.00,,7
07/10/2013 07.00.00,,9
07/10/2013 08.00.00,,9
07/10/2013 09.00.00,,13
07/10/2013 10.00.00,,9
07/10/2013 11.00.00,,7
07/10/2013 12.00.00,,4
07/10/2013 13.00.00,,2
07/10/2013 14.00.00,,2
07/10/2013 15.00.00,,2
07/10/2013 16.00.00,,2
07/10/2013 17.00.00,,2
07/10/2013 18.00.00,,3
07/10/2013 19.00.00,,6
07/10/2013 20.00.00,,4
07/10/2013 21.00.00,,3
07/10/2013 22.00.00,,2
07/10/2013 23.00.00,,2
08/10/2013 00.00.00,,1
08/10/2013 01.00.00,,1
08/10/2013 02.00.00,,1
08/10/2013 03.00.00,,1
08/10/2013 04.00.00,,1
08/10/2013 05.00.00,,2
08/10/2013 06.00.00,,7
08/10/2013 07.00.00,,47
08/10/2013 08.00.00,,24
08/10/2013 09.00.00,,16
08/10/2013 10.00.00,,10
08/10/2013 11.00.00,,10
08/10/2013 12.00.00,,7
08/10/2013 13.00.00,,7
08/10/2013 14.00.00,,3
08/10/2013 15.00.00,,3
08/10/2013 16.00.00,,3
08/10/2013 17.00.00,,4
08/10/2013 18.00.00,,6
08/10/2013 19.00.00,,7
08/10/2013 20.00.00,,5
08/10/2013 21.00.00,,4
08/10/2013 22.00.00,,3
08/10/2013 23.00.00,,2
09/10/2013 00.00.00,,1
09/10/2013 01.00.00,,2
09/10/2013 02.00.00,,1
09/10/2013 03.00.00,,3
09/10/2013 04.00.00,,2
09/10/2013 05.00.00,,2
09/10/2013 06.00.00,,3
09/10/2013 07.00.00,,27
09/10/2013 08.00.00,,25
09/10/2013 09.00.00,,10
09/10/2013 10.00.00,,6
09/10/2013 11.00.00,,4
09/10/2013 12.00.00,,7
09/10/2013 13.00.00,,4
09/10/2013 14.00.00,,3
09/10/2013 15.00.00,,6
09/10/2013 16.00.00,,2
09/10/2013 17.00.00,,3
09/10/2013 18.00.00,,5
09/10/2013 19.00.00,,4
09/10/2013 20.00.00,,2
09/10/2013 21.00.00,,2
09/10/2013 22.00.00,,7
09/10/2013 23.00.00,,3
10/10/2013 00.00.00,,4
10/10/2013 01.00.00,,5
10/10/2013 02.00.00,,3
10/10/2013 03.00.00,,8
10/10/2013 04.00.00,,8
10/10/2013 05.00.00,,22
10/10/2013 06.00.00,,15
10/10/2013 07.00.00,,27
10/10/2013 08.00.00,,24
10/10/2013 09.00.00,,13
10/10/2013 10.00.00,,4
10/10/2013 11.00.00,,4
10/10/2013 12.00.00,,6
10/10/2013 13.00.00,,3
10/10/2013 14.00.00,,2
10/10/2013 15.00.00,,2
10/10/2013 16.00.00,,2
10/10/2013 17.00.00,,4
10/10/2013 18.00.00,,8
10/10/2013 19.00.00,,7
10/10/2013 20.00.00,,6
10/10/2013 21.00.00,,3
10/10/2013 22.00.00,,2
10/10/2013 23.00.00,,2
11/10/2013 00.00.00,,1
11/10/2013 01.00.00,,1
11/10/2013 02.00.00,,1
11/10/2013 03.00.00,,1
11/10/2013 04.00.00,,1
11/10/2013 05.00.00,,1
11/10/2013 06.00.00,,2
11/10/2013 07.00.00,,11
11/10/2013 08.00.00,,18
11/10/2013 09.00.00,,7
11/10/2013 10.00.00,,10
11/10/2013 11.00.00,,6
11/10/2013 12.00.00,,8
11/10/2013 13.00.00,,4
11/10/2013 14.00.00,,
11/10/2013 15.00.00,,
11/10/2013 16.00.00,,3
11/10/2013 17.00.00,,4
11/10/2013 18.00.00,,4
11/10/2013 19.00.00,,4
11/10/2013 20.00.00,,4
11/10/2013 21.00.00,,6
11/10/2013 22.00.00,,5
11/10/2013 23.00.00,,4
12/10/2013 00.00.00,,3
12/10/2013 01.00.00,,3
12/10/2013 02.00.00,,2
12/10/2013 03.00.00,,2
12/10/2013 04.00.00,,2
12/10/2013 05.00.00,,2
12/10/2013 06.00.00,,9
12/10/2013 07.00.00,,15
12/10/2013 08.00.00,,14
12/10/2013 09.00.00,,8
12/10/2013 10.00.00,,7
12/10/2013 11.00.00,,7
12/10/2013 12.00.00,,7
12/10/2013 13.00.00,,5
12/10/2013 14.00.00,,6
12/10/2013 15.00.00,,5
12/10/2013 16.00.00,,5
12/10/2013 17.00.00,,3
12/10/2013 18.00.00,,4
12/10/2013 19.00.00,,6
12/10/2013 20.00.00,,6
12/10/2013 21.00.00,,7
12/10/2013 22.00.00,,9
12/10/2013 23.00.00,,7
13/10/2013 00.00.00,,6
13/10/2013 01.00.00,,4
13/10/2013 02.00.00,,4
13/10/2013 03.00.00,,2
13/10/2013 04.00.00,,2
13/10/2013 05.00.00,,3
13/10/2013 06.00.00,,4
13/10/2013 07.00.00,,12
13/10/2013 08.00.00,,7
13/10/2013 09.00.00,,6
13/10/2013 10.00.00,,5
13/10/2013 11.00.00,,7
13/10/2013 12.00.00,,5
13/10/2013 13.00.00,,3
13/10/2013 14.00.00,,3
13/10/2013 15.00.00,,2
13/10/2013 16.00.00,,2
13/10/2013 17.00.00,,3
13/10/2013 18.00.00,,4
13/10/2013 19.00.00,,4
13/10/2013 20.00.00,,6
13/10/2013 21.00.00,,4
13/10/2013 22.00.00,,3
13/10/2013 23.00.00,,3
14/10/2013 00.00.00,,2
14/10/2013 01.00.00,,2
14/10/2013 02.00.00,,2
14/10/2013 03.00.00,,2
14/10/2013 04.00.00,,2
14/10/2013 05.00.00,,2
14/10/2013 06.00.00,,4
14/10/2013 07.00.00,,6
14/10/2013 08.00.00,,13
14/10/2013 09.00.00,,6
14/10/2013 10.00.00,,4
14/10/2013 11.00.00,,4
14/10/2013 12.00.00,,5
14/10/2013 13.00.00,,7
14/10/2013 14.00.00,,2
14/10/2013 15.00.00,,4
14/10/2013 16.00.00,,2
14/10/2013 17.00.00,,3
14/10/2013 18.00.00,,4
14/10/2013 19.00.00,,5
14/10/2013 20.00.00,,5
14/10/2013 21.00.00,,4
14/10/2013 22.00.00,,3
14/10/2013 23.00.00,,3
15/10/2013 00.00.00,,2
15/10/2013 01.00.00,,1
15/10/2013 02.00.00,,1
15/10/2013 03.00.00,,1
15/10/2013 04.00.00,,2
15/10/2013 05.00.00,,3
15/10/2013 06.00.00,,10
15/10/2013 07.00.00,,11
15/10/2013 08.00.00,,22
15/10/2013 09.00.00,,19
15/10/2013 10.00.00,,8
15/10/2013 11.00.00,,3
15/10/2013 12.00.00,,3
15/10/2013 13.00.00,,7
15/10/2013 14.00.00,,3
15/10/2013 15.00.00,,3
15/10/2013 16.00.00,,4
15/10/2013 17.00.00,,4
15/10/2013 18.00.00,,5
15/10/2013 19.00.00,,5
15/10/2013 20.00.00,,6
15/10/2013 21.00.00,,7
15/10/2013 22.00.00,,4
15/10/2013 23.00.00,,6
16/10/2013 00.00.00,,3
16/10/2013 01.00.00,,5
16/10/2013 02.00.00,,2
16/10/2013 03.00.00,,3
16/10/2013 04.00.00,,4
16/10/2013 05.00.00,,5
16/10/2013 06.00.00,,28
16/10/2013 07.00.00,,27
16/10/2013 08.00.00,,36
16/10/2013 09.00.00,,11
16/10/2013 10.00.00,,3
16/10/2013 11.00.00,,4
16/10/2013 12.00.00,,5
16/10/2013 13.00.00,,8
16/10/2013 14.00.00,,11
16/10/2013 15.00.00,,11
16/10/2013 16.00.00,,9
16/10/2013 17.00.00,,8
16/10/2013 18.00.00,,8
16/10/2013 19.00.00,,8
16/10/2013 20.00.00,,6
16/10/2013 21.00.00,,5
16/10/2013 22.00.00,,5
16/10/2013 23.00.00,,3
17/10/2013 00.00.00,,2
17/10/2013 01.00.00,,3
17/10/2013 02.00.00,,2
17/10/2013 03.00.00,,2
17/10/2013 04.00.00,,2
17/10/2013 05.00.00,,4
17/10/2013 06.00.00,,7
17/10/2013 07.00.00,,10
17/10/2013 08.00.00,,12
17/10/2013 09.00.00,,7
17/10/2013 10.00.00,,6
17/10/2013 11.00.00,,6
17/10/2013 12.00.00,,6
17/10/2013 13.00.00,,7
17/10/2013 14.00.00,,6
17/10/2013 15.00.00,,4
17/10/2013 16.00.00,,6
17/10/2013 17.00.00,,8
17/10/2013 18.00.00,,7
17/10/2013 19.00.00,,4
17/10/2013 20.00.00,,5
17/10/2013 21.00.00,,3
17/10/2013 22.00.00,,5
17/10/2013 23.00.00,,4
18/10/2013 00.00.00,,3
18/10/2013 01.00.00,,3
18/10/2013 02.00.00,,3
18/10/2013 03.00.00,,2
18/10/2013 04.00.00,,2
18/10/2013 05.00.00,,4
18/10/2013 06.00.00,,6
18/10/2013 07.00.00,,12
18/10/2013 08.00.00,,15
18/10/2013 09.00.00,,11
18/10/2013 10.00.00,,7
18/10/2013 11.00.00,,5
18/10/2013 12.00.00,,5
18/10/2013 13.00.00,,3
18/10/2013 14.00.00,,2
18/10/2013 15.00.00,,3
18/10/2013 16.00.00,,3
18/10/2013 17.00.00,,4
18/10/2013 18.00.00,,5
18/10/2013 19.00.00,,5
18/10/2013 20.00.00,,6
18/10/2013 21.00.00,,6
18/10/2013 22.00.00,,6
18/10/2013 23.00.00,,8
19/10/2013 00.00.00,,2
19/10/2013 01.00.00,,7
19/10/2013 02.00.00,,2
19/10/2013 03.00.00,,2
19/10/2013 04.00.00,,3
19/10/2013 05.00.00,,13
19/10/2013 06.00.00,,16
19/10/2013 07.00.00,,34
19/10/2013 08.00.00,,24
19/10/2013 09.00.00,,15
19/10/2013 10.00.00,,10
19/10/2013 11.00.00,,6
19/10/2013 12.00.00,,10
19/10/2013 13.00.00,,3
19/10/2013 14.00.00,,2
19/10/2013 15.00.00,,2
19/10/2013 16.00.00,,1
19/10/2013 17.00.00,,5
19/10/2013 18.00.00,,23
19/10/2013 19.00.00,,32
19/10/2013 20.00.00,,10
19/10/2013 21.00.00,,9
19/10/2013 22.00.00,,6
19/10/2013 23.00.00,,5
20/10/2013 00.00.00,,3
20/10/2013 01.00.00,,3
20/10/2013 02.00.00,,2
20/10/2013 03.00.00,,1
20/10/2013 04.00.00,,2
20/10/2013 05.00.00,,3
20/10/2013 06.00.00,,4
20/10/2013 07.00.00,,8
20/10/2013 08.00.00,,8
20/10/2013 09.00.00,,6
20/10/2013 10.00.00,,2
20/10/2013 11.00.00,,2
20/10/2013 12.00.00,,2
20/10/2013 13.00.00,,2
20/10/2013 14.00.00,,1
20/10/2013 15.00.00,,1
20/10/2013 16.00.00,,2
20/10/2013 17.00.00,,2
20/10/2013 18.00.00,,3
20/10/2013 19.00.00,,4
20/10/2013 20.00.00,,5
20/10/2013 21.00.00,,4
20/10/2013 22.00.00,,3
20/10/2013 23.00.00,,2
21/10/2013 00.00.00,,2
21/10/2013 01.00.00,,1
21/10/2013 02.00.00,,1
21/10/2013 03.00.00,,1
21/10/2013 04.00.00,,1
21/10/2013 05.00.00,,3
21/10/2013 06.00.00,,7
21/10/2013 07.00.00,,14
21/10/2013 08.00.00,,10
21/10/2013 09.00.00,,6
21/10/2013 10.00.00,,7
21/10/2013 11.00.00,,6
21/10/2013 12.00.00,,5
21/10/2013 13.00.00,,3
21/10/2013 14.00.00,,3
21/10/2013 15.00.00,,3
21/10/2013 16.00.00,,2
21/10/2013 17.00.00,,4
21/10/2013 18.00.00,,4
21/10/2013 19.00.00,,5
21/10/2013 20.00.00,,8
21/10/2013 21.00.00,,6
21/10/2013 22.00.00,,8
21/10/2013 23.00.00,,8
22/10/2013 00.00.00,,5
22/10/2013 01.00.00,,4
22/10/2013 02.00.00,,2
22/10/2013 03.00.00,,3
22/10/2013 04.00.00,,2
22/10/2013 05.00.00,,2
22/10/2013 06.00.00,,4
22/10/2013 07.00.00,,9
22/10/2013 08.00.00,,14
22/10/2013 09.00.00,,10
22/10/2013 10.00.00,,7
22/10/2013 11.00.00,,5
22/10/2013 12.00.00,,4
22/10/2013 13.00.00,,2
22/10/2013 14.00.00,,3
22/10/2013 15.00.00,,2
22/10/2013 16.00.00,,2
22/10/2013 17.00.00,,3
22/10/2013 18.00.00,,2
22/10/2013 19.00.00,,6
22/10/2013 20.00.00,,11
22/10/2013 21.00.00,,9
22/10/2013 22.00.00,,4
22/10/2013 23.00.00,,3
23/10/2013 00.00.00,,3
23/10/2013 01.00.00,,2
23/10/2013 02.00.00,,3
23/10/2013 03.00.00,,2
23/10/2013 04.00.00,,3
23/10/2013 05.00.00,,6
23/10/2013 06.00.00,,19
23/10/2013 07.00.00,,52
23/10/2013 08.00.00,,53
23/10/2013 09.00.00,,15
23/10/2013 10.00.00,,9
23/10/2013 11.00.00,,3
23/10/2013 12.00.00,,4
23/10/2013 13.00.00,,4
23/10/2013 14.00.00,,2
23/10/2013 15.00.00,,3
23/10/2013 16.00.00,,3
23/10/2013 17.00.00,,3
23/10/2013 18.00.00,,7
23/10/2013 19.00.00,,3
23/10/2013 20.00.00,,36
23/10/2013 21.00.00,,16
23/10/2013 22.00.00,,8
23/10/2013 23.00.00,,10
24/10/2013 00.00.00,,9
24/10/2013 01.00.00,,4
24/10/2013 02.00.00,,3
24/10/2013 03.00.00,,2
24/10/2013 04.00.00,,2
24/10/2013 05.00.00,,2
24/10/2013 06.00.00,,6
24/10/2013 07.00.00,,8
24/10/2013 08.00.00,,11
24/10/2013 09.00.00,,9
24/10/2013 10.00.00,,8
24/10/2013 11.00.00,,5
24/10/2013 12.00.00,,5
24/10/2013 13.00.00,,3
24/10/2013 14.00.00,,3
24/10/2013 15.00.00,,3
24/10/2013 16.00.00,,3
24/10/2013 17.00.00,,3
24/10/2013 18.00.00,,4
24/10/2013 19.00.00,,9
24/10/2013 20.00.00,,11
24/10/2013 21.00.00,,7
24/10/2013 22.00.00,,6
24/10/2013 23.00.00,,5
25/10/2013 00.00.00,,4
25/10/2013 01.00.00,,2
25/10/2013 02.00.00,,1
25/10/2013 03.00.00,,1
25/10/2013 04.00.00,,1
25/10/2013 05.00.00,,6
25/10/2013 06.00.00,,6
25/10/2013 07.00.00,,15
25/10/2013 08.00.00,,29
25/10/2013 09.00.00,,20
25/10/2013 10.00.00,,9
25/10/2013 11.00.00,,3
25/10/2013 12.00.00,,5
25/10/2013 13.00.00,,4
25/10/2013 14.00.00,,3
25/10/2013 15.00.00,,3
25/10/2013 16.00.00,,3
25/10/2013 17.00.00,,3
25/10/2013 18.00.00,,7
25/10/2013 19.00.00,,17
25/10/2013 20.00.00,,14
25/10/2013 21.00.00,,13
25/10/2013 22.00.00,,9
25/10/2013 23.00.00,,11
26/10/2013 00.00.00,,5
26/10/2013 01.00.00,,4
26/10/2013 02.00.00,,3
26/10/2013 03.00.00,,2
26/10/2013 04.00.00,,1
26/10/2013 05.00.00,,3
26/10/2013 06.00.00,,10
26/10/2013 07.00.00,,17
26/10/2013 08.00.00,,21
26/10/2013 09.00.00,,15
26/10/2013 10.00.00,,15
26/10/2013 11.00.00,,4
26/10/2013 12.00.00,,5
26/10/2013 13.00.00,,3
26/10/2013 14.00.00,,2
26/10/2013 15.00.00,,3
26/10/2013 16.00.00,,2
26/10/2013 17.00.00,,2
26/10/2013 18.00.00,,10
26/10/2013 19.00.00,,4
26/10/2013 20.00.00,,16
26/10/2013 21.00.00,,45
26/10/2013 22.00.00,,11
26/10/2013 23.00.00,,7
27/10/2013 00.00.00,,12
27/10/2013 01.00.00,,5
27/10/2013 02.00.00,,3
27/10/2013 03.00.00,,3
27/10/2013 04.00.00,,2
27/10/2013 05.00.00,,1
27/10/2013 06.00.00,,2
27/10/2013 07.00.00,,3
27/10/2013 08.00.00,,6
27/10/2013 09.00.00,,6
27/10/2013 10.00.00,,3
27/10/2013 11.00.00,,3
27/10/2013 12.00.00,,4
27/10/2013 13.00.00,,3
27/10/2013 14.00.00,,2
27/10/2013 15.00.00,,2
27/10/2013 16.00.00,,3
27/10/2013 17.00.00,,2
27/10/2013 18.00.00,,5
27/10/2013 19.00.00,,14
27/10/2013 20.00.00,,19
27/10/2013 21.00.00,,21
27/10/2013 22.00.00,,19
27/10/2013 23.00.00,,8
28/10/2013 00.00.00,,7
28/10/2013 01.00.00,,3
28/10/2013 02.00.00,,4
28/10/2013 03.00.00,,4
28/10/2013 04.00.00,,5
28/10/2013 05.00.00,,5
28/10/2013 06.00.00,,20
28/10/2013 07.00.00,,25
28/10/2013 08.00.00,,39
28/10/2013 09.00.00,,36
28/10/2013 10.00.00,,17
28/10/2013 11.00.00,,4
28/10/2013 12.00.00,,5
28/10/2013 13.00.00,,4
28/10/2013 14.00.00,,4
28/10/2013 15.00.00,,4
28/10/2013 16.00.00,,3
28/10/2013 17.00.00,,3
28/10/2013 18.00.00,,7
28/10/2013 19.00.00,,9
28/10/2013 20.00.00,,11
28/10/2013 21.00.00,,12
28/10/2013 22.00.00,,8
28/10/2013 23.00.00,,7
29/10/2013 00.00.00,,14
29/10/2013 01.00.00,,13
29/10/2013 02.00.00,,4
29/10/2013 03.00.00,,3
29/10/2013 04.00.00,,6
29/10/2013 05.00.00,,3
29/10/2013 06.00.00,,6
29/10/2013 07.00.00,,22
29/10/2013 08.00.00,,28
29/10/2013 09.00.00,,35
29/10/2013 10.00.00,,16
29/10/2013 11.00.00,,4
29/10/2013 12.00.00,,3
29/10/2013 13.00.00,,4
29/10/2013 14.00.00,,3
29/10/2013 15.00.00,,2
29/10/2013 16.00.00,,2
29/10/2013 17.00.00,,4
29/10/2013 18.00.00,,12
29/10/2013 19.00.00,,21
29/10/2013 20.00.00,,22
29/10/2013 21.00.00,,13
29/10/2013 22.00.00,,8
29/10/2013 23.00.00,,4
30/10/2013 00.00.00,,4
30/10/2013 01.00.00,,4
30/10/2013 02.00.00,,5
30/10/2013 03.00.00,,3
30/10/2013 04.00.00,,2
30/10/2013 05.00.00,,2
30/10/2013 06.00.00,,3
30/10/2013 07.00.00,,6
30/10/2013 08.00.00,,10
30/10/2013 09.00.00,,12
30/10/2013 10.00.00,,10
30/10/2013 11.00.00,,5
30/10/2013 12.00.00,,5
30/10/2013 13.00.00,,4
30/10/2013 14.00.00,,4
30/10/2013 15.00.00,,3
30/10/2013 16.00.00,,3
30/10/2013 17.00.00,,3
30/10/2013 18.00.00,,4
30/10/2013 19.00.00,,6
30/10/2013 20.00.00,,10
30/10/2013 21.00.00,,9
30/10/2013 22.00.00,,7
30/10/2013 23.00.00,,4
31/10/2013 00.00.00,,3
31/10/2013 01.00.00,,2
31/10/2013 02.00.00,,2
31/10/2013 03.00.00,,1
31/10/2013 04.00.00,,2
31/10/2013 05.00.00,,2
31/10/2013 06.00.00,,3
31/10/2013 07.00.00,,5
31/10/2013 08.00.00,,9
31/10/2013 09.00.00,,11
31/10/2013 10.00.00,,10
31/10/2013 11.00.00,,8
31/10/2013 12.00.00,,6
31/10/2013 13.00.00,,10
31/10/2013 14.00.00,,4
31/10/2013 15.00.00,,4
31/10/2013 16.00.00,,5
31/10/2013 17.00.00,,5
31/10/2013 18.00.00,,6
31/10/2013 19.00.00,,8
31/10/2013 20.00.00,,9
31/10/2013 21.00.00,,7
31/10/2013 22.00.00,,8
31/10/2013 23.00.00,,14
01/11/2013 00.00.00,,17
01/11/2013 01.00.00,,7
01/11/2013 02.00.00,,8
01/11/2013 03.00.00,,6
01/11/2013 04.00.00,,2
01/11/2013 05.00.00,,3
01/11/2013 06.00.00,,4
01/11/2013 07.00.00,,20
01/11/2013 08.00.00,,12
01/11/2013 09.00.00,,7
01/11/2013 10.00.00,,3
01/11/2013 11.00.00,,5
01/11/2013 12.00.00,,3
01/11/2013 13.00.00,,2
01/11/2013 14.00.00,,2
01/11/2013 15.00.00,,2
01/11/2013 16.00.00,,2
01/11/2013 17.00.00,,2
01/11/2013 18.00.00,,6
01/11/2013 19.00.00,,6
01/11/2013 20.00.00,,9
01/11/2013 21.00.00,,6
01/11/2013 22.00.00,,7
01/11/2013 23.00.00,,6
02/11/2013 00.00.00,,5
02/11/2013 01.00.00,,4
02/11/2013 02.00.00,,3
02/11/2013 03.00.00,,2
02/11/2013 04.00.00,,2
02/11/2013 05.00.00,,2
02/11/2013 06.00.00,,2
02/11/2013 07.00.00,,4
02/11/2013 08.00.00,,6
02/11/2013 09.00.00,,8
02/11/2013 10.00.00,,7
02/11/2013 11.00.00,,3
02/11/2013 12.00.00,,4
02/11/2013 13.00.00,,3
02/11/2013 14.00.00,,3
02/11/2013 15.00.00,,3
02/11/2013 16.00.00,,3
02/11/2013 17.00.00,,3
02/11/2013 18.00.00,,4
02/11/2013 19.00.00,,6
02/11/2013 20.00.00,,11
02/11/2013 21.00.00,,21
02/11/2013 22.00.00,,17
02/11/2013 23.00.00,,17
03/11/2013 00.00.00,,10
03/11/2013 01.00.00,,9
03/11/2013 02.00.00,,7
03/11/2013 03.00.00,,6
03/11/2013 04.00.00,,6
03/11/2013 05.00.00,,4
03/11/2013 06.00.00,,6
03/11/2013 07.00.00,,7
03/11/2013 08.00.00,,8
03/11/2013 09.00.00,,6
03/11/2013 10.00.00,,5
03/11/2013 11.00.00,,10
03/11/2013 12.00.00,,4
03/11/2013 13.00.00,,2
03/11/2013 14.00.00,,2
03/11/2013 15.00.00,,2
03/11/2013 16.00.00,,2
03/11/2013 17.00.00,,2
03/11/2013 18.00.00,,2
03/11/2013 19.00.00,,3
03/11/2013 20.00.00,,2
03/11/2013 21.00.00,,2
03/11/2013 22.00.00,,3
03/11/2013 23.00.00,,9
04/11/2013 00.00.00,,10
04/11/2013 01.00.00,,4
04/11/2013 02.00.00,,2
04/11/2013 03.00.00,,2
04/11/2013 04.00.00,,2
04/11/2013 05.00.00,,15
04/11/2013 06.00.00,,19
04/11/2013 07.00.00,,19
04/11/2013 08.00.00,,17
04/11/2013 09.00.00,,13
04/11/2013 10.00.00,,5
04/11/2013 11.00.00,,2
04/11/2013 12.00.00,,3
04/11/2013 13.00.00,,3
04/11/2013 14.00.00,,3
04/11/2013 15.00.00,,3
04/11/2013 16.00.00,,3
04/11/2013 17.00.00,,3
04/11/2013 18.00.00,,3
04/11/2013 19.00.00,,3
04/11/2013 20.00.00,,3
04/11/2013 21.00.00,,3
04/11/2013 22.00.00,,5
04/11/2013 23.00.00,,3
05/11/2013 00.00.00,,2
05/11/2013 01.00.00,,4
05/11/2013 02.00.00,,2
05/11/2013 03.00.00,,1
05/11/2013 04.00.00,,1
05/11/2013 05.00.00,,1
05/11/2013 06.00.00,,3
05/11/2013 07.00.00,,6
05/11/2013 08.00.00,,15
05/11/2013 09.00.00,,11
05/11/2013 10.00.00,,3
05/11/2013 11.00.00,,3
05/11/2013 12.00.00,,4
05/11/2013 13.00.00,,4
05/11/2013 14.00.00,,3
05/11/2013 15.00.00,,3
05/11/2013 16.00.00,,3
05/11/2013 17.00.00,,3
05/11/2013 18.00.00,,3
05/11/2013 19.00.00,,5
05/11/2013 20.00.00,,4
05/11/2013 21.00.00,,2
05/11/2013 22.00.00,,2
05/11/2013 23.00.00,,4
06/11/2013 00.00.00,,4
06/11/2013 01.00.00,,2
06/11/2013 02.00.00,,2
06/11/2013 03.00.00,,1
06/11/2013 04.00.00,,2
06/11/2013 05.00.00,,2
06/11/2013 06.00.00,,6
06/11/2013 07.00.00,,12
06/11/2013 08.00.00,,12
06/11/2013 09.00.00,,14
06/11/2013 10.00.00,,7
06/11/2013 11.00.00,,10
06/11/2013 12.00.00,,6
06/11/2013 13.00.00,,10
06/11/2013 14.00.00,,7
06/11/2013 15.00.00,,5
06/11/2013 16.00.00,,5
06/11/2013 17.00.00,,5
06/11/2013 18.00.00,,4
06/11/2013 19.00.00,,7
06/11/2013 20.00.00,,7
06/11/2013 21.00.00,,7
06/11/2013 22.00.00,,5
06/11/2013 23.00.00,,3
07/11/2013 00.00.00,,2
07/11/2013 01.00.00,,4
07/11/2013 02.00.00,,2
07/11/2013 03.00.00,,2
07/11/2013 04.00.00,,3
07/11/2013 05.00.00,,2
07/11/2013 06.00.00,,5
07/11/2013 07.00.00,,10
07/11/2013 08.00.00,,21
07/11/2013 09.00.00,,16
07/11/2013 10.00.00,,13
07/11/2013 11.00.00,,8
07/11/2013 12.00.00,,4
07/11/2013 13.00.00,,11
07/11/2013 14.00.00,,6
07/11/2013 15.00.00,,7
07/11/2013 16.00.00,,5
07/11/2013 17.00.00,,
07/11/2013 18.00.00,,7
07/11/2013 19.00.00,,7
07/11/2013 20.00.00,,5
07/11/2013 21.00.00,,9
07/11/2013 22.00.00,,12
07/11/2013 23.00.00,,21
08/11/2013 00.00.00,,10
08/11/2013 01.00.00,,12
08/11/2013 02.00.00,,9
08/11/2013 03.00.00,,4
08/11/2013 04.00.00,,17
08/11/2013 05.00.00,,2
08/11/2013 06.00.00,,17
08/11/2013 07.00.00,,34
08/11/2013 08.00.00,,30
08/11/2013 09.00.00,,41
08/11/2013 10.00.00,,20
08/11/2013 11.00.00,,8
08/11/2013 12.00.00,,7
08/11/2013 13.00.00,,4
08/11/2013 14.00.00,,4
08/11/2013 15.00.00,,3
08/11/2013 16.00.00,,5
08/11/2013 17.00.00,,4
08/11/2013 18.00.00,,2
08/11/2013 19.00.00,,12
08/11/2013 20.00.00,,15
08/11/2013 21.00.00,,12
08/11/2013 22.00.00,,31
08/11/2013 23.00.00,,22
09/11/2013 00.00.00,,16
09/11/2013 01.00.00,,7
09/11/2013 02.00.00,,11
09/11/2013 03.00.00,,3
09/11/2013 04.00.00,,3
09/11/2013 05.00.00,,3
09/11/2013 06.00.00,,2
09/11/2013 07.00.00,,6
09/11/2013 08.00.00,,19
09/11/2013 09.00.00,,22
09/11/2013 10.00.00,,8
09/11/2013 11.00.00,,5
09/11/2013 12.00.00,,3
09/11/2013 13.00.00,,2
09/11/2013 14.00.00,,3
09/11/2013 15.00.00,,4
09/11/2013 16.00.00,,3
09/11/2013 17.00.00,,3
09/11/2013 18.00.00,,5
09/11/2013 19.00.00,,8
09/11/2013 20.00.00,,15
09/11/2013 21.00.00,,9
09/11/2013 22.00.00,,7
09/11/2013 23.00.00,,7
10/11/2013 00.00.00,,4
10/11/2013 01.00.00,,2
10/11/2013 02.00.00,,2
10/11/2013 03.00.00,,2
10/11/2013 04.00.00,,2
10/11/2013 05.00.00,,2
10/11/2013 06.00.00,,2
10/11/2013 07.00.00,,6
10/11/2013 08.00.00,,7
10/11/2013 09.00.00,,10
10/11/2013 10.00.00,,6
10/11/2013 11.00.00,,4
10/11/2013 12.00.00,,3
10/11/2013 13.00.00,,3
10/11/2013 14.00.00,,3
10/11/2013 15.00.00,,2
10/11/2013 16.00.00,,2
10/11/2013 17.00.00,,2
10/11/2013 18.00.00,,2
10/11/2013 19.00.00,,2
10/11/2013 20.00.00,,2
10/11/2013 21.00.00,,2
10/11/2013 22.00.00,,4
10/11/2013 23.00.00,,2
11/11/2013 00.00.00,,1
11/11/2013 01.00.00,,2
11/11/2013 02.00.00,,2
11/11/2013 03.00.00,,3
11/11/2013 04.00.00,,1
11/11/2013 05.00.00,,2
11/11/2013 06.00.00,,2
11/11/2013 07.00.00,,2
11/11/2013 08.00.00,,4
11/11/2013 09.00.00,,6
11/11/2013 10.00.00,,2
11/11/2013 11.00.00,,3
11/11/2013 12.00.00,,3
11/11/2013 13.00.00,,6
11/11/2013 14.00.00,,6
11/11/2013 15.00.00,,4
