,Provincia di TARANTO,Provincia di TARANTO
Stazione,TA V. Machiavelli,TA V. Machiavelli
,IPA TOT,IPA TOT 2
Unit,ng/m3,ng/m3
17/07/2014 04.00.00,4,2
17/07/2014 05.00.00,5,2
17/07/2014 06.00.00,19,6
17/07/2014 07.00.00,14,5
17/07/2014 08.00.00,14,4
17/07/2014 09.00.00,10,3
17/07/2014 10.00.00,12,4
17/07/2014 11.00.00,10,3
17/07/2014 12.00.00,11,3
17/07/2014 13.00.00,8,3
17/07/2014 14.00.00,5,2
17/07/2014 15.00.00,4,2
17/07/2014 16.00.00,3,1
17/07/2014 17.00.00,5,2
17/07/2014 18.00.00,5,2
17/07/2014 19.00.00,4,2
17/07/2014 20.00.00,6,2
17/07/2014 21.00.00,3,1
17/07/2014 22.00.00,3,1
17/07/2014 23.00.00,5,2
18/07/2014 00.00.00,3,1
18/07/2014 01.00.00,1,1
18/07/2014 02.00.00,2,1
18/07/2014 03.00.00,12,4
18/07/2014 04.00.00,3,2
18/07/2014 05.00.00,6,2
18/07/2014 06.00.00,14,5
18/07/2014 07.00.00,17,6
18/07/2014 08.00.00,14,4
18/07/2014 09.00.00,10,3
18/07/2014 10.00.00,9,3
18/07/2014 11.00.00,,
18/07/2014 12.00.00,11,3
18/07/2014 13.00.00,6,2
18/07/2014 14.00.00,5,2
18/07/2014 15.00.00,6,4
18/07/2014 16.00.00,5,4
18/07/2014 17.00.00,8,7
18/07/2014 18.00.00,8,5
18/07/2014 19.00.00,6,4
18/07/2014 20.00.00,5,4
18/07/2014 21.00.00,9,6
18/07/2014 22.00.00,5,4
18/07/2014 23.00.00,5,4
19/07/2014 00.00.00,3,3
19/07/2014 01.00.00,3,3
19/07/2014 02.00.00,2,3
19/07/2014 03.00.00,2,2
19/07/2014 04.00.00,3,3
19/07/2014 05.00.00,9,6
19/07/2014 06.00.00,8,6
19/07/2014 07.00.00,14,8
19/07/2014 08.00.00,7,5
19/07/2014 09.00.00,8,6
19/07/2014 10.00.00,8,5
19/07/2014 11.00.00,9,6
19/07/2014 12.00.00,8,6
19/07/2014 13.00.00,8,5
19/07/2014 14.00.00,5,4
19/07/2014 15.00.00,5,4
19/07/2014 16.00.00,2,3
19/07/2014 17.00.00,4,3
19/07/2014 18.00.00,4,4
19/07/2014 19.00.00,6,4
19/07/2014 20.00.00,5,4
19/07/2014 21.00.00,4,4
19/07/2014 22.00.00,3,3
19/07/2014 23.00.00,5,4
20/07/2014 00.00.00,3,3
20/07/2014 01.00.00,3,3
20/07/2014 02.00.00,1,2
20/07/2014 03.00.00,2,3
20/07/2014 04.00.00,2,2
20/07/2014 05.00.00,3,3
20/07/2014 06.00.00,17,11
20/07/2014 07.00.00,8,6
20/07/2014 08.00.00,10,7
20/07/2014 09.00.00,12,8
20/07/2014 10.00.00,7,5
20/07/2014 11.00.00,8,5
20/07/2014 12.00.00,6,5
20/07/2014 13.00.00,4,4
20/07/2014 14.00.00,4,4
20/07/2014 15.00.00,3,3
20/07/2014 16.00.00,2,3
20/07/2014 17.00.00,3,3
20/07/2014 18.00.00,3,3
20/07/2014 19.00.00,4,4
20/07/2014 20.00.00,12,7
20/07/2014 21.00.00,7,5
20/07/2014 22.00.00,4,3
20/07/2014 23.00.00,6,5
21/07/2014 00.00.00,4,4
21/07/2014 01.00.00,2,3
21/07/2014 02.00.00,2,2
21/07/2014 03.00.00,2,2
21/07/2014 04.00.00,2,2
21/07/2014 05.00.00,4,4
21/07/2014 06.00.00,13,10
21/07/2014 07.00.00,13,11
21/07/2014 08.00.00,6,5
21/07/2014 09.00.00,7,4
21/07/2014 10.00.00,6,4
21/07/2014 11.00.00,6,4
21/07/2014 12.00.00,12,7
21/07/2014 13.00.00,15,9
21/07/2014 14.00.00,11,6
21/07/2014 15.00.00,7,5
21/07/2014 16.00.00,5,4
21/07/2014 17.00.00,6,4
21/07/2014 18.00.00,7,4
21/07/2014 19.00.00,8,5
21/07/2014 20.00.00,6,4
21/07/2014 21.00.00,5,4
21/07/2014 22.00.00,6,4
21/07/2014 23.00.00,5,3
22/07/2014 00.00.00,3,2
22/07/2014 01.00.00,3,2
22/07/2014 02.00.00,4,3
22/07/2014 03.00.00,4,4
22/07/2014 04.00.00,3,2
22/07/2014 05.00.00,4,3
22/07/2014 06.00.00,10,7
22/07/2014 07.00.00,13,8
22/07/2014 08.00.00,8,6
22/07/2014 09.00.00,5,4
22/07/2014 10.00.00,6,4
22/07/2014 11.00.00,5,4
22/07/2014 12.00.00,5,4
22/07/2014 13.00.00,6,4
22/07/2014 14.00.00,4,3
22/07/2014 15.00.00,5,4
22/07/2014 16.00.00,4,3
22/07/2014 17.00.00,3,3
22/07/2014 18.00.00,3,3
22/07/2014 19.00.00,5,3
22/07/2014 20.00.00,9,5
22/07/2014 21.00.00,8,5
22/07/2014 22.00.00,6,4
22/07/2014 23.00.00,3,3
23/07/2014 00.00.00,3,3
23/07/2014 01.00.00,2,2
23/07/2014 02.00.00,3,3
23/07/2014 03.00.00,3,3
23/07/2014 04.00.00,3,2
23/07/2014 05.00.00,5,4
23/07/2014 06.00.00,18,10
23/07/2014 07.00.00,15,9
23/07/2014 08.00.00,12,7
23/07/2014 09.00.00,5,4
23/07/2014 10.00.00,5,4
23/07/2014 11.00.00,10,7
23/07/2014 12.00.00,12,8
23/07/2014 13.00.00,21,13
23/07/2014 14.00.00,10,7
23/07/2014 15.00.00,6,5
23/07/2014 16.00.00,5,4
23/07/2014 17.00.00,5,4
23/07/2014 18.00.00,5,5
23/07/2014 19.00.00,,
23/07/2014 20.00.00,9,6
23/07/2014 21.00.00,7,5
23/07/2014 22.00.00,8,6
23/07/2014 23.00.00,7,5
24/07/2014 00.00.00,7,5
24/07/2014 01.00.00,8,5
24/07/2014 02.00.00,2,3
24/07/2014 03.00.00,4,4
24/07/2014 04.00.00,9,7
24/07/2014 05.00.00,16,11
24/07/2014 06.00.00,27,19
24/07/2014 07.00.00,26,21
24/07/2014 08.00.00,14,10
24/07/2014 09.00.00,8,6
24/07/2014 10.00.00,4,4
24/07/2014 11.00.00,6,5
24/07/2014 12.00.00,6,4
24/07/2014 13.00.00,5,4
24/07/2014 14.00.00,5,4
24/07/2014 15.00.00,5,4
24/07/2014 16.00.00,5,4
24/07/2014 17.00.00,3,3
24/07/2014 18.00.00,4,4
24/07/2014 19.00.00,10,7
24/07/2014 20.00.00,18,10
24/07/2014 21.00.00,10,6
24/07/2014 22.00.00,6,4
24/07/2014 23.00.00,5,4
25/07/2014 00.00.00,5,4
25/07/2014 01.00.00,2,3
25/07/2014 02.00.00,4,4
25/07/2014 03.00.00,3,3
25/07/2014 04.00.00,5,4
25/07/2014 05.00.00,22,16
25/07/2014 06.00.00,28,19
25/07/2014 07.00.00,22,14
25/07/2014 08.00.00,19,12
25/07/2014 09.00.00,10,7
25/07/2014 10.00.00,6,5
25/07/2014 11.00.00,6,5
25/07/2014 12.00.00,5,5
25/07/2014 13.00.00,5,4
25/07/2014 14.00.00,6,5
25/07/2014 15.00.00,6,5
25/07/2014 16.00.00,8,6
25/07/2014 17.00.00,7,5
25/07/2014 18.00.00,6,5
25/07/2014 19.00.00,9,7
25/07/2014 20.00.00,10,7
25/07/2014 21.00.00,5,4
25/07/2014 22.00.00,4,4
25/07/2014 23.00.00,3,3
26/07/2014 00.00.00,4,3
26/07/2014 01.00.00,6,5
26/07/2014 02.00.00,5,4
26/07/2014 03.00.00,3,3
26/07/2014 04.00.00,5,4
26/07/2014 05.00.00,5,4
26/07/2014 06.00.00,9,7
26/07/2014 07.00.00,11,9
26/07/2014 08.00.00,7,5
26/07/2014 09.00.00,8,6
26/07/2014 10.00.00,5,5
26/07/2014 11.00.00,3,3
26/07/2014 12.00.00,3,3
26/07/2014 13.00.00,4,3
26/07/2014 14.00.00,4,3
26/07/2014 15.00.00,5,4
26/07/2014 16.00.00,4,4
26/07/2014 17.00.00,10,7
26/07/2014 18.00.00,9,7
26/07/2014 19.00.00,12,8
26/07/2014 20.00.00,5,4
26/07/2014 21.00.00,7,5
26/07/2014 22.00.00,8,5
26/07/2014 23.00.00,6,5
27/07/2014 00.00.00,5,4
27/07/2014 01.00.00,4,4
27/07/2014 02.00.00,4,4
27/07/2014 03.00.00,3,3
27/07/2014 04.00.00,3,3
27/07/2014 05.00.00,5,4
27/07/2014 06.00.00,5,5
27/07/2014 07.00.00,5,5
27/07/2014 08.00.00,5,4
27/07/2014 09.00.00,5,4
27/07/2014 10.00.00,5,4
27/07/2014 11.00.00,5,4
27/07/2014 12.00.00,5,4
27/07/2014 13.00.00,4,4
27/07/2014 14.00.00,4,4
27/07/2014 15.00.00,3,3
27/07/2014 16.00.00,3,3
27/07/2014 17.00.00,4,3
27/07/2014 18.00.00,5,4
27/07/2014 19.00.00,5,5
27/07/2014 20.00.00,6,5
27/07/2014 21.00.00,7,5
27/07/2014 22.00.00,4,3
27/07/2014 23.00.00,4,3
28/07/2014 00.00.00,4,3
28/07/2014 01.00.00,4,3
28/07/2014 02.00.00,3,3
28/07/2014 03.00.00,8,6
28/07/2014 04.00.00,5,4
28/07/2014 05.00.00,7,5
28/07/2014 06.00.00,11,8
28/07/2014 07.00.00,10,8
28/07/2014 08.00.00,6,5
28/07/2014 09.00.00,4,3
28/07/2014 10.00.00,5,4
28/07/2014 11.00.00,4,3
28/07/2014 12.00.00,5,4
28/07/2014 13.00.00,4,4
28/07/2014 14.00.00,4,4
28/07/2014 15.00.00,4,4
28/07/2014 16.00.00,3,3
28/07/2014 17.00.00,4,3
28/07/2014 18.00.00,3,3
28/07/2014 19.00.00,6,5
28/07/2014 20.00.00,6,4
28/07/2014 21.00.00,5,4
28/07/2014 22.00.00,4,4
28/07/2014 23.00.00,5,4
29/07/2014 00.00.00,9,3
29/07/2014 01.00.00,13,3
29/07/2014 02.00.00,14,3
29/07/2014 03.00.00,50,3
29/07/2014 04.00.00,55,3
29/07/2014 05.00.00,29,7
29/07/2014 06.00.00,3,23
29/07/2014 07.00.00,3,10
29/07/2014 08.00.00,23,7
29/07/2014 09.00.00,7,6
29/07/2014 10.00.00,2,4
29/07/2014 11.00.00,2,4
29/07/2014 12.00.00,1,6
29/07/2014 13.00.00,4,4
29/07/2014 14.00.00,3,3
29/07/2014 15.00.00,3,3
29/07/2014 16.00.00,3,3
29/07/2014 17.00.00,3,4
29/07/2014 18.00.00,4,4
29/07/2014 19.00.00,3,4
29/07/2014 20.00.00,3,4
29/07/2014 21.00.00,2,4
29/07/2014 22.00.00,3,4
29/07/2014 23.00.00,3,4
30/07/2014 00.00.00,3,4
30/07/2014 01.00.00,3,2
30/07/2014 02.00.00,3,2
30/07/2014 03.00.00,3,2
30/07/2014 04.00.00,3,4
30/07/2014 05.00.00,3,2
30/07/2014 06.00.00,3,3
30/07/2014 07.00.00,3,5
30/07/2014 08.00.00,3,4
30/07/2014 09.00.00,,
30/07/2014 10.00.00,,
30/07/2014 11.00.00,,
30/07/2014 12.00.00,,
30/07/2014 13.00.00,,
30/07/2014 14.00.00,,
30/07/2014 15.00.00,,
30/07/2014 16.00.00,,
30/07/2014 17.00.00,,
30/07/2014 18.00.00,,
30/07/2014 19.00.00,,
30/07/2014 20.00.00,,
30/07/2014 21.00.00,,
30/07/2014 22.00.00,,
30/07/2014 23.00.00,,
31/07/2014 00.00.00,,
31/07/2014 01.00.00,,
31/07/2014 02.00.00,,
31/07/2014 03.00.00,,
31/07/2014 04.00.00,,
31/07/2014 05.00.00,,
31/07/2014 06.00.00,,
31/07/2014 07.00.00,,
31/07/2014 08.00.00,,
31/07/2014 09.00.00,,
31/07/2014 10.00.00,,
31/07/2014 11.00.00,,
31/07/2014 12.00.00,,
31/07/2014 13.00.00,,
31/07/2014 14.00.00,,
31/07/2014 15.00.00,,
31/07/2014 16.00.00,,
31/07/2014 17.00.00,,
31/07/2014 18.00.00,,
31/07/2014 19.00.00,,
31/07/2014 20.00.00,,
31/07/2014 21.00.00,,
31/07/2014 22.00.00,,
31/07/2014 23.00.00,,
01/08/2014 00.00.00,,
01/08/2014 01.00.00,,
01/08/2014 02.00.00,,
01/08/2014 03.00.00,,
01/08/2014 04.00.00,,
01/08/2014 05.00.00,,
01/08/2014 06.00.00,,
01/08/2014 07.00.00,,
01/08/2014 08.00.00,,
01/08/2014 09.00.00,,
01/08/2014 10.00.00,,
01/08/2014 11.00.00,,
01/08/2014 12.00.00,,
01/08/2014 13.00.00,,
01/08/2014 14.00.00,,
01/08/2014 15.00.00,,
01/08/2014 16.00.00,,
01/08/2014 17.00.00,,
01/08/2014 18.00.00,,
01/08/2014 19.00.00,,
01/08/2014 20.00.00,,
01/08/2014 21.00.00,,
01/08/2014 22.00.00,,
01/08/2014 23.00.00,,
02/08/2014 00.00.00,,
02/08/2014 01.00.00,,
02/08/2014 02.00.00,,
02/08/2014 03.00.00,,
02/08/2014 04.00.00,,
02/08/2014 05.00.00,,
02/08/2014 06.00.00,,
02/08/2014 07.00.00,,
02/08/2014 08.00.00,,
02/08/2014 09.00.00,,
02/08/2014 10.00.00,,
02/08/2014 11.00.00,,
02/08/2014 12.00.00,,
02/08/2014 13.00.00,,
02/08/2014 14.00.00,,
02/08/2014 15.00.00,,
02/08/2014 16.00.00,,
02/08/2014 17.00.00,,
02/08/2014 18.00.00,,
02/08/2014 19.00.00,,
02/08/2014 20.00.00,,
02/08/2014 21.00.00,,
02/08/2014 22.00.00,,
02/08/2014 23.00.00,,
03/08/2014 00.00.00,,
03/08/2014 01.00.00,,
03/08/2014 02.00.00,,
03/08/2014 03.00.00,,
03/08/2014 04.00.00,,
03/08/2014 05.00.00,,
03/08/2014 06.00.00,,
03/08/2014 07.00.00,,
03/08/2014 08.00.00,,
03/08/2014 09.00.00,,
03/08/2014 10.00.00,,
03/08/2014 11.00.00,,
03/08/2014 12.00.00,,
03/08/2014 13.00.00,,
03/08/2014 14.00.00,,
03/08/2014 15.00.00,,
03/08/2014 16.00.00,,
03/08/2014 17.00.00,,
03/08/2014 18.00.00,,
03/08/2014 19.00.00,,
03/08/2014 20.00.00,,
03/08/2014 21.00.00,,
03/08/2014 22.00.00,,
03/08/2014 23.00.00,,
04/08/2014 00.00.00,,
04/08/2014 01.00.00,,
04/08/2014 02.00.00,,
04/08/2014 03.00.00,,
04/08/2014 04.00.00,,
04/08/2014 05.00.00,,
04/08/2014 06.00.00,,
04/08/2014 07.00.00,,
04/08/2014 08.00.00,,
04/08/2014 09.00.00,,
04/08/2014 10.00.00,,
04/08/2014 11.00.00,,
04/08/2014 12.00.00,,
04/08/2014 13.00.00,,
04/08/2014 14.00.00,,
04/08/2014 15.00.00,,
04/08/2014 16.00.00,5,
04/08/2014 17.00.00,4,
04/08/2014 18.00.00,5,
04/08/2014 19.00.00,7,
04/08/2014 20.00.00,6,
04/08/2014 21.00.00,10,
04/08/2014 22.00.00,7,
04/08/2014 23.00.00,5,
05/08/2014 00.00.00,3,
05/08/2014 01.00.00,3,
05/08/2014 02.00.00,2,
05/08/2014 03.00.00,3,
05/08/2014 04.00.00,4,
05/08/2014 05.00.00,14,
05/08/2014 06.00.00,19,
05/08/2014 07.00.00,22,
05/08/2014 08.00.00,16,
05/08/2014 09.00.00,13,
05/08/2014 10.00.00,11,
05/08/2014 11.00.00,11,
05/08/2014 12.00.00,7,
05/08/2014 13.00.00,4,
05/08/2014 14.00.00,5,
05/08/2014 15.00.00,4,
05/08/2014 16.00.00,4,
05/08/2014 17.00.00,7,
05/08/2014 18.00.00,9,
05/08/2014 19.00.00,14,
05/08/2014 20.00.00,11,
05/08/2014 21.00.00,8,
05/08/2014 22.00.00,5,
05/08/2014 23.00.00,6,
06/08/2014 00.00.00,5,
06/08/2014 01.00.00,3,
06/08/2014 02.00.00,3,
06/08/2014 03.00.00,4,
06/08/2014 04.00.00,4,
06/08/2014 05.00.00,6,
06/08/2014 06.00.00,15,
06/08/2014 07.00.00,22,
06/08/2014 08.00.00,15,
06/08/2014 09.00.00,15,
06/08/2014 10.00.00,13,
06/08/2014 11.00.00,12,
06/08/2014 12.00.00,9,
06/08/2014 13.00.00,12,
06/08/2014 14.00.00,8,
06/08/2014 15.00.00,9,
06/08/2014 16.00.00,8,
06/08/2014 17.00.00,7,
06/08/2014 18.00.00,11,
06/08/2014 19.00.00,7,
06/08/2014 20.00.00,11,
06/08/2014 21.00.00,8,
06/08/2014 22.00.00,6,
06/08/2014 23.00.00,5,
07/08/2014 00.00.00,3,
07/08/2014 01.00.00,2,
07/08/2014 02.00.00,2,
07/08/2014 03.00.00,2,
07/08/2014 04.00.00,3,
07/08/2014 05.00.00,7,
07/08/2014 06.00.00,17,
07/08/2014 07.00.00,19,
07/08/2014 08.00.00,14,
07/08/2014 09.00.00,11,13
07/08/2014 10.00.00,10,10
07/08/2014 11.00.00,9,8
07/08/2014 12.00.00,11,9
07/08/2014 13.00.00,9,8
07/08/2014 14.00.00,7,6
07/08/2014 15.00.00,9,8
07/08/2014 16.00.00,6,7
07/08/2014 17.00.00,5,6
07/08/2014 18.00.00,5,5
07/08/2014 19.00.00,5,5
07/08/2014 20.00.00,6,6
07/08/2014 21.00.00,8,8
07/08/2014 22.00.00,4,5
07/08/2014 23.00.00,4,5
08/08/2014 00.00.00,3,4
08/08/2014 01.00.00,3,4
08/08/2014 02.00.00,2,3
08/08/2014 03.00.00,2,3
08/08/2014 04.00.00,5,5
08/08/2014 05.00.00,8,8
08/08/2014 06.00.00,14,13
08/08/2014 07.00.00,24,21
08/08/2014 08.00.00,15,15
08/08/2014 09.00.00,7,8
08/08/2014 10.00.00,12,10
08/08/2014 11.00.00,8,8
08/08/2014 12.00.00,8,8
08/08/2014 13.00.00,10,9
08/08/2014 14.00.00,7,8
08/08/2014 15.00.00,4,4
08/08/2014 16.00.00,3,4
08/08/2014 17.00.00,2,3
08/08/2014 18.00.00,3,3
08/08/2014 19.00.00,9,8
08/08/2014 20.00.00,4,6
08/08/2014 21.00.00,4,5
08/08/2014 22.00.00,4,5
08/08/2014 23.00.00,4,5
09/08/2014 00.00.00,2,4
09/08/2014 01.00.00,5,5
09/08/2014 02.00.00,2,4
09/08/2014 03.00.00,5,6
09/08/2014 04.00.00,5,6
09/08/2014 05.00.00,13,13
09/08/2014 06.00.00,21,22
09/08/2014 07.00.00,19,22
09/08/2014 08.00.00,12,15
09/08/2014 09.00.00,7,9
09/08/2014 10.00.00,5,6
09/08/2014 11.00.00,3,3
09/08/2014 12.00.00,5,5
09/08/2014 13.00.00,4,5
09/08/2014 14.00.00,3,4
09/08/2014 15.00.00,4,4
09/08/2014 16.00.00,3,4
09/08/2014 17.00.00,3,3
09/08/2014 18.00.00,2,3
09/08/2014 19.00.00,13,11
09/08/2014 20.00.00,13,14
09/08/2014 21.00.00,4,7
09/08/2014 22.00.00,10,12
09/08/2014 23.00.00,4,8
10/08/2014 00.00.00,3,5
10/08/2014 01.00.00,3,5
10/08/2014 02.00.00,2,4
10/08/2014 03.00.00,2,4
10/08/2014 04.00.00,1,3
10/08/2014 05.00.00,1,3
10/08/2014 06.00.00,4,5
10/08/2014 07.00.00,4,6
10/08/2014 08.00.00,5,6
10/08/2014 09.00.00,5,6
10/08/2014 10.00.00,4,5
10/08/2014 11.00.00,4,4
10/08/2014 12.00.00,3,4
10/08/2014 13.00.00,2,3
10/08/2014 14.00.00,2,3
10/08/2014 15.00.00,3,3
10/08/2014 16.00.00,2,3
10/08/2014 17.00.00,2,3
10/08/2014 18.00.00,2,3
10/08/2014 19.00.00,14,11
10/08/2014 20.00.00,7,10
10/08/2014 21.00.00,5,7
10/08/2014 22.00.00,10,12
10/08/2014 23.00.00,2,5
11/08/2014 00.00.00,5,7
11/08/2014 01.00.00,1,4
11/08/2014 02.00.00,3,4
11/08/2014 03.00.00,2,4
11/08/2014 04.00.00,2,4
11/08/2014 05.00.00,4,5
11/08/2014 06.00.00,9,10
11/08/2014 07.00.00,15,19
11/08/2014 08.00.00,10,13
11/08/2014 09.00.00,8,10
11/08/2014 10.00.00,3,5
11/08/2014 11.00.00,3,5
11/08/2014 12.00.00,3,4
11/08/2014 13.00.00,4,5
11/08/2014 14.00.00,3,4
11/08/2014 15.00.00,4,6
11/08/2014 16.00.00,3,4
11/08/2014 17.00.00,4,4
11/08/2014 18.00.00,3,4
11/08/2014 19.00.00,6,6
11/08/2014 20.00.00,7,7
11/08/2014 21.00.00,6,8
11/08/2014 22.00.00,3,5
11/08/2014 23.00.00,3,4
12/08/2014 00.00.00,1,3
12/08/2014 01.00.00,3,4
12/08/2014 02.00.00,2,3
12/08/2014 03.00.00,2,4
12/08/2014 04.00.00,7,8
12/08/2014 05.00.00,30,27
12/08/2014 06.00.00,14,19
12/08/2014 07.00.00,8,13
12/08/2014 08.00.00,9,13
12/08/2014 09.00.00,9,11
12/08/2014 10.00.00,7,9
12/08/2014 11.00.00,9,9
12/08/2014 12.00.00,6,7
12/08/2014 13.00.00,5,6
12/08/2014 14.00.00,3,4
12/08/2014 15.00.00,4,4
12/08/2014 16.00.00,5,6
12/08/2014 17.00.00,3,4
12/08/2014 18.00.00,3,4
12/08/2014 19.00.00,6,6
12/08/2014 20.00.00,6,8
12/08/2014 21.00.00,4,6
12/08/2014 22.00.00,5,7
12/08/2014 23.00.00,3,5
13/08/2014 00.00.00,3,5
13/08/2014 01.00.00,3,5
13/08/2014 02.00.00,3,5
13/08/2014 03.00.00,2,4
13/08/2014 04.00.00,2,3
13/08/2014 05.00.00,3,4
13/08/2014 06.00.00,18,17
13/08/2014 07.00.00,24,27
13/08/2014 08.00.00,13,19
13/08/2014 09.00.00,12,18
13/08/2014 10.00.00,5,8
13/08/2014 11.00.00,5,6
13/08/2014 12.00.00,4,5
13/08/2014 13.00.00,3,4
13/08/2014 14.00.00,4,4
13/08/2014 15.00.00,5,5
13/08/2014 16.00.00,4,5
13/08/2014 17.00.00,4,5
13/08/2014 18.00.00,6,6
13/08/2014 19.00.00,7,7
13/08/2014 20.00.00,6,7
13/08/2014 21.00.00,6,7
13/08/2014 22.00.00,7,8
13/08/2014 23.00.00,5,7
14/08/2014 00.00.00,4,6
14/08/2014 01.00.00,3,5
14/08/2014 02.00.00,3,4
14/08/2014 03.00.00,2,4
14/08/2014 04.00.00,3,4
14/08/2014 05.00.00,4,5
14/08/2014 06.00.00,9,9
14/08/2014 07.00.00,10,10
14/08/2014 08.00.00,7,8
14/08/2014 09.00.00,5,6
14/08/2014 10.00.00,5,6
14/08/2014 11.00.00,6,8
14/08/2014 12.00.00,5,6
14/08/2014 13.00.00,6,6
14/08/2014 14.00.00,3,4
14/08/2014 15.00.00,4,5
14/08/2014 16.00.00,3,4
14/08/2014 17.00.00,126,93
14/08/2014 18.00.00,6,19
14/08/2014 19.00.00,7,8
14/08/2014 20.00.00,16,15
14/08/2014 21.00.00,5,7
14/08/2014 22.00.00,4,5
14/08/2014 23.00.00,3,4
15/08/2014 00.00.00,3,4
15/08/2014 01.00.00,2,4
15/08/2014 02.00.00,2,3
15/08/2014 03.00.00,1,3
15/08/2014 04.00.00,2,2
15/08/2014 05.00.00,1,2
15/08/2014 06.00.00,3,4
15/08/2014 07.00.00,6,6
15/08/2014 08.00.00,6,7
15/08/2014 09.00.00,11,10
15/08/2014 10.00.00,8,8
15/08/2014 11.00.00,5,5
15/08/2014 12.00.00,2,3
15/08/2014 13.00.00,3,3
15/08/2014 14.00.00,4,5
15/08/2014 15.00.00,2,3
15/08/2014 16.00.00,2,3
15/08/2014 17.00.00,1,2
15/08/2014 18.00.00,3,3
15/08/2014 19.00.00,2,3
15/08/2014 20.00.00,4,4
15/08/2014 21.00.00,9,9
15/08/2014 22.00.00,9,9
15/08/2014 23.00.00,3,5
16/08/2014 00.00.00,6,7
16/08/2014 01.00.00,2,4
16/08/2014 02.00.00,2,3
16/08/2014 03.00.00,2,3
16/08/2014 04.00.00,2,3
16/08/2014 05.00.00,7,7
16/08/2014 06.00.00,10,10
16/08/2014 07.00.00,7,8
16/08/2014 08.00.00,10,9
16/08/2014 09.00.00,4,5
16/08/2014 10.00.00,2,3
16/08/2014 11.00.00,2,4
16/08/2014 12.00.00,3,4
16/08/2014 13.00.00,3,4
16/08/2014 14.00.00,4,4
16/08/2014 15.00.00,2,3
16/08/2014 16.00.00,3,3
16/08/2014 17.00.00,3,4
16/08/2014 18.00.00,4,4
16/08/2014 19.00.00,13,11
16/08/2014 20.00.00,7,9
16/08/2014 21.00.00,5,7
16/08/2014 22.00.00,5,6
16/08/2014 23.00.00,4,5
17/08/2014 00.00.00,3,4
17/08/2014 01.00.00,3,4
17/08/2014 02.00.00,2,3
17/08/2014 03.00.00,3,3
17/08/2014 04.00.00,2,3
17/08/2014 05.00.00,2,3
17/08/2014 06.00.00,4,4
17/08/2014 07.00.00,5,5
17/08/2014 08.00.00,7,7
17/08/2014 09.00.00,10,10
17/08/2014 10.00.00,9,8
17/08/2014 11.00.00,5,6
17/08/2014 12.00.00,8,8
17/08/2014 13.00.00,6,7
17/08/2014 14.00.00,4,5
17/08/2014 15.00.00,3,4
17/08/2014 16.00.00,2,4
17/08/2014 17.00.00,2,3
17/08/2014 18.00.00,4,4
17/08/2014 19.00.00,5,5
17/08/2014 20.00.00,6,7
17/08/2014 21.00.00,6,7
17/08/2014 22.00.00,6,7
17/08/2014 23.00.00,4,5
18/08/2014 00.00.00,3,5
18/08/2014 01.00.00,3,4
18/08/2014 02.00.00,3,5
18/08/2014 03.00.00,4,5
18/08/2014 04.00.00,3,4
18/08/2014 05.00.00,13,11
18/08/2014 06.00.00,16,16
18/08/2014 07.00.00,14,15
18/08/2014 08.00.00,12,13
18/08/2014 09.00.00,4,6
18/08/2014 10.00.00,3,4
18/08/2014 11.00.00,3,3
18/08/2014 12.00.00,4,4
18/08/2014 13.00.00,5,5
18/08/2014 14.00.00,2,4
18/08/2014 15.00.00,2,3
18/08/2014 16.00.00,3,3
18/08/2014 17.00.00,3,4
18/08/2014 18.00.00,5,5
18/08/2014 19.00.00,6,6
18/08/2014 20.00.00,7,7
18/08/2014 21.00.00,5,6
18/08/2014 22.00.00,2,4
18/08/2014 23.00.00,3,5
19/08/2014 00.00.00,2,4
19/08/2014 01.00.00,4,5
19/08/2014 02.00.00,3,4
19/08/2014 03.00.00,2,3
19/08/2014 04.00.00,3,4
19/08/2014 05.00.00,15,12
19/08/2014 06.00.00,17,21
19/08/2014 07.00.00,17,20
19/08/2014 08.00.00,10,16
19/08/2014 09.00.00,11,12
19/08/2014 10.00.00,4,5
19/08/2014 11.00.00,5,5
19/08/2014 12.00.00,4,5
19/08/2014 13.00.00,4,4
19/08/2014 14.00.00,3,4
19/08/2014 15.00.00,3,3
19/08/2014 16.00.00,3,3
19/08/2014 17.00.00,3,3
19/08/2014 18.00.00,3,4
19/08/2014 19.00.00,4,4
19/08/2014 20.00.00,4,5
19/08/2014 21.00.00,4,4
19/08/2014 22.00.00,3,4
19/08/2014 23.00.00,3,4
20/08/2014 00.00.00,2,3
20/08/2014 01.00.00,2,3
20/08/2014 02.00.00,2,3
20/08/2014 03.00.00,2,3
20/08/2014 04.00.00,2,3
20/08/2014 05.00.00,4,4
20/08/2014 06.00.00,11,9
20/08/2014 07.00.00,11,12
20/08/2014 08.00.00,5,7
20/08/2014 09.00.00,4,5
20/08/2014 10.00.00,3,4
20/08/2014 11.00.00,5,5
20/08/2014 12.00.00,6,6
20/08/2014 13.00.00,6,6
20/08/2014 14.00.00,4,5
20/08/2014 15.00.00,4,4
20/08/2014 16.00.00,3,5
20/08/2014 17.00.00,4,6
20/08/2014 18.00.00,4,5
20/08/2014 19.00.00,5,6
20/08/2014 20.00.00,6,6
20/08/2014 21.00.00,7,8
20/08/2014 22.00.00,5,6
20/08/2014 23.00.00,5,6
21/08/2014 00.00.00,3,4
