, Brindisi,,,,,,
06/03/2009 10.00,"1,0","4,2","4,9","0,0",,"44,9","0,2"
06/03/2009 11.00,"1,5","5,4","6,4","0,1",,,"0,2"
06/03/2009 12.00,"1,5","2,0","3,0","0,1",,"20,5","0,2"
06/03/2009 13.00,"1,2","2,9","4,1","0,0",,,"0,3"
06/03/2009 14.00,"1,3","2,5","3,5","0,1",,"8,3","0,3"
06/03/2009 15.00,"1,1","2,9","4,0","0,1",,,"0,3"
06/03/2009 16.00,"0,6","2,9","3,9","0,1",,"4,4","0,4"
06/03/2009 17.00,"2,0","3,7","4,9","0,1",,,"0,4"
06/03/2009 18.00,"1,2","3,7","4,5","0,0",,"2,0","0,4"
06/03/2009 19.00,"1,5","7,5","8,5","0,2",,,"0,3"
06/03/2009 20.00,"1,1","9,3","10,1","0,2",,"7,3","0,6"
06/03/2009 21.00,"1,2","7,5","8,3","0,2",,,"0,7"
06/03/2009 22.00,"0,9","4,1","5,0","0,1",,"24,4","0,5"
06/03/2009 23.00,"1,4","2,4","3,3","0,1",,,"0,4"
07/03/2009 0.00,"1,0","2,3","3,2","0,1",,"10,7","0,3"
07/03/2009 1.00,,"3,3","4,3","0,1",,,"0,4"
07/03/2009 2.00,"0,2",,,"0,1",,"5,4","0,4"
07/03/2009 3.00,"0,3","8,4","9,4",,,,"0,5"
07/03/2009 4.00,"0,5","4,2","4,9","0,2",,"3,4",
07/03/2009 5.00,"0,7","3,0","3,9","0,1",,,
07/03/2009 6.00,"0,7","4,4","5,4","0,1",,"3,4",
07/03/2009 7.00,"0,4","3,1","4,1","0,1",,,"0,3"
07/03/2009 8.00,"0,4","14,3","17,6","0,1",,"4,9","0,4"
07/03/2009 9.00,"0,3","10,5","13,0","0,1",,,"0,4"
07/03/2009 10.00,"0,8","15,0","19,6","0,1",,"7,8","0,6"
07/03/2009 11.00,"0,7","17,9","27,2","0,0",,,"1,0"
07/03/2009 12.00,"0,2","6,3","10,0","0,0",,"4,9","0,6"
07/03/2009 13.00,"0,5","4,7","6,8","0,1",,,"0,3"
07/03/2009 14.00,"0,4","5,4","6,9","0,0",,"4,4","0,6"
07/03/2009 15.00,"0,4","1,9","2,9","0,1",,,"0,3"
07/03/2009 16.00,"0,4","2,0","3,0","0,1",,"9,3","0,2"
07/03/2009 17.00,"0,2","2,6","3,5","0,1",,,"0,3"
07/03/2009 18.00,"0,2","8,9","9,9","0,1",,"8,3","0,4"
07/03/2009 19.00,"0,4","10,9","11,9","0,1",,,"0,4"
07/03/2009 20.00,"2,1","24,7","25,8","0,1",,"13,2","0,3"
07/03/2009 21.00,"1,9","15,9","16,9","0,0",,,"0,3"
07/03/2009 22.00,"1,8","12,8","13,8","0,0",,"12,7","0,2"
07/03/2009 23.00,"0,8","5,4","6,4","0,1",,,"0,3"
08/03/2009 0.00,"0,2","3,0","4,0","0,1",,"6,8","0,6"
08/03/2009 1.00,"0,3","8,0","8,9","0,0",,,"0,8"
08/03/2009 2.00,"0,4","11,4","12,3","0,2",,"4,4","1,0"
08/03/2009 3.00,"0,4","13,0","14,0","0,2",,,"1,2"
08/03/2009 4.00,"0,4","8,9","9,9","0,2",,"1,5","1,4"
08/03/2009 5.00,"0,5","9,2","10,2","0,1",,,"1,4"
08/03/2009 6.00,"0,2","8,5","9,5","0,1",,"3,4","1,3"
08/03/2009 7.00,"0,4","7,5","8,9","0,0",,,"1,3"
08/03/2009 8.00,"1,2","6,4","9,2","0,2",,"7,3","1,3"
08/03/2009 9.00,"0,9","4,9","8,2","0,1",,,"1,2"
08/03/2009 10.00,"1,3","4,1","6,7","0,1",,"4,4","1,2"
08/03/2009 11.00,"1,2","7,0","12,3","0,0",,,"1,2"
08/03/2009 12.00,"2,3","5,1","8,3","0,0",,"7,8","1,0"
08/03/2009 13.00,"2,7","5,7","8,7","0,0",,,"0,9"
08/03/2009 14.00,"1,0","2,9","4,4","0,0",,"11,7","0,7"
08/03/2009 15.00,"0,2","1,9","2,9","0,1",,,"0,7"
08/03/2009 16.00,"0,1","1,8","2,9","0,0",,"6,8","0,6"
08/03/2009 17.00,"0,1","2,6","3,7","0,0",,,"0,5"
08/03/2009 18.00,"0,1","2,1","2,9","0,0",,"12,2","0,5"
08/03/2009 19.00,"0,1","2,9","3,9","0,1",,,"0,5"
08/03/2009 20.00,"0,1","3,4","4,4","0,0",,"8,3","0,5"
08/03/2009 21.00,"0,1","6,4","7,3","0,0",,,"0,5"
08/03/2009 22.00,"0,1","12,1","13,1","0,0",,"17,1","0,6"
08/03/2009 23.00,"0,2","11,6","12,5","0,1",,,"0,8"
09/03/2009 0.00,"0,1","14,2","15,7","0,2",,"8,3","0,7"
09/03/2009 1.00,,"13,6","15,0","0,1",,,"1,1"
09/03/2009 2.00,"0,2",,,"0,1",,"5,9","1,0"
09/03/2009 3.00,"0,3","13,4","14,4",,,,"0,9"
09/03/2009 4.00,"0,3","10,4","11,4","0,3",,"3,9","0,8"
09/03/2009 5.00,"0,2","14,3","15,6","0,4",,,"0,8"
09/03/2009 6.00,"0,5","32,9","40,3","0,4",,"8,3","2,0"
09/03/2009 7.00,"0,3","25,2","29,5","0,4",,,"1,9"
09/03/2009 8.00,"0,3","20,7","27,7","0,4",,"16,6","1,1"
09/03/2009 9.00,"0,3","12,6","17,9","0,3",,,"1,1"
09/03/2009 10.00,"0,3","11,9","17,2","0,3",,"10,3","0,9"
09/03/2009 11.00,"0,3","11,7","17,5","0,3",,,"0,6"
09/03/2009 12.00,"0,3","9,5","14,1","0,3",,"15,6","0,7"
09/03/2009 13.00,"0,3","6,7","9,9","0,3",,,"0,6"
09/03/2009 14.00,"0,3","6,0","9,1","0,3",,"18,1","0,6"
09/03/2009 15.00,"0,3","3,4","4,7","0,3",,,"0,5"
09/03/2009 16.00,"0,2","4,5","5,8","0,3",,"26,9","0,5"
09/03/2009 17.00,"0,3","5,4","6,5","0,3",,,"0,5"
09/03/2009 18.00,"0,1","8,5","10,0","0,3",,"23,0","0,5"
09/03/2009 19.00,"0,1","12,1","13,3","0,3",,,"0,7"
09/03/2009 20.00,"0,2","18,5","19,7","0,4",,"32,2","0,9"
09/03/2009 21.00,"0,9","22,1","23,0","0,4",,,"1,3"
09/03/2009 22.00,"0,7","13,0","14,0","0,3",,"30,3","0,9"
09/03/2009 23.00,"0,3","2,9","3,9","0,2",,,"0,4"
10/03/2009 0.00,"0,1","5,2","5,9","0,2",,"28,8","0,2"
10/03/2009 1.00,"0,1","4,1","4,8","0,2",,,"0,3"
10/03/2009 2.00,"0,2","2,6","3,6","0,2",,"13,7","0,3"
10/03/2009 3.00,"0,1","3,3","4,2","0,2",,,"0,4"
10/03/2009 4.00,"0,1","3,3","4,2","0,3",,"12,2",
10/03/2009 5.00,"0,1","3,3","4,3","0,3",,,
10/03/2009 6.00,"0,1","2,8","3,8","0,2",,"12,2",
10/03/2009 7.00,"0,0","4,2","5,9","0,2",,,"0,3"
10/03/2009 8.00,"0,0","6,0","8,2","0,2",,"13,7","0,3"
10/03/2009 9.00,"0,1","6,8","9,4","0,2",,,"0,3"
10/03/2009 10.00,"0,5","6,9","10,2","0,2",,"18,6","0,4"
10/03/2009 11.00,"0,2","6,7","10,3","0,2",,,"0,3"
10/03/2009 12.00,"0,2","5,7","9,4","0,2",,"13,7","0,4"
10/03/2009 13.00,"0,2","5,5","8,5","0,2",,,"0,3"
10/03/2009 14.00,"0,1","4,6","7,6","0,2",,"11,2","0,3"
10/03/2009 15.00,"0,1","5,1","7,4","0,2",,,"0,3"
10/03/2009 16.00,"0,2","5,3","7,5","0,1",,"9,3","0,4"
10/03/2009 17.00,"0,2","7,7","9,9","0,1",,,"0,3"
10/03/2009 18.00,"0,1","9,7","11,1","0,1",,"7,8","0,2"
10/03/2009 19.00,"0,0","11,3","12,1","0,2",,,"0,4"
10/03/2009 20.00,"0,2","16,2","17,4","0,2",,"12,2","0,6"
10/03/2009 21.00,"0,1","26,0","27,4","0,3",,,"1,0"
10/03/2009 22.00,"0,1","37,7","39,6","0,4",,"14,7","1,4"
10/03/2009 23.00,"0,1","25,3","26,8","0,3",,,"1,1"
11/03/2009 0.00,"0,1","12,7","13,8","0,2",,"25,9","0,8"
11/03/2009 1.00,,"12,9","13,9","0,4",,,"1,3"
11/03/2009 2.00,"0,4",,,"0,3",,"18,6","1,4"
11/03/2009 3.00,"0,7","14,9","15,8",,,,"1,2"
11/03/2009 4.00,"0,7","10,7","11,7","0,4",,"15,1","1,0"
11/03/2009 5.00,"0,6","10,6","11,6","0,4",,,"0,8"
11/03/2009 6.00,"0,4","11,6","12,8","0,3",,"13,7","0,6"
11/03/2009 7.00,"0,0","14,3","18,2","0,2",,,"0,6"
11/03/2009 8.00,"0,9","44,2","56,6","0,3",,"15,1","0,6"
11/03/2009 9.00,"0,5","17,8","23,6","0,3",,,"0,5"
11/03/2009 10.00,"0,8","16,6","25,0","0,3",,"7,3","0,4"
11/03/2009 11.00,"0,8","23,2","30,3","0,3",,,"0,6"
11/03/2009 12.00,"0,4","14,8","18,6","0,3",,"8,3","0,8"
11/03/2009 13.00,"0,7","16,3","25,3","0,3",,,"0,5"
11/03/2009 14.00,"0,6","14,6","21,4","0,3",,"16,6","0,5"
11/03/2009 15.00,"0,8","19,8","31,4","0,3",,,"0,7"
11/03/2009 16.00,"1,0","19,8","32,1","0,3",,"18,6","0,3"
11/03/2009 17.00,"0,3","10,2","12,2","0,2",,,"0,5"
11/03/2009 18.00,"0,4","12,8","13,9","0,2",,"13,7","0,7"
11/03/2009 19.00,"1,0","27,1","29,0","0,4",,,"0,6"
11/03/2009 20.00,"0,5","32,4","34,3","0,4",,"25,4","0,9"
11/03/2009 21.00,"0,7","32,5","39,8","0,5",,,"1,3"
11/03/2009 22.00,"1,3","43,6","62,5","0,5",,"28,8","1,7"
11/03/2009 23.00,"0,8","15,7","16,7","0,4",,,"1,4"
12/03/2009 0.00,"1,0","15,0","15,9","0,4",,"37,1","1,1"
12/03/2009 1.00,"1,1","14,7","15,7","0,3",,,"0,5"
12/03/2009 2.00,"0,4","10,1","11,0","0,2",,"17,6","0,4"
12/03/2009 3.00,"0,3","12,3","13,4","0,3",,,"0,4"
12/03/2009 4.00,"1,5","8,5","9,4","0,3",,"17,1","0,5"
12/03/2009 5.00,"1,2","7,0","7,9","0,2",,,"0,3"
12/03/2009 6.00,"1,5","6,1","7,2","0,1",,"7,8","0,3"
12/03/2009 7.00,"3,6","8,6","10,1","0,3",,,"0,4"
12/03/2009 8.00,"6,9","14,1","17,3","0,3",,"4,4","0,4"
12/03/2009 9.00,"4,3","13,8","16,6","0,3",,,"0,4"
12/03/2009 10.00,,,,,,"8,3",
12/03/2009 11.00,,"12,0","15,9",,,,
12/03/2009 12.00,"5,3","11,0","14,7",,,"4,9",
12/03/2009 13.00,"5,8","10,4","15,6","1,0",,,
12/03/2009 14.00,"3,9","9,4","14,4","1,0",,"5,4",
12/03/2009 15.00,"2,7","5,8","8,7","1,0",,,
12/03/2009 16.00,"1,2","5,4","7,4","1,0",,"7,8",
12/03/2009 17.00,"0,6","5,9","7,3","0,9",,,
12/03/2009 18.00,"1,5","7,3","9,0","0,9",,"9,8",
12/03/2009 19.00,"2,1","9,9","10,9","0,9",,,
12/03/2009 20.00,"0,5","3,0","4,0","0,8",,"9,3",
12/03/2009 21.00,"0,8","2,0","2,9","0,9",,,
12/03/2009 22.00,"0,9","2,3","3,3","0,9",,"12,2",
12/03/2009 23.00,"4,2","7,1","8,1","0,9",,,
13/03/2009 0.00,"6,4","10,1","11,0","0,9",,"7,3",
13/03/2009 1.00,,"6,2","7,1","0,9",,,
13/03/2009 2.00,"2,5",,,"1,0",,"3,9",
13/03/2009 3.00,"0,0","9,2","10,2",,,,
13/03/2009 4.00,"0,1","8,5","9,5","0,1",,"5,9",
13/03/2009 5.00,"0,4","6,9","7,9","0,1",,,
13/03/2009 6.00,"0,2","8,3","9,2","0,2",,"4,4",
13/03/2009 7.00,"0,2","20,0","24,8","0,2",,,
13/03/2009 8.00,"0,5","29,5","42,2","0,2",,"14,2",
13/03/2009 9.00,"0,7","22,4","32,8","0,2",,,
13/03/2009 10.00,"0,5","12,6","18,5","0,1",,"11,2",
13/03/2009 11.00,"0,4","9,3","13,4","0,2",,,
13/03/2009 12.00,"0,4","6,6","9,2","0,2",,"6,3",
13/03/2009 13.00,"2,5","5,6","7,4","0,1",,,
13/03/2009 14.00,"2,0","8,2","11,3","0,1",,"8,3",
13/03/2009 15.00,"1,5","8,7","11,3","0,1",,,
13/03/2009 16.00,"2,9","8,8","11,3","0,1",,"8,3",
13/03/2009 17.00,"2,5","10,4","12,5","0,1",,,
13/03/2009 18.00,"0,9","7,9","9,0","0,1",,"5,9",
13/03/2009 19.00,"0,2","9,4","10,4","0,2",,,
13/03/2009 20.00,"0,3","14,6","16,4","0,2",,"7,8",
13/03/2009 21.00,"0,3","23,8","25,5","0,2",,,
13/03/2009 22.00,"0,7","36,9","39,9","0,3",,"15,1",
13/03/2009 23.00,"2,8","59,2","64,9","0,4",,,
14/03/2009 0.00,"0,9","36,1","38,0","0,5",,"28,3",
14/03/2009 1.00,"0,8","33,2","35,7","0,5",,,
14/03/2009 2.00,"0,7","34,0","35,4","0,5",,"34,7",
14/03/2009 3.00,"0,3","30,9","31,9","0,4",,,
14/03/2009 4.00,"0,2","23,2","24,2","0,3",,"32,2",
14/03/2009 5.00,"0,2","30,5","31,8","0,4",,,
14/03/2009 6.00,"0,3","23,6","24,7","0,3",,"33,2",
14/03/2009 7.00,"0,2","20,1","22,4","0,2",,,
14/03/2009 8.00,"0,3","19,6","24,3","0,3",,"25,4",
14/03/2009 9.00,"0,2","15,4","20,4","0,1",,,
14/03/2009 10.00,"0,4","13,4","18,2","0,2",,"21,0",
14/03/2009 11.00,"0,6","9,6","13,2","0,2",,,
14/03/2009 12.00,"0,6","8,5","12,1","0,2",,"14,7",
14/03/2009 13.00,"1,4","5,6","8,3","0,2",,,
14/03/2009 14.00,"0,6","3,2","5,1","0,1",,"7,3",
14/03/2009 15.00,"1,0","5,3","7,9","0,2",,,
14/03/2009 16.00,"0,5","2,4","3,5","0,2",,"4,4",
14/03/2009 17.00,"0,7","5,4","7,2","0,2",,,
14/03/2009 18.00,"0,8","9,1","10,1","0,1",,"2,9",
14/03/2009 19.00,"0,7","7,3","8,3","0,2",,,
14/03/2009 20.00,"0,4","10,6","11,6","0,1",,"6,8",
14/03/2009 21.00,"0,3","18,5","19,8","0,2",,,
14/03/2009 22.00,"0,2","39,6","42,5","0,4",,"23,0",
14/03/2009 23.00,"0,2","32,3","34,1","0,4",,,
15/03/2009 0.00,"0,1","17,9","18,9","0,3",,"19,5",
15/03/2009 1.00,,"23,9","25,4","0,3",,,
15/03/2009 2.00,"1,1",,,"0,4",,"11,7",
15/03/2009 3.00,"1,2","22,6","23,5",,,,
15/03/2009 4.00,"0,1","15,4","16,4","0,3",,"17,6",
15/03/2009 5.00,"0,3","13,9","15,0","0,4",,,
15/03/2009 6.00,"0,2","23,4","29,8","0,4",,"19,5",
15/03/2009 7.00,"1,3","24,2","29,6","0,5",,,
15/03/2009 8.00,"1,3","19,4","27,8","0,5",,"22,5",
15/03/2009 9.00,"0,6","15,5","20,7","0,4",,,
15/03/2009 10.00,"1,7","5,6","7,5","0,2",,"18,1",
15/03/2009 11.00,"1,8","3,4","4,8","0,2",,,
15/03/2009 12.00,"2,3","3,5","4,6","0,2",,"12,2",
15/03/2009 13.00,"3,5","4,3","5,9","0,2",,,
15/03/2009 14.00,"3,8","3,0","4,5","0,1",,"6,3",
15/03/2009 15.00,"4,0","4,4","6,4","0,1",,,
15/03/2009 16.00,"3,6","3,3","4,3","0,2",,"5,9",
15/03/2009 17.00,"2,9","3,6","4,6","0,2",,,
15/03/2009 18.00,"1,2","5,8","6,8","0,1",,"6,3",
15/03/2009 19.00,"1,0","10,1","11,1","0,2",,,
15/03/2009 20.00,"0,3","38,6","40,6","0,2",,"8,8",
15/03/2009 21.00,"0,3","44,1","46,2","0,3",,,
15/03/2009 22.00,"0,1","29,7","30,7","0,2",,"23,0",
15/03/2009 23.00,"0,6","35,5","37,9","0,3",,,
16/03/2009 0.00,"1,7","58,6","73,5","0,5",,"38,1",
16/03/2009 1.00,"1,7","53,8","81,9","0,5",,,
16/03/2009 2.00,"1,6","49,4","54,7","0,5",,"27,4",
16/03/2009 3.00,"0,7","40,4","42,3","0,6",,,
16/03/2009 4.00,"1,2","38,8","41,8","0,5",,"39,6",
16/03/2009 5.00,"1,3","35,7","37,9","0,6",,,
16/03/2009 6.00,"3,4","45,1","104,1","0,6",,"50,3",
16/03/2009 7.00,"5,1","58,4","168,6","0,7",,,
16/03/2009 8.00,"3,4","76,7","138,6","0,7",,"61,1",
16/03/2009 9.00,"2,2","36,3","54,9","0,4",,,
16/03/2009 10.00,"2,5","16,4","21,8","0,3",,"38,1",
16/03/2009 11.00,"1,8","11,4","15,3","0,2",,,
16/03/2009 12.00,"2,7","7,5","10,3","0,2",,"24,9",
16/03/2009 13.00,"3,5","8,8","12,5","0,2",,,
16/03/2009 14.00,"3,3","9,3","12,6","0,2",,"12,2",
16/03/2009 15.00,"2,4","10,6","13,5","0,3",,,
16/03/2009 16.00,"2,2","10,4","12,8","0,2",,"14,2",
16/03/2009 17.00,"3,3","10,6","13,0","0,3",,,
16/03/2009 18.00,"1,8","8,2","9,2","0,3",,"11,7",
16/03/2009 19.00,"1,4","10,8","11,7","0,3",,,
16/03/2009 20.00,"0,4","11,0","11,9","0,2",,"29,3",
16/03/2009 21.00,"0,4","16,0","17,0","0,2",,,
16/03/2009 22.00,"0,7","14,9","16,0","0,2",,"27,4",
16/03/2009 23.00,"0,8","17,4","18,4","0,3",,,
17/03/2009 0.00,"1,5","22,9","23,9","0,3",,"26,9",
17/03/2009 1.00,,"18,1","19,0","0,2",,,
17/03/2009 2.00,"0,4",,,"0,2",,"19,0",
17/03/2009 3.00,"0,1","12,3","12,9",,,,
17/03/2009 4.00,"0,1","11,0","12,0","0,3",,"16,1",
17/03/2009 5.00,"0,4","8,8","9,8","0,3",,,
17/03/2009 6.00,"0,4","12,2","13,2","0,4",,"17,1",
17/03/2009 7.00,"1,1","21,3","24,5","0,5",,,
17/03/2009 8.00,"3,8","21,0","26,8","0,4",,"12,7",
17/03/2009 9.00,"3,1","12,6","17,3","0,4",,,
17/03/2009 10.00,"5,0","13,5","19,5","0,4",,"20,5",
17/03/2009 11.00,"5,3","10,6","15,3","0,4",,,
17/03/2009 12.00,"3,9","6,1","8,9","0,4",,"29,3",
17/03/2009 13.00,"1,8","4,9","7,1","0,4",,,
17/03/2009 14.00,"1,1","4,7","6,6","0,4",,"30,3",
17/03/2009 15.00,"1,4","4,5","5,9","0,4",,,
17/03/2009 16.00,"1,6","3,9","5,1","0,4",,"19,5",
17/03/2009 17.00,"1,3","5,2","6,5","0,4",,,
17/03/2009 18.00,"1,3","4,8","5,8","0,5",,"23,9",
17/03/2009 19.00,"1,8","7,9","9,0","0,5",,,
17/03/2009 20.00,"1,4","4,6","5,5","0,5",,"15,1",
17/03/2009 21.00,"0,5","2,5","3,4","0,4",,,
17/03/2009 22.00,"0,2","2,2","3,2","0,3",,"17,1",
17/03/2009 23.00,"0,7","2,0","2,9","0,4",,,
18/03/2009 0.00,"2,3","9,0","10,0","0,4",,"20,5",
18/03/2009 1.00,"0,9","5,8","6,7","0,3",,,
18/03/2009 2.00,"1,1","7,4","8,3","0,4",,"19,0",
18/03/2009 3.00,"1,7","8,2","9,2","0,4",,,
18/03/2009 4.00,"1,1","11,0","12,0","0,4",,"16,6",
18/03/2009 5.00,"1,2","11,1","12,0","0,5",,,
18/03/2009 6.00,"3,4","12,4","13,3","0,6",,"22,5",
18/03/2009 7.00,"3,3","8,6","9,7","0,6",,,
18/03/2009 8.00,"3,5","6,9","8,9","0,6",,"18,6",
18/03/2009 9.00,"3,7","7,3","10,0","0,4",,,
18/03/2009 10.00,"3,8","8,0","11,2","0,4",,"16,6",
18/03/2009 11.00,"2,6","8,9","12,6","0,5",,,
18/03/2009 12.00,"1,6","8,6","12,1","0,4",,"24,9",
18/03/2009 13.00,"1,0","7,7","10,5","0,5",,,
18/03/2009 14.00,"4,7","8,8","11,6","0,3",,"30,8",
18/03/2009 15.00,"3,0","6,2","8,6","0,2",,,
18/03/2009 16.00,"2,6","7,4","9,9","0,2",,"44,9",
18/03/2009 17.00,"3,4","7,7","9,7","0,2",,,
18/03/2009 18.00,"2,5","7,2","8,6","0,3",,"31,7",
18/03/2009 19.00,"2,2","7,2","8,2","0,3",,,
18/03/2009 20.00,"4,3","10,5","11,6","0,3",,"23,4",
18/03/2009 21.00,"3,0","8,7","9,7","0,4",,,
18/03/2009 22.00,"2,9","8,4","9,3","0,1",,"25,9",
18/03/2009 23.00,"6,9","12,1","13,0","0,3",,,
19/03/2009 0.00,"10,4","17,9","18,9","0,3",,"15,1",
19/03/2009 1.00,,"8,3","9,3","0,3",,,
19/03/2009 2.00,"2,7",,,"0,3",,"6,8",
19/03/2009 3.00,"1,7","14,0","15,0",,,,
19/03/2009 4.00,"0,9","6,7","7,8","0,2",,"8,8",
19/03/2009 5.00,"0,7","5,7","6,6","0,1",,,
19/03/2009 6.00,"1,0","8,3","9,2","0,2",,"4,9",
19/03/2009 7.00,"1,7","28,8","34,9","0,3",,,
19/03/2009 8.00,"4,6","18,8","26,3","0,2",,"12,7",
19/03/2009 9.00,"3,9","7,5","10,4","0,1",,,
19/03/2009 10.00,"2,6","4,4","6,3","0,2",,"9,3",
19/03/2009 11.00,"2,4","4,1","6,3","0,2",,,
19/03/2009 12.00,"3,4","3,4","5,2","0,2",,"6,8",
19/03/2009 13.00,"17,2","11,5","17,4","0,2",,,
19/03/2009 14.00,"5,3","8,7","13,0","0,2",,"8,8",
19/03/2009 15.00,"4,3","5,8","9,7","0,2",,,
19/03/2009 16.00,"3,2","4,1","5,9","0,2",,"16,6",
19/03/2009 17.00,"2,5","5,5","6,7","0,2",,,
19/03/2009 18.00,"1,5","7,3","8,2","0,2",,"14,2",
19/03/2009 19.00,"1,3","7,5","8,6","0,2",,,
19/03/2009 20.00,"1,2","6,6","7,6","0,2",,"12,2",
19/03/2009 21.00,"0,7","4,8","5,7","0,1",,,
19/03/2009 22.00,"0,5","3,6","4,5","0,2",,"16,6",
19/03/2009 23.00,"1,1","4,2","5,2","0,3",,,
20/03/2009 0.00,"0,3","3,1","4,0","0,3",,"8,8",
20/03/2009 1.00,"0,8","2,0","2,9","0,3",,,
20/03/2009 2.00,"0,8","3,7","4,7","0,3",,"4,9",
20/03/2009 3.00,"2,6","7,9","8,9","0,4",,,
20/03/2009 4.00,"1,9","3,9","4,7","0,3",,"2,9",
20/03/2009 5.00,"2,2","3,3","4,2","0,3",,,
20/03/2009 6.00,"1,8","6,0","6,9","0,3",,"9,3",
20/03/2009 7.00,"1,4","16,3","18,4","0,3",,,
20/03/2009 8.00,"1,0","10,6","12,0","0,3",,"5,9",
20/03/2009 9.00,"1,6","13,5","15,8","0,4",,,
20/03/2009 10.00,"1,3","24,1","29,3","0,5",,"3,9",
20/03/2009 11.00,"0,3","21,4","27,4","0,5",,,
20/03/2009 12.00,"0,2","22,4","30,7","0,5",,"2,4",
20/03/2009 13.00,"0,2","15,2","20,0","0,4",,,
20/03/2009 14.00,"0,3","11,1","14,8","0,5",,"2,0",
20/03/2009 15.00,"0,3","9,6","12,6","0,4",,,
20/03/2009 16.00,"0,2","6,8","7,8","0,4",,"6,8",
20/03/2009 17.00,"0,3","17,7","19,2","0,4",,,
20/03/2009 18.00,"1,2","12,8","14,0","0,2",,"4,9",
20/03/2009 19.00,"2,6","14,5","15,6","0,2",,,
20/03/2009 20.00,"1,1","8,7","9,7","0,2",,"12,2",
20/03/2009 21.00,"0,2","3,3","4,2","0,2",,,
20/03/2009 22.00,"2,8","11,8","13,7","0,2",,"12,7",
20/03/2009 23.00,"2,2","7,2","8,6","0,2",,,
21/03/2009 0.00,"1,2","8,7","9,7","0,2",,"22,5",
21/03/2009 1.00,,"6,0","7,2","0,2",,,
21/03/2009 2.00,"1,5",,,"0,2",,"10,3",
21/03/2009 3.00,"1,1","10,6","11,7",,,,
21/03/2009 4.00,"1,9","11,0","12,0","0,3",,"5,4",
21/03/2009 5.00,"2,5","10,4","11,4","0,3",,,
21/03/2009 6.00,"2,4","8,6","9,6","0,3",,"2,9",
21/03/2009 7.00,"1,9","7,3","8,6","0,3",,,
21/03/2009 8.00,"2,3","12,2","14,8","0,2",,"2,0",
21/03/2009 9.00,"4,7","10,8","14,3","0,3",,,
21/03/2009 10.00,"5,0","9,8","13,2","0,2",,"7,3",
21/03/2009 11.00,"3,2","13,7","23,0","0,1",,,
21/03/2009 12.00,"1,6","11,0","19,2","0,4",,"12,7",
21/03/2009 13.00,"1,8","5,5","7,0","0,3",,,
21/03/2009 14.00,"1,7","4,3","5,5","0,1",,"6,3",
21/03/2009 15.00,"1,9","2,7","3,7","0,3",,,
21/03/2009 16.00,"1,4","3,0","3,9","0,0",,"4,4",
21/03/2009 17.00,"1,6","5,2","6,5","0,2",,,
21/03/2009 18.00,"1,8","5,7","6,7","0,3",,"5,4",
21/03/2009 19.00,"1,2","3,4","4,1","0,3",,,
21/03/2009 20.00,"1,1","2,8","3,8","0,3",,"16,1",
21/03/2009 21.00,"1,0","4,3","5,3","0,3",,,
21/03/2009 22.00,"0,7","3,0","4,0","0,3",,"19,5",
21/03/2009 23.00,"1,3","6,6","7,5","0,3",,,
22/03/2009 0.00,"1,7","4,8","5,8","0,3",,"14,2",
22/03/2009 1.00,"0,7","3,6","4,6","0,2",,,
22/03/2009 2.00,"2,2","8,6","9,6","0,4",,"16,6",
22/03/2009 3.00,"1,9","3,2","4,2","0,4",,,
22/03/2009 4.00,"2,6","9,9","10,9","0,4",,"8,3",
22/03/2009 5.00,"2,4","12,7","14,1","0,4",,,
22/03/2009 6.00,"5,2","10,6","12,3","0,3",,"4,9",
22/03/2009 7.00,"2,6","10,0","11,0","0,2",,,
22/03/2009 8.00,"2,0","12,0","15,0","0,3",,"9,3",
22/03/2009 9.00,"1,8","8,9","11,0","0,4",,,
22/03/2009 10.00,"1,6","3,4","4,6","0,2",,"4,4",
22/03/2009 11.00,"2,2","3,7","5,0","0,2",,,
22/03/2009 12.00,"4,0","4,5","7,0","0,1",,"2,4",
22/03/2009 13.00,"4,7","4,5","6,7","0,1",,,
22/03/2009 14.00,"5,0","6,0","8,5","0,1",,"1,5",
22/03/2009 15.00,"13,3","13,2","18,4","0,1",,,
22/03/2009 16.00,"10,5","9,2","12,2","0,0",,"1,0",
22/03/2009 17.00,"13,8","9,1","11,8","0,3",,,
22/03/2009 18.00,"5,3","5,5","6,6","0,4",,"2,0",
22/03/2009 19.00,"6,9","14,4","15,4","0,3",,,
22/03/2009 20.00,"7,4","15,1","16,1","0,3",,"8,3",
22/03/2009 21.00,"3,2","5,9","6,8","0,1",,,
22/03/2009 22.00,"2,0","6,4","7,1","0,0",,"9,3",
22/03/2009 23.00,"4,0","7,5","8,5","0,3",,,
23/03/2009 0.00,"10,9","11,9","12,9","0,2",,"20,5",
23/03/2009 1.00,,"8,5","9,6","0,3",,,
23/03/2009 2.00,"1,3",,,"0,3",,"11,2",
23/03/2009 3.00,"0,6","11,4","12,4",,,,
23/03/2009 4.00,"3,4","12,7","13,4","0,3",,"13,7",
23/03/2009 5.00,"3,2","10,4","11,3","0,3",,,
23/03/2009 6.00,"1,0","9,6","10,6","0,3",,"20,0",
23/03/2009 7.00,"2,2","9,8","11,4","0,2",,,
23/03/2009 8.00,"3,9","15,9","18,9","0,3",,"22,5",
23/03/2009 9.00,"5,6","15,7","19,9","0,2",,,
