NetC,SIMAGE Brindisi,,
08/03/2006 13.00,"1,022019","6,793062","24,46995"
08/03/2006 14.00,"1,334817","9,281085","24,46995"
08/03/2006 15.00,"1,408918","7,684701","24,46995"
08/03/2006 16.00,"1,325562","7,46536","24,46995"
08/03/2006 17.00,"1,516519","7,924806","24,46995"
08/03/2006 18.00,"1,329114","7,645765","24,46995"
08/03/2006 19.00,"0,899461","7,505596","24,46995"
08/03/2006 20.00,"0,808014","8,89821","24,46995"
08/03/2006 21.00,"0,966637","14,811308","24,46995"
08/03/2006 22.00,"0,886414","14,196126","24,46995"
08/03/2006 23.00,"0,837989","13,000781","24,46995"
09/03/2006 0.00,"0,683993","12,081887","24,46995"
09/03/2006 1.00,,"8,882636","36,846142"
09/03/2006 2.00,"0,605418",,"36,846142"
09/03/2006 3.00,"0,512249","7,195403","36,846142"
09/03/2006 4.00,"0,554302","6,572423","36,846142"
09/03/2006 5.00,"0,53255","8,480297","36,846142"
09/03/2006 6.00,"0,528925","9,979337","36,846142"
09/03/2006 7.00,"0,379927","11,186358","36,846142"
09/03/2006 8.00,"0,581854","30,785512","36,846142"
09/03/2006 9.00,"0,619556","82,93531","36,846142"
09/03/2006 10.00,"0,717076","40,75835","36,846142"
09/03/2006 11.00,"0,846136","18,704924","36,846142"
09/03/2006 12.00,"0,756591","16,706209","36,846142"
09/03/2006 13.00,"0,854111","19,452496","36,846142"
09/03/2006 14.00,"0,943655","17,359039","36,846142"
09/03/2006 15.00,"1,07779","15,421313","36,846142"
09/03/2006 16.00,"1,015073","16,620541","36,846142"
09/03/2006 17.00,"0,969757","24,501208","36,846142"
09/03/2006 18.00,"0,920091","28,881542","36,846142"
09/03/2006 19.00,"0,862086","30,372789","36,846142"
09/03/2006 20.00,"0,742816","19,927514","36,846142"
09/03/2006 21.00,"0,717439","21,652385","36,846142"
09/03/2006 22.00,"0,708375","23,626449","36,846142"
09/03/2006 23.00,"0,712726","23,23969","36,846142"
10/03/2006 0.00,"0,59273","15,514761","36,846142"
10/03/2006 1.00,"0,501373","13,548483","23,01409"
10/03/2006 2.00,"0,527475","9,780763","23,01409"
10/03/2006 3.00,"0,609406","6,763212","23,01409"
10/03/2006 4.00,"0,565902","6,737255","23,01409"
10/03/2006 5.00,"0,394428","7,323893","23,01409"
10/03/2006 6.00,"0,55394","10,903418","23,01409"
10/03/2006 7.00,"0,621732","17,775657","23,01409"
10/03/2006 8.00,"0,675748","20,359721","23,01409"
10/03/2006 9.00,"0,668497","23,58362","23,01409"
10/03/2006 10.00,"0,563365","24,997008","23,01409"
10/03/2006 11.00,"0,611219","22,043047","23,01409"
10/03/2006 12.00,"0,497748","22,490818","23,01409"
10/03/2006 13.00,"0,570253","22,372713","23,01409"
10/03/2006 14.00,"0,533638","19,614729","23,01409"
10/03/2006 15.00,"0,749341","23,374658","23,01409"
10/03/2006 16.00,"0,790307","22,934687","23,01409"
10/03/2006 17.00,"0,833085","23,965198","23,01409"
10/03/2006 18.00,"0,764929","24,685505","23,01409"
10/03/2006 19.00,"0,763842","26,799738","23,01409"
10/03/2006 20.00,"0,751153","22,624484","23,01409"
10/03/2006 21.00,"0,870062","17,500497","23,01409"
10/03/2006 22.00,"0,801544","21,909359","23,01409"
10/03/2006 23.00,"0,956706","16,691928","23,01409"
11/03/2006 0.00,"0,610494","12,14419","23,01409"
11/03/2006 1.00,,"8,80087","17,12426"
11/03/2006 2.00,"0,473994",,"17,12426"
11/03/2006 3.00,"0,475409","7,872891","17,12426"
11/03/2006 4.00,"0,452416","6,651595","17,12426"
11/03/2006 5.00,"0,465504","6,702212","17,12426"
11/03/2006 6.00,"0,535188","9,767786","17,12426"
11/03/2006 7.00,"0,392636","16,482967","17,12426"
11/03/2006 8.00,"0,600628","38,06658","17,12426"
11/03/2006 9.00,"0,533773","23,910688","17,12426"
11/03/2006 10.00,"0,476823","16,751627","17,12426"
11/03/2006 11.00,"0,558888","15,008589","17,12426"
11/03/2006 12.00,"0,513611","15,512167","17,12426"
11/03/2006 13.00,"0,473286","18,785395","17,12426"
11/03/2006 14.00,"0,523869","21,944405","17,12426"
11/03/2006 15.00,"0,619375","16,867137","17,12426"
11/03/2006 16.00,"0,492742","14,090988","17,12426"
11/03/2006 17.00,"0,49451","16,294779","17,12426"
11/03/2006 18.00,"0,512196","17,888564","17,12426"
11/03/2006 19.00,"0,581881","19,255216","17,12426"
11/03/2006 20.00,"0,498755","18,941147","17,12426"
11/03/2006 21.00,"0,41952","19,451195","17,12426"
11/03/2006 22.00,"0,560303","20,721816","17,12426"
11/03/2006 23.00,"0,446403","19,635494","17,12426"
12/03/2006 0.00,"0,531297","19,760098","17,12426"
12/03/2006 1.00,"0,425179","19,166958","4,35002"
12/03/2006 2.00,"0,435438","19,348655","4,35002"
12/03/2006 3.00,"0,448879","14,837267","4,35002"
12/03/2006 4.00,"0,440743","6,546466","4,35002"
12/03/2006 5.00,"0,444281","7,00851","4,35002"
12/03/2006 6.00,"0,357972","7,214872","4,35002"
12/03/2006 7.00,"0,354435","8,650318","4,35002"
12/03/2006 8.00,"0,355495","13,214929","4,35002"
12/03/2006 9.00,"0,357972","9,571806","4,35002"
12/03/2006 10.00,"0,478238","13,268138","4,35002"
12/03/2006 11.00,"0,525637","10,636062","4,35002"
12/03/2006 12.00,"0,422704","12,039055","4,35002"
12/03/2006 13.00,"0,370706","19,183841","4,35002"
12/03/2006 14.00,"0,462675","12,367422","4,35002"
12/03/2006 15.00,"0,562779","19,076117","4,35002"
12/03/2006 16.00,"0,434376","16,725667","4,35002"
12/03/2006 17.00,"0,483191","13,741861","4,35002"
12/03/2006 18.00,"0,396174","16,227288","4,35002"
12/03/2006 19.00,"0,430132","11,589999","4,35002"
12/03/2006 20.00,"0,386977","13,417398","4,35002"
12/03/2006 21.00,"0,344176","15,139675","4,35002"
12/03/2006 22.00,"0,452416","14,925527","4,35002"
12/03/2006 23.00,"0,471164","18,904802","4,35002"
13/03/2006 0.00,"0,304205","11,257735","4,35002"
13/03/2006 1.00,,"6,820318","4,346765"
13/03/2006 2.00,"0,139218",,"4,346765"
13/03/2006 3.00,"0,084557","12,615308","4,346765"
13/03/2006 4.00,"0,059349","13,086438","4,346765"
13/03/2006 5.00,"0,056784","11,207119","4,346765"
13/03/2006 6.00,"0,10207","7,809298","4,346765"
13/03/2006 7.00,"0,158765","9,057849","4,346765"
13/03/2006 8.00,"0,122856","13,426483","4,346765"
13/03/2006 9.00,"0,07076","12,323297","4,346765"
13/03/2006 10.00,"0,054308","12,472548","4,346765"
13/03/2006 11.00,"0,077658","12,748997","4,346765"
13/03/2006 12.00,"0,062976","11,689925","4,346765"
13/03/2006 13.00,"0,048824","13,143543","4,346765"
13/03/2006 14.00,"0,070052","13,723693","4,346765"
13/03/2006 15.00,"0,127278","11,21361","4,346765"
13/03/2006 16.00,"0,128162","10,690573","4,346765"
13/03/2006 17.00,"0,195471","11,575716","4,346765"
13/03/2006 18.00,"0,158411","12,21816","4,346765"
13/03/2006 19.00,"0,138245","9,974147","4,346765"
13/03/2006 20.00,"0,154608","8,864468","4,346765"
13/03/2006 21.00,"0,10552","9,961168","4,346765"
13/03/2006 22.00,"0,044314","11,313549","4,346765"
13/03/2006 23.00,"0,078454","12,833353","4,346765"
14/03/2006 0.00,"0,099682","10,867076","4,346765"
14/03/2006 1.00,"0,068282","7,763871","32,622971"
14/03/2006 2.00,"0,063418","7,251212","32,622971"
14/03/2006 3.00,"0,070936","7,602936","32,622971"
14/03/2006 4.00,"0,119406","6,708701","32,622971"
14/03/2006 5.00,"0,087565","6,456914","32,622971"
14/03/2006 6.00,"0,04847","6,972169","32,622971"
14/03/2006 7.00,"0,073059","9,696404","32,622971"
14/03/2006 8.00,"0,085088","11,491351","32,622971"
14/03/2006 9.00,"0,133115","11,920949","32,622971"
14/03/2006 10.00,"0,10269","10,72301","32,622971"
14/03/2006 11.00,"0,111357","10,39206","32,622971"
14/03/2006 12.00,"0,166813","10,582843","32,622971"
14/03/2006 13.00,"0,198036","11,992333","32,622971"
14/03/2006 14.00,"0,150982","13,597797","32,622971"
14/03/2006 15.00,"0,29692","11,318733","32,622971"
14/03/2006 16.00,"0,416768","12,023482","32,622971"
14/03/2006 17.00,"0,246948","13,165605","32,622971"
14/03/2006 18.00,"0,191314","16,584209","32,622971"
14/03/2006 19.00,"0,21431","12,27267","32,622971"
14/03/2006 20.00,"0,21148","18,974886","32,622971"
14/03/2006 21.00,"0,14824","22,677695","32,622971"
14/03/2006 22.00,"0,235096","21,919741","32,622971"
14/03/2006 23.00,"0,108439","19,573201","32,622971"
15/03/2006 0.00,"0,143199","15,45376","32,622971"
15/03/2006 1.00,,"10,591927","31,56843"
15/03/2006 2.00,"0,291823",,"31,56843"
15/03/2006 3.00,"0,308858","8,456934","31,56843"
15/03/2006 4.00,"0,185583","6,905977","31,56843"
15/03/2006 5.00,"0,155549","6,354383","31,56843"
15/03/2006 6.00,"0,206652","7,431615","31,56843"
15/03/2006 7.00,"0,242514","16,941117","31,56843"
15/03/2006 8.00,"0,298547","18,393443","31,56843"
15/03/2006 9.00,"0,277478","20,223434","31,56843"
15/03/2006 10.00,"0,375202","15,408333","31,56843"
15/03/2006 11.00,"0,395821","10,925481","31,56843"
15/03/2006 12.00,"0,381029","9,597766","31,56843"
15/03/2006 13.00,"0,353237","12,620508","31,56843"
15/03/2006 14.00,"0,412408","16,579009","31,56843"
15/03/2006 15.00,"0,470683","15,140967","31,56843"
15/03/2006 16.00,"0,488614","15,094248","31,56843"
15/03/2006 17.00,"0,299443","14,162375","31,56843"
15/03/2006 18.00,"0,358167","16,145528","31,56843"
15/03/2006 19.00,"0,282858","18,261057","31,56843"
15/03/2006 20.00,"0,342926","21,873031","31,56843"
15/03/2006 21.00,"0,272996","20,015772","31,56843"
15/03/2006 22.00,"0,424511","17,982012","31,56843"
15/03/2006 23.00,"0,418684","12,676309","31,56843"
16/03/2006 0.00,"0,187825","13,863862","31,56843"
16/03/2006 1.00,"0,260445","14,445314","33,382721"
16/03/2006 2.00,"0,27972","10,947543","33,382721"
16/03/2006 3.00,"0,233548","10,107828","33,382721"
16/03/2006 4.00,"0,157791","10,219442","33,382721"
16/03/2006 5.00,"0,02331","9,216189","33,382721"
16/03/2006 6.00,"0,025103","11,312245","33,382721"
16/03/2006 7.00,"0,037206","23,479798","33,382721"
16/03/2006 8.00,"0,01031","27,239728","33,382721"
16/03/2006 9.00,"0,061413","29,775766","33,382721"
16/03/2006 10.00,"0,045723","17,531654","33,382721"
16/03/2006 11.00,"0,016586","13,737974","33,382721"
16/03/2006 12.00,"0,030931","14,889183","33,382721"
16/03/2006 13.00,"0,042586","15,403146","33,382721"
16/03/2006 14.00,"0,236686","16,05986","33,382721"
16/03/2006 15.00,"0,340685","11,669165","33,382721"
16/03/2006 16.00,"0,009413","11,092911","33,382721"
16/03/2006 17.00,"0,029586","13,65491","33,382721"
16/03/2006 18.00,"0,013448","19,357738","33,382721"
16/03/2006 19.00,"0,035413","21,721179","33,382721"
16/03/2006 20.00,"0,069034","18,280525","33,382721"
16/03/2006 21.00,"0,064103","19,726352","33,382721"
16/03/2006 22.00,"0,015241","20,784108","33,382721"
16/03/2006 23.00,"0,007172","19,326592","33,382721"
17/03/2006 0.00,"0,031827","15,689971","33,382721"
17/03/2006 1.00,,"16,712699","29,76203"
17/03/2006 2.00,"0,550235",,"29,76203"
17/03/2006 3.00,"0,544714","12,393379","29,76203"
17/03/2006 4.00,"0,317749","8,700934","29,76203"
17/03/2006 5.00,"0,323271","8,080554","29,76203"
17/03/2006 6.00,"0,277597","13,337285","29,76203"
17/03/2006 7.00,"0,422644","18,312973","29,76203"
17/03/2006 8.00,"0,457608","19,257816","29,76203"
17/03/2006 9.00,"0,500548","23,148832","29,76203"
17/03/2006 10.00,"0,47233","13,822329","29,76203"
17/03/2006 11.00,"0,428165","13,872956","29,76203"
17/03/2006 12.00,"0,360075","12,777549","29,76203"
17/03/2006 13.00,"0,355168","16,102694","29,76203"
17/03/2006 14.00,"0,456382","19,940495","29,76203"
17/03/2006 15.00,"0,361916","16,268821","29,76203"
17/03/2006 16.00,"0,371731","17,033273","29,76203"
17/03/2006 17.00,"0,429392","14,621826","29,76203"
17/03/2006 18.00,"0,409149","14,676338","29,76203"
17/03/2006 19.00,"0,416509","12,398566","29,76203"
17/03/2006 20.00,"0,425098","11,913166","29,76203"
17/03/2006 21.00,"0,528765","13,682162","29,76203"
17/03/2006 22.00,"0,602988","17,926201","29,76203"
17/03/2006 23.00,"0,58888","17,31361","29,76203"
18/03/2006 0.00,"0,442886","12,530953","29,76203"
18/03/2006 1.00,"0,462516","10,033849","44,229401"
18/03/2006 2.00,"0,537353","9,79504","44,229401"
18/03/2006 3.00,"0,525697","8,512744","44,229401"
18/03/2006 4.00,"0,516497","7,177233","44,229401"
18/03/2006 5.00,"0,426324","6,425765","44,229401"
18/03/2006 6.00,"0,431845","6,856657","44,229401"
18/03/2006 7.00,"0,458836","10,737292","44,229401"
18/03/2006 8.00,"0,36989","16,865845","44,229401"
18/03/2006 9.00,"0,373571","20,380466","44,229401"
18/03/2006 10.00,"0,448407","16,379143","44,229401"
18/03/2006 11.00,"0,378478","11,443329","44,229401"
18/03/2006 12.00,"0,593788","11,743144","44,229401"
18/03/2006 13.00,"0,66801","15,018976","44,229401"
18/03/2006 14.00,"0,769837","17,565394","44,229401"
18/03/2006 15.00,"0,660649","16,646501","44,229401"
18/03/2006 16.00,"0,788854","15,020268","44,229401"
18/03/2006 17.00,"0,703589","15,091655","44,229401"
18/03/2006 18.00,"0,751436","16,288289","44,229401"
18/03/2006 19.00,"0,637953","17,967741","44,229401"
18/03/2006 20.00,"0,627526","17,586165","44,229401"
18/03/2006 21.00,"0,617097","16,122163","44,229401"
18/03/2006 22.00,"0,820752","21,002154","44,229401"
18/03/2006 23.00,"0,460676","23,562857","44,229401"
19/03/2006 0.00,"0,54042","19,809409","44,229401"
19/03/2006 1.00,,"14,572503","40,889431"
19/03/2006 2.00,"0,317439",,"40,889431"
19/03/2006 3.00,"0,241956","9,980636","40,889431"
19/03/2006 4.00,"0,238885","10,6088","40,889431"
19/03/2006 5.00,"0,371518","9,820999","40,889431"
19/03/2006 6.00,"0,212997","8,66719","40,889431"
19/03/2006 7.00,"0,07794","10,972211","40,889431"
19/03/2006 8.00,"0,093693","16,017037","40,889431"
19/03/2006 9.00,"0,164999","17,012503","40,889431"
19/03/2006 10.00,"0,237473","12,31291","40,889431"
19/03/2006 11.00,"0,259245","16,263633","40,889431"
19/03/2006 12.00,"0,460974","15,691274","40,889431"
19/03/2006 13.00,"0,543673","17,151369","40,889431"
19/03/2006 14.00,"0,543243","16,284394","40,889431"
19/03/2006 15.00,"0,51582","19,667941","40,889431"
19/03/2006 16.00,"0,495767","17,304526","40,889431"
19/03/2006 17.00,"0,53532","19,477161","40,889431"
19/03/2006 18.00,"0,410825","27,111241","40,889431"
19/03/2006 19.00,"0,415033","17,645862","40,889431"
19/03/2006 20.00,"0,413098","11,865145","40,889431"
19/03/2006 21.00,"0,323427","18,954111","40,889431"
19/03/2006 22.00,"0,188338","18,188379","40,889431"
19/03/2006 23.00,"0,073149","12,571183","40,889431"
20/03/2006 0.00,"0,085923","12,743799","40,889431"
20/03/2006 1.00,"0,089947","9,896275","32,15493"
20/03/2006 2.00,"0,079444","9,264211","32,15493"
20/03/2006 3.00,"0,068604","7,833957","32,15493"
20/03/2006 4.00,"0,09532","6,943615","32,15493"
20/03/2006 5.00,"0,098146","6,568531","32,15493"
20/03/2006 6.00,"0,019132","8,678871","32,15493"
20/03/2006 7.00,"0,051745","8,47251","32,15493"
20/03/2006 8.00,"0,032244","24,063838","32,15493"
20/03/2006 9.00,"0,054386","22,36233","32,15493"
20/03/2006 10.00,"0,077079","24,407768","32,15493"
20/03/2006 11.00,"0,213765","20,527137","32,15493"
20/03/2006 12.00,"0,072995","15,626375","32,15493"
20/03/2006 13.00,"0,123573","15,518656","32,15493"
20/03/2006 14.00,"0,131741","19,95736","32,15493"
20/03/2006 15.00,"0,130575","13,138355","32,15493"
20/03/2006 16.00,"0,139265","12,553015","32,15493"
20/03/2006 17.00,"0,114975","23,106003","32,15493"
20/03/2006 18.00,"0,115527","22,416842","32,15493"
20/03/2006 19.00,"0,048366","26,767292","32,15493"
20/03/2006 20.00,"0,16414","26,445426","32,15493"
20/03/2006 21.00,"0,080611","32,480539","32,15493"
20/03/2006 22.00,"0,229611","36,357272","32,15493"
20/03/2006 23.00,"0,098392","21,5265","32,15493"
21/03/2006 0.00,"0,136655","15,186394","32,15493"
21/03/2006 1.00,,"12,288244","30,45665"
21/03/2006 2.00,"0,407073",,"30,45665"
21/03/2006 3.00,"0,448057","12,260992","30,45665"
21/03/2006 4.00,"0,256641","9,268104","30,45665"
21/03/2006 5.00,"0,532154","8,704827","30,45665"
21/03/2006 6.00,"1,003803","10,024763","30,45665"
21/03/2006 7.00,"0,932843","19,971643","30,45665"
21/03/2006 8.00,"0,923221","34,751805","30,45665"
21/03/2006 9.00,"1,08568","26,875032","30,45665"
21/03/2006 10.00,"0,961616","23,408406","30,45665"
21/03/2006 11.00,"1,034334","18,318161","30,45665"
21/03/2006 12.00,"0,935248","16,704906","30,45665"
21/03/2006 13.00,"1,127868","18,838614","30,45665"
21/03/2006 14.00,"1,031188","19,490124","30,45665"
21/03/2006 15.00,"0,815717","18,834717","30,45665"
21/03/2006 16.00,"0,940336","22,288336","30,45665"
21/03/2006 17.00,"0,887696","21,880813","30,45665"
21/03/2006 18.00,"0,875667","22,341567","30,45665"
21/03/2006 19.00,"0,950884","20,629657","30,45665"
21/03/2006 20.00,"0,982432","20,508972","30,45665"
21/03/2006 21.00,"0,97096","17,796417","30,45665"
21/03/2006 22.00,"0,883902","16,725667","30,45665"
21/03/2006 23.00,"0,935248","14,251927","30,45665"
22/03/2006 0.00,"0,882051","13,902798","30,45665"
22/03/2006 1.00,"0,876223","15,051413","27,46628"
22/03/2006 2.00,"0,935063","14,861931","27,46628"
22/03/2006 3.00,"0,854759","13,342117","27,46628"
22/03/2006 4.00,"0,82793","12,187013","27,46628"
22/03/2006 5.00,"0,813312","12,225951","27,46628"
22/03/2006 6.00,"0,923036","13,826226","27,46628"
22/03/2006 7.00,"1,014073","12,983906","27,46628"
22/03/2006 8.00,"0,888342","16,279207","27,46628"
22/03/2006 9.00,"1,045158","23,586221","27,46628"
22/03/2006 10.00,"1,143226","20,736098","27,46628"
22/03/2006 11.00,"0,999732","19,588764","27,46628"
22/03/2006 12.00,"0,918688","16,634824","27,46628"
22/03/2006 13.00,"1,082997","18,828229","27,46628"
22/03/2006 14.00,"0,979194","24,240336","27,46628"
22/03/2006 15.00,"0,897501","25,142359","27,46628"
22/03/2006 16.00,"0,95514","27,417525","27,46628"
22/03/2006 17.00,"0,923036","27,312403","27,46628"
22/03/2006 18.00,"1,026285","26,424661","27,46628"
22/03/2006 19.00,"1,128885","24,17026","27,46628"
22/03/2006 20.00,"1,119448","27,243609","27,46628"
22/03/2006 21.00,"0,841345","25,531719","27,46628"
22/03/2006 22.00,"0,926182","20,654322","27,46628"
22/03/2006 23.00,"0,822471","11,526394","27,46628"
23/03/2006 0.00,"0,890471","9,027999","27,46628"
23/03/2006 1.00,,"8,485488","25,90082"
23/03/2006 2.00,"0,36207",,"25,90082"
23/03/2006 3.00,"0,34914","8,642531","25,90082"
23/03/2006 4.00,"0,320045","7,990997","25,90082"
23/03/2006 5.00,"0,370152","7,817083","25,90082"
23/03/2006 6.00,"0,414334","8,938445","25,90082"
23/03/2006 7.00,"0,373385","20,009289","25,90082"
23/03/2006 8.00,"0,509162","29,919835","25,90082"
23/03/2006 9.00,"0,590341","32,843933","25,90082"
23/03/2006 10.00,"0,321661","32,549315","25,90082"
23/03/2006 11.00,"0,363687","27,035966","25,90082"
23/03/2006 12.00,"0,422057","16,136444","25,90082"
23/03/2006 13.00,"0,234376","14,650378","25,90082"
23/03/2006 14.00,"0,429959","16,563439","25,90082"
23/03/2006 15.00,"0,375001","16,164997","25,90082"
23/03/2006 16.00,"0,365303","14,824286","25,90082"
23/03/2006 17.00,"0,391166","18,214337","25,90082"
23/03/2006 18.00,"0,234376","19,953478","25,90082"
23/03/2006 19.00,"0,438041","26,977554","25,90082"
23/03/2006 20.00,"0,303881","29,460381","25,90082"
23/03/2006 21.00,"0,438041","18,415506","25,90082"
23/03/2006 22.00,"0,405713","15,38627","25,90082"
23/03/2006 23.00,"0,274786","16,717886","25,90082"
24/03/2006 0.00,"0,371769","13,773017","25,90082"
24/03/2006 1.00,"0,434808","9,788551","24,846291"
24/03/2006 2.00,"0,485276","8,873551","24,846291"
24/03/2006 3.00,"0,637575","7,587361","24,846291"
24/03/2006 4.00,"0,368716","7,645765","24,846291"
24/03/2006 5.00,"0,42511","7,310914","24,846291"
24/03/2006 6.00,"0,475398","7,679509","24,846291"
24/03/2006 7.00,"0,493178","13,414805","24,846291"
24/03/2006 8.00,"0,475218","20,702333","24,846291"
24/03/2006 9.00,"0,448098","21,488853","24,846291"
24/03/2006 10.00,"0,436424","13,517337","24,846291"
24/03/2006 11.00,"0,32651","9,840467","24,846291"
24/03/2006 12.00,"0,336209","10,510167","24,846291"
24/03/2006 13.00,"0,376618","10,251891","24,846291"
24/03/2006 14.00,"0,32651","15,671804","24,846291"
24/03/2006 15.00,"0,546338","13,374566","24,846291"
24/03/2006 16.00,"0,488149","14,323313","24,846291"
24/03/2006 17.00,"0,430139","16,819118","24,846291"
24/03/2006 18.00,"0,629313","20,367503","24,846291"
24/03/2006 19.00,"0,457437","36,801141","24,846291"
24/03/2006 20.00,"0,53215","26,915261","24,846291"
24/03/2006 21.00,"0,637755","25,457744","24,846291"
24/03/2006 22.00,"0,647633","24,684225","24,846291"
24/03/2006 23.00,"0,643502","17,022889","24,846291"
25/03/2006 0.00,"0,7694","14,318127","24,846291"
25/03/2006 1.00,,"12,626996","37,021431"
25/03/2006 2.00,"0,442479",,"37,021431"
25/03/2006 3.00,"0,253557","12,55561","37,021431"
25/03/2006 4.00,"0,164609","7,239532","37,021431"
25/03/2006 5.00,,"6,860552","37,021431"
25/03/2006 6.00,,"8,12987","37,021431"
25/03/2006 7.00,,"14,826891","37,021431"
25/03/2006 8.00,,"17,653654","37,021431"
25/03/2006 9.00,"0,734697","16,096204","37,021431"
25/03/2006 10.00,"1,196206","16,686741","37,021431"
25/03/2006 11.00,"0,010571","14,309033","37,021431"
25/03/2006 12.00,"1,461089","16,046892","37,021431"
25/03/2006 13.00,"0,515421","18,441463","37,021431"
25/03/2006 14.00,"0,332841","17,678312","37,021431"
25/03/2006 15.00,"0,266696","15,377188","37,021431"
25/03/2006 16.00,"0,22879","13,360295","37,021431"
25/03/2006 17.00,"0,192093","13,970289","37,021431"
25/03/2006 18.00,"0,168384","14,847651","37,021431"
25/03/2006 19.00,"0,2451","17,487529","37,021431"
25/03/2006 20.00,"0,245402","19,166958","37,021431"
25/03/2006 21.00,"0,235586","21,683533","37,021431"
25/03/2006 22.00,"0,27319","46,348293","37,021431"
25/03/2006 23.00,"0,239362","25,564185","37,021431"
26/03/2006 0.00,"0,250235","25,111213","37,021431"
26/03/2006 1.00,"0,242382","19,103375","32,842751"
26/03/2006 2.00,"0,209762","15,02806","32,842751"
26/03/2006 3.00,"0,210366","12,151972","32,842751"
26/03/2006 4.00,"0,293274","10,345331","32,842751"
26/03/2006 5.00,"0,240117","9,656167","32,842751"
26/03/2006 6.00,"0,215954","9,159084","32,842751"
26/03/2006 7.00,"0,203873","10,778825","32,842751"
26/03/2006 8.00,"0,192093","11,174672","32,842751"
26/03/2006 9.00,"0,263826","12,964438","32,842751"
26/03/2006 10.00,"0,266545","10,623083","32,842751"
26/03/2006 11.00,"0,257786","11,174672","32,842751"
26/03/2006 12.00,"0,320156","14,145499","32,842751"
26/03/2006 13.00,"0,295993","13,195461","32,842751"
26/03/2006 14.00,"0,239664","13,987165","32,842751"
26/03/2006 15.00,"0,268206","12,181825","32,842751"
26/03/2006 16.00,"0,231811","12,170138","32,842751"
26/03/2006 17.00,"0,167629","12,367422","32,842751"
26/03/2006 18.00,"0,271831","11,926147","32,842751"
26/03/2006 19.00,"0,276663","12,237629","32,842751"
26/03/2006 20.00,"0,25552","16,864543","32,842751"
26/03/2006 21.00,"0,313813","17,548519","32,842751"
26/03/2006 22.00,"0,19753","13,474504","32,842751"
26/03/2006 23.00,"0,283912","10,743782","32,842751"
27/03/2006 0.00,"0,2525","15,013779","32,842751"
27/03/2006 1.00,,"13,898903","43,208641"
27/03/2006 2.00,"0,695046",,"43,208641"
27/03/2006 3.00,"0,374697","12,658143","43,208641"
27/03/2006 4.00,"0,395337","11,36935","43,208641"
27/03/2006 5.00,"0,479486","12,363527","43,208641"
27/03/2006 6.00,"0,442969","27,226746","43,208641"
27/03/2006 7.00,"0,529193","47,74092","43,208641"
27/03/2006 8.00,"0,436617","57,23354","43,208641"
27/03/2006 9.00,"0,581099","30,943865","43,208641"
27/03/2006 10.00,"0,734251","18,241588","43,208641"
27/03/2006 11.00,"0,530292","11,878126","43,208641"
27/03/2006 12.00,"0,417565","12,590652","43,208641"
27/03/2006 13.00,"0,673185","15,482313","43,208641"
27/03/2006 14.00,"0,602716","15,863889","43,208641"
27/03/2006 15.00,"0,592212","13,663995","43,208641"
27/03/2006 16.00,"0,498783","12,549121","43,208641"
27/03/2006 17.00,"0,599541","14,344074","43,208641"
27/03/2006 18.00,"0,521743","16,501145","43,208641"
27/03/2006 19.00,"0,533711","21,33572","43,208641"
27/03/2006 20.00,"0,643508","29,434436","43,208641"
27/03/2006 21.00,"0,47631","33,16452","43,208641"
27/03/2006 22.00,"0,387399","20,027454","43,208641"
27/03/2006 23.00,"0,368346","16,608864","43,208641"
28/03/2006 0.00,"0,587328","15,190291","43,208641"
28/03/2006 1.00,"0,346119","14,541356","29,092791"
28/03/2006 2.00,"0,400101","12,42712","29,092791"
28/03/2006 3.00,"0,400101","11,114974","29,092791"
28/03/2006 4.00,"0,542994","10,364799","29,092791"
28/03/2006 5.00,"0,486325","13,961208","29,092791"
28/03/2006 6.00,"0,571572","22,55311","29,092791"
28/03/2006 7.00,"0,408039","23,2864","29,092791"
28/03/2006 8.00,"0,527361","34,24824","29,092791"
28/03/2006 9.00,"0,354791","26,965872","29,092791"
28/03/2006 10.00,"0,524185","17,291547","29,092791"
28/03/2006 11.00,"0,333417","15,889849","29,092791"
28/03/2006 12.00,"0,412802","15,422605","29,092791"
28/03/2006 13.00,"0,27626","17,120223","29,092791"
28/03/2006 14.00,"0,445045","12,906031","29,092791"
28/03/2006 15.00,"0,360897","11,343403","29,092791"
28/03/2006 16.00,"0,460678","11,412185","29,092791"
28/03/2006 17.00,"0,415977","13,461523","29,092791"
28/03/2006 18.00,"0,376285","15,227925","29,092791"
28/03/2006 19.00,"0,365171","15,468032","29,092791"
28/03/2006 20.00,"0,349294","16,2818","29,092791"
28/03/2006 21.00,"0,215927","15,592627","29,092791"
28/03/2006 22.00,"0,323891","13,27593","29,092791"
28/03/2006 23.00,"0,39375","10,868378","29,092791"
29/03/2006 0.00,"0,292137","12,087075","29,092791"
29/03/2006 1.00,,"8,754147","31,18627"
29/03/2006 2.00,"0,31859",,"31,18627"
29/03/2006 3.00,"0,261855","10,075381","31,18627"
29/03/2006 4.00,"0,372416","8,388146","31,18627"
29/03/2006 5.00,"0,418968","8,956615","31,18627"
29/03/2006 6.00,"0,254582","9,870318","31,18627"
29/03/2006 7.00,"0,242944","9,884594","31,18627"
29/03/2006 8.00,"0,367325","13,201951","31,18627"
29/03/2006 9.00,"0,350231","14,974839","31,18627"
29/03/2006 10.00,"0,314227","13,539399","31,18627"
