,Provincia di TARANTO,,,,,,,,,
,TA V. Machiavelli,,,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,CH4,NMHC,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug-C/m3,ug-C/m3,ug/m3,ug/m3 293K,ug/m3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,
,,,,,,,
09/10/2009 7.00,"1,226321","79,977925","64,855953","0,600812",,,,"35,5",,
09/10/2009 8.00,"1,768141","106,455664","68,713227","0,669832",,,,"35,5",,
09/10/2009 9.00,"1,069192","76,691391","63,568469","0,694337",,,,"35,5",,
09/10/2009 10.00,"1,52071","97,598632","75,202593","0,685694",,,,"35,5",,
09/10/2009 11.00,"0,789252","37,333406","33,991268","0,521966",,,,"35,5","1,817887",
09/10/2009 12.00,"1,119763","35,1947","32,375418","0,55985",,,,"35,5","1,087834",
09/10/2009 13.00,"1,285921","43,746922","40,021179","0,582976",,,,"35,5","1,470785",
09/10/2009 14.00,"1,10712","21,532369","20,850302","0,53925",,,,"35,5","1,318032",
09/10/2009 15.00,"1,320236","20,589467","19,869121","0,531871",,,,"35,5","0,858501",
09/10/2009 16.00,"1,576698","23,053709","22,560892","0,543473",,,,"35,5","0,691509",
09/10/2009 17.00,"1,480976","14,689534","14,650378","0,574214",,,,"35,5","0,964726",
09/10/2009 18.00,"1,276858","17,345187","17,297397","0,590661",,,,"35,5",,
09/10/2009 19.00,"1,278696","24,300104","24,178042","0,632105",,,,"35,5","0,638574",
09/10/2009 20.00,"1,703122","96,794501","82,952173","1,088249",,,,"35,5","0,922927",
09/10/2009 21.00,"1,905402","84,676878","75,063721","1,147561",,,,"35,5",,
09/10/2009 22.00,"1,80968","58,817783","54,178373","0,825628",,,,"35,5",,
09/10/2009 23.00,"1,26786","51,203243","49,107577","0,646824",,,,"35,5",,
10/10/2009 0.00,"1,284115","47,440714","46,205544","0,639485",,,,"35,5",,
10/10/2009 1.00,"1,036683","30,307703","29,539558","0,606612",,,,"31,9",,"21,700001"
10/10/2009 2.00,"1,173944","28,730572","27,927608","0,694337",,,,"31,9",,"21,700001"
10/10/2009 3.00,"1,112538","26,82142","26,318239","0,762528",,,,"31,9",,"21,700001"
10/10/2009 4.00,"1,146854","35,793881","28,760819","0,733602",,,,"31,9",,"21,700001"
10/10/2009 5.00,"2,169088","48,274691","37,113946","0,743349",,,,"31,9",,"21,700001"
10/10/2009 6.00,"2,304543","142,183435","57,913638","1,048431",,,,"31,9",,"21,700001"
10/10/2009 7.00,"2,360531","135,594773","62,545747","1,001038",,,,"31,9",,"21,700001"
10/10/2009 8.00,"1,446661","91,627359","62,752107","0,740034",,,,"31,9",,"21,700001"
10/10/2009 9.00,"1,222709","52,62472","43,707135","0,685261",,,,"31,9",,"21,700001"
10/10/2009 10.00,"1,181169","40,815788","35,246303","0,690943",,,,"31,9",,"21,700001"
10/10/2009 11.00,"1,320236","17,50786","16,738646","0,545289",,,,"31,9",,"21,700001"
10/10/2009 12.00,"1,31843","19,760691","17,696479","0,533885",,,,"31,9",,"21,700001"
10/10/2009 13.00,"1,101702","18,069451","16,602374","0,516442",,,,"31,9",,"21,700001"
10/10/2009 14.00,"0,814537","10,194222","10,027359","0,475716",,,,"31,9",,"21,700001"
10/10/2009 15.00,"1,08906","7,508187","7,474446","0,479466",,,,"31,9",,"21,700001"
10/10/2009 16.00,"1,164914","8,244869","8,22202","0,484714",,,,"31,9",,"21,700001"
10/10/2009 17.00,"1,031265","9,423817","9,43034","0,493041",,,,"31,9",,"21,700001"
10/10/2009 18.00,"1,025847","15,331536","15,237009","0,557048",,,,"31,9",,"21,700001"
10/10/2009 19.00,"1,238963","22,16658","22,078093","0,608467",,,,"31,9",,"21,700001"
10/10/2009 20.00,"0,875943","32,53329","32,23523","0,669082",,,,"31,9",,"21,700001"
10/10/2009 21.00,"1,042102","30,145566","29,962664","0,60827",,,,"31,9",,"21,700001"
10/10/2009 22.00,"1,043908","32,438629","32,126207","0,607244",,,,"31,9",,"21,700001"
10/10/2009 23.00,"1,182974","24,089995","23,897705","0,576779",,,,"31,9",,"21,700001"
11/10/2009 0.00,,,,,,,,"31,9",,"21,700001"
11/10/2009 1.00,,"13,889301","13,897613","0,526426",,,,"26,29999",,19
11/10/2009 2.00,"0,92832",,,"0,514311",,,,"26,29999",,19
11/10/2009 3.00,"0,966247","14,52871","14,536159",,,,,"26,29999",,19
11/10/2009 4.00,"0,966247","14,033265","14,039083","0,503972",,,,"26,29999",,19
11/10/2009 5.00,"0,959022","17,161568","17,169547","0,528043",,,,"26,29999",,19
11/10/2009 6.00,"0,702561","24,672333","24,332494","0,532385",,,,"26,29999",,19
11/10/2009 7.00,"0,93735","26,510147","26,023619","0,543079",,,,"26,29999",,19
11/10/2009 8.00,"1,173944","21,201633","20,476506","0,549945",,,,"26,29999",,19
11/10/2009 9.00,"1,038489","15,745271","14,603649","0,555825",,,,"26,29999",,19
11/10/2009 10.00,"5,338738","13,524851","12,542632","0,705347",,,,"26,29999",,19
11/10/2009 11.00,"1,571279","20,186111","18,412912","0,576267",,,,"26,29999",,19
11/10/2009 12.00,"1,338297","17,647934","16,572519","0,519007",,,,"26,29999",,19
11/10/2009 13.00,"1,322042","6,966051","6,669765","0,471218",,,,"26,29999",,19
11/10/2009 14.00,"1,273278","4,115301","4,077914","0,426508",,,,"26,29999",,19
11/10/2009 15.00,"1,152272","23,796885","20,017072","0,435149",,,,"26,29999",,19
11/10/2009 16.00,"1,296757","22,649055","21,690033","0,453105",,,,"26,29999",,19
11/10/2009 17.00,"1,387061","18,756846","18,445348","0,488344",,,,"26,29999",,19
11/10/2009 18.00,"1,280503","24,975824","24,2689","0,544065",,,,"26,29999",,19
11/10/2009 19.00,"1,193812","24,926551","24,618013","0,583291",,,,"26,29999",,19
11/10/2009 20.00,"1,166721","33,616267","33,133372","0,608034",,,,"26,29999",,19
11/10/2009 21.00,"1,374418","53,181131","49,831787","0,6971",,,,"26,29999",,19
11/10/2009 22.00,"1,33649","66,272806","56,483383","0,684196",,,,"26,29999",,19
11/10/2009 23.00,"0,897616","28,336298","26,010638","0,563638",,,,"26,29999",,19
12/10/2009 0.00,"1,092672","42,031057","38,402729","0,542211",,,,"26,29999",,19
12/10/2009 1.00,"0,982501","30,085911","29,048958","0,526544",,,,"22,200001",,"11,8"
12/10/2009 2.00,"0,919289","17,252356","16,880117","0,465101",,,,"22,200001",,"11,8"
12/10/2009 3.00,"0,957217","13,356245","13,240888","0,462023",,,,"22,200001",,"11,8"
12/10/2009 4.00,"1,117957","12,771309","12,302524","0,527964",,,,"22,200001",,"11,8"
12/10/2009 5.00,"1,12518","49,670202","32,855617","0,526465",,,,"22,200001",,"11,8"
12/10/2009 6.00,"2,960146","113,810786","49,049165","0,795558",,,,"22,200001",,"11,8"
12/10/2009 7.00,"2,261198","176,698527","58,937648","0,917417",,,,"22,200001",,"11,8"
12/10/2009 8.00,"1,919851","150,031428","59,69562","0,899659",,,,"22,200001",,"11,8"
12/10/2009 9.00,"1,332878","98,250987","56,391245","0,611901",,,,"22,200001",,"11,8"
12/10/2009 10.00,"1,009592","56,790605","39,324218","0,464036",,,,"22,200001",,"11,8"
12/10/2009 11.00,"0,975277","22,345562","18,181887","0,38957",,,,"22,200001",,"11,8"
12/10/2009 12.00,"0,959022","21,519388","18,6011","0,398449",,,,"22,200001",,"11,8"
12/10/2009 13.00,"0,906646","16,623324","15,000798","0,412221",,,,"22,200001",,"11,8"
12/10/2009 14.00,"0,697142","11,491194","10,918992","0,423311",,,,"22,200001",,"11,8"
12/10/2009 15.00,"0,977083","11,75967","11,500444","0,422167",,,,"22,200001",,"11,8"
12/10/2009 16.00,"0,821761","9,381018","9,18634","0,417944",,,,"22,200001",,"11,8"
12/10/2009 17.00,"0,982501","22,5894","21,581011","0,424455",,,,"22,200001",,"11,8"
12/10/2009 18.00,"0,841627","19,844991","19,603047","0,432624",,,,"22,200001",,"11,8"
12/10/2009 19.00,"0,886779","10,753215","10,693165","0,431834",,,,"22,200001",,"11,8"
12/10/2009 20.00,"0,632123","12,191562","12,075398","0,437793",,,,"22,200001",,"11,8"
12/10/2009 21.00,"0,771191","13,550791","12,79182","0,485306",,,,"22,200001",,"11,8"
12/10/2009 22.00,"0,883168","14,074769","13,111094","0,530096",,,,"22,200001",,"11,8"
12/10/2009 23.00,"1,045714","28,185844","26,318239","0,688891",,,,"22,200001",,"11,8"
13/10/2009 0.00,"0,774803","10,189032","10,062403","0,418812",,,,"22,200001",,"11,8"
13/10/2009 1.00,,"9,740278","9,593871","0,392057",,,,"35,400002",,"12,1"
13/10/2009 2.00,"0,81273",,,"0,492331",,,,"35,400002",,"12,1"
13/10/2009 3.00,"0,886779","37,483861","37,450076",,,,,"35,400002",,"12,1"
13/10/2009 4.00,"0,98792","22,270344","22,024882","0,669357",,,,"35,400002",,"12,1"
13/10/2009 5.00,"0,859688","20,420847","19,365538","0,706097",,,,"35,400002",,"12,1"
13/10/2009 6.00,"0,863301","28,031505","23,085238","0,58404",,,,"35,400002",,"12,1"
13/10/2009 7.00,"0,872331","35,493009","28,546676","0,478952",,,,"35,400002",,"12,1"
13/10/2009 8.00,"0,758549","48,183892","33,755058","0,528123",,,,"35,400002",,"12,1"
13/10/2009 9.00,"1,228126","86,443354","49,750028","0,59943",,,,"35,400002",,"12,1"
13/10/2009 10.00,"1,632686","67,525681","41,865439","1,02878",,,,"35,400002",,"12,1"
13/10/2009 11.00,"3,162426","66,765641","40,038042","1,082092",,,,"35,400002",,"12,1"
13/10/2009 12.00,,,,,,,,"35,400002",,"12,1"
13/10/2009 13.00,"4,345401","69,445179","42,824575","0,899777",,,,"35,400002",,"12,1"
13/10/2009 14.00,"8,920172","70,215598","45,704544","1,045156",,,,"35,400002",,"12,1"
13/10/2009 15.00,"10,204282","72,259643","47,568303","0,847175",,,,"35,400002",,"12,1"
13/10/2009 16.00,"12,248747","71,157201","46,43135","0,824602",,,,"35,400002",,"12,1"
13/10/2009 17.00,"11,101897","62,76838","47,006327","0,952538",,,,"35,400002",,"12,1"
13/10/2009 18.00,"13,023559","70,380319","52,946682","0,872628",,,,"35,400002",,"12,1"
13/10/2009 19.00,"8,091187","68,026285","50,764957","0,757675",,,,"35,400002",,"12,1"
13/10/2009 20.00,"9,194695","85,466705","64,915667","0,992119",,,,"35,400002",,"12,1"
13/10/2009 21.00,"9,806952","65,824039","53,964212","0,811816",,,,"35,400002",,"12,1"
13/10/2009 22.00,"4,836652","55,511782","49,217898","0,481438",,,,"35,400002",,"12,1"
13/10/2009 23.00,"3,281626","52,84003","47,245116","0,41818",,,,"35,400002",,"12,1"
14/10/2009 0.00,"2,651309","66,751382","55,87208","0,404408",,,,"35,400002",,"12,1"
14/10/2009 1.00,"2,295513","43,885714","40,522143","0,384835",,,,"18,1",,"6,5"
14/10/2009 2.00,"1,932493","40,14783","39,24114","0,431598",,,,"18,1",,"6,5"
14/10/2009 3.00,"2,048081","40,749634","35,442285","0,50042",,,,"18,1",,"6,5"
14/10/2009 4.00,"2,250361","38,583682","34,544142","0,474019",,,,"18,1",,"6,5"
14/10/2009 5.00,"2,364144","80,022038","50,705262","0,562731",,,,"18,1",,"6,5"
14/10/2009 6.00,"3,198547","128,419915","64,937716","0,85412",,,,"18,1",,"6,5"
14/10/2009 7.00,"2,474314","118,110262","64,796247","0,686011",,,,"18,1",,"6,5"
14/10/2009 8.00,"2,309557","131,910404","65,416649","0,83227",,,,"18,1",,"6,5"
14/10/2009 9.00,"15,721822","47,365498","35,407238","0,698598",,,,"18,1",,"6,5"
14/10/2009 10.00,"2,057112","29,862839","24,2624","0,498446",,,,"18,1","2,118411","6,5"
14/10/2009 11.00,"2,075172","27,654078","23,081338","0,473665",,,,"18,1","2,118411","6,5"
14/10/2009 12.00,"1,620043","23,575092","19,81461","0,463562",,,,"18,1","1,44953","6,5"
14/10/2009 13.00,"1,818711","25,671008","21,27989","0,436965",,,,"18,1","1,501245","6,5"
14/10/2009 14.00,"1,583922","17,234198","15,172123","0,411907",,,,"18,1","0,812227","6,5"
14/10/2009 15.00,"1,80065","22,279426","20,906114","0,43294",,,,"18,1","0,868365","6,5"
14/10/2009 16.00,"1,983064","21,199051","19,479743","0,398331",,,,"18,1","0,606895","6,5"
14/10/2009 17.00,"1,600176","23,446703","22,174133","0,412577",,,,"18,1","0,551316","6,5"
14/10/2009 18.00,"1,867474","31,126058","29,119053","0,468456",,,,"18,1","0,631252","6,5"
14/10/2009 19.00,"1,578504","51,890645","44,437825","0,521848",,,,"18,1","1,134972","6,5"
14/10/2009 20.00,"1,694092","35,44758","34,509114","0,54517",,,,"18,1","0,91169","6,5"
14/10/2009 21.00,"2,00293","50,531424","45,877178","0,564033",,,,"18,1","2,314692","6,5"
14/10/2009 22.00,"1,69048","37,316521","35,043822","0,447935",,,,"18,1","0,96737","6,5"
14/10/2009 23.00,"2,161863","28,538625","27,411043","0,436609",,,,"18,1","1,064138","6,5"
15/10/2009 0.00,"1,838577","24,612678","23,709506","0,435465",,,,"18,1","1,155261","6,5"
15/10/2009 1.00,,"18,374239","17,661436","0,401213",,,,"17,700001","1,408138","8,5"
15/10/2009 2.00,"1,889148",,,"0,546986",,,,"17,700001","0,469345","8,5"
15/10/2009 3.00,"1,739244","32,395819","32,078196",,,,,"17,700001","1,876365","8,5"
15/10/2009 4.00,"1,849414","23,986249","23,784801","0,431243",,,,"17,700001","0,799565","8,5"
15/10/2009 5.00,"2,172701","75,980642","50,890843","0,48866",,,,"17,700001","0,771903","8,5"
15/10/2009 6.00,"2,441805","117,477351","69,087022","0,705781",,,,"17,700001","2,85777","8,5"
15/10/2009 7.00,"2,120324","97,920269","67,829384","0,614347",,,,"17,700001","1,30837","8,5"
15/10/2009 8.00,"3,137141","147,283133","80,475852","0,849305",,,,"17,700001","0,758682","8,5"
15/10/2009 9.00,"2,985431","151,207786","76,340827","0,76016",,,,"17,700001","5,362641","8,5"
15/10/2009 10.00,"1,955972",,,"0,481044",,,,"17,700001","1,717204","8,5"
15/10/2009 11.00,"1,990287","44,071178","39,540962","0,459103",,,,"17,700001","1,355661","8,5"
15/10/2009 12.00,"1,966809","34,817251","30,899717","0,493001",,,,"17,700001","3,986335","8,5"
15/10/2009 13.00,"1,645328","32,424344","30,167726","0,465141",,,,"17,700001","1,078478","8,5"
15/10/2009 14.00,"1,4286","29,477627","28,402625","0,40287",,,,"17,700001","0,74241","8,5"
15/10/2009 15.00,"1,31843","34,858781","33,134652","0,418497",,,,"17,700001","0,558333","8,5"
15/10/2009 16.00,"1,834966","35,679735","34,217092","0,437478",,,,"17,700001","0,512975","8,5"
15/10/2009 17.00,"1,620043","38,461771","37,491621","0,493238",,,,"17,700001","0,596877","8,5"
15/10/2009 18.00,"1,605595","53,483341","48,972589","0,568137",,,,"17,700001","1,005457","8,5"
15/10/2009 19.00,"1,354551","36,775694","34,013332","0,507602",,,,"17,700001","1,689237","8,5"
15/10/2009 20.00,"1,607401","36,727723","35,858908","0,491935",,,,"17,700001","1,431936","8,5"
15/10/2009 21.00,"1,513485","24,390905","24,222171","0,456617",,,,"17,700001","0,812685","8,5"
15/10/2009 22.00,"1,564055","33,679802","30,545403","0,513087",,,,"17,700001","0,517653","8,5"
15/10/2009 23.00,"1,179363","37,378795","33,723892","0,467666",,,,"17,700001","1,018729","8,5"
16/10/2009 0.00,"1,426794","39,364465","37,496804","0,404014",,,,"17,700001","0,698781","8,5"
16/10/2009 1.00,"1,164914","43,662621","40,640246","0,419996",,,,"28,79999","0,911385","10,3"
16/10/2009 2.00,"1,164914","34,850999","34,028897","0,629185",,,,"28,79999",,"10,3"
16/10/2009 3.00,"1,511679","21,388397","20,980088","0,370234",,,,"28,79999",,"10,3"
16/10/2009 4.00,"1,347327","23,934358","21,591393","0,361671",,,,"28,79999",,"10,3"
16/10/2009 5.00,"1,670614","47,610636","42,884267","0,651441",,,,"28,79999",,"10,3"
16/10/2009 6.00,"2,01196","80,888383","60,887064","0,728552",,,,"28,79999",,"10,3"
16/10/2009 7.00,"1,372612","101,625725","69,725571","0,590354",,,,"28,79999",,"10,3"
16/10/2009 8.00,"2,943891","95,872344","66,643122","0,5048",,,,"28,79999",,"10,3"
16/10/2009 9.00,"3,171456","80,226947","55,637171","0,470192",,,,"28,79999",,"10,3"
16/10/2009 10.00,"3,662707","84,080238","52,897351","0,514784",,,,"28,79999",,"10,3"
16/10/2009 11.00,"4,174387","83,448626","54,838358","0,658103",,,,"28,79999",,"10,3"
16/10/2009 12.00,"5,775806","56,823051","41,642211","0,547656",,,,"28,79999",,"10,3"
16/10/2009 13.00,"5,548242","49,855684","38,738877","0,549156",,,,"28,79999",,"10,3"
16/10/2009 14.00,"6,498234","34,917135","28,61937","0,482544",,,,"28,79999",,"10,3"
16/10/2009 15.00,"7,161061","45,931057","34,705092","0,519954",,,,"28,79999",,"10,3"
16/10/2009 16.00,"5,743298","32,168846","26,187153","0,581949",,,,"28,79999",,"10,3"
16/10/2009 17.00,"5,194253","39,836575","33,758939","0,599588",,,,"28,79999",,"10,3"
16/10/2009 18.00,"3,687992","38,488998","33,983468","0,546867",,"884,863096","33,205123","28,79999","1,906621","10,3"
16/10/2009 19.00,"2,683817","39,818392","35,883554","0,545052",,"867,376938","28,201422","28,79999","3,647267","10,3"
16/10/2009 20.00,"2,987237","53,767369","43,921278","0,56648",,"896,598094","31,314626","28,79999","1,460412","10,3"
16/10/2009 21.00,"2,629635","73,504737","63,010377","0,773262",,"918,041456","30,095252","28,79999","1,873314","10,3"
16/10/2009 22.00,"3,135335","89,580717","69,398507","0,92819",,"920,317515","27,9888","28,79999","6,155392","10,3"
16/10/2009 23.00,"2,795794","53,497586","48,263965","0,695127",,"935,680978","22,204311","28,79999","2,639623","10,3"
17/10/2009 0.00,,,,,,,,"28,79999","6,49863","10,3"
17/10/2009 1.00,,"39,990914","38,550681","0,635302",,"940,043485","27,736275","21,4","3,111511","10,4"
17/10/2009 2.00,"3,05948",,,"0,438623",,"892,890255","21,901962","21,4","1,520923","10,4"
17/10/2009 3.00,"2,629635","39,782102","38,467621",,,"922,663139","23,988499","21,4","0,986236","10,4"
17/10/2009 4.00,"2,337053","39,88455","38,320973","0,42343",,"969,062228","24,842373","21,4","1,235655","10,4"
17/10/2009 5.00,"2,835527","65,147001","50,740312","0,54801",,"1018,520408","42,687565","21,4","0,914283","10,4"
17/10/2009 6.00,"4,101581","159,163405","71,310273","0,82843",,"1053,798973","55,299813","21,4","3,550855","10,4"
17/10/2009 7.00,"4,289412","178,046067","69,86704","1,147797",,"942,193097","80,231894","21,4","2,41029","10,4"
17/10/2009 8.00,"4,051011","197,514953","73,29082","1,48583",,"934,069397","76,530613","21,4","7,849715","10,4"
17/10/2009 9.00,"2,156446","60,094006","41,006263","0,539093",,"894,750784","55,515746","21,4","3,316437","10,4"
17/10/2009 10.00,"2,407489","54,5715","40,030263","0,567584",,"893,308717","47,309166","21,4","4,143766","10,4"
17/10/2009 11.00,"2,931249","30,96396","24,489545","0,464983",,"873,400493","39,860109","21,4","1,409053","10,4"
17/10/2009 12.00,"2,756061","25,302662","20,511554","0,447817",,"861,442567","53,336209","21,4","0,469854","10,4"
17/10/2009 13.00,"2,660339","14,111083","12,424525","0,408",,"846,195743","57,848166","21,4","1,019288","10,4"
17/10/2009 14.00,"2,750642","11,083944","10,397247","0,400107",,"842,414871","52,575335","21,4","1,049544","10,4"
17/10/2009 15.00,"1,919851","9,624849","9,327808","0,413327",,"838,800164","58,854881","21,4","0,782937","10,4"
17/10/2009 16.00,"1,957778","9,449757","9,126635","0,426389",,"838,770257","56,479283","21,4","1,015373","10,4"
17/10/2009 17.00,"1,630879","16,593494","16,031309","0,493514",,"846,996359","69,699541","21,4","1,272267","10,4"
17/10/2009 18.00,"1,629073","30,384222","29,612233","0,564192",,"892,72756","64,383531","21,4","1,164465","10,4"
17/10/2009 19.00,"1,555025","33,028748","31,979556","0,556417",,"865,260165","64,665945","21,4","1,3221","10,4"
17/10/2009 20.00,"1,701317","48,947812","44,200313","0,628553",,"853,488859","70,869055","21,4","1,258537","10,4"
17/10/2009 21.00,"1,376224","20,191293","18,819145","0,468061",,"868,998329","62,283703","21,4","4,12241","10,4"
17/10/2009 22.00,"1,656165","10,951652","10,724314","0,440359",,"845,135831","63,765543","21,4","2,595892","10,4"
17/10/2009 23.00,"1,459303","10,993156","10,813866","0,434558",,"846,481357","61,303569","21,4","1,188873","10,4"
18/10/2009 0.00,"1,430406","7,277324","7,278468","0,425088",,"847,086021","67,27079","21,4","4,677844","10,4"
18/10/2009 1.00,"1,515291","4,841607","4,841063","0,411867",,"846,966512","62,579411","16,6","3,022371","8,9"
18/10/2009 2.00,"1,186587","5,993321","5,996169","0,41822",,"848,162562","67,632936","16,6","2,211314","8,9"
18/10/2009 3.00,"1,450272","4,947957","4,943594","0,408828",,"845,979633","68,423698","16,6","3,618537","8,9"
18/10/2009 4.00,"1,284115","4,749521","4,725552","0,400383",,"848,019964","70,340796","16,6","0,881637","8,9"
18/10/2009 5.00,"1,527934","5,464154","5,421212","0,398884",,"845,049578","72,311047","16,6","0,689882","8,9"
18/10/2009 6.00,"1,139629","17,170647","16,327227","0,426744",,"847,455016","76,929314","16,6","0,652761","8,9"
18/10/2009 7.00,"1,224515","15,881454","14,890485","0,44616",,"853,309057","76,281418","16,6","0,694865","8,9"
18/10/2009 8.00,"1,231738","27,763022","23,553775","0,463404",,"939,667611","79,162053","16,6","2,439783","8,9"
18/10/2009 9.00,"1,244381","34,988471","28,81535","0,613559",,"865,595783","85,900099","16,6","2,729272","8,9"
18/10/2009 10.00,"1,654359","43,726197","32,13919","0,645917",,"884,49117","87,195874","16,6","6,500664","8,9"
18/10/2009 11.00,"1,692286","40,289204","31,31894","0,602193",,"879,686753","84,654149","16,6","1,166499","8,9"
18/10/2009 12.00,"1,531546","54,3964","38,894608","0,716633",,"881,703577","84,956496","16,6","3,865108","8,9"
18/10/2009 13.00,"1,650747","43,155523","32,074298","0,608388",,"879,61665","86,624399","16,6","4,643622","8,9"
18/10/2009 14.00,"1,405122","18,623258","15,795098","0,472205",,"872,008431","84,770435","16,6","1,379052","8,9"
18/10/2009 15.00,"1,686868","17,695923","15,159144","0,459339",,"883,095639","80,311627","16,6","1,116157","8,9"
18/10/2009 16.00,"1,645328","15,004699","12,632184","0,440911",,"875,682953","79,932859","16,6","3,564585","8,9"
18/10/2009 17.00,"1,426794","18,88395","15,845713","0,482347",,"876,171457","76,035559","16,6","1,029967","8,9"
18/10/2009 18.00,"1,755499","29,604738","24,255917","0,559929",,"895,916986","78,799884","16,6","1,124497","8,9"
18/10/2009 19.00,"1,477364","42,248927","34,479268","0,727051",,"910,752227","76,254838","16,6","1,808734","8,9"
18/10/2009 20.00,"1,486394","36,46054","29,919835","0,575792",,"900,150115","74,590292","16,6","3,943926","8,9"
18/10/2009 21.00,"1,504455","44,955707","38,46502","1,431964",,"923,205118","73,816128","16,6","1,780258","8,9"
18/10/2009 22.00,"1,137824","40,27624","35,482513","1,028858",,"922,211361","75,347812","16,6","2,066544","8,9"
18/10/2009 23.00,"1,450272","33,534566","28,663499","0,621608",,"924,012135","76,015625","16,6","1,770088","8,9"
19/10/2009 0.00,"1,603789","24,355877","22,560892","0,561785",,"916,563142","74,640117","16,6","4,953807","8,9"
19/10/2009 1.00,,"27,515304","26,398697","0,536054",,"924,194928","77,753303","29,4","1,120022","15,1"
19/10/2009 2.00,"1,240769",,,"0,527531",,"928,480932","79,039119","29,4","1,998913","15,1"
19/10/2009 3.00,"1,432213","37,828842","37,067215",,,"920,835927","77,766589","29,4","1,58652","15,1"
19/10/2009 4.00,"1,592952","29,091136","27,211181","1,438397",,"918,413861","76,381107","29,4","1,057527","15,1"
19/10/2009 5.00,"1,67242","41,084232","34,719359","0,758463",,"925,935887","78,77995","29,4","1,724832","15,1"
19/10/2009 6.00,"1,925268","55,37303","39,669448","0,521769",,"901,674965","77,849656","29,4","0,872942","15,1"
19/10/2009 7.00,"1,829547","67,622928","46,989446","0,557364",,"907,569201","82,255305","29,4","2,684371","15,1"
19/10/2009 8.00,"2,078784","89,440664","55,014184","0,612572",,"905,608722","82,680586","29,4","1,400918","15,1"
19/10/2009 9.00,"2,089621","95,629806","54,326304","0,627488",,"905,220108","77,985876","29,4","2,007049","15,1"
19/10/2009 10.00,"2,297319","116,892411","63,44905","0,750609",,"933,052611","81,663889","29,4","2,062476","15,1"
19/10/2009 11.00,"2,338859","102,876018","56,283503","0,607678",,"913,273765","78,274937","29,4","5,246703","15,1"
19/10/2009 12.00,"4,293024","102,324789","53,700738","0,691378",,"905,326458","83,168993","29,4","1,472616","15,1"
19/10/2009 13.00,"13,841705","112,624064","60,803989","0,75286",,"910,765446","82,796872","29,4","3,878329","15,1"
19/10/2009 14.00,"6,035881","63,656789","42,193805","0,546276",,"902,877953","84,567769","29,4","2,143836","15,1"
19/10/2009 15.00,"5,987116","61,889029","39,276189","0,572438",,"902,27622","78,946078","29,4","3,972402","15,1"
19/10/2009 16.00,"4,44654","74,882123","49,36585","0,635341",,"910,908044","78,152003","29,4","1,467022","15,1"
19/10/2009 17.00,"4,703003","80,756112","55,206285","0,656651",,"926,799728","79,215205","29,4","2,131123","15,1"
19/10/2009 18.00,"4,381522","79,927336","56,066759","0,654244",,"928,836649","80,567468","29,4","5,075338","15,1"
19/10/2009 19.00,"5,176192","76,435871","52,132916","0,748913",,"919,822611","77,680209","29,4","3,09168","15,1"
19/10/2009 20.00,"5,313454","95,564973","65,416649","0,918285",,"932,248525","69,064954","29,4","3,363219","15,1"
19/10/2009 21.00,"4,356237","60,427324","47,781148","0,692562",,"946,083668","67,001662","29,4","3,738492","15,1"
19/10/2009 22.00,"3,480294","60,710072","47,400869","0,557641",,"924,098866","63,702431","29,4","1,691779","15,1"
19/10/2009 23.00,"2,938473","45,932337","38,178185","0,554246",,"941,279252","77,195114","29,4","1,2204","15,1"
20/10/2009 0.00,"5,398339","50,415997","45,129603","0,51072",,"978,710838","154,224079","29,4","1,329727","15,1"
20/10/2009 1.00,"10,715396","37,549996","33,607087","0,61786",,"954,101078","271,01352","30,29999","1,119666","13,7"
20/10/2009 2.00,"5,123816","36,359376","34,635","0,60602",,"1028,322322","117,148224","30,29999","2,388424","13,7"
20/10/2009 3.00,"4,881803","27,360968","26,227381","0,504288",,"1008,19117","111,742485","30,29999","1,780767","13,7"
20/10/2009 4.00,"3,762041","30,218202","28,597305","0,510957",,"1008,492993","93,083358","30,29999","1,088698","13,7"
20/10/2009 5.00,"3,496549","88,299331","51,46062","0,681355",,"1073,523866","91,684568","30,29999","1,532975","13,7"
20/10/2009 6.00,"5,766776","284,260295","73,022163","1,261803",,"1091,429921","97,236485","30,29999","1,773139","13,7"
20/10/2009 7.00,"5,671055","337,957659","79,956701","1,551614",,"1006,093955","96,28957","30,29999","3,920026","13,7"
20/10/2009 8.00,"6,66981","446,802463","91,855593","2,129972",,"1022,208567","113,61313","30,29999","4,844988","13,7"
20/10/2009 9.00,"4,103388","233,144114","79,715294","1,236824",,"1014,878665","95,259588","30,29999","5,321452","13,7"
20/10/2009 10.00,"2,474314","80,256771","51,824014","0,611388",,"940,64468","75,07535","30,29999","4,618705","13,7"
20/10/2009 11.00,"3,117274","29,111881","23,160515","0,509378",,"897,39237","69,752716","30,29999","1,73907","13,7"
20/10/2009 12.00,"3,05948","29,499674","23,390241","0,522638",,"909,954542","69,520127","30,29999","1,3221","13,7"
20/10/2009 13.00,"2,799406","21,774907","17,601739","0,496593",,"888,660596","73,135014","30,29999","1,240231","13,7"
