NetC,Regione Puglia,,,,,,
Stat,c,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE
PtId,1,4,2,,,5,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,,,ug/m3,
Field,Aver,Aver,Aver,,,Aver,
17/01/2007 20.00,"0,05588313","22,36751288",,"2,06714455","70,8975918",,"1,9246725"
17/01/2007 21.00,"0,05011674","22,83344816",,"1,69197494","67,9568022",,"2,305539"
17/01/2007 22.00,"0,07082795","24,45968064",,"1,61938379","66,7323909",,"2,56284"
17/01/2007 23.00,"0,14369193","26,47657296",,"1,72856642","67,01214975",,"3,7400175"
18/01/2007 0.00,"0,12807691","25,16442472",,"1,90833641","67,3202775",,"3,922569"
18/01/2007 1.00,,"27,27737592",,"2,14770896","67,16756025",,"6,67304652"
18/01/2007 2.00,"1,28009688",,,"2,30282638","67,1418846",,"7,0849305"
18/01/2007 3.00,"1,94087331","23,82893096",,,"68,27845605",,"7,868529"
18/01/2007 4.00,"1,45839122","20,621876",,"1,10794529","70,34890695",,"6,511851"
18/01/2007 5.00,"1,31298666","17,87299169",,"0,77103661","72,30041595",,"4,209363"
18/01/2007 6.00,"1,40352916","16,06116137",,"0,54572212","78,25628895",,"2,535381"
18/01/2007 7.00,"3,40690322","14,93980014",,"0,42199562","81,21463455",,"1,6500825"
18/01/2007 8.00,"3,87215021","15,71592874",,"0,41880352","78,7522659",,"1,531602"
18/01/2007 9.00,"2,3147815","22,41942368",,"0,43660472","70,9583994",,"1,406511"
18/01/2007 10.00,"2,53770586","26,90746128",,"0,80744636","65,69987865",,"4,54599"
18/01/2007 11.00,"1,96093974","27,26179312",,"0,77036324","71,6638713",,"7,584786"
18/01/2007 12.00,"2,07171951","22,48173576",,"1,05449509","76,0669161",,"2,622843"
18/01/2007 13.00,"2,00048985","16,602374",,"0,98976536","88,8152454",,"2,341134"
18/01/2007 14.00,"1,78768362","14,74771488",,"1,12362969","92,091195",,"1,2737925"
18/01/2007 15.00,"2,20121311","14,89437102",,"1,29255352","91,8290121",,"1,276335"
18/01/2007 16.00,"2,33524659","17,86909503",,"1,52440833","91,5141213",,"1,09952955"
18/01/2007 17.00,"1,23462681","18,92945964",,"1,61547871","91,2830205",,"0,8933328"
18/01/2007 18.00,"3,38989694","19,997608",,"1,57470837","88,4827986",,"1,018017"
18/01/2007 19.00,"4,26132865","21,64200448",,"1,23029709","76,395333",,"1,1141235"
18/01/2007 20.00,"4,0664267","23,06965664",,"1,04716841","69,11771265",,"1,318032"
18/01/2007 21.00,"4,64619501","35,64604696",,"0,86669127","60,64271325",,"1,917045"
18/01/2007 22.00,"2,88107354","45,05951128",,"0,84529488","55,4841819",,"2,2643505"
18/01/2007 23.00,"4,51786792","40,2249428",,"0,73615535","63,01452885",,"2,6772525"
19/01/2007 0.00,"5,56496095","29,6291168",,"0,67425773","71,81251875",,"2,6406405"
19/01/2007 1.00,"4,87207986","22,002818",,"0,57792854","78,66578265",,"2,1514635"
19/01/2007 2.00,"5,57025545","17,14358663",,"0,54538543","80,92136955",,"1,5371955"
19/01/2007 3.00,"5,03570093","15,2889256",,"0,45804538","84,3162411",,"0,9504882"
19/01/2007 4.00,"5,07529375","14,81779733",,"0,48150965","83,99865705",,"0,76900455"
19/01/2007 5.00,"5,20825938","14,55303504",,"0,4856454","84,578424",,"0,81792225"
19/01/2007 6.00,"4,85255448","13,76393352",,"0,53648483","86,58804735",,"0,6155901"
19/01/2007 7.00,"3,67692079","14,69320185",,"0,4800266","85,8150048",,"0,5957586"
19/01/2007 8.00,"4,55592406","15,52384539",,"0,40599318","82,77827565",,"0,59113125"
19/01/2007 9.00,"5,16333036","18,57384102",,"0,39156466","82,95802515",,"0,4880583"
19/01/2007 10.00,"5,35148654","22,06771128",,"0,54255332","83,34860625",,"1,3801707"
19/01/2007 11.00,"5,56537385","17,03846296",,"0,58754911","86,27315655",,"0,9711333"
19/01/2007 12.00,"6,1065887","12,45438178",,"0,78492691","94,40082645",,"0,7775982"
19/01/2007 13.00,"5,5293395","10,84760581",,"1,076926","97,7686857",,"0,52451775"
19/01/2007 14.00,"5,52090044","10,93327297",,"1,29570019","100,0972497",,"0,48536325"
19/01/2007 15.00,"5,71211576","11,00854458",,"1,63296303","100,58105715",,"0,4400559"
19/01/2007 16.00,"5,82373558","12,12601298",,"1,89228387","100,50808005",,"0,4500225"
19/01/2007 17.00,"5,75836892","12,89694668",,"1,71738126","101,07841065",,"0,46980315"
19/01/2007 18.00,"6,10303124","14,71267174",,"1,35507907","96,1117983",,"0,5737914"
19/01/2007 19.00,"6,29159931","18,37656851",,"1,17801888","89,3098857",,"0,8144136"
19/01/2007 20.00,"6,43126901","18,32205548",,"1,0388072","92,5317708",,"1,473633"
19/01/2007 21.00,"5,95715683","16,83858439",,"0,85918401","91,02624405",,"0,9880155"
19/01/2007 22.00,"6,14663613","18,50895539",,"0,80546935","86,4150609",,"0,859365"
19/01/2007 23.00,"6,35208437","21,61473936",,"0,92094648","81,97145775",,"1,43397"
20/01/2007 0.00,"6,19019933","22,23772632",,"1,02851326","80,24969295",,"2,243502"
20/01/2007 1.00,,"21,11895776",,"0,83531665","80,0361681",,"2,380797"
20/01/2007 2.00,"1,44094154",,,"0,7612378","74,62762335",,"2,0609505"
20/01/2007 3.00,"1,48522883","16,65558496",,,"71,36384325",,"1,985184"
20/01/2007 4.00,"1,24676674","18,31167141",,"0,64246838","70,6218828",,"1,9490805"
20/01/2007 5.00,"1,31458335","18,60239292",,"0,43043488","69,3663894",,"1,825515"
20/01/2007 6.00,"1,00366408","20,3220744",,"0,34719796","70,18671345",,"1,4741415"
20/01/2007 7.00,"0,80582605","20,91779624",,"0,31540861","71,0368029",,"1,187856"
20/01/2007 8.00,"0,87307619","23,000882",,"0,36371766","69,6974796",,"1,0314414"
20/01/2007 9.00,"0,83041304","22,4622716",,"0,34356549","69,7934391",,"0,9434709"
20/01/2007 10.00,"0,80672305","23,57583952",,"0,47764767","69,67723035",,"1,3429485"
20/01/2007 11.00,"0,62785715","21,86264928",,"0,51916711","78,51982845",,"1,9775565"
20/01/2007 12.00,"0,65000131","17,33697587",,"0,72949737","83,71213515",,"1,4354955"
20/01/2007 13.00,"0,80835126","16,11048523",,"1,18817768","93,1372134",,"1,2331125"
20/01/2007 14.00,"0,76194454","15,28633293",,"1,48338402","93,08316885",,"1,242774"
20/01/2007 15.00,"0,9279464","14,38690901",,"1,75034377","97,05780735",,"1,0921563"
20/01/2007 16.00,"0,70902799","12,62310048",,"1,96887796","98,825517",,"0,8892648"
20/01/2007 17.00,"0,2660533","13,76393352",,"2,40599295","99,35528925",,"0,8838747"
20/01/2007 18.00,"0,30415826","18,01576264",,"2,18983536","93,93323835",,"0,9611667"
20/01/2007 19.00,"0,49140728","18,59590359",,"1,60292001","88,6530918",,"0,98989695"
20/01/2007 20.00,"0,58495298","17,94178354",,"1,23954136","85,97179185",,"0,81568485"
20/01/2007 21.00,"1,10095233","17,97682476",,"1,00389914","83,2080585",,"0,8399403"
20/01/2007 22.00,"1,21224671","18,54269646",,"0,94731393","81,45383505",,"0,95623425"
20/01/2007 23.00,"1,27233107","18,80616623",,"0,8698822","80,0077992",,"1,326168"
21/01/2007 0.00,"0,63160073","21,00605416",,"0,8146414","75,74661885",,"1,5514335"
21/01/2007 1.00,"1,1693405","22,58685752",,"0,75554794","76,4953224",,"1,7192385"
21/01/2007 2.00,"1,38753073","20,46484344",,"0,59198543","76,0371906",,"1,913994"
21/01/2007 3.00,"1,07392149","18,66469544",,"0,56836156","80,172666",,"1,6236405"
21/01/2007 4.00,"1,33396127","16,24157004",,"0,63663988","90,34104135",,"1,1282598"
21/01/2007 5.00,"1,17862367","14,85154795",,"0,61704575","90,1937505",,"0,77083515"
21/01/2007 6.00,"0,69730097","15,64454422",,"0,51871858","86,1217959",,"0,7509528"
21/01/2007 7.00,"1,07905226","15,14096739",,"0,42263288","82,93368615",,"0,7591905"
21/01/2007 8.00,"1,13433434","15,92489122",,"0,4094276","84,6608574",,"0,74083365"
21/01/2007 9.00,"0,98518112","15,95213913",,"0,40227683","78,1995312",,"0,8184816"
21/01/2007 10.00,"1,07384216","16,57382402",,"0,49204008","77,10214155",,"1,10817405"
21/01/2007 11.00,"1,11194305","12,8567182",,"0,65977562","76,89266655",,"2,7459"
21/01/2007 12.00,"1,21346813","13,73538162",,"0,95112581","79,352322",,"1,4060025"
21/01/2007 13.00,"1,48531223","11,84696997",,"1,21947424","90,71945295",,"1,518381"
21/01/2007 14.00,"1,31271106","11,54975722",,"1,44645585","96,23610675",,"1,6022835"
21/01/2007 15.00,"1,70708332","14,18443777",,"2,02281746","98,2970814",,"0,7417998"
21/01/2007 16.00,"2,08517442","12,55820529",,"2,53489904","102,19062315",,"0,5905719"
21/01/2007 17.00,"1,90076893","12,72303881",,"2,65004065","100,67972985",,"0,53051805"
21/01/2007 18.00,"1,69877849","15,14616612",,"2,35492401","92,94938415",,"0,55014615"
21/01/2007 19.00,"1,35512809","16,35837221",,"1,74783203","79,2198939",,"0,86195835"
21/01/2007 20.00,"1,04029947","20,8022732",,"1,34474902","72,9545166",,"0,992592"
21/01/2007 21.00,"0,74370871","18,64782013",,"0,99237147","75,1290267",,"0,93345345"
21/01/2007 22.00,"0,85068491","20,97230736",,"0,98695072","72,66530145",,"1,357695"
21/01/2007 23.00,"1,02792563","22,08199392",,"0,88597784","74,4330111",,"1,683135"
22/01/2007 0.00,"0,36204081","24,16896104",,"0,94610466","71,91119145",,"1,438038"
22/01/2007 1.00,,"23,028128",,"0,93987191","78,09006555",,"1,7660205"
22/01/2007 2.00,"1,52551729",,,"0,95502623","83,5891434",,"1,3754925"
22/01/2007 3.00,"1,50798319","14,99171667",,,"76,8602478",,"1,109547"
22/01/2007 4.00,,"13,78129639",,,,,0
22/01/2007 5.00,"1,29869273","13,03841747",,"1,21898727","74,25056835",,"0,15707565"
22/01/2007 6.00,"1,64007319","12,489423",,"1,09152578","76,35477465",,"0,5906736"
22/01/2007 7.00,"2,04736033","12,91251992",,"0,90099469","84,55274835",,"0,47651535"
22/01/2007 8.00,"2,13735771","13,07346061",,"1,06982766","87,116463",,"0,43695405"
22/01/2007 9.00,"2,19886282","14,32331398",,"0,9646002","82,62286515",,"0,4804308"
22/01/2007 10.00,"2,63155462","19,43951432",,"1,06459797","71,85848355",,"0,58177485"
22/01/2007 11.00,"2,61359949","20,14945904",,"1,13367082","79,84965555",,"0,77246235"
22/01/2007 12.00,"2,69392011","14,62571207",,"1,30577744","90,5694489",,"0,58604625"
22/01/2007 13.00,"2,66428982","13,93395621",,"1,57592463","95,96718075",,"0,48749895"
22/01/2007 14.00,"2,66796221","12,55820529",,"1,7303512","96,7794051",,"0,50844915"
22/01/2007 15.00,"2,87723945","13,07476077",,"2,04992002","97,95787155",,"0,4950756"
22/01/2007 16.00,"3,34285663","13,28631592",,"2,29984398","95,70228465",,"0,5517225"
22/01/2007 17.00,"2,97509417","14,68931666",,"2,2906463","99,24987345",,"0,5391117"
22/01/2007 18.00,"2,95621967","15,53162723",,"2,01924907","102,41087115",,"0,63130275"
22/01/2007 19.00,"2,79352306","15,69646075",,"1,74182529","100,47699795",,"0,6730506"
22/01/2007 20.00,"3,13467164","15,47971834",,"1,37550502","98,50928955",,"0,6092847"
22/01/2007 21.00,"3,59308846","15,80678506",,"1,49609883","95,1089916",,"0,5591466"
22/01/2007 22.00,"2,95547726","17,00730692",,"1,33381433","92,99395245",,"0,64055745"
22/01/2007 23.00,"3,2279936","15,79509892",,"1,17063045","93,6088713",,"0,4896855"
23/01/2007 0.00,"3,33505827","15,43818779",,"1,17840566","94,26432855",,"0,48322755"
23/01/2007 1.00,"2,2661689","14,80612074",,"1,18474442","97,58488635",,"0,4182921"
23/01/2007 2.00,"3,03006912","13,40701474",,"1,27537443",,,"0,38488365"
23/01/2007 3.00,"1,34759009","13,10590725",,"1,29296477",,,"0,3668319"
23/01/2007 4.00,"0,38546537","13,01765698",,"1,27451932",,,"0,33759315"
23/01/2007 5.00,"0,92740637","13,85867312",,"1,25492635",,,"0,3415086"
23/01/2007 6.00,"1,20748512","15,46284494",,"1,26700624",,,"0,3563568"
23/01/2007 7.00,"1,71500066","16,08452792",,"1,15124135",,,"0,328491"
23/01/2007 8.00,"1,90406198","16,12475831",,"0,93694543",,,"0,3108969"
23/01/2007 9.00,"1,65042014","16,9411173",,"1,03777385",,,"0,31684635"
23/01/2007 10.00,"1,41037763","16,92164932",,"1,15170735",,,"0,36698445"
23/01/2007 11.00,"0,91568646","15,73540054",,"1,21657572",,,"0,46329435"
23/01/2007 12.00,"1,26547649","14,13771805",,"1,22796126",,,"0,42403815"
23/01/2007 13.00,"1,10168762","14,03259246",,"1,25773866",,,"0,56092635"
23/01/2007 14.00,"1,41139667","13,59261067",,"1,34488649",,,"0,53316225"
23/01/2007 15.00,"2,36717123","13,46411854",,"1,36800591",,,"0,4288689"
23/01/2007 16.00,"2,020719","14,08190677",,"1,49529498",,,"0,41366475"
23/01/2007 17.00,"0,49487729","13,95212403",,"1,54945",,,"0,44956485"
23/01/2007 18.00,"0,43723474","13,24866864",,"1,51221544",,,"0,46787085"
23/01/2007 19.00,"0,38292999","13,88333218",,"1,329618",,,"0,4463613"
23/01/2007 20.00,"0,35857589","13,77301743",,"1,18769071",,,"0,4882617"
23/01/2007 21.00,"0,54953087","13,7288923",,"1,20764716",,,"0,5006691"
23/01/2007 22.00,"0,48221157","13,01376032",,"1,28626718",,,"0,47549835"
23/01/2007 23.00,"0,49134931","12,87488602",,"0,7725581",,,"0,45668385"
24/01/2007 0.00,"0,56916202","11,00076466",,"0,71499312",,,"0,40451175"
24/01/2007 1.00,,"9,6315088",,"0,64266293",,,"0,3923586"
24/01/2007 2.00,"2,34491927",,,"0,78499331",,,"0,37562895"
24/01/2007 3.00,"1,8687914","8,22721172",,,,,"0,39840975"
24/01/2007 4.00,"2,17387513","7,66004178",,"0,46136913",,,"0,39057885"
24/01/2007 5.00,"1,68481305","8,33363746",,"0,4155089",,,"0,39851145"
24/01/2007 6.00,"0,85896125","8,4400613",,"0,28489609",,,"0,229842"
24/01/2007 7.00,"1,09816474","8,95921327",,"0,13601841",,,"0,4753458"
24/01/2007 8.00,"1,64441476","9,34208362",,"0,07202846",,,"0,43339455"
24/01/2007 9.00,"1,53401331","9,83138163",,"0,09328388",,,"0,43308945"
24/01/2007 10.00,"1,48613702","9,88848734",,"0,10757261",,,"0,45587025"
24/01/2007 11.00,"1,28410488","10,29212201",,"0,23912441",,,"0,4458528"
24/01/2007 12.00,"1,10911884","9,70159507",,"0,33870395",,,"0,45800595"
24/01/2007 13.00,"1,13804537","9,12793389",,"0,26681063",,,"0,45566685"
24/01/2007 14.00,"0,55040243","9,25902061",,"0,36326448",,,"0,5221278"
24/01/2007 15.00,"0,38584065","9,28627426",,"0,68120113",,,"0,49207545"
24/01/2007 16.00,"0,2958331","9,43942546",,"0,8415995",,,"0,47671875"
24/01/2007 17.00,"0,63071086","10,58414559",,"0,74813854",,,"0,5082966"
24/01/2007 18.00,"1,64149699","10,55947888",,"0,62404507",,,"0,6842376"
24/01/2007 19.00,"0,96803755","11,19544258",,"0,35187777",,,"0,51729705"
24/01/2007 20.00,"0,68277007","9,83008338",,"0,11739705",,,"0,55248525"
24/01/2007 21.00,"1,01825498","9,36804094",,"0,23778466",,,"0,5416542"
24/01/2007 22.00,"1,3495173","10,49588576",,"0,24158023",,,"0,5590449"
24/01/2007 23.00,"1,32398552","9,79763674",,"0,19848921",,,"0,4911093"
25/01/2007 0.00,"1,41604436","9,56531727",,"0,16263167",,,"0,51628005"
25/01/2007 1.00,"1,29812524","8,80346749",,"0,07497591",,,"0,49461795"
25/01/2007 2.00,"1,6842954","9,65876436",,"0,01643349",,,"0,4847022"
25/01/2007 3.00,"1,36217387","11,42646572",,"0,05604233",,,"0,4935501"
25/01/2007 4.00,"1,9395807","10,4543533",,"0,07877148",,,"0,45353115"
25/01/2007 5.00,"2,81436444","9,12923405",,"0,03487544",,,"0,44366625"
25/01/2007 6.00,"2,88862883","8,68276484",,"0,0861401",,,"0,2134683"
25/01/2007 7.00,"3,16527419","9,48874358",,"0,05653396",,,"0,46044675"
25/01/2007 8.00,"4,71668328","9,77297768",,"0,05157688",,,"0,44071695"
25/01/2007 9.00,"4,42382694","10,92807424",,"0,04018901",,,"0,4737186"
25/01/2007 10.00,"2,58604489","13,7094224",,"0,03188489","102,01350705",,"0,4675149"
25/01/2007 11.00,"4,49337245","15,88984999",,"0,06778553","98,8552425",,"0,5502987"
25/01/2007 12.00,"4,21627962","14,5738051",,"0,19661356","97,66731975",,"0,59286015"
25/01/2007 13.00,"1,98383241","10,39984218",,"0,46815642","98,59982265",,"0,6192513"
25/01/2007 14.00,"4,73844098","11,7678017",,"0,79096161","105,00971775",,"0,628506"
25/01/2007 15.00,"4,69664838","11,38103851",,"0,92465701","113,76313935",,"0,5723676"
25/01/2007 16.00,"4,77895826","11,69253008",,"0,86794597","109,6898481",,"0,5524344"
25/01/2007 17.00,"5,07736131","8,74246704",,"0,45377799","195,0500328",,"0,5468409"
25/01/2007 18.00,"5,28408284","13,93914346",,"0,43801437","78,992823",,"0,58462245"
25/01/2007 19.00,"3,58936217","15,12279957",,"0,33191666","77,67921525",,"0,30443895"
25/01/2007 20.00,"4,12172099","17,30322716",,"0,39501306","75,5249943",,"0,68845815"
25/01/2007 21.00,"4,47767913","26,55444872",,"0,42144807","67,66758705",,"1,6602525"
25/01/2007 22.00,"4,18999118","33,79656936",,"0,29766682","65,69716545",,"1,649574"
25/01/2007 23.00,"2,4555882","28,50774792",,"0,29891687","68,81634795",,"1,5117705"
26/01/2007 0.00,"3,62100816","28,75433856",,"0,36670123","64,51193595",,"2,337066"
26/01/2007 1.00,,"28,07295912",,"0,32709356","69,27312315",,"2,8674315"
26/01/2007 2.00,"1,40818702",,,"0,43663035","65,4417456",,"2,470293"
26/01/2007 3.00,"1,6516141","22,49471824",,,"68,104113",,"3,245247"
26/01/2007 4.00,"1,37227573","17,80680207",,"0,59089616","76,07096595",,"2,457072"
26/01/2007 5.00,"1,78397055","15,22143582",,"0,62371304","76,77779445",,"1,547874"
26/01/2007 6.00,"1,56440432","13,89890351",,"0,54747894","76,98726945",,"1,1883645"
26/01/2007 7.00,"1,11737892","13,03841747",,"0,48935243","76,077729",,"1,0917495"
26/01/2007 8.00,"1,25310977","13,71071491",,"0,40491789","80,4564747",,"0,86328045"
26/01/2007 9.00,"1,43358659","17,88856493",,"0,39416144","76,54669365",,"0,990558"
26/01/2007 10.00,"0,98024562","21,94830688",,"0,38551248","72,8477442",,"1,3124385"
26/01/2007 11.00,"1,13406382","25,51225576",,"0,22876989","72,05578905",,"1,893654"
26/01/2007 12.00,"1,1988752","30,51295792",,"0,66781179","67,4243367",,"2,5541955"
26/01/2007 13.00,"0,73748264","29,61873464",,"0,8964675","69,133932",,"3,1857525"
26/01/2007 14.00,"0,9228736","23,43177032",,"0,99304717","79,21851735",,"2,342151"
26/01/2007 15.00,"0,86328147","17,44210146",,"0,98569718","89,1720312",,"1,03464495"
26/01/2007 16.00,"0,61683694","13,80156933",,"1,08025907","90,14237925",,"0,81243045"
26/01/2007 17.00,"0,44743525","12,97612451",,"1,05336271","87,2124225",,"0,70269615"
26/01/2007 18.00,"0,38574607","16,4258639",,"1,03351577","83,0364087",,"0,79951455"
26/01/2007 19.00,"0,43612418","20,29092792",,"0,85173966","77,3264793",,"1,345491"
26/01/2007 20.00,"0,30319313","20,95282408",,"0,83910174","71,2476345",,"1,3673565"
26/01/2007 21.00,"0,14689955","20,23771696",,"0,66050724","69,19340295",,"1,295658"
26/01/2007 22.00,"0,02595893","18,9969475",,"0,52296501","71,06112195",,"1,143108"
26/01/2007 23.00,"0,07975416","28,28840328",,"0,48697699","63,29426775",,"1,1985345"
27/01/2007 0.00,"0,12673651","30,22353848",,"0,66100003","62,00633565",,"1,6958475"
27/01/2007 1.00,"0,25818884","27,86011528",,"0,96530502","66,2688327",,"4,2830955"
27/01/2007 2.00,"0,30303447","21,01123568",,"0,79728756","73,07615175",,"3,615435"
27/01/2007 3.00,"0,00971235","17,2409342",,"0,71401802","70,0339962",,"2,5786035"
27/01/2007 4.00,"0,08049352","14,38820917",,"0,50512769","76,2142269",,"1,9124685"
27/01/2007 5.00,"0,06458662","13,6068914",,"0,35620574","71,63683905",,"1,4924475"
27/01/2007 6.00,"0,01908401","13,02284423",,"0,2833979","70,8570534",,"1,636353"
27/01/2007 7.00,"0,02232112","13,10590725",,"0,25993597","70,5921573",,"1,604826"
27/01/2007 8.00,"0,05123748","14,40378432",,"0,29359748","71,8017258",,"1,6388955"
27/01/2007 9.00,"0,46466323","17,16175637",,"0,28315092","73,63295625",,"1,434987"
27/01/2007 10.00,"0,73078874","19,74451656",,"0,45421603","76,3318122",,"2,0568825"
27/01/2007 11.00,"0,65498868","16,01963082",,"0,50324622","79,9483083",,"1,683135"
27/01/2007 12.00,"0,15975036","15,22403997",,"0,65992474","87,27727995",,"1,8046665"
27/01/2007 13.00,"0,21860212","15,91191065",,"0,7160358","85,6798635",,"1,5117705"
27/01/2007 14.00,"0,37427634","17,26169278",,"0,89852839","88,3165752",,"1,0693755"
27/01/2007 15.00,"0,23648606","13,73407955",,"0,93881875","94,44272145",,"1,132938"
27/01/2007 16.00,"0,83868227","14,66335744",,"0,51177169","96,12801765",,"0,99416835"
27/01/2007 17.00,"1,01066307","12,75677987",,"0,15777595","95,42928885",,"0,9318771"
27/01/2007 18.00,"0,36204488","13,64711988",,"0,0379592","98,4133101",,"0,7772931"
27/01/2007 19.00,"0,38207063","13,3148659",,"0,10184197","97,52272215",,"0,84721185"
27/01/2007 20.00,"0,20319253","12,53354814",,"0,36231617","96,3199167",,"0,8866206"
27/01/2007 21.00,"0,46090542","12,37260936",,"0,36240121","96,45236475",,"0,82565145"
27/01/2007 22.00,"0,34098281","12,2817645",,"0,41138247","100,4215968",,"0,80927775"
27/01/2007 23.00,"0,52351499","11,99492818",,"0,23049176","99,78369555",,"0,8188884"
28/01/2007 0.00,"0,82996658","10,64384397",,"0,27302591","106,00578135",,"0,56316375"
28/01/2007 1.00,,"11,05266972",,"0,27499476","108,11944395",,"0,5762322"
28/01/2007 2.00,"2,21786241",,,"0,33016683","109,449291",,"0,5850801"
28/01/2007 3.00,"1,79391884","10,43878006",,,"109,16139255",,"0,55685835"
28/01/2007 4.00,"1,97420752","10,26746677",,"0,36901492","108,6155007",,"0,5520276"
28/01/2007 5.00,"2,06635992","10,20646441",,"0,29385261","108,85464135",,"0,56743515"
28/01/2007 6.00,"1,84958637","9,96765943",,"0,344141","109,43446815",,"0,52095825"
28/01/2007 7.00,"1,42699745","9,95986994",,"0,35530636","109,4506077",,"0,5151105"
28/01/2007 8.00,"1,58929438","10,13768021",,"0,38248581","107,62217025",,"0,5299587"
28/01/2007 9.00,"1,78829178","11,00725207",,"0,32357642","107,7748077",,"0,55838385"
28/01/2007 10.00,"2,18695985","11,23048381",,"0,2874556","109,60607805",,"0,606132"
28/01/2007 11.00,"2,49965277","10,4335928",,"0,36569001","109,449291",,"0,58767345"
28/01/2007 12.00,"2,84219058","9,61593556",,"0,63280587","109,86550785",,"0,5946399"
28/01/2007 13.00,"2,29083725","9,77427593",,"0,82567628","110,74673925",,"0,5988096"
28/01/2007 14.00,"1,74663445","10,0494242",,"0,4884181","113,3496357",,"0,56194335"
28/01/2007 15.00,"1,77597185","10,28822535",,"0,40920858","114,37129515",,"0,53834895"
28/01/2007 16.00,"2,48466931","10,69835509",,"0,46364088","118,18513665",,"0,514602"
28/01/2007 17.00,"1,89911326","11,32522341",,"0,46016452","116,783709",,"0,5122629"
28/01/2007 18.00,"1,78507298","12,68669551",,"0,3363856","116,518773",,"0,5014827"
28/01/2007 19.00,"1,57634186","18,82692673",,"0,397731","107,6181204",,"0,56275695"
28/01/2007 20.00,"2,0038368","31,42536432",,"0,34300629","91,0519197",,"0,9713367"
28/01/2007 21.00,"1,98140279","25,2903108",,"0,39724054","99,29176845",,"1,2039246"
28/01/2007 22.00,"1,89860272","20,78800968",,"0,4603882","101,3243742",,"1,6307595"
28/01/2007 23.00,"1,25619026","23,63553216",,"0,6414956","91,337085",,"2,411307"
29/01/2007 0.00,"1,49836949","30,4402828",,"0,65483485","84,0527016",,"3,4359345"
29/01/2007 1.00,"1,30072571","35,8316448",,"0,70664706","74,8816866",,"4,21038"
29/01/2007 2.00,"1,27210937","33,42669296",,"0,70098749","80,40781665",,"4,1732595"
29/01/2007 3.00,"1,38073005","27,38507888",,"0,65537425","83,8851216",,"4,364964"
29/01/2007 4.00,"1,49489542","22,25460928",,"0,45659962","85,84203705",,"3,0952395"
29/01/2007 5.00,"1,70887629","17,40706023",,"0,32861272","91,05461295",,"1,9216215"
29/01/2007 6.00,"1,78337866","14,95797561",,"0,23052787","90,3397047",,"1,4110875"
29/01/2007 7.00,"1,14253543","14,6322014",,"0,14186089","94,63599705",,"1,2158235"
29/01/2007 8.00,"1,21432648","15,83273473",,"0,13641917","94,97790015",,"0,95633595"
29/01/2007 9.00,"1,30292345","27,19299936",,"0,17525095","83,464815",,"0,9188595"
