NetC,Regione Puglia,,,,,,
Stat,c,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE
PtId,1,4,2,,,5,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,,,ug/m3,
Field,Aver,Aver,Aver,,,Aver,
29/10/2007 13.00,"1,44103801","6,36243924","6,88644695",,"56,8962342",,"0,9648"
29/10/2007 14.00,"1,73526597","4,11011291","5,833673",,"71,36001972",,"0,63529998"
29/10/2007 15.00,"1,848786","4,54423454","6,52082491",,"72,62649072",,"0,244"
29/10/2007 16.00,"1,95466101","3,79984384","6,7670598",,"80,56617498",,"0,47854999"
29/10/2007 17.00,"2,43796611","3,55341591","6,95292377",,"81,76205322",,"0,52875"
29/10/2007 18.00,"2,07947803","4,90557652","7,73640013",,"79,31035764",,"0,56015003"
29/10/2007 19.00,"2,20517492","6,26795473","7,90598297",,"62,19914742",,"0,57665002"
29/10/2007 20.00,"1,73873794","6,9536112","7,90462589",,"35,97497694",,"0,78539997"
29/10/2007 21.00,"1,63884902","8,97227971","8,72608852",,"21,46325976",,"0,62134999"
29/10/2007 22.00,"1,83974302","7,68395836","7,975173",,"15,92094526",,"0,78654999"
29/10/2007 23.00,"1,72925401","7,27409598","8,10473537",,"15,8141281",,"1,40799999"
30/10/2007 0.00,"1,48099399","8,53815808","8,07624531",,"20,90395242",,"1,09650004"
30/10/2007 1.00,"1,502527","14,96571001","11,5357399",,"14,54766298",,"1,00374997"
30/10/2007 2.00,"1,46596503","15,88120212","11,80300999",,"11,43145174",,
30/10/2007 3.00,"0,99649501","12,02900817","10,18992996",,"8,88254887",,"1,61950004"
30/10/2007 4.00,"0,80917901","11,11096355","9,33184147",,"14,98446304",,"1,76049995"
30/10/2007 5.00,"1,05083299","5,15200633","5,72242594",,"37,21213566",,"1,80350006"
30/10/2007 6.00,"1,34977698","4,57998671","5,46940708",,"42,34056822",,"0,94260001"
30/10/2007 7.00,"1,19868505","5,33076152","5,90082788",,"46,24118118",,"0,815"
30/10/2007 8.00,"1,20547402","5,1852041","5,77872801",,"48,56501322",,"0,69954997"
30/10/2007 9.00,"1,80147099","5,72147156","6,23795986",,"32,85610326",,"0,74440002"
30/10/2007 10.00,"2,19527698","5,16349736","6,2311759",,"34,79640354",,"1,10459995"
30/10/2007 11.00,"1,83590806","5,03709228","6,38787079","0,7400664","51,49080648",,"0,78285003"
30/10/2007 12.00,"1,84572697","5,0421992","6,42992783","0,7756911","56,62590984",,"0,68265003"
30/10/2007 13.00,"1,97497499","5,90150583","7,22154379","1,10783065","61,08449598",,"0,63099998"
30/10/2007 14.00,"3,50086403","6,14154776","7,60548115","1,45374835","65,42453808",,"0,59135002"
30/10/2007 15.00,"3,54869699","5,62570985","7,53968191","2,4063313","77,13967932",,"0,55385"
30/10/2007 16.00,"2,58133507","4,2952541","6,81386518","1,67020825","77,81484276",,"0,51920003"
30/10/2007 17.00,"1,97883606","3,95433977","6,65174294","1,83278605","69,55154622",,"0,47235"
30/10/2007 18.00,"1,605811","4,18416976","6,58119678","1,2296582","67,2170409",,"0,1935"
30/10/2007 19.00,"1,03743601","5,20052485","6,8762722","2,5896275","64,08751356",,"0,48445001"
30/10/2007 20.00,"1,14318204","4,76895761","6,47876787","2,5008774","66,3207993",,"0,23999999"
30/10/2007 21.00,"1,70466399","4,15224919","6,08194304","2,4713799","64,72806732",,"0,4391"
30/10/2007 22.00,"1,50335598","3,63002528","5,82146311","2,4287103","66,61111644",,"0,44499999"
30/10/2007 23.00,"0,90194303","3,37465884","5,69461393","2,48787665","70,87393422",,"0,20895"
31/10/2007 0.00,"0,52044302","3,10780137","5,49925423","2,41724365","70,5956049",,"0,39125001"
31/10/2007 1.00,,"3,05928285","5,39275599","2,42858265","69,56086572",,"0,39375001"
31/10/2007 2.00,"0,99987203",,,"2,4288805","68,15856546",,"0,3549"
31/10/2007 3.00,"0,89209902","2,72347545","3,88888907",,"70,73011962",,"0,41190001"
31/10/2007 4.00,"0,92224503","2,24849661","3,95740104","0,7590621","72,33748812",,"0,28060001"
31/10/2007 5.00,,,,,,,
31/10/2007 6.00,,,,,,,
31/10/2007 7.00,,,,,,,
31/10/2007 8.00,,,,,,,
31/10/2007 9.00,,,,,,,
31/10/2007 10.00,,,,,,,
31/10/2007 11.00,,,,,,,
31/10/2007 12.00,,,,,,,
31/10/2007 13.00,,,,,,,
31/10/2007 14.00,,,,,,,
31/10/2007 15.00,,,,,,,
31/10/2007 16.00,,,,,,,
31/10/2007 17.00,,,,,,,
31/10/2007 18.00,,,,,,,
31/10/2007 19.00,,,,,,,
31/10/2007 20.00,,,,,,,
31/10/2007 21.00,,,,,,,
31/10/2007 22.00,,,,,,,
31/10/2007 23.00,,,,,,,
01/11/2007 0.00,,,,,,,
01/11/2007 1.00,,,,,,,
01/11/2007 2.00,,,,,,,
01/11/2007 3.00,,,,,,,
01/11/2007 4.00,,,,,,,
01/11/2007 5.00,,,,,,,
01/11/2007 6.00,,,,,,,
01/11/2007 7.00,,,,,,,
01/11/2007 8.00,,,,,,,
01/11/2007 9.00,,,,,,,
01/11/2007 10.00,,,,,,,
01/11/2007 11.00,,,,,,,
01/11/2007 12.00,,,,,,,
01/11/2007 13.00,,,,,,,
01/11/2007 14.00,,,,,,,
01/11/2007 15.00,,,,,,,
01/11/2007 16.00,,,,,,,
01/11/2007 17.00,,,,,,,
01/11/2007 18.00,,,,,,,
01/11/2007 19.00,,,,,,,
01/11/2007 20.00,,,,,,,
01/11/2007 21.00,,,,,,,
01/11/2007 22.00,,,,,,,
01/11/2007 23.00,,,,,,,
02/11/2007 0.00,,,,,,,
02/11/2007 1.00,,,,,,,
02/11/2007 2.00,,,,,,,
02/11/2007 3.00,,,,,,,
02/11/2007 4.00,,,,,,,
02/11/2007 5.00,,,,,,,
02/11/2007 6.00,,,,,,,
02/11/2007 7.00,,,,,,,
02/11/2007 8.00,,,,,,,
02/11/2007 9.00,,,,,,,
02/11/2007 10.00,,,,,,,
02/11/2007 11.00,,,,,,,
02/11/2007 12.00,,,,,,,
02/11/2007 13.00,,,,,,,
02/11/2007 14.00,,,,,,,
02/11/2007 15.00,,,,,,,
02/11/2007 16.00,,,,,,,
02/11/2007 17.00,,,,,,,
02/11/2007 18.00,,,,,,,
02/11/2007 19.00,,,,,,,
02/11/2007 20.00,,,,,,,
02/11/2007 21.00,,,,,,,
02/11/2007 22.00,,,,,,,
02/11/2007 23.00,,,,,,,
03/11/2007 0.00,,,,,,,
03/11/2007 1.00,,,,,,,
03/11/2007 2.00,,,,,,,
03/11/2007 3.00,,,,,,,
03/11/2007 4.00,,,,,,,
03/11/2007 5.00,,,,,,,
03/11/2007 6.00,,,,,,,
03/11/2007 7.00,,,,,,,
03/11/2007 8.00,,,,,,,
03/11/2007 9.00,,,,,,,
03/11/2007 10.00,,,,,,,
03/11/2007 11.00,,,,,,,
03/11/2007 12.00,,,,,,,
03/11/2007 13.00,,,,,,,
03/11/2007 14.00,,,,,,,
03/11/2007 15.00,,,,,,,
03/11/2007 16.00,,,,,,,
03/11/2007 17.00,,,,,,,
03/11/2007 18.00,,,,,,,
03/11/2007 19.00,,,,,,,
03/11/2007 20.00,,,,,,,
03/11/2007 21.00,,,,,,,
03/11/2007 22.00,,,,,,,
03/11/2007 23.00,,,,,,,
04/11/2007 0.00,,,,,,,
04/11/2007 1.00,,,,,,,
04/11/2007 2.00,,,,,,,
04/11/2007 3.00,,,,,,,
04/11/2007 4.00,,,,,,,
04/11/2007 5.00,,,,,,,
04/11/2007 6.00,,,,,,,
04/11/2007 7.00,,,,,,,
04/11/2007 8.00,,,,,,,
04/11/2007 9.00,,,,,,,
04/11/2007 10.00,,,,,,,
04/11/2007 11.00,,,,,,,
04/11/2007 12.00,,,,,,,
04/11/2007 13.00,,,,,,,
04/11/2007 14.00,,,,,,,
04/11/2007 15.00,,,,,,,
04/11/2007 16.00,,,,,,,
04/11/2007 17.00,,,,,,,
04/11/2007 18.00,,,,,,,
04/11/2007 19.00,,,,,,,
04/11/2007 20.00,,,,,,,
04/11/2007 21.00,,,,,,,
04/11/2007 22.00,,,,,,,
04/11/2007 23.00,,,,,,,
05/11/2007 0.00,,,,,,,
05/11/2007 1.00,,,,,,,
05/11/2007 2.00,,,,,,,
05/11/2007 3.00,,,,,,,
05/11/2007 4.00,,,,,,,
05/11/2007 5.00,,,,,,,
05/11/2007 6.00,,,,,,,
05/11/2007 7.00,,,,,,,
05/11/2007 8.00,,,,,,,
05/11/2007 9.00,,,,,,,
05/11/2007 10.00,,,,,,,
05/11/2007 11.00,,,,,,,
05/11/2007 12.00,,,,,,,
05/11/2007 13.00,"1,55742204",,,0,"67,66155162",,
05/11/2007 14.00,"1,28203201",,,0,"75,2939082",,
05/11/2007 15.00,"1,233307",,,0,"76,10890338",,
05/11/2007 16.00,"4,29541111",,,0,"69,86183652",,
05/11/2007 17.00,"3,28189206",,,"0,0422004","72,80758332",,
05/11/2007 18.00,"1,69832897",,,"0,00671945","69,53290722",,
05/11/2007 19.00,"1,41092205",,,0,"67,85759466",,
05/11/2007 20.00,"0,74978298",,,0,"66,30881148",,
05/11/2007 21.00,"0,67795599",,,0,"69,07744854",,
05/11/2007 22.00,"0,75081903",,,0,"74,22585426",,
05/11/2007 23.00,"0,85584199",,,0,"73,67984928",,
06/11/2007 0.00,"0,639467",,,0,"70,54898778",,
06/11/2007 1.00,,,,0,"72,41206374",,
06/11/2007 2.00,"2,61496496",,,0,"69,99766578",,
06/11/2007 3.00,"4,04431915",,,,"68,7591729",,
06/11/2007 4.00,"4,43513584",,,"0,45444205","66,73495788",,
06/11/2007 5.00,"4,42786121",,,"0,5420571","66,42600174",,
06/11/2007 6.00,"3,61190295",,,"0,37586025","65,6629407",,
06/11/2007 7.00,"4,22531891",,,"0,3823336","65,41256988",,
06/11/2007 8.00,"4,11487913",,,"0,42209255","63,98629398",,
06/11/2007 9.00,"4,46498203",,,"0,3890473","62,80905474",,
06/11/2007 10.00,"5,62224293",,,"0,3543288","63,31909626",,
06/11/2007 11.00,"6,2441659",,,"0,3944822","64,0768599",,
06/11/2007 12.00,"6,77388",,,"0,50475455","65,44186254",,
06/11/2007 13.00,"7,119174",,,"0,84259235","66,20360904",,
06/11/2007 14.00,"7,27808905",,,"1,0141597","67,25033604",,
06/11/2007 15.00,"7,55839777",,,"1,4405613","71,48786364",,
06/11/2007 16.00,"5,74813509",,,"1,5424766","70,86461472",,
06/11/2007 17.00,"6,09261417",,,"1,2496084","74,30843484",,
06/11/2007 18.00,"5,05452394",,,"0,8872618","71,463888",,
06/11/2007 19.00,"3,93348098",,,"0,6015006","57,94696368",,
06/11/2007 20.00,"4,10341883",,,"0,3570865","42,4950561",,
06/11/2007 21.00,"3,90142989",,,"0,35110535","29,09532204",,
06/11/2007 22.00,"3,5680809",,,"0,3693685","32,14362258",,
06/11/2007 23.00,"3,56898403",,,"0,4973014","25,07222142",,
07/11/2007 0.00,"3,9568491",,,"0,62411535","25,82329464",,
07/11/2007 1.00,"3,21912408",,,"0,7524358","39,12714576",,
07/11/2007 2.00,"3,29636693",,,"0,63596035","45,38355174",,
07/11/2007 3.00,"3,133636",,,"0,61295805","48,27071322",,
07/11/2007 4.00,"3,14436698",,,"0,5868979","49,45860612",,
07/11/2007 5.00,"2,66036892",,,"0,4751179","50,24432826",,
07/11/2007 6.00,"3,05451798",,,"0,3490894","49,38136218",,
07/11/2007 7.00,"3,58344603",,,"0,35842165","50,954121",,
07/11/2007 8.00,"3,45323205",,,"0,3274142","48,25472292",,
07/11/2007 9.00,"3,35987711",,,"0,5606158","42,32993418",,
07/11/2007 10.00,"3,35747004",,,"0,3566679","43,51280436",,
07/11/2007 11.00,"3,12502098",,,"0,3972813","43,03307574",,
07/11/2007 12.00,"3,27544689",,,"0,48045965","48,30400836",,
07/11/2007 13.00,"3,65389991",,,"0,63186865","72,83289312",,
07/11/2007 14.00,"4,50078201",,,"0,8571939","73,40020542",,
07/11/2007 15.00,"5,21531296",,,"1,33580205","71,43059286",,
07/11/2007 16.00,"7,01323223",,,"1,63435585","73,08324432",,
07/11/2007 17.00,"7,796031",,,"1,8677794","74,94498612",,
07/11/2007 18.00,"9,30081081",,,"1,46407995","75,70539846",,
07/11/2007 19.00,"8,97317314",,,"1,04887935","75,89983266",,
07/11/2007 20.00,"7,7842598",,,"0,6489266","71,70493932",,
07/11/2007 21.00,"6,99418592",,,"0,47645305","62,2244376",,
07/11/2007 22.00,"5,73578978",,,"0,59887285","42,52568292",,
07/11/2007 23.00,"5,41044521",,,"0,72827085","40,38029478",,
08/11/2007 0.00,"6,15784216",,,"0,7236191","38,18828952",,
08/11/2007 1.00,,,,"0,74571635","40,31904114",,
08/11/2007 2.00,"1,31200695","8,25087107","5,61253595","0,78249795","44,5166028",,
08/11/2007 3.00,"1,53001499","7,52435551","5,07190418",,"49,53585006",,
08/11/2007 4.00,"1,10464895","5,95768566","4,42477322","0,65729285","51,33365028",,
08/11/2007 5.00,"0,98519498","4,19821519","3,51037908","0,40756115","56,5673049",,
08/11/2007 6.00,"1,12859702","3,57895237","3,21598101","0,2817316","58,86984924",,
08/11/2007 7.00,"1,39418197","3,75515504","3,31366205","0,17022185","52,53753348",,
08/11/2007 8.00,"1,48130095","6,90892241","5,01017523","0,1120813","49,22555976",,
08/11/2007 9.00,"1,36316299","17,89067066","13,7438097","0,1100228","21,93816186",,
08/11/2007 10.00,"1,35553801","29,04912945","24,90229988","0,26164225","22,68711612",,
08/11/2007 11.00,"4,77328777","27,15432291","22,80965996","0,666126","34,6752108",,
08/11/2007 12.00,"22,49677086","17,56917014","13,96146965","1,09367875","55,64975598",,
08/11/2007 13.00,"15,63068962","10,54915399","8,42219543","1,32272885","68,96159244",,
08/11/2007 14.00,"7,31185818","7,02000674","6,14774084","1,2390974","76,73748894",,
08/11/2007 15.00,"4,78294802","4,45741134","4,7022109","1,48525375","84,408183",,
08/11/2007 16.00,"3,77506089","4,67702562","5,25844479","1,7910422","85,67463438",,
08/11/2007 17.00,"4,07972193","4,92983766","5,79161596","2,0332782","86,1660369",,
08/11/2007 18.00,"3,48073101","11,97281894","9,88603973","1,7643714","70,02164142",,
08/11/2007 19.00,"2,663903","24,87261348","16,77112961","1,371375","42,25269024",,
08/11/2007 20.00,"1,93048894","18,90728532","12,55935001","0,88720545","25,43578002",,
08/11/2007 21.00,"1,74761295","35,16898176","24,05236053","0,68137845","13,73399019",,
08/11/2007 22.00,"1,90300596","38,66109588","27,34025002","0,6316122","14,81933131",,
08/11/2007 23.00,"2,13855195","32,64340068","20,46194077","0,75221385","14,20808198",,
09/11/2007 0.00,"2,4625001","31,90029282","19,60112953","0,77259415","16,3228433",,
09/11/2007 1.00,"2,58558106","32,30632548","19,51226997","0,82192915","16,55988822",,
09/11/2007 2.00,"1,92324901","19,57633821","12,43927956","0,73019595","24,9563457",,
09/11/2007 3.00,"1,67946398","10,89645431","7,72351122","0,6330773","28,53468054",,
09/11/2007 4.00,"1,61050701","9,57749711","6,90340519","0,4566788","36,63016722",,
09/11/2007 5.00,"1,44190705","6,55013482","5,31746101","0,4387986","34,10656434",,
09/11/2007 6.00,"1,45367098","5,89001292","4,99389505","0,3747367","40,3576533",,
09/11/2007 7.00,"1,622805","6,79400835","5,44091702","0,3210846","45,23173218",,
09/11/2007 8.00,"1,47393596","7,6022402","5,89065313","0,27012695","44,43404184",,
09/11/2007 9.00,"0,77751899","12,87681437","8,93501568","0,2861844","41,54821452",,
09/11/2007 10.00,"1,58584297","16,33702673","11,91629028","0,4368597","44,19432468",,
09/11/2007 11.00,"1,55396199","12,77084071","10,13158989","0,6584992","51,78112362",,
09/11/2007 12.00,,"5,36386712","5,60244417","1,25121265","78,0519897",,
09/11/2007 13.00,"1,61939597","4,9043012","5,46465921","1,9804955","86,14606374",,"0,59085"
09/11/2007 14.00,"2,24137902","4,5276366","5,60710907","2,0328044","88,72028622",,"0,53654999"
09/11/2007 15.00,"2,2439239","4,26205633","5,74888086","2,42424945","88,8427935",,"0,54430002"
09/11/2007 16.00,"1,75142097","5,25159776","6,48962212","2,38736665","90,9895158",,"0,55565"
09/11/2007 17.00,"1,45494401","6,1645317","6,83964205","2,08683485","84,92754402",,
09/11/2007 18.00,"1,43867898","7,18727279","7,2825942","1,8222808","81,49702626",,"0,62194997"
09/11/2007 19.00,"1,68753397","5,61294162","6,22846317","1,71969045","80,53554816",,"0,59689999"
09/11/2007 20.00,"1,62169099","7,77333596","7,23850298","1,609172","74,32440552",,"0,60965002"
09/11/2007 21.00,"1,602983","7,62011722","7,03093195","1,5775033","70,03096092",,"0,61535001"
09/11/2007 22.00,"1,38849902","7,36985769","6,55541992","0,9200805","70,70480982",,"0,71885002"
09/11/2007 23.00,"3,05243206","12,30479851","8,9133091","0,7809098","57,22916598",,"0,61940002"
10/11/2007 0.00,"3,26729202","9,64644516","7,41826105","0,91146355","59,52372498",,"1,23150003"
10/11/2007 1.00,,"4,13820376","4,44851398","0,861051","73,5480225",,"1,09370005"
10/11/2007 2.00,"0,58845699",,,"1,0064271","63,89041104",,"0,57450002"
10/11/2007 3.00,"1,33607399","3,88283732","3,41066289",,"71,31738546",,"0,64600003"
10/11/2007 4.00,"1,77718997","3,410411","3,30620003","0,50670725","76,23543276",,"0,55615002"
10/11/2007 5.00,"1,59679902","3,60704322","3,3665719","0,4802837","71,0563806",,"0,08405"
10/11/2007 6.00,"1,53003001","3,51894094","3,37606812","0,35461975","67,96148256",,"0,20375"
10/11/2007 7.00,"1,964535","4,68085533","3,95400906","0,26048765","68,39828262",,"0,19955"
10/11/2007 8.00,"0,80304903","8,12957102","5,91643","0,19667415","64,84659174",,"0,32460001"
10/11/2007 9.00,"0,96122801","2,8984028","3,12508512","0,1101723","74,11800312",,"0,17985"
10/11/2007 10.00,"1,232463","9,1535893","7,21950912","0,06306715","65,1675357",,"0,20405"
10/11/2007 11.00,"1,67009401","5,32310021","5,11803007","0,14914925","69,07213152",,"0,16215"
10/11/2007 12.00,"0,95376301","3,6925911","4,104599","0,4101291","71,05371228",,"0,2791"
10/11/2007 13.00,"1,60160899","3,39381118","4,18667698","0,6584256","71,77284414",,"0,18889999"
10/11/2007 14.00,"2,39778304","5,0421992","5,52503109","0,7062058","69,34645836",,"0,19935"
10/11/2007 15.00,"4,91357517","6,74931956","6,96241999","0,8243545","68,47152408",,"0,32214999"
10/11/2007 16.00,"12,77243042","9,04505748","8,61077213","0,8238853","66,47261886",,"0,27364999"
10/11/2007 17.00,"8,58194447","5,94874715","6,273911","0,93071915","71,22419046",,"0,2075"
10/11/2007 18.00,"5,61135101","4,66808711","5,1960392","0,43907115","74,21920308",,"0,23535"
10/11/2007 19.00,"4,60455418","6,82465172","5,99172401","0,14445265","70,41182436",,"0,37029999"
10/11/2007 20.00,"1,26448798","6,35860952","5,61185694","0,0432262","64,81727946",,"0,23875"
10/11/2007 21.00,"1,55162299","6,43138917","5,68783092","0,1285677","64,00895508",,"0,49430001"
10/11/2007 22.00,"1,54359603","7,53329214","6,29697514","0,15684275","59,54236398",,"0,55559999"
10/11/2007 23.00,"1,35576499","7,44519174","6,25966597","0,17896875","55,20895344",,"0,65109998"
11/11/2007 0.00,"0,80721599","11,37399506","8,34215164","0,18163675","46,49553486",,"0,375"
11/11/2007 1.00,"1,12654805","17,1554724","11,34988022","0,17506105","31,36323708",,"0,98224998"
11/11/2007 2.00,"1,02855206","17,17717914","11,32816982","0,20460915","27,49460472",,"1,29250002"
11/11/2007 3.00,"1,31452","15,63093883","10,48229027","0,1876363","36,81661608",,"1,32050002"
11/11/2007 4.00,"1,26400304","12,28181457","8,58703041","0,06253355","40,323024",,"1,24849999"
11/11/2007 5.00,"0,87466002","10,34997678","7,37213421","0,0004692","41,22061938",,"1,05865002"
11/11/2007 6.00,"1,30163598","8,68754522","6,51743317","0,0060559","49,37869386",,"0,85210001"
11/11/2007 7.00,"0,95971602","5,29756376","4,65065813","0,0014375","55,56586086",,"0,71684998"
11/11/2007 8.00,"0,89564002","6,8680652","5,53791904","0,0002346","53,64153126",,"0,54409999"
11/11/2007 9.00,"1,12767696","10,01544657","7,54850101","0,0034799","49,46925978",,"0,68169999"
11/11/2007 10.00,"0,51387101","15,21469046","12,14760017","0,0234002","46,16126892",,"0,8409"
11/11/2007 11.00,"10,4721899","12,43120735","10,44904995","0,229126","55,98535608",,"1,255"
11/11/2007 12.00,"17,75440979","11,5042261","9,83448696","0,50223145","62,09525952",,"1,47850001"
11/11/2007 13.00,"9,02408695","5,75083961","5,93406582","0,7727747","76,31000838",,"0,96385002"
11/11/2007 14.00,"4,94884205","4,07691702","4,82702494","0,76624155","83,04981192",,"0,61755002"
11/11/2007 15.00,"3,2708261","3,94029435","4,92402697","1,0323435","85,51216116",,"0,59100002"
11/11/2007 16.00,"1,947173","2,85499121","4,59639215","1,32359595","89,5166424",,"0,34924999"
11/11/2007 17.00,"1,56414795","2,88818709","4,83855677","1,2668055","89,95077414",,"0,29304999"
11/11/2007 18.00,"1,73651803","2,78476407","4,63709211","0,87290405","83,3574339",,"0,3484"
11/11/2007 19.00,"1,61865902","4,81620081","5,4253149","0,78643785","75,26328138",,"0,17460001"
11/11/2007 20.00,"1,09010696","7,26132776","6,49301291","0,56095735","63,5028768",,"0,44029999"
11/11/2007 21.00,"1,77091706","8,76543367","7,06010103","0,44018895","62,60530104",,"0,61879998"
11/11/2007 22.00,"0,808447","9,2008325","7,27716684","0,38354915","58,31850762",,"0,69400001"
11/11/2007 23.00,"0,43670899","6,59865334","5,74345398","0,36482485","64,3059234",,"0,73975003"
12/11/2007 0.00,"0,49132201","4,14458788","4,338624","0,3564977","72,9088029",,"0,61825001"
12/11/2007 1.00,,"11,05095212","8,44593716","0,435321","43,9932393",,"0,43709999"
12/11/2007 2.00,"0,456195",,,"0,36397845","29,97826128",,"0,65944999"
12/11/2007 3.00,"0,50212598","8,8739636","5,82078409",,"34,68853278",,"0,68720001"
12/11/2007 4.00,"0,62362498","11,6459538","7,47524118","0,6087778","28,60258536",,"0,88575"
12/11/2007 5.00,"0,55457503","8,54837191","5,95373821","0,75403315","37,41055272",,"0,98839998"
12/11/2007 6.00,"0,415784","5,44440026","4,34269381","0,59093325","38,8408311",,"0,7353"
12/11/2007 7.00,"0,365823","6,19900479","4,82906008","0,52890915","40,9156461",,"0,50849998"
12/11/2007 8.00,"0,976668","6,53864191","5,04951906","0,46632385","37,53841626",,"0,42144999"
12/11/2007 9.00,"0,76180297","14,38092404","9,75172997","0,4969702","29,86107102",,"0,42745"
12/11/2007 10.00,"0,432744","15,72670618","11,27593994","0,5841655","35,97097446",,"0,58275002"
12/11/2007 11.00,"0,90548903","12,51419331","9,68864536","0,7804107","43,11165384",,"0,56919998"
12/11/2007 12.00,"0,81329399","10,01416561","8,21326828","1,03768985","55,84552434",,"0,6681"
12/11/2007 13.00,"0,444157","8,69520653","7,55460596","1,24057285","62,56535472",,"0,7033"
12/11/2007 14.00,"0,68035698","3,94412594","4,69882011","1,27186435","69,54487542",,"0,86699998"
12/11/2007 15.00,"1,10622704","3,19973336","4,5624752","1,82146315","74,28846168",,"0,46294999"
12/11/2007 16.00,"0,93202603","3,90071435","5,50332403","2,4581296","73,9462104",,"0,4427"
12/11/2007 17.00,"0,66799998","4,57615511","5,96459103","2,3753733","70,91523432",,"0,42635"
12/11/2007 18.00,"0,29146701","7,69672659","7,5451088","1,9670635","62,06329854",,"0,41655001"
12/11/2007 19.00,"0,32849899","10,05502281","8,47917557","1,4735847","43,7268978",,"0,49355"
12/11/2007 20.00,"0,27175301","12,47461707","9,70356846","1,3203978","44,234271",,"0,73049998"
12/11/2007 21.00,"0,27700701","8,88162492","7,43318415","1,11001565","61,40810826",,"0,72915"
12/11/2007 22.00,"0,26806799","4,12798805","4,66151094","0,89937475","71,9846028",,"0,4808"
12/11/2007 23.00,"0,363655","2,29956953","3,45814705","0,75911845","75,28456908",,"0,38765001"
13/11/2007 0.00,"0,281037","2,11953713","3,30823493","0,72347305","71,43859782",,"0,2933"
13/11/2007 1.00,"0,36888301","2,85371401","3,62366009","0,76782625","71,60905638",,"0,31384999"
13/11/2007 2.00,"0,245855","2,41703798","3,38217402","0,6363203","74,2565007",,"0,46290001"
13/11/2007 3.00,"0,161349","2,49620174","3,32722807","0,61459565","75,65880096",,"0,48435"
13/11/2007 4.00,"0,15022901","1,37386735","2,73232889","0,5818816","76,93990848",,"0,40584999"
13/11/2007 5.00,"0,223029","1,52581077","2,8157649","0,61487855","75,81328884",,"0,32264999"
13/11/2007 6.00,"0,36426699","1,79905235","2,94396996","0,44128145","75,26728386",,"0,25485"
13/11/2007 7.00,"0,39482099","1,41728083","2,72554588","0,39567935","75,23930574",,"0,26769999"
13/11/2007 8.00,"0,31523699","2,13868948","3,05860806","0,4155502","73,6292493",,"0,2782"
13/11/2007 9.00,"0,234136","2,73496836","3,50291705","0,43119595","73,30032",,"0,252"
13/11/2007 10.00,"0,37569299","1,85650938","3,01587296","0,34623855","74,53349586",,"0,2581"
13/11/2007 11.00,"0,36396101","1,97908475","3,09523797","0,56054565","74,28179088",,"0,34419999"
13/11/2007 12.00,"0,51077199","2,00079149","3,30416489","0,80980815","74,43894708",,"0,2572"
13/11/2007 13.00,"0,71124202","1,94588698","3,45339799","1,2347113","74,78784954",,"3,18099999"
13/11/2007 14.00,"0,53633898","1,98036194","3,63519192","1,2310474","75,08882034",,"0,54914999"
13/11/2007 15.00,"0,75040299","1,76457739","3,69149399","1,5422903","75,25262772",,"0,40404999"
13/11/2007 16.00,"0,62700403","1,64455642","4,21448898","2,0794323","73,79970786",,
13/11/2007 17.00,"0,46509501","1,88842995","4,62420321","2,1929626","74,88373248",,"0,3664"
13/11/2007 18.00,"0,23412301","2,41320638","4,71917009","1,6749152","67,9787874",,"0,31025001"
13/11/2007 19.00,"0,241851","13,10282028","10,57386971","1,1925569","29,80913688",,"0,30875"
13/11/2007 20.00,"0,35194901","9,07697993","7,78116894","0,83549685","30,70004184",,"0,65434998"
13/11/2007 21.00,"0,49692401","10,46616803","8,22954845","0,5836411","21,78954036",,"0,80629998"
13/11/2007 22.00,"0,221779","7,26132776","7,3375392","0,60619145","24,02549442",,"0,4878"
13/11/2007 23.00,"0,36644799","13,47820016","10,06105042","0,62196715","20,95054992",,"0,6128"
14/11/2007 0.00,"0,43552399","26,01411714","23,70639992","0,61050165","8,75070835",,"1,06019998"
14/11/2007 1.00,,"24,18057477","25,25234032","0,72696445","9,05567182",,"1,83949995"
14/11/2007 2.00,"0,61157298",,,"0,7636874","9,59102118",,"2,22049999"
14/11/2007 3.00,"0,727961","22,59348102","16,24880981",,"12,80178121",,"2,75349998"
14/11/2007 4.00,"1,30771101","22,77988812","13,78713036","0,9755588","12,69258413",,"3,10400009"
14/11/2007 5.00,"0,83652598","18,14118412","11,18165016","0,84508785","22,87621368",,"2,18050003"
14/11/2007 6.00,"0,55958599","13,32115171","8,67453575","0,84911745","21,6470403",,"1,49100006"
14/11/2007 7.00,"0,618204","8,42451935","5,97069597","0,7726919","40,4735094",,"1,45350003"
14/11/2007 8.00,"0,35243699","4,62212299","4,02319908","0,572907","49,73293296",,"1,07554996"
14/11/2007 9.00,"0,36369801","3,20611748","3,39709711","0,6077543","49,62773052",,"0,62054998"
14/11/2007 10.00,"0,51682198","5,41375501","4,87722206","0,568192","52,78523598",,"0,56089997"
14/11/2007 11.00,"0,32661599","5,49036626","5,08614922","0,715599","53,11950192",,"0,53794998"
14/11/2007 12.00,"0,28106001","7,4720054","6,30511522","0,70586885","51,72385284",,"0,51889998"
14/11/2007 13.00,"0,26117399","10,46999022","8,14814854","0,79069515","48,70617912",,"0,56564999"
