,SIMAGE Brindisi,,,,,
,S. Pancrazio S.,,,,,
Parm,SO2,NOX,NO,NO2,PTS,PM10



08/10/2005 8.00,0,"18,724424","3,857579","12,811291",,"27,926331"
08/10/2005 9.00,0,"16,051359","3,813648","10,20386",,"27,926331"
08/10/2005 10.00,"0,007225","14,393824","3,735077","8,665893",,"27,926331"
08/10/2005 11.00,0,"14,786807","3,673403","9,153893",,"27,926331"
08/10/2005 12.00,0,"15,203135","3,646368","9,61204",,"27,926331"
08/10/2005 13.00,0,"15,727114","3,681007","10,083169",,"27,926331"
08/10/2005 14.00,0,"12,400373","3,595676","6,885211",,"27,926331"
08/10/2005 15.00,"0,012642","11,933463","3,512037","6,546466",,"27,926331"
08/10/2005 16.00,"0,001806","11,819329","3,374327","6,643808",,"27,926331"
08/10/2005 17.00,0,"13,772573","3,604124","8,245381",,"27,926331"
08/10/2005 18.00,0,"13,792028","3,687765","8,13636",,"27,926331"
08/10/2005 19.00,,"14,575401","3,76887","8,79568",,"27,926331"
08/10/2005 20.00,0,"16,516972","3,943755","10,469926",,"27,926331"
08/10/2005 21.00,0,"16,284814","4,048515","10,076677",,"27,926331"
08/10/2005 22.00,0,"15,217403","4,040067","9,021508",,"27,926331"
08/10/2005 23.00,0,"14,587074","4,016412","8,427085",,"27,926331"
09/10/2005 0.00,0,"15,083816","3,985153","8,972189",,"27,926331"
09/10/2005 1.00,,"13,619531","3,91503","7,614616",,"21,01017"
09/10/2005 2.00,"0,236856",,,,,"21,01017"
09/10/2005 3.00,"0,27642","13,686974","4,017257","7,525062",,"21,01017"
09/10/2005 4.00,"0,207707","13,23433","3,985997","7,120127",,"21,01017"
09/10/2005 5.00,"0,255736","13,309554","3,977548","7,208381",,"21,01017"
09/10/2005 6.00,"0,168231","12,945104","3,920943","6,930636",,"21,01017"
09/10/2005 7.00,"0,307372","14,28358","3,985997","8,170104",,"21,01017"
09/10/2005 8.00,"0,212856","14,868517","3,895598","8,894318",,"21,01017"
09/10/2005 9.00,"0,279764","16,769881","3,828011","10,900826",,"21,01017"
09/10/2005 10.00,"0,192231","16,889205","3,82632","11,022827",,"21,01017"
09/10/2005 11.00,"0,195664","16,640185","3,782388","10,841116",,"21,01017"
09/10/2005 12.00,"0,108129","13,3329","3,702973","7,65355",,"21,01017"
09/10/2005 13.00,"0,233424","13,274536","3,744371","7,531551",,"21,01017"
09/10/2005 14.00,"0,157962","13,5041","3,838149","7,617213",,"21,01017"
09/10/2005 15.00,"0,130442","12,994387","3,827165","7,12402",,"21,01017"
09/10/2005 16.00,"0,133875","17,103205","3,882081","11,151317",,"21,01017"
09/10/2005 17.00,"0,243721","17,505267","3,857579","11,591289",,"21,01017"
09/10/2005 18.00,"0,339866","20,234083","3,980083","14,133823",,"21,01017"
09/10/2005 19.00,"0,075519","16,510486","3,871097","10,575061",,"21,01017"
09/10/2005 20.00,"0,283256","18,850229","3,888839","12,889167",,"21,01017"
09/10/2005 21.00,"0,228275","22,988874","3,924323","16,976158",,"21,01017"
09/10/2005 22.00,"0,193947","17,50786","3,912496","11,509528",,"21,01017"
09/10/2005 23.00,"0,106414","15,978728","3,949669","9,922232",,"21,01017"
10/10/2005 0.00,"0,267751","14,297847","3,947134","8,244083",,"21,01017"
10/10/2005 1.00,"0,24887","13,885411","3,878701","7,936488",,"28,97991"
10/10/2005 2.00,"0,245438","14,270611","3,920099","8,258359",,"28,97991"
10/10/2005 3.00,"0,236856","15,3043","3,964875","9,223977",,"28,97991"
10/10/2005 4.00,"0,231707","15,532569","4,022326","9,364147",,"28,97991"
10/10/2005 5.00,"0,269466","14,890565","4,026549","8,715211",,"28,97991"
10/10/2005 6.00,"0,249045","17,376867","4,015567","11,2201",,"28,97991"
10/10/2005 7.00,"0,274732","20,419567","3,958962","14,351867",,"28,97991"
10/10/2005 8.00,"0,408811","36,039019","4,389835","29,320213",,"28,97991"
10/10/2005 9.00,"0,341611","28,026325","4,030774","21,853567",,"28,97991"
10/10/2005 10.00,"0,372448","15,461235","3,789148","9,650979",,"28,97991"
10/10/2005 11.00,"0,444651","14,916506","3,712267","9,223977",,"28,97991"
10/10/2005 12.00,"0,348419","19,96562","3,658197","14,359659",,"28,97991"
10/10/2005 13.00,"0,202558","18,646604","3,503589","13,277232",,"28,97991"
10/10/2005 14.00,"0,199096","11,687038","3,333773","6,573721",,"28,97991"
10/10/2005 15.00,"0,372681","18,151161","3,157199","13,313565",,"28,97991"
10/10/2005 16.00,"0,312376","19,658227","3,138613","14,850245",,"28,97991"
10/10/2005 17.00,"0,334717","13,316038","3,370946","8,146743",,"28,97991"
10/10/2005 18.00,"0,408491","16,694658","3,615109","11,152608",,"28,97991"
10/10/2005 19.00,"0,552694","21,733398","3,781544","15,939162",,"28,97991"
10/10/2005 20.00,"0,654074","24,817607","3,882081","18,871051",,"28,97991"
10/10/2005 21.00,"0,441101","22,300172","3,860115","16,385633",,"28,97991"
10/10/2005 22.00,"0,480636","18,736095","3,890529","12,772351",,"28,97991"
10/10/2005 23.00,"0,5202","16,619432","3,886305","10,660719",,"28,97991"
11/10/2005 0.00,"0,393044","14,707692","3,945444","8,656807",,"28,97991"
11/10/2005 1.00,,"13,689566","3,923478","7,671722",,"33,566261"
11/10/2005 2.00,"0,386482",,,,,"33,566261"
11/10/2005 3.00,"0,32103","14,443108","4,158347","8,064976",,"33,566261"
11/10/2005 4.00,"0,308978","15,184979","4,08231","8,924168",,"33,566261"
11/10/2005 5.00,"0,271899","14,575399","3,96741","8,490679",,"33,566261"
11/10/2005 6.00,"0,391499","16,628511","3,953049","10,56727",,"33,566261"
11/10/2005 7.00,"0,247621","19,956538","4,068791","13,719799",,"33,566261"
11/10/2005 8.00,"0,414335","22,62831","3,961496","16,558251",,"33,566261"
11/10/2005 9.00,"0,392365","22,239216","3,807733","16,405103",,"33,566261"
11/10/2005 10.00,"0,331871","18,367754","3,71649","12,671121",,"33,566261"
11/10/2005 11.00,"0,192837","14,489801","3,653126","8,887829",,"33,566261"
11/10/2005 12.00,"0,186264","14,806262","3,652281","9,205808",,"33,566261"
11/10/2005 13.00,"0,184072","14,343243","3,612574","8,803467",,"33,566261"
11/10/2005 14.00,"0,3381","12,335526","3,580469","6,843681",,"33,566261"
11/10/2005 15.00,"0,453837","12,207125","3,478242","6,872233",,"33,566261"
11/10/2005 16.00,"1,637561","11,724652","3,421638","6,476382",,"33,566261"
11/10/2005 17.00,"0,590565","13,505396","3,580469","8,01436",,"33,566261"
11/10/2005 18.00,"0,487053","16,10583","3,674248","10,47253",,"33,566261"
11/10/2005 19.00,"0,389308","21,803434","3,787458","16,000163",,"33,566261"
11/10/2005 20.00,"0,402744","21,15364","3,892218","15,188998",,"33,566261"
11/10/2005 21.00,"0,290525","24,043304","3,904892","18,06118",,"33,566261"
11/10/2005 22.00,"0,267516","19,896882","3,945444","13,84959",,"33,566261"
11/10/2005 23.00,"0,105184","17,347036","3,919254","11,338204",,"33,566261"
12/10/2005 0.00,"0,188455","17,219932","4,07386","10,973503",,"33,566261"
12/10/2005 1.00,"0,168732","16,282219","4,042602","10,083169",,"31,28381"
12/10/2005 2.00,"0,187359","15,050093","4,055274","8,830721",,"31,28381"
12/10/2005 3.00,"0,186436","13,467783","4,062034","7,236935",,"31,28381"
12/10/2005 4.00,"0,225708","13,025517","4,041756","6,825511",,"31,28381"
12/10/2005 5.00,"0,253099","14,981353","4,103431","8,687956",,"31,28381"
12/10/2005 6.00,"0,254079","21,097887","4,170174","14,706182",,"31,28381"
12/10/2005 7.00,"0,342079","31,30506","4,240296","24,812711",,"31,28381"
12/10/2005 8.00,"0,307421","33,223293","4,215795","26,769892",,"31,28381"
12/10/2005 9.00,"0,346288","25,547799","4,092448","19,278581",,"31,28381"
12/10/2005 10.00,"0,339426","19,234128","3,903202","13,251272",,"31,28381"
12/10/2005 11.00,"0,273455","15,251125","3,738456","9,518593",,"31,28381"
12/10/2005 12.00,"0,210368","13,764792","3,66242","8,148041",,"31,28381"
12/10/2005 13.00,"0,193183","15,981321","3,561883","10,52055",,"31,28381"
12/10/2005 14.00,"0,162159","12,562495","3,210425","7,639275",,"31,28381"
12/10/2005 15.00,"0,222421","13,086473","3,354894","7,941681",,"31,28381"
12/10/2005 16.00,"0,252003","15,453452","3,575401","9,971552",,"31,28381"
12/10/2005 17.00,"0,232282","14,51185","3,657351","8,903402",,"31,28381"
12/10/2005 18.00,"0,147916","14,911317","3,684385","9,261617",,"31,28381"
12/10/2005 19.00,"0,282221","18,23676","3,745215","12,495912",,"31,28381"
12/10/2005 20.00,"0,212732","23,840975","3,867719","17,915824",,"31,28381"
12/10/2005 21.00,"0,134767","41,443516","4,154966","35,089251",,"31,28381"
12/10/2005 22.00,"0,170924","30,83427","4,149052","24,481745",,"31,28381"
12/10/2005 23.00,"0,33735","17,532504","4,78438","10,194776",,"31,28381"
13/10/2005 0.00,"0,420275","18,148566","7,336667","6,890404",,"31,28381"
13/10/2005 1.00,,"17,725752","8,401177","4,831978",,"37,11871"
13/10/2005 2.00,"0,141467",,,,,"37,11871"
13/10/2005 3.00,"0,425193",,,,,"37,11871"
13/10/2005 4.00,"0,217316",,,,,"37,11871"
13/10/2005 5.00,"0,256739",,,,,"37,11871"
13/10/2005 6.00,"0,39556",,,,,"37,11871"
13/10/2005 7.00,"0,28699",,,,,"37,11871"
13/10/2005 8.00,"0,41805",,,,,"37,11871"
13/10/2005 9.00,"0,317329",,,,,"37,11871"
13/10/2005 10.00,"0,335763",,,,,"37,11871"
13/10/2005 11.00,"0,269527",,,,,"37,11871"
13/10/2005 12.00,"0,334616",,,,,"37,11871"
13/10/2005 13.00,"0,447155",,,,,"37,11871"
13/10/2005 14.00,"0,357459",,,,,"37,11871"
13/10/2005 15.00,"0,194031",,,,,"37,11871"
13/10/2005 16.00,"0,216963",,,,,"37,11871"
13/10/2005 17.00,"0,340525",,,,,"37,11871"
13/10/2005 18.00,"0,401822",,,,,"37,11871"
13/10/2005 19.00,"0,28408",,,,,"37,11871"
13/10/2005 20.00,"0,403056",,,,,"37,11871"
13/10/2005 21.00,"0,457033",,,,,"37,11871"
13/10/2005 22.00,"0,294399",,,,,"37,11871"
13/10/2005 23.00,"0,400852",,,,,"37,11871"
14/10/2005 0.00,"0,27923",,,,,"37,11871"
14/10/2005 1.00,"0,24739",,,,,"26,72296"
14/10/2005 2.00,"0,370688",,,,,"26,72296"
14/10/2005 3.00,"0,34467",,,,,"26,72296"
14/10/2005 4.00,"0,270498",,,,,"26,72296"
14/10/2005 5.00,"0,218373",,,,,"26,72296"
14/10/2005 6.00,"0,248272",,,,,"26,72296"
14/10/2005 7.00,"0,297486",,,,,"26,72296"
14/10/2005 8.00,"0,287167",,,,,"26,72296"
14/10/2005 9.00,"0,230721",,,,,"26,72296"
14/10/2005 10.00,"0,233102",,,,,"26,72296"
14/10/2005 11.00,"0,207437",,,,,"26,72296"
14/10/2005 12.00,"0,262737",,,,,"26,72296"
14/10/2005 13.00,"0,193855",,,,,"26,72296"
14/10/2005 14.00,"0,083434",,,,,"26,72296"
14/10/2005 15.00,"0,277377",,,,,"26,72296"
14/10/2005 16.00,"0,195972",,,,,"26,72296"
14/10/2005 17.00,"0,239629",,,,,"26,72296"
14/10/2005 18.00,"0,29775",,,,,"26,72296"
14/10/2005 19.00,"0,20144",,,,,"26,72296"
14/10/2005 20.00,"0,196942",,,,,"26,72296"
14/10/2005 21.00,"0,15893",,,,,"26,72296"
14/10/2005 22.00,"0,226841",,,,,"26,72296"
14/10/2005 23.00,"0,243157",,,,,"26,72296"
15/10/2005 0.00,"0,197912",,,,,"26,72296"
15/10/2005 1.00,,,,,,"28,31908"
15/10/2005 2.00,"0,495386",,,,,"28,31908"
15/10/2005 3.00,"0,616339",,,,,"28,31908"
15/10/2005 4.00,"0,565483",,,,,"28,31908"
15/10/2005 5.00,"0,393",,,,,"28,31908"
15/10/2005 6.00,"0,466419",,,,,"28,31908"
15/10/2005 7.00,"0,539249",,,,,"28,31908"
15/10/2005 8.00,"0,417649",,,,,"28,31908"
15/10/2005 9.00,"0,565925",,,,,"28,31908"
15/10/2005 10.00,"0,393",,,,,"28,31908"
15/10/2005 11.00,"0,582112",,,,,"28,31908"
15/10/2005 12.00,"0,479374",,,,,"28,31908"
15/10/2005 13.00,"0,347258",,,,,"28,31908"
15/10/2005 14.00,"0,378634",,,,,"28,31908"
15/10/2005 15.00,"0,47861",,,,,"28,31908"
15/10/2005 16.00,"0,447234",,,,,"28,31908"
15/10/2005 17.00,"0,426111",,,,,"28,31908"
15/10/2005 18.00,"0,346934",,,,,"28,31908"
15/10/2005 19.00,"0,448027",,,,,"28,31908"
15/10/2005 20.00,"0,538573",,,,,"28,31908"
15/10/2005 21.00,"0,696161",,,,,"28,31908"
15/10/2005 22.00,"0,417473",,,,,"28,31908"
15/10/2005 23.00,"0,691989",,,,,"28,31908"
16/10/2005 0.00,"0,517773",,,,,"28,31908"
16/10/2005 1.00,"0,603676",,,,,"33,192501"
16/10/2005 2.00,"0,540659",,,,,"33,192501"
16/10/2005 3.00,"0,687054",,,,,"33,192501"
16/10/2005 4.00,"0,636228",,,,,"33,192501"
16/10/2005 5.00,"0,603354",,,,,"33,192501"
16/10/2005 6.00,"0,723542",,,,,"33,192501"
16/10/2005 7.00,"0,777422",,,,,"33,192501"
16/10/2005 8.00,"0,681001",,,,,"33,192501"
16/10/2005 9.00,"0,647186",,,,,"33,192501"
16/10/2005 10.00,"0,607877",,,,,"33,192501"
16/10/2005 11.00,"0,724129",,,,,"33,192501"
16/10/2005 12.00,"0,659849",,,,,"33,192501"
16/10/2005 13.00,"0,707501",,,,,"33,192501"
16/10/2005 14.00,"0,512661",,,,,"33,192501"
16/10/2005 15.00,"0,639489",,,,,"33,192501"
16/10/2005 16.00,"0,572828",,,,,"33,192501"
16/10/2005 17.00,"0,64084",,,,,"33,192501"
16/10/2005 18.00,"0,686554",,,,,"33,192501"
16/10/2005 19.00,"0,630881",,,,,"33,192501"
16/10/2005 20.00,"0,76291",,,,,"33,192501"
16/10/2005 21.00,"0,596303",,,,,"33,192501"
16/10/2005 22.00,"0,698012",,,,,"33,192501"
16/10/2005 23.00,"0,595979",,,,,"33,192501"
17/10/2005 0.00,"0,688317",,,,,"33,192501"
17/10/2005 1.00,,,,,,"26,71455"
17/10/2005 2.00,"0,416649",,,,,"26,71455"
17/10/2005 3.00,"0,425329",,,,,"26,71455"
17/10/2005 4.00,"0,414913",,,,,"26,71455"
17/10/2005 5.00,"0,394949",,,,,"26,71455"
17/10/2005 6.00,"0,393213",,,,,"26,71455"
17/10/2005 7.00,"0,40276",,,,,"26,71455"
17/10/2005 8.00,"0,462654",,,,,"26,71455"
17/10/2005 9.00,"0,528623",,,,,"26,71455"
17/10/2005 10.00,"0,407101",,,,,"26,71455"
17/10/2005 11.00,"0,420121",,,,,"26,71455"
17/10/2005 12.00,"0,473938",,,,,"26,71455"
17/10/2005 13.00,"0,411441",,,,,"26,71455"
17/10/2005 14.00,"0,434877","11,524916","4,042602","5,322574",,"26,71455"
17/10/2005 15.00,"0,485223","11,386139","4,101742","5,092851",,"26,71455"
17/10/2005 16.00,"0,381928","11,662394","4,137224","5,314786",,"26,71455"
17/10/2005 17.00,"0,492167","13,172074","4,173553","6,769701",,"26,71455"
17/10/2005 18.00,"0,589385","16,161601","4,250434","9,643189",,"26,71455"
17/10/2005 19.00,"0,475674","17,928081","4,30366","11,32912",,"26,71455"
17/10/2005 20.00,"0,421857","16,686875","4,376316","9,975444",,"26,71455"
17/10/2005 21.00,"0,406232","18,282154","4,530925","11,334309",,"26,71455"
17/10/2005 22.00,"0,511263","16,488439","4,508113","9,574403",,"26,71455"
17/10/2005 23.00,"0,448765","15,305598","4,600202","8,249276",,"26,71455"
18/10/2005 0.00,"0,433141","14,553352","4,670324","7,388786",,"26,71455"
18/10/2005 1.00,"0,373248","15,208325","4,686377","8,019551",,"18,69787"
18/10/2005 2.00,"0,480014","15,129208","4,656807","7,985808",,"18,69787"
18/10/2005 3.00,"0,473938","14,56243","4,542752","7,59385",,"18,69787"
18/10/2005 4.00,"0,410573","13,894488","4,510648","6,974766",,"18,69787"
18/10/2005 5.00,"0,501715","13,684379","4,416025","6,909872",,"18,69787"
18/10/2005 6.00,"0,404496","17,999413","4,359421","11,31485",,"18,69787"
18/10/2005 7.00,"0,434877","22,655535","4,345058","15,996266",,"18,69787"
18/10/2005 8.00,"0,496507","35,144107","4,511494","28,237791",,"18,69787"
18/10/2005 9.00,"0,620633","27,83566","4,8055","20,472625",,"18,69787"
18/10/2005 10.00,"0,476542","15,328943","4,33492","8,680168",,"18,69787"
18/10/2005 11.00,"0,538172","12,901005","4,301972","6,301168",,"18,69787"
18/10/2005 12.00,"0,391477","13,469082","4,234383","6,973467",,"18,69787"
18/10/2005 13.00,"0,391477","14,987839","4,181157","8,575041",,"18,69787"
18/10/2005 14.00,"0,414913","12,03333","3,959806","5,95853",,"18,69787"
18/10/2005 15.00,"0,434877","11,98664","3,911649","5,985785",,"18,69787"
18/10/2005 16.00,"0,453106","13,265456","4,042602","7,064318",,"18,69787"
18/10/2005 17.00,"0,596329","12,755745","4,13638","6,41019",,"18,69787"
18/10/2005 18.00,"0,55206","16,620731","4,233538","10,128594",,"18,69787"
18/10/2005 19.00,"0,423593","17,611618","4,301972","11,015036",,"18,69787"
18/10/2005 20.00,"0,594593","18,981224","4,361955","12,293443",,"18,69787"
18/10/2005 21.00,"0,502583","19,842409","4,363646","13,152636",,"18,69787"
18/10/2005 22.00,"0,473938","16,937192","4,302816","10,338841",,"18,69787"
18/10/2005 23.00,"0,531228","16,251093","4,328161","9,613339",,"18,69787"
19/10/2005 0.00,"0,489562","15,348397","4,347592","8,68017",,"18,69787"
19/10/2005 1.00,,"14,794589","4,281694","8,227212",,"21,58079"
19/10/2005 2.00,"0,357336",,,,,"21,58079"
19/10/2005 3.00,"0,298275","14,650625","4,271556","8,098723",,"21,58079"
19/10/2005 4.00,"0,476098","14,079956","4,220864","7,60553",,"21,58079"
19/10/2005 5.00,"0,447529","14,11238","4,071327","7,867702",,"21,58079"
19/10/2005 6.00,"0,295976","20,384539","4,049361","14,177948",,"21,58079"
19/10/2005 7.00,"0,408134","26,139218","4,035843","19,95736",,"21,58079"
19/10/2005 8.00,"0,401297","35,505973","4,104275","29,225473",,"21,58079"
19/10/2005 9.00,"0,385616","26,401201","4,219176","19,937895",,"21,58079"
19/10/2005 10.00,"0,390155","21,209413","4,295212","14,625712",,"21,58079"
19/10/2005 11.00,"0,403945","25,009552","4,350127","18,344119",,"21,58079"
19/10/2005 12.00,"0,421984","18,568785","4,245365","12,059825",,"21,58079"
19/10/2005 13.00,"0,353815","19,362517","4,236917","12,867102",,"21,58079"
19/10/2005 14.00,"0,412266","13,233032","4,009652","7,082489",,"21,58079"
19/10/2005 15.00,"0,339298","12,911381","3,886305","6,950107",,"21,58079"
19/10/2005 16.00,"0,302639","11,942541","3,822096","6,079232",,"21,58079"
19/10/2005 17.00,"0,40281","14,291364","3,953049","8,22851",,"21,58079"
19/10/2005 18.00,"0,392424","17,571412","4,219176","11,101993",,"21,58079"
19/10/2005 19.00,"0,303424","23,361102","4,267331","16,821721",,"21,58079"
19/10/2005 20.00,"0,500946","25,8876","4,46587","19,044969",,"21,58079"
19/10/2005 21.00,"0,420878","26,615211","4,609494","19,552436",,"21,58079"
19/10/2005 22.00,"0,408251","24,062767","4,602737","17,008608",,"21,58079"
19/10/2005 23.00,"0,36077","21,419523","4,671168","14,258417",,"21,58079"
20/10/2005 0.00,"0,505775","19,127782","4,605271","12,066314",,"21,58079"
20/10/2005 1.00,"0,463821","16,941083","4,604425","9,879403",,"28,52326"
20/10/2005 2.00,"0,384801","16,112316","4,476009","9,24734",,"28,52326"
20/10/2005 3.00,"0,329144","14,941147","4,393215","8,202553",,"28,52326"
20/10/2005 4.00,"0,413837","14,216138","4,406732","7,456274",,"28,52326"
20/10/2005 5.00,"0,492973","14,77254","4,336608","8,120786",,"28,52326"
20/10/2005 6.00,"0,38806","22,349462","4,323936","15,72242",,"28,52326"
20/10/2005 7.00,"0,52006","51,73371","4,574012","44,742826",,"28,52326"
20/10/2005 8.00,"0,516075","58,084992","4,658496","50,968718",,"28,52326"
20/10/2005 9.00,"0,431556","30,847231","4,47432","23,995045",,"28,52326"
20/10/2005 10.00,"0,490064","24,105558","4,343368","17,449882",,"28,52326"
20/10/2005 11.00,"0,39574","20,22242","4,267331","13,68087",,"28,52326"
20/10/2005 12.00,"0,429082","22,252181","4,193831","15,824953",,"28,52326"
20/10/2005 13.00,"0,315382","19,973401","4,163416","13,591316",,"28,52326"
20/10/2005 14.00,"0,390183","18,400179","4,178622","11,993626",,"28,52326"
20/10/2005 15.00,"0,446539","16,695954","4,246209","10,184403",,"28,52326"
20/10/2005 16.00,"0,388409","18,156348","4,274091","11,602975",,"28,52326"
20/10/2005 17.00,"0,351168","20,356012","4,346748","13,692549",,"28,52326"
20/10/2005 18.00,"0,346018","22,040771","4,339989","15,388865",,"28,52326"
20/10/2005 19.00,"0,386604","21,951288","4,417716","15,179905",,"28,52326"
20/10/2005 20.00,"0,297576","18,631041","4,409266","11,870332",,"28,52326"
20/10/2005 21.00,"0,283378","19,169272","4,42025","12,392077",,"28,52326"
20/10/2005 22.00,"0,242239","17,920299","4,458268","11,083825",,"28,52326"
20/10/2005 23.00,"0,254284","15,685611","4,46925","8,830721",,"28,52326"
21/10/2005 0.00,"0,264903","13,522256","4,593443","6,475083",,"28,52326"
21/10/2005 1.00,,"12,990499","4,546132","6,015638",,"16,84059"
21/10/2005 2.00,"0,238386",,,,,"16,84059"
21/10/2005 3.00,"0,279683","13,034595","4,745516","5,753468",,"16,84059"
21/10/2005 4.00,"0,151848","12,846532","4,746361","5,563979",,"16,84059"
21/10/2005 5.00,"0,161592","13,175964","4,816484","5,785915",,"16,84059"
21/10/2005 6.00,"0,228294","15,518302","4,825777","8,115594",,"16,84059"
21/10/2005 7.00,"0,164377","17,201774","4,813104","9,819701",,"16,84059"
21/10/2005 8.00,"0,181892","18,847636","4,699894","11,640614",,"16,84059"
21/10/2005 9.00,"0,258338","18,872278","4,85957","11,419976",,"16,84059"
21/10/2005 10.00,"0,201381","18,494858","4,828312","11,090317",,"16,84059"
21/10/2005 11.00,"0,215186","18,139487","4,822397","10,743782",,"16,84059"
21/10/2005 12.00,"0,199873","16,994259","4,764102","9,687318",,"16,84059"
21/10/2005 13.00,"0,232354","16,819167","4,717637","9,583486",,"16,84059"
21/10/2005 14.00,"0,224466","13,986574","4,513182","7,063019",,"16,84059"
21/10/2005 15.00,"0,165768","15,13699","4,602737","8,076659",,"16,84059"
21/10/2005 16.00,"0,204861","15,405465","4,735379","8,141552",,"16,84059"
21/10/2005 17.00,"0,20637","14,82053","4,737067","7,553616",,"16,84059"
21/10/2005 18.00,"0,194073","17,887875","4,798741","10,528332",,"16,84059"
21/10/2005 19.00,"0,254394","15,963163","4,746361","8,682764",,"16,84059"
21/10/2005 20.00,"0,195697","15,706363","4,704119","8,490679",,"16,84059"
21/10/2005 21.00,"0,225162","15,173307","4,851123","7,731424",,"16,84059"
21/10/2005 22.00,"0,229802","14,161666","4,826622","6,756723",,"16,84059"
21/10/2005 23.00,"0,138856","13,40942","4,742981","6,132445",,"16,84059"
22/10/2005 0.00,"0,155213","13,269346","4,781844","5,932572",,"16,84059"
22/10/2005 1.00,"0,140479","12,897117","4,795362","5,539318",,"23,82526"
22/10/2005 2.00,"0,114495","13,032","4,819863","5,636658",,"23,82526"
22/10/2005 3.00,"0,127719","12,958073","4,825777","5,553595",,"23,82526"
22/10/2005 4.00,"0,098254","12,842644","4,800431","5,47702",,"23,82526"
22/10/2005 5.00,"0,196509","13,091663","4,830001","5,680787",,"23,82526"
22/10/2005 6.00,"0,157764","14,47683","4,842673","7,047446",,"23,82526"
22/10/2005 7.00,"0,218433","15,249829","4,872242","7,775551",,"23,82526"
22/10/2005 8.00,"0,177137","19,817764","4,814794","12,434911",,"23,82526"
22/10/2005 9.00,"0,146164","16,900876","4,835914","9,483553",,"23,82526"
22/10/2005 10.00,"0,139668","15,428811","4,767482","8,115594",,"23,82526"
22/10/2005 11.00,"0,175397","15,533865","4,80381","8,164913",,"23,82526"
22/10/2005 12.00,"0,138044","15,283548","4,553736","8,298594",,"23,82526"
22/10/2005 13.00,"0,215186","20,694513","4,704119","13,482296",,"23,82526"
22/10/2005 14.00,"0,1747","14,904831","4,712568","7,675616",,"23,82526"
22/10/2005 15.00,"0,103127","14,187606","4,813104","6,803444",,"23,82526"
22/10/2005 16.00,"0,136419","15,057875","4,855346","7,609425",,"23,82526"
22/10/2005 17.00,"0,09663","15,943709","4,810569","8,564658",,"23,82526"
22/10/2005 18.00,"0,132475","16,793229","4,851123","9,352467",,"23,82526"
22/10/2005 19.00,"0,149412","16,601275","4,86295","9,14221",,"23,82526"
22/10/2005 20.00,"0,083638","16,544209","4,786914","9,201913",,"23,82526"
22/10/2005 21.00,"0,154516","15,728412","4,704119","8,512744",,"23,82526"
22/10/2005 22.00,"0,168089","15,152553","4,801277","7,787234",,"23,82526"
22/10/2005 23.00,"0,110667","14,683051","4,818172","7,291446",,"23,82526"
23/10/2005 0.00,"0,150224","14,32638","4,853657","6,88002",,"23,82526"
23/10/2005 1.00,,"13,519663","4,684687","6,332318",,"23,73694"
23/10/2005 2.00,"0,334251",,,,,"23,73694"
23/10/2005 3.00,"0,234879","14,1046","4,640754","6,985148",,"23,73694"
23/10/2005 4.00,"0,244145","15,296519","4,794517","7,941681",,"23,73694"
23/10/2005 5.00,"0,244608","13,864657","4,826622","6,45951",,"23,73694"
23/10/2005 6.00,"0,179403","13,836124","4,824932","6,433553",,"23,73694"
23/10/2005 7.00,"0,2321","13,802405","4,80719","6,427063",,"23,73694"
23/10/2005 8.00,"0,328229","14,810152","4,883227","7,318702",,"23,73694"
23/10/2005 9.00,"0,281554","17,360006","4,942366","9,779466",,"23,73694"
23/10/2005 10.00,"0,349308","18,475402","4,971091","10,851502",,"23,73694"
23/10/2005 11.00,"0,299621","17,825619","4,876468","10,346633",,"23,73694"
23/10/2005 12.00,"0,534038","15,862","4,764102","8,554276",,"23,73694"
23/10/2005 13.00,"0,301128","16,212183","4,761568","8,908595",,"23,73694"
23/10/2005 14.00,"0,240902","14,514443","4,682153","7,331678",,"23,73694"
23/10/2005 15.00,"0,239397","12,596217","4,22171","6,119467",,"23,73694"
23/10/2005 16.00,"0,370386","14,69083","4,80888","7,313511",,"23,73694"
23/10/2005 17.00,"0,315605","15,491066","4,731154","8,2337",,"23,73694"
23/10/2005 18.00,"0,197239","15,955383","4,759033","8,655509",,"23,73694"
23/10/2005 19.00,"0,409534","17,101907","4,709187","9,879403",,"23,73694"
23/10/2005 20.00,"0,281554","20,457175","4,740448","13,18897",,"23,73694"
23/10/2005 21.00,"0,486784","48,208537","5,023471","40,524743",,"23,73694"
23/10/2005 22.00,"0,582798","65,90834","5,061489","58,178392",,"23,73694"
23/10/2005 23.00,"0,660512","41,590072","4,817328","34,218394",,"23,73694"
24/10/2005 0.00,"0,503346","26,325983","4,66779","19,173459",,"23,73694"
24/10/2005 1.00,"0,496513","22,581617","4,55965","15,592627",,"21,7908"
24/10/2005 2.00,"0,500334","17,170647","4,505578","10,260977",,"21,7908"
24/10/2005 3.00,"0,446595","15,912582","4,427852","9,121446",,"21,7908"
24/10/2005 4.00,"0,444974","14,563728","4,456577","7,727529",,"21,7908"
24/10/2005 5.00,"0,274026","14,989135","4,5022","8,083148",,"21,7908"
24/10/2005 6.00,"0,28306","20,968178","4,541063","14,006633",,"21,7908"
24/10/2005 7.00,"0,397488","27,591823","4,627238","20,502471",,"21,7908"
