,SIMAGE Brindisi,,,,,
,S. Pancrazio S.,,,,,
Parm,SO2,NOX,NO,NO2,PTS,PM10



25/07/2005 2.00,"0,333687",,,,,"19,20295"
25/07/2005 3.00,"0,278278","17,576601","4,15919","11,199339",,"19,20295"
25/07/2005 4.00,"0,268427","17,878796","4,176934","11,474485",,"19,20295"
25/07/2005 5.00,"0,29059","18,087609","4,16426","11,702906",,"19,20295"
25/07/2005 6.00,"0,295516","21,640015","4,426164","14,855443",,"19,20295"
25/07/2005 7.00,"0,413542","21,492161","4,316333","14,876205",,"19,20295"
25/07/2005 8.00,"0,248726","19,105733","4,091604","12,833353",,"19,20295"
25/07/2005 9.00,"0,253651","17,931972","3,818717","12,07799",,"19,20295"
25/07/2005 10.00,"0,201846","16,343178","3,672558","10,712635",,"19,20295"
25/07/2005 11.00,"0,169921","14,076065","3,571176","8,599702",,"19,20295"
25/07/2005 12.00,"0,254883","13,596186","3,38193","8,410211",,"19,20295"
25/07/2005 13.00,"0,220976","12,214907","3,403896","6,994233",,"19,20295"
25/07/2005 14.00,"0,31771","12,611781","3,567797","7,139595",,"19,20295"
25/07/2005 15.00,"0,327439","13,210983","3,646368","7,618509",,"19,20295"
25/07/2005 16.00,"0,316749","13,961932","3,68861","8,305084",,"19,20295"
25/07/2005 17.00,"0,19701","15,09419","3,68523","9,443316",,"19,20295"
25/07/2005 18.00,"0,28131","15,919068","3,595676","10,406332",,"19,20295"
25/07/2005 19.00,"0,329242","15,930739","3,523865","10,528332",,"19,20295"
25/07/2005 20.00,"0,241338","16,232936","3,573711","10,754168",,"19,20295"
25/07/2005 21.00,"0,27128","22,879928","3,684385","17,235734",,"19,20295"
25/07/2005 22.00,"0,277617","22,594582","3,769716","16,819118",,"19,20295"
25/07/2005 23.00,"0,403782","21,992799","3,768026","16,219506",,"19,20295"
26/07/2005 0.00,"0,295726","31,163687","3,985997","25,061902",,"19,20295"
26/07/2005 1.00,"0,293624","31,253188","4,026549","25,089148",,"29,4816"
26/07/2005 2.00,"0,21482","25,741044","3,946288","19,696506",,"29,4816"
26/07/2005 3.00,"0,242569","23,576394","4,10681","17,283755",,"29,4816"
26/07/2005 4.00,"0,224099","27,982214","4,065413","21,756207",,"29,4816"
26/07/2005 5.00,"0,288128","28,956244","4,133","22,627086",,"29,4816"
26/07/2005 6.00,"0,257345","36,818504","5,427309","28,506447",,"29,4816"
26/07/2005 7.00,"0,396484","48,609311","6,525613","38,618174",,"29,4816"
26/07/2005 8.00,"0,389607","37,173886","4,242831","30,68169",,"29,4816"
26/07/2005 9.00,"0,445076","25,066625","3,730008","19,353856",,"29,4816"
26/07/2005 10.00,"0,272121","16,889205","3,38193","11,705498",,"29,4816"
26/07/2005 11.00,"0,337381","18,083718","3,233237","13,129272",,"29,4816"
26/07/2005 12.00,"0,190854","24,490769","3,755353","18,738676",,"29,4816"
26/07/2005 13.00,"0,199473","22,188625","3,541606","16,763313",,"29,4816"
26/07/2005 14.00,"0,444415","17,659609","3,646368","12,070209",,"29,4816"
26/07/2005 15.00,"0,32774","16,584415","3,720714","10,880054",,"29,4816"
26/07/2005 16.00,"0,361917","16,539021","3,807733","10,70095",,"29,4816"
26/07/2005 17.00,"0,413542","16,302972","3,764645","10,530926",,"29,4816"
26/07/2005 18.00,"0,241338","16,628511","3,646368","11,038398",,"29,4816"
26/07/2005 19.00,"0,401318","17,191399","3,479088","11,858658",,"29,4816"
26/07/2005 20.00,"0,312394","17,196587","3,294911","12,146785",,"29,4816"
26/07/2005 21.00,"0,38351","16,592196","3,302515","11,530289",,"29,4816"
26/07/2005 22.00,"0,331224","19,645264","4,286763","13,07346",,"29,4816"
26/07/2005 23.00,"0,307829","18,707563","3,51964","13,313565",,"29,4816"
27/07/2005 0.00,"0,217943","18,581755","3,245908","13,608182",,"29,4816"
27/07/2005 1.00,,"19,88132","4,759033","12,584162",,"36,351921"
27/07/2005 2.00,"0,0789",,,,,"36,351921"
27/07/2005 3.00,"0,050918","21,36247","3,723249","15,657523",,"36,351921"
27/07/2005 4.00,"0,031944","25,730663","4,261418","19,202004",,"36,351921"
27/07/2005 5.00,"0,040711","32,480119","4,598512","25,438279",,"36,351921"
27/07/2005 6.00,"0,041552","32,594266","4,889985","25,104731",,"36,351921"
27/07/2005 7.00,"0,027141","35,129844","5,389291","26,875032",,"36,351921"
27/07/2005 8.00,"0,037228","29,689037","4,605271","22,634887",,"36,351921"
27/07/2005 9.00,"0,026661","20,649122","3,927702","14,629609",,"36,351921"
