TARANTO -  v.Alto Adige,,,,,
,,,,,,
,SO2,NO2,PM10,PM2.5,BENZENE
01/11/2011 0.00,"0,653088","33,960121","25,79999","19,4","0,817869"
01/11/2011 1.00,"0,801066","34,77517","24,700001",19,"0,778918"
01/11/2011 2.00,"0,658957","25,340939","24,700001",19,"0,810769"
01/11/2011 3.00,"0,797359","24,651779","24,700001",19,"0,78135"
01/11/2011 4.00,"0,734028","11,678249","24,700001",19,"0,641571"
01/11/2011 5.00,"0,77975","7,845637","24,700001",19,"0,514198"
01/11/2011 6.00,"0,761833","21,760108","24,700001",19,"0,471194"
01/11/2011 7.00,"1,02628","35,569469","24,700001",19,"0,472819"
01/11/2011 8.00,"0,827944","33,51363","24,700001",19,"0,530835"
01/11/2011 9.00,"0,655559","29,40717","24,700001",19,"0,717845"
01/11/2011 10.00,"0,716418","18,263651","24,700001",19,"0,932856"
01/11/2011 11.00,"0,483483","18,198754","24,700001",19,"0,754213"
01/11/2011 12.00,"0,611382","17,449882","24,700001",19,"0,657211"
01/11/2011 13.00,"0,630844","25,863987","24,700001",19,"0,655492"
01/11/2011 14.00,"0,574309","21,192933","24,700001",19,"1,000865"
01/11/2011 15.00,"0,744841","7,095466","24,700001",19,"0,507114"
01/11/2011 16.00,"0,741134","7,713255","24,700001",19,"0,357047"
01/11/2011 17.00,"0,869342","13,447242","24,700001",19,"0,361298"
01/11/2011 18.00,"0,482864","17,490123","24,700001",19,"0,497503"
01/11/2011 19.00,"0,344771","31,976956","24,700001",19,"0,63007"
01/11/2011 20.00,"0,421696","33,536995","24,700001",19,"0,730182"
01/11/2011 21.00,"0,408412","57,59437","24,700001",19,"0,765229"
01/11/2011 22.00,"0,47267","36,670055","24,700001",19,"0,863308"
01/11/2011 23.00,"0,742988","46,92715","24,700001",19,"0,980331"
02/11/2011 0.00,"0,631153","30,912699","24,700001",19,"0,796085"
02/11/2011 1.00,,"28,537593","30,700001","21,200001","0,79853"
02/11/2011 2.00,"0,767349",,"30,700001","21,200001","0,702946"
02/11/2011 3.00,"0,907926","18,758622","30,700001","21,200001","0,559366"
02/11/2011 4.00,"1,00889","10,708741","30,700001","21,200001","0,468174"
02/11/2011 5.00,"1,002602","11,512123","30,700001","21,200001","0,495263"
02/11/2011 6.00,"1,129477","19,931415","30,700001","21,200001","0,415358"
02/11/2011 7.00,"1,459794","65,942277","30,700001","21,200001","0,663225"
02/11/2011 8.00,"2,008904","92,91725","30,700001","21,200001","1,624836"
02/11/2011 9.00,"1,574461","83,689369","30,700001","21,200001","3,502124"
02/11/2011 10.00,"0,961174","56,343216","30,700001","21,200001","2,087116"
02/11/2011 11.00,"0,465328","44,348284","30,700001","21,200001","1,716841"
02/11/2011 12.00,"0,596793","41,831249","30,700001","21,200001","1,409285"
02/11/2011 13.00,"0,834854","28,677782","30,700001","21,200001","0,960997"
02/11/2011 14.00,"0,85076","24,446697","30,700001","21,200001","0,770233"
02/11/2011 15.00,"0,650831","24,765982","30,700001","21,200001","0,783065"
02/11/2011 16.00,"0,874988","33,51883","30,700001","21,200001","0,595797"
02/11/2011 17.00,"0,97893","38,014649","30,700001","21,200001","0,816866"
02/11/2011 18.00,"0,713159","50,056312","30,700001","21,200001","1,030444"
02/11/2011 19.00,"0,894039","63,433485","30,700001","21,200001","1,132337"
02/11/2011 20.00,"0,951927","58,923385","30,700001","21,200001","1,209533"
02/11/2011 21.00,"1,197538","55,846132","30,700001","21,200001","1,193932"
02/11/2011 22.00,"1,042551","41,507223","30,700001","21,200001","1,337951"
02/11/2011 23.00,"1,04773","30,174209","30,700001","21,200001","0,975936"
03/11/2011 0.00,"1,193099","35,004896","30,700001","21,200001","0,96321"
03/11/2011 1.00,"1,10118","30,340341","32,400002","24,29999","0,882714"
03/11/2011 2.00,"1,125408","19,209787","32,400002","24,29999","0,723731"
03/11/2011 3.00,"1,095816","23,741954","32,400002","24,29999","0,68097"
03/11/2011 4.00,"1,325522","20,462243","32,400002","24,29999","0,739351"
03/11/2011 5.00,"1,111537","9,687318","32,400002","24,29999","0,523625"
03/11/2011 6.00,"1,345311","26,170289","32,400002","24,29999","0,479831"
03/11/2011 7.00,"1,481063","54,862332","32,400002","24,29999","0,71042"
03/11/2011 8.00,"2,128936","64,863736","32,400002","24,29999","1,330494"
03/11/2011 9.00,"1,664716","75,769766","32,400002","24,29999","2,436465"
03/11/2011 10.00,"0,973381","49,374931","32,400002","24,29999","1,715336"
03/11/2011 11.00,"0,867405","38,69735","32,400002","24,29999","1,170929"
03/11/2011 12.00,"0,778445","24,205288","32,400002","24,29999","1,024573"
03/11/2011 13.00,"0,801934","43,550083","32,400002","24,29999","0,85021"
03/11/2011 14.00,"0,784733","35,96273","32,400002","24,29999","1,047609"
03/11/2011 15.00,"0,870919","22,437587","32,400002","24,29999","0,936434"
03/11/2011 16.00,"0,356024","26,71408","32,400002","24,29999","0,612924"
03/11/2011 17.00,"0,559098","45,507282","32,400002","24,29999","0,819377"
03/11/2011 18.00,"1,15167","75,481629","32,400002","24,29999","1,298865"
03/11/2011 19.00,"1,562626","116,541102","32,400002","24,29999","3,142932"
03/11/2011 20.00,"1,341242","103,352085","32,400002","24,29999","2,985234"
03/11/2011 21.00,"1,212518","64,383519","32,400002","24,29999","2,013332"
03/11/2011 22.00,"1,025167","49,829186","32,400002","24,29999","1,568692"
03/11/2011 23.00,"1,127997","51,856478","32,400002","24,29999","1,570029"
04/11/2011 0.00,"1,272072","37,322889","32,400002","24,29999","1,371226"
04/11/2011 1.00,,"30,834843",,,"0,961831"
04/11/2011 2.00,"1,266958",,,,"0,850845"
04/11/2011 3.00,"0,941886","19,392479",,,"0,683152"
04/11/2011 4.00,"1,076661","10,80348",,,"0,58387"
04/11/2011 5.00,"0,970951","9,525085",,,"0,638863"
04/11/2011 6.00,"0,775765","15,37978",,,"0,627029"
04/11/2011 7.00,"0,751689","31,908162",,,"0,807227"
04/11/2011 8.00,"0,918372","56,732576",,,"1,225483"
04/11/2011 9.00,"0,978331","82,510926",,,"3,233273"
04/11/2011 10.00,"0,614524","63,219342",,,"3,365864"
04/11/2011 11.00,"0,57818","42,724633",,,"1,693149"
04/11/2011 12.00,"0,765802","32,315705",,,"1,188468"
04/11/2011 13.00,"0,566834","24,714071",,,"0,835441"
04/11/2011 14.00,"0,597643","33,119088",,,"0,697069"
04/11/2011 15.00,"0,355413","16,771096",,,"0,793036"
04/11/2011 16.00,"0,510474","19,019011",,,"0,482101"
04/11/2011 17.00,"0,718297","32,318305",,,"0,503996"
04/11/2011 18.00,"0,575044","40,132802",,,"0,884802"
04/11/2011 19.00,"0,604654","45,232123",,,"0,8666"
04/11/2011 20.00,"0,694498","30,368888",,,"0,747122"
04/11/2011 21.00,"0,659815","25,126796",,,"0,73928"
04/11/2011 22.00,"0,56997","18,999542",,,"0,744217"
04/11/2011 23.00,"0,502449","10,064999",,,"0,494496"
05/11/2011 0.00,"0,50208","9,236956",,,"0,308961"
05/11/2011 1.00,"0,433912","7,931297","23,5","13,9","0,254965"
05/11/2011 2.00,"0,476898","5,245998","23,5","13,9","0,272225"
05/11/2011 3.00,"0,394247","3,602892","23,5","13,9","0,194903"
05/11/2011 4.00,"0,325619","3,487383","23,5","13,9","0,190113"
05/11/2011 5.00,"0,32811","2,75019","23,5","13,9","0,198094"
05/11/2011 6.00,"0,347757","2,227149","23,5","13,9","0,177506"
05/11/2011 7.00,"0,300529","5,604211","23,5","13,9","0,154037"
05/11/2011 8.00,"0,31787","13,369378","23,5","13,9","0,231447"
05/11/2011 9.00,"0,281895","22,567393","23,5","13,9","0,483072"
05/11/2011 10.00,"0,276637","18,933355","23,5","13,9","0,503747"
05/11/2011 11.00,"0,28992","14,323313","23,5","13,9","0,516946"
05/11/2011 12.00,"0,405594","12,87878","23,5","13,9","0,431706"
05/11/2011 13.00,"0,326541","15,031945","23,5","13,9","0,408094"
05/11/2011 14.00,"0,398122","14,546545","23,5","13,9","0,530182"
05/11/2011 15.00,"0,458264","6,704806","23,5","13,9","0,328018"
05/11/2011 16.00,"0,432067","6,643808","23,5","13,9","0,299532"
05/11/2011 17.00,"0,511673","9,134425","23,5","13,9","0,322192"
05/11/2011 18.00,"0,258835","14,145499","23,5","13,9","0,398532"
05/11/2011 19.00,"0,269904","16,787972","23,5","13,9","0,446562"
05/11/2011 20.00,"0,247396","12,956656","23,5","13,9","0,489945"
05/11/2011 21.00,"0,317963","15,753564","23,5","13,9","0,379435"
05/11/2011 22.00,"0,383731","9,114957","23,5","13,9","0,409291"
05/11/2011 23.00,"0,377829","5,274552","23,5","13,9","0,30693"
06/11/2011 0.00,"0,394801","5,89234","23,5","13,9","0,284358"
06/11/2011 1.00,,"6,093509","33,900002","12,6","0,308436"
06/11/2011 2.00,"0,965457",,"33,900002","12,6","0,308915"
06/11/2011 3.00,"0,884035","13,181739","33,900002","12,6","0,293025"
06/11/2011 4.00,"1,132122","6,480276","33,900002","12,6","0,314786"
06/11/2011 5.00,"0,893621","4,491936","33,900002","12,6","0,388767"
06/11/2011 6.00,"0,885956","3,779404","33,900002","12,6","0,255233"
06/11/2011 7.00,"0,950037","3,939043","33,900002","12,6","0,279616"
06/11/2011 8.00,"1,05096","4,872212","33,900002","12,6","0,273706"
06/11/2011 9.00,"0,814766","6,293382","33,900002","12,6","0,290686"
06/11/2011 10.00,"1,087709","9,617232","33,900002","12,6","0,32383"
06/11/2011 11.00,"0,938403","10,821658","33,900002","12,6","0,455855"
06/11/2011 12.00,"0,968966","11,991033","33,900002","12,6","0,412648"
06/11/2011 13.00,"1,031108","11,748333","33,900002","12,6","0,428963"
06/11/2011 14.00,"1,004699","8,934552","33,900002","12,6","0,374993"
06/11/2011 15.00,"1,111347","4,730743","33,900002","12,6","0,297487"
06/11/2011 16.00,"1,332766","3,303085","33,900002","12,6","0,261899"
06/11/2011 17.00,"1,067488","4,598362","33,900002","12,6","0,277273"
06/11/2011 18.00,"0,958348","4,61783","33,900002","12,6","0,299848"
06/11/2011 19.00,"1,280412","4,729447","33,900002","12,6","0,292805"
06/11/2011 20.00,"0,994912","5,369297","33,900002","12,6","0,257492"
06/11/2011 21.00,"1,337476","7,147381","33,900002","12,6","0,295784"
06/11/2011 22.00,"1,387244","5,658723","33,900002","12,6","0,285957"
06/11/2011 23.00,"1,050036","5,621085","33,900002","12,6","0,27643"
07/11/2011 0.00,"1,021043","7,839149","33,900002","12,6","0,228799"
07/11/2011 1.00,"1,128336","6,629531","44,599991","8,9","0,166469"
07/11/2011 2.00,"0,992512","5,574361","44,599991","8,9","0,175761"
07/11/2011 3.00,"0,753548","6,516616","44,599991","8,9","0,188852"
07/11/2011 4.00,"0,643484","11,056566","44,599991","8,9","0,310733"
07/11/2011 5.00,"0,764443","22,667333","44,599991","8,9","0,768199"
07/11/2011 6.00,"0,855024","24,310429","44,599991","8,9","0,709732"
07/11/2011 7.00,"1,012087","42,135411","44,599991","8,9","0,330158"
07/11/2011 8.00,"0,957701","59,898082","44,599991","8,9","0,902716"
07/11/2011 9.00,"1,07432","73,418007","44,599991","8,9","1,905106"
07/11/2011 10.00,"0,653272","54,153687","44,599991","8,9","2,008024"
07/11/2011 11.00,"0,84616","36,158712","44,599991","8,9","1,300546"
07/11/2011 12.00,"0,616614","22,107939","44,599991","8,9","0,793945"
07/11/2011 13.00,"0,881339","19,204605","44,599991","8,9","0,578896"
07/11/2011 14.00,"1,006361","18,970989","44,599991","8,9","0,557419"
07/11/2011 15.00,"0,988541","12,459567","44,599991","8,9","0,512018"
07/11/2011 16.00,"1,082538","14,438825","44,599991","8,9","0,364892"
07/11/2011 17.00,"1,315685","28,795885","44,599991","8,9","0,441459"
07/11/2011 18.00,"1,044588","49,06865","44,599991","8,9","0,755491"
07/11/2011 19.00,"1,186415","48,596212","44,599991","8,9","0,993611"
07/11/2011 20.00,"1,334244","67,488053","44,599991","8,9","0,938391"
07/11/2011 21.00,"1,489552","64,946797","44,599991","8,9","1,415601"
07/11/2011 22.00,"1,506911","63,378972","44,599991","8,9","1,525776"
07/11/2011 23.00,"1,440983","37,342352","44,599991","8,9","1,338533"
08/11/2011 0.00,"1,511527","48,424897","44,599991","8,9","0,751268"
08/11/2011 1.00,,"16,549167","46,400002","10,8","0,83817"
08/11/2011 2.00,"0,612668",,"46,400002","10,8","0,29973"
08/11/2011 3.00,"0,711161","14,650889","46,400002","10,8","0,240353"
08/11/2011 4.00,"0,942444","9,091595","46,400002","10,8","0,303327"
08/11/2011 5.00,"0,710183","8,490679","46,400002","10,8","0,475395"
08/11/2011 6.00,"0,794268","22,782838","46,400002","10,8","0,382337"
08/11/2011 7.00,"0,838708","36,837489","46,400002","10,8","0,499542"
08/11/2011 8.00,"1,010158","61,754045","46,400002","10,8","0,842255"
08/11/2011 9.00,"1,454501","65,925414","46,400002","10,8","3,339044"
08/11/2011 10.00,"0,488847","26,522001","46,400002","10,8","1,624169"
08/11/2011 11.00,"0,446789","19,356456","46,400002","10,8","0,632102"
08/11/2011 12.00,"0,360415","21,547265","46,400002","10,8","0,500997"
08/11/2011 13.00,"0,497853","25,815958","46,400002","10,8","0,664832"
08/11/2011 14.00,"0,445335","29,769284","46,400002","10,8","0,681773"
08/11/2011 15.00,"0,394643","19,878203","46,400002","10,8","0,84927"
08/11/2011 16.00,"0,67642","23,164395","46,400002","10,8","0,493808"
08/11/2011 17.00,"0,601094","37,969242","46,400002","10,8","0,58352"
08/11/2011 18.00,"0,706934","34,77777","46,400002","10,8","1,016233"
08/11/2011 19.00,"0,751746","33,640835","46,400002","10,8","0,83462"
08/11/2011 20.00,"0,866221","34,696011","46,400002","10,8","0,821879"
08/11/2011 21.00,"0,799653","65,943576","46,400002","10,8","1,034021"
08/11/2011 22.00,"0,675213","38,731095","46,400002","10,8","1,242695"
08/11/2011 23.00,"0,74274","23,853577","46,400002","10,8","0,551826"
09/11/2011 0.00,"0,820728","26,802338","46,400002","10,8","0,605729"
09/11/2011 1.00,"0,615113","20,93986","25,700001","11,5","0,578916"
09/11/2011 2.00,"0,541767","4,255722","25,700001","11,5","0,324206"
09/11/2011 3.00,"0,540034","5,292722","25,700001","11,5","0,232896"
09/11/2011 4.00,"0,634362","3,626255","25,700001","11,5","0,222959"
09/11/2011 5.00,"0,518989","6,734658","25,700001","11,5","0,237859"
09/11/2011 6.00,"0,481636","17,022889","25,700001","11,5","0,212822"
09/11/2011 7.00,"0,535144","36,344308","25,700001","11,5","0,329512"
09/11/2011 8.00,"0,703282","39,639602","25,700001","11,5","0,676843"
09/11/2011 9.00,"0,729927","44,557226","25,700001","11,5","0,868998"
09/11/2011 10.00,"0,768427","59,380237","25,700001","11,5","1,314617"
09/11/2011 11.00,"0,810576","66,122672","25,700001","11,5","2,070296"
09/11/2011 12.00,"0,763877","55,367217","25,700001","11,5","1,697095"
09/11/2011 13.00,"0,695762","49,300958","25,700001","11,5","1,250805"
09/11/2011 14.00,"0,764991","54,278293","25,700001","11,5","1,548698"
09/11/2011 15.00,"0,731846","28,773802","25,700001","11,5","1,148805"
09/11/2011 16.00,"0,491106","34,385807","25,700001","11,5","0,637656"
09/11/2011 17.00,"0,684404","43,169804","25,700001","11,5","0,751719"
09/11/2011 18.00,"0,699197","42,366421","25,700001","11,5","0,787895"
09/11/2011 19.00,"0,70486","50,478118","25,700001","11,5","1,021055"
09/11/2011 20.00,"0,660915","46,945315","25,700001","11,5","1,062957"
09/11/2011 21.00,"0,761711","49,651388","25,700001","11,5","1,069331"
09/11/2011 22.00,"0,637023","35,264468","25,700001","11,5","1,317042"
09/11/2011 23.00,"0,543376","21,67445","25,700001","11,5","0,511466"
10/11/2011 0.00,"0,660513","29,019111","25,700001","11,5","0,473609"
10/11/2011 1.00,,"19,841855","17,700001","11,1","0,497876"
10/11/2011 2.00,"0,913081",,"17,700001","11,1","0,478324"
10/11/2011 3.00,"1,024372","30,343401","17,700001","11,1","0,596461"
10/11/2011 4.00,"0,851311","35,96013","17,700001","11,1","0,4232"
10/11/2011 5.00,"1,155365","29,913353","17,700001","11,1","1,541885"
10/11/2011 6.00,"0,919903","13,910591","17,700001","11,1","0,847783"
10/11/2011 7.00,"1,130841","32,939973","17,700001","11,1","0,422617"
10/11/2011 8.00,"1,435448","52,589768","17,700001","11,1","1,054377"
10/11/2011 9.00,"1,257698","53,830522","17,700001","11,1","1,928423"
10/11/2011 10.00,"0,9105","39,635703","17,700001","11,1","1,678398"
10/11/2011 11.00,"0,821441","28,91139","17,700001","11,1","1,033324"
10/11/2011 12.00,"1,057271","46,175677","17,700001","11,1","0,909894"
10/11/2011 13.00,"1,038464","57,110255","17,700001","11,1","1,092433"
10/11/2011 14.00,"1,101524","62,610639","17,700001","11,1","1,506683"
10/11/2011 15.00,"0,883395","57,329598","17,700001","11,1","1,277898"
10/11/2011 16.00,"0,971163","43,224313","17,700001","11,1","1,095408"
10/11/2011 17.00,"1,00177","54,836389","17,700001","11,1","0,805485"
10/11/2011 18.00,"1,063172","58,922083","17,700001","11,1","1,180141"
10/11/2011 19.00,"1,144117","62,644387","17,700001","11,1","1,076146"
10/11/2011 20.00,"1,227091","67,324499","17,700001","11,1","1,824218"
10/11/2011 21.00,"0,894273","58,789695","17,700001","11,1","1,366555"
10/11/2011 22.00,"0,606999","39,076327","17,700001","11,1","0,995249"
10/11/2011 23.00,"0,516466","30,967209","17,700001","11,1","0,630136"
11/11/2011 0.00,"0,643324","53,694253","17,700001","11,1","0,768742"
11/11/2011 1.00,"0,637239","27,351351","31,1","16,700001","1,026418"
11/11/2011 2.00,"1,054321","19,950878","31,1","16,700001","0,396521"
11/11/2011 3.00,"0,831397","5,274552","31,1","16,700001","0,357202"
11/11/2011 4.00,"0,801527","5,009786","31,1","16,700001","0,2297"
11/11/2011 5.00,"0,864403","4,140212","31,1","16,700001","0,215357"
11/11/2011 6.00,"0,756905","5,45885","31,1","16,700001","0,244828"
11/11/2011 7.00,"1,118487","12,245421","31,1","16,700001","0,253572"
11/11/2011 8.00,"1,025188","33,019149","31,1","16,700001","0,496472"
11/11/2011 9.00,"1,188185","49,605959","31,1","16,700001","1,552499"
11/11/2011 10.00,"0,968581","41,073755","31,1","16,700001","1,402614"
11/11/2011 11.00,"1,019471","37,979621","31,1","16,700001","1,010353"
11/11/2011 12.00,"0,859256","42,639567","31,1","16,700001","1,308748"
11/11/2011 13.00,"0,707305","36,790781","31,1","16,700001","1,033115"
11/11/2011 14.00,"0,875097","46,958298","31,1","16,700001","1,300842"
11/11/2011 15.00,"0,86219","31,792677","31,1","16,700001","1,340186"
11/11/2011 16.00,"0,708044","29,069722","31,1","16,700001","0,822996"
11/11/2011 17.00,"1,046023","46,87914","31,1","16,700001","0,989089"
11/11/2011 18.00,"1,440794","51,605968","31,1","16,700001","1,288885"
11/11/2011 19.00,"1,382528","46,751937","31,1","16,700001","1,256952"
11/11/2011 20.00,"1,627209","51,616369","31,1","16,700001","1,514845"
11/11/2011 21.00,"1,489103","48,711715","31,1","16,700001","1,173978"
11/11/2011 22.00,"1,629237","42,31581","31,1","16,700001","1,352112"
11/11/2011 23.00,"1,632003","38,737579","31,1","16,700001","0,958957"
12/11/2011 0.00,"1,786703","31,077533","31,1","16,700001","0,972627"
12/11/2011 1.00,,"37,569478","27,4","19,29999","0,889406"
12/11/2011 2.00,"0,308335",,"27,4","19,29999","1,10584"
12/11/2011 3.00,"0,301668","29,125094","27,4","19,29999","0,979166"
12/11/2011 4.00,"0,282748","13,095523","27,4","19,29999","0,872487"
12/11/2011 5.00,"0,238714","8,857976","27,4","19,29999","0,865267"
12/11/2011 6.00,"0,258182","10,341434","27,4","19,29999","0,77519"
12/11/2011 7.00,"0,268472","12,955354","27,4","19,29999","0,815112"
12/11/2011 8.00,"0,206731","32,54023","27,4","19,29999","0,941979"
12/11/2011 9.00,"0,299435","40,550709","27,4","19,29999","1,534457"
12/11/2011 10.00,"0,122648","23,852277","27,4","19,29999","1,553919"
12/11/2011 11.00,"0,149254","21,579711","27,4","19,29999","1,18435"
12/11/2011 12.00,"0,182999","29,30335","27,4","19,29999","1,195891"
12/11/2011 13.00,"0,177622","43,627958","27,4","19,29999","1,29562"
12/11/2011 14.00,"0,463244","48,571548","27,4","19,29999","1,760186"
12/11/2011 15.00,"0,22694","21,67315","27,4","19,29999","1,412847"
12/11/2011 16.00,"0,146195","20,106629","27,4","19,29999","0,91501"
12/11/2011 17.00,"0,194772","18,998249","27,4","19,29999","0,921767"
12/11/2011 18.00,"0,2859","22,131304","27,4","19,29999","1,015968"
12/11/2011 19.00,"0,228887","28,61937","27,4","19,29999","1,056493"
12/11/2011 20.00,"0,188468","23,740654","27,4","19,29999","1,090219"
12/11/2011 21.00,"0,247892","27,834149","27,4","19,29999","1,127974"
12/11/2011 22.00,"0,329471","24,594668","27,4","19,29999","1,012777"
12/11/2011 23.00,"0,458053","18,371379","27,4","19,29999","0,951485"
13/11/2011 0.00,"0,374433","14,411564","27,4","19,29999","0,772841"
13/11/2011 1.00,"0,361918","19,722452","21,9","13,5","0,754231"
13/11/2011 2.00,"0,411886","17,471946","21,9","13,5","0,855609"
13/11/2011 3.00,"0,421342","14,730849","21,9","13,5","0,751422"
13/11/2011 4.00,"0,578661","10,041637","21,9","13,5","0,732762"
13/11/2011 5.00,"0,669883","6,530893","21,9","13,5","0,673165"
13/11/2011 6.00,"0,53852","7,361531","21,9","13,5","0,623636"
13/11/2011 7.00,"0,552148","14,663357","21,9","13,5","0,618117"
13/11/2011 8.00,"0,518125","12,460869","21,9","13,5","0,705847"
13/11/2011 9.00,"0,502551","11,809334","21,9","13,5","0,765102"
13/11/2011 10.00,"0,454437","13,605589","21,9","13,5","0,851785"
13/11/2011 11.00,"0,344676","14,09229","21,9","13,5","0,847308"
13/11/2011 12.00,"0,415038","15,65493","21,9","13,5","0,629146"
13/11/2011 13.00,"0,535368","18,826926","21,9","13,5","0,640943"
13/11/2011 14.00,"0,558173","18,228609","21,9","13,5","0,675356"
13/11/2011 15.00,"0,649024","7,491317","21,9","13,5","0,539659"
13/11/2011 16.00,"0,852881","7,236935","21,9","13,5","0,494518"
13/11/2011 17.00,"0,801337","14,795735","21,9","13,5","0,550431"
13/11/2011 18.00,"0,921111","25,411033","21,9","13,5","0,716579"
13/11/2011 19.00,"1,154449","24,384405","21,9","13,5","0,881674"
13/11/2011 20.00,"1,39993","30,348123","21,9","13,5","1,245786"
13/11/2011 21.00,"1,735333","41,843372","21,9","13,5","1,223082"
13/11/2011 22.00,"1,517479","46,282099","21,9","13,5","2,057009"
13/11/2011 23.00,"1,318072","33,361778","21,9","13,5","1,588322"
14/11/2011 0.00,"1,177995","21,451225","21,9","13,5","0,92298"
14/11/2011 1.00,,"18,084544","21,1","14,7","0,620643"
14/11/2011 2.00,"0,759578",,"21,1","14,7","0,540357"
14/11/2011 3.00,"0,653091","16,69495","21,1","14,7","0,488169"
14/11/2011 4.00,"0,731312","10,52055","21,1","14,7","0,417424"
14/11/2011 5.00,"0,602343","12,408952","21,1","14,7","0,551491"
14/11/2011 6.00,"0,536669","9,157788","21,1","14,7","0,430725"
14/11/2011 7.00,"0,624739","20,033935","21,1","14,7","0,378674"
14/11/2011 8.00,"0,691988","45,396957","21,1","14,7","0,750857"
14/11/2011 9.00,"0,838072","56,396427","21,1","14,7","1,548874"
14/11/2011 10.00,"0,670736","50,136787","21,1","14,7","1,656585"
14/11/2011 11.00,"0,595948","33,565371","21,1","14,7","1,273079"
14/11/2011 12.00,"0,422774","34,764787","21,1","14,7","1,120826"
14/11/2011 13.00,"0,601756","31,755031","21,1","14,7","0,963509"
14/11/2011 14.00,"0,571513","32,472738","21,1","14,7","0,96896"
14/11/2011 15.00,"0,503306","21,806837","21,1","14,7","0,977719"
14/11/2011 16.00,"0,398834","23,767918","21,1","14,7","0,788492"
14/11/2011 17.00,"0,635087","44,459888","21,1","14,7","0,898368"
14/11/2011 18.00,"0,810578","58,559969","21,1","14,7","1,10489"
14/11/2011 19.00,"0,800848","59,573615","21,1","14,7","1,192604"
14/11/2011 20.00,"1,140864","55,901925","21,1","14,7","1,662934"
14/11/2011 21.00,"1,038986","48,152343","21,1","14,7","1,254207"
14/11/2011 22.00,"1,075746","33,437075","21,1","14,7","1,268287"
14/11/2011 23.00,"1,074604","26,376632","21,1","14,7","0,952981"
15/11/2011 0.00,"1,101633","17,58876","21,1","14,7","0,69682"
15/11/2011 1.00,"1,105031","12,220764","23,79999","15,8","0,522736"
15/11/2011 2.00,"1,229831","13,957311","23,79999","15,8","0,422762"
15/11/2011 3.00,"1,324727","10,838523","23,79999","15,8","0,562781"
15/11/2011 4.00,"1,135397","11,013741","23,79999","15,8","0,565255"
15/11/2011 5.00,"1,186212","8,285615","23,79999","15,8","0,485265"
15/11/2011 6.00,"1,045257","10,403737","23,79999","15,8","0,367025"
15/11/2011 7.00,"0,996511","20,211752","23,79999","15,8","0,438605"
15/11/2011 8.00,"1,553444","57,522976","23,79999","15,8","1,102585"
15/11/2011 9.00,"1,626779","82,139727","23,79999","15,8","3,418403"
15/11/2011 10.00,"1,461482","68,225228","23,79999","15,8","3,647487"
15/11/2011 11.00,"1,056718","63,022062","23,79999","15,8","3,356921"
15/11/2011 12.00,"0,662488","44,22758","23,79999","15,8","2,755451"
15/11/2011 13.00,"0,882987","37,556517","23,79999","15,8","1,348807"
15/11/2011 14.00,"0,815768","52,261402","23,79999","15,8","1,112891"
15/11/2011 15.00,"0,666009","35,511057","23,79999","15,8","1,188195"
15/11/2011 16.00,"0,629959","38,840099","23,79999","15,8","0,732653"
15/11/2011 17.00,"0,796647","55,141389","23,79999","15,8","0,915971"
15/11/2011 18.00,"0,874183","48,705234","23,79999","15,8","0,986212"
15/11/2011 19.00,"0,882523","54,047287","23,79999","15,8","1,18599"
15/11/2011 20.00,"1,169285","66,571746","23,79999","15,8","1,361123"
15/11/2011 21.00,"1,32482","79,074141","23,79999","15,8","1,681833"
15/11/2011 22.00,"1,27663","59,98894","23,79999","15,8","1,549841"
15/11/2011 23.00,"1,561722","69,584102","23,79999","15,8","1,539911"
16/11/2011 0.00,"1,188714","57,572307","23,79999","15,8","1,872625"
16/11/2011 1.00,,"52,428836","28,9","19,700001","1,276345"
16/11/2011 2.00,"0,649078",,"28,9","19,700001","1,461529"
16/11/2011 3.00,"0,393977","25,710281","28,9","19,700001","0,826019"
16/11/2011 4.00,"0,489135","13,578339","28,9","19,700001","0,667568"
16/11/2011 5.00,"0,370065","15,660117","28,9","19,700001","0,795042"
16/11/2011 6.00,"0,502729","30,483111","28,9","19,700001","0,62077"
16/11/2011 7.00,"0,636533","48,609195","28,9","19,700001","0,911236"
16/11/2011 8.00,"0,652408","51,646215","28,9","19,700001","1,147424"
16/11/2011 9.00,"1,144256","84,789966","28,9","19,700001","2,714335"
16/11/2011 10.00,"0,684741","78,693862","28,9","19,700001","3,828691"
16/11/2011 11.00,"0,187652","28,599905","28,9","19,700001","1,589481"
16/11/2011 12.00,"0,154579","37,874501","28,9","19,700001","0,865449"
16/11/2011 13.00,"0,223376","40,545509","28,9","19,700001","1,21976"
16/11/2011 14.00,"0,215794","41,982262","28,9","19,700001","1,0822"
16/11/2011 15.00,"0,287766","30,773831","28,9","19,700001","1,325566"
16/11/2011 16.00,"0,289677","43,00237","28,9","19,700001","0,832027"
16/11/2011 17.00,"0,467405","72,391397","28,9","19,700001","1,112166"
16/11/2011 18.00,"0,492218","84,875631","28,9","19,700001","2,097179"
16/11/2011 19.00,"0,372254","67,73334","28,9","19,700001","1,424361"
16/11/2011 20.00,"0,479272","80,452483","28,9","19,700001","1,588411"
16/11/2011 21.00,"0,698612","75,137694","28,9","19,700001","1,935119"
16/11/2011 22.00,"0,779862","71,382948","28,9","19,700001","2,029792"
